-0.0115488+0.0139511j 0.00942212-0.003357j -0.00238481+0.00645454j 0.0146841-0.0104239j 0.00620301-0.00574353j 0.00761539-0.00152721j 0.00906024-0.000683844j -0.00192727+0.00109089j -0.00359205+0.00250267j -0.00956385+0.00763892j 0.00707253-0.00115425j -0.00952694-0.000539064j 0.0165947-0.01109j -0.00970521+0.000965086j -0.00651887+0.00634736j 0.00887518-0.00524755j 0.00324014-0.000621341j -0.0101169+0.000567861j -0.000391408-0.00597243j 0.00721032-0.00466512j 0.00603984-0.00362139j 0.00320687-0.00494015j -0.00364602-0.00362876j -0.000325648-0.00878429j 0.000629809+0.00664829j -0.00750333-0.00575654j 0.00604415+0.0194317j -0.0161875-0.00523935j -0.00719888-0.0204004j -0.0130854+0.00533051j -0.0059442-0.0387175j -0.0393559-0.00382954j -0.0056288+0.00716876j -0.0143331-0.00849207j -0.00107515-0.00182243j -0.0021465-0.00511071j -0.00269931+0.00382473j 0.00618989+0.00367565j -0.00114941-0.00182024j 0.0031705-0.000425456j -0.00162207-0.00113634j 0.00125472+0.00593263j -0.00479981-0.00984166j -0.00784979-0.0127461j 0.00260438+0.00555706j -0.00285291-0.0050851j -0.00769605-0.00655609j -0.00196587-0.0094441j 0.00242444+0.00720246j -0.00717101-0.00800076j 0.00329202+0.00740265j -0.0013058-0.00530309j -9.56895e-05+0.00371587j 0.0019461-0.00908396j -0.00532285-0.00475454j -0.000710922-0.00595311j -0.00269914+0.00267238j 0.00436592-0.0134878j -0.000519906-0.0020365j 0.00150739-0.00365138j -0.0057677-0.00204818j -0.00898707-0.000848576j -0.0095135+0.0145989j -0.00468153-0.00367984j 0.00435765-0.00163963j -0.00312993-0.00470393j 0.000708784+0.00348225j 0.00173142+0.00701746j 0.0018199+0.000710442j -0.00443666+0.00832413j 0.0204188+0.0181717j 0.00935241-0.0348935j 
0.00287751-4.22839e-05j -0.000333816+0.00116151j -0.00445598+0.00604814j 0.000970093-0.00277942j 0.00588969+0.00102363j 0.01535-0.01409j 0.00239915-0.00458948j -0.00223625+0.00129577j -0.00432178-0.000659778j -0.0035864+0.00163121j 0.00733331-0.00968719j 0.00901566+0.00165208j -0.0111488+0.00372228j -0.00294242-0.0129254j -0.000350185+0.00801352j 0.0196935-0.000115185j -0.00860254+0.0209851j 0.00906137-0.0173649j -0.0355725+0.0134487j 0.012381-0.0138407j -0.0201087-0.000775387j 0.0297774-0.00182779j -0.0154032+0.0122877j -0.00956237+0.0212824j 0.0143498-0.0170728j 0.0286533+0.0103507j 0.00549791+0.00827504j -0.00372377+0.0171606j 0.000501155-0.00864885j -0.0141824+0.00414655j -0.00493094+0.00385918j 0.00396481+0.00471516j -0.00450678+0.00496676j -0.00173784-0.000704127j -0.0063209-0.00206609j -0.011672+0.00685646j 0.00573998+0.00394711j 0.00323131-0.00273229j 0.00225242+0.000511864j -0.000700093-0.0020087j -0.00649346+0.0050114j 0.00121023+0.00434387j 0.00255201-0.00408755j 0.00189673-0.00191367j 0.00352121+0.00405777j -0.0105592-0.00071644j 0.00101757+0.0020939j 0.00632371-0.000458745j 0.0096238-0.00222355j 0.00172303+0.000389563j 0.00392714+0.000135609j -0.00155191+0.000958353j 0.00592214-0.000352166j -0.00943174-0.00388089j 0.00586285+0.00249906j -0.00514518-0.00076527j 0.00619092+0.00270708j -0.0144239+0.00571227j 0.00192471-0.00355918j 0.00998701+0.000599134j 0.0112148+0.000310059j 0.00284338-0.000739538j -0.0131988-0.00594647j -0.00928433-0.00465423j -0.00708577+0.00246057j 0.00862169+0.000919173j -0.00525314-0.00117022j 0.00680021+0.0028248j 0.000883615+0.000588751j -0.0069157-0.00271961j 0.000595454+0.00159749j -3.17751e-06+0.00181347j 
-0.00209163+0.00529772j -0.00211463+0.00635632j 0.00585647-0.000404861j 0.00830331-0.0113871j 0.00709521-0.00276789j 0.00236608+0.00714143j 0.0108293-0.00300839j 0.00606662+0.00381862j -0.0139332+0.00817168j -0.00931056+0.000224869j -0.00366902+0.00238355j 0.0136108-0.0117831j 0.00793127+0.00620064j 0.0029727+0.00508066j -0.0206803+0.00834167j 0.0017613-0.00565077j 0.00544187-0.0193789j -0.00943725+0.0100657j -0.0138897+0.0203847j 0.0185853-0.00354673j 0.0150025+0.00846728j 0.00508307-0.0039986j -0.0373262+0.0265192j -0.0187504-0.0120282j -0.0291997+0.00465681j 0.019565-0.0108097j 0.00725836+0.0105282j 0.00155151-0.0200084j 0.00430153-0.0108034j 0.00537565-0.0164777j -0.00166906+0.00510908j 0.00247437+0.00699275j 0.00209532+0.00424488j -0.0107223+0.00762978j -0.00225261+0.00333118j -0.00104249-0.00196235j -0.010261+0.00453518j -0.000744623+0.00200138j 0.0017993-0.00452195j 0.0030554-0.00530077j -0.00111708-0.0025499j -0.00887496+0.00291964j 0.00236103+0.000598125j 0.000523761+5.67823e-05j 0.00302356-0.00440296j 0.00743455-0.000764583j 0.0050981-0.00154228j -0.00919172-0.000802295j 0.000233506+0.00205328j 0.00338058+0.00119831j -0.026164+0.00654254j -0.000157315+0.00448542j 0.0144212-0.00470099j 0.00500953-0.00225254j -0.0140637-0.000348374j 0.00399242+0.00112459j -0.0122045-0.00830077j 0.00612385-0.00579596j 0.0125222+0.00232927j -0.0152995-0.00203734j 0.013766-0.00219257j -0.0211458-0.00947918j 0.0203047+0.011728j -0.0174764-0.00317888j 0.00162151+0.00154755j -0.00473715+0.00421773j -0.00210783-0.00613175j -0.00476088+0.0001627j -0.00339801-0.00417824j -0.000895391+0.00482688j -9.80954e-05-0.00496288j 0.00399592-0.00262134j 
-0.000903479+0.0027403j -0.00416291+0.00741954j 0.00419546+0.00400451j 0.000402764-0.00137543j -0.00276735+0.0101029j 0.0066415+0.00418554j 0.0104985-0.0041481j 0.00496903+0.00347014j -0.00512844-0.00140358j -0.0100717-0.00529151j 0.000716532-0.00812177j -0.0101196+0.00471803j 0.0133304-0.00185517j 0.00690395-0.00589918j -0.00976918+0.00552496j -0.0036203+0.00146431j 0.00938105-0.0099108j -0.0179421+0.00799561j 0.00150438-0.0192063j -0.0280889+0.00956644j -0.0210983+0.00302723j -0.0107992+0.004121j 0.00347588-0.00541952j 0.0513843+0.0084682j -0.000939047-0.00219481j -0.00640981+0.00164529j 0.00454547+0.0144313j 0.00601401+0.0217782j 0.0142053-0.0222988j -0.0106331+0.000878006j -0.00827247+0.00979854j 0.0030887+0.00857956j 0.00187433+0.0033131j -0.00938744+0.00305567j 1.71249e-05-0.00522642j -0.00597531+0.00115965j -0.00800892+0.00369032j -0.00104226+0.00230986j 0.00275022-0.000406347j 0.00725634-0.0014583j 0.00270027+0.00164689j 0.00359288-0.00140538j -0.00384378+0.00175375j -0.0012189+6.52512e-05j -0.00318517+0.000351542j -0.000793818-0.00232597j -0.00224383+0.00209877j 0.00496027-0.000899678j -0.00459606+0.00227115j -0.00954512-0.00208016j 0.00149118+0.000502988j 0.00743478+0.000996346j -0.0062524-0.0015402j 0.00809569+0.00014675j -0.0106424+0.00135001j -0.0010602-0.00276846j -0.00278938+0.00119964j -0.0139442+0.00154919j -0.0186282-0.000577654j -0.00795364+0.00224905j 0.0214201+0.00686394j 0.00593142-0.000484879j -0.00688533+0.00421516j 0.00756656-0.000712014j 0.00851083+0.000485888j 0.00636966+0.00152242j 0.00228482+0.00290286j 0.0109938+0.00428502j -0.00217388-0.000331545j -0.00704568-0.00211635j 0.0055054-0.00261008j 0.0013232+0.00468862j 
0.00409191-0.00123949j -0.00513752-0.00156386j -0.000611854+0.00850084j -0.00335051-0.0013041j -0.000854956+0.00363054j 0.011554-0.000247584j 0.00437377+0.00122214j 0.00283047+0.00429195j -0.00276719-0.00438363j -0.00303046+0.00130738j 0.00243001-0.00681732j -0.00615951+0.00637799j -0.00275182-0.00190155j 0.00706818-0.00829794j -0.0129882-0.0046193j 0.000435717-0.000282275j 0.00626566+0.0124448j 0.00402114+0.00718638j -0.00446624+6.00712e-05j -0.0141599+0.0191374j -0.0286542+0.00454084j -0.0027095-0.0075047j -0.0160761+0.00393811j 0.0120033-0.0430711j 0.00330758+0.00401831j 0.0150792-0.0145434j -0.00225359+0.00141364j 0.000874238-0.0427681j 0.00679483+0.00406416j -0.00317143-0.0132107j -0.00428941-0.00576013j 0.00214339-0.00198153j -0.00524427+0.0120782j -0.000647658-0.00312436j -0.00197219-7.37131e-06j -0.00886966+0.00238811j -0.00199647-0.00114745j -0.0052591+0.00696889j -0.00302794+0.00289776j 0.00314037-0.00157721j -0.00334098+0.00307775j 0.00077513+0.000301555j -0.00382013+0.00137022j 0.00327165-0.00515639j 0.00336822-0.00207675j 0.0045374-0.00611647j 0.00443412-0.00121706j 0.00399602+0.00223488j -0.00260681+0.00212152j 0.00383871-0.00535262j 0.00585735-0.0010263j -0.00501356+0.00324988j -0.000672808+0.0015994j -0.00317016-0.00136144j 0.0135949-0.000761196j -0.00821159+0.00208235j 0.00608838+0.0015921j 0.00863305-0.00863019j -0.000896266-0.000506424j 0.0122518-0.00338064j -0.0135626-0.00126275j 0.00262948+0.0012072j -0.00229815+0.00214284j -0.00640209+0.00190483j -0.0184408-0.00414634j -0.015417-0.00426928j -0.00846447-0.00150848j -0.0101946-0.00226833j -0.00980622-0.00560018j 0.00261577+0.00401143j -0.00489405-0.00179409j -0.00168659-0.00256775j 
0.00278179-0.000772176j 0.00150933-0.00160674j -0.00547849-0.00094546j -0.00121285+0.00283798j 0.00440255+0.00453482j 0.00850152-0.00234906j -0.00103553-0.000256299j -0.00829273-0.00668703j -0.00219147-0.00519535j -0.00337709-0.00581327j -0.00906358-0.00532441j -0.0150046+0.00380703j 0.00308729-0.00326753j 0.0145917+0.00626856j 0.00601157+0.00350322j -0.0142513-0.00327244j -0.0228724+0.000696212j 0.0309579+0.000586185j -0.0137831-0.00931486j 0.00643039-0.0220823j 0.0266761-0.00551293j -0.0129392-0.0227096j -0.00360774-0.00528997j -0.0109384+0.00263135j 0.00194039+0.000132555j 0.00627302+0.00108414j 0.000777594+0.00483438j -0.0043266-0.00124164j -0.00626048-0.000605321j -0.00101849-8.39888e-05j 0.000349947-0.00309165j 0.000950154+0.000980933j -0.010976-0.00089209j 0.00219834-0.000843983j -0.00900284-0.000928119j -0.0115096+0.00449139j -0.00347326-0.00306211j -0.00581852-0.00102359j 0.00061295+0.00524977j 0.014106-0.000491427j 0.0146813+0.00181998j 0.00889389-0.00743762j -0.0118307+0.00720582j -0.00780005-0.00197219j -0.0189298+0.000722978j 0.0103081-0.00718771j -0.00731627+0.00432473j 0.00526856+0.00186938j -0.0321024+0.0109971j -0.0200937-0.00103945j 0.00324253-6.49541e-05j 0.0198545-0.00462488j -0.0126734-0.00403575j 0.0024563+0.00258632j -0.00306492-0.00469213j 0.0201014-0.00324555j -0.0171959-0.00689852j -0.0107762-0.00988878j -0.00829026+0.00182187j -0.00930061-0.00362915j 0.013251+0.00278084j 0.0132654+0.0119406j 0.000360458+0.00543593j 0.0183015+0.0131666j 0.00320224+0.0015845j -0.0042185-0.00392507j -0.00966454-0.00629781j 0.00527809+0.00455934j -0.00177579-0.000205838j -0.000271733-0.00390499j -0.00221319-0.00184979j 0.00014805+0.00081097j 
0.00406522+0.00308402j 0.0030096-0.00612536j -0.000628804-0.00338638j -0.00360329+0.00132091j -0.00661014-0.00176276j -0.0116444+0.00881678j -0.00915786-0.00108836j 0.00704329+0.00484594j 0.00664719-0.00259259j 0.0136321+0.00725631j -0.00687597-0.00287336j 0.0035956-0.00420996j -0.0035897-0.0045087j 0.00168195+0.0100295j -0.00500756-0.0199519j -0.0019546+0.000670012j 0.00684947+0.0133821j 0.00828253+0.0204568j -0.000692499-0.0131054j 0.00701469+0.00140593j 0.0043705-0.0354012j 0.00941903+0.00532457j -0.000675699-0.0313579j 0.00727745-0.00864213j -0.00924772-0.008779j 0.00651415+0.0142302j 0.00268293+0.0243297j -0.00523776-0.0155644j 0.00480418+0.00280753j -0.00225451-0.0149984j -0.000464939-0.00841876j -0.00194969+0.00556713j -7.55087e-05+0.00162972j 0.0045506+0.00396109j 0.00348387+0.00201081j 0.00299402-0.00414683j 0.00177085+0.00256672j -0.00266924+0.00730332j 0.00417498-0.000281338j -0.00491257+0.0021871j -0.0143289+0.00662713j 0.0025438+0.00131763j -0.000596508-0.000532618j 0.00115837+0.00218243j 0.00669711-0.00322298j 0.00976596-0.00263303j 0.00772141-0.00309862j -0.00487975+0.0042282j 0.00933737-0.00386681j 0.0129341-0.00617018j -0.0118417-0.00109658j -0.000546178-0.00630928j 0.017212-0.00037999j -0.00149943-0.00444916j 7.40776e-05+0.00138024j -0.0032572-0.0042254j -0.00272502-0.0032935j -0.00804175-0.00321436j 0.0012663+0.00308343j -0.00127035+0.000322076j 0.00771154-0.002876j -0.0179866-0.00443461j -0.00169867-0.00298597j -0.0184833-0.00401793j 0.00584579-0.00585444j -0.0067498-0.00147721j 0.00240146-0.00122231j 0.00260467+0.00405123j -0.0155751-0.00608945j 0.00338597+0.00156949j -0.00365897-0.00149842j 0.00270354-0.00128618j 
-0.001581-0.000687391j -0.00426915+0.00172837j 0.00482273-0.000413542j -0.00490661+0.00166204j -0.0124402+0.00442155j -0.00612918+0.00882633j -0.00175483+0.00572706j 0.0140392-0.00179492j 0.00421203-0.00874201j 0.0199441-0.0100851j 0.00351481-0.0138836j 0.00232783-0.0178189j 0.011771+0.0130386j -0.00318309+0.0186855j -0.00519675+0.00172856j 0.0156707-0.0242957j 0.00803709-0.00770436j -0.000960394+0.018062j 0.0154918-0.00138251j 0.0259141-0.00811411j -0.00423857+0.0287455j 0.030016-0.0381768j 0.00540027+4.69516e-05j 0.000730876+0.00720424j -0.00779192-0.00703183j 0.0088596-0.0101711j -0.000795311-0.0019357j 0.0043272+0.00211558j 0.00605999-0.00223947j -0.00676872+0.00273266j -0.00463426+0.00160368j 0.00260888-0.00294674j 0.00297822+0.000449915j 0.00188828+0.00148032j 0.00923145-0.00537047j 0.008965-0.00330653j 0.00223989-0.00167184j 0.00383699-0.00147732j 0.0134475-0.00404787j 0.000903649+0.00469923j -0.00108117+0.00531766j 0.00737481-0.00139399j -0.000397643-0.00165805j 0.00380811+0.00277365j -0.000140157+0.000796453j 0.00945491-0.00146143j -0.004227-0.000278747j -0.013972+0.00421869j 8.588e-05-0.00168186j -0.0113913+0.00104156j -0.0071265-0.00518883j 0.00733151-0.0019161j -0.00813175-0.00565455j -0.0193576-0.002306j 0.00230877-0.000542697j 0.0100686+0.000698376j -0.0190912-0.0067437j 0.0095689-0.00235686j 0.00703072+0.00301057j -0.0061609+0.00250965j -0.00133984+0.00125709j -0.0169889-0.00422589j 0.00173159+0.00352042j 0.00884169+0.00513144j -0.00718175-0.00221878j -0.00239146-0.000443218j 0.00267425+6.54323e-05j 0.00462641+0.00168515j 0.000587325+0.00036293j -0.000486859-0.00184227j 0.00247353+0.00126215j -0.0034919-0.000538765j 
-0.00230469+0.0010225j -0.00240186+0.00311038j 0.00184567+0.000855638j 0.000450673-0.00115504j -0.00532421+0.00491756j -0.00170841+0.0130846j 0.0066253+0.00140256j 0.00562529+0.00463361j -0.000203553-0.00327776j -0.000601192-0.00357187j -0.00434442+0.00815873j -0.00898156+0.00701476j 0.010473-0.00576417j 0.00343252+0.00025241j -0.0180228+0.000645356j 0.00284042+0.00926218j -0.0353077-0.01135j 0.013991+0.0142j -0.00478506-0.0138083j 0.0158741+0.0261959j 0.0139946+0.0156764j 0.00650295+0.0176322j -0.00779798-0.00849402j -0.0149786-0.0303069j 0.0130991+0.00508592j 0.00180009+0.0177323j -0.00338466-0.00778754j 0.005376-0.000291725j 0.00732252-0.00377442j -0.00491803+0.00346814j -0.00479922+0.00497051j 0.00140363+0.00107461j 0.00614056-0.000274621j -0.00106533+0.00304295j 0.012118-0.00583818j 0.00758385-0.00837973j -0.00573353+0.00243471j 0.0019012+0.00213888j 0.000671192-0.00261746j -0.00293498+0.00100152j 0.00455545-0.0029665j 0.00300909+0.00049681j -0.00544896-0.000777575j -0.00222986+0.00714661j -0.00263487-0.000530683j 0.0100438+0.00147772j 0.0070949+0.00261474j -0.00748813-0.00194697j 0.00273153-0.00123858j 0.000261882-0.00440147j 0.0159397-0.00893184j -0.00376513+0.000547056j 0.00059447-0.00282296j 0.00550171+0.00572333j 0.0147056+0.00113456j -0.00448775-0.00686032j -0.00546036-0.000486579j -0.00853636+0.0029549j -0.0188132-0.00303109j 0.00999736-0.000889824j -0.00840755-0.00280556j 0.00764916+0.0011509j -0.013493-0.00266256j 0.00850629+0.00511468j 0.00156411+0.00334973j -0.00648372-0.00317106j 0.0202321+0.00712506j -0.00401868-0.000943519j 0.00185105+0.00033937j -0.000419956+0.00129773j 0.00350759+0.00202786j -0.000868122+0.00166203j 
-0.00123757+0.000137491j -0.0019929-0.000940096j 0.0026141+0.00703641j -0.000884002+0.00040012j -0.00792679-0.000238037j -0.00857321+0.00284591j 0.00646574+0.0020028j 0.00343485+0.0128269j 0.00910783-0.00526858j -0.00939117+0.00365831j -0.00901143+0.0137526j -0.0214048+0.0128183j 0.00619141-2.8083e-05j 0.00278659+0.000232143j -0.0170933-0.000219207j -0.0160298+0.00889159j -0.0256252+0.0237722j -0.0043536-0.0148295j 0.0241828+0.0145688j -0.030886-0.00897394j 0.00881497-0.0231211j -0.010579+0.000826661j 0.0134744+0.00542587j 0.00588246+0.0165404j 0.00716073-0.00651256j -0.000269338-0.00647417j -0.00100215+0.00117659j 0.00220862+0.000705459j 0.00866454+0.000909006j -0.0021015+0.0002684j -0.00420099+0.000699226j 0.000918056-0.000615333j 0.00281486+0.00700323j -0.00313155-0.00152969j 0.00728117-0.00147384j 0.00467934-0.00307103j -0.00678808+0.00205999j -0.00238372+0.00744986j -0.00634509-0.00026487j -0.00719664+0.00191418j 0.00942201-0.0066214j -0.000414264+0.00271066j -0.00749378+0.000527277j -0.00430528+0.0015173j -0.00665991-0.00117029j -0.00994938+0.00391435j 0.0195835+0.00171451j -0.0234923+0.00108214j 0.0124666+0.000167806j -0.00341287-0.000681419j -0.0211835+0.00358943j -0.0088922+0.00358646j 0.0126473-0.00213377j -6.56636e-05+0.00124901j 0.00134206+0.00309043j 0.00741779-0.00489417j -0.0144534-0.00120142j 0.0357537+0.00662857j 0.00526778-0.000898551j -0.0234722-0.00344846j -0.0122265-0.00283226j -0.00755412-0.0029003j 0.0170244+0.00461292j 0.00430731-0.000654525j -0.00310847-0.00131495j 0.00203574+5.68829e-05j 0.00292371+0.00336478j -0.00153626-0.00114203j -0.00206389-0.00122111j -0.0021154+0.00106546j 0.00101466+0.00231711j -0.000140089+0.000567192j 
0.000742633-0.00116031j -0.00417367+0.00251706j 0.00153941+0.00217741j -0.0041025-0.0017457j -0.00447556+0.00295256j 0.00539036+0.00907666j -0.000741286-0.000660049j 0.010615+0.00364959j -0.016666+0.0164418j 0.0164321-0.00725391j 0.00383992+0.00529424j 0.00957918+0.00157383j 0.0227728-0.0196852j 0.0248032-0.017198j 0.00773964-0.0071305j 0.0115327+0.000501101j -0.0145705+0.0226638j 0.0172696-0.017994j -0.00687243+0.00379759j 0.00792553-0.00844972j 0.00860718-0.0268275j -0.0217214+0.0138807j 0.00045288+0.00595399j 0.00776592+0.0102823j -0.00185441+0.00897988j 0.000507252-0.00391424j -0.00224499-0.00333898j 0.00251952-0.0025538j 0.00435422-0.0036356j -0.00411126+0.000515462j -0.00247538+0.00155554j 0.00224987-0.00100817j 0.00395388+0.00210199j 8.34618e-06+0.00203788j 0.00521876-0.000852401j 0.00574446-0.00368847j 0.00553704-0.000879085j 0.00756884-8.07963e-05j 0.0139683-0.00848309j 0.00146664-0.00194146j -0.00205206+0.00275196j 0.000492185+0.000895322j 0.0115728-0.00377408j 0.0088336+0.00691109j 0.00797537+0.00149814j 0.0253429-0.00394928j -0.00980524-0.00492646j -0.000347555+0.00335029j -0.00366599-0.00260904j 0.000899429+0.000841475j -0.00662125+0.00198194j 0.00542961+0.0037233j -0.0149014+0.00370329j -0.00729535-0.0029853j -0.0154624-0.000980486j -0.00930824+0.000762812j -0.0183298-0.0017678j -0.0132565+0.00109757j 0.00151582+0.00477484j 0.00550299+0.00134007j 0.00717714+0.00533021j -0.0157262-0.00684705j 0.00454945-0.000309444j 0.00364161-0.000657943j -0.00293493-0.00153526j 0.00488861+0.00409601j 0.00251202+0.00303973j -0.00329162-0.00229287j 0.00148162-0.000180502j -0.000475844+0.00211162j -5.1409e-05-0.000816292j -0.00156041-0.00123571j 
0.00314565+0.000440983j -0.00249437-0.00214718j -0.000631162-0.00323242j -0.00361365-0.00188561j -0.00351633+0.00116915j 0.00728634+0.0127604j 0.00422545+0.00285679j 0.001737-0.00927889j 0.00899578-0.00707446j -0.000423691-0.00471766j 0.0121837+0.0113794j -0.0161922-0.0203674j -0.00420612+0.00410776j 0.000800011+0.0032697j -0.0152835+0.00669929j -0.000127217+0.0030361j -0.0118724-0.0171107j -0.00284513+0.00916752j 0.0182973-0.000143134j -0.00615688-0.0180714j -0.00960093-0.0195148j 0.0154864-0.00868035j -0.00447959+0.0129018j -8.36037e-06+0.0178052j 0.00796142+0.0301425j 0.00210004-0.00326215j 0.000114498-0.00597156j -0.00102836-0.00127037j 0.00278774-0.000105716j 0.00325029-0.00620659j 0.00111961-0.00815303j -0.00121927+0.000457731j -0.000328581+2.6319e-05j 0.000507587+0.0024369j 0.000811878+0.00141874j -0.000602603-0.00654379j -0.00637514-0.00230264j -0.00157297+0.000940038j -0.00946242+0.00258639j 0.0023413-0.000623694j 0.00605027-0.00632006j -0.0101866+0.00191945j 0.00586135+0.000124642j 0.0014919-0.00785265j 0.00615345-0.00576034j -0.00148659-0.00136088j -0.00562809-0.000757518j 0.0172308-0.00200807j -0.0140724+0.00259086j 0.00368107+0.00107508j 0.00566072+0.00341489j -0.00518165-2.74179e-05j -0.0088195+0.00254847j 0.0338991+0.00367579j -0.0211563-0.000196058j -0.022868-0.00220357j 0.0101046+0.00739281j -0.00342993+0.0024063j -0.0137337-0.00169417j 0.00341689-0.00289866j 0.00671987-0.000234j 0.00640588+0.00150552j 0.00691339+0.00420192j 0.00174493+0.00273967j 0.000443489-0.000881448j 0.010136+0.00475905j 0.000502668+0.00124308j -0.00916744-0.00250553j 0.000452135+0.0022632j 0.00620343+0.000839973j -0.00185034-0.0041475j 0.000529191-0.00125252j 
-0.00312531+0.00175386j -0.00137489+0.00808935j 0.00538293-0.00761959j 0.00602997-0.00241397j 0.00427362+0.0163978j 0.00767494+0.0199068j 0.00636884-0.00631815j 0.0160697-0.0191127j -0.00555952-0.0119681j -0.00500379-0.00568571j 0.00257725+0.0156132j 0.00579223+0.016485j -0.00138694-0.00888407j 0.00764672+0.0055447j -0.00945203+0.0379942j -0.00420605+0.0055129j 0.00699199+0.0297421j 0.00272588+0.00358858j 0.00835371-0.0274022j 0.00307982+0.00786443j 0.00892336-0.0143816j -7.71046e-06-0.00939953j -0.00178811-0.00764119j -0.00324805-0.000800336j -0.010448-0.00604334j 0.00196771-0.00419564j 0.00158668+0.000370043j 0.00177515-0.00216314j -0.00296537-0.011305j 0.00198567+0.000531276j 0.00046391+0.00734263j 0.000109877+0.000957243j 0.00201564-0.00672724j -0.00841191+0.00563025j -0.0027414-0.00518308j -0.00806443-0.00287049j -0.00311253+0.00246795j 0.00798851-0.00601431j -0.0110719+0.00617122j -0.000291565-0.00414562j 0.000246524-0.0005602j -0.00446342-0.00179051j 0.00347541+0.000459775j -0.00261357-0.000992423j 0.00351511+0.000153247j -0.00902098+0.0036658j -0.00235567+0.00676309j 0.00922452-0.000128066j 0.00348107+0.00212604j 0.0112641-0.0033028j -0.00172483+0.00344525j -0.00278845+0.000253825j 0.00929308+0.00289176j 0.00570849-0.00236422j -0.000106267-0.00102781j -0.00938456+0.00255274j 0.00939872+0.00260527j -0.00218179-0.00224051j 0.00195804+0.00109765j 0.00831185+0.00135409j 0.000956378+0.00135527j 0.00715511+0.00240398j -0.000667447-0.0027234j -0.0105298-0.00592482j 0.00157537+0.000509718j -0.00544587+0.00316097j -0.00591181-0.005283j 0.00401951-0.00113363j 0.00272237+0.00316366j 0.00201652-0.000714267j 0.00399265-0.00332242j 0.000336935+0.0012312j 
-0.00117942-2.21401e-05j -0.0013803-0.00304113j 0.000501472+0.000626432j 0.00164851-0.00187229j 0.000745686-0.00678951j -0.00314001+0.000462777j -0.00158732+0.00140679j -0.00234826+0.0083801j -0.00106125-0.00961529j 0.00353468+0.0309284j 0.0182177+0.0041373j 0.0150176+0.0258566j -0.0123135+0.0204284j -0.0136245+0.0128288j 0.00199772+0.0113412j 0.0175314+0.0302826j 0.0121907+0.0161917j -0.014227+0.000902723j 0.00220178-0.0109774j -0.00402634+0.039034j -0.0285933-0.00729764j 0.0201027+0.018379j -0.00468688-0.0087102j -0.000915603-0.000142465j 0.00472256-0.00885923j 0.00516152+0.00805197j -0.00130156-0.00128324j -0.000510824+0.00202145j -0.000235503+0.00642997j 0.00176429-0.00162164j 0.000403196-0.00399628j -0.0015464-0.00243633j -0.00217433+0.00105694j 0.00343216-0.00177843j 0.000373456+0.000386527j 0.00623203-0.000838008j 0.00173929-0.000634112j -0.00226433+0.00124838j 0.00944132+0.000921846j 0.0082067-0.00341186j 0.00337126-0.00101595j -0.0017385-0.00401935j -0.00573565+0.00234484j -2.12505e-05+0.0040223j -0.00883407+0.000242378j 0.0210843-0.00376508j -0.00715016-0.00193938j 0.00232044+0.00051002j -0.0236515+0.00437287j -0.0122411-0.00217295j 0.00774316-0.00269916j 0.0125552-0.00236786j -0.00740705+0.000503142j 0.00103883+0.00219507j -0.0043156-0.00381289j 0.0111534-0.000234834j -0.0189376-0.00539622j -0.0108338-0.00498964j -0.00663036+0.00568427j -0.00745042-0.002028j 0.00707042+0.00372168j -0.000373874+0.000485165j 0.0016217-0.000168452j 0.0115157+0.00648346j 0.00620889+0.00103482j -0.00492892-0.000905498j 0.00320117+0.00153784j 0.000615419+0.000520058j 0.00371689+0.000750134j 0.000736693-0.000882631j -0.000743869+0.000468951j -2.80543e-05-0.0034531j 
