-0.0115488+0.0139511j 0.00942212-0.003357j -0.00238481+0.00645454j 0.0146841-0.0104239j 0.00620301-0.00574353j 0.00761539-0.00152721j 0.00906024-0.000683844j -0.00192727+0.00109089j -0.00359205+0.00250267j -0.00956385+0.00763892j 0.00707253-0.00115425j -0.00952694-0.000539064j 0.0165947-0.01109j -0.00970521+0.000965086j -0.00651887+0.00634736j 0.00887518-0.00524755j 0.00324014-0.000621341j -0.0101169+0.000567861j -0.000391408-0.00597243j 0.00721032-0.00466512j 0.00603984-0.00362139j 0.00320687-0.00494015j -0.00364602-0.00362876j -0.000325648-0.00878429j 0.000629809+0.00664829j -0.00750333-0.00575654j 0.00604415+0.0194317j -0.0161875-0.00523935j -0.00719888-0.0204004j -0.0130854+0.00533051j -0.0059442-0.0387175j -0.0393559-0.00382954j -0.0056288+0.00716876j -0.0143331-0.00849207j -0.00107515-0.00182243j -0.0021465-0.00511071j -0.00269931+0.00382473j 0.00618989+0.00367565j -0.00114941-0.00182024j 0.0031705-0.000425456j -0.00162207-0.00113634j 0.00125472+0.00593263j -0.00479981-0.00984166j -0.00784979-0.0127461j 0.00260438+0.00555706j -0.00285291-0.0050851j -0.00769605-0.00655609j -0.00196587-0.0094441j 0.00242444+0.00720246j -0.00717101-0.00800076j 0.00329202+0.00740265j -0.0013058-0.00530309j -9.56895e-05+0.00371587j 0.0019461-0.00908396j -0.00532285-0.00475454j -0.000710922-0.00595311j -0.00269914+0.00267238j 0.00436592-0.0134878j -0.000519906-0.0020365j 0.00150739-0.00365138j -0.0057677-0.00204818j -0.00898707-0.000848576j -0.0095135+0.0145989j -0.00468153-0.00367984j 0.00435765-0.00163963j -0.00312993-0.00470393j 0.000708784+0.00348225j 0.00173142+0.00701746j 0.0018199+0.000710442j -0.00443666+0.00832413j 0.0204188+0.0181717j 0.00935241-0.0348935j 
-0.00456959-0.00324433j 0.0033273-0.00770504j -0.0206086+0.00373181j -0.0112418+0.00202171j -0.0137784-0.00145362j 0.00965116+0.00328731j -0.00336644+0.00354197j 0.00456794+0.00286286j 0.00228331+6.76325e-05j 0.010609-0.00237988j 0.00857941+0.00557259j 0.000240231+0.00153035j -0.0124488-0.0036326j 0.00941078+0.00458298j -0.00483731-0.00171311j -0.00176019+0.0017215j 0.00169299-0.000753773j 0.0146487+0.000205998j -0.00953739+0.00543545j 0.000971651-0.00890253j -0.0144184-0.0173212j 0.00104025+0.0109006j -0.0275749-0.0107775j 0.0113634+0.0276722j 0.0158168+0.0145604j 0.00671505-0.00940795j -0.0120897-0.025867j 0.0210309-0.030344j -0.0046574+0.0272633j 0.0225345-0.00109043j -0.0213085-0.00752022j -0.0048726-0.0241542j -0.00989559+0.00198581j 0.0145802-0.00723769j 0.010147+0.00168134j -0.0119707-0.00500309j -0.000555803-0.00964281j 0.00441751+0.000234948j 0.000586958-0.00242769j -0.000912588+0.00272876j -0.00762212-0.00845128j -0.0026801-0.00296194j 0.00524924+0.00242004j 0.00821719+0.00483001j -0.00910038+0.00233847j -0.000175735+0.00514761j -0.000372322-0.00282981j 0.00301543-0.00150599j 0.00156262+0.00299365j -0.000508159-0.000702611j -0.00231275-0.00248304j -0.00485922+0.00246163j -0.003107+0.00520147j 0.00733139+0.0117022j 0.00152036+0.000240535j 0.00272063+0.0115998j 0.00104037-0.00490206j -0.000523021-0.00768324j 0.000661931-0.00775851j 0.000956224+0.0190718j -0.0145727-0.0108859j -0.0110865+0.00142615j 0.0169672+0.0163225j 0.0162115+0.00642032j 0.0277457+0.00607895j -0.00178772-0.00830095j 0.0028308+0.00629693j 0.0124366+0.000503045j -0.012232+0.00135546j -0.0129261+0.0040122j -0.000138024+0.00911067j 0.000550587-0.00421948j 
0.00313136-0.00194414j 0.00527129-0.00409838j -0.0103266+0.00141482j -0.016877+0.00817639j -0.0156604+0.00962051j -0.000993221+0.000735127j -0.00972885-0.000981906j 0.0152104-0.00848319j 0.00915218-0.00912391j 0.017387-0.00696569j -0.00513484-0.00812451j -0.00124276-0.00131058j -0.0123223+0.00465686j 0.00130928-0.0102087j -0.00649608+0.00741273j -0.00717369-0.00573653j 0.0134948+0.00605756j 0.0318076-0.00208126j 0.000652388-0.0238342j 0.0107186+0.0031522j -0.0208871+0.0134177j -0.0022937+0.00822899j -0.00834157+0.000964441j -0.0196591+0.0324843j 0.00922739+0.0136658j -0.0172145+0.0268271j 0.00504141-0.0504291j -0.0200904+0.0308299j -0.00376774+0.0141613j -0.0056072+0.0217296j 0.0166051+0.00651542j -0.0121053-0.00236616j -0.00214299-0.0085223j 0.0118465-0.00900502j 0.0056103-0.00829502j 0.00358398+0.001734j 0.00721532+0.000495615j 0.000979571-0.00906981j 0.00245003+0.00385053j -0.0101805+0.00242684j 0.00444997-0.000901173j -0.00333945-0.000864846j 0.00205054-0.00314437j 0.00547299-0.000841747j 0.000508351+0.00622295j 0.00272773+0.00483254j 0.0178395+0.00573994j 0.00353311-0.00155391j 0.00695259+0.00374555j -0.0132949-0.000166544j -0.0107207-0.000225944j -0.000738637-0.0101463j -0.0091893+0.00177713j 0.00776851-0.00178871j -0.0023784-0.000135906j -0.0176412-0.00973594j -0.00404438+0.00136792j 0.00228754+0.00402818j -0.0161202-0.00234904j -0.0134008-0.00942292j -0.0129631-0.00381063j 0.00784254+0.0263301j 0.00262972-0.0366109j 0.00558574-0.00174519j 0.0100888+0.00424751j -0.0051276-0.00876378j -0.00579638-0.0144756j 0.0019873-0.00492476j -0.00793075+0.0147753j 0.00512442-0.0100919j -0.00129268+0.000130027j 0.00141711+0.0010208j 
0.00393555+0.00648573j -0.0125642+0.000848594j 0.0184818+0.00304837j 0.0101642-0.00668613j 0.00545108-0.00549272j 0.00391816-0.00917901j 0.0208579-0.00980538j 0.00723542+0.00472044j -0.010576+0.00424711j -0.0224348+0.00419225j 0.00287945-0.00485423j 0.0121072+0.00190933j 0.009337-0.00621213j 0.0115468-0.00428425j -0.0123579+0.00495238j 0.0144276+0.0036733j -0.0130175+0.00992645j -0.0164664+0.00591665j -0.00730232-0.0105531j 0.00483963+0.00402422j 0.0166053-0.0160289j -0.00444444-0.00390133j -0.0276201+0.00877196j 0.00482984-0.0149522j -0.00302808+0.0221001j -0.0314896-0.0343838j 0.00866595+0.0260568j 0.0126716-4.70779e-06j 0.00658792-0.0253255j 0.00987898-0.00760755j -0.0114266-0.00780455j 0.0176778+0.0127697j 0.019066+0.00674969j -0.0134853+0.00507957j -0.006713+0.00395068j -0.00447733+0.00839614j -0.00517601+0.0131625j 0.00423204+0.00443028j -0.00116111-0.0008427j 0.000849743-0.00860712j -0.00512576+0.00838761j -0.00953756+0.00484691j 0.00149755+0.00301202j 0.00641837+0.00190942j 0.00216293-0.000813438j 0.00402778-0.00735095j 0.00453701+0.00452652j -0.000589678+0.00261704j 0.00730819+0.00283272j -0.00536095-0.00593176j -0.00178218+0.00145877j -0.00288842+0.000737913j -0.00722949-0.00388496j 0.0152947+0.0102803j -0.00366088+0.0169498j -0.0178118-0.00477533j 0.00287152-0.00897125j 0.0015796-0.0257439j -0.0106595-0.00553759j -0.00497343+0.0317328j -0.000676288-0.0154122j 0.0116491+0.000372867j 0.00158039+0.0119248j 0.000889321+0.0010458j -0.00462594-0.00406346j -0.0185988-0.00404355j 0.0174879-0.0263868j 0.00504975+0.00968042j 0.00535868-0.0053112j 0.00358541-0.00465259j -0.000925355-0.00736264j 0.00560973-0.00624693j 
0.00722087-0.000638753j -0.00633106+0.00705917j 0.00823239-0.010209j 0.00829405-0.0102548j 0.0140532-0.00727486j 0.00569995+0.000507432j -0.00242576+0.0005666j -0.00924041-0.0049647j -0.00959217+0.00603397j -0.00115047+0.000986175j -0.00765253+0.0111958j -0.00432207+0.00155171j 0.00320224-0.0068923j -0.01379+0.0078298j 0.00351863+0.00412159j -0.00784702+0.00402848j 0.0127178-0.00813696j 0.00818464+0.00393159j -0.0178126+0.00718321j 0.0102173-0.00855776j 0.0121954-0.0177406j 0.020758-0.0098326j 0.0404422-0.0169068j 0.0409501-0.0250643j 0.0114813+0.0032452j 0.0121357-0.00573485j -0.0310869-0.00808395j -0.0258524+0.0432348j 0.0549753-0.00789208j -0.00821802+0.0465438j 0.0161174+0.01944j 0.0272563+0.0296345j -0.00592302-0.00793895j -0.0017073+0.0219473j -0.0115191+0.00742639j -0.00469048+0.000395994j 0.0117848+0.000836474j -0.00584938-0.00416838j 0.00674383-0.00552474j -0.00224356-0.00269523j 0.00159851-0.00213521j 0.00851528-0.00521905j -0.00429565+0.00424304j 0.000897509+0.00675147j 0.00553983-0.00502892j -0.00391915+0.00439792j 0.0100852-0.00324383j 0.0065217-0.00729819j 0.00273896+0.00121476j -0.00372631+0.0030468j -0.00250503-0.00121439j -0.00528782+0.000319086j -0.000529823+0.000511977j -0.00396715+0.0140636j 0.00425641+0.00273664j -0.00630993+0.0127497j -0.00513102+0.00137325j -0.00534868+0.00129847j -0.00395027+0.00154525j -0.000588331+0.0204328j -0.0108427-0.00527392j -0.00594347-0.00252454j -0.00578589+0.0164419j 0.00652552+0.00651118j 0.0124075+0.0102323j -0.0153569+0.0129163j -0.0111368-0.0068189j -0.000181749+0.00718774j 0.00393689+0.00817741j 0.00201626-0.005299j 0.0142342-0.01135j 0.00986091+0.00622861j 
-0.00343683+0.00413104j 0.00616851+0.00565146j -0.00785785-0.00296748j 0.00328527-0.00763358j 0.0091194-0.00346971j -0.00599695+0.00588404j -0.0172576-0.00588673j -0.0187194+0.000985665j 0.00124974+0.00936654j 0.00983778+0.00965301j -0.00877736+0.00582373j -0.00389892-0.00889923j -0.00854103-0.00510023j -0.0195367-0.00355295j 0.0265321+0.00999101j -0.00777221-0.00187951j 0.0036653+0.00035277j 0.00148835+0.0141139j -0.0182205+0.00598233j -0.00692096+0.0037403j 0.0068411-0.0150287j -0.000214511+0.0051344j 0.0190672+0.0319854j 0.019341-0.00816443j 0.00295139+0.0167444j 0.0537105-0.00284456j -0.0294303+0.0188558j 0.0220688-0.0318286j -0.0158862-0.0174563j 0.0178853-0.0363859j -0.0167404-0.00602102j -0.0268444-0.0193959j -0.0176139+0.00491638j -0.00834012+0.000221073j -0.00746502+0.000259773j 0.012164-0.00400599j 0.0140303-0.000623609j -0.0111461+0.00685463j 0.0127849+0.00375392j -0.0103597+0.000629374j 0.00459482-5.70683e-05j 0.00466509-0.00210689j 0.00118846+0.000368357j -0.000963767-0.00539878j 0.00415545-0.00127544j -0.00430861-0.00197145j 0.0141874+0.00154437j 0.00871562+0.00250328j 0.00643852+0.00234605j -0.00760628-0.00226511j -0.00108209-0.00333657j -0.00088188-0.00663527j -0.00385574+0.00294969j -0.0057416+0.00109598j 0.00365936+0.00491741j -0.00873276+0.00837951j -0.0117858-0.00516296j -0.0177505-0.0114801j -0.00728717-0.00738384j -0.00184834+0.000932189j -0.0113179-0.0230918j 0.0085962+0.00295605j -0.012818-0.00641318j -0.00039308+0.00822882j 0.00324455+0.0229631j 0.0170993-0.00475526j -0.0196618-0.0164999j -0.0106809-0.00602584j 0.00488856-0.0165394j -0.0183978+0.00216653j -0.00845121-0.00026712j -0.0042232-0.0053229j 
-0.00552389+0.0100586j 0.00487434-0.00339377j -0.0180961+0.00717572j -0.00662301-0.00814991j -0.00768595-8.36218e-05j -0.000715811+0.00513117j -0.0074262-0.00744061j -0.00510412+0.00150486j 0.00469469+0.00106493j 0.00699748+0.00559197j 0.00483667-0.00790207j 0.00230249-0.0112221j -0.0119638+0.00308208j 0.010502-0.00899371j -0.00179346+0.0043295j -0.00307853-0.00525188j -0.000262815+0.00548305j 0.00940678+0.00183969j -0.000793352-0.00385144j -0.00511845+0.00179376j -0.0185263+0.00653607j 0.00698559-0.00337025j -0.0112667+0.0275225j -0.00160207+0.00259841j 0.0118533+0.00252697j -0.00340819+0.00647205j 0.00508197+0.0274052j -0.00160652-0.00591255j -0.0014595-0.0315903j 0.0403354+0.0104742j -0.0259933-0.0540775j 0.030529+0.0471503j -0.00264425+0.025342j 0.0162569+0.00894802j 0.0109586+0.000904499j -0.00321372-0.00623783j 0.00231198+0.0071887j 0.00291208+0.00467608j -9.99225e-05+0.000615542j -0.00407946+0.000208225j -0.00232425+0.00181825j 0.00472032+0.00731705j 1.878e-05-0.00568552j -0.000243878-0.00174566j -0.00593056+0.00314895j 0.000440346-0.000304475j 0.00135468+0.000213564j 0.00384263+0.000578693j -0.00194618-0.00216735j -0.00576772+0.000715142j -0.00191877+0.00292564j 0.00148796-0.000850139j -0.00182353-0.00131841j 0.00140047-0.0114125j -0.00121147-0.0115322j 0.00127405+8.34186e-06j -0.00063316-0.000965122j 2.78198e-05+0.0108874j -0.00119147+0.00420358j -0.00292635-0.0190798j -0.0114893+0.00954991j 0.00283058-0.00304227j -0.0128845-0.0104476j 8.11451e-06-0.00170818j 0.00112289+0.00932057j 0.00216652-0.00831929j 0.0216399-0.00161375j -0.00164984+0.00345047j 0.0177995-0.00261571j 0.0192426-0.00775169j -0.0172052-0.012219j 0.0243348-0.0118045j 
0.00505888-0.0059058j -0.00498598-0.0101859j 0.00430997+0.0079056j -0.00206625+0.00613483j 0.00270077-0.00242252j 0.00170001+0.00430077j -0.00359383+0.0108128j -0.00145747+0.00232585j -0.0020361-0.00553873j 0.001854-0.0033623j -0.00600337+0.0093735j -0.00461485+0.00116638j 0.00266553+0.00353077j -0.00455989+0.00372838j 0.00136219-0.00312647j -0.00187895-0.00210074j 0.000619311-0.000701268j -0.00245661-0.0107044j -0.00283723-0.00634401j 0.00125839+0.00695242j 0.0109647+0.00952303j -0.00114648-0.00278618j 0.0143044-0.0187484j 0.0142973+0.00715909j -0.00059943+0.00382116j 0.0102664+0.0138811j 0.00978188-0.00187475j -0.0349583+0.00787223j -0.010524-0.0293327j -0.0126713-0.0035196j -0.0381144-0.0570769j -0.00284179-0.0389785j 0.0128831+0.0117494j -0.00669108-0.0169566j -0.00127556+0.00274069j -0.00252276-0.00410576j -0.000116582-0.00665382j 0.0041282+0.00558459j -0.00183675-0.00180348j -0.00033832-0.000761487j -0.000845536-0.00402182j 0.00232393+0.00136663j -0.00161481+0.00123356j -0.00385339+0.000973482j 0.00148787-0.00171349j -0.00289598-0.00183218j -0.00187928-0.00265325j 0.00146943-0.000882383j 0.00104626+0.00171891j -9.51809e-05-0.00117153j 0.000253506-0.000203542j 0.0079077+0.00520502j 0.00179907+0.00104355j -0.00191341+0.0104185j 0.00353077+0.00180487j -0.00957901+0.00194848j -0.00221249-0.00113643j 0.00472563+0.00321804j 0.00163919-0.00168115j 0.00023171+0.0176006j 0.00476939+0.000899602j 0.000188834-0.00271885j 0.00430762+0.00970863j -0.00915909+0.00143611j -0.0107289-0.00353734j 0.0218611+0.00551274j 0.00246291+0.00974545j -0.00850498+0.0166255j 0.0313323+0.00656223j -0.0161913-0.00648304j -0.0244785+0.00904854j -0.0093127-0.0146409j 
-0.0031627-0.000422638j -0.00123776-0.00249704j -0.00356408+0.00579139j 0.000249613+0.00644543j -0.0041373+0.00594267j -0.00295579+0.00113759j -0.00216339+0.00542642j 0.00352762-0.000360013j 0.0023332-0.00376601j 0.00473923-0.00574692j 0.00152848-0.00221671j 0.00191711+0.00568524j -0.00330258-6.90636e-05j 0.00308138-0.000842099j -0.00863232-0.00244692j -0.00334719-0.000791633j -0.000719147+0.00102094j -0.00725032-0.00509152j 0.0192638-0.00578804j -0.0122337-0.00151023j 0.0047795+0.00402514j -0.00560352-0.000393966j -0.00214266-0.00714216j -0.00111134-0.0176889j -0.0304019-0.00879929j 0.0218126+0.0246429j 0.00800459-0.00850618j -0.0301974+0.0102885j 0.00847674-0.00232869j -0.00276137+0.00778688j -0.00953618+0.00187821j -0.0164193-0.00395206j -0.00379472-0.0039231j -0.00533592-0.00489848j 0.00109952-0.00343306j 0.000705331-0.000603426j -0.00158719-0.0024185j 0.000788865-0.00336441j -0.000945953-0.000208257j -0.00104721-0.000429941j -0.00370431-0.00271446j -0.00191321-0.00282359j 0.00498472+0.00152411j 0.00225133+0.00231865j 0.000609979+0.000833397j -0.00193404+0.00205513j -0.0039542+0.00191745j 0.00235759-0.00243366j -0.00190525+0.00411374j 0.00489375-0.00198915j 0.00219704-0.00323821j 0.00347273-0.0034465j 0.001837+0.00196084j 0.000108354+0.0127867j 0.00234058+0.0059538j 0.00487269+0.00361774j -0.00642352+0.00370259j -0.012691-0.00549624j 0.0117801-0.0069535j 0.0153537+0.0136745j 0.00205921-0.0150598j -0.0105319+0.00834938j 0.0121901+0.00480052j -0.00521591+0.00356389j -0.00584662-0.00334001j 0.00631196-0.00838207j 0.00282347+0.00353559j -0.00815725-0.0169384j 0.00777961-0.00366654j -0.000689478+0.00389702j -0.000270389-0.00239316j -0.00160318+0.00160255j 
-0.0058756+0.00391386j 0.00507918-7.45834e-06j -0.00838357-0.000193987j -0.00176507+0.00214214j -0.00683336+0.00751504j -0.00959398+0.0023366j -0.00481808-0.00814893j 0.0058269-0.000621493j 0.00611257-0.00325502j 0.00577413+0.00214647j 0.00159338-0.0112459j 0.00469379+0.00442003j -0.00376912-0.00528257j 0.00505992-0.00698321j -0.00975476-0.00357099j -0.00132096+0.000684865j -0.00192148+0.00620399j -0.00436925+0.000448966j 0.0296364-0.010348j -0.0162534-0.00433305j -0.00171867+0.00031121j -0.00951956+0.00446653j -0.0113297+0.0104634j -0.0147815-0.00474622j -0.0435354-0.0120409j 0.0137923+0.030888j 0.0261065+0.00221801j 0.00464472-0.0166475j -0.00512107+0.00611818j 0.0217735+0.00750494j 0.00797112-0.00112464j 0.00952856+0.0331257j -0.00503402-0.000685528j 0.00517291+0.00418367j 0.00547904-0.00808247j 0.00579993-0.00276539j 0.00435368+0.00874121j 0.00228075-0.000471204j -0.00218913+0.00369942j -0.00499648-0.00107993j -0.00075906+0.00472014j -0.00137877+0.00159411j 0.00497129+0.000212692j 0.00381153+0.00241383j 0.00171409+0.00295711j -0.00262654-0.00192985j -0.00216623+0.0064785j 0.000270622-0.00118243j -0.000724982+0.005604j 0.00552438-0.00547113j 0.00489308-0.00296254j 0.00418554-0.0058667j -0.00144972-0.00258339j 0.00118699+0.00897533j -0.00147525+0.0053383j 0.005888-0.0114376j -0.0123933-0.00775278j -0.00954361-0.00195348j 0.010405-0.0113667j 0.018519+0.00989033j 0.00463291-0.0167738j -0.0203305+0.00345094j 0.0183351+0.0104434j -0.00356319+0.0101092j -0.019555+0.00309214j 0.0058305+0.01134j 0.0165172-0.0125829j -0.00603648+0.00805429j -0.00587328+0.017147j 0.0161471-0.00196123j 0.00294939-0.00535523j 0.0167106-0.00252238j 
-0.00459271+0.00777233j 0.00112377+0.0026933j -0.00215218+0.00808451j 0.000604518+0.00587882j -0.00551596+0.0104796j 0.00123381-0.00525108j 0.00540357-0.000181719j 0.00342294-0.00676768j 0.00538305-0.00448241j -0.00968726-0.00458615j 0.00624155-0.0105087j 0.0103009-0.00261435j -0.0127489+0.00787407j 0.0175891-0.00717083j -0.000166491+0.00569259j 0.00281903-0.00111178j -0.00687121-0.00059148j -0.00223529-0.0197205j -0.0143417-0.00390564j -0.0176103-0.00596064j -0.0262643+0.0142449j -0.0026489+0.00525444j -0.0176407+0.0408764j 0.00251537-0.0121908j 0.0348032-0.00373277j -0.0213286+0.0115986j -0.0262784+0.0238911j 0.0121814-0.0244688j 0.00599732+0.00414619j 0.00569281-0.0360139j 0.0149867+0.0129308j -0.0111647+0.0105614j -0.00670925+0.00103896j 0.00289172-0.00289827j 0.00146106-0.00706289j -0.00122035-8.74025e-05j -0.0039125+0.0035554j 0.00233512-0.00425497j 0.000687726+0.000493633j 0.00189513-0.00120542j -0.00393751+0.000364276j -0.00808132+0.00425614j 0.00574156-0.0046808j 0.00583573-0.00195922j -0.00858537+0.00198831j 0.00490782-0.00213837j 0.000650694+0.00165701j -0.00664971-0.00155353j 0.00484972+0.00221407j -0.00519081-0.00420211j -0.000221328+0.000719355j -0.00759084+0.00777157j -0.00297479+0.00283233j 0.0159996+0.00376447j 0.00286855+0.00153256j -0.00569777+0.00441114j 0.00144865+0.00796213j -0.0113768+0.00458118j -0.000292295-0.0117006j 0.00725491-0.000440909j -0.00867949-0.000762204j 0.0148848+0.00341709j 0.00704434+0.00307298j 0.0135731-0.00187622j -0.00165947+0.0044137j -0.0111117+0.00364493j -0.0109574+0.00612331j 0.00387815-0.00175164j -0.00616688+0.00344495j -0.00618483+0.0198754j 0.00731211-0.00197512j -0.00592081-0.000376656j 
-0.010106-0.00714137j -0.00660734+0.00930363j -0.00642585-0.00385531j -0.00395036-0.000481398j -0.0144996-0.00290928j 0.00295584-0.0100695j 0.00545892-0.00405281j 0.00704804+0.0013088j 0.00266432+0.00962997j 0.00594753+0.00295817j 0.0146369-0.000432428j 0.00340449+0.00209886j -0.00878157-0.00495858j 0.0160114+0.000574807j -0.0156574+0.00768308j -0.00228437-0.00463755j -4.75754e-05-0.000656273j -0.00169933+0.00883893j 0.0171713+0.0119j -0.00509743-0.00706673j -0.0182381-0.00851905j 0.0095267-0.0191289j -0.0353859-0.0101216j 0.00641228-0.0316201j -0.000751388-0.0173848j -0.0118977+0.00665502j -0.0188189+0.0021798j -0.04436+0.0217123j 0.0314331-0.0275446j 0.000397133-0.000653291j -0.011253+0.0231307j -0.0297822-0.0304257j -0.00560638-0.00830415j -0.00384981-0.00143443j 0.00925964-0.00158666j -0.00515733+0.00678899j -0.00910193+0.000449183j 0.00513311-0.00162726j -0.00115437+0.000700114j 0.00337464-0.000432563j -0.00540489+0.00300928j -0.0064218-0.00175814j 0.00684159+0.00212367j 0.00607404+0.0014033j -0.00628355+1.24552e-05j 0.000573159+0.000259763j -0.00719951+0.00198008j 0.000217594-0.000373247j -0.00193066+0.00234334j 0.000575623-0.000186275j -0.000805301-0.000450765j -0.0022885-0.00108827j -0.000500933-0.00776078j 0.00364457-0.00817002j 0.00466921-0.00913418j -0.000333406-0.0127556j -0.00431237-0.0150898j -0.00322443+0.00045498j -0.00429319+0.005369j 0.00313195-0.0135778j -0.0119258+0.00331709j -0.011572-0.0066051j 0.0218628+0.00425152j 0.0143823+0.00764356j 0.00257692+0.00324789j 0.0108096+0.0125536j -0.00496909+0.00144776j 0.00846584+0.00905013j -0.0072309-0.015183j -0.0154034-0.00997771j 0.00226664+0.00546783j -0.0119057+0.00761145j 
-0.00940319+0.00458687j 0.00291863+0.00123171j -0.0159205+0.0040991j -0.00335686-0.00368165j -0.00684323-0.00331082j -0.00689322-0.00378851j -0.0133482-0.00304477j -0.00728394+0.00892453j 0.00617152+0.0036753j 0.0173799-0.00223102j 7.5603e-05-0.000434977j -0.0107468+0.00251622j -0.00151537-0.00214413j -0.00600875+0.00250284j 0.0082823-0.00219813j -0.0124474+0.00527645j 0.000645295-0.00260724j 0.00921832+0.00451976j 0.0119641+0.00166719j 0.0109365+0.00171905j 0.0188148+0.00767888j 0.00981881-0.0127014j -0.000339567+0.014717j 0.0251842+0.00640164j -0.0175282-0.00123705j 0.0150202-0.0448663j -0.0210338+0.0291873j 0.00837934-0.0146542j 0.0155904+0.00144034j 0.0220861-0.0199975j 0.00680376+0.0183707j -0.0185721+0.00828733j -0.0153426+0.00388327j 0.00427848-0.000696494j 0.00680234-0.00244737j 0.0049264+0.00442864j 0.00504092+0.00224707j -0.00628593+0.00160308j -0.00101229-0.00207704j -0.00527542+0.00211677j 0.00152653+0.00218016j 0.00338747-0.00140505j -0.000383942+0.00246391j 0.000287651+0.00429021j 0.0017465+0.00198604j -0.00090831+0.0018699j -0.000983488-0.00285607j 0.00654041-0.00278935j -0.0042242+0.000603883j 0.00483766+0.00754687j -0.000456511-0.000167029j -0.00132298-0.00202992j -0.000978566-0.0122016j -0.0178651-0.0064088j -0.00972164-0.0089749j -0.0033045-0.00896749j 0.00819159-0.0213503j 0.00893658-0.00906325j 0.00926505+0.0144888j -0.0215405-0.00733966j 0.0135894+0.00556217j -0.0028045-0.00529278j -0.0193468-0.00212807j -0.00496459+0.00249378j 0.000613283-0.00348722j -0.0063003+0.00396308j 0.00715586-0.00920243j -0.00544119-8.31057e-05j -0.0101911+0.00224672j -0.00339968+0.01374j 0.00891145-0.003662j 0.00113293-0.00142622j 
-0.0118218+0.0040631j 0.00904973-0.00588122j -0.0273488+0.0144425j -0.0118343+0.00968386j -0.0155723+0.00913103j -0.00731402+0.00131679j -0.0224196+0.00927579j -0.00160069+0.00347328j 0.0155471-0.0121616j 0.025369-0.014614j -0.00447932-0.00482968j -0.0122227+0.00559876j -0.0178204+0.0160464j 0.00228305-0.000336166j 0.00205527-0.00760845j -0.0209461+0.000388633j 0.00261785-0.00361363j 0.03231-0.0309995j 0.00919989-0.0173495j -0.00356418+0.0168676j -0.00480043+0.0375573j -0.0110205+0.0128914j 0.00619334-0.00435458j 0.0233223+0.010812j -0.0034593-0.0102655j 0.00118809-0.00944089j -0.0124805+0.00684261j -0.0195572+0.0125903j 0.00694742+0.0121593j 0.0102102-0.0144812j 0.00413819+0.000705743j -0.0164775+0.0106015j -0.0154726+0.00826101j 0.0133383-0.0143923j 0.0131125-0.0106829j 0.00190621-0.0034679j 0.00115078-0.00670268j -0.00148194+0.000487549j -0.00232288+0.00477761j -0.000228424+0.00998293j 0.00142782-0.00284312j 0.00340003-0.00276417j 0.00143022-0.00209805j 0.000543817-0.00415126j -0.00126481+0.00738544j -0.00126778-0.0031461j -0.00816305-0.00650476j 0.00262857+0.00292839j -0.0058366-0.00185439j -0.000214432-0.000411277j -0.00050588+0.00963676j -0.0050964-0.0107263j 0.0138277+0.0208873j -0.00644776+0.00967113j -0.00271912+0.0150265j 0.00587905+0.00945693j 0.00681777+0.0212345j 0.00897837+0.00332668j 0.010239-0.00558573j -0.00949064+0.0290868j 0.00199186-0.0142909j 0.00715677-0.0102289j -0.017607+0.0116758j 0.00775062-0.00629914j 0.00144589+0.00296476j 0.00157714-0.000903137j 0.00129937+0.00431532j 0.00225875+0.00175928j -0.00869847-0.00202899j 0.00568181-0.00471202j 0.000375647+0.00423797j -0.00275231+0.00233069j 
