0.061153+0.114662j 0.0594232-0.070627j 0.0657317+0.0264654j -0.0138885+0.0150739j -0.0115271-0.0604058j -0.008399+0.000259571j -0.0324645-0.00915311j 0.00936761+0.0471322j -0.0298782+0.0213677j 0.0471055-0.0617866j 0.0211956+0.0146315j 0.0202877-0.00417018j 0.0243315+0.0373045j -0.00367767+0.0162534j -0.0442265+0.0809527j 0.0971027-0.0720274j 0.0802624-0.181494j 0.0733623-0.00322934j -0.131326+0.150294j -0.0612205-0.000681411j -0.0565121+0.0345075j 0.0240179-0.00879567j 0.0183387+0.0322138j -0.0163415+0.0281246j -0.00884327+0.0178505j 0.0643785-0.0600759j 0.00393631-0.0246221j -0.0465173+0.0221904j 0.122728-0.104593j -0.0387949+0.072221j -0.0746903+0.0718759j -0.115967+0.0789684j 0.0699756-0.110481j -0.191656+0.0696047j 0.107309+0.0644236j -0.0312325+0.154539j 0.0210866-0.0406722j -0.0246614-0.0269785j 0.0823065-0.0652674j -0.0306542+0.00389402j -0.03339+0.0958399j -0.0283248-0.0029184j -0.0347932-0.00746255j -0.0129358-0.00768091j -0.00223827-0.0135894j 0.0168948-0.0530895j -0.0339794+0.029989j 0.00161908+0.00138421j 0.0219864-0.0278792j -0.0336747+0.0154425j -0.046593-0.00383237j 0.0139056-0.0247099j 0.00129509-0.0303749j 0.00473767+0.0126042j -0.00935796-0.0092802j 0.061259-0.00854539j 0.0257497-0.0357377j 0.0229415-0.0292127j 0.0570759-0.0263993j 0.0166485-0.0059028j 0.0453292-0.0521716j -0.0284775+0.0376781j 0.00739837+0.023799j -0.0248615+0.0299161j 0.0318895-0.01321j 0.0218307-0.0125492j -0.00206619-0.00808648j 0.00296242+0.0130371j 0.0118341-0.00882023j 0.00549797-0.00367533j -0.00286252-0.00432435j 0.00546642+0.00145941j -0.00132983-0.000444059j -0.00745654+0.020364j -0.0253993+0.000935813j 0.0108743-0.0193313j 0.0127065-0.00620155j 0.013164+0.00191626j 0.000607849-0.00722142j -0.00760941+0.00627142j -0.00891268+0.0166153j 0.00429326+0.00732993j 0.0188588+0.00476181j -0.0213656-0.00730524j 0.00732657+0.00492024j 0.0146632-0.0267056j 0.0285134+0.00452487j -0.0744492+0.110513j -0.0299306+0.0702226j -0.000759968+0.0137014j -0.0256133-0.00941685j 0.0508152-0.0105544j 0.0541867+0.0145278j -0.098279+0.0784715j -0.00302155-0.0566448j 
-0.00933161+0.0225722j -0.095634-0.0546149j -0.0530714-0.0638173j 0.0765978+0.103873j -0.0320778+0.0015864j -0.108904+0.0985923j -0.0825553+0.107579j 0.00467274+0.0466558j -0.0755048-0.0159458j -0.0361971-0.10861j 0.00736267-0.015992j -0.00684953-0.134729j 0.0328776+0.0509464j 0.0981707+0.167879j 0.075858+0.018013j 0.0621689-0.0563907j 0.052714+0.277236j 0.0302211-0.0527852j -0.0934488+0.121618j 0.0947623+0.0710245j -0.0914286+0.0668009j 0.0699829-0.0378939j -0.0171395-0.0579251j -0.022084+0.078328j -0.0880914+0.0339592j -0.0350495-0.116676j -0.0306387-0.041004j -0.0993707+0.0903086j -0.179878-0.0401154j -0.000616322-0.129308j -0.0660237+0.0784117j 0.00929799-0.011354j 0.00531363-0.056088j -0.0958921+0.0806242j 0.0882291-0.029228j -0.0316006-0.0281193j 0.0029807+0.00756633j -0.0115764+0.00884833j 0.0251283+0.0252962j -0.0177583+0.0206846j 0.00378861-0.0578656j -0.00727609+0.00715026j -0.00967722+0.00318346j -0.00955484+0.00357255j 0.0263456+0.0172626j -0.0468867+0.0475955j -0.0255637+0.0269726j 0.0299732-0.0806531j 0.0362797+0.0927664j 0.034875-0.00711085j 0.0157949+0.00477012j 0.00155048+0.0437733j -0.0329445+0.0211164j 0.0225546-0.00644654j -0.0227186+0.032373j 0.0336238-0.0286022j 0.0136818-0.00377844j 0.0168677+0.0189723j -0.0149398-0.0234208j -0.00196083-0.0131007j 0.0368041+0.0179656j -0.0285283-0.00854385j 0.0241313+0.0106472j -0.0281974+0.00384561j -0.00651289+0.00875366j 0.0124187+0.00628574j -0.00363197+0.00784179j 0.0111022+0.00417987j 0.0300219+0.0155276j 0.0298083-0.0072541j 0.0231105+0.00655435j -0.0221212+0.0100153j 0.0126504-0.00423646j 0.00344968-0.00313699j 0.0180593+0.00133179j -0.00433488+0.00864884j 0.0213504-0.00941685j 0.0065115+0.00411014j 0.0348448+0.000597807j -0.0143609-0.00109899j -0.00753746+0.00326229j -0.00330045-0.0204535j -0.00917231-0.0033872j -0.0212148+0.0214794j 0.0184197+0.0163433j 0.00651866-0.00308282j 0.0109859-0.0163801j -0.0132098-0.00843746j -0.00560028-0.00163984j -0.00312857-0.00709928j -0.000802152+0.0175268j 0.00093695-0.0101086j 0.00472608-0.0254826j -0.0216813-0.00601713j -0.00347463+0.0227866j 
-0.0305494+0.00249855j 0.0405833+0.0632314j 0.0042097+0.0426913j -0.0156492-0.0336973j -0.0607024+0.0361483j -0.0702067-0.000406706j 0.0661289+0.0324312j -0.112948+0.0157142j -0.168256+0.0936824j 0.064387+0.0100478j -0.00834149-0.0531883j 0.0871539+0.0546738j 0.0263792-0.0241049j -0.0235515+0.00645909j -0.15422-0.00489217j -0.296239-0.0162654j -0.238601+0.0294625j 0.129805-0.0257561j 0.0983287-0.0484771j 0.140552+0.0855038j 0.00741277+0.0808599j -0.00614441-0.042372j 0.021935+0.0634959j -0.045503+0.00189678j -0.013353+0.0574613j 0.0409979-0.019226j -0.0244679+0.112455j 0.174518+0.0299335j 0.0857493-0.0238333j -0.0463668+0.0217478j 0.0213319-0.0827716j -0.0726533+0.0584109j -0.0992652+0.00495697j 0.0163773+0.0158772j 0.0110837-0.0705973j 0.0502223+0.0264133j 0.00428977+0.00469152j 0.010146+0.0222699j -0.00353421+0.000159844j 0.00604142+0.0332965j -0.0241919+0.0101969j -0.00711634-0.0150109j 0.00203311+0.00726632j -0.0168712+0.00373674j -0.00168836+0.00718542j 0.0235032+0.000204552j 0.00515294-0.00837766j -0.0191878-0.00115372j 0.0485246+0.00402513j -0.00479348+0.00725783j 0.00591381+0.0111778j 0.00750584+0.0168658j 0.00698265-0.00425361j -0.00381246-0.0252768j 0.0314675+0.0233133j 0.00388743-3.28517e-05j -0.00863563-0.00229576j -0.00952611+0.00362581j -0.0139652+0.00186329j -0.00107663+0.00356991j 0.0196978+0.0136811j -0.0219976-0.0339746j 0.0235576-0.000405944j -0.00196808+0.00808263j 0.0225132+0.0144419j 0.0138987-0.00852929j -0.0102071+0.0201718j -0.00289462-0.017141j 2.64098e-05-0.00250196j -0.00913225-0.0080972j 0.00118344-0.00283681j -0.00579278-0.00537486j 0.00150921+0.0094897j -0.00630518+0.00378608j -0.000475137+0.0116347j -0.0188663-0.00303076j 0.00528327+0.00276255j -0.0100676-0.0165591j 0.00210296-0.00300419j -0.000704756-0.00827981j -0.0173923-0.00936884j 0.00347653+0.00505768j 0.0146774-0.00594812j 0.00761201+0.00657878j -0.00349957-0.00494031j 0.0206497-0.00466916j 0.0146182+0.0126956j 0.00790976+0.000263578j -0.00524263-0.0348186j -0.00108109+0.000874577j 0.00197756-0.00843424j -0.00299887+0.00229335j 0.0054408+0.00836207j 0.00573384+0.0158839j 0.0198609+0.00781101j 
-0.014265-0.0286385j 0.0583185-0.0979488j 0.00445966-0.0707841j -0.0923868-0.00662853j 0.0308025-0.0104276j -0.0268241-0.071279j 0.0234437+0.00735444j 0.106755-0.030831j -0.179861+0.117696j 0.139019+0.0465338j -0.047277-0.0429214j -0.0123314+0.0786022j -0.0327201+0.0195967j 0.0941336-0.0404277j 0.102808-0.0479953j 0.11573-0.0479851j -0.00964946+0.0273597j 0.0836444-0.0964591j 0.0185968-0.052068j -0.0599343+0.110756j -0.0844278-0.0292166j 0.0685675+0.017703j -0.0512045-0.0279462j -0.0502976-0.0138304j -0.0209497+0.111577j -0.0458697-0.0331833j -0.071194-0.0351482j 0.103373-0.160882j 0.0278856+0.00738632j -0.0311584-0.130866j 0.0281326-0.117023j -0.0299416-0.039333j -0.018426-0.0384476j -0.00534018+0.0320584j -0.075598-0.031589j -0.0437079+0.0692686j 0.0296799-0.00972895j 0.00358756+0.00533285j -0.0521755-0.0751027j -0.013123-0.0021289j -0.0636431+0.0342185j 0.0303608+0.0280169j 0.0134706+0.0180793j -0.00546397+0.00903227j 0.0120168+0.022281j 0.0203981-0.026175j -0.0276568-0.0155456j 0.0458389-0.00835314j -0.0182416+0.0197255j 0.0135792+0.0680306j 0.0412686+0.0850591j -0.00245499+0.0160488j 0.00491995-0.0114596j 0.0141198+0.0173964j 0.000398551-0.00713883j -0.0161235+0.0300034j -0.00516588-0.00251337j 0.0100079-0.0156297j -0.0127138-0.0309938j 0.00182037-0.00554256j 0.0323956+0.00109224j -0.0249027-0.0180044j 0.0192089+0.0097409j -0.0243033-0.0195797j 0.017466-0.0118705j -0.00557669-0.000952728j -0.00184325-0.00886851j 0.00240106-0.0186981j -0.0027308-0.0137669j 0.00317474-0.00506912j 0.0131493-0.0103159j -0.00964038+0.00378339j 0.00884164+0.00999836j -0.00494219-0.0110742j 0.0244719+0.0138302j 0.0148386+0.00285824j 0.00395659+0.00501268j 0.00146227-0.00330439j 0.0121067+0.0212892j -0.0176266-0.00663335j 0.0136761-0.0189491j 0.0358573+0.0154608j 0.00390817+0.00327111j -0.0189914+0.00902622j -0.0117014-0.0131785j 0.00474298+0.0111699j 0.00108858+0.00930786j -0.0301303+0.0183644j 0.0012621-0.0297002j -0.00602353+0.00924888j 0.0235497-0.00306494j -0.0162423-0.0134082j -0.0115555-0.00200424j -0.00149368+0.0307632j 0.044249+0.00173923j 
-0.00841688+0.0119208j -0.0481232-0.0497219j -0.059429-0.0374693j -0.0114489-0.0271011j -0.0213089+0.0838664j 0.000693187+0.064543j -0.0200995+0.0386529j -0.0158571+0.161166j -0.0866372-0.173924j -0.00957435-0.0327941j -0.0779958+0.153385j 0.0529627-0.0174103j -0.0422422+0.0704716j 0.0829788+0.167318j -0.120376+0.0999308j 0.0105407-0.000451896j 0.0369859+0.0187647j 0.0226611-0.0255405j -0.0437807+0.0365407j -0.0387298-0.0928019j -0.00483598+0.0389888j -0.0358507-0.025501j 0.078267+0.0263759j 0.0523264-0.0487747j -0.058508-0.00894661j 0.0597449+0.0438717j -0.00583548+0.0242996j 0.0031993+0.0769957j -0.0381057-0.0626072j 0.111102+0.138076j 0.04129+0.0108491j 0.0342206+0.0803435j 0.0305231+0.0226995j 0.0355796-0.0893968j -0.0422961-0.0513339j -0.0189662+0.086338j -0.00472942+0.00266914j 0.0068423-0.0192772j -0.0374918-0.0878185j 0.00814843+0.020011j -0.00826069-0.0128896j 0.00708211-0.000779193j -0.00320146+0.00514214j 0.00457772+0.00529188j -0.0148984-0.0242179j 0.00333522+0.028144j 0.0074575+0.0149274j 0.00459829+0.0107244j -0.0195123-0.0405029j -0.0209674-0.0334721j -0.0306464-0.0346268j 0.00351148-0.00341662j 0.00960605+0.00432851j -0.00433681-0.00929213j -0.00595681+0.030182j -0.00932732-0.00314548j 0.00900981-0.015711j -0.00290099+0.0063954j -0.0371648-0.0152878j -0.0244425-0.00624524j 0.000679764+0.015864j 0.00098266-0.00472294j -0.000789169+0.00543408j -0.0072636+0.0220942j 0.0140881-0.0012525j 0.00356068-0.0127602j 0.000769375-0.00512803j 0.000620361+0.00595492j -0.00992738+0.0089992j -0.0166551+0.00661811j -0.0207959-0.00759959j 0.0105028-0.00211317j -0.00573068-0.0102689j -0.00399832+0.0148842j -0.0206104-0.0123785j 0.0089627-0.00434764j -0.00614789+0.00629028j 0.000968489-0.00131395j -0.0283666+0.0126835j -0.0136264-0.0158004j 0.0276132+0.000206253j 0.00931053-0.00139847j -0.0104524+0.0192845j -0.000720011+0.00782448j -0.0305079-0.00193671j 0.00892176+0.00509556j 0.00874421+0.0444267j 0.0108331+0.0118653j -0.00307537+0.00620574j -0.00160309+0.0212336j -0.000856185-0.0221739j -0.00776293-0.017888j -0.00505528-0.000562707j 0.0024372+0.0317855j 0.0275983-0.00681707j 
-0.0326849-0.0692609j -0.0118756-0.0307793j -0.0537123+0.0213063j 0.0644024+0.112493j -0.0145707-0.0363721j -0.00676522+0.0158522j -0.0314975-0.00282884j -0.0159176-0.00887429j 0.0362253-0.0405259j 0.0447833-0.147376j -0.0275905+0.158139j 0.0748248-0.123618j -0.0564704-0.00613348j -0.0552167+0.207442j 0.0503136+0.00239992j -0.014295-0.0928432j -0.0453107-0.131207j -0.0749929-0.00202317j 0.0985441-0.13663j -0.120488+0.0393792j 0.0144698+0.0871155j -0.0374235+0.0398575j -0.0711067+0.0183912j -0.019375+0.0313169j 0.0668274-0.0282941j 0.00850457-0.0777477j 0.0104968-0.0263414j 0.0644378+0.251199j 0.0701347+0.0695896j -0.0636097-0.0408254j 0.0198915-0.0557966j 0.07189-0.130462j 0.00659578+0.00268376j -0.0242054+0.0310461j -0.0686387+0.0153611j 0.00678376-0.0237762j -0.00252463+4.41586e-05j 0.00983262+0.0123324j -0.0350328-0.00855128j 0.0137217-0.00797078j -0.0388373+0.0514947j 0.0116599-0.00101257j 0.0253592+0.00892219j 0.00624153-0.0153228j -0.0143575+0.0453751j 0.0340563-0.080114j 0.0373453-0.0794587j -0.0207594+0.0609985j 0.0171447-0.00120086j -0.0080257+0.0636532j 0.00649116+0.0794913j 0.00276879+0.00596162j 0.00795761-0.00529825j -0.015191+0.0184058j 0.0232942-0.031767j -0.0365168+0.0400678j 0.00181706-0.0133445j 0.0204034-0.00516017j 0.00229893-0.0169013j 0.000674297-0.00820081j 0.0135456-0.0270394j 0.0133917+0.00558242j -0.0125814+0.00864062j 0.00365662-0.00758045j -0.00869214-0.00352308j -0.000250207+0.00467122j -0.00760439+0.00359509j 0.00500645+0.00684498j 0.000484161+0.0106923j -0.0134256+0.000890676j 0.0133899-0.0309008j -0.0105464+0.00107626j 0.0194467-0.00171625j 0.00885596-0.0134335j 0.0191177+0.0144245j 0.00877904+0.00149821j -0.0101547-0.00120646j 0.00698426-0.0116876j -0.00389098+0.00317971j -0.0159857-0.01724j -0.0246594-0.00203791j 0.00112945-0.0104383j 0.000489538+0.00971683j 0.00400502-0.015042j 0.00403412-0.030028j 0.00910471+0.0016639j -0.0205758-0.0101222j -0.00257356+0.0287062j -0.000684271-0.00209654j -0.00657071-0.0018859j 0.0119151+0.00212494j -0.00487184+0.0036102j -0.0141098+0.018662j 0.0222847+0.00207375j 0.006054-0.0181085j 
-0.0387282+0.0250695j 0.0463329-0.113771j -0.00916383+0.0210974j -0.020427+0.012677j -0.0107401+0.0234803j -0.0739572+0.00549452j 0.0474724-0.0664404j -0.0553322-0.0706027j -0.0329672+0.131101j 0.0586348-0.0289494j 0.000710661-0.0592959j 0.0282108+0.123105j 0.0684477+0.0215218j 0.00200076-0.0440927j 0.0290583-0.0854955j -0.0586231+0.000498282j 0.0552945-0.0742362j 0.0245665+0.00942389j 0.0284017+0.122445j -0.0643349+0.0476699j 0.0920199+0.0799975j -0.114-0.135002j 0.0312161+0.0131094j 0.0854552-0.0247343j 0.0292993-0.0215209j 0.0506153+0.160582j 0.00530554-0.0717317j -0.124078+0.0685409j -0.160409-0.117578j 0.1174+0.000388761j 0.103683+0.0179517j 0.109187-0.149925j -0.0306691-0.0272287j 0.164266+0.0158464j -0.101314+0.0964978j 0.0329091+0.0579799j 0.00613692-0.0332983j 0.0300332-0.0332767j -0.0197128-0.0373386j 0.0191956+0.00824176j 0.00109949-0.0200649j 0.0376663+0.0315526j 0.00876577+0.0139998j -0.00424146+0.00300934j 0.00201985+0.00694279j -0.0293496-0.00436438j 0.013913+0.0375943j -0.00965931-0.0317658j -0.0117406+0.00968479j 0.0151865+0.00324396j 0.0263916+0.00501425j -0.00468753+0.000435253j 0.00366034-0.0032169j 0.00214108-0.0141334j -0.0141348+0.0135704j -0.0379192+0.00243372j -0.0181027-0.0154962j -0.0368613-0.00571287j -0.0564429-0.00630381j -0.0388269-0.0162147j -0.0259903+0.00159036j 0.0256193-0.0153011j -0.0210152+0.0289193j 0.0130259-0.00661778j 0.0307981+0.0173234j -0.007231-0.00411262j -0.00854112+0.00522505j 0.0316179+0.000521088j -0.000936339+0.00339027j 0.00272693+0.00491894j -0.00478439+0.0219872j 0.019861-0.00893335j 0.02865-0.00191762j -0.0283521+0.0164725j 0.0178069+0.00323092j -0.00604979-0.00443368j 0.00434431+0.00361607j -0.00854797-0.0112244j -0.00699172-0.0147083j -0.00277583-0.00892515j -0.00740483+0.00787562j 0.00537399+0.0120689j -0.0192072+0.00864578j -0.00330935-0.0088162j -0.0286279-0.0258356j 0.000164199+0.0167095j -0.0078049+0.0299131j 0.000684154+0.00083681j 0.00511827-0.028416j -0.00265867+0.00925496j 0.00719586-0.018727j 0.00583628-0.0107861j -0.00651449+0.021245j 0.01489+0.0239999j 0.0155493+0.00297396j 
0.00383473+0.0176348j 0.0465492+0.0382653j -0.0523403+0.0380651j 0.0485552-0.0838367j 0.0756026-0.0902306j 0.0147417+0.0599338j 0.116616-0.0113564j 0.0881351-0.0247333j 0.0417488+0.0689645j -0.107238-0.000855881j 0.0257-0.119197j 0.0359714-0.117688j -0.106609+0.0356805j 0.0657872+0.0905092j -0.0159582+0.0186j -0.252495-0.0994028j 0.0612647+0.0867523j -0.0713105+0.0801796j -0.0270358-0.0631215j 0.0852624+0.024364j 0.0832626+0.0749876j -0.0838868+0.043505j -0.0144167-0.0760412j 0.0854766+0.110699j 0.117572+0.00436636j 0.124846+0.0244006j 0.0734389-0.0862059j -0.0219807-0.10413j 0.130762-0.0351908j 0.0597017-0.118081j -0.0513273+0.0143296j 0.0684206-0.129724j 0.0598029+0.00920529j 0.0449413+0.0618881j -0.01163-0.0136403j 0.0468622+0.000720316j 0.0163699-0.00686122j 0.00227737-0.000469866j 0.0384248+0.00385685j -0.00737202-0.0142479j 0.0198423-0.013635j 0.0401321-0.00540962j 0.00460069-0.000628143j 0.00864497-0.0015296j 0.00688646+0.00482057j -0.00505265-0.00487323j 0.00889371-0.0195257j -0.0229841+0.0155957j 0.0025427-0.00990909j -0.00419041+0.0169146j 0.00675297-0.00190202j 0.0221806+0.0189135j 0.0356362+0.0143716j -0.00101363-0.000794454j 0.00342101-0.00460695j 0.00850871-0.00637989j -0.00147872-0.00230382j -0.0160275-0.0296992j 0.00367603-0.0244138j -0.00990146-0.0223925j -0.0170454-0.0429705j 0.0134802-0.00273275j -0.027758-0.00504463j 0.00160105-0.0205355j 0.0168412-0.0019014j 0.00484487-0.0052097j -0.000440948+0.00409911j -0.00130885-0.0102997j -0.00155179+0.00393459j -0.000645304+0.00219766j 0.0101608-0.00176852j 0.00396144+0.000730272j 0.0143437+0.00836688j -0.00280845-0.00239606j 0.0114818+0.00775373j 0.0172622+0.00672528j -0.0108868-0.00248774j 0.00426032-0.00263217j -0.00312829-0.0145401j 0.00153194-0.00192474j -0.0235209-0.0155773j -0.00511497-0.00495219j -0.00586641+0.00192417j -0.00596295+0.0346119j 0.00524525-0.0220102j -0.0034664-0.0172221j 0.0209371-0.00945637j -0.0089069-0.00332255j -0.0196245+0.00154615j -0.00178814-0.00585717j -0.0108741+0.0211992j 0.011506+0.0174613j 0.00716284-0.00423245j -4.66322e-05+0.0171754j 0.0133498+0.00750232j 
-0.00179843+0.0414885j 0.0120548-0.018405j -0.0210739-0.0371011j -0.0503211-0.0548931j -0.0128155-0.0567574j -0.0312612+0.0101242j 0.00441864-0.0114176j -0.101512-0.00471752j -0.107058-0.069858j -0.112147-0.161865j -0.109717-0.0029261j 0.0173194+0.170813j 0.0630301-0.00472886j 0.0721058-0.1413j 0.0103008-0.0808943j -0.00624378-0.103221j -0.116058+0.141119j -0.0113096-0.06129j 0.0457781-0.0291185j -0.0173931+0.0192056j -0.0277319-0.0101921j -0.00999666+0.00651361j -0.0291025+0.0360422j -0.0193209+0.0177803j -0.0149369-0.0663342j 0.0145329+0.0194761j 0.0290412+0.0281701j 0.00116789+0.331698j 0.0100327+0.0503688j 0.0107263+0.040981j -0.00458918-0.0228918j -0.064092+0.0253358j 0.055858-0.0217391j 0.0204201-0.0500354j -0.0168443-0.0204005j -0.0500343+0.0531564j 0.0112418-0.00503187j 0.0068619-0.0198j -0.0241494-0.0503422j -0.00708884+0.0129509j -0.0130507+0.0278567j 0.00158406+0.0151169j -0.0103482+0.00726875j 0.00294961+0.00370214j 0.0109264-0.00426692j 0.0113169+0.0102777j 0.00657245+0.00495696j 0.00678992+0.00705508j -0.0131228-0.00910688j 0.00888729+0.000603186j 0.0131365-0.0142006j -0.0101684-0.00188377j 0.00934273-0.000710633j -0.0212276+0.0080337j -0.00318288-0.00720551j 0.0021781+0.00559889j 0.00782886-0.00142617j 0.00285522-0.0176452j 0.0110457-0.00170411j 0.00233086+0.00115339j -0.00269621+0.0165844j -0.00597364+0.00933729j 0.00499348-0.0169717j -0.015652-0.00608585j -0.00823496-0.00877596j 0.00437147+0.00978756j 0.00980523+0.010468j -0.00172322-0.00355046j -0.0100252+0.00499126j -0.0221495+0.0141696j -0.00648374+0.00378106j -0.00746783+0.0264144j -0.0119117+0.00366777j 0.0128741+0.0125673j -0.00170682+0.000184153j 0.0046155+0.00122648j 0.00850263+0.0325239j -0.00224779-0.00587941j -0.0280083-0.0032017j 0.0231788-0.00133888j 0.0058767-0.00547998j -0.00570922+0.00255433j -0.00849995+0.00780472j -0.001525+0.0100818j -0.00432104+0.00659347j 0.00470629-0.00363564j 0.01049+0.020134j 0.0106025+0.00907965j -0.00537063+0.00489544j -0.000736499+0.0045652j 0.00517088-0.00801702j -0.00686412-0.0033316j -0.00508352+0.00743895j 0.0126073+0.0144437j 0.013173-0.016943j 
-0.0556037+0.0462143j -0.0851265-0.0995414j 0.011491-0.161577j 0.132989+0.0519158j 0.0290004-0.0330729j 0.0439564-0.0887667j -0.200979+0.0608033j -0.00373371+0.0700356j 0.0269431-0.02556j -0.259689-0.0513572j 0.0533682-0.0387946j -0.102257+0.0648786j -0.0544879-0.153326j 0.164079+0.0755753j 0.0418128-0.138767j 0.267597-0.00997915j 0.045259-0.0283724j 0.00427082-0.098981j -0.0937494-0.0387463j -0.119913-0.00493218j -0.0123619-0.018155j -0.0463923+8.67754e-05j 0.0797692+0.00429953j 0.0335418-0.0521131j -0.0206013+0.0354177j 0.0275195+0.0708598j -0.0666473+6.66822e-05j -0.0174682-0.11946j 0.0184011-0.037813j 0.00915573+0.0407858j 0.0295512+0.0192365j 0.0143032+0.032225j -0.0270616+0.026974j 0.0369916-0.0403991j -0.0265125+0.00935339j 0.0122956+0.0187539j -0.00943405+0.00672313j -0.0132783-0.000264993j -0.0196846-0.00575293j 0.0104425-0.0133355j -0.000523393+0.0113513j 0.00161319-0.00924073j 0.00677714-0.0218864j 0.0146016+0.00349119j 0.00937092+0.00159079j 0.00862093-0.01248j 0.00315768+0.00542259j -1.84078e-05+0.0093978j -0.0033489-0.0341208j -0.00473532-0.00030081j -0.00335427-0.0062267j 0.00135927+0.00250957j 0.00810467-0.0188131j -0.0146992+0.00941001j -0.00265449+0.00341616j -0.000132333+0.0055381j -0.00230202-0.00744301j 0.00612863-0.000367384j -0.0179143+0.00623495j -0.00986761+0.00638247j -0.00701144-0.00425061j 0.0111211+0.004966j -0.0135693-0.000670901j 0.0132409+0.00821517j 0.0107375+0.00381903j -0.00609353-0.00872048j 0.00646267-0.0020564j 0.00823425-0.00415418j -0.00716509+0.0018678j -0.00509229+0.00197545j -0.0192898+0.0183777j 0.00541067+0.0135283j -0.00153873-0.0355472j -0.00325377-0.0157201j -0.00812754+0.0240458j 0.00569954-0.00927731j 0.00675176+0.0108169j 0.00806652+0.00329023j -0.00750237-0.00787812j 0.00209019+0.00158207j 0.00542063-0.000605379j 0.00541825+0.00127135j 0.00326208-0.00199931j 0.00445655-0.00763349j -0.0103143-0.00248414j -0.00285919-0.00109592j -0.00458334+0.00213162j -0.00353835+0.0052379j 0.00019263-0.00669367j 0.00901034+0.00292083j 0.0069535-0.00460726j 0.00146557-0.00514552j 0.000314546-0.000809884j -0.00558355+0.00192345j 0.00215468+0.00262956j 
-0.0313411+0.0487023j -0.00476359-0.0897997j 0.0378914-0.144053j 0.0983879-0.0070848j -0.0279423+0.0169144j -0.00936894-0.01815j 0.104679-0.0957897j -0.0778333+0.144941j -0.0470688+0.0904858j -0.0360353+0.110958j -0.0301033-0.0101507j 0.0260016-0.00215495j 0.0519826+0.0770271j 0.131808+0.214454j 0.0924139+0.0466431j -0.0905491-0.0972259j -0.000561664-0.0602974j -0.00976725-0.0297046j 0.0559032+0.0183769j -0.0634445+0.0357144j 0.0392945-0.0426438j 0.0223046+0.00869317j -0.0137841+0.0307621j -0.0277241-0.00407573j 0.0173601+0.0300724j -0.0319633+0.0218504j -0.0344138+0.0389599j 0.0429146-0.0663124j 0.0728638-0.00387677j -0.0207184+0.0174758j 0.00703628+0.00769557j -0.0205573+0.0292759j -0.00219547-0.00928996j -0.0257052-0.0520593j 0.01148-0.0026624j 0.0209934-0.0061163j 0.0161345-0.0105008j 0.0108589-0.0138403j -0.00238187+0.0358778j -0.000806811-0.0321464j 0.00621933+0.0315789j -0.00495041-0.0193795j -0.00752474-0.00129509j -0.00893442-0.0128071j -0.0226993+0.00240401j 0.00706342-0.0335007j -0.00901465-0.0331947j 0.0136688+0.0579679j 0.0022377-0.0601104j 0.00132018+0.018316j 0.000293621+0.0355788j 0.00671227-0.0119715j -0.00751755-0.0151699j -0.00218575+0.00994894j 0.00756044-0.0341688j -0.00094985+0.0075755j 0.0110062-0.00986j 0.00462423+0.0028153j 0.0129916+0.0168643j 0.0104709+0.00412614j -0.00332341-0.0244588j 0.00350248+0.00278938j -0.0037936+0.0131807j 0.0212426+0.0112051j -0.00830275+0.00466682j -0.0108056-0.0186141j -0.00227403-0.017743j 0.00622069-0.00451169j -0.000653209+0.00237809j -0.00160421+0.00703032j -0.017572+0.00441167j 0.0033089+0.0172409j -0.0135985+0.0208278j -0.00213589+0.0141951j -0.0118746-0.011926j -0.0143558-0.00395197j 0.00675966+0.0214168j 0.00272314+0.00804911j 0.000592599+0.011555j -0.0204319+0.00986368j 0.00950113+0.011771j 0.00605479+0.00231287j 0.00389714-0.0178725j 0.0173433-0.0223988j -0.00279443-0.00619494j -0.0213704-0.00463899j -0.0210835-0.015205j -0.00134113+0.00702978j 0.012522+0.010628j -0.00503714-0.00373756j -0.00312372+0.0064591j -0.00826376+0.000505729j -0.0026917-0.00617087j -0.0027629-0.00952076j -0.0163854+0.00419403j 
