-0.0100768-0.0126464j 0.0106464-0.0324446j -0.00886987-0.0495604j 0.00919501-0.0423143j 0.0311598+0.0104647j -0.0425066+0.0303256j 0.00731074-0.00929641j -0.0189504-0.00329432j -0.000341528-0.0084875j -0.00778353-0.0193167j 0.00238014+0.0390214j -0.00561154-0.0182773j -0.000473902-0.00498511j -0.016963-0.00216911j -0.00580113-0.0173492j -0.0143896+0.0196613j -0.0148539-0.00382188j 0.0342578+0.00682318j 0.0156355-0.00120183j 0.0111081-0.0160293j -0.0150329+0.0154352j -0.00716867+0.00583504j 0.0038136+0.00576903j -0.00113051-0.00241492j 9.89863e-05+0.000559337j 0.00292355-0.0012104j 0.00266424+0.00864767j 0.0216387-0.0235984j -0.00120001+0.00727281j 0.0164237-0.0190323j 0.00507207+0.0109374j 0.0120631-0.0124297j -0.0123289+0.00862796j -0.0167049-0.00991038j 0.0100032-0.00405874j -0.0165165+0.00799257j -0.0141307-0.00496098j 0.00813093+0.0223351j 0.0285924+0.00762032j -0.0387612-0.0147124j -0.00893527+0.0220932j -0.0109041-0.0271747j 0.0129641-0.00335421j 0.026436+0.0101898j -0.0399377+0.00810558j 0.028834-0.000274746j -0.00471994+0.0112729j -0.045976-0.0173749j -0.02803+0.0172398j -0.0270567-0.0376569j -0.0308349+0.0281932j 0.03386+0.0214296j 0.0415148-0.0335842j -0.0312323+0.0110805j 0.0158794+0.0422189j 0.00662394-0.027717j 0.0252359-0.0167382j 0.0296539+0.031109j -0.0198098-0.0470107j 0.0043436+0.0161917j 0.0346928+0.0255024j 0.0152592+0.0192978j 0.0413313+0.0267193j 0.0628162-0.0593857j 0.00827246+0.0701795j -0.0432568-0.0225544j -0.0116751-0.0577608j -0.0530899-0.0103387j 0.0157969-0.114654j -0.137932+0.00594566j 0.0262794-0.053482j 0.00739455-0.021396j 
-0.010826-0.0141717j -0.0145846-0.00861549j -0.0252018+0.0358181j -0.0357128-0.0250399j 0.00790492-0.0223327j 0.000261048+0.0234385j 0.0140852+0.00427723j -0.0386665+0.000683283j -0.0181868+0.00613731j 0.000230356-0.00433019j 0.0019515+0.0061882j 0.0126231-0.0100811j 0.00923187+0.0102769j -0.00759143+0.00840324j 0.00536025+0.000886291j -0.0107624+0.00655071j -0.0124781-0.0168051j 0.00928604-0.0135581j -0.00809055+0.00285334j 0.00706324+0.0167378j 0.00227299+0.00367453j 0.00622257-0.0253755j 0.0095881+0.0105495j 0.000480916+0.00620751j -0.000846695-0.00255629j 0.000298062-0.0119293j 0.0063389+0.000376983j 0.023145-0.011978j -0.00164713-0.00683012j 0.00139688+0.0126524j -0.0208978+0.00546133j -0.00597984-0.00550093j -0.00456827-0.00984941j 0.00562399-0.0226741j -0.00525837-0.020413j -0.0277469+0.000683747j -0.02521-0.01984j -0.00685633-0.00590485j 0.0224771+0.0127834j -0.0110032+0.00873361j -0.017528-0.0206183j 0.00973431-0.0197706j 0.0169427+0.0217021j -0.0143627-0.00289511j 0.0189001-0.0306684j 0.00489872-0.0236568j -0.00240458+0.0188331j -0.0113357-0.00310602j -0.0138363+0.00328446j -0.0369029-0.00719346j -0.0153364-0.00493826j 0.0401913+0.0357675j 0.0194899+0.00589431j -0.0251125+0.00936894j 0.0134676+0.0296327j 0.0087871+0.00953279j 0.0104855+0.0321321j 0.00430293+0.0235238j -0.0301956+0.0147627j 0.00198487-0.0147513j -0.00502998-0.00664286j -0.0250913-0.0226796j -0.00721419-0.0102443j 0.00255947+0.016554j 0.0230178+0.00990051j -0.0109992-0.0144103j -0.0101665-0.00621062j 0.00567961+0.032607j -0.0276006-0.0135716j 0.0035502+0.0421485j -0.00782066-0.0108868j 0.00355972-0.00640144j 
0.00158152+0.0131382j 0.00132579-0.00446389j -0.022254-0.0190606j 0.00706363-0.013314j 0.0180359-0.0113203j 0.0114615+0.00495642j -0.00446011+0.000228677j -0.00523336+0.00129084j 0.00715548-0.00542974j -0.0187005-0.00216075j -0.020735-0.00217654j 0.000961713+0.00605457j -0.00317867+0.0204461j -0.0157828-0.0297317j 0.006107+0.014446j -0.00427496+0.00737874j 0.00190108-0.00332859j 0.00774336-0.0341213j -0.00185444-0.00404518j 0.0252298-0.00437546j 0.000807033+0.0163448j -0.00458006+0.013884j 0.0191301+0.0141235j 0.00118625-0.00170615j 0.0100848+0.021573j -0.0167325-0.0148487j 0.0105152+0.0232792j 0.0045732+0.0126475j -0.014852-0.0116048j -0.00104914-0.000506007j -0.00979238-0.00787653j 0.01656-0.0098519j -0.00500239-0.0592599j -0.0113946+0.0137951j -0.00933167-0.0159546j -0.0190971+0.000570995j -0.00152064+0.0053995j -0.0246881+0.0361506j 0.00491997-0.0372341j -0.00593096+0.0320271j -0.0212302+0.00726566j 0.017642+0.000842624j 0.0102943-0.0070388j -0.00976289-0.0113398j -0.00392413+0.0267607j -0.00476508+0.0055784j 0.0107587+0.00136668j -0.0105411-0.0280391j -0.0256536+0.00212383j -0.000197124+0.0455479j -0.00208623+0.019681j 0.00171477-0.0110347j 0.00985995-0.0202124j -0.00119011+0.0178473j 0.0252791+0.0114026j 0.00668403-0.016957j 0.0181133+0.00787809j -0.00639682+0.0130735j -0.00832079-0.016911j 0.0280581+0.00542138j 0.0123589+0.00780981j -0.0212583-0.0112382j 0.0333593-0.0068059j -0.0124787-0.00408767j -0.0269033+0.0298405j -0.0255488+0.00623138j -0.00502925-0.00860254j -0.0126188+0.0112645j 0.00679518-0.0233597j -0.0161826-0.01328j 0.00539389-0.00865792j 0.00815691+0.00994538j 
0.00132959+2.88407e-05j 0.00519865-0.00227283j 0.0014124-0.00190316j 0.00114413-0.00292987j -0.00165129-0.0014435j 0.0117672+0.0043105j 0.00544119-0.00045545j -0.000985227+0.0136323j 0.00928311-0.000622376j -0.00356957-0.00731808j 0.0164094+0.0034709j -0.0573725-0.0130751j -0.016917-0.0238083j 0.00362724+0.00238854j 0.0113212-0.0110381j -0.0071206+0.0233138j 0.0258803+0.00063597j -0.00205334+0.0100576j 0.00261464-0.0264048j 0.0058589+0.00647056j 0.00651917+0.0157105j 0.00513973-0.00873187j 0.00751423-0.0230518j -0.00948857-0.00512184j 0.00248501-0.0213013j -0.0044901+0.00675885j -0.00544227+0.00497101j -0.025519-0.00934018j -0.00629988+0.0168914j -0.017083+0.0168889j -0.0100558+0.0106124j 0.00252252+0.0184251j 0.000577284+0.00483192j 0.000286706+0.000908329j -0.0272473+0.028943j -0.0107397+0.00013148j 0.0224717+0.00567537j 0.0114485+0.00844134j 0.0116847-0.00632737j 0.0135778-0.0158467j 0.0137893+0.0151182j 0.0242299-0.0163239j -0.0413465-0.00715782j -0.0208593-0.00278534j -0.0136173+0.00826721j 0.00261287-0.0110388j 0.00739355+0.00423621j -0.00554952-0.0198607j 0.0146114-0.000108788j 0.00930704-0.017432j -0.00248302-0.0209975j -0.0241928-0.0185721j 0.000733501+0.00587703j 0.0162833+0.00167747j -0.0163329+0.0202188j -0.00175608+0.00275534j 0.0181733-0.00107401j -0.00699247-0.00986939j 0.015119+0.0019086j 0.00119205-0.00520724j -0.00510855-0.00321713j 0.0248363-0.0214787j -0.0140829+0.0120912j -0.00178453-0.0107115j -0.00292156+0.000115242j -0.000276995-0.00316325j -0.0142033+0.00703227j -0.00605869-0.00295762j 0.000171178+0.00692075j -0.00559379-0.00267336j 0.00390946-0.00129717j 0.00198045-0.00474808j 
0.00340211+0.00595405j 0.000174219-0.00442765j -0.0180931-0.0075075j 0.00626158-0.00339999j 0.0223902-0.00257459j 0.0169928+0.0377507j 0.00851761-0.0218471j 0.00608928-0.0121897j 0.0289917+0.00804164j 0.0151348-0.0208187j 4.32718e-06-0.0106111j -0.0161857-0.0112231j -0.00262878-0.00256708j 0.0128158+0.0081452j -0.00873883+0.00467229j -0.0270225-0.000255187j 0.00522272-0.00165713j 0.0046148+0.00906407j 0.0176202-0.00183596j -0.0170615+0.016144j 0.00573889+0.014316j -0.00508131+0.0274091j -0.00835727+0.00532569j -0.0023325-0.00549133j 0.0106101+0.00228979j 0.0204645-0.00485701j -0.0120427+0.00175999j 0.0325689-0.00220552j 0.0207761-0.0124357j -0.00667449+0.00143866j -0.0152408-0.00268621j -0.00545143+0.0139028j -0.0171276-0.0117384j 0.0206611+0.0108414j -0.0168666-0.00829325j -0.0198617-0.0129384j 0.00652369-0.0110589j -0.00349633-0.00412967j -0.0118943-0.02078j -0.012646-0.00916424j -0.00883503-0.0222734j -0.0118342-0.00905198j 0.0161097+0.0320214j -0.00693192+0.0174022j 0.00641068-0.0227677j -0.0142083-0.0139843j -0.0141827+0.010873j 0.00952552+0.00713101j 0.0145908+0.00548747j -0.00779028+0.0155062j 0.00700853+0.0230201j 0.0116441+0.00817398j -0.00525665+0.00713569j -0.0015459-0.00164157j 0.0109482-0.0231639j 0.00460128-0.0176771j 0.000543657-0.00920106j 0.000816247-0.0203463j -0.00905284-0.0185231j -0.00526145-0.00765793j -0.00295547+0.000240979j -0.0126461+0.00739969j 0.0207099+0.00539592j 0.00234876-0.0154621j 0.00970439+0.0158478j -0.0184928+0.0208562j 0.0242386+0.00856276j -0.0151655-0.0224055j -0.000259997-0.00567939j -0.0170278+0.000227822j 0.00150327-0.00761089j 0.000367738+0.0103953j 
-0.000119714-0.000685759j 0.0110545+0.00639643j 0.0429563-0.00340282j 0.00858483+0.0222178j -0.0291862+0.00471389j -0.00332099-0.0409835j -0.0009961+0.00440543j -0.00956723+0.00874759j -0.00480704-0.00188764j 0.0106642-0.00227063j -0.0235311-0.00654324j -0.00184842-0.0112503j 0.00677976+0.0047586j 0.012874-0.0141729j 0.00885215-0.00994274j 0.00842109+0.000224116j -0.00271436+0.0180132j -0.0137651-0.00574422j 0.000403004-0.0154348j 0.0161507-0.0185591j 0.0135969-0.00438488j 0.00907556+0.0181716j 0.00323307-0.0145789j -0.00327511-0.00323094j 0.0107377+0.000553616j -0.0104012+0.0326655j -0.0069282-0.0144956j -0.0147676+0.00557295j -0.00642127-0.00200946j 0.0161049-0.010887j -0.00487276-0.0185896j -0.00883487-0.0122095j -0.00503592+0.012538j -0.00715164+0.032885j -0.0111827+0.00617784j -0.0138374-0.00170655j -0.00919039+0.00395028j -0.0206795+0.0132749j 0.0140277-0.0344475j 0.00424208-0.00490968j -0.0118588+0.0132254j -0.00227986+0.0216156j -0.00849568-0.00155761j -0.0174293-0.00974693j -0.00180525+0.039522j 0.0112807+0.0158654j 0.0173994-0.0124433j -0.00355786-0.0144292j -0.0287822+0.00331021j 0.000104311+0.00500265j 0.0386045+0.000780304j -0.0346091+0.00231268j -0.00199616-0.000431931j -0.0120506+0.00610303j -0.0144136+0.00664139j -0.0142177-0.0153863j 0.00242028-0.0138449j -0.0149755+0.00350133j 0.0182318+0.0443555j 0.0117079-0.000800085j -0.0420567+0.019942j 0.0215081-0.0162334j 0.0223209-0.0102611j -0.0141555+0.0351963j -0.0061188+2.83136e-05j 0.00793881+0.0114113j 0.0161607-0.00683525j 0.0108181+0.00765697j 0.00506178+0.00434729j 0.00775674-0.00910966j 0.0023967+0.0131454j 4.36469e-05-0.00626753j 
0.00496672-0.000975643j 0.00578471+0.00262447j -0.00533728-0.00503065j -0.00307912+0.000702124j 0.0292502-0.00923097j 0.0158478-0.00357656j -0.00384913-0.0288182j 0.0162465-0.00515665j 0.00564579-0.00744055j 0.0146919-0.0204481j 0.0102179-0.0153066j -0.00576925+0.0417577j 0.020274+0.0276334j -2.4934e-06-0.0228251j 0.00471698+0.00221196j -0.0119166-0.0133833j -0.0073088-0.0227417j -0.0145034-0.0134284j 0.00719096-0.00943333j 0.0178062+0.0188309j -0.00249568+0.0210434j 0.02504+0.0116613j 0.0122783+0.0163355j 0.0120746+0.0240103j 0.0207004+0.00312959j -0.00075691-0.000804018j -0.000215463-0.00389824j 0.0225181+0.0164168j 0.0208968-0.0375323j 0.000859943-0.0036417j 0.00847178+0.0282845j -0.0267209-0.0133255j 0.00316945+0.00540613j -0.00523912-0.00418475j 0.0083072-0.0162121j -0.0263206-0.00906064j -0.00401789+0.00423063j 0.00192136-0.00367725j -0.0139393+0.00144979j -0.0175032+0.0198473j -0.0442194-0.023485j -0.00863317+0.0188835j 0.00445368+0.0118348j -0.0128451-0.00934433j 0.0283853+0.0442794j -0.00106847-0.0103968j 0.0452525-0.00904587j 0.00358954-0.00322015j -0.0112901+0.0289732j 0.00685305+0.0272301j 0.0219014+0.0161294j -0.00642291+0.0203277j 0.0212681+0.00176488j 0.00625437+0.0045739j -0.0142526-0.0134838j -0.0141603-0.0239863j 0.00018105+0.0303362j -0.0369354+0.0202251j 0.0161678+0.00104447j -0.00229517-0.00232378j -0.0111414+0.0167193j -0.00798769-0.0107586j 0.0316386-0.0115673j -0.00618831+0.0344656j -0.00193433+0.020152j -0.0156824-0.00996951j -0.000271052-0.0130718j 0.0187354+0.0251486j -0.0150636-0.0125219j 0.00360284+0.0124531j -0.00410887-0.00464286j 0.000388427-0.00306691j 
-0.00642922+0.00454012j -0.00938071-0.015261j -0.0221522-0.000651967j 0.00309687-0.0205182j 0.00526023-0.00428843j -0.0129444+0.0492268j 0.0268795+0.0214368j -0.013369+0.00233265j -0.0037941+0.00392221j -0.00647706+0.00842169j 0.0212676-0.00586412j 0.0123739-0.0116514j -0.0180249-0.0114912j 0.0152317-0.000341786j 0.0204585+0.0159664j -0.0292886+0.0253728j -0.0210736-0.000773214j -0.00960798-0.000838131j 0.00164461+0.00763074j 0.0126646-0.0030071j -0.00828009-0.0155227j -0.00396195-0.000716898j 0.00322992+0.00244209j -0.00546164-0.00319644j 0.0072727-0.00217435j 0.00429212+0.00438915j -0.0109232+0.0248267j 0.0145533+0.0117944j -0.0131381+0.00421675j 0.0116017+0.00508242j 0.00882648+0.0110819j 0.00157707-0.0127528j -0.00967081+0.020236j -0.00388404-0.0190747j -0.0175728-0.0126549j -0.0436335-0.00616498j 0.00754971-0.00933722j 0.0198755-0.0119393j -0.00824198-0.000685444j -0.0150881-0.00388693j -0.0164249-0.0128644j -0.0193802-0.0238764j 0.000814912+0.0108638j -0.0342639+0.0190007j -0.0129947-0.0129108j 0.0105285-0.0280454j -0.00134148+0.0252639j -0.0190674-0.00109901j 0.0150712+0.015131j -0.0183691-0.00213175j -0.0301585+0.00302827j 0.0145048+0.0157778j 0.0213903-0.0110604j -0.0224935+0.00866678j 0.0100442+0.0235884j -0.000987537+0.0157413j 0.0170784-0.0136697j 0.0207367-0.00918763j -0.0305078-0.0121982j -0.00143874+0.00858366j 0.00994016-0.0115577j -0.00215637+0.0105015j 0.00319797-0.0148363j 0.0102792-0.00144505j 0.00649022+0.0195368j 0.00588955+0.0120644j -0.00911127-0.0346551j -0.0326421+0.00663115j 0.0126187+0.00197907j -0.00193273+0.000744343j -0.0023661-0.00905237j -0.0116936+0.0157597j 
-0.00968691+0.00259254j -0.0035988+0.00658347j -0.0115785-0.00169588j 0.0109891+0.00391906j 0.0259276-0.00271888j 0.000795033+0.0255041j 0.0124786-0.00535175j 0.0087756+0.00567595j 0.00801175-0.0210598j -0.0209197+0.00552883j 0.00869133-0.0041593j -0.0140607-0.0138012j 0.00363564-0.00388415j 0.0188023+0.00430451j 0.00869598+0.0247947j -0.00987001-0.00949874j -0.00820635+0.0148964j -0.0180547+0.00962284j -0.0152923+0.00144766j -0.00460048+0.028808j -0.00193727+0.00424256j -0.0109327-0.00152176j 0.0245846+0.00357671j 0.0129861+0.00966471j 0.00931117+0.0136662j -0.00326127-0.000387563j 0.00423463+0.0116582j 0.0239205-0.00349832j 0.0032261+0.00749272j 0.00704477+0.00525661j -0.00118657+0.00614028j -0.0241013-0.013211j -0.0151032+0.0381574j -0.00440377-0.00985595j -0.00270965-0.00420504j -0.00199721-0.0138399j -0.00041075-0.0129267j 0.0125455-0.00618612j -0.0138255+0.00626077j 0.0226759-0.0103616j -0.0171374-0.0144637j -0.0287521-0.04087j -0.00236698+0.0199493j -0.00654372+0.00934079j -0.00494443-0.016582j -0.0122949-0.00484007j -0.000346411-0.00688951j 0.0249362+0.000610035j 0.000694323+0.00909144j 0.0102698+0.0014012j -0.00821086+0.00787959j 0.0389277+0.0184273j 0.0205329+0.00608905j 0.00740766-0.00381666j 0.00175188-0.0246392j -0.00931547-0.0163253j 0.0117552+0.0158489j -0.00473144+0.00554559j -0.00223498-0.0211848j -0.0055233-0.0152508j 0.00542864-0.0106578j -0.0052428+0.000342094j -0.00152075-0.0163778j -0.0068115+0.0145066j -0.00966367+0.00449551j 0.0129552-0.000736375j -0.00576873-0.0151494j -0.00199472-0.000421849j 0.0041279+0.00267285j 0.0126342+0.0034763j -0.00331241-0.00442026j -0.0039525+0.00415313j 
0.00784951-0.00929317j -0.0146319-0.000446727j -0.03374+0.00797126j -0.0113941-0.0127483j 0.0345114+0.0100533j -0.00423803+0.0381061j 0.00541231-0.00381013j 0.00675918-0.0214406j 0.0102081-0.0128964j -0.00359316-0.0114543j 0.0261-0.0118467j -0.00389182+0.00844023j -0.00410557+0.0124312j -0.00512523+0.0269432j -0.00930857+0.0171065j 0.00577301+0.00642263j -0.000462649-0.00582358j -0.0227405+0.0034031j -0.00147049-0.00676202j 0.0142381-0.00408711j 0.00420036-0.00490134j -0.0135241+0.0194501j -0.00701065+0.0244915j 0.0132916+0.010385j -0.00350051-0.0224617j 0.0148992-0.0108153j -0.00417266+0.000430416j 0.0194497-0.016208j 0.00557147+0.00825802j -0.0104183+0.0108599j 0.0042893+0.0074848j 0.0283139+0.0135363j -0.00939659-0.00485792j 0.0046025-0.0112985j -0.00310679+0.00568797j -0.0166058-0.0187047j 0.0159483+0.00373198j -0.0114704+0.0109375j -0.0144045-0.00446921j 0.00547306-0.0175944j -0.0309409+0.0169255j 0.00082487-0.00829121j -0.00156946+0.00414866j 0.0276651-0.000468108j 0.00997005-0.00613658j -0.000729474-0.0143606j 0.0191302-0.00892136j 0.0255802+0.00507099j -0.00958259-0.00659358j -0.00598525+0.00593916j 0.0148119+0.0181962j 0.0145547-0.00958026j -0.00339273+0.00185341j 0.00464778-0.00234771j 0.0109322-0.0113695j -0.0078479+0.00820242j 0.0114933+0.00577234j 0.0108044-0.00402258j 0.00255957-0.0171234j 0.00253253-0.00862476j -0.00226533-0.0235826j -0.0156474+0.0135396j 0.00681871+0.0171782j 0.00254668+0.00456333j -0.00791295-0.00826839j 0.00408702-0.0143144j -0.0143829+0.00597697j 0.0135047-0.0100764j -0.01121+0.0133068j 0.0171006+0.00998746j -0.0039248-0.00486372j -0.00505335-0.0012095j 
-0.00180402+0.00793454j 0.00842382+0.0113289j -0.00116407-0.00474417j 0.00997109+0.0218094j 0.0240697-0.0358462j 0.0237906-0.0276948j -0.0188385-0.0109373j 0.0152294-0.000970346j -0.00758035+0.0009311j -0.0142946+0.00524391j -0.00733203+0.00252032j -0.0277262+0.0312723j 0.0314512+0.00054757j -0.0104575-0.00538229j -0.00577339-0.0118244j 0.0130753-0.0239943j 0.0138739-0.0195634j -0.00571034+0.00599807j -0.0221795+0.00785414j 0.0144834+0.0240103j 0.0224256+0.00777481j 0.00799175+0.0220614j 0.0085357+0.000284395j -0.0018857-0.00811006j -0.00953333-0.028732j -0.0453516+0.00316954j 0.0180097-0.00311569j 0.00166286+0.0128348j 0.0326855+0.000859397j -0.0242648+0.0247723j -0.00913684+0.000846396j -0.0140566-0.00844865j 0.0131935-0.0294754j -0.0172489-0.0251534j 0.00813568+0.00295986j -0.00013371+0.00361611j -0.020771-0.0256527j 0.0215655-0.00751308j -0.00506637+0.0115678j 0.0162736-0.0101798j 0.0116749-0.0225335j -0.00759286+0.00402978j -0.00870051-0.0231749j -0.00296578+0.0132713j 0.00917636-0.0108146j 0.00845832+0.0107386j -0.0277859+0.0130477j 0.00744546+0.0195347j -0.000589571-0.0301089j 0.020129+0.00797905j 0.00258142-0.014785j 0.0133442+0.0161573j 0.00089556+0.0317895j 0.0244954+0.000101729j 0.00320416-0.0492671j -0.0197986-0.0262184j -0.0277178+0.0180887j 0.00986734+0.00266815j -0.0193662-0.0316036j 0.0216991-0.0110028j 0.00783137+0.00326932j -0.0298483+0.0126478j -0.0150382-0.0170977j -0.0167457-0.00865166j -0.00265687+0.00755728j 0.0178595-0.00152058j 0.00835776-0.00308127j 0.00189327+0.0259366j -0.00561545-0.00485937j 0.00584469+0.0017558j 0.00375506+0.000462051j 0.00458969-7.29918e-05j 
-0.00330981+0.000465371j -3.59415e-05-0.00248265j 0.00741173+0.00092947j -0.00578539+0.00340187j -0.0142933-0.00330998j -0.00468132-0.00207023j 0.00956797-0.00441773j -0.00644497+0.0180537j -0.0011542+0.00312935j 0.00413372+0.0007307j -0.00343691+0.00438776j -0.00472118-0.0101638j -0.00274323-0.0056672j 0.00352875-0.0117545j 0.00664837-0.0043881j -0.000752441+0.0143174j 0.0128338+0.0105151j 0.000158177-0.0061252j -0.0066994-0.0065843j -0.00585248-0.00932778j -0.00436929+0.00365j 0.0151452-0.00503606j -0.0147981-0.0106372j 0.00935816+0.00766761j -0.00603523+0.0226112j 0.00157109+0.00417057j -0.00657258-0.0129713j 0.000969034+0.0189786j -0.00890955-0.0249905j 0.0111273-0.0136686j -0.00840612+0.00644056j 0.00369622-0.0127072j -0.000857407+0.0132156j -0.00548387+0.0247404j -0.00100721+0.00631394j 0.0117187-0.0228395j 0.0145896+0.00175245j 0.00603202+0.00343393j 0.0166576+0.0149274j -0.0089574+0.0117449j 0.0045463+0.00187829j 0.00804843+0.0111213j -0.00680043-0.0137129j 0.00129825+0.0107835j 0.00730183-0.0104898j -0.00449424+0.00269251j -0.00930351-0.00964236j -0.0133658+5.76633e-05j 0.0105785+0.000660251j 0.00603266+0.00296915j -0.0241092-0.00926345j -0.00085847+0.00174745j -0.0210272-0.00442373j 0.00560447+0.0138798j -0.000359198+0.0261647j 0.00632952+0.0135158j -7.37158e-06-0.0141948j 0.0149825+0.0063905j -0.00275495+0.00098145j 0.00156705+0.0168637j -0.00232848+0.00708502j 0.00878253-0.00114423j -0.00389395+0.00462283j 0.0137585-0.00800516j 0.00567173+0.00181344j -0.00720237+0.00212327j -0.00502929+0.00214484j -0.000363817-0.0110328j 0.00453618-0.00252946j -0.0117571-0.010392j 0.000726778+0.000305852j 0.00233493+0.000311686j 
-0.00329779-0.000661023j 0.00250493+0.00232992j -0.00744216+0.00192811j -0.00076479-0.00968295j 0.00337104+0.00277726j 0.015516+0.00895788j -0.010264-0.0061896j 0.00450432-0.0170454j -0.0172623+0.0158181j -0.00754248+0.00165367j -0.00850589-0.00614685j -0.0158567-0.00376839j 0.0103276+0.00358124j 0.00144314-0.00147735j 0.00732816-0.00360273j 0.000492327-0.00191036j 0.00671977-0.00169695j -0.00434353-0.00161521j -0.00114389-0.00773978j 0.00733981-0.00268212j 0.00480177-0.00510251j -0.0112762+0.0123692j 0.00340881-0.00496941j 0.0145518+0.00893912j 0.0243585-0.0161441j -0.0106327-0.0141062j 0.0100812+0.0370217j -0.00160093+0.00325461j 0.0141181-0.00946817j -0.0262831-0.00244235j -0.00768541-0.000763671j -0.0114159-0.00669696j 0.0096998-0.00384081j -0.0142962+0.0190766j 0.00654658-0.0162353j 0.00368682-0.00100038j -0.0188603-0.0263072j -0.00820429-0.00887602j 0.00147556-0.0154277j 0.0147014-0.00443376j 0.0161722-0.00358874j -0.000868872+0.00857138j -0.011549+0.000557308j -0.0142562-0.00621391j -0.00040034+0.0365373j 0.00237735-0.00405563j -0.00650936+0.0069499j 0.0068916-0.00707058j 0.0329585+0.0104015j 0.0210032+0.00928514j -0.0333254-0.00891223j -0.00791141+0.016591j 0.0121668+0.00627965j -0.0102823-0.000147998j -0.0319065+0.00397142j 0.0138591-0.00797324j 0.0231159+0.00510134j 0.011659-0.00297319j -0.0136481+0.00546326j 0.0127172-0.000667882j -0.0118668+0.000888445j -0.000787725-0.0141262j -0.0151581-0.0071777j -0.012725-0.0018323j -0.00368815+0.00194283j 0.0118973+0.0135886j -0.0114178+0.00321382j 0.000499442+0.0076602j -0.00999111+0.00325799j 0.00838222+0.0132428j -0.00408631-0.000342787j 0.000735299-0.00666957j 
-0.000947595-0.0114692j -0.00596482+0.00682902j 0.00608195+0.0150325j -0.0160279+0.0165416j 0.00498834-0.016096j 0.000280348-0.00494337j 0.010361-0.00776544j -0.0145355+0.0232776j 0.0117833-0.025505j -0.0234167+0.0146961j -0.00768889-0.00919205j -0.0188854-0.000530843j -0.012186-0.0048707j -0.00376341+0.00924671j -0.0132903+0.000949396j 0.0187558+0.0155232j 0.0068613-0.00602073j 0.0191372-0.0172078j -0.0108259-0.0149745j 0.0191817+0.00325886j 0.0255118-0.0132329j 0.0072252+0.00856897j -0.00521459-0.00282695j -0.00318233+0.00918993j -0.00496859+0.00213054j 0.020647-0.00366324j 0.0137744-0.000487655j 0.0171798+0.0103927j 0.00964545-0.0157021j -0.00848402+0.0172217j -0.0107744-0.0036603j -0.00635412+0.00607158j 0.0102803-0.0317314j 0.00669444-0.00132405j 0.000641059+0.0162489j 0.00724878-0.0199809j 0.00307704+0.00393649j -0.0117977+0.012948j -0.0128894+0.00517944j -0.0150438+0.000323635j -0.0145616-0.000383669j 0.0224653+0.00579053j 0.00348146-0.00251712j 0.0142866+0.00225118j 0.0138233-0.0161339j 0.00272055-0.00478814j -0.00467519+0.00363392j 0.000294312-0.0123787j -0.0165811-0.00695573j -0.00787232+0.00863863j -0.0153357-6.69242e-05j -0.00821872-0.0240758j -0.0012301+0.00117166j -0.00492769+0.00289002j -0.00569507-0.00622263j -0.00389477+0.00135897j -0.0149837-0.00185382j -0.0137244-0.00843883j 0.0154604+0.00301702j -0.00346365+0.00256222j -0.00485458+0.00751429j -0.0050736+0.00182634j -0.000758149+0.0125256j -0.0126754-0.00600095j -0.000648185-0.00143536j -0.00716911-0.00731376j -0.00313179+0.011967j 0.00721083-0.00200454j -0.00316693+0.0106093j 0.00123298-0.00158166j -0.0014268+0.00304381j 0.00133416-0.00710225j 
0.012953+0.00624105j -0.00517051-0.00338703j -0.0406736-0.0124165j 0.0175648-0.0107247j 0.0170972-0.0057211j -0.0136633-0.00327648j -0.0224847+0.0230592j 0.00486814+0.00307598j -0.00551289-0.0379486j 0.00305393+0.0087987j 0.0140948+0.0363453j -0.00451084+0.015357j 0.0272811+0.013002j -0.00508702+0.00627463j 0.00372477+0.0137776j 0.00117959+0.00784671j -0.00977275-0.020261j 0.00380943+0.00505198j 0.00192259+0.0062082j 0.00833351+0.00673081j -0.00677617+0.00215309j 0.00374122+0.00319442j 0.00072383+0.00630266j 0.00142789-0.00553838j 0.0166758-0.0253294j 0.00809777-0.00358845j 0.00885364-0.00271093j 0.00384136-0.0318438j 0.00899049-0.0146982j 0.0116103+0.00427368j -0.0113189-0.00600441j 0.00231182-0.010606j -0.0157572+0.00295425j -0.00632395+0.00175715j -0.00181649+0.008295j 0.00811956+0.00907384j -0.0154766-0.00553534j -0.00906072+0.0134914j 0.0165835+0.00399379j -0.0121419-0.00843811j -0.010557-0.00259585j -0.00637685-0.0294246j 0.0137937+0.0105073j 0.0112984+0.0105889j 0.0099034-0.0286576j -0.00385863+0.00500315j 0.0228555+0.00602162j -0.0141095+0.0222706j -0.0169327-0.0374073j -0.0191338-0.0066261j 0.020242+0.0149842j 0.0187393-0.0213621j 0.0105407-0.0177939j 0.0110057+0.0038946j 0.0200783-0.0244143j -0.010264+0.00734192j -0.0108037+0.00118718j -0.0184898+0.00208269j 0.0204568-0.0402378j 0.0123273-0.0102226j 0.0155645-0.012733j -0.0127701+0.0180083j 0.0103431-0.00304609j -0.00191466-0.00174581j -0.0123076-0.0031791j 0.0132914-0.00978021j -0.00472079-0.011566j -0.00882959+0.00154135j 0.00147441-0.0083043j 0.00045902+0.00221128j 0.00332202-0.00504955j -0.000573493+0.0141506j 
