-0.0100768-0.0126464j 0.0106464-0.0324446j -0.00886987-0.0495604j 0.00919501-0.0423143j 0.0311598+0.0104647j -0.0425066+0.0303256j 0.00731074-0.00929641j -0.0189504-0.00329432j -0.000341528-0.0084875j -0.00778353-0.0193167j 0.00238014+0.0390214j -0.00561154-0.0182773j -0.000473902-0.00498511j -0.016963-0.00216911j -0.00580113-0.0173492j -0.0143896+0.0196613j -0.0148539-0.00382188j 0.0342578+0.00682318j 0.0156355-0.00120183j 0.0111081-0.0160293j -0.0150329+0.0154352j -0.00716867+0.00583504j 0.0038136+0.00576903j -0.00113051-0.00241492j 9.89863e-05+0.000559337j 0.00292355-0.0012104j 0.00266424+0.00864767j 0.0216387-0.0235984j -0.00120001+0.00727281j 0.0164237-0.0190323j 0.00507207+0.0109374j 0.0120631-0.0124297j -0.0123289+0.00862796j -0.0167049-0.00991038j 0.0100032-0.00405874j -0.0165165+0.00799257j -0.0141307-0.00496098j 0.00813093+0.0223351j 0.0285924+0.00762032j -0.0387612-0.0147124j -0.00893527+0.0220932j -0.0109041-0.0271747j 0.0129641-0.00335421j 0.026436+0.0101898j -0.0399377+0.00810558j 0.028834-0.000274746j -0.00471994+0.0112729j -0.045976-0.0173749j -0.02803+0.0172398j -0.0270567-0.0376569j -0.0308349+0.0281932j 0.03386+0.0214296j 0.0415148-0.0335842j -0.0312323+0.0110805j 0.0158794+0.0422189j 0.00662394-0.027717j 0.0252359-0.0167382j 0.0296539+0.031109j -0.0198098-0.0470107j 0.0043436+0.0161917j 0.0346928+0.0255024j 0.0152592+0.0192978j 0.0413313+0.0267193j 0.0628162-0.0593857j 0.00827246+0.0701795j -0.0432568-0.0225544j -0.0116751-0.0577608j -0.0530899-0.0103387j 0.0157969-0.114654j -0.137932+0.00594566j 0.0262794-0.053482j 0.00739455-0.021396j 
0.00114882-0.0234401j -0.0221525+0.000360875j -0.00460521+0.0187053j -0.002903-0.0151656j 0.00924092-0.0206145j 0.0136756+0.00553862j -0.00292078+0.00936145j -0.0120549-0.0160415j -0.0186276-0.0131044j 0.012551+0.00999653j -0.000100731-0.00773249j 0.0341776+0.00382042j -0.00799937-0.000785043j -0.00990225+0.0274429j -0.0296254+0.016112j 0.0164792-0.0219753j -0.00563702-0.00268482j -0.0106575-0.0191867j -0.0216626-0.00527688j 0.0268759+0.0096739j -0.00647363-0.00371021j 0.00928552-0.00418881j 0.012647+0.00985137j 0.000776637-0.00489823j -0.013757+0.000434875j -0.00163211+0.000247166j -0.00862077-0.0125502j 0.00129463+0.00470478j 0.00586292-0.0128341j 0.000441519+0.000235119j -0.00464435+0.0115158j 0.00951583-0.00857592j 0.0130392-0.00294708j 0.00381276-0.00385888j 0.018861-0.0234643j -0.00322362+0.0116212j 0.0088042+0.0102263j 0.0113284+0.00331624j 0.00651342-0.0091301j 0.0152324+0.00301867j -0.00179041+0.00625525j -0.0110896+0.0154607j 0.00231385-0.00941108j 0.0103961-0.00876569j 0.00170349+0.0133351j -0.000659693+0.00382787j -0.0221794+0.00817216j -0.00400454-0.0116378j -0.0190389-0.00847175j -0.00145028+0.0238284j 0.00377806-0.00318079j 0.00416131+0.00248903j -0.00361181-0.007397j -0.00305898+0.0106105j 0.0120303+0.00352543j 0.00397002-0.00765476j -0.00209775+0.00822002j -0.0102922+0.0100972j -0.0134609+0.00835941j 0.0106703-0.00317216j 0.00591827+0.00738834j -0.0126595-0.00135013j 0.0119169+0.00751718j 0.0155708+0.00225331j 0.00104531-0.00465392j -0.00538414-0.00788355j 0.00708644-0.00401903j -0.00684733+0.0048397j -0.00385864-0.00207497j -0.00111382+0.0107242j 0.00681408-0.00163508j 0.00487505-0.00257128j 
-0.0169519-0.0142154j 0.000647687+0.0125333j -0.00330125-0.00048601j -0.00546317+0.00381177j -0.00491104+0.00121535j -0.00719056+0.013894j 0.0209966+0.00223603j -0.0182573+0.0249356j 0.0242477+0.0181556j 0.00755815-0.00451716j -0.0180197-0.00188033j -0.00871536-0.0509719j -0.00809703-0.0337784j -0.00626168-0.00408567j -0.00973352-0.0111052j -0.0194079-0.00907351j -0.00618435+0.00150244j 0.0284648+0.0112109j 0.00214663-0.00558908j -0.0228517-0.000496098j -0.0219408+0.0235795j -0.00475605+0.0108595j -0.0183169-0.0168643j 0.00162097+0.00124134j 0.00420689-0.0088065j 0.00615999-0.0038631j -0.00251984+0.00769609j 0.00173077-0.00536339j 0.002656+0.0108911j 0.013805-0.00870114j -0.00588499-0.00401039j -0.000771536+0.0188971j -0.0129087+0.0115274j -0.0207479+0.00673j -0.0171327+0.0293505j -0.000665168+0.00129427j -0.00314756-0.00394324j -0.0129506+0.024137j 0.0181965+0.0101692j -0.0187192-0.00604643j -0.0118895+0.0200667j 0.0123214-0.022054j -0.0202754-0.00394446j 0.0158597-0.00174964j -0.0113669-0.0115875j 0.0295636-0.00266799j 0.0201269+0.00162379j -0.00599527-0.00246134j -0.0130567-0.00459247j -0.0121896-0.0181936j -0.00554669+0.000800252j 0.00591274+0.000615411j 0.0139294+0.00676033j -0.0211075-0.00699583j 0.00191024+0.0224294j 0.0121067+0.00975787j 0.0128083-0.0081451j 0.0062468-0.00817108j -0.00102483-0.00762329j -0.0248776+0.00488372j -0.00651224+0.00858123j 0.0202437-0.0117106j 0.0162582+0.0254614j 0.0184215-0.0217258j 0.0209078+0.0185544j -0.0227811-0.0212856j -0.0105121+0.00269799j -0.00834024-0.0122827j -0.0126932-0.00021312j -0.0311191-0.00805106j 0.000989665-0.00954826j 0.00241276-0.00239055j 
-0.0036026+0.00286779j 0.00252614-0.00311944j 0.0250623-0.00728356j -0.00492199+0.00450409j 0.00100487+0.00902139j -0.0204764-0.011437j -0.00295654-0.0176248j 0.00468851-0.00339066j 0.00125127-0.00481024j -0.0252461-0.0120142j -0.00293969+0.00469208j -0.0065829+0.0179185j 0.00952443+0.00749812j -0.00347693-0.0126633j 0.0115757-0.0167197j 0.0126497+0.0139871j 0.00429657+0.0104218j 0.0221719+0.0117663j 0.0138792-0.00156555j -0.000415332-0.0104935j 0.00290668-0.0084296j -0.00824936+0.00019668j 0.0265967-0.00425907j -0.0223531-0.00709728j 0.0189573+0.00471303j -0.00718235-0.00545837j 0.0137342+0.0112259j 0.00759745-0.0262851j -0.0104588+0.0091981j 0.0120958-0.00700852j 0.00565623+0.0132577j 0.00769415-0.00319526j 0.00107983-0.00941104j -0.00549493+0.00499085j 0.00297015+0.00306637j 0.0129098-0.00903725j -0.0045338+0.0127772j -0.00996053+0.00704509j 0.00104897+0.0193675j -0.011645-0.00718883j -0.0125701+0.00376006j 0.0128817+0.000137147j 0.0127842-0.0121449j 0.0147792+0.00158746j -0.00802034-0.0105507j 0.0195279+0.0151835j -0.00292606-0.0161033j -0.0185189-0.00565101j -0.0330821-0.0036954j 0.0034943-0.0181181j 0.0106595+0.00234698j 0.0113438-0.0031764j 0.00646815+0.00246079j -0.00934433+0.00166555j 0.000158243+0.00449756j 0.00777979-0.0119613j 0.00678662+0.00212167j 0.01298-0.00300358j 0.0190343-0.0124055j -0.0017699-0.00513133j -0.00186533+0.0082303j 0.00100765-0.00891103j 0.0222295+0.0173856j 0.0148244-0.026774j 0.0194765+0.00515045j -0.0147347-0.00213067j 0.00840935+0.00186486j -0.00926623-0.000875411j -0.00971375-0.0209543j -0.0321476-0.00335176j 0.00193864-0.00403104j 0.00434996-0.00673207j 
-0.00622426+0.00576601j -0.00774324+0.023878j 0.0143275+0.0173092j -0.0242635+0.00871735j -0.0169515-0.0132454j 0.0129491-0.0133046j -0.018191-0.0151376j -0.0128725+0.0169902j 0.0243546+0.00226264j -0.00035385+0.0191413j -0.0178389+0.00716718j 0.0254091+0.0351998j 0.0311762-0.0201842j -0.00923371-0.0251694j -0.00230086+0.000965052j 0.0185781-0.0133725j -0.0140321+0.00140324j 0.0158947-0.0287128j -0.0181638-0.0132923j -0.0120864-0.00200952j 0.011925-0.00137759j 0.0357003-0.00664253j 0.0103204-0.0104196j -0.00697256+0.00857783j -0.00581505+0.0164178j 0.0272179+0.0018206j 0.0159878-0.0272715j -0.00401216+0.0139667j -0.00905122-0.0383764j 0.00250445+0.00777223j -0.0186417-0.00347189j 0.00452635+0.000445556j 0.00590491-0.0072361j 0.0239572-0.00654001j 0.0205045-0.0195757j 0.00254589-0.00466031j -0.00363485+0.00138783j 0.0148672-0.00774266j -0.00878343+0.00079354j -0.0107771+0.00877081j 0.0062523-0.000525626j -0.00462251+0.0252128j 0.0140518+0.00759403j 0.000439844-0.026653j 0.0242661-0.0116838j -0.018484-0.00155661j -0.0234154+0.000113689j 0.00317623-0.00355828j -0.0106512-0.001601j 0.00564565+0.0118184j 0.00896507+0.00927547j -0.00681294-0.00159653j -0.00810663+0.00298478j 0.00725591+0.0111967j 0.0158052-0.0219478j -0.0219689-0.00380158j -0.0179587+0.00244835j -0.00724205+0.00953767j -0.00529444+0.0127251j 0.0043301-0.0065012j -0.000174576-0.007499j -0.0214636+0.00879646j 0.00753113-0.00640867j 0.0011947+0.00490631j 0.0101395+0.00116346j -0.00339476+0.0125733j 0.022007+0.00654475j 0.00166124+0.015113j 0.0104402+0.00682595j 0.0168301-0.00469569j 0.00282675+0.00429757j 0.00715264-0.007221j 
-0.0140431+0.021239j 2.00292e-05+0.0135371j 0.00392461-0.0184558j 0.0202487-0.00272544j -0.00889715+0.0307552j -0.0219429+0.00405591j -0.00999244+0.0132436j 0.0135713-0.0395597j -0.0147011+0.0190561j 0.0109238+0.000384522j 0.00598205-0.0118045j 0.0238516-0.00606794j -0.00871044-0.0147868j 0.0142254-0.0196317j 0.00110685-0.00955567j -0.00744885+0.000507697j 0.00779413+0.0122039j 0.00375279+0.0101103j 0.00635116-0.0169638j -0.0172997-0.0101967j -0.0201568-0.0135477j 0.00891927+0.00260614j 0.00955129-8.10142e-05j -0.0172112-0.00921067j -0.00573525+0.0093324j -0.00686342+0.0162161j -0.0126331+0.00143452j -0.0100891+0.0146033j -0.0117493+0.0211733j -0.00462408-0.00894695j 0.00506474-0.0217395j 0.0150894-0.0249339j 0.00164+0.0277148j -0.000614605+0.0157455j -0.00657348+0.00625313j 0.0173807+0.0072734j 0.0212211+0.000558443j 0.00851917-0.0134251j 0.00169405-0.0395766j -0.0184521+0.0207755j 0.0388378+0.0141142j -0.014626+0.000232696j 0.000760438+0.0130044j 0.0157314-0.00299043j -0.0203863+0.0245898j -0.00682791-0.00179987j -0.0088494-0.00440988j -0.00643692-0.0207689j 0.0121299+0.0257496j -0.0173397+0.00860072j -0.00919366+0.00417841j -0.0124339-0.00996248j -0.0251291-0.0100307j 0.00435791-0.000952118j -0.00470723+0.0176251j 0.0198338+0.0103816j 0.00292913-0.0134453j 0.0111283-0.00865991j -0.00746832+0.0235538j -0.000900781+0.00317891j 0.00404321+0.00645437j 0.0253895-0.0023264j -0.00531924+0.00269558j -0.00408856+0.00990008j -0.0180785-0.00695861j 0.00199791+0.00952757j 0.00391045+0.00697829j 0.000254484-0.0265715j 0.0149383+0.00715296j 0.00532784-0.0245161j -0.007381+0.0127791j 0.00388938+0.00740993j 
0.0174575+0.00957135j -0.00755445-0.00296868j -0.0215001-0.0239677j 0.011137-0.006451j 0.0177991+0.0115539j 0.00207907-0.00643027j -0.023226-0.00108221j 0.012599-0.0137323j 0.0174727-0.0153147j -0.0079128-0.00756434j -0.00676018-0.0121478j -0.01011+0.0218502j 0.00906898+0.0266111j -0.0101443-0.0201326j -0.00257589+0.017962j 0.00714431-0.00150504j 0.0137108-0.0051691j 0.00166291-0.000497189j 0.00715807+0.00013087j 0.0190271+0.0116693j 0.00641746+0.00473187j 0.000668057+0.0223592j 0.00370601+0.0115048j 0.0129496-0.00112112j 0.00118457+0.000831481j 0.00398788+0.0051613j 0.00917854+0.0224378j 0.00449419+0.0120746j -0.00451128-0.0144083j -0.00529755+0.00793408j 0.0125605+0.000344538j 0.0146598-4.41964e-05j -0.00161712-0.027972j 0.00391051+0.0123381j 0.00382076-0.0135398j -0.0139023-0.00249117j -0.00541935-0.00758535j -0.0233887+0.00413652j 0.000723464-0.00965732j -0.0110132+0.00412673j -0.0139365-0.0231194j -0.00847696+0.00407172j 0.0211954+0.0244772j 0.0106801-0.00658798j 0.0201619+0.0160988j -0.0156422+0.000694138j 0.00448832-0.00516375j 0.00618939+0.00854803j -0.000954934-0.0101764j 0.00583236+0.0253201j 0.0105097+0.0207782j 0.0108916+0.00826946j -0.0184242-0.00218835j 0.0152366-0.00261413j 0.0169781-0.0295832j -9.67081e-05-0.0155382j 0.013184+0.0276716j 0.0012185-0.00735498j 0.0188111-0.015045j 0.0135346+0.00244657j 0.00145986+0.00603288j -0.0135729-0.00315134j 0.0127772+0.00320656j -0.00949279+0.000116055j -0.0258579+0.0045704j 0.00463358+0.00676601j 0.0133252-0.00871553j -0.00474959+0.000374069j 0.00996811-0.00857551j 0.0122692-0.01481j -0.00199041+0.00238942j -0.000884093+0.0115527j 
0.0114929-0.013475j -0.00868104+0.00989023j 0.0237855-0.00493639j 0.0190858+0.00962639j -0.0327683+0.0349742j -0.00287819-0.0126515j 0.0014114-0.00249253j 0.0402246+0.00695523j 0.0108667+0.0051298j 0.00146426-0.00075147j 0.00537985-0.0107951j 0.00131404-0.00391345j -0.00702372-0.00926575j 0.015486-0.00350348j -0.00446485-0.00746289j 0.00356518-0.00873148j 0.0156752+0.0278908j 0.00442815+0.0173732j 0.0160948-0.0037716j -0.0139923-0.015417j -0.000779354-0.00803874j -0.0168961-0.00441954j -0.00800915-0.0100111j -0.012486+8.14146e-05j -0.00434466+0.00591697j -0.000644702+0.0136391j -0.0141319+0.00750546j -0.0140589+0.00667423j 0.00121638+0.00879595j -0.0130504-0.0152727j -0.00331445+0.00481635j -0.0120797+0.0131915j 0.0139059+0.0169798j -0.00332993+0.0249312j -0.00445478+0.00183125j 0.0184762+0.012673j -0.0121845-0.00624462j -0.017471-0.0167403j -0.0142402-0.00478979j 0.00843477-0.0122897j 0.00797828+0.0166226j 0.00291671+0.00780398j -0.0151005+0.0162816j -0.0181594-0.00433126j -0.00539495+0.0173324j -0.0118375+0.00120486j 0.0194677-0.0191687j 0.0205268+0.013195j 0.0096639+0.0162232j 0.0299168-0.0113194j -0.0124533-0.0158877j -0.027-0.00284171j -0.0133861+0.00660354j 0.0178062-0.0193632j -0.0245419+0.0106324j 0.016222+0.0319149j 0.00466484-0.00293689j 0.0037962-0.00862608j 0.0170777+0.0193005j 0.003813-0.00659652j -0.00532241-0.00597327j 0.0383303-0.0148173j -0.0337166+0.00575425j -0.022398+0.0149147j -0.011118-0.0205199j 0.0189135+0.00458209j -0.0136186+0.019439j 0.0230932-0.014935j -0.00199294+0.0260511j 0.0243671-0.0109303j 0.00285366+0.0133235j 0.00429288-0.00281607j 
0.00174756+0.000687241j 0.0284989+0.010499j 0.027454-0.00045942j -0.0102965+0.0172713j 0.00289327-0.0206537j 0.0512549-0.0331555j -0.000875542-0.0432511j -0.00122148+0.0243487j 0.0115563-0.00180678j -0.00949408-0.0150926j -0.00881407+0.000612505j -0.0419932-0.0107824j 0.00361771+0.00304035j -0.0094954-0.00302252j 0.000300652-0.0190545j 0.0177725+0.0051444j 0.0099881+0.00358353j 0.00494415-0.000557649j -0.00757976-0.00808129j -0.00252295+0.0066274j 0.0169706+0.0136136j -0.0107147+0.00485456j -0.020176-0.0155141j 0.00694968+0.0114637j 0.0150457-0.0041244j -0.0104787-0.00443307j 0.0151108+0.00774188j -0.0150273+0.00466751j 0.0051206+0.00608602j -0.01068+0.00070079j 0.000965693+0.0010729j -0.00463262+0.0182405j -0.016208-0.0194558j -0.00278639+0.0121113j -0.00106438+0.0259209j 0.00637794-0.00371033j -0.0201278-0.002755j -0.0219362+0.023356j 0.0142197+0.0126204j 0.00477452-0.00437224j -0.00238104+0.00463573j 0.0447544-0.000104791j -0.00493811-0.0244854j -0.0123223-0.00226339j 0.0015334+0.00643143j 0.0117135+0.0108947j -0.00548624-0.0073371j 0.0212239-0.00351179j 0.000949393+0.007319j 0.0206668-0.0152009j 0.00217023-0.0367921j -0.0199122-0.0187347j -0.00451321+0.0280064j -0.0107241-0.0196351j -0.0243817-0.0034544j 0.00381925-0.00347481j 0.00748037-0.0101154j 0.0033026-0.00473091j 0.0160761+0.00265483j -0.0151614-0.00204766j -0.0304924+0.00201339j 0.00650495-0.0261994j -0.00719536-0.000667458j -0.0179295-0.0144938j 0.0107972+0.0111999j -0.0205828+0.00947914j 0.00666514+0.0224763j 0.013032+0.011274j -0.0297855+0.00772427j 0.00594098+0.0120897j 0.00469663+0.000973602j 0.00113223-0.0200441j 
0.00940829-0.0398372j -0.0252409+0.00788013j 0.028823-0.0142888j -0.00259669+0.0328621j -0.0229635+0.0189996j 0.00659445-0.0179629j 0.000662242-0.04116j 0.0156474+0.0362557j 0.0229016+0.00793858j 0.00319288-0.0167345j -0.0103874+0.0171988j -0.0180356-0.0225178j -0.0256291+0.00529051j 0.0166812-0.0141816j -0.00166905-0.0216966j -0.0138135+0.0100925j -0.00163351+0.0188092j 0.0226637-0.0134151j 0.0193514-0.0101905j -0.0301615-0.0115832j 0.00669664+0.00664819j 0.00398649-0.00733778j -0.00760821-0.0110186j -0.0188859+0.0165499j 0.0251899+0.0135978j 0.0040376-0.00525429j 0.0101921-0.000365341j -0.00159812-0.00885668j 0.00129231-0.00440235j 0.00518518-0.0143814j 0.0107953-0.0069658j -0.00923754+0.0019364j 0.00483119-0.0227727j -0.00402989+0.00508255j -0.00846732-0.000978083j 0.00788328-0.0152014j -0.00906988-0.0083967j -0.0179985+0.00820233j 0.000859481+0.000553399j -0.0393976-0.00580166j 0.00237067+0.000593556j 0.016053+0.00979654j -0.00624204-0.00601965j -0.0065281-0.0191551j 0.00298156+0.00118451j 0.0134047+0.0129309j -0.00708426-0.00908939j 0.00293954-0.0131859j -0.00829162+0.0146697j -0.00541602-0.0187879j 0.0044188-0.00562801j -0.00603093-0.0100447j -0.0122993+0.00850858j -0.00940926-0.00264136j -0.000540328+0.00908028j -9.17171e-05-0.0140673j -0.00196104-0.0146212j 0.0104773-0.00648951j -0.00471223+0.0013392j -0.0181824-0.00184246j -0.0155397+0.0161302j 0.00284916+0.00156244j 0.00619417+0.0102211j 0.00655709-0.00982321j 0.0122772+0.0198635j -0.0198582+0.0043127j 0.0227107+0.00464356j 0.000973746-0.0100969j 0.000193093+0.00631329j -0.014534-0.0197207j 0.007396+0.00113625j 0.00550391-0.0062544j 
0.0276322-0.0106238j 0.0253759-0.0467995j 0.0144812+0.041032j -0.0350953+0.00500821j -0.0137259-0.026775j 0.0302322+0.0213214j 0.0475503-0.0110774j -0.0369806+0.0294789j 0.00443478+0.0463573j 0.014235-0.00146655j -0.00568084-0.0315583j 0.014072-0.0330501j -0.0117376-0.0234702j 0.0249475-0.010113j 0.0128225+0.00186504j -0.00219368-0.000164178j -0.0105585+0.00243436j 0.0041985-0.031407j -0.0119643+0.0048677j -0.0371904-0.0158359j -0.00946632+0.00307216j 0.0181646+0.00318559j -0.0190976-0.0195227j 0.0184027+0.0115483j -0.0049961+0.0204265j 0.0122751-0.0114012j -0.0028686+0.00461997j -0.0242172+0.0212576j -0.0138695-0.00678809j 0.0130736-0.00808449j -0.013933-0.00294614j 0.0080149+0.0170673j -0.00302119+0.0015631j 0.0103299+0.00362563j -0.0122039+0.000736046j -0.0195552+0.00141936j 0.0349904+0.0107337j 0.0110316+0.0226159j 0.000115958-0.00750257j 0.00586404+0.00753851j -0.00595103+0.0240723j 0.0333618-0.0130183j -0.0173884-0.0204926j 0.000983663-0.00481879j 0.0138664-0.0129761j 0.00542549-0.0253969j -0.0140254+0.00642352j 0.00258675-0.0354951j -0.0137903+0.0090364j -0.0172871+0.0102839j -0.00639745-0.0139489j -0.0112801+0.00357468j 0.000934212+0.00777836j -0.0181294+0.0030587j 0.0071579+0.0312363j 0.00436121+0.0152117j -0.00890003+0.0013199j -0.00392542-0.0182865j -0.0169416+0.0186033j -0.0175525+0.00261645j 0.00153244+0.00400213j 0.00144781+0.00171508j -0.00534726+0.015903j 0.0102543+0.00918791j 0.0122454+0.000786508j -0.0303687-0.0101997j -0.00819037+0.0071555j 0.00974104-0.0087412j 0.000176965+0.0200627j -0.00564426+0.00698688j 0.00958421-0.00667437j -0.009675-0.00888323j 
-0.0368304+0.0153892j 0.0207365-0.00626659j -0.0343412+0.00597525j -0.029123-0.019538j 0.0566354-0.0194542j 0.00970051+0.0618562j 0.033481-0.0158329j -0.0219758-0.0158702j -0.00104404+0.0125394j -0.00561776-0.0124187j 0.00869883+0.00663867j -0.0116299-0.0268268j -0.00951107-0.0137743j -0.0109872+0.0294159j 0.00149592-0.00145201j -0.0174297+0.00224646j 0.000747955-0.0114774j -0.00778944+0.00570939j -0.000245202-0.00113711j -0.0187231+0.0169122j 0.000545958+0.0173105j -0.0162846+0.00555588j -0.00748995+0.00776159j 0.0161551-0.00790559j 0.00258993-0.00391417j -0.0032334-0.0152492j -0.0108313+0.0112376j 0.0203078-0.00181946j 0.0052363+0.0265268j -0.00241508-0.000123304j 0.00786178+0.0163499j 0.0122874-0.00540879j -0.0207032+0.0237547j -0.00279752-0.0119342j -0.0127233+0.022806j -0.0107652-0.00233315j 0.0222953-0.00907076j 0.00737457+0.0146264j 0.0037335+0.0173017j 0.0110238-0.00317937j -0.0123301+0.0107634j 0.0082689-0.0330448j -0.0183656-0.00870182j 0.0118005+0.0124393j -0.0205922-0.0100154j 0.0177716-0.0184254j 0.0172022+0.0115542j 0.0075027-0.012665j 0.021095+0.00997363j -0.013251-0.0133474j -0.00210146-0.00375976j 0.011823+0.00900356j 0.0332052-0.00484465j -0.0293695-0.00573432j -0.00568159+0.0231126j 0.00280827-0.00507618j 0.0258765-0.00365451j 0.0154551-0.00186508j -0.00514856-0.0107591j -0.0167858+0.00752817j 0.00637278+0.000405298j 0.00710052-0.00513666j 0.0122284-0.00409751j 0.00896043-0.0243948j 0.0104956+0.0166002j -0.0271299-0.00287644j -0.0199568-0.0127255j -0.0112997-0.0027968j -0.0117746-0.0238082j -0.0311346+0.0209952j -0.00463861-0.0237629j -0.0103802-0.0010116j 
0.0143674-0.0109055j 0.0227206+0.00482649j 0.0081449+0.0226859j -0.0124811+0.0105031j 0.0149699-0.0418625j 0.0656936-0.0424437j -0.0216974-0.0334871j 0.00293579+0.00590751j 0.00327413-0.0123634j -0.0253341-0.00813009j -0.00230516-0.0224882j -0.0387858+0.0160859j 0.0120805+0.00569937j 0.000372569-0.00898844j -0.00352111-0.00206729j 0.0107437-0.00885687j 0.00960334-0.00290286j -0.012068-0.00344733j -0.0207997+0.00118158j -0.00224743+0.0332467j 0.0364766+0.00128689j -0.00274553+0.0119559j 0.000143215-0.012641j 0.010492+0.00972594j 0.0201502-0.0107732j -0.0118946+0.00163711j 0.00853525+0.0108881j -0.0061912+0.00805886j 0.0130702-0.0141569j -0.0238992+0.018663j 0.0108558+0.00427216j -0.021702+0.0186872j -0.00545913-0.0318922j 0.000593873+0.00256146j 0.00591145-0.00256112j 0.00195197-0.00662368j -0.0307693-0.00791256j -0.00275721+0.00673775j -6.12296e-05+0.0126117j 0.0263436-0.0161079j 0.0023475-0.0198398j 0.0346373-0.00283052j -0.00190486-0.000878396j -0.0325678-0.00425861j 0.028487-0.0149922j -0.00794164+0.00779314j 0.0112117-0.00385784j 0.0196919+0.0218884j 0.0205075-0.00509072j 0.0218377+9.57344e-05j 0.0101106-0.00975646j -0.03085-0.00139952j 0.0134038+0.0385524j 0.00917125-0.0123453j -0.0221227-0.0211139j -0.0205036-0.0145227j -0.0275701+0.0211374j -0.0202524-0.00364084j 0.0323422-0.00524592j 0.0245129+0.00120751j -0.0191064-0.00781746j -0.0162435-0.0223104j -0.0356531-0.0175996j -0.0372035-0.00302267j -0.00366503-0.0135793j 0.0175028-0.00341317j -0.0133804+0.0010635j 0.0193757+0.0411168j -0.0214871+0.0178364j 0.0279188+0.0329588j 0.00966693+0.00216736j -0.000500369-0.0210089j 
0.0223771+0.0472213j 0.00492392+0.0242702j -0.00464071-0.0925357j 0.0852129+0.014576j -0.0200322+0.0444175j -0.0226274-0.0159211j -0.0262018+0.00366725j 0.0588848+0.0147113j 0.0177911-0.0413716j 0.00511795-0.00507117j -0.0117684+0.0242409j -0.0105366-0.00311679j 0.00760823+0.0171362j -0.00075983-0.0204811j 0.00363347+0.00521242j -0.0197957-0.0194277j 0.0150026+0.0037128j 0.0114192+0.0187294j 0.0252741+0.00489903j 0.0117437-0.0225708j -0.0150363+0.0189635j 0.00298323+0.0138754j 0.00400119+0.00547795j -0.0165301-0.00406398j 0.0110521-0.00354687j -0.00781064+0.015262j 0.00711416+0.000399208j -0.00531455-0.0123505j 0.00470941+0.00131881j -0.00591866-0.0195001j 0.00199368-0.00458492j -0.00720626-0.00752254j 0.010275-0.0037013j -0.0162959+0.00593338j -0.00267779-0.00606766j 0.0105323+0.0110924j -0.0184847-0.018331j -0.0274114-0.0064758j -0.00124892-0.00442519j -0.0211186+0.00363688j 0.0128553-0.00727254j -0.0383534+0.0118135j 0.00326862+0.0155638j 0.0195885-0.00783857j 0.00810991+0.0284688j -0.0024802+0.0217327j 0.00961029-0.00241929j -0.021889+0.0317964j -0.018379-0.00175091j 0.0157239-0.00399407j 0.00316066+0.0201749j 0.0218474-0.0100038j -0.0233897-0.00790761j 0.0289317-0.00287275j 0.00727004-0.0349881j 0.0111965-0.000379649j 0.0221252-0.0168443j 0.0117624+0.0109902j 0.00923613-0.0220139j -0.0108043-0.00905201j -0.00429001-0.00353143j 0.0170226+0.0136151j 0.0240657+0.00384353j 0.0109283-0.00473186j -0.00647119+0.0222323j 0.0175721+0.0191014j 0.0299027+0.0119944j -0.0121038-0.0190241j 0.0104-0.0244287j -0.00344204-0.0462805j -0.00958992+0.0148712j 0.0107793+0.0239454j 
0.00650825+0.0239318j -0.0214933-0.0429104j -0.0969183-0.0123182j -0.0106664-0.081617j 0.0385772-0.00526113j -0.00891721+0.0382682j -0.0358296+0.0103722j 0.00904327-0.0576247j -0.0268403-0.0268541j -0.0159012+0.0222506j 0.0419366+0.0212026j -0.0144594+0.0166829j 0.00672825-0.0119893j -0.0164758+0.00979521j -0.00327382+0.0128004j -0.018474+0.0257829j -0.00386213-0.0174114j -0.0145361+0.0111315j 0.00266198+0.00243522j 0.0178688+0.013777j 0.0150931+0.0114583j -0.0104989+0.014451j -0.0028659+0.0195498j 0.00438242-0.0117331j -0.0102715-0.0140357j -0.00134676-6.22899e-06j -0.00818036+0.00246201j 0.0143849-0.0106318j 0.00641853-0.00131797j -0.0175539+0.00787077j 0.00927496+0.0173832j 0.0079609+0.00205674j -0.0176306+0.0323968j -0.0131286-0.00434931j -0.0129227+0.00421752j -0.00789074+0.0126689j -0.00993543-0.00869894j 0.0165648-0.0102325j 0.015744+0.0135275j 0.00143168-0.00806056j 0.00338074+0.0117307j -0.0169463-0.0248945j -0.000575926+0.0234701j -0.0115759+0.0196447j -0.0304174+0.0070641j -0.0118853-0.0189667j 0.0268291+0.00661716j -0.00142879+0.000463857j 0.0383789-0.0011519j -0.00465745-0.0165288j -0.0061455+0.027853j 0.0155537+0.0107632j 0.0296411-0.00293135j 0.0089926+0.0102491j -0.00359914-0.0115628j -0.00503144-0.0156389j 0.0245979+0.0138331j 0.0123896+0.00693484j 0.0222909-0.0144604j 0.0150133+0.00117329j 0.0298488-0.0165146j 0.00500083+0.00717639j 0.00963884-0.0273742j -0.00175033-0.0231704j -0.0180288-0.0065048j 0.00809484+0.0167329j -0.0302538-0.0272192j -0.0213705+0.00651608j -0.00161566-0.0406054j -0.0108442+0.0345216j -0.0104337-0.024498j -0.00824257+0.0121938j 
