-0.00896659-0.0262564j 0.0187989+0.0611083j 0.0210854+0.00972883j 0.0642178+0.0191161j 0.0142915-0.00390049j 0.0196531+0.0108131j 0.0563059-0.016631j -0.00751338-0.00218835j 0.0377704-0.0151759j 0.00263565+0.00800827j -0.0120159-0.00180065j -0.0270057+0.0260699j 0.0186929-0.00287366j -0.00499096-0.0189733j -0.00955958-0.0127388j 0.00240272-0.00154667j 0.00360151-0.00900777j 0.00994033+0.00261375j -0.0276806+0.0184436j 0.00900555-0.0144467j -0.0154789+0.0163024j 0.00397895-0.0356463j 0.00551825+0.00954999j 0.0160422+0.00729686j 0.00645803+0.00641316j 0.0120339-0.0101161j 0.00169187-0.050973j -0.012394-0.026875j -0.00187005-0.00535009j -0.00731562-0.0295765j 0.00296396+0.0321188j 0.0037969+0.000241297j 0.00466554-0.00606733j 0.0126388-0.0004146j -0.0158946-0.0450225j -0.00584543-0.000554181j 0.00109209-0.0298038j -0.0731515-0.00718254j 0.00216174-0.0195038j 0.00338893-0.017502j -0.00410921+0.0159072j -0.0280932+0.0442356j -0.038891-0.00932048j 0.0369075+0.0566298j 0.00424891+0.0971431j -0.0875157+0.0897187j -0.0786047-0.0404504j -0.0543405+0.0403683j -0.0725478+0.0150899j 0.0167059-0.0925581j 0.0603257-0.0360418j 0.0119568+0.053116j 0.0284808-0.0481841j -0.0919859+0.091491j -0.167428-0.211324j -0.124118-0.0208026j 
-0.0120786-0.0299158j 0.0512785-0.00400753j -0.0801116+0.004459j -0.00833501+0.0651531j 0.044538-0.034467j -0.0755574+0.110129j -0.0462241-0.067737j 0.115957-0.01082j -0.00164745+0.027135j 0.0228828+0.0345472j -0.132724+0.0724595j 0.112143+0.00455431j 0.0066451+0.141359j 0.0986412+0.10827j -0.0168424+0.00891297j 0.0885652+0.0610846j -0.15691+0.181709j -0.11379+0.164808j 0.0446329-0.116236j 0.0613568-0.0108062j 0.102861+0.0374397j -0.126916+0.0121706j -0.0180728+0.0789602j 0.027594+0.00264836j 0.0157695-0.16668j 0.0617472+0.0943439j 0.0564145+0.0538867j 0.0851681-0.0152064j 0.0430644+0.0244741j -0.12824-0.0150161j 0.124664-0.0157451j -0.163353+0.0587466j -0.0715871+0.0525843j 0.0303032-0.027332j 0.110458-0.0266748j 0.0423774+0.104173j 0.0550044-0.0861503j 0.0446655-0.0111783j 0.0784704-0.0639521j 0.0721821-0.0767126j -0.0395621+0.0874885j 0.102381-0.0318073j -0.0103891-0.0323699j 0.0770407+0.0286286j -0.121864-0.023349j -0.0252251-0.0040642j 0.0190522+0.0428101j -0.0227739+0.0782646j -0.049978+0.00667681j -0.0135997-0.00610686j 0.0396207-0.0131509j 0.0263769+0.0170809j -0.0597005+0.0137169j -0.0444836-0.0329963j -0.0288636-0.031594j 0.0517972+0.0381499j 
0.00633497+0.0132464j -0.0110171-0.034187j -0.0131697-0.0119662j -0.000507655-0.0293468j -0.0242561+0.0218254j 0.0244368-0.0949406j 0.144615+0.0338824j -0.109495-0.0277506j -0.0309427-0.0560235j 0.0391313-0.0522938j 0.0317623-0.0113379j 0.0435739-0.0133574j 0.0327385-0.0512741j -0.0352586+0.0418216j 0.172107-0.048019j -0.023861+0.00369955j -0.0338048+0.0712695j 0.013458+0.00716088j -0.0242111+0.186119j 0.0188368-0.116054j -0.00568443-0.0276407j 0.0995401+0.0678873j 0.0265131+0.0687792j -0.00293086-0.0146547j -0.155197-0.00479199j 0.175978-0.0880808j -0.0861738-0.105027j 0.0370503-0.0244725j 0.0669648+0.0470563j -0.042483-0.0599133j -0.00177748-0.0220543j -0.0254463+0.00481284j 0.00709879+0.0126282j -0.063703-0.0241608j -0.00563852+0.0769451j 0.0141289+0.123846j -0.0762363-0.135083j 0.0208798-0.0744938j 0.129713+0.0422929j 0.0632696+0.060428j -0.070287-0.05511j 0.114743-0.0527852j 0.083284-0.0474818j 0.110889-0.0560913j -0.0631695+0.085275j 0.131251+0.0114314j 0.113364-0.18161j -0.00191592+0.0404173j -0.0543846+0.023285j -0.0286376+0.0694988j 0.0149853+0.0633266j 0.00707407+0.0161595j 0.0197004+0.0124434j 0.0305525+0.019152j -0.00854669+0.0257079j -0.031268+0.0143393j 
0.00864604+0.016107j -0.00212646+0.00646767j 0.0217336+0.00726982j -0.00192481-0.0279807j -0.0171162-0.0351244j 0.00379206-0.0313951j 0.0478329+0.0638103j -0.0770862-0.0552971j -0.0127924-0.0647273j 0.0134794+0.172868j 0.145062+0.112735j -0.147289+0.0190939j 0.0835129-0.0918384j 0.0600726+0.100792j 0.0525534+0.0308726j -0.106631+0.0353381j 0.000993605-0.00205367j -0.156081-0.0745935j 0.0360557-0.0287599j 0.12509+0.0518062j -0.103755+0.158848j 0.00488065-0.0880753j -0.135563+0.171785j 0.00601716-0.0576847j -0.0699052-0.050612j -0.0495207+0.0262916j -0.0661477+0.0851734j -0.032844-0.0605463j -0.0800801+0.0420688j -0.066936-0.0169521j -0.000540362+0.0251401j 0.0224925+0.00824921j 0.0987405-0.0111609j 0.0273556+0.032057j -0.00345427+0.044987j -0.0202405+0.0226028j -0.00875283+0.0694505j -0.00357937+0.00301397j -0.0737971+0.0329022j 0.0206048+0.0934795j -0.0406225+0.0426696j 0.0918909-0.0991395j -0.0614424-0.0285473j -0.00181505-0.0196489j -0.0199871-0.00883438j -0.0543531-0.0778868j 0.0139544+0.00983592j 0.0329282-0.0302022j -0.0362983-0.0591809j -0.0881058-0.023651j 0.0575861+0.0943591j 0.0340276+0.0760924j 0.0227686+0.00174209j 0.0460615+0.000151111j -0.016725+0.00529848j -0.0243791-0.0109342j 
0.0349593-0.00470702j -0.018017+0.0147465j -0.00206028-0.00915241j -0.0182406-0.0293606j -0.0234286+0.0154078j -0.0272413+0.0248527j 0.0342295-0.0167633j 0.0441369+0.00635616j -0.0275938+0.0576464j 0.0133915-0.0621116j -0.0932045+0.00846159j 0.0393347-0.0298254j -0.0101843-0.0594692j -0.115674-0.0447797j -0.0213038+0.0397846j -0.0210806+0.0273819j 0.0116904-0.0115655j 0.0681894+0.0457679j -0.0325692-0.00150857j 0.00715932+0.0243334j 0.0978251-0.00241715j -0.0294615+0.0198902j 0.0245879-0.0115114j 0.0133211-0.0434224j 0.0535714-0.0529085j -0.00338859-0.0331691j 0.0194887-0.0646443j 0.140329-0.119011j -0.00440075+0.00129034j 0.0349648+0.0709883j -0.00536137-0.102311j -0.0451413-0.102413j -0.0543454+0.135713j -0.0600849+0.000282626j -0.0738956+0.0106886j -0.0168213+0.0030149j 0.0984998-0.0441047j 0.0350442-0.0378404j 0.0108213+0.012476j 0.0297745-0.0482468j 0.0586846+0.0245894j -0.0223115+0.0254663j 0.0520805-0.0449173j 0.0374015+0.00832157j 0.0743654+0.00746361j 0.0052872-0.015883j -0.0152916+0.0316029j 0.00715675-0.0603753j 0.0147686-0.0211791j 0.00819532-0.0390048j -0.0194371-0.0532546j -0.00655865-0.0351887j 0.00396207+0.0179547j -0.010158+0.0119765j 0.0175446+0.0154578j 0.0187248+0.0150057j 
0.0201518-0.0492448j 0.00206723-0.00299397j 0.000959098-0.0370835j 0.0335089-0.0338543j -0.00508219-0.000186337j 0.0891347-0.0980025j 0.0492852+0.10892j -0.0641332+0.000947405j -0.0364677-0.00216617j 0.116141-0.117268j -0.0220227-0.141434j 0.0735421-0.100749j 0.0269612-0.00163628j -0.145206-0.0317653j 0.0310556+0.0755071j 0.0308646+0.0391572j -0.0615362-0.127076j -0.0275429-0.152961j 0.030659-0.0841672j 0.0373354-0.0726667j 0.00189778-0.136313j -0.11475-0.00652156j 0.0223343+0.056094j -0.0637678-0.027075j 0.01052+0.055972j 0.057459-0.0110337j 0.0415447+0.0777172j -0.19641+0.0167302j 0.0169855+0.00323054j 0.152185-0.157979j -0.0224385+0.0948049j -0.0298407+0.0781745j -0.0381701+0.0405915j 0.105988+0.0779882j -0.0189861+0.0344576j -0.139886-0.0137238j 0.0278465-0.0453001j -0.0383064-0.0430308j 0.0638061+0.0904254j -0.037034-0.0569321j 0.0294511+0.0260383j -0.0208189+0.0458369j -0.0297481+0.0258605j 0.0672994-0.00758219j -0.00491984-0.0391062j -0.0692148+0.0225406j 0.0655674-0.0787615j 0.0220424-0.011294j -0.0367112-0.00475892j -0.0783194+0.0800308j 0.0214834+0.0720901j -0.00842967+0.0507001j 0.0186185+0.0153499j -0.00745844+0.0264773j 0.0062027-0.0105055j -0.000290535+0.0321268j 
-0.00413921+0.00462389j 0.0447687-0.0443846j -0.018584-0.0192504j -0.0328096+0.0431674j 0.0236605+0.0117344j 0.00862522+0.00629698j -0.0588423+0.00981691j -0.0377729-0.0544133j 0.00874294-0.0028881j -0.0993418+0.0437j -0.00956839-0.0081289j -0.000427015+0.0836832j 0.0339227-0.0717483j 0.0580871+0.0266063j 0.0258111-0.0779437j 0.120417+0.0695802j 0.0205187+0.0318255j 0.0756914+0.0512314j 0.0705259+0.0277323j 0.0429978+0.127004j 0.0668193-0.0579085j 0.0369462+0.0727547j -0.0375923-0.105678j -0.089284+0.12536j 0.0250903+0.0794044j -0.0525675-0.0183055j -0.173302-0.0214228j 0.168707-0.0506071j -0.00256385+0.0450234j -0.0126201+0.0981642j 0.0229921+0.0243341j -0.0163497+0.0328585j -0.0449541+0.0169191j -0.0578223+0.0158433j 0.0713779+0.0881617j -0.00136478+0.0381168j -0.008839-0.00842448j -0.0134563-0.0641089j 0.070082-0.013089j -0.0468667+0.0170184j -0.013104-0.00221074j 0.0344909+0.0887018j -0.00520919+0.0148822j 0.0297463+0.0364664j -0.0416607-0.0344561j 0.0347523+0.0439805j -0.0168632+0.00861703j -0.035488+0.00398076j -0.0381264-0.0265698j 0.0484649+0.0143665j 0.0141866+0.000253618j 0.00752255-0.0206906j -0.0178521+0.0251681j -0.0145015-0.0372467j 0.0283055+0.056701j 0.02395-0.00382153j 
-0.0382697+0.0474496j -0.00630781+0.0082363j -0.000839524+0.0147066j -0.00282224+0.028943j -0.0101432+0.0314742j -0.0567097+0.0981432j -0.0139119-0.108213j 0.0692819+0.0682239j 0.0703499+0.0210603j -0.00407145+0.0351661j 0.0323777+0.0361582j 0.0555893+0.0572113j -0.0204263+0.0704003j 0.084473+0.0122524j -0.0659334+0.019345j -0.0773655+0.0304146j 0.0698806+0.0827557j -0.0514097-0.027332j 0.13431-0.0675512j 0.0399522+0.0783535j 0.0588453+0.108793j 6.5604e-05+0.0203781j -0.0134184-0.046611j -0.00954676+0.0259781j -0.132947-0.0677719j -0.00916042-0.0891609j -0.0589241-0.0604789j -0.0793908-0.00461369j -0.0084614-0.0755218j -0.0182569-0.0498482j -0.0912813-0.0220997j 0.0479793+0.0993995j -0.0139581-0.0826874j 0.0161105+0.0574415j -0.00503102-0.0352062j 0.019963-0.0104739j 0.0545959-0.0524241j 0.00996997+0.0294183j 0.00769782+0.00339036j 0.00111646+0.00226039j -0.0242967-0.00179449j 0.00365497+0.0279705j 0.0164679+0.0290575j -0.00665707+0.0282127j -0.0148131-0.0134876j 0.0112726+0.0082692j -0.0161689+0.0256002j -0.0149528+0.0157237j 0.00899239+0.00632706j 0.0368619-0.0026858j 0.0215111-0.0585451j 0.0142669-0.0419113j -0.00149877-0.027933j -0.00744075-0.0532474j -0.0133266+0.0037064j 0.0222412-0.0347536j 
0.0503673-0.00769369j 0.00245027+0.00233891j -0.00199021+0.00762991j -0.0521588-0.030659j -0.0422033-0.0615581j -0.00237491+0.0400447j 0.0241939-0.0701085j -0.0550776-0.0475795j -0.074281+0.0824437j -0.0497091-0.0725048j -0.0387762+0.146916j -0.139026-0.0592598j 0.143192-0.173077j -0.00666987+0.102631j 0.0508067-0.0130612j -0.0491559+0.0745851j -0.0047181+0.0506058j -0.0664906-0.000267634j -0.0161706-0.010061j 0.138201+0.00296624j -0.0105829+0.0596208j -0.0223642-0.0567675j 0.0468189+0.0833417j -0.0858343+0.018184j -0.101193-0.0706528j 0.0543833+0.0041359j -0.0781175+0.0305917j -0.0096919-0.127655j 0.0451501-0.102366j 0.116046+0.0350466j -0.0172844-0.0934262j 0.0230121-0.0332535j 0.0843554-0.0136784j 0.00773021-0.0415637j -0.036107+0.0114745j -0.0478691+0.0628282j 0.106701-0.0706723j 0.0654442+0.0332212j -0.0412107-0.000726482j 0.0487595-0.00293771j -0.00376876-0.0135381j 0.0107548-0.0240606j 0.038999-0.0586284j 0.0331617+0.00740631j 0.100145+0.105861j 0.052834-0.0643866j -0.00562537-0.0339063j 0.00716892-0.0806611j 0.0111035-0.00595941j -0.0183966-0.0595893j -0.0299284-0.0296021j 0.0143273-0.0018764j -0.0178373+0.00222183j 0.0308836+0.0282866j 0.0264266+0.0272845j -0.0194582+0.00909643j 
-0.00154863+0.00937001j -0.00105517-0.0231606j -0.0165392+0.0603576j 0.0167704+0.00335249j 0.0523454-0.0860456j -0.0305718+0.00121881j -0.0772344-0.057787j -0.0399405-0.0638484j -0.0897187+0.0318152j -0.0416195-0.0759592j -0.0628116+0.0819579j -0.0683893+0.0246772j 0.0262988-0.0277967j 0.0872513+0.0954776j 0.0332482-0.030691j 0.0870533-0.0245531j -0.0936361-0.0483096j -0.0398019-0.0411602j -0.00613555+0.00752708j 0.0538836-0.0612101j -0.0331557-0.0167553j -0.0236372+0.0200328j 0.0132742+0.0188304j -0.00788857+0.0470635j -0.0308312-0.0231087j 0.118538+0.123596j -0.0610055+0.111714j 0.0120754+0.0352746j 0.10102+0.00785044j 0.134532-0.0090196j 0.103731+0.0238019j 0.077951+0.0750129j 0.0279279-0.075555j 0.0580852+0.00922528j 0.0596162+0.0315114j -0.0243578+0.0264547j 0.0394918+0.0281618j -0.0364422+0.0683612j -0.0153235-0.0838226j 0.0312971+0.0297238j -0.0361127-0.0593844j -0.027101-0.00223119j -0.0432926+0.0639938j -0.0583556+0.00525063j 0.0277933+0.0392079j 0.0336983-0.0555435j -0.0138847+0.045763j -0.0123-0.0628886j -0.0213104+0.0181751j 0.00159245-0.0280911j -0.0485737+0.0147924j -0.021256+0.00216179j 0.00267873-0.00997244j 0.0137792+0.0324801j 0.00934437+0.0304415j 0.0040024-0.00426458j 
-0.0199355-0.00644253j 0.0292384-0.0721272j -0.0239199-0.0558771j -0.0201843+0.00798642j -0.0506334-0.000821614j 0.0956817-0.0289056j 0.00382038+0.0188032j -0.110758+0.0230329j 0.00589763+0.0222737j -0.108181+0.119065j 0.0825164+0.161559j -0.145326-0.0869642j 0.166661-0.0806091j 0.0927783+0.126393j 0.0883885+0.0191853j -0.053557+0.0718328j 0.0504569+0.092353j -0.116931+0.0570073j 0.0122736-0.138144j 0.0199376+0.0627081j -0.0548011+0.103954j -0.00058302-0.123028j 0.0466949-0.0484219j -0.167522+0.0602384j 0.0466673+0.0227884j -0.0640454+0.011595j -0.0923414+0.0318044j -0.0717881+0.00132799j -0.037344-0.118687j 0.0514996+0.0965797j -0.0547802+0.0512358j 0.0948389+0.0703234j 0.0924115-0.0588713j -0.0921606-0.0758456j 0.0614869-0.0386491j -0.0292841-0.0168104j 0.0117928-0.00123912j 0.0131828-0.00177527j 0.0352436-0.0498105j -0.0199354+0.0557166j -0.00348455-0.00334412j -0.00064104-0.00662319j -0.0439458-0.0104448j 0.0054499-0.0210378j -0.0749602+0.00318005j -0.0358277+0.0352288j 0.00669322-0.0117377j -0.037865+0.046766j -0.0253298+0.00904778j -0.00601756-0.0126013j -0.0200449-0.00445528j 0.0133337+0.0282551j -0.0423061+0.02239j 0.00575658-0.0162708j 0.00255141+0.0327603j -0.00575923+0.0348868j 
-0.032608+0.0128358j 0.0571858-0.0267874j 0.049633-0.0275328j -0.0339157-0.0079194j -0.0111959+0.0298219j -0.0655657+0.0943856j 0.0736072-0.0397409j -0.0232465+0.0529824j 0.0509097-0.0174298j 0.00762047+0.0572785j 0.0748881-0.0924603j 0.0567327+0.0875738j 0.100912+0.0667998j 0.0268777-0.0423546j 0.00554526-0.04111j -0.182156+0.00864636j 0.0347753+0.0244066j 0.0345903-0.094285j 0.18775+0.125202j 0.0812039+0.0756888j -0.0211017+0.082769j 0.104715-0.0261529j -0.0428451-0.0399824j -0.0743036-0.117714j -0.0926193-0.0695449j 0.064633-0.0479299j -0.0232412-0.0761095j 0.0533562+0.00537309j 0.179221-0.0281952j -0.0149277-0.00735643j -0.0513417+0.0545483j -0.0450866-0.0781867j -0.028198-0.0947926j -0.0472136-0.00750118j -0.034275-0.0546568j -0.0224738-0.0631201j 0.0559693-0.0465072j 0.038312-0.034625j 0.0578415+0.0296423j 0.0358435+0.059576j -0.021827-0.0297672j 0.0528544-0.0176828j 0.0218416-0.0152819j 0.07055+0.0138337j -0.0299191-0.0485101j -0.0277267+0.0152396j 0.0377346-0.0457156j -0.023064+0.0119769j 0.00579528-0.0095981j 0.0070764+0.0156281j 0.019946-0.0480839j 0.00256554-0.0147004j 0.000437306-0.0234878j 0.0153453-0.0662328j 0.0298563+0.0372381j -0.0135478-0.0485777j 
0.0190785-0.107391j 0.0405664-0.0316152j 0.0890393-0.0870215j -0.0302075-0.0180972j 0.0543193-0.14196j 0.0826485+0.0233452j -0.145395+0.136502j -0.102065-0.132424j -0.169587-0.0444824j 0.0086728+0.00533471j 0.0252473-0.138343j -0.0748341-0.0259068j 0.0163912-0.185632j -0.0643524-0.114342j 0.0125711-0.172198j 0.0154347+0.0537603j -0.0622782-0.0317258j -0.0539603-0.037087j -0.0744187+0.10729j -0.0307573-0.00871966j -0.161783-0.0821135j 0.0854601-0.053447j -0.0365084+0.103305j -0.00521143+0.0430234j 0.0857851+0.0306544j 0.0677676-0.00666276j -0.0267521+0.0648742j 0.146834+0.0297578j 0.0525935+0.110328j 0.0364676-0.0290166j -0.00701106-0.00619873j -0.0489753-0.0548863j 0.00562875-0.088719j -0.0247064-0.021218j 0.109311+0.0156903j 0.0039672-0.0470915j -0.0596619-0.0220341j -0.00174377-0.0425877j 0.0395575-0.0206418j -0.0738957+0.0651837j 0.0256036-0.0268338j -0.0353206+0.0481053j -0.0228789-0.0282189j -0.0391048-0.0401999j -0.0200846-0.0211634j -0.10357+0.0430774j -0.040682+0.0107555j 0.00570547-0.0371735j 0.00454336-0.0207109j 0.0600558-0.0211817j 0.03063-0.0201621j -0.044704+0.0698664j -0.010205-0.0430056j -0.00532903+0.0173536j 0.045004+0.0405583j 0.0221477+0.0558143j 
0.0433457-0.0239672j 0.0206288-0.000944016j -0.0449373+0.00472781j 0.00672775+0.0561514j -0.00638729+0.0575535j 0.0376797-0.0188759j 0.00391729-0.0187883j -0.0477315-0.0512544j 0.0256915-0.017223j -0.0674657-0.0130126j -0.0305142+0.013605j 0.0349658+0.0880811j 0.0339275-0.0273555j -0.0106698+0.102138j 0.0146766+0.0599864j 0.0718488+0.0683792j 0.0189885+0.00213775j -0.0514618+0.0230217j 0.0506447-0.0450922j 0.0317552+0.0177844j 0.0602639+0.00379684j -0.0486702+0.0485971j 0.00796987-0.00678291j -0.0900741+0.0765137j 0.0189088+0.0216587j -0.00887053+0.00664449j -0.0522637-0.0196686j -0.0358646-0.0235992j -0.0602504-0.0341952j 0.0470873+0.0249984j 0.0126492-0.026691j -0.060769+0.115458j 0.0117764+0.0121012j -0.0720763-0.0445557j -0.0172285+0.0877937j 0.0127627+0.0481768j -0.00528702+0.0114482j -0.0131347-0.00774265j 0.0274366-0.00447058j 0.00481377-0.01554j 0.0102765-0.0211797j -0.00892159-0.00246638j -0.0280558+0.0110713j 0.0359982+0.00478033j -0.0153934-0.00711897j 0.0515807+0.00495732j 0.0173698-0.0269296j -0.0172472+0.00951534j -0.0598084+0.0177098j 0.0177917+0.04732j 0.00687677+0.00913323j -0.0190441-0.0252429j 0.00357844+0.0118601j -0.0308238+0.00116061j 0.0192162+0.00725664j 0.0105689-0.00212887j 
-0.0119964+0.00209516j 0.077696-0.0608431j -0.0623581+0.0343366j 0.037475-0.0315665j -0.0214449+0.104483j -0.0790346-0.13526j 0.1459+0.0395842j -0.0430686+0.128545j 0.125798-0.0218219j -0.0978433+0.0863992j 0.000258409+0.00735709j 0.0284593-0.0166103j 0.106988+0.11655j 0.0440404+0.00168418j 0.0684623+0.0745362j 0.00216099-0.119114j 0.0284454-0.0707167j 0.0376994-0.0416722j 0.0258608-0.0927132j 0.0850079-0.0691249j 0.0634498+0.0312182j 0.00278041+0.0245056j 0.000789205-0.0626349j 0.0748488+0.0356395j 0.0809102+0.0240353j -0.000574073+0.034671j 0.0189332-0.014016j 0.0505344+0.00272522j 0.0202223+0.0540739j -0.0311282+0.106409j 0.0303377-0.0528913j -0.0189334-0.0476714j -0.0399936+0.0344379j 0.00129134+0.0221157j -0.0713904+0.0291505j -0.0276741-0.00372537j -0.00214157+0.103326j -0.036132-0.073189j 0.0179604-0.0176852j 0.0086585-0.00774475j -0.0201666+0.0108421j -0.00442866+0.0017687j -0.0455242-0.0369479j 0.0993858+0.0409718j 0.0344245-0.0216566j 0.0301425-0.0995293j 0.0357649+0.0207565j -0.0356416-0.0110536j -0.0611043+0.00495857j -0.0212795+0.0548326j 0.0051841+0.107176j 0.020683-0.0242126j -0.00764532+0.0417345j 0.0354535+0.0142743j -0.0114158+0.0308263j -0.0186714-0.000376817j 
0.0301682+0.0254676j -0.0414538+0.0572958j -0.000494759+0.0152945j -0.0071223+0.00584705j -0.00297908+0.00903172j 0.0218098-0.0547485j 0.0203081+0.0884091j -0.00974438-0.0715509j -0.000572358-0.0930108j 0.0328195+0.13065j 0.0772421+0.0369632j -0.0270755+0.0414528j 0.0520539+0.0199949j -0.000376235+0.0463124j 0.0397498+0.0104777j 0.0191515-0.0336885j -0.0345299+0.0180493j -0.00789875+0.0818772j -0.0301006+0.0521378j -0.0810729+0.0811199j 0.0024027+0.0231947j -0.0128804+0.0110784j -0.0113069+0.0254971j 0.0217411-0.0642515j 0.139269+0.0112419j -0.0269176+0.0273795j 0.0159184+0.0227442j 0.0259413+0.0150351j 0.0287911+0.0806134j -0.040821+0.0149209j 0.0752686+0.0731556j -0.00531328-0.0188677j -0.00375884+0.0380064j 0.018329-0.0368032j -0.0201874-0.00176056j 0.000285267-0.0196442j -0.0569309+0.0336417j -0.0805916+0.0652067j -0.0296249+0.00544207j 0.00114193+0.0948389j -0.00279749-0.0287649j 0.0263387-0.0612405j -0.00513888-0.0103186j 0.0657251-0.0336116j 0.0216828-0.0437236j -0.0209261-0.0267682j 0.00863342+0.0147587j 0.0298767+0.0361587j -0.0113869+0.0016202j -0.0868245+0.00624959j 0.0194566+0.0488622j 0.0252519+0.0180918j 0.0105995-0.0107641j 0.0267875+0.00723492j 0.00526335-0.0279992j -0.0273955-0.0288j 
0.0663348-0.0388851j 0.0127061+0.02545j -0.0211176-0.0461712j -0.0376029-0.00902916j -0.0748656+0.0714731j 0.0764767-0.0938024j 0.0667468+0.0772415j -0.0808112+0.0386263j 0.0188725-0.0251904j -0.0353046+0.0969666j 0.0500184+0.0195877j 0.000620827-0.0792713j 0.12394-0.04793j -0.0475193-0.0267895j 0.0495946-0.00118546j 0.000546918+0.00979673j 0.0442836-0.00713969j 0.00365116+0.0437943j 0.00219492-0.0818859j -0.0687193+0.0138893j 0.014535-0.00842213j 0.0516454-0.0416579j 0.12841-0.048526j -0.071214+0.0705221j 0.0654978+0.0426515j -0.0367529-0.0359062j -0.00429171-0.00668735j -0.0404442+0.0139645j -0.0155178-0.054649j -0.0182614+0.000722513j -0.0153835-0.059109j 0.00239243+0.0560467j 0.01891-0.00126754j 0.00990733+0.00982062j 0.0112891+0.0180706j -0.0359046-0.0602892j -0.0280222+0.0154043j -0.0134071-0.0310831j 0.00601431+0.010197j 0.00105753+0.0151953j 0.017609-0.0415408j -0.046305-0.0164102j 0.0338944+0.0069395j 0.0734284-0.00867555j -0.00571727-0.0466645j -0.00902683+0.00170387j 0.0540841-0.0248608j -0.0244003+0.0571937j -0.0304796+0.0148765j -0.0163966+0.050787j 0.033271+0.0443941j 0.0152151-0.00696872j -0.0169142+0.0108602j 0.0086581+0.0153561j 0.0230461+0.00678182j -0.00131451+0.0203478j 
0.0570714-0.0589171j 0.0639622-0.0131428j 0.0433969+0.000425259j 0.0227611-0.102226j -0.0772576+0.0989758j -0.112943-0.0301059j 0.110353-0.0523402j -0.0386393+0.232874j 0.0425489+0.076766j -0.201875+0.0986398j -0.0794912+0.0158247j 0.102272-0.107498j 0.0573302+0.00625184j 0.0571665-0.132924j 0.14438+0.0408038j -0.066938-0.103162j -0.00161675-0.0664865j 0.0152031+0.0368206j -0.0147291-0.137615j 0.0620663-0.211541j -0.0265431+0.0287824j 0.130156-0.076006j -0.0540475-0.0373144j -0.00919058-0.0545165j 0.0308812-0.0211793j 0.00411017-0.0688269j 0.117447+0.0995723j -0.0341696+0.0218451j -0.013659-0.0273824j 0.0137991-0.00355492j -0.0716009-0.0313471j -0.0209908+0.00232959j 0.0228374-0.00274179j -0.00794977+0.0626121j 0.0230744-0.0754259j -0.0544424+0.00191441j -0.0103798-0.00839993j 0.0109541-0.000958105j 0.00791722+0.0186566j -0.0230542+0.00659555j 0.0635859-0.0200457j 0.00941397-0.00106126j 0.0295954+0.0197497j -0.045759-0.0209434j -0.0029091+0.0243167j -0.0439406+0.0108495j -0.0244701+0.0121936j 0.00235796+0.00585053j 0.0425912+0.000657348j 0.0365206-0.0371866j -0.00416609-0.0117748j 0.00341243+0.0171423j -0.023937+0.0201302j 0.00939261-0.00176853j 0.0108961+0.0390768j 0.00221456+0.0213587j 
-0.019831+0.030237j 0.00373397-0.0281556j 0.00743155+0.0784668j 0.0932187-0.0106875j 0.0331113+0.0256149j -0.0531184-0.0127228j 0.00956597-0.0393975j -0.0345976+0.00100046j 0.0316125-0.0268643j -0.0507382-0.0102241j 0.0259466-0.00143278j 0.109725+0.104335j -0.0645815+0.0549044j 0.110271+0.0823991j 0.105583+0.0905663j 0.030644-0.0835932j -0.0696553-0.021954j -0.0210369-0.0310276j 0.0548821-0.0432892j 0.0220025-0.0518104j 0.0228608+0.0156321j 0.0146595+0.0618143j -0.126991-0.013187j 0.018902-0.057187j 0.0322255+0.0117948j 0.0339906-0.0243275j 0.00788353+0.0726571j -0.0338633-0.0536071j -0.0337916+0.0298137j 0.0232226+0.0437345j 0.00609836+0.0579086j 0.0618618+0.0872271j -0.0223938+0.0619306j -0.0283658-0.023807j -0.019996+0.0338005j -0.00451513+0.0959394j -0.031385+0.00977117j -0.062783+0.0578321j 0.0482251-0.0312306j -0.00728604+0.00739356j -0.0453267+0.0295486j -0.0131073+0.0176815j -0.029827-0.0188204j -0.0567554-0.0609353j -0.0337732+0.0156387j -0.023058+0.0100525j -0.0101797+0.0213422j 0.0258919-0.0293851j -0.0253154+0.00507596j -0.035985+0.00217254j -0.0258027+0.0332802j -0.019879+0.0308975j 0.029844-0.0111101j 0.00761764-0.0120613j -0.00231333+0.0174582j -0.0115392-0.04124j 
