-3.20047e-16+0.0144506j 1.39623e-15+0.0410662j -8.00483e-18-0.0280313j 3.01568e-17+0.00172809j 1.28716e-17+0.004719j 7.42496e-18-0.0139738j -1.50208e-17+0.00352988j 7.88356e-18-0.000119992j -1.9172e-17+0.00650691j 1.51437e-16-0.0257139j 1.89364e-16-0.0151003j -3.27915e-16+0.0211546j 1.61297e-17-0.00813478j 2.10327e-17-0.00157929j 6.42307e-16-0.00229497j -7.64023e-15-0.0224048j 1.07035e-16+0.00502555j -9.75116e-17-0.0157198j 1.10061e-16-0.00138915j -1.73603e-16-0.0366749j -1.30359e-16+0.0181577j -6.27071e-17+0.00478105j -1.83588e-15+0.0164183j -2.57069e-16+0.00354619j 6.42302e-17-0.000746648j 2.73271e-17-0.00310861j -7.31789e-17+0.0222723j 1.72001e-15-0.0163244j 8.54474e-14-0.0250997j -1.58404e-16+0.014457j 1.83037e-16-0.02911j 2.02961e-16-0.0113339j 2.67962e-17-0.00453918j 1.07926e-16+0.00950299j 1.02767e-16-0.000485272j 9.68331e-17-0.0209459j 9.25558e-17-0.00703874j -1.18766e-15-0.0101446j 4.35134e-16+0.0212457j -3.59454e-18+0.00145745j -4.93942e-16-0.0142905j -6.65405e-17+0.00618164j -6.13222e-17+0.00384134j -5.07921e-17+0.018812j 3.52948e-17+0.0072912j 3.44668e-17-0.00673243j 1.68927e-17-0.00646817j 1.00504e-17+0.00571245j 1.07857e-18+0.00915902j -1.24345e-17+0.00507336j 1.03839e-18-0.00796048j -5.83315e-19+0.0166828j -1.38335e-16-0.0357157j -5.82941e-17-0.00413466j -4.54721e-15-0.0122763j -9.56122e-16-0.0339159j 
-1.71463e-15-0.0858295j 4.70167e-15+0.129891j 1.29338e-15-0.107889j 1.08666e-15+0.0800981j 3.44616e-16+0.0571258j -5.77091e-16-0.0600007j 1.59041e-16+0.0285353j 2.07281e-16+0.0847654j 6.7018e-16+0.0357484j 1.55416e-15-0.104365j 1.32621e-15-0.0105876j -7.53132e-16+0.0293967j -5.47227e-17-0.131855j 1.00635e-15-0.0175368j -9.1933e-16+0.0323274j 8.63729e-15+0.0257445j -5.91537e-16-0.0148963j 6.31925e-16-0.116206j 1.36744e-16+0.0478941j 3.3742e-16-0.0395127j 3.70102e-16+0.145113j -7.33377e-16+0.0018097j -6.51141e-15+0.051683j -3.39207e-15+0.0609872j 1.06871e-15+0.0354931j 1.83487e-15+0.0511905j -1.2402e-15+0.0689449j 8.17264e-15-0.0950093j 3.94481e-13-0.115429j -1.86233e-15+0.089198j 1.81429e-15-0.105114j 2.70496e-16+0.0175297j -1.09557e-15-0.0346692j -6.80827e-17+0.0863749j -3.11742e-16+0.0384302j -3.55133e-16-0.105909j -4.66205e-16+0.135328j 8.87938e-17+0.0076717j 1.94218e-16+0.0438428j -6.39903e-16+0.00074396j 1.96137e-15+0.0345814j -6.97622e-17-0.0193049j -1.49873e-15+0.0585539j -2.6516e-16+0.0938504j 8.6075e-16+0.0505647j 1.20525e-15+0.0302407j -2.25528e-17-0.13905j -3.36016e-16+0.0793246j 5.29323e-16+0.0085773j -5.06506e-16+0.0395488j 9.42829e-16-0.0623061j -3.87967e-17+0.0723978j 1.00777e-15-0.103239j -1.34756e-15-0.0591257j -3.78949e-14-0.157795j -7.45822e-15-0.0184573j 
1.15343e-15+0.0218103j 1.03871e-15+0.0391966j -1.33794e-15-0.118449j -2.04725e-15-0.0738681j -1.69567e-15-0.0445137j 1.1775e-15+0.0468085j -5.76882e-16-0.0183593j -1.34204e-15-0.004052j -2.30892e-15-0.0805021j -7.43657e-17-0.0759933j -4.06867e-16-0.0524977j -2.43807e-16+0.013235j 1.31974e-15-0.0225964j -1.4782e-15-0.0899946j 1.97932e-15+0.0498727j -1.57504e-14-0.0381688j 9.63079e-16+0.0305788j -1.5223e-15-0.0880693j -3.50278e-16+0.0555217j -2.51304e-16-0.00548072j -1.68688e-15+0.00228803j -1.30416e-16-0.013292j -1.90947e-17-0.00281462j -1.16954e-15-0.00818843j -4.41362e-16-0.008341j -3.70103e-15-0.12878j 4.28802e-16+0.035824j 4.0749e-15-0.00542709j 1.63903e-13-0.0488526j 3.52598e-16+0.051306j -5.3621e-16-0.125929j 2.18082e-16+0.0272425j 6.74235e-17+0.112238j 3.01248e-16+0.0642201j -1.23982e-15+0.0141728j 1.84666e-15+0.0551574j -8.44433e-16+0.0337452j -8.9426e-15-0.106653j 1.73029e-15-0.0491231j 1.04992e-15+0.0233836j -1.64517e-15-0.0345553j -3.2651e-17+0.00409511j 1.55299e-15+0.118862j -1.47462e-15-0.0144913j -1.33501e-15-0.0299304j -2.20927e-15-0.0839843j 1.51951e-15+0.0118858j -7.23633e-16+0.023601j -1.85999e-15-0.0728916j 4.34907e-16+0.0425607j -4.93683e-16-0.0652569j -8.52924e-16-0.00483308j -1.89843e-15-0.115957j 2.54715e-15+0.113914j 6.60118e-15+0.0236183j 6.16301e-16-0.0165216j 
-1.06217e-15+0.0682203j -1.62129e-15-0.0129026j 3.83974e-17+0.0345761j 4.57752e-16-0.0379443j -6.70207e-16+0.00625958j -1.18318e-15+0.0443995j 1.6747e-16-0.00949689j 1.06177e-15-0.0519923j -9.39934e-16+0.024805j 1.55607e-15-0.0123757j 1.86068e-15-0.0439611j -3.66216e-16+0.00035413j 3.9071e-17+0.0413831j -3.08244e-16+0.0254996j 2.06911e-15-0.0411486j -1.51242e-14-0.0515337j -4.23632e-16+0.0177937j -9.56019e-16+0.0629695j -2.12158e-15+0.019598j 9.9486e-16-0.0381784j 7.77886e-16-0.059279j 1.21888e-15-0.0304161j 1.09778e-15-0.00823468j -1.58544e-15+0.0119271j 7.08791e-17-0.0155341j -3.64948e-16-1.98984e-06j 6.00753e-16-0.0291404j -3.61105e-15+0.0262397j -1.74831e-13+0.0514269j 1.24687e-15-0.0508635j -5.48214e-16+0.0354424j -2.1572e-15+0.0378725j 6.87991e-16-0.011011j 5.99125e-16-0.0443882j 8.48892e-16-0.0231914j 1.9538e-15-0.017498j 1.63094e-15-0.0909719j 1.9279e-15+0.0216333j -5.7078e-16-0.00371084j -4.02409e-16+0.0293327j -6.96552e-16-0.0661242j -7.50964e-16+0.0250982j 1.18174e-16-0.0326878j -8.49787e-16+0.00642353j 3.58914e-16-0.0412804j 1.54448e-15-0.0492794j -1.16688e-15+0.0714002j 2.34205e-16-0.0239179j -1.88556e-15+0.0619361j -2.66869e-16-0.00749019j 1.05294e-15-0.00735712j 3.81109e-16-0.0238866j 1.9236e-16+0.0298874j -1.14306e-16+0.014464j 1.33708e-14+0.0699035j 4.28778e-15-0.0407962j 
-1.76006e-15+0.058261j 6.83794e-17+0.0781723j -2.29155e-16-0.00241675j -1.92817e-15+0.0505857j 1.21005e-15-0.0547739j 3.93806e-15-0.128089j -1.5173e-15+0.0474662j 1.23282e-15-0.0515704j -1.68913e-16-0.00939821j 7.75413e-16-0.0371446j -1.98319e-15+0.0582213j -9.24459e-17+0.00614448j 1.54067e-16+0.000659493j -2.16941e-15+0.0655184j 6.80139e-17+0.0348004j -8.80398e-15-0.0235968j 1.06872e-15-0.0205599j 9.41482e-16-0.0147049j 3.41156e-15-0.0871088j 2.58903e-15-0.115101j -6.31763e-16-0.0179147j -1.09078e-15+0.0437026j -1.22793e-14+0.094124j 1.12887e-14-0.135089j -2.25999e-15+0.0771495j -1.80656e-15+0.0250483j -3.30122e-15+0.112103j 8.72033e-15-0.0336269j 3.86614e-13-0.113405j -3.03044e-15+0.0779953j 1.30336e-16-0.00862418j 3.15687e-15-0.0806132j -1.7828e-15+0.038666j -1.17325e-15+0.032659j -2.62352e-15+0.0630836j -9.61689e-17+0.0102796j 1.98398e-16-0.0172177j -3.63132e-15-0.0201932j -1.71542e-15+0.0975855j 5.58642e-16-0.04434j -2.4216e-16+0.00111003j -1.41901e-15+0.0493787j 9.69806e-16-0.0230965j -1.34544e-15+0.0413367j -7.16424e-16+0.0187242j -9.98712e-16+0.0222153j 3.24352e-15-0.100665j 1.77585e-15-0.0659023j 1.30995e-15-0.0562155j 2.24562e-16-0.00222842j -1.96299e-15+0.067814j -4.68263e-16+0.0101548j 1.39991e-15-0.0720826j 2.08304e-15-0.0535214j -8.62357e-15-0.0256785j 5.15975e-17-0.0796112j 
-9.97883e-17+0.042712j 8.5651e-16+0.0265798j -1.53822e-16-0.0380742j -9.92476e-17-0.0214416j 3.25653e-16-0.0552178j 2.0294e-16-0.0178025j -1.08782e-16+0.00483312j 1.06475e-16-0.0385787j 2.13025e-16-0.0568026j -4.25501e-17-0.0422706j -3.49732e-16+0.0168103j 7.87048e-17+0.0134519j 7.67377e-17+0.0153923j -1.73838e-16-0.00226013j 8.71259e-16+0.0231393j -1.17064e-14-0.0315135j 2.83246e-16+0.0108158j 9.3766e-17-0.00869913j 4.94356e-16-0.0468998j -3.83893e-16-0.0567249j -6.56034e-17-0.00397936j 6.19044e-17-0.022399j -2.90976e-15+0.0289559j 4.654e-15-0.0752753j -3.0314e-16+0.013467j -4.55567e-16-0.0669303j -1.31349e-16+0.0546161j 3.15693e-15+5.56699e-05j 1.66674e-13-0.0495552j -2.47009e-16+0.0370215j 3.13816e-16-0.0537241j 4.55473e-16-0.0140079j -1.94209e-15+0.0669873j -5.80565e-16+0.0283597j -5.52896e-16-0.00775734j -7.33418e-16+0.0737182j -9.02735e-17-0.0279903j -2.70744e-15-0.0286954j 1.11053e-15+0.0265533j 1.77673e-16-0.00485621j -8.33234e-16-0.0208882j -2.91006e-16+0.0339124j -1.06554e-16+0.0262432j 6.09794e-17-0.00139276j -2.27253e-16-0.0250489j -2.09759e-16-0.0196169j 2.563e-16-0.00360144j 2.44375e-16-0.0194267j 4.61764e-16-0.0564065j 6.66139e-17+0.013552j -2.3101e-16+0.00509854j 1.97118e-16-0.0074752j -2.53743e-16-0.0602733j -7.787e-17+0.0410754j 4.21608e-15+0.0250488j 7.17925e-16-0.0315455j 
1.32978e-15+0.000985283j -4.49942e-15-0.0342423j 3.26684e-15+0.0271822j 5.04472e-16+0.00876567j -3.15468e-15-0.030011j -4.17543e-16+0.0093318j 6.73453e-16+0.00292744j -3.70349e-15-0.0414637j -2.53815e-15-0.0349058j 8.0448e-16+0.00103254j 2.64765e-15+0.0266907j -2.08301e-15-0.0190014j 2.06276e-15+0.0197332j 1.92183e-15+0.0154995j 1.45008e-15+0.0168688j 3.32664e-15+0.00852399j -3.25493e-16+0.00372223j 1.85422e-15+0.0128547j -2.71081e-15-0.0352129j 5.71002e-16+0.00962889j -4.91949e-15-0.0431195j -3.96363e-16-0.02041j 4.71875e-16+0.00751997j -2.67705e-15-0.0590196j 1.01299e-15-0.00105611j -4.02586e-16-0.00691082j 1.21894e-15+0.0148232j 2.29924e-15+0.0161146j 3.56747e-14-0.011126j 9.26744e-16+0.0157371j 3.14253e-15+0.0289693j 1.62367e-19+0.0122632j 3.07279e-15+0.0537968j -1.96098e-16+0.0082484j 8.66889e-16-0.00490813j 4.26386e-15+0.0536793j -5.64497e-16+0.000655734j -1.52546e-15-0.00931862j 3.87355e-16+0.00190001j -8.65757e-16-0.00437287j 1.05515e-15+0.00852027j 1.74828e-15+0.0209704j -4.70263e-16-0.00021672j -1.68111e-15-0.0204303j -1.70988e-15-0.017752j -5.52937e-16-0.00850551j -8.88956e-16-0.00199701j -3.73412e-15-0.0339698j -3.4881e-15-0.037847j -2.21516e-16+0.00177197j 1.86293e-15+0.00347025j -3.24288e-15-0.0378878j 1.9382e-15+0.0177691j 3.63551e-16+0.00748639j 7.88638e-15+0.0184235j 2.9503e-15+0.0268795j 
4.67656e-16+0.0492514j -1.34387e-16+0.0266657j 8.91678e-16-0.00482334j 4.10766e-17-0.0344657j -1.2668e-15-0.0110722j -7.30287e-16-0.0644903j 2.17929e-16+0.0121243j -1.15817e-15+0.0350797j -9.14631e-16+0.036206j 4.20062e-16+0.0299999j 1.05529e-15-1.44026e-05j -4.27523e-16-0.0114691j 7.82668e-16-0.00319036j 6.57584e-16-0.000185105j 7.2415e-16-0.00161155j -2.0882e-15-0.00672475j 3.25687e-17-0.0277434j 3.10438e-16+0.00231578j -1.77735e-15+0.0393758j -7.36088e-17-0.0236589j -1.57102e-15+0.000409092j 6.15549e-16+0.072325j -1.61144e-17+0.00499018j -2.43554e-15+0.0105669j 1.16834e-15+0.0683464j -4.81553e-16-0.00506694j 8.26967e-16-0.0107513j -6.39512e-16-0.00284526j -5.76205e-14+0.0170474j 7.81863e-16-0.0236187j 1.27327e-15-0.0148327j -3.22803e-16-0.0576892j 2.54993e-15-0.0489511j 2.73291e-16-0.0236172j -1.85195e-16+0.0726857j 1.38555e-15-0.0375006j -4.36745e-16-0.028988j 1.03956e-16-0.000253102j 2.89596e-16-0.0092026j -8.41501e-16-0.0188398j -1.21508e-16-0.0135941j 5.2269e-16-0.0191822j -2.15309e-16-0.00549311j -6.16957e-16+0.0153848j -6.19317e-17+0.0124089j 1.04431e-16+0.0141229j -3.59701e-16-0.0246061j -1.38746e-15-0.000206064j -1.4809e-15+0.00677535j -2.12313e-16-0.0157038j 1.05255e-15+0.0657185j -8.55118e-16+0.0393594j 1.05989e-16-0.0230858j 2.23327e-17-0.000318159j 2.49364e-15+0.0196617j 5.74314e-16-0.0561719j 
1.18419e-15+0.00355487j -1.37076e-14-0.072496j 1.1108e-14+0.0720721j -2.19241e-16-0.000818122j -6.35268e-15-0.0417624j -6.15495e-15-0.0364043j 1.62139e-15+0.010329j -2.73717e-16-0.00446529j -1.87105e-15-0.0144409j 1.05503e-14+0.0682158j 1.08756e-14+0.0741736j -6.43952e-15-0.048176j 4.55162e-15+0.0299785j 4.954e-15+0.0335699j 2.67174e-16+0.00946993j 2.27006e-14+0.0459124j -4.93192e-15-0.0302225j 8.76846e-15+0.0542837j -5.98615e-15-0.0391759j 5.8413e-15+0.035117j -5.17165e-15-0.0351856j 3.13363e-15+0.0129563j -8.22578e-17-0.00922923j -5.33127e-15-0.0601926j 7.85333e-15+0.0496104j 4.27866e-16+0.00368077j -3.18258e-15-0.0216613j 2.44311e-15+0.0330419j -1.18267e-13+0.0362215j -3.70493e-15-0.0261824j 9.15779e-15+0.0605614j -4.80549e-15-0.0258519j -5.02018e-16-0.001727j -4.83487e-15-0.0275864j 3.96539e-15+0.0263883j 9.64673e-15+0.0679642j -2.8237e-15-0.0174234j 8.94484e-15+0.0398243j -2.8862e-15-0.011471j -5.17981e-15-0.0285828j 6.3849e-15+0.0330347j -3.18495e-16-0.00119999j -4.85868e-15-0.0315745j -4.63929e-15-0.0304498j -1.51427e-15-0.0130593j 7.43687e-15+0.0461338j -2.70458e-15-0.0162761j -5.10095e-15-0.0332298j -6.46536e-15-0.0419789j -3.64731e-15-0.0228331j 1.2362e-14+0.0771895j -2.7556e-15-0.0202374j 9.92259e-15+0.0635958j -1.03523e-15-0.00597836j 1.54507e-14+0.0352904j 7.9925e-15+0.0392241j 
-2.13019e-15+0.0214695j -1.36786e-16+0.00102789j 5.60713e-16-0.00865279j 2.14184e-15-0.0237352j 2.75129e-15-0.0301605j 2.84031e-15-0.0317576j -7.14387e-16+0.00743548j -9.36691e-16+0.0117136j 9.88108e-16-0.0119336j -4.94352e-16+0.00471358j -2.13478e-15+0.0208316j 1.78825e-15-0.0169449j 1.30777e-16-0.00345561j -9.26668e-18-0.00327605j -1.23974e-15+0.0152851j 1.26393e-15+0.00621794j 1.45331e-15-0.0153807j -4.82226e-16+0.000490692j -6.38037e-16+0.00768343j 1.1219e-15-0.00856129j -1.80746e-16+0.00195381j -9.95377e-16+0.0160777j -7.8246e-16+0.00445831j 3.79057e-15-0.0236129j -3.9604e-15+0.0472192j 2.37533e-15-0.030228j -2.68291e-16+0.00467878j -3.96313e-16+0.00388679j 3.85341e-15-0.00127557j 4.67959e-16-0.000544583j 2.16338e-15-0.0218359j 1.72063e-15-0.0178964j -5.06185e-16+0.00634653j -1.61406e-16+0.00243643j -3.61937e-15+0.0358715j -2.94191e-15+0.0270003j 9.5105e-16-0.00693215j -2.1396e-16+0.00132497j 6.54841e-16-0.00987836j 8.07262e-16-0.0108712j 3.15792e-16-0.00115523j -2.44372e-17-0.00201756j -1.09297e-15+0.0154182j -2.27666e-16+0.00122195j 1.14445e-15-0.0108302j -8.14721e-16+0.00720616j 1.82867e-15-0.0222727j 1.36374e-16-0.001488j 2.49215e-15-0.0303798j 1.3904e-16-0.000482328j -3.22351e-15+0.0343023j -8.74572e-16+0.00973337j 1.36846e-15-0.0183862j -1.85227e-15+0.0208316j 1.61577e-15+0.0172595j 1.95459e-15-0.0122447j 
-1.78519e-16+0.0191955j 1.85578e-16-0.000440063j -3.08572e-16-0.00380216j 1.2814e-16-0.013605j 3.84044e-16-0.00810611j 2.74098e-16+0.0285228j -5.76213e-17-0.00111236j 1.0162e-16-0.0279551j 1.13586e-16-0.0112416j -8.29851e-17-0.0435912j -3.40945e-16-0.0117614j 3.31426e-16-0.0062191j -1.10527e-16-0.000980865j -1.70398e-16+0.00917052j 4.33198e-16-0.00384997j -6.25576e-15-0.0180482j 1.6642e-16+0.0107214j -5.36781e-16+0.0176594j -1.50255e-16+0.0100157j -1.66756e-16-0.0246751j 3.53184e-16-0.0112786j -4.77206e-17-0.0495646j -3.93755e-16+0.00488375j 1.00953e-15-0.00910996j -4.9122e-16+0.00269191j 2.93286e-17-0.0179849j 8.5437e-17+0.00377879j -3.76535e-16+0.00524596j -4.61994e-15+0.00123394j 2.70402e-16-0.0028672j -3.22646e-16-0.00947018j -2.15194e-16+0.0501167j -7.00141e-16+0.0243963j 4.79189e-17+0.00490318j -1.79075e-16-0.0151249j -4.4806e-16+0.0178717j 2.12359e-16-0.0213909j 1.07763e-15+0.0168726j -4.05554e-16-0.00148257j 5.88819e-16+0.0217605j -1.16738e-15-0.0306751j -1.83568e-16+0.0223839j -4.33516e-17+0.0110258j 4.25256e-17+0.0141993j -2.04314e-16-0.0379724j -3.14799e-16-0.0308562j 1.26167e-16+0.0130734j 2.65966e-16-0.0013727j 3.1823e-16+0.00796174j 9.8345e-17+0.0128574j -5.03545e-16-0.0250921j 1.54442e-16-0.0178196j -1.9899e-16-0.00379766j -1.04102e-16+0.0212068j 4.43118e-15+0.0219435j 9.4003e-16-0.00655545j 
-1.16076e-16+0.00669699j 9.45086e-16+0.0240824j 4.31277e-18-0.0295479j -1.06361e-16-0.0169886j 2.35567e-16-0.0021645j 3.80836e-17-0.0243001j -6.34859e-17-0.00154566j 1.54593e-16+0.0351604j 3.1793e-16+0.00220917j -4.9761e-17+0.00216467j -1.24995e-16+0.00741208j -1.69201e-16+0.0193408j -1.22166e-16-0.00611085j -9.30979e-18-0.0114524j -7.65471e-18-0.0086688j -1.33724e-15-0.00453259j 2.96356e-17-0.00677193j 2.36656e-16+0.00126079j 4.09235e-16-0.00629577j 1.35802e-17-0.0209214j 3.86845e-16+0.0551512j -1.91338e-16+0.00310908j 7.03524e-17-0.00375743j -4.96658e-16+0.0186067j 4.59913e-16+0.0116815j 4.88348e-17-0.0278922j -1.98319e-16-0.000916334j -2.43374e-16-0.00786638j -1.07659e-14+0.00343824j -2.62894e-17-0.010724j 3.77927e-16-0.0457099j 5.0605e-16-0.0258428j 5.06238e-16-0.0354621j -1.53365e-16-0.00353179j 1.98331e-16-0.00976572j -3.98154e-16+0.0074057j -1.60625e-16-0.0166391j 1.43641e-15+0.0204194j -5.07368e-16+0.00935293j -8.56374e-17-0.00565483j -3.52007e-16-0.00190711j 1.10991e-17-0.0105948j -1.12658e-16+0.00139607j 1.16195e-16+0.00963378j 8.3061e-17+0.00465151j 5.27929e-17+0.0258247j 1.49727e-16+0.00210832j 1.95781e-16+0.02985j 3.96934e-16+0.0025396j -7.74175e-18-0.002188j -5.64676e-17+0.017407j 1.52327e-16+0.0364611j -2.14827e-17-0.0238931j -8.40737e-17+0.0104826j -2.05977e-15-0.00427891j -5.99977e-16-0.0215216j 
-3.65023e-16+0.00456145j -1.41568e-16-0.00616297j -4.4418e-17+0.0129865j 3.84455e-16-0.00189271j 5.85649e-16-0.00980634j 5.56775e-16-0.0315775j -2.33333e-16+0.0071716j -1.57103e-16+0.018175j 1.68589e-16+0.00680184j -1.12472e-16+0.0184392j -6.66207e-16+0.0294391j 7.81075e-16-0.00935309j 7.44495e-17-0.000101341j -1.95625e-16+0.0140743j -5.97176e-16-0.00329735j 4.93169e-15+0.0146091j 3.56201e-16-0.0173867j -2.41995e-17+0.0214629j -2.35944e-16-0.0112282j 3.4638e-16-0.00569816j 1.9669e-16+0.0192467j -1.84393e-17+0.00534599j -1.35226e-16+0.000192156j 1.17825e-15-0.0077697j -8.57902e-16+0.0318262j 3.53827e-16-0.000203038j 6.37273e-17-0.00659558j -9.52664e-16+0.00248024j -4.04891e-14+0.0119754j 3.3963e-16-0.0145258j 3.21613e-16+0.00111826j 1.26112e-16-0.0174635j 6.54874e-16-0.0278491j -6.24305e-17-0.0117482j -8.082e-16+0.010669j -6.73221e-16+0.0135803j 1.00339e-16-0.0130695j 1.84417e-15+0.034252j -6.73952e-16+0.00570394j -1.57077e-16-0.0118333j 2.83024e-16+0.00874192j 6.91839e-17-0.00464079j -2.17071e-16-0.0143688j -1.75565e-16+0.00533513j 5.15084e-16-0.00197628j -1.09904e-16+0.0313128j 5.68269e-16-0.0149366j 4.47794e-17+0.00478376j 4.63706e-16-0.00425495j 1.22313e-17-0.00871984j -6.86489e-16+0.0364368j -8.94401e-17+0.014713j 1.48495e-16+0.0109709j -3.16365e-16-0.00714857j 2.37981e-16+0.00326013j 2.93511e-16-0.00240196j 
3.57308e-16+0.00461687j -5.60597e-16-0.014128j -1.07005e-17-0.00773364j -2.5949e-16-0.0148091j -1.46604e-16-0.0204841j -1.46037e-16+0.0166011j 1.77218e-17-0.00791205j 6.18677e-17-0.0152162j -9.15033e-18-0.0326671j 4.22819e-17+0.000610199j 3.09978e-17+0.004674j -1.145e-16+0.00427427j 1.21132e-16+0.017003j -6.06385e-17-0.0126197j 2.0684e-16+0.0073519j -2.2e-15-0.00570112j -6.32128e-17+0.00996732j 1.79103e-16-0.00022281j 1.71267e-16-0.0205749j -9.95205e-17+0.00557554j -3.30001e-17-0.00945155j 1.19955e-16-0.0137076j 6.85588e-16-0.00580622j 1.07442e-15-0.0220993j 9.95101e-17-0.0166367j -3.9044e-16-0.0344927j -1.60011e-17+0.00554933j 1.78408e-16+0.0114788j 7.1177e-15-0.00230406j -6.04495e-17+0.00554981j 4.28277e-19-0.0111548j -6.03035e-17-0.000436801j -7.87907e-16+0.0331896j -3.43963e-16+0.00606315j 1.42795e-16-0.0196137j 1.58508e-17+0.0442643j -1.71396e-16-0.00765652j -1.13601e-15-0.0180134j 4.51579e-16-0.0051877j 4.54464e-17+0.000546544j -8.42693e-17-0.00093838j -7.64081e-17+0.0070095j 5.5091e-17+0.0117147j 1.33832e-17-0.0209998j -2.18228e-16-0.0104587j -7.83658e-18-0.0094564j -2.03855e-17+0.0211232j 2.69169e-17-0.00627263j -4.14291e-17-0.0260132j -1.18009e-17+0.00326008j 2.30154e-16-0.00568181j 1.05968e-16-0.0131664j -5.54675e-17-0.00613473j 1.63389e-16+0.0273008j 5.0765e-15+0.0186718j 8.81393e-16+0.0104644j 
-1.48674e-16-0.0113102j 1.09714e-15+0.0290854j 4.97851e-18+0.012489j 1.09887e-16+0.0646274j -1.84582e-16+0.0149519j -1.29961e-16-0.0059148j 7.43213e-17+0.0086503j -6.16487e-17-0.0503283j -1.36328e-16+0.000242261j 1.52983e-16-0.0237163j 2.96492e-16+0.00190548j -4.39517e-16+0.0331997j 1.10863e-16+0.0124585j 3.458e-17+0.0348095j 7.00943e-16-0.00419736j -6.75012e-15-0.019817j 2.34525e-17+0.0185801j 2.86639e-16-0.0081742j 5.97992e-16-0.071378j -4.35903e-16-0.0377803j -5.96887e-16-0.0125023j 1.90004e-17-0.0122545j -3.80585e-15+0.0375302j 1.44999e-15-0.039603j -5.82258e-16-0.048775j 2.40881e-16+0.0520534j -3.81272e-17+0.051748j 3.91383e-15-0.0192651j 1.94603e-13-0.0575275j -5.5694e-16+0.0443375j -3.71086e-16+0.030093j -1.66992e-16-0.0118159j -4.50012e-16+0.0219486j 2.89976e-17+0.0160918j 7.96829e-16-0.039573j 5.9912e-16-0.0184476j 2.39685e-16+0.00429164j -3.09457e-15-0.016848j 9.8451e-16+0.0658091j -3.55577e-16-0.00585684j 2.62505e-16+0.00795139j 9.28357e-17+0.03056j -8.9436e-18-0.0345854j -3.43096e-17+0.00876702j 1.62051e-16+0.0254949j 2.03459e-16+0.000996847j -1.38928e-16-0.00748184j -1.16081e-16-0.0327102j -1.99988e-16+0.00926446j -3.02604e-17+0.000554817j 1.91398e-16-0.0250236j -3.08311e-17-0.0169269j -1.23104e-16-0.00452306j 1.94981e-17-0.0542832j -9.40424e-15-0.0388758j -2.03555e-15-0.00934932j 
1.05055e-15+0.0256793j 1.17985e-15+0.0141933j -1.64501e-15-0.0261197j -1.66077e-15-0.0313289j -3.05464e-16-0.00638301j 2.41258e-16+0.00613212j -7.58763e-16-0.0118844j 2.80334e-16+0.00062218j -6.73175e-16-0.00925114j 9.28283e-16+0.0111412j -1.06716e-15-0.0242615j 1.23399e-15+0.0242119j 1.30541e-15+0.0208024j -1.72841e-15-0.0270327j 4.60412e-16-0.00492261j -1.07882e-14-0.0276352j 8.44134e-16+0.0118009j -9.78817e-16-0.0118533j -4.63095e-16-0.000745212j -3.60871e-16-0.00828049j 2.97146e-17-0.0031781j 1.58426e-15+0.0237309j 3.34489e-16-0.00872825j -8.27263e-17+0.00901529j -1.6325e-15-0.0225049j -2.18375e-15-0.0353577j 1.35214e-16-0.000389401j -5.04221e-17+0.00502134j -1.48233e-14+0.00435914j -1.57584e-17-0.00508082j -1.35422e-15-0.026772j -1.94996e-15-0.0321635j 1.37539e-16+0.00380274j -2.74529e-16-0.00622955j -7.40449e-16-0.00938283j 3.83169e-16+0.00305645j -1.00837e-15-0.0247452j -4.69342e-15-0.0382305j 9.69403e-16-0.00480733j -1.66852e-16-0.00111882j -1.01169e-15-0.0153391j -5.66611e-16-0.00549941j 4.47538e-16+0.00736916j -1.1359e-15-0.0169828j 8.44969e-16+0.00882655j -4.43073e-16-0.0146975j 2.03837e-15+0.0361064j 2.44789e-16+0.00122427j -2.9892e-16-0.00209445j -2.52897e-16-0.00339849j 7.86589e-17+0.00119033j 7.92125e-16+0.0108094j -1.68748e-15-0.026982j 1.39126e-15+0.0264483j 4.5397e-15+0.0211935j -5.31312e-16-0.0260304j 
