-3.20047e-16+0.0144506j 1.39623e-15+0.0410662j -8.00483e-18-0.0280313j 3.01568e-17+0.00172809j 1.28716e-17+0.004719j 7.42496e-18-0.0139738j -1.50208e-17+0.00352988j 7.88356e-18-0.000119992j -1.9172e-17+0.00650691j 1.51437e-16-0.0257139j 1.89364e-16-0.0151003j -3.27915e-16+0.0211546j 1.61297e-17-0.00813478j 2.10327e-17-0.00157929j 6.42307e-16-0.00229497j -7.64023e-15-0.0224048j 1.07035e-16+0.00502555j -9.75116e-17-0.0157198j 1.10061e-16-0.00138915j -1.73603e-16-0.0366749j -1.30359e-16+0.0181577j -6.27071e-17+0.00478105j -1.83588e-15+0.0164183j -2.57069e-16+0.00354619j 6.42302e-17-0.000746648j 2.73271e-17-0.00310861j -7.31789e-17+0.0222723j 1.72001e-15-0.0163244j 8.54474e-14-0.0250997j -1.58404e-16+0.014457j 1.83037e-16-0.02911j 2.02961e-16-0.0113339j 2.67962e-17-0.00453918j 1.07926e-16+0.00950299j 1.02767e-16-0.000485272j 9.68331e-17-0.0209459j 9.25558e-17-0.00703874j -1.18766e-15-0.0101446j 4.35134e-16+0.0212457j -3.59454e-18+0.00145745j -4.93942e-16-0.0142905j -6.65405e-17+0.00618164j -6.13222e-17+0.00384134j -5.07921e-17+0.018812j 3.52948e-17+0.0072912j 3.44668e-17-0.00673243j 1.68927e-17-0.00646817j 1.00504e-17+0.00571245j 1.07857e-18+0.00915902j -1.24345e-17+0.00507336j 1.03839e-18-0.00796048j -5.83315e-19+0.0166828j -1.38335e-16-0.0357157j -5.82941e-17-0.00413466j -4.54721e-15-0.0122763j -9.56122e-16-0.0339159j 
-2.6813e-17-0.027761j 1.8275e-16-0.00116052j -7.25755e-17+0.00256471j 7.25696e-18+0.0252975j 3.593e-17+0.00976494j 8.07922e-17+0.00371493j -5.01074e-17+0.00406518j 6.37715e-18+0.00114428j -1.3323e-17+0.000255099j 1.15258e-16-0.0106411j -1.1247e-16+0.00561093j 2.23021e-16-0.00565003j 5.37046e-17-0.0169206j -8.74626e-17+0.00419446j -4.61606e-16+0.00829903j 5.00604e-15+0.0155416j -3.07455e-17-0.000745943j -2.2919e-17-0.0130271j 1.07417e-16+0.000338431j 4.62878e-17+0.0124721j 5.79328e-17+0.00528545j -5.59222e-17-0.00930307j -6.98385e-16+0.00541808j 3.39938e-17-2.36639e-06j -2.65496e-16-0.00340536j 7.96223e-17+0.0213544j -1.51957e-16+0.00724365j 1.07354e-15-0.00884627j 5.2137e-14-0.0153469j -2.9985e-16+0.0163725j -1.95521e-16+0.00858637j -2.11505e-16+0.01661j -3.35631e-16+0.00799291j -1.05445e-17+0.0143026j -1.60142e-16+0.000623684j -3.49416e-17-0.0081928j -1.40646e-16+0.0325577j -2.03702e-16+0.00239943j -9.93729e-17+0.00282764j -2.53305e-17+0.000975913j 5.51768e-16+0.0153234j 4.50815e-18+0.000133129j -5.31739e-17+0.00487431j -1.01683e-16+0.00580684j 1.40218e-16+0.00544139j -1.99029e-17+0.00365757j 2.09542e-16-0.0218233j -7.92677e-18+0.00226134j 5.65737e-17-0.00340563j -2.74235e-17+0.00595824j -2.44066e-17-0.0162546j 2.37714e-17-0.00662333j -9.43641e-18+0.00545136j 3.9556e-17-0.0158894j -4.9814e-15-0.0259483j -1.09881e-15+0.0205024j 
-2.40659e-16-0.00921303j 8.59629e-16+0.0152247j -1.55042e-16-0.0138703j 2.21781e-16+0.0111018j 1.11996e-16+0.00321035j -1.86982e-17-0.00391078j 2.40627e-17+0.00192614j -2.27695e-17+0.00260506j 2.57407e-17-0.00361186j -1.38889e-16-0.0150993j -1.30331e-17+0.0014196j 2.36466e-17+0.00947691j -1.26457e-16-0.00950794j 1.08964e-18-0.0006794j 9.71913e-17+0.00281284j -5.20371e-16-0.00109569j 4.82558e-17+0.00243096j -1.50648e-16-0.0109538j 1.35915e-16-0.00889322j -1.70987e-16-0.00988839j 1.46775e-16+0.0183453j -1.55697e-16-0.00810907j -7.96034e-16+0.0077707j 2.19922e-17-0.000940388j -1.02902e-16-0.00477507j 1.72484e-16+0.000731751j 9.72527e-17+0.0137307j 1.07929e-15-0.0100846j 6.08249e-14-0.0179783j 3.50136e-17+0.0137262j -5.08726e-17-0.0145057j 1.02144e-16+0.00119543j -9.18811e-17+0.00253578j 1.37867e-16+0.0117849j 3.20446e-17-0.00831403j -1.60359e-16-0.00109786j 1.48433e-16+0.0104416j -4.80321e-16+0.0002172j 2.36821e-16+0.0122369j -2.94672e-17+0.000144916j 1.26374e-16+0.0034672j 5.69584e-17+0.00292122j -8.90893e-18+0.00453842j 8.20308e-17+0.00798303j 1.4788e-16+0.00430536j -2.50856e-18+0.00379546j -9.21533e-17-0.00971735j 3.40028e-17+0.0070175j 6.08818e-17-0.00250414j 6.36228e-17+0.0052163j -1.74628e-16-0.0103096j 4.64683e-17+0.00563619j -2.18275e-16-0.0136057j -1.53582e-16-0.00503825j -4.26312e-15-0.0169587j -9.19675e-16-0.00167784j 
5.32209e-17-0.00312012j 1.67797e-16+0.0101591j 1.92667e-16-0.006457j -1.57511e-16+0.00724671j -2.33021e-16+0.00813495j -3.34509e-16+0.0090021j 3.90869e-17+0.000216511j 1.84626e-16-0.00683581j -3.8717e-17+0.00282135j 5.72505e-16-0.016789j 4.23994e-16-0.0119597j -2.40465e-16+0.00434635j 1.89591e-16-0.0066435j 6.36199e-17+9.61139e-05j 1.72434e-16+2.60575e-05j -2.05758e-15-0.00641761j -1.94675e-16+0.0059018j 1.1826e-16-0.00854995j -1.43274e-16+0.00596212j 2.38198e-17-0.00593465j -5.00621e-17-0.00151505j 2.41002e-16-0.0071605j -6.72233e-16+0.00521134j -5.2988e-16+0.00494756j 2.37561e-16-0.0085815j -7.48564e-17+0.00757832j -2.10275e-16+0.00671558j 8.43759e-16-0.00617275j 3.45974e-14-0.0101023j -3.57386e-16+0.00854661j 1.65961e-17-0.0019733j -4.86488e-16+0.0125471j -4.27808e-16+0.0065672j -1.35737e-16+0.00713171j 2.64427e-16-0.00346112j 3.79086e-16-0.0134937j -1.85213e-16+0.00708385j -3.75262e-16-0.00596271j 9.12841e-17+0.00390678j -9.12595e-17+0.00643858j -2.83834e-17-0.00528943j -1.53666e-16+0.00438198j -1.82991e-16+0.00422911j -1.85905e-16+0.00735701j -8.97009e-18+0.000109198j 3.07075e-16-0.0114305j -1.68157e-17-0.00178473j -5.84003e-17+0.000474142j -1.98152e-16+0.00761505j -1.76961e-16+0.00537473j 5.59085e-16-0.0176059j 1.13885e-16-0.00330955j 1.35154e-16-0.00669938j 4.48784e-17-0.00409546j -1.88822e-15-0.00846971j -4.43757e-16-0.00295585j 
8.44519e-17+0.0128049j 6.67049e-16+0.017169j 6.35037e-19-0.0046803j 1.06048e-17+0.00474893j -8.06824e-17-0.00655441j -1.81634e-16-0.0174085j 5.88798e-17+0.00684283j -1.0723e-16-0.00786779j 1.82469e-17+0.000649327j -3.87906e-17-0.0126303j 4.23802e-17+0.00427342j -2.20596e-17+0.00354768j 3.97603e-17-0.00152016j 1.11241e-16+0.0100332j 2.92921e-16+0.00238507j -3.10466e-15-0.00848973j 3.776e-17-0.00168864j 6.10081e-17-0.000781555j 5.94202e-19-0.00975638j -3.50692e-16-0.0244699j -1.93684e-16+0.00125649j 1.14008e-16+0.00164995j -1.40026e-15+0.0150092j 7.4917e-16-0.0161894j 1.61091e-16+0.0118566j -3.92712e-17+0.00137914j 1.22864e-16+0.0171806j 1.08768e-15-0.00649666j 5.67978e-14-0.0168058j -2.99881e-17+0.0100509j 4.12615e-17-0.00697419j -2.65094e-17-0.00775828j -9.1076e-17+0.00313614j -2.13627e-17+0.00469861j 5.52942e-17+0.00690961j -4.5809e-17-0.00145207j -1.24116e-16-0.00748347j -3.83484e-16+0.000425043j 2.47036e-16+0.0161967j -1.14727e-16-0.00337595j -2.98622e-16-0.00589589j 5.64247e-17+0.00911613j -8.51695e-17-0.00263823j 6.49376e-17+0.0110258j -1.80592e-17-0.00046117j -2.52245e-17+0.000176375j -8.10675e-17-0.0126958j -1.16982e-16-0.00665483j -2.22598e-17-0.00302635j -8.88981e-18+0.00119278j 1.29038e-16+0.00676598j 2.11812e-17+0.00387894j -1.86771e-16-0.0147609j -6.99162e-17-0.00609014j -1.45287e-15-0.00265715j -5.28096e-16-0.0178314j 
-1.2022e-16-0.0105656j 1.95199e-16+0.00687294j 5.4795e-17-0.00308337j 1.01778e-18+0.0132851j 1.39794e-17+0.00417412j 1.57938e-16-0.00674247j -4.61214e-17+0.000716076j -4.35541e-17+0.00413267j -3.09125e-17-0.00112094j 1.12017e-17+3.05248e-05j -8.79095e-18+0.00840081j -1.37672e-16+0.0112495j 1.36944e-17-0.000847758j -5.03323e-17+0.00364787j -2.80642e-17-0.0028412j 8.57323e-16+0.0021724j 2.26647e-17+0.000705893j 1.86974e-16-0.000741616j 2.9178e-16-0.020626j 1.27716e-16-0.00553229j -5.09996e-17+0.0190349j -1.934e-16-0.00512049j -5.49969e-16+0.00367774j 3.89358e-17-0.00126384j -1.11815e-16-0.00945956j 6.26553e-17+0.00512783j -1.25688e-16+0.00777735j 6.91188e-16-0.00590089j 3.14559e-14-0.00921002j -1.23658e-16+0.00586759j 8.54623e-17-0.00426244j 2.20356e-16-0.008294j 2.53368e-16-0.00766965j -3.86938e-17+0.00308462j 1.80954e-16-0.0156847j 1.19976e-16+0.00279107j 4.72882e-17+0.00282738j 2.65962e-17+0.00745238j -1.82365e-16+0.0153744j -1.09776e-16-0.0040279j 2.36328e-16+0.00859321j 7.47724e-17+0.000724791j 1.7297e-17-0.00770259j -7.84266e-17+0.00196375j 4.91226e-17+0.00829466j 6.06535e-18+0.0145544j 1.0883e-16-0.00249345j -1.20979e-18+0.0050828j 1.58919e-17+0.000403006j 1.51215e-17-0.00086704j -7.94826e-17-0.000820764j -8.90002e-17+0.00661232j 9.18953e-17-0.00138589j 5.70746e-17-0.01062j -3.16631e-15-0.0143296j -5.66327e-16+0.00203474j 
1.54972e-16+0.0202778j 1.22221e-15+0.0226468j -1.29021e-16-0.00385985j 1.13719e-16+0.00248181j 1.62798e-16+0.00143986j -2.20314e-16-0.00939967j 1.63901e-16+0.00593934j -8.64771e-17-0.0126554j 3.49624e-16+0.0103865j -4.37055e-16-0.0216624j -1.40868e-16-0.00817223j -7.15915e-17+0.00625189j -2.39566e-16-0.00163912j 2.96575e-16+0.0138192j 4.11455e-16-0.00579098j -6.28338e-15-0.01793j 4.74228e-17+0.00179449j -7.5864e-17+0.00503157j 2.17737e-16-0.000498299j -8.01917e-16-0.0336193j -4.4145e-17-0.00167137j -2.49366e-17-0.00488828j -1.25261e-15+0.0153512j 4.17302e-16-0.0056949j 3.21459e-16+0.00825797j 2.8934e-16+0.00693222j 2.23433e-16+0.0134891j 5.24418e-16-0.00726499j 3.93573e-14-0.0116295j 4.54861e-17+0.00369573j -1.49228e-16-0.00489813j 1.70958e-16+0.00292575j -1.52788e-16-0.00365588j 1.21993e-16-6.1018e-05j 3.28903e-16+0.00304094j -4.79674e-16-0.0156154j -9.65784e-17-0.0174885j 2.76871e-16+0.00587355j 2.34967e-16+0.0174863j 1.7429e-16+0.0039761j -1.01094e-15-0.0179468j 1.18137e-16+0.0122503j -1.14228e-16-0.0065776j 4.9806e-16+0.0186473j -1.57721e-16-0.0051248j -1.98537e-16-0.00891982j -2.96744e-16-0.0047228j 2.00038e-17-0.00547002j 3.77245e-16+0.0140424j 7.28435e-17+0.00202411j -8.57912e-17-0.00101515j 1.52678e-16+0.00360837j -3.60254e-16-0.0134337j -2.67775e-16-0.00798595j -1.24147e-15+0.00103833j -7.70145e-16-0.0270445j 
1.37249e-15+0.0231354j -1.99844e-16+0.000531483j -6.9822e-17-0.000133783j -8.12319e-16-0.0124223j -9.42257e-16-0.0137659j 7.96949e-17+0.00145629j -1.64803e-16-0.00220899j -1.20698e-15-0.0200693j -8.48448e-16-0.0108501j 2.60177e-16+0.00200418j -2.4755e-16-0.0050764j 2.23211e-16+0.00515818j 1.27292e-15+0.0188977j -2.21094e-16-0.000901698j 6.4245e-16+0.000697728j -6.79243e-15-0.0168677j 5.09028e-16+0.00655353j 2.42153e-17+0.00337814j -8.28759e-16-0.0118782j -6.54253e-16-0.0119089j -1.65625e-15-0.0224389j 7.10227e-16+0.00625951j -3.37958e-17+0.00348026j -2.95168e-16-0.0194534j -6.03738e-16-0.0061589j -1.18246e-15-0.0150726j 5.99288e-16+0.00774548j 6.3648e-16+0.00729899j 8.79406e-15-0.00282578j 2.78162e-16+0.00172622j 4.32001e-17+0.000265193j -8.86608e-16-0.0123614j 9.35019e-16+0.017967j -2.13696e-16-0.00327666j -1.08242e-16-0.00185159j 9.74483e-16+0.0132794j -1.02182e-15-0.0210151j -2.86256e-15-0.0197537j 7.56366e-16+0.00345164j -1.3952e-16-0.00155445j -9.2557e-16-0.01155j 3.89471e-16+0.00883185j 5.47227e-17-0.00151613j -7.61525e-16-0.00981485j -2.04594e-16-0.00374023j -8.24446e-16-0.0134716j 9.16288e-16+0.0159098j -1.03491e-15-0.0163175j -7.6545e-16-0.00822109j -1.28677e-16-0.00210216j 3.59039e-16+0.00542645j -5.0478e-16-0.00776942j -6.23721e-16-0.00852223j 7.97336e-16+0.0115764j 5.29622e-15+0.0204394j 1.2657e-16-0.0140002j 
-2.38946e-16-0.0166539j 1.21253e-15+0.0249553j -6.07056e-17-0.00745443j 2.3671e-16+0.0277631j 9.70201e-17+0.0170976j 3.12499e-17-0.0196117j 2.03432e-17+0.00816863j -1.39848e-16+0.00928083j 6.02874e-17+0.0177931j -1.36178e-16-0.00339811j -3.8814e-17-0.00666036j 3.22351e-17+0.00476002j -7.07181e-17-0.0192952j 1.2331e-16+0.000601616j -2.12894e-16+0.00846535j 1.46601e-15+0.0054233j 8.84897e-17-0.0038285j -1.08107e-16-0.0308468j 1.33025e-16+0.0081681j -2.5109e-16+0.000444168j -2.04037e-16+0.00424658j -1.12285e-16+0.0293923j -1.5129e-15+0.014441j -5.12993e-16+0.00746683j -1.65442e-16+0.00153252j 3.66175e-16+0.0337523j 9.73851e-19+0.0160266j 1.8279e-15-0.0194706j 9.26087e-14-0.0272492j -2.92218e-16+0.0231895j 1.87826e-18+0.00390923j 1.85441e-16-0.0155039j 1.76313e-17-0.00618093j 2.64511e-16+0.0129531j -2.51901e-16+0.0226173j -1.47548e-16-0.0430905j 1.71012e-18+0.0336487j -1.76774e-15-0.019757j 7.52261e-16+0.0111991j -1.35463e-16-0.007701j 5.21578e-16+0.0139593j 9.92122e-17-0.00677839j -5.49919e-17+0.00101856j 1.20219e-16+0.0117904j 2.97634e-16+0.0277547j -8.72434e-18+0.00435995j 1.49415e-18-0.0321462j -9.91368e-17-0.00161347j 1.25049e-16+0.00388644j 1.04634e-17+0.00109295j -1.32249e-16-0.00521028j -5.61697e-17+0.00923713j -1.5471e-16-0.0140881j -1.92333e-16-0.0294329j -8.8264e-15-0.0361421j -1.95174e-15-0.00597418j 
-1.14465e-15-0.0197336j 6.61648e-16+0.00543422j -2.14252e-16-0.00437163j 1.0069e-15+0.0170256j 7.35706e-16+0.0128579j 2.10895e-16+0.0045447j -9.51348e-17-0.00185756j 2.41567e-16+0.00486433j 1.51445e-16+0.00153658j 8.94762e-17-0.0012784j -8.03784e-17-0.00101757j 5.04161e-16+0.0117497j -2.33385e-16-0.00467338j -1.56827e-16-0.00187953j -1.86851e-16-0.00247845j 1.48416e-15+0.00359203j 1.97542e-16+0.00425214j -5.45553e-16-0.00875727j -3.25644e-16-0.0114103j 3.66079e-16+0.00483648j 6.88359e-16+0.0156656j -1.03265e-16-0.00444234j -1.24613e-16+0.000191921j -1.40997e-16+0.00937192j -1.22004e-15-0.019803j 9.21498e-16+0.0117777j 1.68263e-16+0.00424433j 2.18553e-16-0.00734058j 2.95411e-14-0.00879881j 3.39699e-16+0.0079474j 4.89257e-17-0.000351745j -1.84532e-16-0.000851586j -1.42925e-16-0.00522316j 3.42984e-16+0.0056123j -5.04933e-16-0.0171444j -5.13505e-16-0.00805905j 8.92265e-16+0.0140371j -6.60461e-16-0.000348362j 5.47076e-16+0.00955543j -1.53661e-16-0.000304503j 9.5599e-16+0.0105039j -1.25264e-16-0.00256946j -2.17537e-16-0.00380848j -6.87642e-17+0.000213018j 9.32043e-16+0.0121105j 4.57617e-16+0.00819435j -2.61891e-17-0.000168622j 2.77986e-16+0.00717156j 2.84174e-16+0.00526649j 1.59336e-17+0.00110335j -6.85567e-16-0.0132194j 1.50841e-16+0.00321277j 3.91261e-17+0.00106382j -7.50783e-16-0.0123799j -5.41381e-15-0.0203094j -4.60138e-16+0.0088556j 
-2.09512e-16-0.00664374j 1.44535e-16+0.00143131j -5.82708e-17-0.00556879j 1.34043e-16-0.00108664j 8.8062e-17+0.00878907j 4.42946e-17+0.0100243j -6.26409e-18-0.0045286j 5.55114e-17+0.00722574j -7.52375e-18+0.00229096j -3.58409e-18-0.00269592j 5.59555e-17-0.00517451j -6.41758e-17+0.00824532j -8.95527e-17-0.00153268j -4.49618e-17-0.00410929j 6.58542e-17-0.00795665j -2.62227e-16-0.00164575j -2.74424e-18+0.0036032j -1.3007e-16+0.00301359j -8.51649e-18+4.87386e-05j 1.15384e-16+0.000688395j 2.34078e-16+0.0160324j -1.38188e-16-0.0114866j 5.71325e-16-0.00637773j -8.69678e-16+0.0161729j -8.3694e-17-0.012049j 1.52029e-16-0.0025626j 3.32133e-17-0.00646645j -5.06421e-16-0.00109133j -2.23749e-14+0.00666025j 1.66255e-16-0.00652625j -2.54586e-17-0.00722972j 1.28036e-17+0.0067281j 3.07528e-16-0.0110034j 1.27113e-16-0.00219962j 1.97853e-16-0.017195j 3.8963e-17-0.00189747j 2.17169e-16-0.00265217j 6.01702e-16+0.0096382j -2.3917e-16+0.000538335j 4.83939e-17+0.00508306j -2.07822e-17-0.00160025j 1.43663e-17-0.00274787j 1.97549e-17-0.00152213j -1.58611e-17+0.0015822j 8.46496e-17-0.000586854j 5.68596e-17+0.00301617j -5.37997e-17+0.0112482j 7.99007e-17+0.0122417j -3.49272e-18+0.0109158j 2.84948e-17+0.000943249j -1.38728e-16-0.00946444j 1.67282e-17+0.00524674j -3.39889e-18+0.00235199j -6.53152e-17+0.00161592j -8.51996e-16-0.00342106j -4.0505e-17+0.00250902j 
-5.74119e-16-0.0211498j -1.85764e-16-0.00400352j -3.86033e-16-0.0139316j 3.39054e-17+0.00243615j -3.68211e-16-0.00853897j -3.86201e-18-0.00126415j 7.84953e-17+0.00246713j 2.9475e-16+0.0135744j -5.94121e-16-0.0165265j -4.19776e-16-0.0113679j 4.01216e-16+0.013537j -2.48992e-16-0.0120097j -6.17972e-16-0.0202425j -2.83312e-16-0.0103909j 1.1136e-16+0.0178949j 6.68507e-15+0.0192445j -2.4712e-16-0.00525839j -4.29283e-16-0.0169697j 3.01983e-16+0.00856971j 5.24986e-16+0.0151239j 5.81412e-16+0.0160016j -5.68462e-16-0.0100652j -4.72126e-17-0.000244546j 8.33847e-17-0.00529283j 7.00757e-16+0.0148821j -5.71403e-16-0.0127639j 7.81841e-17+0.00531747j 7.35327e-16-0.00450408j 4.03458e-14-0.0120522j 3.02106e-16+0.0144428j -4.37082e-16-0.0179655j 5.93108e-16+0.0139673j 1.24185e-16+0.0169445j 4.90566e-16+0.0194084j -4.32407e-17+0.0101942j 5.0948e-16+0.0190437j 7.08512e-16+0.0317962j 2.25019e-16+0.000655703j -4.9954e-16-0.0114901j 1.96431e-17-0.000662295j 9.36522e-16+0.0141351j -4.83205e-17-0.00411202j 7.50707e-16+0.0246907j -7.63404e-19+0.00124887j -3.21629e-16-0.00534786j 1.07276e-17+0.00433226j -6.84507e-16-0.0244915j 2.77809e-16+0.0117333j -8.14757e-16-0.0251171j 3.36493e-16+0.00957353j -1.84429e-16-0.0068827j -9.90781e-17-0.000426364j -2.68971e-16-0.0092238j 4.14941e-16+0.0108723j -2.40785e-15-0.0135699j 2.06228e-16+0.0209021j 
-2.30596e-17-0.00941075j 7.44116e-17-0.00190807j -4.52075e-17+0.00270327j 2.23044e-17+0.00445372j 6.75368e-17+0.0150959j -3.05811e-17+0.0131008j -1.19303e-17-0.00471159j 8.42002e-17+0.00515202j 6.36789e-17+0.00874438j 1.06012e-16+0.000906434j 1.8976e-17-0.00672652j -2.00705e-17+0.00824462j 2.9554e-18+0.000311993j -4.12455e-17+0.000694512j -5.25603e-17-0.012459j 8.25371e-17-0.000757917j -3.18243e-17+0.00404634j -4.18758e-17+0.00774325j -8.8237e-18-0.000808384j 3.81433e-17+0.00323098j 2.01073e-16+0.0125693j -1.16628e-18-0.0120517j 6.64711e-16-0.00745015j -1.09187e-15+0.0203682j -1.13705e-16-0.0170629j 1.75178e-16+0.00830703j -1.45424e-17-0.0103456j -7.5634e-16-0.000485675j -3.66599e-14+0.0109342j 5.52121e-17-0.0101309j -1.32164e-16+0.0036513j -2.22825e-16+0.00900875j 3.34893e-16-0.0169497j 5.62365e-17-0.00656355j 3.42543e-16-0.0206277j 6.84407e-17-0.00956137j 4.73497e-17-0.00377338j 8.65741e-16+0.013959j -3.4998e-16+0.00224693j 1.29927e-17+0.00596705j -9.11099e-17-0.000787883j 1.49251e-17-0.00288104j -5.51386e-17-0.00911561j -2.48531e-17+0.00186137j 1.28188e-16+0.0015247j 9.16547e-17+0.00430594j 4.56939e-17+0.0141681j 6.2745e-17+0.0103334j 6.03206e-17+0.0193333j -4.01365e-17-0.00122092j -9.33869e-19-0.0107629j 8.93817e-17+0.00308069j 1.02198e-17+0.0116294j -3.11695e-17-0.00615467j -1.008e-15-0.00512353j -2.52099e-16+0.00489577j 
-1.22204e-16+0.0115989j -4.6763e-16-0.0101628j -7.00362e-17+0.00603569j 7.53438e-17-0.00947519j 8.05035e-17-0.0167669j 7.4934e-17-0.00547486j -1.14795e-17+0.0011988j 9.51212e-17-0.0085476j -2.91457e-17-0.011196j -1.56437e-16+0.00759463j -8.08144e-17+0.00905308j 1.29723e-16-0.00869528j -1.22645e-16+0.00940156j -7.63973e-17+0.000849287j 4.73894e-17+0.00695214j 1.415e-16+0.000670287j 3.5753e-17-0.00253623j -6.41196e-17+0.00458954j -5.26988e-18-0.00535511j 1.20234e-16+0.00142605j 8.83666e-17-0.0166419j 1.48873e-17+0.00575345j 3.57852e-17+0.000754143j 1.29735e-15-0.020476j -7.53889e-17+0.0107195j -1.20368e-16-0.0122482j 6.09882e-17+0.00197174j -1.84285e-16+0.00800994j -5.1495e-15+0.00135313j 1.42572e-16+0.000159524j -1.25338e-17+0.00365922j 1.71035e-16-0.00727699j -3.00532e-16+0.01468j -2.21236e-17-0.00135696j -3.10905e-16+0.0101347j -1.47796e-16+0.0197848j 2.09916e-16-0.00724063j -3.25738e-16-0.00739768j 1.69901e-16-0.00492488j 9.46065e-18-0.00480273j 1.31422e-16-0.00047196j -8.64865e-17+0.00342617j 1.26135e-16+0.00256554j 5.26726e-17-0.00889066j -3.7451e-17-0.00619764j 4.61802e-18-0.00265061j -1.09878e-16-0.000262118j 1.197e-16-0.0118232j -2.37325e-17-0.0168419j 7.35874e-17-0.00193584j -1.52762e-16+0.013548j 9.02192e-18-0.00721745j 6.43773e-18+0.000200096j -1.64422e-17+0.0101585j 3.44572e-15+0.015526j 9.36102e-16+0.000247119j 
3.78355e-16-0.0151267j -4.08712e-16-0.015332j -8.25881e-17+0.000807185j -2.78921e-16+0.00536172j -1.13352e-16-0.00903419j -5.69038e-17+0.0140794j -1.38055e-18-0.00160857j 4.47009e-17-0.00922667j 1.15081e-17-0.02137j -2.87367e-19-0.00707208j -1.24943e-16+0.00998134j 9.73109e-17-0.00706979j 6.81036e-17-0.00140259j -8.51288e-17-0.00303927j -2.61461e-16+0.0109762j 3.00772e-15+0.0100218j -1.04624e-16+0.0038419j 1.37393e-16-0.00423375j 2.59597e-16-0.00957514j -9.51961e-17+0.0140967j 4.15954e-17-0.00477895j 1.82693e-17-0.0191749j 1.40463e-16-0.00131828j 8.66882e-16-0.0158722j 7.23603e-17-0.00678134j -2.9793e-16-0.00878304j -1.1998e-16+0.00518597j 5.47945e-16+0.00382727j 2.53881e-14-0.00759856j -2.43071e-16+0.0114422j -2.23902e-16+0.00117068j -1.47176e-16+0.0168774j -7.52088e-16+0.0274082j -2.60625e-16+0.0123601j 3.20418e-17-0.00921947j -5.93599e-17+0.0271516j -3.16964e-16+0.0162361j -2.87454e-16-0.00395371j -2.82895e-17-0.00523783j 8.15422e-17+0.0020683j 1.81758e-16+0.00910135j -2.34868e-17+0.00517645j 4.8325e-17+0.0116581j 1.42088e-17-0.0089459j -1.94568e-16-0.00844703j -1.176e-16-0.00374195j 1.02901e-16-0.00287901j 2.8021e-17-0.00273399j 3.45125e-17-0.0201396j 5.20898e-19+0.00641088j 1.56734e-16-0.0124855j 1.00036e-16-0.0153467j -7.38538e-17+0.00423624j 2.18758e-16+0.00903626j 1.03453e-15-0.00171775j -4.54502e-17+0.0237965j 
5.82799e-17-0.0230378j 4.87506e-16+0.00492119j -3.20769e-17+0.000906186j 3.96307e-18+0.0242183j 8.53109e-17+0.0144956j -6.86634e-17-0.00289843j 3.7539e-18-0.000198028j 5.51987e-17+0.00464212j 1.89975e-16+0.00508848j -5.50946e-18+0.0107809j -6.64273e-17-0.000479249j -3.07671e-17+0.0107648j 2.87777e-18-0.00267968j 3.97332e-17-0.0023953j -3.50682e-16+0.00168785j 2.28327e-15+0.00718877j -2.93048e-17+0.00235642j 1.77681e-16-0.017167j 3.65972e-16-0.0130219j -1.68004e-16+0.0128574j -3.01718e-17+0.00525207j -5.50721e-18+0.0150834j -3.27194e-16+0.00220919j -3.40708e-16+0.00575337j -1.55527e-16-0.0212651j 2.59738e-16+0.0229449j -1.3741e-16+0.00666849j 9.40459e-16-0.00855554j 4.59359e-14-0.0134815j -3.86077e-16+0.0135554j -1.02729e-16+0.0105505j -3.59144e-19-0.0152967j -1.96351e-16-0.00381948j -3.81046e-17+0.00564886j 1.505e-16-0.0064497j -1.1341e-16-0.0177762j -1.3963e-16+0.0230418j -1.29944e-15-0.0146457j 5.31059e-16+0.00987264j -1.75721e-16-0.00703513j 5.66869e-16+0.0187789j 4.9684e-17-0.0064834j -7.22041e-17-0.00698476j 1.28422e-16-0.00527834j 2.65101e-16+0.0245637j 1.26809e-16+0.0104936j 7.50315e-17-0.00651291j 2.43874e-17-0.00103328j 2.27611e-16+0.00121938j -5.75025e-17-0.00252304j 7.8202e-17-0.00739055j 1.12015e-16+0.00211371j -3.26532e-17+0.00244795j -7.31348e-17-0.0215212j -5.49273e-15-0.0259541j -1.38902e-15+0.0101618j 
