3.00183e-17-0.0382433j 1.33289e-17+0.0738574j 1.16027e-17-0.0311427j -1.26802e-17-0.0113399j -2.00496e-16+0.0158113j -1.74169e-17-0.0397914j 2.26869e-17+0.00197384j -1.0398e-17-0.00696056j 4.13144e-17+0.00683552j 1.74801e-16-0.0180212j 1.69449e-17-0.0070919j 7.74642e-17-0.0461815j -1.06155e-16-0.00596157j 5.38833e-17-0.026882j 2.38164e-17+0.00726753j 2.18532e-17+0.0106297j 2.83119e-17-0.011211j -3.66069e-17+0.00674409j -9.07918e-17+0.00600716j 5.16522e-17-0.00193856j 4.37486e-17+0.0437001j -1.61627e-16-0.020141j 8.78183e-16-0.0190876j -9.22374e-17-0.00412593j -1.34206e-17+0.00163865j 1.88563e-16+0.0315528j 4.11146e-16-0.00479285j -5.01366e-16+0.00760242j 1.05306e-15+0.013575j -8.29958e-16-0.0111976j -6.33793e-15-0.0169946j -3.30578e-16-0.00480525j 8.21699e-20+0.0203296j -1.0547e-16-0.0192025j -8.74649e-16-0.0140155j -2.21839e-16+0.0210742j -1.28297e-16+0.0259571j 7.38138e-16-0.0321355j -4.93196e-16-0.0147445j -3.48351e-15-0.0171489j -2.84009e-15+0.00434019j 3.0343e-14-0.0198894j 3.64071e-17+0.000349419j -2.15698e-17-0.0190636j 1.72194e-16-0.00427024j 9.89694e-18+0.0187815j 4.16329e-16+0.0309852j 9.92196e-17+0.00689683j 7.19715e-17+0.00679251j 7.51889e-17+0.00823249j 1.19428e-16+0.0224637j 1.73741e-16+0.0223056j 1.18921e-15+0.011856j -3.52714e-17-0.0127813j 4.96341e-17+0.00206184j -1.26769e-16-0.00896559j -1.63057e-16-0.010469j 4.85142e-17-0.0505464j -1.04022e-16-0.042955j -1.98218e-16+0.00163071j -2.07201e-16-0.0295961j -5.9802e-17+0.00851608j -1.80661e-17-0.0106323j 2.14931e-18+0.0101428j -6.50688e-18+0.0059933j 2.67639e-18+0.0125178j 2.05436e-18-0.00628366j -8.07419e-17-0.0229317j -2.27095e-17+0.0528381j -4.07095e-17+0.0206169j 4.31783e-17-0.0291103j -7.69358e-17-0.068982j 
7.65998e-17+0.00257647j 3.22775e-16-0.0102838j -3.26354e-16+0.00904829j 2.76787e-16+0.00133816j -2.31513e-17-0.00340326j -1.23173e-16-0.00646753j 1.91118e-16-0.00826173j -6.08513e-17-0.01155j 1.4141e-16+0.00166034j -4.06263e-16+0.00859573j 5.32934e-17+0.0185185j -4.72408e-16+0.013578j -1.68201e-16-0.00555665j -1.51776e-16+0.0110629j -1.52947e-16-0.0027762j 2.21828e-16-0.0200057j -3.71908e-16-0.00455558j 5.38489e-17+0.00146472j -3.69889e-16+0.0020734j -4.20371e-16-0.000434056j 2.86607e-16+0.00874261j -1.79931e-16+0.00822885j 6.84815e-18+0.00436723j -9.75474e-17+0.00939511j 1.71667e-16+0.000366164j 2.02589e-16+0.00279753j 5.36719e-16+0.0045157j 1.4921e-16+0.00433635j 7.36766e-17-0.00564738j -5.83639e-17-0.0157123j 4.57796e-15+0.0133507j 1.2814e-16-0.00634827j 1.30713e-16-0.01268j 1.45701e-19+0.0118634j 6.67201e-16+0.00807187j 3.71572e-16-0.00844191j 9.39433e-17+0.00727946j -4.34771e-16+0.0276053j 1.91598e-16-0.00704079j 4.84933e-15+0.0160898j 3.9014e-15+0.00218365j 1.85646e-15-0.00140998j 5.42972e-16+0.00271869j -7.20762e-17-0.00776798j -1.3604e-16-0.00318175j -2.76059e-16-0.00180456j 1.03088e-16-0.00579935j -4.14851e-16-0.00684961j -3.92016e-16+0.00429738j 1.74315e-16+0.0113694j 1.95887e-16+0.0105029j 2.26785e-16-0.00292075j -1.53617e-15-0.0149054j -2.24226e-17+0.0108464j 5.35831e-18-0.0033844j -1.41554e-17-0.00792954j 1.23485e-16+0.00492435j -4.36201e-16+0.0185968j 8.55757e-17+0.0043877j 5.93765e-16+0.015142j -1.80734e-16+0.0119452j 1.92891e-16+0.014687j -1.40772e-16+0.00274781j 1.09358e-16+0.00460955j -1.84674e-16-0.000710521j 1.81937e-16+0.00571619j 2.60598e-16-0.0124047j 5.19933e-18-0.00297598j 1.68218e-16-0.0139387j 3.79812e-16-0.00241841j 1.59565e-16+0.00112145j -2.48262e-16+0.00856197j 
1.01678e-16+0.00669692j -7.01838e-16-0.0444029j 4.01985e-16+0.0319783j 1.15025e-16-0.0095785j -1.47459e-16-0.00867976j 7.26345e-16+0.032877j -2.962e-17-0.00927164j 5.45205e-16+0.0161178j -1.68718e-16-0.012893j -1.03297e-16+0.02018j -8.18053e-17-0.00348183j -1.15083e-16+0.0234722j 1.66441e-16+0.0136665j -4.56644e-17+0.00598197j 2.49495e-16+0.0127155j 1.91601e-16-0.00990602j 3.78718e-16+0.0266848j -6.21981e-17-0.00958444j 4.61769e-16+0.0244038j -7.31394e-18+0.0173531j -6.11827e-16-0.0317073j 6.29159e-16+0.0161113j -3.65129e-17-0.0110545j -1.48836e-16+0.00726711j 6.67566e-17-0.00455416j -7.96384e-16-0.0232346j -7.58938e-16-0.00846995j 6.73349e-16-0.00643239j -2.31274e-15-0.0281978j 1.31239e-15+0.0061277j -4.46477e-16-0.00277892j -3.76649e-18+0.0209842j -2.5321e-16-0.0157076j 1.54102e-16+0.0181717j 3.81997e-16+0.00405684j -1.35597e-16-0.0301848j -6.02885e-17-0.0117782j -6.87782e-17-0.00512454j 4.33841e-16+0.00875268j -9.19871e-16+0.00419943j -9.07254e-16-0.00915593j -2.91563e-14+0.0193056j -1.09877e-15-0.0280499j 3.31101e-16-0.00161281j 1.9832e-17+0.00632141j -6.42009e-16-0.00424681j -5.15085e-16-0.0208756j 2.20638e-16+0.014871j -1.46592e-16+0.00905228j -2.04006e-16-0.0041579j -6.45294e-16-0.0202375j -4.11928e-16-0.0275368j 1.25757e-15+0.00937881j 6.86835e-17+0.00446667j 1.24009e-16+0.00394523j 1.75729e-16+0.00115185j 2.46632e-16+0.00392162j 7.26881e-17+0.0267668j 1.71803e-16+0.0178788j -4.56199e-16-0.0256399j -1.26001e-16+0.0153677j -5.80178e-16-0.0222198j -2.88199e-16-0.00506752j -2.42723e-16-0.0105939j -3.04244e-16-0.00581048j -2.69826e-16-0.0165079j 3.45982e-16-0.00136539j 4.38635e-16+0.0124103j -4.91668e-16-0.0317347j -1.65925e-16-0.026418j 1.23212e-16+4.30345e-05j 6.34893e-16+0.0382178j 
6.34213e-17-0.0310084j -2.91084e-16-0.0038733j -1.01879e-16+0.0310296j 1.05279e-16-0.0204815j -1.28139e-16+0.00526j 4.59151e-17-0.00504238j 4.21844e-17-0.0208708j -1.22049e-16+0.00541558j -9.97232e-18-0.00910094j 5.88017e-17+0.0072366j -6.58747e-17+0.0121941j 6.10437e-17+0.0193793j 2.36592e-16-0.0100977j 7.09188e-17+0.00387439j -1.25482e-16+0.0194465j -2.11216e-16-0.012604j 4.77538e-17-0.00566159j -3.86963e-17-0.0089694j -6.63895e-17+0.0267015j 1.73641e-16+0.00132915j -2.75688e-16+0.013219j 4.34509e-17+0.00402602j 1.54977e-16-0.00549584j -1.83506e-16+0.00899117j -7.09392e-17+0.00874868j -2.64475e-16-0.00708375j -3.94025e-16-0.0119126j 1.2528e-15+0.010015j -1.65851e-15-0.0217495j 5.1633e-16-0.00524176j -9.92776e-16-0.00373098j -3.55228e-16+0.0115328j -1.63889e-16-0.0123219j 1.81879e-16+0.00645212j 5.73566e-16+0.00930604j 6.39739e-17-0.00992871j 1.87648e-16+0.00293382j -5.76002e-16+0.0234892j 2.16715e-16+0.00119049j -1.15422e-16-0.00929302j -1.74277e-16+0.00991451j -1.30776e-14+0.00861642j -3.69652e-16-0.0168368j 6.79833e-17-0.0165718j -6.63532e-17+0.0143441j 4.62609e-17+0.000449367j -1.80908e-16-0.0115527j 1.67123e-16+0.00969902j 1.63686e-16+0.0201381j -1.43337e-16+0.022532j 1.08518e-17+0.0299918j -1.49851e-17-0.00515526j -6.64978e-16-0.00650687j 6.7537e-17-0.00424226j -1.06116e-16+0.00725942j -3.92895e-17-0.0317159j -1.06659e-17-0.000143746j 2.16488e-16+0.00843228j -6.62383e-17+0.00698507j 4.66433e-18-0.00582632j 1.84709e-16+0.00814792j 1.52975e-16-0.011029j 2.24045e-16-0.0149189j 8.73017e-17-0.00959045j 9.62355e-17-0.00820042j -5.92325e-17+0.00655496j 1.21726e-16-0.0351206j -7.42987e-18-0.00429678j -2.35862e-17-0.0171307j 3.03398e-17-0.0157094j 2.62918e-16-0.0341931j 2.45762e-16-0.00564548j 
1.23467e-16-0.00410075j -1.62123e-16+0.00636993j 1.14611e-17-0.014497j 1.25675e-17-0.0196716j -2.18776e-16+0.0082895j 5.85852e-17+0.0110308j 6.30008e-17+0.0162053j -3.22718e-16-0.00767797j 2.23925e-16+0.00201251j 4.51788e-17-0.00255855j 4.87432e-16-0.0221696j 2.43782e-17+0.00189362j -2.19524e-16-0.00208033j 3.46781e-17-0.012112j -1.6614e-16-0.0082356j -1.07168e-16+0.00951139j -2.65877e-17+0.00400813j 1.1641e-17-0.0154444j -4.75616e-17-0.00401501j -5.49384e-17+0.0122704j 2.96672e-16-0.015291j 1.9695e-16-0.014643j -2.05496e-17+0.0100365j 3.82183e-16-0.00671969j -1.09979e-16-0.00900333j 1.30313e-16+0.00489117j 2.39444e-16+0.00231894j -4.48462e-16-0.00678508j -7.89295e-17+0.00240906j 8.48901e-18+0.0187722j -4.68869e-15-0.0150318j -4.16258e-16+0.00184586j 4.77556e-17+0.017299j 9.07451e-18-0.0221114j 6.62764e-17-0.00106188j 3.97512e-17+0.00529007j -7.79659e-17-0.0198824j 1.00573e-15-0.0240602j -3.05389e-16+0.00455118j -2.30232e-15-0.014047j -1.92983e-15+0.00498714j 1.50171e-15-0.000973276j -7.81612e-17-0.00743074j 2.77126e-16+0.00992419j -1.76955e-16-0.00606803j 7.76836e-17+0.0312362j -2.51946e-16-0.00290513j -2.92943e-16+0.0082441j 5.97069e-17+0.00833683j 2.08751e-16-0.00590901j 3.84946e-17-0.00817124j -1.28422e-16+0.000218661j -1.65428e-15-0.0127602j 1.34279e-16-0.0201622j 7.44248e-18+0.00164866j 7.25585e-17+0.00904363j -8.14481e-17-0.012292j 2.03909e-16-0.00899761j 1.79918e-16+0.00854163j 4.02441e-16-0.0141314j 7.76981e-18+0.0028444j 2.60975e-16-0.00724218j -2.18945e-16-0.00570642j 2.59308e-16+0.00887644j 2.48054e-18+0.0119309j 5.2587e-18-0.0124672j 3.12323e-17+0.00852059j -6.42131e-17-0.00608021j -1.77832e-16+0.0207221j -7.21738e-17-0.0136807j 5.85609e-17-0.00749904j 1.60999e-16-0.00489932j 
2.54209e-16+0.0261887j 6.1992e-16-0.03459j -4.20759e-16+0.00122398j 6.5284e-16+0.000361252j 1.66165e-16-0.0152134j -5.97224e-16+0.040003j -3.63855e-17+0.0197961j 4.67948e-16-0.00653055j -4.60685e-16+0.00283109j -5.44446e-17+0.00278404j -5.2716e-16+0.0012509j -4.89858e-16+0.00270907j 1.83208e-16-0.013012j 7.28621e-18-0.00599241j -8.9689e-17-0.0131538j 2.75628e-16+0.0145157j -2.32817e-16+0.00686559j 4.74379e-16-0.0126742j -2.09275e-16-0.0133085j -1.88855e-16+0.00643377j -3.48115e-17-0.0283899j -3.36422e-16+0.0113273j -1.22488e-15+0.022982j -1.17215e-16+0.0108718j -4.86726e-19-0.0021603j 3.9057e-16-0.0136209j -1.32865e-16+0.0179618j -3.06688e-16-0.0247033j 5.56818e-17-0.00866216j 9.4463e-16+0.0221252j 2.93395e-15+0.00754224j 1.62766e-16-0.00441438j 5.68737e-16+0.0114454j 1.41188e-16-0.00667084j 6.46133e-16+0.0212896j 7.19495e-16-0.0155394j 6.18995e-16-0.034888j -8.09666e-16+0.0100506j 1.78287e-16+0.00296792j 1.93024e-15+0.00848444j 1.53936e-15+0.0006174j -1.96313e-14+0.0129118j 3.97257e-16+0.00594389j 1.65477e-17+0.0193523j -2.29789e-16-0.0169061j 1.26358e-17-0.00811664j 2.58687e-16-0.0172716j -1.48685e-16-0.0203233j -8.06425e-16-0.0114022j -4.39529e-16+0.00499355j 1.50563e-16-0.0170222j 2.7447e-16-0.0171186j -9.01873e-16-0.0170318j 4.30656e-17-0.00462898j -2.19945e-16+0.00380397j 2.67262e-16+0.0156563j 3.48241e-16+0.0106547j -7.4047e-16+0.00511921j -2.70389e-16+0.038435j 1.71172e-16+0.00999812j 2.33248e-17+0.00448747j 1.98233e-16-0.00377068j 6.86083e-16-0.0200385j -4.08734e-16+0.0107787j -2.28039e-16-0.0104242j 3.90339e-16-0.014644j 1.46625e-16+0.0273626j 4.42409e-17+0.0101851j 4.30003e-16-0.0185827j 8.92438e-16-0.0134923j 4.3862e-16+0.0186336j -4.76672e-16+0.0344145j 
-1.88726e-16+0.0238447j -1.39831e-15+0.0175565j 1.1752e-15-0.0248112j -1.35528e-15+0.0355618j -6.1101e-17-0.00732001j 1.30203e-15-0.0118859j -4.57889e-17+0.00998075j -1.01764e-15+0.0191506j 6.98352e-16-0.0134432j 4.90722e-16-0.00747993j 1.35066e-15-0.0216158j 1.16329e-15-0.0279086j -7.12916e-16+0.00376401j 3.13922e-17-0.00205602j 1.19296e-16-0.00953174j -5.92241e-16+0.0217646j 5.20422e-16-0.00962022j -8.71034e-16+0.0184501j 6.00981e-16-0.022321j 4.51989e-16-0.0112391j 7.3139e-17-0.00967436j 1.01491e-15-0.0106092j 1.16421e-15-0.00734368j 1.12559e-15-0.0146242j -1.16423e-16+0.00418013j -3.79586e-16+0.00490361j 5.40804e-16-0.00570254j -1.33108e-15-0.00472188j -9.82961e-17+0.0205333j -5.27913e-16+0.016028j 1.78675e-16-0.000253388j 3.06063e-16-0.00947494j -6.45724e-16+0.0210404j -8.34703e-17-0.002168j 4.70896e-16-0.012619j -1.43186e-15+0.0186168j -1.36731e-15+0.0115991j 2.13828e-15-0.021115j -4.6546e-16+0.00614251j -5.52624e-15-0.0111929j -4.70749e-15-0.0150627j 2.34762e-16+0.000111006j -8.12219e-18+0.0195717j -6.78655e-17+0.00769544j -1.3844e-16-0.00764859j -9.79343e-18-0.0121306j -9.39296e-16+0.0223268j -5.85173e-16-0.00681358j 9.99218e-16-0.0373631j 1.28952e-15-0.0204769j -1.66248e-16-0.00359501j -9.74679e-16+0.0164919j 1.44756e-15+0.0336541j 3.1243e-17+0.00168159j 4.0768e-16-0.00700408j -3.35533e-16+0.0163527j 1.43305e-16+0.0114067j 1.50744e-15-0.0327554j 1.408e-15-0.0124215j 4.15709e-16+0.00166613j 3.02581e-16-0.00705877j -1.64953e-16+0.00665368j -1.58972e-15+0.0239402j 8.26202e-16-0.0126985j 1.36409e-16-0.0130695j -6.70827e-16+0.0114205j -5.01748e-16+0.025299j -4.26083e-17+0.00707207j -1.26126e-15+0.0152829j -1.88426e-15+0.0393333j -9.4652e-16+0.0336653j 1.17276e-15-0.0110136j 
7.93445e-16+0.00570405j -2.14344e-16-0.00120317j -2.4673e-15-0.0130566j -2.8149e-15-0.0115194j 1.41379e-15+0.0067074j 2.6158e-16+0.00102413j 1.43176e-15+0.00744064j -3.62529e-15-0.0167662j 1.99362e-15+0.00892184j 1.14016e-15+0.00580542j -1.39743e-15-0.00806611j 2.30669e-15+0.0105105j 2.23582e-15+0.0114819j 2.79077e-16+0.0017334j -2.22123e-15-0.0114747j -3.55096e-15-0.0161006j 2.38168e-15+0.0112757j -1.48454e-15-0.00618278j -2.32418e-18-0.0017945j 2.53921e-15+0.0122063j -1.26573e-15-0.00790015j -1.29709e-15-0.00647349j 5.44509e-16+0.00284958j -7.5623e-16-0.00451704j -3.32457e-15-0.0159338j 2.45105e-15+0.0112303j 1.50761e-15+0.00541997j 3.63558e-17+0.00124162j 9.16578e-16+0.00342525j -2.14032e-15-0.00763102j -1.39862e-15-0.00221561j -2.98423e-17-0.000754731j -9.72607e-16-0.00370088j -6.45013e-16-0.00284615j -1.61767e-15-0.00653301j -1.93944e-16-0.000240856j -3.01299e-16-0.00121544j -2.7354e-15-0.0158655j -6.57684e-16-0.00236985j 4.71051e-15+0.00995067j 2.06723e-15-0.000792757j 1.34218e-14-0.0103678j -2.15929e-15-0.00789288j 3.02853e-16+0.00179141j -1.188e-15-0.00623082j 6.46136e-15+0.0296491j -6.62844e-16-0.00194531j 2.27382e-15+0.0102336j 2.97823e-15+0.0123119j -1.99269e-15-0.0109005j -3.91472e-15-0.019184j -6.20489e-16-0.00205891j -5.22154e-15-0.0159993j -2.05752e-16-0.000715506j -1.10837e-15-0.00597464j 2.71056e-15+0.0139103j -3.17875e-15-0.0136593j 3.45042e-15+0.0159183j -1.0892e-15-0.00531007j -1.58553e-15-0.0073292j 2.05334e-15+0.00968631j 1.54806e-15+0.00794586j 1.87679e-15+0.010966j 2.97183e-15+0.0136917j 4.75907e-15+0.0225318j -2.46068e-15-0.0114962j 4.71645e-16+0.00371923j -1.6041e-15-0.00706619j 2.9328e-15+0.0144242j -3.03325e-15-0.0128525j 1.6837e-16+0.0032725j 9.46657e-16+0.00497676j 
-5.92818e-17+0.0293501j 1.84952e-16-0.0275962j 7.78389e-17-0.00805873j 1.29164e-16+0.00363153j 1.77501e-17+0.00312378j -5.77851e-17+0.010055j -6.14131e-17+0.00975183j 3.74801e-16-0.0038042j -7.86954e-17-0.00743687j -3.12591e-16+0.0131803j 2.71362e-18-0.026182j -1.69471e-16+0.0341714j 4.18478e-17+0.0162928j -4.50763e-17+0.016736j 1.37835e-16-0.0189428j 3.11347e-16-0.00737039j -8.88347e-17+0.0080303j 1.4551e-16-0.00432541j 1.25091e-16-0.0177217j -3.30201e-16+0.0162992j 2.02827e-16-0.0419181j 7.86998e-17-0.00990442j -5.59977e-16+0.0135596j -3.39973e-17-0.0148928j 1.41259e-16-0.0131383j -2.18008e-16-0.00630193j -5.30617e-16-0.00367213j -2.80864e-16+0.00407953j 4.8244e-16+0.0141008j 8.80011e-17+0.0147709j -1.46951e-15-0.00403275j 2.33531e-16-0.00446528j 9.80614e-17+0.00205726j -1.51821e-16-0.00547312j -9.90048e-16-0.0143232j 2.51073e-16+0.000380426j 1.74529e-17-0.0141756j 3.07485e-16-0.0149024j 2.00325e-16+0.00855082j -2.38129e-15-0.00170141j -1.71549e-15-0.00727583j -7.13157e-15+0.00470929j -1.92555e-17-0.000185226j 2.55179e-16+0.0198169j 2.19632e-16-0.0025119j -1.07031e-17+0.029275j -7.80265e-17-0.00788705j 8.37447e-17+0.011865j -1.22599e-16+0.000612597j -1.62523e-16-0.0310072j -7.30882e-17-0.0219474j 7.23745e-17-0.00222471j -2.90456e-16-0.00613955j -3.99945e-17-0.00265328j 8.44687e-17-0.0109286j 8.13602e-17+0.021561j -9.96779e-17-0.00723056j -2.53946e-16+0.0269389j -1.44741e-16+0.0117879j -2.15539e-16-0.0189827j 3.28091e-17+0.0311332j -1.99904e-16+0.0038944j -4.7347e-18+0.0369793j -2.73411e-16-0.00361239j -1.0124e-16+0.0193599j 7.68005e-17-0.0115076j -2.30364e-17+0.00816473j 1.42023e-16+0.00445564j 1.26269e-17+0.000256955j 1.60992e-16-0.00783249j -1.11923e-16+0.0268482j -1.41579e-16+0.0303675j 
-6.5546e-17+0.00675838j 5.08019e-17+0.00512681j 2.08267e-16-0.0128036j -3.39241e-17+0.00195382j 5.5679e-17-0.00461221j -3.15226e-16+0.00953858j -1.96472e-16+0.0101691j 1.18745e-16-0.00963163j -6.42566e-16+0.0189622j 4.13535e-16-0.00834385j -3.23589e-16+0.0105123j 4.4368e-16-0.0233543j -4.67696e-16+0.00505535j 1.71624e-16-0.0109853j 5.97466e-18-0.00354037j -1.07535e-16+0.0037676j -3.58509e-16+0.0119873j -5.34081e-17+0.00260577j 2.27752e-17-0.00323837j 2.96247e-16-0.00300944j -2.449e-16+0.00930802j -2.91464e-16+0.00830149j 1.12567e-16-0.00224303j 9.26253e-17+0.00535332j 1.44787e-16-0.00613999j 2.33841e-16+0.00638862j 3.21531e-16+0.0156989j -3.94687e-16-0.0110556j 7.57489e-16+0.00131905j -6.32254e-17-0.0113853j 1.78145e-15+0.00584469j -7.63054e-17-0.000750779j 3.2167e-16-0.0022798j -7.49961e-17+0.00170992j 1.48701e-16+0.0029699j -2.29655e-16-0.00210192j 1.03638e-17-0.000148927j 4.39024e-16-0.0104088j -2.32966e-16-0.00692292j 4.05658e-15+0.0180312j 3.52543e-15-0.00180557j 1.64233e-14-0.0106545j -2.7836e-17+0.00311811j -2.47802e-16+0.00181446j -1.54791e-16-0.00844543j 3.40055e-16-0.0109607j 5.34052e-17+0.00386296j 1.57356e-17-0.00930829j -1.36672e-16-0.0025932j 1.59276e-16+0.000261837j 7.62664e-16-0.0243353j 6.15102e-18-0.00492571j -2.30604e-16-0.00275432j -1.89823e-16+0.00710163j -8.79632e-17+0.00163851j -3.25125e-16+0.0156151j 2.40962e-16-0.0021601j -1.90686e-16-0.00327897j 3.29252e-16-0.00842133j -6.79307e-17+0.0104773j 5.07598e-16-0.0209749j 1.29877e-16+0.00281483j 2.87819e-16-0.0147835j -3.21908e-16+0.0165991j -3.28263e-16+0.00511158j 3.32173e-16-0.00917197j -4.85691e-16+0.0211628j -1.48958e-16+0.000756549j -1.02179e-16+0.00737922j 1.77377e-16-0.00143332j -8.44024e-17+0.0062117j -1.46369e-16-6.24737e-05j 
4.48435e-16+0.0118125j 4.83306e-18-0.00836756j -2.33804e-16-0.00446629j 2.32867e-16-0.00343686j -2.19201e-16-0.0104278j -2.05326e-17+0.00722831j 1.62892e-16+0.0079144j -3.92255e-16-0.0200547j -1.03355e-16-0.00403991j 1.77803e-16+0.0143286j 2.33362e-16+0.00716031j -3.47781e-16-0.000451963j -3.07911e-16-0.0152267j -1.42023e-16-0.00578357j -3.13753e-16-0.0111289j -2.09044e-16-0.00553495j -5.77669e-17+0.00215302j 4.36127e-17-0.00445956j -1.29633e-16-0.00479806j 2.37476e-16+0.0220656j 2.89864e-17-0.00799843j 1.7353e-16+0.0084761j -2.22905e-16+0.00969964j 4.39771e-16+0.0189739j -3.63903e-17-0.0026948j 4.34996e-16+0.00377252j 7.25845e-16+0.0102837j -5.71013e-16-0.0102512j -1.40245e-16-0.00521722j 3.90147e-17+0.00100565j 2.568e-15+0.00679271j -3.81468e-17-0.0155932j 3.26988e-16+0.0117618j 2.11405e-16-0.00277541j 6.45903e-16+0.010675j -3.09092e-16-0.0244831j 2.885e-16-0.00801474j 1.8857e-17+0.0101063j -5.91799e-16-0.0180297j 3.05106e-15+0.0123585j 1.71905e-15-0.00340416j -1.27032e-14+0.00836972j 3.50613e-16+0.0024384j -1.68069e-16-0.00167259j -8.03937e-16-0.025652j 1.65036e-16+0.0120039j -6.6233e-17-0.00439975j -6.61316e-16-0.0150059j -4.17004e-16+0.000959419j 3.44538e-16+0.0118586j 2.49795e-16+0.00859702j -2.23395e-16-0.0128642j -1.73818e-15-0.014741j 1.93257e-16+0.00125429j -1.37717e-16-0.00299818j 1.86415e-16+0.00451843j 6.38409e-16+0.013914j -1.78243e-16+0.000847324j 3.19577e-16+0.0145324j 7.79909e-16+0.0142871j 3.93179e-16+0.0150141j 6.96634e-16+0.0202507j -1.12e-16-0.00772079j 3.52742e-16+0.0154312j -3.11416e-16-0.00627994j 1.32762e-16-0.00172266j 2.69995e-16+0.00652931j -1.85137e-16-0.00780252j -6.44408e-17-0.00390166j 2.58582e-16-0.00334227j 4.12397e-16+0.0092236j 7.3865e-17+0.00868199j 
6.96791e-16+0.0214844j -7.90513e-16-0.02099j 1.57827e-17+0.00139796j 5.31849e-17+0.0116804j -4.05691e-17-0.00749197j 5.22949e-16+0.00266177j 2.04196e-16+0.000776013j -2.94475e-16-0.00408566j 2.31284e-16-0.00284964j 9.1559e-17+0.00892011j 1.02177e-16+0.00470163j 4.61338e-16+0.0160632j 3.10351e-16-0.00286613j 2.6054e-16+0.0157884j -3.52413e-16-0.0139676j -3.6774e-16-0.0201432j 2.80153e-16-0.00540652j -1.20846e-16-0.000496397j -2.41636e-16-0.00630406j 1.3078e-18-0.00938171j -4.33544e-16-0.00868703j 1.67326e-16+0.00145486j 2.11014e-17+0.00869754j 5.90027e-17-0.000908798j -2.59085e-16-0.00558495j -2.41272e-17+0.00516323j 6.04151e-16+0.00686802j -1.51195e-16-0.00476113j -3.52799e-16-0.00752121j 1.79874e-16-0.00355669j 6.2636e-15+0.0171623j 3.36792e-16-0.00355784j -3.75845e-16-0.00911195j 2.6502e-16+0.014944j 1.0242e-15+0.012925j -7.85992e-17+0.00247791j -3.49244e-16+0.00224088j -2.17964e-16+0.0234735j 4.95805e-16+0.00831791j 4.44546e-15+0.0161418j 2.96654e-15-0.00187589j 4.57991e-15-0.00314674j 1.6362e-16+0.00489345j 1.84979e-16-0.000878663j -1.75749e-16-0.00651772j 1.78322e-16+0.00184506j -4.45651e-16-0.00725589j -2.34054e-16-0.00659291j -1.27468e-16-0.0140818j -1.87113e-16+0.00226479j -7.19391e-16-0.00355661j -3.48611e-16+0.00123806j -1.98513e-15-0.0154872j 2.43728e-16+0.00914331j -1.14673e-16-0.00713421j 4.79853e-16+0.00354281j -6.32448e-17+0.00404865j 7.62763e-16+0.0179045j 5.1554e-16+0.014744j 2.79452e-16+0.0133938j 4.8523e-16+0.0183341j 1.69784e-16+0.0127853j 1.90445e-16+0.0129821j 2.4798e-16+0.00174971j 2.80683e-16-0.00301372j -3.38154e-16+0.00290252j 3.23954e-16+0.00255594j 1.97174e-16+0.00422652j -3.55028e-16-0.0142901j -3.70921e-16+0.00239021j 4.996e-16+0.0199178j 8.98668e-16+0.0214387j 
5.7962e-16+0.0145556j -9.16374e-16-0.0165056j 2.90402e-16-0.00859252j 1.88944e-16-0.00610802j -1.44008e-16+0.00076377j 4.3039e-16+0.0257226j 7.75371e-18+0.014382j -1.23934e-16-0.0129966j 2.23436e-16+0.0252313j 8.80889e-17-0.00671721j 3.07512e-16+0.00262943j 6.88938e-16-0.000973383j -4.2768e-17+0.0189876j 4.71238e-16-0.0047575j -2.42561e-16-0.00581598j -2.01901e-16+0.00779114j 6.01122e-17+0.0244948j -1.08694e-17-0.00329972j -2.56494e-16-0.00970725j -1.90117e-16+0.00866868j -3.10085e-16-0.0122752j 2.33008e-16+0.00947j 1.09338e-16+0.00783371j 1.41864e-16-0.000476401j -1.13757e-16-0.0114049j -1.79324e-16-0.00854554j 6.55605e-16+0.0154202j -6.28433e-16-0.00645082j 1.23864e-15+0.0108387j -6.87912e-16-0.00482826j -1.34382e-16-0.00136603j -3.39232e-17+0.00201651j -3.44197e-16-0.0074693j 2.1893e-16-0.0065035j -3.79096e-16-0.00790761j -1.50751e-16-0.00694458j -3.32558e-16-0.0183981j 9.4322e-16-0.021298j -1.435e-16-0.00437264j 4.71762e-15+0.0164111j 3.6224e-15-0.000607336j 9.09892e-15-0.00603883j 7.75248e-17-3.16208e-05j 4.23732e-16+0.0195624j 5.24084e-17-0.000402961j -3.60713e-16-0.00361688j -5.24339e-16-0.00697292j -1.97144e-16-0.00108745j -2.2688e-17+0.0122984j -2.16409e-16-0.0179466j -6.12693e-16-0.0450548j -3.12702e-16-0.0133448j -1.24875e-15-0.00790589j 2.93972e-16+0.0043497j -7.86368e-17+0.0016209j 3.61859e-16+0.0270816j -1.30555e-16-0.0117173j 8.58907e-16+0.0206417j 4.96433e-16-0.00124527j 1.91254e-16-0.00591716j 1.53781e-16-0.01396j -2.33458e-17-0.00740147j 1.52567e-16-0.00621494j 8.55764e-18+0.015962j 1.41491e-16+0.0226946j -1.61521e-16-0.0239487j 8.12381e-17+0.0238015j 3.08918e-16+0.0061765j -6.3585e-16+0.0023863j -2.68743e-16-0.0199166j 3.89117e-16+0.00943293j 9.32788e-16+0.0216454j 
