3.00183e-17-0.0382433j 1.33289e-17+0.0738574j 1.16027e-17-0.0311427j -1.26802e-17-0.0113399j -2.00496e-16+0.0158113j -1.74169e-17-0.0397914j 2.26869e-17+0.00197384j -1.0398e-17-0.00696056j 4.13144e-17+0.00683552j 1.74801e-16-0.0180212j 1.69449e-17-0.0070919j 7.74642e-17-0.0461815j -1.06155e-16-0.00596157j 5.38833e-17-0.026882j 2.38164e-17+0.00726753j 2.18532e-17+0.0106297j 2.83119e-17-0.011211j -3.66069e-17+0.00674409j -9.07918e-17+0.00600716j 5.16522e-17-0.00193856j 4.37486e-17+0.0437001j -1.61627e-16-0.020141j 8.78183e-16-0.0190876j -9.22374e-17-0.00412593j -1.34206e-17+0.00163865j 1.88563e-16+0.0315528j 4.11146e-16-0.00479285j -5.01366e-16+0.00760242j 1.05306e-15+0.013575j -8.29958e-16-0.0111976j -6.33793e-15-0.0169946j -3.30578e-16-0.00480525j 8.21699e-20+0.0203296j -1.0547e-16-0.0192025j -8.74649e-16-0.0140155j -2.21839e-16+0.0210742j -1.28297e-16+0.0259571j 7.38138e-16-0.0321355j -4.93196e-16-0.0147445j -3.48351e-15-0.0171489j -2.84009e-15+0.00434019j 3.0343e-14-0.0198894j 3.64071e-17+0.000349419j -2.15698e-17-0.0190636j 1.72194e-16-0.00427024j 9.89694e-18+0.0187815j 4.16329e-16+0.0309852j 9.92196e-17+0.00689683j 7.19715e-17+0.00679251j 7.51889e-17+0.00823249j 1.19428e-16+0.0224637j 1.73741e-16+0.0223056j 1.18921e-15+0.011856j -3.52714e-17-0.0127813j 4.96341e-17+0.00206184j -1.26769e-16-0.00896559j -1.63057e-16-0.010469j 4.85142e-17-0.0505464j -1.04022e-16-0.042955j -1.98218e-16+0.00163071j -2.07201e-16-0.0295961j -5.9802e-17+0.00851608j -1.80661e-17-0.0106323j 2.14931e-18+0.0101428j -6.50688e-18+0.0059933j 2.67639e-18+0.0125178j 2.05436e-18-0.00628366j -8.07419e-17-0.0229317j -2.27095e-17+0.0528381j -4.07095e-17+0.0206169j 4.31783e-17-0.0291103j -7.69358e-17-0.068982j 
-7.91298e-17+0.00103924j -2.41506e-16-0.00778701j -6.84979e-17-0.000329781j -5.31664e-16-0.0104487j 1.72925e-16+0.000429533j 2.41646e-16+0.0100114j 1.57652e-16+0.00443536j -5.32621e-16-0.0063483j 3.76203e-16+0.0052357j 3.48582e-17+0.00276601j 8.35765e-17-0.000398216j 4.20192e-16+0.00599704j 1.06329e-16-2.11488e-06j 2.54032e-17-0.000533775j -2.02216e-16-0.00493246j -4.16737e-16-0.0116395j 2.20273e-16+0.00552765j -3.39707e-16-0.00989699j 7.14076e-17+0.00593216j 1.96833e-16-0.000745171j -2.10312e-17-0.00357915j -6.08827e-17-0.00137472j 1.80082e-16+0.00311774j 5.35762e-17+0.00024377j -3.50321e-16-0.0089746j 2.18762e-16+0.0062356j 5.20726e-16+0.00674364j 9.27633e-17-0.00720358j -5.93599e-16-0.0122813j 9.68253e-17-0.0016848j 1.12969e-15+0.00272696j -1.46874e-17+0.00627857j -2.49653e-16-0.00493412j -1.0295e-16+0.00313773j 7.35457e-16+0.0100731j 7.20746e-17+6.36115e-05j -2.75623e-16-0.00539001j 1.73665e-17+0.000913042j 1.31032e-16+0.00611922j 3.09253e-15+0.0077451j 2.471e-15+0.00309362j 8.01016e-15-0.00549161j -5.06551e-16-0.00913458j 1.48042e-16-0.0023267j -7.52816e-17-0.00331275j 6.7824e-16+0.0121297j -4.30375e-16-0.00772878j 1.41694e-16+0.00332771j 4.93475e-16+0.00305639j 4.74902e-18+0.00467994j -3.8255e-16-0.0107477j -2.3752e-16-0.00377737j -2.35896e-15-0.0164246j -7.66722e-17-0.00224296j -1.32295e-17+0.000195555j 1.69216e-16+0.00307031j -5.05913e-16-0.00707505j 5.57607e-16+0.00851554j 1.98498e-16+0.00824521j 1.82533e-17-0.000290087j 1.90117e-16+0.00383028j 5.19943e-17-0.00163077j -1.30567e-16-0.00688563j 4.29565e-16+0.00878387j 5.30935e-16+0.00523312j -3.45647e-16-0.00792293j -5.88249e-17+0.00279625j -1.56501e-16-0.00118284j 1.15912e-16+9.12279e-05j -6.0925e-16-0.0131433j -2.2285e-16-0.00285916j 2.67956e-16+0.00779891j 
1.73881e-16+0.0039497j -1.74821e-16-0.00122994j 2.91919e-16+0.00187665j 5.50734e-16+0.00993499j -8.48633e-17-0.00134522j -5.13423e-17-0.0023228j -3.00893e-16-0.00363325j 3.88506e-16+0.00382754j 1.54349e-16+0.00323344j -1.85966e-16-0.0032837j 3.4549e-16+0.00552917j -1.48552e-16-0.00390341j 3.55496e-16+0.00785346j 2.26247e-16+0.00277965j 3.30163e-16+0.004353j 2.85419e-16+0.00666437j 1.30171e-16+0.00306321j 4.83549e-16+0.00954356j -1.1208e-16-0.00460181j -2.81816e-16-0.00100972j 1.43527e-16+0.0024716j 4.03326e-16+0.00660395j -1.80952e-16-0.003638j -6.08174e-17-0.000114648j 2.95548e-16+0.00437442j -4.91966e-16-0.00777683j -1.87714e-16-0.00161948j 1.27131e-16+0.00537512j 9.83228e-16+0.0102873j -7.31317e-16-0.00541729j 3.05914e-16+0.00102069j 1.09553e-16-0.00239066j -4.1286e-16-0.00462649j 2.98868e-16+0.00250163j -9.25664e-16-0.00963294j -1.95595e-16-0.00209378j 2.52503e-16+0.00422912j 5.07315e-17-0.00214604j -2.15534e-16-0.00492124j 4.40414e-17+0.00266596j -2.49857e-16-0.0036567j -2.12131e-15+0.00144477j 4.45749e-16+0.00663307j 5.7497e-17+0.00430919j 4.26486e-16+0.00532156j -1.1954e-15-0.0165359j 2.281e-16+0.00389972j -8.81326e-17-0.00254328j -1.00128e-16-0.000289876j -3.22655e-16-0.00806586j -3.43276e-16-0.00523297j -6.07996e-18-0.000893082j 1.93653e-15+0.0127857j 4.64189e-16+0.00790531j 3.05193e-17-0.000155917j 7.85607e-17+0.00348752j 2.22167e-16+0.0030448j 2.34597e-16+0.0034222j -4.45016e-16-0.00917767j -4.71316e-17+0.000133049j -4.97015e-16-0.00741842j -2.07485e-16-0.000656364j 1.92823e-16+0.00546421j -3.49621e-16-0.00450324j -7.35047e-17+0.00103078j 8.9358e-17+0.00115739j 5.44183e-17+0.00223687j 3.57994e-16+0.00453782j -4.13503e-16-0.0042939j 2.82656e-16+0.00601594j 2.46619e-16+0.00600322j 1.95857e-16+0.00231279j 
-3.68347e-16-0.0329019j 1.44253e-16+0.0225614j 6.4882e-18+0.0121811j -8.64456e-17-0.0099531j 3.03009e-17+0.011777j -2.53017e-16-0.0194234j -1.14623e-16-0.0167303j -4.40173e-17+0.0162473j 9.89387e-17-0.00790425j -5.57287e-17-0.00562624j 5.68457e-17-0.00354554j 1.01584e-16-0.000969494j 8.34128e-17+0.000417821j 7.27944e-17-0.00141522j 1.19001e-16+0.0195533j -1.29116e-17+0.0001737j -1.04197e-16-0.00858968j 2.1491e-17+0.000585041j -4.55495e-18+0.0195101j 1.19255e-17-0.00903144j 1.67466e-16+0.0193485j -3.92386e-17-0.00911687j 5.51955e-16-0.0158295j -2.52606e-16-0.00694397j 8.46372e-17+0.00828232j -2.54824e-16+0.00128941j -6.51454e-16-0.0178412j 1.0093e-15+0.0139203j -6.35407e-16-0.00572378j 6.89439e-18-0.00247681j -4.21285e-15-0.0121325j -4.88949e-16+0.0130364j -1.97384e-16-0.00430117j -1.49474e-16+0.00018269j -3.84818e-16-0.00634009j 1.08251e-16+0.0118788j 6.77492e-17+0.0145552j 1.3865e-16-0.00306817j 5.64553e-17+0.00679192j -4.43703e-15-0.0209129j -3.22025e-15+0.0057712j 1.84931e-15-0.00120146j -2.49561e-16-0.0112597j 2.55756e-17-0.0144457j 3.472e-16+0.0198633j -5.40287e-17+0.000170151j 1.83641e-16+0.00586577j 3.33206e-16+0.0168896j 4.08258e-16+0.00964696j -3.77039e-17+0.00674706j 2.67811e-16+0.0226473j 2.71143e-16+0.0104227j 1.3945e-15+0.0135869j -5.53368e-17-0.00742384j 2.60954e-17+0.00533158j -3.22367e-16-0.023768j -2.57458e-16-0.00719095j 9.26295e-17-0.0130775j -3.86713e-16-0.0153478j -2.62457e-16-0.0136621j -1.81653e-16-0.00748923j -6.07082e-17-0.014612j 1.06787e-16-0.00278374j -4.40224e-17-0.0154005j 1.81603e-16-0.00335157j 6.33076e-17+0.010375j -2.41309e-16-0.025888j -8.35594e-17-0.00416736j 1.18765e-16+0.00636687j -4.78564e-18+0.00248792j -2.02877e-16-0.0296962j -2.29014e-16-0.0272602j 
-1.38659e-16+0.0125381j -1.00583e-16-0.00011611j 1.3108e-16-0.00856578j -3.5561e-16+0.00773836j 2.86644e-16-0.00642045j -2.46761e-17+0.00172971j -3.30608e-17+0.0056245j -4.41565e-16-0.000824144j 3.7285e-16-0.00594137j -1.04791e-16+0.0058187j 3.51397e-16-0.00582263j 4.93542e-16-0.00831706j -1.23921e-16-9.80208e-05j 1.78765e-16-0.00317664j -7.03289e-17-0.00623684j -2.1757e-16+0.00106702j -9.25026e-17+0.0035852j -1.71299e-16+0.00323709j -5.00152e-17-0.00453073j -5.16149e-17+0.00798688j 2.43845e-16-0.0089729j 9.78292e-17+0.000812561j 5.094e-16-0.00269172j 4.30163e-17+0.00261987j -1.65399e-17-0.00283932j 6.07923e-17+0.00333605j 2.66678e-16+0.00140314j -1.29911e-16-0.00622094j 2.70819e-16+0.000938865j -1.71476e-16+0.00351018j 5.57911e-16+0.00155215j -3.50875e-18-0.00544709j -2.4522e-16+0.00844471j -2.26442e-16+0.0013107j -6.9357e-17-0.00115275j 2.69256e-17-0.00660355j -1.99405e-16+0.00183023j 7.00979e-16-0.0084775j -2.27391e-16-0.00438805j -7.24066e-16+0.00345138j -5.53064e-16-0.00828608j -4.5266e-15+0.00286491j 1.41199e-16+0.0015499j 1.36797e-16-9.05868e-05j 9.64385e-17-0.0123174j 2.03557e-16+0.00367604j -1.98496e-16+0.0044803j -1.37873e-16-0.00369037j 3.75669e-16-0.00938935j 1.78923e-16-0.00411518j 3.66452e-17-0.00402562j 1.70552e-17-0.00283988j -8.65631e-17+0.00654422j -1.31343e-17+0.00216162j 3.33271e-17-0.0036757j -8.68535e-17+0.00927566j -1.22016e-16+0.00723764j 5.43257e-16-0.00697227j 1.81806e-16-0.000304394j 1.96638e-16+0.00132883j 1.42746e-16+0.00434465j 1.06513e-16+0.00801712j -1.13702e-16+0.00513283j 2.25678e-16+0.00254939j 3.65909e-16-0.00438836j -7.07344e-17-0.000364533j -3.48062e-16+0.0115948j -1.10771e-16-0.000554864j -9.48809e-17+0.00344745j -4.18621e-16+0.00763811j -3.31275e-16+0.0141761j 9.58267e-17+0.00246575j 
1.06288e-16+0.0189631j -9.03061e-17-0.00530152j 6.45576e-17-0.00248423j -6.90437e-17+0.0262811j 1.36935e-16-0.00736119j 5.78316e-17+0.00291216j -8.93473e-21-0.00237285j -1.41716e-16+0.0218523j 1.72824e-16-0.00125897j -1.12904e-17-0.00334291j 1.73646e-16-0.00510603j 2.44903e-16-0.0157368j -1.85749e-16+0.0230139j 1.67987e-16+0.00480489j -4.29414e-17+0.00414914j -7.37889e-17+0.00541413j -1.52844e-17+0.0126471j 8.42882e-18+0.0167852j -7.13965e-17-0.00170411j -7.38694e-17-0.0112762j -6.12618e-18-0.0071506j 2.50854e-16+0.00609655j 7.56182e-16-0.0190448j -7.36536e-17-0.00988102j 4.75084e-17-0.0011199j -9.76955e-17-0.0059311j -9.93899e-17-0.00454222j -1.78098e-16-0.00161796j 5.30969e-16+0.00515924j -2.9078e-16-0.00465373j 1.37949e-15+0.00383231j -1.76593e-16+0.00823183j -2.53569e-16-0.00928009j -2.07779e-16+0.0173788j -5.43673e-16-0.0130186j -2.33339e-16+0.00475015j -2.47645e-16+0.014593j 7.75812e-16-0.0196893j -6.47415e-17+0.00812375j -1.48383e-15+0.00697591j -1.30746e-15-0.0156634j 3.31886e-15-0.00228031j 4.98054e-17+0.0018007j 1.60674e-17+0.00231196j 4.86312e-17+0.00703864j -2.42858e-16-0.0264154j 1.32782e-16+0.00984581j -4.68793e-17+0.00403956j 2.48014e-17-0.0197488j 3.18988e-17-0.0215868j -2.67946e-16-0.0285142j 4.67986e-17+0.00044666j 2.97445e-15+0.0331602j 8.06691e-17+0.0153814j 3.48257e-18-0.00303316j 8.67882e-17+0.0163185j 2.51589e-17+0.00335995j 2.7905e-16-0.00122562j -8.59232e-18-0.0174697j -8.0417e-17-0.00814292j -1.04058e-16-0.0132737j -8.51983e-18-0.00764893j -2.59127e-17+0.0158342j 7.54467e-17-0.0120483j 1.24734e-16-0.00343919j -4.54343e-17-0.00146507j -6.93428e-17+0.0190315j 7.35372e-17+0.0143601j -1.05244e-16-0.00430384j -1.62917e-16+0.0163765j -3.21544e-17+0.0241206j 1.3436e-16+0.00943542j 
-6.60499e-16-0.0252476j 3.10577e-16+0.0145402j 1.08526e-16+0.00702386j -3.37201e-16-0.0161305j 8.66224e-17+0.00614067j -1.5442e-16-0.00238986j -9.53062e-17-0.00349813j 4.86854e-17+0.00369074j -4.80869e-17-0.00317943j -6.72102e-17-0.00535249j -2.62404e-17-0.00119364j -6.64065e-17-0.00471926j -2.05288e-16-0.0111534j -1.90987e-16-0.0110315j 2.19844e-16+0.0117151j 1.54969e-16+0.010889j -1.92294e-16-0.00609621j -1.79034e-16-0.00734958j 2.29137e-16+0.0106819j 8.43941e-18+0.00162149j 2.50309e-16+0.0102889j -1.81069e-16-0.00419928j 4.55744e-17-0.00120516j -6.86915e-18+0.00311172j 9.53676e-17+0.00744482j -5.14159e-17-0.00208357j -3.99612e-16-0.00602612j 4.33251e-16+0.00173655j -7.75526e-16-0.0058351j 4.21234e-16+0.00779684j -3.98068e-15-0.0113903j -1.68542e-16+0.00496022j 1.88661e-16+0.00812934j -1.89822e-16-0.011606j 2.38701e-16+0.00328233j 2.30879e-16+0.00065j 8.60213e-18-0.00530603j 8.04752e-18-0.000712176j -5.50749e-18-0.000596593j -3.2524e-15-0.0176782j -1.94714e-15+0.00848097j -7.0055e-15+0.00472263j -2.66059e-16-0.00641991j -5.33707e-17-0.00470219j 1.89212e-16+0.00575695j 9.70898e-17+0.00278765j -2.34104e-17-0.000538104j 1.80847e-16+0.00354067j 3.17215e-16+0.0104756j 2.95455e-16+0.0130078j 5.95311e-16+0.0197878j 1.65842e-16+0.0012942j -3.16705e-17+0.000156116j -3.19421e-16-0.0133523j 1.45446e-16+0.00798224j -4.95818e-16-0.0162333j -1.22471e-16-0.00192506j -3.13594e-16-0.0160931j -2.66104e-17+0.00172763j -1.05004e-16-0.0054566j -2.25203e-16-0.00745261j -2.22932e-16-0.0114011j -3.33801e-16-0.0186178j -5.15633e-17-0.00299273j -8.32737e-17-0.00577615j 1.0248e-16+0.00269827j -3.27393e-16-0.0127061j -1.66831e-16-0.00530027j 1.56749e-16+0.00509598j -8.07308e-17-0.0056103j -5.62235e-16-0.0259742j -4.59588e-16-0.0186601j 
1.81839e-15-0.00138018j 7.30845e-15-0.00516085j -7.94078e-15+0.00562208j -2.2094e-15+0.00145998j -2.73929e-15+0.00193526j -5.37265e-15+0.00378497j 1.24436e-15-0.00087121j -1.37798e-14+0.00962259j 3.06225e-15-0.00210195j 7.20672e-15-0.00507919j 6.35273e-15-0.00437287j -8.64661e-15+0.00615968j 6.67932e-16-0.00058215j -5.05662e-15+0.00356977j -3.45424e-15+0.00239571j -9.68229e-15+0.00675587j 7.14505e-15-0.00513037j 2.89869e-15-0.00211556j 2.23283e-15-0.00155769j 1.35552e-14-0.00965079j 5.94143e-15-0.0040792j 4.83616e-15-0.00342402j -5.55094e-15+0.00391173j 9.78443e-15-0.0068259j -5.29597e-15+0.00370835j 9.4925e-15-0.00667819j 4.65861e-15-0.00341946j -1.11857e-15+0.000859639j -5.92393e-16+0.000118412j -1.26765e-14+0.00908197j 2.44652e-15-0.00201376j -7.33101e-15+0.00511281j 9.34245e-16-0.00066838j 2.93569e-15-0.00206846j -1.94984e-15+0.00167199j -1.28778e-14+0.00918902j 8.4706e-15-0.00605741j -5.41599e-15+0.00398281j -1.52253e-14+0.0109048j 1.11674e-14-0.00903435j -6.24808e-15+0.00364619j -6.66698e-15+0.00226682j -2.29672e-15+0.00164526j -7.86602e-15+0.00552383j -1.34036e-14+0.00946111j 8.88943e-15-0.00622741j 4.69536e-15-0.00340053j -2.72714e-15+0.00188356j 5.36665e-15-0.00373875j 2.88647e-15-0.00187316j -1.50919e-15+0.00118031j -5.67507e-15+0.00404074j -2.37027e-15+0.00157742j 6.23796e-15-0.00444283j -3.47324e-15+0.00246809j 5.23792e-15-0.00380312j 3.17738e-15-0.0023071j 2.40562e-16-0.000144025j -9.74164e-15+0.0069828j 5.91353e-15-0.00404498j 1.56798e-15-0.00111156j 1.49471e-14-0.010516j -6.93309e-16+0.000372078j 1.21588e-14-0.00849799j 3.9051e-15-0.00275568j -1.20818e-15+0.00087143j 2.75131e-15-0.0020197j -8.28328e-15+0.00581295j 7.33867e-15-0.00519247j 5.66299e-16-0.000472005j 2.63467e-15-0.00196986j -4.8653e-15+0.00341288j 
-5.1713e-16-0.0196227j 3.11623e-16+0.00994504j -1.17967e-17+0.00334194j -3.09726e-16-0.0158415j -9.619e-19+0.00384956j -8.98782e-18+0.00865823j 3.45203e-17+0.00334969j -1.13311e-16+0.00161491j 1.33214e-16+0.00621379j -7.59249e-17-0.0109001j 1.44823e-16+0.00171145j -2.95691e-16-0.0109184j -3.06726e-16-0.00946842j -2.99019e-16-0.0145416j 1.20976e-16+0.00883321j 1.47929e-16+0.0149393j -1.05402e-16-0.00118783j -1.6822e-16-0.00947088j 1.68348e-16+0.00752454j -4.10499e-17-0.00361086j 3.62055e-16+0.0093969j -1.00066e-16-0.00115277j -5.28733e-17+0.00236405j 2.02423e-16+0.00309076j -6.47508e-18+0.00442519j 1.63209e-16-0.00249463j 8.6031e-17+0.00245077j 1.98483e-18-0.00581186j -6.36514e-16-0.00689831j 3.02128e-16+0.00792726j -2.71021e-15-0.00840116j -1.89443e-16+0.0072158j 2.16782e-16+0.00657615j -1.12379e-16-0.011909j 7.11044e-16+0.00813904j 1.93126e-16+0.00272614j -6.33213e-17-0.0120179j 8.16757e-17-0.00292295j -7.34982e-17+0.00223659j -9.39842e-16-0.0110542j -2.66027e-16+0.00975971j -1.15968e-15+0.000781479j -2.06574e-16-0.00471558j -7.38902e-17+0.000567384j -2.71652e-17+0.00436156j -5.48755e-17-0.00378157j -5.72363e-17-0.00299185j -6.46215e-17-0.00106382j 1.73179e-16+0.00733869j 4.10536e-16+0.0124981j 3.48987e-16+0.00504473j 2.79091e-17-0.00112908j -6.4524e-16-0.00462805j -2.23065e-16-0.0124644j 1.5213e-16+0.00992148j -3.01549e-16-0.00821869j -1.14714e-16-0.00451756j -3.66289e-16-0.0148524j 6.62307e-17+0.00526984j 1.91189e-16-0.0017054j -4.65447e-16-0.0164687j -1.40155e-16-0.0151283j -5.74011e-16-0.0270786j 1.76902e-16+0.00326111j -1.17752e-16-0.00381439j 3.14726e-17-0.00390433j -8.75438e-17-0.000837511j -1.56634e-16-0.00149887j 1.65607e-16+0.00465362j -9.27217e-17-0.00977743j -4.64331e-16-0.0221359j -4.01019e-16-0.0123416j 
-1.42217e-15-0.0208066j 8.81045e-16+0.0174296j 2.09943e-16+0.000910699j -6.9959e-16-0.0101807j 2.06977e-16+0.00279812j 2.53811e-16+0.000676522j 9.27369e-17+0.00192593j 3.72485e-16+0.00291957j 4.19888e-16+0.00528519j -8.56545e-16-0.0137462j 2.15604e-16+0.00515582j -9.23506e-16-0.0165779j -6.85689e-16-0.0149222j -8.27144e-16-0.0135867j 6.38886e-16+0.00767277j 1.01709e-15+0.0130154j -4.35245e-16-0.00958975j -4.53524e-16-0.00655144j 3.8848e-16+0.00631465j -8.5488e-16-0.013165j 1.00291e-15+0.0184984j -3.06605e-16-0.00330668j 5.22849e-17+0.00173839j 6.65941e-17+0.00236527j 3.76574e-16+0.00687623j 4.86851e-17+0.00349261j 2.42129e-16+0.00327612j -2.44982e-16-0.00613276j -8.92719e-16-0.00770147j 7.49327e-16+0.0054771j -1.46107e-15-0.00378519j 3.87697e-16+0.00523042j 3.77461e-16+0.00707132j -5.01231e-16-0.0088986j 1.46096e-15+0.0126409j 8.36735e-16+0.00998477j -5.20758e-16-0.00515633j -1.41804e-18+0.00549318j 5.18507e-16+0.00401689j -1.16785e-15-0.0103938j 5.70332e-16+0.0109824j 4.49312e-15-0.00298795j -6.16504e-17+0.000180796j -9.73358e-17-0.00405156j 5.41059e-16+0.00357711j -7.5686e-16-0.00797696j -2.04452e-17+0.000948454j -1.93085e-16-0.00527096j 8.7443e-17-0.000397031j 9.93014e-16+0.018331j 6.62302e-16+0.0132337j 3.11338e-16+0.00557716j -6.41583e-16-0.00518247j -7.58843e-16-0.0110237j 6.61795e-16+0.00917153j -8.48694e-16-0.0127729j -3.3923e-16-0.00223423j -1.24048e-15-0.0217966j 2.91857e-16+0.00357515j 2.51371e-16+0.00692588j -1.50953e-15-0.0186862j -1.06793e-15-0.0105361j -1.73795e-15-0.0270774j 1.73086e-17+0.00246467j -4.88065e-16-0.00931262j 5.75738e-17+0.00325362j -1.27676e-16-0.00250501j -7.59541e-18-0.00240539j 2.74244e-16+0.00593131j -2.32637e-16-0.00102332j -1.41995e-15-0.0214318j -1.08598e-15-0.0195962j 
-4.73727e-16-0.0208768j -1.11358e-16-0.00190783j 1.54285e-16+0.00927097j -4.5897e-16-0.0284058j 3.63628e-17+0.000968437j 2.47531e-16+0.0235998j 1.89679e-18+0.00531653j -2.45945e-16-0.011944j 2.5424e-16+0.0190649j -5.69225e-18-0.008058j 1.87031e-16+0.0166611j 1.6577e-17-0.00940025j -1.52868e-16-0.00935179j -1.93163e-16-0.0190744j 1.15493e-16+0.00991302j -6.92992e-17+0.00813482j 1.05542e-16+0.0116216j -2.99602e-16-0.0161937j 2.50616e-16+0.0144716j 1.27865e-16+0.00457454j 1.49545e-16+0.0120756j -2.45908e-17+0.0111748j -1.4654e-16+0.00552533j 2.44488e-16+0.0154757j -1.30652e-16-0.000456708j 1.06482e-16-0.00463227j 5.73385e-16+0.0137091j 1.18894e-16-0.0119873j -7.99974e-16-0.0164864j 1.53704e-16-0.0024845j -1.1357e-15-0.00401336j -6.5582e-17+0.00918086j -3.13535e-17-0.00217305j 5.30265e-17-0.00900187j 1.09381e-15+0.016275j 5.10258e-17-0.0131716j -9.54838e-17-0.0201276j -1.10772e-16+0.00186996j -1.67285e-16-0.00601933j 4.31168e-15+0.00506723j 3.83006e-15+0.0127973j 4.07575e-16-0.0003194j -5.50529e-16-0.0115154j 8.51976e-18-0.000261399j -3.75584e-17-0.000480854j -3.54764e-17-0.0054476j -4.36232e-16-0.0127268j 1.37907e-17-0.00543514j 4.2995e-16+0.0206546j 2.95513e-16+0.021089j 3.0306e-17-0.0071269j -2.84532e-16-0.0153308j -2.34705e-15-0.0195973j -1.37381e-16-0.00819794j 1.31891e-16+0.0133325j -1.84712e-16-0.00490696j -2.36843e-16-0.0062668j 9.17719e-17-0.000346866j 2.30032e-16+0.0108731j 1.73142e-16+0.00326723j -3.73942e-16-0.0204289j -2.23642e-16-0.0151909j -5.83349e-16-0.0449927j 2.61736e-16+0.0174387j 7.55206e-17+0.00168161j -1.69615e-16-0.0149392j -1.10003e-16+0.0021521j -1.10556e-16-0.00279365j -3.44737e-17-0.00290589j -4.07878e-16-0.0282549j -4.73449e-16-0.0285437j 3.12777e-19-0.000956265j 
3.8007e-17+0.00126122j -1.02852e-15-0.0143686j 5.58002e-16+0.00804474j -6.70136e-16-0.00861105j 1.87559e-17+0.0015265j 2.31782e-16+0.00219307j -2.69231e-16-0.004354j -8.58799e-16-0.0110169j 5.18834e-17+0.00182986j 7.00259e-16+0.0101416j 4.38293e-16+0.00619343j 1.29099e-15+0.0201891j 1.54981e-16+0.00295411j 4.05415e-16+0.00808476j -1.23558e-16-0.00194106j -1.05024e-15-0.0155461j 4.17934e-16+0.00541709j -3.54203e-16-0.00423406j 3.16508e-16+0.00361942j 1.0122e-15+0.0109671j -3.81971e-16-0.00468156j 3.96725e-16+0.0046456j 1.21467e-16+0.00443729j 4.83516e-16+0.00502438j -2.63083e-16-0.00451554j -2.50771e-16-0.00222486j 1.58329e-16+0.00111105j 5.83998e-16+0.00519689j -4.07486e-16-0.00321831j -6.33634e-16-0.00832255j 1.03837e-15+0.00280365j -9.6115e-17-0.00144357j -5.95142e-16-0.00993653j 2.49127e-16+0.00392126j -5.75009e-17-0.00016174j -1.04171e-15-0.0114968j -1.15429e-16-0.00217332j 3.14915e-16+0.0088502j -5.32622e-16-0.00525852j 3.41728e-15+0.00910522j 2.27673e-15+0.00134654j -2.0855e-15+0.00146834j -5.78724e-16-0.00566812j -7.59793e-17-0.00103758j -2.19763e-16-0.000467785j 8.82172e-16+0.0107614j -7.91159e-16-0.00899398j 2.23209e-16+0.0035071j 1.13227e-15+0.014165j 8.09048e-17+0.000573075j 2.95452e-17-0.00104321j -7.45993e-16-0.00779175j -2.22162e-15-0.0132778j 2.5235e-16+0.00403982j -1.60867e-16-0.00247099j -8.00905e-17-0.00126274j -9.0719e-17-0.00244295j 1.49713e-15+0.0227994j 3.62592e-16+0.00466653j -7.29198e-17-0.00144696j 1.16419e-15+0.0142913j 4.84319e-16+0.00557897j 2.1309e-16+0.00490257j 3.8884e-16+0.00443379j 5.61901e-16+0.00911168j -3.32367e-16-0.00428777j -6.46115e-16-0.00989391j -2.7579e-16-0.00289472j -5.7714e-16-0.00830632j -9.64641e-16-0.0135073j -1.79908e-16-0.00216163j 9.11505e-16+0.0128346j 
