-0.184388+0.0713621j 0.128743-0.115915j 0.224163-0.227854j -0.0599242+0.120247j 0.199494-0.195417j 0.255252-0.251308j -0.0603457+0.0644085j 0.444744-0.373871j -0.180955+0.0294345j 0.0247925+0.0926925j -0.488134+0.262936j -0.239042+0.230925j 0.04858-0.14947j -0.132983-0.0769077j 0.0324378+0.0707188j 0.142321+0.200076j -0.14476+0.177291j -0.475895+0.106113j -0.408388+0.0902295j -0.0340202+0.0989415j 0.0623329-0.384842j 0.259826-0.905877j 0.295166+0.079613j -0.21276-0.57349j -0.00596253-0.222904j 0.338211+0.932023j 0.116534-0.937084j -0.700942-1.57224j -0.129976+0.423664j -3.13408-0.187004j 0.0443441-0.753125j -0.256745-0.50092j -0.0632171+3.4172j -0.0518741+1.5151j -0.378584+6.71846j -0.585047-1.3712j 0.316515-2.93303j 0.900171-8.27381j 0.564129-4.9186j 1.23061-11.6661j 0.112415-0.712281j -1.54772+13.5636j -0.727357+6.38641j -1.32549+10.458j -1.02315+8.7671j -0.14995+0.453765j 1.09554-8.83869j 0.77463-6.63108j 2.50623-17.7636j 1.45947-11.2331j 1.05195-7.60716j -1.18497+7.3869j 0.501402-3.2189j -1.37191+8.30051j 1.39463-9.98504j 1.02738-5.39881j -2.2113+15.6903j -0.231966-0.627906j 1.04674-11.1725j 0.380568-3.32166j -0.281413+9.21281j 0.219862-3.46441j -0.09451+0.146215j 0.105848-5.36j 0.245784+2.03935j 0.350015-3.10527j 1.4092+0.823817j 1.76245-1.70163j 1.56854-3.13631j 
-0.0742422+0.136334j -0.334082+0.285337j -0.235948+0.54362j -1.20068+0.455319j 0.433345+0.0618436j 1.16871-0.438806j -1.12539-0.057824j 3.41914-0.651841j -1.96736+0.460032j -0.586417-0.316493j -0.567213-0.372624j 0.240542-0.212648j 2.98529-0.230201j 2.84773+0.422531j -0.314947+0.934907j -2.9003-0.731592j 1.99605-0.0997207j 0.782958+0.704464j -0.0720545+0.678172j 1.47908+0.803121j -1.20059-1.08848j -2.18156-1.66052j -0.711383-0.357311j -1.31836-1.50746j 0.299736-0.405275j 1.6386+1.60377j -0.196112-0.538899j -0.110209-0.557826j -0.14672+0.838598j 0.342744+0.258301j 1.17095-1.74872j 1.20798-0.809385j -5.25942+9.7741j -2.21007+4.17821j -11.44+19.2207j 0.701999-2.35697j 5.43716-8.58568j 14.762-24.8362j 8.29766-14.1907j 21.7367-33.4437j 2.43649-2.28978j -25.6469+38.9484j -11.3735+20.6j -19.9841+29.2805j -15.711+24.1115j -0.467747+1.3536j 15.519-24.8529j 12.641-20.407j 33.9469-48.0741j 21.5479-30.438j 14.7967-22.9416j -13.2751+20.8619j 4.61859-9.48074j -15.4894+20.888j 16.9447-26.5143j 7.43771-13.7787j -28.0753+38.376j 0.80416-1.04871j 20.0226-30.5557j 4.433-9.10629j -16.8714+24.0201j 6.78348-8.92647j -0.602355+0.370185j 9.74023-15.1037j -2.20489+4.61606j 5.14402-9.3136j 1.05328-0.910649j 2.09689-1.93836j 0.126309-0.420753j 
1.23195-1.07787j 4.79589+0.5709j 5.4968-7.21883j 22.502-11.8467j -6.83849-2.16358j -22.8285+11.2394j 19.2513-2.60676j -51.9497+13.7503j 29.6133-6.71526j 15.4302-0.888545j 10.5774-4.90051j 17.5614-3.66245j -52.3281+4.93611j -42.5995+0.919922j 8.3786-0.224503j 43.5895-0.000231187j -43.9113-3.18163j -12.7701-2.74435j -4.52431-3.09758j -12.0175-3.34137j 26.2673+4.98189j 38.1469+11.5806j 0.946636-2.99705j 16.8544+7.83371j 4.53111-1.43603j -10.9878-11.8638j 0.95816+4.96339j -2.17894+1.33937j 9.25481+0.800587j -1.05253-1.06946j -28.5479-3.16444j -15.6389-2.76098j 117.511+3.13497j 49.7803+0.0250325j 244.994+8.54513j -22.6949-0.0644503j -113.492-5.02147j -324.392-14.2904j -184.083-8.30198j -455.568-22.7198j -36.7831-2.10784j 529.894+24.7059j 256.39+13.717j 411.079+23.1055j 336.952+18.6544j 11.0349+1.66702j -345.791-19.4223j -270.999-15.0732j -687.983-41.5253j -436.656-26.9728j -285.569-19.5009j 278.99+17.1628j -110.759-10.4968j 314.404+19.8253j -379.79-23.6995j -168.599-12.6428j 568.465+43.1123j -20.5219-0.616559j -414.056-31.8066j -109.458-10.7343j 342.368+31.0946j -128.448-10.9004j 18.3509-4.33396j -211.36-22.9528j 59.7299+7.79595j -122.816-15.2115j -20.3248+2.31184j -35.0655-2.55907j -6.35715-1.52985j 
0.846465-0.727604j 3.10767+0.140653j 3.19439-4.43019j 12.951-7.90315j -4.4363-1.14284j -13.664+6.67197j 10.8027-2.04441j -30.2059+8.82967j 18.0149-3.64764j 8.78286-1.38096j 5.91266-3.64368j 10.2182-1.7421j -29.95+2.44894j -24.7338+0.671584j 5.62241+0.204457j 24.6018+0.396495j -24.8552-2.74546j -6.84325-2.2804j -2.45634-1.87455j -6.65386-1.32983j 16.111+2.38217j 22.419+7.15673j 0.371132-1.39797j 10.8889+6.36718j 2.55396-0.855787j -5.27319-7.17514j 0.887275+3.65509j -1.57699+0.491548j 5.12183-0.4302j -0.674952-0.54756j -15.9754+0.292448j -8.9402-0.753087j 66.8362-7.12648j 28.6421-3.03234j 140.556-13.4606j -12.5867+2.9138j -65.0848+5.17158j -186.009+16.4671j -104.853+11.1037j -261.125+19.7091j -21.3319+1.24585j 304.708-25.755j 145.904-12.5867j 236.13-17.6358j 192.051-15.2017j 6.63737+1.1087j -198.119+15.819j -155.598+13.4711j -396.198+27.7035j -251.655+16.9691j -166.092+10.2349j 160.993-12.4362j -62.5445+4.77784j 180.872-12.1575j -216.643+15.9323j -98.265+6.89064j 327.989-18.3073j -12.5027+1.65565j -238.272+12.1636j -62.8895+2.54669j 197.309-7.98109j -74.3473+4.48255j 9.76658-3.0808j -121.563+3.12718j 35.1047+0.114239j -71.6559+1.10773j -11.6446+2.40933j -19.7625+1.29035j -3.76932-0.336002j 
-1.4647+1.43184j -6.10999-0.704524j -6.92477+8.02278j -27.909+15.1436j 8.94874+2.52167j 28.0502-13.2997j -23.2342+4.69456j 64.9253-16.6554j -36.5424+7.17961j -19.402+0.474368j -12.0862+5.41627j -22.1301+4.15768j 63.4869-5.82079j 52.7193-2.11827j -9.43094-0.88309j -54.7195-0.780855j 52.5556+4.24127j 15.7779+3.6278j 6.34843+3.26554j 14.8857+4.18101j -32.7726-5.7324j -46.325-14.1654j -0.801531+4.55176j -21.4556-11.0418j -4.29816+1.9849j 13.2099+14.2346j -1.10344-6.18833j 2.29641-1.60565j -11.2089-1.14364j 0.728709+1.38477j 35.1363+3.23458j 18.7437+4.53269j -143.733-2.58255j -61.0293-0.524377j -301.915-9.72034j 27.8985-1.83897j 140.854+5.77041j 398.004+14.9626j 227.351+8.06529j 560.88+24.6304j 44.038+2.03294j -651.941-27.9014j -315.352-15.5107j -505.113-26.0862j -414.02-22.068j -14.5051-2.19414j 424.521+23.3795j 332.176+14.4078j 845.565+44.3977j 536.242+29.5137j 355.272+24.3153j -342.097-17.7462j 133.705+10.4022j -388.048-22.3041j 467.848+27.1085j 207.543+14.9799j -698.315-49.1722j 25.5246+0.00730926j 509.754+35.8014j 134.192+11.4923j -422.246-35.2703j 158.144+11.3706j -24.131+4.33208j 259.684+26.1615j -74.0914-10.0742j 152.339+18.1486j 25.0742-2.64089j 43.3317+2.74834j 8.32534+1.45572j 
1.39455-1.72025j 5.44506+0.45851j 6.14286-7.47121j 25.3888-14.464j -7.99222-2.72937j -26.9517+12.6465j 22.6784-4.48308j -61.217+17.1364j 35.7588-6.83691j 19.1674-1.51701j 11.7574-5.75506j 21.0749-4.09495j -61.6008+5.52841j -49.8272+1.83666j 9.89947-0.49693j 52.4066-0.0465749j -51.7619-2.81048j -14.9704-2.21689j -6.36562-3.27516j -13.4966-3.45503j 31.0237+4.15063j 43.9481+13.758j 0.716134-3.14787j 20.671+10.3524j 4.97458-2.33392j -12.9111-13.2057j 1.99991+5.24618j -1.61593+1.37233j 10.4143+1.72897j -0.320563-1.41501j -34.3336-3.84408j -18.2273-4.87243j 139.258+5.01997j 59.0039+2.28382j 289.749+14.3201j -26.1599+0.312226j -133.583-8.66863j -382.515-21.3943j -218.24-12.1727j -536.652-35.47j -41.8291-2.3312j 624.763+39.0922j 302.272+20.3119j 483.107+32.7318j 397.712+27.4545j 13.3547+2.45085j -406.885-30.1728j -318.146-20.5925j -809.971-60.2722j -512.771-38.5422j -338.56-29.4032j 328.132+24.28j -129.757-13.1101j 370.628+29.4305j -446.025-35.6249j -198.356-17.656j 669.432+60.2843j -23.4104-1.8657j -488.255-43.1881j -127.89-16.4675j 404.39+41.2052j -151.432-13.6171j 22.4976-4.31983j -248.101-29.2432j 71.8089+9.97075j -145.221-21.2021j -24.7855+2.47626j -41.8024-3.25407j -8.12065-1.30306j 
-0.978519+0.741742j -2.28873-0.173041j -3.37166+3.96156j -12.5177+6.37602j 3.87108+1.22893j 12.5664-5.93304j -9.6274+1.73063j 28.9344-7.7363j -16.5634+2.16153j -8.46662-0.273283j -6.429+3.43149j -9.81974+0.97482j 28.5887-3.31168j 23.6374-1.69027j -4.22203+0.647599j -23.6564-0.0816501j 25.1727+1.5465j 6.72137+1.71366j 3.86264+2.02572j 5.71449+1.28142j -14.3876-2.53883j -20.3897-6.19756j -1.08692+2.76989j -9.1024-4.81998j -2.74838+1.40002j 5.9695+6.14565j -0.552256-2.98669j 1.10229-0.730904j -4.77374-1.08476j 0.174528+0.314072j 16.3133+3.77068j 8.86949+2.69187j -66.2013-7.83257j -28.0254-2.9398j -137.884-17.5173j 13.1066+1.16888j 64.3973+7.50504j 182.397+24.6242j 103.915+12.8303j 256.69+33.9777j 20.8999+1.95585j -298.013-41.7494j -144.22-21.3645j -229.941-32.3487j -190.172-26.4138j -7.38637-2.24939j 192.74+29.3942j 150.773+21.2174j 385.348+56.9204j 245.748+36.0813j 161.094+25.2278j -157.82-23.0692j 62.1464+11.3313j -176.552-26.0211j 212.483+31.2165j 94.4708+14.7929j -318.763-51.397j 10.8557+0.812425j 231.41+37.8131j 63.4659+12.3614j -193.186-33.0278j 72.0664+11.9847j -9.94551+1.40867j 118.205+22.9552j -33.9408-7.22973j 69.4308+15.3434j 11.787-0.4777j 19.511+2.92082j 4.02458+1.16352j 
-1.53167+1.62646j -5.954-0.212893j -6.10983+7.41809j -25.8236+14.5364j 8.19816+2.47831j 26.5069-12.8342j -21.9351+4.58285j 60.4877-16.6294j -34.6238+7.10538j -18.5146+0.410689j -12.0998+5.99644j -21.5011+4.50501j 60.3999-6.91591j 49.5742-1.64267j -7.72593+0.157242j -51.4747-0.802138j 51.1467+5.74127j 15.3368+3.72829j 6.09981+4.3318j 13.337+4.22656j -30.6811-4.70972j -43.8124-14.9204j -0.952424+3.9354j -19.5176-10.5805j -4.64896+2.23261j 11.8915+13.1491j -1.22648-5.68485j 2.46842-1.23224j -9.97909-0.176116j 0.714796+1.17104j 32.436+1.54028j 17.5054+3.93835j -134.699+5.25723j -56.8906+2.87913j -281.557+7.37979j 25.4701-3.67644j 131.259-1.81929j 373.02-7.64317j 212.251-5.22734j 523.721-5.85903j 40.6824+0.615197j -609.306+6.51515j -292.359+2.20651j -469.851+2.71232j -387.495+1.92341j -13.656-1.89765j 397.645-0.577689j 309.999-3.4001j 789.775-0.838221j 500.902-0.472355j 331.199+2.30835j -321.742+0.55028j 125.994+1.98347j -362.385-1.55638j 434.135+2.0185j 192.894+1.02525j -653.082-7.60747j 23.5271-1.05232j 476.85+7.17767j 125.882+4.69618j -394.987-10.728j 148.814+3.10044j -21.5856+4.36087j 243.551+10.8679j -69.8063-5.3158j 142.869+9.02202j 23.415-3.85321j 39.9589+0.352989j 7.88456+1.05266j 
-0.0994734-0.119955j -0.14092-0.340029j 0.179123+0.253617j 0.243618+0.322999j 0.333837+0.43352j -0.0709133-0.223542j -0.134344+0.478622j 0.510329-0.356221j -0.290224-0.238542j -0.271741+0.142134j -0.650864+1.04915j -0.0904942-0.502689j 0.533269-0.184398j 1.8262-1.43247j 0.0260592-0.0143833j -1.09812+1.451j 0.969983+0.920736j -0.456885+0.756948j 0.546633-1.01693j 0.0640533+0.562744j -0.579146-0.262972j -0.998868-0.629118j -0.0366126+0.339089j -0.991411-0.474366j 0.60667-0.0396922j 0.761936+0.705922j -0.302227-0.205436j -0.309545+0.294399j -0.444717+0.187335j -0.206216+0.150371j 0.772607-0.867408j -0.111462-0.482235j -2.13314+0.830353j -1.2865-0.105659j -5.56384+0.416387j 0.808944+0.229639j 2.33872+0.0118096j 6.65694-1.09404j 3.97855-0.574063j 8.61214-1.48709j 0.784273-1.57519j -11.1172+2.64602j -4.05503+1.21796j -8.30366-0.0561164j -6.60981-0.200992j -0.973361+0.990983j 5.98765-2.4608j 4.54626-0.727523j 12.6488-2.19622j 7.62199-0.693557j 5.53562-0.758156j -6.78714+1.63774j 2.07581+0.723376j -4.99018+0.743165j 5.4242-0.76175j 3.92512-0.119697j -10.6076+3.13722j 1.46012-0.764806j 7.61505-1.31654j 1.60033-0.649172j -6.21573+1.36544j 2.00503-0.30401j -0.824874+0.133528j 3.02845-0.892399j -0.598461+0.206917j 2.58647-0.315106j 0.798433-0.0690171j 1.0079-0.70133j 0.0911131-0.273866j 
0.686151-0.628354j 2.74367+0.146871j 2.88793-4.28734j 12.5945-7.84898j -4.5404-1.2811j -12.1005+7.37681j 10.6054-1.84784j -28.5768+8.30196j 16.2915-3.66441j 8.64087-1.07694j 6.62177-3.1961j 9.86399-2.20681j -29.3863+2.67429j -22.8009+0.585065j 4.46961+0.453927j 24.2155+1.00318j -24.0362-2.92977j -6.5233-0.679796j -3.66618-2.95029j -6.46624-1.8694j 14.032+1.46984j 20.661+8.63691j 0.00844491-2.2548j 8.50789+5.53213j 2.32504-1.00422j -5.82139-6.98663j 1.04423+3.7074j -0.481554+0.318231j 5.03321-0.653825j -0.526539-0.6058j -15.9171+1.77069j -8.84373-0.522723j 65.4093-13.1237j 27.731-5.28062j 136.844-24.6083j -13.0725+4.21831j -63.5051+10.3768j -182.768+30.6709j -105.538+19.0945j -254.288+41.0963j -19.389+2.3847j 297.378-48.6125j 142.967-22.9756j 230.001-34.8136j 188.828-28.1073j 6.18069+0.969879j -195.085+29.4238j -150.891+24.5374j -385.611+57.5432j -245.894+36.6588j -161.357+23.3777j 155.656-24.1853j -60.3422+8.13077j 177.508-24.6365j -212.275+29.4931j -95.5085+14.4317j 319.559-43.9992j -12.433+0.962886j -233.634+29.091j -61.6653+7.06805j 193.068-23.7782j -72.9514+7.87543j 9.87806-2.37359j -119.039+12.5572j 34.2747-2.66345j -70.1859+6.30179j -11.5114+2.95122j -19.8156+3.19225j -3.865+0.274203j 
-1.30458+1.76254j -5.42457-0.269967j -6.89555+7.5618j -26.8707+15.6774j 8.48161+2.31475j 27.4248-12.8474j -22.5352+5.24381j 60.8647-16.6621j -35.1223+6.65486j -18.8334+0.584299j -12.5912+5.23403j -21.244+3.70861j 61.3611-4.86772j 50.7131-1.84094j -9.76942-0.0176756j -51.2291-0.281571j 52.1842+4.65987j 14.6328+3.35118j 5.53475+4.29622j 13.6819+4.03459j -31.6798-6.44602j -44.0023-17.0173j -1.03788+4.2308j -19.771-11.3105j -4.13878+2.46757j 10.8768+14.4087j -1.20272-6.18357j 1.68901-1.33615j -10.2488+0.0982127j 0.502131+1.5276j 34.3044-1.27716j 19.1332+2.63649j -136.725+17.3293j -58.9018+6.61767j -287.116+29.4041j 25.7241-7.36134j 133.374-11.1749j 382.186-37.2008j 216.478-23.8096j 536.457-46.2057j 41.2419-3.76709j -624.449+56.4514j -300.489+27.0824j -483.001+39.9043j -396.598+32.1507j -12.9569-1.59029j 406.186-31.8501j 317.328-28.8214j 809.956-61.5852j 512.797-39.3965j 339.725-23.0379j -328.665+25.3085j 129.887-8.2498j -371.758+25.8015j 446.255-30.4941j 200.125-13.7696j -670.208+40.7441j 24.1617-1.38011j 488.713-29.5337j 129.772-5.77041j -405.016+19.1347j 151.5-8.50197j -22.3345+4.2046j 250.179-7.47798j -72.1035+0.70628j 147.447-1.56429j 24.0805-5.18776j 41.8364-2.50347j 8.19929-0.204063j 
1.65171-1.91343j 6.25096+0.534102j 6.52504-8.33497j 27.9731-16.3626j -8.053-2.25j -28.6729+14.0335j 23.6002-4.84531j -63.8065+17.275j 37.2981-7.9595j 19.4443-1.72413j 12.54-5.37051j 22.322-5.03345j -62.4889+6.26532j -53.3333+2.41958j 9.22747-1.01285j 54.3168+0.971322j -53.589-4.91848j -15.3658-3.31482j -5.68483-3.78714j -14.3533-4.89918j 32.2559+5.24324j 47.2945+16.1146j 1.03574-4.45892j 20.4274+11.9814j 5.37089-2.18453j -12.9829-14.767j 1.58076+6.55033j -2.36816+1.55057j 10.5115-0.0984021j -0.327262-1.06508j -35.4278+0.753434j -19.0244-2.65925j 143.674-13.8932j 60.3203-6.95745j 300.432-25.3638j -25.9999+6.6749j -139.405+9.08457j -398.889+31.4823j -226.548+17.2953j -560.099+37.9474j -43.8446+1.55223j 651.315-45.6224j 314.147-22.5172j 506.35-30.8545j 415.447-24.4922j 15.4819+1.45259j -423.499+23.8978j -332.523+24.451j -845.518+46.0173j -536.205+30.2905j -354.717+16.4437j 343.191-19.5264j -135.006+5.91145j 386.716-20.7603j -466.445+24.7103j -208.773+10.7508j 699.142-29.3458j -25.6596+1.48295j -510.715+19.8978j -134.947+3.40477j 421.529-12.3925j -159.519+5.2135j 22.7573-4.91695j -261.109+3.50913j 74.937+1.15603j -152.678-1.0776j -24.9391+4.91625j -43.1822+1.79688j -8.93497-0.308034j 
-1.02636+0.831879j -3.24074-0.147052j -3.16914+4.21155j -12.418+7.16j 4.34598+1.0489j 14.1719-6.36636j -11.5307+2.91998j 30.4765-7.40055j -17.5037+2.81572j -9.75547+0.700111j -5.36957+2.77848j -10.1498+2.71107j 29.2549-3.1686j 24.2489-0.990049j -5.78843+0.364309j -25.6882-0.00515217j 25.5565+1.67263j 7.24887+1.20651j 3.26509+2.59986j 7.73339+1.39387j -15.5609-3.50682j -21.9687-7.66501j -0.0427497+2.25197j -10.0307-4.94752j -2.75722+1.09779j 5.91822+6.93879j -0.827846-3.41708j 1.44496-0.612438j -4.72839-0.395937j 0.335261+0.363899j 15.9073+2.11316j 8.67197+2.2898j -67.7293-2.88355j -28.7789-0.621262j -140.487-6.62602j 13.8774-1.27491j 65.44+4.81679j 186.257+9.05881j 105.891+5.29327j 261.715+14.82j 21.1468+2.09813j -305.966-17.1876j -148.436-9.75945j -234.898-16.8112j -193.473-13.0649j -7.66767-0.118678j 198.88+15.0996j 155.196+9.49664j 396.121+26.9361j 251.508+16.5024j 165.808+13.495j -160.326-12.0322j 63.2345+6.43454j -179.344-14.153j 217.936+15.7545j 96.0094+8.16799j -326.554-27.4272j 12.608+0.245008j 237.533+18.7416j 61.8996+7.89929j -196.91-18.1741j 73.7872+6.23071j -10.8686+1.64547j 121.559+13.5376j -35.108-4.66353j 71.0298+9.27705j 11.8881-0.82067j 19.8104+1.37784j 4.09936+1.01162j 
-1.66506+1.63074j -5.36261-0.459549j -5.2527+6.78115j -22.7731+13.4588j 7.3592+1.76705j 22.7733-10.4965j -18.8011+3.55383j 52.2562-14.5459j -30.0486+6.67451j -15.3949+1.67418j -9.62403+4.73004j -18.1219+3.78569j 51.8019-4.68511j 42.189-1.3367j -8.61102+0.459134j -43.7543+0.305254j 44.4004+4.06361j 12.0279+3.12603j 5.45893+3.58765j 11.8082+4.23567j -25.9821-5.33034j -37.6837-13.3621j -1.10683+5.02343j -17.0731-9.07871j -3.82196+1.94444j 10.2928+11.7308j -1.27785-6.31702j 1.83945-1.25573j -8.01928+0.464581j 0.269117+0.742692j 28.6-0.910869j 15.2205+2.4725j -115.655+11.7242j -48.4521+5.02126j -244.266+22.358j 22.6587-6.54248j 113.245-8.91977j 323.451-27.9639j 184.295-15.9352j 454.931-33.8714j 35.4118-2.02961j -530.178+40.2152j -255.466+19.2605j -411.229+26.8677j -336.655+21.4758j -10.0839-2.57386j 345.501-22.7096j 267.651-19.5895j 687.912-42.644j 436.345-27.481j 289.078-16.9908j -279.462+16.1977j 110.649-5.85262j -314.885+17.229j 379.839-21.7679j 169.795-9.65314j -568.56+25.856j 21.717-1.64922j 414.554-18.4678j 108.867-3.86015j -343.312+12.3301j 128.715-4.85298j -18.3282+2.81147j 211.695-3.6726j -61.0118-1.28104j 124.554+0.0626352j 20.6304-3.26421j 35.0072-1.80864j 7.38347+0.306056j 
-0.345099+0.301515j -0.195051-0.465608j -0.441001+0.168731j -1.86196+0.63569j -0.262092-0.201609j 0.983451-0.200892j -1.53405+0.7124j 2.86867-0.297561j -2.01898+0.6661j -0.290385-0.126211j -0.203069+0.591647j -1.04796+0.598761j 2.45176+0.304042j 2.94099-0.576335j -0.25581-0.925441j -3.08919+0.825532j 2.57527-0.35756j -0.502811-0.350778j 0.34587-0.536069j 1.27653+0.137093j -1.52837+0.717783j -2.83014+0.848512j -0.192286+0.22106j -0.916027+0.844039j -0.198666+0.236265j 0.645353-0.665413j -0.200144-0.0862458j 0.169145+0.196104j -0.125012-0.679387j 0.0916758+0.0696306j 1.81454+1.60872j 0.887771+0.69905j -4.857-9.33938j -1.51416-3.961j -10.907-18.3026j 1.43748+2.3317j 5.8944+8.08754j 15.9976+22.9995j 7.97228+15.0524j 22.2148+33.9975j 1.4245+2.06185j -26.512-36.0495j -11.8565-19.8659j -18.4777-28.9532j -16.3683-22.4179j -1.4054-0.280269j 16.132+25.7288j 13.5958+22.1254j 34.048+48.3055j 21.3501+30.6339j 13.5361+21.677j -12.5159-19.8844j 5.1369+7.74205j -14.5009-22.3714j 18.3901+26.5151j 7.0752+13.8482j -27.3035-41.5009j 1.56293+1.09326j 19.8955+29.7678j 4.81976+8.65908j -15.8581-25.6774j 6.16967+9.45012j -1.26499-0.502793j 9.93865+16.2197j -2.8274-5.08284j 5.68998+10.0846j 1.51342+0.941122j 1.53879+2.22723j 0.0729989+0.702959j 
0.455209-0.491966j 2.181-0.0868932j 1.76987-3.08722j 8.82917-5.80362j -3.67702-0.8152j -8.86085+5.17677j 7.26035-1.85656j -21.7275+5.64012j 12.4945-4.01861j 7.59105-0.86495j 4.08241-1.89955j 6.36111-1.31601j -19.7591+0.775025j -17.1466-0.254938j 2.72048+0.713573j 18.3663-1.20882j -17.1538-1.95413j -5.22923-1.4583j -2.0512-2.51754j -4.02029-1.6835j 10.7062+3.09285j 15.2058+6.90584j 0.630019-1.44047j 7.1024+4.78628j 1.68604-0.819639j -4.35154-6.18518j 0.501251+2.85722j -0.580624+0.626205j 3.61837-0.995214j -0.209341-0.361012j -11.5444+2.44204j -6.20619-0.161761j 48.4982-16.2306j 20.7435-7.27519j 102.415-30.6831j -9.59241+5.80542j -47.3229+12.8368j -133.653+40.7923j -75.9313+22.479j -186.779+53.6921j -14.6167+3.26774j 219.666-63.5108j 107.455-31.7622j 170.279-48.4255j 139.992-37.8073j 6.35555+1.14959j -142.206+39.2357j -112.898+31.9073j -285.169+78.1247j -181.648+49.5816j -119.558+31.0846j 115.832-31.1202j -46.5878+14.6742j 130.698-33.1946j -157.892+40.5339j -71.2514+19.7754j 236.746-60.1796j -8.67869+1.89459j -172.178+43.2826j -46.1338+11.7609j 142.826-35.0938j -53.4946+13.4664j 6.7855-2.08135j -88.2409+20.2183j 25.2867-5.59187j -51.9179+11.439j -8.09809+2.71958j -14.6385+3.65713j -3.22725+0.597162j 
-0.577117+0.652537j -1.29971+0.721465j -1.28129+1.72772j -6.72116+3.36798j 1.3111+0.0995495j 6.41324-3.62349j -5.13266+0.883136j 14.7335-3.49721j -8.54406+1.93812j -5.3221+1.19642j -3.00949+1.17476j -5.62768+1.47334j 15.1132-1.95385j 10.8641-0.488781j -2.20438-0.444749j -11.8885+0.638654j 11.6706+2.11599j 4.46055+1.31799j 1.42404-0.0459767j 2.94208+1.22299j -7.3374-2.04184j -10.3929-4.3007j -0.449273+1.37456j -4.38486-3.39949j -1.43791-0.00432683j 2.79442+4.21024j -0.71287-1.52538j 0.656771-0.907248j -1.7572+0.33501j -0.287864-0.0249248j 8.2924-0.655576j 4.04964-0.129164j -34.261+9.45616j -14.1382+4.29903j -69.9338+18.6995j 5.6519-3.47261j 32.6266-8.10369j 93.3479-23.9626j 53.6109-14.1769j 130.111-31.1869j 12.356-3.59446j -151.605+37.7397j -73.3105+17.7026j -117.263+27.6335j -95.5114+21.2448j -4.05203-0.949112j 98.9371-22.1044j 76.5209-18.2546j 200.512-43.4107j 123.563-27.511j 83.2442-17.6299j -81.5653+17.6094j 31.5518-6.96584j -91.0966+20.038j 109.414-23.5988j 48.7829-10.4516j -163.445+35.1108j 5.8423-1.4079j 119.208-24.321j 31.6792-6.25205j -99.1561+20.0231j 37.1447-6.73612j -5.16286+0.988265j 60.699-11.5744j -17.5677+2.68343j 35.449-6.43985j 5.92032-1.94968j 10.2448-1.52457j 2.42525-0.523665j 
3.10496-3.20026j 9.64833+0.224498j 9.31811-13.8831j 42.4045-26.2635j -13.198-2.79335j -43.7416+21.5805j 35.9777-7.60361j -98.3304+28.0014j 56.727-11.8372j 29.6487-2.27334j 18.991-9.80219j 34.1132-6.63398j -97.7298+9.67981j -80.7208+2.60349j 12.4609-1.10025j 83.2368+0.979652j -82.5605-7.97389j -23.8058-6.61114j -9.20811-7.54514j -22.7427-6.65706j 49.7673+10.8493j 70.1234+27.654j 2.47041-6.4907j 32.1945+18.74j 8.75044-3.05503j -19.6487-24.5397j 2.94375+11.4146j -3.18719+2.281j 15.2815-2.05896j -0.983204-1.45015j -54.4516+4.35023j -29.57-2.02999j 220.654-39.1068j 93.3727-18.0821j 461.942-78.3753j -41.9851+15.2685j -214.875+32.3877j -612.602+96.4317j -347.602+57.7541j -860.792+125.849j -67.734+10.1258j 998.924-150.477j 484.168-73.3753j 774.408-108.247j 636.169-88.1725j 22.4186+1.45518j -654.279+89.7563j -509.786+78.1473j -1299.58+176.228j -824.464+111.239j -544.213+69.6074j 528.003-72.3607j -208.585+27.4321j 595.93-76.4864j -718.025+92.1956j -321.129+44.5345j 1076.4-129.665j -39.5873+5.04022j -785.624+93.1082j -206.554+21.2225j 650.266-71.0184j -243.909+27.4675j 33.1154-7.52034j -401.512+37.4027j 115.551-8.42858j -234.794+17.9985j -38.7305+9.29569j -66.4484+8.1949j -13.7858+0.438643j 
