-0.130971+0.0310587j 0.0809742+0.0187379j -0.0277067-0.382929j -0.111161-0.187067j 0.231513-0.0476285j 0.449675-0.22878j -0.0772197+0.309138j -0.0515236+0.181179j 0.0292268+0.314881j 0.187098+0.649971j 0.427048+0.229346j 0.00726377+0.115399j -1.0644-0.178756j -1.39508+0.0879555j -0.764679+2.16455j -0.174603-0.226886j -0.0236384+0.0822404j 0.395292-0.280932j 0.0886426-0.170722j -0.354969-0.126267j 0.646173+0.0191335j -0.016366-0.0757785j -0.0224361+0.446633j 0.438806-0.118026j 0.141478+0.430828j 0.427809+0.63222j -0.270583-0.0948789j -0.450906-0.141137j -0.276756-0.0932549j -0.653827+0.2315j 0.7107-0.077953j 0.230379-0.177161j -0.490792+0.693187j 0.0473571+0.723124j 0.512574-1.04751j 0.202186-2.76951j 3.80581+0.584731j 0.18131-0.161028j 0.028283-0.225207j 0.408531+0.179975j -0.380891+0.276011j -0.0516902+0.0873734j 0.069096-0.0250408j 0.011672-0.266941j -0.25554-0.309803j -0.327483-0.122938j 0.400478-0.0656744j 0.177086-0.000978073j -0.00178821-0.265049j 0.0309989-0.0404315j -0.210841-0.206405j 0.18337-0.319998j 0.00242479-0.290319j -0.128235-0.387927j 0.204803-0.281738j 0.183054-0.266923j -0.109359-0.144906j -0.108744-0.243686j 0.420308-0.373729j 0.132114+0.439104j 0.168197+0.364903j 0.116933+0.774138j -0.159895+0.120133j -0.327598-0.513267j -0.0105172-0.0649172j -0.353298-0.251321j -0.534328-0.350694j -0.194775-0.0899129j 0.383019+0.23544j -0.742772+0.232065j -0.370854-0.091081j -0.0419559-0.140523j 0.49799-0.420304j 0.169746+0.161824j -0.427458-0.0484034j -0.443906+0.535897j -0.418406+0.125605j 0.0830291+0.134881j 0.330403-0.585773j -0.273997+0.294402j 0.0996135-0.247223j 0.343136+0.485221j -0.205333-0.385499j 0.051299+0.137649j 0.384645+0.192758j -0.0160465-0.0664238j 0.396381+0.216522j 0.172676-0.301122j -0.957005+0.761238j 0.477563-0.335123j -0.505996-2.05241j -0.750262+0.608096j 3.07121+1.0027j 0.267394+1.03766j 1.66828-2.85535j 
0.173986+0.179949j -0.0246823+0.0209262j 0.110091-0.212461j 0.297207-0.0371437j 0.362843+0.488005j 0.283835+0.48638j -0.557168-0.444751j -0.698013-0.595573j -0.554023-0.0130243j -0.899445+0.199849j -0.31492+0.257962j 0.0459785+1.04456j 0.879722-1.61429j -0.0295393-1.84097j -2.38463-2.98343j 0.311643+0.0559999j 0.157181+0.253803j 0.258351+0.0899914j 0.502821-0.258156j 0.312727-1.14567j 0.0979181+0.541338j 0.293645+0.168614j -0.279768-0.560649j -0.229411+0.786784j -0.120784-0.155847j -0.499203+0.192335j 0.0509638+0.190862j 0.277098+0.0190745j -0.553691+0.172729j 0.370541-0.849357j -0.00584155+0.442271j 0.146671+0.172362j -0.266098-0.26502j 0.436471-0.433911j 0.511988+0.668959j 1.23183+1.23388j -2.78912+1.60299j 0.28225-0.0851284j 0.0564154+0.241866j -0.241562-0.329758j 0.0739562-0.661819j 0.00806785+0.299208j 0.126417+0.673097j -0.431386+0.654191j 0.236658+0.0955696j 0.0718693-0.736074j -0.0890179+0.64869j -0.836334+0.0809147j -0.311721-0.00217208j 0.768544+0.547064j -0.152867-0.0126926j 1.60772-0.0519766j 1.17031+0.557065j 2.22934+0.137999j 0.857794-0.277982j -0.104463+0.352916j 0.942062-0.0494717j 0.150979-0.137726j 0.607559+0.0430811j -2.00154+0.53668j -0.825774+0.12262j -1.02135+0.316387j -0.0855078+0.491041j 2.57557-0.452791j 0.210142-0.0158357j 1.46833+0.0600755j 2.29017-0.549777j 0.522577-0.122797j -1.57226+0.708144j 1.60988-0.506852j 0.841416-0.592888j 0.479478+7.2204e-05j -1.8824-0.0561792j -0.148111-0.191294j 1.20185-0.656151j 0.143427-0.0154426j 0.445581-0.142795j 0.430178+0.318066j -1.01362-0.181227j 1.15518-1.64028j -0.327763+0.73038j 1.49989+0.231857j -1.06543-0.592412j -0.422882-0.0576486j 0.743238+0.127834j 1.06683+0.0332087j 0.325581+0.413473j 0.638082+0.0673246j 1.13472-1.20785j 0.759438+0.800563j 0.839673+1.19444j -1.62567-1.70472j -1.47127+1.1536j -3.06168+0.695017j 0.768047-0.0398519j 
-0.195706-0.7201j -0.460737-1.01475j -1.18134+1.31743j 0.910697+0.280528j -0.51227-0.387987j 0.0720935+0.616431j -0.0222489-0.315772j 0.816025-1.303j -0.92943+0.0147099j -0.0901448-0.743253j -0.468827+0.399197j 0.060455+0.0127075j 0.26217+0.376857j 0.645204-0.032456j -0.180562-0.538589j 0.0968295-2.04899j 0.723363+0.413419j -0.969585-1.36517j 0.739204+0.721884j -1.08551+2.37033j -0.580497+0.457789j -0.742576+0.0827192j 1.49845-0.121096j -2.22205-0.849895j -0.10104-0.904128j 1.4241-0.790766j 0.495366+0.334901j -0.395103+0.267298j -0.0517815+0.0962028j 0.633133+0.384438j 0.508367-0.484606j -0.542555+0.0376779j 0.0182894-0.260687j 0.604484-0.361811j 0.00460898-0.455996j -0.59681+0.581832j -0.411136+0.0669503j 0.0268644-0.643696j 0.0579597-0.199962j 1.08832+1.46873j -1.28968+1.05253j 0.408083-1.60301j 1.01776+0.341174j -0.244034-0.912723j -1.43067+1.8309j -0.968083+0.845276j -0.896873-1.49211j 0.644048-0.279753j 2.7692+0.120975j -0.571815-0.776156j 0.392573-2.03485j -1.90149-0.14602j -0.955271-1.08921j -2.45184-0.649839j -1.15162+0.920046j -0.728624-1.02284j -0.635154+0.0972848j 0.834652+0.346584j -0.550155-0.602166j 2.65299-0.377585j 1.44222+0.107444j 1.49592+0.293693j 0.0799611+0.218313j -3.16998+0.239873j -0.143353-0.251478j -2.25855+0.0270493j -2.09959+0.810683j -0.953327-0.0447123j 1.23724-0.762831j -1.82778+0.443132j -0.528539+0.170916j -0.318434-0.235216j 1.72464+0.0334276j -0.168108+0.395568j -1.02917+0.682801j -0.596474+0.258962j -1.01267+0.544398j 0.0409737+0.274307j 0.938589+0.00340915j -1.25356+0.495954j 0.00878373-0.503956j -1.8032+0.101861j 0.506483+0.0267631j 0.0878844-0.0578366j -0.44779-0.29316j -0.980198+0.267913j 0.174259-0.156468j -0.467518-0.270326j -0.141506+0.162381j -0.858935-0.132854j -0.0311016+0.186159j -0.144282-0.0509385j 0.241069-0.0916018j -0.26191+0.0252937j -0.0983573-0.286306j 
0.55845+0.496602j 1.13179-1.255j -1.41188+0.705804j 0.108448-1.8182j -0.210247+0.149518j -1.43049+0.385146j -0.156772-0.660908j -0.251632+0.346284j 0.302627-0.3674j -0.365288-0.968921j 0.105912-0.763532j -0.104097-0.0309185j 0.87729+0.313765j -0.144704-0.0350396j -0.0609563+0.483634j 0.10164-1.09613j -1.53824+0.343475j -0.482236-0.00309171j 1.69978-0.6277j -0.133081-1.52221j 0.204952-1.95744j 1.33118+0.277315j -0.965202-1.11017j 0.218328+0.479426j 0.619947+0.219779j -0.308078-1.60805j 0.322974+0.584991j 0.893144+0.574386j 0.878713+0.920931j 0.77853+0.50432j -1.08403-0.211164j -0.430078-0.223742j 0.888787+0.942558j 0.130365+0.150892j -0.92206+0.335108j -0.0740484-0.354789j 0.313259-0.126638j 0.469586-2.19601j -1.12428-0.676809j -0.0921291+1.7107j -1.55036-0.6142j 0.0461038-2.3729j 2.10574+1.10087j -2.52619+2.15008j 0.51327+0.540682j 1.14244+0.198325j -0.539489-0.0110822j -1.55465-0.738712j -1.7766+0.402627j 1.45333+2.23132j -0.699075+1.27676j 4.22796-0.542084j 1.27905+1.51568j 4.56509+1.22794j 3.7343-0.331256j 0.923975-0.827397j 2.15982-0.0243679j 0.29068-0.855871j 0.358554-1.86491j -5.06208+1.06395j -0.392652+0.444112j 0.842883-0.488286j 0.400317+0.435538j 5.25404-0.0953149j 0.0528198-0.0922151j 4.13823+0.733588j 2.78985-1.14184j 1.1377+0.243011j -2.10118+0.847888j 3.49754+1.4398j 0.933318+0.0151036j 0.376994+0.00891326j -4.60973-1.44038j -0.0201016+0.0571163j 1.59599-0.323369j 2.17089+0.325361j 1.77909+0.199808j 1.30779+0.771258j -2.41835-0.486966j 2.81594-0.397894j -0.669385+0.152501j 4.57053+0.151885j -1.95249-0.612693j 0.0101533+0.282998j 2.15992+0.141977j 1.55569+0.108498j 0.342345+0.0909091j 1.13608+0.228876j 1.24725+0.372091j 1.83182+0.585555j -0.608063+0.110144j -0.298062+0.353451j -0.0411074-0.0272267j 0.308197+0.30768j -0.107732+0.0597078j 
0.405069-0.264151j -0.867799+0.595635j 1.06333-0.09244j -0.0951581+0.103348j 0.143744+0.528555j 0.2268+0.911239j 0.209858-0.650747j -0.268014-0.0957111j -0.162835-0.79008j -0.327758-1.39773j -0.0445507-0.754098j -1.08259-0.68945j 0.45718+1.15746j 0.890739-1.16668j -3.1424+2.42074j 1.46641+0.221554j 0.70288+0.798925j -0.71416+1.10762j 0.161267-1.06063j 0.596175-0.174569j 0.142305+0.912121j -0.0845194+0.249111j -0.506971-0.49939j 0.262523-0.384449j -0.415562-0.216675j -0.569883+0.228692j 0.374045+0.324729j 0.289639+0.252194j 0.552229+0.215625j 0.24951-0.0339053j -0.686529-0.0212429j -0.264089-0.0668747j 0.576632+0.173855j -0.703482+0.759961j -0.793797+0.233782j 0.922193+0.277109j 1.82271+1.75595j 0.0186354+0.750178j 1.12863+0.391175j 0.0762324-0.550895j -0.465741+0.383244j 0.648963-0.22268j 0.276734-0.255066j 4.17899-0.617434j -0.774297-0.23747j 0.916566+0.74029j -1.14911+0.971837j 5.76246+0.224125j 1.10961+0.192209j -2.09293-1.01668j 0.730598-0.2835j -10.5754+1.8804j -2.41051-1.68796j -8.59986+0.536272j -4.58002+0.564982j -1.10025+0.430072j -2.77772-1.30351j -0.312143-0.838852j -1.8899+0.934961j 9.99728-2.83859j 1.23922+0.114809j 1.47777+1.22775j -0.13371-2.9655j -10.3771+0.876034j -0.348253+0.334227j -6.60273-2.08491j -7.04912+2.62012j -1.9485-0.27151j 5.26161-3.41862j -7.97561-0.85413j -1.6017+0.625381j -0.70122+0.562727j 8.95878+1.65711j -0.189144+0.0792695j -3.62559+2.2915j -3.28543+0.0129833j -2.80825-0.403278j -2.46456-1.465j 4.28327+0.850623j -4.73054+3.20446j 1.49323-0.885599j -8.12701-0.174832j 4.44282+2.49741j -1.45836+0.821635j -4.15906-0.449373j -3.3645-0.509137j -1.67314-1.4988j -1.08614+0.00938504j -2.08712+1.04337j -3.54652-1.44973j 0.655567+0.732182j 1.03585-0.894698j -0.0273561+1.55833j -0.457867+2.61709j 0.869139-0.731102j 
-0.775219+0.248512j 1.09826+0.243205j -0.204977-0.961014j 2.06788-0.690266j 0.00299197-0.694099j -0.00315119+0.270434j 0.163215-0.326692j -0.902513-0.30749j -0.458792-0.319945j -0.203916-0.531063j 0.00955808+0.0669461j -0.686481-0.164664j 0.267497+0.694598j 0.278468-0.700505j -1.40755+1.10722j -2.24791-0.185388j -0.0982635-2.0292j 2.72229-0.922042j 0.999411+3.03314j -2.138-0.266289j 0.26805+0.103698j 0.114594-0.486814j 0.194477+0.495005j 0.0690838+2.21173j -0.554802-0.18123j -0.0734207+0.115378j 0.254373-0.140738j 0.14777-0.0970804j 0.612968+0.445545j 0.406995-0.624908j -0.181436+0.137486j -0.272941+0.147312j -0.0590179-0.486218j -0.682367+0.283874j -0.809243+0.00758066j 0.875065+0.285242j 0.932606+0.655983j 0.230191-0.483239j -0.093243-0.550069j -1.99593+0.859463j -0.360315-1.82475j 1.18818+1.19454j -1.6602+0.220491j 2.92243-0.0526913j -0.443175+1.20702j 0.718462-0.507108j -1.61884+0.0957918j 1.87529-1.48066j 0.704737-0.48274j 0.160733-0.230031j -0.681733-0.290986j -3.03709+1.1933j -0.565084-1.96436j -2.71339-0.444636j -1.49889+0.978143j -1.06504-0.0930778j -0.647928-1.23314j 0.565047-0.400169j -0.543249+0.0413368j 3.54563-1.25887j 0.933275-0.840716j 0.990927+0.772928j 0.367959-1.74725j -4.25907-0.181357j -0.255825+0.0534096j -2.92885-1.09907j -3.01576+0.849972j -0.995194-0.126805j 2.06509-1.49734j -3.68796-0.651161j -0.832135-0.1128j -0.391967+0.711732j 3.96448+1.10046j -0.0856043+0.334571j -1.43171+1.01048j -1.91655+0.0749035j -0.72619-0.133268j -1.02538-0.841812j 2.18547+0.588463j -1.63023+1.71899j 0.269157-0.298555j -3.1728-0.394393j 1.77461+1.86895j -0.855342+0.606979j -1.60001-0.755736j -1.06899-0.224421j -0.613386-0.435992j -0.216945-0.00731228j -1.0108+0.271117j -2.02621-0.706716j 0.470943+0.371706j 0.791874-0.104399j 0.100477+0.527511j -0.508278+0.982002j 0.0862313-0.250687j 
2.57378-0.396453j 0.755734+0.30529j -1.13147-0.990547j -0.487019-0.862885j 0.817009+0.139641j 0.882116+0.131826j -0.464927+0.166216j 0.419039-0.118574j -0.551796+0.205184j -0.408226-0.0311011j -0.0306185+0.35011j -0.0208414-0.099421j -0.123027-0.675226j -0.555481+0.537955j -0.74955+0.249243j 1.83955+1.50209j 0.562734-0.274961j 0.494734-1.40723j 1.82462-1.03893j -0.92549-1.02129j 1.09932+1.0748j 0.314243+0.246341j -1.38607-0.366945j 0.100676-0.689455j -0.794327-0.280354j -0.229786+0.0414311j 0.729127+0.0930733j 0.340016-0.145287j 1.13043-0.829269j 0.42984+0.259144j -0.662309-0.0224406j -0.313069+0.275103j 0.088414-0.482125j -0.524834+0.199929j 0.636882+0.53472j -0.161808-0.697411j -0.389467+0.335833j -2.47336+2.36031j 1.62022+2.75897j -0.582385+1.80956j -0.995696-0.630409j 2.57399-1.33965j 0.780282+1.86688j 2.41136-0.650416j 0.357501+1.32632j 0.239334-0.290839j -1.74241+0.452521j 1.91304-0.293159j 1.67918+0.0490743j -0.629262-0.12202j 0.615335-0.858541j -3.86029+1.23901j -0.573248-0.349203j -2.79155+0.4507j -1.34257+0.737016j -0.446816+0.371795j -0.6947-0.32453j 0.149706-0.231015j -0.062905+0.122731j 3.06005-1.1274j 0.333252-0.448676j 0.11431+0.785268j 0.00408925-0.747593j -2.94374+0.171529j -0.091529+0.07339j -1.9127-1.16383j -2.32293+1.01977j -0.599154-0.279677j 1.68853-1.21003j -2.16977-0.293708j -1.0677+0.31044j -0.434457-0.117871j 2.47451+0.753637j 0.0332877+0.141152j -1.04768+0.816759j -1.2196+0.160651j -0.746856+0.0902186j -0.494438-0.591j 1.49281+0.267784j -1.30234+0.873384j 0.376047-0.101872j -2.26185-0.850641j 1.72231+0.928974j -0.15326-0.471419j -1.40264-0.600934j -1.04506-0.758919j -0.282782-0.546747j -0.871074+0.222086j -1.53546+0.00569841j -0.799587-0.689552j -0.159851-0.264767j 0.631712+0.138304j -0.48654+0.194346j -0.0161628+0.64307j 0.565169+0.215134j 
0.644108-0.129992j 0.625083+0.961023j 0.111181-0.344634j -0.0466771-0.543631j -0.187509-0.306497j -0.325144+0.0279131j 0.110002+0.423676j 0.560281-0.204163j -0.206225+0.203782j -0.438165+1.0299j 0.189927+0.619914j -1.87135+0.889502j -0.104945+0.349147j 0.970564-2.38991j 2.72594-0.411826j 0.674305+0.32347j 0.617917-0.864231j 1.10963-0.409994j 0.940787-0.503227j 0.529368-0.085988j -0.471693+0.425608j -0.179794+0.19636j 0.384859-0.754791j 0.487867-0.698002j 0.291017-0.554208j 0.0623981-0.840723j -0.360285+0.135588j -0.612851+0.302929j -0.340292-0.774787j 0.21087+0.978367j 0.363122-0.0743496j 0.279306-0.173197j -0.622958+0.85429j 0.395082+2.57127j -1.51048+0.147389j 1.98813+0.846222j 1.01027-0.499816j -0.79245+0.848674j 0.727921-0.103969j 0.102697+0.531799j -0.435009-0.589465j -1.43082-0.155088j -0.0208927+0.700988j -7.07791+0.259359j 1.59239+0.401578j -1.40952-1.63385j 2.04289-0.573434j -8.77997+0.18189j -1.07833+0.200004j 2.60171+2.60056j -0.475888-1.07642j 15.1756-1.70187j 4.10867+5.23346j 13.0713+1.69786j 6.63205-0.506561j 1.63615+0.0109595j 4.50312+3.09538j 0.0891825+1.38325j 3.25062-0.204367j -14.9134+2.13215j -2.8912-0.631924j -3.12249-1.64742j 0.253347+4.68998j 17.0676+1.33425j 0.637316-0.422607j 10.9099+3.93315j 10.9008-2.269j 3.22431+0.679847j -8.04897+4.05047j 13.5926+3.19235j 2.91409-1.10838j 1.56513-0.0926939j -14.635-4.40613j 1.09332+0.409126j 5.03966-2.84847j 5.2066+1.28476j 4.03898+0.463045j 4.01011+2.56506j -7.03234-2.83888j 7.98384-3.56732j -2.09339+0.391158j 12.6936+2.29156j -6.90444-3.96781j 0.989349+0.326464j 7.07842+1.55877j 5.47586+1.39642j 0.814485+2.06385j 2.1213-0.115429j 5.15625-0.233225j 4.31795+1.61747j 0.115605+0.898644j -2.45494-2.40277j -0.348949-0.0475712j 0.631742-2.04462j -0.701083+0.266626j 
-0.178417-1.22114j 0.799609+0.603244j 0.851304+0.616395j 0.598696+0.266107j 0.0112436-0.274887j -1.41415-0.101983j -0.19213+0.379246j 1.05183-0.855614j 0.131638-0.353912j 0.735005-0.0802386j -1.02895+0.115314j 0.710742-0.460033j 1.68896-0.961909j -2.31353-1.19968j 0.318973+1.55622j 2.10878-0.429333j 0.00989979-2.37052j 1.01781+0.463921j 0.34709-0.30315j 0.932084+0.213953j -1.59154-0.011756j -0.114435-0.327088j 1.34047+0.0714899j 0.00307424-0.176957j 1.0674-0.959327j 1.48702-1.24073j -0.353314+0.112382j -0.55225+0.321484j -0.444967-0.1219j 0.238886+1.33773j -0.24825-1.24052j -0.208692-0.165684j 0.334325-0.489446j -0.327263-0.674362j 0.775125+1.3977j 0.555729-1.61028j -0.0780344+0.364702j 1.53634+1.48138j 1.73054-1.00409j -1.24641+0.566655j -0.277124-2.13945j -2.12815+1.50036j -0.693698-0.457155j -5.21298+1.80149j 1.23145+0.0608296j -1.01691-1.47523j 1.55787-0.421562j -7.27985+1.38988j -0.492603+0.450132j 2.05038+1.04701j -0.435548-1.29258j 12.483-3.46394j 3.30235+2.92254j 10.7534-1.30957j 4.74785-1.59709j 1.29197-0.444313j 3.2991+2.09964j 0.397695+1.13021j 2.66918-0.764182j -11.6542+4.24288j -2.22274-0.216455j -2.19299-0.962889j 0.575904+4.42562j 13.0168-2.08511j 0.163607-0.629779j 8.45136+2.4058j 8.13763-3.20948j 2.64174+0.425307j -6.44673+4.04401j 10.9864+0.733555j 0.466574-1.43973j -0.155298+0.0882407j -11.6988-1.55397j 0.576692+0.0909699j 4.2953-2.38309j 5.28697+0.766791j 4.25414+0.291026j 3.23857+1.09993j -6.03952-1.06011j 6.17074-3.11194j -2.17642+1.24467j 11.3071+0.0997399j -4.9778-1.96489j 0.75611-1.94286j 5.55975+0.384859j 4.18809-0.538637j -0.088799+1.26532j 1.34554+0.733606j 2.643-1.18968j 3.87259+0.76307j -0.58851-0.267584j -2.33419-0.239871j 0.0434046+0.797135j 1.09872+0.676864j -0.318304-0.20792j 
1.11803+2.20142j -1.17422+0.85705j -0.224515+0.0332966j 0.537752-0.153787j 0.653481-0.36971j -0.425835-0.687488j -0.400194+0.722497j 0.768167-0.355531j 0.0932098-0.0859885j 0.964902+0.11678j -0.706184-0.12889j 0.407077-0.826464j 1.15187-0.300223j -0.902054-0.713856j 0.414328+0.952316j -2.73497+1.48123j 1.31059+2.23925j 0.0223197+0.0421299j 0.70384+0.676383j -0.195615-0.709086j -0.0261591+0.605258j 0.234984-0.176898j -0.377256+0.00213641j 0.298254+0.502968j -0.024768-0.285648j 0.523961+0.237923j 0.199073-0.19449j -0.283346-0.455468j 0.0770845-0.103335j -0.119157+0.324833j 0.442256-0.911618j -0.0896521-0.123696j 0.413206-0.117913j -0.453752-0.693059j -0.0221069+0.838729j 0.309385-0.804807j 0.0221892-0.363878j -2.85871-1.59161j -1.61683+1.26088j 1.7007-1.1029j -0.0779997+1.36534j 0.180476-1.26627j 0.684496+1.00346j -2.47179+0.0001841j -0.0566777+0.160295j -0.762951-0.646926j 0.707849-0.203739j -2.76928+0.291634j -0.493074+0.536997j 0.645706+0.627146j -0.179847-0.44332j 4.46826-1.02402j 1.34113+1.60259j 4.23893+0.00361395j 1.87331-0.197574j 0.21242-0.231193j 1.42858+1.13927j 0.553859+0.304636j 1.24644+0.00780477j -4.6855+0.996159j -1.11904-0.259625j -1.42784-0.306892j 0.32257+1.57567j 5.63923-0.456823j -0.00728313-0.258163j 3.84984+0.88266j 3.10151-1.11869j 1.23974+0.112154j -2.68546+1.47966j 4.55008+0.135103j -0.207747-0.904338j 0.0412431+0.299219j -4.60227-0.504841j 0.282384+0.518136j 1.63337-1.11424j 1.74129+0.077165j 1.47652-0.571356j 1.35922+0.349295j -2.06051-0.46312j 2.29812-0.933198j -0.928866+0.196227j 4.03996-0.00197355j -1.96374-0.357819j 0.737274-0.888082j 2.18168+0.0490873j 2.0244-0.0559047j -0.635322+0.310229j 0.626257-0.146251j 0.77801-0.667359j 1.32087+0.698096j -0.113973-0.213543j -0.837348-0.333424j 0.601432+0.071179j 0.669859+0.434287j -0.601382-0.119692j 
-0.346727-0.285594j -0.183588-0.19583j 0.230117-0.760712j -0.0205186+0.279836j 1.11329+0.788608j 0.720701+1.08548j -1.27817+0.0902631j 0.794705-0.350752j -0.697585-1.00624j -1.84022+0.20011j -1.06262-0.884841j -0.930194-2.11641j -0.555418-0.825636j 2.57498+0.560102j -0.506226-0.12513j 0.136254-0.341642j -0.23556+0.00123346j -0.358312+0.120036j -0.392024+0.28157j -2.31301+0.223341j 1.49124-0.595749j 0.695204-0.421763j -2.08819+1.1702j -1.03317+0.472801j -1.43209+0.596403j -1.49433+0.632447j 1.21256-0.894221j 0.973472-1.40608j 0.795599-1.2254j 0.768195-0.155016j -0.0938972+1.93514j -0.0241144+0.24259j 1.79382-0.212732j -1.10779+0.145763j 0.579055+0.76587j -0.0712648+0.577154j 0.314218-0.984019j 1.14433+0.0840054j 0.312216+0.016868j -1.06654+0.249705j 0.269891+0.562308j 3.51111-0.342383j -1.05301-0.656162j 14.5281-2.96325j -2.96806+0.503902j 3.24833+3.03214j -5.34883+1.88753j 17.3525-3.22083j 3.15718-0.877015j -5.79929-3.85736j 0.534487+1.35479j -31.2573+8.14144j -9.07276-7.81333j -26.5687+1.40004j -13.3535+3.06272j -4.51104+0.683877j -9.80273-4.59209j -0.432519-2.56866j -6.82511+1.38646j 29.7942-9.58182j 4.66069-0.62834j 6.38002+2.23492j -2.03297-9.79878j -34.1607+3.09348j -1.24874+1.22138j -23.1006-5.12019j -22.7717+8.27892j -6.78037-0.585894j 16.3911-9.40207j -27.695-1.80183j -4.28697+4.17681j -1.79594+1.67903j 30.4395+3.28336j -1.44467+1.06014j -11.3222+5.58223j -11.2955-1.50226j -9.06509-0.792242j -8.41377-3.47726j 14.8302+1.79367j -16.4776+9.92569j 4.60779-5.47488j -28.0258-1.34764j 11.3579+4.26828j -0.239511+0.78452j -13.031-1.4515j -9.72493+0.668848j -4.71274-3.34579j -4.81047-0.222527j -8.97247+0.368281j -11.1904-1.93533j 2.06716+0.847864j 3.64483-1.01093j 1.25974+0.278267j 0.240994-0.144593j 0.517354-0.188844j 
0.202013-0.0870467j -0.108756+0.157705j 0.522377-0.439218j 0.170708-0.809975j -0.0034985+0.849683j 0.60372+1.1916j -0.611009-0.608587j -0.0375769-0.986811j 0.439785+1.3479j -1.39204-1.63227j 2.86021+0.753418j -0.154551-1.26674j 2.11788+0.924928j 1.16865-0.838478j 0.435201+1.1752j -0.0160218+0.16659j -0.0236864-0.075604j -1.10493+0.801764j 0.119845-0.0968264j -2.63747+0.781284j 2.92759-0.726368j 1.10488-0.606423j -3.43649+2.09296j -0.715782+0.957379j -1.95855+2.02372j -2.52532+1.09125j 1.02557-1.76614j 1.98207-1.79677j 0.193299-2.38399j -0.00438434-1.40512j -1.93153+2.00956j -0.442473+1.02433j 0.627202+0.571622j -0.53657-0.203412j 0.663296+2.30264j -0.640403+0.01503j -0.377563+0.264997j 1.3545-0.0370836j 0.493474+0.3022j -2.03529-0.0707583j 0.0391786+0.820811j 6.94829-1.0608j -1.61532-1.58385j 28.175-4.03148j -5.5469+0.676009j 7.82127+5.34376j -10.3065+3.48865j 35.0463-4.62542j 5.94009-1.49944j -10.775-7.32495j 1.29339+2.60229j -62.4892+13.4897j -16.8396-15.3517j -52.3459+0.952723j -25.8249+4.8505j -8.53509+1.685j -19.0652-9.41724j -1.55143-4.87876j -13.4499+2.72491j 59.6032-15.4109j 9.24674-0.149956j 12.4862+5.22031j -3.16203-18.4009j -67.2561+4.19606j -1.92322+2.77994j -45.0014-11.6729j -44.7977+14.5597j -13.5329-1.9243j 33.5006-16.3518j -54.5406-5.88264j -10.4151+7.71647j -3.53719+3.69531j 59.146+8.11542j -3.14807-0.420679j -22.0272+12.1075j -21.3535-3.17226j -17.7881-2.31564j -15.6612-7.01565j 28.4476+6.09623j -34.4562+15.9294j 8.27369-4.80885j -52.4277-3.00112j 25.2253+9.58854j -3.06187+2.06715j -27.9011-2.55022j -21.5837-0.772289j -3.31289-8.28917j -7.97472-0.552038j -11.64+0.0595042j -22.2188-3.97743j 6.70484+1.72511j 5.99323-0.874198j 3.17675-0.196009j -0.593753-1.37594j 1.39734+0.232214j 
0.721183-0.172066j 0.623928+0.643347j 0.304923+0.941375j -0.176679+0.0721656j -0.229978-0.328758j -0.613616+0.432497j 0.138775+0.212766j -0.897003-1.51339j 0.435796-0.627737j 0.417054-0.382283j 0.491785-0.643594j -1.63659-0.378944j -0.470082+0.588081j -0.664532+1.44631j -0.311105-1.00193j 0.613307+0.393358j 0.000110714-0.980575j 0.223042+0.159037j -0.131714-0.667816j 1.16337+0.232357j -1.25201+0.000166443j -0.410613-0.122085j 1.0533-0.369711j -0.271079-0.178227j 0.776526-0.303096j 0.312081-0.488754j -0.24948+0.398098j -0.152233-0.143172j -1.94035+0.43374j 1.05444+0.431055j 0.314451-1.40997j 0.322973-0.196096j 0.189568+0.833371j -0.645816+0.59312j -0.574271+0.36289j 0.353491-0.704375j -0.857443-1.42968j -0.245257+0.367259j 0.0275147-0.104223j 0.223212-0.0627524j 0.0142772-0.928557j -1.79695+0.406598j -0.0588323+0.10756j -6.7656+2.09774j 1.5626-0.17332j -1.35886-1.13142j 2.50771-0.695877j -8.51756+2.46509j -1.34572+0.371134j 2.13022+1.2059j -0.33396-0.428552j 14.6083-5.38822j 4.04451+3.09448j 12.38-1.93719j 6.39192-2.41964j 1.61897-0.50195j 4.52011+1.7298j -0.0544877+1.51397j 2.90495-1.45497j -14.2427+5.67638j -2.71045+0.611316j -2.88923-1.15619j 0.487786+4.21266j 16.1578-3.16775j 0.585277-0.891291j 10.5182+1.16106j 10.7793-5.56714j 3.11281+0.0310899j -8.59977+5.23781j 12.8469-0.079824j 2.18973-1.77511j 1.66982-0.654493j -13.5873+0.154424j 0.856582+0.729429j 5.35329-4.51214j 5.37107-0.182133j 3.91248-0.314952j 3.86328+1.07429j -6.5528-1.20886j 6.48677-4.40614j -1.8804+2.32588j 12.8657+0.495469j -6.87501+0.517807j -2.10863+1.38937j 7.35277-0.309031j 5.68675-1.21588j -0.811345+1.236j 3.31111-0.457657j 2.43565-0.291318j 4.74416-0.357193j -1.62081-0.528504j -0.920014+1.29936j -0.883622-0.5217j 0.0460791-0.167069j -0.315476+0.501023j 
