-0.130971+0.0310587j 0.0809742+0.0187379j -0.0277067-0.382929j -0.111161-0.187067j 0.231513-0.0476285j 0.449675-0.22878j -0.0772197+0.309138j -0.0515236+0.181179j 0.0292268+0.314881j 0.187098+0.649971j 0.427048+0.229346j 0.00726377+0.115399j -1.0644-0.178756j -1.39508+0.0879555j -0.764679+2.16455j -0.174603-0.226886j -0.0236384+0.0822404j 0.395292-0.280932j 0.0886426-0.170722j -0.354969-0.126267j 0.646173+0.0191335j -0.016366-0.0757785j -0.0224361+0.446633j 0.438806-0.118026j 0.141478+0.430828j 0.427809+0.63222j -0.270583-0.0948789j -0.450906-0.141137j -0.276756-0.0932549j -0.653827+0.2315j 0.7107-0.077953j 0.230379-0.177161j -0.490792+0.693187j 0.0473571+0.723124j 0.512574-1.04751j 0.202186-2.76951j 3.80581+0.584731j 0.18131-0.161028j 0.028283-0.225207j 0.408531+0.179975j -0.380891+0.276011j -0.0516902+0.0873734j 0.069096-0.0250408j 0.011672-0.266941j -0.25554-0.309803j -0.327483-0.122938j 0.400478-0.0656744j 0.177086-0.000978073j -0.00178821-0.265049j 0.0309989-0.0404315j -0.210841-0.206405j 0.18337-0.319998j 0.00242479-0.290319j -0.128235-0.387927j 0.204803-0.281738j 0.183054-0.266923j -0.109359-0.144906j -0.108744-0.243686j 0.420308-0.373729j 0.132114+0.439104j 0.168197+0.364903j 0.116933+0.774138j -0.159895+0.120133j -0.327598-0.513267j -0.0105172-0.0649172j -0.353298-0.251321j -0.534328-0.350694j -0.194775-0.0899129j 0.383019+0.23544j -0.742772+0.232065j -0.370854-0.091081j -0.0419559-0.140523j 0.49799-0.420304j 0.169746+0.161824j -0.427458-0.0484034j -0.443906+0.535897j -0.418406+0.125605j 0.0830291+0.134881j 0.330403-0.585773j -0.273997+0.294402j 0.0996135-0.247223j 0.343136+0.485221j -0.205333-0.385499j 0.051299+0.137649j 0.384645+0.192758j -0.0160465-0.0664238j 0.396381+0.216522j 0.172676-0.301122j -0.957005+0.761238j 0.477563-0.335123j -0.505996-2.05241j -0.750262+0.608096j 3.07121+1.0027j 0.267394+1.03766j 1.66828-2.85535j 
0.127144+0.324588j -0.238615+0.351676j -0.176428-0.667182j -1.50414-0.756302j 0.084127+0.953716j -0.574645-0.226923j -0.307736+1.49878j -0.73391-1.00121j -0.704916-1.85763j -0.778955-0.670347j 1.0932-0.620485j 0.315425-0.326132j 0.0681751+1.15634j 0.0876668-0.0216435j -0.2391+0.00762969j 0.0423446+0.199352j 0.172602-0.220463j -0.233152-0.647165j -1.00194-0.194074j -0.460451-0.427811j -0.642041+0.152274j -1.06623+0.480451j -0.999678+0.827041j 0.393591+0.766698j -1.75656+1.03928j 0.25688+0.29698j 0.0457351+0.441658j 0.983361-0.963613j 0.180693+0.270562j 0.9998+0.829294j -0.443+0.131837j -0.073951+0.353497j -0.0651413+0.114323j -0.0917046-0.0148873j -0.184798-0.243043j -0.0702519+0.0325042j -0.0614032+0.0930933j 0.167439-0.000580042j 0.190927+0.0636887j -0.412178-0.0288427j 0.00533095-0.0509335j 1.38741-0.02493j 0.163032+0.298686j 4.64779-0.414845j -0.674188-0.131742j 0.646291+0.881937j -1.3822-0.0279557j 6.28107+0.332087j 0.813815+0.0788202j -0.984053+0.329213j 0.260633-0.183635j -10.1405+1.28703j -2.99696-2.20618j -7.3668-1.05126j -2.90796+0.587899j -1.75747+0.0582392j -4.69462-1.05451j -0.843867-1.2179j -2.38822-0.463724j 10.041-2.05862j 1.22078+0.0668897j 1.79001+0.384677j -0.330793-3.20751j -10.2264-0.0939012j -0.06203-1.38493j -7.36925-3.03422j -5.98413+2.94248j -2.10981+1.29761j 6.08554-2.65844j -9.73052-2.30175j -1.31496+0.40666j -0.57125+0.917794j 8.66318+2.16286j -1.06176+0.0257908j -3.54991+2.05997j -3.52507-0.231484j -2.86977-0.652247j -2.17647-1.73032j 4.72061+1.37133j -6.1266+3.05029j 1.78861-0.91892j -8.24779-1.49049j 3.67177+2.41121j -0.339658-0.040095j -4.33889-0.859169j -3.45178-0.48183j -0.0793478-1.62527j -1.32406-0.039228j -2.12368-0.00179838j -3.12604-1.11585j 0.889989+0.333422j 0.946609+0.311756j 0.421693+0.0305692j -0.244955-0.0535117j 0.235304+0.0574949j 
0.488282+0.301871j -0.593414-0.8113j 1.45658+0.708908j -0.190654-0.740604j 0.678663+0.110579j 1.9866-2.14719j 1.99621+1.31658j 0.732329+0.505744j 0.847548+1.10413j 1.11122+0.456174j -0.354157-0.193818j -0.588173+1.38783j 0.299508-0.272946j 1.04035+0.407128j 0.279647-0.215359j 0.372642+0.325462j -0.740115+0.0433193j 2.42114+0.217239j -0.197419+0.134669j 3.7798-1.14256j -2.17773+2.00902j -0.945809-0.225104j 2.7171-1.52864j 2.12305-1.26978j 1.99615-1.04021j 3.68238-1.12012j -2.18386+1.12419j -1.86524+1.56923j -2.44099+1.82171j -1.06955+1.90013j 0.734093-1.88406j 0.373521-1.03037j -0.837342+1.51188j -0.172942-0.344365j -0.406957-0.588983j -0.938768+0.17391j 0.0491623-0.171034j -1.30155-0.0862745j -0.103647+0.226446j 1.74895+0.615301j -1.35893-0.205014j -7.04193+0.379265j 0.894556+1.32665j -27.0928+2.43583j 5.30622-0.161595j -7.13334-7.69334j 10.472-2.35095j -33.3533+1.29209j -4.55291+0.959988j 10.4076+7.93067j -3.26176-3.54323j 60.7939-7.7196j 15.7208+16.8399j 49.6585+2.89097j 24.5765-2.07063j 8.14661-0.753055j 18.8749+11.6252j 1.57684+3.99452j 13.0709-1.35081j -58.1465+10.2431j -9.16079-0.914115j -11.6706-5.54158j 1.34707+18.2116j 65.3777+2.14645j 2.45259-1.52394j 41.8079+15.2501j 43.3995-11.7462j 12.4573+2.20642j -32.5587+15.0469j 52.1262+10.8275j 10.9043-7.46621j 3.47089-2.96842j -56.0231-14.0018j 3.25614+0.454881j 21.9299-10.0637j 20.2928+5.36227j 16.7748+3.46379j 15.0299+8.76316j -27.1012-8.23258j 32.1252-13.001j -9.75212+4.61722j 51.5929+8.02306j -22.9799-11.8995j 2.77782-2.34586j 26.1946+4.96577j 20.2037+2.5301j 2.52791+7.51566j 7.82036+1.5788j 11.6061+0.294778j 20.8148+5.69515j -6.27504-2.02997j -5.49-0.230058j -2.73723-0.286473j 1.66292+0.695047j -1.47038-0.200935j 
0.277552-1.25756j -1.16698+1.07076j -0.389457+0.4397j -0.914184-0.0754458j 0.538585-0.45499j -0.193797-1.98152j -1.57265+1.8783j 0.561112+1.18513j -0.42586+1.38436j 1.10732+0.0907441j 1.57067+1.40564j 0.192816+0.366292j -1.22693-0.794968j -0.0140195-0.896873j 0.529088-0.137457j -0.143443-0.786977j 0.570899-1.46586j 0.89256+0.515487j 0.00191047-0.0308522j 3.17934-1.17217j -2.01297+1.52424j -0.298437+1.57413j 3.78641-2.26415j 1.06327-0.878374j 3.46725-0.369411j 3.46157-1.43922j -1.38604+0.648202j -2.19302+1.75076j -2.54637+1.83673j -1.84349+1.12285j 1.19308-1.7946j 0.752795-0.689948j -1.87144+0.878j -0.565515-0.404437j -0.435585-0.408056j -0.229134+0.0348174j 0.250693-0.254778j -1.31239-0.103956j -0.784432-0.751447j 1.66532+0.478022j -1.14235-1.0105j -8.1147+0.504667j 0.330549+0.503987j -29.6267+3.1434j 5.35906-0.241886j -7.36837-7.21999j 9.91786-2.88742j -36.6984+2.64673j -6.36229+0.256326j 11.3244+8.48779j -1.02522-1.71739j 64.8706-10.0006j 17.9277+16.2919j 54.5575+2.95712j 27.2271-3.45896j 8.71361-0.620661j 19.4605+9.62845j 0.813241+5.41489j 14.3959-2.17097j -63.1554+12.9467j -9.89019+0.325196j -12.2094-6.20059j 2.79503+19.8599j 68.9198-0.61892j 2.87674-3.6059j 47.0187+15.0379j 48.2633-13.2882j 13.7818+3.88201j -35.749+17.8193j 55.6739+9.57728j 11.4874-6.39262j 3.86618-3.04108j -60.5511-13.5254j 2.57846+1.70465j 23.6483-11.8644j 21.9919+3.76682j 18.3672+2.82322j 16.6413+8.52109j -29.0802-8.81201j 35.0937-15.4465j -10.9513+5.88154j 55.6575+7.04559j -25.0227-12.4642j 3.16733-2.98769j 28.3743+4.78174j 22.051+1.94113j 2.68021+8.62772j 8.52573+1.76643j 13.0059+0.560948j 22.3102+5.54498j -6.52675-1.85258j -6.1106-0.270875j -2.89278-0.269463j 1.42647+0.624473j -1.53506-0.186916j 
0.358481-0.666217j -0.433075+0.919792j 0.290941-0.460673j -0.50931+0.262282j -0.82399-0.0248786j 1.47298-0.62281j -0.69493+0.363707j 1.63884-0.269835j -0.410435+0.131318j 0.35965+0.261531j -0.968064-1.89267j 0.192411-0.991687j -0.0448339-0.810721j -0.0288598-0.385273j -0.0349719-0.207389j 0.0756518-0.346125j 0.00763011-0.927569j -0.298132+0.450553j -0.0151594+1.11784j -0.196363+0.239229j 1.40697-0.852416j -0.119079+0.636758j -1.88842+2.42412j -0.840512+0.0557795j -1.82071-0.0261608j -0.948264+1.04528j 1.79287+0.182513j -0.128716-0.725748j 0.685278-0.450676j 0.412653-0.0105163j 0.00502599+0.842508j 0.101073-0.414139j 0.618847-0.246595j -0.326456-0.543766j -0.0772755+0.732108j 0.0902563+0.0920728j -0.00751491-0.00189096j 0.528017-0.0758471j -0.123627-0.103113j -0.815042+0.177877j -0.919013+0.414782j 1.88483-0.0900687j -1.06772-0.398898j 7.99665-0.740453j -2.19382+0.503784j 2.89727+2.56086j -4.19038+0.838524j 10.0441+0.449433j 1.90592-0.237703j -3.19195-1.16528j 0.562148+0.717115j -18.7419+2.93901j -4.73382-5.9891j -14.4249-0.644486j -7.00955+1.02888j -2.04222+0.164001j -6.89549-4.35044j -0.697507-1.42102j -3.50466+0.123148j 18.0415-3.57206j 3.42698+0.288767j 4.36114+1.61871j -1.21267-5.90084j -18.5586-0.910783j -0.934975+1.21186j -14.1455-4.44939j -13.9224+4.03572j -4.06524-1.37443j 10.5795-5.4637j -15.9643-3.49413j -2.71892+2.41263j -1.68294+0.958652j 17.0167+4.92147j -1.41447+0.582253j -6.8475+2.01714j -6.66723-1.82923j -4.95482-1.12129j -4.39509-2.55112j 8.31918+1.83129j -9.98512+3.98197j 3.56563-1.26196j -15.8299-2.32664j 6.92398+3.65344j 0.00406223+0.563521j -7.84899-1.32841j -6.1188-0.609961j -0.640623-3.17366j -2.62282-0.390866j -3.04222-0.405379j -6.58123-1.93244j 1.87117+0.451545j 2.01188+0.181155j 0.735498+0.0850652j -0.369415-0.237992j 0.471023+0.0963177j 
-0.319555-0.0552311j 0.234271+0.718053j 0.631093+1.88229j 0.572819+1.1282j -0.559616-2.09659j 0.214933-3.0835j -0.135775+0.908479j 0.646885+0.977716j 1.51318+3.2146j 0.362341+1.92363j 0.883221+1.10095j 0.0174532+1.3123j 0.780282-1.79966j -0.241707+0.0546769j 0.177787+0.381489j 0.853804+0.276853j -0.105511-0.430873j 3.31577+0.389801j -0.178677+0.407316j 5.96199-2.01436j -6.14815+1.50438j -2.31953+0.730632j 9.47028-3.91171j 3.02325-0.581886j 4.65737-1.3666j 5.0647-2.93523j -2.63501+2.99576j -3.90805+2.71206j -4.31755+3.37447j -2.78402+2.60141j 1.7984-3.97832j 1.41559-1.15771j -1.02832+3.22583j 0.181281-0.25193j -0.321494-1.11715j -0.591486+0.00550702j 0.106029+0.0442073j -2.76037+0.194666j -0.0751801-0.677006j 3.46406+0.208583j -1.52237-2.77276j -14.9066+1.06111j 2.22629+2.26585j -56.8242+4.01608j 11.1085-0.965029j -15.731-11.9104j 21.1086-6.37177j -70.6897+4.22976j -11.5483+2.70299j 21.4445+16.5382j -3.4824-6.6094j 127.827-18.2653j 31.9541+33.485j 104.667+4.74399j 53.0343-5.33139j 15.9072-1.7172j 37.6726+22.2635j 1.30806+8.61531j 26.3858-4.10989j -120.767+25.3266j -19.9818-0.877087j -25.3747-12.3948j 4.84349+39.2264j 136.479+2.78608j 5.2825-5.00745j 89.313+29.9262j 92.7873-23.5427j 26.6385+6.00175j -68.1116+31.4523j 108.199+19.5055j 21.5904-12.9784j 8.30513-5.47875j -117.937-26.1987j 4.64841+2.77066j 47.3618-21.7729j 43.1801+8.49313j 34.8612+5.74656j 32.0495+16.6693j -55.8207-17.1374j 66.2581-28.4695j -20.021+9.3019j 108.418+14.0214j -49.062-24.7687j 4.53829-4.16321j 55.3235+9.09615j 42.4102+4.81861j 5.56354+16.4537j 16.7912+2.68113j 24.6528+1.0468j 43.6365+10.8831j -12.7115-3.27483j -11.9468-1.23908j -5.67187-0.235031j 2.56505+1.30263j -2.99212-0.516648j 
-1.03912+0.951266j 0.451656+0.0383272j -1.03411-2.85151j -0.911088-2.32097j 0.843572+4.0904j 0.847539+4.5575j 0.0518306-4.05036j -0.660431-0.279991j -1.79381-3.7541j -2.53018-5.80078j -0.162881-3.73385j -1.49665-2.45087j -0.271591+3.05684j 0.254638+0.927949j -0.30761-0.520943j -1.818+0.649789j -1.25199-0.29413j -6.47488+1.06605j -2.0549-0.395817j -12.7189+3.69455j 11.4039-3.03154j 5.78503-2.18352j -16.5377+6.77005j -3.90203+2.07792j -10.5312+4.00999j -11.0024+5.77768j 8.53451-3.81266j 5.76109-4.47358j 8.16922-5.97481j 6.54031-5.27932j -4.62606+6.03475j -2.16036+2.44475j 2.81769-4.73259j -0.187715+0.6144j 0.741045+2.17639j 0.758496-0.0769029j -0.242717+0.0961735j 4.82256-0.115745j 0.846522+2.26923j -6.93967-0.105254j 0.867229+4.8752j 27.3296-1.85999j -5.89357-4.59708j 106.322-9.67629j -20.3834+0.653053j 29.6318+26.4024j -38.6628+10.4814j 133.71-9.22234j 21.7656-3.58267j -39.3594-32.3436j 6.2805+10.923j -239.923+35.3391j -60.0942-63.6853j -198.481-8.87182j -99.8503+12.7389j -31.6441+4.32355j -68.855-43.0858j -3.08491-18.8359j -51.1391+6.85812j 228.141-45.4838j 35.9778+2.93891j 46.1631+23.0121j -8.63951-72.2085j -255.047-2.73845j -8.06692+7.31009j -168.532-56.4155j -174.136+45.311j -51.6874-9.37109j 129.802-62.9052j -204.21-36.0139j -40.867+24.2576j -15.4609+10.8865j 221.377+51.5151j -8.13585-3.13523j -88.3034+40.5568j -81.1939-15.6488j -65.9687-11.0103j -60.7006-31.8931j 104.725+31.1261j -126.392+54.0979j 38.0898-17.6624j -203.884-26.1456j 91.3319+47.0522j -9.47471+7.76837j -104.021-17.0786j -79.817-9.14004j -9.83722-31.4747j -31.246-5.13631j -46.5209-2.20093j -81.7444-20.6145j 23.849+6.23773j 22.4929+2.16321j 10.7505+0.637129j -4.60835-2.2122j 5.55265+0.938149j 
-0.8462-1.24887j 0.224278-0.0820931j 0.0897051-0.808566j -0.520031+2.4511j 0.0989636-0.437026j -0.0793456-0.0585888j -0.548919+0.251625j -0.8008-0.41988j -0.774671+0.939053j -0.0872823+0.850739j 0.360262+0.411213j -1.64407+0.980498j 0.369207-1.177j -0.0638099-0.82923j -0.65657-0.583223j -0.28698+0.0505743j -1.05065-0.0358118j 1.04668-0.733977j 0.0903571+0.213456j 2.76551-1.23928j -2.16294+0.171949j -0.825217+0.26838j 2.01035-2.07009j 0.83408+0.0190124j 0.444546-1.01513j 1.48684-0.794499j -0.668655+0.240208j -1.03228+1.34333j -1.70243+0.111575j -0.524225+1.60647j 0.361466-1.02356j 0.384656-0.773211j -0.522119+0.643602j -0.0269992+0.331278j 0.229497-0.0215458j -0.204825+0.137488j -0.421294-0.037709j -1.07497-0.232013j -0.152659+0.626264j 1.22331+0.148661j -0.403511-0.315679j -4.70844+0.339543j 0.0921586+1.01652j -16.6095+1.05406j 4.10309-0.0930323j -5.55311-4.30038j 7.69884-1.83447j -21.1272+1.35861j -4.44169+0.0792207j 6.03542+6.00373j -0.0014477-1.0464j 38.2025-5.55978j 10.2376+11.1673j 31.6763+2.81289j 15.5273-2.00588j 4.28763-2.25496j 11.8233+6.96421j 0.885884+3.06515j 8.43286+0.559959j -35.9147+5.00154j -6.96289-2.89384j -7.27127-2.66399j 2.01342+10.7301j 41.3915+0.253581j 1.04941-1.55724j 27.033+9.52295j 28.5545-6.36655j 8.51434+2.09849j -21.0903+9.80549j 32.4068+6.16414j 6.73501-3.42853j 1.98354-1.43654j -35.3755-8.94827j 1.17055+0.886061j 13.9546-6.20544j 12.9088+2.60308j 10.7193+1.72263j 9.77126+5.21566j -16.8361-5.45236j 20.3464-8.57442j -5.49676+2.75436j 32.7874+4.66551j -14.3877-8.15741j 1.78231-1.60842j 16.9148+3.02404j 12.7591+1.72335j 1.1378+5.42657j 4.94913+1.05156j 7.41382+0.374655j 12.9888+3.82299j -3.96019-1.00479j -3.37465-0.660941j -1.89585-0.0421314j 0.60583+0.200898j -0.796217-0.199485j 
-0.571673-0.115644j 0.824396-0.238864j 0.157435-2.01911j -1.93018+1.11309j -1.41821+1.3718j -0.388498+2.41369j -0.882601-1.06951j 0.472293-0.138296j -0.0971779+0.297919j -1.98902-3.19629j 0.812678-0.349139j 0.204495-0.59372j 0.513677+0.851643j -0.154503+0.690076j 0.433423-0.322733j -0.61519-0.323909j -0.689088+0.752144j -2.12075+0.382891j -0.692234+0.450904j -5.57147+2.95818j 5.73235-1.6705j 1.26407-0.684581j -8.54251+3.9181j -1.35179+0.5871j -5.58829+2.67726j -4.56755+2.56969j 4.06115-2.14996j 3.83437-2.28031j 4.16251-3.65948j 2.5754-3.5976j -2.61229+2.47447j -1.10159+2.1285j 1.09379-2.75554j 0.422328+0.28861j 0.418655+1.18146j 0.363852-0.277776j 0.0294212-0.193658j 2.58353-0.138999j -0.244369+0.868861j -3.06313-0.419944j 1.39351+2.15346j 13.3071-0.713366j -3.14609-1.85226j 52.1974-3.5945j -9.24844+0.819939j 14.893+12.368j -17.3081+5.71382j 64.629-2.84017j 10.1706-1.96339j -21.6421-15.5046j 3.6198+5.38852j -118.053+16.404j -28.7327-32.1689j -96.3616-6.09433j -48.2087+5.21591j -14.6449+1.67213j -34.3668-20.9214j -1.9969-8.89009j -24.8373+2.87246j 110.903-20.3911j 18.3842+1.30576j 22.9746+11.2759j -4.31291-35.344j -125.217-2.47308j -3.60719+4.2358j -82.0241-28.6711j -84.6168+21.712j -25.3796-5.40297j 63.7531-29.6788j -100.43-19.4528j -20.8483+10.8358j -7.61138+5.00949j 107.938+26.4107j -3.46261-1.58132j -42.1412+19.9115j -39.076-7.76902j -32.25-5.72216j -30.2514-16.0406j 51.3685+16.0428j -61.7117+24.8667j 17.6945-8.03525j -99.5692-13.4722j 44.8609+23.7287j -4.25388+4.03003j -51.2011-8.97724j -38.9669-5.28765j -4.9565-14.7983j -15.5127-2.72987j -22.6419-1.21344j -39.9988-10.3072j 11.8875+3.09279j 10.6341+1.27507j 5.48483+0.322478j -2.03436-1.06641j 2.64113+0.51634j 
1.16912+0.115972j 0.539564-1.37665j 1.51218+1.76526j -0.245991-0.310741j 1.598-0.785715j -1.77402-0.911275j -0.264933+1.27088j 1.22115-0.659683j 0.614524+1.83415j 0.78085+2.53529j 0.29201+1.18371j 0.53726+1.128j 0.159456-1.20124j -0.173944-0.594611j -0.171621+0.00584386j 0.940301-0.0766277j 0.252067+0.831764j 2.59756-0.0293594j -0.294726-0.410997j 3.38687-0.605355j -4.08567+1.5264j -0.685193+2.95808j 5.40183-1.43458j 1.81356+0.301853j 2.93218-2.02902j 4.12755-1.60997j -2.06368+0.649507j -1.28444+1.09101j -2.48406+0.846699j -2.03854+1.65119j 1.45679-1.51351j 0.671105-0.677788j -0.914255+1.31028j 0.176498-0.145755j -0.154394-0.52274j -0.100084+0.149972j -0.0358054-0.00128385j -1.38787+0.0625383j 0.0291162-0.566743j 2.19124+0.0479474j 0.0386238-0.960904j -8.09143+0.669323j 0.868759+1.60168j -31.3515+2.8861j 6.1981-0.734099j -7.93733-7.29819j 11.8321-3.28663j -38.6009+1.61104j -6.5078+0.987301j 12.1852+8.09468j -1.69284-2.8411j 69.519-11.1078j 17.8435+19.1749j 58.1939+3.40902j 28.4223-3.55569j 8.21261-0.739739j 20.2117+11.7001j 1.77792+5.90341j 14.6016-1.78726j -66.4616+13.7091j -11.4079-0.343359j -13.9147-6.6468j 1.99218+21.8687j 75.0788+0.49598j 2.39961-2.65142j 48.5718+17.0183j 50.5478-13.3792j 14.9647+3.16538j -38.1911+17.7977j 59.7098+10.7701j 11.8251-7.66767j 3.53974-2.84795j -64.221-14.6687j 2.1491+0.903123j 26.1395-11.6524j 23.8144+5.03813j 19.8993+3.02667j 17.5607+9.30478j -30.1451-9.01897j 37.1708-16.0703j -11.0361+5.10235j 59.433+7.65852j -26.3537-13.9739j 2.96744-2.21588j 30.3025+4.99925j 23.2041+2.75772j 2.76928+9.24341j 8.99532+1.48963j 13.7019+0.676312j 23.7292+6.06505j -6.96253-1.71675j -6.45461-0.798311j -3.2021-0.167117j 1.2215+0.540299j -1.56821-0.280881j 
0.582277-0.0670338j -1.0957-0.223762j 0.812118-0.633575j 0.0901476+0.82031j 1.0008+2.42103j -0.512793+2.26876j 0.796368-0.792323j -0.411084+0.384422j -1.11021+0.457771j 0.66199-1.71201j 0.319105-0.084947j 0.452585+0.0433211j -0.274204+0.112993j 0.0693999-0.148181j -0.16324-0.128067j -0.207784-0.933425j 1.43377-0.0605477j -2.0428+0.611232j -0.160652-0.490562j -2.515+0.105496j 2.37289-2.41065j 1.72079-1.11167j -4.20755+1.73706j -0.725147+0.117916j -3.77492+0.472573j -2.43397+2.37196j 1.91484-1.47755j 1.04291-1.72425j 1.82546-1.89865j 2.30345-2.73033j -1.19489+1.82014j -0.882686+1.05417j 0.550546-1.75596j 0.0295065+0.0143101j 0.133487+0.984966j 0.450791+0.333707j -0.129233+0.144781j 1.47356-0.206278j 0.11493+0.598324j -2.26347-0.0573466j 0.00784512+1.19801j 7.12601-0.867667j -2.49324-2.69516j 29.3984-1.60537j -5.79683-0.320108j 8.33191+6.75021j -11.4788+1.47264j 37.1585-1.74019j 6.01589-0.899216j -10.1594-8.66706j 1.8529+3.69071j -65.2453+7.98628j -17.645-17.7754j -54.8458-4.09176j -27.3948+1.90891j -8.8602+1.14873j -19.3292-11.4284j -1.08139-3.96844j -12.764+1.62974j 63.1203-10.7079j 9.58281+1.39065j 13.9469+6.44404j -2.67166-19.6798j -69.4448-2.3257j -2.48201+2.12346j -47.0427-16.7463j -48.7485+12.6729j -14.1326-2.99443j 35.1565-16.2799j -55.7754-12.4242j -11.09+6.32474j -4.0288+3.4877j 61.2503+15.4873j -2.13804-0.720843j -24.0574+10.9257j -22.3714-4.84834j -18.3654-3.7549j -16.9108-9.25142j 28.9283+9.22972j -34.0419+13.5163j 10.0242-4.38184j -56.4941-8.15888j 25.1764+13.6022j -2.63769+2.00804j -28.7304-5.29662j -21.7849-3.19435j -3.10895-8.87572j -8.52376-1.47345j -12.3808-1.05329j -22.8611-6.17389j 6.6148+2.06346j 6.39156+0.338859j 2.9151+0.2554j -1.42658-0.924287j 1.55906+0.315639j 
-0.534337+1.40592j -0.392622-0.597815j 1.16212+0.333992j -0.159641+0.767525j 0.440258-3.59604j -1.88129-1.48992j 0.231028+0.403008j 0.0595256+0.00627906j 0.0149731+1.42809j 1.14826+2.99339j 0.976791+0.986644j 0.560089+1.41885j -1.53379-0.637264j 0.455939+0.0953326j 0.108131-0.024262j 0.133485+0.811908j -0.037016+0.90746j 3.70078-0.526775j 1.11445-1.15323j 6.64463-2.50809j -5.62454+1.28317j -3.04818+0.852976j 9.337-2.86235j 2.31149-0.809704j 5.74667-2.31094j 5.82527-2.77468j -3.35415+2.98048j -3.33822+3.32004j -3.95859+3.1248j -2.98496+2.24856j 2.33551-2.27532j 1.39268-1.42326j -1.87881+2.45756j -0.0798968-0.231409j 0.0771021-1.54295j -0.646357+0.182442j 0.0223281-0.0807769j -2.74369+0.139883j 0.712707+0.0916152j 3.73362+0.663338j -0.476081-0.288942j -13.6353+1.47043j 1.62801+3.08512j -52.0148+4.7929j 10.129-0.892413j -14.5208-12.8583j 19.8795-5.75895j -66.4109+4.91954j -10.295+1.94357j 17.6594+16.529j -3.4258-5.96929j 117.28-17.5595j 30.0281+31.0273j 97.4021+4.32477j 49.2569-6.04749j 15.6027-1.16743j 33.8217+20.6517j 1.16261+9.06826j 25.1974-2.65235j -111.723+22.765j -17.6466-0.598447j -22.2955-10.6217j 4.18326+36.9153j 125.78-0.127035j 4.42618-4.56593j 82.6283+28.8937j 85.742-22.213j 25.1127+5.47423j -62.3579+30.1304j 99.9838+17.8327j 20.5235-11.8601j 7.70763-5.19279j -109.501-24.5154j 4.39673+1.21478j 42.4552-19.5346j 39.4976+7.77261j 32.3733+5.27261j 29.9838+15.4096j -51.9329-14.77j 62.5989-26.1624j -18.1652+9.04308j 100.308+12.4126j -44.5081-22.8534j 4.34797-3.72346j 51.3344+8.27231j 38.9389+4.32791j 4.6245+15.7934j 15.4438+2.34598j 22.3245+0.696192j 40.3866+10.3744j -11.933-3.18892j -11.1571-0.893307j -5.27232-0.457369j 2.33451+0.949989j -2.75532-0.390628j 
0.5347+0.908966j 0.418446-0.288382j -0.622758-2.16097j -1.39959+0.496154j 1.09552+0.826449j -0.150183-1.53278j 0.731767-0.44067j 0.126783-0.75808j 0.748805+0.125421j -0.3522-0.267638j -0.0305036+0.831119j 0.198249-1.22886j 0.279214+0.269568j 0.63733+0.725339j 0.592781-0.272999j 0.959081-0.00872655j 0.498718+0.284455j 0.705535-0.234677j -0.4357-1.30784j -0.508199-1.46856j 2.09273-0.81884j 0.607283+0.0379037j -0.412868+0.917162j -0.774085+0.423809j -0.0507778+0.677658j -0.306495+0.24488j -0.235591-0.503534j 0.0337685-0.0548806j 1.25452-0.760573j -0.106007-0.148948j -0.0352946-0.560491j -0.12904+0.567339j 0.509654-0.396666j -0.015576-0.435792j 0.0394579-0.150191j -0.324968-0.193348j 0.125071-0.294648j 0.553011+0.0464455j -0.153503-0.634518j -0.673465-0.448574j -0.861905-1.02408j 1.06618+0.287245j -0.746806+0.51478j 4.87644+0.495264j -0.52517-0.549443j 1.22596-0.189582j -1.2576-0.714488j 7.05747-0.359245j 0.986932-0.406925j -0.286958-1.53369j -0.63532+1.19086j -10.5362+1.26693j -2.77566-3.87152j -8.67508-1.37881j -4.06051+0.543587j -0.823111-0.421197j -3.4705-2.42243j -0.315758-1.56485j -2.63397+0.63545j 9.74579-0.937943j 2.17355-0.285324j 2.05934+1.70783j -1.00149-2.9455j -11.3071-1.43465j -0.692505+0.288911j -7.86407-2.86495j -8.06072+1.71776j -2.00832-0.575146j 5.62886-2.033j -8.91207-2.7697j -2.41309+0.126899j -0.70556-0.880004j 9.9482+2.86721j 0.0826369+0.35954j -4.00794+1.76561j -3.333-0.696663j -2.92019-0.00606277j -2.77657-2.04367j 4.45255+1.73495j -6.40309+1.92546j 1.29056-0.889641j -8.86943-1.88825j 3.84816+2.46061j 0.357489+0.682332j -4.78893-1.13484j -3.35821-0.59806j -0.291084-1.70936j -1.79836-0.421165j -2.37112-0.485173j -3.44458-1.1711j 0.996773+0.131311j 0.773019+0.549533j 0.607053-0.060238j 0.159643-0.077348j 0.181626+0.152169j 
