-0.00217082-0.0145508j -0.0144726+0.016309j -0.00208-0.00860866j -0.00161047-0.0502135j 0.00942515-0.0160824j 0.00301745+0.00572112j 0.00936824-0.0122652j -0.0163478-0.00467211j 0.00960952+0.00968299j 0.00423517-0.00488098j -0.00807455-0.0112128j -0.00989242-0.0154403j -0.015071+0.00657707j -0.0110533+0.0151885j -0.00864691-0.00794119j 0.00725778+0.0154091j 0.00330861-0.0187482j -0.00324102-0.00768025j -0.000271027-0.0123766j -0.0404944-0.00758793j -0.0343381+0.00599295j 0.00138418+0.00532515j -0.00937814-0.00834462j 0.00385808+0.00694691j -0.00125021+0.00123423j 0.00274698+0.00561299j 0.00665601+0.000918392j -0.00856944-0.00204154j -0.00420008-0.00739331j 0.0100292+0.0103673j -0.000994592-0.00766715j 0.00488558+0.00564294j 0.0079175-0.00337777j 0.00243339-0.00255076j -0.00451878+0.00462429j 0.00285884+0.0151899j 0.00292287+0.00171564j -0.00345214-0.00243313j 0.00173259-0.00418121j 0.00179944+0.000349252j -0.0111201+0.00378248j 0.00534607+0.00204187j -0.00870189+0.000748183j 0.00112041+0.000431504j -0.00138255+0.00140098j 0.00278575-0.000300592j 0.00230693-0.00902386j 0.0104947-0.00176849j -0.000707104-0.00230136j 0.00964819+0.00405791j 0.00657567-0.0130404j -0.00540433-0.0191198j 0.00143627+0.0202906j 0.00285325-0.00521594j 0.00410034+0.0140326j 0.00779423-0.0136296j -0.00470105+0.0207041j -0.0105646-0.0142358j 0.00728301+0.00274296j -0.000897134-0.00303928j -0.00858012+0.00154269j 0.00522273-0.00411634j 0.00232335-0.00553227j 0.00109597-0.00609521j 0.000800165+0.00957836j 0.00116293-0.000709496j -0.000478125-0.000727918j -0.00165385-0.00265674j 0.0020541-0.00348439j -0.000554473-0.000758054j 0.0049634+0.00032041j -0.000457755+0.000501546j 0.00121712+0.000423474j 0.00206855-0.000346724j 0.00604221+0.00218021j -0.000866566-0.00110624j -0.00183442+0.00379902j -0.00546985+0.0126581j -0.00305813-0.0133078j -0.00714752+0.00467668j -0.00638492+0.00112164j 0.00884885+0.00445822j 0.00299802-0.00629207j 0.00199498+0.00607313j -0.00272201+3.91032e-05j 0.000512609-0.000723805j 0.00057723+0.00175171j -0.00123747+0.0103686j -0.00201427-0.00509954j 0.00733257-0.00338528j -0.000251462-0.00441951j 0.00489023+0.00106139j 
-0.0063077-0.0131878j -0.00376584+0.00717956j 0.00268869+0.00301052j 0.00219201+0.00129147j -0.00392911-0.00326674j 0.00249406+0.023023j -0.00605225-0.0124292j -0.00383664-0.0004988j 0.00130346-0.00229344j -0.00292307+0.00786458j -0.00109966+0.000957053j -0.0035277-0.00342476j -0.00336181+0.0028661j 0.00218351+0.00352025j 0.00118867+0.000473602j 0.00201558-0.00221622j -0.000409319+0.00301139j -0.00419772-0.00607042j 0.00637411+0.00230195j -0.00349891-0.000929772j -0.00599197+0.000304037j -0.000360352+0.0210909j 0.0015793+0.00202167j 0.00219105+0.00435906j -0.00368469-0.00291965j 0.003536-0.00479337j 0.00282939+0.00376272j 0.00219082+0.0136211j 0.00024811+0.00834973j -0.000997428+0.00466177j -0.0116728+0.00499463j 0.00597891-0.00373789j 0.00087624-0.00122631j -0.00424518+0.00573466j -0.000328688-0.0066131j -0.00449882+0.0209168j -0.00458047-0.00115443j 0.00668893-0.000947106j 0.00790674+0.00295533j -0.000726426-0.000779045j -0.000439725-0.00284651j 0.00416384+0.00585605j 0.00163492-0.0027568j -0.00233546-0.00736493j 0.00332499+0.0228042j -0.00646155-0.00753802j -0.0106126-0.0128023j -0.00230191+0.0212939j -0.00108254-0.00233907j 0.00578787+0.00692336j -0.00118629+0.00467765j -0.00122612+0.0121408j 0.00631889+0.0239861j -0.00417406+0.0228472j 0.0027625+0.0400813j 0.00598915+0.0874826j -0.0134489-0.0603754j -0.00863702+0.0324938j 0.0143694+0.0815378j 0.00766764+0.0073598j 0.0011227-0.0510825j 0.00111761+0.0078732j -0.00313939+0.0143344j 0.00745882-0.0160569j -0.0104448-0.00254524j 0.0144897+0.00724397j 0.00416293+0.000526733j 0.00219228-0.00597777j -0.00919864+0.0129765j 2.04983e-05-0.00634253j 0.00047416+0.0193739j -0.00161511-0.0011602j 0.00834985+0.00436997j -0.0105043+0.00864051j -0.00973926-0.00624707j -0.00691922-0.000650751j -0.00249331+0.00109717j -0.00288939-0.0164619j -0.0145097+0.00722944j 0.0106554+0.0151018j 0.0234236-0.0110921j 0.0226061+0.0339621j -0.0130128+0.00152447j 0.0173849-0.00892186j -0.00921162-0.000776036j -0.00130698-0.0134963j -0.0018634-0.0018628j 0.0324733+0.00137175j 0.00458681-0.00647068j -0.000758927+0.0165728j -0.0133534+0.00356846j -0.000368854+0.00810323j 
0.000308298+0.00175913j 0.00723265-0.00309926j -0.000888632+0.0003688j -0.0015639+5.4839e-05j 0.00870396+0.0018401j -0.00900702-0.00375994j 0.00153578+0.0071073j -0.007495+0.00461309j 0.000186634-0.00551333j 0.00139218-0.00165158j -0.00227746+0.000126095j 0.00148082+0.00409782j -0.00444586+0.00573337j 0.00604251-0.00160909j -0.0105897-0.000862004j 0.0106476+0.000646977j -0.0106214-0.000798582j -0.0263655-0.00194272j 0.000240596-0.00149585j -0.00911615+0.00194264j -0.0158637+0.0133331j 0.00104068+0.00389914j -0.00576899+0.000941024j -0.0182714-0.00396437j -0.000636775+0.00313405j 0.0096241+0.000672651j -0.00835331-0.00109903j 0.0141633-0.00605321j -0.00463354+0.00526377j -0.0179511+0.009911j -0.00836241+0.0109891j 0.00173682-0.00996207j 0.000918978-0.00649917j -0.00600275+0.0027417j -0.00326089+0.00122972j -0.00926583+0.00366536j 0.00217072+0.00254083j 0.00621947-0.00409309j -0.031484+0.0123984j -0.00240913+0.00502225j -0.00155363+0.00810319j -0.0128364-0.00915123j 0.022223-0.018088j 0.0115095-0.00678831j -0.0317323+0.0122432j 0.00659001-0.0039465j -0.0192787+0.00773802j -0.0375225+0.00588943j 0.00446139+0.0181135j 0.00922465-0.00606662j -0.00051068-0.00982835j 0.0237217-0.00725564j -0.0021351-0.00452208j -0.0383067-0.0110801j -0.0388657+0.0170602j 0.00355824-0.0283115j -0.0247543+0.0273672j 0.0336665-0.0193588j -0.0017968-0.0252331j 0.00490912-0.0219241j 0.0175435-0.00759645j 0.0055077-0.0100584j 0.00482618-0.00498147j -0.00101546-0.0238164j -0.00078012+0.0233602j 0.00352802-0.00589017j 0.000907959+0.0167276j 0.00768581-0.00590525j -0.0267015+0.002738j 0.00244344+0.00151405j -0.0182203+0.0018619j -0.000402435+0.00651544j -0.0133394+0.00922435j -0.00428297-0.0103285j -0.00785786-0.00155683j 0.0152117-0.0280498j -0.00126265-0.0182204j -0.00914151-0.00364212j -0.00147591+0.00508254j -0.021034+0.00433887j 0.0120701+0.00777553j -0.0391417+0.0213807j -0.00338747+0.000804581j -0.00332084+0.00235791j -0.0157716+0.01794j -0.0135755-0.0127525j 0.00204968-0.00961947j -0.00665919+0.00324438j 0.0451109-0.0116438j -0.0264806+0.0125653j -0.00168862+0.0100787j -0.0326603+0.00550134j 
0.00186026-0.00200627j -0.00563414+0.00205478j 0.000362091-0.000825527j 0.000464246-0.00127162j -0.00260682-0.00168439j 0.00904825+0.00442689j -0.00305481-0.00462386j 0.00194424-0.000689745j -0.000703299-0.000222299j -0.0130424+0.00321534j -0.000803776+0.000474305j 0.00584735+0.00143034j -0.007567+0.0061242j -0.00431508+0.000151234j 0.00235597+0.00121502j 0.00506-0.000779947j -0.0151404-7.02703e-05j -0.00759177-0.0111143j -0.0101989+0.00142643j -0.0069903-0.000404278j -0.00536705-0.00242935j 0.00361507+0.00055502j -0.00921732+0.00151036j 0.00262337+0.004091j 0.0122734-0.0100227j 0.00661051+0.0010765j -0.0106009+0.000748751j -0.0108416+0.0114606j 0.0052843-0.00387574j 0.0227097-0.00147735j 0.00676826+0.00615174j -0.00712836+0.00131177j -0.0168083+0.00409626j 0.00893582-0.00537577j 0.00318358-0.000166574j -0.00465574+0.00679054j -0.0069794+0.0130962j -0.0126516+0.00255873j -0.00381047-0.0118414j 0.00478267-0.00118449j 0.0125163-0.00604076j -0.0167809-0.0062602j -0.00416564-0.00546569j 0.0128352-0.00396061j -0.0206303+0.00169293j 0.00169909-0.000257268j -0.0272562-0.00122325j -0.0363025-0.00364971j 0.0277599-0.000920298j 0.00799593+0.0255011j 0.0118324-0.00307821j 0.0283043-0.00836114j -0.012736+0.00687501j -0.0381258-0.0158208j -0.0216874+0.01323j -0.0113241+0.0180838j -0.0232626+0.00142305j 0.00374382+0.0202757j -0.00461483+0.0251534j -0.0133199+0.0111531j -0.00413599+0.0128984j -0.00720626+0.00811138j -0.00450242-0.00108435j -2.72735e-05+0.0162246j -0.00529189+0.0112901j -0.0100599-0.0135355j 0.00262749+0.0229652j -0.00361624+0.00176269j 0.0132221+0.00720494j 0.000232452+0.000442129j 0.0155903-0.00745423j 0.00134366+0.00552412j 0.00298134+0.006579j -0.00200464-0.00711879j 0.00796987-0.00709284j -0.00450357-0.0037878j -0.00333984+0.00898246j -0.00808979+0.0121036j -0.0115394+0.0344848j -0.00763474-0.0220725j -0.00156477+0.0380712j 0.0114179-0.00262583j 0.0318795-0.00167605j -0.00952688+0.00428074j 0.0289304-0.00806184j 0.0290792+0.000851171j 0.00220993-0.0112764j -0.00670442+0.00252273j -0.0339306+0.0087451j 0.0172423-0.0181098j -0.0122455-0.00700674j 0.025637-0.00825059j 
-0.00247673+0.000334569j 0.00097112-0.00137738j -0.00223719+0.000348846j -0.00316141+0.00103984j -0.00395102-0.000885009j -0.00581158+0.00242374j -0.000498638-0.00213036j 0.00975928+0.00353892j -0.00252253-0.000908935j 0.0277495-0.00545863j 0.0041037-0.00382616j -0.000905052+0.00190088j 0.00761167+0.0038584j -2.18918e-05+0.00394628j 0.00313731+0.000799108j -0.00121675-0.00158061j 0.00523113-0.00239568j 0.032542-0.00767811j 0.0237396+0.00105907j -0.00176182+0.00797517j -0.00626947+0.0110412j -0.00521966+0.0026654j -0.00990682+0.00502299j -0.0185504+0.00919698j -0.0110327+0.00354451j 0.0249256-0.00447228j -0.00502881+0.00933416j -0.00128156+0.00573396j 0.0028115+0.00525425j 0.00980776+0.00388276j 0.023968+0.0143754j -0.0158977+0.0094459j -0.00380635+0.00579973j -0.00132633+0.00335844j 0.00562665-0.00439043j -0.000591339+0.0137373j 0.0102077+9.34023e-05j 0.0241538-0.00119562j -0.0134711+0.00973323j 0.0016974+0.0112828j -0.0129618+0.0088208j 0.000589396-0.00362133j -0.00712515-0.00391635j 0.0109645+0.00215727j -0.0210434+0.0084765j -0.01633-0.00323657j -0.0134249-0.00751726j -0.0516775+0.0132662j -0.0377658+0.0114552j -0.00150605+0.0102561j -0.00308527+0.00287783j -0.0266932+0.0156961j 0.0414401-0.0128429j -0.018467+0.0136988j -0.046117+0.0116419j -0.00255536-0.0110246j -0.0112815+0.0243834j 0.00115177-0.00679793j 0.00827475+0.0203127j -0.00617225+0.00396018j 0.00325576-0.0023543j -0.00171007-3.16186e-05j -0.00441043-0.00462724j -0.000820692-0.00450333j 0.0101075-0.0238539j 0.00489538-0.0100489j -0.00277504-0.0369449j -0.00240898+0.00209143j -0.000266129-0.00448441j 0.00276451-0.00194972j -0.00868631+0.00805368j 0.000762751-0.00530387j 0.00195275+0.00381273j 0.00200368-0.00621329j 0.00767609-0.00033119j -0.0127563+0.0400802j 0.00624792+0.000383266j 0.00976851-0.00329085j -0.0162011-0.0328743j -0.00896322-0.0128752j 0.0253867-0.0143187j 0.0022383+0.00327072j 0.0134917+0.0010002j -0.00506231+0.00712388j 0.00945436-0.00582147j 0.0117101+0.000315486j -0.00221698+0.0176432j 0.00684136-0.00730019j -0.0038365-0.00193055j -0.00455206-0.00718497j -0.0158874+0.0014443j 0.00112142-0.0023408j 
0.00240139-0.00168804j -0.00223848-0.00226086j 0.000266665+0.000194606j 0.000910405+0.00111268j -0.00480889-0.00605481j 0.00282526+0.00267777j -0.00922786-0.00283881j 0.00320682+0.00267886j -0.00232899+0.00268998j -0.00647115+0.00121239j 0.000996984+0.00243415j -0.0011648-0.00417041j 0.00905171+0.00591945j -0.000348381-0.00385525j 0.00646375+0.00872594j -0.00205415-0.00981352j 0.00240452+0.0168894j -0.00131217+0.0232735j 0.00197345+0.00937115j 0.001709+0.00801743j 0.00321614+0.011718j -0.00388927-0.010254j -0.0016178+0.00937019j 0.0128975+0.0221788j 0.00704793-0.010769j -0.0122797-0.0148995j 0.0052042+0.0144023j -0.0105861-0.011646j -0.00580347-0.00193425j 0.00178394+0.00323753j -0.00493919+0.00474082j 0.00519017+0.0060775j -0.00157884+0.0203479j -0.000563417-0.00112501j -0.0015108+0.00130534j -0.0080965+0.0049496j -0.00647294+0.00181122j -0.00558667+0.000383951j 0.00853537+0.0265316j -0.00424935-0.00443743j -0.000450635-0.0068318j 0.0112912+0.0204962j 0.00838271-0.00702776j 7.84668e-05-0.0151443j -0.00413069+0.0248749j 0.0118346-0.00277084j -0.000933005+0.0323856j 0.0105603+0.0521733j -0.00163567-0.0182065j -0.0145599-0.019549j 0.00747121-0.00372584j 0.00112831-0.0377376j -0.0200066-0.00223047j 0.0223654+0.0557196j -0.00327438+0.0458195j 0.00237459+0.0141212j -0.0094848+0.0322215j -0.014891-0.0439308j -0.0102556-0.00440125j -0.00394406+0.0141398j -0.00195248-0.0246327j -0.00284736+0.00711922j 0.0109089+0.00458986j 0.0072563+0.00166395j -0.0145271+0.00141937j 4.50369e-05+0.00575947j -0.00266084+0.0082064j 0.00665887+0.00215636j -0.00395583+0.0100949j -0.00336967+0.00381902j 0.0166768+0.0093765j -0.00357479-0.00424099j -0.00713467-0.00208549j 0.00869717-0.00806916j 0.0131526+0.0101766j 0.0162205-0.000600754j 0.00435801-0.00440481j -0.0117613+0.00747955j -0.0321317+0.00353537j -0.00237058+0.000979634j -0.0341369-0.00649444j -0.00333954+0.0107962j 0.00140478-0.000234872j 0.00413242-0.00138683j -0.0010801-0.00219348j 0.0151364+0.000519883j 0.00989539-0.000769041j -0.00118105+0.00330815j -0.00941366-0.00139012j 0.00492735+0.000273315j -0.00574532-0.00393698j 0.00917317+0.00151819j 
-0.00631423-0.00250759j 0.00626213-0.00133384j -0.00343985-0.000335918j -0.00622515-0.000503272j -0.00293471-0.000768286j 0.00955808-0.00741402j -0.00683736-0.00131206j 0.0011746+0.00331866j -0.0160288+0.000243622j 0.024334+0.00196405j -0.00949676+0.0045629j -0.0275758+0.00491761j 0.0152232-0.00431171j 0.0273283-0.00697887j 0.0149241-0.00331129j 0.00970637-0.00214398j -0.0221142+0.00926711j 0.0235726+0.00171829j 0.0244676+0.00809428j -0.0231694+0.00441985j -0.00262468-6.48949e-05j 0.00458671-0.00166066j 0.0017092-0.00266303j -0.00951728-0.00730792j 0.00763338-0.00376027j -0.00509551+0.0130371j -0.00620677-0.00253032j 0.0176778-0.00219158j 0.0167507-0.009134j -0.00385455-0.00555305j -0.00242705+0.0119377j 0.00489437+0.00772159j -0.00882441+0.00610901j 0.000349374-0.00365566j -0.0103849+0.0026685j -0.00446043+0.00809698j -0.00560236-0.000151033j -0.00536022+0.0185421j 0.00839346+0.00799078j 0.00451293+0.0182022j 0.00172863+0.00476643j -0.00216221+0.0128179j 0.00230018+0.000951463j 0.00174904+0.00841913j -0.00211768-0.0233935j 0.00716214-0.004026j 0.0290583-0.0238667j 0.0117853-0.0152843j 0.0312836-0.0102255j 0.00439942-0.00612526j 0.00340446-0.00805581j -0.000539194-0.00648962j -0.0321087+0.0226163j -0.000379161-0.017438j -0.00393015-0.016645j -0.0164974+0.0193324j 0.00788697-0.0114818j 0.0116807-0.000233213j 0.0148626-0.00716075j 0.00329109-0.00658917j 0.00135474+0.00555051j -0.00258556+0.000626563j 0.0027992-0.00678596j -0.00206367-0.0107792j -0.0126102+0.0274012j -0.00413159-0.0153327j 0.00454195+0.0149649j 0.00236176+0.0365701j -0.008916+0.0217517j -0.00554653+0.00364892j 0.00119159+0.00959318j -0.00081287-0.00871875j -0.00199834-0.0179409j 0.0105094-0.0350387j -0.00314568-0.00395614j 0.0149276+0.00207965j 0.00786732-0.0106509j -0.00507725+0.00789308j -0.0013689+0.0186914j -0.0105286+0.00276815j -0.0144222+0.023639j -0.00453651+0.00407126j 0.000905587-0.00180568j -6.53828e-05+0.000897194j -0.00196403+0.0067864j -0.00212958-0.00573859j 0.00445803-0.0071363j -0.00829377+0.00642269j 0.0039311-0.0013273j 6.02267e-05-0.000981077j 0.000499133+0.000782939j -0.00173195-0.000526724j 
0.00219979+0.00418585j -0.00119756-0.00151747j 0.000604862+0.00172803j -0.000122423+0.00298561j -0.00172783+0.00264789j 0.00613994+0.00339668j -0.00717071-0.00241266j 0.00256573-0.00738488j -0.00301265+0.00818788j -0.000215032-0.0313788j -0.00014302-0.000867005j 7.67821e-05+0.00783897j 0.000910612-0.00963995j 0.010109-0.00672528j 0.00716584-0.00724082j 0.000809008-4.30506e-05j -0.0122158+0.000575894j 0.000389644-0.0341346j -0.0012792-0.0275386j -0.00291483+0.0111068j -0.000127727+0.00486707j -0.00279687-0.000231922j 0.00206003+0.00833725j 0.00117821+0.0285835j 0.00611625+0.00973455j -0.00436974-0.0239643j -0.00963525+0.00586454j -0.00662657-0.0117179j -0.00240723-0.016416j 0.00887539-0.00495464j -0.0140949-0.0214732j -0.00945327+0.012679j -0.010325+0.00616078j 0.00726425+0.00288743j 0.00385-0.00410917j 0.000210384-0.00285247j -0.00656625-0.00652545j -0.0231484-0.0188262j 0.00634812+0.00617471j -0.00974744-0.00261094j 0.000592149+0.010929j -0.0045756-0.0098257j -0.00738416+0.00491698j -0.00474006-0.00734718j 0.00601297+0.0161611j 0.00527464+0.0123148j 0.0274218+0.0094925j 0.0154284+0.0364262j 0.0114879+0.0338718j -0.010359-0.00421347j 0.0107098+0.00185469j -0.0103493+0.0301756j -0.0148903-0.0336082j -0.000936161+0.0138741j 0.00468075+0.0460421j 0.00173943+0.000546003j -0.0202711+0.00158679j -0.00301841-0.00393467j -0.0146946-0.014041j -0.00874148+0.00446058j -0.00178813-0.0112883j 0.00678585+0.0158464j -0.00375328+0.0114158j 0.00546333-0.00448281j 0.00863321+0.00432345j 0.00544871+0.00399594j 0.00958909+0.0068154j -0.0177025+0.00824556j 0.00576714+0.0129081j 0.000586795+0.00265785j -0.00787928-0.000927733j 0.00954624+0.00247063j 0.00344777+0.00640945j 0.0135925-0.0115887j 0.00318757+0.00458804j -0.0381835-0.0126111j 0.0017064-0.00657933j -0.00506463+0.00470966j 0.0253898+0.0172066j -0.00825232+0.0081579j 0.00670699-0.00059418j 0.00588814+0.00867387j -0.00167797+0.000580456j 0.00314415-0.00587435j 0.00167293-0.00187256j 0.00329019+0.00122117j -0.0093563-0.00607167j 0.0028938-0.00330615j 0.000399432-4.00939e-06j 0.0068775+0.00317936j -0.00411888-0.000267795j 0.00516994+0.00143253j 
0.00558853-0.00126847j -0.00611632+0.00249455j 0.00166432-0.00235106j 0.00403522-0.0030939j -0.00110305-0.00104436j -0.0116484+0.00683571j 0.00123288+0.00266499j -0.00184341+0.0077006j 0.0127964-0.00868255j 0.0115466+0.00508329j 0.0104577-0.000439326j 0.0158878-0.00779005j -0.0310844+0.013284j 0.0114072-0.000688213j 0.00858458+0.00313196j 0.00929831-0.00391144j -0.0258627+0.0112787j 0.00190499+0.0160063j -0.00332303+0.0132166j 0.00772176+0.00273903j 0.00394421-0.00466853j -0.00732286+0.000986323j 0.00388558+0.00659918j -0.0213413+0.00592563j 0.00628674-0.00039943j 0.0208832-0.0117948j -0.0123392+0.010489j 0.009365-0.00726269j -0.0101212-0.00329101j 0.0200838-0.0206253j 0.00597975-0.0011849j -0.0136879-0.00562881j -0.00947967-0.00580143j 0.0236224-0.00870147j -0.00563347-0.00322285j 0.0538971-0.0295568j -0.00489434+0.00161584j -0.0264214+0.0241485j 0.0298916-0.00612567j 0.0169124-0.000366648j 0.0231096-0.0151676j 0.00112542-0.00749686j -0.0360476-0.00281215j -0.0122161+0.0105769j 0.0331877-0.00202576j -0.00550032-0.00533691j 0.014646-0.00152009j 0.0180934-0.0122947j -3.24905e-05-0.010107j -0.0394798+0.0279488j -0.00407569+0.00727302j -0.0249723+0.0100858j 0.0155226-0.00446707j 0.00658967+0.000546035j -0.0279438+0.008532j 0.00796664-0.0160465j -0.00906509+0.0014465j -0.00507755-0.0184751j -0.00853417+0.0133728j -0.00228329+0.00645256j -0.0128689+0.00962285j -0.0116509+0.0198186j -0.0108121+0.0256414j -0.00876179+0.00183796j -0.0147795+0.0135823j 0.0120141-0.0185709j 0.00241186-0.00275397j 0.00783701+0.00508548j 0.0122827+0.0110106j 0.00358682+0.00242854j -0.0054789-0.00498186j 0.00699355-0.0131964j -0.0132539-0.00643811j 0.00229234-0.00687258j 0.00614367-0.00590998j -0.00112677+0.00184612j 0.00469797-0.0187343j 0.0133274+0.012091j -0.0121069-0.00309168j 0.0216881-0.00170069j -0.00465286-0.0110282j 0.000343692-0.00522198j -0.0119521+0.00111385j 0.00126905+0.00238703j -0.00972459-0.00154662j -0.00777387+0.0116454j 0.00361146-0.00195356j 0.0109139-0.0157176j -0.00976351+0.00678156j -0.0117826+0.00845485j 0.00785347+6.60961e-05j -0.00370857+0.0014575j 
0.00229238+0.0041361j 0.00211433-0.0044506j -0.000994539+0.001993j -0.000898679+0.00494755j 0.00295208+0.00154329j -0.00238098-0.00763396j 0.00833597+0.00526597j 0.00146973+0.000140098j 0.00441562+0.0134034j 0.0015731-0.0198255j 0.00762183+0.00728608j 0.0122018+0.019165j -0.00436701-0.0124386j -0.00890617-0.0205742j -0.00302517-0.0119019j -0.00466053-0.00905235j 0.00900118+0.0223018j -0.00607127-0.0156849j -0.00562805-0.0189913j 0.00458723+0.0232841j 0.000295346+0.0017707j -0.00112788-1.19241e-05j -1.25893e-05-0.00054375j -0.00649928+0.00829551j 0.00144732-0.00927527j 0.00342903+0.0101761j 0.00540698+0.0160599j 0.00751229-0.0113944j -0.00261443-0.00779099j 0.00474512+0.00694996j 0.00191571+0.0021109j -0.0138457-0.0026687j -0.0053088+0.00478552j 0.00469761-0.00797091j 0.00590279+0.0115288j 0.008809+0.00687875j 0.000551334+0.00858101j -0.00733632+0.0198135j -0.0118509-0.024688j -0.0107951-0.0073013j -0.00191776-0.0108202j -0.0116181+0.00399233j -0.00587977-0.00249651j -0.00218071-0.00467628j 0.0212424+0.00322873j -0.0171318-0.0203918j -0.0101093-0.0423873j -0.0021416-0.0246527j -0.0154101-0.0519496j -0.00284647+0.000643259j -0.00528657-0.0133228j -0.00553744-0.0172561j 0.00748131+0.0551266j 0.00187514-0.0109581j -0.00343802+0.00776968j -0.0133838+0.00465825j 0.0034958-1.33861e-05j 0.00275905-0.0212094j 0.01276+0.006748j 0.00743092+0.000751971j -0.00286578+0.000243279j -0.0114398-0.00381923j 0.0138932-0.00433918j 0.0160185-0.00695909j -0.0131265-0.00691294j 0.0161627-0.0102852j 0.00585744-0.0111974j -0.0175367-0.00605257j -0.0234838-0.00232375j -0.00628269-0.00368378j -0.000354089-0.00495171j -0.00536822+0.00360813j 0.0010627-0.000796197j 0.0318856+0.0158648j 0.00909756-0.00333146j -0.0002994+0.00924138j 0.0141792-0.000539839j -0.0127924+0.00478525j -0.0300906-0.0116547j 0.00371774-0.000866923j -0.025366-0.00983789j -0.00939391-0.00649495j 0.000810165-0.000305809j -0.00159601+0.000568741j -0.00834094+0.000832412j 0.00570884-0.000191092j 0.00569399+0.00691084j -0.00538331+0.000915462j -0.00242762+0.00071507j -0.00311065+0.000330656j 0.00400867-0.000972469j -0.00103747+9.64321e-05j 
0.00855413-0.00285807j -0.00476256-0.00800877j 0.00210886-0.00192108j 0.00478085-0.00176618j -0.0116724-0.00950594j -0.00521316+0.0176373j -0.0065115+0.00393718j -0.0027859+0.00883848j 0.0120463-0.00416527j -0.0105322+0.00460485j -0.00372737+0.0141835j -0.00172919+0.0174642j 0.00535937-0.00554545j -0.00402369-0.0180366j -0.000538284+0.0100173j 0.00218772-0.0122689j 0.000725965+0.0140794j -0.00288296+0.0101973j -0.00684139+0.00176531j 0.00797147+0.00662383j -0.000319718+0.00297518j 0.00320314+0.0052053j -0.0147614+0.0100176j 0.00953252+0.00834542j -0.00168138+0.00586028j 0.00704382-0.0028352j 0.000654205-0.00457809j 0.00827692-0.0221584j 0.00792394+0.00162606j 0.00713322+0.0394958j 0.00406357+0.0295999j -0.0040109-0.0118459j 0.00439821-0.0180285j -0.00838134+0.0284952j 0.00496016+0.00529713j 0.0176635+0.00780982j 0.0137831-0.00929062j 0.0233076-0.0436597j -0.0183725+0.0217017j -0.00082571+0.0062297j -0.0132113+0.0167119j 0.0133935-0.0113171j 0.00637895-0.0340478j -0.00128551+0.0120522j -0.0117069+0.00663657j 0.000931392+0.00234734j 0.0123932-0.0201634j -0.00664756-0.012264j -0.0201734+0.0163456j 0.00449575+0.0103439j -0.00854155+0.0417556j -0.0194433+0.0117353j 0.0115747-0.0226038j -0.00608734+0.00351951j 0.00120273-0.00570884j -0.00487591+0.00101353j -0.00328278-0.021334j 0.000392253-0.0388372j 0.00581541+0.0155726j -0.00341156-0.0153675j 0.00423811-0.0143343j 0.00856832-0.000779237j -0.00331423+0.0224142j -0.0178329+0.0248522j -0.0287782+0.0245039j -0.0245121+0.000598184j 0.0163522+0.0495068j -0.00361222+0.0158253j -0.00741996-0.00770106j -0.000617642-0.00094079j 0.00163107+0.0111391j 0.000908605-0.049779j 0.0175764-0.0109768j -0.00168347+0.00588592j -0.00130232+0.0138557j 0.00253512-0.0186922j -0.00806062-0.00860017j 0.0213687+0.00517376j -0.015603-0.00940133j 0.00600357-0.0272794j 0.00284913+0.00103754j 0.00145647+0.0182286j 0.00147801-0.00767965j -0.000670806+0.0145332j -0.00314511-8.29589e-05j 0.0123491+0.00915198j 0.00544646-0.0111026j 0.00550606-0.0031127j -0.0182065-0.00126411j -0.0150488+0.000504901j -0.00788358-0.00535244j 0.001084+0.00165441j 
