-0.00217082-0.0145508j -0.0144726+0.016309j -0.00208-0.00860866j -0.00161047-0.0502135j 0.00942515-0.0160824j 0.00301745+0.00572112j 0.00936824-0.0122652j -0.0163478-0.00467211j 0.00960952+0.00968299j 0.00423517-0.00488098j -0.00807455-0.0112128j -0.00989242-0.0154403j -0.015071+0.00657707j -0.0110533+0.0151885j -0.00864691-0.00794119j 0.00725778+0.0154091j 0.00330861-0.0187482j -0.00324102-0.00768025j -0.000271027-0.0123766j -0.0404944-0.00758793j -0.0343381+0.00599295j 0.00138418+0.00532515j -0.00937814-0.00834462j 0.00385808+0.00694691j -0.00125021+0.00123423j 0.00274698+0.00561299j 0.00665601+0.000918392j -0.00856944-0.00204154j -0.00420008-0.00739331j 0.0100292+0.0103673j -0.000994592-0.00766715j 0.00488558+0.00564294j 0.0079175-0.00337777j 0.00243339-0.00255076j -0.00451878+0.00462429j 0.00285884+0.0151899j 0.00292287+0.00171564j -0.00345214-0.00243313j 0.00173259-0.00418121j 0.00179944+0.000349252j -0.0111201+0.00378248j 0.00534607+0.00204187j -0.00870189+0.000748183j 0.00112041+0.000431504j -0.00138255+0.00140098j 0.00278575-0.000300592j 0.00230693-0.00902386j 0.0104947-0.00176849j -0.000707104-0.00230136j 0.00964819+0.00405791j 0.00657567-0.0130404j -0.00540433-0.0191198j 0.00143627+0.0202906j 0.00285325-0.00521594j 0.00410034+0.0140326j 0.00779423-0.0136296j -0.00470105+0.0207041j -0.0105646-0.0142358j 0.00728301+0.00274296j -0.000897134-0.00303928j -0.00858012+0.00154269j 0.00522273-0.00411634j 0.00232335-0.00553227j 0.00109597-0.00609521j 0.000800165+0.00957836j 0.00116293-0.000709496j -0.000478125-0.000727918j -0.00165385-0.00265674j 0.0020541-0.00348439j -0.000554473-0.000758054j 0.0049634+0.00032041j -0.000457755+0.000501546j 0.00121712+0.000423474j 0.00206855-0.000346724j 0.00604221+0.00218021j -0.000866566-0.00110624j -0.00183442+0.00379902j -0.00546985+0.0126581j -0.00305813-0.0133078j -0.00714752+0.00467668j -0.00638492+0.00112164j 0.00884885+0.00445822j 0.00299802-0.00629207j 0.00199498+0.00607313j -0.00272201+3.91032e-05j 0.000512609-0.000723805j 0.00057723+0.00175171j -0.00123747+0.0103686j -0.00201427-0.00509954j 0.00733257-0.00338528j -0.000251462-0.00441951j 0.00489023+0.00106139j 
0.0123315-0.000354375j 0.0142182-0.0110065j 0.015006-0.00601322j 0.0204057-0.00979585j 0.00180349-0.00170275j -0.010354-0.00565029j 0.0202912+0.00173836j -0.0176742+0.00739192j 0.00578112+0.00294932j -0.0227279+0.00293191j -0.0042421-0.000936261j 0.00462815+0.0087307j -0.0218364+0.00395266j -0.0366343+0.00587755j 0.0195362+0.0138255j -0.00154586-0.0107085j -0.0140173-0.00462372j 0.0330706+0.046323j -0.00145334-0.0217841j -0.0260615+0.0490009j -0.0284297+0.040832j -0.00397932-0.0131378j -0.00743885+0.00865118j -0.00614993+0.00625773j 0.00318397+0.0140678j -0.0081046-0.00699837j 0.00180504-0.00908868j 0.000835018+0.0133984j -0.00228558+0.00654047j -0.000285083-0.0195781j 0.00341465-0.00438249j -0.00430017-0.00583256j 0.00765318-0.00852653j -4.10024e-05+0.000400721j -0.00172022-0.0117466j 0.00739241-0.01441j 0.00398773-0.00443676j 0.00980282-0.0123055j -0.00647787-0.0181364j -6.84519e-05+0.00631647j -0.00768262+0.0063175j 0.00508921-0.0244047j 0.000253387+0.000198758j 0.00267662-0.00619606j 0.00768285-0.0210197j -0.00103294-0.00192699j -0.00712877+0.00943743j 0.00470515-0.00615093j -0.0116249+0.00658924j -0.00248363-0.0111294j 0.00642654-0.0161317j 0.00979255-0.00386194j -0.0086252+0.0135007j 0.0183296+0.000760446j -0.0161105+0.011574j -0.0104308+8.63381e-05j -0.00266402-0.00210461j -0.00319067+0.0243206j 0.0194156-0.013642j 0.00621019+0.00809374j -0.00206118+0.0155936j -0.0139861+0.00954506j -0.00253126+0.0107923j 0.00710943+0.0164336j -0.0103062-0.00257911j 0.0170244+0.00777213j 0.000951044+0.00251574j 0.00322385+0.00802766j 0.00351016-0.000473051j 0.00722544+0.000437895j -0.00413089+0.0056748j -0.00091486+0.00215418j 0.00696801+0.00419898j -0.00306708+0.00508688j -0.0158821+0.00809642j 0.0066699+0.0287958j 0.00218929+0.00109216j 0.00906831-0.00457633j 0.02289+0.00674381j -0.0097254+0.00310621j 0.00469932+0.0114088j 0.00993721-0.00364562j -0.000986843-0.00257576j 0.000336274-0.0054372j 0.00461455+0.00262951j -0.00395655-0.00394868j -0.00343589+0.00257754j -0.00605778-0.000870394j 0.00426509+0.00393275j 0.00846315+0.00230117j 0.0024947+0.00185898j 0.00163159+0.000973827j 
-0.0146471-0.00687162j 0.00331803+0.00173229j 0.00261489+0.0111998j 0.00290538+0.012943j -0.0056446+0.00591713j 0.0126625-0.0013692j -0.00129322+0.0155747j -0.0182615-0.00638695j 0.0273769+0.00146002j 0.00785727+0.0108533j -0.00694751-0.0110886j 0.00321719-0.000988448j -0.016885+0.00686858j -0.0331762+0.0117439j -0.0471439-0.00493215j 0.0266721-0.0101344j -0.00362191-0.0055184j 0.014783-0.0213998j -0.000679112+0.00483744j -0.0559552-0.0218655j -0.0223237-0.0314988j 0.00482303+0.00635292j -0.00746037+0.0119727j 0.0066213+0.00307308j 0.00472329-0.0137766j -0.00303756+0.023001j 0.00426963+0.0143716j -0.000235857-0.0186242j -0.00539407+0.0220531j 0.00293635-0.000350676j -0.00606114-0.0035551j -0.000912899+0.00845864j 0.00215152+0.00828515j 0.00156631-0.00704035j 0.00215475-0.0146803j 0.00528681+0.00173185j 0.0037113-0.0179385j -0.00588312-0.0107425j -0.00488086+0.00470294j -0.000956055+0.0108419j 0.00575762-0.00235152j 0.00244283-0.0174347j 0.00147403-0.0140481j -0.00372563+0.00274669j -0.00247382-0.00917072j 0.00920466-0.00181561j 0.00314124+0.00765115j 0.00824302-0.00119283j 0.00216703-0.0109713j -0.00845795+0.00632523j 0.00232022-0.00190751j -0.00199849-0.00864267j 0.0166745+0.010399j -0.0135404-0.000772568j 0.0152354+0.00992277j -0.00387829+0.0121494j 0.0190922+0.00783266j -0.0225481-0.0160583j -0.00382775-0.00649801j 0.00690312-0.00330223j -0.00473456+0.00220299j -0.00116864+0.00315572j -0.00114046-0.0058224j -0.00366154-0.00458284j 0.00248669-0.0316148j -0.00454687-0.00788879j -0.000267515+0.00173577j 0.00241828+0.00794102j -0.00516039-0.00974912j 0.0037123-0.00829148j 2.853e-05+0.0101004j 0.00174701-0.0103735j -0.00677108-0.00708003j 0.00160483-0.0199638j -0.00718876-0.00119416j -0.00810417-0.0184797j -0.00105373+0.0123196j 0.013119-0.0467373j -0.0113451+0.0141156j 0.0160379-0.018519j -0.00823006-0.00838312j -0.00295859+0.00634786j -0.00535754+0.00554377j 0.00494608+0.0040851j -0.00376974-0.0029801j 0.000446468+0.00646923j 0.00138799-0.00011425j 0.00822575-0.0108637j -0.00750502+0.00520678j -0.0090733+0.0044883j -0.00381239+0.000610195j -0.000879228-0.000758909j 
-0.00534981-0.00503556j 0.00475935-0.000845345j -0.0126172-0.0119263j -0.016544-0.0161612j -0.000376352+0.00232199j -0.000600772-0.00776194j -0.00856926-0.0229553j -0.00229573+0.00747458j -0.0101695-0.0101044j -0.000223679+0.0417028j -0.00165549+0.00832681j -0.0137576-0.0190934j -0.010016+0.023588j 0.00389355+0.0637442j -0.0246998-0.0170104j 0.0151461-0.00759579j 0.00434058+0.032102j 0.00442001-0.0650501j 0.00278685+0.016745j 0.0154877+0.0435965j 0.00365892+0.0149723j 0.000105677+0.00775542j 0.00183439-0.00500629j -0.00141254-0.00801935j -0.0158067+0.00310217j 0.0118914+0.0090606j -0.000211593+0.000820326j 0.00231448-0.0131461j -0.0165289+0.017083j 0.017165+0.0077748j 0.00507278+0.00538715j -0.00138756-0.00556217j 0.00573966-0.00171688j -0.00733415+0.000399011j 0.0144649-0.0010416j 0.00713673+0.00894447j 0.00156438-0.00377467j 0.0187143+0.003848j 0.0109276+0.00232206j -0.00863763+0.00283221j -0.0049147+0.00689667j 0.0273246+0.000586905j 0.00821895+0.000242994j -0.00637156-0.000289508j 0.00901825+0.0055531j -0.00283286+0.00324335j -0.00987239-0.00522766j 0.0127022+0.00321992j 0.0140634-0.0055832j -0.00193137-0.00574419j 0.0138167+0.00349186j 0.01162+0.00126557j -0.00852367-0.0123583j 3.34392e-05-0.0023773j -0.0128511-0.00740253j -0.0121052-0.00974481j -0.00138163-0.00110401j 0.00537813-0.00857679j 0.0032882-0.00442854j 0.000585303-0.00448664j -0.0020935+0.00141768j 0.00406381+0.00372116j -0.00153683-0.00129372j -0.00230234+0.0036959j 0.0044806+0.00835117j -0.0080456+0.000856759j 0.00119509-1.42462e-05j -0.00574405-0.00256711j 0.00240956+0.000225332j 0.00342929+0.00661793j -0.00122242-0.000175075j 0.00136156+0.00648762j 0.00155249+0.00299776j 0.00421494+0.00705698j -0.00118437+0.00171489j -0.00967949-0.00494695j 0.00170165-0.00330802j -0.000795356-0.00119078j 0.000679807-0.00457705j 0.000917223+0.00372019j -0.00432277-0.00371994j -0.00573008+0.00602032j 0.00390101+0.00355974j -0.000350548+0.00398521j -0.0075325+0.00268647j -6.75298e-05+0.00284464j -0.00130482-0.000968452j -0.00368958+0.00119041j -0.00257845+0.000483407j -0.00454564-0.00154608j -0.00192116+0.000595825j -0.000290437-0.003914j 
-0.000798203+0.0192169j 0.00494629-0.00347664j -0.00143769+0.0245118j -0.00302406+0.0287154j 0.00358489+0.0168706j -0.0120522+0.00278559j 0.00010678+0.00670522j -0.00973221+0.0114422j -0.00493663-0.0269371j 0.000447136-0.0145342j -0.00141923+0.00414178j -0.0071166-0.00347033j -0.00619488+0.0018376j 0.00833993+0.0086054j 0.00455985+0.021844j -0.00112458-0.00553694j 0.00778525-0.00177855j -0.0144911-0.004647j 0.00792187+0.00253526j 0.00984575+0.0102389j -0.0111264+0.0113028j -0.0023594-0.00258973j -0.00987014+0.00693221j -0.000911274+0.000408343j 0.0152491-0.00219514j -0.0074746-0.000969418j 0.0034027-0.00912195j 0.0112189+0.00618737j -0.0148987-0.00362496j -0.0023976-0.00304563j 0.00502733+0.0103371j -0.00609446-0.00221253j -0.000991133+0.0082813j 0.000953968+0.00646028j 0.00656106+0.00994974j -0.00722005+0.000766116j 0.00618131-0.0157529j -0.016747+0.00179703j -0.0023028-0.00900497j -0.0119014+0.00546557j -0.00110931+0.00479009j -0.00223152+0.00802249j 0.00139707+0.004154j -0.000945524+0.019167j 0.000404843+0.000421964j 0.0107384-0.0121119j 0.0111478+0.00333638j -0.00425216+0.00543811j 0.0132233+0.00742984j 0.00665205-0.00361508j 0.0171043-0.00525862j 0.00136766-0.00032521j 0.0151298-0.0081173j -0.00630892-0.00133968j -0.000182943+0.00629876j 0.00631218-0.000497763j 0.000127584-0.0092911j -0.000402193+0.0130453j -0.00232306+0.00197809j 0.00209398+9.94352e-05j -0.00158118+0.00764508j -0.0050407+0.0252912j 0.00741477-0.0112816j 0.000945319+0.00344194j -0.0070882-0.00469316j -0.0030741+0.00699364j 0.000559368-0.0550422j 0.00332202-0.0158698j 0.00249468-0.00198728j 0.000180011+0.00526053j -0.000135732-0.0025944j -0.00169361-0.0622464j 0.000323222-0.0149457j 0.00299235+0.0196163j 0.00155096+0.015491j 0.0135348-0.00883377j -0.000733034-0.0112754j -0.00596292+0.010737j 0.0035154+0.0163151j 0.00521911+0.0140957j 0.00470993+0.0191996j 0.0026279+0.0139941j 0.00309308+0.00497854j 0.00162891-0.000980345j -0.00209444+0.00422115j -0.00862813-0.00279611j 0.000755671-0.00341417j 0.00181373+0.00654976j 0.00236419+0.00179896j 0.00523285+0.000175072j -0.00229553+0.00324498j 0.00224872-0.00552792j 
-0.00753178+0.00178574j -0.00589496-0.00507445j -0.0159325-0.00473714j -0.019973-0.00561325j -0.0154015-0.0122435j 0.0162788+0.01038j -0.00319106-0.014178j 0.016165+0.0106129j 0.00473563+0.0182256j -0.0292634+0.00390113j -0.00243185-0.000710284j 0.014834+0.013237j 0.000633441+0.017813j -0.0280151+0.00316937j 0.01746+0.00916492j 0.00102743-0.00875789j -0.0245577-0.000181353j 0.0329451-0.0145522j -0.0188396+0.00227964j -0.0234201-0.0101622j 0.0186656+0.0117878j 0.000761499+0.00403725j 0.00440634-0.00453649j -0.00173145-0.00714014j -0.00839412+0.00454614j 0.00617196-0.00983544j -0.00238877-0.0107392j 0.00676492-0.00927855j -0.0016079+0.0128034j -0.00108262-0.00110227j -0.000789294-0.0124689j -0.00273096+0.0108698j -0.00219694+0.00554891j -0.00451129+0.0033199j 0.00098816-0.00227663j -0.00933669+0.00394575j -0.00459672-0.0129648j 0.00783267+0.00689824j 0.00331631-0.00939124j -0.00335128+0.0130437j 0.00237392+0.000945894j 0.000502872+0.00232562j 0.0085412-0.00010029j -0.00207339+0.0102108j 0.00372328-0.010358j -0.00458089-0.00864613j -0.00988951-0.00533138j -0.000833132-4.94077e-05j 0.0157386-0.0167197j -0.00827107+0.00837781j -0.006591-0.0100623j 0.0110887-0.000457224j 0.00456945-0.0124402j -0.00198812-0.0116652j 0.000955811-0.00391541j 0.0031254-0.0056331j -0.0058398+0.00586427j 0.00655449+0.00189755j 0.00801799+0.00371008j -0.0105841+0.0102983j 0.0110011-0.00939221j 7.37895e-05-0.00569135j -0.00176856-0.0184869j 0.000910478-0.000244718j 0.000784924+0.0117081j 0.00769071+0.0027979j 0.000939994-0.0240713j 0.000235333-0.0115166j -0.00796228+0.00250944j 0.000964036+0.0021612j 0.00152994-0.0061413j -0.00197956-0.0181081j 0.00526041-0.00498622j -0.00316201+0.00380885j -0.00533215+0.00126955j 0.000389515-0.0209137j -0.00790309+0.000907784j 0.00753385+0.0393321j -0.00186998-0.0114548j -0.0263016-0.0127853j -0.00246611+0.00693329j 0.000905966-0.0209327j -0.00264901-0.0206415j -0.00629494+0.00106345j 0.00795722-0.00510188j 0.0146702-0.00118921j 0.00101383-0.000519638j -0.00312908-0.00138119j -0.0012376-0.00872363j -0.00452166-0.00279065j 0.00709496-0.00892206j -0.00404615+0.0146425j 
-0.00480275-0.0183786j 0.0041956+0.00503607j -0.00504304-0.0191338j -0.00595284-0.0274619j 0.00252542-0.00928318j -0.0042897-0.000428269j 0.0135562-0.00399007j -0.014405-0.0134045j 0.00926545+0.0317225j 0.0175626+0.0220631j -0.00299509-0.00410142j 0.00151111+0.00572817j 0.000161601-0.00918135j 0.00129945-0.0228233j -0.0130491-0.0513277j 0.00276659+0.0234334j -0.00512967+0.00263112j 0.00170435+0.0264848j -0.00926006-0.0128182j 0.00703575-0.0115055j -0.0153812-0.00656544j 0.00168074-0.00017443j 0.00886367-0.00243026j 0.0071324+0.00347208j -0.00534782+0.0124091j 0.0177286+0.00211634j 0.015602+0.00110622j -0.0147599-0.000641512j 0.0166513+0.00525027j 0.00342244+0.00409739j -0.00624695-0.00773648j 0.00996106+0.0042845j 0.00208505+0.00930901j -0.00214081+0.00944732j -0.0117163+0.0042141j 0.0192569+0.00869571j -0.00434977-0.0232098j 0.00763245-0.00361557j -0.000646895-0.00689151j 0.01281+0.00663325j -0.000664694-0.000538189j -0.0028957+0.0090649j -0.00543116-0.000303204j -0.00107731+0.0166343j 0.000168998-0.00108074j 0.00290837-0.0139221j -0.0152778+0.00951917j 0.00199617+0.00857018j -0.0100889-0.00561522j 0.00283612-0.00386644j -0.00870148-0.0061576j 0.00267477+0.00352093j -0.0334106-0.0119485j 0.00211988-0.002253j -0.00252136+0.00728684j -0.000843707-0.00828958j -0.00876312-0.00694615j 0.00235319+0.000753618j 0.000507649-0.0025914j 0.0050657-0.00147377j -0.00376542+0.00425557j 0.00533575+0.0134073j -0.0049814-0.00580791j 0.00225713+0.00159057j 0.000243538+0.000911945j -0.0003472+0.00424169j 0.00134884-0.0244665j -0.00101323-0.00891955j 0.00163312-0.00104198j -0.00111212-0.00173129j 0.000608288-0.00368656j 0.00258024-0.0243281j 0.000114031-0.0065833j -5.56543e-05+0.00805185j 0.000549781+0.00717416j -0.00820362-0.00744494j 0.00578292-0.00535304j -0.0101319+0.00501363j 0.00642428+0.00613243j 0.00281651+0.0117718j -0.00194446+0.00464732j -0.000356724+0.00784073j 0.00394156+0.00443641j 0.0016871+0.00128035j -0.00655829+0.00324946j -0.00246884+0.000889589j -0.00164823-0.00140184j -0.00803724+0.00250748j 0.00216373+0.00261105j 0.00409951-0.000627239j -0.000722104+0.00251401j 0.00215981-0.00567069j 
0.02576+0.00692426j -0.00979465-0.00195752j 0.029382+0.00573207j 0.0385945+0.00877315j 0.0134344+0.00115066j 0.012783-0.00722567j -0.00235422-0.00402739j 0.0263177-0.00593753j -0.0070309+0.018732j -0.00252481+0.0380646j 0.00445326+0.00364902j 0.00609702-0.00337461j 0.0103326+0.00271527j 0.00483412+0.0084886j -0.00291101-0.0379617j 0.00252506+0.00240971j 0.00118671+0.020083j -0.000109726-0.00929148j 0.00768325+0.00681701j -0.00523303+0.0165168j 0.013562-0.0108946j 0.00583405+0.00456003j 0.00472634-0.0206219j 0.00745069+0.0017138j 7.90863e-05+0.0268855j 0.0169075-0.000370912j 0.0125883+0.0156539j 0.00830641+0.0181313j 0.00300458-0.0181184j -0.00277876-0.00571502j 0.000145918+0.00854557j -0.00268271-0.0107939j -0.00402948-0.00717564j -0.00237548-0.00271092j -0.00448231+0.0108418j -0.00883594-0.0195246j -0.00297513-0.00122179j -0.00139743-0.019097j 0.00450211+0.00837164j -0.00669035-0.0205814j -0.00192025-0.000409611j -0.00426521-0.000551984j 0.00606642+0.00678466j 0.0015278+0.00142029j 0.00457969+0.00465472j 0.00381624+0.00910247j 0.00201139+0.0123336j -0.00331346-0.00535976j -0.00335897+0.0116244j -0.0013661+0.00417301j 0.00396072+0.0176449j 0.00883213-0.00719778j -0.00486496+0.0141832j 0.00963548-0.013273j -0.00985683+0.000536447j -0.00235078+0.00645826j -0.00502956+0.00359567j 0.00626636-0.00853087j 0.00363959-0.00428995j -0.00647117-0.00196775j -0.000383257-0.00815441j -0.00301798-0.019364j -0.00543351-0.0109619j -0.00587204-0.018363j -0.00450043-0.0388883j -0.00365962-0.0103782j 0.00381499-0.0163652j 0.000470817+0.00697935j -0.000374267-0.00183432j -0.00145434+0.00224725j 7.28621e-05+0.00322432j 0.00142849-0.0400431j 0.000639892-0.0135788j -0.00415691-0.0139999j 0.000629105-0.00370465j -0.00610136-0.0215925j 0.000203448+0.00133969j 0.00295599+0.00502393j 0.000362962+0.013212j -0.0112582-0.00741768j 0.00235572+0.00175485j -5.9434e-05-0.00280865j -1.39931e-05-0.00585161j -0.000972699+0.00051005j 0.00209209-0.0011845j 0.00680845-0.00107005j -0.00126442-0.000836166j -0.00209116-0.000404664j 0.00167883-0.00423092j -0.00110556-0.000781099j -5.65771e-05-0.00257965j -0.00128366+0.00467104j 
-0.0181644+0.0167504j 0.00917756-0.00228279j -0.0168211+0.0220135j -0.0241333+0.0297075j -0.00267107+0.0129405j -0.000885048-0.0125988j 0.0188949+2.57458e-05j -0.0128017+0.010141j -0.00567516+0.0285319j 0.00188241+0.0236621j -0.00883478+0.0012386j -0.000630947+0.0104767j -0.00124587+0.0031255j -0.00694987-0.00716111j 0.00809003-0.0513573j -0.000592484+0.0257567j -0.0151496+0.012509j 0.0114338+0.0232468j -0.02111+0.00615131j 0.00172547+0.0144089j -0.00952251-0.0074387j 0.00513734-0.00241188j 0.000597004+0.000333203j 0.0194876-0.0140926j 0.012413+0.00284082j 0.0196481-0.017186j 0.029408-0.00639124j 0.012394-0.013258j -0.00369921+0.0166583j -0.00270135+0.00595247j 0.0105533-0.0127897j -0.0095488+0.00567336j -0.00348692-0.0120787j -0.00103913-0.0109376j -0.00310783-0.0180583j -0.00839739+0.0139009j -0.0045578+0.0172503j -0.00902669+0.00539813j 0.00442808+0.00801897j -0.0130641+0.00581273j -0.00587993-0.00428469j 0.000508512-0.0129043j 0.00757659-0.00840655j 0.00174018-0.0193677j 0.00491075-0.00120242j 0.00234221+0.0160935j 0.00474184-0.00835477j -0.000258873-0.00324357j -0.00551381+0.00465022j 0.000572532-3.21503e-05j 0.00990726-0.00667337j 0.00721577-0.00104206j 0.00579364-0.0188929j 0.0130588+0.00668674j -0.00389152-0.00579498j -5.99481e-05+0.00215471j 0.0020095-0.00557812j 0.00355822-0.00208448j 0.000816575+0.00422503j -0.000557605+0.00251055j -0.00111736-0.000989686j -0.00233282+0.00900726j -0.00287208-0.00170555j -0.00107439+0.00710839j -0.00983036+0.0112741j -0.00392042+0.00869154j 0.00282378-0.0134499j 0.00156234-0.0089869j 0.00400243+0.0008459j 0.00249974+0.00130124j 0.0046638-0.00403023j -8.43521e-05-0.00466551j 0.00112482-0.000195796j -0.00143361+0.00818011j 0.0021416+0.001938j 0.00474208-0.00504106j -0.000380358-0.00102132j 0.000663316+0.0094183j 0.00602175-0.00181244j 0.00502864+0.00911331j 0.00925243-0.00291754j 0.00677771+0.00209198j 0.00037759+0.00115359j 0.0018998+0.000105558j -0.000257396+0.00166412j -0.00252209+3.77031e-05j -0.00144317-0.00108162j -0.0012933+0.00231593j 0.00126782+0.000595988j 0.0040608-0.000126149j -0.00010768+0.00085801j 0.00160105-0.00236644j 
0.00715034-0.0142422j 0.000226205-0.00276878j 0.00676979-0.0146821j 0.0104702-0.0179022j -0.0056567-0.00905102j -0.00125241+0.0229859j -0.00849725-0.00383612j -0.00141501+0.015088j 0.0327175-0.00241127j 0.014114-0.0172863j 3.76574e-05-0.00269183j 0.00838061+0.00824664j 0.00317258+0.0109173j -0.011127-0.00261184j -0.0206322+0.0245538j 0.00709309-0.0116125j 0.00676099-0.0145263j 0.0164523+0.00160809j 0.00171504-0.0086141j 0.00201624-0.0261609j -0.0027568+0.0287598j -0.00459138+0.00439579j 0.000684659+0.0051506j -0.00726252+0.0121955j -0.0060652+0.00422608j -0.00886704+0.00442634j -0.0137582+0.0185322j -0.00159326+0.00833267j 0.00527843-0.0030504j 0.00178337+0.000132975j -0.00280745+0.00349451j 0.00746449-0.00562937j -0.000629635-0.0192335j -0.00608115-0.0219331j -0.00161054-0.0165956j 0.00287376+0.00580523j 0.00458045+0.0108106j 0.00904269+0.0011331j 0.00495656+0.0115186j 0.00693651-0.00767806j 0.00232636-0.00888363j 0.0020585-0.0170219j 0.000475412+0.00274325j 5.01911e-05-0.0134096j -0.00467648+0.00898193j 0.00319007+0.0258173j -0.000787704-0.0142652j 0.0061754-0.00774216j 0.0157805-0.00234388j 0.00567824-0.0075311j -0.00164361-0.00638821j -0.00013485+0.00177873j -0.0165257-0.0096039j -0.00612677+0.00709564j 0.00654319-0.0102842j 0.00957716+0.00486032j -0.00394268-0.00729682j 0.0110315+0.0038237j 0.0102201-0.00193065j 0.00217562-0.00269519j -0.0045222-0.00238546j 0.00351196+0.00439656j 0.00315986-0.0193841j -0.00162002-0.0121741j 0.00692265+0.00431033j -0.00906183+0.00458504j 0.000349738-0.0414209j -0.00558876-0.010418j -0.00151589-0.00231373j -0.000609098+0.00321768j 0.000799829-0.00792549j 0.000182595-0.0454119j -0.00129832-0.0179615j 0.00432538+0.0135447j 0.00227493+0.0104641j 0.000320677-0.019445j 0.00516364-0.0135174j -0.0156802+0.0330708j 0.00118932-0.00167054j 0.000676772+0.0201197j -0.0051839+0.015533j -0.00265207+0.00274037j 0.00723025+0.000164387j -0.00444043+0.000899347j -0.00659016+0.00369882j -0.00591385-0.000136838j 0.000867496-0.00292134j -0.00765083+0.006989j 0.00253646+0.00013946j 0.00508961-0.0030725j 0.00431865+0.0011924j 0.000694516-0.00446862j 
0.0106236+0.00202609j -0.00980086+0.000457291j 0.0120976+0.00831589j 0.0171165+0.00911358j -0.00165637+0.00488476j 0.00183972+0.0267818j 0.00763194-0.0267646j -0.0016387+0.0690591j 0.0321237+0.0160864j 0.0239551-0.0255761j -0.00410801+0.00618484j 0.00103651+0.037238j 0.0104711+0.04162j 0.00634945-0.00380601j 0.00662066-0.0171447j -0.010221+0.0190292j -0.00043534-0.00694346j -0.00252887-0.0129459j -0.0111555+0.0256655j 0.00277799-0.033906j -0.00591285+0.0476608j -0.00677955+0.0101329j -0.000800951+0.0191799j -0.00327492-0.0015558j -0.000927252+0.013946j 0.0101154+0.00347271j -0.000171032+0.00982754j 0.00748662+0.0124818j -0.0188489+0.00352485j 0.00484249-0.0032667j 0.00480858+0.00275618j 0.00322623-0.00203269j 0.00335439-0.00173821j -0.00383135+0.00769721j 0.0134573+0.00270881j -0.0115624-0.00215243j -0.000123554-0.012372j 0.00500241-0.00951225j 0.0132598-0.00290725j -0.0109224-0.00411475j -0.00111109+0.00120185j 0.0179432+0.00293949j 0.00684769+0.00393808j -0.0016554+0.00624711j 0.00809786+0.00252341j -0.00267757-0.00867328j 0.00139504+0.00750071j 0.00512509+0.00231696j 0.0171702-0.00711528j 0.00666477-0.00162239j 0.0155117-0.00382948j 0.00882864+0.00353576j 0.00835372+0.00773868j -0.00256021+0.0010255j -0.01013-0.00298524j -0.000887978-0.00112757j 0.000128054+0.00116362j -0.000716646+0.00513337j 0.00600305-0.00191789j 0.00264186-0.00432302j -0.00556961+0.00137527j -2.51331e-05-0.0127959j -0.00340763+0.00280311j -0.0099262-0.0143165j 0.00303898+0.00122544j -0.00660055-0.00840478j 0.00154174+0.027148j -0.00136541+0.0107171j -0.00140093-0.0037847j 0.00182377+0.0035153j -0.000733795+0.00182876j 0.00104051+0.0280059j -0.00209824+0.00174034j 0.00398225-0.00794749j -0.00021932-0.00710782j -0.00376171-0.000516738j -0.00119317+0.00147566j -0.000357084-0.00814798j 0.00191191-0.0104263j 0.00457547+0.00245729j -0.00220157-0.00366678j -0.00215392-0.00407718j 0.00427723+0.00327707j -0.00207909+0.000883861j -0.00589109+0.00267161j -0.00346859+0.00112265j 1.36945e-05+0.000568547j -0.00533078+0.00100976j -0.00123342+0.00205138j -5.91568e-08-0.0024979j 0.00229565+0.00132629j 0.00031204-0.00412052j 
