-0.0149554+0.0237707j 0.00944394+0.000311402j 0.00988995+0.0134423j -0.00416854+0.000412609j 0.0259435-0.00301747j -0.0158129-0.00766283j -0.00915889+0.00876978j -0.0613088+0.0142865j -0.017337-0.00747214j -0.0691334-0.0285426j -0.00373819+0.00787871j -0.000661349-0.0085692j 0.00886088+0.0134447j -0.00632112+0.00195872j 0.00275138-0.00118818j 0.00345328+0.0127777j 0.00456108+0.00723519j -0.0011899+0.0155346j -0.00198969-0.00822684j 0.00794453+0.0159339j 0.00890197+0.0317605j -0.00173335-0.00780396j -0.00425583-0.00858813j -0.0043649-0.01407j -0.00499509-0.007044j -0.00284139-0.0177501j 0.00912879-0.0112702j -0.00262768+0.0104257j 0.00348054+0.0117366j -0.0168736-0.00313379j 0.00445678+0.0160101j 0.0128268-0.0323007j 0.00590039-0.0272559j 0.00848856+0.0140646j 0.00394231+0.00414282j 0.000386426+0.00577673j 0.00507474+0.00057856j 0.00436649-0.00557468j -0.00258251+0.00535152j -0.00126099+0.00281917j 0.000190822-0.00536113j 0.00236601+0.00209252j 0.000624113-0.00158555j 0.00178966-0.00119626j -0.000892028-0.00155989j 0.000682909+0.000113677j -0.00952217+0.000818294j 0.00145402-0.000930994j 0.00305601+0.00087048j 0.00297817-0.0027431j 0.00266013+0.00481824j -0.0034677+0.00140271j 0.000337064+0.00474027j 0.00370582-0.00551801j -0.00304103-0.000187731j -0.00443661+0.00784789j 0.00278476+0.00393671j 0.00759945+0.0109532j -0.00535571+0.00480434j -0.00230629+0.00508754j 0.00253714+0.000128605j -0.000262731+0.00107043j -0.00174238-0.000197506j -0.000369339+0.00367025j -0.00142983+0.00353603j -0.000133196-0.00106969j -0.00808164-3.70358e-05j 0.00131081-0.00395077j 0.00324373+0.000680547j 
-0.0241193-0.0359531j -0.0553176-0.0796552j 0.031455+0.110289j -0.0211261-0.0464001j -0.0302574-0.0200101j -0.00701683+0.0445695j -0.00279399+0.0108227j -8.7482e-07-0.0277461j -0.0129092-0.016254j -0.00928092+0.0544367j 0.0338629-0.0344638j -0.0158436+0.00437889j 0.0125484-0.0594039j -0.0094453+0.0950459j -0.00299297-0.0282378j -0.0131223+0.167708j 0.0104276+0.0866202j 0.027276-0.168619j -0.000194351-0.02133j -0.00958417-0.0320953j 0.00795698+0.0469371j 0.00649064-0.0108607j -0.00115548+0.0343752j 0.0209142-0.0270346j 0.0258664-0.074198j 0.0146757+0.000643409j -0.00687132+0.00884516j -0.0174352+0.00751631j 0.0140963-0.0535358j 0.0218545-0.0342824j 0.0091828-0.0575156j -0.0563993+0.0290371j -0.0501783-0.0504285j -0.0448665+0.0558198j -0.00206281+0.0250092j 0.00246052+0.019136j -0.0174953-0.0365885j 0.0203359+0.0135778j 0.000841483-0.00992936j -0.000423321+0.016279j 0.0175089-0.0113643j -0.0123188+0.0144523j -0.00736495-0.0180373j 0.00738371-0.00901042j 0.0232107+0.018481j 0.0148262-0.0128157j -0.0312159+0.0114896j -0.0222227+0.00802491j 0.00549418-0.0095729j -0.00374977+0.000896661j 0.00558216-0.00183723j -0.00868724+0.00632089j 0.00029258+0.018985j -0.00138672-0.00947579j 0.00672229-0.011934j -0.00517926+0.0174712j -0.0433629+0.0348269j -0.0216996+0.0086404j 0.0490858+0.0101092j 0.0112966+0.0288262j -0.0504509+0.00198409j -0.00629516+0.00130962j 0.0161211-0.00371418j 0.00479167+0.0295454j -0.0013757+0.0150423j -0.0204858+0.00175942j 0.0255442+0.0253397j 0.0164102-0.0328219j -0.00180759-0.00900407j 
-0.0769129+0.0272129j -0.0767029+0.0728626j 0.0904898-0.0442586j -0.0717424+0.00331222j 0.0103396+0.0094722j 0.0394531-0.00951895j -0.0227079-0.00515558j -0.0179893+0.0121603j -0.0438772+0.014209j 0.0350795-0.0365037j 0.0291743+0.0055064j 0.0910143+0.136354j 0.0112542-0.00412837j -0.0270418-0.0203497j 0.0402513+0.0685888j -0.045964-0.00214013j 0.00573184-0.0491628j 0.0374504+0.0501869j -0.00983077+0.00624753j 0.0257432+0.0248829j -0.0118562+0.0282748j 0.0174769+0.0173206j 0.000717565-0.00505616j 0.0464986+0.00973597j 0.0165233+0.039221j -0.00461468-0.0152829j -0.00105531+0.00788j 0.0126888-0.0267204j -0.0254926+0.015609j 0.0307852+0.0576639j 0.043741+0.0491421j -0.0842552-0.0396817j -0.0264862+0.0651524j -0.0700453-0.0558156j 0.0103086+0.0283106j 0.0378378-0.0607187j -0.00837701+0.0288195j 0.00350328+0.0160506j 0.0141728+0.000783458j -0.0235848-0.00962464j 0.00388095+0.0460873j 0.00566175-0.0329553j 0.00743424+0.00529955j 0.0124121+0.0149347j 0.00403084+0.00821858j 0.0122685+0.0276115j -0.0321915-0.0564573j -0.0269691-0.0409716j -0.0156575-0.0077253j -0.00393766-0.00759064j 0.00784951-0.00161624j -0.0180456-0.0105561j -0.027785+0.00185376j -0.00049611+0.000361225j 0.00421898+0.0182606j -0.040048-0.0414771j -0.0306555-0.0805998j -0.01145-0.0069161j 0.0339705-0.0369719j 0.00158869-0.0195064j -0.0193682-0.0202563j -0.00439899-0.00594609j 0.0122053+0.0111359j -0.0273205+0.0211624j -0.0153561+0.0168617j -0.02764-0.0493909j 0.0292558-0.0278725j 0.0336669+0.0131355j -0.0170096+0.0126827j 
0.0101727+0.00488953j -0.0374355-0.00863417j 0.100396+0.0397793j -0.065012-0.0213472j 0.0125128-0.0111258j 0.0039951+0.0133652j 0.0138664+0.0075544j 0.0756737-0.014235j -0.0300995-0.00857748j -0.0485238+0.0120001j -0.0228237-0.00406548j -0.0367086+0.0688314j 0.00614943-0.016135j 0.00448885+0.0638335j 0.0112032+0.0144395j -0.0211978+0.0738616j 0.019411-0.0141859j 0.0590647-0.0343365j 0.0423602+0.00516214j 0.0010361+0.0187804j 0.0732276+0.0313582j 0.0183025+0.0298245j 0.0264187+0.0384549j 0.00649843-0.00613516j 0.049904-0.0221278j 0.00888615-0.0156539j -0.0150069-0.00220987j 0.0270553-0.0242037j 0.0451272+0.0117227j 0.0173433+0.0244728j -0.0165405-0.0261602j 0.108471-0.00834896j 0.086938+0.0227783j 0.067441-0.00693309j 0.0302523+0.027508j -0.00148075+0.0211235j -0.0329081+0.0182213j 0.0222584+0.00747097j -0.0229241+0.0103675j 0.0111795+0.00610697j 0.0256813-0.00495237j -0.0278524+0.0106467j -0.00501697-0.0294656j -0.0127106-0.0086961j -0.014967+0.0343424j -0.0132385+0.0181484j 0.0103727-0.0421657j 0.0206781-0.034454j -0.0242465+0.00354093j -0.00843591-0.00569773j -0.0197249+0.00020731j 0.0106435-0.0097387j 0.0119256+0.00132684j -0.0324699-0.00990283j -0.0249924-0.0165568j 0.0300108-0.00530618j 0.0565743+0.0212855j 0.00320537+0.0312468j -0.0737219-0.013085j -0.0563254+0.0184929j 0.0823866-0.0634859j 0.00621337-0.00593016j -0.0381815-0.00131702j 0.0123066+0.00405587j 0.00385664-0.0039603j 0.0503874-0.0305614j -0.0176112-0.0604549j 0.00437844-0.00665413j -0.0360985+0.01549j 
0.0123673+0.0382894j 0.0158945+0.042197j -0.0452638+0.0555502j 0.0435409-0.019686j -0.0143648-0.0188951j -0.00885294-0.0015907j 0.00234837+0.0204681j -0.0398786-0.00129524j 0.019561-0.0179022j 0.0230725-0.0143031j -0.0554249+0.0154275j -0.00100857+0.206555j 0.00174388-0.0683272j 0.0111695+0.0548749j 0.0074666+0.00872111j 0.0419381+0.0672172j -0.0382535+0.00125749j -0.0399453-0.0433554j -0.0509385+0.0303262j -0.00645797+0.0555604j -0.0104746-0.00612782j -0.00348522+0.0292717j -0.00449278+0.0292769j -0.0265961-0.000403789j -0.0505409-0.0256835j -0.0106808-0.00371708j 0.0175733+0.00794616j -0.00637981-0.0430517j -0.0413818+0.0249104j -0.01796+0.06958j -0.0278757+0.051238j -0.00779834-0.0698961j -0.0179234+0.104092j 0.00121874-0.0587089j 0.00215594+0.0558167j -0.020633+0.017303j -0.00501141-0.0305533j -0.0219334+0.0176159j -0.000380874-0.0567277j 0.010631+0.0569235j -0.00587221+0.0628066j 0.00486065-0.0484677j -0.00596315+0.0132162j -0.00319812+0.00876359j 0.00433006+0.0462059j -0.00088643+0.0471024j 0.00873656-0.107261j 0.00375237-0.0763809j 0.00970127-0.0481226j 0.00291818-0.0127235j -0.0007569+0.0453222j 0.00901162+0.0588043j 0.00277801+0.0214386j 0.00110005-0.028539j -0.00275838-0.0116569j -0.0149933-0.0911734j 0.0425876+0.155731j 0.0317736+0.138417j -0.0112068-0.000657536j 0.040847+0.0415239j -0.047179-0.0365087j -0.00750628-0.00154412j 0.0358669+0.0164019j 0.00291836-0.013426j -0.00204874-0.0059316j -0.0238366-0.0311666j -0.0287647-0.0535757j -0.0507038-0.0622215j 0.034735+0.0171649j 
0.0311685+0.00237679j 0.0484505-0.0302216j -0.0723289+0.0549918j 0.0446575-0.000733636j 0.00782086-0.0176487j -0.0213775+0.00784414j -0.00411071+0.016924j -0.0145744-0.0108539j 0.0228652-0.0147982j 0.0134666+0.0105853j -0.0197885-0.0327399j -0.0133981-0.0179732j -0.0310189+0.000722906j 0.0115013+0.0891168j -0.0274827-0.0151938j 0.0248091+0.0706039j 0.0107043+0.0396012j -0.0692468-0.0854887j 0.0046704+0.0477761j -0.00565571+0.0268581j -0.0171688-0.0324023j -0.0186227+0.0333837j -0.0133874+0.021048j -0.0243286+0.0114354j -0.037307-0.0333596j 0.00501969-0.0535634j 0.0118184+0.00505227j -0.0277485+0.0074209j -0.0241656-0.0292897j -0.0554146+0.00372509j 0.0152838-0.0447254j 0.00417208-0.0269808j -0.00762931-0.0324777j 0.0213106+0.00231438j -0.00352755+0.0010411j -0.0079685-0.0250309j 0.0137392+0.0219635j -0.00499818+0.039897j 0.0087245+0.0105828j -0.012934-0.00604887j -0.0228111-0.000539626j 0.0186868+0.0108255j 0.0205777-0.0190347j 0.00723112-0.00498742j -0.013191+0.0422491j -0.0091818+0.0191492j 0.0337387-0.0240996j 0.0175176-0.0210659j 0.0153483+0.024396j 0.0113118+0.0122946j 0.0132894+0.0335187j -0.0109098-0.019279j -0.0227053-0.0101008j 0.0303345+0.0551039j 0.0152074+0.0232217j -0.00234144+0.0197416j -0.0340917-0.0749956j 0.0350521+0.000505397j 0.024526-0.0854314j -0.00811057+0.00892417j 0.0443038-0.0723371j 0.0161232-0.0132093j -0.066901+0.080608j -0.00750605-0.00494013j -0.000346573-0.00591194j 0.0799805-0.0800082j 0.0711288-0.0937068j 0.0107583+0.00384798j -0.116009+0.020033j 
0.005749+0.0338049j -0.00489893+0.0154859j -0.00302091+0.0894483j 0.0157997-0.0427338j -0.0124048-0.0285904j -0.000162782+0.00739045j 0.00425237+0.0215009j -0.0131419+0.00349319j 0.00945919-0.0197649j -0.0146015+0.00455395j -0.0487901-0.05137j -0.0142082+0.168932j 0.0129401-0.0274671j 0.00167037-0.00381996j 0.0145448+0.0603437j 0.0404214+0.0686586j -0.00839559-0.101946j -0.0321457-0.0655659j -0.0364676-0.0627765j -0.00324268+0.048519j -0.00547791+0.0242616j 0.00123624+0.0201066j -0.00408606+0.00455002j -0.0302006-0.0366526j -0.0137718-0.082599j -0.0314844-0.0638751j -0.0048963+0.010281j 0.0481285-0.00175428j -0.0792729-0.0591192j 0.0474288-0.0328134j -0.0607402-0.018649j 0.0265996-0.0200987j -0.0272257+0.00825692j -0.0133843-0.0152846j 0.0194484+0.102592j 0.00213339-0.00135714j -0.0133483-0.000170396j -0.00374768+0.0589687j -0.00224242+0.0289209j -0.000748698-0.0814479j 0.00108936-0.0299035j 0.00417239+0.0336405j -0.00696409+0.0587936j -0.00669644+0.0197946j -0.0011155-0.0290225j -0.00570503-0.025712j 0.0127707+0.0979861j 0.00941406+0.0624575j -0.00359678+0.0361331j 0.00347472+0.0427584j -0.0037047+0.0361292j -0.0188034-0.0689063j -0.0371231-0.103119j 0.0106314+0.124847j -0.00941216+0.0512748j -0.00781696+0.0572027j 0.0223092-0.149287j -0.00942148-0.0679222j -0.0195309-0.0296784j 0.00832072-0.0700247j -0.00874181+0.0670002j -0.00191626+0.00163154j -0.000397753-0.04367j -0.00786972+0.00134477j -0.0105415-0.00109134j -0.00145723+0.0725357j -0.0180495+0.022796j -0.0434769+0.0608114j 0.0369192-0.00492971j 
0.0262398-0.00570764j 0.00300119-1.83326e-06j 0.0626527-0.0148514j -0.0220137+0.00421898j -0.0116385+0.004874j 0.0132889-0.00337499j 0.0288445-0.00511922j 0.0174015+0.000879555j -0.0148163+0.00378353j -0.0459878-0.00135977j -0.00423309+0.0086825j -0.0127575-0.00859235j 0.0055247-0.00108513j -0.00616648-0.0031926j 0.00520493-0.00971126j -0.0230108-0.00519853j -0.0133448+0.0113389j 0.0442162+0.0162451j 0.00590513+0.000736609j -0.0334636-0.0099613j 0.019825-0.00917737j -0.00700689-0.00724946j 0.0129783+0.000526472j -0.0209404+0.00184181j 0.0266499+0.0112618j 0.0324367+0.00660501j 0.00211392-0.0046725j 0.0607336-0.00362662j -0.00406213+0.00910893j 0.0488528+0.0162735j 0.0264249-0.00652449j 0.234227-0.012164j 0.292405-0.0148275j 0.181587-0.0200553j 0.0153635-0.0118634j -0.0384553-0.012231j 0.0796288-0.00420113j 0.0412171-0.00327316j 0.0132345-0.00482802j -0.0403918+0.00389748j 0.0154905-6.62837e-05j 0.000989999-0.00492744j 0.00562843-0.00159854j 0.0223415-0.000481206j 0.0299779-0.00139116j 0.0177799-0.00321041j -0.0421704+0.000508541j -0.0363877+0.00197418j -0.0121063+0.00336786j 0.00985107+0.00110855j 0.0302277-0.0082469j -0.0359414+0.00128475j -0.0430014+0.00849964j 0.0388821-0.00390696j 0.0242371-0.00220248j -0.038882+0.00809566j 0.0185774-0.0144303j -0.0152901-0.010616j -0.0141504+0.00870763j 0.00208773+0.00517866j -0.0544486+0.00197769j -0.00787234-0.0107257j 0.0171198+0.00452145j -0.0189605+0.00571468j -0.0158951+0.000898173j 0.00921912+0.00384508j 0.0264747+0.00737154j -0.0219883-0.00780042j -0.0110648-0.00237157j 
-0.0131669-0.00527832j 0.0327659+0.00222833j -0.0367857-0.0237452j 0.0287421+0.0045662j -0.00255608+0.0121139j 0.00496414-0.00802153j -0.0063506-0.00630537j -0.0276299+0.00010267j 0.0215954+0.000907254j -0.0717742-0.00455496j 0.0130861+0.0204464j 0.0267903-0.0198094j -0.000858021-0.00671708j 0.0109281-0.00222133j -0.00741676-0.0160163j 0.0267029-0.0143371j 0.0233511+0.0242281j 0.00777798+0.0190876j -0.00722082+0.0140459j -0.0211151-0.00949554j -0.0708653+0.00082682j 0.00943916-0.0143339j 0.00180775+0.00259839j -0.0381089-0.00128247j 0.0197534+0.0233913j -0.0534475+0.0290091j -0.0609616-0.00712031j 0.065954-0.0157489j -0.127695+0.018147j 0.194261+0.013011j -0.123144+0.0170191j -0.022701+0.0165539j -0.106064+0.0109893j -0.132206+0.00269797j -0.0121488-0.0461498j 0.00433906-0.0118349j -0.0160081-0.0195579j -0.00994146-0.00504112j -0.000760229-0.0246252j -0.0109903+0.0376817j 1.20404e-05+0.0178024j 0.014661-0.0198091j -0.0113339-0.0456243j -0.0139944-0.0375559j -0.00765315+0.0164592j -0.0105968+0.0115167j 0.0118316-0.0305438j 0.0135742-0.0136534j -0.0325361-0.00353583j -0.00170383-0.000830156j -0.015018+0.0104009j -0.0199012+0.020762j -0.0421922+0.0462845j 0.00619575+0.0184877j -0.0269947+0.000661127j -0.0151305-0.00192559j 0.0759339+0.0900302j -0.0825877+0.00824402j -0.0118634+0.0188987j 0.0057976+0.0343827j -0.00764081+0.00661959j -0.00749259-0.0228349j -4.68124e-07+0.0151382j -0.0107427+0.00411435j -0.0167259-0.00500717j 0.0537969+0.0116846j 0.037124+0.0108061j 0.0162913-0.0293389j -0.0423674-0.00103403j 
-0.00850521-0.013474j -0.0115411-0.0234469j 0.00523808-0.00350807j -0.0039125+0.00558938j -0.000731293+1.98994e-05j 0.0424167+0.0035902j 0.0168958-0.00161762j -0.0148496-0.00911231j 0.032334+0.00237473j -0.0323475+0.00548091j 0.00988732+0.000926364j 0.00136574-0.0618839j -0.0118459+0.0138988j -0.01258+0.0107367j 0.0347309-0.00805205j -0.0346503-0.00482987j 0.0473816+0.0104105j 0.0119518-0.00517093j 0.0267274+0.0090177j 0.00232971-0.0131532j -0.0106815+0.00103462j -0.118128-0.00716712j -0.0291099-0.00050665j 0.0123437-0.00354078j -0.0332028+0.00815554j 0.0892061-0.000897693j -0.140641-0.000946405j -0.0771839+0.000250231j -0.14891-0.0108113j 0.0219991+0.00655037j 0.115705-0.00193584j 0.0991203+0.000923098j -0.0300634-0.0263535j -0.0449204-0.00142954j 0.00808842+0.00410154j -0.00496636+0.0216847j -0.0194164+0.0175846j -0.0135845+0.011231j -0.0168599+0.0121034j 0.0220532-0.0179332j 0.0199589-0.0148532j 0.000260103+0.012639j -0.0457114-0.0017026j -0.057889+0.00582557j 0.0226794+0.000909291j 0.00536125-0.0030763j 0.000978277-0.00583205j 0.0119721-0.00862463j -0.0201533+0.00224431j -0.00612404+0.00294778j -0.00434814+0.00448322j -0.0170192-0.0242144j -0.00362714-0.0269511j 0.0260029+0.0107647j -0.00830525-0.00709025j -0.0961648+0.00201405j -0.0641749-0.0167499j 0.0171676+0.0374009j 0.0230238-0.0247117j -0.00203257-0.00785397j 0.0113518-0.033961j -0.00569361-0.0277121j -0.00296893+0.00197888j -0.0187817-0.0131717j -0.0221431-0.00204001j -0.0261441-0.0430327j -0.0616105-0.0312956j 0.020215+0.0115652j 0.0341696+0.00210384j 
-0.00814904-0.00938643j 0.00304236-0.0321685j -0.0344518+0.0299427j 0.00876368+0.0131527j 0.00429414-0.0173198j -0.00949739+0.0181869j -0.0120298+0.0113241j -0.0236386+0.00517022j 0.0108126+0.00517925j -0.00249272-0.0131337j 0.0137721-0.0359105j -0.000585136-0.106893j -0.00113561+0.0426908j 0.0013793+0.0369725j -0.0214146-0.0109338j 0.00759278+0.00179423j -0.0381181+0.0409327j 0.0308522-0.0141196j -0.0569665+0.0160441j -0.0117604-0.0182649j 0.00141773-0.0629463j 0.0318228+0.0192267j 0.000555476+0.0114248j -0.0541058+0.0190642j -0.0238774-0.00941842j 0.0537987-0.0364386j -0.0035882-0.00732915j 0.00482078+0.0309655j 0.035294-0.0345961j 0.053023-0.0184359j -0.0773347-0.0753004j -0.0218216+0.0175736j -0.048576-0.0192604j -0.0350739+0.0300271j -0.00340318+0.0375401j -0.00705096-0.0198047j 0.0112064+0.0587504j -0.00540629-0.00132142j -0.00243865+0.021787j 0.00269047+0.00074757j 0.0153551-0.0660705j -0.00810497+0.021742j 0.00652644+0.0980492j 0.0272398+0.10994j 0.0235662-0.00696954j 0.00564795+0.0172117j -0.0129824-0.0137587j -0.0114411-0.0172139j 0.0167331+0.0563403j 0.00036686-0.00612051j -0.0333153-0.0512659j -0.00495686+0.0810116j -0.00941573-0.0338258j -0.0347774-0.216799j -0.0272961-0.0687419j 0.0192072-0.0265163j -0.000549569-0.195416j -0.0171437-0.00948406j -0.0339606-0.0637799j -0.0230576-0.0400946j -0.0620295-0.0892116j -0.00650763-0.0188226j 0.0486758+0.0350397j 0.00712802-0.00561807j -0.00271971-8.67265e-05j -0.0454308-0.0941611j -0.0268199-0.0707687j -0.0299556+0.00775949j 0.0194296+0.000539974j 
0.00677755-0.00319353j -0.0184045-0.00415206j 0.0362031-0.00457703j 0.00354769+0.00112526j -0.0112893+0.00127981j 0.0258587-0.00289456j 0.0412144-0.00171003j 0.0282884+0.00170134j -0.00369251-0.00148872j 0.0434484+0.000929666j 0.00796872+0.003236j -0.0104106-0.0156353j -0.0266219+0.00465528j -0.0546414+0.000641561j 0.0360797-0.00775753j -0.0426565-0.00117687j 0.00907643+0.00297787j 0.00476119+0.00534521j 0.00749203+0.00336651j 0.00658023-0.00633426j 0.0391527-0.0037873j -0.112593-0.00422912j -0.0207519+0.00706547j -0.0363562-0.0045848j 0.0327216+0.0115604j 0.0205414-0.00647206j 0.18674+0.00335159j -0.216114-0.00125627j -0.0292583-0.0032704j -0.219673+0.00803329j 0.115484-0.00902501j -0.125335+0.00444328j -0.0816444+0.00323194j 0.0638435-0.00536165j 0.0739351-0.0101678j -0.0159797+0.00459561j 0.0528955-0.00233771j 0.0204568+0.00600082j 0.0230602+7.60322e-05j -0.0223916-0.00816146j 0.00588923+0.00439252j 0.00575347+0.0044409j -0.0284287-0.0067072j 0.0105803-0.0157087j 0.0169536-0.00433338j -0.00298665+0.00593796j -0.0165843+0.00648793j -0.0115401+0.00341594j 0.00593261+0.00294833j 0.0136656+0.000633262j 0.00441641+0.00561388j 0.00124822-0.0247684j -0.00270173-0.00397838j -0.009881+0.0338392j 0.00619168+0.00606458j -0.0426314+0.00530267j 0.0301456+0.00517085j -0.00308802-0.00233911j -0.0192925-0.00655746j -0.0123786-0.00177171j -0.0206452-0.00200873j -0.0033811-0.0181643j 0.00291221-0.00142877j -0.014768-0.00219775j -0.0135598+0.00159307j 0.00765274+0.00222494j -0.00594977-0.00396267j -0.00665842-9.9868e-05j 0.000334963-0.00170499j 
-0.00939149+0.000897027j -0.0181261+0.00555977j -0.016503-0.00235334j -0.0188188+0.00143394j -0.0189689+0.0018667j -0.0187811-0.000702612j -0.031827+0.000673967j -0.038244-0.00397964j 0.0119433-0.000181305j 0.0576213-0.00485773j 0.00299181-0.0015058j 0.0228827+0.0112863j -0.000546297-0.00256739j -0.0285771+0.00301589j -0.000150446+0.00292328j -0.00734401+0.00323305j -0.0500093+0.000310285j -0.0988236-0.000411414j 0.00698255+0.0010644j 0.0744785+0.00806586j 0.0250984+6.0182e-05j -0.0187724+0.0145414j -0.0515497-0.000783633j 0.144988+0.0121215j -0.0977413-0.000348503j 0.0781301-0.00272315j -0.135042+0.000156492j -0.0216578+0.00829594j 0.140591+0.0105363j -0.180054+0.00305012j 0.164118-0.0047917j 0.0108829+0.000661805j -0.11639+0.00530941j -0.00382432-0.00255048j 0.0675916+9.41323e-05j -0.0282981+0.00267745j 0.039127-0.00479051j 0.0161465-0.00668162j 0.014585-0.00107622j 0.0135381-0.0133712j -0.0162829+0.0107314j 0.0089054+0.00094529j 0.035745-0.00934689j 0.0129198-0.010944j -0.0159621+0.0175092j 0.0319823-0.00815426j -0.0294963+0.0110335j -0.0295598+0.007224j -0.0187687-0.0271719j -0.0246252-0.00167559j 0.0185371-0.0138276j 0.0290415-0.0250646j -0.0395193+0.00226995j -0.0151318+0.0315783j -0.0258076+0.00134022j 0.0534375-0.00635894j 0.0241271+0.0112489j 0.000925983-0.00879772j -0.0256009+0.0025913j -0.00508666-0.000310459j -0.020074+0.00469156j 0.00114781+0.0182273j 0.000727036-0.000299213j 0.00888975+0.00602442j 0.0153948-0.0113784j 0.00680111+0.0116147j 0.00978114+0.00460596j -0.00924703-0.00100331j -0.0055947-0.00139721j 
0.00484981+0.00915726j -0.00440834+0.0246964j 0.0151842+0.00112416j 0.0101525-0.0181356j 0.00297824+0.00783898j -0.0036964+0.0122133j 0.0192305-0.00703432j 0.000167423+0.00364393j -0.0165081+0.0141589j 0.0182331-0.0134658j -0.0173191+0.000214115j -0.0101896+0.0761318j 0.00415263-0.0212823j 0.00685944-0.0156728j 0.0239492+0.0347262j 0.0050099-0.00353607j -0.0025687-0.00131206j -0.024884+0.00771198j 0.021458+0.00159309j -0.00440557-0.0200355j 0.00399264-0.00647733j 0.029816-0.0312976j -0.0267538+0.00442925j 0.0919235-0.0134603j -0.0106998+0.0066822j -0.0407996-0.0241925j 0.0140713-0.015492j -3.01092e-05-0.00883841j 0.0169761-0.0709711j -0.0829763+0.0213026j 0.0338914+0.01508j -0.00359214+0.0313492j -0.00448991+0.0562052j 0.0246168+0.0170194j 0.0126112+0.0044495j 0.00541963-0.00732078j -0.0118103-0.0338474j 0.000903201+0.0681568j 0.00610468-0.000176522j -0.0033726+0.120185j -0.00778406-0.127621j 0.00171323-0.0227089j -0.000607727+0.0401633j -0.0116133+0.0582042j -0.0167669-0.132636j -0.0045612+0.0401691j 0.0135898-0.044943j 0.0100357-0.0108288j -0.00732849+0.223519j -0.00300358+0.0370801j 0.00604136+0.106204j 0.00720782+0.253485j 0.00170551-0.0479674j 0.00464449-0.220253j 0.00633747-0.0118103j -0.0138166+0.116736j 0.00975501-0.00749887j 0.00618496-0.00271029j 0.0149452+0.0547468j 0.0137937+0.0211204j 0.0316722+0.0410479j 0.0313606-0.0244009j -0.013425-0.0185049j 0.0109324-0.00206696j -0.0217029+0.0274739j 0.0421233+0.0217178j 0.0180234+0.0462932j 0.00338613-0.0031345j -0.0193878+0.00226577j 
-0.0183361+0.0107714j -0.0228622+0.0186961j -0.0209884+0.0149559j -0.0170891-0.00981599j 0.0232913-0.00320785j 0.0131273-0.000931812j -0.0125696+0.00355866j -0.0316423+0.0163928j 0.018747+0.001104j 0.0294602-0.0143046j -0.00217035-0.00526193j 0.0226635+0.0499953j -0.0127207-0.0127996j 0.0412749-0.025289j 0.0181156-0.00109363j -0.00976803-0.00344118j -0.0675583-0.0237065j 0.0188711+0.00440404j -0.00444359-0.0180038j 0.0262558+0.00609751j 0.0433627+0.0141162j 0.02905-0.00159133j -0.0143255-0.00295301j -0.163699-0.013553j -0.0830461-0.0131113j 0.17513+0.00154346j -0.0296073-0.00191534j -0.126747-0.00326391j 0.0128049+0.0154424j 0.0147601-0.0210959j -0.0407558-1.11704e-05j 0.0482035+0.013608j -0.018003+0.0191685j 0.00502006+0.0161099j 0.0348467+0.0273565j -0.000966666+0.00442034j 0.0307541-0.0364184j 0.000260605-0.0332137j -0.00903867-0.0408378j -0.00430257-0.000505629j 0.0388254+0.0465416j -0.012285-0.0403359j 0.00876869+0.076917j 0.0352439+0.0447889j 0.0444377-0.0258725j -0.0118669-0.0273809j 0.0338829+0.0269524j 0.0309488+0.027992j 0.0613711-0.0538019j 0.0217519+0.00435283j -0.0680984-0.024889j -0.0154005+0.0418032j 0.00556771+0.0291362j -0.0284077-0.0268829j -0.0318539+0.0113337j 0.00638552-0.0592318j -0.0249925+0.02781j 0.0105529-0.0388456j 0.0146046+0.0411061j -0.00210529+0.00126002j 0.0695423+0.0465195j 0.0018558+0.00343596j -0.00871864-0.0195899j 0.0103348+0.00420584j 0.00619605+0.0105605j -0.00451098+0.0137925j 0.0347125+0.0513976j 0.0547383+0.0111659j -0.0212475+0.00354591j 
