-0.0149554+0.0237707j 0.00944394+0.000311402j 0.00988995+0.0134423j -0.00416854+0.000412609j 0.0259435-0.00301747j -0.0158129-0.00766283j -0.00915889+0.00876978j -0.0613088+0.0142865j -0.017337-0.00747214j -0.0691334-0.0285426j -0.00373819+0.00787871j -0.000661349-0.0085692j 0.00886088+0.0134447j -0.00632112+0.00195872j 0.00275138-0.00118818j 0.00345328+0.0127777j 0.00456108+0.00723519j -0.0011899+0.0155346j -0.00198969-0.00822684j 0.00794453+0.0159339j 0.00890197+0.0317605j -0.00173335-0.00780396j -0.00425583-0.00858813j -0.0043649-0.01407j -0.00499509-0.007044j -0.00284139-0.0177501j 0.00912879-0.0112702j -0.00262768+0.0104257j 0.00348054+0.0117366j -0.0168736-0.00313379j 0.00445678+0.0160101j 0.0128268-0.0323007j 0.00590039-0.0272559j 0.00848856+0.0140646j 0.00394231+0.00414282j 0.000386426+0.00577673j 0.00507474+0.00057856j 0.00436649-0.00557468j -0.00258251+0.00535152j -0.00126099+0.00281917j 0.000190822-0.00536113j 0.00236601+0.00209252j 0.000624113-0.00158555j 0.00178966-0.00119626j -0.000892028-0.00155989j 0.000682909+0.000113677j -0.00952217+0.000818294j 0.00145402-0.000930994j 0.00305601+0.00087048j 0.00297817-0.0027431j 0.00266013+0.00481824j -0.0034677+0.00140271j 0.000337064+0.00474027j 0.00370582-0.00551801j -0.00304103-0.000187731j -0.00443661+0.00784789j 0.00278476+0.00393671j 0.00759945+0.0109532j -0.00535571+0.00480434j -0.00230629+0.00508754j 0.00253714+0.000128605j -0.000262731+0.00107043j -0.00174238-0.000197506j -0.000369339+0.00367025j -0.00142983+0.00353603j -0.000133196-0.00106969j -0.00808164-3.70358e-05j 0.00131081-0.00395077j 0.00324373+0.000680547j 
-0.00982225-0.00376043j -0.00191775+0.00274523j 0.0844782-0.00840895j 0.173579+0.00551542j 0.0010489-0.00718804j 0.0127568-0.00973078j 0.390134+0.0044802j 0.013258+0.00832622j 0.011188-0.00564317j -0.0255652+0.01377j 0.0658923+0.00316989j -0.00884999+0.00396542j -0.019771+0.0183045j -0.028677+0.00584482j -0.0578531+0.0641141j 9.97111e-05-0.0263033j -0.0101828+0.0534557j -0.0233812-0.00105921j -0.00272219+0.0169326j -0.00156911+0.101722j 0.0417885+0.0233307j 0.00784044+0.114976j 0.0168398-0.0876924j -0.0226625+0.0050026j 0.0106333+0.0229043j 0.00153241+0.0919488j -0.0316448+0.0220006j 0.0123623+0.0358344j 0.0256239-0.0171867j 0.011477+0.00115106j -0.00428319+0.0138224j 0.00132298+0.0114108j -0.0318723-0.0109702j -0.0300483+0.00451721j -0.00793064+0.00496436j -0.0146789-0.00127012j 0.00428308-0.00350152j 0.00424285-0.0067607j 0.00241783+0.00881698j 0.00480121+0.006847j -0.0033937+0.0117001j 0.00122953-0.00794723j 0.00915067-0.000484948j 0.00857156+0.00703753j -0.00543044-0.0176583j -0.00523761+0.00103807j 0.0126628-0.00715607j 0.0121568+0.00178571j 0.00462257+0.00458858j 0.000855681-0.00643958j 0.00510846+0.00480823j 0.00853813+0.0119015j -0.00398976+0.00342464j -0.00584619-0.0121536j 0.00303447+0.00818889j 0.00209366-0.0015845j -0.00339642+0.00563395j -0.00425261+0.00159527j 0.0135905+0.00905032j 0.00591352+0.00490417j -0.00143364+0.000521147j -0.0160506-0.0074642j -0.00822414-0.00613864j 0.0082961+0.00637807j -0.0190424-0.00575992j -0.00768716+0.00704771j 0.00750866-0.00280052j 0.00349341-0.000183798j -0.000668298+0.0010651j 
0.00922994-0.0134721j 0.0264335-0.0106091j -0.0509224-0.00156655j 0.000190977-0.00194014j 0.101319-0.00313845j 0.0178627-0.0103289j -0.0332556-0.000309868j 0.0751745+0.015153j 0.0206467-0.00136941j -0.023394+0.0255034j -0.02669+0.0119194j 0.00818905+0.00210783j -0.0104039-0.0242537j 0.00526513+0.0137267j -0.00215138+0.00743056j -0.00259439+0.0189738j 0.0177366+0.11648j -0.00325511-0.0536858j 0.00732462+0.00328316j 0.0231714+0.111077j 0.0121046+0.0505688j 0.0049486+0.076872j 0.000174871-0.0690571j -0.00929503-0.0689078j -0.00770951+0.0339456j 0.00522074+0.179753j -0.00416694+0.0406907j 0.00791503+0.0325681j -0.00197112+0.0405938j -0.0148683+0.00447178j -0.0229109+0.035076j -0.00123751+0.0136047j -0.0430069-0.0240216j -0.0169043+0.0111072j 0.00853038+0.0118041j -0.036862-0.0076265j 0.00816176-0.0145951j 0.00837921-0.0110857j -0.0143965+0.00362082j -0.00768903+0.0145834j 0.000134612+0.0116703j -0.0168974-0.00561025j 0.017519+0.00865301j -0.00352844+0.0166484j 0.000179983-0.0214524j -0.000446273-0.00809683j -0.00300059+0.00720314j -0.00079991+0.0132622j -0.00778067-0.000175229j 0.0149718-0.00469484j -0.0111931+0.000673929j 0.0151838+0.0141951j 0.00270237+0.00551385j 0.00135247-0.0120322j -0.00122292+0.0122671j -0.000316119+0.0121183j -0.0301567+0.00556421j -0.014213-0.00409634j 0.0312639+0.0243397j 0.010525+0.00781419j -0.0133295+0.00452486j 0.0313941-0.00547718j 0.00926715-0.011478j -0.0266048+0.0126267j 0.032137-0.00344336j -0.00702037+0.0155671j 0.0254429-0.00158097j 0.011182+0.0023582j -0.0111411+0.00183914j 
0.00211167+0.00104401j -0.022163-0.0131486j 0.0937067+0.0144244j -0.032913-0.00686584j -0.426385+0.00311873j -0.051497+0.0113179j -0.0714532+0.00752709j -0.0595294-0.00721678j 0.0408579-0.00593808j -0.00972212+0.0225202j 0.0918175-0.0168497j -0.0344085-0.00480689j -0.0561544+0.0271031j 0.022948-0.0493752j 0.0187318+0.0585987j -0.0118083-0.0188016j -0.0128384-0.0498341j 0.0025867-0.0332562j -0.00823072+0.05091j -0.0207299-0.0223362j 0.0114943-0.0159436j 0.00556002+0.11051j -0.00618295-0.125089j -0.000234227-0.0270012j 0.000783668-0.016276j 0.0134442-0.0507802j 0.0195144-0.0312228j 0.0241542+0.0225239j 0.0212302-0.00869323j 0.0190639-0.0367431j 0.0111578+0.00192929j -0.00290681+0.0159067j 0.0287511-0.0156073j 0.0113487+0.0167479j -0.0206373+0.0177825j 0.0292134+0.0187525j -0.00503796+0.00465835j -0.0125298+0.00548609j 0.00891383+0.00199365j -0.00183071+0.000410147j -0.0224796+0.00839792j 0.0131205+0.00396584j -0.0044081-0.00105014j -0.00875351+0.0146444j -0.00263992-0.00888949j 0.00288403-0.00492034j 0.00330132-0.00376356j 0.000197261+0.000477517j 0.00543373+0.00240719j -0.00135186-0.000529798j -0.00729586+0.0148565j -0.00294961-0.00607936j -0.0111567-0.0109699j -0.00717708+0.00899984j -0.0172763+0.0152483j 0.00950877-0.00351138j 0.0279054+0.0115311j 0.00754485+0.0140627j -0.0155515-0.00926202j -0.00706097-0.00607409j 0.00743599+0.00835945j 0.0102609-0.0165408j -0.0049671+0.00549692j -0.0025255+0.00390397j 0.0119702-0.0180943j 0.00402804-0.00803854j -0.0263428+0.00118889j -0.00651849-0.00438489j 0.0141709+0.000603855j 
-0.0226216+0.0134106j -0.0061707+0.0126116j -0.0566532-0.0131632j -0.00542174-0.00376442j 0.149146-0.00781107j 0.0837777+0.00356422j -0.0159455-0.00108466j 0.0120239-0.0143436j 0.0532767+0.00880658j -0.00288244-0.0169054j -0.0346086-0.00435827j 0.0250636+0.0367133j 0.0254578+0.0301619j 0.00720046+0.0209411j -0.00277461+0.0430244j 0.0121722+0.0157233j 0.0232945-0.165225j -0.0124846+0.108423j -0.00974901-0.0208112j 0.0325811-0.0946486j -0.0197842+0.0476994j 0.00232127+0.0620335j -0.00198307+0.0304784j -0.0123796+0.119521j -0.0195637-0.0414245j 0.0249616-0.132857j 0.00888433-0.0300439j 0.0229541-0.0532739j 0.0253047+0.0878245j -0.00254176-0.00293025j -0.0179894-0.0881766j -0.00702175-0.038072j -0.0112747+0.00684041j -0.00151204-0.0257649j 0.0112107+0.0280778j -0.00178647+0.0140887j 0.00568034+0.00476j -0.00934261-0.0096755j 0.00355997+0.0141457j 0.00848911+0.00282676j 0.00503994+0.00788938j 0.00201649+0.0102511j 0.00512723+0.0109249j 0.0140578+0.029371j 0.00247661-0.00244704j 0.00370878-0.00118322j -0.0110437+0.0115355j -0.00851268+0.0030843j -0.00218458+0.009346j -0.00641324-0.0200275j -0.00702234+0.000559461j 0.00639585-0.0209259j 0.00717093-0.0102315j -0.0218108-0.0224558j -0.00158141+0.00101033j 0.00137091+0.00476341j -0.0238267-0.019803j -0.00374118+0.00737176j 0.00814626-0.00385379j -0.000640351-0.00672233j -0.00743972-0.0129992j 0.00278717-0.0284212j 0.0100227+0.0113419j 0.00174525+0.00280786j 0.00817171-0.0349202j 0.00418759+0.000894983j 0.00650687-0.00801419j -0.0139523-0.00578513j -0.00430693-0.000412099j 
0.00185314-0.00302635j -0.0100839-0.00682278j -0.0343722+0.00714426j -0.00438295-0.00493905j 0.0877716-0.0406442j 0.0224567+0.00498615j 0.00201075-0.0127804j -0.0903925+0.0104164j -0.00989237+0.00621546j 0.0611741+0.025444j -0.0608693-0.00228233j 0.0271054-0.0155645j 0.0714298+0.0305647j -0.029027-0.0486645j -0.0281876+0.0514689j 0.0183172+0.0167055j 0.00145448+0.0306162j -0.0175662-0.105024j -0.0305592+0.129586j 0.00197831+0.0867051j -0.0239252+0.00106268j 0.0160666+0.0358439j 0.00343701-0.0793439j 0.0142434-0.126601j 0.020913+0.117645j 0.0169424-0.044648j 0.00596376-0.00732911j -0.00899234+0.077175j -0.00482326+0.0135325j 0.0060781+0.019909j 0.0274783+0.0471244j 0.00935563+0.0369412j 0.081251-0.023142j 0.0521166+0.019422j 0.010532+0.00398961j 0.0620527+0.00199568j -0.00950389-0.00423671j 0.00176332+0.000648086j 0.00404931-0.00577371j 0.00174091-0.00172951j -0.00710013+0.0213839j 0.00603565-0.00779001j -0.0195593+0.0141196j -0.00963598+0.0135765j 0.0156419-0.00502851j 0.00525389-0.00393146j -0.011133-0.00899141j -0.0121463-0.00102096j 0.016919-0.00743443j 0.00283754+0.00546693j -0.00117887+0.0212535j -0.00606404+0.00646484j -0.00843085-0.00517333j 0.00514587+0.0149879j -0.0086244+0.0117868j -0.00485955-0.0198091j 0.0413372+0.00412517j 0.0140067+0.0052875j -0.0473065-0.018316j -0.0214644-0.0123581j 0.00689754+0.0144037j 0.00632711-0.0105922j -0.00853977+0.0136436j 0.0187736+0.00203672j 0.018013-0.0115826j 0.00738675-0.0152748j -0.0416862+0.0130851j -0.00757921+0.00353074j 0.0205649-0.00411227j 
-0.00925851+0.00157046j -0.0142205+0.024326j -0.00352754-0.0331306j -0.0268497+0.0192537j -0.0675617-0.00810031j -0.0108991-0.031822j -0.0455069-0.0137536j -0.0331059+0.00374084j 0.00540325+0.00378151j 0.0319933-0.0164313j 0.00786586+0.0165631j -0.00433124+0.00205337j -0.0122381+0.00570715j 0.0168779+0.090585j -0.000123018-0.107418j -0.0108074-0.0372614j -0.0101252+0.040105j -0.006684+0.0801496j -0.0121858-0.122403j 0.0017186+0.277675j -0.00293321-0.0128802j 0.011806-0.221687j 0.00905349+0.257336j 0.00100123+0.072574j -0.0125874+0.0055876j 0.00931255+0.128663j 0.0139674+0.0493799j 0.0180806+0.0458602j -0.00143075+0.0475942j 0.00431488+0.0484558j 0.00579951+0.00621962j 0.00499767+0.00926907j 0.0309481+0.0098721j 0.0148665-0.0167984j -0.0210016-0.0322046j -0.0045945-0.0319275j -0.000783098+0.00796133j -0.00449683+0.00658874j 0.0077803+0.00614834j 0.00661702+0.0228231j -0.00921726+0.0199612j 0.013421+0.0022241j -0.0170831-0.000601156j -0.00498095-0.0151805j 0.00459636+0.0104161j 0.00254419+0.0373966j -0.000518421-0.00652722j -0.000883058-0.00514655j 0.0109187+0.00426475j -0.00233903-0.0188879j 0.00382387+0.0163666j 0.00313405+0.0113382j 0.00480986+0.0169525j -0.00306641+0.00605025j -0.00263731+0.00604338j -0.00309135-0.00899608j 0.0317614-0.00279152j 0.00603708-0.00546352j -0.0227531-0.0163697j -0.00458697+0.00547925j 0.00471232+0.0141965j 0.00723559-0.0130184j -0.0207866+0.000165388j 0.00769745+0.0041209j 0.00969281-0.0207307j -0.0047627-0.0107074j -0.015138+0.0112906j -0.000571828+0.0143567j 0.00935698-0.00328235j 
0.0174181-0.00827382j 0.0404685+0.00280349j -0.0494974-0.0414424j 0.113526-0.0161671j -0.0128345-0.0040559j -0.000512742+0.0138622j 0.105217-0.0112295j -0.00747794-0.0181229j 0.0439189+0.0262557j -0.0189585+0.0351076j -0.0324593+0.0123103j -0.00904011+0.0734637j -0.0379125+0.0341424j 0.0139614+0.0236783j 0.0313853+0.103624j -0.00631493+0.0821235j -0.0105795-0.0678765j 0.0128158+0.00566035j 0.0256653+0.120357j -0.0140123+0.0756522j -0.00347096+0.158656j -0.0395045-0.0297311j -0.00665758+0.0414782j -0.0228003-0.0887882j -0.0126279+0.143584j -0.00896558-0.0842422j 0.00730345-0.0190021j 0.0100754-0.067755j 0.0285004+0.0799691j 0.0117039+0.076664j 0.0157287+0.0237178j 0.00851317+0.0197274j -0.0121119-0.0374791j 0.00184286-0.0288406j -0.00283471+0.0377859j -0.0143657-0.00538761j -0.00490963-0.00923608j -0.00015652-0.02809j -0.00565802+7.92524e-05j 0.0143432-0.0238983j -0.00928469+0.0192932j 0.000740287-0.00571293j -0.00447238+0.0051961j 0.00476927-0.00017978j 0.0118276+0.00654574j 0.0134768-0.00671965j -0.0263097+0.0089721j -0.0223738+0.00531502j 0.00114038-0.0130143j -0.00146588+0.00755142j 0.0052981-0.00822853j 0.00528663-0.0176642j 0.0101284-0.00920364j -0.00799507+0.0141279j -0.00229133+0.00192341j 0.00634254+0.00958819j -0.011413-0.0138571j -0.00391332+0.00434512j -0.00301323-0.00176921j -0.010197-0.00440672j -0.00908368+0.0040861j 0.00769167+0.014005j -0.0178001+0.0226368j 0.0341509-0.0286248j 0.0303815-0.000715337j -0.0264376-0.00422151j 0.0125409+0.00669894j 0.000931927+0.00773219j 0.000358157-0.00318414j 
-0.0107172-0.0177625j 0.00291748+0.00354002j -0.0111622-0.0504439j 0.0590556+0.0473981j -0.0357653+0.00949411j 0.080401+0.0138611j 0.0447565+0.0317233j -0.0494935-0.00690228j 0.0743336+0.0175703j 0.0156577+0.0172206j -0.0354854+0.00446239j 0.0152316-0.0568811j 0.01278+0.00375333j -0.0108981+0.0101281j 0.0221197+0.0822571j 0.0163257+0.0318235j -0.00207025+0.112651j 0.00875022+0.0589055j -0.0174718-0.104342j -0.00603078-0.0418383j -0.0300073+0.166627j -0.0356782+0.0865118j -0.0135755-0.0684006j -0.0122512+0.121932j -0.0127438+0.0355551j 0.00510597+0.154379j 0.00938323+0.0650552j 0.00753226+0.0156432j 0.0214312-0.0324246j 0.00439183+0.00669864j 0.00551452-0.011511j 0.0105556+0.0417856j 0.0269734-0.0327992j 0.0106828+0.00806422j 0.0278131-0.0230123j 0.041562-0.0176836j -0.0102666+0.0400243j -0.025112-0.0139084j 0.00938126+0.017727j -0.0151812+0.0125428j 0.00451755-0.00661483j 0.00131692-0.00836779j 0.0210143-0.0456534j 0.0232933-0.0203202j -0.000313574-0.00281524j 0.000163399+0.0135797j 0.00389118-0.0396916j -0.0038023-0.0278961j 0.00222975+0.0178327j -0.00812084-0.0104997j -0.0250341-0.00817351j -0.00880031+0.00378976j -0.0130457+0.0262209j -0.0317805-0.0146345j -0.0221515+0.000333475j 0.00654319+0.0220071j 0.0109944-0.0159357j 0.0225635+0.00140438j -0.0126924-0.00584425j 0.0115746+0.018717j 0.0102076+0.0157114j 0.0022319+0.00320996j 0.0169329+0.0141456j -0.0216842-0.0315983j -0.00631116-0.000546663j -0.0138865+0.0173291j -0.0169881+0.000444255j -0.000933625-0.0028327j 0.0188134-0.0024796j 
0.0732402-0.0130709j 0.143686-0.000748594j -0.228552-0.0305436j 0.119802-0.00255844j -0.0925392+0.031544j -0.189602+0.0239719j -0.0751264-0.00965159j -0.0213201+0.00112746j 0.0168885+0.0169725j 0.0104684-0.0109401j -0.170067+0.0134241j -0.00258779-0.0154221j -0.0458761-0.0327504j 0.016174-0.0320013j -0.0302299+0.0156476j -0.0123445+0.0533392j 0.0187842+0.0920593j -0.0342659-0.0134304j 0.00721752-0.0176511j -0.0231358-0.166093j 0.00949522+0.0904222j 0.0298413-0.00723617j 0.0115413-0.0405026j -0.00577293+0.0641785j -0.0176294+0.0478488j 0.00422175+0.00660458j 0.00102428+0.00630232j -0.00414918-0.00161233j -0.0382876-0.02732j -0.0281188+0.0253568j -0.0129895+0.0404578j 0.0134713+0.0116696j 0.0221174+0.014585j 0.0431315-0.0171372j 0.00112924-0.0103092j -0.023127-0.0114534j 0.00467842-0.00458741j 0.0146501-0.00804029j 0.000865877+0.000205981j 0.010661-0.0108951j 0.0107461-0.00265381j -0.00495452+0.00577925j -0.0243794-0.0164625j -0.0172366-0.0034888j 0.00618483-0.00383838j 0.00864777-0.0139624j -0.010816+0.0139692j -0.00617688+0.00766999j -0.000240831+0.00519911j -0.00140542-0.000395837j 0.0199061-0.00894424j 0.0043498-0.0163911j 0.0169706+0.00761408j 0.0273702+0.000809534j 0.017821-0.000721516j -0.00503622+0.00245762j 0.010618+0.00132192j -0.0025545-0.0155978j -0.0177562+0.00282866j -0.00986273+0.00202297j 0.0147048-0.0028612j -0.00808339-0.00651025j 0.00618415-0.023482j -0.00791826+0.0168515j -0.0137181-0.0057784j 0.00552083-0.00989675j 0.00966879+0.00835588j 0.00768618+0.0124153j -0.0103976-0.00051942j 
0.0251802+0.0122442j 0.0747551-0.0167753j -0.129676+0.0561931j 0.137565-0.00385158j -0.0739997-0.015975j -0.0643217-0.0266129j 0.0459144+0.00207902j 0.00171085+0.00886035j 0.0703984-0.0332193j -0.0109656-0.0133j -0.12997+0.00545873j 0.022026-0.0562735j -0.0305834+0.0391214j -0.00371424+0.0136751j 0.000473392-0.0752858j 0.000736561-0.12305j -0.00579257-0.0940672j -0.017031+0.0598615j -0.00813263-0.0201138j -0.0107441+0.106173j 0.0111465-0.162783j -0.0150648-0.0157556j 0.000544223+0.0469404j -0.0210406-0.0458645j -0.025909-0.0905409j 0.000218953+0.0239785j -0.00320728-0.029348j -0.00524596-0.00100428j -0.0136129+0.0229721j -0.0152042-0.0515607j 0.00281546-0.0499504j -0.00292497-0.00900281j -0.00840992-0.00725122j 0.009194+0.0280822j 0.0407211-0.0181824j 0.0647602+0.0105198j -0.0144208+0.0138834j 0.0251967+0.0102996j -0.00176624-0.00947018j -0.0225459+0.014714j 0.0117358-0.00162064j -0.0147535-0.00124208j 0.0383516+0.0202494j 0.0213639+0.00702088j -0.00861136+0.00469186j 0.00191412+0.0151482j 0.0022526-0.0130505j -0.0037189-0.0062117j -0.013388-0.0122155j 0.00123569-0.000330685j -0.000847891+0.0074474j -0.00568897+0.0261686j -0.0357283-0.00297667j -0.00609098-0.0172722j -0.000825675+7.03064e-05j -0.0132131-0.00868931j -0.0163309-0.0103538j 0.00494124+0.00292165j 0.0230062+0.00106357j 0.0124495-0.00775406j -0.0201615+0.0039399j -0.000780323+0.00020256j 0.00884195+0.0153095j 0.00611009+0.00758096j 0.0025586+0.0102878j -5.88251e-05+0.0102283j -0.00622024-0.00545841j -0.00998013-0.0164406j 0.00747021+0.00090268j 
0.00564435-0.0385005j 0.0173779-0.0305688j 0.00341841-0.0501469j -0.00105291-0.0468491j -0.0683546+0.0283929j -0.0445932+0.00761029j -0.00373122-0.0605976j 0.0198486-0.0126538j -0.0172023+0.0276134j 0.0020768+0.0306814j 0.0221434+0.0145296j 0.00860559-0.0224767j 0.015922-0.0515107j -0.013919-0.103671j 0.0109792-0.0527076j 0.0376286+0.0923746j -0.00908395-0.0119703j -0.0199317+0.00956903j -0.0297014-0.126644j 0.00238113-0.219406j 0.0225695+0.14663j -0.00184965-0.134165j -0.0112899+0.00197518j -0.00385211-0.0876746j 0.00117631+0.0271834j -0.00130498+0.0677646j -0.0114675-0.0116749j -0.0171876-0.0135743j -0.0240771+0.106242j -0.00722072+0.0189012j -0.0153249+0.0134899j -0.00703662+0.030292j -0.0319979-0.0447465j -0.0212868-0.0116596j 0.0210815+0.0217023j 0.0175724-0.000229011j -0.000231722+0.0410385j 0.0176554-0.0111841j -0.00298111-0.013695j -0.00833101+0.00564814j -0.0109654-0.0115181j 0.00734562+0.0114918j 0.0428798-0.0121499j 0.0201503+0.00162424j -0.0201189+0.0344182j -0.0145381-0.0109635j 0.0395708-0.0232763j 0.0286481-0.0232818j 0.00250117-0.0310519j 0.00433365-0.00370265j 0.00317505-0.00385391j 0.0106069-0.000132832j -0.0281837+0.024411j -0.0143041-0.0243847j -0.00470011-0.0218342j -0.0274369-0.00929275j 0.00322965-0.010583j 0.0073103+0.00557557j 0.0181571+0.00549743j 0.0197092+0.00514116j -0.0154731+0.0118017j 0.00377777-0.00258444j -0.0317314+0.00482903j 0.024423+0.0197553j 0.0149938-0.00658429j -0.0205148-0.00377837j 0.0105878-0.0103863j -0.00599606-0.00696865j 0.00156714+0.00818473j 
0.0159984+0.00163275j 0.0173922-0.0027593j -0.0406728-0.0506257j -0.0530989+0.0431823j -0.00539879-0.0254749j -0.0730286+0.0191425j -0.110987+0.0319836j 0.0410636-0.0435471j -0.0359811+0.0200554j -0.00875088+0.0379203j -0.00534227-0.0185101j -0.0128104-0.0244679j 0.00464023+0.115256j 0.0229842+0.0988897j 0.00229758+0.181869j 0.000455941-0.0270782j 0.0126103-0.0798412j -0.022706+0.133074j -0.00311205+0.0740318j 0.0139578+0.155051j 0.0177483+0.107766j 0.0447937+0.0924966j 0.00402351+0.0205596j 0.0154961+0.0581772j -0.00256139+0.059249j -0.00779617-0.045982j -0.000462955-0.0015191j -0.0118226-0.0865937j -0.0720488-0.0785637j -0.0161714+0.0190679j -0.0265526-0.0829327j -0.00649609+0.0305531j -0.0226959-0.0826185j -0.00761803+0.00883217j 0.00631205+0.00533113j -0.00463163+0.020837j 0.00809815+0.0197379j 0.00402631-0.0477185j -0.00247045+0.0310984j -0.0177-0.00946057j 0.000366261+0.00389527j 0.00294914-0.00273332j 0.0167577-0.0180601j -0.00456881-0.0222476j -0.0178486-0.0423974j -0.0156454+0.0189032j 0.0418078-0.0112975j 0.0329122-0.00557219j 0.00727687+0.00615344j 0.0170584-0.0206192j 0.00654257-0.0394187j -0.00359071-0.0201403j -0.0248052+0.0102606j 0.034826-0.0101831j 0.0164741-0.0111948j -0.0347619-0.00821745j 0.00336794+0.00502937j -0.0064516-0.00225108j 0.00986492-0.00854543j 0.015903+0.00784208j -0.00309547-0.0176885j 0.00304312+0.00198179j 0.00796244-0.0118186j -0.00794733+0.0169425j 0.00617651+0.0175075j 0.0119053-0.00969187j 0.0187314+0.0007425j -0.0176249-0.0170528j -0.0125933-0.00170259j 
-0.0194898-0.0128585j -0.0312062-0.0153218j 0.022566+0.0335707j -0.0320137-0.0138636j 0.0741063+0.0326776j 0.0160066+0.019719j -0.000375355-0.00152685j -0.00350911-0.00843693j -0.0325709-0.00710349j 0.021073+0.00622172j 0.0135157-0.0153684j 0.0198134+0.0239417j -0.0251087-0.0884924j 0.00884326+0.17957j 0.0201567-0.0727951j -0.0114093+0.170629j -0.0122658+0.171907j -0.00965337-0.120691j -0.00568294+0.07j 0.00790964-0.0407834j 0.0172037+0.0417857j 0.00195546+0.0218428j 0.00884052+0.0726653j -0.00368153+0.0264484j -0.0150703-0.0359352j -0.00168861+0.0421864j 0.0174866+0.00310921j 0.034461-0.0719663j -0.0105477+0.0137109j 0.00218573+0.0358991j 0.0191099-0.0447943j 0.00903826-0.0134186j 0.0155915+0.00606922j 0.00898991+0.00970862j 0.00866818-0.0088782j 0.0414687-0.00424049j -0.000650692-0.0406101j -0.00243429+0.0119864j 0.0197653-0.00317056j -0.0203115-0.0164766j -0.0197536-0.015314j 0.0223165+0.0160616j 0.00569944+0.0313465j 0.00832021+0.0186909j -0.0133549+0.00103177j -0.00737095-0.0104992j 0.0185824+0.0154606j 0.00698599+0.00561865j 0.00152995-0.0184816j 0.00162107+0.0107821j 0.00266957+0.0141501j -0.0233824+0.00461917j -0.0389046-0.0182013j 0.00171147+0.0044376j -0.00458997+0.00500046j -0.00279361-0.0106511j 0.00908566-0.0133119j 0.00645467+0.000453322j -0.0119377-0.00216118j 0.0034507-0.0342868j 0.0178463+0.00298452j -0.00872161-0.00561345j 0.0264513-0.00167173j 0.0107963+0.000390951j -0.00291367-0.00869141j -0.0125774+0.00344028j -0.0139182+0.0148535j -0.0163932+0.0112679j 0.0193611-0.00798226j 
0.0511457+0.0149591j 0.0595359+0.0296076j 0.00953862+0.0138233j 0.042983+0.000255141j -0.256757+0.000784212j -0.0529078-0.0116664j 0.0110428+0.00891219j 0.00553993+0.000293743j 0.0502757-0.0107158j -0.0401896-0.0189403j 0.0261954+0.0149439j 0.00035097+0.0860776j 0.0150891-0.0420552j -0.0255852+0.12682j -0.0199142-0.0180287j 0.0428327+0.0367377j 0.0368808+0.0236744j 0.0116968+0.0192392j -0.0066383+0.0382683j -0.0395848+0.0773597j -0.0100723+0.0140003j -0.0156704+0.0254829j -0.0235935+0.089891j 0.00887837+0.0416692j 0.035277-0.0359767j 0.0379119+0.0502609j -0.0366634-0.0107668j -0.0924167-0.0909519j 0.0257862+0.0387494j -0.000536486+0.0352448j -0.00269915-0.00697546j -0.014159-0.0371597j 0.00457923+0.0526246j -0.00851082-0.0138064j 0.025554-0.000365753j 0.000755202-0.0243115j -0.00106245-0.0228226j 0.00256998+0.000963586j -0.0107583+0.0111686j 0.0136167-0.00654619j 0.0187908+0.00125126j -0.0212582-0.000483218j 0.0100264+0.0185969j 0.00288241+0.00570728j 0.0197337+0.000796228j 0.0131224+0.0105754j -0.0181794+0.0162931j -0.00862411+0.00919551j 0.00469467+0.0160175j -0.00873293-0.00280144j -0.0045332-0.00952838j 0.0168274-0.00378437j 0.0125415-0.00547782j -0.0154727+0.00359415j -0.00177096-0.000945494j -0.0126382+0.0119824j -0.0511371-0.0372484j 0.00839738-0.0218475j 0.00888616+0.0184722j -0.00933453-0.0189306j 0.00932534-0.0144267j -0.00181974+0.00731316j 0.01738-0.0155885j 0.00237475-0.000131486j 0.00152103+0.00562328j -0.0295708+0.0242262j 0.00838991+0.00453289j 0.014704+0.0127855j 0.00513269-0.00522077j 
