0.00483882+0.0634774j -0.0954564-0.0281838j 0.0128874-0.14213j 0.0886769-0.0728462j -0.0331905+0.0574561j 0.0539902+0.0133286j 0.1246-0.0473546j 0.00789359+0.00300934j -0.013373+0.0534129j 0.0264454-0.0448682j -0.0148872+0.0135478j 0.0360351-0.105703j 0.0304009+0.0718177j 0.00308963-0.0467322j -0.0335673-0.0522522j 0.0551892-0.0638014j 0.0055492-0.0194139j -0.0350555-0.0376265j -0.00938135+0.0673746j -0.0363344-0.134608j 0.00537139+0.11629j 0.021609+0.0120919j -0.0112987-0.0245691j -0.0193262-0.0755763j -0.0344139-0.029261j 0.032978-0.0372372j -0.0755813+0.0927675j -0.00997977+0.0462594j 0.0213826-0.048178j -0.00543749+0.0747749j -0.0190815+0.0209552j 0.0237894+0.0970426j -0.0932107-0.104525j -0.0567077+0.00492423j -0.100979-0.103682j 0.0290463+0.0575926j 0.0261996-0.0629674j 0.153706+0.131676j -0.155402-0.000365898j -0.0321906+0.122179j -0.111557+0.176386j -0.0298945+0.102505j 0.00927093+0.0224026j 0.238984-0.101937j -0.296323+0.24495j -0.0224379+0.0311486j 0.132804+0.188876j 0.0590711-0.0939544j 0.0800502+0.0700663j 0.0854459+0.152424j -0.0307533+0.0636942j 0.180182+0.289721j 0.0398554+0.277179j 0.233669-0.0244194j -0.0660792+0.15021j 0.233269+0.14304j 0.112585-0.218714j -0.0888138+0.165126j -0.490322-0.0760036j -0.185591-0.105702j 0.119023-0.336906j -0.182187+0.217324j -0.130741-0.184664j -0.28742+0.0147781j -0.0710272+0.133504j 0.156551-0.294832j 0.306214+0.303353j 0.300981+0.24043j -0.0359536-0.776155j 0.657856+0.743747j 
-0.0917731+0.102283j 0.133688+0.21241j -0.0248311+0.737275j -0.0752307-0.347589j 0.223424-0.0175844j 0.24388-0.160482j 0.28915-0.15426j 0.546086+0.177226j -0.0421985+0.241657j 0.182135-0.32261j -0.0166998-0.363631j 0.196192+0.372853j 0.251576-0.0410412j 0.0892711+0.184287j 0.523611+0.04924j -0.147677-0.145197j -0.299486-0.164096j 0.294086-0.141448j 0.442299+0.0564862j -0.130343+0.395012j 0.121953-0.420095j 0.267251-0.0842759j -0.141122-0.15679j -0.0185198-0.402042j -0.0158346-0.0132996j 0.114114-0.0177326j 0.0361464-0.123557j 0.202592+0.195604j -0.295204-0.136833j -0.0852344+0.132218j -0.220261-0.200014j -0.210424+0.0954459j 0.354275+0.0422175j 0.120339-0.214732j 0.307732-0.167417j -0.124935+0.0461473j -0.149913+0.0798089j -0.160757-0.00732152j 0.0471271-0.225858j -0.014412-0.208624j 0.0635781-0.163068j -0.0352796+0.0363492j -0.0253348+0.0604955j -0.120848+0.168699j -0.0371142-0.201594j 0.227144-0.00596153j -0.237236-0.148692j 0.0636791-0.039613j -0.12425+0.0024432j 0.24076-0.124748j -0.305212+0.0668251j -0.204957-0.00396054j 0.0162183-0.0307929j -0.0275107-0.0794029j 0.0474746-0.198344j -0.0165368-0.0710705j -0.185481+0.11377j -0.000953432+0.0339792j -0.0506746+0.0851369j -0.111786+0.0701286j -0.332207+0.128579j 0.0225395-0.000996355j 0.0156533+0.0752132j -0.0341092+0.0830916j -0.0161393-0.0418043j 0.00795692-0.197129j -0.0158213+0.0432168j 0.0144856+0.117124j -0.149747+0.184844j -0.0524354+0.155155j 
0.0535785-0.103847j 0.133249+0.0702576j -0.0686521+0.1665j 0.00818711-0.373815j -0.00469937+0.113028j 0.0247993-0.301378j -0.00640402-0.194974j 0.000186071+0.0249576j 0.0163973-0.179115j 0.0980783-0.467692j -0.0734864+0.110926j 0.116677+0.0234252j 0.130669-0.0331475j 0.00930965-0.0301691j 0.0051232+0.149951j 0.105737+0.033923j -0.0939367-0.224941j 0.147994+0.204921j 0.0143386-0.0587128j -0.0217798-0.0466956j 0.0219898+0.175502j -0.107419-0.254211j 0.072855+0.220715j -0.0350325-0.166913j 0.112743+0.114107j -0.206541-0.398297j 0.106686+0.120143j 0.16863+0.180087j -0.148807-0.088603j 0.0909189+0.30501j 0.0217436-0.139759j 0.15904+0.266159j -0.217841-0.177277j -0.125556+0.0648345j -0.0915816+0.069002j 0.0568296+0.17915j 0.00915369-0.0613533j 0.18763+0.274913j -0.10256-0.108983j 0.0791755+0.15461j 0.110811+0.123639j -0.000853031-0.0281124j -0.0829721-0.0392239j 0.16286-0.243555j 0.162611+0.0601647j -0.227971+0.0563757j 0.44052+0.0364442j -0.149019+0.164958j 0.331412-0.402891j 0.032775-0.162304j 0.0943763+0.207634j 0.492699-0.101786j 0.0456578+0.565666j 0.304184-0.389964j 0.253627+0.907629j 0.0479679+0.282468j 0.3566-0.818076j 0.471895-0.016308j -0.513183-0.109613j -0.2868-0.0450557j 0.451244-0.542804j -1.06238-0.0305304j -0.153964-0.348481j 0.468736-0.615014j -0.24363+0.349281j 0.555378+0.49097j -0.563288+0.44983j 0.0160354+0.79095j 0.249121-0.201369j 0.484028-1.30949j 
0.777614-0.380443j 0.0677921+0.791811j 0.24411-0.470099j 0.151728-0.409488j 0.329183+0.14522j -0.157414-0.181278j -0.169038+0.18247j -0.171041+0.272267j -0.41749-0.134772j 0.26791+0.465263j 0.208062-0.128416j -0.653617+0.0606011j -0.0226132+0.145997j 0.251759+0.459437j -0.258632+0.208079j -0.0697416+0.444921j -0.314225-0.0759618j -0.095968+0.388485j -0.326915+0.269082j 0.00496293-0.146049j 0.109201-0.0713688j -0.217608-0.0208767j -0.0148456-0.0663797j 0.288997-0.163608j 0.112469+0.0654279j 0.193417+0.373166j -0.288971-0.200265j 0.01885-0.0311936j -0.00198653-0.0669618j -0.0326532-0.236902j 0.00331453+0.197278j -0.138062-0.0390781j 0.196508-0.173762j -0.0317448-0.0412276j -0.253653+0.0154556j -0.0280594+0.0727045j 0.079044+0.0613788j -0.195892+0.0724662j 0.065413-0.133532j -0.0339087+0.0150434j 0.0205521-0.122585j 0.001076+0.0549216j -0.0462209+0.05956j 0.108964+0.149689j -0.00011651-0.0962849j 0.0411493-0.00676106j -0.0580118+0.103711j 0.00544711+0.0100344j -0.026627-0.036308j -0.034099-0.193784j -0.0406378+0.163085j -0.0176146+0.0851786j -0.0452107-0.0050949j -0.0255911-0.038195j -0.0782094-0.112187j 0.0655427+0.019733j 0.0379082+0.057714j -0.0292398+0.0700698j 0.085685+0.130739j 0.00672535+0.0205839j 0.0394905+0.127178j 0.0399281-0.0495473j -0.0534295-0.0425872j 0.0464608+0.0784551j 0.102203+0.0277149j 0.0499812-0.13281j 0.140218+0.0621658j 0.0296561+0.0778185j -0.0577736+0.0558912j 0.0794466+0.0190432j 
-0.130585+0.042851j 0.0163383-0.0491775j 0.31546+0.238349j 0.260522+0.280627j -0.108667-0.0975235j -0.0849143-0.167845j 0.191767+0.202772j -0.0436055-0.128778j -0.188121-0.250994j -0.0343067-0.330877j 0.0151464+0.0889729j 0.356085+0.484426j -0.172088+0.103256j 0.164398-0.0673754j 0.192431+0.265692j 0.300844+0.570307j -0.0721037-0.48665j 0.151359+0.610412j -0.325574-0.343587j 0.306173-0.224429j -0.216935+0.349895j -0.282649-0.745827j 0.249928+0.534008j 0.249883+0.238752j 0.308284+0.401074j -0.122393-0.913905j -0.161747+0.177463j -0.0107829+0.160213j 0.0813475+0.0399098j 0.0234624+0.478905j -0.013222-0.115924j -0.176638+0.603263j 0.299105-0.845935j -0.180541-0.326305j 0.112553-0.185438j -0.150564+0.590533j 0.347886-0.222667j -0.48341+0.916759j 0.297639-0.887503j -0.221386-0.127355j 0.233831-0.675726j 0.127454-0.145982j -0.0208125+0.180697j 0.153802+0.289733j 0.0397736-1.52113j -0.0895589+0.651331j -0.216952-0.531899j -0.068779+1.07507j 0.277965-0.960097j -0.397754-0.827525j 0.0614773+0.692032j 0.238802-0.264065j -0.0454953+1.17204j -0.454941-0.22136j -0.299583+0.367362j 0.399412+0.75188j -0.276051+0.135258j 0.374386-0.308353j -0.00526368-0.232403j -0.162724+0.340498j 0.0569613-0.158837j -0.504709+0.602428j -1.05833+0.1419j -0.389504-0.715144j 0.190326+0.319285j 0.680233-0.333384j 0.323146-0.697775j 0.953732+0.08395j -0.194789+0.622638j 1.06852+0.146332j 
-0.0995128-0.0859462j 0.309642-0.247085j 0.118921-0.0777719j -0.0310787-0.265646j -0.167188+0.0977265j -0.0134954+0.118389j -0.122431-0.0704258j 0.073453+0.020355j 0.0789039+0.159398j 0.0926996-0.193668j -0.0753007+0.129253j -0.223311-0.288941j 0.123786-0.0857563j -0.18012-0.0707401j 0.106135-0.197634j -0.223565-0.178073j -0.105782+0.190598j -0.0997051-0.169116j -0.0290945+0.37905j -0.333153-0.222501j 0.281254+0.140548j -0.199892+0.388954j 0.078608-0.369969j -0.0582949-0.203449j 0.0308581-0.268238j -0.1286+0.750011j 0.215134-0.208159j 0.0845553+0.0631239j -0.0127503-0.293655j 0.511399-0.488051j -0.187265+0.334353j 0.000244367-0.416093j 0.123466+0.409116j -0.0549118+0.140349j -0.617188+0.441675j 0.141496-0.262851j 0.0710455+0.244321j 0.102304-0.873629j -0.121526+0.509485j 0.21765+0.229685j 0.368701+0.301977j -0.203044+0.00838378j -0.32485-0.20937j 0.386749+0.321166j -0.137134+0.887037j 0.418172-0.804869j -0.397865+0.687573j -0.265867-0.525686j -0.536599+0.602826j -0.103629+0.258528j -0.281682-0.100748j -0.253269+0.381318j -0.635927-0.710055j 0.213937-0.126414j 0.00110859-0.511751j -0.432507-0.0244031j 0.695473-0.227285j 0.486177+0.514945j 0.423586-0.148874j -0.800771-0.453283j 0.0243301-0.363419j -0.176891-0.637596j 0.00708552-0.722329j -0.145004+0.547815j 0.281533-0.304432j 0.805216-0.118327j 0.736779-0.157483j 0.381933-0.369875j 0.199448-0.0471636j 0.107791+0.161335j 
0.00902209+0.17216j -0.171899+0.0564207j 0.229665+0.337549j 0.253977+0.00825977j 0.0253354-0.0797871j -0.566177-1.0754j 0.47009+0.0924572j -0.0564588-0.539163j -0.904967-1.21926j -0.799221-1.27733j 0.306929+0.250516j 0.743325+1.6781j -0.262938+0.679j -0.119897-0.00833528j 0.451242+0.646297j 0.633055+2.04563j -0.583806-2.1961j 0.312338+1.98181j -0.355816-1.9349j 0.294568-0.106575j 0.320309+0.514339j -0.467397-3.07817j 0.351974+2.2711j 0.0673592+1.11206j 0.26558+2.19297j -0.646649-4.38781j 0.74997+0.664863j 0.363311+1.23934j -0.577999-0.126005j -0.049237+2.78197j -0.159189-1.70695j 0.0448956+2.76516j 0.370145-2.99387j -0.150964-1.70703j 2.18119+0.384028j -0.126718+1.97215j 0.231427-1.50856j -0.33639+2.64563j -0.000843608-3.20955j 0.011572-1.59101j -0.116963-2.00643j -0.566794+0.301203j -0.467679+1.12195j -0.262513+0.771383j 0.255986-4.90046j -0.646939+1.34746j 0.284457-0.555211j -0.631845+2.67936j 0.588673-2.75498j 0.0763714-1.27422j -0.137363-0.103035j 0.470091-1.70182j -0.311459+2.39869j 0.666839-2.14101j -1.44988+2.48729j -0.563592+0.720207j 0.447134+0.0852777j 0.767201+1.10922j 0.868163-2.00306j -0.405112+0.989463j -1.09492+0.528497j -0.25907+1.52444j -0.637837+0.665992j 0.456626+0.438866j -0.639794+1.1999j -0.789489+0.600796j -0.753373+0.279432j 0.68348+0.0335291j 0.103865-0.12432j -0.342912+0.319267j 
-0.0142079-0.0489255j -0.156196+0.117821j -0.300232-0.122899j -0.324196-0.122449j -0.0150344-0.0305979j 0.315791+0.287602j -0.0796235+0.0533604j -0.0397775+0.263032j 0.228914+0.315319j 0.297951+0.778768j -0.140034-0.212518j -0.267731-0.619152j 0.289772-0.268952j -0.148132+0.174231j -0.270537-0.36191j -0.318775-0.887805j 0.0768011+0.932007j -0.356083-1.34643j 0.22852+0.725836j -0.255644+0.374482j -0.261229-0.448866j 0.342285+1.41363j -0.21871-0.916362j -0.0630226-0.208282j -0.241142-0.693213j 0.548211+1.94909j 0.158646-0.203786j -0.0992483-0.34255j 0.040641-0.0853876j 0.433417-1.00607j 0.32424+0.495786j 0.0319714-1.20413j 0.127879+1.46619j -0.166275+0.495274j -0.658944-0.316364j -0.0458883-0.643451j 0.215139+0.227543j -0.180814-1.79624j -0.352403+0.894517j -0.065916+0.573704j 0.429554+0.587574j 0.413856-0.13533j 0.459797-0.327594j -0.242509-0.46227j -0.325196+2.19349j 0.429208-0.862149j -0.411358+0.699127j 0.540634-0.508246j -0.0202166+1.10014j -0.182668+0.815081j -0.36144+0.30175j -0.148046+0.717551j 0.500366-1.01754j -0.252574+2.14029j 0.000723738-0.757135j 0.197222-0.233484j 0.395302+0.17218j -0.359421-0.102167j -0.568764+0.465512j -0.0860893-0.0868076j 0.948553-0.458332j -0.184873-0.31364j -0.242899+0.0753718j -1.13978+1.20287j -0.474028-0.140573j 0.836226+0.62593j 0.16718+0.229133j 0.378372-0.104235j -0.421019+0.557286j -0.169007-0.120076j 
-0.0552171-0.0755363j 0.318626+0.0541059j -0.284284-0.907753j -0.812121-0.0710186j 0.0104825+0.0839836j 0.900572+1.89599j -0.758894-0.35926j 0.114147+1.23497j 1.36019+2.15497j 1.56819+2.81241j -0.567294-0.462009j -1.46127-3.66651j 0.605946-1.58103j -0.353331-0.0728986j -0.986981-1.27109j -1.15037-4.23469j 0.75448+4.65993j -1.09226-5.14609j 0.774269+3.71135j -0.445927-0.17361j -0.17792-1.92491j 1.20689+6.32664j -1.13566-5.07085j -0.415277-2.84943j -0.896783-4.37221j 1.09463+9.82179j -0.396287-1.21487j -0.401953-2.39785j 0.436561-0.00709125j -0.160469-4.96412j 0.111668+2.83057j -0.31152-6.8319j -0.0588601+6.19241j -0.0237666+2.66901j -4.48302-1.23874j -0.332943-3.99071j -0.514806+2.86745j 0.114548-5.93096j -0.167639+6.14519j 0.374724+2.62202j -0.287957+4.88832j 0.751187-0.0563093j 0.406733-2.37696j 0.232011-1.56016j -1.60469+9.76961j 1.00778-3.96105j -0.668274+3.11678j 1.40545-6.00966j -0.969249+5.93303j 0.0846001+1.31864j -0.359148-0.556421j -0.980729+4.50817j 1.29557-4.98882j -0.704368+4.92868j 1.72104-4.63644j 1.46282-0.89027j 0.0405103-0.0774943j -0.694046-0.955755j -0.228034+4.30843j 0.197316-0.504719j 1.71346-3.32517j 2.47281-2.26189j -0.264605-1.52839j 0.00340203-0.276206j -0.136283-1.46213j 0.0108404+0.174814j -0.780126+0.328854j 0.541436+0.456119j -0.172532-0.174913j 0.434392+0.0332055j 
0.0551828+0.359426j -0.0927765+0.348867j 0.233854-0.00695913j 0.228757+0.258582j -0.0707015-0.189353j -0.210807-0.263137j 0.217514-0.0683988j -0.0256662-0.0819069j -0.460929-0.145181j -0.0164204-0.250094j -0.0630098+0.0186356j 0.481429+0.451796j 0.0325757+0.0183978j 0.091905-0.348663j 0.346742+0.248808j 0.409402+0.203654j -0.151483+0.00413477j 0.300323+0.430987j -0.100986-0.114991j 0.163788-0.503159j -0.354989+0.142871j -0.219216-0.364542j 0.359675+0.371598j 0.0330688+0.00272757j 0.286495+0.136436j -0.174554-1.05574j 0.446043+0.162272j -0.227819+0.373438j 0.195992+0.0536948j 0.293215+0.514439j 0.324674-0.0484227j -0.0707961+0.245291j -0.412443-0.075284j 0.0258586-0.244812j 0.355873-0.0161176j 0.0436298-0.0214612j 0.700798-0.464854j -0.237423+0.428164j 0.20975+0.27193j 0.448037-0.498835j 0.597315-0.480707j -0.397032-0.222019j -0.533749+0.0786318j -0.171897+0.454067j 0.0375916-0.883886j -0.506395+0.251017j 0.189909-0.440714j -0.364099+0.369173j -0.322548-0.414927j -0.142359+0.269152j 0.158079+0.486801j -0.274354-0.242832j -0.415416+0.713702j -0.33283-0.823195j 0.379466+0.160604j -0.292596+0.436521j -0.126143-0.514204j -0.191563-0.453748j 0.899467-0.530089j -0.92264+0.66506j -0.400984+0.0761828j -0.709491-0.174082j 0.372639+0.0568963j 0.45171+0.202155j -0.796331+0.0227658j 0.00409567-0.031275j 0.752303+0.945166j -0.322606-0.132858j -0.0483753-0.135685j -0.228191-0.172821j 
-0.045739+0.0222383j 0.108884+0.119458j -0.0525304-0.459223j -0.246054+0.035276j 0.02845-0.0987746j 0.3608+0.905207j -0.353574-0.136116j 0.101084+0.629032j 0.411736+1.01357j 0.844139+1.20827j -0.309786-0.175581j -0.576448-1.86823j 0.234215-0.635391j 0.377482-0.247463j -0.45676-0.674849j -0.641098-2.23975j 0.447299+2.05761j -0.148455-2.2515j 0.556567+1.83419j -0.120553+0.122013j 0.00565351-0.933516j 0.526518+3.10584j -0.41535-2.37559j -0.460476-1.18663j -0.503024-1.98657j 0.556133+4.67576j 0.310776-0.711629j -0.375009-1.1424j 0.276908+0.062469j 0.210576-2.23013j 0.0284876+1.36048j 0.274495-3.16066j 0.465829+2.94126j -0.15972+1.08225j -2.24152-0.464759j 0.160887-1.90347j -0.387674+1.33885j -0.294624-2.78454j 0.190926+3.05016j 0.192959+1.64507j -0.317456+2.18023j -0.062113-0.270886j -0.155925-1.30296j 0.348613-0.882926j -0.95499+4.68027j 0.598105-1.14946j 0.266199+1.84673j 0.9443-2.3742j -0.345809+3.42352j 0.0680607+0.403834j -0.376937-0.351747j 0.84604+1.36847j 0.0555256-2.52569j -1.04225+2.27355j 0.517302-2.36295j -0.750181-0.492923j -0.0270742+0.266092j -1.1396-0.310865j -0.93445+2.00547j 2.18108+0.482027j -0.0037095-1.59996j 0.274738-1.07221j -0.554132-0.390236j -0.260698+0.176511j 0.390578-1.13549j 0.11218+0.0310722j -0.367878+0.161052j 0.102162+0.360355j -0.0714339-0.124687j -0.0229562+0.0586692j 
0.0457119-0.234417j -0.431769-0.3207j 0.034999+1.27922j 0.911928-0.100646j 0.184872+0.108003j -1.10654-2.42373j 0.991517+0.341731j -0.124224-1.59615j -1.4166-2.5544j -1.92245-3.81499j 0.771454+0.568403j 1.6446+5.09617j -0.837872+1.90999j 0.405269-0.0137431j 1.11715+1.96983j 1.82174+5.98237j -0.832202-5.63773j 1.50622+6.8717j -0.48453-5.2837j 0.250302-0.0850581j 0.666977+1.98515j -1.57172-8.70617j 0.887915+7.24292j 0.185333+3.73309j 1.12086+5.95924j -1.46678-13.1021j 0.424276+1.98152j 0.626342+2.86932j -0.572238+0.119071j 0.378395+6.82725j -0.186271-3.91488j 0.528756+7.86886j -0.190552-7.85854j -0.696342-3.83462j 6.18339+1.74342j 0.0709317+5.20614j 0.605635-4.11565j -0.818881+8.02057j 0.765973-8.45711j -0.176215-4.13564j 0.69778-6.94296j -0.1319-0.167321j -1.10484+2.70757j -0.727178+1.82338j 1.26164-13.0064j -1.55402+5.69038j 0.2201-3.79202j -1.26669+7.00794j 1.71624-8.74762j 0.140355-1.91113j 0.636863+0.303218j 0.779573-5.0877j -0.795383+6.41161j 1.84235-5.74726j -0.754464+7.01116j -0.930373+2.57247j 0.500331+0.554431j 0.309489+2.41416j 2.17819-5.33279j 0.231073+0.71347j -2.21171+3.79612j -1.39537+1.73303j -0.511333+1.14298j 0.630655-0.140186j -1.84873+2.04464j 0.186676-0.399993j 0.699379+0.00342891j -0.325941-1.09409j -0.0103195+0.594727j -0.172928-0.352095j 
-0.0452775+0.141517j 0.225353+0.186969j 0.00783151-0.760324j -0.309846-0.00664632j -0.0726975+0.0377751j 0.802742+1.58857j -0.584745-0.248908j 0.137491+0.68077j 0.909389+1.56183j 1.1353+1.97352j -0.518483-0.302763j -0.900739-2.58509j 0.534997-1.06753j -0.0105818-0.0338573j -0.288181-1.43423j -1.2832-3.72074j 0.356399+3.41291j -0.813853-3.68961j 0.590978+2.90158j -0.13676+0.147222j 0.00704298-1.00718j 0.668704+4.94411j -0.91048-3.88733j 0.0357746-1.68437j -0.294202-3.46188j 0.874105+7.08199j -0.221728-1.08423j -0.603102-1.6749j 0.101454-0.331535j -0.240115-3.83452j -0.722355+1.92424j -0.145233-4.99481j 0.240722+4.78002j 0.193752+2.04806j -3.34609-1.11457j -0.142019-2.88502j -0.793911+2.85127j 0.85141-4.48218j 0.249494+5.03496j 0.0328681+2.18211j -0.427713+4.12958j 0.949831-0.355855j 0.1685-1.42688j 0.196732-1.51827j -1.48062+7.15599j 0.949114-3.38319j -0.460824+2.18691j -0.194576-3.98317j -0.0359148+4.58577j -0.635622+1.30755j -1.01368-0.52688j -0.471343+3.03467j 1.05363-3.65966j -0.112662+3.61227j 1.39748-4.22548j 0.908256-0.818735j 0.328144+0.0256378j -0.47609-1.44207j -0.892676+2.4373j 0.594806-0.417978j 1.67128-1.87203j 1.61794-0.936594j -0.0076745-0.804039j -0.610012+0.736904j 0.419843-1.15065j -0.166515+0.0574799j -0.420521-0.240141j 0.261745+0.990445j -0.115099+0.0767898j -0.103185+0.0477948j 
0.18433-0.0825479j -0.53035-0.461137j 0.0854119+1.91173j 0.886546-0.048849j -0.140483+0.333744j -1.4029-3.56251j 1.38202+0.634999j -0.397139-2.53684j -2.19847-3.61569j -2.83776-5.4036j 1.0361+0.893751j 2.36703+7.29604j -0.799581+2.57659j -0.039998+0.500968j 1.51385+2.51167j 2.74567+8.87552j -1.81414-8.32524j 1.90364+9.32835j -1.15877-7.39785j 0.503296+0.173598j 0.102562+2.99457j -1.93598-12.1001j 1.3209+9.41285j 0.369455+5.33629j 1.38701+8.14125j -2.18711-18.9174j 0.600273+2.5671j 0.837376+4.10794j -0.710502+0.547819j 0.431821+9.70166j -0.554001-5.13091j 0.261806+12.1497j -0.729624-11.3327j -0.0199526-5.52455j 7.83916+1.92054j -0.192981+7.28333j 0.709151-5.23271j -0.44194+11.7394j 0.998201-11.7859j -0.1671-5.13748j 1.07855-9.68618j -1.45052-0.00355686j -1.1119+3.41088j -0.682491+2.56016j 1.6599-18.6746j -0.516822+8.7027j 0.393882-5.27883j -0.698622+9.99635j 1.4367-11.1211j 0.316566-2.65947j 1.26404+0.233682j 1.35948-6.96985j -2.06784+9.93159j 0.314161-8.10889j -2.10741+9.20942j -1.65166+2.65919j 0.458319-0.503781j 1.06717+1.78982j 2.08757-6.96013j -1.08902+0.709497j -2.80933+5.58344j -2.05734+4.36067j -1.25106+2.70173j 1.52857-0.799158j -1.94001+3.74673j -0.231572-0.241318j 1.02182-0.0723894j -0.115385-1.56444j -0.132155+0.73619j 0.19186-0.360757j 
0.00365508+0.0662138j -0.118724+0.122744j -0.0560132-0.172669j -0.104873-0.0935579j -0.188953-0.0347989j 0.102442+0.264752j 0.020499+0.0973541j 0.103225+0.360358j -0.101775+0.00377336j 0.538246+0.488072j -0.00748907-0.33898j -0.0580967-0.497698j -0.0387083+0.255556j -0.187682+0.317854j -0.197293-0.141275j -0.277609-0.699216j -0.102376+0.797854j -0.0862901-1.0024j -0.601646+0.388378j 0.0379236+0.136048j -0.0588975-0.192044j -0.00548288+1.23027j -0.400705-0.615083j 0.336901-0.344198j -0.403096-0.453111j 0.143771+1.65621j 0.144395-0.36355j -0.261319-0.361937j 0.24896-0.262316j -0.112251-1.13675j -0.0858437+0.811839j 0.0115705-0.811435j -0.123412+0.7483j -0.147925+0.524686j -0.622445+0.0778153j -0.0197408-0.848917j 0.1852-0.0997147j 0.0840736-0.373422j 0.518011+0.934078j 0.258234+0.650193j 0.092018+0.416666j 0.0204234-0.148685j -0.0649177-0.151024j 0.457889-1.09768j -0.639507+1.31266j -0.232864-0.684732j -0.764667+1.03454j 0.0615827-1.06157j -0.0293681+1.13123j -0.15781+0.872878j 0.337494-0.677173j 0.475976+0.706566j 0.169439-0.248662j -0.0231683+0.0701421j 0.0490199-0.944659j 0.011857-0.00757193j -0.684708+1.58277j 0.00599991-0.779798j -0.851573+0.719193j 0.067787-0.433761j -0.157391-0.497033j 0.313222-0.265833j 0.170113-0.434223j 0.301219-0.348503j 0.408243-0.500252j 0.00280842-0.353362j 0.047979+0.198806j 0.357956+0.140999j -0.133456+0.146094j -0.13249-0.097725j 
-0.182362+0.213135j 0.62108+0.618388j -0.0664766-2.24842j -1.00896+0.07798j -0.138137-0.126588j 1.52817+4.18115j -1.35226-0.967989j 0.734952+2.94039j 3.04898+4.33916j 3.11717+6.11198j -1.3492-1.19446j -2.84364-8.10656j 1.28517-2.83814j -0.419115-0.231608j -1.52863-3.02812j -2.59723-10.1322j 2.1256+9.58659j -2.38919-11.2019j 1.41985+8.40867j -0.718226+0.425869j -0.302364-3.73591j 2.36733+14.2571j -1.5052-11.1633j -0.116372-5.85109j -1.25354-9.56358j 1.91208+21.1991j -0.795577-3.0174j -0.839994-4.96364j 0.873716-0.983789j -0.160448-11.1423j -0.362498+6.39866j -0.578444-13.6445j 0.726867+13.592j 0.945352+6.34477j -9.45951-2.16612j -0.333431-8.88871j -1.09372+6.97305j 0.711871-13.6277j -0.814519+13.3794j 0.088935+6.85162j -0.20242+11.1943j -0.242237+0.945087j 1.30298-4.8614j 1.29159-3.44948j -2.58262+20.5459j 1.61017-9.28891j -0.115586+5.79537j 1.52601-11.175j -1.95373+13.2503j 0.119374+3.92892j -0.53185-0.13945j -1.54448+8.55052j 2.90706-11.7787j -1.68374+9.23905j 2.96653-9.56016j 1.55154-1.9752j -0.0775259+1.13196j -0.931263-2.73033j -2.85551+8.0177j 1.57217-0.897662j 3.69306-6.17896j 2.94227-4.37651j -0.0287858-2.43005j -1.55179+0.761848j 1.66576-3.6956j -0.338292-0.127335j -0.865376-0.193907j 0.103496+1.99852j 0.0646504-0.755483j -0.406557+0.157119j 
-0.013758+0.295321j 0.419475+0.277124j 0.374389-1.18534j -0.136094+0.0425287j -0.102133-0.0634986j 1.17426+2.00954j -0.85959-0.480357j -0.033617+1.36123j 1.42903+2.00025j 1.31702+2.37322j -0.463642-0.445081j -1.07579-4.17879j 0.405787-1.03892j -0.394691+0.0105276j -0.692309-1.39069j -1.51887-4.73998j 0.781585+4.45009j -1.28723-5.69789j 0.566926+4.36644j -0.338154+0.287587j -0.0984083-1.75745j 1.18936+6.40038j -0.664525-5.19281j -0.649169-3.03931j -0.402042-4.24507j 1.14955+10.41j -0.46575-1.68608j -0.280532-2.72903j 0.656647+0.406874j -0.292517-5.7615j -0.762635+2.57241j -0.477192-6.67461j 0.109659+6.27504j 0.0814572+3.14911j -3.90488-0.546472j -0.0987479-3.75344j -0.0555727+2.95016j 0.0680602-6.40157j -0.793147+6.69354j 0.437937+3.45542j -0.0585177+5.05642j 0.661318-0.220099j 0.436746-2.88211j 0.0683134-1.44614j -0.421081+10.6965j 0.347728-4.42761j -0.372638+2.66573j 0.722274-5.79969j -1.51856+7.2317j -0.686772+1.2045j -0.827665-0.0601029j -0.71069+4.4257j 1.43622-5.36986j -0.942081+4.64774j 1.61106-5.29464j 1.04765-1.55657j -0.448207+0.0310249j -0.705996-1.20182j -1.71778+4.34477j 0.58111-0.784827j 2.06517-2.85474j 1.41802-2.43835j -0.0977297-1.20574j -0.32842+1.01868j 0.819037-2.28962j -0.0820221+0.625434j -0.0292396-0.152598j -0.148556+0.81587j 0.100023-0.249133j -0.535796+0.137709j 
