0.000946919-0.00289082j 0.00585887-0.00570771j 0.00337965-0.003897j 0.00300697-0.00247406j 0.00112456-0.00119683j -0.00022691-0.00351633j 0.00351319-0.00215815j 0.000961168-0.0024863j 0.000794324-0.00147694j -0.00526304-0.000713596j 0.000119866-0.000388881j -0.000517807-0.00127597j 0.000396459+0.00258334j 0.000973318+0.000420624j 0.00515012-6.40824e-05j 0.00213726+0.000368125j -0.000452725-0.000168739j 0.00134173+0.000151192j -0.00475626+0.000712234j -0.00309479+0.00025428j 0.00813292+0.000681185j 0.00355867-0.000816257j -0.00154451+0.00193656j 0.000496561+0.000956114j -0.000901656-6.2795e-05j 0.00211647-0.00176621j -0.00229068+0.000873364j 0.00324108+0.00130882j -0.00121529+0.00108082j 0.00127864+0.000183104j 0.000568044+0.000299621j -0.00219383-6.0067e-05j 0.00261046+0.00113456j -0.00472217+0.000217409j 0.00475094+0.00028579j 0.00135575+0.00102416j 0.000265147+0.000515801j -9.22029e-06+0.00100394j -0.00545969-0.00022462j 0.00453015+0.00168841j -0.00833862-0.000480107j 0.00627877-0.00383914j 0.00475975+0.0010417j -0.000136161-0.00260618j 0.000546827-0.00597658j 0.00864496-0.00841929j -0.0153974-1.9473e-05j -0.0263788-0.0112225j -0.00241685+0.0126971j 0.0510221-0.00110443j -0.00922125+0.00986634j 0.283036-0.00312656j 
0.0088201-0.00166354j 0.000511925-0.00651788j -0.000371564+0.00125286j -0.00715768+0.00587171j 0.00532901-0.00370381j -0.00113647+0.00783314j 0.000346417-0.00874198j 0.00155909+0.00569619j 0.00332016-0.00871828j 0.00363458-0.00211116j -0.0135225+0.00223509j -0.0287031-0.00797242j 0.0154277+0.00938734j -0.00809906+0.0142953j -0.0152948+0.00660997j -0.0131578+0.0095599j 0.00669398+0.0396261j -0.000620869+0.0161441j -0.0204979-0.00818885j 0.0165793+0.000241593j 0.0265945-0.0147962j -0.00161267+0.0274558j 0.020554-0.00804776j 0.0363015+0.0226383j -0.00460106-0.0133609j 0.00644942-0.0286919j -0.0267935+0.00994627j -0.0350216-0.000589998j 0.0225919-0.0182425j -0.00157854+0.0280217j -0.00578653-0.00339198j 0.0541467-0.0151453j 0.0259773+0.031011j 0.0115233+0.0124456j 0.00615021-0.00746903j -0.0268782-0.0468914j 0.00483613-0.0379999j 0.00916844+0.0177815j -0.0174976+0.0447262j 0.012713+0.0196455j -0.0198321+0.0126607j 5.66121e-05+0.0454745j -0.0202476+0.0317296j -0.0146922+0.00141812j 0.024046+0.00956988j -0.00554987-0.0149923j -0.00796309-0.0151006j 0.00198633+0.00118973j -0.000402434+0.00155901j -0.00804644-0.00419048j 0.0105017+0.00604582j -0.00667076+0.00437204j 
0.00289135+0.00382824j 0.00784862+0.00063066j -0.00595195+0.014563j -0.00940625-0.00832397j -0.00227219+0.00473786j -8.35168e-05+0.00235811j 0.011236-0.0151424j -0.017209-0.0158498j 0.0124945+0.00398086j -0.00693126+0.0251035j -0.0205092-0.0240852j 0.00962457-0.00299163j 0.00511763-0.013881j 0.00160105-0.000360735j -0.0182733+0.0181111j -0.0205644-0.00308227j 0.000989741-0.00417865j 0.00836493-0.0293191j 0.00240166+0.0242628j 0.00436385+0.00663253j 0.00726933+0.00731368j -0.0159231+0.0159809j 0.0134807+0.0173111j -0.00199895-0.0117712j 0.0136891+0.0476878j 0.0101817+0.00848904j 0.0170163+0.0107516j 0.00107736+0.0178337j 0.03096-0.0374984j -0.017819+0.024539j 0.0207025+0.00420864j -0.00574666+0.0131038j 0.0222066+0.00660029j 0.0181844+0.0229921j 0.0333854-0.00118704j 0.00413205-0.010121j -0.0284359-0.0110355j 0.0511219-0.0052635j 0.00441639+0.00757459j -0.0047881+0.0106074j 0.011819+0.00579003j -0.00858024+0.00436621j -0.0260818-0.000840164j 0.00618507-0.0113518j -0.00395922-0.00744889j -0.00774124-0.000334012j 0.00214604-0.00106315j 0.000907557-0.00935718j 0.0097135-0.0182484j -0.0306096-0.0111881j -0.00451681+0.00554575j -0.00690505-0.00620771j 
-0.00859805+0.000485347j -0.00419749+0.00466117j 0.00185874-0.0122497j 0.0092344-0.00517534j 0.000816225-0.0165999j 0.00196893-0.0070652j -0.00210515+0.0306186j 0.0125066+0.0030443j -0.0108252+0.0166557j -0.00856725-0.01918j 0.0223108+0.0118412j 0.00433595-0.00700192j 0.0123346-0.0215078j -0.0166851-0.0143342j 0.0238735-0.0203672j 0.00706831+0.023773j 0.00827574-0.0181222j -0.00167831+0.00698001j -0.00569079+0.000175531j 0.00114893+0.0274557j 0.0281134+0.01753j 0.00161145+0.00436921j -0.000352204-0.00986842j -0.0323314-0.0108132j -0.00194541-0.00176046j 0.0192294+0.0309129j 0.0102021+0.0626709j 0.0129353-0.00600856j 0.0103353-0.0375953j -0.00740644+0.0495071j 0.0129929+0.00995173j -0.020443+0.00446097j -0.000682748+0.0112321j -0.0193245+0.00298777j 0.0422204-0.0121895j -0.014643-0.0145871j 0.00152916-0.0103303j 0.00587913+0.00936996j -0.012687-0.0137665j 0.0194013-0.0240929j -0.0210634+0.0108082j 0.0358123+0.0184862j 0.00868703+0.000430767j 0.0101192-0.00155266j -0.00795424-0.000914886j 0.01157-0.00587715j -0.0263178-0.00231959j 0.00355868+0.0110479j 0.00473801+0.0192375j 0.0252342+0.00457722j 0.00304738-0.00573632j 0.00760992+0.0051219j 
-0.00136892+0.00387334j 0.00241291-0.00244538j 0.00633061+0.00328266j -0.0036149+0.0123297j -0.00375919-0.00808839j 0.0164024-0.00408416j -0.00994186-0.00936742j 0.0113751+0.0138839j 0.00685511+0.00580422j 0.018452-0.00242223j 0.0135428-0.0168564j 0.00196347-0.0323561j 0.00331832-0.0283612j -0.00422499-0.0118962j -0.0111039-0.000783964j 0.00555372+0.0243085j 0.0263949+0.035061j -0.00144085-0.00711073j -0.00546651+0.012695j 0.000304025-0.0294594j 0.0110345+0.000794574j 0.0193037+0.023352j -0.00660046+0.01683j -0.0268056-0.0117542j 0.00504185-0.00318405j 0.0364531-0.0146201j -7.77032e-05-0.046063j 0.009665-0.000230603j 0.0108453+0.0116851j -0.0036759-0.0404296j 0.0435586-0.00181468j -0.0417496-0.0127746j -0.00406684-0.0130321j -0.0319842+0.00387179j -0.0225232+0.00833807j -0.0435171-0.00173712j 0.0321045-0.00865323j -0.0501158-0.000202493j -0.0252854-0.015651j 0.0370879-0.0133429j -0.0314344-0.00199306j 0.0103577+0.00736316j 0.0402967+0.0100089j -0.0053818-0.0123095j 0.00575946-0.0136247j -0.003651-0.00987765j -0.00028058+0.00780465j 0.00308511-0.00166612j -0.00952763+0.0102667j 0.0114302+0.0112952j -0.00149761+0.00123331j -0.00131323-0.000212973j 
-0.00508404-0.00422599j -0.010219+0.00441294j 0.00149536-0.00115728j 0.00172852+0.0049401j -0.0126513+0.00947083j -0.0061043-0.00440497j -0.0132297-0.00225067j 0.0073357-4.97511e-05j -0.0256316+0.0195121j -0.0147909-0.00950101j 0.00207936-0.00652386j -0.0112995+0.0218461j 0.0263646+0.00122117j -0.00859852-0.0200017j 0.0299035+0.00763234j -8.69777e-05-0.0286666j -0.00650857+0.0152239j -0.00712536-0.0305465j -0.00327163-0.00587307j 0.010105+0.0031968j 0.00661535-0.00282019j 0.000727364-0.0152239j -0.0280992+0.00627958j 0.00672817-0.0011705j 0.0115868+0.0205469j -0.0356971+0.0146956j -0.018554+0.00196052j -0.0261222-0.0314464j -0.0186135-0.0103323j 0.0146167-0.00397215j -0.0238884-0.0150015j 0.0413538-0.00886568j -0.0188252-0.00910203j -0.00748151+0.00898946j 0.00177112+0.0150446j -0.0440494-0.00727484j 0.0131011-0.00973094j -0.0210059-0.0106072j 0.0211475+0.00514388j 0.0170302-0.0093133j -0.027528-0.02234j -0.025375-0.00455098j -0.00180252-0.0177517j -0.00998207-0.00365826j -0.0220339+0.00569687j 0.00166888+0.0163516j -0.023462-0.0204416j -0.0158035+0.00838857j -0.000409838+0.00844214j 0.020131+0.00217183j 0.00956448-0.00936688j 0.0151062+0.0104681j 
0.00353118-0.000285767j -0.00207997-0.00552936j -0.0254204-0.0101235j 0.0113593-0.021469j -0.0155566+0.0109827j -0.013081-0.0241346j 0.0082926+0.0120308j -0.0271497-0.0129618j -0.00348207-0.033636j 0.0374744-0.0255451j -0.0190893+0.00371007j 0.0190726-0.0172345j -0.0364444-0.00782796j 0.0190803-0.0132858j 0.0280069-0.0187455j 0.023412-0.00275386j -0.0346777-0.014389j -0.00739499-0.00869611j -0.0419011-0.00861102j 0.00286414+0.0174923j -0.00219484+0.0116868j 0.00685102+0.0222381j 0.0226556+0.0227152j 0.0225169-0.005738j -0.0406473+0.00518683j 0.00097698-0.00541272j -0.0173583-0.00687565j 0.0132959-0.0123158j -0.0331671-0.00294085j -0.0160092-0.00507876j -0.0219757+0.000306816j -0.0131532+0.00818368j 0.011976-0.0104493j -0.0307921+0.00560314j -0.0174505-0.0227052j 0.00882587-0.00451656j -0.00343609-0.00107187j 0.00243017-0.0103349j 0.0126093+0.00412546j -0.0137595-0.00320603j 0.0191275-0.00913787j 0.00848058-0.0300537j -0.0221689-0.00710072j 0.0124096+0.00168414j -0.0327008+0.000894227j -0.0154978+0.0230516j -0.00228368-0.0145648j -0.0142354-0.00940675j 0.00299514-0.0139426j -0.0137939-0.00841106j -0.00302344+0.00517866j -0.00878357-0.00193363j 
-0.00777593+0.000570626j 0.00365839+0.00895568j 0.00835005+0.0118509j -0.022129+0.00808415j 0.0133699+0.0218236j -0.0321981+0.0231707j 0.00717557+0.0207514j 0.0128118-0.0105954j -0.00184762-0.0236048j -0.000528036+0.0169381j -0.0169023+0.0301136j 0.00373572-0.0175353j 0.00473043-0.000818334j 0.0046607+0.0236191j -0.00220373+0.0211425j 0.00158129-0.0298165j -0.0238399-0.00912553j 0.00404531-0.0181083j 0.0305239+0.00699208j 0.00779541-0.00358774j 0.0249358+0.00243148j -0.0276554+0.0328121j -0.0337959+0.000368474j -0.021952+2.55755e-05j 0.0264798-0.00802595j -0.043524+0.013608j -0.00864267-0.0186852j -0.0168747+0.00565965j 0.0414206-0.0195953j 0.00950555+0.0132247j 0.0408387-0.023489j -0.00967907+0.0156862j -0.0240848-0.00514831j 0.0149874-0.0118514j 0.0146917-0.0394343j -0.0760982-0.00679877j 0.0208373-0.00159825j -0.0474679-0.0172998j -0.000469284+0.0147581j -0.0110906+6.42714e-05j -0.00461039+0.0238087j -0.0121996+5.26512e-05j 0.00811098+0.0135141j 0.00372425+0.00452929j 0.0196045-0.00615063j -0.0281541+0.00634267j -0.0159135+0.00751872j 0.00733022+0.0142404j -0.0031644-0.0129344j -0.00583587+0.0062088j -0.00517392-0.00990141j 0.0146568-0.0032703j 
0.00104366-0.00502482j -0.00176748-0.00118285j -0.0109093-0.00162661j 0.00228715-0.0144447j 0.00758033-0.0129106j 0.0151842-0.0144559j 0.0089009+0.0112011j 0.0287521-0.0230643j -0.0117667+0.0335833j -0.0178809-0.0193504j -0.0123369+0.0170611j -0.010345-0.0324235j -0.0142237+0.0188829j -0.00493278-0.00555054j -0.00384656+0.00760119j -0.025055+0.0197334j 0.0111907-0.0247689j 0.0164546-0.0127112j 0.00355377-0.0157279j -0.0239158-0.0428585j 0.0388497-0.0148254j 0.0355857-0.00254129j -0.00950233+0.020251j 0.0191115-0.0022957j -0.0206968+0.00630541j -0.0133493-0.0196801j -0.0164941-0.0302416j -0.0267993+0.024686j 0.00766049-0.00461302j 0.00443418-0.0212334j -0.0945843+0.00340835j 0.0365599-0.0156148j -0.0235172+0.0103046j 0.00157796-0.0103342j 0.0236391+0.00666328j 0.0238953+0.0011963j -0.0283085-0.0105718j 0.0355102+0.00111075j -0.0158889-0.00128976j -0.0261175-0.0136199j 0.0230261+0.0222146j 0.041129+0.0267808j -0.0307216+0.0139141j -0.00732539-0.0109905j 0.0160549-0.00827228j 0.00859301-0.0149892j 0.0229367+0.00739638j 0.0247176+0.00597553j -0.00257675+0.0033527j 0.00276136+0.00129541j 0.00442147-0.00214533j -0.000689254+0.00242921j 
-0.00582922+0.00298881j 0.00176651+0.0101723j 0.0245679-0.0116485j 0.0154451+0.0149524j -0.00747021+0.0202694j -0.0189146-0.00543419j 0.00374023+0.0021268j 0.0181297+0.0236043j 0.0267743+0.00543869j 0.00195182+0.00150753j 0.0437204-0.0149391j 0.00226621-0.0271224j -0.00358899-0.01452j -0.0397653-0.0334369j -0.0117941+0.00906192j 0.0293162+0.0053235j -0.0228336+0.00790348j -0.0215721+0.0188962j 0.039648-0.0088708j 0.00657623+0.0012845j -0.0270577-0.0252295j -0.0281465-0.00952788j -0.0129617-0.0145867j -0.0584869+0.0202965j -0.0253042-0.0141531j 0.0125298-0.0109913j -0.00261396-0.0124689j -0.0201327-0.00281205j -0.00298515+0.00257743j 0.00947184-0.00364249j 0.00349573+0.0177398j 0.0306084-0.00353472j 0.00975096+0.00727911j 0.0427744+0.0124803j 0.0158516+0.00578556j 0.041474-0.0177764j -0.0224497+0.000626669j 0.0414302+0.0190514j 0.0204595+0.00469854j -0.0365152+0.0048248j 0.0256562+0.0266933j -0.00923222+0.02375j -0.0414682+0.00100018j 0.0149595-0.0126493j -0.00757363-0.000909655j -0.0203883-0.0104043j -0.00292369-0.0123386j -0.00403057-0.00090603j -0.00084716+0.00418816j 0.01903+0.000599866j 3.89879e-05-0.0056259j 0.012105+0.00131371j 
-0.00498136+0.00476619j 0.00183972+0.00361671j -0.015352-0.00146872j 0.00780823-0.0160045j -0.00204139-0.00282346j -0.0183023-0.00439443j 0.00823119+0.0317262j 0.00497609-0.0153721j -0.00275385+0.0176301j -0.00237873+0.00903207j -0.0202349+0.0325323j 0.0112857-0.0113806j -0.0127957+0.012268j 0.0458104-0.0266071j 0.00130315+0.0289395j 0.0306129-0.0132058j 0.00996086+0.0301623j -0.00768244+0.0138728j 0.0210427+0.0131839j 0.0176388-0.0027555j 0.0559047-0.0287206j 0.00763454-0.0128706j 0.0289407-0.0265238j 0.00822142-0.00401198j -0.0538535-0.0192696j 0.00430987+0.00129256j -0.0428991-0.00704749j 0.0364779-0.00634426j 0.0357124+0.00754654j -0.0156542-0.0132635j 0.0189069+0.00199279j -0.0324016-0.014057j 0.0664754+0.00021313j -0.00917795-0.00433367j 0.0255786+0.0101602j 0.00302998-0.0215591j -0.0367271-0.0129496j 0.0525414+0.0162552j -0.0132169+0.0104363j 0.0255673-0.00282079j -0.00331574+0.00516657j 0.00361889+0.00481862j -0.016747+0.0148772j 0.000397074-0.00253114j -0.0182844-0.00130141j -0.00349296-0.000665359j -0.02763-0.0123651j -0.0103078-0.00284288j 0.0194892-4.82683e-05j -0.00527592-0.0123417j 0.00396102+0.00560085j -0.00668021+0.000805021j 
-0.00130463+0.00509111j 0.00996965-0.000410586j 0.0206183+0.00274195j -0.00810738+0.0237179j 0.0178789-0.0114245j 0.0200886+0.025239j 0.0154646-0.0174734j 0.0220248-0.00088697j -0.0039386-0.00892504j -0.00641874-0.0132909j -0.00936962-0.0219964j 0.00310079+0.0126813j -0.00398049-0.0374898j 0.0375148-0.0189413j 0.0209186+0.01657j 0.0143715+0.0153441j 0.0325035-0.0167107j -0.0154323+0.0166255j -0.0145019+0.0174885j 0.0262662+0.0202673j 0.0346195+0.00403799j -0.00157039-0.00170007j -0.00659332-0.0103365j 0.0729098+0.0313416j 0.0277863-0.0195197j -0.0500785+0.00392501j -0.0112426-0.00530242j 0.00297808+0.00403791j 0.00111247+0.0043565j -0.00589998+0.00712292j -0.0357894+0.0128277j 0.00870875-0.00357156j -0.0130635-0.00809362j -0.038138-0.00864881j 0.034474+0.00160905j 0.0183176+0.0276325j -0.0117953+0.0213285j 0.0219673+0.00362317j 0.00276323+0.000944996j -0.0344002+0.000723377j 0.0225245+0.00621924j 0.0403372+0.00434403j -0.0301251-0.0107344j 0.00923927-0.000354622j 0.011571-0.00257639j -0.00764965-0.00423612j 0.014756+0.0198988j 0.0289359-0.00105108j -0.0167061+0.00545217j 0.013292+0.014545j -0.00255528-0.00457177j 0.0054018-0.0011646j 
0.0019757-0.00323175j -0.00395224-0.00175379j -0.00636508+0.00220517j -0.00152655+0.000654874j -0.0202144+0.0183689j -0.00325427-0.0152103j 0.00128305-0.000654645j 0.0147805-0.0115409j 0.00245703+0.0126306j -0.000875915-0.0049003j -0.0344294+0.0267385j 0.00473032-0.0303707j -0.0250634+0.0247288j 0.0584399-0.00402714j 0.0230168-0.00441511j 0.0101307+0.0173474j 0.00712115+0.0225542j -0.00612479+0.00633411j 0.01829-0.0357952j -0.00934363-0.0218268j -0.0182122-0.0316168j -0.0470116+0.00956844j -0.0296341+0.00717473j 0.0241571-0.00143802j 0.0482985-0.010043j -0.0226158-0.0282992j 0.00180822-0.0218947j 0.0155886-0.00625501j 0.0037441+0.0074834j -0.00373816-0.0286251j 0.0576262+0.0028506j -0.00279828-0.0252754j 0.0039998+0.00156776j -0.00104175+0.0040907j 0.0466639-0.00151367j 0.00623175-0.0157977j 0.0299003-0.00792169j 0.0120892+0.00174301j -0.0109612+0.0126831j 0.0109877+0.00448436j -0.027401+0.00569373j 0.0105867+0.0200691j 0.000399063-0.00141456j -0.0083915-0.00551081j 0.0012441+0.0114666j -0.00913776-0.00800459j 0.00388165-0.00758621j -0.0140485-4.1416e-05j 0.0136699+0.00392236j -0.000483667-0.00525231j 9.44085e-05+0.0012941j -0.00378848-0.00134885j 
0.00346497-0.0026751j -0.000101574-0.00508977j -0.0337923+0.00802766j -0.00957854-0.0268915j -0.00324687-0.00158066j -0.0128355-0.0064125j 0.0282745+0.0103647j -0.00921476-0.0577953j 0.00676103-0.011912j -0.0207086+0.00142095j -0.0162608+0.00189181j -0.0277916-0.007456j -0.0107717-0.00757261j -0.0330028-0.0323737j 0.0248774+0.0463882j -0.0109073+0.0115359j -0.0557926+0.024006j 0.0293224+0.0451489j -0.0332979+0.025753j -0.0381508+0.0243348j 0.00862956-0.0100753j 0.00549356+0.00268918j -0.00994738-0.0322172j -0.00153222+0.0308364j 0.0219336-0.0316407j 0.0197445+0.0191779j 0.030839-0.00149814j -0.012284-0.00041718j -0.00925462-0.00930568j 0.0111649+0.00925234j -0.0101252-0.00562142j 0.0234408-0.0151561j -0.031531+0.000676707j 0.00491492+0.0133826j 0.0108011+0.000670259j -0.00748595-0.00144035j 0.0225994+6.91522e-05j -0.0168585-0.0130496j -0.0122142+0.00434007j 0.00306416-0.00308936j -0.0154679+0.000503925j -0.00348635+0.00223293j 0.00135959+0.00143401j -0.0119653-0.000796755j 0.0112537-0.00107128j -0.00346731-0.00133915j 0.0147494+0.00142044j 0.00346518+0.00193483j 0.00610066-0.00587895j -0.0144593-0.00282432j -0.00516526+0.000364013j -0.0045846-0.00324134j 
-0.00972998-0.00673333j -0.0123145+0.00682611j 0.00466934-0.00652472j 0.000712727-9.02442e-05j -0.0159757+0.0208073j -0.00885014-0.0161881j -0.0285308+0.0325483j 0.0121815+0.0139174j -0.00383783-0.00178041j 0.0235261+0.00880842j 0.0298622+0.0110897j 0.00565165-0.0239483j 0.0152516+0.00318711j 0.00513355-0.0107411j -0.00401433+0.0110227j 0.0209936-0.0219325j 0.0365178-0.000690288j -0.00318361-0.00451765j -0.0228148-0.010198j -0.0216693-0.0134146j 0.00431935-0.00789198j 0.0444177+0.00756748j 0.00822354+0.00193467j 0.0773868-0.0255715j 0.0479001+0.00207409j 0.0428643-0.0031275j 0.0531307-0.0035502j -0.00302498-0.0075313j 0.0536424-0.00483692j -0.0215024-0.00628375j -0.0438045-0.0101468j 0.015602+0.0129173j -0.0230011-0.0111062j 0.00783891+0.00193124j -0.0134883-0.0033936j 0.00326071-0.00389177j -0.0455093-0.00035441j 0.0452681+0.0051222j -0.0123527+0.000903372j -0.00584948+0.00873376j 0.01483-0.000275357j -0.0245831-0.00511437j -0.0471539-0.00915688j 0.0354367+0.00154308j -0.0289682-0.00067051j -0.0122234+0.0107227j -0.0101936-0.0177222j -0.00367826-0.00261497j -0.00700271+0.002078j 0.017247+0.00258841j 0.0188203-0.00370759j 0.0136483+0.0144933j 
-6.95925e-05-0.0106076j -0.0130526+0.00302137j 0.00983842+0.00523053j -0.0106864+0.0121848j -0.0237837+0.0423631j -0.0165329-0.00822925j -0.0114958-0.0246769j -0.00640784-0.00187312j -0.0126827-0.0315245j -0.00618861+0.000996573j 0.0280698-0.0126189j -0.00842062+0.0284212j -0.00691131+0.00527301j -0.019141-0.0207502j -0.0284137-0.018015j -0.0309322+0.00952749j -0.0113381+0.00147066j 0.0261119+0.0323173j 0.0269053-0.0174808j 0.00571622+0.0283374j 0.0226194+0.00203888j 0.0227702-0.0203547j -0.0187043-0.0175448j 0.0236668+0.00580671j 0.030262+0.00135363j -0.0345293+0.0121329j -0.0275773+0.0103588j 0.00209823+0.00545172j 0.0461082-0.0103177j 0.00173243-0.00567425j -0.00376889-0.0123292j -0.00371863-0.00367679j 0.003301+0.0114898j 0.0113664+0.017094j -0.00749452+0.0257347j -0.0374911-0.0116366j -0.0329763-0.00698923j 0.0106681-0.0118455j 0.00958612-0.0226392j 0.0176295-0.00181709j 0.00803188+0.000778472j -0.0147606+0.00474152j 0.00194928-0.00684281j 0.0157576-0.0117702j -0.0189986-0.00546752j -0.00857048+0.00120195j -0.0110515-0.0123393j -0.0132961-0.00241652j 0.00280885+0.00489678j 0.00852696-0.00143376j 0.0120419+7.38808e-05j 0.00247571+0.00675243j 
0.00527167+0.00661824j 0.00899244+0.000504286j -0.027617-0.00477678j 0.0179546-0.0259296j -0.0071915-0.0243795j 0.0100659-0.0180195j -0.0145358+0.0359723j 0.0202373+0.0227862j -0.0390465+0.0011153j -0.00495307-0.0130476j -0.00530748-0.00673831j -0.0432433-0.0212219j 0.00972209+0.0134799j -0.0361055+0.00539026j 0.0374885-0.00660903j -0.0839886-0.00773724j -0.0104999+0.00406778j 0.024319+0.00477947j -0.0301005+0.00246116j 0.0216379-0.0138539j 0.0415749-0.0114877j -0.0206444-0.00560906j -0.00732263+0.0108389j -0.00666036+0.00855415j 0.0388039-0.00835668j -0.058417-0.0197951j -0.00343333-0.0204906j -0.0171471+0.00408333j 0.00486947+0.0149986j 0.00929084-0.0140181j 0.0163895+0.00326591j 0.00687159-0.00588292j 0.00559744+0.00715263j 0.0248172+0.00235335j 0.0415889+0.0102416j -0.00156758-0.00443428j -0.00128319-0.00394569j -0.00178945+0.00975018j 0.0157308+0.0119147j -0.018118+0.00852552j 0.00890402+0.00398235j -0.0318196-0.00626526j -0.007648-0.00240095j 0.00368381-0.00408112j 0.00312656-0.00500528j -0.025811-0.00435292j -0.00257144-0.0111133j -0.00412866-0.000834251j -0.00733137+0.00603432j 0.0125165+0.00921967j 0.00117537+0.000705068j -0.000994156-0.000428654j 
0.0112702-0.00670767j -0.00605634-0.00917687j -0.000573349-0.0242572j 0.0234043+0.00597226j -0.01938+0.0295178j -0.0201262-0.0185998j 0.0142387-0.0281217j -0.0226554-0.0135277j -0.023375-0.00433563j -0.0224344-0.00049836j 0.000436897-0.0040196j -0.0180189+0.00530789j 0.0228156-0.0111452j -0.00425805-0.0204443j -0.0133176-0.0017259j -0.0479372-0.00982276j 0.040554+0.00759961j 0.00927266-0.016425j -0.0316525-0.00478071j 0.0158266-0.00691258j 0.0508442+0.00873286j 0.0248613-0.0020657j -0.0697173-0.0126792j -0.00705731-0.00241652j 0.0502754-0.0120228j -0.0103347-0.00849915j -0.0276179+0.0138152j -0.0279315-0.023135j 0.00773724+0.00793499j 0.00341962+0.0114082j -0.00550936+0.0168102j 0.0120998-0.0026141j 0.00924024-0.0110768j 0.0214045-0.0182194j -0.0201273-0.00378501j 0.0178759-0.00322222j -0.0218098+0.00912628j 0.00687903+0.0226695j 0.016285-0.00597338j 0.00663583-0.00383414j 0.0120751-0.00548454j -0.025874-0.0113955j 0.0112084+0.00667974j -0.00677255-0.000872679j -0.00908068+0.0178312j 0.0204876-0.00168928j -0.00390332-0.00762227j -0.0261549-0.00680059j 0.0149724+0.00152878j -0.0161689-0.0162169j -0.00656876+0.00577669j -0.00893716-0.00451672j 
0.00161656+0.0109898j 0.0106012-0.00165631j 0.0132493-0.00824834j 0.0152694+0.0126085j 0.0193063-0.000826614j -0.028882+0.0172233j 0.00465459+0.0110367j -0.00118948+0.00601127j -0.0122953-0.00460166j 0.00213385-5.54937e-05j -0.00433526+0.0264182j -0.0372533-0.00371276j 0.0270039+0.00596903j 0.0427479+0.0116856j 0.0273073-0.0104667j -0.00764588+0.00737864j 0.0569783-0.00870764j -0.0182941+0.000172941j -0.034768-0.00151596j 0.036064+0.0186195j 0.071011+0.000872105j -0.00282156-0.00253389j 0.00657802+0.0078065j -0.027673-0.00859281j -0.0166144+0.0176542j 0.0339464+0.0133891j 0.00163784-0.00821115j -0.0240237+0.00813234j -0.0267513-0.00594194j 0.00284689-0.0210653j -0.00615282-0.0138789j 0.00762795+0.000328841j 0.0154717-0.00423181j -0.000708622+0.0125032j 0.000743821+0.00114932j 0.0265181+0.0111305j 0.0143498+0.00449618j -0.00797134-0.0234589j -0.00478863-0.00373464j -0.00818909+5.06537e-05j -0.00182608-0.00353518j -0.00760028-0.00786807j -0.0141696-0.0139654j 0.00633253-0.0082669j -0.0058058+0.00504241j 0.0192093+0.00107239j -0.00476627+0.006232j -0.00521506-0.0072049j 0.00105856-0.00265094j -0.0107718-0.00576876j -0.00957506+0.00166946j -0.00247728-0.00575645j 
0.00823708-0.00793992j -0.00454776-0.00998939j -0.0169737-0.0383505j 0.0291684-0.020983j 0.0162754-0.0188484j -0.0108035-0.00635361j 0.0134754+0.0226326j -0.0182954-0.000685974j -0.00963701-0.0124244j 0.00510669+0.00466247j 0.0193381+0.00436602j 0.0417893-0.000474501j -0.0106724-0.00484908j 0.0283826+0.0164771j -0.0135191+0.00794627j -0.00631475-0.00651883j 0.0640745-0.00490106j -0.00638369+0.0117068j 0.0201951+0.0202146j -0.00162509+0.0128807j -0.0576402-0.000338j 0.00997196+0.0151412j -0.0512287-0.00765762j 0.00290627-0.000140546j 0.0387682+0.00322498j -0.00560711-0.000586931j -0.0125838-0.00804438j -0.0401637+0.0127216j -0.0129385-0.0127134j -0.0201922+0.00884001j -0.0152182-0.00882893j 0.00616323+0.00763766j -0.0344981+0.00224689j 0.00472402+0.0110991j -0.0397622-0.00417615j -0.0323354-0.0144379j -0.00674087-0.0134753j -0.00814142-0.0121084j 0.0170035+0.00988276j -0.00210762-0.00547272j 0.00436005-0.00263859j -0.00380552+0.00155401j 0.0202964+0.00957359j -0.0193434-0.000479808j 0.00965912+0.00420814j 0.0148395-0.00156777j 0.00653594-0.00719051j -0.0130209+0.00556914j 0.0111988-0.00760508j -0.0225349-0.0118581j -0.00985053+0.00123507j -0.00222067-0.00442358j 
