-0.000548454+0.00788854j 0.00361647+0.0245311j 0.00248779+0.0261137j -0.00208354+0.00699777j 0.00356508+0.0141484j -0.00205931-0.02454j -0.00522746+0.00818801j 0.00369843+0.0293814j -0.00215281-0.0235349j 0.00604569-0.00951077j 0.00859208-0.0399008j -0.00351087-0.00295759j 0.00233502-0.00901919j -0.00914281-0.0343956j -0.00889659-0.0147091j 0.00424744-0.0143385j -0.00105149-0.0136131j 0.00171776-0.0181101j 3.28098e-06+0.0169789j -0.000731711-0.00521932j -0.00336941+0.0225874j 0.00407419+0.0182112j 0.00698013+0.0158907j 0.0103665+0.0359295j -0.00604772-0.0162065j -0.000575526-0.0232379j 0.00647924+0.0308828j -0.00157842+0.0042232j -0.00452269-0.0135539j 0.00217493+0.0139264j -0.00535573+0.0028761j -0.000575552-0.0185247j -0.00185779-0.00452404j -0.00037905-0.0232797j 0.00259661-0.00641237j 0.00432037+0.00245852j 0.0121443+0.0361837j -0.000893542-0.0178675j 0.00256885-0.00973794j -0.0052652-0.0144207j -0.00852588-0.0168818j -0.00606035-0.0015463j 0.000619423-0.00485729j -0.00738756+0.00195786j -0.00361262-0.00745809j 0.00836143+0.0144813j -0.0120551-0.0141295j 0.00170149+0.020341j 0.00699588+0.0091024j -0.0044555+0.00827213j -0.00931896-0.0143249j 0.00127918+0.0103643j 0.00493704+0.0291103j -0.00436943-0.0011469j -0.00154474-0.0108139j 0.00107567-0.00606233j 0.00466941+0.0114604j 0.00316559-0.0304497j -0.00231368-0.00783323j -0.00597212-0.00484652j 0.00853094-0.0391585j -0.00125618+0.0256985j -0.00050472-0.0207158j -0.00218304-0.0079186j -0.00224516+0.0109646j -0.0141252-0.0395446j -0.0126416+0.0128765j 0.0131189-0.00351879j -0.00579797+0.0457457j -0.00312054-0.0229232j -0.00165104+0.0976901j 0.0252649+0.00544919j 0.0168609-0.0354799j 0.00462367+0.123967j -0.0328017+0.0326033j -0.0284458-0.0576497j -0.0119551-0.147561j -0.11565-0.00739176j 0.0121584+0.340189j -0.0502781-0.19775j -0.0167504+0.12384j 0.0491654+0.11461j 0.04746-0.0658701j 0.0190347+0.0963151j 0.00304879+0.0227573j 0.0301291+0.0050474j -0.0157449-0.053064j 0.0102607-0.049326j -0.0158498-0.00126758j -0.00474184-0.0161125j 0.00211193-0.00157888j -0.00262359-0.433266j 
-0.0052367-0.00743431j 0.01338+0.00360118j 3.63808e-05+0.0104472j -0.0043573+0.00649162j -3.3857e-05+0.00930116j -0.0230103-0.00345619j -0.012152+0.0162912j -0.0225596-0.00160482j -0.0250975-0.0044091j -0.00618236+0.00931675j 0.00014975-0.0136997j -0.0204533+0.00544155j -0.0069359+0.00769363j -0.000962029-0.0285041j 0.0199244+0.0434334j 0.00359873+0.000573333j 0.0099266+0.00709463j 0.0185507+0.000915465j -0.0169003-0.0283954j -0.00862423-0.0124967j 0.000901898+0.0251004j 0.029811-0.032039j 0.032996+0.0119188j -0.00766183+0.0260009j -0.0292468-0.0110245j 0.0269526+0.0293012j 0.00945693+0.03166j 0.0155083+0.0163932j 0.0127552+0.0155152j -0.00135964+0.0329115j 0.0148268-0.00272567j -0.0222445+0.0317473j 0.0243904+0.000157543j -0.00342668+0.041229j -0.0215915-0.0146885j -0.0277715-0.045837j -0.0103951+0.0127173j -0.00444748-0.00334625j -0.0134208+0.0379274j -0.00395028-0.0678593j -0.016876+0.0403806j 0.0270064+0.0266967j -0.00978406-0.00393604j 0.00840584-0.00963971j -0.0156401+0.0148381j -0.0165308+0.0595984j 0.0498841+0.0438906j 0.0407301+0.0331969j -0.0683235-0.0445767j 0.0316897+0.010953j -0.00372746-0.085427j -0.0285897+0.0192472j 0.0421118+0.0123143j -0.0439324-0.0223453j 0.0110969-0.0189598j 0.0107602-0.0255224j -0.000389691-0.0618726j -0.00304425-0.053743j -0.0443991+0.0879217j 0.0402866+0.0399479j 0.104879+0.025306j -0.0059207+0.0400544j 0.162479+0.0285481j -0.00276186+0.0857565j 0.0229881-0.0313474j 0.0387981+0.00651072j -0.0781438-0.0415945j -0.20171+0.149575j -0.0366373-0.0100878j -0.109077-0.039454j 0.133248+0.0483222j -0.12128-0.0132741j -0.0154162-0.00333807j 0.0821694+0.00104905j 0.0165857+0.0268621j 0.0447049-0.0125258j -0.0129409-0.0216741j -0.0947873-0.00656985j -0.055914+0.00350042j -0.0467998+0.0117078j 0.0194349-0.0154723j 0.0497387-0.0641206j 0.0658509-0.015549j -0.0617167-0.0952515j 0.0520844-0.104908j 0.100211+0.0309622j 0.0116591-0.0241263j -0.0232149+0.0100624j 0.0288988-0.109175j -0.00760193-0.0936786j -0.024265+0.0212652j 0.00598097-0.0165766j 
0.00176713+0.0137789j 0.000361715+0.00846282j 0.0114158+0.00714088j -0.00276782+0.0101877j 0.00663729-0.0079847j 0.00729794-0.00491532j 0.005354+0.0362053j 0.0248252+0.00537617j -0.00440086-0.0345931j 0.00631071-0.016621j -0.0107953-0.0316464j 0.00698049+0.0156402j 0.00251304-0.0124253j -0.0224027-0.039694j -0.0173002+0.0096111j -0.0124708-0.0215775j -0.00125145+0.0316134j -0.0232784-0.0148934j -0.00678405+0.00689805j 0.00483935+0.0196549j 0.00991856+0.0024884j -0.00478864+0.0297184j -0.00251887+0.0234624j 0.0187711+0.00676856j 0.00460224+0.0782931j 0.0275933-0.0427696j 0.00596025+0.0421967j 0.0121557+0.0603199j 0.00604658+0.00246171j 0.036413+0.0512028j -0.000445301+0.00151171j 0.0186059+0.0145129j 0.0114527+0.0264172j 0.0378612-0.00969978j 0.0050979-0.0417957j -0.0196716-0.035471j 0.0280938+0.0171316j -0.00347776-0.0291338j 0.0411021-0.0877331j -0.0504903-0.0239454j 0.0217209+0.0976997j -0.0120329-0.0163765j -0.00491602+0.0733002j -0.0580422-0.0716056j 0.0315865+0.0632204j 0.0681996+0.11768j 0.00609556+0.077339j -0.0405101+0.0689538j 0.0312442-0.0329517j -0.00435275+0.0587875j -0.0753251-0.145725j 0.0161441+0.172348j 0.0169981-0.0667573j 0.0132806-0.0601032j -0.0238359+0.0544727j -0.0302877-0.0509361j 0.0167187-0.0654848j -0.0128886-0.0749934j 0.0863862-0.0559606j 0.0438075+0.103656j -0.0486281+0.0247445j 0.0143588+0.015825j -0.0845471-0.0486405j 0.0383451-0.0554782j 0.020477+0.00090408j -0.0268439-0.0114695j 0.0105226+0.0516763j 0.0774643-0.006826j 0.0452787-0.00447997j 0.0435499-0.00132219j -0.0915908-0.0374297j 0.0406247+0.0158794j 0.0355186+0.00387005j -0.0364255+0.0223233j -0.0525098+0.0144067j -0.0371323-0.013372j -0.0491856+0.0112277j -0.0675668+0.02443j 0.0609745+0.0222852j -0.0433545-0.0604677j -0.0190438-0.0788793j 0.016759-0.03739j 0.0142978+0.112299j 0.0423433-0.195215j -0.0144055+0.0158596j -0.0308184-0.0219539j -0.0422921-0.0177293j 0.0112781+0.0015356j -0.0356523+0.0484428j 0.0043871-0.00523584j -0.00827957+0.0222153j -0.0112418-0.0340136j 
0.00466218-0.0108218j -0.00395576+0.0129188j -0.00156996+0.0137743j -0.0113962-0.011959j -0.00853733+0.0120001j 0.00249617-0.0127799j -0.00486284-0.00623379j 0.0111669+0.00870262j 0.0088888-0.0167027j 0.00384227+0.0352681j 0.0181099-0.0102718j 0.00557003+0.0110162j 0.00972237+0.00441326j -0.0100575-0.0215212j -0.0387252-0.0431254j -0.014458-0.010796j -0.020739-0.0125268j -0.0125571-0.00176306j -0.0143343+0.0399654j 0.00248849+0.0357821j -0.0138485+0.0408391j 0.0128607+0.0138544j -0.00106046+0.000830272j 0.0113928+0.0120805j -0.00808843-0.0304184j 0.0354776+0.0743576j -0.0210026-0.035065j -0.0412842-0.0800201j 0.0278584-0.00642156j -0.0389491+0.0450572j -0.00591882-0.0164603j 0.00404349-0.0359558j 0.00825967-0.0252009j -0.00642438+0.0426548j 0.0176218-0.0178208j 0.0204506-0.0379121j -0.0259637-0.0111071j 0.0137635-0.0372159j 0.0283812+0.028529j 0.0284274-0.0101499j -0.0477668-0.061725j -0.0292084-0.0444872j -0.0515968-0.0888938j -0.00893403-0.0284146j 0.0132654+0.015613j -0.0266574+0.0232568j -0.000451136-0.0159424j -0.0415039-0.00867905j 0.0198929-0.022702j -0.0199805+0.0904206j 0.0353485-0.118773j -0.0581779-0.00956314j 0.0152041+0.0702137j 0.066346+0.0396166j -0.0188114-0.124404j -0.0449184+0.0768276j 0.054418-0.0926034j 0.0234665+0.0559552j 0.0388325+0.0889626j 0.00406409+0.0698747j -0.0639123+0.0874832j 0.0184814-0.0710021j 0.00544223-0.0553112j -0.0297468-0.0875346j 0.0307053-0.0217184j 0.0381352-0.0303234j 0.0233498+0.0144518j -0.13713-0.105082j 0.0608405+0.0217096j 0.102009+0.00299616j -0.142184-0.0127544j -0.0150882+0.0281681j 0.0902274+0.00108493j -0.0511924-0.0188826j -0.0521911-0.0147579j 0.0910474-0.0165799j -0.0384121+0.00758955j -0.0299562-0.0207206j -0.0382919-0.0603189j 0.00099707-0.0448217j -0.0373026+0.0490527j -0.046184-0.0209764j 0.0411079-0.17357j 0.0310894-0.0996901j 0.0619331+0.0454997j -0.0242159+0.0223397j -0.0276018+0.00595765j 0.0410033+0.0173002j 0.014997+0.0176227j 0.0482654-0.0373496j -0.00186778-0.0455943j 0.00354955-0.00375847j 
0.00802818+0.00724063j -0.000890567-0.0146518j -0.00303428-0.0122169j 0.0057657+0.00348483j -0.0112761-0.0086373j -0.00319329+0.0253551j 0.0122666-0.000385894j 0.000853716-0.00940182j 0.00331848+0.0246715j -0.0226125+0.0198947j -0.016226+0.0148652j 0.0129453-0.00109047j -0.00519175+0.0162634j 0.00179517+0.0159849j 0.00622987-0.0152959j -0.0118057+0.0172188j -0.00217892-0.0316229j 0.00693422-0.0135313j 0.0116747+0.0462804j -0.00196112+0.0374906j 0.0104024-0.00726846j -0.0164447-0.066031j 0.0335447-0.0676131j 0.0105958+0.0162036j 0.0203245+0.0704546j -0.00306626-0.00524758j 0.0151533-0.0493362j 0.00181071-0.0516677j 0.0102313-0.00832628j -0.0143464-0.0660374j 0.0172417-0.0466836j 0.0118624+0.0352737j -0.0132851-0.055678j -0.0298685-0.0651222j -0.00600554-0.0247437j 0.0108139-0.0177823j -0.02144-0.108643j -0.0214602-0.0383976j -0.0228261-0.0582172j -0.000345964+0.0629848j 0.00325737-0.038791j 0.00322896-0.0437463j 0.0122652+0.112936j 0.0137951+0.00240153j -0.0223263-0.0674729j 0.00819839-0.0267104j 0.0204214+0.020754j 0.0473261+0.0866757j -0.0186639-0.037155j -0.0350294-0.0574301j 0.0221264-0.0141759j 0.0384762+0.0527873j -0.0134115-0.0757996j -0.0806386-0.0425667j 0.0143864+0.0279395j -0.0274613-0.0654274j 0.020333-0.0642476j -0.0394173+0.141338j -0.0534803-0.0217923j 0.0229728+0.042094j 0.0635109+0.136424j -0.0303602+0.0228633j 0.0364845-0.061574j -0.000503131+0.000212704j 0.00903266-0.0118864j 0.0528439-0.0451736j 0.0133124+0.0314487j -0.119945-0.0296119j 0.0372854+0.0902383j -0.000665922+0.0244804j -0.0382921-0.0386847j -0.0226127+0.00541843j 0.0241531+0.0137406j -0.00919352-0.0181791j 0.0488708+0.0178546j 0.0810212+0.0474187j -0.0652667+0.0109966j 0.0654637+0.0289926j 0.0620507+0.014748j -0.0222553-0.0379248j 0.0440088-0.0325575j -0.0245665+0.203511j 0.00219952-0.0244017j 0.0127493-0.063204j 0.0431599-0.000863082j -0.00259749-0.0633627j 0.00190394+0.0436481j -0.0106269-0.0142789j 0.0355211-0.0159162j 2.38971e-05+0.00735648j 0.00769022+0.0238817j -0.0137431+0.0395922j 
0.00213541+0.00679984j -0.0038313-0.00426938j 0.00741467-0.0166042j -0.0132012-0.0205436j -0.0127088-0.0158176j 0.0190693+0.00396385j 0.00175904-0.00379799j 0.0126871-0.00713795j 0.0115915-0.00251823j -0.00759693-0.0142858j 0.00963267+0.0031277j 0.00573591+0.00784145j 0.00387619+0.0157326j -0.00197576-0.0262361j -0.00296494+0.0166167j -0.00900963+0.011314j 0.0145749-0.0244114j -0.0150425-0.0394373j -0.0430972-0.0327675j -0.00285571+0.00348646j -0.01586-0.0277714j -0.0250619-0.0289953j 0.017566-0.0564481j 0.0321959+0.00776041j 0.000416212-0.0201675j 0.0131084-0.00461237j 0.0310091-0.0232j 0.0278527-0.0348717j 0.0157573-0.000964557j -0.0354268+0.00199209j 0.0131438+0.00224331j 0.0295197-0.0201847j -0.00619596+0.035028j -0.00845812-0.0198977j -0.00818133+0.00575358j -0.0334163+0.0342871j -0.014049+0.019164j 0.00952213+0.0383348j 0.00732657+0.00431867j -0.0209142+0.0421124j 0.0376913-0.0196068j 0.0201967-0.000828121j 0.0613643+0.0169609j -0.0421533-0.00848682j -0.0102361+0.0122915j 0.0155968-0.0298228j 0.0506774+0.0407493j -0.022731-0.0244967j 0.00020313-0.0225469j -0.0497287-0.0309554j -0.023041+0.0514868j -0.0252-0.0692021j -0.0272117-0.0476539j -0.00198471+0.0656561j 0.0689846+0.0151952j -0.107539-0.0107846j 0.109476-0.0925687j 0.0413049-0.00924492j 0.0866407-0.00913164j 0.0361706-0.0142159j -0.0777849-0.0904847j 0.0977319+0.0424426j 0.0518563-0.019822j 0.111324-0.0880774j 0.0497569+0.0166495j -0.0239631+0.0183885j -0.0263538+0.0915863j 0.0220442+0.018794j 0.054354-0.04366j 0.0284937+0.0213397j -0.053049-0.00316362j -0.0714692+0.0152928j 0.0686789-0.0075707j -0.0221422+0.0217096j -0.0419346-0.00544322j 1.07315e-05+0.0177565j -0.0741842+0.032225j 0.0272487+0.0043678j 0.0114479-0.000864654j 0.011185-0.0143889j -0.0268708+0.0737117j -0.0107329+0.0344623j 0.0297338+0.0326454j 0.0253293+0.0201282j -0.0220407-0.0137753j -0.0352539-0.00509148j -0.0491373-0.0393367j 0.00455298+0.178756j 0.00176011+0.0300116j 0.0230947-0.0178841j 0.00180035-0.0058733j -0.000161165+0.00380552j 
0.00356272+0.00574854j 0.00917785-0.00638719j 0.0104985-0.00306451j 0.00977004+0.00784344j 0.0113935-0.00767578j 0.00410077+0.023122j 0.00752885+0.0187473j 0.0165657+0.00296867j 0.00396982+0.0112668j 0.00794123+0.00778127j -0.0143081+0.00842214j 0.00920553+0.00444392j 0.00822338-0.0204997j -0.00171483+0.00637692j -0.0233198-0.0165623j 0.00468914+0.0267523j 0.0275465+0.00954876j -0.00740169-0.0246299j 0.00844297+0.0206902j 0.00366877+0.0234885j 0.00220796-0.00926159j -0.0118123+0.0014468j 0.0299382-0.00273564j -0.00505829-0.0517966j 0.0134871-0.0262978j -0.0259839+0.0406759j 0.0117766-0.0828146j -0.0144792-0.014958j -0.0234788-0.0185349j -0.00977029+0.0272173j -0.0620249-0.00454704j -0.0192226-0.027219j -0.0335931+0.038643j 0.0140293+0.0532755j -0.0235051-0.0220252j -0.0620992-0.103045j 0.0161413+0.00768454j 0.0307449-0.0260205j 0.0147335+0.0358337j 0.00519855+0.00570736j 0.00998871-0.0311004j -0.00219506+0.0161316j -0.0263891+0.0216179j 0.0259451+0.018521j -0.0141443-0.0117037j -0.00900886-0.0576514j -0.0562823+0.0190445j 0.0172405-0.00980564j 0.0588588-0.0623693j -0.0620757-0.0786671j -0.00443487-0.0231079j 0.0302994-0.058843j 0.0172809+0.0696353j -0.000894596+0.0164943j -0.021834-0.0198687j -0.05304-0.0204595j 0.0347796+0.0463932j 0.0778402+0.0516189j -0.0549483+0.0411422j -0.0388596+0.0108159j 0.0359938-0.0559387j 0.0277634+0.00560151j -0.0922584+0.0228274j 0.0559639-0.0283905j 0.0234887+0.021475j -0.0666835-0.0762165j -0.0631303+0.0018881j 0.0399976-0.048133j 0.0724456+0.0522207j 0.0130671+0.0106581j -0.00397654+0.0679197j 0.0623018-0.0155465j 0.0290683-0.0315175j 0.00717875+0.0212236j 0.043412+0.00353328j -0.0558098+0.0299842j -0.0557589-0.0040225j -0.0300208-0.00883597j 0.0823694-0.0623246j -0.0381603+0.0219241j 0.0416419+0.0212107j 0.0556856+0.0384268j 0.00508773-0.0122738j 0.0341753+0.00463519j -0.0135941+0.0293422j -0.0338267+0.0313824j -0.0191243-0.125364j -0.0281062-0.0610912j -0.0302551+0.0192844j -0.0186289-0.0222132j -0.0117332+0.0528304j -0.0164116-0.0116814j 
-0.0100851+0.0134775j 0.00366503+0.00878018j 0.00601779+0.0127873j -0.00383459+0.0187206j 0.00615576+0.0151118j -0.000604088-0.0252462j -0.000488913+0.0150041j 0.0127661+0.00797283j -0.00631043+0.0270846j 0.00670753+0.0120317j -0.0167963-0.028038j 0.00403648+0.0165441j 0.000960209+0.0130919j 0.0145646-0.012772j 0.0062377+0.0438588j -0.0051815+0.0188434j -0.00823802-0.0489328j 0.0138588+0.00752281j 0.000574226-0.000366825j 0.00196451+0.0182936j 0.0293514+0.0495139j 0.0091004+0.014711j 0.022618+0.0404473j 0.0422402+0.0466713j -0.00715715-0.0295584j -0.0157526-0.0620725j 0.0357023+0.031625j 0.00466793+0.033787j 0.010085-0.00365356j -0.0167783-0.0450827j 0.0508637+0.0340177j 0.0242141+0.0152517j -0.0251034-0.00230183j 0.0300907+0.0259315j -0.00847781+0.0270388j 0.0133256-0.0415408j 0.0070065-0.0128791j -0.0112875-0.000920995j 0.0184138+0.0520775j -0.0149959+0.0390868j 0.00155971-0.00392097j 0.00490437+0.0206739j 0.014299-0.0117798j -0.0137164+0.0665231j 0.0276739-0.0795784j 0.0153936-0.0220774j -0.0735776-0.0933064j -0.0411598-0.0119258j 0.00787629+0.0194195j 0.00984305-0.0924108j -0.0149917+0.0455568j 0.0313241+0.00146831j -0.0497691-0.0651453j -0.0212175-0.0738318j -0.00359441+0.0313438j 0.0744671+0.0682559j 0.053015+0.0576181j 0.0349131+0.0635829j 0.052087-0.0217291j -0.00753798-0.0314209j 0.00906825+0.0520935j -0.0759811-0.107131j -0.0230505+0.0700965j -0.0185404+0.0496328j -0.0265473-0.02915j -0.0447512-0.0221121j 5.65211e-05-0.0147703j -0.00156392-0.0549057j -0.0123245+0.0136637j 0.0141968+0.00455051j -0.0399665+0.0320644j 0.047487+0.0267497j 0.0115911+0.0110429j -0.0168878+0.0157407j -0.040585-0.0196055j -0.0246806-0.00281295j 0.0143148-0.00989273j -0.106239+0.0244068j -0.0015935+0.035363j 0.00428732+0.0713884j -0.0487225-0.0900825j 0.0128939+0.0679602j 0.017785-0.0507296j 0.0121965+0.0508417j 0.0040869-0.0146901j 0.0177531+0.0834739j -0.0140351+0.0614278j 0.0198431+0.0138373j -0.0305279-0.00709095j 0.00764013-0.0142276j -0.0119255-0.00477296j 0.00694494-0.056231j 
0.00279919+0.000509579j -0.00404803+0.0206372j 0.00967028+0.0112809j -0.00232007+0.00135935j 0.00624061+0.00400088j -6.26689e-05+0.00744092j -0.00728763-0.00191469j 0.0152669+0.0103736j 0.00410393-0.0152543j -0.00268123-0.00422552j -0.0132964-0.0117604j -0.00532946-0.0175024j -0.0034784+0.0415228j 0.00479038-0.00361769j -0.0193916+0.012968j -0.00665718+0.0353998j -0.00287145+0.00422592j 0.0114243-0.00218687j 0.0250257-0.000159311j -0.012786-0.0323354j -0.0037718-0.0166269j -0.0348507-0.0133699j 0.00680382-0.0177628j -0.000352818+0.0227663j 0.0223461-0.0102034j -0.0148031-0.0519714j 0.0202601+0.00782231j 0.0259702+0.0207271j 0.00201694-0.0425191j -0.0216964-0.0191846j -0.0252506-0.000766505j 0.0199917+0.0420644j -0.0127423+0.00314981j -0.0572901+0.0259098j 0.0306118+0.00187293j 0.0985354-0.0285807j -0.0112134-0.032294j 0.0349737+0.0222958j 0.00688888+0.0759891j -0.00421207-0.011131j 0.00491234-0.0139599j -0.00549288-0.0222376j -0.0243884+0.0571057j 0.0310743-0.024389j 0.0204858+0.0140824j -0.00966457+0.00139441j -0.0138697-0.0261989j 0.00478095+0.0176004j 0.0712235+0.0266676j -0.0209945-0.0454472j 0.0907086+0.0276566j 0.00831321+0.051977j 0.0374748-0.0455593j 0.00040867-0.0653284j -0.00621161-0.00271885j -0.0480501-0.0535663j 0.0172229+0.0816296j -0.0848506+0.0700657j -0.0702368+0.0166156j -0.0687085+0.00600976j -0.00770178+0.0259718j 0.0238812+0.0133171j -0.011605-0.031712j 0.0482875+0.0501904j -0.0126149+0.0309915j 0.0692224-0.021875j -0.0378667+0.0100896j 0.125542+0.0188928j -0.00733226+0.0205804j 0.0429386-0.0302932j -0.095304+0.020576j 0.0733363-0.0280559j 0.0588771-0.02727j -0.0612645+0.0396503j -0.0227929-0.00420896j 0.012799+0.00638649j -0.00969839+0.00643794j -0.0514267-0.00688809j -0.0214607+0.00292378j -0.0133715+0.0283131j 0.00608667-0.0513376j -0.0337538+0.00716894j 0.0620088+0.015963j 0.0573633+0.0122635j -0.0120468-0.0394635j -0.0324058-0.097091j 0.00636428-0.0345605j 0.0244565-0.0206067j -0.0207325-0.0157774j 0.0237269-0.0397973j -0.00492727-0.0354227j 0.00043549-0.0145079j 
0.00933845+0.0173521j 0.00188982+0.00266621j 0.00546335-0.00263698j 0.00656399+1.38232e-06j -0.00565498-0.0194414j -0.0127841-0.00618873j 0.00791366+0.0066704j -0.00630586+0.00516203j -0.00706341+0.0082402j -0.0120181-0.00308801j -0.0103014-0.011422j 0.00469948-0.00389538j -0.00200658+0.0103072j -0.0108396-0.00145127j 0.0281695+0.00311731j -0.00302345+0.000658684j 0.00404326-0.039179j 0.00494179-0.0415473j -0.0170192+0.0010318j 0.00336115-0.000779168j -0.0010158-0.00302642j 0.0154786-0.0174925j 0.0403745+0.0153884j -0.00425184-0.0266413j -0.0287968-0.0534894j 0.00619083-0.00488852j 0.0199505-0.0132957j 0.0346474-0.0580672j 1.85881e-05-0.0162066j 0.0208548+0.00505545j 0.0304157+0.00719784j -0.0014184-0.0197983j 0.0443792+0.00536403j 0.0270744+0.0470881j 0.00837046+0.0326221j -0.0187568-0.0654876j 0.0337454+0.0528536j 0.00414873-0.046861j 0.0449396+0.0597054j -0.0426332-0.0425287j 0.023531-0.0563285j 0.0226555-0.0292299j -0.0447571-0.0928824j -0.00753679-0.0309751j 0.0156403-0.0768176j -0.0100714+0.0321953j -0.00467288-0.0482482j -0.00640032-0.0353948j -0.0131361+0.0370117j 0.0124996-0.0332844j 0.00961206-0.035972j -0.00954383-0.0124573j 0.0217313+0.020366j -0.00325292-0.0208802j 0.00115589-0.0646331j 0.000978889+0.0336912j 0.0237306-0.0137786j -0.0828951+0.0391843j -0.0160418-0.0129801j -0.0194368+0.0267918j 0.0174364+0.0369811j 0.0374525-0.0764927j 0.0922282-0.105098j 0.0479779+0.00146073j -0.00955726+0.0226618j 0.0977469+0.00513215j -0.0743346+0.0354767j 0.00792164-0.134069j -0.0185493+0.0653248j -0.0590985-0.0172588j 0.0790788+0.0152654j -0.0635577-0.00773315j -0.0140856-0.0283736j 0.0671944+0.0285361j 0.00724295+6.20808e-06j 0.00659875-0.025157j -0.0400878+0.00392616j 0.00189745-0.0578052j 0.0547417-0.0470174j -0.0476138+0.0160782j 0.0489308-0.00332207j -0.00629052-0.00676853j 0.00975728-0.0918028j 0.00883405+0.00246226j -0.0110384+0.0319462j 0.0262927-0.108303j -0.00189102+0.0275572j -0.0226245+0.00498658j 0.00990366+0.0529046j -0.0219784+0.0107802j -0.00374221+0.0282584j -0.0149975-0.00035196j 
0.00201718+0.00892569j -0.004156-0.00139026j -0.00447165+0.00280927j -0.00160903+0.0144482j -0.00446366+0.00868313j -0.00645737-0.000191155j 0.00442891+0.00671623j -0.00595003-0.0206193j 0.0152837-0.00177874j -0.00396692-0.000496345j -0.00719332-0.00648022j 0.0133453+0.0112226j 0.0101207-0.0123319j -0.0224536-0.0197588j 0.0256614+0.0158823j 0.00486826+0.0210016j -0.0332899-0.0122565j 0.00454029-0.000243033j 0.00172768+0.0340955j -0.00683766-0.004544j 0.0281056-0.00644745j 0.0221799-0.0300358j -0.0253341-0.0112409j 0.0338937-0.0534203j -0.067295+0.00797175j -0.00624963+0.0299474j 0.0319819-0.0815529j -0.023826-0.0181363j 0.0201103+0.0212629j 0.000700965+0.0220614j 0.031196-0.0453806j -0.0435486-0.00707914j -0.0317478+0.039232j 0.0180475+0.0242194j 0.0164372-0.0122051j -0.00583436+0.00225782j -0.0536953+0.0280009j -0.0314634+0.0173941j 0.0235835+0.0385365j 0.0998943-0.0242045j 0.00195672-0.0509426j 0.00842352-0.0421814j -0.0538468+0.0129738j 0.0652093+0.00995534j -0.0147545+0.0517571j -0.0370651-0.0177604j -0.0149199+0.047407j -0.0296984+0.0082525j -0.0219237-0.0202437j -0.02443-0.0912142j 0.0483625-0.000884598j -0.0761416+0.00076858j -0.0619107+0.0729024j -0.00273923+0.0265047j -0.0351102+0.00385149j 0.074558-0.0824244j -0.0400719-0.107508j -0.0441734-0.0660559j 0.064467-0.132217j -0.0486301-0.0115143j -0.086637-0.00692321j -0.101717+0.0762474j 0.0682443-0.0415456j -0.059638-0.0638322j -0.0393733-0.0109324j 0.026321+0.0256708j 0.152371-0.0219852j 0.0644427+0.0387195j -0.0834203-0.0103249j 0.0364065+0.00598275j -0.0097738-0.0311459j 0.0590749+0.0186949j -0.00976896-0.0305153j 0.00210058+0.0202315j -0.055551+0.037271j -0.00242537+0.0198596j 0.0229179-0.0218577j -0.0266307-0.0364293j 0.0374275-0.0256395j -0.0388108-0.00362818j -0.0271226+0.0819332j -0.0118299+0.00836681j -0.0533814+0.0636367j 0.0406311-0.0169669j -0.000510474+0.0207211j 0.0151201-0.0345088j 0.00115671+0.090816j 0.0346692-0.0461226j -0.0033929+0.00126442j -0.00718625-0.0109629j 0.00464972+0.00428533j -0.00662436-0.0075393j 
