-0.000548454+0.00788854j 0.00361647+0.0245311j 0.00248779+0.0261137j -0.00208354+0.00699777j 0.00356508+0.0141484j -0.00205931-0.02454j -0.00522746+0.00818801j 0.00369843+0.0293814j -0.00215281-0.0235349j 0.00604569-0.00951077j 0.00859208-0.0399008j -0.00351087-0.00295759j 0.00233502-0.00901919j -0.00914281-0.0343956j -0.00889659-0.0147091j 0.00424744-0.0143385j -0.00105149-0.0136131j 0.00171776-0.0181101j 3.28098e-06+0.0169789j -0.000731711-0.00521932j -0.00336941+0.0225874j 0.00407419+0.0182112j 0.00698013+0.0158907j 0.0103665+0.0359295j -0.00604772-0.0162065j -0.000575526-0.0232379j 0.00647924+0.0308828j -0.00157842+0.0042232j -0.00452269-0.0135539j 0.00217493+0.0139264j -0.00535573+0.0028761j -0.000575552-0.0185247j -0.00185779-0.00452404j -0.00037905-0.0232797j 0.00259661-0.00641237j 0.00432037+0.00245852j 0.0121443+0.0361837j -0.000893542-0.0178675j 0.00256885-0.00973794j -0.0052652-0.0144207j -0.00852588-0.0168818j -0.00606035-0.0015463j 0.000619423-0.00485729j -0.00738756+0.00195786j -0.00361262-0.00745809j 0.00836143+0.0144813j -0.0120551-0.0141295j 0.00170149+0.020341j 0.00699588+0.0091024j -0.0044555+0.00827213j -0.00931896-0.0143249j 0.00127918+0.0103643j 0.00493704+0.0291103j -0.00436943-0.0011469j -0.00154474-0.0108139j 0.00107567-0.00606233j 0.00466941+0.0114604j 0.00316559-0.0304497j -0.00231368-0.00783323j -0.00597212-0.00484652j 0.00853094-0.0391585j -0.00125618+0.0256985j -0.00050472-0.0207158j -0.00218304-0.0079186j -0.00224516+0.0109646j -0.0141252-0.0395446j -0.0126416+0.0128765j 0.0131189-0.00351879j -0.00579797+0.0457457j -0.00312054-0.0229232j -0.00165104+0.0976901j 0.0252649+0.00544919j 0.0168609-0.0354799j 0.00462367+0.123967j -0.0328017+0.0326033j -0.0284458-0.0576497j -0.0119551-0.147561j -0.11565-0.00739176j 0.0121584+0.340189j -0.0502781-0.19775j -0.0167504+0.12384j 0.0491654+0.11461j 0.04746-0.0658701j 0.0190347+0.0963151j 0.00304879+0.0227573j 0.0301291+0.0050474j -0.0157449-0.053064j 0.0102607-0.049326j -0.0158498-0.00126758j -0.00474184-0.0161125j 0.00211193-0.00157888j -0.00262359-0.433266j 
0.00443674-0.0203809j -0.0066987-0.0232723j 0.00606116+0.0213924j -0.00211222+0.00795828j 0.0281725+0.0361908j 0.0121632+0.0281852j 0.00324829-0.0316628j 0.0168945+0.0188196j 0.0701135+0.0251336j 0.0386735-0.0428083j 0.0142639+0.00578587j -0.0193229-0.0112518j -0.0222399-0.0284385j 0.0154461+0.016013j 0.0898957-0.0420272j 0.0179276-0.0678049j 0.0539418-0.0197058j -0.0595598-0.1098j -0.0718886+0.0475258j -0.0548831+0.0929919j -0.021083+0.0546543j -0.0249158+0.0908263j -0.106861+0.00149939j -0.0978588+0.138833j -0.147947-0.0030529j -0.0268046-0.0367084j 0.0898642-0.0170376j 0.0630548+0.0062364j -0.0865359-0.0699224j -0.111155-0.0032523j -0.0570468-0.035812j -0.0278187-0.01734j 0.0106895-0.0655084j -0.0450389+0.0139138j 0.0181147+0.00282432j 0.154332-0.0430201j 0.0428272-0.0237217j -0.155201-0.0675393j -0.0181059+0.050688j 0.0357601-0.0518969j -0.037807+0.0811019j -0.0232612+0.0570272j -0.0505854+0.0968786j 0.0102623-0.002735j 0.0838272-0.010092j -0.0154069+0.116992j -0.0545309-0.04224j 0.0199609-0.017129j -0.129281-0.0199118j -0.0351884+0.0489295j -0.0603829+0.0682009j 0.0549414-0.0837122j 0.0158569+0.0373783j 0.0306462+0.0198154j 0.0227292-0.00600547j -0.0885897-0.0400756j 0.0450497-0.00265313j -0.0497394+0.00389133j 0.0376985+0.017018j -0.00117475-0.00739458j 0.048672+0.0934704j 0.0174484-0.00559516j -0.0545456+0.00325767j -0.0457713-0.060214j 0.0842376-0.0145586j -0.0348635+0.0598947j 0.0396687-0.0106096j 0.00824225+0.0120591j -0.026991+0.0164018j -0.00464042+0.0666498j 0.0219488+0.0108451j -0.0259789-0.0362198j -0.0131018+0.030571j -0.0208355-0.0141287j 0.00721177+0.0121143j -0.00992884-0.0334289j -0.00956674+0.0257916j 0.00153253+0.0112108j -0.00286896-0.00130954j 0.00831858+0.00321021j -0.00451346-0.00542832j -0.00391037-0.000731734j -0.00366629-0.0134598j -0.00269805-0.0120375j 0.00146663-0.0172047j -0.0127191+0.0214097j -0.00510721+0.0140346j -0.00272458-0.00891117j -0.00428242-0.0227042j 0.00163754+0.0287614j 0.00340563+0.0126263j 0.00222235+0.00711653j 
0.00792508-0.00883187j 0.00457081-0.0166496j -0.00971604-0.00397018j 0.00829487-0.0027513j -0.0138283+0.0165993j -0.00325408+0.020602j -0.00455538-0.0138465j -0.017786-0.0033196j -0.00232372+0.0148276j 0.0382771+0.0463469j 0.0504097+0.0292685j 0.0383827+0.012893j 0.0559268-0.00679706j 0.0285883+0.0666113j -0.0246074+0.0442763j 0.0278119+0.000810903j -0.0167127-0.0159022j -0.0282629+0.0633942j -0.0200503-0.0447248j 0.029302+0.0228958j -0.0106665+0.0653729j 0.0341988-0.0370421j -0.043646-0.0302271j 0.0511766-0.00188614j 0.101283+0.0242125j -0.0812993-0.0610893j 0.0343248+0.0401271j -0.0427318+0.00478128j 0.00194164+0.0298628j -0.138416-0.0288209j -0.0382095+0.0606275j -0.0025403+0.00945612j 0.0180724-0.037705j 0.0350711-0.0248717j -0.156046-0.0243429j -0.000272522-0.0140281j 0.0917772+0.0208659j 0.0029928-0.00363275j 0.0867913-0.0564214j 0.0632276-0.0223636j -0.15326-0.0446386j 0.081462-0.00931751j -0.0995449+0.030133j -0.144783-0.00147163j 0.101511-0.00632537j -0.144644-0.0581629j 0.0539181+0.0156721j 0.0632667-0.0348467j 0.0365338-0.00248861j 0.0741561-0.0330282j 0.0101253-0.0324923j 0.066053+0.00303915j 0.0257972-0.010362j 0.0455461-0.00714335j 0.0361042-0.0141405j -0.0215205-0.0129694j -0.0944679-0.028783j -0.0829147-0.0519522j -0.0845228+0.0017534j 0.0509379-0.0293396j -0.0983828-0.00776318j -0.160513-0.00878152j 0.114184-0.0276474j 0.232799+0.00138417j 0.0211296+0.00440049j -0.113493-0.00415004j 0.0614854+0.00577372j -0.0258795+0.00354357j -0.000100948+0.00293332j -0.0805304+0.0103622j -0.0738073-0.00736279j 0.0134108-0.0409783j -0.012828-0.00338176j -0.0145849-0.00475336j 0.0155457-0.00949496j -0.0120003+0.00333701j -0.0519866-0.0115068j 0.0108499-0.000507044j -0.0119098+0.00962257j -0.0203128+0.00866653j -0.0125919-0.005062j 0.0129093+0.0104934j -0.00937055+0.00497681j 0.0028385+0.00445275j 0.000562351+0.00337068j -0.00427852+0.014504j -0.00664755+0.00201207j -4.54956e-05+0.00270609j 0.00156743-0.00852602j -0.00402226+0.0148178j -0.00382943+0.0109255j -0.00174026+0.0102537j 
0.00287588+0.0136946j 0.0063301-0.00999362j 0.000857743-0.00786473j 0.0136909-0.0120958j 0.010162+0.0218573j 0.0062244+0.00945108j -0.00519594-0.0356664j 0.0124295+0.0385555j 0.0263042+0.00426133j -0.000577909+0.0106697j -0.00832954-0.00160638j 0.0363529+0.0516769j 0.0416619-0.0558981j 0.0297243-0.0292078j 0.0320506-0.108168j 0.039058-0.0683073j -0.00327326+0.00160077j -0.0653328+0.148777j -0.00688846+0.0536471j -0.0380238-0.0514268j -0.00776431-0.0260126j 0.0527498-0.114374j -0.0751949-0.0719203j 0.0049452-0.161508j -0.0413217+0.0247118j -0.0847095+0.0793719j 0.0362843+0.00469287j 0.0589626-0.0128193j -0.0302221-0.0502252j -0.0970759+0.0143518j -0.0517666+0.135077j -0.0273122-0.0303364j 0.0437779+0.0354575j 0.0809691-0.146214j -0.0951812+0.0137423j 0.093422-0.0585267j 0.0438286+0.0233707j -0.0638303-0.0121029j -0.00253404-0.0461109j 0.00875253+0.0426759j -0.00639398-0.0454761j 0.0886775+0.0219628j -0.0244546-0.0659287j -0.0174602-0.0710315j 0.0224911-0.0556356j 0.036289-0.123491j -0.00804354+0.00164013j -0.0303755+0.12844j -0.00573699+0.0067869j -0.0312093+0.0734892j -0.019838-0.0965578j 0.00924177+0.0724878j -0.00293043+0.0478796j -0.00161816+0.0456663j 0.00212203+0.00238254j -0.0160043+0.0472043j 0.0327227+0.01276j -0.055562+0.0302527j 0.0601104-0.0531504j -0.0436023+0.0682146j 0.145615-0.146608j 0.0575628-0.0809601j -0.0568392+0.0606506j -0.0860166+0.159842j 0.0500435-0.03123j 0.0165216-0.0112431j 0.0156999+0.0107855j 0.00863681-0.00945197j 0.0123114-0.0211577j 0.00587234-0.0262605j 0.0194318-0.0134646j -0.0281698+0.0882761j -0.000693024-0.000113195j -0.0201077-0.0031945j 0.0112816+0.0267755j -0.00111151-0.0235711j 4.34957e-05+0.0111752j -0.00952727+0.00436611j -0.0121955-0.0118213j 0.00016951-0.0549864j -0.00149434-0.0193283j 0.00327878-0.0318836j 0.000734092-0.00162618j -0.0112953+0.00949165j 0.00422747+0.0154785j -0.000832695-0.00311015j 0.00400797+0.00280215j -0.00390025-0.00931901j -0.00514001-0.00733903j -0.00148846+0.00652601j -0.00274896-0.00323478j -0.00166129-0.00596966j 
-0.00111023+0.0319949j 0.00897681-0.0177445j -3.46943e-05-0.00447213j -0.00060448-0.0158999j 0.0108051-0.0129755j 0.00905265+0.0286331j 0.0267648-0.00611402j 0.0242748+0.00597842j 0.0729197+0.041281j -0.00766497-0.0236515j -0.0182869+0.0027629j -0.0226101+0.00303242j 0.0323197-0.0299689j 0.0614688+0.0443996j 0.0573394+0.015258j -0.0580858-0.04371j 0.0657313-0.0235127j 0.0105725-0.0126499j 0.0146677-0.0145751j -0.0537666-0.0316428j -0.0642415+0.0305768j -0.0516895+0.0125668j 0.0738219+0.0315192j 0.041347+0.0110739j -0.109558-0.0312135j 0.0203094-0.0550162j -0.0860191+0.0140178j -0.0784455-0.0570509j -0.152422-0.0139791j -0.107334-0.018943j 0.0202896+0.0933648j 0.00470703-0.0227073j 0.0486539+0.0048902j 0.0390603+0.0163456j -0.10225-0.0219652j 0.0701663-0.00315633j -0.0677953+0.0638502j -0.00474164-0.0399792j -0.155785-0.0463039j 0.0387879-0.0142179j -0.103471+0.0237945j -0.0515919-0.104857j 0.0240175-0.00119712j 0.0677185+0.00705894j -0.0458303-0.0136054j 0.188103-0.0267099j 0.0574752-0.00548354j -0.0182495-0.0336878j -0.0415772-0.00304869j 0.0288076-0.000710813j -0.0528632-0.0258786j 0.0225705+0.0150416j 0.0128433-0.00201155j 0.0316998-0.00889708j -0.0831436+0.00882087j 0.00464207-0.0476552j 0.0401567-0.0503493j 0.0746224-0.0563735j -0.110541-0.0166584j 0.142205+0.0128388j -0.214439-0.00264941j -0.0784587-0.023798j -0.0210971+0.00939836j 0.0220258+0.0440441j -0.114311+0.02609j 0.0702258+0.00479515j -0.121784+0.0122804j 0.0177057-0.00399179j -0.0247722+0.016843j -0.021744-0.00731618j 0.00119873+0.00922712j 0.0136959-0.00796796j -0.032291+0.00974352j 0.0492173-0.00457434j -0.0297763+0.00471582j 0.00538325-0.0259213j 0.0188089-0.0276833j -0.0104848-0.0136662j 0.00491086+0.00736548j -0.00978934+0.0106223j 0.0144584-0.0239651j 0.00342426-0.0304555j -0.000583561+0.0133296j 0.00639959-0.00176025j 0.00106579-0.0137765j 0.00791459-0.030374j -0.00637893+0.00865855j -0.00832583+0.00842844j -0.00792844+0.0170511j -0.0014013+0.0123576j -0.00152252+0.0128069j 0.00344986-0.00358581j 
-0.0219058-0.0233578j -0.006773+0.0555466j 0.0174123+0.0288166j -0.00937601+0.0201667j 0.026802+0.000222361j -0.0425252-0.0241951j 0.00738688+0.0256136j -0.0101122+0.0194577j 0.0197152+0.0532672j 0.0723109-0.028442j -0.0750577-0.0253207j -0.0360783-0.0104851j -0.10506-0.0558444j 0.0604246-0.0686722j 0.0358495+0.0551359j -0.0718596+0.039912j -0.0520413+0.00309654j -0.055102+0.06817j -0.143415-0.0646076j 0.0351781-0.0481928j 0.0082074-0.0985197j 0.0409668-0.109815j -0.0338216+0.0192266j -0.133318-0.0772997j 0.00131892-0.114741j -0.0137328+0.0959729j -0.0454238+0.00723529j 0.0259205+0.0127141j -0.11811+0.0171318j -0.147416+0.0571332j -0.0120431-0.0627291j 0.00646504-0.0452165j -0.0322413-0.0173855j -0.0163161-0.0170517j -0.0307777+0.113002j 0.0694002+0.0266396j 0.070277-0.0545325j -0.0184004+0.1225j -0.0263371-0.0861523j -0.000833722-0.0246856j -0.0725529-0.00892186j -0.0290417-0.0719451j 0.0128432-0.00521793j -0.000448141+0.0646562j -0.00455811+0.0176757j -0.010166+0.071632j 0.0379063+0.00289224j 0.0113801-0.021823j -0.0619141-0.0141383j -0.0328809-0.0513329j -0.0678169+0.0265279j 0.0623235+0.0394276j -0.032944-0.0499975j 0.0232102-0.00249915j 0.0166245-0.0128801j -0.001988+0.00734754j -0.0225959+0.0235253j 0.00376355+0.121049j -0.000806093+0.0105169j 0.0635286+0.0682869j -0.00927798-0.0548911j -0.0617408+0.00137881j 0.0446586-0.0426888j 0.0252769-0.0541004j -0.0373085-0.041179j -0.0268283+0.0209776j -0.00780423-0.0757535j 0.0362602-0.0299669j -0.00981518-0.0333618j 0.0090227-0.0296609j -0.0230928+0.0180286j 0.0126242+0.0223875j -0.00784976-0.00665248j -0.0146069+0.0416283j -0.0210883-0.027521j 0.01569+0.0196128j -0.0130758+0.0434224j -0.00759059-0.0110257j 0.011517+0.00601279j 0.0201923+0.00566354j -0.00311212+0.0444344j 0.00478812+0.0139547j -0.00543969-0.00117752j 0.00110767+0.00870036j -0.0109978+0.0153549j 0.0167533-0.00384731j 0.00686852-0.0325929j 0.0057957-0.0163282j -0.0108139+0.00541713j 0.00622237-0.0296563j 0.00299069-0.027961j 0.00531622-0.0102158j 
-0.00897713+0.0471911j 0.0173062+0.0238794j -0.00224899-0.0398736j 0.0214175+0.0171371j -0.0212565-0.0407325j -0.00128225+0.021375j 0.0490493+0.0256312j -0.00200615-0.0175271j -0.0123417+0.0748184j 0.0168365+0.0216276j -0.049331-0.0120956j 0.0466378-0.0162045j 0.0383462-0.0398244j 0.107697+0.11738j -0.0538019+0.00342461j 0.000747201+0.048459j 0.124808-0.041326j 0.050692-0.0890568j -0.0431784-0.050191j -0.0301411+0.00582088j -0.043596+0.0100244j 0.00702284+0.0145417j 0.0811868+0.0712698j -0.0990145+0.0816619j 0.00341895-0.045368j -0.107832+0.00253758j 0.0151564-0.0541737j 0.0431943+0.000802893j 0.0501616-0.0536428j -0.0652346-0.0408288j -0.0295002-0.0366047j -0.0104598-0.0722368j 0.02418+0.00389255j -0.102864+0.0632149j 0.100672-0.0672422j -0.0141819-0.0158123j 0.0659527+0.151683j -0.00840579+0.0231917j 0.0977964+0.016067j 0.0630562+0.0147895j -0.0659043-0.0699057j 0.0723306-0.0677238j 0.0800523+0.0729977j 0.027368+0.0622684j 0.0400811+0.0593505j -0.0433533+0.0380728j 0.0541588+0.0120134j -0.00207285-0.00901327j -0.00872778-0.00443683j 0.0547136+0.039956j -0.0338314+0.00883632j 0.000197884+0.0375256j 0.0463695-0.02491j 0.0557955+0.00360389j -0.0182785-0.0433921j 0.0185466-0.0731726j -0.0339697-0.0393586j -0.00661565-0.0848778j 0.116234-0.0422637j -0.0207119+0.0409596j 0.140427-0.0535668j 0.0677227-0.0447986j 0.00732898+0.0274533j -0.100451+0.0540913j -0.00208886+0.000602647j -0.0703114+0.0118059j 0.0139896-0.00942055j 0.00792523-0.0155056j 0.0371667+0.00996822j 0.0450963-0.0531132j -0.0121026-0.0466072j -0.00888156+0.0222446j -0.00247364-0.0201116j -0.0154835+0.0278676j -0.00927884-0.00434216j 0.00376933-0.00095788j -0.0104026-0.0291863j -0.00593587+0.00249616j -0.000496746-0.0136531j -0.00779658-0.0044029j 0.0114504-0.0101023j 0.028022-0.00701638j -0.0181952+0.0105808j -0.0180747-0.00911659j 0.00299501-0.00262438j 0.0263225-0.0225642j -0.011361+0.0152422j -0.00748479+0.0078177j -0.0125357+0.0192691j -0.00166933-0.00512933j -0.00254962+0.00525527j 0.00150132-0.00728556j 
-0.00999417-0.00401404j 0.00283967+0.0234095j 0.0134609+0.0165036j -0.0135021+0.00132033j 0.0104184-0.0158421j 0.0066993-0.0328767j -0.0172669+0.0107128j 0.0106571-0.035453j -0.0800874+0.021789j -0.021071+0.00610452j 0.0415475-0.00180175j -0.0283566+0.0140774j -0.0124035-0.00200881j 0.0652246-0.0210133j 0.0375517-0.037177j -0.014751-0.0728476j 0.0280613-0.0301356j 0.016305-0.125761j 0.0588479-0.0131734j 0.0400579+0.0366902j 0.0128192-0.126951j -0.0207428-0.0123649j -0.0714567-0.0346978j 0.106217+0.0640326j 0.120127+0.0648212j 0.033165+0.0232202j 0.0841134-0.0487871j -0.168655-0.0600776j 0.0254628-0.104258j 0.0455816-0.0322588j -0.0888527-0.0402975j 0.0253489-0.0586277j 0.0399928-0.0409495j -0.0652772+0.0138071j -0.0920384-0.0865397j 0.0863769+0.043655j -0.0339473+0.0343515j -0.129645+0.0222888j 0.0468373+0.0826233j -0.043596+0.0798476j 0.00967328-0.0525344j -0.00847419+0.0819696j 0.0640254-0.0863777j 0.00546111-0.0598402j -0.0579698+0.0617566j -0.0767756+0.0833031j -0.0248207-0.015129j -0.0612606+0.0722144j -0.0250663+0.0304698j 0.0676943+0.00437945j -0.017047+0.0281871j -0.0339987+0.00639957j 0.0596104-0.0362789j 0.0106758+0.0427209j 0.00619368-0.0166912j 0.00395721+0.0121585j 0.0531044-0.0166713j -0.010742+0.0448827j -0.0681138-0.0693259j -0.0271501+0.117621j -0.159773-0.0690466j -0.0547541-0.102253j -0.00568756+0.0896663j 0.0648468+0.111178j -0.00294666-0.0211032j -0.0249564+0.0100473j -0.0396608-0.0606336j 0.0255991-0.0297985j -0.0328186-0.0226657j -0.0118543-0.0557738j 0.0228055-0.0500026j -0.03513+0.0573661j -0.0320776-0.00481774j 0.0323151+0.039811j -0.011035-0.00343867j -0.0287653-0.0102749j 0.0274821-0.0108296j 0.0112802+0.014008j -0.00971079+0.00375766j 0.0080575+0.0117415j -0.0093199+0.000875012j -0.0174511+0.0146284j 0.00253642-0.0191392j 0.0101014-0.0105009j 0.00663068-0.031522j -0.00221577+0.0049781j -0.013522-0.000931226j -0.00590058-0.00488576j 0.000620785-0.00437141j -0.00764063-0.00315228j -0.00105351-0.00493259j 0.00829-0.00674789j 
0.000263904-0.0191638j -0.00793204+0.00061963j 0.001991+0.0279202j -0.0141907+0.0132106j 0.0186425+0.00469105j -0.00904715+0.00154335j 0.00240492-0.0272369j 0.0115438+0.00618452j 0.0508012-0.0134689j 0.0319617-0.0065012j -0.0221913+0.0368924j -0.10099+0.0184616j 0.0245451+0.0336131j -0.0108954-0.0421558j -0.00381958-0.00708804j 0.0164445+0.00509979j -0.0110425-0.0114419j -0.00539385-0.139369j -0.00798676-0.133749j 0.0100407+0.0988559j -0.00096333-0.0346512j -0.0289642-0.0762971j 0.058021-0.173236j 0.0527076-0.0252582j -0.102538+0.0686625j -0.0196536-0.0481997j -0.149465+0.0134258j 0.136188-0.000714427j 0.0219766+0.0794932j -0.113708-0.0186009j 0.0852382+0.00916006j 0.0786987-0.0324651j -0.0334443-0.124885j 0.014049+0.00377828j 0.124958+0.0176005j -0.106906+0.0439466j -0.0135712+0.0906777j 0.0731345-0.001359j -0.115847+0.0212906j -0.0604916+0.00873293j -0.0311478-0.025997j -0.0915073+0.0289702j -0.0347617-0.144939j -0.0238728-0.125777j 0.0685016+0.105429j -0.00243072-0.0805474j 0.0424457-0.0627397j 0.00652966+0.0504496j -0.0125965-0.0153042j 0.0509084-0.0536084j -0.0242724+0.0554858j 0.0116+0.0441051j 0.031399-0.0673857j 0.0335463+0.024697j 0.0241233+0.0372866j 0.0116767-0.0278833j -0.0257148-0.0714114j -0.042275-0.0488325j 0.0114543-0.0238648j -0.0424014+0.0245628j 0.0372684+0.0134845j 0.0285968-0.0625133j -0.0143298+0.0714041j -0.0211046+0.0844632j 0.0507673+0.0412329j -0.0520091-0.11308j 0.0481496+0.00577311j 0.00837307-0.0539551j -0.00602925-0.0260085j 0.00398809-0.0400293j -0.000313247-0.0214908j 0.0066339-0.00834815j -0.00845184+0.00490093j -0.0207218-0.0159135j 5.66002e-06+0.0244373j 0.00539137-0.0325026j -0.00938263-0.039423j 0.00674773+0.00129991j -0.000732026+0.0187262j -0.00162763+0.0445728j -0.00186325-0.0215163j 0.00244542+0.0243832j -0.00711503+0.000967813j 0.0057364-0.00819645j 0.000132498-0.0239511j -0.00918648-0.00134879j 0.00247699-0.0233387j -0.000525649-0.00586666j -0.00159373-0.010108j 0.000844871+0.00493242j 0.000431908-0.00278081j 0.000426884+0.00599594j 
0.00670593-0.0399499j -0.0128917-0.0305743j -0.0157079-0.0188628j 0.00257895+0.000942096j -0.0240029+0.0259403j 0.0239328-0.0128264j 0.0246514+0.00294781j -0.0507407-0.0527706j 0.00481183+0.00935554j 0.094387+0.0543702j 0.0328069-0.0547519j 0.0602354+0.0660073j -0.0597091+0.0334869j -0.0186844-0.0935459j -0.0216499+0.0478846j -0.0508684+0.00334662j 0.0383805-0.00636983j 0.0255399-0.117714j 0.00802245-0.0297208j 0.00467759+0.0447267j -0.0290798+0.0104804j 0.114113+0.00612004j 0.0767814-0.0768462j -0.157604-0.0897401j 0.0186443+0.0463579j -0.0832841+0.0023079j 0.100358+0.00296693j -0.0835735+0.0365669j -0.0524484+0.0839695j -0.0428169-0.0452335j -0.0288776-0.0137435j -0.0649641+0.0652872j 0.0767273+0.00107467j -0.00350759+0.0920555j -0.110312-0.0104528j 0.0655993+0.0517923j 0.0534813+0.00924679j -0.0186648-0.00382522j 0.100013-0.0310495j 0.0450559+0.065169j -0.0120809-0.00331094j 0.0470163+0.00907162j 0.118129-0.105091j 0.0952221-0.075739j -0.137405+0.0194844j 0.0823905-0.0275421j 0.0551778-0.0267581j -0.0202576+0.0620459j 0.00268592+0.00381531j -0.0172896-0.0942346j -0.0448365+0.0346425j 0.00037699+0.0184077j -0.0279744-0.05088j -0.0282999-0.0266073j -0.044618+0.0282247j -0.00186289+0.00770206j 0.00896074+0.00180958j 0.00751945-0.0354805j 0.0524303+0.0254947j 0.0566493-0.0209777j 0.0389778+0.0356246j 0.0301501+0.0217202j 0.00198558+0.0279108j -0.0692428-0.0105414j -0.0941064+0.0326225j 0.105992-0.0609844j -0.0523775+0.0165475j 0.0251316-0.00252528j 0.0458148+0.00355109j 0.044657+0.0167882j -0.0375943-0.0084482j 0.0191698+0.000811124j 0.0104328-0.0177869j -0.00428333-0.00612323j -0.0132198+0.0116337j 0.0433169+0.0138575j -0.0107387-0.0081224j 0.000845119+0.00734054j 0.0205686+0.00494388j 0.000855035+0.027822j 0.0237455-0.0117796j -0.018697+0.0543774j -0.00159801+0.0139104j -0.00671296-0.0139351j -0.00610984-0.0138896j 0.0102374+0.027445j 0.00777726+0.00717045j 0.00470622+0.0142293j 0.00118304-0.0203669j 0.0100832+0.0038622j 0.00902152+0.00868476j -0.00186011+0.0206585j 
-0.00636747+0.0194427j 0.00708867+0.0149059j 0.00438487-0.00486176j 0.00683779+0.00195884j -0.00247948-0.0153159j 0.0308792+0.0113302j 0.0178105-0.0110732j 0.0255652-0.0026109j -0.0298071+0.0253822j -0.00991261-0.0276404j -0.0186477-0.0380052j 0.0268378+0.0442221j 0.0297356-0.141024j 0.0444049-0.0309058j 0.0267294-0.124658j 0.0345946+0.0562412j 0.0465315+0.157147j 0.00970848-0.052207j 0.0677138-0.118721j -0.0272672-0.0676097j 0.00602743-0.00586454j -0.0815839+0.0334289j -0.0398646-0.0937813j 0.0275329-0.10624j 0.017826-0.0952054j -0.0454087+0.015345j 0.0609967+0.0795131j -0.0670172+0.127052j 0.0383967+0.0337909j 0.0607253+0.0574332j -0.0260898-0.0503j -0.038122-0.0832783j 0.044603-0.0596485j 0.00417441-0.11797j -0.0772494+0.203305j 0.0101114+0.0837603j 0.0293651+0.0986926j -0.00804629-0.144965j -0.0266954+0.214222j -0.00056071+0.0310836j -0.0501489+0.107965j 0.0140713+0.0427083j 0.0430054+0.0226602j -0.0099805+0.0273776j -0.0161018+0.0600732j -0.0399281-0.0752791j -0.000324568-0.0778174j -0.0307075+0.0667354j -0.00199811-0.0840617j -0.0182677+0.0330866j 0.0143696+0.0283635j 0.00293673+0.0264903j -0.0134404+0.036337j -0.00681771+0.0280937j 0.00653142-0.00161215j -0.000240076-0.0704941j -0.0154734+0.0324393j 0.00330761+0.00413939j -0.0149915+0.0683572j 0.00358562-0.034046j -0.00220737+0.128064j -0.040417+0.0698612j 0.0391546-0.046447j 0.0131614-0.0886539j -0.0476567+0.0633516j -0.00890484-0.0367018j -0.0235721+0.0527042j -0.0124257-0.00776335j 0.019953-0.0277509j 0.018473+0.00484743j -0.0149802+0.0377445j -0.00421877-0.00488777j 0.0114181+0.0286272j -0.00167758-0.036006j -0.000199302+0.0281369j -0.00672083+0.0132913j 0.00181199+0.000409461j -0.00282912-0.00796376j 0.00196053-0.0090252j 0.000702092-0.000811431j -0.0019988+0.00387021j 0.00444368-0.00607425j 0.00110679+0.0073858j -0.00556201-0.00850154j 0.00121251+0.00331005j 0.0112864-0.0311233j -0.00362043-0.0100398j -0.00262286-0.00627889j -0.00849997+0.0124264j 0.00519073-0.00470441j 0.000408631-0.00495095j 0.00121966-0.0059606j 
