-0.0175996-0.0686181j 0.00811612+0.0183955j -0.000159523+0.0424277j -0.029679+0.046295j -0.012061-0.0590718j -0.0158942+0.0357751j -0.0655549+0.042207j 0.0179071-0.0375763j -0.0059704+0.0301911j 0.0518271-0.0196689j -0.0311502-0.028613j 0.0149703-0.00884535j 0.0102031-0.0377751j 0.0276392-0.044922j -0.0432161+0.034291j -0.0249528-0.0126614j 0.0172453-0.00545638j 0.0375589-0.038092j 0.00237773+0.00410912j 0.0335898-0.00220479j 0.0241802+0.00256684j -0.0233864+0.0180085j 0.00304954+0.0229627j 0.00207358-0.000796338j 0.0370306+0.00584814j -0.0241347-0.0235321j 0.0489027-0.028752j 0.0251996+0.0106391j -0.019567+0.00742962j -0.00665087-0.00523494j -0.00874238-0.0111303j 0.0537042-0.0887459j -0.0463559-0.0503402j 0.0388554-0.0977571j -0.00199163-0.0312614j 0.00551529+0.0185625j 0.0868219-0.0624311j -0.0808037+0.0569246j -0.0881882+0.0667686j 0.158144-0.101428j 0.114557-0.0580103j 0.0834468-0.0364155j -0.0633683+0.00710274j 0.0322214-0.130943j 0.0357397-0.0243796j -0.0330759-0.131035j 0.208632-0.194958j 0.0916125-0.017701j 0.174505-0.0899326j -0.00911899-0.000312632j -0.0505451+0.105379j 0.0109675-0.0227751j 0.0997921-0.0427435j -0.00708026+0.00232301j 0.0119653+0.00928449j 0.0160933-0.00910514j -0.00905927+0.0291415j -0.0618112+0.0555037j -0.0181325+0.0422504j -0.015454+0.00231368j -0.0344482+0.0173597j -0.0212885+0.00224593j 0.0275077-0.04593j 0.0334447-0.0493969j 0.0185835-0.0300502j -0.0230825+0.127024j -0.122964+0.0518105j 0.0876342-0.137616j 0.113978-0.0586005j 
-0.0141536-0.000986467j -0.000214968+0.0370442j -0.0131453-0.0471195j 0.0378703+0.0202708j 0.0903406-0.0660696j 0.0504413+0.145496j -0.05686-0.0191476j 0.00300054-0.0302457j 0.0603626-0.16566j -0.0330407+0.0156427j -0.120053+0.00912797j -0.0146899-0.0678048j -0.098409+0.121492j -0.0298635+0.0590513j -0.0388395+0.0465947j 0.0418887-0.0896224j -0.088902-0.00700153j -0.0254748-0.0384582j -0.124631-0.000727138j 0.0445754-0.0264003j -0.0888039+0.0111395j 0.0898402+0.0374442j 0.0315893+0.16337j 0.0304082-0.0388772j -0.00203066-0.0534061j 0.0153875-0.0760136j -0.11335+0.0660214j -0.0752832-0.0528992j -0.00490555+0.0445265j -0.159939-0.0319418j 0.0706442+0.0856172j 0.125245+0.0881867j 0.126649-0.103689j -0.0385686-0.150283j 0.0392167+0.0165109j 0.0926395-0.0266447j 0.0372526-0.0495066j 0.0614847+0.00236801j -0.030664+0.0163239j 0.0332787+0.00152213j 0.00127404+0.030557j -0.00310357-0.0326861j -0.0307865-0.0210178j -0.0152838-0.00640306j -0.00700675+0.0117676j 0.078048+0.0319301j 0.0201184+0.0381156j -0.00740984+0.0262165j -0.0129904+0.00566671j 0.0391221+0.00804744j 0.00263833-0.0116525j 0.00447328+0.0175326j -0.0158646+0.00796785j -0.0134965-0.00269712j 0.0180704+0.00231203j 0.000621592-0.000978252j -0.0177849+0.00199238j 0.0153683-0.00836036j -0.00774834-0.0064314j 0.0444531-0.0120694j -0.000227233+0.0219208j -0.0204495+0.0044894j -0.00859317+0.0364366j 0.0417182+0.0400237j 0.0346542-0.00890567j -0.00579035+0.0192628j 0.0173236+0.020678j 0.0209398+0.0138233j -0.000165323+0.00674856j 
0.00847576-0.0117199j 0.0269303-0.00435744j 0.0437883-0.0216452j 0.0271099+0.0219685j 0.0147041+0.0230298j 0.11239+0.0334665j -0.0529398+0.0673773j -0.0175847+0.0489977j -0.0518192-0.0254976j -0.0903838+0.040928j -0.0617136-0.10087j 0.0108392-0.0459572j -0.0195129+0.0900551j -0.021162-0.00855245j -0.0991023+0.0187899j -0.00909408+0.0857836j -0.10358+0.0217522j 0.0801873-0.0850238j 0.01129-0.038644j 0.112525+0.0481592j -0.0622756+0.0127651j 0.0326917+0.0326098j -0.104056-0.103412j -0.00795021+0.0961502j 0.186147-0.0348924j -0.0451576-0.0981695j 0.0344401+0.0380266j 0.0188419+0.0362228j -0.0129112+0.101357j -0.16729+0.00674628j -0.0635248-0.0147771j -0.0925114+0.0566178j 0.0500824-0.00591114j -0.00454653-0.0792075j -0.00225122-0.032058j -0.0141358+0.0261674j 0.032574-0.0305729j 0.0251961+0.000804167j 0.031968+0.017575j -0.0613168+0.00945777j 0.0210762-0.0305626j 0.00179677-0.0439903j -0.0398425-0.0236232j -0.025208+0.00697566j 0.00416276+0.00603108j -0.00195682-0.0454221j -0.034778-0.0111145j -0.0103498-0.00408101j 0.0234598+0.0249317j -0.0193659-0.0157357j 0.010333-0.0102695j -0.0131069+0.0271914j 0.0113901-0.00112319j 0.0108231-0.0254916j 0.0225174-0.00120369j -0.015954+0.00671564j 0.00286562+0.0224717j -0.0178487-0.0221611j 0.008155-0.0207124j 0.00909636-0.00462811j -0.0134533+0.0143277j 0.0251929+0.0168216j -0.00460019-0.0188895j -0.0205432+0.0112644j 0.0092087-0.0135654j -0.0103461+0.00975005j 0.0254387+0.0106178j -0.0153646-0.00445662j 0.00454035+0.00934551j 
0.00343728-0.00960363j -0.00494304-0.00793583j -0.029968+0.024809j 0.0160375-0.0639796j 0.0573482-0.066654j 0.0657829+0.0049934j 0.00441727+0.140706j -0.0387276+0.109114j 0.117097+0.0316788j -0.0410314+0.0128999j 0.0835224+0.0288307j 0.0973599+0.135947j -0.195112+0.0343325j -0.101637+0.0869049j 0.0118502-0.0551991j -0.010908-0.0909428j -0.157323-0.0141055j -0.0475838-0.120459j 0.0866293-0.0260468j 0.0143313+0.0111118j 0.0251489+0.0223805j -0.146903-0.104252j -0.0159338+0.174202j -0.160007+0.217339j 0.0283022-0.00698616j 0.0526038+0.0862775j 0.0975894-0.013134j -0.206602+0.116907j -0.0279272+0.129356j 0.090504-0.0311012j 0.0178879+0.0148714j 0.153233-0.0183236j -0.0513649+0.0288605j 0.0552218+0.0710948j 0.0589038-0.0177962j 0.00675716+0.0234003j 0.0253593+0.0547052j 0.0161163-0.0481543j -0.0150221+0.033721j 0.000590397-0.0342589j 0.018549-0.043717j 0.00104824-0.0305282j -0.013701-0.0229485j 0.0215893-0.0261261j -0.0197429-0.00494762j -0.0386647+0.0178338j -0.0140096-0.01887j -0.0189096-0.0098525j -0.00416406+0.017702j 0.00832453-0.0235984j -0.0243503-0.00576821j -0.0257047-0.023073j 0.00703806+0.00582418j 0.0138508+0.00323115j -0.00700304+0.0207322j -0.0029539-0.0190407j 0.0177813+0.0222372j -0.0012501+0.0152891j -0.0152679-0.00216582j -0.00682545+0.0246358j -0.00328181-0.00246516j 0.00207111+0.00845874j 0.00592452-0.00598289j 0.0104101-0.0072754j -0.00695959+0.00579419j -0.00646726-0.0072753j -0.00434091+0.0128241j -0.0063089-0.0145818j -0.00827597+0.00280803j 
0.00064365-0.0186037j 0.00106466+0.0146051j -0.0230078-0.0254762j -0.0374356+0.0207045j -0.0481854+0.0337086j -0.057125-0.0498964j 0.0391255-0.108315j -0.0891771+0.0838436j 0.0594971+0.094826j 0.0380465-0.00870799j 0.159055-0.0384111j 0.129556+0.0319263j 0.0909061-0.165073j -0.0269978-0.0187973j -0.0101591+0.155717j 0.0480894+0.0327033j -0.0184842+0.178148j -0.058801-0.0788621j -0.0762812-0.142394j 0.0659574-0.031292j -0.0288549+0.0531062j -0.12735-0.0997551j 0.152149-0.074638j 0.15701+0.020564j -0.0283733+0.0440113j 0.0587707-0.154954j -0.0634551-0.0308884j 0.0500627+0.0378402j -0.00806553+0.0875135j -0.0271826+0.101967j -0.0010304-0.0663239j -0.0469088+0.0477869j -0.0541302+0.035829j 0.116455+0.0609117j 0.0650579-0.0879814j 0.000823827-0.0329539j 0.0111196+0.0234256j -0.0158209+0.030914j 0.0222287-0.0808097j -0.00291136-0.00587214j -0.0162567-0.0739033j -0.0289589+0.00562844j 0.0425281+0.0306894j 0.0343327-0.00440337j -0.0356498-0.0176217j -0.013117-0.000677212j -0.0141073+0.012042j 0.00267365-0.00443269j -0.00665814-0.011666j 0.00111732-0.00508798j 0.0152854-0.0250442j -0.0161117-0.0149868j -0.00499171+0.0111085j -0.00137655-0.00127174j -0.00883003+0.00712836j 0.00545188-0.0046212j 0.000874889-0.00331867j -0.0075556+0.0105793j -0.0204951-0.0100064j -0.0040832+0.0210849j -0.0173207+0.00213314j 0.000996481+0.0140002j 0.0197973-0.0265248j -0.0308822-0.0159471j 0.00421742-0.00831688j -0.00623726+0.000481394j -0.0020542-0.0180638j -0.00103661+0.00604825j -0.00886008-0.012173j 
0.00655566-0.0193722j -0.0330003+0.00721296j -0.032095+0.0350699j -0.0451828-0.0161418j 0.0385543-0.0921315j 0.0802943-0.0640181j 0.046486-0.00782248j 0.0812352-0.0162985j -0.0195612+0.0551019j -0.000922747+0.0816277j -0.118695-0.0417173j -0.011856+0.0296246j 0.0881278-0.0103099j 0.0991948-0.198128j -0.0210712+0.0376807j 0.0869604+0.0910855j -0.0881457+0.111941j 0.216734+0.0304784j -0.028769+0.0384591j 0.105831-0.2215j 0.0607786-0.0140209j 0.113526+0.0653406j -0.0119549-0.116865j -0.162724+0.0354346j 0.0579432-0.0304909j 0.0834609-0.0141336j 0.121618-0.00430867j 0.0220298-0.0111187j -0.0508094-0.0602772j 0.0587422-0.00197516j 0.0295446-0.00310263j -0.0672695-0.0154124j 0.0318332-0.0745411j -0.0023655-0.00108358j -0.0251212+0.00670963j 0.0129809-0.00475095j -0.0178206+0.0588205j -0.023108+0.000809708j 0.00834708-0.0170413j 0.00510471+0.0858104j -0.0212168-0.0379252j 0.00633855-0.0165415j 0.0114707+0.0711488j -0.021417+0.0183918j 0.017645+0.0128611j 0.0106745+0.00874533j -0.0406504-0.0169847j -0.000836648-0.0611745j -0.0127181-0.0430747j 0.0498003+0.00624912j -0.0378761-0.0242295j 0.0171062+0.00223259j -0.0237806-0.0267848j -0.00976717-0.01682j -0.00823818-0.0232363j 0.017374+0.0132295j 0.00737868-0.000941871j 0.0220292-0.00762827j 0.0150396-0.00810248j -0.0107684+0.00866014j -0.00701191-0.0163782j -0.011675-0.0127192j -0.00656496+0.0198636j 0.00801934+0.005439j 0.00432653-0.0126264j -0.00336181+0.00527932j -0.00257733-0.00610499j 0.0118649+0.00080542j -0.0122009-0.0313064j 
-0.0154717-0.0320687j 0.0221184+0.00327108j -0.00164126-0.0872821j 0.0751587+0.0438312j -0.0359829+0.0406154j 0.0171766-0.00333957j 0.0511006+0.0223064j -0.130193-0.0231354j 0.0298276+0.0403386j 0.0377915+0.00612342j -0.0872794-0.173249j 0.112613+0.0611306j 0.0877617-0.0874803j -0.0375374+0.0333506j -0.0276079+0.13167j 0.022065+0.0458108j 0.0767567+0.058039j 0.0173711+0.0241905j -0.130698-0.169187j 0.0344366-0.0158529j 0.172829+0.0836281j -0.071472+0.0631075j -0.0374051-0.0695825j 0.0292254-0.097432j -0.106857-0.0730444j -0.0605864+0.0303404j -0.0418558-0.102877j -0.067379+0.0105545j 0.113454-0.0136962j -0.102964-0.122596j -0.0869999+0.108768j -0.0440441-0.0381444j 0.0199137-0.0163422j 0.0316823-0.0232094j 0.0523507-0.00091726j -0.00446046+0.0967365j -0.0225103+0.0242034j -0.0435636+0.0322571j 0.0133187-0.0241716j 0.00586925+0.00397885j 0.00421692+0.00770085j -0.0246306-0.0440051j 0.0425452+0.0175904j -0.00938014+0.00599853j -0.0108129+0.00541649j 0.00928703-0.00660212j 0.0161032+0.039517j -0.017813+0.00333108j 0.0185297+0.0166044j 0.0352726+0.0151881j 0.0270035-0.00930891j 0.00980895+0.00456707j 0.00112638+0.00228535j 0.0159842+0.0210532j -0.000215628-0.0103263j 0.0141173+0.0167451j 0.00590068-0.0104515j -0.00277789+0.0171741j 0.00285713+0.00566867j 0.0115269+0.027387j 0.0079204-0.0100527j -0.0125366+0.00278199j -0.00469504+0.0047949j -0.0134852+0.0245479j 0.0204152+0.00788825j -0.0187388+0.0153353j 0.0187687+0.0316594j -0.00543671+0.0170429j 0.00447697+0.0148856j 
-0.00564259-0.0162969j 0.0437817+0.051621j -0.046322-0.0656131j 0.0279864-0.0519962j -0.017573-0.00356588j 0.107935+0.0466492j -0.026909+0.107484j -0.0659234+0.00179356j -0.0584186-0.0191702j 0.0431023+0.138949j 0.0155763+0.0596452j -0.00666844+0.0623394j 0.062035-0.0522854j 0.0283106-0.150885j 0.0285414-0.0290125j -0.107645+0.144539j -0.111676-0.0176029j -0.0854798-0.0775352j 0.0757254+0.0117625j -0.0867521-0.0803667j 0.0093557+0.064291j 0.0856606-0.0136272j 0.06303-0.0798461j -0.0158435+0.0622004j 0.0537586+0.0194908j 0.0383992-0.0259693j -0.00844354+0.098436j -0.0392753+0.0874419j -0.0385966+0.022112j -0.0835964-0.0219892j 0.0840262+0.00589373j 0.0795369+0.0351357j 0.0696363-0.0621467j 0.043462-0.0272579j 0.028843+0.0652825j -0.070614+0.03928j -0.00352629+0.00578366j -0.052959-0.0033122j 0.0293053+0.0146645j 0.0297639+0.0349579j 0.0121605+0.000444077j 0.0498913+0.00255288j 0.0151183+0.00625772j 0.0140339+0.0083907j -0.0106194+0.0136349j 0.0375027-0.0197585j 0.0103832+0.0306372j -0.0313746+0.00160018j 0.0276175+0.0377552j 0.0123004-0.00403767j -0.0274009+0.00407454j -0.0227251-0.00374022j -0.0160441+0.0160666j 0.0051627+0.00901379j -0.0209831+0.016608j -0.0112144+0.0022984j -0.00334326+0.0145636j -0.00985788-0.0100449j 0.00217506-0.00816234j 0.00615327-0.00798292j 0.00454689-0.0142482j 0.0211583+0.0226508j 0.0126725-0.000485797j 0.0190791+0.0096947j 0.0110124-0.0152848j -0.024715+0.00959106j -0.0134524+0.0110263j -0.00339533+0.00612435j -0.00711999+0.0203518j 
0.0413133-0.0268417j 0.00638082+0.00752185j 0.0614377-0.0070435j -0.0289738+0.097489j -0.0793606-0.0843317j 0.122979-0.110961j 0.132114+0.0131552j 0.102673+0.0125445j -0.0446726-0.00811063j -0.0907136+0.0313624j -0.122292-0.0942466j 0.0979081-0.184831j -0.0680925-0.039395j -0.0472442-0.268938j -0.114648-0.00602935j -0.0227009+0.04438j -0.08722-0.0527896j 0.137308+0.00550022j 0.00551948-0.0530489j 0.0180223+0.242684j 0.0834176+0.0399635j -0.0196519+0.0734009j -0.08829+0.0263649j 0.0887741+0.0286514j 0.0665107-0.0179137j 0.0349324+0.0979195j 0.178992-0.0216534j -0.124379+0.0446819j 0.00921175+0.0653469j -0.0984197+0.0815067j 0.051018-0.0605717j -0.0596186-0.00965899j 0.012805+0.00111154j -0.02407-0.0762551j 0.051419+0.0390322j 0.0415961-0.10675j 0.0318149-0.00246281j 0.0675049+0.0782896j 0.0313469-0.0295277j -0.0176313+0.00660672j -0.0275981-0.0489669j 0.00878424-0.011425j 0.00170593+0.0395916j -0.0228274+0.0113439j -0.00290073-0.00796818j -0.00756737-0.00131312j -0.0434501-0.0115523j -0.00333161+0.00477156j 0.00262533-0.00342919j 0.0302924-0.0122233j 0.0434254-0.00622672j -0.0115484+0.0119721j 0.000672953+0.0122776j -0.00995563+0.00855875j 0.0023344-0.012806j -0.0194246-0.00999579j -0.00435616+0.0216261j -0.0103912+0.0251176j -0.031882-0.012602j 0.00274038+0.0146464j -0.0132974+0.0260919j -0.0134802+0.0123951j 0.0142379+0.00579216j 0.00100571-0.0166086j 0.00145626-0.0255752j 0.00333001+0.0140091j 0.0272096+0.00237738j -0.0153525-0.00539359j -0.0151709-0.0027755j 
0.0504003+0.0294742j -0.00830933+0.00740057j -0.0223162+0.00353396j 0.0662299+0.0253427j 0.00281002-0.0124558j -0.0279646+0.056243j -0.0265327+0.0725517j -0.134108+0.0126675j -0.0880107-0.0241281j -0.116617+0.00216624j -0.0388441-0.0624899j 0.00421417+0.159376j -0.0260051+0.187306j -0.146366+0.0439035j -0.111515+0.143199j 0.0474186+0.00872305j -0.0241083+0.0182779j -0.034098-0.0765478j 0.0277677+0.00321988j -0.0433456+0.071418j 0.0125365-0.145351j 0.0326591-0.07039j -0.0733184-0.161696j -0.125496+0.0858805j -0.088741+0.0554567j -0.0323906-0.00156824j -0.126224+0.0801748j -0.0127757+0.0414424j 0.00918217+0.0514869j -0.114146-0.0506541j 0.0127996-0.00881549j 0.0779673-0.00897291j -0.0664924-0.0883998j -0.1056+0.0225865j 0.0396238-0.0301083j 0.0437918+0.0482517j -0.0516022-0.0297015j 0.0301401-0.0191965j 0.00118436+0.0272378j 0.0217305-0.0316607j 0.00334738-0.0228652j -0.0349797-0.00114659j -0.035609+0.0187693j -0.0162048+0.00926725j 0.0242111-0.00700366j -0.00203723+0.0100271j -0.00762975+0.00107188j 0.0264204-0.0170926j 0.0157868-0.0211893j 0.0232014-0.00995414j 0.0119224-0.0121052j -0.0101233-0.00310433j -0.0152773+0.00177614j -0.0189186-0.00193243j -0.010129+0.0314858j 0.00777608+0.0149765j -0.00731113+0.00561835j -0.0045373+0.00149822j 0.0041437-0.0110829j 0.00590717-0.00584013j 0.000793407-0.0024889j -0.00476893+0.00934722j 0.000771443+0.0145619j 0.0323027-0.0153486j -0.00997621-0.00629019j 0.0223758-0.00268569j 0.0120319+0.010302j 0.00201474+0.000566441j 0.000593007-0.00540788j 
0.015481-0.0258645j 0.0189705+0.0251139j 0.136101-0.0661891j 0.021174+0.0354678j 0.0475517-0.0958083j 0.0961866-0.0981313j 0.000306289+0.0366576j 0.0791045+0.0303255j 0.0200116-0.0477829j 0.00653359+0.0990399j -0.0161637-0.0280076j 0.0258962-0.0027126j 0.0619251+0.0192092j 0.0754331+0.125568j -0.0454743+0.241741j -0.0316176-0.151731j 0.125012+0.0384632j 0.108129-0.0600908j 0.0467763+0.0199936j 0.226012-0.0233359j -0.0758006+0.0787762j -0.112875-0.0175533j -0.161056+0.0181147j -0.0473728+0.099605j 0.00668292-0.0502852j -0.0282654+0.078465j 0.0456603+0.0207352j -0.101837-0.0613397j 0.100045-0.0552456j 0.0587917+0.0724087j 0.151331+0.00436131j -0.00601718+0.0110457j 0.0149536-0.0582038j 0.0118177+0.00435942j 0.00919361-0.0477344j -0.0273669-0.0125507j -0.00569942-0.0217283j -0.0539914-0.0217868j 0.0696736+0.0117483j -0.0313695-0.010024j 0.00334409+0.0100342j -0.0102165+0.0204997j 0.00240018+0.0232083j 0.0252655-0.00239468j 0.00408069-0.00140709j -0.0621282-0.0529891j -0.00200647+0.0341291j -0.00671496+0.0241348j -1.26271e-05+0.0286217j -0.00466011+0.00354362j 0.000482918+0.0142487j 0.00342047-0.00566197j 0.014876+0.00385657j -0.0159222+0.0089482j 0.0155536-0.0244499j 0.00191796-0.0187023j 0.00975537+0.00892943j -0.0135251-0.00715918j 0.00071796-0.0088597j -0.0382526-0.0299614j 0.0211615-0.0196589j 0.0112819+0.00666842j 0.0415812+0.00241572j 0.0107069-0.0144663j 0.00442908-0.00943575j -0.0302517-0.000584694j 0.0220717+0.0047546j -0.0201175-0.0198298j -0.00702236+0.023131j 
0.0291831+0.0416731j -0.0426582+0.0314377j -0.0205695+0.0231834j -0.0244379-0.0669871j 0.0389842-0.0410775j 0.0339413+0.000386251j -0.0130164-0.0801572j 0.116742-0.0600804j 0.0594926-0.0937219j 0.0223515+0.0140315j 0.214364+0.0542198j -0.0215219-0.136152j 0.0375568+0.0053691j -0.225725-0.00521911j -0.168522-0.0558777j 0.139283+0.129756j -0.0557675+0.13349j -0.0711738+0.204129j 0.0907098-0.165695j 0.0129811+0.159197j 0.0209757-0.00558984j -0.0428552+0.0146982j 0.0175978-0.00269044j -0.0543711+0.181958j 0.0474523-0.00124319j -0.0985248-0.0317882j 0.065415+0.00734452j 0.124769-0.0724477j 0.00331365-0.0259049j 0.118865-0.0348796j 0.0121499+0.00586076j 0.0863643-0.00960187j 0.000910343+0.021017j -0.00832951-0.0324254j 0.0553134+0.0216982j -0.0101265-0.0766395j 0.023028-0.0064196j -0.0219501-0.0135184j -0.00141658-0.0246928j 0.0279808+0.00627564j 0.00432961+0.00250666j -0.0248752-0.0105405j -0.0221459+0.0374094j 0.025768-0.0315557j -0.006303+0.0104493j 0.00230269-0.0186886j -0.00696977+0.0213369j 0.00562328+0.0203048j 0.00917121+0.0271976j 0.014194-0.0118255j -0.0261732+0.0211639j -0.0172708-0.00506687j 0.00982722-0.0156459j -0.0141306-0.00358589j 0.00894144-0.00658998j -0.00499562-0.0108464j -0.0051957+0.00338297j -0.00811303-0.00983117j 0.00329767-0.0194582j -0.0121358-0.0117709j -0.000278891-0.00286106j 0.00426643-0.0100248j 0.00564929+0.0182944j 0.0291521-0.0121079j -0.00373308-0.00419937j 0.00136305-0.00327177j -0.00757185+0.00248317j 0.0130303-0.0108628j -0.00293183+0.00423617j 
0.0207848-0.0100697j 0.035205+0.0254094j 0.0180314+0.00454652j 0.065679+0.0329761j 0.0141604+0.0585177j -0.0471868+0.0522041j -0.12037-0.0627009j 0.0911302+0.0453726j 0.0311407-0.0180925j -0.00236992-0.0128875j -0.0595461-0.0719281j 0.0419057-0.0160398j -0.138539-0.0292402j -0.112551+0.0265982j 0.00592915-0.0308134j -0.0539257-0.0484305j -0.0207998+0.0431551j 0.0571049-0.0479399j -0.0379156-0.022343j 0.100198+0.0212416j 0.0720697-0.0575401j -0.0990997-0.0152965j -0.0849034-0.0910954j -0.0465141-0.0618749j -0.00800657-0.0888906j -0.108008-0.0270183j 0.0688854+0.0644458j -0.0461619+0.161633j -0.0672768+0.0489024j 0.0234026-0.0187046j -0.0151163+0.0406065j -0.0277225+0.00626264j 0.0217265+0.0153605j 0.0244076-0.0180872j -0.053304-0.035216j 0.0194362-0.00600578j 0.0425787-0.00527579j 0.0102503-0.0137066j -0.0298216+0.0120206j 0.0156325-0.00841877j 0.0209045+0.00858183j 0.0289308+0.01171j 0.0177129-0.0558162j 0.00804055-0.00642985j -0.000298915-0.000920932j -0.0209025-0.0438254j 0.0158796+0.0105665j 0.0103724+0.00730266j 0.0199012-0.00355921j -0.00645757-0.0106861j -0.0184241+0.00292487j -0.015347+0.00554783j 0.0264958+0.00796325j 0.0101077-0.0102644j 0.00226576+0.00945951j 0.0060251-0.0103632j 0.00355254+0.00361778j -0.00821908-0.0166556j 0.000564775+0.0115087j 0.00314772+0.00621304j -0.00498157+0.00851032j -0.0189937+0.0223151j 0.00325826-0.0111326j -0.0127538+0.00118588j 0.00923545+0.00112155j -0.00305773-8.00777e-05j 0.00153283+0.00284668j -0.00112711-0.00920717j 0.0104035+0.0173467j 
0.0417651-0.038784j 0.0288243+0.0310388j -0.0258061+0.036705j -0.0472923-0.00459222j 0.0440236+0.00801167j -0.192295-0.0932265j 0.0673477-0.1593j 0.0613104+0.0215414j -0.0174844+0.06853j 0.037329+0.0565771j 0.0722368+0.00175971j 0.00055605-0.00380223j -0.223727-0.0032262j -0.0177167-0.0441308j -0.0125642-0.0821029j -0.0197134-0.0815768j -0.00913276-0.0256073j -0.0244209-0.130287j 0.121075+0.110246j -0.0224365+0.0207313j 0.0953795-0.0409443j -0.0615479-0.0461142j 0.0482916-0.0147918j -0.0823433+0.00445398j -0.0497509-0.0590025j 0.0918959-0.0403213j -0.125088-0.0531522j -0.0435147+0.12856j 0.00422175-0.063414j 0.151631-0.0286567j 0.0868428-0.0242986j -0.00746591+0.0304815j 0.0224666-0.023562j 0.00549194+0.0047759j 0.0492089-0.0302629j 0.0302257-0.000876682j 0.0105114-0.0237191j 0.0474992+0.000937003j 0.00324312-0.0459338j 0.0136092+0.0197747j -0.0211237+0.0407998j -0.0188526-0.0101615j 0.00455298-0.0245374j 0.00933346+0.0201261j 0.0369423+0.00917003j 0.00091379+0.0314308j 0.00460691-0.0162226j 0.00984184-0.0125739j 0.00224687-0.0209219j 0.0149598-0.000589163j -0.00691431-0.011569j 0.0147262+0.0077455j -0.000717536-0.00337228j -0.000900243+0.0025491j -0.0142931-0.00787206j 0.00699749+0.0260639j 0.0151193-0.00139874j 0.0244268+0.00184895j 0.00259635+0.0125717j -0.0119269+0.0173396j 0.00126403-0.0102279j -0.014751+0.00825916j 0.0143226-0.00309204j 0.0101473-0.00699981j -0.00786847-0.0107089j 0.00820253+0.0152954j 0.00822088-0.0168382j 0.00901785+0.0103379j -0.0041159-0.0129618j 
-0.0169106-0.0189874j 0.0137549+0.0188392j 0.121986-0.0645884j 0.0476795+0.0987583j -0.116062+0.0714854j -0.0424648+0.0248251j 0.00266367-0.0257895j 0.0835024-0.149425j 0.0767762-0.00417255j 0.0121696+0.00624663j -0.181451-0.0249285j 0.136854-0.0502287j 0.0636971-0.0165245j -0.0469107-0.17458j -0.020341-0.073259j -0.15895+0.129689j 0.00761133-0.215566j -0.0451501-0.0233597j 0.16788-0.0367584j -0.0651222+0.205881j 0.00741059+0.0112294j -0.0451971+0.0485838j -0.109055+0.0440206j 0.044235-0.12943j 0.0247763+0.00620372j 0.0422301-0.0243413j -0.00737901-0.0297394j -0.0431104-0.0496637j 0.0520287-0.0117106j -0.0242049-0.0116008j -0.0888593-0.00401807j -0.0318591+0.00859123j -0.025845-0.014691j 0.0703239-0.012651j -0.048413+0.0352767j -0.0103097-0.0273037j 0.0184456+0.00297113j -0.0391058+0.00247858j -0.0265782+0.0250439j 0.0173147+0.0374319j 0.00374413+0.0186268j 0.0353768+0.052771j -0.0189329+0.00990311j 0.0178175+0.0267865j 0.0178218-0.0124664j 0.0124697-0.0154448j 0.00886462+0.0100585j -0.0351842+0.0283165j -0.00387061+0.0169311j -0.0220447-0.00892935j -0.0105057+0.00748917j -0.00643514-0.0125875j -0.016009+0.0171566j -0.00504561+0.0221365j 0.0155174+0.00571812j 0.00269914-0.0163895j -0.0164472+0.00530905j -0.0150756-0.000693368j -0.0101707+0.00610705j -0.00310733-0.0153852j 0.00770005+0.0085205j 0.000163032+7.17525e-05j -0.000873614+2.95714e-05j -0.0208071+0.00376703j 0.00561893+0.00987547j -0.0118665-0.0109162j -0.0232505+0.0030397j -0.00370695-0.000271047j -0.00495523+0.022075j 
