0.00186963-0.00373413j 0.00412246-0.00450346j 0.000400508-0.00131484j 0.00284894-0.00417175j 0.00174543-0.00123119j 0.000827831+0.00354479j 0.00257112-0.00105876j 0.000231709-0.00153964j -0.0024308+0.00115292j -0.0017296-0.00018194j -0.00276525-0.00128541j 0.000115798+0.000796966j -0.000677168+0.000206135j -0.000121532-0.00275051j -0.00141149+1.96681e-05j -0.00176254-0.000164412j 0.000150269-0.00108276j -0.00216828+0.000415029j 0.00318866+0.000343791j -0.00150255+0.000214874j -0.000208071+0.000766871j 0.000666377+1.45782e-05j 0.00489668+0.000344149j -0.00312891-0.0008094j -0.00255107-0.000470087j 0.0012944-0.000298471j 0.000989909-0.000656683j -0.00152848+0.000417859j -0.00302364+0.000330993j -0.00122484-0.00091954j -0.00195283+0.000343992j 0.00176512-0.000496478j 0.000484968+2.12135e-05j 0.0019005-0.00161869j 0.00186217-0.00115464j -0.000281616-0.00015995j -0.00160725+0.00063553j -0.000600184+0.00058693j 0.000162911-0.00153047j -0.00100657-0.000427767j -0.00405706-0.000812599j -0.00234196+0.000144971j -0.000261842+0.00082909j -0.0013428-0.000417684j -0.00203007-0.000706211j -0.000517558+0.000794437j -0.00371662-0.000426047j 0.00243555-0.000465368j 0.000455136-0.000295596j 0.000149996-8.75914e-05j 0.00262333+0.0013883j -0.00262796+0.000489286j 0.00186036-0.000989981j 6.86248e-05+1.82406e-05j -0.000951273-0.00030544j -0.000238444-0.00146616j -0.00526456-0.000889949j -0.00531057-0.000529196j -0.00624025+0.00228411j 0.00564864+0.00148818j 0.000554712+0.000502243j 0.00230282-0.0027028j 0.00118244+0.00310683j 0.00554437-0.009107j -0.0186336-0.00130989j -0.019005-0.00973028j -0.0471798+0.005612j 0.0221406+0.00896443j 0.00631312-0.00856841j -0.302355+0.00254497j 
0.02777+0.0194111j 0.0317018-0.0223754j 0.00752929-0.0216856j 0.0215637+0.0148131j 0.0143928-0.0116481j 0.0278179-0.00477372j -0.00552502-0.00771426j 0.0350341-0.00196876j 0.0113921+0.000735874j -0.0417915-0.00796089j 0.108018+0.00131609j -0.0900995-0.0114688j 0.0543021-0.00690389j -0.0365656+0.00390978j 0.0644365+0.00187972j 0.0254758+0.000188328j 0.0495959+0.00426897j 0.0414701-0.00263302j -0.0126531-0.00524154j -0.0294307+0.00230366j 0.0496589+0.0168793j -0.00325078-0.00752927j -0.0945461-0.00112435j 0.0547452+0.00330703j -0.00354597-0.00645356j -0.0309744+0.0028718j -0.0270357-0.00526858j -0.000938735-0.000493952j 0.0197248+0.00428076j -0.00145764+0.00229058j -0.00155388-0.00342339j -0.0382903-0.000599234j -0.0366234+0.000303005j -0.0259109-0.00560471j -0.0058267+0.00509839j -0.000163778+0.00368052j -0.000226986-0.00251287j 0.0049519-0.00189761j -0.00684931+0.00283011j -0.00840152+0.000654075j 0.0124085+0.00181427j 0.0155708+0.00120696j 0.0129191+0.00408906j 0.0103275-0.00278503j -0.00718856-0.004256j -0.00783311+0.0105002j 0.00372649+0.00360796j 0.0322767+0.00134219j -0.0072947-0.00244311j -0.00382226+0.00511816j -0.0348601-0.00222937j -0.0131447-0.00423504j 0.00523875-0.00341922j -0.0044923+0.00405191j 0.00786598+0.00296502j -0.00789281+0.00559697j -0.0240722-0.00397776j -0.000704113+0.00423755j -0.0178032+0.00196766j -0.0120811+0.00177378j 0.0209041-0.00521162j -0.015304-0.00492604j -0.00836729-0.00397827j 0.0112326+0.00133086j 0.0226394-0.00130624j -0.00754242+0.00283642j 0.00984242-0.00130484j 0.00281356-0.00245799j 0.0112431+0.00946783j -0.0101313+0.00295841j 
-0.0136807+0.0291867j 0.0410464+0.00380989j -0.00347817+0.0250051j -0.0104806+0.0100879j -0.0250813-0.0179435j 0.00711624-0.0155016j -0.00300317+0.00869668j 0.0291759-0.00163676j -0.0863079+0.00237433j 0.134233+0.00137053j 0.0583548-0.00540311j 0.0558002-0.00173276j 0.025915+0.00427233j 0.077681-0.00393106j 0.0566311+0.00687184j -0.0613523+0.00537512j 0.00872716-0.00488683j -0.00563979-0.0101243j -0.0304013-0.00717659j -0.00104957+0.0065894j 0.00369829+0.00809363j -0.0190079+0.00186337j 0.0367953-0.00265128j 0.0189828-0.00933304j 0.0160576+0.000980104j 0.0290933-0.00441969j -0.0329766+0.00295481j -0.004776+0.000383861j -0.0532359+0.00598135j 0.013519-0.000385084j -0.0360771+0.00305783j -0.0070194-0.00342058j -0.029192+0.00716684j 0.016901-0.00131089j -0.0197763-0.00550809j -0.0399716+0.000380726j -0.000834278+0.000143472j -0.0107713-0.00301861j 0.0166835-0.00391599j 0.0135112+0.00238706j 0.0132563+0.00163076j 0.0180887-0.00133893j 0.00572615-0.00143361j -0.0056026+0.000860729j 0.00911193+0.0020777j -0.00172596-0.000586096j 0.00653936+0.000581597j -0.0133989-0.00330676j 0.00119689-0.00267915j 0.00376817+0.00103954j -0.00125495-0.00242655j 0.00611672+0.00173012j -0.00210728-0.00130486j -0.00747629-0.000596198j -0.00246404-0.000954685j 0.0076282-0.00251134j 0.0131776+0.00516239j 0.0140908+0.00118063j -0.00315406+0.00286527j -0.00518923+0.00352266j -0.0111025-0.00315425j 0.00481422+0.00308554j -0.00692061-0.00307446j -0.0020656-0.00158616j 0.00219161+0.00329791j 0.00809627+0.00281058j 0.00558205+0.00406771j 0.00402274-0.00431528j 0.00495521+0.00247861j -0.00461531+0.000379902j 
0.0267622-0.00300481j 0.00136071-0.0190823j -0.000332858+0.003851j -0.0125226+0.0139302j 0.0342601-0.00390599j 0.0159826+0.00466493j 0.0575395-0.0133457j 0.0170815-0.00508813j 0.139011+0.00431817j 0.0299131+0.00938296j 0.0804062+0.00225222j 0.0742696-0.00682597j -0.00695042+0.000983599j 0.0434367-0.00814014j 0.0280869-0.00712067j 0.0744663+0.000780062j -0.0275224-0.00229648j -0.0140201+0.00319022j -0.016253+0.00354257j 0.0160784+0.00353448j 0.0343919-0.00688768j -0.0302252-0.000496571j 0.0414288+0.000410796j 0.0197057-0.00652855j 0.00693227+0.0095022j -4.70636e-06+0.00399882j -0.00138788+0.000188261j 0.0192449-0.00169286j 0.000702893+0.000793348j -0.0105869+0.00155474j -0.0103918+0.00537714j 0.00670678+0.00299194j -0.0087833+0.00275031j 0.0112582+0.00283525j -0.0116865-0.00093131j -0.0108226-0.000742897j -0.00255089+0.000674423j 0.00908061+0.00144585j -0.00362359+0.00076451j 0.0194504+0.00145696j 0.000895758-0.00162011j 0.00609+0.000246346j -0.0108508-0.00189363j -0.0113676+9.96775e-05j 0.0105036-0.00265666j 0.0061043-0.000644574j 0.0004529+0.000191088j -0.0196851-0.00197128j 0.00988513-0.00112444j 0.00719289-0.00495905j 0.00355042+0.00175176j 0.00696668+0.00148889j 0.00108149+0.0008489j 0.00191948+0.000167067j -0.00633205-0.0016151j 0.00376835-0.00249293j 0.0298068-0.00333309j 0.0199627-0.000715033j 0.0107833-0.00146123j 0.00015226-0.00240523j -0.0158502+0.000809005j 0.0209406+0.00289006j -0.00271015+0.00239486j -0.0151811-0.00424157j -0.00390285-0.00182022j 0.000444557+0.00167507j -0.000276673-0.000473866j -0.00713373-0.00503673j 0.00347178-0.00186275j 0.00310384+0.00349466j 
0.00776071+0.00265937j 0.00236068-0.00647671j -0.0119232+0.00732223j 0.00653534-0.0101806j 0.0196298-0.0129435j 0.0870803+0.00632033j -0.122436+0.0175218j -0.138804-0.0095102j 0.0441333-0.00538555j 0.074097+0.00124303j -0.0109447+0.000181878j 0.0713095+0.0177045j 0.0579233-0.0183601j -0.00232135-0.0103828j 0.0111027-0.00337495j 0.000274921-0.00582865j -0.0405053-0.00108903j 0.0158873-0.00231099j -0.0380798+0.000541708j 0.00614081-0.00361218j 0.00245974-0.00473319j -0.0230788+0.00349979j -0.00224753-0.00215897j -0.0102287+0.00300548j 0.0175621-0.000581845j 0.00300642+0.00192051j -0.00909118-0.00454698j 0.0113214-0.000194591j 0.00165668+0.000480474j 0.00230014-0.00370493j -0.0242772+0.00492998j -0.00789036+0.00259484j -0.00246539-0.0016382j -0.0054784+0.00117557j -0.0243234+0.000734666j -0.0143738-0.000693325j 0.00920398+0.00181602j 0.00704188+0.00129898j -0.00300615-0.0018083j 0.0115287+0.000597134j 0.000871392-0.00379411j 0.00404875-0.000386212j 0.00928226-0.000953183j -0.00365237-0.000175877j 0.00488537-0.000413681j 0.00954193-0.00175012j 0.015546-0.00298255j -0.0111532-0.00165837j 0.00315125+0.00154368j -0.00621071+0.000130059j 0.00185945+0.00149764j 0.01172+0.000196171j 0.00740407-0.00271095j 0.0102042-0.00322897j 0.00340366-0.000429299j -0.00471338-0.00028835j 0.00239883+0.000841971j 0.0048334-0.000589092j 0.00924147-0.00459879j 0.00123702-0.00125225j 0.000696843+0.00224921j 0.00176988+0.00124287j 0.00167481-0.00402029j -0.00318105-0.00553424j -0.000308452+0.00358269j -0.0056489+0.00212234j 0.00329506-0.00268585j -0.00120181+0.00339493j 0.00290214+0.000575282j -0.000887061+0.0038632j 
-0.000832883+0.0158687j 0.0203966-0.00303756j -0.000324517-0.00721627j -0.0147474+0.00742707j -0.0055398-0.00561542j -0.054205-0.00136221j 0.149444+0.00768651j -0.153926+0.00883215j -0.0102661-0.00561844j 0.0326874-0.00817845j 0.0160448+0.00969733j -0.0109213+0.0162539j 0.0912254+0.00116751j -0.0744603-0.00496005j 0.0430384+0.00230254j -0.0197325+0.00448212j 0.0446996+0.00742728j -0.00965113+0.000114937j -0.0198018+0.00626263j -0.0367437-0.00123976j 0.0158991-0.00415038j -0.00984208+0.00387553j -0.0502278+0.000314553j -0.0134537+0.00141384j 0.0050817+0.00149273j -0.018337-0.00102753j -0.00533909-2.33259e-05j 0.00217786+0.00112878j 0.00666835+0.00103333j 0.00208525+0.00274774j 0.00709606+0.00305424j -0.0106556-0.00143003j -0.0136678-0.00322279j 0.00724773+0.00132604j -0.00962208+0.00264126j -0.00934569+0.00150526j 0.0132431+0.0017894j -0.011201+0.00295635j -9.99524e-05-0.000884594j -0.0192851-0.00020226j 0.0101576-0.00197817j 0.00867187+0.000873221j -0.0010864-0.00226417j 0.00914353-3.21439e-05j 0.00605376+0.00141931j -0.0107192-0.00173499j -0.00649346+0.0009898j 0.0190939-0.000531712j -0.010537+0.00315422j -0.0111169-0.000891879j -0.0187173+0.00084757j -0.00545156+0.00120645j 0.000388405-0.000434149j 0.000349004-0.00347846j 0.00844753+0.000350959j -0.0072214+0.000927869j -0.0095498+0.00252844j -0.00992154-0.00124794j -0.00846896-0.00141314j -0.00722741-0.00342513j 0.0253484-6.76536e-05j -0.0104556-0.00222823j 0.0015148-0.00291589j 0.0178399+5.46563e-06j 0.0129382-0.00117291j 0.00113495+0.00260386j 0.00431061-0.00266845j 0.000578449+0.00053052j 0.00233557+0.007557j -0.00623422-0.00198439j 
-0.0196685-0.00272653j -0.0140989+0.0157046j 0.00615787+0.0012694j -0.0209968-0.00611729j 0.0956571+0.0043574j 0.196495+0.00329849j 0.095511-0.00122386j 0.0279008+0.0124381j -0.0225489-0.0102915j -0.0132099+0.00231954j -0.040552+0.00930488j -0.109243-0.00537231j 0.0244499-0.000825409j 0.0121406-0.00627488j -0.0216233+0.00928862j -0.00085285-0.00368181j 0.0192409-0.00342911j 0.0338561+0.00427051j 0.0202181+0.00657086j -0.00223974-0.000173737j -0.0251061+0.00188761j 0.0160835+0.00109626j -0.0165087-0.00142081j -0.00130696+0.00115332j -0.00977326+0.00223277j -0.0111514+0.00274783j 0.0226925-0.00382752j -0.0130528-0.00392085j -0.0104745-2.12679e-05j 0.0207603-0.00141672j 0.00550653-0.00217639j -0.00354772-0.00394278j -0.00198568+0.000498171j -0.0123602-0.000456364j 0.0146234-3.5479e-06j 0.0172135-0.00146395j -0.00410202-0.00101671j -0.00550216-0.00105906j 0.00320336-0.00144415j -0.010982+0.00269055j 0.00978583-0.00345607j 0.00623591-0.00156156j 0.00530046+0.0037462j 0.00655719-0.000485383j 2.27254e-05-0.00322451j -0.0194576+0.00459357j 0.000686993+0.00318785j 0.019002+0.000907049j 0.000581919+0.00127563j -0.0141933-0.00209906j -0.006355+0.00222581j -0.00425005+0.000615624j 0.0106611-0.00226098j 0.00282304-0.00303805j 0.00864001-0.00100843j 0.00360927+0.000947216j -0.0147264-0.00488038j -0.00991266-0.00345865j -0.00951675-0.00165925j -0.00258791+7.21044e-05j 0.0052587-0.00520371j -0.00312645-0.00371713j 0.00125146-0.00338205j 0.00773715-0.00212842j -0.0075363-0.00231232j -0.00671988-0.00421557j 0.0027395+0.00344655j 0.00288879+0.00658807j -0.00605529-0.00283611j -0.00206978-0.00539608j 
-0.0197505+0.00928688j 0.0107947+0.0106264j -0.00287714+0.0157507j 0.023897-0.000952186j 0.232594+0.00441566j -0.104451-0.00152122j -0.0442598+0.00343686j -0.0162484-0.00745219j -0.102056+0.0098611j -0.00381756+0.00134452j 0.03568+0.00100136j 0.0270791-0.000956626j 0.0227584-0.00247092j 0.0611414-0.000752212j -0.00699465+0.000320309j -0.0153359+0.00483762j 0.00184591+0.000918221j -0.0195694+0.00952703j -0.000907394+0.00116023j 0.00245218+0.00170598j 0.00417812-0.00325847j 0.00274754-0.00241952j 0.0107509-0.00115508j 0.0152834+0.00102115j -0.00277464+0.00110324j 0.0131674+0.000728266j -0.00790077+0.00159067j -0.00481533-0.000544514j -0.011651+0.00124759j 0.0113891+0.00266502j -0.0141057-0.00215164j -0.00572865+0.00178351j -0.0100714-0.00256887j 0.00488326-0.000115469j 0.010202+0.00166067j 0.000219229+0.000572609j -0.00952218+0.000384462j 0.00132543+0.000640283j 0.00826919+0.000697855j 0.00441714+0.00190488j 0.000734877+0.000532249j -0.00167081+0.00194749j -0.00337764+0.000158284j 0.000763906-0.000266307j -0.00044323+0.00169137j 0.000651389+0.00138453j 0.00440196+0.00275014j 0.00190272-0.000633607j 0.00413191+0.000682017j 0.00403442-0.00225224j -0.00931022-0.000847619j -0.0050964+0.00134192j 0.00402092+0.00166171j 0.00183938+0.001515j 0.00436827+0.00186024j 0.00775501+0.00128212j 0.00473903+0.00122363j 0.000108831+0.00129724j -0.00406369+0.00134494j -0.00191975+0.000205947j -0.00821295+0.000221333j -0.00377031-0.00110675j -0.00393876-0.00150312j 0.00832769+0.000433624j -0.00547999-0.00624423j 0.0148633+0.0018586j -0.000640318+0.00633072j 0.000424421-0.00292437j -0.000108244+0.00068849j -0.00105434-0.0028036j 
0.00244448-0.0097058j 0.00769808+0.00149183j 0.241915-0.00285617j -0.0652173-0.0149192j -0.00117581+0.00812593j -0.0396325+0.0146317j 0.0291429+0.0100343j 0.115659-0.00114766j 0.0132739+0.000160261j -0.0240118+0.00271079j 0.00156579+0.000240119j -0.000687479+0.0092797j -0.0174083-0.00278536j 0.0301576-0.00423766j -0.0134368+0.000391769j 0.0121166+0.000595352j -0.00464586+0.00128849j -0.00929647+0.000547117j 0.00688361+0.00080759j 0.00530783-0.000605496j -0.00462529-0.00183347j 0.00152223-9.41052e-05j 0.0150785-0.000464805j 0.000296033-0.00143652j -0.00129426+0.000993806j 0.00304463-0.000359642j 0.00754349-0.000354187j 0.00110738+0.000494545j -0.000978089+0.000123569j -0.000189468+4.83839e-05j 9.18341e-05+0.000383443j 0.00525089+0.000978541j 0.00373682-0.00111379j 0.00742748+0.000650942j 0.00576272-0.00127966j 0.000857687-0.0015856j -0.00321498+0.00175024j 0.00238466-0.000618995j 0.00349895-0.000405709j 0.000746045+0.00157629j -0.0022699-0.000409557j -0.00440714+0.00139564j -0.00730112+0.00039821j -0.000771134+0.000257131j 0.00243518+0.00181207j -0.00107451-0.000916896j -0.00407764+0.000160441j -0.00460465-0.00106402j -0.000136901+0.000869217j 0.00500721-0.00395469j 0.00234618+0.000266683j 0.000455331+0.00121742j 0.00283301+0.000697915j 0.00241611-0.000553906j -0.00348231+0.00136284j -0.000403499-0.000271611j 0.0055716+0.00101069j 0.00323469-0.000702808j 0.000353335-0.000690466j 0.00195249+0.000821137j -0.00513672+0.000693419j 0.00995223-0.000583466j 0.00212368-0.00278536j -0.00328394-0.00224892j -0.00614391-0.00309293j 0.00456521-0.000513554j -0.002026+0.00390651j -0.00275671+0.00176057j -0.00126968-0.0040905j 0.00216493+0.00209022j 
-0.00432651+0.000864304j -0.00652774+0.0111767j 0.0740512+0.0144586j 0.263999-0.00147659j -0.0664403+0.00411801j 0.0537841-0.00731479j 0.129563+0.0101886j -0.026123-0.00660314j -0.0354595+0.00596943j -0.0379884+0.000595317j -0.00732988-0.00228181j -0.0441053+0.00016974j 0.0108212-0.000384459j -0.0223913+7.16249e-05j -0.00067526-0.00220334j -0.00756135+0.00216492j 0.0194327+0.000129098j -0.000667762-0.0010071j 0.00479485-0.00215023j -0.0152761-0.00102127j -0.00461276-0.00219589j 0.0115373-0.000823742j -0.0151558-0.000487647j -0.00509961-0.00250954j -0.01189+0.000189647j -0.00689047-0.000793651j 0.00230731+0.00280125j -0.00318472+0.00121634j -0.00677556+0.000857508j 0.00253979-0.000938747j 0.00534409+0.00190832j -0.00667427+0.00345192j -0.00279134+0.00185654j -0.00335445+0.00240833j 0.00166057-0.000771512j 0.00349482+0.000431686j 0.000129111+0.00146474j -0.00258789-0.000705812j -0.00255355-0.000123736j -0.0148245-0.00126448j 0.00118098+0.00103636j -0.000616889-6.1024e-05j 0.00485502-0.00180591j 0.00412072+0.00107474j -0.00252294+0.00254054j -0.00618141-0.00198417j -0.00253694-0.00074285j 0.0144093-0.00125407j -0.00432148-0.00165396j -0.00404603-0.00128692j -0.00458932+0.000692132j -0.00281184+0.0015549j 0.000411247+0.00126787j 0.00148909+0.0026074j 0.00191078+0.000251971j -0.00297067-0.00157664j -0.0124064+0.00109399j -0.00737219+4.69874e-05j -0.00381883+0.00214919j -0.00527695-0.000977091j 0.00957726+0.00222562j -0.00188935+0.00357544j 0.00648225+0.00543189j 0.00588314+0.00089583j 0.00509446-0.00247191j -0.00259493-3.90007e-05j -0.00170425+0.000679733j 0.000307911-0.00112243j -0.00172239-0.00179595j 0.00167015-0.00460635j 
-0.00680894-0.00435813j 0.302692+0.00154873j -0.1009-0.0018381j 0.0360842-0.00467773j 0.00769229+0.00856364j -0.008026+0.00806256j 0.0105263+0.000856467j -0.025572+0.00188284j -0.00659317-0.000979718j 0.00725263+0.00135178j 0.003043-0.00101844j -0.00335364-0.00128998j 0.00657606+0.000203876j -0.00279351+0.00227804j 0.00464912-0.000747519j -0.00190138-4.75012e-05j 0.0039859-0.000639583j 0.000887293+0.00246201j -0.00321597+0.00145193j -0.00270047+0.000903326j -0.000805459-0.00142092j -8.17933e-05+7.32578e-05j -0.00660402+0.000624854j 0.000863965+0.000577136j 0.00132538+0.000207818j -0.0027579+0.000399895j 0.000577321+0.00150981j 0.000185265-0.00100858j 0.00176657-0.000523487j 0.00107546+0.00179964j 0.00247863-0.00111997j -0.00126286+0.000203519j -0.000895462-0.00024206j 0.00106723-0.00115442j 0.000819188+0.00107675j 0.000520639+0.00115935j 0.000444475-0.000710359j -0.000348984-0.000284754j 0.00180789+0.000784135j -0.0016891+0.00124507j 0.00275525+0.000807541j 0.00161941+0.000286026j -0.000695827+0.000352486j 0.000751902-8.20686e-05j 0.000916159+0.000127471j -0.0025348-0.00110386j 0.00149569+0.00107933j 0.00168277+8.43869e-05j -0.00128759+0.000935675j 0.00176975-0.000588846j -0.00387819-0.000117488j -9.50413e-05-0.000337678j 0.00116347+0.00140413j -0.000247286+0.000200153j 0.000794055+0.000715282j 0.000829192+0.00119714j 0.00105691-0.000418964j 0.00327412-0.000356297j -0.0015029-0.00116409j -0.00284788+0.000608747j 0.000396091-0.00186204j -0.00139826-7.82016e-05j -0.00362732-0.000657128j 0.00294668+0.00101819j 0.00167456-0.00407227j 0.00354679-0.000944301j 0.00361534+0.00332873j 0.000655973+0.00321493j 0.0028997-0.00240557j -0.00121971-0.00485266j 
0.300904+0.00180749j 0.00650921+0.00612655j -0.0341978+0.00486926j -0.0858744-0.0032291j -0.0178518+0.00758079j -0.0132399-0.00779596j -0.0186992+0.00466474j -0.00551242-0.00100017j 0.0081654-0.00102441j 0.00634228+0.000129823j 0.00376505+0.00262131j 0.0077237+0.000289013j -0.000495992+0.00148073j -0.000209276+0.00223468j -0.000492129+0.000897543j 3.7527e-05+0.000494748j -0.00359546+0.00166742j -0.00286657-0.00119607j -0.00504954-0.000477409j 0.00170965-0.000601831j 0.000260003+0.000151827j -0.000166855-0.000344082j 0.000351298-0.000589962j 0.000961728+0.00104578j 0.00167614+0.000308057j 0.000190598+3.11029e-05j -0.00157941+0.000180626j 0.00199651-5.36791e-05j 1.7498e-05+0.000135684j -0.00242294+0.000589637j 0.00264676+0.000232236j 3.53015e-05+0.000184967j 0.00136427-0.000680048j 0.00087075+0.00168315j -0.00197203+0.0012564j -0.00138072+0.000152313j 0.000842902-0.000466057j 0.00125736-0.000310681j -0.00137776+0.00110249j -0.00109144-0.000248849j 0.000297116+0.000868403j -0.00030503+0.000410547j -0.00108722-0.00140418j 0.000572873+0.000470734j -0.000176499+0.000869683j 0.000121678-0.00099099j -0.00173431+3.33494e-05j -0.00227328+0.000389032j -0.00131923-0.000272065j 0.00150557+0.000974952j 0.000898918-0.00192882j 0.00131855-0.000556354j -0.00229834+0.000586152j -0.000509993-0.000142181j -0.00157862+0.000232604j -0.00216753+0.000793133j 0.00157896+0.0013189j 0.00217546+0.00156682j 0.00279563-0.00115339j -0.00111434-0.00082187j 0.00250276-0.000772614j 0.000352179+0.000227342j 0.000398549-0.00260105j -0.00382742+0.00110314j 0.00495609-0.000908136j -0.00056576+0.00398828j -0.00208172+0.00281068j -0.00196232-0.00280017j 0.00129165+0.004226j 0.000443826-0.00263848j 
