0.00186963-0.00373413j 0.00412246-0.00450346j 0.000400508-0.00131484j 0.00284894-0.00417175j 0.00174543-0.00123119j 0.000827831+0.00354479j 0.00257112-0.00105876j 0.000231709-0.00153964j -0.0024308+0.00115292j -0.0017296-0.00018194j -0.00276525-0.00128541j 0.000115798+0.000796966j -0.000677168+0.000206135j -0.000121532-0.00275051j -0.00141149+1.96681e-05j -0.00176254-0.000164412j 0.000150269-0.00108276j -0.00216828+0.000415029j 0.00318866+0.000343791j -0.00150255+0.000214874j -0.000208071+0.000766871j 0.000666377+1.45782e-05j 0.00489668+0.000344149j -0.00312891-0.0008094j -0.00255107-0.000470087j 0.0012944-0.000298471j 0.000989909-0.000656683j -0.00152848+0.000417859j -0.00302364+0.000330993j -0.00122484-0.00091954j -0.00195283+0.000343992j 0.00176512-0.000496478j 0.000484968+2.12135e-05j 0.0019005-0.00161869j 0.00186217-0.00115464j -0.000281616-0.00015995j -0.00160725+0.00063553j -0.000600184+0.00058693j 0.000162911-0.00153047j -0.00100657-0.000427767j -0.00405706-0.000812599j -0.00234196+0.000144971j -0.000261842+0.00082909j -0.0013428-0.000417684j -0.00203007-0.000706211j -0.000517558+0.000794437j -0.00371662-0.000426047j 0.00243555-0.000465368j 0.000455136-0.000295596j 0.000149996-8.75914e-05j 0.00262333+0.0013883j -0.00262796+0.000489286j 0.00186036-0.000989981j 6.86248e-05+1.82406e-05j -0.000951273-0.00030544j -0.000238444-0.00146616j -0.00526456-0.000889949j -0.00531057-0.000529196j -0.00624025+0.00228411j 0.00564864+0.00148818j 0.000554712+0.000502243j 0.00230282-0.0027028j 0.00118244+0.00310683j 0.00554437-0.009107j -0.0186336-0.00130989j -0.019005-0.00973028j -0.0471798+0.005612j 0.0221406+0.00896443j 0.00631312-0.00856841j -0.302355+0.00254497j 
-0.00369174+0.00269582j 0.003548+0.00431144j -0.00138277+0.00605304j -0.00010086+0.000788639j 0.00431167-0.000799775j -0.00173351-0.0043928j -0.00634712+0.0136244j 0.0111201+0.00842319j 0.00391976+0.00430332j -0.000413963-0.00472769j -0.00122935+0.0100437j -0.00262428+0.0082698j -0.0034262+0.0213018j -0.00696844+0.000463406j 0.00137302-0.00595171j 0.0145179-0.00959641j 0.0138433-0.0110209j 0.00454994+0.00388846j -0.0106338-0.0358411j -0.00752567-0.00364058j -0.00982999-0.0158842j 0.00315199+0.00996497j -0.00749772+0.0126716j -0.0144989+0.00253486j -0.0186614-0.0075622j -0.00507138-0.018299j 0.00615335-0.000458086j 0.00565673-0.00692378j 0.00693913+0.0190692j -0.00822526-0.00160839j 0.00856027+0.000358658j 0.00467251+0.0207536j -0.0129319+0.00457431j 0.0260953+0.0057816j 0.000939235-0.0150658j -0.00492468+0.00347153j 0.00611416-0.0182636j -0.0250171-0.0376927j -0.0123294-0.00103967j -0.0222251+0.00545772j -0.0280983+0.0183673j -0.00651704+0.00309536j 0.0177164+0.00314713j -0.00536138-0.02244j -0.00498524-0.0261609j 0.0600495-0.00201142j 0.022548+0.0149025j 0.0357588-0.00861865j 0.00889124-0.0301857j -0.0419492+0.00676729j 0.0181293-0.0133863j 0.0253137+8.77256e-05j -0.0195359-0.0261141j 0.00112925-0.00183632j 0.00680687-0.00118074j 0.0126957-0.00524423j -0.0123307-0.00360924j -0.0336044-0.0260956j 0.0317089-0.0102504j 0.02937+0.00650617j 0.0144433-0.0265929j -0.0171438+0.00180868j 0.00918235-0.0211824j 0.0266563-0.00389873j 0.011846+0.0123662j -0.000666371-0.00225996j -0.00155176-0.00230946j 0.00233988+0.00631343j 0.00186769+0.00574904j -0.00723527+0.000708303j 
0.00663332+0.000152382j 0.000953292-0.00651108j 0.00418829+0.000200917j -0.00233983+0.0058083j 0.00633457+0.000350804j 0.00228684-0.00343915j -0.00473841-0.00106381j 0.00362465+0.00832232j 0.00739181+0.00281935j -0.00437804+0.00688075j 0.00443942-0.0192789j 0.0167954+0.00974311j 0.00602482+6.2717e-05j -0.00754295-0.00793722j 0.0243735-0.0218648j -0.000555288+0.0200404j 0.00857592+0.00939959j 0.0182066+0.0241609j -0.00661296-0.031825j -0.0125653-0.0010782j -0.00276984-0.00192027j -0.0086089-0.00931231j -0.00892661-0.00213477j -0.00823264+0.0129085j 0.0169265-0.0153849j 0.0106501-0.0131912j 0.00254827-0.0108299j 0.0126536-0.0253619j -0.00349474+0.000338038j 0.016255-0.0158817j 0.018995-0.0107435j 0.0102028-0.00798673j 0.0107241+0.00749974j -0.00853836+0.0315536j 0.00399701-0.00106687j 0.00720981+0.00675485j -0.00204237+0.0117507j -0.0137077+0.0210909j 0.0250531+0.0202101j -0.0243139-0.00872611j -0.0130088+0.00969533j -0.0186124-0.0222755j 0.00205145+0.00367108j 0.00742748-0.0370858j -0.0555375-0.00227942j -0.0207356+0.00188574j 0.00482261-0.0190057j 0.0358104+0.00931257j -0.00134872-0.00450006j 0.0139493-0.000401802j 0.0458172+0.0050642j 0.0057102+0.00363477j -0.0112537+0.000882831j -0.00710919+0.00313323j 0.00201148+0.00752874j 0.0324146-0.00625461j -0.0404754+0.0371025j -0.0081464-0.0480525j -0.00321644+0.0227407j -0.0368941-0.0218937j -0.0322306+0.0131354j -0.0132599+0.0159384j -0.0110645-0.016027j 0.0244106+0.0110112j -0.00781645+0.000658239j 0.000930422-0.0121612j 0.0134068-0.00136694j -0.0179181-0.0125352j -0.00730918-0.00836751j 0.0110112-0.00447563j 
0.00638127-0.00364017j -0.00259468-0.00417586j -0.00104749-0.00275137j 0.00141679-0.00156048j 0.00403116-0.00497779j -0.0043704-0.00352981j -0.0049502+0.00554408j -0.00110576+0.000515422j -0.00598187-0.00487539j -0.0101825+0.0122616j 0.00710383-0.0190881j 0.00807984+0.00896923j -0.00694872-0.00200807j -0.00586945+0.000495621j 0.00808086-0.00432386j 0.000126099-0.00242891j 0.00273374+0.00844911j 0.000857999-0.0137998j -0.0177441+0.0125623j 0.0116498+0.0382259j 0.00407745-0.0182196j -0.0114269-0.0107614j -0.0173943-0.00306708j 0.00845869+6.14804e-05j 0.0129626-0.00067117j -0.01435-0.0156404j 0.00843145-0.0232555j 0.00366089-0.00951551j -0.0109159-0.00340661j 0.00328076-0.00227482j 0.0276719+0.00584239j -0.00447527+0.000113635j 0.00579897-0.00787326j -0.00535604-0.0152463j -0.0249103-0.000455719j -0.0306903-0.0163655j -0.0212279-0.0193686j -0.0134912-0.0146914j 0.0668523-0.0220583j 0.018387+0.0222338j 0.0279262-0.0171367j -0.00943364-0.0252253j 0.0175173+0.018911j 0.0285457+0.00527306j -0.0213993-0.0135385j -0.0289943+0.0108487j -0.0342382+0.0253575j -0.00714002-0.0116927j -0.0362571-0.00786482j -0.0379455+0.0108171j -0.00391088-0.0158713j 0.00669466-0.0158106j -0.00604737-0.0380591j -0.00507477+0.0289471j 0.00571884-0.00147062j -0.0232372-0.000422537j 0.0162241-0.0365688j -0.00784984-0.00228359j 0.015308+0.00425637j 0.0161958+0.000385053j 0.0169643+0.010905j 0.0159893+0.0106872j -0.00708715+0.00378623j -0.00750499-0.0136901j 0.0187826+0.00510951j -0.00501895-0.0145357j 0.002316-0.00168492j -0.0094369-0.000147584j 0.00204104-0.0114219j 0.0146419+0.00376485j 
-0.0115748+0.00261833j 0.00294522+0.00640006j 0.00373668+0.000611568j 0.007097+0.000889828j 0.00484685+0.00609015j 0.0101503-0.00132183j -0.00536682+0.00843491j 0.0052068+0.00438901j 0.00522103+0.00213208j 0.00872944-0.00434075j 0.00407341-0.0050642j 0.000735755-0.000847576j -0.0138048+0.0186705j -0.00515511+0.0015877j -0.00973004-0.0044318j 0.00484728+0.00218709j -0.0129705-0.00527131j -0.00307192+0.0104951j -0.0124063+0.000203235j 0.023264+0.00565886j -0.00553163-0.0105236j 0.00448661-0.0254972j 0.00519197-0.00484352j -0.00291314+0.0282317j 0.00421018+0.0215343j 0.00413936-0.0215208j 0.00889592+0.0149955j 0.00800768-0.00263828j -0.0253173-0.0145319j -0.0225464-0.0165368j 0.026909+0.0083239j 0.00237894-0.00394352j 0.0302228-0.020017j 0.0144953+0.00116142j -0.00704893+0.0102954j -0.00619301-0.0192461j 0.00287209-0.00471651j -0.00439264-0.00167464j -0.00854089+0.00217471j -0.0210478+0.00187252j 0.0248736-0.0199669j 0.00714625-0.0175789j -0.00412185-0.00419629j 0.016269-0.0119444j 0.036423-0.0289163j -0.0098196-0.0448675j -0.0166046+0.0058171j -0.0076692+0.0152625j -0.0431155+0.0108273j 0.0106777+0.0182629j -0.0205227+0.00844941j 0.000795604-0.00950751j -0.0309714-0.0217152j -0.0181744+0.0162188j -0.0196603+0.0175995j -0.0190159+0.0237264j -0.0106689+0.00987701j 0.00874765+0.0239612j 0.00406402+0.0243256j -0.0710284+0.00653489j 0.0285001-0.00637701j -0.0184527-0.0136093j 0.0317404-0.00393569j 0.0130744+0.0217113j -0.00874309-0.0050521j -0.0134224+0.0161107j -0.0107585+0.00131123j 0.0159081+0.000652881j 0.00308933+0.0155287j -0.020816-0.00355871j 
0.00651316-0.00277006j -0.00461798-0.00382773j 0.00053672-0.00791415j 0.00429136+0.000442737j 0.00559949-0.00179166j 0.00175867-0.00542476j 0.00889218-0.00236543j 0.00363752-0.00845777j 0.0118489-0.00918374j -0.0152072-0.019704j 0.0114325-0.00712089j 0.00306865+0.0104648j 0.00455111-0.00205983j 0.010266-0.0050722j 0.0257407-0.000402842j 0.00568457-0.010179j -0.00265964+0.0026052j 0.0061005+0.00509631j 0.0123217-0.00631482j -0.0100713+0.0114902j 0.00403974-0.010097j -0.0153977+0.0226413j 0.020768+0.0205137j 0.000595317+0.00460568j 0.020347-0.0128798j 0.0182483-0.0315606j -0.00279601+0.00622244j 0.0226739+0.0195641j -0.00455134+0.00715212j 0.00824033-0.000577994j -0.0054726-0.0229707j 0.00584969-0.00211509j -0.00508527-0.00598503j -0.00301075-0.000231288j -0.00360526-0.00300595j 0.0164397+0.0162688j 0.0185906+0.00206471j 0.0379904+0.0112444j 0.0532665-0.00512227j 0.0117645+0.00846886j -0.0260662-0.0114319j -0.0111269+0.0170887j -0.00864705+0.0103826j -0.037168-0.00923486j -0.00617753+0.0167873j -0.0331528-0.0374288j -0.0181401-0.00895288j 0.0118279+0.00644111j -0.00699206-0.0111477j 0.0182265-0.0135432j 0.0175439+0.00733814j -0.00854098+0.00216034j 0.0309936-0.0346228j 0.0160597-0.0263285j 0.0126962+0.0119712j -0.00659544+0.010353j 0.0155994+0.0329776j 0.000636201-0.0240541j 0.0306881-0.00593561j 0.0160735+0.0240931j 0.00141702+0.0169946j -0.0570955+0.000412033j -0.0252336+0.00315308j -0.0137259+0.00128562j -0.0193211-0.00171288j 0.01403+0.00492277j -0.0196578-0.00734696j -0.00690874+0.0106002j -0.00193268-0.00298051j 0.00485519-0.00075964j 
-0.00355604-0.00154535j -0.0022165+0.00174393j -0.00153932-0.00143683j 0.00278262-0.00355546j 0.00370321+0.0072285j 0.00988602+0.00366259j -0.00924124+0.0111612j 0.00490465+0.00315098j -0.00517948-0.00179799j -0.00702136+0.0110899j -5.07685e-05-0.00742167j 0.0103364+0.0258336j 0.00847559-0.00384246j -0.0104128-0.00160369j -0.000559186-0.00521926j -0.00125633+0.00461648j 0.00610984-0.00635769j -0.00327663+0.0202999j -0.0174558+0.00684559j -0.00587771-0.00814774j -0.00821102-0.00831436j -0.00433896+0.0417215j 0.011622-0.0192664j -0.00665676+0.00293938j -0.00864349-0.00370106j -0.00364255-0.0113218j 0.00725071-0.0152941j -0.00672763+0.00753984j -0.00088999-0.000394278j 0.000914394+0.0127196j 0.0342484-0.0285605j -0.000541993-0.017674j -0.00792217+0.0354532j 0.0226151+0.0205493j 0.00352093+0.0129015j -0.0156126+0.00894478j 0.00928128+0.0106973j -0.00754654+0.00948128j 0.0289316-0.0100296j -0.043515+0.0184353j 0.0224726+0.0151789j 0.00671918+0.0299867j -0.0177083+0.00860411j -0.0204376-0.0024961j -0.00572363+0.017734j 0.011463-0.0093601j -0.0103454-0.0149513j 0.00823831+0.00272325j -0.0457021-0.0285463j 0.0708467-0.00992633j -0.0352942-0.00825986j -0.00673487-0.0161813j -0.0164853-0.0198186j -0.0214822-0.00674231j -0.0407974-0.00472439j -0.035057-0.000296214j 0.00260279-0.0101003j 0.0281652+0.00821744j 0.0196642+0.007655j 0.0223787+0.0160066j 0.00566746-0.0332766j 0.000191546+0.00957074j 0.00538897+0.000552333j 0.0217688+0.0120675j -0.00060122+0.00962152j -0.00582095+0.00662145j -0.00537674+0.000908269j 0.00577768-0.000780077j 0.00244973+0.00480754j -0.00397103-0.000114921j 
-0.00306346+0.000690208j 0.000568282+0.00276305j 0.000360421+0.0046503j -0.00455641+0.00285729j -0.0088356+0.00346393j -0.0101124-0.000901032j -0.00269057-0.00074738j -0.00790147+0.0103966j 0.00639302+0.0071163j 0.00114362+0.00439332j -0.004021-0.0164419j -0.00457538-0.00139604j 0.0122485+0.0070591j 0.00653531+0.0108871j -0.00474285+0.0168234j -0.0135446+0.00866393j -0.00245208-0.0147689j -0.0271126+0.00928173j 0.0250117-0.000714514j -0.0295436-0.0109743j -0.00334823-0.00509187j 0.0146664+0.0036705j -0.00389861-0.0213801j -0.00233034+0.00411816j 0.00357418+0.00344397j 0.0197393+0.00768132j -0.0159436-0.0147986j 0.00996032-0.00380604j 0.00381788+0.00387327j 0.0329136-0.012627j -0.00690828-0.0140088j -0.0259748-0.00114074j -0.0243242+0.0208678j -0.0425736+0.0180123j -0.0101931-0.00650109j 0.0636122-0.00589107j 0.0328008-0.000798026j 0.0614395-0.00981144j 0.0297897-0.00614949j -0.00823842+0.0144613j -0.0112803-0.00906079j 0.0213649-0.00932092j 0.0496779+0.0108502j -0.0600584-0.00840481j 0.0325646-0.015452j -0.0116776-0.00800015j 0.0303297+0.000993836j 0.0133584+0.0113484j -0.00636453+0.00472495j 0.0214353-0.00546284j 0.0194174+0.01824j 0.00923119+0.00132218j 0.014245-0.00388477j -0.0112076-0.0102202j -0.00894383-0.00676144j 0.0168954+0.00716248j 0.00285329-0.0201662j 0.00508306+0.00479059j -0.00983982-0.00586912j -0.00662545-0.00260222j 0.0119515+0.000557818j -0.00393788-0.011504j -0.0189446-0.0175448j -0.00697913-0.0198842j 0.0384427-0.000190246j -0.00610262-0.00630586j 0.00554873+0.00318511j 0.00519253+0.00364009j -0.00313237+0.00139569j -0.00417985-0.000527309j 
0.0015046-0.0048136j -0.00651096-0.000865312j 0.00162662-0.00542947j 0.00478769-0.00263032j 0.00496036+0.000963603j 0.00265347+0.00143211j -0.00517258+0.0110088j 0.0131229-0.00281763j 0.0101584+0.00229792j 0.00224378-0.0110941j 0.0173468-0.00937132j 0.00873148+0.0137067j -0.00441452+0.012382j 0.0126826-0.00101025j 0.000283057+0.00692792j 0.0104381+0.0177121j -0.00844027-0.0136561j -0.00654053-0.0110681j -0.00502882+0.0298651j 0.0230559-0.0110943j 0.0113405-0.00802971j -0.00616234+0.0257824j 0.0166306-0.00268526j 0.020461+0.000815023j 0.0091688-0.0111445j 0.0158038+0.0125098j -0.0186271-0.0115709j 0.00545536+0.01301j -0.000910465-0.00560959j -0.00317019-0.00417844j 0.00711601-0.0181013j 0.0117328+0.00983014j 0.0097092+0.00646935j 0.043197+0.00557888j 0.0265637+0.0224761j -0.0222532-0.00163389j -0.0114865-0.00893613j -0.0280931-0.022419j -0.00537554-0.0306767j -0.0162518-0.00474406j 0.0101232-0.00128688j -0.018162+0.0299322j -0.0341839+0.0137154j 0.0304288-0.0318141j 0.000650883-0.040481j -0.0145459-0.00177049j -0.0267166+0.00493188j 0.0191741+0.0131129j -0.0123548+0.0231877j -0.0211556+0.0265289j -0.017139+0.0225328j -0.00784805+0.0112497j 0.00833025+0.0158225j 0.0188235-0.0167492j -0.0041272-0.00306945j -0.0195664-0.00568974j -0.036174+0.00527093j 0.0013067-0.0258714j 0.00301812-0.00385042j -0.0147889-0.0137057j 0.00788381+0.0349686j -0.00957574-0.0116238j -0.0129225-0.00104546j -0.0264167-0.0245433j 0.00871224-0.0100397j 0.0106227+7.16715e-06j -0.0371262-0.00664238j -0.00516354+0.0220128j -0.0119493-0.00366122j 0.00382803-0.0076651j 
-0.00110899-0.000582909j -0.00141922+0.0026627j 0.00482006-0.00415984j 0.00333636+0.00503099j 0.00250979+0.00466513j -0.001008-0.011195j 0.00900373-0.00160916j -0.000214803-0.00176136j 0.00422348+0.00910847j 0.0040301-0.00509569j 0.00194317+0.0106579j -0.00570002+0.00359161j -0.000401412+0.00141739j 0.0109972+0.00352184j -0.00833555-0.0260593j -0.0191346-0.00937299j -0.00958397-0.00292285j 0.00216987+0.0126841j 0.00604711+0.00564103j -0.0103728-0.0190679j 0.00786703-0.0100769j 0.00644071+0.00750665j 0.0128212+0.0146002j -0.0077276+0.0113906j 0.0217766+0.0135836j -0.00178333-0.0118809j -0.013159+0.0188483j 0.0394564-0.0103318j 0.0197007-0.00168092j 0.0165782+0.0038522j -0.0167711-0.00554116j -0.0059513-0.0185956j -0.014372-0.0051052j -0.0425528-0.0253481j -0.0376172+0.00167499j 0.00202053-0.018439j 0.0329269+0.00410403j 0.0192815+0.00424064j -0.0434942-0.00351064j -0.00459573+0.00289164j 0.0114097+0.00294389j 0.0298414+0.0189939j -0.0135803+0.00535593j 0.0191623+0.0161614j -0.0144106-0.0252968j 0.00102732+0.024158j 0.0217712+0.00714495j -0.039643+0.00494856j 0.000208959+0.00908284j 0.0347229+0.0274283j 0.0155986+0.00202812j 0.0112167-0.000869108j -0.0298614+0.0183733j 0.00045222+0.00842668j 0.000751243+0.00242846j -0.00644027-0.00599406j 0.0169824-0.00570575j 0.0152034-0.0228691j 0.019865+0.0168841j -0.00645117-0.00459564j -0.0028674-0.00126325j 0.00240452+0.00796945j 0.00509154-0.00460326j -0.00325029+0.00723657j -0.00132231+0.00145157j -0.00056382-0.000234518j -0.00808621-0.00450041j -0.00431336-5.24634e-05j -0.00191297+0.00309316j -0.00560228-0.00123665j 
0.000829896-0.00169665j -0.00348126-0.000563906j -0.000524485+0.00380901j -0.00364785+0.00106256j -0.00695291+0.00083661j -0.00754776+0.00794935j -0.00418502-0.00804617j -0.00309305+0.00151186j 0.00788328+0.00197532j -0.00210812+0.00107911j 0.00562227-0.00201772j 0.000642153-0.00267754j 0.00722974+0.00202072j 0.00957911-0.00946133j -0.0109066+0.00698933j -0.00877271+0.00669677j 0.000314498+0.00392422j 0.00306453-0.00769827j 0.00146169+0.0243586j -0.00792998-0.000148618j 0.00859076-0.0104469j 0.00865458-0.00316701j 0.034599-0.00054894j 0.0059663-0.00710522j -0.00373298+0.00857462j -0.00254875-0.0102729j -0.0123984-0.00897835j 0.0217615+0.00289628j 0.0114271-0.00717708j 0.0232132-0.0104154j -0.0183408-0.0100629j 0.00318238+0.00435707j -0.0135944-0.00205112j -0.00316408+0.0138545j 0.0202745-0.00427383j 0.0261162+0.012309j 0.00792071-0.000296738j -0.00120434+0.00564889j -0.0390855-0.0119833j -0.0209717+0.00106981j 0.00122881-0.0193298j 0.0136887-0.0273227j -0.0213782+0.00716062j 0.0171177-0.00459024j -0.041779+0.0246573j -0.0378844-0.0279196j 0.0156174+0.00958048j 0.0264775-0.00495715j 0.0179732-0.0087985j 0.0319032-0.0224192j -0.00384084-0.00857002j -0.00764149-0.0115481j 0.0141257-0.0402157j -0.00581483+0.00126096j 0.0163711+0.00828831j 0.0137821+0.014251j -0.00870143-0.0326482j 0.013094+0.0441751j -0.00913482-0.0109891j 0.0111875+0.0390421j 0.0264177-0.0171845j -0.0101894-0.0124176j 0.000969082+0.0101572j -0.0137745+0.00143644j 0.0146808+0.00332876j 0.00903274-0.00988011j -0.0102447-0.00695692j -0.00795095+0.00563079j -0.00818198-0.00113621j 0.000974687-0.00452497j 
-0.00253445+0.0039732j 0.00279833+0.000618427j -0.00647529+0.0102364j -0.00746542+0.000212857j -0.00832021-0.00244482j -0.00332388+0.0106509j -0.00530282-0.0052574j -0.0037666+0.00397672j 0.00448546-0.0191214j -0.0105943+0.00858123j -0.0128635-0.00434125j -0.00516354+0.0121876j 0.012688+0.00176395j -0.0079378-0.00979132j -0.000676836+0.0284005j -0.00696037+0.00597412j 0.0102405-0.0196336j 0.00554363-0.0127627j 0.0163562+0.0053583j -0.0258933+0.0378593j -0.00522185-0.0266452j 0.00555482+0.0198672j 0.000898625-0.0378831j -0.0196455+0.00432267j -0.0124989+0.00512223j -0.00411391-0.0195931j 0.000287954+0.0098133j -0.00291723+0.0286696j 0.00152438+0.00178838j 0.0101294-0.00476985j -0.00481891+0.00025783j 0.00544244+0.030162j -0.00390424+0.00283935j -0.0151808+0.0208881j 0.00216082+0.0181052j 0.0128343-0.0141993j 0.0145307-0.031103j 0.0168237-0.044143j -0.0166806-0.0114634j -0.022398+0.0122869j -0.0177002+0.0196155j 0.00112686+0.0259011j -0.0255634+0.0125811j -0.00383022-0.0035787j 0.0126619+0.010588j -0.00604551+0.0106913j -0.00639298+0.000451234j 0.00107948-0.00150762j 0.00818843+0.0055992j 0.0284342+0.0113301j -0.00424198-0.0148447j -0.016466+0.00388988j 0.0118641+0.0292579j 0.0171013+0.00763178j 0.0142048-0.00786014j -0.00590453-0.0117479j 0.00100725+0.0240305j -0.0169126-0.0221799j -0.00488305-0.00259545j 0.025364-0.00415109j -0.000598705-0.00349985j -0.00387998+0.0164304j 0.00246569-0.00774146j 0.0181251+0.00743444j -0.00746518-0.00393185j -0.0103322+0.00429732j 0.0205726+0.00784369j 0.00479138-0.00954048j 0.00214907+0.00108941j -0.0011601+0.000808741j 
-0.000232349+0.00142541j -0.000576445-0.00214082j 0.011481-0.0085751j 0.00184404+0.00933853j 0.0034719-0.00177721j 0.00991512-0.011937j 0.00649471-0.00482213j 0.00472514-0.00069615j 0.00919879-0.00174595j 0.00717305-0.0044952j 0.00777438-0.00233698j 0.00413592-0.0024677j -0.000601353+0.0171258j -0.0208936+0.0027015j -0.00396087-0.0108858j 0.0101859+0.0189638j -0.0111224-0.012977j 0.00800076-0.00408431j 0.0127251+0.00683812j 0.0115745-0.00546897j 0.00494819-0.0235678j 0.00751219+0.0203831j 0.0332953-0.0109166j -0.0255868+0.0113491j 0.00141693-0.0280723j 0.0470895+0.00755346j -0.0186118+0.0136684j 0.0082535-0.0103063j -0.0110385+0.00258448j 0.018507+0.0271207j -0.0308861+0.0185851j 0.0100479+0.000218014j 0.0480654-0.0375131j 0.00641732+0.00516693j 0.0135065-0.00537997j 0.0614428+0.00476651j 0.00339629+0.00300679j 0.00396485+0.00937643j 0.0303408-0.00734062j 0.0143368+0.00162464j 0.016626-0.00143609j -0.0093885+0.0120736j 0.0366812-0.0188346j 0.00689263-0.0176925j -0.00965715+0.0189627j 0.0211505+0.00289667j 0.0398526-0.00264315j 0.0074611-0.0168171j -0.0244563-0.00260543j -0.0129617-0.00769088j -0.00568993-0.0100103j 0.00130623-0.0100456j -0.00501631-0.00211553j -0.000206032+0.0348575j 0.0108683+0.0189424j 0.00993434+0.0177696j -0.0137557+0.00583681j -0.0284358+0.0119541j 0.00427428-0.0060889j 0.00158893-0.00024951j -0.0353898-0.00682298j -0.000965464+0.00795601j 0.0121356+0.0081563j 0.00154196+0.0205717j -0.0374037-0.011547j 0.00879899+0.0121866j -0.0113435+0.000630385j 0.000243275+0.00369834j -0.00727112+0.00492385j -0.00903259-0.008458j 
0.00326861+0.00412893j 0.00712304-0.00101362j -0.00142367-0.000337833j 0.00274918+0.00058156j 0.00016062+0.00341917j 0.00298702-0.00583465j 0.00278279+0.000569317j -0.0019387+0.00207089j 0.00693517+1.79385e-05j 0.0165438+0.00373289j -0.00694106+0.00286679j -0.0183199-0.0042008j 0.0190212+0.017458j 0.00422953+0.00018514j -0.00849273+0.00585498j -0.00516937+0.0290956j -0.00157074-0.0233413j 0.00522727-0.0192143j -0.0135974-0.00294625j -0.00846069+0.0120198j -0.00433736+0.0143582j 0.0167596+0.00760367j -0.00447743-0.0175374j 0.0133658+0.0116094j -0.0137339-0.0311875j 0.00475148+0.0135307j -0.0208878+0.00771053j 0.0115665+0.021994j -0.0113512-0.00745152j 0.00352134-0.0011986j 0.00582112+0.000814285j 0.00548727+0.00824653j -0.0110777+0.000687461j 0.00920893-0.0113179j -0.0163168+0.0033614j 0.00486883-0.00699749j 0.0255557-0.00354117j 0.0398062-0.000550812j -0.00522285+0.000791064j 0.0180332+0.0119243j -0.0367274-0.0156018j -0.0104371+0.0168533j -0.0137738-0.00641761j -0.0287238+0.00873555j -0.051201-0.00398476j 0.00530003-0.0144128j -0.0250498+0.0100018j 0.00559744+0.015212j 0.0302607-0.0216667j -0.0184692+0.00956975j 0.0120442-0.00222303j 0.00319945-0.000697538j 0.00626501-0.0238458j -0.00730244-0.00922876j 0.00281133-0.00497669j -0.00730244-0.00856304j 0.0173043-0.0152971j 0.0286027-0.00119122j 0.0222167+0.0298911j -0.0111728-0.00275803j 0.000443281-0.0121678j 0.017392-0.0117097j 0.0053049+0.00786353j -0.0168742+0.000189208j 0.0082246+0.00715295j -0.00510203-0.00750797j 0.0129122-0.00399292j 0.000891696-0.00674414j 0.0152214-0.000550499j 0.00293996+0.010992j 
0.00551502+0.00225003j 0.00421925-0.00402317j -0.00277524+0.00101422j 0.00132759-0.000212672j -0.00980789+0.00743518j 0.00622866+0.000164794j 4.99337e-05-0.00890966j -0.0142706+0.000632687j -0.00628318+0.0245405j 0.0226012+0.000406857j 0.00513649+0.014313j -0.0102475-0.0116781j 0.0122804+0.0089125j -0.00910516-0.00470992j -0.0177306-0.0110642j -0.00524986-0.00595061j -0.0113191-0.0169868j -0.0137681+0.0210682j -0.00998006+0.0242626j 0.00652762-0.00493301j 0.002973+0.00452372j 0.0152536+0.0203504j -0.00423689-0.00242585j 0.011285-0.000148092j -0.0159834+0.0182659j -0.000153637-0.0108529j -0.00453166-0.0247036j -0.0109305+0.0317227j -0.0185621-0.0139251j 0.00952022+0.0109688j 0.0106563+0.00366167j -0.00758277-0.00684386j -0.00328378-0.00895373j -0.0202655-0.00749579j 0.0202317-0.0174028j 0.0214414+0.0109186j -0.019167-0.016285j 0.0173327-0.00894552j 0.00476974-0.014054j 0.000148795-0.0119489j 0.0048307+0.0120084j -0.00681199-0.0165818j -0.01474+0.0251929j 0.00641713-0.0199901j -0.0114514-0.0249796j -0.00320685+0.0126853j -0.017624-0.0159004j -0.0198967-0.00688504j 0.00615044+0.00342332j 0.0196796-0.0046906j -0.00125846+0.00373732j -0.00975884+0.00261725j -0.0207906-0.00970335j -0.0135682+0.00694559j -0.00750484+0.00501454j 0.0038656+0.00164713j 0.0144281+0.0112294j 0.00711913-0.00249254j -0.00118103+0.00894778j -0.0270227-0.0092052j -0.0134663-0.0061608j 0.00456664-0.0207306j 0.0181321-0.00372698j -0.0132297+0.00327229j 0.0161968-0.0120986j -0.0236412-0.0135653j 0.0142375+0.00404309j 0.00324071-0.00688298j 0.00958987-0.00372126j 0.00658005+0.00668887j 
