8.0724e-15-0.312447j 6.35908e-14-0.577287j 1.46765e-15+0.0967392j 1.75452e-14-0.367029j 8.56044e-15-0.414182j 1.00519e-14-0.120554j -1.18045e-14+0.34531j -1.25455e-15-0.0339425j 3.44224e-15-0.0753105j -3.61174e-15-0.0701931j 4.55095e-15-0.128204j 3.92805e-15-0.0906588j -5.9112e-16-0.0283002j 1.26175e-15+0.0658703j -5.53506e-16-0.0675358j -5.21378e-15+0.0346981j -5.05181e-15-0.00990517j 3.47354e-15+0.012884j 1.25606e-12+0.0112767j -3.58676e-15-0.0165768j 2.25761e-15-0.0367804j 1.22625e-14+0.0587139j 3.76092e-15-0.00679079j -2.20411e-15+0.00576773j -2.28768e-15+0.0055184j 5.03525e-16+0.046716j 1.72618e-14-0.0688015j -9.79719e-15-0.00944698j -2.59566e-14-0.00616686j 2.16875e-14-0.080773j 2.1708e-15-0.0212066j 3.56179e-15-0.01279j 6.14333e-15-7.04837e-05j -8.94894e-15-0.0424324j -5.01895e-15-0.0558077j -5.24636e-15-0.0422631j 9.5351e-16+0.0129093j -1.32683e-14+0.0171997j -7.98548e-15+0.0583736j 3.62495e-16-0.00290233j 6.25439e-15+0.0348042j 7.97501e-15-0.0131926j 3.25688e-15-0.0497146j -1.05686e-15+0.0130405j 1.66411e-15-0.106502j -3.15692e-16+0.0537332j -7.40598e-16-0.00296857j -1.20702e-15+0.0393715j 2.0752e-15-0.0264875j -3.78927e-15+0.093103j 1.38492e-15-0.0914464j 2.08292e-15-0.0294789j 3.81154e-15-0.108892j 3.06748e-15-0.0295432j -4.32492e-14-0.0376603j -4.56854e-15-0.13377j 
-9.13236e-15-0.207389j -7.71347e-16+0.0376201j -6.89865e-15-0.0992129j -7.44681e-16-0.0693425j 3.94526e-15+0.00833064j -1.30162e-14-0.230378j -4.9847e-15-0.0404157j -2.73079e-15-0.0173265j 9.80318e-16-0.000555921j 4.89889e-16+0.0292182j -3.08384e-15-0.0983144j 1.3049e-15+0.0877634j 2.39545e-15+0.0334692j -2.87373e-15-0.00865486j 3.58498e-15-0.00867524j 1.67763e-15-0.000912496j 1.09034e-14+0.0627941j -2.34212e-14+0.00278235j -1.17176e-11-0.105355j 4.76466e-15+0.00369861j -8.05427e-15-0.0126717j -1.39397e-14-0.0333239j -2.6275e-14+0.0114488j -1.83013e-15-0.0161843j -3.53504e-15+0.0633429j 1.66911e-14+0.0970511j 1.39308e-14-0.0599601j -1.60822e-14-0.103159j 1.89864e-13+0.0654947j -2.19006e-15-0.0113984j 2.32351e-15-0.0507347j -2.89531e-15-0.0737545j 1.26314e-14-0.14027j 4.40555e-14+0.135162j 1.90482e-14-0.00547738j 1.65459e-14+0.159232j 4.98506e-15+0.123939j -1.38189e-14-0.0125268j 5.87931e-15+0.0400014j 2.99158e-14+0.0433479j 1.36075e-13+0.207945j 1.42949e-13+0.130435j 2.55567e-15+0.161623j -1.18109e-14-0.0804358j 3.97584e-14+0.519183j 8.49567e-15+0.127664j -2.03687e-14-0.318089j 1.72409e-16-0.0318173j -2.82933e-14-0.336296j 3.0016e-14+0.663777j -4.33574e-15+0.00387328j 2.95413e-14+0.580665j 5.94164e-15+0.262238j 2.72847e-15+0.119949j -1.12685e-13-0.175649j -1.7578e-14+0.0644866j 
-1.02036e-13-0.280918j -2.98955e-13+0.255918j 6.43969e-14-0.187796j -1.20976e-13-0.0177854j -1.77891e-13+0.114853j -3.24826e-14-0.302383j 1.9038e-13-0.107123j 7.88335e-15+0.0480616j -1.30306e-14-0.0256831j -6.44566e-14+0.0563043j -2.98713e-14-0.0805706j -6.40526e-14+0.0457373j -4.52847e-14-0.0513987j 5.26922e-14-0.100607j -6.93902e-14-0.0204904j 1.05382e-14+0.0192366j 3.43019e-14+0.0432874j -1.91396e-14+0.0313861j -1.089e-11-0.0984347j -1.65332e-14+0.076526j 1.55436e-14-0.0480766j 3.2914e-14-0.0892844j -2.87305e-14-0.00929362j -2.04294e-14-0.0183017j -4.20593e-15+0.032946j 2.23939e-14+0.0920686j -7.42239e-14+0.041869j -8.83525e-14+0.0597493j 3.8093e-15-0.00589538j -7.94933e-14+0.0459043j 9.45981e-15-0.107394j 2.81919e-14+0.0200197j -2.53401e-14-0.0150313j -7.749e-14+0.030411j -6.20145e-14-0.00202695j -5.72074e-14+0.0102723j -1.0757e-13-0.00280086j 2.46936e-14+0.0567729j 1.7729e-14+0.0888322j 4.56305e-14+0.140851j 5.4751e-14-0.162468j -6.67662e-14+0.153293j -1.14535e-13-0.146683j -6.94526e-14+0.0741744j -6.29042e-14-0.104762j 1.40281e-13-0.202967j -8.52726e-14+0.0831505j 9.82505e-14-0.0475685j -2.99824e-13+0.140974j 4.68781e-14-0.468991j 9.80088e-14+0.119647j -1.4202e-13-0.192296j -2.97564e-13-0.258982j 3.37387e-13-0.454721j 8.96389e-14-0.155929j 4.77353e-14+0.168478j 
2.93255e-13-0.251571j 7.72351e-13-0.286312j -1.81811e-13+0.0238717j 3.38082e-13-0.175675j 4.97201e-13-0.210171j 8.94042e-14-0.153837j -5.26985e-13+0.227643j -2.16532e-14+0.0280999j 4.14151e-14-0.0293249j 1.74373e-13-0.0689011j 8.82216e-14-0.0734931j 1.75669e-13-0.0719588j 1.26909e-13-0.0835714j -1.4242e-13+0.0364947j 1.98e-13-0.108088j -2.95744e-14+0.0243895j -6.88482e-14+0.0522294j 5.07317e-15+0.0134058j 3.65087e-12+0.034062j 7.57676e-14-0.0123511j -4.60919e-14+0.00631751j -1.39444e-13+0.0440441j 1.87059e-13-0.0591408j 1.64221e-14-0.0198447j -5.0668e-15+0.0121942j -2.88558e-14+0.0508455j 2.28398e-13-0.0907403j 2.48109e-13-0.10773j 6.89612e-15+0.0195181j 2.12628e-13-0.0834451j -2.476e-14-0.0254929j -8.02948e-14+0.0488936j 7.77193e-14-0.0357351j 2.01297e-13-0.0999271j 1.64146e-13-0.0887199j 1.54111e-13-0.080311j 2.9912e-13-0.146769j -1.10393e-13+0.067688j -9.92369e-14+0.0724405j 1.02866e-13+0.00480642j -1.55809e-13+0.0136395j 1.56422e-13-0.0307296j 3.2057e-13-0.214478j 1.96463e-13-0.072948j 1.82035e-13-0.131176j -3.93204e-13+0.125783j 2.24006e-13-0.085695j -2.73609e-13+0.12106j 8.19512e-13-0.368732j -1.21967e-13-0.110755j -2.75138e-13+0.178898j 4.05149e-13-0.273616j 8.43799e-13-0.518532j -9.30913e-13+0.307268j -3.30336e-13+0.177411j -1.46638e-13+0.147582j 
4.69322e-13+0.251443j -3.40456e-14-0.0693107j 1.38458e-13+0.0956406j 2.0959e-13+0.10416j -2.3553e-14-0.0343472j 2.99668e-13+0.17985j -3.30914e-13-0.161267j -6.77463e-14-0.0524896j 1.12805e-13+0.0610316j 1.26409e-14-0.012259j 8.6306e-14+0.0486692j 1.08733e-13+0.063061j 4.41318e-15+0.0117381j 3.36684e-14+0.0265057j 5.46083e-14+0.0244209j 2.34539e-14+0.0234583j -6.39351e-16-0.00204342j -5.94469e-14-0.0462043j 2.59387e-12+0.0229374j -1.70608e-13-0.090932j 9.56484e-14+0.049398j -8.06245e-14-0.0330054j -2.67665e-14-0.0241242j -1.85679e-14-0.00164426j -8.08196e-14-0.0412438j 4.34233e-16-0.00255731j 9.22265e-14+0.0585093j -1.01938e-13-0.0560486j 1.03138e-13+0.0197228j 9.89992e-14+0.0565691j -6.57266e-14-0.0385605j 5.59286e-15-0.00117459j -4.658e-14-0.027982j -4.68441e-14-0.0350902j 7.26283e-14+0.0495351j -1.49995e-13-0.0941691j -1.2408e-13-0.0680495j 3.77032e-14+0.0216513j 1.22097e-14+0.0233097j -5.65415e-14-0.0221256j -3.99703e-14-0.0159403j -6.5109e-17+0.000916698j 7.78901e-14+0.0507703j -5.83162e-15-0.00613367j 2.68911e-13+0.138342j -1.05572e-13-0.0345883j -2.73663e-14+0.0112581j 2.2594e-13+0.142589j 2.82206e-14+0.0174335j -5.84847e-13-0.352901j 5.45603e-13+0.21992j 5.83833e-13+0.344157j -8.81188e-13-0.513769j 3.77652e-13+0.120933j -1.0582e-12-0.510511j 8.20579e-13+0.40423j 
8.49037e-14+0.071477j -2.96995e-14+0.255726j 2.39418e-14-0.109439j 3.51421e-14+0.0762133j -1.854e-15+0.124026j 5.19089e-14-0.0725548j -5.57117e-14-0.138832j -1.07178e-14+0.0862491j 1.83656e-14+0.00888774j 4.08011e-15+0.116312j 1.60335e-14-0.00142436j 1.84724e-14-0.0159807j 2.44064e-15-0.0545004j 5.3613e-15-0.0409303j 1.11268e-14+0.0382554j 9.83975e-15-0.0266416j 3.76585e-15+0.00799424j -1.57924e-15+0.0543943j 3.36692e-12+0.0301348j -3.07678e-14+0.00865104j 1.03696e-14+0.0293873j -2.62421e-14-0.0631064j 8.16962e-14-0.0659317j -1.84635e-14-0.0374329j -1.76808e-14-0.00572116j 1.6943e-15+0.00267288j 1.32207e-14+0.0155408j -1.30771e-14-0.0294061j -3.44884e-15-0.00451496j 4.21643e-15+0.0355836j -1.19563e-14+0.0190262j -5.81979e-15+0.0198299j -1.46435e-14+0.00527448j 3.58146e-15+0.0698441j 1.19161e-14-0.056986j -1.86973e-14+0.0649266j -2.56428e-14-0.0154431j 1.99827e-14+0.0124451j 9.01148e-15-0.0784686j -1.72833e-14-0.0110744j -1.67354e-14-0.0242588j -7.32343e-15+0.00352054j 1.49789e-14-0.0309096j 2.98263e-16+0.0098245j 4.77728e-14+0.057635j -1.69521e-14-0.143163j -5.02749e-15-0.160502j 3.78734e-14-0.0936929j 4.80067e-15-0.0157534j -9.9924e-14+0.146001j 8.97357e-14+0.498419j 1.01288e-13-0.109419j -1.51606e-13+0.114264j 6.0518e-14+0.525031j 1.97053e-13+0.412618j 2.19668e-13+0.508551j 
-1.80475e-16-0.0970743j 2.9482e-16-0.0255806j 2.69402e-15-0.0650804j -3.93929e-15+0.272517j -4.66827e-16-0.174259j 4.75579e-16-0.0579927j 1.83914e-15-0.224454j -9.65036e-16-0.0514977j -1.74667e-16+0.127313j -1.19121e-15+0.0357458j -1.37257e-15-0.0948973j 2.70444e-15-0.148196j -9.02865e-16-0.0381266j 1.77744e-15+0.083378j -7.52061e-15-0.00567947j -3.02863e-14+0.110208j 5.93642e-15+0.00383961j 1.21578e-14-0.00383525j 4.53336e-12+0.040763j -9.60713e-15-0.0620207j -1.35724e-15+0.0902686j 8.40564e-15+0.0126071j 1.17964e-13-0.0781232j 3.50191e-15+0.0414019j 1.09999e-15+0.000449607j -2.29288e-15+0.00540311j 2.64151e-15-0.0264893j 6.80835e-16+0.0324742j -7.71375e-14-0.0245802j 5.9893e-15-0.0167035j 7.9228e-16+0.00152063j -3.51542e-16-0.00876759j 1.10809e-15-0.0170918j -3.33813e-15-0.00706518j -4.68397e-15-0.0256165j -4.65536e-15-0.0318364j 2.11487e-15-0.0541048j -8.54808e-15+0.0368753j -1.02524e-14+0.048703j 3.77678e-14+0.0504741j -1.44766e-14+0.0217407j -2.11634e-14-0.0612887j 6.927e-17+0.0121237j -2.98953e-16+0.00405642j -9.30175e-16-0.0779578j -1.07398e-15+0.0284515j -6.76588e-16-0.0323074j 4.05925e-17+0.000995956j 2.91683e-16+0.011974j -7.55015e-18+0.136079j -5.56622e-16-0.0349483j 9.70338e-16-0.130486j -1.19182e-15+0.0874723j -3.923e-17-0.00743456j 6.55971e-14+0.146125j 1.52223e-14-0.196844j 
1.45988e-15-0.0309639j -8.04235e-15+0.0784615j -1.94883e-15+0.278303j 3.84631e-17+0.137104j -2.53069e-16+0.088397j -1.41157e-15+0.058427j -1.7221e-15+0.00113931j 1.08646e-15-0.109201j 1.17138e-15+0.0747899j -1.96369e-15-0.0569889j 6.48131e-16-0.0797782j -3.25284e-15+0.0817822j 4.78845e-16-0.0972134j 2.37499e-15-0.0979531j -7.49823e-15-0.0462369j -2.17442e-14+0.0856122j -4.32218e-15-0.0426485j 1.07953e-14+0.0153211j 2.05992e-12+0.018497j -9.17572e-15-0.0665705j -2.68662e-15+0.00617768j -3.63118e-15-0.034518j 1.98102e-14-0.0129915j -9.88041e-15-0.0141854j -1.83709e-15+0.00306446j -1.43334e-16+0.0495391j -8.71126e-15+0.0262196j 2.6762e-15+0.0287654j -8.13388e-14-0.0303524j 3.83151e-15-0.0103079j 1.20852e-15-0.0307676j 1.60917e-15-0.0285624j -9.68119e-15+0.0563063j -5.51369e-15-0.00477643j -6.6628e-15+0.00338894j 8.31911e-16-0.0708807j -4.24744e-15-0.0130021j -8.55809e-16+0.0507967j 5.72752e-16-0.0537934j 7.88717e-15+0.00678592j -2.16098e-14-0.0110314j -2.64303e-14-0.0460167j -1.08532e-15+0.0125832j -8.6325e-16+0.0351223j -8.65016e-16-0.0318224j -5.06145e-16-0.029052j 4.52171e-16-0.0159148j -1.02656e-15+0.0921635j -4.07108e-16-0.0880677j -1.29991e-15+0.0503803j -6.22316e-16+0.151103j -4.00612e-16-0.0310193j -6.52174e-16+0.0174924j 1.11836e-17+0.0610784j 1.44473e-13+0.197497j 3.03374e-14+0.142686j 
-4.71587e-16-0.0147503j 1.6584e-15-0.0187021j -1.05152e-16+0.0944589j 1.18262e-15-0.0332303j 6.75775e-16-0.0578189j -1.61314e-16+0.134994j -7.11488e-16+0.0176367j 2.05076e-16+0.105682j 4.64228e-16-0.0196074j -6.58895e-16+0.0126247j -1.86893e-16-0.0231035j 1.43062e-15-0.0124369j 5.96158e-16+0.042444j 1.171e-15-0.0550865j -6.76347e-15+0.0212594j -1.29644e-14+0.0288589j -1.56875e-14-0.0924997j 1.90469e-14+0.0150495j 6.64677e-12+0.0597599j -1.41005e-14-0.0772832j 1.98476e-16-0.0348569j 1.98455e-15+0.0140921j -2.2774e-14+0.0127414j -6.35946e-15-0.0247256j -3.42185e-15-0.032678j 2.10309e-15-0.0119574j -5.22928e-15+0.0264935j -3.66362e-17+0.0234102j 3.55192e-15+0.00037732j 3.86739e-15-0.00655869j 1.97797e-15-0.0280219j -1.22275e-16-0.0152109j -3.27739e-15+0.0297426j -4.50968e-15-0.015179j -3.87756e-15-0.00467096j -2.53543e-15-0.0427876j -9.59076e-16+0.0247518j 1.89006e-15+0.00317726j 4.50675e-15-0.0393635j -3.20161e-14-0.052655j 1.55012e-15+0.0246696j 7.1877e-15-0.0145002j 8.95804e-16+0.0084779j -5.01793e-16+0.00230867j 2.23008e-15+0.000808227j 1.97346e-15+0.0114513j -2.59282e-15+0.018189j 1.49139e-15+0.0732565j -2.60232e-15-0.0577913j 9.26034e-16-0.0542043j -1.3254e-16-0.0356203j 8.88937e-16+0.0505151j -3.20004e-17-0.0746983j 1.06066e-15-0.0462685j -1.04393e-14-0.0257354j -1.82192e-15+0.0429813j 
-3.84462e-17+0.0417703j 2.93096e-15-0.0142596j 9.04242e-17+0.0263733j 7.87446e-16+0.00144613j 8.49836e-16+0.0840678j 1.79537e-16+0.0310079j -5.26091e-16-0.0819403j -7.68338e-16-0.0565242j 1.08864e-15+0.0872291j -1.20701e-15-0.0414341j -1.05097e-15-0.00249996j 4.91656e-15-0.0819626j 4.4824e-16-0.0192031j 1.01522e-15-0.0764331j -8.08985e-15+0.00942875j -3.39018e-14+0.115175j 3.46448e-15-0.0156516j -1.61828e-14-0.0529786j -5.83462e-12-0.052401j 1.38108e-14+0.0391906j 1.60939e-15+0.0447937j -6.72487e-15-0.0493071j -3.5048e-15+0.00684598j 2.42476e-15+0.0105314j 2.22567e-15+0.0276199j -1.67069e-15+0.00886065j -1.34787e-14+0.0458179j 7.38366e-15+0.0657379j -1.13471e-13-0.0415302j -2.76917e-15+0.0311732j 3.55974e-15+0.0232494j 1.30623e-16-0.0322115j -2.45148e-15-0.00192808j 3.36671e-15+0.0118814j 1.09612e-16+0.0350394j 1.43629e-15-0.0102884j -2.67466e-16-0.0162523j 6.11171e-15+0.00550695j -9.74095e-16-0.0146816j 1.22514e-14+0.0160647j -3.39334e-14-0.0465888j -3.7694e-14-0.0469775j 5.26609e-17+0.0626009j -9.67912e-16-0.00372438j 7.62772e-16-0.00152017j 8.55147e-16+0.0141714j -1.12863e-16-0.00739633j 3.33137e-17+0.0180077j -3.12223e-16-0.00781078j 5.91754e-16-0.0105337j -3.33873e-16+0.105087j 1.44099e-15+0.0608423j -1.01487e-17-0.0257764j 1.99165e-16+0.0849357j -1.53181e-14-0.0364926j -2.95012e-15+0.0612431j 
1.07913e-15+0.0126811j -3.97691e-15+0.0433189j 1.24609e-16+0.0466776j 9.2213e-17+0.0207977j 4.61118e-16+0.0186364j 1.15401e-15-0.075921j 4.66138e-16-0.0215092j 4.49671e-17+0.0956168j 5.49941e-17-0.00994987j 6.1807e-16+0.0235553j -7.67011e-16+0.0498623j 1.13396e-16+0.0117796j -7.53598e-16+0.0531444j -2.34724e-15+0.0392654j 5.19859e-15-0.0342815j 1.85024e-15+0.00744707j 1.5e-14+0.101865j -8.53244e-15+0.0207124j -5.39753e-12-0.0485984j -4.30774e-16-0.00723455j -1.85897e-15+0.00956804j -3.899e-15-0.0253157j 3.4101e-14-0.0232419j 2.16959e-15+0.0243911j -2.59635e-15-0.0141245j 4.45779e-15+0.0200579j 2.52997e-15-0.00302935j 9.41351e-16-0.0144066j 3.19501e-14+0.0097771j -1.33784e-15-0.00149317j -2.564e-16-0.0217535j -7.57284e-16+0.0219182j -3.26744e-15+0.0087519j -2.5503e-15+0.000529926j -4.93454e-16-0.00989136j -9.63586e-16-0.000600387j 1.42176e-15-0.0304006j -4.82806e-15+0.0225678j -5.6326e-15+0.0196733j 1.92227e-14+0.0322741j 1.73267e-14+0.00153498j 1.57379e-14+0.0435236j 2.68882e-16-0.0352169j -3.65427e-17+0.0158978j 1.00323e-15-0.00281419j -5.02451e-16-0.0504555j 1.1156e-15+0.0310572j 2.37991e-16-0.0314642j -7.26009e-16-0.00124281j -9.69272e-16+0.043679j -5.68388e-17+0.0875996j 1.43932e-15-0.0462027j -1.91677e-15+0.0410476j 3.77275e-16+0.0241051j 6.21007e-14+0.0806642j 1.45294e-14+0.089902j 
5.3334e-16-0.0245753j -2.20761e-15+0.0165502j 3.54787e-16-0.0177859j -4.93121e-17+0.0228071j 8.36998e-17+0.0486908j -6.50484e-16-0.048586j 5.62577e-16+0.0930467j 3.52287e-17-0.0258246j 1.45513e-15+0.0720778j -3.35899e-15-0.0599474j -7.82703e-16-0.0544352j -2.19802e-15+0.106498j 1.83145e-15+0.0491708j -1.57802e-15-0.0606j 1.77077e-15-0.0101716j 1.04308e-14-0.032665j -2.34749e-15+0.00304752j 5.02011e-15-0.00405145j 4.45914e-12+0.0401297j 4.11725e-15+0.0199167j 2.55113e-15+0.0314774j 9.48234e-15+0.0310344j 4.33527e-14-0.0299311j -3.04807e-15-0.0121121j 2.30396e-15+0.0405914j -7.56405e-16+0.014572j 5.51803e-15-0.0392538j -2.06159e-15-0.0323741j -2.25163e-14-0.00687801j -1.85115e-15-0.00440059j -1.85422e-16+0.00481183j 1.59164e-15+0.0308001j -1.12442e-15+0.0087762j -5.44156e-15-0.0191187j -5.16128e-16+0.0232735j 9.6694e-16+7.72506e-05j 1.17515e-15-0.023662j 1.89397e-15+0.00207294j -1.30466e-15+0.00590093j 2.30109e-14+0.0316586j -1.94014e-14-0.0333797j -2.30241e-14-0.0207902j 5.10113e-16-0.0436555j 1.90398e-16-0.0236083j -5.12422e-16-0.0435279j 7.59551e-16+0.011666j -1.16708e-15-0.0187988j -3.20058e-16-0.00423487j -9.79355e-16-0.0178578j -3.64797e-16+0.0290389j 4.10746e-16+0.019461j -8.07765e-16-0.0674152j -9.75848e-16+0.0238891j 3.47025e-16+0.051676j 4.14965e-14+0.0771595j 9.14877e-15-0.056884j 
4.86849e-16+0.00849959j -3.3545e-16+0.0107559j -3.32795e-16-0.00844797j 3.78463e-16-0.00514979j 5.12621e-16-0.00118042j 2.49556e-16+0.0171101j -7.63049e-16-0.0170168j 8.15506e-16+0.0438832j 5.69203e-16-0.0217665j -4.37227e-16-0.0376681j -1.37731e-16-0.0097521j 1.70885e-15-0.0267694j 7.7027e-16+0.0316494j 8.08582e-17-0.0406348j 1.7589e-15+0.0388906j 2.17912e-15-0.0134964j 7.07258e-15+0.0288872j 5.67638e-15-0.00844743j 3.23743e-12+0.0291419j -3.49127e-15-0.0150164j 1.12943e-15-0.0252273j 6.46795e-15+0.03591j -1.0217e-14+0.00423321j -9.5554e-15-0.0446689j 3.25091e-16+0.0283473j 4.73236e-16+0.00580232j -1.26509e-15+0.00624599j 2.23394e-15+0.0218681j -5.44919e-14-0.0177962j -1.89122e-15+0.0132394j -8.4207e-17-0.0191451j 4.5232e-16-0.00575654j 1.23809e-15-0.00465943j 5.72034e-16+0.00289979j 1.43446e-15+0.0136701j 1.28308e-15-0.00431801j -2.40414e-15+0.0107235j 2.9171e-15-0.00454987j 3.89189e-15-0.019838j -1.75332e-14-0.0250624j -8.10864e-15-0.016118j -6.04805e-15-0.00512692j 1.30593e-15-0.0138529j 1.27398e-15-0.0247525j 9.32064e-16-0.0398622j 3.32236e-16+0.00683516j -5.68067e-16+0.00842774j 1.4829e-16-0.00614559j -4.38699e-16-0.0299816j 2.02949e-16-0.0322145j 3.36728e-16+0.00280932j 7.643e-16-0.00466294j -2.77251e-16-0.0167486j 5.79455e-16-0.0218083j -1.79628e-16-0.00108837j 6.9034e-16+0.0100058j 
2.5298e-16-0.00938539j -2.15509e-15+0.0185908j 1.01212e-16+0.0020227j 4.15457e-16-0.0277549j -5.65032e-16+0.021245j -2.01513e-16-0.0341459j 5.69792e-16-0.000884962j 8.36293e-16+0.0414556j 1.71669e-16-0.01395j -9.60295e-17-0.0552712j 3.16629e-16+0.0251718j -2.66862e-16+0.0228945j -1.37396e-16-0.0125449j 2.98701e-16+0.0118382j 8.75716e-16+0.0102206j 5.12206e-15-0.0211973j -7.83887e-16-0.00619949j -4.53495e-15+0.0169014j -2.67855e-12-0.0241138j 1.86856e-15+0.0252735j 1.42453e-15+0.0175407j -1.54376e-15-0.00223683j -3.77272e-14+0.0250334j -4.1414e-15-0.0198138j -1.0475e-15-0.0140946j 2.13082e-15+0.00992835j -3.22619e-15+0.0120745j 4.39027e-16-0.0131433j 3.71012e-15+0.000643387j 3.03478e-15-0.0148213j -3.07024e-17+0.002436j 1.45171e-15-0.00582033j 1.57083e-15+0.004798j -2.19013e-15-0.0182608j -8.4588e-16-0.000272372j -7.08404e-16-0.00371561j -8.43738e-16-8.84238e-05j -1.7558e-15+0.012845j -1.92554e-16-0.00153361j -5.18802e-16+0.00287295j 5.90565e-15-0.00847183j 6.58239e-15+0.0241195j 4.89427e-17-0.0159268j 1.14135e-15+0.00296491j -2.23307e-17-0.00765326j -1.31122e-15+0.00910007j 5.30662e-16+0.0325688j -3.86781e-16-0.0113756j 4.66229e-16-0.026116j -2.24042e-17+0.00218015j -8.65469e-16+0.0188615j -6.42742e-17-0.00986738j 7.20808e-16-0.00973978j -4.67391e-16-0.023754j 7.81167e-15+0.00451923j 1.45587e-15+0.0353201j 
4.04978e-16+0.0133105j -1.26396e-15+0.0148605j 6.8771e-17+0.010648j -6.80943e-17+0.0212962j -1.08538e-17-0.00385048j 3.95533e-17-0.00072191j -2.14201e-16-0.0163236j -2.68888e-16-0.00300271j 1.44083e-16-0.015614j 1.0351e-15+0.0166045j 9.38248e-16-0.0400025j -7.09149e-16-0.00466272j 2.47776e-16-0.0362062j 2.5119e-16+0.00521611j 7.54292e-16+0.0263305j 3.54239e-15-0.0150017j 2.88292e-15+0.00716901j -1.01623e-14-0.0463865j -2.86921e-12-0.0257307j 5.79777e-15+0.0158332j -1.10491e-15+0.0122484j 3.31558e-15+0.0156734j 3.22688e-14-0.0225952j -5.86557e-16+0.00499074j -1.2376e-15-0.000503447j 1.01575e-15+0.00882447j 5.48944e-15-0.019827j -3.85787e-16-0.0195485j 2.9506e-14+0.0105634j -5.09384e-15+0.0178671j -1.90039e-16-0.0156768j -8.84383e-16+0.00437081j 9.58477e-16-0.0143464j 2.73591e-15+0.0234807j 6.66974e-16-0.0189989j -4.1144e-16+0.00111506j -2.79383e-16+0.0125818j -4.4943e-15+0.00197356j -1.11146e-15+0.0212121j 2.41019e-15+0.00470408j 1.00142e-14+0.00701958j 9.07188e-15+0.0179937j -8.7626e-16+0.004919j -4.8176e-16+0.0197352j -6.21881e-16+0.00177875j -1.28125e-15-0.0257736j 5.76748e-16-0.0318382j 5.55732e-17-0.0116436j 6.92717e-16+0.0221895j -1.06858e-15+0.0250551j 6.08488e-16+0.0131969j 2.79685e-17-0.017968j -7.82695e-16+0.0423632j 3.95869e-16-0.00486922j 2.7467e-14+0.0391328j 6.34291e-15+0.0210409j 
-1.64009e-16-0.0154621j -5.8664e-16+0.00330095j 2.61383e-16-0.0144162j -4.59825e-16+0.0300647j 1.44854e-16-0.0108959j -1.51789e-16+0.0076139j -1.00125e-17-0.00867433j -4.52626e-16-0.0252217j 3.43714e-17+0.0102096j 4.58057e-16+0.00153318j -2.52794e-16-0.0125671j 9.12638e-16-0.0491941j -5.70797e-16+0.00048526j 4.06778e-16+0.0234189j -1.52469e-15-0.0106627j -2.47883e-15+0.0123878j -3.91836e-16+0.00245663j 1.15944e-15+0.0149607j -8.76224e-13-0.00789983j -2.99209e-15-0.0169955j -1.53988e-15+0.00849433j -4.92776e-15-0.0213556j 5.15678e-15-0.00523797j -6.16985e-15-0.0173218j -3.38983e-15-0.0255956j 2.37333e-15-0.0107946j -8.02597e-17-0.000620427j -5.54368e-16-0.0077912j 1.31339e-14+0.004666j 4.95123e-15-0.0219921j 1.04444e-15+0.0195048j 1.69546e-15-0.0264491j 4.59746e-15-0.0184393j 8.71666e-16-0.00815169j -2.13855e-15-0.027768j -2.11433e-15+0.00186612j -3.96574e-16+0.0119609j -2.47785e-15+0.00975175j -1.20524e-15+0.00235855j -1.27749e-15-0.00310795j -2.32389e-15+0.00490966j -2.47376e-15-0.00928162j 1.66595e-16+0.00807089j -2.45637e-16+0.00610027j -3.30546e-16+0.00805419j 7.3555e-17+0.0282153j -7.87749e-16-0.0200688j 4.12256e-16+0.00463304j -3.92173e-16+0.0105866j 4.92765e-17+0.0201592j -3.93681e-16-0.0601201j 8.97896e-17-0.0227437j 1.55842e-16+0.0188712j -1.66009e-16-0.0292752j 2.73806e-15+0.0183062j 8.39823e-17-0.066509j 
