3.11364e-13+0.0756035j 2.491e-14+0.22774j 1.13626e-15-0.0886821j 1.85074e-15+0.113841j 1.73064e-15+0.129864j -2.72483e-15-0.16158j 2.37349e-15-0.0528401j 2.49373e-15+0.13957j 2.21017e-15+0.168982j -1.00658e-14-0.0727237j -1.35101e-14-0.111777j -3.1e-15-0.0553189j 3.97088e-15+0.146001j -4.32934e-15-0.0813682j 2.49869e-15-0.0726134j 4.95339e-15+0.0956212j 5.17112e-14-0.19462j 3.34734e-14-0.0438173j -2.69335e-14+0.122923j 2.06363e-15-0.143607j -2.95701e-14-0.0745272j -2.94875e-15-0.177633j 7.15554e-15-0.0862934j -6.45787e-15-0.0697366j 7.02305e-15+0.0544799j 7.351e-15+0.0730551j 7.02351e-15-0.112219j -3.44758e-14+0.0335618j -4.79128e-15+0.108741j 3.72517e-14+0.0773515j -1.87605e-14-0.0783797j 7.31778e-14+0.0644535j -1.04299e-12+0.11006j 5.62913e-14-0.0445127j 1.19471e-13-0.281734j 1.21973e-12+0.147224j 3.25415e-14+0.0771021j 8.5914e-14+0.0808054j -1.67348e-13+0.157936j -8.24247e-14+0.0863552j -1.22666e-14+0.0177192j -1.35726e-13+0.172135j 1.46778e-14+0.121672j 1.14663e-14-0.0126115j 3.03002e-15-0.00715894j 1.45278e-14-0.0434734j 1.322e-14-0.0639345j 6.22708e-15+0.097057j 3.14871e-15+0.158159j -9.11379e-14-0.0858737j -2.82241e-14+0.022573j -3.10948e-14-0.111316j -5.62898e-15+0.0141272j 6.03598e-14-0.194079j 2.57742e-14-0.01746j 3.31134e-15+0.0905426j 1.89979e-12+0.202863j 3.13608e-15+0.00625475j 1.3328e-15-0.026363j 1.44119e-14+0.108646j -4.28995e-15-0.00449946j 5.93054e-15+0.0816318j -4.89079e-15-0.0911967j -5.17383e-15-0.147727j -2.57789e-15+0.0888563j -2.42054e-15+0.0368119j 2.17439e-14-0.158283j 2.2516e-14+0.0339522j -1.95505e-15+0.0142305j -4.57944e-15-0.173117j -1.12394e-14-0.175119j 3.18572e-15+0.0502927j -5.95622e-16+0.000243615j 4.91677e-15-1.35671e-05j -1.5168e-14-0.168019j 2.51477e-14+0.141708j -3.1138e-13-0.173812j 
1.33525e-15+0.000335232j 1.30012e-16+0.000793227j -1.88725e-17-0.000126621j 2.77356e-17+0.000476666j 2.51398e-17+0.00045258j -3.35142e-17-0.000726579j -1.00541e-17+8.1995e-05j 1.96011e-17+0.000253994j 3.24401e-17+0.000448483j -1.05451e-17+3.30106e-05j -3.18209e-17-0.000196023j -1.28193e-17-0.000289883j 3.07749e-17+1.70254e-05j -2.15546e-17+2.92892e-05j -6.45798e-18+7.35431e-05j 2.59316e-17+0.000571429j 1.63803e-16-0.000639665j 9.62586e-17-0.000431395j -4.29332e-17-3.70839e-05j -1.60262e-17-0.000289538j -9.52386e-17-0.000285832j -1.63803e-17-0.000206966j 4.44695e-17-0.000527663j -6.27787e-17-0.000682275j 1.77007e-18+0.000750736j 7.69481e-17+0.000215435j -4.99422e-17-0.000120662j 6.87967e-17-0.000169034j 2.35988e-17+0.000346852j 1.3284e-16+0.000161821j -4.24136e-17-0.000433047j 4.05316e-16+0.000235405j -6.81444e-15+0.000706721j 8.86384e-17+0.000501665j 3.32608e-17-0.000528011j 2.83995e-15+0.000327882j 2.19406e-16+0.000567033j 3.12493e-18+0.000521942j 1.00467e-17+0.000212882j -2.01224e-16+0.000234092j -9.56786e-17+0.000404252j -4.19177e-16+0.000578182j 3.19236e-17+0.000112616j 1.90201e-17+0.000557812j 1.44759e-17+0.000150458j 1.15487e-16-0.000473541j 1.12086e-16-0.000322089j 4.09292e-17+0.000316652j 4.91003e-17+0.000314527j -4.48167e-16-0.00033297j -1.5023e-16-0.000202978j -9.98853e-17-0.000309488j 4.73319e-17+0.000616288j 2.87103e-16-0.000917195j 1.02559e-16-0.000242201j 1.34273e-17+1.76532e-05j 4.57814e-15+0.000486634j -5.32204e-18-7.0196e-05j -5.16427e-17-0.000398477j 2.54907e-17+0.000151966j -5.86556e-18-0.000145293j 6.41421e-17+0.000549816j -1.54672e-17+6.97787e-05j -2.41715e-17-0.000116326j -8.2784e-18-5.29266e-05j 7.73835e-19+0.000195847j 2.61194e-17-0.000350345j -7.47923e-17-0.00012859j 1.49951e-18+4.39623e-05j -3.35569e-17-0.000353963j -6.99183e-17-0.000703961j 1.51939e-17+0.000402596j 2.38762e-18-8.78853e-05j 1.12936e-17+0.000158478j -8.49258e-17-0.000575058j 1.01991e-16+0.000553273j -1.10838e-15-0.000602067j 
4.39242e-16+0.000169858j 1.47929e-16-0.000183375j -2.92854e-16+0.000474548j 1.36369e-16-0.000230563j 1.46481e-16-0.000240018j -1.38153e-16+0.000231486j -2.59443e-16+0.000413073j -3.68401e-17+7.29699e-05j 2.02105e-16-0.000332943j -3.57941e-17+6.45615e-05j 3.24266e-17-8.21975e-05j -6.42839e-17+0.000104175j 2.87247e-17-2.75763e-05j 5.24785e-17-9.95647e-05j -2.85794e-17+3.77494e-05j -1.92782e-17+1.08316e-05j -3.41729e-16+0.000347412j -2.64505e-16+0.000320272j 2.45568e-16-0.000288336j -1.85919e-16+0.000316539j -1.05288e-16+0.000514751j -9.40698e-17+0.000153121j -1.21924e-17-2.40849e-05j 1.04681e-16-0.000201267j 1.01426e-16-0.000212719j 1.08669e-16-0.00027377j -2.03766e-16+0.000305074j 1.45495e-16-3.41302e-05j 3.65652e-16-0.000575463j 7.81322e-17-0.000292149j 3.8526e-17+4.32376e-05j 4.13341e-17-0.000212793j 1.34599e-15-0.000141019j -8.61571e-17-1.61514e-05j -3.02715e-16+0.000309935j -4.48811e-15-0.000590921j -2.56303e-17-0.000105314j 1.04843e-16-0.000133029j -5.26199e-17-2.81787e-05j -5.04463e-17-3.33435e-06j -9.43203e-17+0.000144811j 8.1003e-16-0.000567871j -1.44638e-16+0.00031577j -5.85281e-17+8.29406e-07j -6.85473e-17+8.25649e-05j 1.64789e-17-5.48658e-05j -5.08932e-17+6.14311e-05j 1.95099e-16-0.000304298j 3.23508e-16-0.000538748j 1.7849e-16+0.000204732j -5.98584e-18+0.00020102j -8.47859e-17+0.00031999j -1.38095e-18+4.73882e-05j -2.34134e-16+0.000258977j 9.09074e-18-5.70442e-05j -5.56744e-17+9.85631e-05j -4.07538e-15-0.000468294j -1.53491e-16+0.000292869j -8.30364e-17+0.000184625j 9.73245e-17-0.000216885j 2.60737e-16-0.000350523j 4.43023e-17-8.69954e-05j 7.03287e-18-4.05681e-06j -5.72108e-17+9.37626e-05j -1.35224e-17+4.60188e-05j -4.27425e-17+7.11477e-05j -9.5292e-17+0.000118033j 5.79085e-18+7.93723e-05j 1.93788e-16-0.000325533j -6.57091e-17+9.91575e-05j -2.26893e-16+0.000411633j -1.07075e-16+0.000176432j 1.36516e-16-0.000230531j -1.2885e-16+0.000198963j -2.52901e-16+0.000476421j -9.47036e-17+0.000124401j 2.03658e-16+0.000203731j 
-1.92386e-15-0.000535734j -1.21496e-16-0.00044431j 2.20214e-17-0.000637889j -8.31625e-18-0.000277334j -2.22711e-18-0.000124857j 2.89908e-19+0.000602006j 2.60098e-17-0.000872834j 6.95629e-18+9.44239e-05j -3.00884e-18+0.000185907j -5.62473e-17-0.000534046j -1.91782e-17-7.0279e-05j -7.42443e-18+0.000278625j -1.5503e-17+0.000779911j 9.9652e-18-0.000415878j 1.18138e-17-0.00060277j 1.50549e-17-0.000828262j -4.90209e-17+0.000108496j 2.19679e-18+0.000466416j -7.27209e-17+0.00102969j -8.14827e-18-0.000404424j -1.65844e-16-0.000226595j -3.61016e-17-0.00062687j -7.28305e-17+0.000789141j 1.00055e-16+0.00140993j 8.79438e-17-0.0012585j -5.78068e-17+0.000153687j 1.33791e-16-0.00061822j -4.58502e-16+0.000610613j -5.43094e-17+0.00032757j 1.44625e-17+0.000320057j -9.44886e-17+0.0005465j -4.42729e-16+2.07382e-06j 9.12568e-15-0.000921749j 1.81889e-16-0.00140083j 5.83466e-16-0.000590593j 4.65543e-15+0.000595855j -2.19674e-16-0.000807914j 4.69185e-16-0.00065582j -8.14117e-16+0.000386883j 1.03046e-16-7.54703e-05j 1.72669e-16-0.000988013j -1.34785e-16+0.000123358j -2.48141e-18+9.66626e-05j 7.56591e-17-0.00137507j -9.5126e-19-0.000469802j -1.94178e-16+0.000924507j -2.0192e-16+0.000347933j -3.53504e-17+7.62979e-05j -3.70119e-17+0.000636816j 2.32734e-16+0.00011758j 9.09212e-17+0.000406212j -8.05403e-17-0.000185522j -1.56168e-16-0.00141102j -3.4446e-16+0.000845377j -8.35733e-17+0.000526432j 1.05991e-17+0.000356809j 3.83674e-15+0.000409745j 5.34671e-18-8.08407e-05j 8.61265e-17+0.000613512j 8.89662e-17+0.000441466j -5.58424e-17+0.000649757j -7.70187e-17-0.000760455j -2.26014e-17-0.000655107j -1.9829e-17-0.000619934j 1.86542e-17+0.000562942j -2.02731e-18-0.000326196j 2.47505e-17-0.00015264j 2.54604e-16+0.000409875j -3.1063e-18+0.000284716j -4.69792e-19-0.000206798j 1.4261e-17+0.00030377j 9.83476e-19-0.000837247j -4.8232e-18+0.000426781j 8.37255e-18-0.000560687j 1.8614e-17-2.11363e-05j -3.35882e-17-0.000643543j 5.26972e-16+0.000270521j 
4.4876e-16+6.74005e-05j 4.77333e-17+0.000920593j 1.13717e-17-0.00067622j 1.48154e-17+0.000818192j 4.04336e-18+0.000738627j -1.19968e-17-0.00109752j 1.72946e-17-0.000334337j 1.25705e-17-0.000131189j 9.67413e-18+0.000749443j 1.25644e-17+0.000194361j 1.56777e-17+0.000155317j 6.91731e-18-0.000486491j 2.02694e-17-0.000406006j -2.02479e-17+0.00047462j -1.07449e-17+0.000306677j 3.12538e-17+0.000662721j 3.67926e-16-0.0010205j 2.06967e-16-0.00111044j -1.17343e-16-1.38762e-05j -1.13741e-17-0.000530529j -3.45691e-16-0.00106276j 1.95806e-19-1.80781e-05j 1.11201e-16-0.00059637j -5.36712e-17-0.000640583j -1.77839e-17+0.00146136j 1.72311e-16+0.000565841j -5.387e-17-0.000321851j 3.96772e-17-0.000350273j -2.44391e-17+0.00115217j 2.37441e-16+0.000487463j -9.68863e-17-0.000563811j 5.78963e-16+0.000532791j -1.04437e-14+0.00108961j 1.01842e-16+0.00104367j -1.14474e-16-0.000481563j 8.50995e-15+0.00101726j 3.89039e-16+0.000898675j -3.41607e-16+0.000851756j 6.68384e-16-0.000103695j -4.18404e-18+0.000128921j -1.18237e-16+0.000416744j -1.0781e-15+0.00133442j -4.47943e-17-0.000700483j 6.78731e-17+0.0010099j 4.55055e-17+0.000155104j 1.90945e-16-0.000594306j 1.87982e-16-0.000446932j 9.17577e-19+0.000711128j 2.95241e-17+0.000876033j -9.30414e-16-0.000619452j -3.28541e-16-0.000743408j -2.09636e-16-0.00067659j 4.06314e-17+0.000950543j 4.71561e-16-0.00136558j 1.37535e-16-0.000274011j 1.38668e-17-0.000421529j 8.53855e-15+0.000917682j -3.25539e-17-0.0006036j -1.12276e-16-0.000896942j 3.00887e-17+0.000249172j -9.40277e-17+0.000313945j 8.0861e-17+0.000825042j -2.15774e-17+0.000426914j -1.47533e-17+0.000134833j -2.24121e-17-0.000455993j 7.84623e-18+0.000107727j 3.08261e-17-0.000275609j -2.78026e-16-0.000459912j -1.16494e-17+0.000542199j -1.65827e-17-0.000203517j -6.66784e-17-0.00129736j 1.65174e-17+0.000257216j -3.47176e-18+0.000209304j 2.6338e-17-3.76292e-05j -1.00101e-16-0.00119853j 1.17333e-16+0.000301168j -1.38615e-15-0.000797217j 
2.06429e-15+0.000537948j 1.40397e-16+0.000977009j 6.6105e-18+4.70413e-05j 1.84752e-18+0.000478078j -8.74276e-19+0.000472417j -1.02041e-18-0.000786554j 6.62177e-18+0.00026063j 5.3459e-18+0.000492556j -2.27984e-18+0.000467221j -9.25107e-18-3.38575e-05j -4.42987e-17-0.000402288j -5.28292e-18-0.000293069j 1.81346e-17+0.000211788j -2.10124e-17-0.000152954j 6.55327e-18-1.16711e-05j 7.40982e-18+0.000693726j 1.91825e-16-0.000678713j 1.12765e-16-0.000276388j -6.30629e-17-3.72318e-05j 2.32421e-17-0.000288217j 2.05936e-17-5.96842e-05j 1.25354e-17-0.000361165j 5.09775e-17-0.000646506j -7.2355e-17-0.000881658j -2.10493e-17+0.000665394j 2.94471e-17+0.000141212j -2.3381e-17-8.78349e-05j 8.79915e-17-0.000134476j -6.32823e-18+0.000129943j 9.94112e-17+8.45701e-05j -1.25256e-17-0.000502083j 4.23836e-16+0.000186055j -7.28253e-15+0.00074918j 1.12622e-16+0.000405733j 1.88852e-16-0.000722173j 1.42041e-15+0.000158152j 1.85121e-16+0.000589685j 1.25758e-16+0.000534491j -3.05039e-16+0.000416487j -3.60621e-16+0.000348079j -1.13958e-16+0.000504024j -3.5059e-16+0.000448766j 6.87195e-17+0.000483268j -5.81979e-19+0.000516677j 9.52692e-18+0.000185528j 1.28163e-16-0.000551544j 1.30794e-16-0.000363294j 3.09936e-17+0.000254038j 1.00508e-17+0.00019401j -3.52737e-16-0.000315821j -1.10834e-16-3.55409e-05j -4.58762e-17-0.000258112j 5.17822e-17+0.000640879j 3.54823e-16-0.000999335j 1.21873e-16-0.000293314j 7.7226e-18+0.00021068j 4.37607e-15+0.000468268j 2.07456e-17+0.000125523j -1.97764e-17-0.000304479j 6.0704e-19+0.000167935j 1.09841e-17-0.00036562j 4.81156e-17+0.000591276j -4.35799e-18-6.85791e-05j -4.16445e-18-0.000267951j -1.60375e-17+0.000107634j -7.2975e-18+0.000285942j 7.14296e-17-0.000492369j -8.42872e-18-2.39663e-05j -1.39281e-17-0.000141294j -1.0753e-17-0.00052929j -2.8958e-17-0.00067163j 1.42475e-17+0.000569739j -6.01881e-18-0.000228442j 1.72784e-17+0.000276626j -4.06277e-17-0.000497126j 1.00812e-16+0.000814717j -1.27596e-15-0.000702469j 
-1.94725e-15-0.000595854j -9.90828e-17+0.000386754j 2.22369e-18-0.0014536j 1.91805e-17+0.000547399j 1.42124e-17+0.000617524j -2.17722e-17-0.00046297j 1.55617e-17-0.0013527j 9.6712e-18-0.000152397j 2.60746e-17+0.000957204j -4.58062e-17-0.000331106j 1.74264e-17+0.000186805j -3.34324e-18-0.000204285j 1.12527e-18+0.00031027j 1.18917e-18+0.000138343j -2.52648e-18-0.000279207j 4.31178e-17-0.000253314j 3.13472e-16-0.000915023j 1.95786e-16-0.000725029j -1.79175e-16+0.0010727j -4.44792e-17-0.000972746j -6.09172e-16-0.00144249j -4.56062e-17-0.000604483j 4.78134e-17+0.00027851j 7.97256e-17+0.000927922j 8.62484e-17+0.000215337j 1.47869e-16+0.000780199j 6.44177e-17-0.000999448j -4.51313e-16+0.000267579j -4.54252e-17+0.00163641j 2.85515e-16+0.000876751j -2.06002e-16+3.1373e-05j 1.23831e-16+0.000573976j -8.77578e-16+0.000125949j 2.83792e-16-0.000358942j 4.30246e-16-0.00102286j 1.43776e-14+0.00175777j 1.79137e-16+5.96194e-05j 8.01279e-17+0.000176909j -3.01245e-17+0.000201741j 1.73979e-16-3.19485e-06j 5.54409e-17-0.00066365j -1.26932e-15+0.00156516j -9.59086e-17-0.000799997j 1.54155e-16-0.000393395j 4.22043e-17-0.000353736j -3.33512e-18+0.000403443j -2.45182e-17-7.17887e-05j -2.41064e-17+0.000842114j 2.72089e-17+0.00163169j -7.59524e-16-0.000520909j -2.72503e-16-0.000417494j -3.34311e-16-0.000916387j -1.3578e-16-0.00052463j 9.68182e-17-0.000470663j 5.0945e-17+0.000299199j 1.53603e-17-0.000151432j 1.29313e-14+0.0013846j -5.77632e-17-0.000801823j -4.48485e-17-0.000320369j 1.40135e-16+0.000714205j -1.41101e-16+0.00111676j 2.79051e-18+2.48012e-05j -4.51217e-17-0.000184768j -3.91121e-17-0.000441284j -8.39897e-18+4.66897e-05j 7.77269e-19-0.000277886j 4.42147e-17-0.000374553j -5.54903e-17-9.14155e-05j 1.01526e-17+0.00094878j -1.77852e-17-0.000341264j -7.73199e-17-0.00102851j -1.36626e-19-0.000701563j 1.0113e-17+0.000734661j 1.94249e-17-0.000688566j -1.14487e-16-0.00129231j 6.16734e-17-0.000498278j -7.78449e-16-0.000484384j 
4.82706e-16+0.000103322j 6.03384e-17+0.000413589j 4.14522e-17-0.000237862j 8.36625e-20+0.00018918j 1.30746e-18+0.000242708j -1.27285e-17-0.000248195j 4.57277e-17-0.000196899j 3.40968e-17+0.000315454j -3.11435e-18+0.000360125j -2.93859e-17-0.000220555j -5.67938e-17-0.000253694j -8.3013e-18-7.35843e-05j 2.0792e-17+0.000411901j -2.70637e-17-0.000235606j 3.69295e-18-0.000231349j 3.3471e-17+9.57355e-05j 9.67821e-17-0.000374988j 8.66232e-17-8.33542e-06j -7.8437e-17+0.000376227j 1.51871e-17-0.00033598j -3.02444e-17-0.000150585j -1.86564e-17-0.000449915j -1.7724e-17-8.19739e-05j -4.2389e-17+2.18751e-05j 2.22505e-17-6.51687e-05j -1.22806e-17+0.000155714j 4.79071e-17-0.000298025j -1.27449e-16+0.000149375j -5.67849e-17+0.000232329j 5.55257e-17+0.000185402j -5.96014e-17-9.20325e-05j 8.08468e-17+0.000121944j -9.19662e-16+0.000102971j 1.39367e-16-0.00028042j 3.14339e-16-0.000655506j 2.81591e-15+0.000348543j 4.17499e-17+5.0314e-05j 2.51378e-16+7.61676e-05j -4.50885e-16+0.000385597j -1.52764e-16+0.000173969j 2.00994e-17-8.14724e-05j -3.01421e-16+0.000341207j 8.20679e-17+0.000295575j 3.88559e-17-0.000207745j 1.5331e-17-7.0957e-05j -1.47095e-17+2.48646e-05j -5.9099e-18-8.60059e-05j -5.35793e-18+0.000194452j -3.047e-17+0.000381117j -1.3577e-16-0.000152476j -2.02724e-17+0.000116478j -5.38655e-17-0.000238066j -1.30319e-17-0.000152005j 6.63766e-17-0.00028344j 2.99717e-17+2.78012e-05j 2.90644e-17+0.000247324j 4.21596e-15+0.00045179j 3.85298e-17+2.44075e-05j 2.51221e-17+3.81841e-05j 3.23701e-17+0.000273687j -5.1858e-17+4.99131e-05j 1.18372e-17+6.75751e-05j -2.22072e-17-0.000280961j -2.23556e-17-0.000389629j 1.15023e-17+0.000266954j 9.43119e-18+4.08549e-05j 3.62874e-17-0.000348861j 9.50209e-17+0.000132209j -3.57659e-17+4.3678e-05j -2.54374e-17-0.000389017j -1.01913e-17-0.000302953j 3.77063e-17+1.01674e-05j -2.72648e-17+3.95841e-05j 3.41659e-17-5.90507e-05j -7.29098e-18-0.000325758j 8.59743e-17+0.000226731j -5.79464e-16-0.000319948j 
-3.5464e-15-0.00110549j 1.0332e-15-0.00201656j -4.88551e-17-2.8426e-05j 5.74417e-16-0.000858483j 6.27626e-16-0.000932787j -9.31655e-16+0.00141793j 1.74052e-16-0.000370119j 8.46329e-16-0.00132087j 7.23151e-16-0.00105218j -2.06065e-16+0.000372327j -5.82457e-16+0.0010892j -2.98999e-16+0.000483088j 6.27767e-16-0.000987442j -4.1445e-16+0.00069926j -2.84916e-16+0.000377495j 7.54835e-16-0.00120575j -1.28517e-15+0.00138233j -3.62757e-16+0.000185769j 4.31425e-16-0.000358887j -5.81448e-16+0.000756458j -8.52605e-17-4.57676e-05j -8.08488e-16+0.00117994j -7.82595e-16+0.00112205j -7.71709e-16+0.00143261j 4.74532e-16-0.000724769j 1.94234e-16-0.000266262j -3.09057e-16+0.000401875j 1.82269e-17-2.41393e-05j 1.76808e-16-0.000150764j -2.32249e-17-0.000217613j -5.16698e-16+0.000872366j -4.90657e-16-0.000322518j 1.22686e-14-0.00118636j -2.7948e-16-0.00012333j -2.0663e-15+0.00194658j -2.95395e-15-0.000376429j 3.07844e-16-0.000886466j -8.01211e-17-0.000826508j 2.13521e-15-0.00124875j 1.39187e-15-0.000809854j 6.25216e-16-0.000725595j 1.21819e-15-0.00081582j 7.46556e-16-0.00145654j 2.38797e-16-0.000423976j 1.18582e-16-0.000220339j -7.03034e-16+0.000823906j -6.0635e-16+0.000641109j 2.71177e-16-0.000476937j 3.89874e-16-0.000524031j 1.43788e-16+0.000573806j 3.34518e-16-0.000293937j -2.88234e-16+0.000544442j 4.01563e-16-0.000738287j -1.77538e-15+0.00177442j -5.03222e-16+0.000434673j 5.04935e-16-0.000804458j -9.58489e-15-0.00110569j 2.08094e-16-0.000449253j -1.84633e-16+0.000251837j 3.4838e-16-0.000547167j -4.68094e-16+0.00072673j 5.34959e-16-0.000931632j -3.74002e-16+0.000577357j -6.45501e-16+0.000984113j 4.53814e-16-0.000643823j 3.69501e-16-0.000549573j -9.9852e-16+0.00123277j -4.2057e-18-0.000245997j -1.89358e-16+0.000383102j -8.82327e-16+0.00136961j -7.59503e-16+0.00120239j 5.94729e-16-0.00100152j -2.52996e-16+0.000448646j 2.39222e-16-0.000464185j -5.74468e-16+0.000931059j 8.77465e-16-0.00169212j 1.6605e-15+0.00143366j 
4.02562e-15+0.0011354j 3.47748e-16+0.00045239j -3.41759e-17+0.00164699j 4.14462e-17-0.000145162j 4.83401e-17-0.000244101j -6.42401e-17-0.000239127j -2.771e-17+0.00174771j 5.42881e-17+0.000547813j 4.82681e-17-0.000646467j 2.36192e-17+0.000392252j -1.00398e-16-0.000513587j -3.07879e-17-6.33047e-05j 6.88941e-17-0.000259256j -4.84965e-17-0.000212245j -1.66309e-17+0.000365464j 1.64308e-17+0.000944088j -2.58844e-16+0.000389564j -1.44543e-16+0.000469383j 1.87181e-16-0.00129426j 5.06025e-18+0.000838599j 6.41713e-16+0.0014919j -8.57367e-18+0.000424381j -5.1022e-17-0.000926603j -2.0999e-16-0.00188302j -7.0863e-17+0.000489727j -8.94235e-17-0.000722448j -1.4832e-16+0.00105918j 6.12015e-16-0.000473451j 9.9547e-17-0.00165145j -1.87101e-16-0.000892487j 1.72876e-16-0.000516995j 3.08024e-16-0.000449292j -6.20178e-15+0.000605259j -2.26111e-16+0.000898633j -4.97493e-16+0.000563041j -1.44641e-14-0.00179232j 4.35883e-17+0.000529074j 3.5291e-18+0.000340477j -3.98012e-17+7.50884e-05j -4.49475e-16+0.000297316j -1.51025e-16+0.00124084j 1.143e-15-0.00128906j 2.07013e-16+0.00121758j -1.54233e-16+0.00102154j -3.22858e-17+0.000585854j 9.94953e-17-0.000998558j 1.24299e-16-0.000268686j 1.01254e-16-0.000684674j 5.12513e-17-0.00163679j 4.3223e-16+0.000271594j 1.83522e-16+0.000352091j 2.72827e-16+0.00077408j 2.35948e-16+0.001265j 1.29729e-16-0.000437883j 4.1069e-17-0.000624389j 2.27203e-17+0.000281089j -1.04028e-14-0.00112359j 7.78095e-17+0.000952394j -5.46859e-18+2.85738e-06j -1.14374e-16-0.000671158j 1.54667e-16-0.00155573j 9.79368e-17+0.000560283j 1.66725e-17+0.000227468j -1.7133e-17+0.000328607j 2.33447e-17-3.85021e-05j 1.51186e-17+0.000568569j -6.19507e-17+1.17303e-05j 2.37562e-17+1.98151e-05j -1.66119e-17-0.00114703j -6.61789e-17-4.57444e-05j -3.36781e-17+0.000487254j 4.70477e-17+0.00131334j -1.96736e-17-0.0010135j 1.89312e-19+0.00102292j 3.25535e-18+0.00095011j 9.63734e-17+0.00127362j -3.83168e-16-0.000102667j 
-8.45588e-16-0.00021721j -6.40414e-17-0.000400965j -8.86242e-18-9.81769e-05j -7.25968e-18-0.000383823j 1.26808e-19-0.000259784j 5.17943e-18+0.000617944j -8.7543e-18-0.000327489j -1.11059e-17+0.000236302j 4.16507e-22-7.64795e-05j -4.20492e-17-0.000413399j -1.89661e-17-0.000208637j -9.56587e-18+0.000295175j -1.8261e-17+0.000695115j 1.74444e-17-0.000486922j 1.40229e-17-0.000495755j -1.04517e-17-0.000600401j -1.37108e-16+0.000313381j -6.64712e-17+0.000670154j -2.52798e-18+0.000622727j -2.14149e-18-0.000101059j 2.56105e-17+0.000283884j -1.74354e-17-0.000465557j -6.84885e-17+0.000561301j 8.24907e-17+0.000897521j 5.87075e-17-0.00119766j -8.93557e-17-0.00010329j 8.79098e-17-0.000266094j -2.71526e-16+0.000481382j -2.62061e-18-0.000241387j -5.33066e-17+1.57835e-05j -1.66295e-17+0.000436923j -3.93529e-16-0.000170572j 7.99575e-15-0.000818703j 9.66779e-17-0.0011784j 4.50182e-16-0.000344515j -2.84482e-16-1.555e-05j -2.48555e-16-0.000711407j 4.57396e-16-0.000613584j -8.54367e-16+0.000383638j -3.22568e-17-1.06319e-05j 1.13883e-16-0.00064459j 2.89509e-16-0.000359689j 1.22778e-17+0.000469336j 1.46637e-17-0.0011207j -2.17648e-17-0.000302534j -1.56205e-16+0.000666893j -1.65058e-16+0.000303268j -5.04193e-18-0.000181483j -1.39188e-17+7.6521e-05j 4.30289e-16+0.000246083j 1.52504e-16+0.000543729j 1.63401e-17+9.98004e-05j -1.05824e-16-0.00108667j -3.11762e-16+0.000822238j -7.1165e-17+0.000358531j -6.35241e-18+0.0004438j -5.4418e-17-9.19146e-06j 7.29234e-18+0.000230783j 8.80849e-17+0.000664755j 4.70962e-17+0.000208749j 2.6387e-17+0.000173523j -7.0831e-17-0.000651859j -2.27803e-18-0.000591458j -4.55047e-18-0.000500555j 1.06512e-17+0.000557244j -1.2859e-17-0.00017022j 2.3846e-17-0.000104445j 2.6244e-16+0.000432352j 1.49089e-17-8.55044e-05j 8.77453e-18-0.000176395j 2.03967e-17+0.000547796j -1.64595e-17-0.000470618j 9.21862e-18+0.000115673j -1.2501e-17-0.000255493j 2.93534e-17+0.000353755j -5.93745e-17-0.000308704j 5.68233e-16+0.000314144j 
