3.11364e-13+0.0756035j 2.491e-14+0.22774j 1.13626e-15-0.0886821j 1.85074e-15+0.113841j 1.73064e-15+0.129864j -2.72483e-15-0.16158j 2.37349e-15-0.0528401j 2.49373e-15+0.13957j 2.21017e-15+0.168982j -1.00658e-14-0.0727237j -1.35101e-14-0.111777j -3.1e-15-0.0553189j 3.97088e-15+0.146001j -4.32934e-15-0.0813682j 2.49869e-15-0.0726134j 4.95339e-15+0.0956212j 5.17112e-14-0.19462j 3.34734e-14-0.0438173j -2.69335e-14+0.122923j 2.06363e-15-0.143607j -2.95701e-14-0.0745272j -2.94875e-15-0.177633j 7.15554e-15-0.0862934j -6.45787e-15-0.0697366j 7.02305e-15+0.0544799j 7.351e-15+0.0730551j 7.02351e-15-0.112219j -3.44758e-14+0.0335618j -4.79128e-15+0.108741j 3.72517e-14+0.0773515j -1.87605e-14-0.0783797j 7.31778e-14+0.0644535j -1.04299e-12+0.11006j 5.62913e-14-0.0445127j 1.19471e-13-0.281734j 1.21973e-12+0.147224j 3.25415e-14+0.0771021j 8.5914e-14+0.0808054j -1.67348e-13+0.157936j -8.24247e-14+0.0863552j -1.22666e-14+0.0177192j -1.35726e-13+0.172135j 1.46778e-14+0.121672j 1.14663e-14-0.0126115j 3.03002e-15-0.00715894j 1.45278e-14-0.0434734j 1.322e-14-0.0639345j 6.22708e-15+0.097057j 3.14871e-15+0.158159j -9.11379e-14-0.0858737j -2.82241e-14+0.022573j -3.10948e-14-0.111316j -5.62898e-15+0.0141272j 6.03598e-14-0.194079j 2.57742e-14-0.01746j 3.31134e-15+0.0905426j 1.89979e-12+0.202863j 3.13608e-15+0.00625475j 1.3328e-15-0.026363j 1.44119e-14+0.108646j -4.28995e-15-0.00449946j 5.93054e-15+0.0816318j -4.89079e-15-0.0911967j -5.17383e-15-0.147727j -2.57789e-15+0.0888563j -2.42054e-15+0.0368119j 2.17439e-14-0.158283j 2.2516e-14+0.0339522j -1.95505e-15+0.0142305j -4.57944e-15-0.173117j -1.12394e-14-0.175119j 3.18572e-15+0.0502927j -5.95622e-16+0.000243615j 4.91677e-15-1.35671e-05j -1.5168e-14-0.168019j 2.51477e-14+0.141708j -3.1138e-13-0.173812j 
-9.21809e-18+6.10606e-06j 8.30231e-18-0.000189905j 1.40622e-17+0.000122176j -5.88401e-18-0.000294771j 9.13969e-19-0.000203317j -3.0675e-18+0.000415551j 1.45722e-17-3.78925e-05j 1.18966e-17+0.000310734j -3.34148e-18-9.89908e-05j -3.2587e-17-0.000302135j -4.50197e-17-0.000274941j -1.08186e-17+0.000212409j 7.1615e-19+0.000571139j -3.66473e-18-0.000448357j 9.62515e-18-0.000372369j 4.38215e-18-0.000323872j -1.21482e-16+0.000246644j -4.79192e-17+0.000593098j 2.16242e-18+0.000361418j 1.15735e-17-9.7945e-06j 1.28398e-16+0.000413706j -1.55631e-17-0.000372562j -6.93221e-17+0.000297626j 1.45338e-17+0.000441357j 3.39962e-17-0.000882505j -9.51424e-17-0.000161178j 6.63907e-17-0.000102642j -1.4696e-16+0.000333535j -1.93661e-17-0.00039089j -7.16563e-17-8.72909e-05j 9.84981e-19+0.000256603j -2.61365e-16-0.000180214j 5.27251e-15-0.000542894j 6.49487e-17-0.000840955j 3.35646e-16-0.000287973j -1.89086e-15-0.000216008j -1.83866e-16-0.000477094j 3.95665e-16-0.000423145j -7.41536e-16+0.000369729j -1.09128e-16+5.97463e-05j 8.01582e-17-0.000342603j 3.25895e-16-0.000416252j 6.95786e-17+0.000586631j -2.43865e-18-0.000767274j -1.50544e-17-0.000165147j -1.16678e-16+0.000386297j -1.13116e-16+0.000187678j -1.01591e-18-0.000211605j -2.84966e-17-0.000116561j 3.86317e-16+0.000209808j 1.52292e-16+0.000495358j 5.48786e-17+0.000153597j -4.62716e-17-0.00069755j -2.13492e-16+0.000542808j -4.99121e-17+0.000197341j 9.39644e-18+0.000425961j -9.1608e-16-0.000100441j 3.61955e-17+0.00032095j 7.85864e-17+0.000529266j 1.85458e-17+0.000109189j 1.78144e-17-7.76939e-05j -3.97757e-17-0.000423225j -4.72096e-18-0.000474699j -8.88586e-18-0.000404829j 1.74309e-17+0.00047262j -1.46983e-18-4.6918e-05j 1.56103e-17-0.000132177j 2.27978e-16+0.000362684j -1.07737e-17-0.000224258j -7.24719e-18-0.00020294j 2.19331e-17+0.000455727j 1.06466e-17-0.00018178j -1.0861e-17-4.74992e-05j 5.35351e-18-6.40876e-05j 3.84784e-17+0.000365575j -8.59777e-18-2.79445e-05j 3.09716e-16+0.000185261j 
-8.75219e-16-0.000217714j -3.20551e-17-0.000637748j -1.1383e-17+0.000258839j 1.54141e-17-0.000269454j 1.56968e-17-0.000344409j -2.1658e-17+0.000377464j -8.00273e-18+0.000194117j 1.58921e-17-0.000503052j 1.8735e-17-0.000497258j 3.15023e-17+0.000308863j 3.08525e-17+0.000408975j 1.62528e-18+0.000110469j 9.15405e-18-0.00060365j 5.50705e-20+0.000367043j -1.87312e-17+0.000327206j 7.51941e-18-0.000191889j -1.58767e-16+0.000532181j -9.70551e-17-2.08753e-05j 9.42361e-17-0.000489783j -2.73846e-17+0.000451767j 6.03842e-17+0.000134661j -1.22528e-17+0.000648529j -2.55661e-17+0.000170757j -1.32029e-17+6.89293e-05j -1.60945e-17+7.913e-05j 9.83985e-18-0.000188632j -5.2273e-17+0.000383976j 1.54094e-16-0.0001989j 2.90326e-17-0.000247322j -8.9761e-17-0.000223958j 4.16942e-17+0.000163012j -1.4035e-16-0.000153694j 1.69902e-15-0.000181001j -1.90612e-16+0.000375275j -5.03977e-16+0.000945113j -3.3845e-15-0.000413964j -3.07993e-17-9.92267e-05j -3.52081e-16-0.000127581j 7.36672e-16-0.000581192j 2.91561e-16-0.00027589j 2.65473e-17+5.47705e-05j 3.61764e-16-0.000429239j -3.41712e-17-0.000514509j -2.87038e-17+0.000259544j -2.1273e-18+7.41582e-05j -2.6963e-17+1.51236e-05j -2.12524e-17+0.000140808j -5.33379e-18-0.000247735j 1.40576e-17-0.000472266j 1.65972e-16+0.000208752j 5.1807e-17-0.000198531j 6.99174e-17+0.000308123j 4.63062e-17+0.000162199j -1.61905e-16+0.000439605j -7.25448e-17-8.24313e-06j 3.25019e-18-0.000388086j -5.658e-15-0.000606431j -1.17513e-17-9.37234e-05j -3.15777e-17-6.28821e-05j -3.74546e-17-0.000369831j -1.09751e-18+1.46712e-05j 1.28748e-17-0.000127241j 4.42292e-18+0.000409858j -2.96286e-18+0.000564762j 1.63832e-17-0.00039971j 1.82429e-17-9.22878e-05j -9.72188e-17+0.000519024j -1.25597e-16-0.000201613j 3.77622e-18+2.49533e-06j -1.33787e-17+0.000582721j 6.38329e-19+0.000417288j 6.1684e-18-8.72702e-05j -2.37886e-18-9.75556e-07j -9.08909e-18+3.06237e-05j 1.33445e-17+0.000426025j -4.05807e-17-0.000408447j 8.31165e-16+0.000478943j 
3.73708e-16+9.30826e-05j 2.90369e-17+0.000254784j -1.35203e-18-0.00013486j -6.80051e-19+1.21745e-05j 3.10966e-18+0.000102427j -2.47238e-18-2.81322e-06j 5.68923e-19-0.000179728j 3.03508e-19+0.000421466j 3.1856e-18+0.000252004j -3.90384e-17-0.000334766j -4.00835e-17-0.000351605j -1.12622e-17+4.35539e-05j 2.99942e-20+0.000629916j -1.31627e-18-0.000421809j 1.21229e-17-0.000378852j 3.3002e-18-7.79384e-05j 1.88819e-17-0.000191779j 2.44752e-17+0.000289248j -4.57734e-17+0.00049276j 6.25115e-18-0.000285266j -6.63262e-18+8.31405e-05j -1.24096e-17-0.000562687j -2.30686e-17+7.65118e-05j 2.01645e-17+0.000232754j 3.81206e-17-0.000492402j -3.91521e-17+4.88769e-05j 5.39784e-17-0.000298904j -1.75739e-16+0.000290269j -9.05454e-18-3.45085e-06j 3.20839e-17+0.000110138j -3.41544e-17+4.87683e-05j -4.90795e-17+1.17437e-05j 1.81821e-15-0.000181709j 1.4686e-16-0.000651729j 4.43483e-16-0.000693221j 1.4341e-15+0.000180922j -6.61862e-17-0.000193498j 4.02143e-16-0.00014543j -7.72038e-16+0.00050853j -2.00983e-16+0.000176906j 2.74754e-17-0.000235544j -5.52391e-17+7.65374e-05j 4.53459e-17+0.000543791j 2.11002e-17-0.000553599j -6.98299e-18-0.000140233j -4.71812e-17+0.000210309j -5.25102e-17+2.02398e-05j 1.21964e-17+5.64946e-05j -2.56867e-18+0.000258215j 7.31657e-17-2.32013e-05j 3.53698e-17+0.000345333j -3.42438e-17-0.000121797j -5.41159e-17-0.000471355j -3.47526e-17+3.02783e-05j 1.51345e-17+0.000119828j 3.59763e-18+0.000420718j 3.08155e-15+0.000327103j 1.50541e-17+0.000182769j 4.95621e-17+0.000295364j 4.40654e-17+0.000282746j 1.26025e-17-9.06218e-07j -2.20969e-17-0.000152097j -8.79446e-18-0.000471866j -1.11086e-17-0.000528273j 1.02409e-18+0.000459565j -1.09433e-17+1.25984e-05j 5.37184e-17-0.000359237j 1.81398e-16+0.000291674j 1.7086e-18-7.79258e-05j -5.05174e-18-0.000428375j -8.57475e-18-2.69145e-05j -3.04789e-19-7.82547e-05j 1.86082e-18+6.90578e-06j 3.53899e-18-7.87564e-05j -9.52261e-18-8.96716e-05j 2.09561e-17+0.000180362j -3.2205e-16-0.000177346j 
-1.98051e-17+1.39263e-05j -3.61516e-17-0.000209174j -7.48724e-18+0.000251763j -1.28707e-17-0.000101018j -1.48491e-17-0.000149733j 2.36309e-17+9.99953e-05j -1.47297e-17+0.000247947j -2.44246e-17-0.000187403j -1.7032e-17-0.000260613j 2.89373e-17+0.00019277j 3.63978e-17+0.00014794j 1.19062e-17+2.19571e-05j -1.69411e-17-0.000327723j 1.44443e-17+0.000173586j 4.66986e-19+0.000204113j -2.72812e-17+3.57497e-05j -4.1882e-17+0.000238419j -4.41345e-17-1.67811e-05j 4.52648e-17-0.000358131j 9.83886e-18+0.000268928j 7.51306e-17+0.000159649j 2.81224e-17+0.000344642j 1.98775e-17-4.07049e-05j 1.00087e-17-0.000185286j -3.56585e-17+0.000156029j -4.28766e-18-0.000132591j -2.90927e-17+0.000269135j 1.33428e-16-0.000156884j 1.64887e-17-0.000223868j -5.62071e-17-0.000169754j 5.66739e-17-2.15708e-06j -1.6926e-17-9.07602e-05j -3.56936e-16+2.7841e-05j -1.09147e-16+0.000314989j -2.3364e-16+0.000474812j -2.61954e-15-0.000322308j -1.63582e-17+4.93453e-05j -2.04343e-16+1.51215e-05j 3.36751e-16-0.000269497j 6.8468e-17-9.34024e-05j -2.7993e-17+0.000168717j 2.05887e-16-0.000264279j -3.88696e-17-0.000153823j -3.65198e-17+0.000271392j -7.78142e-18+0.000100249j 2.92565e-17-0.000120559j 2.96976e-17+1.77021e-05j -6.80099e-18-0.000149496j -3.59118e-18-0.00034098j 9.24487e-17+9.47298e-05j 1.82449e-17-9.38361e-05j 6.60945e-17+0.000188279j 2.70412e-17+0.000247115j 1.06491e-17+9.64456e-05j -1.13001e-17-7.89602e-05j -1.87358e-17-0.000174048j -3.29991e-15-0.000350878j -1.15814e-17+2.14485e-05j -1.36066e-17-7.23858e-05j -4.39241e-17-0.000227558j 2.99031e-17-0.000132208j -6.69135e-18+3.57808e-05j 1.9773e-17+0.000234905j 2.51488e-17+0.000303327j -9.93976e-18-0.000212827j -4.95814e-18+1.83711e-05j -1.43818e-17+0.000230726j -7.70425e-17-0.000114546j 9.65489e-18-8.63877e-05j 2.6075e-17+0.000258309j 2.88798e-17+0.000180995j -1.93744e-17+0.000101751j 8.8314e-18-9.08267e-05j -1.54309e-17+0.000113911j 2.94782e-17+0.000235728j -5.15888e-17-5.03466e-05j 3.25458e-16+0.000175483j 
-9.69814e-16-0.000264102j -9.22597e-17-0.000131729j -3.06937e-17-0.000356873j -2.34277e-18+1.63967e-05j -3.91353e-18+3.69076e-05j 1.47101e-17+7.64323e-05j -3.19132e-17-0.000384822j -3.46941e-17-0.000139355j 2.08359e-18+0.000122454j -4.95382e-18-7.98448e-05j 4.41346e-17+0.000128253j 5.29968e-18+2.23349e-05j -2.55837e-17+4.18071e-05j 2.77305e-17+5.60055e-05j 4.75933e-18-7.41847e-05j -2.09046e-17-0.000225373j 4.074e-17-6.08994e-05j 5.22906e-18-9.67118e-05j -1.94229e-17+0.000275668j -1.71245e-17-0.000169286j -1.8067e-16-0.000322612j 4.49566e-18-7.37746e-05j 2.67486e-17+0.000220126j 8.28476e-17+0.000432889j 2.18729e-17-0.000120857j 3.70068e-17+0.000151616j 1.31404e-17-0.000223195j -1.30466e-16+0.000103254j 2.19815e-17+0.000354024j 5.73054e-17+0.000189491j -2.83456e-17+0.000127156j -6.69534e-17+9.14541e-05j 1.5444e-15-0.000152362j 4.23444e-17-0.000199433j 9.70606e-17-9.09527e-05j 3.11551e-15+0.000381404j -1.82515e-17-0.00013072j -1.04517e-17-8.87033e-05j 1.3994e-17-3.55688e-05j 1.009e-16-7.75124e-05j 1.45275e-17-0.000281839j -2.02284e-16+0.000264516j -9.1072e-17-0.000285783j 2.66448e-17-0.000230756j -2.85797e-18-0.000131072j -9.35635e-18+0.000231107j -2.66232e-17+6.93426e-05j -5.4162e-18+0.00013981j 2.43764e-17+0.000345611j -9.20797e-17-4.87363e-05j -5.59918e-17-7.94947e-05j -7.53782e-17-0.000158259j -6.63899e-17-0.000288432j -3.54051e-17+0.000125756j -2.42476e-18+0.000143044j -2.30831e-17-7.27197e-05j 2.1032e-15+0.000224935j -4.64713e-17-0.00021266j -9.53227e-18+5.2334e-06j 3.44086e-17+0.00013677j 3.24907e-18+0.000348711j -2.82854e-17-0.000138048j 3.9581e-18-4.13402e-05j 8.96236e-18-5.6346e-05j -1.61083e-17-6.95147e-07j -1.58325e-17-0.000132349j 1.71802e-17+1.72692e-05j -1.62261e-17-7.1543e-06j 3.46257e-17+0.000254053j 2.45987e-17+3.17373e-05j -8.05491e-18-8.43384e-05j -3.80125e-17-0.000301553j 2.85681e-17+0.000226775j -2.25929e-17-0.000229434j -2.44999e-17-0.000189358j -5.64164e-17-0.000303786j 1.2974e-16+4.63804e-05j 
2.57567e-16+6.37464e-05j -6.13319e-17-0.00019012j 2.10144e-16+0.000296971j -9.85786e-17-0.000168603j -1.01807e-16-0.000181922j 9.43621e-17+0.000186197j 1.83788e-16+0.000251249j 3.61748e-17-2.11839e-05j -1.45891e-16-0.000251103j 3.95644e-17+7.04662e-05j -4.05569e-17+4.23842e-06j 4.24213e-17+7.63402e-05j -1.33358e-17-8.4198e-05j -4.29173e-17-1.45748e-05j 1.77597e-17+5.67813e-05j 6.53737e-18-2.67499e-05j 5.63565e-17+0.000266841j 8.27549e-17+0.00018493j -8.58151e-17-0.000215947j 1.43179e-16+0.000233706j 3.51377e-16+0.000308429j 7.19502e-17+0.00016311j -3.74065e-17+1.61021e-05j -1.12533e-16-9.14656e-05j -9.69148e-17-0.000124395j -1.53603e-16-0.000178534j 1.24351e-16+0.000216349j 6.45058e-17-3.83628e-05j -2.42546e-16-0.00035631j -1.99047e-16-0.000191774j 5.49679e-17+5.10145e-05j -1.65728e-16-0.000140884j 9.76673e-16-0.000112981j -6.91697e-17+2.38422e-05j 1.99842e-17+0.000290573j -3.41117e-15-0.00038348j -9.53104e-17-8.10566e-05j -7.77522e-17-9.88876e-05j 2.77697e-17-8.57717e-05j 6.83152e-18-3.76747e-05j 7.4779e-17+7.93191e-05j 5.99849e-17-0.000377168j 1.58237e-16+0.000115921j -2.11854e-17+1.9121e-05j 3.01351e-17+5.16393e-05j -4.82724e-17-1.97938e-05j 1.10475e-17+5.65188e-05j -1.29221e-16-0.000204251j -2.43165e-16-0.00036068j 2.84823e-16+0.000144509j 1.56941e-16+9.37334e-05j 2.12663e-16+0.000219729j 5.51317e-17+3.29676e-05j 3.74305e-17+0.000212289j -5.4861e-17-2.81308e-05j 4.14937e-17+1.07217e-05j -3.37504e-15-0.000339853j 1.40862e-16+0.000154378j 8.77149e-17+0.000103733j -1.23305e-16-0.000166071j -1.32859e-16-0.000191396j -3.45877e-17-7.36649e-05j 8.63485e-18+4.28668e-05j 4.76161e-17+0.00011869j 2.40587e-17-1.85938e-05j 3.66941e-17+2.5506e-05j 2.85864e-17+0.000131586j 4.7591e-17+2.39716e-05j -1.46676e-16-0.000182469j 4.17416e-17+0.000128333j 1.90812e-16+0.00029094j 8.6068e-17+8.09117e-05j -1.07224e-16-0.00012723j 8.6882e-17+0.000111588j 2.3164e-16+0.000325643j 4.34789e-17+1.25019e-05j 3.84842e-16+0.000179791j 
-1.66142e-15-0.000494101j -6.98353e-17-9.33498e-06j 3.13692e-17-0.000940279j 8.78621e-18+0.00010341j 1.09141e-17+0.000218411j -2.3375e-17+8.76628e-05j 4.23344e-17-0.00101504j 3.2257e-17+4.01941e-05j 1.36907e-17+0.000531635j -5.51386e-17-0.000441854j -2.87686e-17-4.1065e-06j -1.02465e-17+5.12484e-05j 8.19486e-18+0.000591704j -1.05682e-17-0.000198492j 1.66407e-18-0.000458625j 4.64037e-17-0.000511328j 1.04488e-16-0.000365603j 9.80245e-17-4.63086e-05j -1.23415e-16+0.00101496j -2.12323e-17-0.000646521j -3.16755e-16-0.000709513j -5.13471e-17-0.000634835j -3.70533e-17+0.000503319j 5.20818e-17+0.00109621j 8.71426e-17-0.000574956j 2.30074e-17+0.000411937j 1.04596e-16-0.000761111j -4.35563e-16+0.000444706j -6.77262e-17+0.000851311j 1.24453e-16+0.000540618j -1.50016e-16+0.000279204j -1.67507e-16+0.000247012j 4.22323e-15-0.000409011j 2.29537e-16-0.000909665j 5.03814e-16-0.00081445j 8.51293e-15+0.00105645j -2.69029e-17-0.000385016j 3.22145e-16-0.000256158j -4.89604e-16+0.000341952j 1.07333e-16-1.17796e-05j 1.27412e-16-0.000784249j -6.22173e-16+0.000735698j 1.5748e-18-0.000216923j 1.11684e-16-0.00089808j 2.36264e-17-0.000393204j -1.16131e-16+0.000639782j -1.2168e-16+0.000137145j -2.99935e-17+0.000402728j -2.00429e-17+0.00103325j -2.03631e-16-0.000169384j -5.4758e-17+6.41257e-05j -1.81092e-16-0.000495434j -1.25209e-16-0.000959198j -1.45586e-16+0.000204405j -2.53292e-17+0.000393889j 2.93826e-17+0.000164784j 7.76242e-15+0.000830365j -3.60734e-19-0.00035347j 3.22094e-17+0.000196512j 1.08106e-16+0.000553642j -1.11291e-16+0.000783066j -2.65931e-17-0.00037143j -4.07871e-17-0.000456529j -3.99144e-17-0.000557147j 1.78648e-17+0.00035233j 9.8557e-18-0.000271008j 2.28011e-17-0.000283189j 1.30242e-16+0.000196994j -1.67318e-17+0.000527614j -2.69861e-17-0.00030457j -3.02305e-17-0.000297812j 2.42926e-17-0.000706454j -1.47076e-17+0.0005159j 2.87032e-17-0.000569993j -3.69291e-17-0.000573002j 4.64915e-17-0.000491132j -1.43148e-16-0.00010346j 
-2.94286e-15-0.000797474j 1.38786e-17-0.00154953j 1.65513e-17+0.000110257j 8.88478e-17-0.000600988j 9.56932e-17-0.000716318j -1.50527e-16+0.000969979j 5.09124e-17-9.11834e-05j 1.51925e-16-0.00118448j 1.08148e-16-0.000910233j 2.18906e-17+0.000494751j -2.24004e-17+0.000978133j -2.96252e-17+0.000300252j 9.44717e-17-0.00111713j -5.99804e-17+0.000765511j -6.88995e-17+0.000528031j 1.26995e-16-0.000752926j -4.06057e-16+0.00108967j -1.76904e-16-6.09517e-05j 1.70352e-16-0.000614487j -1.136e-16+0.000734421j 4.81796e-18-5.51293e-05j -1.32594e-16+0.00120672j -1.61997e-16+0.000696841j -1.11172e-16+0.000781065j 4.74964e-17-0.000147756j 3.81344e-17-0.000232641j -7.93064e-17+0.000505335j 1.29047e-16-0.000226926j 1.26205e-17-0.000138204j -1.50027e-16-0.000245212j -3.94505e-17+0.000553719j -4.26563e-16-0.000239577j 6.63335e-15-0.000675826j -3.26048e-16+0.000383941j -1.04994e-15+0.00182596j -3.53583e-15-0.000423148j -3.88721e-17-0.000463544j -6.13164e-16-0.000459691j 1.57565e-15-0.00120549j 8.16066e-16-0.000671015j 1.93092e-16-0.000308195j 5.65564e-16-0.000641668j 3.79022e-17-0.00134675j 1.99974e-17+0.000112787j 2.66058e-17-4.16203e-05j -1.90921e-16+0.000398488j -1.61921e-16+0.000420165j -1.24149e-17-0.000381663j 3.06533e-17-0.000574167j 2.69524e-16+0.000415982j 1.30242e-16-0.000431495j 4.94974e-17+0.000474945j 9.37564e-17-0.000154112j -5.84656e-16+0.00118748j -2.22882e-16+0.000201936j 8.5632e-17-0.000835433j -9.35619e-15-0.00100936j 1.89088e-17-0.000412787j -6.34858e-17-3.02789e-05j -3.51711e-18-0.000585248j -1.31678e-16+0.000464597j 7.45177e-17-0.000522336j -5.2861e-17+0.000726139j -9.32742e-17+0.00104646j 9.75151e-17-0.000759062j 9.09128e-17-0.000373186j -3.01087e-16+0.00109374j -2.04038e-16-0.000369123j -4.38491e-17+0.000290866j -1.37217e-16+0.00123396j -7.56971e-17+0.0008549j 1.06336e-16-0.000604216j -5.69398e-17+0.00028049j 3.60727e-17-0.000241508j -2.64269e-17+0.000722207j 5.05283e-17-0.00125715j 1.8473e-15+0.00110393j 
6.6137e-17+7.02642e-07j 7.26505e-17+0.000104173j 1.21958e-17-0.00020029j 2.073e-17-0.000146636j 3.04879e-17+3.91054e-06j -4.6094e-17+0.000258011j 2.51325e-17-0.00034585j 4.85046e-17+0.000551193j 3.20675e-17+0.000245967j -7.24604e-17-0.00053903j -9.52447e-17-0.000464205j -3.07559e-17+0.000171463j 2.92088e-17+0.000975764j -2.42287e-17-0.000659334j 5.61972e-18-0.0006211j 4.52483e-17-0.000343698j -7.6008e-17-7.93526e-05j 3.95394e-18+0.00059058j -4.77149e-17+0.000805079j -1.25069e-17-0.000357971j 1.78548e-17+0.000197262j -6.10365e-17-0.000807991j -9.6756e-17+0.000325616j -3.04074e-18+0.000643417j 8.62436e-17-0.00103943j -7.83057e-17+1.53446e-05j 9.12579e-17-0.000443704j -3.08961e-16+0.000519996j -2.55774e-17-9.18721e-05j 1.2326e-17+0.000132976j -7.70188e-17+0.000240158j -2.15599e-16-5.52542e-05j 5.41177e-15-0.000544944j 2.0478e-16-0.00120714j 6.08682e-16-0.000899692j 1.54292e-15+0.00020363j -1.46327e-16-0.000512107j 6.54076e-16-0.000417529j -1.14692e-15+0.000711022j -1.96697e-16+0.000184767j 1.11008e-16-0.000535266j 6.43178e-17-5.77368e-05j 1.19464e-16+0.000776087j 4.57581e-17-0.00107765j -5.39141e-18-0.000283396j -1.50395e-16+0.000515369j -1.49369e-16+0.000151239j 1.81405e-17-9.49912e-06j -7.14371e-18+0.000324716j 2.41373e-16+7.59241e-05j 1.1925e-16+0.000599228j -4.23567e-17-9.61877e-05j -7.56762e-17-0.00097624j -2.28112e-16+0.000381104j -3.21385e-17+0.000285088j 3.55257e-17+0.000639522j 3.42344e-15+0.000359302j 4.60445e-17+0.000287167j 8.77055e-17+0.000598641j 8.2145e-17+0.000399077j -1.61337e-17+8.41342e-05j -2.20826e-17-0.000442545j -3.32758e-17-0.000760875j -4.8684e-17-0.00078464j 3.20021e-17+0.000731705j 6.00072e-18-6.22555e-05j 2.5341e-17-0.000432939j 3.18733e-16+0.000497042j -1.75397e-17-0.000111152j -5.05258e-17-0.000537533j -3.22425e-17+0.000196728j 3.64513e-17-0.000292539j -1.8896e-17+6.40312e-05j 2.29545e-17-0.000200557j -1.73384e-17+4.37129e-05j 6.59048e-17+5.57558e-05j -1.55264e-16-5.94969e-05j 
-1.98596e-15-0.000515204j -1.01637e-16-0.00107478j -7.97593e-18+0.000164555j 1.75136e-17-0.000392208j 1.65464e-17-0.000502787j -2.45974e-17+0.0006143j -3.70876e-18+5.56094e-05j 1.98563e-17-0.000902626j 2.06712e-17-0.000694022j 4.90125e-17+0.000453586j 6.3834e-17+0.000745148j 8.19256e-18+0.000173521j 5.69443e-18-0.000959943j 5.06351e-18+0.000643921j -2.81491e-17+0.000490925j 1.1624e-17-0.000426625j -2.067e-16+0.000779013j -1.27498e-16-0.000136833j 1.19889e-16-0.000613638j -4.24889e-17+0.0005994j 1.2276e-18-2.80804e-05j -1.74366e-17+0.000995861j -3.16274e-17+0.000391806j 3.82161e-18+0.000361258j -1.85434e-17+0.000105811j 3.14369e-17-0.000185951j -6.24305e-17+0.000464027j 1.64434e-16-0.00026772j 2.59766e-17-0.000129868j -1.151e-16-0.000221719j 4.0171e-17+0.000321612j -2.56496e-16-0.000169146j 3.32091e-15-0.000346692j -2.75027e-16+0.00051664j -7.51298e-16+0.00144461j -3.18065e-15-0.000385683j -4.46516e-17-0.000208617j -5.86439e-16-0.000229356j 1.22813e-15-0.000961475j 5.39755e-16-0.000488137j 6.31122e-17-7.4904e-05j 3.8561e-16-0.000472418j -8.27209e-17-0.00103541j -2.21718e-17+0.000309316j 3.67484e-18+4.20296e-05j -5.31229e-17+0.00014847j -4.6025e-17+0.000253636j -2.63248e-17-0.000283037j 1.07181e-17-0.000507508j 1.80851e-16+0.000281544j 4.99187e-17-0.000397866j 7.15359e-17+0.000369791j 4.40371e-17+0.00011389j -2.65325e-16+0.000735436j -1.20593e-16+6.71168e-05j 3.84719e-18-0.00068637j -7.46527e-15-0.000798312j -2.79209e-17-0.000308434j -5.24493e-17-0.000131698j -4.5954e-17-0.000498825j -3.11774e-17+0.00025661j 9.08733e-18-0.000261112j 3.94871e-18+0.000649261j -2.12442e-18+0.000877925j 2.33305e-17-0.000660692j 2.88736e-17-0.000228341j -1.47792e-16+0.000835538j -2.16143e-16-0.000346244j 4.38322e-18+0.000185604j -1.22955e-17+0.00094991j 7.73012e-18+0.000568863j 6.31053e-18-0.000321939j -3.94981e-18+0.000150155j -1.15448e-17-9.76645e-05j 2.29513e-17+0.000520042j -7.40431e-17-0.000838394j 1.36686e-15+0.000769831j 
