3.70415e-15+0.157256j -1.72505e-14+0.205106j 1.16431e-15+0.0665602j -1.78109e-15+0.182613j -8.60903e-16-0.0836601j 5.12711e-16-0.220712j 4.31565e-17+0.0713585j -5.8195e-16+0.0749904j -6.9814e-16-0.190652j -2.53022e-16+0.0226511j -4.69247e-16-0.0878392j 6.56714e-15-0.212734j 8.01708e-16-0.0725448j 2.03002e-15-0.135854j 4.0797e-15-0.205725j 4.90926e-14-0.129948j -2.347e-14-0.0519708j 2.46732e-14+0.124848j 1.29313e-11+0.116131j 4.92449e-15+0.116987j 1.73324e-14+0.0445731j 1.44886e-14+0.0643649j -2.26333e-13+0.168745j 4.11076e-14+0.0490827j 3.71279e-14+0.229662j -3.65681e-14-0.0212594j 4.60633e-14-0.224216j -2.99059e-14+0.0699204j -2.41597e-13-0.0667619j 5.69827e-14-0.217238j 7.53141e-15+0.0511039j 3.02628e-15-0.108734j -1.95799e-14+0.199724j -1.22242e-14+0.00960863j -8.95144e-15+0.0447678j 1.66243e-15-0.0593331j -1.12771e-14+0.217743j -1.05945e-14-0.00781307j 4.37263e-15+0.0420896j 8.7032e-14+0.122533j 1.96213e-14+0.117277j 2.99329e-15-0.0827441j 9.18958e-16+0.137081j -5.25367e-15+0.112145j -5.76883e-15-0.217382j -1.14882e-15+0.0982757j 6.32165e-16+0.0206176j 1.48546e-15-0.0391818j 1.82756e-15+0.117945j 1.23267e-15+0.177483j 2.77363e-16-0.159172j 1.01449e-15-4.61254e-05j 5.75826e-16-0.123969j -2.40278e-16+0.147876j -8.48378e-14-0.171919j -1.84039e-14+0.17691j 
9.617e-17-0.000418082j 1.12691e-16-0.000134431j 6.92536e-17-0.000691688j 8.3063e-17+9.69243e-05j -3.08778e-17-0.000382425j -1.04879e-16-6.52056e-06j 7.08183e-17-0.000866232j 5.36185e-17-0.000524926j -8.04855e-17-0.000642994j 2.02188e-17-2.67788e-05j -7.23923e-17+0.000645744j -1.18094e-16+0.000115492j -3.51615e-17-0.00101931j -7.97245e-17+0.000591317j -3.08971e-17-4.40311e-05j 1.52829e-16-0.00059307j 3.57053e-17+0.000572577j 1.60132e-16+8.45787e-05j 3.31433e-14+0.000297457j -5.52412e-17-0.000787705j 6.63173e-17-0.00062248j 1.01421e-16+0.000727852j -1.19846e-15+0.000815132j -1.17203e-16-0.0010906j 1.64644e-16+0.000331795j -2.24467e-17-0.000295429j -1.22271e-16+0.000211435j 4.72519e-17-7.34167e-05j 2.4929e-16+0.000128537j -2.94208e-16+0.000488467j -1.00384e-17+0.000109904j -5.41603e-17+0.000945861j 4.04226e-19+0.000714154j -1.56688e-16-0.00102968j -2.3621e-17+0.000598849j -3.81766e-17-0.000176335j 7.91182e-17+0.000352713j 1.14498e-16-0.000154012j 1.20268e-16-0.000492881j 1.04246e-17-3.62226e-05j -3.35216e-16-0.000949379j -4.96062e-16-0.00025395j 6.46419e-17+4.94992e-06j 1.30452e-17+0.000778804j -1.18611e-16+0.000372257j 2.43655e-17+0.000413021j 2.54953e-17-1.21972e-05j -5.17744e-17+0.000976302j 6.1159e-17+0.000191564j 8.12596e-17+0.000361118j -1.09489e-16+0.00057659j -1.27084e-17+0.000496141j -9.11801e-17+0.000549559j 5.32866e-17+0.000320009j 1.61952e-16+0.000447281j 1.51601e-16-0.000111142j 
2.53458e-17+0.000818264j -8.06837e-17+0.00104958j 9.84524e-18+0.000368471j -3.00517e-18+0.000925157j -5.89039e-18-0.000409306j -5.03638e-18-0.00112294j 5.15062e-18+0.000400395j 1.31915e-18+0.000404202j -7.62189e-18-0.000942588j -7.81681e-19+0.000116424j -7.13384e-18-0.000474785j 2.62151e-17-0.00108758j 6.33633e-18-0.000325354j 3.50301e-18-0.000716794j 1.09372e-17-0.00104505j 2.38852e-16-0.000635807j -1.26513e-16-0.000289103j 1.25176e-16+0.000631719j 6.43877e-14+0.000578207j 3.75659e-17+0.000629225j 9.07156e-17+0.000253602j 6.9534e-17+0.000296258j -1.09477e-15+0.000823699j 2.2203e-16+0.000296681j 1.93e-16+0.00115449j -1.84929e-16-9.54865e-05j 2.26312e-16-0.00115014j -1.50022e-16+0.000358985j -1.2445e-15-0.000345282j 2.88369e-16-0.00112654j 4.10688e-17+0.000255344j 7.31896e-18-0.000594026j -9.19613e-17+0.000985697j -5.01436e-17+9.31755e-05j -4.48574e-17+0.000202075j 7.64761e-18-0.000294367j -5.04134e-17+0.00109294j -5.8553e-17-3.31385e-05j 2.17015e-17+0.000235391j 4.49396e-16+0.000625137j 1.25167e-16+0.00063765j 3.31789e-17-0.000410169j 9.44234e-18+0.000697399j -2.47345e-17+0.00053722j -3.79941e-17-0.00112227j -3.39279e-18+0.00048237j 3.31597e-18+0.000105449j 3.07332e-18-0.00024138j 1.229e-17+0.000591993j 1.08953e-17+0.000887693j -5.35524e-18-0.000834826j 3.39484e-18-2.15691e-05j -2.55412e-18-0.000654519j 3.15912e-18+0.000738788j -4.50284e-16-0.000894137j -8.9892e-17+0.000905085j 
4.61973e-17-0.000715526j 1.027e-16-0.000566981j 3.8785e-17-0.000761708j 4.94299e-17-0.000311703j -1.72539e-17-0.000158528j -5.86408e-17+0.000475353j 3.94333e-17-0.000927765j 2.95763e-17-0.000631427j -4.79438e-17-0.000157563j 1.45056e-17-7.32526e-05j -4.02552e-17+0.000767141j -8.32417e-17+0.000566727j -3.52953e-17-0.000750507j -4.51458e-17+0.000823296j -3.4325e-18+0.000409241j 4.22671e-17-0.000245397j 9.93818e-17+0.000623721j 6.97288e-17-0.000196778j 1.3397e-15+1.19943e-05j -8.99556e-17-0.000957236j 5.46663e-18-0.00065208j 5.83455e-17+0.000508522j -5.91271e-16+0.000358774j -2.17155e-16-0.00107922j 3.28832e-17-0.000204899j 5.91101e-17-0.000217012j -1.69871e-16+0.000677286j 9.48831e-17-0.000217878j 7.61603e-16+0.000260128j -3.44268e-16+0.000909034j -3.22016e-17-1.34363e-05j -2.40705e-17+0.00108023j 2.02619e-17+0.00020122j -1.28798e-16-0.000938851j -5.98824e-19+0.000436246j -3.03941e-17-2.78435e-05j 6.44027e-17-0.000160267j 1.24318e-16-0.00012026j 8.40065e-17-0.000531135j -2.00961e-16-0.000299421j -3.73855e-16-0.00110199j -4.38721e-16-4.59959e-05j 3.32931e-17-0.000294432j 1.54991e-17+0.000449781j -5.25099e-17+0.000805752j 1.38638e-17+0.000153939j 1.78128e-17-5.58207e-05j -2.95284e-17+0.000955739j 3.39071e-17-8.63584e-05j 4.57332e-17-6.50058e-05j -6.42517e-17+0.000861003j -6.69162e-18+0.000442384j -5.47052e-17+0.000760163j 2.82783e-17-3.7107e-05j 3.63579e-16+0.00077352j 1.44829e-16-0.000484752j 
2.32394e-17+0.000437664j 1.76909e-17+0.000169305j 8.15593e-18+0.000688282j 2.40732e-17-6.09535e-05j -1.08398e-18+0.000358266j -3.06665e-17-3.44418e-05j 1.824e-17+0.000859747j 1.96966e-17+0.000526867j -4.02114e-18+0.00059313j -4.72828e-18+3.0359e-05j -1.54925e-17-0.000647317j -1.80356e-17-0.000152207j 4.26719e-17+0.000982735j -3.41461e-17-0.000603005j -9.13199e-17+4.98803e-06j -1.88635e-16+0.000555566j -9.99398e-17-0.000569179j -8.06858e-17-5.95702e-05j -2.99439e-14-0.000269224j 1.65944e-16+0.000791442j -2.82815e-18+0.000616581j -9.46605e-17-0.000699414j 1.18987e-15-0.000765408j 2.07562e-16+0.0010749j -3.19801e-17-0.000281788j 1.73985e-17+0.000284785j -1.85e-17-0.000248093j -5.63761e-18+8.46784e-05j -3.35278e-16-0.000137962j 1.41621e-16-0.000517541j 3.65204e-17-9.79565e-05j -6.06421e-17-0.000944479j 8.03892e-17-0.000660996j 2.09283e-16+0.00100806j 1.79341e-17-0.000576965j 1.07121e-17+0.000161357j 3.43687e-17-0.000304435j -1.10717e-16+0.000149068j -6.6073e-17+0.000489466j 8.19222e-17+5.80586e-05j 4.5071e-16+0.000949496j 4.48236e-16+0.000232879j 1.97146e-17+2.05116e-05j 1.4373e-17-0.000740373j -3.57407e-17-0.000403998j 1.43602e-17-0.000385464j -1.16969e-17+1.57327e-05j -2.27159e-17-0.000961366j 2.17126e-18-0.000165402j 9.79217e-18-0.000320094j -1.87432e-17-0.000592925j -1.27654e-17-0.000484878j -1.38933e-17-0.000559998j 2.1037e-17-0.000285393j -3.00867e-16-0.000468911j -3.88044e-17+0.000141332j 
-3.05711e-17+0.000531711j -1.08584e-16+0.000707701j -2.39044e-17+0.000207259j -4.56767e-17+0.000637577j 8.42162e-18-0.000303777j 5.16232e-17-0.000766775j -3.2487e-17+0.00021789j -2.9139e-17+0.000242302j 2.7915e-17-0.000684374j -6.22972e-18+7.77434e-05j 3.04359e-17-0.00028275j 7.27572e-17-0.000734849j -1.70555e-18-0.000287188j 4.94077e-17-0.00045139j 6.21603e-17-0.00071602j 1.95188e-16-0.000471818j -5.59214e-17-0.000160706j 6.26405e-17+0.000436529j 4.60348e-14+0.000413614j -2.9363e-17+0.000379076j 3.89055e-17+0.000133288j 5.31129e-17+0.000248704j -8.51771e-16+0.000614239j 1.04445e-16+0.000132769j 8.56647e-17+0.000809103j -1.28672e-16-8.40475e-05j 2.14541e-16-0.000771409j -1.20718e-16+0.000240301j -8.11617e-16-0.000227426j 2.50505e-16-0.000737599j 1.56519e-17+0.000181287j 5.44323e-17-0.000344946j -1.01855e-16+0.000718342j -7.13106e-17-2.2216e-06j -3.05032e-17+0.000176182j 1.52492e-17-0.000212164j -8.2082e-17+0.000768428j -3.40968e-17-3.24591e-05j -9.80465e-19+0.000129143j 2.72128e-16+0.000424316j 8.61801e-18+0.000374493j 8.13827e-18-0.000296155j -2.77635e-17+0.000476263j -2.90675e-17+0.000416407j 3.62871e-17-0.000742115j -1.8549e-17+0.000355596j -2.18027e-18+7.11848e-05j 3.2896e-17-0.000102333j -1.62561e-17+0.000416255j -2.86112e-17+0.000628895j 4.76528e-17-0.000532883j 1.32646e-17+1.699e-05j 4.02191e-17-0.000411559j -2.83461e-17+0.000524646j -2.3813e-16-0.000581626j -1.0392e-16+0.000610581j 
-1.15329e-17+0.000608773j -1.03492e-16+0.000853862j -1.17631e-17+0.000182685j -3.29152e-17+0.000791776j 2.86195e-18-0.000411977j 3.41487e-17-0.000940854j -2.05003e-17+0.000177692j -2.0266e-17+0.000242878j 1.45682e-17-0.00090556j -3.47769e-18+9.25589e-05j 1.79998e-17-0.000279994j 5.85041e-17-0.000889105j -4.60142e-18-0.000457421j 3.68924e-17-0.000492393j 5.62206e-17-0.000882495j 2.48468e-16-0.000639778j -7.32239e-17-0.000137907j 1.03139e-16+0.000543985j 5.98764e-14+0.000537877j -2.6446e-17+0.00038344j 6.26328e-17+9.91345e-05j 7.58443e-17+0.000380129j -1.15987e-15+0.000837344j 1.27699e-16+5.01448e-05j 1.38821e-16+0.00102635j -1.59784e-16-0.00013357j 2.30291e-16-0.000924023j -1.36805e-16+0.000287061j -9.75871e-16-0.000265581j 2.55265e-16-0.000853952j 2.16344e-17+0.000233636j 4.54606e-17-0.000325256j -1.13246e-16+0.00095456j -9.55927e-17-0.000109081j -4.03217e-17+0.000277882j 1.10565e-17-0.000278358j -7.68344e-17+0.00097864j -2.95498e-17-5.57078e-05j 1.81827e-17+0.000107438j 3.45195e-16+0.000516533j -7.63529e-18+0.000361121j -4.63608e-17-0.00038936j -1.59958e-17+0.000584481j -3.04323e-17+0.000591021j 1.15434e-17-0.000871493j -1.49513e-17+0.000478675j 1.76099e-18+8.60233e-05j 2.48729e-17-2.46324e-05j -5.14795e-18+0.000530177j -1.44583e-17+0.000808419j 2.98296e-17-0.000593838j 1.14643e-17+7.20793e-05j 2.57244e-17-0.000447867j -1.91971e-17+0.000676348j -2.92698e-16-0.00066696j -9.62638e-17+0.000737183j 
-1.26032e-17-0.000902993j 1.41767e-16-0.00143649j -3.30104e-18-5.80568e-05j 2.92367e-17-0.00141536j 5.69956e-18+0.00086128j -2.40069e-17+0.00164099j 1.16793e-17+1.62733e-05j 1.72846e-17-0.000225594j 2.43268e-18+0.00181886j -1.09682e-18-0.000151126j -6.69434e-18+0.000244802j -6.14953e-17+0.00150499j 2.14787e-17+0.00117991j -3.7623e-17+0.000635171j -8.99379e-17+0.00155346j -4.91629e-16+0.00133722j 1.12286e-16+2.48641e-05j -2.37713e-16-0.000979179j -1.16739e-13-0.00104859j 7.01402e-17-0.000371576j -1.32263e-16+6.14256e-05j -1.70171e-16-0.000935707j 2.47243e-15-0.00176479j -1.75776e-16+0.000322772j -3.00035e-16-0.0019122j 2.86778e-16+0.000343709j -3.59453e-16+0.00152972j 2.21857e-16-0.000472323j 1.60438e-15+0.000414188j -3.38587e-16+0.00130352j -3.31477e-17-0.000448216j -6.22085e-17+0.000210774j 1.99588e-16-0.00193095j 2.2714e-16+0.000577161j 7.90001e-17-0.00070913j -5.70197e-18+0.000551081j 1.07452e-16-0.00183698j 8.50096e-18+0.000154931j -7.53803e-17-1.76928e-06j -6.02826e-16-0.000885944j 1.42912e-16-0.000271912j 2.66168e-16+0.000773582j 6.01625e-18-0.00101976j 4.89314e-17-0.00132214j 2.00085e-17+0.00137776j 1.80205e-17-0.000988942j -1.22633e-17-0.000145227j -2.60426e-17-0.000324223j -1.21957e-17-0.000995362j -2.72352e-18-0.00154369j -1.45289e-17+0.000817378j -1.59433e-17-0.000312094j -1.35877e-17+0.000573329j 1.55764e-17-0.00129822j 4.45063e-16+0.000993348j 1.14003e-16-0.00124204j 
-8.79596e-18-0.00227917j 2.83063e-16-0.00283598j 1.34365e-17-0.00113593j 6.05865e-17-0.0024529j -1.12378e-18+0.00101128j -5.28676e-17+0.00300147j 3.01901e-17-0.0012593j 3.17173e-17-0.00119517j -2.4089e-17+0.00238063j 1.14144e-17-0.000317165j -2.48089e-17+0.00141023j -1.39774e-16+0.00293349j -2.1935e-17+0.00064813j -6.34293e-17+0.00204554j -7.58899e-17+0.00278503j -6.21238e-16+0.00157112j 3.26269e-16+0.000897757j -2.76618e-16-0.00167089j -1.64948e-13-0.00148145j -7.62307e-17-0.00185413j -2.0896e-16-0.000813686j -1.63284e-16-0.000633777j 2.6864e-15-0.00202523j -5.91371e-16-0.0010308j -4.40417e-16-0.00301505j 4.90365e-16+0.000191027j -6.79639e-16+0.00312166j 4.26507e-16-0.000975961j 3.36691e-15+0.000951316j -8.86261e-16+0.00311887j -1.03744e-16-0.0006589j -6.86221e-17+0.00179443j 2.7356e-16-0.00248041j 1.19049e-16-0.000473334j 1.13672e-16-0.000410002j -3.75453e-17+0.000748789j 1.8918e-16-0.00284588j 1.82531e-16+5.50874e-05j -1.53133e-17-0.000736772j -1.17466e-15-0.00167959j -3.68688e-16-0.00191185j -2.08837e-16+0.00104156j 1.58267e-17-0.00186387j 7.81549e-17-0.00126705j 2.66176e-17+0.00308216j 2.69083e-17-0.00120001j 9.60501e-19-0.00028464j -4.35137e-17+0.000858032j 5.6034e-19-0.00154137j 1.76027e-17-0.0022952j -5.05829e-17+0.00235797j -2.01281e-17+0.000165693j -4.6681e-17+0.00186992j 2.70357e-17-0.00190595j 1.19795e-15+0.00248843j 3.10199e-16-0.00244452j 
1.17628e-16+0.00289779j -2.01908e-16+0.00330499j 4.93844e-17+0.00182101j 3.23712e-17+0.00269236j -2.3411e-17-0.000843045j -6.74605e-17-0.00338186j 4.77877e-17+0.00209629j 3.55891e-17+0.00175787j -3.94676e-17-0.00218512j -5.00767e-18+0.000378772j -5.0614e-17-0.00209472j 3.87084e-17-0.00340026j 6.49538e-17+6.32252e-05j -4.25128e-17-0.0027692j -8.19305e-17-0.00310838j 5.06088e-16-0.00131057j -4.91158e-16-0.0014594j 2.98988e-16+0.00181955j 1.60382e-13+0.00143983j 3.03146e-16+0.00270629j 2.7623e-16+0.00140343j 1.07977e-16+0.00014778j -2.00233e-15+0.00164989j 8.92575e-16+0.00201335j 5.59952e-16+0.00314361j -5.32357e-16+1.47385e-05j 6.32587e-16-0.00368739j -4.45903e-16+0.00115853j -4.06728e-15-0.00117369j 9.84215e-16-0.0039002j 1.64577e-16+0.000657846j -5.92411e-17-0.00276222j -1.76706e-16+0.00224225j 7.93706e-17+0.0013368j -1.15335e-16-4.17042e-06j 2.99556e-17-0.000707493j -9.68142e-17+0.00293641j -2.90309e-16+5.78963e-05j 2.92391e-18+0.00121561j 1.43655e-15+0.00192353j 8.64634e-16+0.00289747j 5.6419e-16-0.000977363j 6.14065e-17+0.00209938j -5.43263e-17+0.000822664j -1.73618e-16-0.00376819j 1.08082e-17+0.00103215j -4.21266e-19+0.000330703j -2.58849e-17-0.00172929j 4.82516e-17+0.00158999j 5.62601e-17+0.00230846j -5.47495e-17-0.00311027j -7.15075e-18-0.000573734j -3.78633e-17-0.00253847j 4.26242e-17+0.00190127j -1.67697e-15-0.00315668j -2.91476e-16+0.0028451j 
4.44209e-18-0.00171062j 8.53546e-17-0.00103368j 2.67255e-17-0.0022242j 8.2624e-18-0.000289007j -1.67773e-17-0.000852747j -5.11308e-18+0.000671719j 7.99168e-18-0.00274792j -5.63104e-18-0.00176456j -4.521e-17-0.00127733j 2.553e-17-0.000148933j -1.41662e-17+0.00215689j -5.9393e-17+0.00100235j -1.23491e-16-0.0027437j 1.62349e-17+0.00214853j 1.74426e-16+0.000515493j 4.01425e-16-0.00132181j 3.1516e-16+0.0018314j 2.27937e-16-0.000144212j 5.60012e-14+0.000503492j -4.28206e-16-0.00266185j 5.76135e-18-0.00195369j 2.46216e-16+0.00191987j -2.92171e-15+0.00184758j -6.63917e-16-0.00333212j 8.68948e-17+0.000248273j 4.39776e-17-0.000794484j -1.68301e-16+0.00131791j 1.26841e-16-0.000432787j 1.58914e-15+0.000583548j -6.81063e-16+0.00210347j -1.10232e-16+0.000160379j 9.14706e-17+0.00309696j -1.28932e-16+0.00145633j -5.5086e-16-0.00303103j -3.29042e-17+0.00160522j -5.54616e-17-0.000328237j 7.89831e-18+0.000346539j 3.59739e-16-0.00042441j 2.21976e-16-0.0015682j -4.1435e-16-0.00048904j -1.3093e-15-0.00313395j -1.37098e-15-0.000481178j -2.03976e-18-0.000414571j -9.23946e-18+0.00191884j 1.38244e-17+0.00176523j -1.24281e-17+0.000896178j 4.26179e-17-0.000100071j 1.13167e-17+0.00296801j 3.28438e-17+0.000189195j 3.12164e-17+0.000497029j -3.47314e-17+0.00217858j 1.73186e-17+0.00144613j -3.37483e-17+0.00198963j -9.82824e-18+0.000469874j 1.02526e-15+0.00184161j 2.43761e-16-0.000877564j 
6.52205e-18+0.000575898j -8.40043e-17+0.000852466j 5.70617e-19+0.000116801j -1.72734e-17+0.000812403j -2.47514e-18-0.000455555j 1.42992e-17-0.000954616j -7.25103e-18+9.44701e-05j -9.85273e-18+0.000194332j 6.45184e-19-0.000981798j -4.00078e-19+9.12e-05j 4.65617e-18-0.000220012j 3.75819e-17-0.000890074j -7.53485e-18-0.000564641j 2.11244e-17-0.000440757j 4.48184e-17-0.000899154j 2.63441e-16-0.000707371j -7.52448e-17-8.31832e-05j 1.25739e-16+0.000559937j 6.39942e-14+0.000574804j -2.39885e-17+0.000310856j 7.44555e-17+3.89328e-05j 8.70681e-17+0.000457436j -1.29009e-15+0.000929661j 1.24262e-16-5.70523e-05j 1.66158e-16+0.00107349j -1.64066e-16-0.00016466j 2.10466e-16-0.000915987j -1.30597e-16+0.0002838j -9.6832e-16-0.000256567j 2.18036e-16-0.000817531j 2.28332e-17+0.000247767j 3.22145e-17-0.000236214j -1.08483e-16+0.00103852j -1.08065e-16-0.00021247j -4.34817e-17+0.000341001j 5.42493e-18-0.000299684j -6.15831e-17+0.00102718j -1.83998e-17-7.17212e-05j 3.41166e-17+6.01739e-05j 3.56714e-16+0.00052015j -3.19845e-17+0.000272231j -9.88547e-17-0.000419912j -3.6475e-18+0.000593119j -2.74684e-17+0.00067631j -1.1274e-17-0.000846814j -9.88317e-18+0.000526209j 5.28614e-18+8.60159e-05j 1.4603e-17+7.16125e-05j 5.43047e-18+0.000556521j 2.28458e-20+0.000855416j 1.00209e-17-0.000545073j 8.47238e-18+0.000122169j 9.36376e-18-0.000399742j -8.73068e-18+0.000717436j -2.90231e-16-0.000632007j -7.41886e-17+0.000736465j 
5.49607e-17+0.000588698j -5.27547e-17+0.00103758j 3.33583e-17-8.87781e-05j 1.8928e-17+0.00106601j -1.73893e-17-0.0007103j -3.34415e-17-0.00121579j 2.53395e-17-0.000177038j 1.43435e-17+6.69846e-05j -3.64788e-17-0.00146866j 8.19694e-18+0.000106752j -2.90269e-17-5.81884e-05j -8.54142e-18-0.00109189j -2.06816e-17-0.00106744j -1.36922e-17-0.000357479j 3.20227e-17-0.00115815j 3.81645e-16-0.00110268j -9.05339e-17+9.06576e-05j 2.23138e-16+0.000740829j 9.27276e-14+0.00083275j -3.64071e-17+0.000124978j 1.243e-16-0.000164028j 1.45683e-16+0.00083118j -2.04401e-15+0.00146143j 1.27794e-16-0.000446622j 2.82033e-16+0.00147848j -2.16007e-16-0.00031066j 2.08413e-16-0.00109192j -1.44404e-16+0.000335596j -1.15098e-15-0.00028207j 1.57893e-16-0.00087173j 2.85555e-17+0.000352671j 8.97579e-18+2.41606e-05j -1.27861e-16+0.00156518j -1.84266e-16-0.0006233j -6.37886e-17+0.000638912j -9.35739e-18-0.000441458j -3.77914e-17+0.00142678j 1.62525e-17-0.000144004j 9.05712e-17-9.25708e-05j 4.65971e-16+0.000648813j -1.41618e-16+2.04193e-05j -3.00183e-16-0.000620921j 2.72474e-17+0.000755698j -2.71462e-17+0.0011269j -7.26969e-17-0.000948818j 3.00115e-19+0.000810614j 1.70035e-17+0.000105163j -7.83465e-18+0.000425925j 3.51141e-17+0.000773184j 3.83483e-17+0.00121131j -3.95858e-17-0.000495141j 3.43255e-18+0.000325491j -3.14775e-17-0.000319661j 1.57679e-17+0.00102181j -3.28301e-16-0.000650011j -2.90727e-17+0.000898104j 
-3.79666e-17-0.00157471j 1.48224e-16-0.00186918j -1.06282e-17-0.000897882j 9.07849e-18-0.00156682j 6.66353e-18+0.000565865j 3.82674e-18+0.00194344j -4.9602e-18-0.00101865j -8.33973e-19-0.000897265j 4.35352e-18+0.00139226j 5.04087e-18-0.000211788j 7.47383e-18+0.00106488j -5.49206e-17+0.00192793j -2.62734e-17+0.000181566j -6.91794e-18+0.00146384j 1.05004e-18+0.00179442j -3.44095e-16+0.000879372j 2.48302e-16+0.000715683j -1.75272e-16-0.00106296j -9.91607e-14-0.000890408j -1.145e-16-0.00138574j -1.47514e-16-0.000672877j -8.29204e-17-0.000240439j 1.43204e-15-0.00112169j -4.50765e-16-0.000923066j -3.04236e-16-0.00187616j 3.11464e-16+5.46831e-05j -4.00165e-16+0.00207231j 2.65783e-16-0.000649601j 2.26216e-15+0.000646524j -5.69609e-16+0.0021353j -8.14714e-17-0.000401264j -3.50585e-18+0.00138405j 1.37701e-16-0.00144028j 1.30442e-17-0.000547575j 6.9777e-17-0.000125607j -2.0617e-17+0.000443973j 8.76334e-17-0.00176164j 1.43588e-16-3.27831e-07j -5.59346e-18-0.000592722j -7.94469e-16-0.00109686j -3.73466e-16-0.00146096j -2.33923e-16+0.000615537j -1.34929e-17-0.00120664j 4.04952e-17-0.000638886j 6.02663e-17+0.00208433j 5.09919e-18-0.000681002j 4.29272e-19-0.000187301j -5.72842e-18+0.000784376j -1.42783e-17-0.000954006j -1.13964e-17-0.00140283j 7.22815e-19+0.00166285j -4.09316e-18+0.000223422j -3.12696e-18+0.00134026j -4.39303e-18-0.00116022j 8.73794e-16+0.00171714j 1.83488e-16-0.00161006j 
3.97259e-17+0.000425551j 5.26056e-17+3.7898e-05j 1.79487e-17+0.00082799j 4.43903e-17-0.000238899j -4.12229e-18+0.000534901j -5.4867e-17+0.000149502j 3.32446e-17+0.00104461j 3.39635e-17+0.000612696j -1.38087e-17+0.000931362j -4.17914e-18+1.92046e-05j -2.91875e-17-0.00075654j -4.40746e-17-9.17755e-06j 5.51677e-17+0.0013294j -5.83497e-17-0.000657296j -1.34887e-16+0.000187121j -2.91482e-16+0.000829663j -1.14897e-16-0.00068741j -1.17611e-16-0.000186381j -4.99173e-14-0.000448742j 2.21832e-16+0.000916561j -1.2285e-17+0.000754957j -1.34442e-16-0.000957324j 1.73803e-15-0.001134j 2.40781e-16+0.00134127j -6.0132e-17-0.000564642j 5.47762e-17+0.000385454j -8.06906e-17-0.000122587j 2.41653e-17+4.76451e-05j -2.24867e-16-0.000119044j 1.1483e-16-0.000475743j 4.3255e-17-0.000171047j -9.35396e-17-0.00112091j 1.30184e-16-0.00102674j 2.86818e-16+0.00128986j 3.05688e-17-0.000782407j 9.32363e-18+0.00025993j 6.69086e-17-0.00058334j -1.32938e-16+0.00019885j -8.32658e-17+0.000593425j 3.75771e-17-3.28513e-05j 5.76623e-16+0.00111987j 5.70508e-16+0.000372608j 3.38455e-17-9.39865e-05j 2.62713e-17-0.00105204j -5.78257e-17-0.000329382j 2.38017e-17-0.000582767j -1.41529e-17+2.15318e-06j -3.88007e-17-0.00120375j 8.08881e-18-0.000316621j 2.14916e-17-0.000568146j -3.84686e-17-0.000623833j -2.01728e-17-0.000624444j -2.99442e-17-0.000612346j 3.54964e-17-0.00049745j -3.27186e-16-0.000452916j -2.11869e-17+2.66362e-05j 
1.31506e-16+0.000762358j 5.84899e-17+0.000880776j 7.83416e-17+0.00046493j 9.91308e-17+0.000724319j -3.31295e-17-0.000238413j -1.32246e-16-0.000906012j 8.77868e-17+0.000532904j 7.12926e-17+0.000453516j -8.18122e-17-0.000606469j 1.18533e-17+0.000100567j -8.75255e-17-0.000539755j -1.05412e-16-0.000906917j 2.30184e-17-1.66813e-05j -1.07434e-16-0.000722202j -1.24552e-16-0.000834001j 1.00413e-16-0.000370583j -1.80812e-16-0.000372003j 1.44557e-16+0.000490137j 4.40955e-14+0.000395453j 1.71638e-16+0.000698877j 1.25009e-16+0.000355367j 3.37414e-17+6.35852e-05j -5.25565e-16+0.000468789j 3.06175e-16+0.000503289j 2.56821e-16+0.000852928j -1.41479e-16-5.7953e-06j 4.36689e-17-0.000980658j -7.95937e-17+0.00030788j -1.12019e-15-0.000310122j 1.23929e-16-0.00102852j 6.47844e-17+0.000179822j -1.12481e-16-0.000708641j 2.28132e-17+0.000624118j 6.46267e-17+0.000324091j -3.45741e-17+1.86323e-05j -1.55898e-17-0.000195311j 7.12098e-17+0.000798121j -7.13727e-17+1.04278e-05j 4.68358e-17+0.000309336j 4.48268e-16+0.000514004j 3.19802e-16+0.000744749j 1.0392e-16-0.000270152j 8.73062e-17+0.000562461j 9.22112e-18+0.000246027j -1.75534e-16-0.000996995j 3.55907e-17+0.000290073j 1.16142e-17+8.81734e-05j -6.97826e-17-0.000430977j 6.61242e-17+0.00043218j 9.16768e-17+0.000630206j -1.22794e-16-0.000814041j -2.34156e-17-0.000137307j -9.88173e-17-0.000661781j 7.39576e-17+0.00051979j -5.4926e-16-0.000830735j 2.06153e-17+0.000758368j 
