3.70415e-15+0.157256j -1.72505e-14+0.205106j 1.16431e-15+0.0665602j -1.78109e-15+0.182613j -8.60903e-16-0.0836601j 5.12711e-16-0.220712j 4.31565e-17+0.0713585j -5.8195e-16+0.0749904j -6.9814e-16-0.190652j -2.53022e-16+0.0226511j -4.69247e-16-0.0878392j 6.56714e-15-0.212734j 8.01708e-16-0.0725448j 2.03002e-15-0.135854j 4.0797e-15-0.205725j 4.90926e-14-0.129948j -2.347e-14-0.0519708j 2.46732e-14+0.124848j 1.29313e-11+0.116131j 4.92449e-15+0.116987j 1.73324e-14+0.0445731j 1.44886e-14+0.0643649j -2.26333e-13+0.168745j 4.11076e-14+0.0490827j 3.71279e-14+0.229662j -3.65681e-14-0.0212594j 4.60633e-14-0.224216j -2.99059e-14+0.0699204j -2.41597e-13-0.0667619j 5.69827e-14-0.217238j 7.53141e-15+0.0511039j 3.02628e-15-0.108734j -1.95799e-14+0.199724j -1.22242e-14+0.00960863j -8.95144e-15+0.0447678j 1.66243e-15-0.0593331j -1.12771e-14+0.217743j -1.05945e-14-0.00781307j 4.37263e-15+0.0420896j 8.7032e-14+0.122533j 1.96213e-14+0.117277j 2.99329e-15-0.0827441j 9.18958e-16+0.137081j -5.25367e-15+0.112145j -5.76883e-15-0.217382j -1.14882e-15+0.0982757j 6.32165e-16+0.0206176j 1.48546e-15-0.0391818j 1.82756e-15+0.117945j 1.23267e-15+0.177483j 2.77363e-16-0.159172j 1.01449e-15-4.61254e-05j 5.75826e-16-0.123969j -2.40278e-16+0.147876j -8.48378e-14-0.171919j -1.84039e-14+0.17691j 
-5.80801e-18-0.000119237j 4.33343e-17-0.000419409j -5.11275e-18+0.000280134j 1.00135e-17-0.000512539j 4.58335e-18+0.000451914j -8.33429e-18+0.000548421j 3.24927e-18+0.000380408j 7.3271e-18+0.000152239j 7.30755e-18+0.000883092j -3.94037e-18-3.86537e-05j -4.68208e-19-0.000198156j -1.55595e-17+0.000450382j 2.51651e-17+0.000833564j -1.66012e-17-4.48033e-05j -5.85095e-17+0.000535557j -2.46222e-16+0.000701343j 1.03207e-18-0.000239606j -1.23894e-16-0.000362173j -5.31424e-14-0.000477407j 8.53638e-17+0.000217461j -5.25023e-17+0.000289899j -9.98741e-17-0.000626197j 1.36163e-15-0.000939635j 2.16258e-17+0.000579444j -1.29122e-16-0.000779407j 1.05829e-16+0.00024217j -1.16885e-16+0.000417071j 6.91263e-17-0.000125256j 4.09377e-16+8.20649e-05j -3.89243e-17+0.000221933j 2.01767e-18-0.000196601j -3.64249e-17-0.000339392j 9.51655e-17-0.000951167j 1.63409e-16+0.00063765j 3.52917e-17-0.000495018j 5.39317e-18+0.00025956j 4.05405e-17-0.000763451j -4.56629e-17+0.000118184j -5.97348e-17+0.000212783j -1.7884e-16-0.000278878j 2.33658e-16+0.000320587j 2.90503e-16+0.000367138j 2.41838e-18-0.000341194j 2.02675e-17-0.000776738j 6.29337e-18+0.000296927j 8.62319e-18-0.000507604j -1.06156e-17-4.30049e-05j -1.15126e-17-0.000530446j -9.37905e-18-0.000413868j -5.53201e-18-0.000669578j -6.25306e-19+2.21523e-05j -8.51122e-18-0.000318548j -4.48412e-19-4.72875e-05j 7.23001e-18-0.000570169j 3.42903e-17+0.000136638j 1.09902e-17-0.000364841j 
2.1219e-17+0.00017294j 2.03182e-17+6.84922e-05j 1.10466e-17+0.000269976j 2.03477e-17-2.1828e-05j -3.6593e-18+0.000139222j -2.58116e-17-1.5909e-05j 1.62049e-17+0.000337102j 1.51874e-17+0.000206927j -1.01426e-17+0.000229915j -2.88525e-19+1.21258e-05j -1.50012e-17-0.000254186j -2.09495e-17-6.18882e-05j 1.75476e-17+0.000383624j -2.49964e-17-0.000237382j -4.8359e-17-3.19533e-07j -7.82636e-17+0.000215891j -4.56496e-17-0.000223224j -2.39007e-17-2.19245e-05j -1.1565e-14-0.000104033j 7.64858e-17+0.000310886j 5.18131e-18+0.000241685j -3.66849e-17-0.000272885j 4.69227e-16-0.000297548j 9.0507e-17+0.000421019j 5.59584e-19-0.000107694j 6.63297e-18+0.000111167j -2.19243e-17-9.95236e-05j 2.24302e-18+3.38961e-05j -1.38692e-16-5.47046e-05j 3.98022e-17-0.000204849j 1.6995e-17-3.77544e-05j -3.5526e-17-0.00037066j 3.99847e-17-0.000256362j 8.77909e-17+0.000394438j 6.55413e-18-0.000225202j 1.41817e-18+6.24644e-05j 2.51204e-17-0.000116685j -4.31015e-17+5.82259e-05j -2.05443e-17+0.000191933j 4.08911e-17+2.40638e-05j 1.88917e-16+0.000372717j 1.71524e-16+9.0184e-05j 1.63015e-17+9.53676e-06j 8.4782e-18-0.00028838j -2.96637e-17-0.000160434j 9.58589e-18-0.0001497j -3.20966e-18+6.38186e-06j -1.65021e-17-0.000376498j 7.25889e-18-6.33997e-05j 1.30727e-17-0.000123255j -2.03762e-17-0.000233696j -7.61395e-18-0.000189674j -1.61227e-17-0.000220427j 1.58143e-17-0.000110007j -1.31791e-16-0.000185325j -3.68769e-18+5.72385e-05j 
2.9297e-17-0.000220511j 4.70472e-17-0.000162701j 2.18291e-17-0.000249817j 2.83579e-17-7.90054e-05j -9.47909e-18-6.65673e-05j -3.47736e-17+0.00012912j 2.32e-17-0.00030573j 1.80469e-17-0.000204127j -2.5655e-17-8.22302e-05j 6.58951e-18-2.15958e-05j -2.34005e-17+0.000248489j -4.24148e-17+0.000161474j -1.10074e-17-0.000266789j -2.76239e-17+0.000260463j -1.41881e-17+0.000108814j 1.63626e-17-0.000103111j 2.36184e-17+0.00020494j 3.54081e-17-4.84464e-05j 2.39583e-15+2.14484e-05j -1.7565e-17-0.000308961j 1.10059e-17-0.000215717j 2.22612e-17+0.000183042j -2.28729e-16+0.000147575j -5.83917e-17-0.000360709j 3.03673e-17-3.55495e-05j 1.49405e-17-7.71854e-05j -6.73753e-17+0.000197462j 3.30228e-17-6.3852e-05j 2.18383e-16+7.87329e-05j -1.26324e-16+0.000277538j -7.03433e-18+3.05623e-06j -2.04768e-17+0.000352139j 1.33906e-17+9.84746e-05j -3.92405e-17-0.000318741j -1.9317e-18+0.000155465j -1.31155e-17-1.83639e-05j 3.29583e-17-2.21102e-05j 4.11625e-17-4.21803e-05j 3.49479e-17-0.000174842j -4.70531e-17-8.37967e-05j -1.11246e-16-0.000358283j -1.53306e-16-2.80536e-05j 2.07105e-17-7.9921e-05j 7.63148e-18+0.000170151j -3.55535e-17+0.000242294j 8.83432e-18+6.71872e-05j 7.6295e-18-1.59549e-05j -1.80498e-17+0.00032008j 1.87024e-17-1.18217e-05j 2.56975e-17+4.35919e-06j -3.58907e-17+0.000269837j -4.95828e-18+0.00015086j -3.00618e-17+0.000240709j 1.77615e-17+9.44816e-06j 9.71669e-17+0.000238098j 5.92075e-17-0.000138873j 
6.40694e-17-0.000661881j 1.6032e-16-0.000848854j 4.69145e-17-0.000298215j 7.9042e-17-0.000748159j -1.78066e-17+0.000330888j -9.26234e-17+0.000908136j 5.92861e-17-0.00032409j 5.13265e-17-0.000327057j -5.37418e-17+0.000762077j 1.1576e-17-9.41631e-05j -5.67484e-17+0.000384178j -1.1892e-16+0.000879583j 7.84045e-19+0.000262786j -8.4417e-17+0.000579877j -9.75472e-17+0.000845137j -2.28191e-16+0.000513995j 5.82902e-17+0.00023399j -4.94995e-17-0.000510855j -5.20206e-14-0.000467509j 5.01535e-17-0.000509123j -3.07056e-17-0.000205296j -5.49115e-17-0.000239351j 9.28848e-16-0.000665873j -1.17636e-16-0.000240287j -6.749e-17-0.000933552j 1.51161e-16+7.71251e-05j -2.89339e-16+0.000930205j 1.5476e-16-0.000290342j 9.72458e-16+0.000279278j -3.46784e-16+0.000911212j -1.48516e-17-0.000206466j -8.87255e-17+0.000480709j 1.35597e-16-0.000796917j 8.28744e-17-7.56893e-05j 3.37341e-17-0.000163226j -2.57133e-17+0.000238002j 1.23326e-16-0.000883762j 4.96669e-17+2.67494e-05j 1.92322e-17-0.000190526j -3.0829e-16-0.000505571j -1.46646e-17-0.000515989j -5.39131e-17+0.000331628j 5.23869e-17-0.000563997j 4.03858e-17-0.000434205j -7.85478e-17+0.000907725j 3.05952e-17-0.000389966j 6.83078e-18-8.52821e-05j -5.58822e-17+0.000195527j 3.47664e-17-0.000478693j 5.5758e-17-0.000717775j -8.69548e-17+0.000675327j -2.11545e-17+1.76055e-05j -7.27571e-17+0.0005295j 5.05295e-17-0.000597366j 2.7215e-16+0.000723251j 1.54538e-16-0.000731995j 
1.76345e-17-0.000928454j 1.02418e-16-0.000866918j 2.17368e-17-0.000823994j 3.14674e-17-0.000590462j -9.54055e-18-1.25388e-05j -3.33678e-17+0.000806289j 2.21729e-17-0.000987797j 1.65114e-17-0.000715358j -2.99273e-17+0.000162771j 1.14863e-17-0.000105731j -2.24684e-17+0.000863783j -6.61077e-17+0.000879115j -3.58419e-17-0.000586722j -2.66886e-17+0.000994798j 1.08172e-17+0.000719757j -3.21378e-17-1.86863e-05j 1.41883e-16+0.000670597j 1.32227e-17-0.000388349j -1.98297e-14-0.000178035j -1.11318e-16-0.00108986j -3.30649e-17-0.000685176j 3.08878e-17+0.000372752j -1.967e-16+6.19428e-05j -2.85444e-16-0.00109375j -5.02884e-17-0.000566832j 1.14756e-16-0.000169192j -2.09857e-16+0.00100168j 1.30079e-16-0.000318634j 1.11717e-15+0.000353173j -3.89792e-16+0.001208j -4.68091e-17-9.59238e-05j -8.22876e-18+0.00119194j 3.66653e-17-0.000136551j -1.10943e-16-0.000897554j 1.46204e-17+0.000336805j -2.6707e-17+7.05625e-05j 5.96237e-17-0.000505478j 1.33514e-16-0.000100229j 6.32102e-17-0.00056752j -3.43501e-16-0.000480992j -4.03377e-16-0.0012263j -4.10704e-16+9.16727e-05j 1.57769e-17-0.00050002j 1.83683e-17+0.000239691j -1.44362e-17+0.00111121j 8.39951e-18-1.55955e-05j 1.34844e-17-8.60421e-05j -1.7705e-17+0.000961625j 1.84459e-17-0.000273378j 2.58917e-17-0.000350371j -3.95173e-17+0.00106823j -3.64552e-18+0.00041562j -3.48759e-17+0.000916123j 1.4574e-17-0.000275903j 5.01288e-16+0.00100683j 1.46961e-16-0.000743718j 
-1.57101e-16-0.000385705j -1.29913e-16-0.00045734j -9.85053e-17-0.000220539j -1.31697e-16-0.000383077j 4.10703e-17+0.000137879j 1.69962e-16+0.000475313j -1.12123e-16-0.000250313j -9.1794e-17-0.000220162j 1.05751e-16+0.000339643j -1.7881e-17-5.18349e-05j 1.111e-16+0.000261321j 1.57358e-16+0.000471684j -1.68338e-17+4.30253e-05j 1.40934e-16+0.000358823j 1.55435e-16+0.000438813j -2.25621e-17+0.00021427j 1.37842e-16+0.000175816j -1.33096e-16-0.000259862j -2.42775e-14-0.00021737j -1.69052e-16-0.000339987j -1.10606e-16-0.000165414j -2.23983e-17-5.78194e-05j 2.71822e-16-0.000273235j -2.18846e-16-0.000227239j -2.29137e-16-0.000458416j 7.33231e-17+1.29738e-05j 8.79578e-17+0.000507126j 6.58198e-18-0.000158977j 6.13245e-16+0.000158299j 5.88866e-17+0.000522908j -5.20796e-17-9.79909e-05j 1.43958e-16+0.000339788j -7.34719e-17-0.00035129j -7.118e-17-0.00013532j 2.14706e-17-2.99089e-05j 2.90609e-17+0.000108347j -1.22895e-16-0.000430379j 3.12893e-17-2.88935e-07j -6.55093e-17-0.000145634j -2.90796e-16-0.000268315j -2.43476e-16-0.000358604j -1.07744e-17+0.000150202j -1.08222e-16-0.000295109j -2.57422e-17-0.000155201j 2.05752e-16+0.000510285j -4.74485e-17-0.000165998j -1.64936e-17-4.58261e-05j 9.19487e-17+0.000193164j -8.16133e-17-0.000233068j -1.15633e-16-0.000342611j 1.59725e-16+0.000407476j 3.1192e-17+5.53164e-05j 1.30006e-16+0.000328543j -9.38746e-17-0.000283328j 3.75035e-16+0.000420579j -9.80598e-17-0.000393935j 
2.21344e-17+4.34188e-05j 5.45142e-17-0.000222308j 1.16067e-17+0.000367831j 3.06635e-17-0.000344987j -2.56318e-18+0.000387533j -3.60224e-17+0.00034186j 2.17003e-17+0.000478994j 2.21623e-17+0.000241727j -1.02279e-17+0.000728007j -1.29607e-18-1.64496e-05j -1.89514e-17-0.000304107j -3.7428e-17+0.000246827j 2.91644e-17+0.000802923j -3.87871e-17-0.00019375j -8.29256e-17+0.000344413j -2.17436e-16+0.000601307j -3.68482e-17-0.000309271j -8.95272e-17-0.000248292j -4.22269e-14-0.000379491j 1.18676e-16+0.000355923j -2.45723e-17+0.00035446j -8.95865e-17-0.000592546j 1.20799e-15-0.00081138j 8.49533e-17+0.000665375j -7.10446e-17-0.000576373j 7.29222e-17+0.00023307j -1.04441e-16+0.000199245j 5.04416e-17-5.70539e-05j 1.62595e-16+1.48039e-05j -1.23369e-17+4.98659e-07j 1.55234e-17-0.000152744j -5.90213e-17-0.000475913j 9.70798e-17-0.000790188j 1.71725e-16+0.000684364j 2.69301e-17-0.000475004j 1.88624e-18+0.000210425j 5.44064e-17-0.000572351j -5.9029e-17+0.000116504j -4.78749e-17+0.000270271j -7.9416e-17-0.000162742j 2.9302e-16+0.000465241j 3.02561e-16+0.00029891j 2.07816e-17-0.000212935j 2.16155e-17-0.000700185j -3.09411e-17+7.96142e-05j 1.58747e-17-0.000430649j -7.80976e-18-2.32402e-05j -2.59012e-17-0.000602914j 4.891e-18-0.000310373j 1.40202e-17-0.000516508j -2.65728e-17-0.000148103j -1.319e-17-0.000336762j -2.13371e-17-0.00018357j 2.26264e-17-0.000443334j -8.1615e-17-4.08256e-05j 1.52792e-17-0.000195012j 
-6.6631e-17-0.000393824j -2.72378e-17-0.000466868j -3.97275e-17-0.000225306j -4.95173e-17-0.000391j 1.69073e-17+0.000140636j 6.63149e-17+0.000485175j -4.4123e-17-0.000255746j -3.56282e-17-0.000224875j 4.15495e-17+0.000346515j -6.12308e-18-5.2918e-05j 4.41145e-17+0.000266921j 5.23169e-17+0.000481505j -1.0631e-17+4.36381e-05j 5.34341e-17+0.000366432j 6.03409e-17+0.000447908j -6.18697e-17+0.000218554j 9.19023e-17+0.000179622j -7.85289e-17-0.000265232j -2.47279e-14-0.0002218j -8.32881e-17-0.000347259j -6.5623e-17-0.000169018j -2.14068e-17-5.88193e-05j 3.25775e-16-0.000278681j -1.54737e-16-0.000232254j -1.35706e-16-0.000467838j 7.66268e-17+1.31619e-05j -2.80531e-17+0.000517708j 4.3775e-17-0.000162296j 5.8827e-16+0.00016162j -6.57579e-17+0.000533894j -3.28068e-17-9.99943e-05j 5.51628e-17+0.0003471j -7.13069e-18-0.000358384j -2.57311e-17-0.000138411j 1.90996e-17-3.0365e-05j 8.02081e-18+0.000110547j -3.39433e-17-0.000439214j 3.44936e-17-3.37246e-07j -2.61076e-17-0.000148792j -2.35707e-16-0.000273893j -1.52552e-16-0.000366307j -4.09723e-17+0.000153249j -4.39405e-17-0.000301232j -3.6844e-18-0.000158208j 8.89067e-17+0.000520977j -1.75634e-17-0.000169329j -6.29401e-18-4.67805e-05j 3.46736e-17+0.000197441j -3.37584e-17-0.000237853j -4.6468e-17-0.000349622j 6.18631e-17+0.000416091j 1.14349e-17+5.66006e-05j 4.9775e-17+0.000335512j -3.69858e-17-0.00028912j 2.80824e-16+0.00042943j -9.39172e-18-0.00040214j 
-1.68379e-17-0.000889037j 7.26827e-17-0.000928402j -1.91946e-18-0.000665876j 3.81825e-18-0.000704723j 1.03024e-18+0.000132686j 2.37343e-18+0.000913991j -2.01132e-18-0.000784023j -1.82702e-18-0.000607108j -3.03581e-18+0.000430933j 5.24093e-18-0.000109242j 2.28348e-18+0.000728501j -2.95649e-17+0.000949463j -2.70043e-17-0.000271833j 2.92622e-19+0.000897511j 2.39277e-17+0.000830575j -9.50866e-17+0.000206629j 1.46601e-16+0.000538207j -4.645e-17-0.000471498j -3.51446e-14-0.000315494j -1.04477e-16-0.000929555j -6.27665e-17-0.000535524j -4.02781e-18+0.000141872j 2.37955e-16-0.000243006j -2.77561e-16-0.000817635j -1.19911e-16-0.000768205j 1.38351e-16-7.78151e-05j -1.90481e-16+0.00105118j 1.28967e-16-0.000332013j 1.16713e-15+0.000349891j -3.27879e-16+0.00117802j -4.90269e-17-0.000150645j 1.13414e-17+0.000984219j 4.14086e-17-0.000428619j -6.51665e-17-0.000619238j 2.55942e-17+0.000150776j -1.55673e-17+0.000147486j 3.71742e-17-0.000706879j 1.06969e-16-5.41612e-05j 2.53404e-17-0.000452287j -3.92218e-16-0.000529838j -3.27113e-16-0.00102171j -2.73839e-16+0.000201156j -6.87629e-18-0.000567159j 1.57934e-17-2.81167e-05j 2.90253e-17+0.00111324j 1.90637e-19-0.000176241j 5.47069e-18-9.25842e-05j -2.32362e-19+0.000712166j -2.55022e-18-0.000382611j -1.81496e-18-0.000534763j -2.79775e-18+0.000986175j 7.24706e-19+0.000279316j -4.55092e-18+0.000824607j -3.88845e-18-0.000434792j 5.04326e-16+0.000966427j 1.0807e-16-0.000798071j 
3.45303e-18+0.000544068j -1.00858e-17+0.000237797j -6.12997e-18+0.000821377j 5.70325e-18-3.70294e-05j 5.11653e-18+0.000405133j -7.85881e-18-8.22826e-05j 3.01627e-18+0.00102377j 7.81995e-18+0.000633303j 1.25367e-17+0.000660842j -8.78101e-18+3.99645e-05j -1.39929e-19-0.000777272j 8.42585e-18-0.000219152j 4.8574e-17+0.00114102j -1.60476e-17-0.000734298j -8.07693e-17-3.31113e-05j -2.02167e-16+0.000628202j -1.09089e-16-0.000678661j -1.05148e-16-4.6347e-05j -3.27476e-14-0.000294352j 1.72527e-16+0.000952148j -1.24248e-17+0.000732958j -1.08861e-16-0.000809655j 1.34254e-15-0.000867428j 2.33684e-16+0.00127236j -5.62637e-17-0.000287608j 1.30481e-17+0.00033061j 1.78595e-17-0.000333998j -2.19976e-17+0.000112747j -4.29839e-16-0.00017476j 2.10171e-16-0.000649292j 3.90055e-17-0.000105423j -4.66355e-17-0.00113041j 7.29672e-17-0.000738869j 2.31294e-16+0.00118635j 2.01142e-17-0.000669484j 1.85713e-17+0.000178363j 1.42751e-17-0.000316477j -1.32767e-16+0.000173683j -8.74842e-17+0.000583122j 9.67328e-17+9.14346e-05j 5.08149e-16+0.00113792j 5.35087e-16+0.00025797j 5.91017e-18+5.00708e-05j 9.97417e-18-0.000848732j -1.13589e-17-0.000515899j 8.56825e-18-0.000434323j -1.63856e-17+2.23925e-05j -1.0905e-17-0.00113708j -1.00829e-17-0.000172012j -7.00878e-18-0.000342505j 4.53498e-18-0.000726871j -9.46147e-18-0.000569766j 5.50984e-18-0.000681512j 9.25895e-18-0.000307339j -3.42865e-16-0.000583563j -7.28426e-17+0.000199586j 
2.98922e-17-0.00033545j 4.01422e-17-0.000130342j 2.46984e-17-0.000526815j 2.47912e-17+4.59003e-05j -1.18932e-17-0.000273746j -3.10676e-17+2.72313e-05j 2.18251e-17-0.000658008j 1.44787e-17-0.000403364j -3.06983e-17-0.000452994j 9.78783e-18-2.33158e-05j -2.33982e-17+0.000495561j -4.13291e-17+0.000117292j -2.93087e-17-0.000751521j -1.98917e-17+0.000461853j 1.9815e-17-2.99325e-06j 1.24327e-16-0.000424499j 5.17102e-17+0.000435641j 9.07798e-17+4.50731e-05j 2.28785e-14+0.000205497j -8.15319e-17-0.000605936j 2.61448e-17-0.000471874j 7.30861e-17+0.000534808j -8.84615e-16+0.000584877j -1.24001e-16-0.000822515j 7.42604e-17+0.000214655j -1.2254e-17-0.000217781j -4.59809e-17+0.000190693j 2.32838e-17-6.50602e-05j 2.38239e-16+0.000105811j -1.72583e-16+0.000396798j -1.76096e-17+7.47342e-05j -3.19982e-19+0.000722979j -2.68842e-17+0.000504876j -1.36154e-16-0.000771225j -1.51142e-17+0.000441211j -1.92104e-17-0.000123204j 2.03067e-17+0.000232028j 8.60273e-17-0.000114009j 7.12561e-17-0.000374619j -3.19159e-17-4.4906e-05j -2.95991e-16-0.000726852j -3.58106e-16-0.000177826j 1.87607e-17-1.624e-05j 5.206e-19+0.000565951j -3.42532e-17+0.000309935j 4.72494e-18+0.000294495j 1.4307e-17-1.21183e-05j -1.27388e-17+0.00073562j 2.35382e-17+0.000126064j 2.89117e-17+0.000244168j -3.71353e-17+0.000454235j -6.20286e-19+0.000370941j -3.15635e-17+0.000428905j 1.38417e-17+0.00021774j 1.78581e-16+0.000359413j 7.58971e-17-0.000108829j 
1.20885e-15-0.000346047j 1.39849e-15-0.000391779j 7.87645e-16-0.000221087j 1.10388e-15-0.000317412j -3.23594e-16+9.64132e-05j -1.39013e-15+0.000399672j 9.11787e-16-0.000255099j 7.53322e-16-0.000212213j -8.61554e-16+0.000252841j 1.58858e-16-4.49964e-05j -8.97961e-16+0.00025305j -1.41751e-15+0.000402879j 7.75948e-17-1.60897e-05j -1.17454e-15+0.000332312j -1.27259e-15+0.000367031j -5.65556e-16+0.000149893j -5.78153e-16+0.000177338j 7.13036e-16-0.000214351j -1.80989e-14-0.00016767j 1.12805e-15-0.000326537j 5.842e-16-0.000171145j 6.72251e-18-1.13145e-05j 8.60847e-16-0.000188123j 7.89153e-16-0.000247193j 1.215e-15-0.000368763j 8.60523e-17-4.23944e-06j -1.612e-15+0.000437628j 5.36166e-16-0.000137556j -9.68995e-18+0.000139814j -1.75912e-15+0.000465124j 2.45918e-16-7.68269e-05j -1.19014e-15+0.000334484j 9.05889e-16-0.000258992j 6.01791e-16-0.000166711j -2.32126e-17+5.55525e-06j -2.85963e-16+8.21335e-05j 1.20506e-15-0.000344095j 6.81894e-17-8.14514e-06j 5.31783e-16-0.000147849j 6.27331e-16-0.000227663j 1.14775e-15-0.000350499j -4.5998e-16+0.000113375j 8.60598e-16-0.0002481j 3.01094e-16-9.06535e-05j -1.55945e-15+0.000448538j 4.01396e-16-0.000118507j 1.37645e-16-3.91915e-05j -7.68967e-16+0.000212652j 6.40729e-16-0.000186314j 9.26981e-16-0.000269801j -1.31344e-15+0.000372501j -2.65299e-16+7.20082e-05j -1.0774e-15+0.000304687j 7.62479e-16-0.000222021j -1.13104e-15+0.000376894j 1.218e-15-0.000337224j 
9.89553e-18-0.000170391j 1.7246e-17-8.81858e-05j 8.9239e-18-0.00024006j 8.74971e-18-7.84113e-06j -4.36918e-18-0.000106693j -1.06814e-17+4.55707e-05j 7.57902e-18-0.000298045j 4.80632e-18-0.000187473j -1.14598e-17-0.000168586j 3.97569e-18-1.36322e-05j -8.22906e-18+0.000229668j -1.60525e-17+8.36553e-05j -1.30936e-17-0.00031689j -6.49754e-18+0.000222287j 1.07356e-17+3.00933e-05j 4.78351e-17-0.000165417j 2.74944e-17+0.000198045j 3.42706e-17+6.14462e-07j 8.00922e-15+7.19535e-05j -3.87942e-17-0.000282285j 7.46083e-18-0.000212728j 2.96438e-17+0.000223565j -3.5284e-16+0.000229484j -6.22819e-17-0.000366435j 2.4034e-17+5.86218e-05j 1.84419e-19-9.17944e-05j -2.3848e-17+0.00011744j 1.3704e-17-3.9064e-05j 1.41883e-16+5.63652e-05j -8.05431e-17+0.000206318j -9.39564e-18+2.48139e-05j 1.92906e-18+0.000332102j -1.06152e-17+0.000189843j -5.88469e-17-0.000338027j -5.15206e-18+0.00018571j -8.04056e-18-4.47099e-05j 8.0603e-18+6.80225e-05j 3.90895e-17-4.85606e-05j 2.93055e-17-0.000169907j -2.88971e-17-3.8299e-05j -1.34814e-16-0.000335096j -1.5591e-16-6.49738e-05j 6.21281e-18-2.80096e-05j 4.06148e-19+0.000229863j -1.07285e-17+0.000168434j 1.38621e-18+0.000113517j 5.85656e-18-8.43522e-06j -4.15426e-18+0.000327003j 8.62719e-18+3.70121e-05j 1.0456e-17+7.94654e-05j -1.34589e-17+0.000222521j 1.37046e-19+0.000161885j -1.15759e-17+0.000206094j 4.45509e-18+7.24511e-05j 9.36947e-17+0.000183087j 3.34302e-17-7.44942e-05j 
8.28028e-16+0.00139061j 7.76127e-16+0.00154187j 5.23984e-16+0.000929188j 7.16446e-16+0.00122945j -2.16624e-16-0.000339574j -9.16538e-16-0.00155915j 6.02786e-16+0.00107867j 4.9659e-16+0.000878558j -5.64698e-16-0.000925057j 9.6798e-17+0.000178174j -5.95198e-16-0.00104952j -8.75331e-16-0.00158337j 8.95493e-17+0.000160591j -7.67807e-16-0.00135363j -8.58631e-16-0.00142817j -1.12467e-16-0.000528078j -6.40683e-16-0.000747024j 5.9789e-16+0.000828423j 7.00798e-14+0.000625815j 8.96077e-16+0.00134993j 5.15377e-16+0.000727642j 4.8716e-17-2.56783e-05j -3.61018e-16+0.000655967j 1.00308e-15+0.00106934j 1.06046e-15+0.00140732j -2.2767e-16+4.48903e-05j -6.80789e-16-0.00172819j 9.90114e-17+0.000543878j -2.2252e-15-0.000557977j -5.63397e-16-0.00186208j 2.48e-16+0.000289283j -7.90267e-16-0.00139612j 4.87826e-16+0.000942235j 4.50883e-16+0.000749407j -7.37332e-17-7.91374e-05j -1.62756e-16-0.000303619j 7.12657e-16+0.00130904j -1.27506e-16+4.65644e-05j 3.27548e-16+0.000624293j 1.17411e-15+0.000891964j 1.24808e-15+0.00145896j 7.38731e-17-0.000418098j 5.78e-16+0.000967771j 1.62773e-16+0.000279065j -1.08067e-15-0.0017862j 2.60783e-16+0.000422862j 8.49053e-17+0.000154121j -5.01689e-16-0.000923576j 4.2994e-16+0.000708736j 6.15711e-16+0.00101829j -8.59748e-16-0.00150906j -1.72822e-16-0.000328625j -7.01271e-16-0.00124181j 5.06306e-16+0.000835764j -1.65054e-15-0.0015138j 6.06643e-16+0.00132673j 
2.73701e-17-0.000299508j -1.03428e-18+0.000179019j 2.50501e-17-0.000840439j 1.00127e-17+0.000459717j -1.43044e-17-0.000679272j -1.5784e-17-0.000402249j 1.38044e-17-0.00107389j 3.56101e-18-0.000594206j -3.31004e-17-0.00123116j 1.30183e-17+3.22545e-06j -1.799e-17+0.000738829j -2.19648e-17-0.000218866j -5.52057e-17-0.0015425j 1.68221e-18+0.000577825j 8.25321e-17-0.000427557j 3.46065e-16-0.00105379j 6.63289e-17+0.000701285j 1.9716e-16+0.000339689j 6.89372e-14+0.000619314j -1.75081e-16-0.000883728j 6.60526e-17-0.000783654j 1.64715e-16+0.00112383j -2.1233e-15+0.0014308j -1.71774e-16-0.00142466j 1.76524e-16+0.000869184j -9.8418e-17-0.000447483j 5.40539e-17-0.000106297j -3.22652e-17+2.27747e-05j -3.94025e-17+5.92755e-05j -1.55291e-16+0.000290236j -2.49551e-17+0.000243424j 4.05406e-17+0.00111771j -1.1585e-16+0.00134598j -2.95449e-16-0.00141052j -4.53218e-17+0.000910054j -2.39821e-17-0.000350191j -2.02912e-17+0.000876951j 1.36844e-16-0.000227455j 1.25613e-16-0.00060839j 9.60795e-17+0.000168076j -5.45227e-16-0.00110737j -6.46608e-16-0.000499511j 1.13636e-17+0.000251079j -1.84085e-17+0.00127959j -2.92726e-17+0.000128855j -5.34053e-18+0.000747732j 2.38195e-17+1.98199e-05j 1.94251e-18+0.00128383j 2.85489e-17+0.000475727j 2.89164e-17+0.000816881j -2.98025e-17+0.000515866j 8.6952e-18+0.000687813j -2.58001e-17+0.000541102j 2.78912e-18+0.000707137j 1.95983e-16+0.00031387j 6.84932e-17+0.000161076j 
