-0.038166-2.67639e-18j 0.0694875-1.50001e-18j -0.0705848-5.70987e-19j -0.213623+1.07593e-18j -0.0899743-3.15442e-18j -0.175608+6.36067e-18j -0.165095-4.71482e-18j -0.406243-2.85005e-18j 0.265296-9.87753e-18j 0.0332557+6.85838e-17j 0.186415-3.47061e-18j -0.0989029-3.20887e-18j -0.0403127+1.59851e-17j -0.184143+3.27216e-18j 0.382717+4.05835e-18j -0.14771+1.75944e-18j -0.00362404+1.69629e-16j 0.106107+2.38124e-17j -0.0818664+7.78019e-18j 0.171023-8.64841e-19j -0.0267717-2.88507e-17j -0.259744+2.14724e-18j -0.276446+1.85663e-17j 0.0648002+4.98823e-17j -0.269649-4.70293e-18j 0.212461+1.5768e-18j -0.151662+3.01569e-18j 0.0700434-2.08135e-17j -0.140833+1.82537e-16j -0.0505858-5.22429e-16j -0.0233468-3.37205e-16j 0.137035-5.8726e-17j 0.0417959+1.21526e-18j 0.0197943-5.65385e-18j -0.0270895+6.82641e-19j -0.0257354+8.80435e-20j -0.016425-1.48584e-18j -0.024588-5.43276e-19j 0.0107269-8.24869e-18j 0.00460907+4.03626e-18j -0.00473969-5.92491e-18j -0.00644385+3.41973e-18j -0.00232031-7.16127e-17j -0.00169366+4.51675e-16j -0.000139396-8.99777e-17j -0.000352926-8.12402e-17j -0.000981582-5.52794e-18j 0.00106524-1.06529e-18j -0.00132594+2.6589e-17j 0.000644912+1.2352e-16j -0.000638555-3.61001e-14j -0.00564697+2.16941e-17j 0.000872553+1.9311e-16j 0.000321634+6.26597e-17j 0.00307756-6.09052e-18j -0.00134288-4.21744e-18j 0.00128316+2.47007e-17j -0.000989403-2.8999e-17j 0.0024372-7.41325e-17j -0.00130387-4.7208e-17j 0.0013934-1.9241e-17j -0.00737259-1.36969e-17j 0.00125042-1.94558e-17j -0.0143213-8.13292e-19j 0.0265258-3.9892e-19j -0.0184368-1.36729e-19j 0.0192882+5.70582e-19j -0.00613935-1.09718e-19j 0.0302373+6.03022e-19j -0.0148905-6.75217e-19j 0.0183304-2.17349e-18j 0.0134049+3.24536e-18j 
-3.8786e-17-8.04933e-18j 8.45195e-17+1.89609e-17j -3.81177e-17-4.47665e-18j -1.15355e-16-1.35462e-17j -3.38012e-17-1.12686e-18j -7.50975e-17-5.0255e-18j -6.54309e-17-3.12338e-18j -1.37683e-16-4.63311e-19j 9.3117e-17+1.29469e-18j 7.53374e-19-3.21928e-18j 5.87692e-17-1.15317e-18j -2.62951e-17+2.12466e-18j -1.84411e-17-1.52581e-18j -6.14268e-17+9.43248e-20j 1.30556e-16+6.98624e-19j -4.50221e-17+1.3922e-18j 1.92186e-18+9.71433e-19j 2.36984e-17-3.6768e-18j -3.10339e-17-1.1116e-18j 5.06914e-17-2.05685e-18j -3.54495e-18+1.68158e-18j -8.09381e-17+1.90065e-18j -8.42468e-17+2.60999e-18j 4.23571e-18-5.41578e-18j -7.39471e-17+5.09405e-18j 6.60614e-17-1.59893e-18j -5.95671e-17-2.70192e-18j -2.34583e-18-7.99837e-18j -6.67917e-17-6.06365e-18j -1.02542e-18+4.93424e-18j -9.40981e-18-4.90283e-19j -4.12263e-17-2.69945e-17j -7.18386e-17-2.65871e-17j 5.7234e-19-1.87779e-18j 4.3845e-17+1.63909e-17j 9.17369e-17+3.10821e-17j 2.86824e-17+1.0588e-17j -2.08945e-17-3.91813e-18j -7.19013e-17-2.3381e-17j 4.72932e-17+1.41678e-17j 8.09832e-18+3.00006e-18j -1.27386e-16-3.87814e-17j 1.63373e-18+7.46849e-19j -1.09386e-16-3.37003e-17j 1.55202e-17+4.82096e-18j -2.8908e-17-8.91594e-18j 3.2601e-18+1.11154e-18j -2.22751e-17-7.00903e-18j -3.73865e-17-1.14406e-17j -3.82962e-17-1.1927e-17j -5.58254e-17-1.72224e-17j -1.69538e-16-5.19183e-17j 5.22629e-17+1.60948e-17j 4.27417e-17+1.32034e-17j 3.41031e-17+1.0242e-17j -2.5033e-17-7.61312e-18j 2.76262e-17+8.42241e-18j -4.59294e-18-1.31968e-18j 1.1385e-16+3.50053e-17j -2.67645e-17-8.1534e-18j -8.70253e-17-2.70957e-17j -3.74257e-17-1.0825e-17j -5.78756e-17-1.80535e-17j -7.13602e-17-2.06129e-17j 3.43161e-17+7.87353e-18j -7.69992e-17-2.19319e-17j 1.00189e-16+2.90251e-17j -1.72474e-17-4.70401e-18j 1.09858e-16+3.0883e-17j -5.52788e-17-1.55735e-17j 8.34084e-17+2.39279e-17j 5.09739e-17+1.43945e-17j 
-0.000447284-6.9521e-18j 0.00100287+7.17006e-18j -0.000371446-2.78415e-18j -0.00112407-5.11746e-18j -0.000272981-4.25225e-18j -0.000656527+5.13371e-18j -0.000547115-7.03421e-18j -0.00103006-3.58038e-18j 0.000716116-1.10412e-17j -5.82854e-05+7.93842e-17j 0.000412873-4.63764e-18j -0.000152815-2.78349e-18j -0.000167007+1.81368e-17j -0.000453586+3.90433e-18j 0.000981886+5.11664e-18j -0.000306201+2.73183e-18j 3.35234e-05+2.00553e-16j 0.000102766+2.63558e-17j -0.000252159+8.65348e-18j 0.00033505-1.98992e-18j 7.07853e-06-3.32397e-17j -0.000562417+3.42899e-18j -0.000572877+2.31315e-17j -7.60442e-05+5.62882e-17j -0.000447223-3.14591e-18j 0.000458098+1.10616e-18j -0.000495275+2.28345e-18j -0.000176083-2.83228e-17j -0.00061554+2.12463e-16j 9.02935e-05-6.13934e-16j -7.94977e-05-3.98001e-16j -0.000841255-8.20006e-17j -0.00106015-1.11015e-17j -3.30122e-05-7.55464e-18j 0.000650294+8.53306e-18j 0.00129687+1.47581e-17j 0.000422737+3.2392e-18j -0.000232662-2.48814e-18j -0.000997007-2.07536e-17j 0.000631755+1.14409e-17j 0.000119568-5.57463e-18j -0.00171395-1.42503e-17j 2.69312e-05-8.41227e-17j -0.00147968+5.1691e-16j 0.000210726-1.03865e-16j -0.000391237-1.00035e-16j 4.62256e-05-5.99674e-18j -0.000304223-4.56117e-18j -0.000504193+2.59706e-17j -0.000520587+1.40082e-16j -0.000755622-4.25921e-14j -0.00228713+1.11261e-18j 0.000706837+2.35382e-16j 0.000578872+8.01388e-17j 0.000456065-2.35565e-18j -0.000336657-8.56429e-18j 0.000371941+3.3108e-17j -6.02378e-05-3.48296e-17j 0.00153867-7.09433e-17j -0.000360215-5.9531e-17j -0.00118285-3.54717e-17j -0.00049227-2.12607e-17j -0.000787312-3.14619e-17j -0.000938075-1.06777e-17j 0.000410654+3.24157e-18j -0.00100606-1.05015e-17j 0.00131873+1.43575e-17j -0.000221212-2.34722e-18j 0.00142729+1.52718e-17j -0.000718855-8.13894e-18j 0.00109318+8.71742e-18j 0.000663544+1.06148e-17j 
-3.45192e-05-1.0634e-17j 5.54767e-05+2.53986e-17j -8.16616e-05-5.95518e-18j -0.000247151-1.81457e-17j -0.000111934-1.36427e-18j -0.00021363-6.99871e-18j -0.000203581-3.96175e-18j -0.00051331-4.91403e-19j 0.000333517+2.17183e-18j 4.75965e-05-7.37086e-18j 0.000237883-1.38527e-18j -0.000128799+2.98216e-18j -4.84039e-05-2.75399e-18j -0.000233196-2.04515e-20j 0.000483134+7.51692e-19j -0.000189311+1.7812e-18j -6.2493e-06-6.29509e-18j 0.000140574-5.97804e-18j -0.000101699-1.83334e-18j 0.000219952-2.70921e-18j -3.67585e-05+3.53799e-18j -0.000331961+2.44312e-18j -0.000354312+2.65584e-18j 9.12766e-05-9.46823e-18j -0.000349963+7.0161e-18j 0.000271608-2.20673e-18j -0.000187304-3.74471e-18j 0.000102333-9.75406e-18j -0.000167844-1.62717e-17j -7.24638e-05+2.9977e-17j -2.87062e-05+1.44389e-17j 0.000219632-3.34355e-17j 9.84089e-05-3.55744e-17j 2.82645e-05-2.25563e-18j -6.23424e-05+2.18674e-17j -8.57795e-05+4.15213e-17j -3.8912e-05+1.42119e-17j -2.44086e-05-5.21025e-18j 5.36021e-05-3.08674e-17j -1.84219e-05+1.87474e-17j -1.11341e-05+4.27325e-18j 5.82374e-05-5.19645e-17j -4.21494e-06+4.2033e-18j 5.55501e-05-6.52409e-17j -8.42969e-06+1.04683e-17j 1.48171e-05-8.2751e-18j -3.1451e-06+1.73244e-18j 1.33472e-05-9.31628e-18j 1.79079e-05-1.64747e-17j 2.12346e-05-2.14633e-17j 2.86759e-05+1.5929e-15j 8.17357e-05-7.03332e-17j -2.64495e-05+1.28585e-17j -2.21966e-05+1.48348e-17j -1.36391e-05+1.39557e-17j 1.13339e-05-9.98224e-18j -1.2795e-05+1.01466e-17j 1.00714e-06-4.65026e-19j -5.68433e-05+5.00849e-17j 1.23082e-05-8.77971e-18j 4.81501e-05-3.53383e-17j 9.20195e-06-1.3849e-17j 3.24891e-05-2.32483e-17j 1.71647e-05-2.75021e-17j 2.00894e-05+1.05368e-17j 1.42146e-05-2.92946e-17j -2.52804e-05+3.87516e-17j 2.83683e-07-6.27958e-18j -1.46049e-05+4.12323e-17j 7.81718e-06-2.07758e-17j -1.77663e-05+3.20646e-17j -7.67878e-06+1.90856e-17j 
0.000638273-5.32861e-18j -0.00144748+2.64815e-17j 0.000490436-4.60107e-18j 0.00148414-1.89268e-17j 0.000321616+4.21533e-18j 0.000815041-1.76618e-17j 0.000660109+4.49383e-18j 0.0011456+4.50514e-18j -0.00081389+1.92549e-17j 0.000122116-1.26451e-16j -0.000435159+4.74665e-18j 0.000130599+8.39461e-18j 0.000211769-3.0446e-17j 0.000499109-5.72176e-18j -0.00109663-6.3663e-18j 0.000313095-1.39245e-18j -5.44434e-05-3.01536e-16j -4.74909e-05-4.71166e-17j 0.000298353-1.52817e-17j -0.00033302-1.03867e-18j -3.79881e-05+5.36042e-17j 0.000586858-1.44626e-18j 0.000585678-2.98606e-17j 0.000181135-9.58297e-17j 0.000402373+1.47891e-17j -0.000477093-4.82166e-18j 0.000595311-8.77453e-18j 0.000337927+2.71067e-17j 0.000788414-3.33407e-16j -0.000188228+9.38631e-16j 9.657e-05+6.01232e-16j 0.00141319+7.09247e-17j 0.00164756-3.55476e-17j 7.01418e-05+7.73359e-18j -0.00101209+1.93594e-17j -0.00198958+3.88646e-17j -0.000656722+1.59445e-17j 0.000327183-3.94934e-18j 0.00152031-1.46311e-17j -0.000951731+1.05829e-17j -0.000185845+1.43413e-17j 0.00258822-5.47914e-17j -4.31353e-05+1.28753e-16j 0.00223839-8.48463e-16j -0.000319164+1.66645e-16j 0.000591941+1.33805e-16j -7.09817e-05+1.12618e-17j 0.000461654-6.89808e-18j 0.000761956-6.18193e-17j 0.000788782-2.35433e-16j 0.0011433+6.44102e-14j 0.00345678-1.039e-16j -0.0010692-3.24459e-16j -0.000876038-9.52596e-17j -0.00068731+2.37286e-17j 0.000508303-2.03049e-18j -0.000561781-3.35122e-17j 9.01872e-05+5.01008e-17j -0.00232693+1.7626e-16j 0.000544008+7.40212e-17j 0.00179215+3.24432e-19j 0.000737746+1.08562e-17j 0.0011932+1.20598e-17j 0.00140558-2.44267e-17j -0.000594676+1.05968e-17j 0.00150431-2.72902e-17j -0.0019768+3.5421e-17j 0.000328643-5.70978e-18j -0.00212999+3.76956e-17j 0.00107312-1.83465e-17j -0.00163631+3.39193e-17j -0.000990896+1.22791e-17j 
1.26395e-17+2.78071e-18j -2.58227e-17-6.5502e-18j 1.6581e-17+1.5465e-18j 5.01803e-17+4.67966e-18j 1.81466e-17+3.89283e-19j 3.72625e-17+1.7361e-18j 3.39864e-17+1.079e-18j 7.89152e-17+1.60055e-19j -5.21829e-17-4.47263e-19j -4.33408e-18+1.11213e-18j -3.53207e-17+3.98372e-19j 1.7752e-17-7.33984e-19j 8.7969e-18+5.27105e-19j 3.55723e-17-3.25853e-20j -7.45161e-17-2.41346e-19j 2.76749e-17-4.80946e-19j 6.72254e-20-3.3559e-19j -1.81331e-17+1.27018e-18j 1.65676e-17+3.84013e-19j -3.17524e-17+7.10556e-19j 4.08304e-18-5.80919e-19j 4.90229e-17-6.56595e-19j 5.1792e-17-9.01644e-19j -9.00463e-18+1.87093e-18j 4.88552e-17-1.75979e-18j -4.007e-17+5.52366e-19j 3.1112e-17+9.33402e-19j -8.33355e-18+2.76311e-18j 3.12106e-17+2.09474e-18j 6.56829e-18-1.70458e-18j 4.8379e-18+1.69373e-19j -8.89825e-18+9.32548e-18j 9.26582e-18+9.18476e-18j -2.60477e-18+6.487e-19j -5.45645e-18-5.66238e-18j -1.53076e-17-1.07376e-17j -3.7325e-18-3.6577e-18j 7.31549e-18+1.35355e-18j 1.31853e-17+8.07716e-18j -1.01395e-17-4.8944e-18j -1.041e-18-1.0364e-18j 2.65602e-17+1.33974e-17j -3.84722e-20-2.58006e-19j 2.23244e-17+1.16421e-17j -3.11974e-18-1.66545e-18j 5.88786e-18+3.08009e-18j -5.35569e-19-3.8399e-19j 4.36876e-18+2.42133e-18j 7.72407e-18+3.95227e-18j 7.66012e-18+4.12028e-18j 1.13649e-17+5.94964e-18j 3.49806e-17+1.79357e-17j -1.06742e-17-5.56011e-18j -8.68028e-18-4.56123e-18j -7.28062e-18-3.53818e-18j 5.22906e-18+2.63002e-18j -5.74574e-18-2.9096e-18j 1.05284e-18+4.55895e-19j -2.33201e-17-1.20929e-17j 5.57416e-18+2.81667e-18j 1.74162e-17+9.36046e-18j 8.49235e-18+3.73961e-18j 1.15418e-17+6.23673e-18j 1.62257e-17+7.12091e-18j -1.02722e-17-2.71998e-18j 1.7883e-17+7.57659e-18j -2.26776e-17-1.0027e-17j 4.25841e-18+1.62504e-18j -2.60091e-17-1.06688e-17j 1.30465e-17+5.38001e-18j -1.91652e-17-8.26611e-18j -1.19895e-17-4.97272e-18j 
0.00037036+6.00887e-18j -0.000831343-6.48567e-18j 0.000305274+2.44031e-18j 0.000923821+4.62935e-18j 0.000222105+3.5726e-18j 0.000536573-4.14039e-18j 0.000446047+5.94398e-18j 0.000834158+2.99498e-18j -0.000580929+9.16224e-18j 5.05134e-05-6.60396e-17j -0.000332961+3.89434e-18j 0.000121476+2.26114e-18j 0.000136749-1.50666e-17j 0.00036701-3.25485e-18j -0.000795411-4.28104e-18j 0.000246378-2.31327e-18j -2.814e-05-1.67086e-16j -7.93586e-05-2.18548e-17j 0.000205238-7.17824e-18j -0.000269037+1.71325e-18j -7.47382e-06+2.7643e-17j 0.000453218-2.90777e-18j 0.000460948-1.9339e-17j 6.71656e-05-4.67413e-17j 0.000356673+2.4827e-18j -0.000369101-8.78161e-19j 0.000403653-1.829e-18j 0.000150812+2.38092e-17j 0.000504477-1.76817e-16j -7.81986e-05+5.11271e-16j 6.48499e-05+3.31547e-16j 0.000708877+6.90366e-17j 0.000885618+9.96689e-18j 2.86667e-05+6.3438e-18j -0.000543321-7.55151e-18j -0.00108187-1.31345e-17j -0.000353127-2.98472e-18j 0.000192369+2.17862e-18j 0.000831184+1.79203e-17j -0.00052601-9.91358e-18j -9.9885e-05+4.56247e-18j 0.00142742+1.29198e-17j -2.25716e-05+7.00537e-17j 0.00123254-4.29673e-16j -0.000175553+8.6389e-17j 0.000325897+8.35701e-17j -3.85659e-05+4.96519e-18j 0.000253494+3.98909e-18j 0.000419938-2.13239e-17j 0.000433711-1.16365e-16j 0.000629431+3.54795e-14j 0.00190496+4.77981e-19j -0.000588776-1.96508e-16j -0.000482208-6.71126e-17j -0.000379742+1.68512e-18j 0.000280372+7.34001e-18j -0.000309768-2.78067e-17j 5.01226e-05+2.90486e-17j -0.00128164+5.81483e-17j 0.000299999+4.98097e-17j 0.000985448+3.02809e-17j 0.000409649+1.8003e-17j 0.000655941+2.66961e-17j 0.000780616+9.45224e-18j -0.000340531-2.91325e-18j 0.000837005+9.34117e-18j -0.00109742-1.27451e-17j 0.000183918+2.08251e-18j -0.00118721-1.35569e-17j 0.000597962+7.20108e-18j -0.000909589-7.90901e-18j -0.000551973-9.2316e-18j 
-5.57954e-18+4.99397e-18j 1.34879e-17-1.17637e-17j -2.26937e-18+2.77741e-18j -6.86644e-18+8.40434e-18j 6.48382e-19+6.99126e-19j -9.1985e-19+3.11792e-18j 3.7339e-19+1.93781e-18j 6.50349e-18+2.87447e-19j -3.47991e-18-8.03254e-19j -3.05104e-18+1.99731e-18j -4.04038e-18+7.1545e-19j 3.31345e-18-1.31819e-18j -4.98932e-19+9.46645e-19j 3.18325e-18-5.8521e-20j -5.92415e-18-4.33441e-19j 3.57145e-18-8.63747e-19j 8.1238e-19-6.02697e-19j -4.63533e-18+2.28116e-18j 5.23228e-19+6.89662e-19j -4.47918e-18+1.27611e-18j 1.75249e-18-1.04329e-18j 5.85695e-18-1.1792e-18j 6.68757e-18-1.61929e-18j -5.28231e-18+3.36006e-18j 8.49358e-18-3.16046e-18j -4.82501e-18+9.92011e-19j 4.72412e-19+1.67633e-18j -7.36788e-18+4.96236e-18j -2.30999e-18+3.76201e-18j 4.66987e-18-3.06131e-18j 1.52303e-20+3.04182e-19j -2.31883e-17+1.67479e-17j -2.12646e-17+1.64952e-17j -1.78636e-18+1.16502e-18j 1.31319e-17-1.01692e-17j 2.44691e-17-1.9284e-17j 8.46464e-18-6.56899e-18j -2.61441e-18+2.43089e-18j -1.82607e-17+1.4506e-17j 1.08775e-17-8.79001e-18j 2.39988e-18-1.8613e-18j -2.98791e-17+2.40608e-17j 6.16698e-19-4.63361e-19j -2.60304e-17+2.09083e-17j 3.7302e-18-2.99103e-18j -6.88835e-18+5.53163e-18j 8.76082e-19-6.8962e-19j -5.43777e-18+4.34855e-18j -8.82416e-18+7.09801e-18j -9.23351e-18+7.39975e-18j -1.33066e-17+1.06851e-17j -4.00508e-17+3.22112e-17j 1.24307e-17-9.98558e-18j 1.02042e-17-8.19165e-18j 7.86768e-18-6.35432e-18j -5.86421e-18+4.72334e-18j 6.49101e-18-5.22544e-18j -1.00374e-18+8.18757e-19j 2.70269e-17-2.1718e-17j -6.28265e-18+5.05854e-18j -2.09755e-17+1.68108e-17j -8.24601e-18+6.71608e-18j -1.39811e-17+1.12007e-17j -1.56972e-17+1.27887e-17j 5.64022e-18-4.8849e-18j -1.66476e-17+1.3607e-17j 2.21181e-17-1.80078e-17j -3.53371e-18+2.91846e-18j 2.33698e-17-1.91605e-17j -1.17908e-17+9.66213e-18j 1.81928e-17-1.48454e-17j 1.09042e-17-8.93066e-18j 
-0.00044902+1.28334e-17j 0.00103329-4.0755e-17j -0.000308743+8.37463e-18j -0.000934288+2.91223e-17j -0.000164055-1.95203e-18j -0.000461826+1.88435e-17j -0.000353932+2.20716e-20j -0.000508971-2.89703e-18j 0.000382101-1.59651e-17j -0.000121567+9.90652e-17j 0.000165109-2.32469e-18j -1.17843e-05-8.66747e-18j -0.000124667+2.46737e-17j -0.000215456+4.22001e-18j 0.000492632+4.0458e-18j -0.000106851-4.71188e-19j 4.43491e-05+2.26769e-16j -5.73852e-05+3.96231e-17j -0.000153596+1.27627e-17j 0.000101418+3.03532e-18j 5.22597e-05-4.23418e-17j -0.000215331-9.86861e-19j -0.000199754+1.97061e-17j -0.000193924+7.83321e-17j -6.71401e-05-1.6748e-17j 0.000173914+5.39261e-18j -0.00031675+9.58614e-18j -0.000317079-1.17296e-17j -0.00047227+2.58548e-16j 0.000186789-7.14603e-16j -5.24863e-05-4.53739e-16j -0.00118895-2.40525e-17j -0.00128241+5.59494e-17j -7.04354e-05-3.78868e-18j 0.000789023-3.25618e-17j 0.00152688-6.33739e-17j 0.000510966-2.36322e-17j -0.000225754+7.27109e-18j -0.00115889+3.66374e-17j 0.000715519-2.34981e-17j 0.000144678-1.41184e-17j -0.0019512+8.3832e-17j 3.46532e-05-9.80993e-17j -0.00169088+6.7795e-16j 0.000241431-1.31188e-16j -0.000447236-9.1344e-17j 5.45299e-05-9.72531e-18j -0.000349977+1.2881e-17j -0.000574923+5.9227e-17j -0.000596939+1.90937e-16j -0.000863849-4.86478e-14j -0.00260859+1.35311e-16j 0.000807622+2.27542e-16j 0.00066206+5.7529e-17j 0.000516946-2.91351e-17j -0.00038313+9.86417e-18j 0.000423616+1.61054e-17j -6.73176e-05-3.64109e-17j 0.00175717-1.71479e-16j -0.000410159-4.70073e-17j -0.00135621+2.9402e-17j -0.000551303+3.64168e-18j -0.000903237+1.06413e-17j -0.00105012+4.101e-17j 0.000426292-1.66216e-17j -0.00112114+4.46169e-17j 0.00147763-5.85213e-17j -0.000243078+9.46111e-18j 0.00158383-6.22728e-17j -0.000798257+3.09021e-17j 0.00122104-5.18096e-17j 0.000737397-2.50277e-17j 
-0.000435577-1.05467e-17j 0.000961235+1.66222e-17j -0.000398917-4.89906e-18j -0.00120722-1.18709e-17j -0.000329608-4.40472e-18j -0.000753714+1.87601e-18j -0.00064604-7.96514e-18j -0.00130756-3.44709e-18j 0.000892656-9.16232e-18j -2.01981e-05+6.91573e-17j 0.000546656-4.76306e-18j -0.000230933-1.34062e-18j -0.000187561+1.53743e-17j -0.000580809+3.53752e-18j 0.00124208+4.94583e-18j -0.000414465+3.18994e-18j 2.64442e-05+1.79624e-16j 0.000193169+2.15548e-17j -0.000303277+7.12869e-18j 0.000462501-2.88561e-18j -1.92884e-05-2.87777e-17j -0.000750213+4.08657e-18j -0.000775519+2.20637e-17j -5.87422e-06+4.73481e-17j -0.000656908-6.38954e-20j 0.000611917+1.26067e-19j -0.000586941+5.82961e-19j -9.01164e-05-2.96039e-17j -0.000683886+1.86468e-16j 3.21821e-05-5.45602e-16j -9.32578e-05-3.55691e-16j -0.000619525-8.77779e-17j -0.000905914-2.42434e-17j -1.05231e-05-7.75857e-18j 0.000554296+1.64543e-17j 0.00113248+2.99315e-17j 0.000361465+8.59919e-18j -0.0002311-4.3337e-18j -0.000879288-3.1135e-17j 0.000568072+1.7853e-17j 0.000102148-3.36139e-18j -0.00153538-3.36276e-17j 2.18094e-05-7.47215e-17j -0.00132182+4.43453e-16j 0.00018788-9.01564e-17j -0.000349406-9.41396e-17j 4.03046e-05-4.75619e-18j -0.000270414-7.85086e-18j -0.000451118+1.70265e-17j -0.00046386+1.18669e-16j -0.000674791-3.80452e-14j -0.00204602-2.69884e-17j 0.000631487+2.18878e-16j 0.000516788+7.86824e-17j 0.000409853+3.41636e-18j -0.000301656-1.17513e-17j 0.00033308+3.41058e-17j -5.46915e-05-3.18151e-17j 0.00137516-4.44879e-17j -0.000322637-5.75573e-17j -0.00105403-4.62808e-17j -0.000446263-2.48207e-17j -0.000701258-3.78265e-17j -0.000850664-2.06451e-17j 0.000391762+7.13834e-18j -0.000915254-2.11986e-17j 0.00119504+2.84651e-17j -0.000203241-4.63142e-18j 0.00130237+3.02829e-17j -0.000655616-1.56618e-17j 0.000992885+2.06811e-17j 0.000604846+1.72375e-17j 
-2.65879e-18-1.30152e-17j 5.75157e-18+3.06585e-17j -2.71516e-18-7.23846e-18j -8.2169e-18-2.19033e-17j -2.49229e-18-1.82206e-18j -5.46218e-18-8.12591e-18j -4.79644e-18-5.05031e-18j -1.02747e-17-7.49144e-19j 6.91973e-18+2.09343e-18j 1.52094e-19-5.20537e-18j 4.4259e-18-1.8646e-18j -2.02815e-18+3.43545e-18j -1.33263e-18-2.46714e-18j -4.59298e-18+1.52517e-19j 9.73513e-18+1.12963e-18j -3.40575e-18+2.25109e-18j 1.14706e-19+1.57075e-18j 1.8803e-18-5.94515e-18j -2.28596e-18-1.79739e-18j 3.84917e-18-3.32579e-18j -3.1494e-19+2.71901e-18j -6.10473e-18+3.07322e-18j -6.37309e-18+4.22018e-18j 4.77677e-19-8.75696e-18j -5.67735e-18+8.23676e-18j 4.98408e-18-2.58537e-18j -4.37081e-18-4.36883e-18j 6.27168e-20-1.29329e-17j -4.81063e-18-9.80453e-18j -2.23456e-19+7.97835e-18j -6.88568e-19-7.92757e-19j -2.27739e-18-4.36483e-17j -4.57705e-18-4.29897e-17j 9.86468e-20-3.03627e-18j 2.78861e-18+2.6503e-17j 5.93021e-18+5.02577e-17j 1.82825e-18+1.712e-17j -1.44476e-18-6.33537e-18j -4.67714e-18-3.78055e-17j 3.11243e-18+2.29085e-17j 5.15881e-19+4.85091e-18j -8.36499e-18-6.2707e-17j 9.9858e-20+1.20761e-18j -7.17117e-18-5.44912e-17j 1.0163e-18+7.79519e-18j -1.89486e-18-1.44165e-17j 2.10538e-19+1.79728e-18j -1.45596e-18-1.13332e-17j -2.4533e-18-1.84988e-17j -2.5068e-18-1.92852e-17j -3.65911e-18-2.78475e-17j -1.11239e-17-8.39486e-17j 3.42646e-18+2.60243e-17j 2.80101e-18+2.1349e-17j 2.24361e-18+1.65606e-17j -1.64407e-18-1.23099e-17j 1.81377e-18+1.36185e-17j -3.03942e-19-2.13384e-18j 7.46585e-18+5.66013e-17j -1.75738e-18-1.31835e-17j -5.69675e-18-4.38121e-17j -2.47455e-18-1.75034e-17j -3.78759e-18-2.91913e-17j -4.71907e-18-3.33297e-17j 2.33001e-18+1.2731e-17j -5.1012e-18-3.54625e-17j 6.62297e-18+4.69318e-17j -1.14885e-18-7.60608e-18j 7.29026e-18+4.99359e-17j -3.66734e-18-2.51814e-17j 5.52074e-18+3.86899e-17j 3.38073e-18+2.3275e-17j 
0.000113152-5.31155e-17j -0.000273232+1.28391e-16j 4.67485e-05-2.99251e-17j 0.000141448-9.17283e-17j -1.19041e-05-6.27001e-18j 2.08872e-05-3.65306e-17j -5.36146e-06-1.90686e-17j -0.000125946-1.92655e-18j 6.67594e-05+1.28666e-17j 6.11608e-05-5.04567e-17j 7.91153e-05-6.31469e-18j -6.5593e-05+1.56622e-17j 1.06049e-05-1.69855e-17j -6.18403e-05-7.36787e-19j 0.000114559+3.00537e-18j -7.01583e-05+8.64297e-18j -1.63538e-05-6.45978e-17j 9.21863e-05-3.47621e-17j -9.48417e-06-1.07533e-17j 8.81775e-05-1.34967e-17j -3.5029e-05+2.34311e-17j -0.000114824+1.19064e-17j -0.000131374+9.7998e-18j 0.000105793-5.74136e-17j -0.000167926+3.62972e-17j 9.46132e-05-1.14353e-17j -7.53781e-06-1.94709e-17j 0.000147831-4.51653e-17j 4.84949e-05-1.17415e-16j -9.36156e-05+2.52358e-16j 3.85514e-10+1.38123e-16j 0.000466355-1.57264e-16j 0.000428773-1.79659e-16j 3.58048e-05-1.02817e-17j -0.000264771+1.10159e-16j -0.000493682+2.094e-16j -0.000170681+7.1967e-17j 5.31082e-05-2.61733e-17j 0.000368534-1.54086e-16j -0.000219673+9.37729e-17j -4.839e-05+2.27e-17j 0.000603333-2.62751e-16j -1.24203e-05+3.50673e-17j 0.000525565-4.16515e-16j -7.53093e-05+7.02219e-17j 0.000139078-2.60047e-17j -1.76748e-05+9.80821e-18j 0.000109772-4.67815e-17j 0.000178174-8.8241e-17j 0.000186412-1.32172e-16j 0.000268662+1.50246e-14j 0.000808684-3.58935e-16j -0.000250983+2.74586e-17j -0.000206022+6.26871e-17j -0.000158886+7.15668e-17j 0.000118414-4.95299e-17j -0.000131068+4.63923e-17j 2.02782e-05+3.27009e-18j -0.000545695+2.66965e-16j 0.000126861-3.51399e-17j 0.000423468-1.74507e-16j 0.000166581-6.71968e-17j 0.000282256-1.13488e-16j 0.000317108-1.38553e-16j -0.000114224+5.32208e-17j 0.000336352-1.47725e-16j -0.000446809+1.95338e-16j 7.14251e-05-3.16506e-17j -0.000472225+2.07843e-16j 0.000238248-1.04654e-16j -0.000367547+1.62143e-16j -0.000220329+9.56322e-17j 
