-0.038166-2.67639e-18j 0.0694875-1.50001e-18j -0.0705848-5.70987e-19j -0.213623+1.07593e-18j -0.0899743-3.15442e-18j -0.175608+6.36067e-18j -0.165095-4.71482e-18j -0.406243-2.85005e-18j 0.265296-9.87753e-18j 0.0332557+6.85838e-17j 0.186415-3.47061e-18j -0.0989029-3.20887e-18j -0.0403127+1.59851e-17j -0.184143+3.27216e-18j 0.382717+4.05835e-18j -0.14771+1.75944e-18j -0.00362404+1.69629e-16j 0.106107+2.38124e-17j -0.0818664+7.78019e-18j 0.171023-8.64841e-19j -0.0267717-2.88507e-17j -0.259744+2.14724e-18j -0.276446+1.85663e-17j 0.0648002+4.98823e-17j -0.269649-4.70293e-18j 0.212461+1.5768e-18j -0.151662+3.01569e-18j 0.0700434-2.08135e-17j -0.140833+1.82537e-16j -0.0505858-5.22429e-16j -0.0233468-3.37205e-16j 0.137035-5.8726e-17j 0.0417959+1.21526e-18j 0.0197943-5.65385e-18j -0.0270895+6.82641e-19j -0.0257354+8.80435e-20j -0.016425-1.48584e-18j -0.024588-5.43276e-19j 0.0107269-8.24869e-18j 0.00460907+4.03626e-18j -0.00473969-5.92491e-18j -0.00644385+3.41973e-18j -0.00232031-7.16127e-17j -0.00169366+4.51675e-16j -0.000139396-8.99777e-17j -0.000352926-8.12402e-17j -0.000981582-5.52794e-18j 0.00106524-1.06529e-18j -0.00132594+2.6589e-17j 0.000644912+1.2352e-16j -0.000638555-3.61001e-14j -0.00564697+2.16941e-17j 0.000872553+1.9311e-16j 0.000321634+6.26597e-17j 0.00307756-6.09052e-18j -0.00134288-4.21744e-18j 0.00128316+2.47007e-17j -0.000989403-2.8999e-17j 0.0024372-7.41325e-17j -0.00130387-4.7208e-17j 0.0013934-1.9241e-17j -0.00737259-1.36969e-17j 0.00125042-1.94558e-17j -0.0143213-8.13292e-19j 0.0265258-3.9892e-19j -0.0184368-1.36729e-19j 0.0192882+5.70582e-19j -0.00613935-1.09718e-19j 0.0302373+6.03022e-19j -0.0148905-6.75217e-19j 0.0183304-2.17349e-18j 0.0134049+3.24536e-18j 
2.91227e-17+5.51231e-18j -5.50229e-17-1.29847e-17j 4.9024e-17+3.06568e-18j 1.48369e-16+9.27666e-18j 6.03635e-17+7.7169e-19j 1.19128e-16+3.44155e-18j 1.11252e-16+2.13894e-18j 2.70399e-16+3.17283e-19j -1.77044e-16-8.86626e-19j -2.06221e-17+2.20462e-18j -1.23445e-16+7.89709e-19j 6.47911e-17-1.455e-18j 2.75199e-17+1.0449e-18j 1.22426e-16-6.45951e-20j -2.54861e-16-4.78429e-19j 9.75919e-17-9.53398e-19j 1.95899e-18-6.65253e-19j -6.88615e-17+2.51793e-18j 5.49639e-17+7.61244e-19j -1.12788e-16+1.40856e-18j 1.70241e-17-1.15158e-18j 1.71867e-16-1.30159e-18j 1.82646e-16-1.78736e-18j -4.05813e-17+3.70881e-18j 1.76971e-16-3.48849e-18j -1.4056e-16+1.09498e-18j 1.02123e-16+1.85032e-18j -4.28687e-17+5.47742e-18j 9.64817e-17+4.15248e-18j 3.13513e-17-3.37905e-18j 1.57552e-17+3.35754e-19j -7.8599e-17+1.84863e-17j -1.54465e-17+1.82073e-17j -1.22924e-17+1.28594e-18j 1.04022e-17-1.12247e-17j 2.67687e-18-2.12855e-17j 6.00525e-18-7.25081e-18j 1.81731e-17+2.6832e-18j 3.72742e-18+1.60117e-17j -9.64707e-18-9.70236e-18j 1.75859e-18-2.05449e-18j 2.23016e-17+2.65581e-17j 1.19624e-18-5.11455e-19j 1.67819e-17+2.30785e-17j -2.14687e-18-3.30147e-18j 4.37663e-18+6.10578e-18j 1.36464e-19-7.61198e-19j 2.54758e-18+4.7999e-18j 6.19662e-18+7.83474e-18j 5.11177e-18+8.16779e-18j 8.42537e-18+1.17942e-17j 2.78744e-17+3.55545e-17j -8.05719e-18-1.1022e-17j -6.34755e-18-9.04189e-18j -6.80472e-18-7.01386e-18j 4.4298e-18+5.21359e-18j -4.76604e-18-5.7678e-18j 1.27109e-18+9.03739e-19j -1.78827e-17-2.39722e-17j 4.65485e-18+5.58358e-18j 1.16606e-17+1.85556e-17j 9.93213e-18+7.41317e-18j 7.55512e-18+1.23633e-17j 1.91005e-17+1.4116e-17j -2.12994e-17-5.39192e-18j 2.24504e-17+1.50194e-17j -2.63118e-17-1.98769e-17j 6.2684e-18+3.22138e-18j -3.44569e-17-2.11492e-17j 1.7138e-17+1.0665e-17j -2.33069e-17-1.63862e-17j -1.56023e-17-9.85761e-18j 
3.14444e-18+9.69997e-20j -2.67931e-18-2.28491e-19j 1.31788e-17+5.39466e-20j 3.98868e-17+1.63241e-19j 2.00383e-17+1.35794e-20j 3.71109e-17+6.05606e-20j 3.60216e-17+3.76388e-20j 9.37461e-17+5.5832e-21j -6.05188e-17-1.56019e-20j -9.97817e-18+3.87945e-20j -4.39838e-17+1.38964e-20j 2.44058e-17-2.56036e-20j 8.25595e-18+1.8387e-20j 4.27088e-17-1.13668e-21j -8.81316e-17-8.41888e-21j 3.519e-17-1.67769e-20j 1.52636e-18-1.17064e-20j -2.7172e-17+4.43078e-20j 1.81715e-17+1.33956e-20j -4.10588e-17+2.47864e-20j 7.38899e-18-2.02642e-20j 6.14934e-17-2.2904e-20j 6.58629e-17-3.14521e-20j -1.88366e-17+6.52637e-20j 6.60459e-17-6.13867e-20j -5.03306e-17+1.92682e-20j 3.32093e-17+3.25599e-20j -2.18776e-17+9.63857e-20j 2.83236e-17+7.30709e-20j 1.52044e-17-5.94609e-20j 5.05963e-18+5.90824e-21j -5.08278e-17+3.25301e-19j -2.8485e-17+3.20392e-19j -5.91202e-18+2.26286e-20j 1.78672e-17-1.97521e-19j 2.79454e-17-3.74559e-19j 1.12929e-17-1.27592e-19j 2.92236e-18+4.72161e-20j -1.90225e-17+2.81756e-19j 8.95426e-18-1.70732e-19j 3.21966e-18-3.61527e-20j -2.59398e-17+4.67341e-19j 1.0656e-18-9.00003e-21j -2.34456e-17+4.06111e-19j 3.44238e-18-5.80958e-20j -6.22495e-18+1.07443e-19j 1.01355e-18-1.33947e-20j -5.2045e-18+8.44634e-20j -7.78547e-18+1.37867e-19j -8.58587e-18+1.43728e-19j -1.20344e-17+2.07541e-19j -3.54167e-17+6.2565e-19j 1.11826e-17-1.93954e-19j 9.2649e-18-1.59109e-19j 6.53196e-18-1.23422e-19j -5.07416e-18+9.17431e-20j 5.66043e-18-1.01496e-19j -7.04357e-19+1.5903e-20j 2.41966e-17-4.21837e-19j -5.46536e-18+9.82539e-20j -1.94888e-17+3.26521e-19j -5.9498e-18+1.30449e-19j -1.30596e-17+2.17556e-19j -1.12641e-17+2.48399e-19j -5.73249e-19-9.48813e-20j -1.12441e-17+2.64294e-19j 1.60643e-17-3.49772e-19j -1.90568e-18+5.66864e-20j 1.4843e-17-3.72161e-19j -7.5677e-18+1.87671e-19j 1.26806e-17-2.88347e-19j 7.07776e-18-1.73464e-19j 
-5.62885e-05+1.04357e-17j 0.000118145-2.53511e-17j -6.62326e-05+5.89423e-18j -0.000200443+1.8112e-17j -6.77676e-05+1.18711e-18j -0.000142547+7.30662e-18j -0.000128188+3.68723e-18j -0.000289155+3.35085e-19j 0.000192441-2.69398e-18j 1.18219e-05+1.10354e-17j 0.000127718+1.19093e-18j -6.22576e-05-3.14027e-18j -3.40769e-05+3.60285e-18j -0.000129962+1.96963e-19j 0.000273363-5.2884e-19j -9.94594e-05-1.67722e-18j 9.69312e-07+1.5419e-17j 6.17094e-05+7.23307e-18j -6.19747e-05+2.244e-18j 0.000113539+2.64882e-18j -1.28273e-05-5.07731e-18j -0.000176888-2.31486e-18j -0.000186127-1.64029e-18j 2.61535e-05+1.21127e-17j -0.000172281-7.23444e-18j 0.000144527+2.28068e-18j -0.00011715+3.88854e-18j 2.0469e-05+8.5813e-18j -0.000121715+2.60418e-17j -1.78467e-05-5.80234e-17j -1.83044e-05-3.25666e-17j -1.22774e-06+3.00966e-17j -6.71402e-05+3.546e-17j 7.17617e-06+1.93905e-18j 4.0456e-05-2.172e-17j 9.48564e-05-4.13065e-17j 2.68931e-05-1.42202e-17j -3.16522e-05+5.15457e-18j -7.74624e-05+3.0266e-17j 5.47999e-05-1.84346e-17j 7.55941e-06-4.57143e-18j -0.000145635+5.18862e-17j 1.0749e-06-8.04733e-18j -0.00012379+8.929e-17j 1.74386e-05-1.52719e-17j -3.26833e-05+3.84829e-18j 3.34885e-06-2.02204e-18j -2.4743e-05+9.21165e-18j -4.2556e-05+1.78265e-17j -4.29305e-05+2.80217e-17j -6.3102e-05-3.53335e-15j -0.00019286+7.11483e-17j 5.91658e-05-2.37032e-18j 4.82576e-05-1.13776e-17j 3.9435e-05-1.42139e-17j -2.86446e-05+9.7041e-18j 3.15463e-05-8.76202e-18j -5.50074e-06-1.10255e-18j 0.000129064-5.38328e-17j -3.05824e-05+6.18724e-18j -9.75804e-05+3.41209e-17j -4.45954e-05+1.30396e-17j -6.47884e-05+2.20805e-17j -8.51178e-05+2.73191e-17j 4.7412e-05-1.0505e-17j -9.28284e-05+2.91391e-17j 0.000119234-3.85248e-17j -2.14562e-05+6.24189e-18j 0.00013374-4.09911e-17j -6.71888e-05+2.06342e-17j 0.000100014-3.20197e-17j 6.18488e-05-1.88139e-17j 
-1.16558e-17-1.2958e-18j 1.39515e-17+3.05236e-18j -3.91322e-17-7.20661e-19j -1.18436e-16-2.1807e-18j -5.76137e-17-1.81404e-19j -1.07677e-16-8.09016e-19j -1.03933e-16-5.02809e-19j -2.6794e-16-7.45847e-20j 1.73302e-16+2.08422e-19j 2.74334e-17-5.18247e-19j 1.25257e-16-1.85639e-19j -6.90096e-17+3.42033e-19j -2.40899e-17-2.45628e-19j -1.21967e-16+1.51846e-20j 2.5198e-16+1.12466e-19j -1.00058e-16+2.24118e-19j -4.03738e-18+1.56383e-19j 7.63956e-17-5.91898e-19j -5.22762e-17-1.78948e-19j 1.16601e-16-3.31116e-19j -2.05481e-17+2.70705e-19j -1.75025e-16+3.0597e-19j -1.8727e-16+4.20161e-19j 5.2008e-17-8.71843e-19j -1.86968e-16+8.20051e-19j 1.43238e-16-2.574e-19j -9.57599e-17-4.34961e-19j 5.98367e-17-1.28759e-18j -8.29204e-17-9.76139e-19j -4.17924e-17+7.94325e-19j -1.46157e-17-7.89268e-20j 1.36223e-16-4.34563e-18j 7.25364e-17-4.28005e-18j 1.6264e-17-3.02291e-19j -4.55932e-17+2.63864e-18j -6.95019e-17+5.00366e-18j -2.87413e-17+1.70447e-18j -9.64918e-18-6.30749e-19j 4.65716e-17-3.76392e-18j -2.08719e-17+2.28077e-18j -8.20047e-18+4.82956e-19j 6.12153e-17-6.24311e-18j -2.79581e-18+1.20229e-19j 5.57786e-17-5.42514e-18j -8.23183e-18+7.76089e-19j 1.48201e-17-1.43531e-18j -2.52599e-18+1.78937e-19j 1.25385e-17-1.12833e-18j 1.84391e-17-1.84174e-18j 2.05639e-17-1.92003e-18j 2.86556e-17-2.7725e-18j 8.39226e-17-8.35792e-18j -2.65971e-17+2.59098e-18j -2.20796e-17+2.12551e-18j -1.52566e-17+1.64877e-18j 1.19656e-17-1.22558e-18j -1.33715e-17+1.35586e-18j 1.57365e-18-2.12445e-19j -5.74901e-17+5.63523e-18j 1.29036e-17-1.31255e-18j 4.66696e-17-4.36193e-18j 1.34e-17-1.74264e-18j 3.13083e-17-2.90628e-18j 2.53291e-17-3.3183e-18j 4.25276e-18+1.2675e-18j 2.48339e-17-3.53065e-18j -3.62467e-17+4.67253e-18j 3.8811e-18-7.57261e-19j -3.21409e-17+4.97162e-18j 1.64443e-17-2.50706e-18j -2.82742e-17+3.85196e-18j -1.54363e-17+2.31726e-18j 
4.30057e-05+8.25368e-18j -6.15128e-05-2.0245e-17j 0.000120119+4.68468e-18j 0.000363545+1.44641e-17j 0.000170968+8.69524e-19j 0.000322671+5.97927e-18j 0.000309595+2.82451e-18j 0.000789969+1.97745e-19j -0.000512018-2.38791e-18j -7.73663e-05+1.04661e-17j -0.000367821+8.64877e-19j 0.000201046-2.58136e-18j 7.26218e-05+3.26107e-18j 0.000359266+2.3665e-19j -0.000743198-3.22788e-19j 0.000293317-1.29417e-18j 1.08505e-05+1.64198e-17j -0.000221139+6.34539e-18j 0.000155225+1.97816e-18j -0.000341346+2.09045e-18j 5.87342e-05-4.74956e-18j 0.000513655-1.79303e-18j 0.000548974-8.5567e-19j -0.00014741+1.08697e-17j 0.00054541-5.88138e-18j -0.000420323+1.85641e-18j 0.000285059+3.17314e-18j -0.000167698+6.33399e-18j 0.000250846+2.52019e-17j 0.000117829-5.89686e-17j 4.3592e-05-3.41676e-17j -0.000372323+2.25621e-17j -0.000185112+2.82965e-17j -4.59001e-05+1.4081e-18j 0.000116698-1.72974e-17j 0.000171333-3.29252e-17j 7.32901e-05-1.13717e-17j 3.26474e-05+4.09573e-18j -0.000112058+2.39257e-17j 4.62506e-05-1.45969e-17j 2.09336e-05-3.78831e-18j -0.000138632+4.14442e-17j 7.43395e-06-8.15789e-18j -0.000128081+8.21707e-17j 1.90664e-05-1.43639e-17j -3.40712e-05+1.09035e-18j 6.24648e-06-1.74641e-18j -2.94011e-05+7.31712e-18j -4.20175e-05+1.48575e-17j -4.77547e-05+2.53438e-17j -6.58976e-05-3.69524e-15j -0.000191399+5.72438e-17j 6.10457e-05+2.81061e-18j 5.0847e-05-7.54459e-18j 3.39304e-05-1.14788e-17j -2.70627e-05+7.63296e-18j 3.03342e-05-6.38343e-18j -3.21646e-06-1.5847e-18j 0.000131719-4.4717e-17j -2.92451e-05+3.78315e-18j -0.000108349+2.67311e-17j -2.78325e-05+1.00612e-17j -7.28191e-05+1.71279e-17j -5.24476e-05+2.17575e-17j -2.10039e-05-8.38375e-18j -4.95687e-05+2.32248e-17j 7.55624e-05-3.0696e-17j -6.37305e-06+4.97304e-18j 6.14656e-05-3.26613e-17j -3.16921e-05+1.64321e-17j 5.75575e-05-2.55773e-17j 2.99911e-05-1.49185e-17j 
5.96858e-05+6.51713e-19j -0.000123065-8.26862e-19j 7.55766e-05+2.79184e-19j 0.000228723+5.90347e-19j 8.10249e-05+3.43515e-19j 0.000167591-3.22031e-19j 0.000152203+5.86531e-19j 0.000350373+2.82191e-19j -0.000232127+8.30691e-19j -1.7791e-05-6.0609e-18j -0.00015621+3.73547e-19j 7.78194e-05+1.83316e-19j 3.97166e-05-1.37326e-18j 0.000157801-3.01759e-19j -0.000330958-4.03802e-19j 0.000122177-2.30388e-19j -1.36348e-07-1.54442e-17j -7.88155e-05-1.97438e-18j 7.40119e-05-6.49643e-19j -0.000139973+1.82954e-19j 1.7365e-05+2.53298e-18j 0.000216676-2.91406e-19j 0.000228645-1.81756e-18j -3.75325e-05-4.25207e-18j 0.000214503+1.681e-19j -0.000177085-6.18967e-20j 0.00013926-1.36465e-19j -3.33993e-05+2.29518e-18j 0.000141202-1.62584e-17j 2.69373e-05+4.7163e-17j 2.16863e-05+3.06284e-17j -2.74057e-05+6.70076e-18j 5.30103e-05+1.24003e-18j -1.07178e-05+6.08492e-19j -3.15452e-05-8.94426e-19j -8.18305e-05-1.58661e-18j -2.12993e-05-4.02899e-19j 3.42136e-05+2.48303e-19j 6.89676e-05+1.93611e-18j -5.13302e-05-1.08588e-18j -5.96147e-06+3.85353e-19j 0.000135205+1.6593e-18j -5.04869e-07+6.46136e-18j 0.000114137-3.92807e-17j -1.6e-05+7.92118e-18j 3.0115e-05+7.82588e-18j -2.87377e-06+4.45241e-19j 2.25212e-05+4.52661e-19j 3.93923e-05-1.83206e-18j 3.93262e-05-1.06044e-17j 5.81344e-05+3.27718e-15j 0.000178447+6.67987e-19j -5.45652e-05-1.83434e-17j -4.4424e-05-6.35734e-18j -3.68883e-05+3.25771e-20j 2.66089e-05+7.6942e-19j -2.92636e-05-2.6695e-18j 5.26214e-06+2.69886e-18j -0.000119139+4.95011e-18j 2.83819e-05+4.69852e-18j 8.94029e-05+3.1224e-18j 4.2526e-05+1.79287e-18j 5.92912e-05+2.68265e-18j 8.12199e-05+1.12071e-18j -4.91031e-05-3.63682e-19j 8.91642e-05+1.1263e-18j -0.000113613-1.52593e-18j 2.10003e-05+2.48868e-19j -0.000129226-1.62324e-18j 6.48586e-05+8.52238e-19j -9.57466e-05-1.01801e-18j -5.96409e-05-1.02562e-18j 
-9.83853e-18+5.63676e-18j 1.93865e-17-1.32779e-17j -1.46321e-17+3.1349e-18j -4.4283e-17+9.4861e-18j -1.7084e-17+7.89113e-19j -3.43112e-17+3.51924e-18j -3.17089e-17+2.18723e-18j -7.55529e-17+3.24446e-19j 4.96791e-17-9.06643e-19j 5.06991e-18+2.25439e-18j 3.42018e-17+8.07538e-19j -1.7628e-17-1.48785e-18j -8.00389e-18+1.06849e-18j -3.41427e-17-6.60535e-20j 7.12672e-17-4.8923e-19j -2.69368e-17-9.74922e-19j -3.40056e-19-6.80272e-19j 1.84337e-17+2.57478e-18j -1.5574e-17+7.78431e-19j 3.10359e-17+1.44036e-18j -4.39292e-18-1.17758e-18j -4.7555e-17-1.33098e-18j -5.0412e-17-1.82771e-18j 1.01724e-17+3.79254e-18j -4.83002e-17-3.56725e-18j 3.88831e-17+1.1197e-18j -2.90718e-17+1.89209e-18j 1.02614e-17+5.60108e-18j -2.82126e-17+4.24623e-18j -7.69915e-18-3.45534e-18j -4.50074e-18+3.43334e-19j 1.61919e-17+1.89036e-17j -1.34406e-18+1.86183e-17j 3.03083e-18+1.31497e-18j 5.83181e-19-1.14782e-17j 5.86336e-18-2.17661e-17j 5.76023e-19-7.4145e-18j -5.90446e-18+2.74378e-18j -6.01264e-18+1.63732e-17j 5.70512e-18-9.92141e-18j 1.47303e-19-2.10088e-18j -1.4471e-17+2.71577e-17j -1.74974e-19-5.23002e-19j -1.18501e-17+2.35995e-17j 1.62437e-18-3.37601e-18j -3.11747e-18+6.24363e-18j 1.98314e-19-7.78383e-19j -2.20153e-18+4.90826e-18j -4.16228e-18+8.01162e-18j -3.96298e-18+8.35219e-18j -6.01384e-18+1.20605e-17j -1.88199e-17+3.63572e-17j 5.67129e-18-1.12709e-17j 4.57928e-18-9.24602e-18j 4.07704e-18-7.17221e-18j -2.85524e-18+5.33129e-18j 3.12118e-18-5.89802e-18j -6.35356e-19+9.24142e-19j 1.24348e-17-2.45134e-17j -3.03294e-18+5.70964e-18j -9.01642e-18+1.89745e-17j -5.07374e-18+7.58053e-18j -5.94773e-18+1.26424e-17j -9.71378e-18+1.44347e-17j 7.61805e-18-5.51365e-18j -1.09291e-17+1.53584e-17j 1.35151e-17-2.03256e-17j -2.7496e-18+3.29411e-18j 1.61831e-17-2.16267e-17j -8.09441e-18+1.09058e-17j 1.15926e-17-1.67562e-17j 7.41514e-18-1.00802e-17j 
-8.64626e-05+4.42446e-18j 0.000193916-1.22045e-17j -7.16688e-05+2.6702e-18j -0.000216885+8.72022e-18j -5.25391e-05-1.54051e-20j -0.000126499+4.59653e-18j -0.000105353+8.77277e-19j -0.000198021-3.61013e-19j 0.000137726-3.06567e-18j -1.13985e-05+1.76763e-17j 7.92901e-05-7.11538e-20j -2.92444e-05-2.06199e-18j -3.21936e-05+4.60504e-18j -8.71799e-05+6.88247e-19j 0.000188775+4.89737e-19j -5.87718e-05-4.69158e-19j 6.50259e-06+3.81301e-17j 1.95302e-05+7.73819e-18j -4.8536e-05+2.47217e-18j 6.42766e-05+1.08926e-18j 1.46258e-06-7.64058e-18j -0.000107989-6.98686e-19j -0.000109957+2.60714e-18j -1.49452e-05+1.47796e-17j -8.56537e-05-4.26084e-18j 8.7956e-05+1.36038e-18j -9.53628e-05+2.37901e-18j -3.43308e-05+2.50644e-19j -0.000118683+4.54791e-17j 1.7655e-05-1.22393e-16j -1.53103e-05-7.67002e-17j -0.000163339+3.47663e-18j -0.000205389+1.69104e-17j -6.4593e-06-1.1641e-19j 0.00012599-1.00983e-17j 0.000251163-1.94249e-17j 8.18983e-05-6.96315e-18j -4.49585e-05+2.32712e-18j -0.000193057+1.27434e-17j 0.000122292-7.94165e-18j 2.31647e-05-3.2299e-18j -0.000331798+2.50426e-17j 5.22186e-06-1.68213e-17j -0.00028646+1.24231e-16j 4.07969e-05-2.3564e-17j -7.5742e-05-1.29748e-17j 8.95264e-06-1.95778e-18j -5.89011e-05+4.14157e-18j -9.76069e-05+1.32293e-17j -0.000100788+3.56695e-17j -0.000146286-8.23333e-15j -0.000442769+3.74344e-17j 0.00013684+3.40312e-17j 0.000112068+6.04943e-18j 8.82834e-05-7.79825e-18j -6.5172e-05+3.79964e-18j 7.20032e-05+3.71778e-19j -1.16586e-05-5.79684e-18j 0.000297877-3.88288e-17j -6.97329e-05-5.68002e-18j -0.000229003+1.25571e-17j -9.52778e-05+3.64421e-18j -0.000152428+6.85117e-18j -0.000181562+1.27097e-17j 7.94111e-05-5.01679e-18j -0.000194709+1.36894e-17j 0.000255239-1.80278e-17j -4.28054e-05+2.91777e-18j 0.000276218-1.91827e-17j -0.000139119+9.5886e-18j 0.000211576-1.54657e-17j 0.000128416-8.26409e-18j 
1.54416e-17-6.0997e-18j -3.32267e-17+1.43683e-17j 1.61967e-17-3.39236e-18j 4.90162e-17-1.02652e-17j 1.5208e-17-8.53921e-19j 3.30382e-17-3.80827e-18j 2.91588e-17-2.36687e-18j 6.31742e-17-3.51092e-19j -4.24338e-17+9.81105e-19j -1.30378e-18-2.43954e-18j -2.73673e-17-8.7386e-19j 1.27234e-17+1.61005e-18j 8.02619e-18-1.15624e-18j 2.82744e-17+7.14784e-20j -5.98269e-17+5.2941e-19j 2.11169e-17+1.05499e-18j -5.94862e-19+7.36142e-19j -1.19908e-17-2.78624e-18j 1.394e-17-8.42362e-19j -2.39215e-17-1.55866e-18j 2.13018e-18+1.27429e-18j 3.77837e-17+1.44029e-18j 3.95161e-17+1.97782e-18j -3.55828e-18-4.10402e-18j 3.55186e-17+3.86022e-18j -3.08531e-17-1.21166e-18j 2.65878e-17-2.04749e-18j -1.29985e-18-6.06109e-18j 2.89102e-17-4.59497e-18j 1.93887e-18+3.73912e-18j 4.18119e-18-3.71532e-19j 1.09299e-17-2.04561e-17j 2.51277e-17-2.01474e-17j -8.21601e-19-1.42297e-18j -1.52873e-17+1.24208e-17j -3.2941e-17+2.35537e-17j -1.00406e-17+8.02345e-18j 8.4429e-18-2.96912e-18j 2.611e-17-1.77179e-17j -1.7534e-17+1.07362e-17j -2.83176e-18+2.27342e-18j 4.70441e-17-2.93882e-17j -5.29156e-19+5.65955e-19j 4.02783e-17-2.55377e-17j -5.70314e-18+3.65328e-18j 1.06416e-17-6.75641e-18j -1.16857e-18+8.42311e-19j 8.15862e-18-5.31137e-18j 1.37895e-17-8.66961e-18j 1.40632e-17-9.03815e-18j 2.05491e-17-1.3051e-17j 6.25206e-17-3.93432e-17j -1.92462e-17+1.21965e-17j -1.57279e-17+1.00054e-17j -1.26362e-17+7.76125e-18j 9.24717e-18-5.76915e-18j -1.01989e-17+6.38242e-18j 1.71957e-18-1.00004e-18j -4.19425e-17+2.65267e-17j 9.88271e-18-6.17857e-18j 3.19599e-17-2.05329e-17j 1.39906e-17-8.20311e-18j 2.12447e-17-1.36807e-17j 2.66843e-17-1.56202e-17j -1.34384e-17+5.96648e-18j 2.88851e-17-1.66198e-17j -3.74391e-17+2.19949e-17j 6.53215e-18-3.56465e-18j -4.13331e-17+2.34029e-17j 2.07881e-17-1.18014e-17j -3.12387e-17+1.81323e-17j -1.91591e-17+1.0908e-17j 
7.36304e-05+1.63442e-16j -0.000176389-3.8294e-16j 3.38254e-05+9.06564e-17j 0.000102349+2.73583e-16j -1.90763e-06+2.36153e-17j 2.40628e-05+9.99213e-17j 6.87913e-06+6.43918e-17j -5.40808e-05+1.01198e-17j 2.55629e-05-2.35655e-17j 3.64513e-05+4.69657e-17j 3.82443e-05+2.42308e-17j -3.51646e-05-4.21071e-17j 9.18281e-06+2.66246e-17j -2.75061e-05-2.77146e-18j 4.83715e-05-1.51964e-17j -3.50078e-05-2.86112e-17j -1.0074e-05-6.44541e-17j 5.14646e-05+6.80437e-17j -8.87318e-07+2.04181e-17j 4.49074e-05+4.18123e-17j -2.03971e-05-2.63749e-17j -5.61774e-05-3.89931e-17j -6.55623e-05-5.76718e-17j 6.25998e-05+9.63136e-17j -8.90039e-05-1.01745e-16j 4.63863e-05+3.19094e-17j 4.67414e-06+5.38286e-17j 8.8748e-05+1.67204e-16j 3.9289e-05+7.43655e-17j -5.58138e-05+3.82643e-17j 1.45054e-06+9.89989e-17j 0.000285183+5.61269e-16j 0.000267431+5.37197e-16j 2.13191e-05+3.94575e-17j -0.000165062-3.31559e-16j -0.000309306-6.28417e-16j -0.000106469-2.13667e-16j 3.49732e-05+7.93574e-17j 0.000231425+4.74878e-16j -0.00013863-2.87501e-16j -3.018e-05-5.90877e-17j 0.00038036+7.8315e-16j -7.67776e-06+3.82021e-18j 0.000331089+5.61998e-16j -4.74187e-05-7.36953e-17j 8.76085e-05+2.01719e-16j -1.107e-05-2.10118e-17j 6.90649e-05+1.41985e-16j 0.00011229+2.24274e-16j 0.000117356+2.08498e-16j 0.000169235+9.88552e-15j 0.000509634+1.04391e-15j -0.000158115-3.76411e-16j -0.000129766-2.8349e-16j -0.000100252-2.05455e-16j 7.46566e-05+1.55031e-16j -8.2622e-05-1.76804e-16j 1.2832e-05+3.43416e-17j -0.000343812-6.88126e-16j 7.99742e-05+1.77311e-16j 0.0002666+5.52884e-16j 0.000105365+2.22471e-16j 0.000177678+3.70131e-16j 0.000200594+4.1695e-16j -7.35821e-05-1.59076e-16j 0.000212969+4.43439e-16j -0.000282584-5.86959e-16j 4.53626e-05+9.51311e-17j -0.000299271-6.24529e-16j 0.000150966+3.15032e-16j -0.000232608-4.83182e-16j -0.000139589-2.91875e-16j 
