0.0144086+0.0496611j 0.0194111+0.0251715j 0.134166+0.0212184j 0.0961922+0.028123j -0.0376519-0.127623j -0.078293-0.261015j -0.13887-0.0328585j -0.047247-0.145366j -0.172147+0.00780137j -0.314649+0.139058j -0.0407886+0.161383j -0.0787225+0.120804j -0.0489635-0.360316j 0.0178189+0.282506j -0.702858-0.353568j 0.0989406-0.065494j 0.142359+7.64227e-05j -0.052319-0.111823j 0.0241034-0.0998486j 0.0934104-0.262443j -0.139988+0.376232j -0.0738265-0.0078165j -0.300368-0.0883067j 0.214174-0.257419j -0.300932-0.0510995j 0.523201-0.135878j -0.0741508+0.128722j -0.084902+0.228104j -0.137526-0.214849j -0.0761984+0.429681j -0.233923-0.425213j -0.118996-0.0949824j -0.366534-0.0576111j -0.144923+0.00766238j -0.20447+0.113219j -0.996732-0.387219j -0.0784088-1.95339j 0.0152927+0.00143063j 0.048158+0.0314379j 0.142287-0.227544j -0.099577-0.206942j 0.142773-0.0155372j 0.0455121-0.119716j -0.293095+0.0295698j 0.205108-0.0560296j 0.111015-0.200232j -0.0711086+0.237628j 0.0209844-0.000882273j 0.156526+0.0479637j -0.0413042-0.0367563j 0.139712-0.0512201j 0.0720296+0.328151j -0.210678-0.0862321j 0.245994+0.063224j -0.0478453-0.267392j 0.0975571+0.124402j 0.112028-0.00790093j -0.170584-0.0330147j 0.110021+0.434427j -0.238482-0.0941485j -0.166756+0.00789751j -0.499337-0.221314j -0.0277632-0.0885522j -0.35523+0.0716757j 0.0585373-0.00502268j -0.178619+0.180873j -0.358368+0.232553j 0.0900697-0.118989j 0.144932-0.183557j 0.0838885-0.584452j -0.215509+0.369818j -0.102436-0.0426013j 0.159058+0.459073j 0.0951142-0.10066j -0.0347883+0.280338j -0.360008-0.690336j -0.0718233+0.328978j -0.0636038+0.0091935j 0.391851+0.385525j 0.359346+0.271173j 0.124511+0.0917982j 0.74427-0.261366j 0.169077+0.123431j -0.0762867+0.100488j 0.24371-0.296559j 0.110454+0.654098j 0.144348-0.0659544j 0.356738+0.106857j -0.124819-0.613755j -0.506125-0.548513j -1.34877-0.052476j -0.0121265-0.168365j 0.38279-1.50636j -0.846796+0.0449243j 0.864651+1.32274j 
0.203746-0.284953j 0.0181212-0.255285j -0.67169-0.19019j 0.240031+0.500263j 0.551245+0.537841j -0.0327233-0.20854j -0.0791898-0.286318j 0.109249+0.41405j -0.130398-0.286023j -0.259938-0.0652629j -0.319598-0.147378j 0.173993+0.20254j -0.092361+0.247983j -0.0250686-0.275555j 0.18532-0.120037j -0.282417+0.282007j -0.405943+0.122701j 0.49217+0.23704j 0.521946+0.440803j -1.07713+0.0914626j -0.117842-0.405928j -0.620547-0.547419j 0.821245-0.296612j -0.851142+0.483709j -0.459828-0.433229j 0.116894+0.271892j -0.209429-0.403544j -0.0825577-0.0852188j 0.240495+0.548014j 0.197036-0.323213j 0.071888-0.216453j 0.143982+0.447089j 0.197099+0.0944139j 0.37808+0.251033j 0.143738+0.188996j 0.24376+0.257915j 0.0471354+0.244847j -0.277282+0.423311j 0.115368+0.192158j 0.551651+0.532224j 0.384411-0.108068j 0.795528-0.211833j -0.0341241-0.514825j 0.767014+1.48683j -0.0155915-0.608476j -1.16399-0.116605j 0.304243+0.0760259j 0.800116+0.439106j 0.247989+0.511255j 0.583808-0.499235j 0.446128+0.0244607j 0.814961+0.286679j -0.489231+1.03129j 0.428684+0.234362j 1.01429-0.176957j 0.446433-0.195809j 0.405807+0.390376j 0.331294-1.0427j -0.175558-0.508857j 0.683592+0.0769404j -0.194491+0.384321j 0.635988+0.283938j 0.145216+0.0716863j 0.915949-0.603987j 0.20795-0.0997908j 0.00932878-0.874905j 0.241412-0.35761j 0.0571101-0.090559j -0.0611603+0.157046j 0.0373788+0.430317j 0.0528468-0.00141161j -0.453558-0.114456j -0.242563-0.231964j 0.0517882-0.0395877j 0.274936+0.188311j -0.00413992+0.197035j -0.234381+0.414767j -0.260138+0.183345j 0.183497-0.0947186j 0.203774-0.247864j 0.268418-0.345074j -0.258553-0.240121j 0.144771-0.046366j 0.212675+0.304634j -0.36368-0.343215j 0.143001-0.35494j -0.250149-0.111843j 0.417802-0.149071j -0.0929733+0.236785j 0.116367-0.081408j 0.226775+0.0860812j -0.0253015-0.152135j -0.272862+0.138562j -0.198941-0.0539818j -0.165982-0.00272051j 
-0.0573348+0.420663j 0.58093-0.185417j 0.31032-0.573819j -0.496355-0.180987j 0.514928+0.139076j -0.685784+0.302235j 0.529618-0.582785j -0.0185423-0.092066j 0.0736796-0.0251096j -0.245309-0.299385j 0.216733+0.03954j -0.0885629+0.141778j -0.0452129+0.0395082j -0.0856832+0.260879j -0.0914076+0.0955264j 0.0342001-0.354847j -0.208986+0.382731j 0.37868+0.268846j 0.227419-0.566364j 0.566899-0.411467j 0.0538301+0.750502j -1.5986-0.55285j 0.488943+0.282284j 0.0360748-0.0956247j -0.420411-0.078333j 0.412568-0.778684j 0.424967-0.00530655j 0.287525-0.46167j -0.121857-0.0822435j 0.0363644-0.136589j 0.629943+0.0824804j -0.0582916-0.224156j -0.119129-0.0607361j 0.0625694+0.115306j 0.00931455+0.112006j -0.165617-0.288545j -0.0653346-0.114602j 0.0342023-0.572395j -0.188036-0.146814j 0.336581-0.775868j -0.224941-0.271495j -1.15701-0.0446932j -0.129135+0.655506j 0.80118+0.512031j 0.125662+0.972867j -0.609331+0.2773j -1.19751-0.219235j 1.28415-0.610507j -0.252953-0.616969j 0.458352-1.45401j -0.629068-0.0446985j -0.365867+0.015806j 0.519524+0.536206j 0.760525+1.30574j -0.65153+0.17243j 0.236207+0.00836791j 1.43519-0.410207j 0.294147+0.495378j -0.157193+0.603382j 0.186698+0.672913j 0.0547251+0.154873j -0.739164-0.273416j -0.30817-0.313647j 0.429866-0.11596j -0.0457357+0.238737j -0.160426-0.237666j -0.372099-0.26817j 0.251935+0.211012j 0.0144076-0.268532j 0.557437-0.308476j -0.168067+0.513863j 0.0732891+0.214071j 0.181218+0.368205j -0.211255+0.106286j -0.0056069-0.0681393j -0.386632-0.461332j 0.23349+0.175449j 0.203015-0.302444j -0.0935359-0.223182j 0.119185-0.0863077j 0.0669007+0.167056j -0.234124-0.172368j 0.19442-0.170959j -0.172166-0.151006j 0.124416+0.0964006j 0.138338-0.403686j 0.0815808+0.0438315j -0.29609+0.165703j 0.0567295+0.0628232j 0.128719+0.248012j 0.170986-0.16775j 0.271871+0.0900654j 0.223911-0.157519j 0.196175-0.0570303j 0.0360736-0.0788821j 
0.433984+0.0945677j -0.508699-0.038885j -0.396232-0.233726j 0.356204+0.0922487j 0.0127888-0.42039j 0.433569+0.169217j 0.206365-0.0968213j 0.17657-0.0961767j -0.042309-0.34869j 0.359879+0.0125228j 0.145834-0.112254j 0.175756+0.196714j -0.110579+0.270088j -0.0535984-0.231039j 0.0113267+0.0191942j 0.250699+0.413853j 0.775241-0.33067j -0.342192+0.562477j -0.747681-1.23287j 0.645095+0.125668j 0.477413-0.0520039j 0.137355-0.458147j 0.0588266+0.0047667j 0.506208+0.899543j 0.745263+0.459377j -0.151403-0.131969j 0.551359-0.168487j 0.237111+0.0930767j -0.420825-0.0134967j -0.176535-0.207471j -0.530477-0.257682j 0.0343291+0.13545j -0.39291+0.256612j 0.491921+0.0482982j -0.07462+0.295276j 0.33557+0.195243j -0.0163503-0.0557477j -0.22852+0.425677j 0.112149+0.194608j 0.655966+0.0358244j 0.00472226-0.426388j 0.606103-0.459061j -0.0632462-0.475319j -0.114015+0.527844j -1.0769-0.737515j -0.274826-0.151174j 0.845569-0.61784j 0.399971+0.652181j -0.281416+0.942493j 0.478549+0.25345j 0.491123+0.145676j -0.958379-0.270344j 0.417074-0.548013j -0.332078+0.426795j -0.506854-0.513502j 0.359348-0.0586754j 0.19472+0.000323091j -0.420748+0.0944578j 0.508032-0.574561j -0.289423+0.387304j -0.26811+0.285323j 0.263233+0.695688j -0.388788-0.398982j -0.113384+0.271967j 0.0448958+0.0200552j -0.388793+0.284236j 0.144216+0.293151j 0.0895277-0.0783288j -0.212068-0.305143j -0.419162-0.022925j -0.284521-0.348639j -0.0829205+0.166987j 0.443796-0.106154j 0.186733+0.0666502j 0.350051-0.0117942j 0.49921-0.0706596j 0.18198+0.131897j -0.316601+0.490459j 0.0178484-0.129153j -0.0737017+0.158883j -0.0696885-0.0493319j 0.296775+0.348831j 0.0188897-0.219737j -0.00908707+0.0154876j 0.0852347+0.100041j -0.633474+0.0513766j -0.249777-0.0453525j 0.0536732+0.0573286j -0.0588865+0.368999j 0.239516-0.397376j 0.103853+0.091083j 0.214503-0.0866552j -0.222299-0.196164j 0.0900444+0.0436982j 0.186225-0.204745j 
-0.365097-0.0484582j -0.484102+0.410367j -0.0176608+0.048965j -0.538116+0.160872j 0.304077+0.24947j -0.0746352-0.161201j -0.00772328-0.0112147j 0.432762-0.0971259j -0.0603622-0.164407j 0.0556816-0.0124101j -0.270693+0.0658984j -0.0153081+0.0109287j -0.258259-0.318372j -0.0335649-0.0812267j -0.105544+0.103537j 0.834233+0.31483j 0.481491-1.28843j -0.804875-0.174471j -0.26491-0.230719j -1.58679-0.448795j -1.21066+0.65832j 0.258588+0.880872j 0.17068+1.0324j -0.0518709+0.813073j 0.257356-0.215654j 0.0615587-0.639408j -0.0515097-0.225481j 0.0454889+0.380677j -0.198091-0.355535j 0.00230715-0.24318j -0.0826481+0.0254373j 0.0883965+0.033482j 0.189549-0.314656j 0.0621421-0.0745592j -0.591779+0.153598j 0.160523-0.0674285j -0.0381945-0.184524j 0.328348+0.177226j 0.0608359-0.00167786j 0.110073+0.668578j 0.189333-0.012917j -0.059265-0.0112608j -0.070242+0.152911j -0.429863-0.105848j 0.110323-0.498206j 0.154857-0.362368j 0.71866+0.536498j -0.508817-0.565673j 0.276645+1.24589j -0.946987+0.241947j 1.14478+0.361784j 0.480539+0.586547j -0.61755+0.170006j 0.75418-0.388435j 0.102788+0.490388j -0.407872-0.278472j -0.0714689-0.222772j 0.272369+0.121396j -0.386374+0.642754j 0.0142492+0.832182j 0.451429-0.170421j -0.41103-0.586014j -0.695813-0.156153j 0.222277+0.43509j 0.300494+0.00879601j 0.140511+0.480651j -0.135997+0.00850336j 0.139976-0.377946j 0.319797+0.121679j 0.209394-0.174434j -0.0160384+0.222171j -0.024183+0.291454j -0.323662+0.354372j 0.126498-0.198456j -0.0312978+0.159838j -0.169031-0.106192j 0.40282+0.252399j 0.10994+0.111352j 0.17962+0.256204j 0.11282+0.252761j -0.0450807-0.0675361j 0.273307+0.103836j 0.131202-0.0841295j 0.140453-0.292944j -0.0725799-0.0196465j -0.252832-0.141623j 0.203041-0.104704j -0.395574-0.314472j -0.20287-0.04541j -0.0208481+0.373848j -0.0437553+0.264334j 0.193334+0.249236j 0.0993135-0.234347j 0.287985+0.062058j 0.25567-0.192987j 
-0.160622-0.282125j -0.151401-0.718864j -0.28925-0.807094j 0.559825+0.365559j -0.430233+0.20219j -0.00252675+0.245507j -0.134565+0.0684395j 0.183417+0.0592539j -0.11636-0.248614j -0.167469+0.00557382j -0.274825+0.253905j -0.174399-0.270902j 0.00185026+0.0338063j -0.00793828+0.24925j -0.0482714-0.00295704j 0.8101-0.388258j -0.596949-0.000451433j -0.687053-0.817558j 1.21717-0.605757j -0.381804-1.36207j 0.818988+0.306762j -0.240931-0.220065j -0.2344-0.0208862j 0.677431-0.213125j 0.263744+0.10556j -0.254861-0.0410206j -0.181039-0.105203j -0.17932+0.124551j 0.531643+0.340852j -0.162788-0.334084j 0.0650535-0.140232j 0.223397+0.025866j 0.127386-0.496912j -0.389926-0.0652391j 0.112367+0.0774822j -0.280677-0.168324j -0.0281654+0.0366962j 1.55376-0.0706897j 0.1299-0.631211j 0.9648+1.53937j 1.09947-0.32029j 1.04032+0.691155j 0.574505-0.355317j -0.195235+0.0273987j -0.599636+0.526965j 0.0219632-0.118363j -0.109821-0.528945j 0.825793-0.18875j 0.795489-0.0227455j 0.381542-0.456751j 0.20019-0.81308j 0.122473+0.857269j -0.609658-0.05761j 0.219641+0.423037j 0.0601955-0.838942j 0.482147-0.314551j 0.315741+0.360269j -0.443615-0.289231j 0.479304-0.0307136j -0.175626-0.426563j 0.174514+0.535051j -0.19448+0.411331j 0.21764+0.0184366j -0.200692-0.171197j 0.022335-0.147606j -0.260912-0.141124j 0.14096+0.25443j -0.0392312-0.0971395j 0.00803921+0.112379j -0.384661+0.0999109j -0.0585578+0.0852308j 0.395757-0.00690052j -0.025079-0.20019j 0.239657-0.188975j 0.0238644-0.0692081j -0.0613124-0.231403j 0.15888-0.517683j 0.00812766+0.174974j 0.122078+0.257229j -0.158073-0.472365j -0.187561-0.232093j -0.575063-0.0416469j -0.349533+0.0476562j -0.0722054-0.120647j -0.504241+0.098085j 0.0129015+0.047466j 0.087333-0.22594j -0.149412+0.117665j -0.0562414-0.200971j 0.2041+0.305305j -0.0564682-0.0831792j 0.00136828-0.0553146j 0.0631407-0.0102832j -0.0430644-0.120083j -0.136404+0.0856138j 
0.335663-1.23503j -0.0654688-0.131369j 0.266046-0.307187j -0.0543033-0.287455j 0.274295-0.321797j 0.187692-0.195604j 0.00967606-0.189145j 0.357092+0.0996607j -0.0681516-0.275733j -0.00715271-0.322652j -0.0709215-0.0341468j -0.288979-0.0757245j 0.34901-0.0147372j -0.0412616+0.0690404j 0.0358318-0.247842j -0.300995+1.09349j 0.305536-0.138544j -0.372737+0.269249j -1.39985-0.545811j 0.270665+0.651292j -0.246517+0.271637j 0.357771-0.0565365j 0.482287-0.433516j -0.792743+0.332457j 0.367638-0.217305j -0.297994+0.145137j 0.142207-0.344007j 0.0462123-0.213367j 0.446222+0.0375215j 0.0803947-0.537275j 0.220446+0.429932j 0.13111+0.0990146j 0.160573+0.0910161j -0.259416+0.237056j 0.296036-0.419071j -0.026404-0.0771238j 0.342122+0.288893j 0.102533-1.37875j -1.01799-0.0528601j 1.47045-0.294583j 0.0410713-0.998847j 0.836796+1.59822j 1.24416-0.269809j -0.0917941+0.387845j -0.642939-0.0422605j -0.345813-0.0266883j 0.307648-0.558536j -0.305249+0.271413j 0.165847+0.682147j 0.126252+0.459064j 0.553282+0.0957659j -0.223422-0.700686j 0.496952+0.0534422j -0.548442-0.387051j 0.00886411+0.198983j -0.500372-0.0816194j -0.274598-0.0126426j 0.131267+0.20711j 0.322385+0.252604j 0.334024+0.31907j 0.345567-0.457592j -0.332936-0.00401864j -0.324516-0.0157464j 0.352641-0.124333j 0.00455546+0.0220762j -0.0644716-0.100925j 0.461293-0.044142j 0.0233394+0.0431205j -0.280439+0.0625507j -0.260783+0.488455j 0.3564+0.136665j -0.19818-0.0974984j 0.0965529-0.470648j -0.0583057-0.0877297j 0.190524-0.074889j -0.394988+0.359008j -0.125494+0.0573997j -0.00226238+0.160304j 0.124938-0.306452j -0.0428452-0.189177j 0.0497571+0.0100757j -0.263458-0.21336j 0.131955+0.0701881j 0.120395-0.038295j -0.0864179-0.0554945j 0.409374-0.170137j -0.08806+0.177387j -0.0596559-0.169402j 0.0768519+0.0496784j -0.29531+0.0417888j 0.251742-0.0688259j -0.34652+0.275926j 0.42236+0.51091j -0.280016+0.121955j -0.0695392+0.46613j 
-0.0123528-0.00669965j 0.000464174-0.0432497j 0.179266-0.0509854j 0.0722034-0.153312j -0.0828502-0.0370132j -0.294498-0.0237191j -0.0420427+0.169502j -0.330994+0.0966472j 0.0425234+0.212667j 0.204619+0.480157j 0.222806-0.0409388j 0.462167+0.12903j -0.703084+0.0964309j 0.282028-0.403819j -0.956142+0.770943j 0.160652+0.142571j 0.11016+0.0351268j -0.00485348-0.0998409j -0.136601-0.0221096j -0.00777184-0.0229116j 0.127305+0.243272j 0.0275406+0.0645121j -0.0420818+0.208207j -0.276402-0.28601j -0.0303256+0.242846j 0.00130177-0.52606j 0.196999+0.0089246j 0.251771+0.063857j -0.213889+0.3755j 0.534316+0.237721j -0.574848+0.273588j -0.118961+0.167108j -0.0961971+0.455707j -0.266939-0.36793j 0.303688+0.600354j -0.660693+0.179468j -1.45152-2.11681j -0.0842772-0.0503453j 0.119871+0.0842993j 0.315705-0.136229j -0.230619-0.312196j 0.119954+0.0479626j -0.0865617-0.0415716j -0.0703902+0.107436j 0.196504-0.13673j -0.116275-0.102864j 0.341268+0.204938j 0.0245417+0.178798j -0.033739+0.0268006j 0.0850877+0.105339j 0.176516-0.0183298j 0.199701-0.0735511j 0.101296+0.217645j -0.055173-0.264459j -0.136204-0.0731803j 0.328138+0.0692043j -0.0805954-0.0278653j -0.0776134+0.179218j 0.213332+0.243179j -0.0647196+0.230447j 0.180048+0.38378j -0.242801+0.325146j -0.141324+0.133718j 0.142306+0.194833j 0.0402638-0.0928242j 0.136078-0.147706j -0.0323905+0.543735j -0.0950948-0.0184727j -0.139143-0.253123j -0.529114-0.0152314j 0.0313698+0.611115j 0.0935024+0.128631j 0.224208-0.179686j 0.158522-0.132495j 0.248442+0.224758j -0.618235+0.192772j 0.164188-0.243884j 0.121889+0.128432j 0.120127-0.11313j 0.843762-0.184162j 0.126541-0.0350516j -0.0123706-0.97162j -0.465707+0.239932j 0.0448956+0.404505j -0.236342-0.302612j 0.775088+0.304378j 0.12943+0.420671j 0.299882-0.294382j 0.208437-0.793077j -0.52908-0.0486428j -0.956948+0.475141j 0.297801-1.07262j -1.27467-0.559552j 0.577217+0.491855j 0.0444437-0.851642j 
-0.867023+0.550726j -0.209254-0.0627584j -0.417929+0.360115j -0.0552211+0.308813j 0.055355+0.244199j 0.426649+0.268282j 0.217684-0.0101578j 0.112809-0.258081j 0.157079-0.0635228j 0.0871241-0.319343j 0.0247224-0.10018j -0.0972898+0.00118954j 0.0973004+0.0125834j -0.116723+0.00440841j -0.0288464-0.078336j -0.044723+1.7964j -1.32728+0.750161j -0.215706+0.498311j 0.00721742+0.151915j -0.661864+0.141605j 0.408363-0.768123j -0.034368+0.133947j 0.202479+0.608109j 0.157731+0.139402j 0.279652+0.191908j -0.702319+0.105775j 0.127369+0.0578j 0.24127-0.174408j -0.295829-0.0847107j 0.0466796-0.322154j 0.265436+0.344607j -0.00290226+0.0707384j 0.106856+0.156596j -0.045128+0.0722603j 0.104579-0.0612647j 0.0889733-0.207673j 0.207781-0.0821348j -0.923807+1.95447j 0.74064+0.766949j 0.0078713+1.25093j 0.977353+0.442546j -1.34557-0.142715j -0.291587+0.827442j -0.0521891-0.253149j -0.31642+0.308044j 0.0647033-0.0711087j -0.0446023-0.315698j 0.0757601-0.502763j 0.3331-0.183771j -0.238907-0.105369j -0.21676-0.350284j 0.414483+0.31748j -0.333919+0.160274j 0.379002-0.102209j -0.343721+0.209348j -0.137393-0.0606299j 0.076812-0.216741j 0.135087+0.162727j 0.332795-0.467693j -0.249337+0.340704j 0.0645864-0.132282j 0.269619+0.571885j -0.0957609+0.0550905j 0.0272238+0.592462j 0.00482712-0.0623676j 0.387426+0.367088j 0.104077+0.221321j -0.164996-0.114303j -0.0539349-0.118285j -0.292019-0.137614j 0.342503-0.134171j 0.085231+0.00450363j 0.260199+0.0204892j -0.1129+0.0792783j 0.137367+0.0171347j -0.115795+0.491996j 0.168652-0.199751j -0.0500437-0.0833816j 0.0136202-0.301508j 0.202199-0.0425456j 0.0911978-0.015434j 0.0592225-0.310456j 0.112036-0.21784j -0.057881-0.138795j 0.0262752-0.162698j 0.0766741-0.0709466j 0.0300067+0.107297j -0.252542+0.0234117j 0.161115+0.155222j -0.20682+0.0952844j 0.290785-0.0988343j 0.00993625+0.157444j 0.285124+0.236067j 0.024041+0.0574547j 0.00575811+0.147601j 
0.0132013-0.0304394j 0.0339315+0.282693j -0.256189+0.254196j -0.0677307+0.44738j -0.101412+0.129389j 0.258638+0.10667j 0.367157+0.31472j 0.3109-0.511562j 0.208217+0.0932259j 0.567122+0.00647174j 0.55763+0.0885289j -0.0575799-0.218473j -0.679263+0.379518j -0.114314-0.733405j -1.08477-1.52405j -0.133152-0.0170619j 0.169142-0.140275j 0.458724+0.0636805j 0.444189-0.180587j 0.037951+0.121984j -0.481995-0.287575j 0.0219392+0.180108j 0.343325+0.345922j 0.761316-0.0809964j 0.134221-0.139598j -0.0581694+0.309333j 0.35984-0.0890277j 0.351-0.358997j -0.87753+0.0541901j -0.400013-0.152762j 0.0616707+0.324078j -0.0770814+0.218488j -0.00996031+0.650157j 0.251327-0.236885j -0.0133495+0.761731j 0.717566-0.187393j 0.270465-1.82888j -0.170814-0.301925j -0.294706+0.214005j 0.0484596+0.356399j 0.439041-0.105333j 0.0788104+0.00565736j 0.0580283-0.174337j 0.0902681-0.187075j -0.0267491+0.271291j 0.17809+0.147071j -0.368505-0.0109934j -0.28418+0.122469j -0.107502+0.0828362j 0.0901508+0.141766j 0.106287+0.271239j 0.0377338-0.179913j 0.0348328-0.0334093j -0.151184-0.258238j 0.247475+0.10355j -0.0581984+0.121419j -0.0845573+0.238363j -0.149736-0.176245j -0.388549+0.000781828j 0.318065+0.281097j -0.115478+0.00371026j -0.123547-0.496066j 0.179444+0.385793j 0.407855+0.0435618j -0.00517723-0.0426193j 0.129347-0.426523j 0.0220179-0.200423j -0.040469+0.112221j -0.440796+0.186925j 0.0364018-0.00535391j -0.552624-0.230495j 0.230971+0.172368j -0.303079-0.166768j 0.127161+0.237017j 0.205792-0.272418j 0.0970851-0.517444j -0.0342885-0.1247j 0.128155+0.10684j -0.292293+0.224455j 0.317602-0.31916j -0.279792-0.308681j 0.074546-0.144256j -0.878801+0.183545j -0.546051-0.934632j -0.466976-0.0389893j 0.0822535+0.555604j 0.23078+0.353675j -0.605291+0.416787j -0.567627-0.281751j -0.594133+0.358323j 0.0199663+0.853727j -0.0539319-0.497351j 0.23947+0.21724j -1.67708-0.207255j 0.0711594+1.00558j 
0.0929695+0.0991458j 0.279699+0.115619j 0.116357+0.0670547j 0.189405+0.228855j -0.328195+0.236599j -0.165916+0.131225j 0.11795+0.200209j 0.0229265-0.207441j -0.170169+0.113762j -0.181815+0.166265j -0.220771+0.379866j -0.260261-0.283873j -0.253374-0.470357j -0.806728-0.452878j 0.938174+0.981778j 0.157732-0.134758j 0.113478-0.349975j 0.121279-0.36702j 0.187306-0.385909j -0.382967-0.0499423j -0.00755996+0.103831j 0.0775209+0.238908j 0.280178+0.479033j 0.144834-0.516739j -0.0695232+0.0181076j -0.159166+0.0095068j 0.000488866+0.205456j 0.12182+0.0670815j 0.154483-0.372612j 0.118767+0.265787j 0.127058-0.429501j -0.140592-0.33852j -0.836468-0.715828j -1.42785+0.338323j -0.496915+1.20994j 0.393814-1.68749j 0.15594-0.684478j -0.0767768+0.0687818j 0.178164+0.191072j 0.0517821-0.162051j -0.154256-0.17884j 0.00534849-0.122962j -0.142102+0.0714137j 0.0928598+0.37349j -0.0009382-0.107379j -0.336294+0.111958j 0.2654-0.0407166j -0.207748+0.14434j 0.0694488-0.0179664j 0.289021+0.18896j 0.0352475-0.10795j 0.504595-0.388099j 0.531179+0.29874j -0.279852-0.382117j -0.0398086-0.132327j -0.120678-0.339197j -0.0548033+0.108501j -0.158658+0.169599j 0.0248457+0.0902655j -0.059793+0.26492j 0.36511-0.175367j -0.0635638-0.010734j 0.11276+0.111374j 0.430443-0.0131562j -0.0830117+0.0669759j -0.0429126-0.512905j -0.145156+0.322221j 0.112686+0.0967858j 0.241478-0.425657j -0.307672-0.0198346j -0.0264595-0.0974245j 0.150647-0.89095j 0.307409-0.0941979j 0.188419-0.0313019j -0.307388+0.44177j -0.0661073-0.126528j -0.820065+0.0982347j -0.330455+0.108475j 0.289469+0.219496j -0.137825+0.387839j 0.453781+0.29861j 0.252804+0.592085j 0.0712258-0.696566j -0.293584+0.807603j 0.502651-0.224856j -0.745619+0.0994632j -0.612044-0.812139j 0.921779+0.26872j 0.321284+1.20586j 0.592838-0.368691j 0.914644-1.01051j -0.493706+0.401648j 0.397555+0.780837j 0.645926-0.744864j -0.483086-0.213507j 
-0.126064-0.0244845j -0.084356-0.00953653j 0.331902+0.327913j -0.162677-0.132803j 0.313917-0.386242j 0.325132-0.261871j 0.0568928-0.0221174j -0.108274+0.00302535j 0.451743-0.219705j -0.10773-0.417711j 0.225382+0.0228311j 0.354431-0.497025j 0.247651-0.858558j 0.0981344-1.44131j 0.358595-0.799547j 0.00552751+0.151464j 0.0460252+0.225995j -0.00462527-0.285515j 0.0133588+0.356435j 0.63828-0.371979j -0.0668339+0.214567j 0.0189527+0.0481346j 0.0523274-0.00130323j -0.166619+0.239903j 0.324902-0.104657j 0.073295+0.0484559j 0.228954-0.390973j -0.0184882-0.22752j -0.0754505-0.0247083j 0.107463+0.0151954j 0.957854-0.108324j -0.227532-0.149085j -0.916827+0.847423j -0.69686-0.235999j -0.307707-0.136155j 0.477307-0.197713j -1.17428+0.161965j -0.0439634+0.00251207j -0.0618331+0.00105969j 0.14553-0.0219441j -0.0608645-0.155898j -0.227981+0.0283145j 0.0107047+0.227732j -0.414117-0.5588j 0.0416462-0.231926j 0.36253-0.575308j 0.147807+0.0121592j 0.323699+0.0987464j 0.101405+0.0812573j -0.17118-0.0300532j 0.0782504-0.244445j -0.0614364-0.0314873j -0.49464+0.0629942j -0.0356089-0.334701j -0.0963195+0.375044j 0.345472+0.00595283j 0.0249679+0.177212j 0.254673+0.0570053j 0.399557+0.116086j 0.557441+0.346043j 0.0874214+0.277338j -0.112225+0.512584j 0.259759+0.397731j 0.0196806+0.110128j -0.0677597-0.177995j -0.0900088+0.0425953j 0.0557515+0.150309j -0.118017+0.0680114j -0.00773827+0.0515847j 0.0380033-0.22229j 0.394613-0.474096j -0.197796-0.395103j -0.354166+0.420616j 0.689817-0.00515867j -0.201468+0.272029j 0.447684+0.0693329j -0.418864+0.235802j 0.169359+0.150799j 0.0593211+0.762507j 0.742548+0.535144j 1.54794-0.306788j -0.100517+0.490009j -0.134335-1.18089j -0.0480246+0.545784j -0.325798-1.17169j -1.01648+0.226447j 1.03622+0.967909j 0.388508+0.0374325j -0.436997-1.18951j -1.16762+0.571753j 0.223434+0.532242j -0.698871+0.240074j 0.0373356-0.0281982j 0.210241+0.910193j 0.264743-0.23868j 
