-0.0145932-0j 0.201378-0j -0.0119634-0j 0.100038-0j 0.0253619-0j -0.00728015-0j -0.0073556-0j 0.057395-0j -0.000743028-0j 0.0579897-0j 0.0145004-0j -0.000750728-0j 0.0146507-0j 0.00171783-0j 0.00173563-0j -0.00528337-0j -0.00653784-0j -0.00381374-0j 0.0403302-0j -0.000696145-0j 0.049906-0j 0.00960639-0j 0.0291119-0j -0.000861436-0j 0.00411618-0j -0.000502504-0j 0.0118873-0j 0.0014758-0j 0.00509351-0j 0.00693426-0j 0.00011258-0j 0.00297122-0j 0.00182621-0j 0.000139311-0j 0.00106529-0j 8.12645e-05-0j -0.00415071-0j -0.0048425-0j -0.00296541-0j 0.0310439-0j -0.00423718-0j -0.00174775-0j -0.000518839-0j 0.0362179-0j -0.000345893-0j 0.00715967-0j 0.0221789-0j 0.0316907-0j 0.0040904-0j -0.000605312-0j 0.0130717-0j -0.000403541-0j -0.000370676-0j -3.05729e-05-0j 0.00103701-0j 0.00835294-0j -0.000247118-0j 0.00511511-0j -0.000529648-0j 0.00073073-0j -0.000353099-0j 0.00477213-0j -0.000218469-0j 0.00730883-0j 0.000122425-0j -3.56683e-05-0j 0.00292232-0j 0.00120985-0j -0.000145646-0j 0.00301474-0j 6.85565e-06-0j -2.18423e-05-0j 0.000852519-0j 0.00417562-0j 0.000740877-0j -3.12098e-05-0j 0.000522059-0j 0.00105862-0j 0.00172235-0j 0.00014283-0j 0.000745954-0j -1.28734e-05-0j 8.74649e-05-0j 0.000436657-0j 7.99826e-06-0j 4.89792e-06-0j 0.000124976-0j 0.00030769-0j 5.15499e-05-0j 6.99848e-06-0j 2.88673e-06-0j 
-0.00375098-0j -0.000541407-0j -4.37693e-05-0j -7.73739e-06-0j -6.44783e-07-0j -0.00187126-0j 0.00183683-0j -0.000311877-0j -0.000190985-0j 0.000306139-0j -3.89846e-05-0j 0.000187471-0j 3.82673e-05-0j -2.29719e-06-0j 2.25492e-06-0j -0.668159-0j 0.00589995-0j -0.47326-0j 0.000437136-0j 0.00035692-0j -3.85998e-06-0j 5.15169e-05-0j 0.000309625-0j -3.15166e-06-0j 4.4615e-05-0j 0.000252808-0j -4.54902e-07-0j 5.25793e-06-0j -3.93957e-07-0j 3.64897e-05-0j 2.3999e-07-0j 3.1601e-05-0j -4.64283e-08-0j -2.11915e-09-0j 3.72422e-06-0j 1.69986e-07-0j -0.00106688-0j 3.53396e-05-0j -0.000762218-0j 0.0416087-0j 0.0010581-0j 0.00132213-0j -0.00013336-0j -0.00137826-0j -8.89069e-05-0j -1.92489e-05-0j 0.0297267-0j -0.0412664-0j -2.22267e-05-0j 4.41745e-06-0j -0.0515633-0j 2.94497e-06-0j -9.52772e-05-0j -7.85833e-06-0j -1.85223e-06-0j 6.37604e-07-0j -6.35181e-05-0j -1.37521e-05-0j 0.000132263-0j -1.96458e-06-0j 8.81754e-05-0j 7.36242e-07-0j 0.000165266-0j 1.90905e-05-0j -1.63715e-07-0j 2.60301e-07-0j -1.58795e-05-0j 6.13535e-08-0j 0.000110177-0j 2.38541e-05-0j -6.10131e-09-0j -5.61426e-06-0j 6.50752e-08-0j 2.20439e-05-0j -1.32329e-06-0j 7.79368e-06-0j -1.40357e-06-0j 1.83699e-06-0j 2.75443e-05-0j 5.42293e-09-0j 1.94842e-06-0j 9.73838e-06-0j -1.16964e-07-0j 2.29536e-06-0j 2.02101e-10-0j -4.35898e-09-0j 1.62368e-07-0j 2.4346e-06-0j 2.02883e-07-0j 6.05111e-09-0j 7.561e-09-0j 
-0.000518839-0j 0.00715967-0j -0.000425339-0j 0.00355668-0j 0.000901702-0j 0.0507022-0j 0.0512277-0j 0.00204059-0j -2.64172e-05-0j 0.00206174-0j 0.00051554-0j -2.6691e-05-0j 0.000520882-0j 6.10747e-05-0j 6.17076e-05-0j -0.000187842-0j -0.000232443-0j -0.000135592-0j -0.280877-0j -2.47504e-05-0j -0.347568-0j 0.00034154-0j -0.202748-0j -3.0627e-05-0j 0.000146344-0j -1.78658e-05-0j 0.000422635-0j 5.24698e-05-0j 0.000181092-0j 0.000246537-0j 4.00261e-06-0j 0.000105637-0j 6.4928e-05-0j 4.95297e-06-0j 3.78747e-05-0j 2.88923e-06-0j 0.000445387-0j -0.000172167-0j -0.000105431-0j -0.00333113-0j -0.000150647-0j -6.21385e-05-0j -0.0109057-0j 0.00128767-0j 3.71155e-05-0j 0.150492-0j 0.000788535-0j 0.00112671-0j -0.000438915-0j 0.00421566-0j 0.000464746-0j -1.43473e-05-0j 0.00258156-0j 3.28058e-06-0j -0.000111275-0j -0.0581736-0j -8.78588e-06-0j -0.0356239-0j 0.0036887-0j -7.84101e-05-0j -1.25539e-05-0j 0.000169666-0j 0.00152151-0j -0.0509019-0j -1.31367e-05-0j -1.26813e-06-0j 0.000103899-0j 4.30142e-05-0j -5.17821e-06-0j -0.020996-0j -7.35637e-07-0j -7.7657e-07-0j 3.031e-05-0j 0.000148458-0j 2.63407e-05-0j -1.10962e-06-0j 1.8561e-05-0j 3.76375e-05-0j 6.12356e-05-0j 5.07808e-06-0j 2.65212e-05-0j -4.57693e-07-0j 3.10968e-06-0j 1.55247e-05-0j 2.84366e-07-0j 1.74138e-07-0j 4.44332e-06-0j 1.09395e-05-0j 1.83278e-06-0j 2.4882e-07-0j 1.02633e-07-0j 
-0.002297-0j -0.000331543-0j -0.00188306-0j -0.000332881-0j -2.77401e-05-0j 0.00340097-0j -0.00115778-0j 0.000566828-0j 0.00034711-0j -0.000192964-0j 7.08535e-05-0j -0.000118166-0j -2.41205e-05-0j 4.17508e-06-0j -1.42131e-06-0j 0.205125-0j -0.753345-0j 0.148067-0j -0.000134201-0j -0.000109575-0j 0.000492868-0j -1.58157e-05-0j -9.68713e-05-0j 0.000402425-0j -1.36968e-05-0j -7.90951e-05-0j 5.8085e-05-0j -1.61419e-06-0j 5.03031e-05-0j -1.14164e-05-0j -7.36772e-08-0j -9.88689e-06-0j 5.92828e-06-0j 2.70588e-07-0j -1.16518e-06-0j -5.3183e-08-0j -0.000653329-0j -0.000762218-0j -0.000437052-0j 0.02548-0j 0.00197942-0j -0.000275099-0j -8.16662e-05-0j 0.0297267-0j -5.44441e-05-0j -1.17875e-05-0j 0.0170451-0j -0.0771981-0j -1.3611e-05-0j -9.52772e-05-0j 0.0107289-0j -6.35181e-05-0j -5.46315e-05-0j -4.81223e-06-0j -1.13425e-06-0j -1.37521e-05-0j -3.6421e-05-0j -7.88537e-06-0j 0.000247428-0j -1.20306e-06-0j 0.000164952-0j -1.58795e-05-0j -3.43874e-05-0j 3.57132e-05-0j -1.00255e-07-0j -5.61426e-06-0j -9.10525e-06-0j -1.32329e-06-0j -2.29249e-05-0j -4.96339e-06-0j -3.73627e-09-0j -3.21919e-06-0j -1.40357e-06-0j 4.1238e-05-0j -7.5877e-07-0j 1.45798e-05-0j -8.04798e-07-0j 3.4365e-06-0j -5.73123e-06-0j -1.16964e-07-0j 3.64496e-06-0j -2.02629e-06-0j -6.70665e-08-0j -4.77602e-07-0j -4.35898e-09-0j -2.49942e-09-0j 3.03747e-07-0j -5.06574e-07-0j -4.22145e-08-0j 1.132e-08-0j -1.57324e-09-0j 
0.00328211-0j 0.000473732-0j -0.00261405-0j -0.000462102-0j -3.85085e-05-0j -0.00161109-0j -0.00165365-0j -0.000268515-0j -0.000164431-0j -0.000275609-0j -3.35644e-05-0j -0.000168775-0j -3.44511e-05-0j -1.9778e-06-0j -2.03005e-06-0j -0.293097-0j -0.346712-0j -0.193757-0j 0.000191755-0j 0.000156568-0j 0.000226832-0j 2.25986e-05-0j 0.000126764-0j 0.000185208-0j 1.9571e-05-0j 0.000103502-0j 2.67325e-05-0j 2.30646e-06-0j 2.3151e-05-0j 1.49392e-05-0j 1.05275e-07-0j 1.29377e-05-0j 2.72837e-06-0j 1.24532e-07-0j 1.52473e-06-0j 6.9594e-08-0j 0.000933522-0j -0.0010581-0j -0.00197942-0j -0.0364076-0j 0.000937304-0j 0.00187684-0j 0.00011669-0j 0.0412664-0j 7.77935e-05-0j 1.68428e-05-0j 0.0771981-0j -0.0365551-0j 1.94484e-05-0j -0.000132263-0j -0.0731972-0j -8.81754e-05-0j -0.000247428-0j 6.87604e-06-0j 1.6207e-06-0j -1.90905e-05-0j -0.000164952-0j -3.57132e-05-0j 0.000117163-0j 1.71901e-06-0j 7.81087e-05-0j -2.20439e-05-0j 0.000234605-0j 1.6911e-05-0j 1.43251e-07-0j -7.79368e-06-0j -4.1238e-05-0j -1.83699e-06-0j 0.000156403-0j 3.38623e-05-0j 5.33864e-09-0j -1.45798e-05-0j -1.94842e-06-0j 1.95272e-05-0j -3.4365e-06-0j 6.9039e-06-0j -3.64496e-06-0j 1.62726e-06-0j 3.91008e-05-0j -1.62368e-07-0j 1.72597e-06-0j 1.38242e-05-0j -3.03747e-07-0j 3.2584e-06-0j -6.05111e-09-0j -1.132e-08-0j 1.43831e-07-0j 3.45605e-06-0j 2.88004e-07-0j 5.36027e-09-0j 1.07333e-08-0j 
0.0407591-0j -6.11457e-05-0j 0.0506138-0j 0.00590681-0j -5.11604e-06-0j -0.000211338-0j -0.000213528-0j 0.00513339-0j 0.00417215-0j 0.00518659-0j 0.000423617-0j 0.00421539-0j 0.000428007-0j -2.59441e-07-0j -2.6213e-07-0j -0.000153372-0j -0.000189789-0j -0.00011071-0j -2.47504e-05-0j -0.28337-0j -3.0627e-05-0j 0.000425103-0j -1.78658e-05-0j -0.350652-0j 0.000488613-0j -0.204547-0j 0.000526039-0j 2.8643e-05-0j 0.000604628-0j 0.000306856-0j -1.35881e-08-0j 0.0003527-0j 3.54439e-05-0j -1.68144e-08-0j 2.06756e-05-0j -9.80842e-09-0j 0.000363657-0j -0.000140574-0j -8.60837e-05-0j 5.74992e-05-0j -0.000123002-0j -5.07359e-05-0j -0.00437361-0j -2.22267e-05-0j -0.00886353-0j 6.56116e-06-0j -1.3611e-05-0j -1.94484e-05-0j 0.106235-0j 0.00169065-0j -8.02205e-06-0j 0.00342626-0j 0.00103531-0j -0.000778509-0j -9.20127e-05-0j -2.53627e-06-0j 0.00209815-0j -1.55314e-06-0j 0.00147932-0j -0.000129528-0j 0.00299798-0j -0.0410659-0j 0.000610188-0j -2.21923e-06-0j -5.36911e-06-0j 0.000300938-0j -0.0251476-0j 3.55682e-05-0j 0.0012366-0j -9.15387e-07-0j 2.07969e-09-0j 0.000184286-0j 5.00701e-05-0j -0.0359327-0j 2.1781e-05-0j 0.000263321-0j 3.06615e-05-0j 3.11222e-05-0j -0.0148215-0j 2.07547e-06-0j 4.38113e-05-0j 0.000108614-0j 1.27096e-06-0j 1.28372e-05-0j -8.03918e-10-0j -4.92297e-10-0j 1.81603e-06-0j 1.80713e-05-0j 7.49076e-07-0j -7.03428e-10-0j -2.90149e-10-0j 
-0.0013538-0j -0.000195404-0j 0.00326631-0j 0.000577408-0j 4.81173e-05-0j -0.000675374-0j -0.00325812-0j -0.000112562-0j -6.89301e-05-0j -0.00054302-0j -1.40703e-05-0j -0.000332531-0j -6.78775e-05-0j -8.291e-07-0j -3.99972e-06-0j 0.120896-0j -0.440287-0j 0.101543-0j -7.90951e-05-0j -6.45809e-05-0j 0.000288053-0j -9.32145e-06-0j -6.64334e-05-0j 0.000235194-0j -8.07261e-06-0j -5.42426e-05-0j 3.39474e-05-0j -9.51366e-07-0j 2.93993e-05-0j -7.82925e-06-0j -4.34237e-08-0j -6.78033e-06-0j 3.46474e-06-0j 1.58143e-07-0j -7.99069e-07-0j -3.64724e-08-0j -0.000385058-0j 0.00132213-0j -0.000275099-0j 0.0150174-0j -0.00187684-0j 0.00228672-0j -4.81323e-05-0j -0.0515633-0j -3.20882e-05-0j -6.9473e-06-0j 0.0107289-0j 0.0731972-0j -8.02205e-06-0j 0.000165266-0j -0.0891829-0j 0.000110177-0j -3.43874e-05-0j -2.83622e-06-0j -6.68504e-07-0j 2.38541e-05-0j -2.29249e-05-0j -4.96339e-06-0j -0.000234605-0j -7.09056e-07-0j -0.000156403-0j 2.75443e-05-0j 0.000285841-0j -3.38623e-05-0j -5.9088e-08-0j 9.73838e-06-0j -5.73123e-06-0j 2.29536e-06-0j 0.00019056-0j 4.12575e-05-0j -2.20208e-09-0j -2.02629e-06-0j 2.4346e-06-0j -3.91008e-05-0j -4.77602e-07-0j -1.38242e-05-0j -5.06574e-07-0j -3.2584e-06-0j 4.76401e-05-0j 2.02883e-07-0j -3.45605e-06-0j 1.68433e-05-0j -4.22145e-08-0j 3.97001e-06-0j 7.561e-09-0j -1.57324e-09-0j -2.88004e-07-0j 4.21083e-06-0j 3.50902e-07-0j -1.07333e-08-0j 1.30774e-08-0j 
6.11457e-05-0j 0.0394864-0j -0.00730547-0j -0.000847179-0j 0.010124-0j 3.0504e-05-0j 3.08201e-05-0j 0.0708378-0j 3.1133e-06-0j 0.0715719-0j 0.00284326-0j 3.14556e-06-0j 0.00287273-0j 0.001034-0j 0.00104471-0j 2.21374e-05-0j 2.73936e-05-0j 1.59796e-05-0j -0.00034154-0j -0.000425103-0j -0.000422635-0j -0.274521-0j -0.000246537-0j -0.000526039-0j -3.48583e-05-0j -0.000306856-0j -0.339703-0j 0.00058911-0j -4.3135e-05-0j -0.19816-0j 9.05731e-05-0j -2.51621e-05-0j 0.000728987-0j 0.000112078-0j 0.000425242-0j 6.53791e-05-0j -5.24893e-05-0j 2.02901e-05-0j 1.24251e-05-0j 0.000793454-0j 1.77539e-05-0j 7.32309e-06-0j -6.56116e-06-0j -0.000306716-0j 0.00127934-0j -0.00423704-0j -0.000187824-0j -0.000268376-0j -0.0152367-0j 2.53627e-06-0j -0.000110699-0j -0.000494538-0j 1.55314e-06-0j -3.8662e-07-0j 0.182081-0j 0.00163786-0j -0.000302842-0j 0.00100298-0j 2.21923e-06-0j -0.000432441-0j -0.000432721-0j 0.00588984-0j 9.15387e-07-0j 0.00143313-0j -0.000222405-0j 1.49451e-07-0j 0.00360678-0j -0.0703848-0j -0.000178488-0j 0.000591134-0j -2.08369e-05-0j 9.15196e-08-0j 0.000167163-0j 0.00515361-0j -0.0431017-0j 1.3077e-07-0j 0.000102366-0j -0.0615867-0j 0.00212576-0j 8.59723e-05-0j 0.000146268-0j 5.39397e-08-0j 5.26471e-05-0j -0.0254032-0j 8.05466e-06-0j 4.93245e-06-0j 7.52257e-05-0j 6.03324e-05-0j 3.1029e-05-0j 7.04783e-06-0j 2.90708e-06-0j 
0.000605312-0j -0.00835294-0j 7.06324e-06-0j -5.90627e-05-0j -1.49738e-05-0j -0.0591526-0j 0.0580642-0j -0.00238069-0j 3.08201e-05-0j 0.00233688-0j -0.000601463-0j -3.0253e-05-0j 0.000590396-0j -7.12538e-05-0j 6.99428e-05-0j -0.000437136-0j 3.85998e-06-0j -0.000309625-0j -0.653642-0j -5.75977e-05-0j 0.00577176-0j 0.000794814-0j -0.462978-0j 5.08596e-07-0j 0.000340565-0j -4.07967e-05-0j -7.01833e-06-0j 0.000122105-0j -3.00724e-06-0j 0.000562971-0j 9.31464e-06-0j 0.000241224-0j -1.0782e-06-0j -8.22497e-08-0j 8.64874e-05-0j 6.59761e-06-0j 0.000172167-0j -5.70291e-06-0j 0.000123002-0j -0.00128767-0j -0.000170751-0j -0.000213357-0j -0.00421566-0j 4.26531e-05-0j 1.43473e-05-0j 0.0581736-0j -0.000919958-0j 0.00127708-0j -0.000169666-0j 0.00013964-0j 0.00159574-0j -4.75242e-07-0j -0.00301181-0j 1.26813e-06-0j -4.30142e-05-0j -0.00192695-0j 1.02502e-05-0j 0.0415613-0j 0.00418098-0j -3.031e-05-0j -1.42292e-05-0j 5.62004e-06-0j 0.00522423-0j -0.057695-0j -5.07808e-06-0j -4.20059e-08-0j -0.000121215-0j 1.42481e-06-0j -1.77798e-05-0j -0.0720913-0j -2.84366e-07-0j 9.05998e-07-0j 1.00399e-06-0j 0.00016827-0j -3.07309e-05-0j -1.2577e-06-0j -2.16545e-05-0j 4.26604e-05-0j 0.000210257-0j 1.68207e-07-0j 3.00606e-05-0j -1.57152e-06-0j -3.62796e-06-0j 5.33051e-05-0j 9.41939e-09-0j -2.03161e-07-0j 5.0363e-06-0j 3.75614e-05-0j 6.29298e-06-0j 2.82026e-07-0j 3.52398e-07-0j 
0.000370676-0j -0.00511511-0j 0.000303877-0j -0.00254102-0j -0.000644207-0j 0.107508-0j -0.0365988-0j 0.00432683-0j -5.60146e-05-0j -0.00147298-0j 0.00109314-0j 1.90689e-05-0j -0.000372136-0j 0.000129502-0j -4.4086e-05-0j 0.000134201-0j -0.000492868-0j 9.68713e-05-0j 0.200668-0j 1.76825e-05-0j -0.736977-0j -0.000244008-0j 0.14485-0j -6.4941e-05-0j -0.000104554-0j 1.27639e-05-0j 0.000896147-0j -3.74862e-05-0j 0.000383984-0j -0.000176134-0j -2.8596e-06-0j -7.54707e-05-0j 0.000137672-0j 1.05022e-05-0j -2.7059e-05-0j -2.06417e-06-0j 0.000105431-0j 0.000123002-0j 7.05289e-05-0j -0.000788535-0j -0.000319428-0j 4.43939e-05-0j -0.00258156-0j -0.000919958-0j 8.78588e-06-0j 0.0356239-0j -0.000527499-0j 0.00238906-0j -0.000103899-0j -0.00301181-0j -0.00033203-0j 1.02502e-05-0j -0.00172696-0j 7.7657e-07-0j -2.63407e-05-0j 0.0415613-0j 5.87741e-06-0j 0.023831-0j 0.00782147-0j -1.8561e-05-0j -2.6619e-05-0j -0.000121215-0j -0.00108702-0j -0.107932-0j -3.10968e-06-0j 9.05998e-07-0j -6.95041e-05-0j -3.07309e-05-0j 3.69949e-06-0j 0.0150002-0j -1.74138e-07-0j 5.19495e-07-0j -2.16545e-05-0j 0.000314787-0j -1.76209e-05-0j -2.35281e-06-0j -1.24166e-05-0j 7.98058e-05-0j -4.37488e-05-0j -3.62796e-06-0j 5.62352e-05-0j 3.26992e-07-0j -2.08025e-06-0j -1.10914e-05-0j -2.03161e-07-0j -1.16491e-07-0j 9.42155e-06-0j -7.81552e-06-0j -1.3094e-06-0j 5.27594e-07-0j -7.33246e-08-0j 
-0.0102427-0j -0.00073073-0j 4.3411e-05-0j 0.0702148-0j -9.20296e-05-0j 2.64172e-05-0j 2.6691e-05-0j -0.000208267-0j 0.0499153-0j -0.000210425-0j 0.0101776-0j 0.0504326-0j 0.0102831-0j -6.23341e-06-0j -6.29801e-06-0j 1.91716e-05-0j 2.37236e-05-0j 1.38388e-05-0j -0.000146344-0j -0.000488613-0j -0.000181092-0j -3.48583e-05-0j -0.000105637-0j -0.000604628-0j -0.276518-0j -0.0003527-0j -4.3135e-05-0j 0.00103584-0j -0.342174-0j -2.51621e-05-0j -4.08514e-07-0j -0.199601-0j 0.00128179-0j -5.05511e-07-0j 0.000747709-0j -2.94881e-07-0j -4.54571e-05-0j 1.75718e-05-0j 1.07605e-05-0j 0.000339982-0j 1.53753e-05-0j 6.34199e-06-0j 0.00109908-0j -0.000131423-0j -3.78809e-06-0j 7.84101e-05-0j -8.04795e-05-0j -0.000114995-0j -0.00866491-0j -0.000424859-0j -4.74329e-05-0j 1.46431e-06-0j -0.000260172-0j -0.0187906-0j 1.1357e-05-0j -3.031e-05-0j 8.96705e-07-0j -1.8561e-05-0j -0.000371751-0j 0.148156-0j 1.28127e-06-0j 0.00334948-0j -0.00015334-0j -2.65212e-05-0j -0.00025934-0j 0.00726365-0j 0.00205113-0j -4.39012e-06-0j 5.28499e-07-0j -1.09395e-05-0j 7.50806e-08-0j 0.00444806-0j -0.0572708-0j 0.0029308-0j -2.68839e-06-0j 0.0063557-0j -0.035071-0j -3.84136e-06-0j 0.00120889-0j 0.00010025-0j -0.0501119-0j 0.00262159-0j 6.13902e-05-0j -1.58448e-06-0j -2.9023e-08-0j -1.77729e-08-0j 8.77186e-05-0j -0.0206701-0j 3.61821e-05-0j -2.53951e-08-0j -1.04749e-08-0j 
-0.0475523-0j 7.13367e-05-0j -0.000840499-0j -9.80893e-05-0j 8.49576e-08-0j 0.000246561-0j -0.000242024-0j -0.00598896-0j -0.00486751-0j 0.00587876-0j -0.00049422-0j 0.00477795-0j 0.000485127-0j 3.02682e-07-0j -2.97112e-07-0j -0.00035692-0j 3.15166e-06-0j -0.000252808-0j -5.75977e-05-0j -0.659442-0j 5.08596e-07-0j 0.000989277-0j -4.07967e-05-0j 0.00582297-0j 0.00113707-0j -0.467086-0j -8.73547e-06-0j 6.66563e-05-0j -1.00405e-05-0j 0.00070071-0j -3.16215e-08-0j 0.000805395-0j -5.88586e-07-0j 2.79223e-10-0j 4.7213e-05-0j -2.23977e-08-0j 0.000140574-0j -4.6564e-06-0j 0.000100431-0j 2.22267e-05-0j -0.000139418-0j -0.000174205-0j -0.00169065-0j -7.36242e-07-0j -0.00342626-0j 2.53627e-06-0j 1.58795e-05-0j -2.20439e-05-0j 0.0410659-0j 5.60014e-05-0j -2.75443e-05-0j 0.000113492-0j -0.00120786-0j -0.000300938-0j -3.55682e-05-0j -8.40117e-08-0j -0.00244784-0j 1.812e-06-0j 0.00167674-0j -5.00701e-05-0j 0.00339807-0j -0.00136027-0j 0.00209513-0j -2.5154e-06-0j -2.07547e-06-0j 9.96833e-06-0j 0.0293389-0j 1.17817e-06-0j 0.00424597-0j -3.14305e-06-0j 8.03918e-10-0j -0.000215001-0j 1.65853e-06-0j -0.040728-0j -2.54112e-05-0j 0.000298462-0j -3.57718e-05-0j 3.52756e-05-0j -0.0508906-0j 6.87482e-08-0j 4.96581e-05-0j 0.000372936-0j -1.48279e-06-0j 4.40776e-05-0j -2.66291e-11-0j 5.74347e-10-0j 2.05839e-06-0j 6.2049e-05-0j 2.57201e-06-0j -7.97304e-10-0j -9.96249e-10-0j 
-0.000529648-0j 0.00730883-0j 0.00042184-0j -0.00352742-0j -0.000894283-0j -0.0509283-0j -0.0522737-0j -0.00204969-0j 2.6535e-05-0j -0.00210384-0j -0.000517838-0j 2.7236e-05-0j -0.000531518-0j -6.1347e-05-0j -6.29677e-05-0j -0.000191755-0j -0.000226832-0j -0.000126764-0j -0.286729-0j -2.5266e-05-0j -0.339179-0j 0.000348656-0j -0.189547-0j -2.98878e-05-0j 0.000149393-0j -1.67026e-05-0j 0.000412434-0j 5.35629e-05-0j 0.000176721-0j 0.000230485-0j 4.08599e-06-0j 9.87592e-05-0j 6.33609e-05-0j 4.83343e-06-0j 3.54088e-05-0j 2.70112e-06-0j -0.000150647-0j 0.000170751-0j 0.000319428-0j 0.00112671-0j -0.000151257-0j -0.000302873-0j 0.0036887-0j -0.00127708-0j -1.25539e-05-0j -0.0509019-0j -0.00238906-0j 0.00113128-0j 0.000148458-0j -0.00418098-0j 0.00226525-0j 1.42292e-05-0j -0.00782147-0j -1.10962e-06-0j 3.76375e-05-0j 0.057695-0j 2.6619e-05-0j 0.107932-0j 0.00370365-0j 2.65212e-05-0j -1.26047e-05-0j -0.00016827-0j 0.0074161-0j -0.0511081-0j 4.44332e-06-0j 1.2577e-06-0j -0.000314787-0j -4.26604e-05-0j -2.52394e-05-0j -0.102338-0j 2.4882e-07-0j 2.35281e-06-0j -3.00606e-05-0j 0.000149059-0j -7.98058e-05-0j -1.11411e-06-0j -5.62352e-05-0j 3.77899e-05-0j 0.000298472-0j -5.0363e-06-0j 2.66287e-05-0j -2.23087e-06-0j -9.42155e-06-0j 7.56697e-05-0j -2.82026e-07-0j -5.27594e-07-0j 4.46132e-06-0j 5.33207e-05-0j 8.93326e-06-0j 2.49828e-07-0j 5.0025e-07-0j 
0.000600439-0j -0.0123494-0j -5.11604e-06-0j -0.0125222-0j 0.0478286-0j -3.1133e-06-0j -3.14556e-06-0j 7.46712e-05-0j 6.14616e-05-0j 7.5445e-05-0j 0.0855569-0j 6.20986e-05-0j 0.0864435-0j 0.0100184-0j 0.0101222-0j -2.25939e-06-0j -2.79585e-06-0j -1.63091e-06-0j 5.24698e-05-0j 2.8643e-05-0j 6.4928e-05-0j -0.00058911-0j 3.78747e-05-0j 3.54439e-05-0j -0.00103584-0j 2.06756e-05-0j -0.000728987-0j -0.267777-0j -0.00128179-0j -0.000425242-0j 0.00132564-0j -0.000747709-0j -0.331357-0j 0.0016404-0j -0.193291-0j 0.000956899-0j 5.35717e-06-0j -2.07085e-06-0j -1.26813e-06-0j -0.000121896-0j -1.812e-06-0j -7.4741e-07-0j -6.44293e-05-0j 4.71197e-05-0j 4.46431e-07-0j 0.00132514-0j 2.88548e-05-0j 4.12298e-05-0j 0.00154531-0j 2.49056e-05-0j 1.70064e-05-0j -1.72571e-07-0j 1.52515e-05-0j -1.14685e-05-0j -0.00590233-0j -0.000512243-0j -1.05678e-07-0j -0.000313683-0j 2.17924e-05-0j -0.0261605-0j -1.51e-07-0j -0.000597351-0j 8.98891e-06-0j -0.000448213-0j 0.20733-0j 4.43324e-06-0j -0.000365802-0j 0.00228159-0j -6.22842e-08-0j -0.000184878-0j -0.00040791-0j 2.71479e-06-0j 0.0101125-0j -0.000522683-0j 0.00139718-0j 3.87908e-06-0j 0.00619263-0j 0.00199639-0j -0.000215596-0j -0.080145-0j 0.00884846-0j 1.60004e-06-0j -0.0490786-0j 0.000823469-0j 0.000157681-0j 9.65594e-05-0j -0.0701269-0j 0.0036498-0j -0.0289259-0j 0.000137971-0j 5.691e-05-0j 
-0.0291197-0j 4.36846e-05-0j -0.0361602-0j -0.00422003-0j 3.65507e-06-0j -0.000448117-0j 0.000152552-0j 0.0108848-0j 0.00884656-0j -0.00370548-0j 0.000898231-0j -0.00301162-0j -0.000305783-0j -5.50115e-07-0j 1.87275e-07-0j 0.000109575-0j -0.000402425-0j 7.90951e-05-0j 1.76825e-05-0j 0.202449-0j -6.4941e-05-0j -0.000303708-0j 1.27639e-05-0j -0.743517-0j -0.000349082-0j 0.146135-0j 0.0011154-0j -2.04635e-05-0j 0.00128204-0j -0.000219228-0j 9.70782e-09-0j -0.000251981-0j 7.51546e-05-0j -3.5653e-08-0j -1.47714e-05-0j 7.00747e-09-0j 8.60837e-05-0j 0.000100431-0j 5.75866e-05-0j 1.3611e-05-0j -0.000260812-0j 3.62475e-05-0j -0.00103531-0j 1.58795e-05-0j -0.00209815-0j 1.55314e-06-0j 9.10525e-06-0j -4.1238e-05-0j 0.0251476-0j -0.00120786-0j 5.73123e-06-0j -0.00244784-0j -0.00069258-0j -0.000184286-0j -2.1781e-05-0j 1.812e-06-0j -0.00140358-0j 1.03899e-06-0j 0.00313672-0j -3.06615e-05-0j 0.00635686-0j 0.0293389-0j -0.000435939-0j -4.70562e-06-0j -1.27096e-06-0j -0.000215001-0j 0.0168228-0j -2.54112e-05-0j -0.000883472-0j 6.53984e-07-0j 4.92297e-10-0j -0.00012328-0j -3.57718e-05-0j -0.076191-0j -1.45706e-05-0j 0.000558341-0j -2.05114e-05-0j 6.59909e-05-0j 0.010589-0j -1.48279e-06-0j 9.28968e-05-0j -7.75979e-05-0j -8.50222e-07-0j -9.17137e-06-0j 5.74347e-10-0j 3.29327e-10-0j 3.85069e-06-0j -1.29107e-05-0j -5.35166e-07-0j -1.49154e-09-0j 2.07293e-10-0j 
