0.0104762+0.0512088j -0.0101553+0.0442012j 0.00815862+0.000309893j 0.00311486-0.0318044j 0.0080976+0.0146852j -0.00666641-0.0112706j -0.00971225+0.00883817j 0.000298688-0.0126684j -0.00446839+0.0100605j 0.00401399-0.000510631j 0.00534262+0.00239826j -0.00501728-0.00251588j 0.00929728+0.0241054j -0.00852353-0.0561552j -8.8848e-05+0.0261127j -0.0161075+0.0156826j 0.0192035+0.0302748j -0.00120691-0.0302567j 0.00759261-0.005198j -0.00260561+0.0178215j -0.00104897+0.0149332j -0.00397832-0.0162302j 0.000859199+0.0161354j 0.00115238+0.0102901j -0.000377912+0.0391293j -0.000444755-0.0228416j 0.00195912-0.0212306j 0.00131006-0.0185246j 0.000110195-0.0149969j 0.00114986-0.00968399j -0.00196158-0.0313191j 0.000236176-0.0116398j 0.00174948+0.0420032j -0.000884516-0.0106371j 0.00182528-0.103433j -0.0021111+0.111027j 0.00336008+0.0253205j 0.013856-0.0359596j -0.00135227-0.0923768j -0.0180428-0.0427424j 0.0200676-0.0402195j 0.0154026+0.0222023j -0.00294007-0.108589j -0.0163594-0.0140384j 0.0116062-0.00487706j -0.010838+0.0276039j 0.0102518-0.0368731j 0.00614497+0.0321521j 0.0157805+0.0100313j -0.012072-0.0406744j 0.00499905-0.0141778j 0.0114291-0.0106404j 0.000270572-0.0195723j -0.00097989+0.0178865j -0.0067968+0.00794207j 0.00603823-0.00372678j 0.0114532+0.00796541j 0.00010282-0.0349421j 0.00984286+0.0260536j 0.00512081-0.00440741j 0.00247558-0.0239635j 7.43188e-07+0.0123107j 0.00309844+0.0165977j 0.00676655-0.0283682j -0.00107549-0.00590884j -0.0112822+0.00352182j -0.0108341-0.00383307j -0.002634+0.0325825j -0.0107905+0.0110762j 0.00588567-0.00210188j -0.00726809-0.0065267j 0.0163072-0.00329204j 0.000787108-0.0121865j -0.00900245+0.00507798j 0.00266261-0.000977721j 0.00810356-0.0135775j -0.00809278-0.00273511j -0.00162835+0.0180402j -0.0031567-0.0175619j 0.00307002+0.00554554j -0.00211111-0.00100389j -0.0156681-0.0156141j 0.0152442-0.0116748j 0.00997483+0.013952j 0.00227086-0.0112057j 0.00895677+0.00930851j -0.00640007-0.00191293j -0.0487884-0.0175399j 0.0183356-0.0151726j 0.0287175+0.0227771j 0.0144533-0.0260297j 0.334355+0.00599821j 0.0123645+0.00626772j -0.0161584-0.0150728j 0.0589513-0.0508803j 0.13322+0.0673882j -0.0182988+0.264782j 
0.00947999-0.0310566j 0.0128749+0.0182235j 0.00201994+0.00365409j 0.00163686-0.00600352j 0.00187544-3.95217e-05j -0.00392874-0.0121334j 0.00129494-0.00367751j -0.00533797+0.0013356j 0.00168078+0.00977232j -0.00481666-0.0100289j 0.00479119-0.0172024j -0.00510953-0.0205594j 0.0142459-0.00374329j -0.0107878+0.0182005j -0.0209273+0.0332861j -0.000932103+0.0155627j 0.0211111+0.0239295j 0.00174424-0.0236147j 0.00686196-0.0132238j -0.00831037+0.0335438j -0.0037449-0.0191758j -0.00564111+0.0108717j -0.00203228+0.029264j 0.000999964-0.000893712j -0.00183956+0.038709j 0.00086224-0.00414036j 0.00228424-0.0137664j -0.00485199-0.0136528j -0.00494992+0.00209597j -0.00512216-0.0177203j -0.00966879+0.0423577j -0.00801346+0.0115689j 0.0039247+0.00239243j -0.00243657-0.0643334j 0.00987323-0.013771j -0.00425814+0.0168851j 0.021655+0.0553684j -0.0154383-0.00456116j -0.0029779+0.0559864j 0.0456704-0.0180319j -0.0032578+0.00301358j -0.0171006+0.0100857j 0.00812581-0.00540116j -0.0149287+0.00549607j 0.0133982+0.00306284j 0.0158246-0.00197638j 0.00678352-0.000918153j -0.000926559+0.0197319j 0.0152045+0.00794944j -0.00816813-0.0144415j -0.0199737+0.00291005j 0.000207288+0.0123828j 0.0366001+0.00677822j 0.0079578-0.0093398j -0.00628692-0.0180667j -0.00132781+0.00213687j 0.00957456+0.0145871j -0.0108646-0.010215j -0.011415-0.00617175j 0.00477165+0.00387987j -0.0129328+0.00829278j -0.000240627-0.005874j 0.00168634-0.0074315j -0.0102661-0.00489986j -0.00434207-0.00338819j -0.00358696+0.00377007j -0.00254993+0.0126097j 0.0030505-0.0219767j -0.0139197-0.0103371j -0.00526555+0.00575298j -0.00151395+0.0114326j 0.0370229-0.00161056j 0.0163178-0.0113711j -0.00476671+0.0035654j 0.0162639+0.0116132j -0.0016286-0.00980237j 0.0153095+0.0267714j -0.0320475+0.020297j -0.0165453-0.0090926j 0.00943369-0.0225532j 0.015964-0.0472417j 0.0394559-0.0658884j 0.00318809-0.00575523j 0.0223368-0.00638789j 0.040491+0.00409931j 0.0112984-0.0583011j 0.0103839-0.0178178j -0.015372+0.0740419j -0.0156045-0.00526096j 0.0664189+0.0368293j -0.0924475-0.0263669j -0.0243206+0.0117956j -0.00972136-0.0051135j -0.0172867+0.00377843j 0.0690024+0.0127124j -0.00550961-0.0119455j -0.0134796-0.00472361j 
0.0101346-0.0265292j -0.00192766+0.0448737j -0.00470612-0.009576j -0.0024168+0.00104078j -0.00901669-0.0113255j 0.000879382+0.00562918j 0.00458494+0.005199j -0.00270125-0.000358977j -0.00878235+0.010351j -0.00340193-0.00647847j 0.00851352-0.0243157j 0.00489146+0.00188062j 0.00250069-0.0130916j -0.0121964+0.000571494j 0.0120533-0.0104603j 0.00833313-0.0232978j 0.0104112+0.00448172j 0.00260178+0.00141701j -0.00815344+0.0147032j 0.00953764+0.00449893j 0.000267194-0.00483392j 0.00141215-0.00521281j 0.00171942-0.00781377j -0.000152847+0.0144754j 0.00936171-0.00916653j -0.00354229-0.00700729j -0.00196867+0.0086142j -0.00289385+0.0460409j -0.00741542+0.0053752j -0.00431721-0.0298993j 0.0130769+0.0215518j -0.00342904-0.0146055j -0.00805009-0.0549304j 0.000330521-0.023912j 0.00126286+0.0439927j -0.00266909-0.00227628j 0.0211977-0.0384173j 0.0163171-0.00359816j -0.0191685-0.0397952j 0.00674119-0.00678594j 0.0350584+0.0170263j -0.00335354+0.0166154j 0.00572599+0.00493792j 0.0174475+0.0122507j -0.00560537+0.0127445j -0.00363258-0.00607827j 0.00791288+0.0159556j -0.00579829-0.00993432j -0.0102935+0.0088201j -0.0140078-0.00503451j -0.00197385+0.0169873j 0.00300265+0.00491471j -0.0035892+0.0154172j -0.00450819+0.00622108j 0.021556+0.00147861j 0.00878814+0.00165897j -0.0095413+0.0185434j 0.0102771+0.00106121j -0.00203594-0.00722433j 0.00320864-0.00258055j -0.00126805-0.00532557j -0.00465339+0.0116088j 0.0117055-0.00154021j 0.015207-0.0112795j 0.00277646-0.00130605j 0.000180598+0.000878319j -0.00672096-0.00307689j 0.0156508-0.00120413j 0.00830978-0.0044027j 0.00683737+0.0135174j 0.00983796+0.0222143j -0.028183+0.00963839j -0.0124119+0.023949j 0.0441815+0.00363179j 0.00220317+0.018361j -0.0161444+0.0171685j 0.0424398-0.0041987j -0.00934596-0.0054288j 0.0471267+0.00950856j 0.0251059-0.0219887j 0.0357955+0.0181139j -0.00957551-0.05403j 0.0527624+0.0247466j 0.0153564+0.0173077j 0.00233182+0.0449062j -0.0144249+0.0314618j -0.0130537-0.00425234j 0.0224487-0.0793395j -0.0111634-0.0281984j 0.0363017-0.0277375j 0.0579879+0.013961j -0.00219143+0.00366603j 0.00196494-0.0305492j 0.0460849+0.00430709j -0.0583131-0.0123074j 0.0198361-0.00450569j -0.0185899-9.61952e-06j 
0.00364613-0.00949824j 0.000687784+0.0101211j 0.00782834-0.0120889j 0.00972549-0.0155713j 0.00143341+0.00325481j -0.00430517-0.00792889j -0.00207124+0.000745307j -0.00268229-0.0103123j 0.00828595+0.0125171j 0.00311143+0.00553555j -0.00293109+0.0352589j 0.0128081+0.000891947j -0.00698903+0.0130621j -0.0121129+0.0223929j -0.00330461+0.00675355j -0.00257522+0.00769526j 0.0060792+0.0135286j -0.00711177-0.0263328j 0.0106146-0.00552153j -0.0115184+0.0256492j -0.00198973+0.0105461j -0.0020627-0.0022212j 0.0071672-0.0107413j 0.0012969+0.00201248j -0.00980176+0.0257446j 0.00471036-0.00121974j 0.00854057-0.0233854j -0.00510443-0.0034765j 0.0269616-0.0191823j 0.00708609-0.0110263j -0.00983006-0.0254145j 0.0416879-0.0097014j -0.00559183-0.034615j 0.0029462-0.0123969j -0.0149693-0.0411339j -0.0155067+0.0148005j 0.00550877+0.018306j 0.00576828-0.00329271j -0.0123357+0.00927281j 0.00752452-0.0125161j -0.00332553-0.00969438j -0.00162362+0.00444799j -0.000936316+0.0247221j -0.0306823+0.0113611j 0.022504+0.0208231j 0.00948929-0.00148038j 0.00459116+0.0087451j 0.00898279+0.00511958j 0.0208103+0.00239319j -0.0121434+0.0212232j 0.00368477-0.0199823j 0.0100112+0.00826035j 0.0222617-0.0107518j 0.022244-0.0199387j -0.0341694-0.030104j -0.011632-0.000398306j 0.0290847-0.0279753j -0.0188175+0.0111558j -0.00202564-0.0132916j -0.0173909+0.017045j 0.00491209+0.0204712j -0.00159417-0.012564j -0.020715-0.00804608j -0.0298983+0.00716918j 0.000786844-0.0155593j -0.00540503-0.0122763j 0.0246932+0.019093j -0.018856-0.0278938j -0.00215313-0.0193603j 0.00371945-0.0098074j 0.0036709-0.00879069j 0.111384-0.0228382j -0.0185604-0.0169366j -0.0899307+0.0353951j -0.0281892+0.000818144j 0.0321922-0.0509115j -0.0400705+0.00763399j -0.035448+0.00141536j -0.0279613+0.0770589j 0.0163103+0.0415508j -0.0735831-0.0566589j 0.000509017+0.0776363j -0.0237395-0.0278288j 0.01495+0.00931687j 0.0369995+0.00985604j -0.0018965-0.0815948j 0.00952452-0.000209873j 0.0184476+0.0088688j 0.0598732+0.0221814j -0.00734533-0.0556131j -0.0230906-0.00746389j 0.0165544-0.0113255j 0.0236294-0.00455987j 0.0351443+0.0135402j 0.0272412+0.0194065j 0.0163164+0.0292972j 0.00151773+0.00541452j 
0.00457425-0.0358168j -0.00117607-0.00175593j -0.00186867-0.000224231j -0.0048138+0.0207015j -0.00980409-0.00772053j 0.00430567+0.00580449j 0.00199639-0.00335078j 0.0104061+0.00120446j -0.00382545-0.012589j -0.00883138-0.000872161j -0.00898361-0.00736101j -0.0145412-0.00386748j -0.0201253+0.00379459j -0.00664354+0.00257425j -0.00174811+0.0202342j -0.0042521-0.00120003j -0.00224919-0.00122038j -0.000797568+0.0426834j -0.00116758-0.0112006j 0.00736881+0.00973817j 0.00378572+0.00857648j 0.000116118+0.00234177j -0.00719491-0.0196539j 0.00326361+0.010672j 0.00784319-0.00365277j -0.00207822+0.00777507j -0.00278482-0.00179797j 0.000593001+0.0225004j -0.0107309+0.00621477j -0.000757776+0.000272824j 0.000462053+0.00876921j -0.00529707-0.00383619j -0.0184332-0.0239956j 0.010512+0.0242175j -0.0123277-0.0766423j -0.00404977-0.028307j 0.0198425+0.00507886j -0.00704768+0.0178298j -0.00600936+0.0406856j 0.00533686+0.0162285j 0.0105569+0.0170615j 0.000205216+0.00797797j 0.00376973+0.00944336j 0.0392669+0.0206082j -0.0165785+0.0107016j 0.0333691-0.00790524j -0.0083184+0.00191366j -0.00125382+0.00399097j -0.0291189-0.0113618j -0.0119191+0.0179381j -0.0101753+0.00969564j -0.00409103-0.0219997j 0.00199333+0.011618j 0.00608842-0.00669309j 0.00127108+0.00257673j 0.0242156-0.00517676j -0.00911262-0.001611j -0.00941335+0.0171598j -0.0243011-0.0110908j 0.00792084+0.000485157j 0.0156811-0.00868298j -0.0229849+0.0118005j -0.00702267+0.00164078j -0.00395098-0.009851j -0.00450506+0.0139885j -0.00454877-0.000740015j -0.0136208-0.0097266j 0.000965738+0.00643899j -0.0168095+0.00141344j 0.00208941-0.0131187j -0.00444348-0.0108693j -0.027901+0.0153666j -0.0270233+0.0279686j 0.0167085-0.0158657j 0.00193883-0.00907899j -0.0384302+0.046047j 0.0601332-0.00663165j -0.00739859-0.0116142j 0.0340305+0.0407116j 0.00163649+0.0354016j 0.0884241-0.0113007j 0.0154213-0.0667929j 0.0283354+0.0608053j -0.0582847-0.0576203j -0.0160749+0.0300291j 0.0189894+0.0243488j -0.0536639-0.0431232j 0.017163+0.0210528j 0.043696-0.0542775j 0.0026386+0.0452674j -0.0110116+0.0129693j -0.00991932-0.0241968j -0.009129+0.00187461j 0.0105592-0.0408356j 0.0660325-0.00144205j 0.0139783-0.0188872j 0.0166982-0.00233937j 
-0.0188391-0.0560968j 0.0316994-0.0743894j -0.00317317+0.0205034j 0.000508938+0.00897484j 0.00516436+0.00479121j 0.00283879+0.0023097j 0.00462807-0.0237224j -0.00224101+0.0151615j -0.00405924-0.00521828j -0.0105079+0.00375907j 0.000248187-0.0244798j 0.0159237-0.0211546j -0.0108489+0.00951677j -0.00439065+0.0203404j -0.00310939-0.041815j 0.0335291+0.0497035j -0.0219947+0.0389405j -0.00369295-0.000580957j -0.000980297-0.0103685j -0.0154666+0.00406521j -0.00244524-0.0138097j 0.000797886+0.0180349j 0.00382343-0.0157826j -0.0120689-0.00560205j -0.0234723+0.00429266j 0.00653604+0.00256446j 0.0126476-0.020803j -0.000501656-0.019478j -0.0159217-0.00119546j -0.0122065+0.0254626j 0.0185472+0.0107794j -0.0316423+0.0150717j -0.000747594-0.0241786j -0.0287416+0.00265212j 0.00506434-0.0155353j -0.0114335-0.0221748j -0.00876838+0.056933j -0.0735157-0.0216805j -0.000415447-0.00905946j 0.0649421-0.0127193j -0.105522+0.00355673j -0.0289181+0.00608892j -0.0175228+0.00583739j -0.00974573+0.0051384j 0.0164886-0.000943386j 0.0269812+0.0061467j -0.00923451-0.0220476j 0.00968691+0.000887232j -0.00499023+0.016423j 0.0207174-0.0382987j 0.00245578-0.00383098j -0.00947137-0.000729316j 0.00345445-0.0102553j -0.00813694-0.0115505j 0.0233757+0.00653388j -0.0244497-0.0106351j -0.0157425+0.00864284j 0.00256873-0.0136759j -0.00687529+0.00963853j 0.0106219-0.00885497j -0.0304889-0.00995671j 0.0155516+0.00337336j 0.0121704+0.0151387j 0.00038657+0.0209963j 0.00102643-0.00830216j 0.00332175+0.00315539j 0.000587404+0.0118447j -0.0022754-0.00329409j -0.0111651+0.000649708j -0.0539468+0.0133503j -0.0259002+0.0111825j 0.0416936+0.00104165j 0.0694724-0.0300497j -0.0295156+0.0474637j -0.00405926+0.00524139j 0.0046161+0.0212741j -0.0547827+0.0550581j -0.00575119+0.0351071j -0.0774548-0.0138323j 0.00772787+0.0293402j -0.0504699+0.0149001j 0.00780665+0.0973555j -0.0657109+0.0126306j -0.00218353+0.0388877j 0.00629338+0.00722373j -0.0222928-0.0689563j 0.0543086-0.00631132j 0.0369458+0.0389891j 0.0621157+0.0574769j 0.0104906-0.0314344j 0.0139184+0.02087j -0.00207489-0.0109586j 0.00772671-0.00912958j 0.0270226+0.0358013j 0.0285225+0.0113363j 0.0201112+0.00451468j 0.0100064+0.000684357j 
-0.00431825+0.044789j -0.0173301-0.01213j -0.00634938+0.0123154j 0.00757665-0.00118672j -0.0108228+0.0131149j 0.0198537-0.00959516j 0.00138583-0.00720241j 0.00853092-0.00117466j -0.00144151+0.0106415j 0.0102617+0.0132931j 0.00224687+0.0112914j 0.00997235-0.0311199j -0.0012218+0.0128424j -0.0239512-0.0133983j -0.007353+0.00879603j -0.0208031+0.00778769j 0.0122722-0.0356024j -0.00131156+0.00477686j 0.000546936-0.06617j -0.00130955+0.038512j 0.00147568+0.000405094j 0.0028789+0.0182187j 0.0107835+0.0143922j -0.00584989-0.00411477j 0.00632558+0.0131375j 0.00267765-0.0172621j 0.00997385+0.000586207j -0.0262375-0.00795806j -0.00517395-0.00387882j -0.00106304+0.0147134j 0.021587+0.0425898j 0.0195165+0.0140093j -0.0106579+0.0489054j 0.0202378-0.0340265j -0.00217136-0.0081236j -0.0219559-0.0140007j -0.0348835-0.0184205j 0.0134812-0.029056j 0.0225076-3.39371e-05j -0.0627123+0.00550686j -0.0157803+0.0057651j 0.0137595+0.0337981j -0.0145017+0.0153378j -0.0293461+0.0177308j -0.0132854+0.0329085j 0.0835632+0.0103969j -0.00546594+0.0110292j 0.025541+0.0238808j -0.0136558-0.0196246j -0.0126351+0.000484499j -0.0262183+0.0159104j 0.0173526-0.00463213j 0.0354277-0.00506802j 0.0146036-0.0147891j -0.0187522+0.0043336j 0.0180593+0.000439599j 0.011514-0.00171907j -0.0225119+0.00969535j -0.00685934-0.0137249j 0.0107479+0.0109898j 0.0126408+0.0049214j -0.037141-0.0060482j -0.0140608+0.00851324j -0.00185078-0.000365783j -0.004157+0.00101392j -0.00978539-0.00425472j -0.000232671-0.0142201j 0.000822269+0.00434411j -0.0131387-0.00535252j 0.00191357+0.00193473j -0.0130294+0.00446855j -0.00536918-0.00858823j -0.0551837+0.0319059j -0.00389852+0.00706771j 0.00615132-0.0190313j -0.0622222+0.0179855j 0.0619793-0.01425j -0.0526326+0.00282915j -0.0240947+0.0458895j -0.0369061-0.0552083j 0.00757695+0.00355182j -0.0319531-0.0278473j 0.014996+0.00147761j 0.0337029-0.0514112j 0.0918875+0.0765541j 0.0162306+0.0184299j 0.0370641-0.0127811j -0.0167227+0.0220792j 0.0348629+0.0270289j 0.00585278-0.0677374j 0.025103-0.0576329j -0.00541074-0.014406j 0.0275432-0.00182111j -0.00585127+0.0146352j 0.00260323+0.025279j -0.00104322+0.010673j 0.00590185-0.00966511j 
-0.0178458+0.057445j -0.0141155-0.0333051j -0.0046363+0.00640446j 0.00957152-0.0138562j 0.00533494+0.0188383j 0.00468352+0.0145586j -0.00391593-0.00268486j 0.00314113+0.00386339j 0.00252957-0.000361892j 0.00371932+0.0297006j 0.0235202+0.023646j -0.0170114-0.0272982j -0.0099448+0.00448139j 0.0195653-0.0108384j -0.00628568-0.00744242j -0.0376913+0.0381534j -0.0219278-0.0261399j -0.013236+0.0194445j 0.00162416-0.026819j -0.00830321+0.0156664j 0.0019369+0.0198713j -0.00026581-0.0133617j 0.00788442+0.00072583j -0.0116851+0.00611331j 0.00153235-0.00190563j 0.0083953-0.015493j 0.00702175-0.0168541j -0.013147+0.0153488j -0.0231728-0.000852917j -0.00250145+0.0371206j 0.01827-0.0640228j -0.0151129+0.000261709j -0.0198201+0.00830035j 0.0185789-0.0162142j 0.000393513-0.00731581j -0.0191255+0.0127905j -0.0433806+0.00742392j 0.00314382-0.0176341j 0.0352494-0.00730204j -0.0487188+0.0110354j -0.0551383-0.0249943j 0.0105087+0.0298642j -0.0170005-0.0140133j -0.0015283+0.0139698j 0.00239756+0.0399226j 0.0511593-0.011044j 7.82952e-05-0.00401568j 0.0196586+0.0271626j -0.00901507+0.00251382j -0.0124245+0.00280594j -0.00787879+0.0107898j 0.0102754+0.00216976j 0.00838473+0.00752866j 0.0131502-0.0178157j -0.0112967-0.0122428j 0.0190126+0.0106357j 0.01753+0.00400618j -0.0199861+0.00378648j 0.000765917-0.0101374j 0.00507352+0.00155103j -0.00664735+0.0092584j -0.0160663-0.0126442j -0.00343263+0.00817758j -0.0100042-0.0199222j 0.0202782-0.00562571j -0.0121917-0.00217924j -0.0139191+0.018607j 0.0214319+0.00889208j 0.00381128+0.0178247j -0.0010161+0.00635895j -0.0221631+0.0104277j -0.00628977+0.000242907j -0.0148651+0.0102337j -0.0293437+0.0122334j -0.0182108+0.00560032j -0.0473686+0.0167646j 0.0438197-0.0182668j -0.0674748-0.00523476j -0.0670419+0.0271958j 0.0311151+0.0141794j -0.018325+0.030425j -0.0767844-0.015789j -0.0412137-0.0396258j 0.0205517-0.0968155j 0.032359+0.0413134j -0.00273574-0.058693j -0.0014799+0.0291434j -0.0142768+0.00702974j 0.0235646+0.042121j -0.0416189-0.0444314j -0.0469567+0.00224236j 0.00142452+0.00426011j 0.0102139+0.00766774j 0.00740267+0.00394691j 0.00187382+0.023876j -0.00743311+0.0154626j -0.00403771-0.00778591j 
-0.0191044+0.0110394j 0.00202553-0.0537837j -0.00236274+0.0228862j 0.0028125+0.00511123j -0.00115979+0.00501303j -0.00300243-0.00765675j 0.00534861-0.0051272j 0.00757691+0.0135576j 0.00430229-0.0382292j -0.00984607-0.006245j 0.0061816-0.00747729j -0.0124601-0.00296294j -0.00208995+0.0273548j 0.014725-0.00727008j -0.000832557-0.00857424j -0.00502175+0.0342314j -0.0239345-0.0186618j -0.0058644+0.00172373j 0.000447965-0.0241304j -0.00875888+0.00692619j 0.0115816-0.00214286j 0.0054838+0.00914541j -0.0104477-0.0129048j 0.00588478+0.00154802j -0.0149173+0.013213j -0.0155134-0.00976753j 0.00892712-0.0175909j -0.0238393-0.00254191j -0.00247914-0.0329843j -0.0129665+0.017392j -0.0115711-0.0230066j 0.0457982-0.0240038j -0.0157798-0.00348235j 0.0209097-0.00208556j -0.00299067+0.00516125j -0.00756852-0.00942965j -0.0309605+0.00850824j -0.0215322-0.0320158j 0.0267129-0.00213215j -0.0213877+0.00339147j -0.070145+0.00320264j -0.00204805+0.01819j -0.0116813+0.0115791j -0.0102025+0.00877613j 0.0131575-0.00376253j 0.0374161-0.00360223j -0.0102133-0.0106708j 0.0191408+0.0109313j 0.00187004+0.0138944j 0.00662128-0.0252555j -0.00515186+0.0146846j -0.00472091-0.00461297j -0.00321383+0.0094566j 0.0117242-0.0105594j 0.0228394+0.00207539j 0.00477206+0.00316508j -0.000924186+0.0145735j -0.0213905-0.0168804j -0.0108428+0.0023403j 0.0142568-0.00165299j -0.00413076-0.00992052j -0.0038593+0.00526865j 0.0269293-0.0231763j -0.0157894-0.0151141j -0.028366+0.0264569j 0.0353934+0.0120787j -0.0202653-0.0255259j 0.0345176-0.0066993j -0.0390269-0.00357849j -0.00649321-0.0067705j -0.0199245+0.0402506j -0.00896497-0.015684j -0.0116315-0.0191185j 0.00342447+0.00234514j 0.0521919-0.00786944j -0.00447443+0.0264051j 0.0197854+0.0275459j -0.037215-0.0121767j -0.0426819-0.0201871j 0.0099834-0.0313056j 0.000684083+0.0113807j -0.00322023+0.0177449j -0.0100508+0.0145471j 0.00341923-0.057191j -0.0130997+0.0211616j -0.0177859-0.0171938j 0.0249916+0.0150623j -0.00342303+0.023649j 0.0127419-0.000416039j -0.0305461-7.95881e-07j -0.0044758+0.00666257j -0.0102385+0.00151989j 0.0024769+0.0051031j -0.015254+0.00707793j 0.0212875+0.00572425j -0.00407382-0.00501376j 0.00553533-0.0131516j 
-0.0103804-0.0239643j 0.0137101-0.0267369j -0.0129348-0.000706052j -0.00690143-0.00160977j 0.0166088-0.00752057j -0.019835+0.00749305j -0.00856228+0.00438874j -0.0182835+0.00541793j 0.00876879-0.0140149j 0.0121714-0.0015354j 0.0300914-0.0045108j -0.00223288-0.0147321j -0.0153793-0.00349734j 0.00690087+0.0276374j -0.0163446-0.0197996j 0.00695835+0.0225789j -0.00290703+0.00418514j -0.00580697+0.00052374j 0.000202772+0.0189373j 0.00240119-0.0264673j 0.00648993-0.0128061j 0.00924436+0.0160904j 0.00236605+0.0139097j -0.00352443-0.011213j -0.0160476-0.0328595j -0.00367599+0.0150541j 0.00431511+0.0175919j 0.00710869-0.000862242j 0.00772271+0.0384807j 0.000254993+0.0109028j 0.0198713+0.00617028j 0.0278188+0.0305345j -0.0232456-0.00375952j 0.0254687-0.0177772j -0.0196138-0.00995296j -0.0115421-0.0275564j -0.00788407+0.0177908j -0.0255306-0.00381172j -1.08625e-05-0.0194031j 0.0263452-0.0057777j -0.0486098+0.000301411j -0.0136598+0.000360682j -0.00685823-0.000847242j 0.00251953-0.00783299j 0.00513837-0.0130896j -0.0200448-0.00555989j -0.00503077-0.00251964j -0.00500075+0.0072357j 0.00946027+0.00906371j 0.0194923-0.0167702j 0.00201443-0.000729423j -0.00996829+0.00210387j -0.00963308-0.00199282j -0.0078209-0.0114805j 0.00622394+0.00740342j -4.02615e-05+0.000187254j -0.0206181+0.00742463j 0.00412259+0.00464269j -0.0191286+0.0101036j -0.0077578+0.00154178j -0.0245609-0.00996069j -0.000208957+0.0055765j -0.000813137-0.0167258j -0.00511603+0.0270027j -0.0113802-0.0149359j 0.0249748-0.0203062j 0.0167243-0.0052099j 0.00485351-0.0294165j 0.000162897-0.0160601j 0.00146048-0.0124066j 0.0445566+0.00116475j -0.0463827+0.040005j 0.0337955-0.0100063j 0.0100366-0.0466439j -0.0287792+0.00596054j -0.00554177+0.0221702j -0.0462816-0.0359613j 0.00954808+0.0277974j -0.0391049-0.0224199j 0.00454104+0.00260091j 0.021364+0.0288788j -0.0464989-0.0118116j 0.0251766+0.0203921j -0.00636776+0.0317054j 0.00538267+0.0162855j 0.0126245-0.0199785j -0.00593532+0.00557682j 0.0147231-0.0260497j 0.00815902+0.0241125j 0.0367654-0.0234493j 0.0302925+0.00776483j -0.00899287+0.00037517j -0.00779934-0.0184382j 0.0163104+0.0116447j -0.0319959+0.00187963j 0.0148107-0.0095447j -0.00458694-0.0035568j 
-0.00952763+0.000921352j 0.0161232-0.0183028j 0.0105083+0.00703115j -0.00307682+0.00160333j 0.00257823+0.00301253j 0.00327084+0.0113455j 0.00579585+0.00926612j 0.00278308+0.00566622j -0.00525735-0.0113183j 0.000932329+0.0108752j -0.0253072-0.00512816j -0.0161636-0.0157379j -0.0191097-0.00545851j -0.0194073+0.00973874j -0.016446-0.0157067j 0.0194779+0.0206655j -0.0196618+0.0263572j -0.00179997+0.017347j 0.00417999+0.000341363j 0.00432862-0.010953j 0.00388855+0.0116395j 0.00362108+0.0254712j -0.00599064-0.00843761j -0.0042737-0.009878j -0.0133962-0.0181611j 0.00310585-0.00701157j -0.00133667-0.00460434j 0.0412696-0.0101495j 0.00686664-0.030404j 0.00732504-0.0168665j 0.0219737+0.000537019j 0.0152819-0.0344218j -0.0196574-0.0272698j 0.0281922-0.028538j -0.0191529+0.0175111j -0.0038719+0.000953948j -0.00399907+0.0288826j -0.018651+0.0146834j 0.00147365-0.0128278j 0.0348613+0.00220667j -0.0375804-0.0198718j -0.0113168-0.00578563j -0.00805906-0.0406007j 0.0152021-0.015241j -0.00810608-0.00287996j -0.00609784-0.00130917j -0.0124038+0.0140875j -0.00123606+0.0274737j 4.35164e-05-0.00150617j 0.0161703-0.011996j -0.0157966+0.00253462j -0.039912-2.35107e-05j -0.0229072-0.00982163j 0.0206159-0.0240257j -0.00587295+0.00542401j 0.00449256+0.00759959j -0.00549609-0.00022235j -0.0106028-0.0106076j -0.0294817+0.000414489j -0.00199206+0.0189359j -0.0176775+0.00675619j 0.00317931-0.00496354j 0.00364587-0.00234917j -0.0121886+0.0147466j -0.0108719-0.0244311j 0.00801821-0.00644703j 0.0252996-0.00312393j -0.00875043-0.00259275j -0.0198544+0.00636567j 0.0109225-0.015553j 0.0263505-0.0115204j -0.0335713-0.0238936j 0.0300336-0.0102558j -0.0175134-0.022023j -0.0638221+0.046555j -0.0453659-0.000697518j -0.010467-0.0233059j 0.0013384+0.0434081j -0.0265843+0.00203747j 0.062826+0.0491883j -0.0202491+0.0494935j -0.0136182-0.0315323j -0.0295632-0.0214215j -0.00446732+0.00535079j 0.0109781+0.0185607j 0.00955358-0.0559918j 0.00222941+0.010759j 0.0121922-0.00625283j 0.00591318+0.0193121j 0.0161663+0.00851606j -0.0332035+0.012524j -0.014271+0.00655971j -0.0159867-0.00361848j 0.0213204+0.0180856j -0.00827009+0.0103318j -0.00240741-0.0115457j -0.00201594-0.00485561j 
