0.0104762+0.0512088j -0.0101553+0.0442012j 0.00815862+0.000309893j 0.00311486-0.0318044j 0.0080976+0.0146852j -0.00666641-0.0112706j -0.00971225+0.00883817j 0.000298688-0.0126684j -0.00446839+0.0100605j 0.00401399-0.000510631j 0.00534262+0.00239826j -0.00501728-0.00251588j 0.00929728+0.0241054j -0.00852353-0.0561552j -8.8848e-05+0.0261127j -0.0161075+0.0156826j 0.0192035+0.0302748j -0.00120691-0.0302567j 0.00759261-0.005198j -0.00260561+0.0178215j -0.00104897+0.0149332j -0.00397832-0.0162302j 0.000859199+0.0161354j 0.00115238+0.0102901j -0.000377912+0.0391293j -0.000444755-0.0228416j 0.00195912-0.0212306j 0.00131006-0.0185246j 0.000110195-0.0149969j 0.00114986-0.00968399j -0.00196158-0.0313191j 0.000236176-0.0116398j 0.00174948+0.0420032j -0.000884516-0.0106371j 0.00182528-0.103433j -0.0021111+0.111027j 0.00336008+0.0253205j 0.013856-0.0359596j -0.00135227-0.0923768j -0.0180428-0.0427424j 0.0200676-0.0402195j 0.0154026+0.0222023j -0.00294007-0.108589j -0.0163594-0.0140384j 0.0116062-0.00487706j -0.010838+0.0276039j 0.0102518-0.0368731j 0.00614497+0.0321521j 0.0157805+0.0100313j -0.012072-0.0406744j 0.00499905-0.0141778j 0.0114291-0.0106404j 0.000270572-0.0195723j -0.00097989+0.0178865j -0.0067968+0.00794207j 0.00603823-0.00372678j 0.0114532+0.00796541j 0.00010282-0.0349421j 0.00984286+0.0260536j 0.00512081-0.00440741j 0.00247558-0.0239635j 7.43188e-07+0.0123107j 0.00309844+0.0165977j 0.00676655-0.0283682j -0.00107549-0.00590884j -0.0112822+0.00352182j -0.0108341-0.00383307j -0.002634+0.0325825j -0.0107905+0.0110762j 0.00588567-0.00210188j -0.00726809-0.0065267j 0.0163072-0.00329204j 0.000787108-0.0121865j -0.00900245+0.00507798j 0.00266261-0.000977721j 0.00810356-0.0135775j -0.00809278-0.00273511j -0.00162835+0.0180402j -0.0031567-0.0175619j 0.00307002+0.00554554j -0.00211111-0.00100389j -0.0156681-0.0156141j 0.0152442-0.0116748j 0.00997483+0.013952j 0.00227086-0.0112057j 0.00895677+0.00930851j -0.00640007-0.00191293j -0.0487884-0.0175399j 0.0183356-0.0151726j 0.0287175+0.0227771j 0.0144533-0.0260297j 0.334355+0.00599821j 0.0123645+0.00626772j -0.0161584-0.0150728j 0.0589513-0.0508803j 0.13322+0.0673882j -0.0182988+0.264782j 
-0.00118918+0.0339249j -0.0010308+0.00264394j 0.000964278+0.0297701j -0.000285741-0.0143467j 0.00116961+0.0357253j -0.00349205+0.00673006j -0.000722622+0.0148975j 0.00783522+0.0282052j -0.00537556-6.88363e-05j -0.0063239+0.0256432j 0.0141676+0.035851j -0.000446362-0.0262077j -0.00720637-0.00327141j -0.00668688-0.0498471j -0.00574408+0.0228928j -0.0096691-0.00474419j 0.00267083+0.041833j -0.00435889-0.0215592j 0.00441952-0.00526716j -0.00112644+0.00190927j -0.00213825+0.115761j -0.00192703+0.0259896j 0.00205312+0.0418652j 0.00180284-0.30273j 0.00188395+0.152518j 0.00233261+0.0184303j 0.00293313+0.269737j -0.00425534+0.173273j 0.000508777-0.499293j -0.00538203+0.293721j 0.00193264+0.132965j 0.00218936-0.429691j -0.00612351+0.240152j 0.00271956-0.0559634j 0.00284913+0.0690412j -0.00498128+0.198685j 0.0041951+0.00889187j -0.000647019-0.0447136j 0.00216735-0.0757916j -0.00093456-0.0134957j 0.000252115-0.043582j 0.00502487-0.0106314j -0.00221061-0.0907363j 0.0048694-0.00354608j 0.00218233-0.0121836j -0.0100574+0.0232989j 0.00178613-0.0635183j -0.00159807+0.0112479j 0.00510438+0.0009143j -0.00125089-0.0284721j 0.00713592+0.0389273j -0.000761474-0.0215474j -0.00678853+0.00250431j 0.00253684-0.00145662j -0.00922236-0.00405832j -0.00998419+0.00797487j -0.00584761-0.00362095j 0.000994093-0.0304861j 0.00935035+0.0336993j 0.0011727+0.009703j -0.00533536-0.0204561j -0.0325205+0.0108112j -0.00364145+0.0186j 0.0178391-0.0274936j -0.0285129-0.0301738j 0.0243981+0.0195102j 0.0107261+0.029408j 0.0318883+0.0305531j -0.0167688+0.0238082j -0.00611395-0.00641179j 0.0170946-0.0642565j 0.0180049+0.00527796j -0.0438228-0.0313814j -0.00623078-0.0208328j 0.0475743+0.0149906j -0.0347263-0.0390241j 0.0309535-9.86466e-05j -0.0687085+0.0415216j -0.0345103-0.0217853j 0.0201929+0.0208914j -0.0224769-0.000200212j -0.065436-0.00674366j 0.0470995+0.00783014j 0.0304748+0.0294461j 0.0177823-0.0252408j -0.0055553+0.0112698j 0.00629768-0.00446389j -0.0164328-0.00753541j 0.0393621-0.0201065j -0.0141102+0.00232706j 0.00776752-0.0182083j 0.0152804+0.0153754j -0.00955202-0.0443198j 0.00352876-0.0215724j 0.0107252-0.00732891j 0.0216609+0.00168425j -0.00699717+0.00739026j 
0.00207427-0.000748673j -0.000703916+0.0523451j 0.00129374-0.0411344j -0.00517414-0.0453503j 0.0136079+0.0511604j -0.00410023+0.0426287j 0.00974785+0.0237288j -0.000442841-0.0277469j 0.00769069+0.0819517j -0.00253598+0.0401277j -0.0154255-0.106571j -0.00641284+0.0393239j 0.0130913+0.0251149j 0.00112793+0.0782806j 0.0156617+0.0106503j 0.0116088+0.0452922j 0.00948629-0.0189076j 0.00886441+0.0440504j 0.00131015+0.036602j -0.00414417-0.191732j -0.00140495-0.00868766j 0.00510101+0.0328024j -0.00726918+0.0976182j -0.00249189+0.0386455j -0.00414357+0.470407j 0.000851461-0.347121j -0.00375752+0.386951j 0.000177403-0.0267598j -0.000547411-0.207888j 0.00559201-0.162048j -0.00281516+0.083725j -0.000665958+0.199676j 0.00354196-0.280648j -0.00618549+0.0977612j -0.00417528+0.0792469j 0.00383229-0.0359467j -0.00342817+0.0695809j -0.000778002+0.0037091j -0.000766433+0.0904818j -0.00365491-0.0438298j 0.00532533-0.0117833j 0.00280745+0.0617217j 0.00611799+0.0122613j 0.00717422+0.0190606j 0.00163058+0.116418j -0.00416623+0.0164328j -0.00224355+0.0799849j 0.00192442+0.0139218j -0.00637479+0.0352177j 0.00782072-0.0496192j 0.000586981+0.0216382j -0.0251684+0.00838852j -0.0215526+0.00704314j -0.00524905-0.00851006j 0.0254495-0.018309j -0.015764+0.027955j -0.0211209+0.0634831j 0.00174195+0.0193243j 0.0140958+0.0690791j 0.0111043+0.0835895j 0.012868+0.0439577j -0.0129821-0.0443403j 0.020576+0.0123928j 0.0203306+0.0270474j -0.0173649-0.0715617j -0.00606189-0.0500417j 0.0119608+0.0516229j -0.0236213-0.0648377j -0.0400418-0.0359329j 0.0731343+0.0162975j 0.0292708+0.00736546j 0.073438+0.0296182j -0.0116033+0.0226861j -0.0337403+0.0654027j 0.0611412-0.0381595j 0.0482784+0.0432745j 0.00236855-0.0239894j 0.0165453-0.0348956j 0.0633596-0.00114996j -0.00327203-0.00970422j 0.0170296+0.0400584j 0.071935-0.0308396j 0.0226113-0.00601986j -0.0748082-0.00736657j -0.0279634+0.0261556j 0.00630036-0.00147705j -0.0117521+0.00284753j -0.0288589+0.00217372j -0.0432691-0.017298j -0.0113042+0.040809j -0.00116381+0.0134101j -0.0184233-0.05578j -0.00770157+0.00110126j -0.00527317+0.0181562j -0.00483101-0.000311796j -0.00236706-0.0104353j 0.0245228-0.00463821j 
0.00480645-0.00241008j -0.000630412+0.0182584j 0.000291904+0.00602568j -0.00493298+0.0296228j 0.00429025-0.0833242j -0.00488571-0.00806707j -0.00343265+0.0849578j 0.00146138-0.0395605j -0.00356056+0.0187494j -0.00484637-0.0324715j -0.00151556-0.00639714j -0.00400599-0.0489571j -0.0213722+0.0461525j -0.00610761+0.107652j 0.000643794-0.0341083j 0.00945906-0.0330707j 0.00082475-0.0526503j 0.00585748+0.03158j -0.00539117-0.0704054j 0.0038976-0.11152j 0.00218204-0.0327868j 0.00559647+0.297837j -0.000227038+0.203199j 0.000268576+0.0656323j 0.00336921+0.0817566j -0.00534544+0.441526j -0.00358554+0.378426j -0.00269252-0.0419447j -0.0036291+0.300356j 0.00103247+0.0950896j -0.00695279-0.128818j -0.000355488-0.311197j 0.00458481-0.0920517j 0.00143045-0.244484j -0.00727506+0.0305712j 0.00773486-0.11824j -0.00109105+0.0507593j 0.00526159+0.0592517j -0.00322437+0.0554915j -0.00633521-0.0239462j 0.00827083+9.93822e-05j -0.000236544-0.0224466j 0.000751943+0.0398364j -0.00785347+0.0250452j 0.00114277+0.0711587j 0.00713455+0.0132353j -0.00188453+0.0434917j -0.00422006-0.0791546j 0.0106376+0.00292874j 0.00477621+0.0231321j -0.00904297+0.0629514j -0.0150871+0.00197705j 0.000794998+0.0340126j 0.00487453-0.00681211j -0.00542887-0.00774271j 0.00872315+0.00546324j -0.00616734+0.0141315j -0.0162575+0.0508722j -0.0433005-0.0269291j 0.0145796+0.0522064j -0.0237183+0.0386265j -0.010476-0.0203153j -0.0257643-0.0914111j 0.0282532+0.0867469j -0.00827846+0.0336335j -0.0146587+0.0466093j 0.0469299+0.0289338j 0.0212627-0.0841827j 0.0511132+0.0103796j -0.0253652+0.000189652j 0.0658887+0.0416301j 0.00340628-0.045702j 0.0458593+0.0439664j 0.0534678-0.0110492j 0.019416-0.00449237j -0.0392824+0.0460725j -0.00928355+0.0245713j 0.0377933-0.0729388j 0.0242448+0.0373514j 0.0188187+0.0175342j 0.0228495-0.0186564j 0.032259+0.0178846j 0.0598491-0.0176231j -0.00106394-0.00942975j -0.00807661+0.0112567j 0.0194219+0.0101j 0.00553401+0.0100464j 0.0275982-0.00631313j -0.0295904-0.0214148j -0.0159519-0.00722753j -0.0121975+0.0120078j -0.0105185-0.0138937j 0.0187825+0.0451942j -0.00363922+0.0241815j -0.0120611+0.00549024j -0.0230334+0.00858319j 0.00729605-0.0112476j 
0.00313668+0.0345567j -0.00557538+0.00943861j -0.00246425+0.000588631j -0.00298826+0.00878097j -0.0125602-0.0115481j 0.00791169-0.0223856j -0.00296232+0.00857404j 0.0123433+0.0747552j -0.0066993+0.0512829j -0.000527729-0.136636j -0.00487191+0.0533726j -0.0147131-0.0532218j 0.0209142-0.0330206j 0.0069532+0.0432638j 0.0144431-0.0539639j -0.00586728-0.0472796j -0.00278917-0.052786j 0.00555806+0.113924j -0.00808464-0.153068j 0.00784223-0.281521j 0.00512845-0.227938j -0.00400378-0.115795j -0.00201941+0.203106j 0.00141921-0.079177j 0.00510389+0.104692j -0.0029333-0.0515074j -0.00168041-0.189244j -0.00324678+0.542414j -0.00219954+0.167574j -0.000872547+0.329897j -0.00477135+0.233342j 0.00120779+0.138252j -0.00186087-0.0275476j -0.00439648+0.0529312j -0.00777881-0.0416447j 0.00628786+0.0105929j 0.00115521+0.0193858j 0.00893208+0.0208559j 0.00440832-0.0708064j -0.0124558-0.0540661j 0.00785457-0.0414915j -5.80009e-06-0.122196j -0.00299797+0.0525153j -0.00459287+0.0297553j -0.0076678+0.0209557j 0.0130447+0.00129511j -0.00251091+0.0844122j -0.00270225+0.000518107j 0.00674033+0.0491492j 0.00288854-0.0423364j -0.0142241+0.032424j -0.0107385+0.0158773j 0.00188776+0.00896308j -0.0177002-0.0473242j -0.00314884-0.0534445j -0.019306-0.0312593j -0.022981-0.0641194j 0.0354589-0.0202452j 0.00280283-0.0760245j -0.010838-0.115405j -0.0064953+0.0470522j 0.0218939-0.0251865j -0.0256889-0.0218648j 0.037022+0.0964614j -0.0171811+0.0207305j -0.044634+0.016853j -0.0306136+0.00671007j 0.00238677-0.0875443j 0.0102675-0.0421715j 0.0186257-0.00856003j -0.031851+0.0309535j -0.0540941-0.0246577j -0.0337466-0.0251494j 0.022033+0.0129078j 0.0132124+4.19483e-05j -0.0520467+0.000698539j 0.103645+0.00184572j -0.000521699-0.0225873j 0.0402608-0.00870493j -0.0464457-0.00959695j 0.0849815-0.0303461j -0.0125725+0.0240211j -0.0151558-0.00499133j 0.01729-0.00897873j -0.012101-0.0157642j 0.0235625+0.0224303j -0.0112022+0.00661958j -0.000432518-0.00169346j -0.0141706-0.0172172j -0.00775558-0.0240715j 0.00804662+0.00376748j -0.00716613-0.00515646j 0.0170605+0.024916j -0.00461744-0.018356j -0.00348758+0.012043j -0.012075+0.0126538j -0.000496545-0.0119391j 
0.000659691-0.00355521j -0.00103907-0.0177765j -0.0014134+0.00529321j 0.00255894+0.0380364j -0.00632533-0.0479638j -0.000541247+0.00258991j 0.00139157+0.037113j -0.00425311-0.0399763j -0.00840049-0.0238989j 0.0152155+0.0294169j -0.00636973+0.0299331j 0.0210576-0.0772409j 0.000121553-0.0208924j 0.00348603+0.0067662j -0.00522901-0.0127461j -0.000290655-0.0262392j -0.00336884-0.0212287j -0.000660311+0.0338847j -0.00307595-0.0666736j 0.00246768-0.0137943j 0.00267484-0.0774334j -0.00270313-0.105338j -0.000157894-0.173914j 0.000833545-0.537505j 0.00226745+0.0972341j 0.000390838+0.388116j -0.000906794+0.133575j -0.000189368+0.124309j -0.000203728-0.174302j 0.00165141-0.216504j -0.00145311-0.271395j -0.00266536+0.435453j -1.22955e-05+0.0221428j 0.0029567-0.0528035j -0.000613014-0.0304454j -0.0012841-0.00632287j -0.000250009+0.0137059j 0.00302905+0.0171542j -1.24614e-05+0.00679858j -0.00214608-0.004381j 0.000293188+0.000103566j -0.000802302-0.0500621j -0.000155074+0.0287887j -0.00448832-0.000912039j -0.00192878-0.0583501j 0.00730366-0.0374786j -0.000117193-0.00587536j 0.00376778+0.0433853j -0.00180838-0.0368184j 0.00210998+0.042337j 0.0077907+0.0941057j 0.00380629-0.0360194j 0.00934899+0.0802903j -0.00841646+0.0242481j -0.0158239+0.0192213j -0.0326322+0.00264249j 0.00125822+0.0313864j -0.00877706+0.0279064j 0.00335342-0.0596112j -0.0310622-0.0349276j -0.00454646+0.00857721j -0.0213772-0.00675977j -0.0427404+0.0102352j -0.00436093+0.0441758j -0.0256069+0.0170566j 0.0345741+0.0591217j 0.0335986+0.0272031j 0.037147-0.0160342j 0.0319871+0.0463752j -0.0388514+0.0217795j 0.0251683-0.0231889j 0.0110133-0.00717928j -0.0202695+0.0147188j 0.0160539-0.014381j -0.0175325+0.00926535j 0.0275059+0.0298691j -0.0425829+0.0284955j 0.0418747+0.0167845j 0.0246035-0.0203448j -0.0545933+0.000852689j -0.0247295-0.00087288j -0.00743628+0.00159838j -0.0210736+0.00716117j 0.0396605-0.0162816j 0.00881146+0.00535003j 0.00377414+0.00741156j -0.000166452-0.00141309j 0.020204-0.00121545j 0.00658727+0.0109843j 0.00232355-0.0251238j 0.000687677+0.00244743j 0.00153466+0.0102118j 0.00845022+0.0181935j -0.00111832+0.00527838j -0.00206338-0.00278185j -0.00792746+0.00619859j -0.00306838-0.00523055j 
0.00816545-0.0255585j -0.000234303+0.0658089j -1.39032e-05-0.0555528j -0.00395356-0.0571009j -3.40326e-06+0.0375651j 0.0018848-0.0185794j -0.00178301+0.159255j -0.000807353-0.00849976j 0.000217481-0.0855193j -0.00257084-0.00827028j 0.0136751-0.0664835j 0.0152405-0.110404j -0.00437172-0.0234708j -0.00564402+0.0528514j 0.0116717+0.0262388j 0.00956982+0.0416409j 0.01421+0.00193552j 0.00451583+0.0211497j -0.00188531+0.0273689j 0.00410818+0.101221j 0.00285647-0.220308j -0.00102882-0.458813j -0.0012024+0.123146j 0.00228136+0.222904j -0.000247849-0.194079j -0.0013106+0.163874j -0.00148568+0.0417091j 0.000279517-0.230192j -0.00188904-0.30109j 0.00167334+0.339842j -0.00653948+0.00153974j -0.00245401+0.100206j 0.0037783-0.110237j 0.00328878-0.146407j -0.00344133-0.0893682j 0.00325038-0.0152832j 0.00367194+0.0319676j -0.00329195+0.0435433j -0.00522987+0.128257j 0.00427283+0.0294996j 0.00614067-0.00682816j 0.00100419+0.018303j 0.00233518+0.0157079j 0.0135988-0.0327473j -0.00541244-0.081626j 0.00192024-0.0291015j 0.00997614+0.127357j -0.00226223+0.117042j -0.0284033+0.058045j -0.0056229-0.10194j 0.000295935+0.0381625j 0.0154266+0.0197409j 0.0244838-0.0487427j -0.041634-0.107856j 0.00240788-1.94223e-05j -0.00767891+0.0511849j 0.000388114+0.106531j 0.0528306+0.074941j 0.00982851-0.0565471j 0.0252103+0.0841499j 0.0368785+0.0273606j 0.0402303-0.050114j 0.0300808-0.0634133j 0.0768918-0.0147987j 0.0042656-0.0105721j 0.0155635+0.0366261j 0.0256418+0.037367j 0.0281472-0.0393364j 0.0218329-0.00699183j -0.0069769-0.0150687j 0.08898-0.0399233j 0.0317222+0.00369667j 0.0078739+0.0243526j -0.000497063-0.024648j -0.000760582-0.019727j -0.0395591+0.00208053j -0.0141017-0.00893955j 0.0151843-0.0212906j 0.00294877-0.0282381j -0.0334679-0.0257791j 0.00376707-0.00349067j 0.0340405-0.0213805j 0.00374816+0.0310382j 0.0279685+0.00140711j 0.0337169-0.0172963j 0.0212051+0.0366318j -0.0277757-0.0173012j -0.00239172-0.0244694j -0.00584297-0.0226603j -0.0181382+0.0140709j 0.00285654-0.0122889j -0.000642425-0.0342276j 0.00301402+0.00428354j -0.0101063+0.0107049j -0.00530807-0.050328j 0.00403913-0.0115845j 0.0194177+0.0076506j 
0.010834+0.0178002j -0.000492698+0.0837377j 0.00790936+0.0808586j -0.0105879-0.0606049j 0.000913244+0.12177j -0.0124227-0.127692j -0.014654+0.0502838j -0.00429393+0.0186032j -0.0090088+0.0708224j -4.41448e-05-0.110506j -0.0106583-0.0770044j -0.00800914+0.0107108j 0.0038107+0.0196623j -0.0114362+0.00329554j 0.0125943+0.0617917j -0.00443663+0.0393456j 0.0174841+0.0629288j 0.0103894-0.138867j 0.0079301+0.0125501j -0.00369963+0.327149j 0.00255836+0.256021j -0.00437979-0.107324j -0.00380116+0.458215j -0.000121723-0.306544j -0.00262772+0.0178849j 0.00202886+0.0293771j 0.00096111-0.13563j 0.000397685+0.0506529j 0.00172628+0.183666j 0.00177354-0.0361872j -0.00494768-0.18616j 0.000327077-0.0399866j 0.00607719-0.146822j -0.00310894+0.159606j -0.00472873+0.102483j 0.00463402-0.067557j 0.00643377+0.0307677j -0.00571301+0.000167445j -0.012242+0.0807327j 0.00650995+0.0185103j 0.0118509+0.00885312j 0.00104799+0.0767382j 0.00122494-0.137238j 0.0141503-0.0501151j -0.00152376-0.0583603j 8.33356e-05+0.0891942j 0.0158808+0.00147982j -0.0193979+0.0201946j 0.00870531+0.122918j -0.0355663-0.285984j -0.0168104+0.0954247j 0.0170817-0.0261274j 0.0229555-0.0345552j 0.0138248-0.0205807j -0.0597572+0.0158422j 0.0143039-0.029229j -0.00290227-0.0239529j 0.00800288-0.0264857j 0.00459359+0.0437552j 0.0209061+0.00104553j -0.0173671+0.000892437j -0.0444177+0.0230532j 0.00935272-0.00540661j 0.0730666-0.00940079j -0.0282611-0.00276633j -0.0486622-0.0226813j -0.0479919-0.0165945j 0.00303349-0.00636791j -0.0152523-0.0190193j 0.0303081-0.00582285j -0.0358293+0.0256917j 0.0410129-0.0128872j 0.0430556-0.0213868j -0.0283271+0.0197406j 0.0325606-0.00402095j 0.0264252-0.00252551j 0.0319514-0.0202007j -0.00282956+0.0154239j 0.0469281+0.00457586j -0.00407024+0.0144299j 0.0116523-0.0206019j 0.0247798-0.0342922j 0.0301168-0.008215j -0.0111472-0.0111723j 0.0113387+0.00451351j 0.022264+0.0303663j -0.00938341-0.027687j -0.021305-0.0122184j -0.00752102-0.0426193j -0.0206279+0.0263498j 0.00246076-0.0562166j 0.00222194-0.0166328j -0.0121474-0.0373409j -0.00728258+0.00998558j -0.00347681-0.013404j 0.0178905-0.00878324j 0.007829+0.026221j 
-0.000424679+0.000322563j 0.00138428-0.0136434j 0.00149357+0.0329355j -0.00275485+0.0226018j -0.000850509-0.0076019j -0.00799362-0.069655j -0.00919543+0.009087j 0.015127+0.0228094j 0.0194251+0.0570893j -0.00450429+0.0516925j -0.010562-0.00958246j 0.00464815+0.0247285j 0.0146158-0.00457897j 0.00589504-0.00992606j -0.00262693+0.00128977j -0.00187535-0.00203612j -0.00137784+0.0055077j 0.00321483-0.0277814j 0.00147061-0.0131872j -0.00266389+0.0599982j -4.47561e-05+0.0680246j -0.0042129+0.325117j -0.00130707+0.292689j 0.00122244+0.437203j -0.000273046-0.11779j 0.00244494+0.287643j -0.00015375-0.0898343j 3.57501e-05+0.301011j 0.000440544-0.426249j -0.000580761-0.158413j 0.00252689-0.052937j -0.000268853+0.201118j -0.00127536+0.0747214j -0.00162802+0.103933j 0.000455007+0.0358004j -0.000570197-0.0116569j -0.000771428+0.00616503j -0.00117651-0.00742372j -0.000295003-0.0143765j 0.000734886-0.0107638j -0.00174961-0.000928769j -0.00110246+0.0145101j -0.000667627-0.0379328j -0.00196207-0.00139154j 0.00252537+0.0475658j 0.0098929+0.0726994j -0.000856505-0.0139595j -0.00139291-0.143561j 0.0119214+0.0382671j -0.00912973-0.0420443j -0.0253064-0.100513j -0.00972894+0.0290145j 0.0113821-0.0644511j 0.0277921+0.0266342j -0.00546924+0.0430279j 0.0378661-0.0239641j 0.00493274+0.00394278j -0.0112731+0.0813658j -0.0524333-0.0105441j 0.0264639-0.0398152j -0.00992753+0.0227818j 0.0125457-0.0337258j 0.0061125+0.0273111j 0.0136751-0.0033043j -0.00281153-0.00726095j 0.00632519+0.0100376j 0.00645483+0.0240092j 0.0292619+0.00041225j -0.001633+0.0213479j -0.0195898+0.0172465j -0.0360624-0.0174905j 0.0178255+0.000657981j -0.0665677-0.00340195j -0.0107362+0.00718365j 0.0187604+0.00856186j 0.0499559+0.00958152j -0.00679759+0.0137228j -0.0157165+0.0266196j 0.0215567-0.00497316j -0.00832659+0.0129844j 0.000456273-0.0053276j 0.000214416+0.000899424j -0.00178608-0.00931146j -0.0132108-0.00611633j -0.0074243+0.0165253j -0.00137208-0.00868948j 0.00918378-0.00169364j 0.00233206+0.00649465j -0.0030047-0.000423763j 0.0013353+0.0101867j -0.00159481-0.00710227j 0.000699736+0.00670189j -0.00458818-0.00487026j 0.00103001+0.0118493j -0.00119622+0.0136633j -0.000582134-0.000641457j -0.0026612+0.000612754j 
0.0101358+0.0302876j -0.00923207+0.0339534j 0.00205504+0.160789j 0.00106351+0.0962171j -0.00345845+0.144285j 0.00966528-0.0346221j 0.000449365-0.00799042j 0.00715665-0.197981j -0.00159056-0.0334474j 0.0119051-0.0641054j 0.0162289-0.0127292j 0.0189446-0.00597963j -0.00427721+0.00151489j -0.00225714-0.0732905j 0.00474077+0.0246172j -0.0191467-0.0859341j 0.0123178+0.0111553j 0.00160717+0.100602j 0.00602399-0.415066j -0.00138229-0.157349j -0.00190062+0.336273j -0.000972221-0.208745j -0.00351821-0.162053j 0.00129447+0.229843j -0.00617105+0.144702j 0.00159727+0.174195j 0.000515568+0.00173735j 0.00498747-0.0292857j -0.00109187+0.0283717j 0.0038533-0.0470076j -0.00687814+0.0969054j -0.000885514-0.0215346j 0.00716723-0.179853j 0.00427617+0.0136894j -0.00158384+0.110321j -0.00694948+0.0326021j 0.00556031+0.116774j 0.00479081-0.110473j -0.00929988+0.020816j -0.00668756-0.161224j 0.016337+0.041988j 0.00689739-0.199877j -0.00397833-0.00576653j 0.0239234-0.00945505j -0.0184327-0.210205j 0.0242654-0.0518533j -0.00655662-0.27586j 0.00556798+0.0495192j 0.0169215+0.00949422j -0.0224298-0.0811479j 0.00484881-0.0652966j -0.0309056-0.00730808j 0.00154426-0.0469676j 0.0301424+0.0290351j -0.0620794+0.055169j 0.0155627+0.00702535j 0.0538381+0.0950903j -0.040838-0.026611j 0.0266701+0.0266672j 0.00242259-0.0123288j 0.0690496-0.0188885j -0.0227379+0.0225671j -0.0183954-0.00527394j -0.0238395+0.0382325j 0.0382222+0.00682126j -0.0193303+0.00496672j 0.00729995-0.00494612j -0.0245057-0.00367408j -0.0151883-0.00477516j -0.0137823-0.000284634j 0.0228694+0.0105889j 0.081453-0.0132555j 0.0325071-0.0134377j -0.0232049+0.0118428j 0.00183481+0.0052244j -0.011843-0.0159116j 0.0476544-0.0172063j 0.0056275+0.0196072j 0.0122697+0.00942821j -0.0182431+0.0186023j -0.0172839-0.034169j -0.00516213-0.00311136j -0.0163169-0.0185324j 0.0162405-0.0215993j 0.0435855+0.000139387j 0.026767+0.0272115j -0.0283593-0.0149298j -0.0121052-0.00637555j 0.00941058+0.0149038j -0.0051166-0.0352271j 0.00519852-0.0463814j 0.0059889+0.0193214j -0.00102406-0.0127515j -0.00469756-0.029485j 0.00185444-0.00688155j 0.00706168+0.0205311j -0.0111022+0.0138735j 
-0.00114695+0.118361j -0.0059124+0.0819787j 0.00596843-0.0665327j -0.00213488-0.172371j 0.00194879-0.106948j -0.00496738+0.107726j -0.00981199-0.0954672j 0.00674608-0.0187334j -0.000398759-0.116577j 0.0071052-0.0820049j 0.000742541-0.0460872j 0.00227218-0.0647574j 0.0129355-0.0167558j -0.011414+0.0332414j 0.0105279-0.00205711j 0.00568787+0.0217811j 0.00331176+0.00982637j -0.00066974-0.166855j -0.00698946+0.247175j 0.00407608-0.114276j 0.00406551+0.266447j 0.00481668+0.129863j -0.000132567-0.128851j -0.000535657+0.0209274j 0.00232241+0.2782j -0.0039123+0.275436j -0.00546863-0.31737j -0.00246466-0.0847648j -0.00587929+0.00605384j 0.000828814+0.186136j -0.00332805+0.150593j 0.00112842+0.137127j -0.0034495-0.0544968j -0.00559151-0.123895j -0.0106064+0.141632j 0.0129031-0.0060216j -0.00273863-0.0926729j 0.0129141+0.0112303j 0.00116512-0.0292202j -0.0162608+0.0737503j 0.00892626+0.023584j 0.00674451+0.15759j 0.00295441-0.0852682j -0.0279951+0.0579532j 0.0159399+0.251988j -0.081911-0.0427269j 0.0086772-0.0258652j -0.00413715+0.204377j 0.0402255+0.00151111j 0.0287233-0.0349147j 0.0554149-0.00117748j 0.0349899-0.0272033j -0.0510336+0.0426963j -0.0176971+0.0192565j 0.0313552+0.0495226j 0.00228963+0.0036695j -0.0119725+0.120101j 0.0388608-0.0265431j 0.0406947-0.0104101j -0.0216446-0.0433339j 0.0238386-0.0239149j 0.0434491+0.0195205j -0.0206902-0.0304582j 0.0609051+0.0172393j 0.0403173+0.0348287j -0.038817+0.0376537j -0.000207337-0.0227126j -0.0112677+0.000259086j 0.0307204-0.00687566j -0.0328559-0.0164606j -0.001031-0.0067232j 0.0132987+0.0117043j 0.0172355+0.0180752j 0.00818021-0.0415977j -0.0226177-0.00326629j -0.013534-0.0401167j 0.00210067-0.012888j 0.0206399-0.0261165j 0.019557-0.00960948j -0.0121353-0.0598537j 0.00632428+0.0305169j 0.0146334+0.0151888j -0.00200207+0.0382733j 0.00347351+0.0299236j -0.00788621-0.0521615j -0.00348555-0.00523643j -0.0204002+0.0423816j -0.0468586-0.0136221j 0.00129663-0.0421581j -0.0072666+0.00467689j 0.00583898+0.0251401j -0.0193429-0.0379484j 0.0189531-0.0103767j 0.0031427-0.0744313j 0.0118622+0.0105666j 0.00876673+0.0148009j 0.0034216-0.000522789j 
