-0.02065+0.00412459j 0.0689939+0.10349j 0.0155173-0.0879698j -0.00409604+0.0288532j 0.0152428-0.0192838j -0.0223017+0.0437331j -0.0140373-0.00412672j -0.0551247+0.0354432j -0.0105078-0.0175538j -0.0151903+0.0112698j 0.0109327+0.00588557j -0.00434087+0.014136j -0.0114088+0.00681066j -0.00533979-0.00825107j -0.00191024-0.0312056j -0.00340497+0.0125395j -0.0553666-0.00204948j 0.0103977-0.0616967j 0.0470393+0.000528171j -0.0466279+0.00840916j 0.0212446-0.0435156j -0.00672921+0.0063563j -0.0183748+0.00134595j 0.0297045-0.0223749j 0.0549253+0.0599817j 0.048455-0.0349909j 0.0144141+0.0475978j -0.0131698+0.0190708j -0.0478103-0.0425489j 0.0363551+0.04014j -0.00892675-0.0695309j 0.0217015-0.00781361j 0.00644258-0.032725j -0.0205666+0.0472343j -0.0232337+0.0276424j 0.00409791+0.0083986j 0.0229611-0.0348106j -0.00873969-0.0148801j -0.00319565-0.00528743j 0.0321394-0.0132981j 0.0355902-0.0241568j -0.00641041+0.00622509j -0.00722972-0.0209624j 0.0314061+0.0141965j -0.05897-0.0159413j -0.00995548+0.013745j -0.0125394-0.00953602j -0.0185007+0.0036679j -0.015505-0.00253327j -0.0159585-0.0161032j -0.0412208-0.0267912j -0.0145551+0.00428672j -0.0127519-0.00329034j -0.0437324-0.0297917j 0.0455188+0.020309j 0.0295523+0.0244576j -0.0584303-0.0254881j 0.00750585-0.00134033j -0.0766516-0.0216389j -0.0391581+0.0328432j -0.0122687+0.0486759j -0.016204+0.157119j 0.0428966-0.0308636j -0.154066+0.0258654j 0.0474246+0.0761346j 0.0760062+0.0668149j -0.0961299+0.0143348j -0.0162504-0.0124415j -0.00407888-0.0532705j 0.131178+0.0381764j -0.0180602-0.0563807j -0.146143-0.12218j 
-0.003849+0.0046921j 0.0366771-0.0149355j -0.00275233-0.00953468j -0.0160553+0.00740381j -0.00167298-0.0254875j -0.00842081+0.00344756j -0.0063463-0.0106244j -0.0251812-0.00508994j -0.0100832-0.00864484j 0.00225149+0.00318292j 0.00884009+0.0127501j 0.0053357-0.00406523j 0.000803586+0.0152022j -0.00478625+0.00280831j 0.00247712+7.93974e-05j 0.00557743-0.00383389j -0.0054841-0.0040242j 0.0120953-0.00730755j 0.000799259+0.00252005j 0.0110557+0.00557165j 0.0113345-0.00711926j -0.0044705+0.0044938j 0.00594706-0.0104916j 0.00548907+0.00394615j -0.00492987-0.00413166j 0.00292793+0.000974077j 0.00615795-0.00293268j -0.00457019+0.00035588j -0.000548548-0.00761384j -0.0179364+0.00913076j 0.00868221-0.000411236j 0.00436325-0.021454j 0.0129707+0.0242476j 0.000897928-0.0241292j -0.00991915+0.00151902j -0.0144417-0.00237567j 0.0326102-0.0280442j -0.0323221-0.0291564j -0.000755912-0.00870887j 0.022639-0.00368832j 0.00808176+0.00601606j -0.0106714-0.027978j -0.0293195-0.00219328j 0.0234469+0.015731j -0.00854705-0.0287643j 0.031714-0.0172448j -0.0328523-0.016367j 0.0188738-0.00924103j 0.0274815-0.00347341j 0.0118477+0.0151972j -0.0422646-0.00935459j 0.0182765-0.00948841j 0.0294014-0.0164368j 0.048623-0.0163191j -0.0294332+0.0307855j 0.027906-0.00659476j -0.0406894+0.069461j -0.0278883+0.0320479j 0.0168994+0.0417758j -0.00109083-0.0581512j 0.0127641+0.0758558j -0.0160288+0.0135509j 0.00596187-0.0338601j -0.00762292+0.00853835j -0.048159+0.00520093j 0.0121758-0.00819887j -0.00719604-0.0150376j -0.00281506-0.00718203j -0.00242038-0.0108272j 0.0014741+0.0211554j 0.0142424+0.00332275j -0.0178027+0.0257173j 
-0.0163619-0.0235161j -0.0079366-0.0174232j 0.00269256-0.0160857j -0.00956446+0.020533j 0.00326345-0.0107142j -0.00121194-0.00360554j 0.0116008-0.00314805j -0.000419803+0.00908648j 0.0127516+0.00451738j -0.0179761-0.0162305j -0.00403478-0.0172107j -0.0152929+0.00144195j -0.0173945+0.00352923j 0.0155205+0.00353341j -0.00816385-0.00399673j 0.0035893-0.00571847j 0.00592074+0.00157926j 0.00295109-0.0108062j -0.00686456+0.00404317j -0.00528188-0.00918484j 0.0063145+0.00889346j -0.0101701-0.00936245j 0.0177259+0.000976129j 0.0165197-0.00580621j -0.00448171+0.00491396j 0.00236749-0.00427267j -0.0125435+0.00753582j 0.0104046+0.00435509j -0.00102713+0.00365862j 0.0193827+0.010073j -0.0189191-0.0024345j 0.00530549-0.00960438j -0.00336729+0.0283785j -0.0133514-0.00625658j -0.013556+0.00655738j 0.0114817-0.0216289j -0.00606986-0.031347j -0.0153082+0.00775869j 0.0035963+0.0219959j -0.012958+0.0142023j -0.00292528-0.0303654j -0.00203429-0.00515644j -0.00214042-0.0126768j -0.0103574-0.00158609j -0.00993275-0.0111813j 0.0121497+0.0198959j 0.00328299-0.0240952j 0.0211367-0.00944283j -0.0220932+0.00588524j -0.009004+0.0178614j 0.00727571+0.0440714j 0.0245701-0.00106304j 0.0140297-0.0330649j 0.0146181-9.97983e-05j 0.0113423+0.00491439j -0.00150024+0.00941903j -0.0161559-0.00132791j 0.0129982-0.00316818j 0.0152432+0.0101807j 0.00999003-0.0121143j -0.0012057-0.00738276j 0.0174625+0.00436467j 0.0127878-0.0401226j -0.00885971+0.00318345j -0.00202088-0.0204637j 0.0325328-0.0120274j 0.00608035+0.00503914j 0.00803742-0.00602416j -0.0128398-0.0196296j -0.00400619+0.00379297j -0.0170255+0.0194761j -0.0278287+0.00633944j 
0.0172411+0.0117821j -0.007053+0.00261829j -0.00313674+0.0314828j 0.00991898-0.00823541j -0.00694449-0.0140118j -0.00422013+0.0138022j 0.0157629+0.00324611j -0.0122205+0.0157946j 0.00655008-0.00300106j -0.0011848-0.00408568j 0.00597721+0.00591101j -0.00993007+0.000533882j 0.000690982+0.0113429j 0.0218882+0.00582624j -0.00430001-0.0080259j -0.0019359+0.00821517j 0.0027679-0.00161847j 0.00265847-0.00661845j 0.00984391+0.0137773j -0.00384112-0.0097892j -0.0066586+0.0118103j -0.0248237-0.00376295j 0.0182686-0.0131281j -1.88835e-05-0.00320914j -0.00297233-0.000567855j -0.00705994-0.0031092j 0.0194012-0.0109015j -0.0109088+0.00755689j 0.00225422+0.0116586j 0.0156502-0.0242138j 0.009024-0.0242969j -0.0100307-0.00609363j -0.00938383+0.00733361j -0.0151798-0.000202061j 0.00759044+0.00630136j 0.0134868+0.0181603j 0.0364971-0.00408273j 0.0162471-0.00375036j -0.008574+0.00179839j 0.0163592-0.00521224j 0.0347986+0.00849284j 0.0101085+0.00176888j -0.00500937-0.0367143j 0.0161537+0.0182246j 0.0124135+0.0206499j -0.0217793-0.0179686j -0.00150325+0.059013j 0.00575728+0.0237707j 0.043203-0.00337617j 0.0131765-0.0210238j -0.0130706-0.0467277j -0.00137645-0.00915822j 0.0234665+0.0259544j -0.00926357+0.0105261j -0.0154828+0.0224995j -0.0165824-0.0203655j -0.0264319+0.0115236j -0.0398869+0.0239528j 0.00811301-0.000830582j -0.05099-0.0209347j -0.006792+0.0424102j -0.00554378-0.0101292j -0.00517428+0.0503698j -0.00788745-0.0172809j -0.0121662+0.00490274j -0.0271516+0.00307359j 0.00944568+0.00294495j -0.0225747-0.0174484j -0.00387357+0.0404979j 0.0277337-0.00564076j -0.00691476-0.0182951j 0.0238341-0.0224128j 
-0.0130853+0.0309303j 0.00305055+0.000857744j -0.0322942+0.0349011j -0.01947-0.0177358j -0.0146234-0.0224302j -0.0106213-0.0110524j -0.00661588+0.000840273j -0.00222514+0.00860807j -0.0140063+0.00166833j -0.00894066+0.0113672j -0.00411274+0.00476571j 0.0158219+0.0122757j -0.0074573+0.0186328j 0.0229999+0.0044519j -0.0237555-0.00404775j -0.00046072-0.0089053j 0.0119105-0.00254978j 0.0083542+0.00155516j 0.00541817-0.00130452j -0.0078002-0.00720588j -0.00439622+1.23606e-05j 0.00542086-0.0120223j 0.0125896-0.0047049j 0.00997869+0.00787573j -0.00616398+0.00278876j -0.00420525-0.00418887j 0.01393+0.00499345j -0.0130021+0.00121546j 0.00370213-0.0149574j -0.012471-0.0150534j -0.0155956+0.00633856j -0.00157356+0.0137522j -0.00728403-0.025443j 0.0115363+1.03071e-05j 0.00210672-0.0113461j -0.0226143-0.0254533j -0.0370069+0.0164542j -0.0153651+0.0258838j 0.00418003-0.00606334j -0.00436878+0.0207155j -0.0337501+0.00623698j -0.00734591+0.0032316j 0.00458892+0.02568j -0.0231217+0.0109042j 0.00767479+0.000949939j -0.0157482+0.0126034j -0.00510384-0.0311268j -0.0107985-0.0178637j -0.031952-0.0149732j -0.000708733+0.000475458j 0.0105366+0.017087j -0.0187842+0.0181192j -0.0143369-0.00698887j 0.00542156+0.000665567j 0.0162854-0.0196045j -0.0149725+0.00074641j 0.0428763-0.0240263j 0.0298379-0.0219901j -0.0245366-0.0138898j 0.0300489+0.0350743j 0.0156337-0.03922j 0.00598716+0.00554361j -0.0178177+0.000537279j 0.00119026+0.0173717j 0.0399484+0.0107733j 0.00947369-0.00439014j -0.0101298+0.0116222j 0.00160897+0.0451694j 0.027999-0.0374509j -0.0296742-0.0315484j 0.0030997+0.0156755j -0.00765444+0.0128944j 
0.0193864-0.00923506j -0.0217504-0.0338695j -0.00861841-0.030967j -0.00453451-0.00808687j 0.00313857-0.0331933j 0.0284744+0.00154662j 0.00098491-0.0178883j 0.0171024+0.00553184j -0.00866634-0.00638597j -0.0111956-0.0250057j -0.0199726-0.0022464j -0.0115737+0.00991739j 0.000211084+0.00259172j -0.00322874-0.0197671j -0.00473961-0.0114568j 0.0102134+0.00997541j 0.0163215-0.00611579j 0.0178996-0.00559962j 7.96605e-05+0.0164097j 0.00609643+0.00824111j -0.0160186-0.0079575j 0.000376907+0.0200634j -0.0124335-0.00914731j -0.00935911+0.00332925j 7.2899e-05-0.00452492j -0.00112868-0.0212976j 0.00103854-0.0164327j -0.00943184+0.00801585j 0.00753621+0.0117011j 0.0114814+0.0162476j 0.0010232-0.0322747j -0.018131-0.018848j -0.0386764+0.0317532j -0.0198219-0.000223746j -0.00545661+0.0267847j 0.0620004-0.0026396j -0.00376047-0.0438658j 0.0127838+0.00698295j 0.0295898+0.0495006j -0.0108531-0.0292222j 0.0254609-0.0463886j 0.0200166-0.00573255j 0.0186266-0.0294823j -0.0375763+0.0212552j -0.021961-0.00603612j 0.00139787+0.0297646j 0.0197358+0.0108259j 0.0411858-0.0110351j -0.0372822+0.0143586j -0.0193062-0.018033j 0.0337406+0.0312861j 0.0146623-0.0208581j -0.0069034-0.00106887j -0.00232343+0.0384112j 0.0221965-0.0144557j -0.0259138-0.00420367j -0.0306763-0.0316021j 0.0166101-0.0124652j 0.0521775+0.0114229j -0.0201437+0.00176498j -0.0272586-0.00596634j 0.015434-0.0254984j 0.040487-0.00714525j -0.00378357-0.0235256j 0.0060128-0.0373078j 0.00451254+0.00723948j 0.0143355+0.0187827j 0.0142058-0.0371366j -0.0410212-0.00930213j 0.010447+0.0136762j -0.0154802-0.00973938j -0.00138233-0.0212936j 
0.00630678+0.0159473j 0.00306017+0.0177969j -0.005012+0.0208628j 0.00528575-0.00985226j -0.0157041+0.000375788j -0.0262129+0.00181867j -0.00640076-0.00517346j 0.0138694-0.0225595j -0.0127972+0.0147025j 0.00922423+0.00556425j -0.0146688+0.00983656j 0.00354708-0.00454862j 0.00525556+0.0361748j -0.0143831-0.00974656j -0.00198382-0.00224008j 0.000612749-0.00621843j -0.0108908-0.0119932j -0.029697+0.00522015j 0.0158315+0.0158496j 0.0099487+0.0233966j -0.00319035-0.00531172j -0.00545243+0.020773j -0.0124554+0.00139632j -0.0139436-0.0101709j -0.0156371-0.00154377j 0.00814105+0.00277991j -0.0185221+0.00619093j 0.0221808+0.0126488j -0.0147345-0.0116587j -0.0078825-0.0189498j 0.0206287+0.00249987j -0.0144486-0.00644581j 0.00793663-0.0266204j 0.00986149-0.00205949j 0.00208241-0.00273574j -0.0352324+0.0156118j -0.00806053+0.0302844j 0.00362823+0.0209443j -0.00186604-0.00546097j 0.000416241+0.0134685j -0.00908497+0.0316745j -0.0101493+0.00245067j -0.0140585-0.00971148j 0.0160784-0.0103958j 0.0199917+0.0029649j -0.00893772+0.0031048j 0.00207426-0.0227777j -0.00495518+0.0159689j 0.01348-0.00966797j 0.0216586+0.00551456j 0.00372905-0.0156091j -0.00736212+0.0234468j -0.000107882-0.0242141j -0.0261649+0.00772737j -0.0146919-0.0104235j 0.000784651-0.00315026j 0.014563-0.00329146j -0.00191039+0.00800689j -0.0376611-0.0340847j 0.0149073+0.00233608j 0.0147272-0.0128607j 0.00283226+0.0129916j 0.0010158+8.40536e-06j 0.00801649+0.0125871j 0.0193655+0.00936892j 0.00142181-0.00892972j 0.0139894-0.0139534j -0.0123155+0.0157445j 0.0107531+0.0109164j -0.00548768-0.0107725j -0.0106604-0.00654312j 0.0193311-0.00821125j 
-0.0132616+0.00103691j 0.00420429+0.019958j -0.000620587+0.0398369j 0.00625587+0.0165154j -0.0126362+0.0103824j -0.0182014+0.00264017j 0.00117583+0.0242615j -0.0195698+0.0108299j -0.00474714-0.00604715j 0.00121524+0.0102781j 0.00133989+0.00490506j 0.00387743+0.0060871j -0.00496738-0.00925579j -0.00808323-0.00330773j 0.0105309+0.0109897j 0.00431702+0.00875592j 0.00272276-0.00212005j -0.0172518-0.0237222j -0.023585+0.0024457j 0.0104253+0.00369076j 0.00861851+0.0142334j 0.00639189-0.00819293j 0.000679448+0.00303233j 0.0193055+0.00579709j 0.0141848-0.0177604j -0.00265969-0.00416552j -0.0036163-0.0129498j -0.0269196+0.0102093j -0.00369957-0.0160529j -0.0137312-0.0145609j 0.0110313+0.00876297j 0.00339873+0.00749375j 0.0104905+0.00663534j -0.0151461+0.000523185j -0.0034455-1.66204e-05j -0.0313665+0.0105256j 0.016843+0.00260911j 0.00979179+0.0269526j 0.00631387-0.00679011j -0.0253314+0.0309647j 0.0039694+0.0141762j -0.00479173-0.0013768j 0.000180703-0.0464055j 0.0136447-0.00450818j -0.000292419+0.00861117j -0.0249227-0.00292168j 0.00450341-0.0176982j 0.00405108+0.030663j 0.00487561-0.007747j 0.00708462+0.0218247j 0.0137014+0.0192301j 0.0176498+0.00109679j 0.026367-0.0248464j -0.0458552+0.00976968j -0.0282946+0.00011786j -0.0137189+0.00856807j 0.00948712-0.0248853j 0.0170491-0.0189051j 0.0127891-0.00371999j 0.0154107-0.0144325j 0.0114651-0.00270119j 0.0217188+0.0231337j 0.00702063-0.00354158j -0.0118058-0.0230809j 7.20617e-05+0.0107948j 0.0240487-0.0222619j 0.00300176-0.00689929j -0.0129746-0.000120685j 0.0116973+0.0172657j 0.0120053-0.0171494j -0.0248137+0.000179314j 0.00129387-0.0110219j 
0.038909-0.000447324j -0.010714-0.0173736j 0.015013+0.0237712j -0.008319+0.0129415j -0.000495485+0.0076715j -0.0210347-0.00867059j -0.00360156+0.00112802j -0.00854815+0.0146474j 0.00508821+0.00840758j -0.000566246+0.00574325j 0.000531817+0.00893553j 0.00683681+0.00869553j 0.0125325+0.00550957j 0.00924368+0.0117394j -0.00360961+0.00131993j -0.0245351-0.0162646j 5.5474e-05+0.00137017j 0.0141617+0.00874763j 0.0219228-0.000129809j -0.000431575+0.0112309j 0.0109244+0.00704228j -0.0107018+0.00816078j 0.00236639-0.00257898j -0.0146086+0.00481296j -0.00299579-0.0118213j -0.00585436+0.00665178j 0.0055676+0.0181563j -0.00431301+0.00387339j 0.00302775+0.0204137j 0.00611029-0.0105189j 0.0210094+0.00569454j 0.00230993-0.00553545j -0.0106882+0.00493426j -0.0105975-0.000122488j -0.00652933+0.00874349j -0.041444+0.0129956j -0.00167452+0.0146829j 0.0367361+0.0247637j 0.0236883-0.0010612j 0.0506916+0.00367124j -0.0231988+0.019831j 0.00929209+0.0239044j 0.0529865-0.00719505j -0.000234007+0.000243289j -0.00864035-0.00884295j -0.0418244-0.0231665j -0.0379111-0.0102608j -0.037381+0.000247791j -0.00915549-0.0187408j -0.0297051+0.0122693j 0.000365094+0.0128621j -0.0360088-0.00605388j 0.0297764+0.0707026j -0.0136603+0.0258229j 0.0186582-0.00248759j -0.00970012-0.0265083j -0.0374924-0.0312499j 0.0348045-0.0204127j 0.0196106+0.0108827j -0.0239884+0.0262372j 0.0505088+0.015888j 0.0189563+0.0266711j 0.00764887+0.00429414j 0.0120731-0.0355971j -0.0167896-0.00509674j -0.0227573-0.0597696j -0.037374+0.0111657j 0.00858135+0.014139j 0.013904+0.0189841j -0.0017586-0.00500347j 0.0073795-0.00714072j 0.0180467-0.000857556j 
0.00410195-0.00198032j 0.0105231+0.0249609j 0.00609643+0.0129686j 0.0188704+0.00851826j -0.00407425+0.0210615j 0.00233369+0.0166655j -0.00293434+0.011872j -0.00566045-0.00400814j 0.0274907+0.0136911j 0.00403707+0.0135386j -0.00481493+0.00896138j -0.00157049+0.00116408j 0.00194225-0.00937093j 0.00240977-0.00196887j -0.0219068-0.0241089j 0.0115589+0.0200096j -0.0148258-0.000305758j 0.010298+0.000327627j 0.0214875-0.00307771j -0.0108656+0.00370048j -0.018767+0.0118313j -0.0164999-0.00639257j -0.0266293-0.000582866j 0.0141707-0.00668537j -0.00331078+0.00462019j -0.0145183+0.0239402j 0.0182661+0.00306772j 0.00654345+0.0116841j -0.00664613+0.00369496j 0.00315421-0.00830819j 0.0276915-0.00263738j -0.0118494-0.00424467j 0.0133926+0.00913228j -0.0114122-0.00503959j -0.000751019+0.00958627j -0.0402078+0.0261698j 0.0295532+0.0189139j 0.0238932+0.0227731j 0.00949488-0.0074417j -0.00600226+0.0264469j 0.00968916+0.0168756j -0.00626752+0.00754267j -0.00567022-0.0292946j 0.0247592+0.000377656j 0.000470115+0.000282936j -0.00947174-0.00429081j 0.00540834-0.00203472j -0.00409697+0.0253306j 0.0176339-0.0125189j 0.000404095+0.0212058j 0.00679099+0.0153636j 0.0214-0.00548963j 0.0242137-0.0220613j -0.0370881+0.0146961j -0.0219925+0.0171753j -0.00480091+0.0184179j -0.00764394-0.00253148j 0.00345453+0.00134568j 0.0058104+0.00901139j -0.00317545-0.021956j 0.0219621+0.0111345j 0.0160838+0.0238828j 0.00531373-0.000525635j -0.0150286-0.0101386j -0.00971937+0.00674621j 0.0174153-0.0293651j 0.00684355-0.0276113j -0.0166772-0.0111573j 0.00778318+0.0368147j 0.0198904-0.00681158j -0.0221319-0.00589225j 0.00629652-0.0164674j 
-0.00243324-0.016427j -0.0212601-0.0116269j 0.0108764+0.0114272j -0.00195978-0.00762504j 0.0185128+0.0143159j -0.00654475+0.0188948j 0.0117659-0.00752885j 0.00730161+0.0192206j -0.000454356+0.00909974j 0.00974686+0.0149021j 0.00633301+0.00614465j -0.00534725-0.00305575j -0.00102715-0.0190223j 0.015633+0.0081149j 0.0135812+0.00576064j -0.0210608+0.00374278j -0.0110698+0.00790008j -0.00294719+0.0188209j -0.00282697-0.00828738j -0.00388118+0.0188306j -0.000963941+0.00526649j 0.00219646+0.00806124j -0.00592049-0.00011746j 0.0108823-0.0214167j -0.00687493+0.0174851j 0.00974674+0.00597238j -0.00457953-0.00287789j -0.00493089-0.00970707j 0.0288913+0.0011128j 0.0124152-0.0117621j -0.00227496-0.0015907j 0.0108156-0.0168503j -0.01417+0.000313556j 0.0107844+0.00885162j 0.00381733-0.0106276j 0.0182628-0.00734464j -0.0180333-0.0043186j 0.0104378+0.0111768j 0.0132532+0.00155056j -0.00565082-0.00194698j -0.0241315-0.0308828j 0.0203635+0.0045605j 0.0274943+0.00248006j -0.0229938-0.00885868j -0.0213817+0.0121077j -0.00901329+0.00596946j -0.00101263+0.0152179j -0.00330231-0.0147474j 0.00567139+0.0195101j -0.00913429-0.00747683j 0.0158448+0.0237215j 0.019641-0.0270625j -0.00762534+0.0169586j 0.0042856+0.00722363j -0.00164289-0.00497305j -0.0110724+0.012825j -0.00853672-0.0177466j 0.00489034+0.017072j 0.0267795+0.0341339j -0.0148085-0.00982352j 0.000715164+0.0195453j -0.00446571-0.0103421j 0.00265581-0.010788j 0.010176-0.0116961j 0.0037862-0.0195167j -0.000892854-0.0143181j -0.0126521-0.00280158j 0.00294503+0.003703j -0.00242179-0.00350803j -0.0103102-0.0142867j -0.00487624+0.00108022j 0.00655487-0.00545626j 
-0.0183344+0.0200682j 0.0275756+0.0125732j -0.0298056+0.00704411j -0.0114216-0.00830376j -0.00574447-0.00957644j 0.0103971+0.00557379j -0.0056922-0.0109619j -0.0155649+0.010081j 0.00764476-0.00492433j 0.000731061+0.00368772j 0.0250614+0.00392685j -0.0256414+0.00484277j -0.0138945+0.00434855j 0.0119356+0.0012068j 0.010201-0.012587j 0.00735655-0.000277107j -0.0112228+0.00676824j 0.0150684-0.00183004j 0.00419525+0.00770971j -0.000642219+0.00185558j 0.0149343+0.0132488j -0.0207261+0.0149729j 0.00911715-0.00906505j -0.00938325-0.0209403j 0.0133639+0.00976677j 0.00975609+0.0143607j 0.017725+0.0113818j 0.00761333+0.0131485j 0.00613153+0.00215109j 0.0114315-0.000384084j -0.00337551+0.00645846j 0.00992671+0.00389505j 0.0142684-0.00596837j -4.31658e-05-0.00591555j 0.00309328-0.0056211j -0.00896788-0.0159063j 0.00866055+0.00700647j -0.0160605-0.00419277j -0.00533948-0.0168084j -0.0204217+0.0121387j 0.00382616+0.0205172j -0.0186115-0.0177767j -0.0261633+0.00240469j 0.0122554+0.0041295j 0.00389702+5.01897e-05j 0.0177673+0.00702402j 0.0133392-0.0130768j 0.0121011+0.0112947j -0.00737915+0.00111487j 0.00680457-0.00293885j -0.00712441-0.00963031j 0.00392931+0.0113721j -0.00789186-0.0277478j 0.00939725-0.0139899j -0.0171833-5.15137e-05j 0.00117334+0.0115951j 0.0229931+0.0169926j -0.00482635-0.00831977j -0.0206019-0.018572j 0.0211693+0.000966198j -0.000301989-0.0276649j -0.0140677+0.00674648j -0.0158457-0.0158998j -0.0043345+0.028184j 0.0137549+0.00628483j 0.0187283+0.0165107j 0.00740416-0.01359j -0.0089922+0.0104332j 0.0149699-0.0200953j -0.0089158-0.00471024j 0.00446516+0.0100017j -0.0222581+0.0140165j 
0.00195388-0.024337j 0.00370937-0.00340823j 0.0114223-0.0240823j 0.00397387-0.00984525j 0.00426665-0.0069726j -0.000535226-0.00774578j -0.000261126-0.00975043j -0.00412519-0.00697918j 0.00768218-0.0153594j 0.0145841-0.00877971j 0.00104319-0.0139567j -0.010612-0.00361131j -0.0126967-0.010209j -0.00037326+0.000172925j -0.00589316+0.00645388j 0.00685026+0.00348207j -0.000646667-0.00700174j -0.0285001-0.00416072j -0.00165627-0.0150557j -0.0133006+0.0197391j 0.00471313+0.00517559j -0.0105889+0.0137254j -0.0303756-0.00321721j 0.0022992+0.0037502j -0.00409616+0.0135967j -0.00301068+0.0139815j 0.00686456-0.0175706j -0.00172407-0.0203086j 0.00534446-0.0156393j -0.00861455+0.0155509j 0.00332275-0.0199908j -0.00457944-0.00506502j -0.00210762+0.0205595j 0.00105927+0.00955798j -5.93958e-06+0.0154318j 0.0194943-0.00526862j 0.000424915-0.0127909j -0.00283967-0.0295787j -0.0139281+0.0176094j 0.01117-0.0336122j 0.00721215-0.00866202j 0.00683132+0.00210358j -0.00866055-0.00605562j 0.017065+0.00121774j 0.00224381-0.0172672j 0.0229797+0.0161105j 0.00475055-0.00567075j 0.0478451-0.0044782j -0.0279979+0.00268144j -0.0201396-0.0339087j -0.00779002+0.000157589j -0.0107508+0.0237413j 0.0246695+0.0225286j -0.0032639-0.0256124j 0.00662284+0.0169042j 0.0153761-0.0165099j -0.0266059+0.0257456j 0.00669728+0.00189048j 0.0012048+0.00899058j -0.0264821-0.000850172j 0.00899155-0.0183212j 0.00192204-0.00908141j 0.02403-0.0140772j 0.000604704-0.0104098j -0.0105726-0.000402966j -0.0207593+0.00669864j 0.00656892+0.0176513j 0.00853545-0.0265043j -0.0177575-0.0116095j 0.0031081+0.0120948j 0.0153357-0.00875343j -0.00780244+0.00802049j 
-0.0219602+0.000650225j -0.0084512+0.00110108j -0.00990959+0.0197391j -0.00740148+0.00622317j -0.000630811+0.0108501j 0.00702881-0.001041j -0.00608557+0.011917j -0.00409881+0.00152768j 0.00173377+0.0113347j -0.0190766-0.00375797j -0.0177862+0.00302827j -0.00849195+0.0241058j -0.00335265+0.00384066j -0.00823738+0.00740883j -0.020301-0.0294967j 0.0115724+0.00192575j -0.0105128+0.0111547j 0.00398953-0.0130819j 0.0112107+0.0241835j 0.00978603-0.00763897j -0.00578216+0.00729691j 0.00227858+0.00182227j -0.00428912+0.00321117j 0.0227322-0.00768825j 0.00435365-0.004372j 0.00790123-0.00346125j 0.00268316-0.00897414j -0.00885947-0.0138826j 0.00577156+0.00170668j 0.00427167-0.0115825j -0.0130647+0.00890615j -0.0004094+0.00807729j -0.00172693-0.0123692j 0.000462591+0.00624505j 0.00294503-0.0107219j 0.0120565-0.0144926j -0.0134016+0.0194025j -0.00821064+0.0228879j -0.0130693+0.00122269j -0.00488854+0.00103554j -0.0327547-0.00510989j 0.00530901+0.029097j 0.0377835+0.015689j 0.0071645-0.0176412j -0.0153736+0.023226j 0.0122253+0.00525363j 0.0184101-0.00188985j 0.0113248-0.00844188j -0.0218141+0.0460007j 0.00207765-0.0183676j 0.0135961-0.000573755j 0.00403845-0.020798j -0.0201983+0.000221873j 0.00558766-0.0170758j -0.0357809-0.022553j 0.0276715+0.0405678j 0.0147128+0.00604719j -0.0120984+0.0545165j -0.00379919+0.0232993j -0.0179253-0.0382368j 0.015124-0.00454184j 0.0153519-0.00405242j -0.030188+0.00422295j 0.0121399+0.0151783j 0.0217007+0.00247128j -0.00822572+0.0199787j 0.0120992+0.0115768j 0.00543202+0.0196359j 0.00833453-0.0194657j -0.0184893-0.0120028j 0.000164749+0.0143584j -0.00482925+0.00860938j 
0.0109411-0.00869286j 0.022045-0.013248j 0.00866512-0.01063j -0.00321807-0.00201005j -0.000216709-0.00733249j -0.00607167-0.00901153j 0.0162583-0.00322156j -0.0266833-0.0032209j 0.0102113-0.00401637j -0.0111843+0.00284388j -0.00983649+0.0107641j 0.0148741-0.00523786j 0.00341-0.0119938j -0.00384479+0.010155j -0.00535551-0.000149048j 0.00287315+0.000158248j -0.00666278+0.0058157j 0.015798+0.0058216j 0.0147388-0.00887336j 0.00388828+0.00714855j 0.000966691+0.00273937j -0.0144689-0.00286123j 0.0100774+0.0119872j 0.00232694-0.00252824j -0.0142127-0.00155535j -0.00662466-0.00633137j -0.0108021+0.0104474j -0.00165694-0.012803j 0.0116332+0.0101034j 0.00614015+0.00235199j 0.0190572-0.00780313j 0.00606237-0.0201816j 0.00367045+0.0236166j -0.00154111-0.000107484j 0.00196783+0.00564144j 0.00916105-0.00601929j 0.0316851-0.0172585j 0.0040542-0.0306884j 0.00640375-0.0107053j 0.00441275-0.0218296j 0.0244942+0.0126318j -0.00218926-0.0110609j -0.029858+0.00683617j -0.013505+0.00361983j 0.0142164-0.0240813j 0.00111345-0.00432277j -0.00788124+0.0144815j -0.000316792-0.00141137j 0.00411042-0.00354784j -0.0112967-0.0150669j -0.0317668-0.00483033j 0.00106447+0.035062j 0.00148905-0.0054192j 0.0133922-0.00692454j 0.03071+0.0128052j -0.0152182-0.0211975j -0.0190125+0.00531398j -0.00487092-0.0135513j -0.0347913-0.0172925j 0.00780611+0.0392903j -0.0154078-0.0169697j -0.0277808-0.0147402j 0.00885315-0.000382586j -0.0158868+0.00646966j -0.00604597-0.00216277j -0.00173477+0.00532309j -0.00195382-0.0145094j -0.0128059-0.00768783j -0.0061526-0.00146692j -0.00356212+0.0161568j 0.0169627-0.0090727j -0.000399103+0.0110242j 
