-0.02065+0.00412459j 0.0689939+0.10349j 0.0155173-0.0879698j -0.00409604+0.0288532j 0.0152428-0.0192838j -0.0223017+0.0437331j -0.0140373-0.00412672j -0.0551247+0.0354432j -0.0105078-0.0175538j -0.0151903+0.0112698j 0.0109327+0.00588557j -0.00434087+0.014136j -0.0114088+0.00681066j -0.00533979-0.00825107j -0.00191024-0.0312056j -0.00340497+0.0125395j -0.0553666-0.00204948j 0.0103977-0.0616967j 0.0470393+0.000528171j -0.0466279+0.00840916j 0.0212446-0.0435156j -0.00672921+0.0063563j -0.0183748+0.00134595j 0.0297045-0.0223749j 0.0549253+0.0599817j 0.048455-0.0349909j 0.0144141+0.0475978j -0.0131698+0.0190708j -0.0478103-0.0425489j 0.0363551+0.04014j -0.00892675-0.0695309j 0.0217015-0.00781361j 0.00644258-0.032725j -0.0205666+0.0472343j -0.0232337+0.0276424j 0.00409791+0.0083986j 0.0229611-0.0348106j -0.00873969-0.0148801j -0.00319565-0.00528743j 0.0321394-0.0132981j 0.0355902-0.0241568j -0.00641041+0.00622509j -0.00722972-0.0209624j 0.0314061+0.0141965j -0.05897-0.0159413j -0.00995548+0.013745j -0.0125394-0.00953602j -0.0185007+0.0036679j -0.015505-0.00253327j -0.0159585-0.0161032j -0.0412208-0.0267912j -0.0145551+0.00428672j -0.0127519-0.00329034j -0.0437324-0.0297917j 0.0455188+0.020309j 0.0295523+0.0244576j -0.0584303-0.0254881j 0.00750585-0.00134033j -0.0766516-0.0216389j -0.0391581+0.0328432j -0.0122687+0.0486759j -0.016204+0.157119j 0.0428966-0.0308636j -0.154066+0.0258654j 0.0474246+0.0761346j 0.0760062+0.0668149j -0.0961299+0.0143348j -0.0162504-0.0124415j -0.00407888-0.0532705j 0.131178+0.0381764j -0.0180602-0.0563807j -0.146143-0.12218j 
0.0341882+0.00940856j -0.0365174-0.0186578j -0.0318584-0.0683835j 0.0407899-0.0427759j 0.0155875-0.0291016j 0.0499111-0.0316103j 0.0259354-0.0383352j 0.0150331-0.0166532j -0.0177781-0.0431373j 0.0185669+0.00563447j -0.0387105-0.0223999j -0.0029928-0.0510813j 6.32623e-05-0.0108072j -0.00993965-0.013751j 0.0208738+0.000911635j 0.00343862+0.0178473j 0.00270942+0.0229264j -0.00324176+0.0204482j -0.0246914+0.0330914j 0.00711226+0.00239716j -0.0294382+0.0170672j -0.00823925-0.00085829j 0.00301033+0.00517288j -0.0118816-0.00777065j 0.00433374-0.00144127j -0.0151428-0.0187206j 0.00639674-0.00467374j -0.0163464-0.0328466j -0.00250921+0.0109351j 0.0500153+0.0206809j -0.0358106-0.0423296j -0.0433406+0.000759747j 0.00661241+0.00155789j 0.0234272+0.0256338j -0.0323774+0.0140214j 0.0934624-0.0440022j -0.0911449-0.117616j 0.0103478-0.124559j 0.00468055-0.0466323j -0.0495484-0.0111908j 0.0972989-0.05259j -0.0751-0.0809563j -0.130721+0.080807j 0.0053192+0.032551j 0.0940406-0.0361224j -0.0896645-0.0330776j 0.0749244+0.0948403j -0.0647696+0.0356509j 0.0240714-0.167255j 0.13119+0.0726489j 0.10349+0.00318341j 0.0209758+0.139506j -0.00672718-0.10289j -0.0448955+0.192977j 0.0676326-0.0342777j -0.0465668+0.00689265j -0.0187335+0.0316629j -0.0125089+0.00678902j -0.0016158-0.0490455j 0.0753669-0.0391453j 0.0641976-0.0590659j 0.0584277+0.0287081j 0.0682707+0.013025j 0.000164506-0.0880358j 0.00679822+0.00910103j -0.103546+0.00895469j -0.019216+0.00838429j 0.0480539+0.0108949j 0.0123947+0.0018926j -0.00105409-0.0270396j 0.0267111+0.0234386j 0.0180749-0.0226071j 
-0.154081-0.05234j 0.0215725+0.142095j 0.0616421+0.0317482j 0.0674531-0.0149999j -0.0366514-0.00163256j 0.0334318+0.0150411j -0.00589094-0.015682j -0.00267736-0.0316947j 0.0269567-0.00731508j -0.004815+0.0198838j 0.0276647+0.00989381j 0.0160817+0.00302126j -0.0371434+0.0173841j -0.0208224+0.0109413j -0.0104438-0.00140372j 0.0394694-0.00140507j -0.0306004-0.0103491j -0.0129386-0.00354877j -0.00581399+0.00657761j -0.00513104+0.0117379j 0.0094725+0.0197064j 0.00658571-0.0030656j -0.0161356-0.00999659j 0.0281463+0.00651522j -0.00936984-0.0241469j 0.0205122+0.0395332j -0.0195394+0.0384776j 0.0696906+0.0446774j -0.00368222+0.00528032j -0.0682502-0.0388145j 0.0557716+0.0269112j 0.0300451+0.0305499j 0.0514543+0.0204399j -0.128803-0.0236047j 0.0850255-0.0359124j 0.00639966-0.0367525j 0.0736847+0.0781336j -0.0280274-0.0865128j -0.148955-0.168554j -0.0680554+0.00479375j -0.112517-0.0597595j -0.0316852+0.0564254j -0.146012+0.139516j 0.0637662-0.0322211j 0.120583-0.00383771j -0.00313034-0.0402255j 0.1857+0.0334951j -0.0126268+0.168923j 0.0842377-0.0834937j 0.0470043-0.107975j -0.0324413-0.0432492j -0.0700657+0.0282248j -0.239896-0.0305905j -0.112107-0.0103995j -0.0627377+0.03466j -0.0167158+0.159088j -0.0505461+0.0195263j -0.0163881+0.0319733j -0.0176031-0.0380559j 0.0948749+0.0154346j 0.122656+0.0430432j 0.031646-0.0379585j -0.0665462-0.122966j 0.0320796+0.0049897j 0.0536334+0.0471408j -0.0690653-0.0339067j 0.0307303+0.00238875j 0.0322997-0.00580462j -0.0400038+0.0229149j -0.0677724-0.00461893j -0.0123496+0.0213648j -0.0537332+0.0903964j 
0.0417343-0.0994351j -0.0507303-0.000307671j 0.0612408-0.134001j 0.0651623+0.00863982j -0.0001776-0.0690799j -0.015617-0.0174286j 0.0108146-0.0309556j 0.0490469+0.0015445j 0.0187999-0.00624594j 0.00832734-0.0119018j 0.0206768+0.0252736j -0.00577861+0.0229845j -0.00512391-0.0142688j 0.00113945-0.0210926j 0.00735369-0.0141086j 0.00991205+0.00390618j 0.00562245-0.0160932j -0.00554544-0.0161174j 0.00246313-0.00778389j 0.0145126-0.00171734j 0.018843+0.000910956j 0.00286324+0.0059208j -0.0023321+0.017277j 0.00497977-0.00880085j -0.0305611+0.00208305j -0.0182041+0.0269562j 0.0202366-0.00316184j 0.0106328-0.00414127j -0.0365961-0.0143208j 0.0223791+0.0415885j 0.0765465-0.0612552j -0.0267722-0.0773082j -0.0399176+0.097963j -0.0910708+0.0526838j 0.011087+0.110568j -0.109388-0.0802083j 9.92107e-05-0.0498276j 0.196654+0.0408442j -0.0262488+0.027127j 0.0724253-0.110893j -0.0135832+0.0279609j -0.0707825+0.198576j 0.116633+0.0921815j -0.104851-0.0410952j -0.0192995+0.0421011j 0.0334934-0.094217j 0.149083-0.224524j 0.110464+0.0256773j -0.00610458+0.0116087j -0.109937-0.106849j -0.0690889+0.10036j -0.13143-0.0702339j -0.0767999+0.00161112j -0.11245+0.0646261j 0.0127419-0.00938337j 0.0134544-0.0722137j -0.0531082+0.0215633j -0.0454594+0.0461339j -0.0259975-0.0974323j -0.0305272-0.028511j 0.0708555-0.006619j 0.0421419+0.126119j 0.0712936-0.0532615j -0.080407-0.0544706j -0.00285563+0.0167603j 0.0189624+0.00731711j -0.123467+0.0866891j 0.017891-0.07307j 0.0459984+0.00250306j 0.010072+0.000505605j 0.018882-0.0151088j -0.0384677-0.0294249j 
-0.0234254-0.0634327j 0.00901357-0.031848j 0.0793039-0.0151084j 0.0130349+0.127667j -0.0237287-0.052818j 8.52307e-06+0.00834878j 0.0174808-0.0364095j -0.0434059+0.0157749j 0.0114572+0.00697897j 0.00189216+0.0150944j -0.00860943+0.0361053j -0.0147924+0.000966581j -0.00344964-0.0105888j -0.00737597+0.0171763j 0.013535+0.00715381j 0.00273387+0.020038j -0.0177535-0.00903265j 0.0100232-0.00733339j -0.00267287-0.0121301j 0.0102702+0.0145362j 0.0167245-0.0102026j -0.000725843+0.0105107j -0.000990236-0.0109763j 0.0352753+0.00275243j -0.0134195+0.00318655j -0.023521+0.0512559j -0.034706+0.0199961j 0.0222996+0.0333421j -0.0262698+0.0196719j -0.0457648+0.00786079j 0.0425797+0.0518366j 0.0447177-0.0540863j -0.0315152+0.0877343j -0.0940907-0.133349j 0.0381813+0.0699077j -0.0228179-0.0579998j 0.211681-0.0768635j -0.065029+0.0310566j 0.0685359-0.00165421j -0.0601889-0.00670845j -0.0374669+0.00445418j 0.0483734+0.0643241j -0.0609313-0.164707j 0.0698579+0.0682675j 0.0282692-0.177138j -0.11678-0.134993j -0.0681944+0.0463685j -0.0115479+0.00730321j 0.0148388+0.0347743j -0.0627498+0.0443921j -0.0516936-0.0518513j 0.0904652+0.0208593j -0.0162764-0.111784j 0.0505973-0.0135081j 0.0602166-0.00822396j 0.0182014-0.0612226j -0.0848087-0.002105j 0.0272292+0.0494839j 0.0117886+0.010092j 0.0183047-0.018258j 0.0418185-0.000713968j 0.115913-0.0509099j 0.0417371-0.0588216j -0.0538387+0.0210667j 0.000449853-0.0139712j 0.136038-0.109501j 0.0457202+0.0913718j -0.0939989-0.0421214j -0.098819-0.00848747j -0.00653058-0.0147214j 0.00341965-0.0803903j 0.000405133+0.102701j 
0.110864-0.0211986j -0.0549427-0.153733j -0.0140575-0.00654807j -0.0101313-0.0099669j 0.0293165-0.0147755j -0.000510716-0.0674756j 0.00811059-0.0262463j 0.0174901+0.00423511j -0.00185173+0.00663628j 0.00469268-0.0224183j -0.0195316-0.00726406j 0.00302307+0.00394305j -0.0173373-0.00113672j -0.0153945+0.0213431j 0.00817571+0.0157049j -0.000795853-0.00483086j 0.019495-0.0063706j -0.00626317+0.0248694j -0.0180058+0.000868717j -0.00489139+0.0199845j -0.0197577+0.0259295j 0.0419119-0.0350048j 0.0113293-0.018959j -0.0206459-0.0129816j 0.00305836+0.0214115j -0.0260753-0.048588j 0.0263949+0.000577846j -0.0463836-0.0237316j -0.0164243+0.0585446j 0.0312624+0.0589735j 0.0116224-0.013917j -0.0343074-0.0367835j -0.051123+0.00541223j 0.0828544-0.0203878j -0.0191153+0.0155449j -0.0142766-0.110149j -0.0301943-0.0178197j 0.0464079+0.00210187j 0.126854+0.138911j 0.0425715-0.0999698j 0.0242473+0.0275927j -0.00245253-0.0291951j 0.0685536-0.0265535j -0.0586605+0.041077j 0.0606191-0.037037j 0.0621541+0.0393087j 0.0390983-0.0285807j 0.00191417-0.0030648j 0.0260947-0.00178015j -0.0377573-0.0465858j -0.0274249+0.0714663j -0.0205534-0.0352638j -0.0204198+0.0137578j 0.0794891-0.018268j -0.0133149-0.0369238j -0.144579-0.0418657j -0.159205+0.0236851j 0.110641+0.00249201j 0.00154947-0.0675784j -0.0316889-0.00808938j 0.0275515-0.0275717j -0.0223069-0.0487974j -0.0397308-0.108656j 0.0831742-0.08471j 0.0322828-0.159058j -0.0804469-0.134412j 0.0371288+0.00339911j -0.0214321+0.131766j -0.0204638+0.0393413j -0.0743678+0.111357j 0.0510416+0.136323j -0.0419491+0.0724742j 
0.0127243-0.0571835j -0.109793-0.00546574j -0.0470491+0.0481381j -0.0385923-0.0655656j 0.0296044+0.0927237j -0.00490477-0.00119993j -0.0111515+0.0148266j 0.030054+0.0260585j -0.0338043+0.00489301j 0.000485887+0.0099421j 0.000832951-0.00799752j 0.0006012+0.00694308j 0.00249169+0.00961059j -0.0109872-0.00128043j -0.023636+0.00804446j -0.0199872-0.0107873j 0.0256925-0.00520986j -0.038307+0.0350669j -0.000403628+0.00819933j -0.00506138+0.0066654j -0.0220266-0.00405259j -0.0129702+0.0278848j -0.0168604-0.00477048j 0.0136473-0.0150112j 0.0323761+0.0043177j -0.0141706-0.0342479j -0.00403086+0.019501j -0.046819-0.0021425j 0.000516297+0.068807j 0.0737396-0.0215692j -0.107543-0.0500359j -0.0403004+0.0694302j -0.0323648-0.0903806j 0.0627286+0.0731599j -0.126979-0.163483j -0.0525832-0.0235553j -0.164715+0.0283066j -0.0847833+0.00436312j -0.00629588+0.0824591j 0.0502781+0.094084j -0.0973444-0.00233301j -0.0478373-0.0304376j 0.028644+0.132705j -0.0404873-0.128285j 0.149238+0.0571956j 0.0763151+0.0934611j 0.0514632-0.0486204j 0.043054-0.0447422j 0.00650866-0.014944j 0.0214633-0.0503288j 0.0956553+0.0166712j -0.00589571+0.00725391j 0.0578867+0.0367202j 0.0493413-0.0533172j -0.0466021+0.0786361j 0.0181553+0.0839475j 0.0704832-0.0622862j -0.0297928+0.0358174j -0.0216318+0.0314879j 0.0124829+0.0339321j 0.0809864-0.00540751j -0.0571203-0.109388j 0.0908802-0.140846j 0.0217827+0.0292884j 0.00927322+0.0523882j -0.00650023-0.0847402j -0.00136066+0.0389122j -0.0807814-0.00543837j -0.0547928+0.0734961j -0.0454326-0.0319545j 0.0716709-0.0181148j 0.0736064+0.0793888j 
-0.0440274+0.0772012j 0.162186+0.147374j 0.0451472+0.0217264j 0.0608363+0.00857367j -0.0365178-0.0281865j -0.0133862+0.0319751j -0.0148686+0.038828j -0.0319061-0.0447825j 0.0302617-0.00428836j 0.0235505-0.00805176j 0.0304733-0.00610683j 0.0300814+0.0187944j 0.000954458-0.011451j -0.0142849+0.00964673j -0.0157275-0.00023486j 0.0342206+0.0172005j -0.0115518-0.025332j -0.00712363-0.0127814j 0.00536297+0.0156603j 0.0233419-0.0176478j 0.0168258+0.0159596j 0.00393369+0.0213117j 0.0390995+0.0490625j 0.0387683-0.0657354j -0.0615133-0.017498j 0.0361178+0.0307967j 0.0665805+0.0605733j 0.0943289-0.00112198j -0.0837382-0.0951045j -0.070167-0.0277534j 0.0930173+0.0243245j -0.00556062+0.0188809j 0.0457104-0.0385985j -0.0597349+0.0420658j 0.0685779+0.104287j -0.133596+0.114463j -0.047016+0.18058j 0.10245+0.0660098j -0.0987679-0.112365j 0.0150282+0.0399842j -0.026042-0.0553434j 0.03126+0.120333j -0.0470799-0.0974868j 0.0907777+0.00573359j -0.0753306+0.0295726j -0.0579789+0.0237068j -0.108774-0.0436697j 0.0407643-0.0810494j -0.0576947+0.0511211j -0.0547738-0.0102734j 0.00303347+0.00284714j 0.037936+0.0617546j 0.0708087-0.0207574j 0.0284478-0.0798924j 0.0281231+0.00705435j 0.0411831-0.00977423j 0.0112769-0.00553275j 0.000464081-0.0212309j 0.0161356-0.00489462j 0.00605548-0.0031574j -0.0315798-0.0268036j -0.0596892+0.0475986j 0.0239671-0.10363j 0.000172229+0.0177352j 0.0640239+0.0677358j -0.0205107+0.0093562j -0.0784521+0.0149804j -0.00670898+0.0388208j 0.0142254+0.0454585j -0.0176424+0.0373754j 0.0705179+0.0152237j -0.092141+0.0209625j 
-0.116105-0.143805j -0.108645+0.0188741j -0.0288113+0.0177292j -0.0313608-0.00389618j 0.0326414+0.0848374j 0.000756049+0.0310925j -0.0152446-0.022537j 0.0284107+0.0331559j 0.0128616-0.00760314j -0.0293578-0.012673j 0.00757393+0.0116702j -0.0359533+0.0033351j -0.0241243-0.0197925j -0.0149828+0.00803753j 0.0208351-0.00483654j -0.0220791+0.0134886j -0.00077432-0.00305636j 0.0481452-0.00496219j 0.00148877-0.00576429j 0.00287679+0.035796j -0.0127441+0.0104224j 0.0146152-0.00279399j -0.0507725+0.00761389j 0.014036+0.0507909j 0.023764-0.00866491j -0.0263522+0.00362351j -0.0730296-0.025659j -0.0150228+0.066033j 0.0763783+0.0286063j 0.00522151-0.0613608j -0.0768381+0.000463259j 0.00183132+0.035387j 0.0218702+0.00788536j -0.00163641+0.0277685j -0.136186-0.179053j -0.0131543+0.0574644j -0.00612441-0.0783198j -0.0243473-0.017335j 0.0539063+0.159509j -0.00104022+0.0910747j 0.074459-0.00804346j 0.0434341-0.00399305j 0.02868+0.000482319j 0.0566046-0.121255j 0.189386-0.0221838j 0.0306266+0.00745134j -0.0196957+0.0421588j 0.0375265-0.0786672j -0.00452798+0.0668538j 0.0696276-0.0403903j -0.0129896+0.0844468j 0.0338256+0.0366562j 0.00153131-0.0169454j -0.010263-0.0700834j 0.0423511+0.0298226j 0.0746946+0.069407j 0.0253292+0.0293721j -0.0513653-0.0280874j 0.0555729-0.0857897j 0.00412129-0.0157842j -0.0376986+0.0723265j 0.0617797+0.00327991j -0.106984+0.05119j -0.0111809+0.0357447j 0.0699117-0.00762194j 0.0736715+0.0100796j 0.0369835+0.0936633j -0.0113649-0.0543793j 0.0185648-0.00396703j 0.0315769-0.0585224j -0.121459-0.00784716j 0.0207141-0.0207936j 
0.0881026+0.0951189j 0.0194291-0.075564j 0.00318922+0.000185664j 0.0693481+0.0763065j -0.0328833-0.0709027j 0.00831773-0.0641409j -0.00223373+0.0134883j -0.0102744-0.00501682j -0.012595+0.0272242j 0.0334109+0.0331151j -0.0129464-0.00828945j -0.0106404-0.00206864j 0.0186521+0.0151181j -0.0197044-0.0156256j -0.0244862+0.0106548j -0.0276687-0.0252201j 0.0294872+0.0306443j -0.0154944-0.00651912j 0.00156973-0.0208806j -0.0275822-0.00410979j -0.0206558-0.0375077j -0.0184516+0.00635294j 0.00773441-0.00183759j -0.0618861-0.00361345j 0.0365355+0.0151467j 0.0448631-0.0359244j 0.0354085-0.0286136j -0.0599969-0.0652525j -0.0958202-0.0117411j 0.0438285+0.0445262j 0.0203677+0.0380666j -0.0268663-0.00470024j -0.0196445+0.00141382j -0.0978215-0.0482982j 0.0963005+0.213688j 0.0299883-0.19278j -0.109113+0.0956693j -0.0129718+0.154537j -0.0757457-0.0662194j 0.00166724-0.0390961j -0.155848-0.0377999j -0.131194-0.00838238j -0.00668544-0.00326162j -0.0825798+0.124547j -0.0715145+0.0479361j -0.0712368+0.0117503j 0.0645298-0.0322103j 0.0220289+0.0517054j 0.012236-0.050721j 0.0483086+0.058948j -0.0125871-0.0942202j -0.0238721-0.080774j -0.0234532-0.0166891j 0.0592404+0.0964223j 0.024007-0.00286401j -0.0300656-0.0413866j -0.0262807-0.0310907j 0.00885528+0.0448121j 0.0879979-0.00710112j -0.0482107-0.000169491j -0.114038+0.0350499j 0.0900902-0.0492437j 0.00264453+0.0862077j 0.0673339-0.00153578j 0.0151451-0.0479863j 0.0277842+0.0158743j 0.0959283+0.0375307j 0.0133721-0.0475732j -0.0263553+0.00688069j -0.0113259-0.0593592j -0.0161371-0.0538585j 0.117055-0.0218186j 
-0.0118377-0.00281934j 0.0399169-0.0349643j -0.0166992-0.0332796j -0.033303+0.0336621j 0.0107239-0.0192165j -0.00145288-0.00814373j -0.0119687-0.016885j -0.0224803+0.00609916j 0.00445135-0.012369j -0.0137869+0.00926609j -0.00134644+0.0193995j -0.0101333-0.00560202j -0.0106064+0.0183981j -0.00798576+0.0106093j 0.00284221-0.0104431j 0.0176958-0.0118697j -0.0120691+0.0129023j 0.0100278+0.0135257j 0.00776361-0.000389942j 0.00376385+0.0247767j 0.0252327+0.0119276j 0.00033112-0.0244778j -0.0191949-0.0399097j 0.0213526+0.012211j -0.0112302+0.0326693j -0.0489254-0.0140546j -0.0361867+0.00450285j -0.021194+0.0117825j 0.0265428-0.013746j -0.0244325+0.0431364j 0.00795289+0.0299561j 0.0302024-0.0535652j 0.0443072-0.00515923j 0.00275232-0.0571953j 0.00310271+0.0192453j 0.0361088-0.111065j 0.00553138-0.104349j -0.115898+0.0327903j -0.000591607-0.0237357j -0.054641-0.0199571j 0.0044069-0.0551315j -0.0815657-0.0746307j 0.0308915+0.00435169j 0.00355228+0.0102887j -0.0456242+0.0743198j 0.0450945-0.094547j 0.012441-0.00170577j -0.0340465+0.0769158j -0.00994852-0.00418421j -0.0250095+0.0495869j -0.0532811+0.0483741j -0.00658215+0.00199597j 0.019007-0.00920645j 0.0680251-0.0385134j -0.041644+0.0562837j -0.0974261+0.0289431j -0.043628-0.0177872j -0.00698489-0.0806832j 0.08105-0.00359812j 0.0021067-0.0390852j -0.0193468-0.00627336j -0.00653782+0.0263766j -0.0213927-0.0833855j -0.033683-0.0196785j -0.000919333-0.0308863j 0.0809448+0.0391376j -0.108441+0.0281364j 0.0151831+0.0322573j -0.0272067-0.00908025j 0.0599412+0.0247861j -0.0489877+0.0590993j -0.08911-9.93969e-05j 
0.0185139+0.0503282j 0.00925984+0.0012289j -0.0358492-0.00521114j -0.000549012-0.00263948j -0.0143452+0.0138321j 0.00257622-0.0285821j -0.0064164-0.0082988j 0.00925389-0.0276101j 0.01458+0.00451011j -0.00690876-0.016096j -0.0231592-0.0123665j -0.00245791+0.000195292j -0.0104486-0.00288248j -0.0116073-0.00180531j 0.00410583+0.00320125j 0.00741439-0.00934023j 0.00449284+0.0195688j 0.00618766+0.0154863j -0.00863173-0.00618474j -0.000703854+0.00478097j 0.00239387+0.00283061j 0.0173321-0.0167655j -0.0140049+0.0116596j -0.00758391-0.0203932j 0.0204079+0.0179992j -0.0116103-0.0105393j -0.00154562+0.00333299j -0.0529928+0.0113427j 0.0327699-0.0294733j -0.0049748-0.0152443j 0.00420463+0.00673252j -0.0225553-0.0239753j 0.0120425-0.0320953j 0.00776629+0.0331927j 0.0524685+0.0550548j 0.0335105+0.0247373j -0.0396112+0.0358078j 0.0587968+0.0456404j -0.0345624+0.0429322j 0.00812177+0.0036969j -0.0203561-0.000491824j -0.0188114-0.0235692j -0.0201284-0.0308731j -0.0110884+0.0535697j -0.00047433+0.0416177j -0.00798776+0.0288056j -0.00181796+0.0247006j -0.00117967+0.0252969j 0.0134243-0.0159257j -0.0373442+0.000976646j 0.0645917-0.0345095j 0.0547306+0.00766666j -0.00789272-0.00703049j -0.00991357-0.00311416j 0.00102253+0.0183581j -0.000374029+0.0230138j 0.0146955+0.00263107j -0.014428+0.0102192j -0.0594746-0.0243303j -0.018154-0.0054762j 0.044947-0.0386425j -0.0184829+0.0363117j -0.0341189+0.00107203j 0.0334202+0.0413614j -0.00941135-0.0441132j 0.0282479-0.0479196j 0.00102416-0.0138559j -0.0221518+0.0291787j -0.0528854+0.0603074j 0.0399511+0.0270676j -0.00193034+0.00380891j 0.00170856-0.0373696j 
-0.0474401+0.0315799j 0.0545583-0.00482683j -0.0269697+0.016843j -0.0556501+0.00147586j -0.0228187+0.000420077j -0.0193043-0.0248723j -0.00824264-0.0177047j -0.0247137-1.68028e-05j -0.0099313+0.0164718j -0.022134+0.00896432j -0.00567246-0.0133934j -0.0122857-0.00821752j -0.00953574+0.00591794j -0.000533988-0.0292389j 0.00325325-0.0112942j -0.0208401-0.0124071j -0.00206656+0.0239273j 0.0217777-0.0132316j 0.0133219-0.00953879j -0.0126101+0.000979957j -0.00734726-0.020377j 0.0130266-0.0127749j 0.00563568+0.0109389j -0.0141274-0.0167711j 0.000739493+0.0152642j 0.00208254+0.0033296j 0.0332585-0.0320097j -0.0166928+0.0562825j 0.0121407-0.039114j -0.0325645+0.00844872j -0.0204287+0.0360141j 0.0064495+0.0234506j 0.0363183-0.0132616j -0.00471804+0.00652549j 0.00852772-0.0102455j 0.0177175-0.0456986j 0.0027216-0.0332681j -0.0310822+0.00995171j 0.00845694+0.00993893j -0.0176102-0.0124373j 0.0183216-0.0342201j -0.0389923-0.0472795j 0.00195105-0.0244838j 0.0278055+0.0224189j -0.0115951+0.0524757j 0.03589-0.00541541j -0.0198683+0.0143845j -0.0068795+0.0245648j -0.0214272+0.00771892j -0.0425294+0.0165136j -0.0102044+0.0323194j 0.0298088+0.0150336j 0.0229214-0.0109709j 0.0619123-0.0505341j -0.0276328+0.0459235j -0.0768996+0.0328923j -0.0381301-0.0159578j -0.0110014-0.0571199j 0.0291611-0.0304961j -0.0110149-0.0408945j 0.0217431-0.0157375j -0.0458365+0.0216831j -0.0564895-0.0583637j -0.00108085+0.00327074j -0.00254504-0.0301489j 0.0305095-0.0145548j -0.0574684+0.00746505j -0.0127942+0.0914851j -6.55756e-05+0.0223695j 0.0193291+0.062397j -0.00893034+0.0926391j -0.10246+0.0271203j 
0.0123422-0.0728476j 0.0114932-0.0159305j 0.0612455-0.0202014j -0.00601608+0.018029j 0.0226214+0.0194892j -0.0089412-0.0166944j 0.0070659-0.0448479j -0.0116731-0.00893708j 0.0203102-0.0149896j -0.00214984-0.0117831j 0.0099566+0.027862j -0.0211549-0.0132479j -0.0072981+0.00304963j -0.00139445+0.0284626j 0.00346522-0.00157282j -0.012409-0.0118456j -0.00828665-0.00151927j 0.0317434+0.0205111j 0.0139427+0.0100452j -0.00464648+7.06447e-05j 0.00677139-0.00304018j -0.0106554+0.0165916j -0.0140837-0.0213772j 0.0155427+0.0362861j 0.00974866-0.00785248j -0.0191399+0.0278068j 0.0276238+0.0194981j -0.0248273-0.0017688j -6.19735e-05+0.036041j -0.0411186+0.0177253j 0.0467699+0.0263195j 0.0324414-0.0362812j 0.00463389+0.0229911j -0.0331528-0.0284266j -0.0555222-0.0541817j -0.0205514+0.013475j 0.0498834-0.0345293j -0.0367239-0.0945748j 0.0364225-0.0798088j 0.00525494-0.0211951j -0.0242145+0.0139605j 0.0106198+0.0440657j 0.0268123+0.0625983j -0.00880928-0.0844962j 0.0337272-0.066739j -0.00807923-0.0606786j 0.0116525-0.0717134j -0.010066-0.00655937j 0.011903+0.00732313j 0.0097783-0.00406491j -0.0271841+0.019304j -0.0791378+0.00523957j 0.0159526+0.0167326j -0.031786-0.00683506j -0.0351241-0.0338886j 0.0272686-0.0647064j 0.0280381-0.039894j 0.0602207+0.00381356j 0.0187682+0.106776j 0.0684071+0.048996j -0.0473832+0.0423119j 0.0148324-0.0769177j 0.119742-0.0875852j -0.0130377-0.060797j -0.0385614+0.018047j -0.0243501+0.0207908j -0.011979+0.0205888j -0.0137859-0.0580146j -7.09637e-05-0.0502839j -0.0884316-0.0335819j 0.067305-0.0617012j 0.0208083+0.101943j 
-0.0736013-0.0457051j 0.0187775+0.0763402j 0.00559252-0.0420832j 0.0474392-0.00604979j -0.0037809-0.00911636j 0.0388138+0.0478241j 0.0155429+0.000853499j 0.0021254+0.0047177j 0.0106364-0.00804501j -0.00882665-0.00487498j -0.00191464-0.00601667j -0.0189029+0.000185871j -0.0189392-0.0151806j -0.0167308-0.0154142j -0.00103369-0.00946371j 0.0384025+0.0318414j -0.0120411-0.0158675j 0.00600319-0.00948065j -0.00918426+0.00220816j 0.000368343-0.0101984j 0.0208404+0.0182234j -0.0195143-0.00338348j -0.0239716+0.00820337j 0.0226467+0.000904592j 0.0243061-0.0090121j 0.0144254+0.0321557j -0.0341834-0.0364721j 0.0363977+0.0313626j -0.00313132-0.0187717j -0.0142016-0.00860946j 0.0422978-0.0338869j -0.0265097-0.0371332j 0.0634925+0.0310117j -0.0625105+0.0230784j -0.0194226+0.014799j 0.105379+0.0576768j 0.0166767-0.0229536j -0.0377862-0.0300782j -0.0583123-0.00371127j -0.0616533-0.0243611j 0.012314-0.0540241j -0.0450854-0.00813675j 0.0203531+0.0128422j 0.0338833+0.00146456j 0.0845466+0.0215743j 0.0243218-0.00193738j 0.030556-0.00584626j 0.0426267+0.0427742j -0.0109821-0.013006j 0.00621614-0.0276584j 0.00432727-0.0466289j 0.00830396+0.0613386j -0.0714299+0.0257022j -0.00559177-0.0188809j 0.0461525+0.0270961j 0.0337804+0.0735617j -0.00662849-0.0445721j 0.0976322+0.108619j -0.0857563+0.0378135j -0.0169846+0.136718j -0.0375108-0.0161625j -0.0158293+0.0695162j -0.00300574-0.0119473j 0.138706+0.00830591j -0.0215055-0.0471759j 0.0224379+0.0628356j 0.00611104-0.0154179j 0.0556609-0.0261316j -0.111536-0.00366208j 0.0842005+0.104084j -0.0477348+0.00887883j -0.0699783-0.0268704j 
