-0.0660802-0.0510563j -0.0618746+0.0721768j -0.013956+0.14376j -0.116894-0.046763j 0.0650266-0.0436856j 0.0168815+0.00249965j -0.0168828-0.0645164j -0.174217-0.0195394j -0.0543033-0.0578146j -0.0518399+0.11383j -0.024479-0.129505j 0.0453745-0.0332118j 0.0781679-0.0488559j -0.0306933-0.0168844j 0.0631107-0.00799214j 0.0907029-0.0123663j 0.00839901+0.0377013j 0.0664225-0.0319326j -0.0302487+0.0445982j -0.066384+0.0135767j -0.059023-0.0048433j 0.0323897-0.0362599j 0.0266836+0.00838023j 0.00407816-0.0846734j 0.027147+0.00245831j 0.0232832+0.0353005j -0.00663831+0.0211907j 0.00328956+0.0402933j -0.0192123+0.0587116j 0.00429818+0.0346356j -0.0276415-0.0421759j -0.00559265-0.0211304j -0.0251764-0.0354992j 0.0324589-0.0539876j -0.0115132-0.0223433j -0.0833242-0.00321256j 0.0262616+0.0307342j 0.0216036+0.00723007j 0.0654774+0.0677713j -0.0195889+0.063501j 0.00806968-0.0186668j -0.0189437-0.0179102j -0.0295485-0.0101835j -0.0204199-0.04623j 0.0111894-0.069364j -0.0152591-0.012419j 0.00326942+0.034712j 0.0381626+0.0287623j 0.0795294+0.0710173j 0.00978462-0.0295267j -0.0651366-0.0408321j 0.0843033-0.0715599j 0.112293+0.0367985j 0.04349-0.128801j 0.133201-0.00403998j 0.00590534+0.132679j 
0.000907738+0.000378963j -0.00170356+0.00166667j -0.00398747+0.00303126j 0.0018135-0.000644784j 0.0098975+0.00131695j 0.00141803+0.00521678j -0.00424682-0.00118649j -0.00357883-0.00121606j 0.00665957+0.00269877j 0.010188+0.00306821j -0.00711384+0.0023351j 0.00280385+0.00514612j 0.00623631+0.00361789j -0.00194588+0.00125238j -0.000176248+0.00193334j -0.00223559+0.0199742j -0.000435736-0.0151231j -0.0049717-0.00883601j -0.015961-0.000288826j 0.00548342+0.0164066j 0.0115872-0.00579877j -0.00299463+0.0128555j 0.00535595+0.00263696j -0.00778716-0.00148072j 0.0104947-0.00590921j -0.00206578-0.0147171j -0.00560809-0.00284722j -0.0149414-0.00109393j -0.00204397-0.00418978j -0.0100347+0.0215009j -0.0095876-0.0183994j 0.00639371-0.00255701j 0.0120011-0.00721741j -0.00256317+0.00794187j -0.01148+0.0126565j 0.00668282+0.0151526j -0.00973468+0.00215944j -0.00602754+0.0026006j -0.00312385+0.00141668j 0.00992904-4.34928e-05j 0.00711258+0.0106513j -0.00410585+0.00862637j -0.00545221+0.0114964j 0.00076717-0.00860944j -0.00667358+0.00308652j 0.00426951-0.00725648j 0.00906251-0.00133634j -0.00809581-0.00424638j 0.00384966+0.00258318j 0.00621595+0.0022211j 0.00507185-0.00191877j -0.00152423-0.0107566j -0.00180952-0.00115798j 0.0031463-0.00124829j 0.00306573-0.00167199j 0.00113155+0.00197036j 
0.000989526+0.000456517j 0.00209963-6.04597e-05j 0.00222715-0.00102367j 0.00319986+0.000391673j -0.00606835-0.00364079j 0.00467048+0.00220446j -0.000385384+0.0048871j 0.00319073+0.00200424j -0.00571535-0.00734153j 0.00157792-0.00560008j 0.00189152+0.00608905j -0.00364716-0.00929225j -0.00248037+0.00062482j -5.61929e-05-0.00261254j 0.0150428-0.00558504j 0.00227698-0.0115202j 0.0058077+0.0112923j -0.00485972-0.000680483j 0.00690046-0.00427663j 0.00590304-0.00944518j 0.00174689+0.000258438j 0.0026752+0.00238041j -0.000897368+0.00593921j 0.00774151+0.00201066j 0.00321024-0.00114593j 0.00817181+0.00767752j -0.0111736-0.00655839j 0.00457271-0.00759203j -0.0019173-0.00169465j 0.00145512-0.0160508j 0.00969958+0.00704397j -0.00443982+0.00589493j -0.00989409-0.00834452j -0.000415522-0.00313999j 0.00651264-0.0137561j -0.00115441-0.00972199j 0.00257467-0.00356247j 0.000106453+0.0077826j -0.0028475+0.00197497j 0.00138084-0.00200756j 0.0088906+0.00529167j 0.0203597-0.00565092j -0.0075537+0.00555671j -0.00370874+0.000826453j 0.00416232+0.00281833j 0.00712597+0.00410818j -0.00347124-0.000138688j 0.00424242-0.000427679j -0.00216913-0.0050836j 0.00704187+0.00182943j 0.00189155-0.00508292j -0.00266593-0.0033737j 0.0010766+0.00113793j -0.00055909-0.00215463j -0.000738018+0.000531364j -0.000972224-0.000961524j 
-0.000670027+0.000683869j 0.0030321-0.00177463j 0.00252044-0.00535603j -0.000711897-0.00213816j -0.0084729+0.00487042j -0.00247748-0.0143965j -0.0022885+0.00450705j 0.00206196-0.00197401j -0.0103899+0.00108629j -0.0045565-0.0138744j 0.00205722-0.00548907j -0.0025098+0.00681121j 0.00282398-0.00716812j -0.00402223-0.00226036j 0.00643929-0.00827963j 0.0163955+0.00954151j -0.000397845+0.000792314j 0.000414181-0.00907458j 0.00392379+0.000203902j -0.0083801-0.00996506j 0.00670519+0.00127742j 0.00447849+0.0142628j 0.00482513-0.00714946j 0.0039505+0.0044056j 0.00576778-0.00833339j 0.00265384-0.0198874j 0.0098596+0.0141615j -0.00222221+0.0109379j 0.0111974+0.00710254j 0.0136207+0.00579897j 0.00408733-0.00101089j 0.0105784-0.00347967j -0.00519074+0.00169237j 0.00744674-0.000643284j -0.00586015-0.0088484j -0.00206348+0.00133395j 0.00507405-0.0128716j -0.00618931-0.00467031j -0.00150324-0.00251751j -0.00721556+0.00976386j 0.0128134+0.00718818j -0.00390892+0.0021952j -0.00132987+0.0132167j -0.0128793+0.000492441j 0.00608296+0.00541475j -0.00637418+0.00563756j -0.000943825-0.00461926j -0.0038351+0.00268665j 0.00148967-0.0013722j -0.00080117-0.00427407j -0.00191456-0.00147544j 0.00291473+0.00232857j 0.000229821+0.00372957j 0.00121365+0.000279914j -0.00350294+0.00025478j -0.000130036-0.00247434j 
0.00137855+0.000331061j -0.000442643+0.000996201j -0.00109959+0.000897863j 0.0017516+0.00136227j 0.00431466+0.00110569j 0.000365072+0.00580623j -0.00359989-0.00403441j -0.00280783-0.000322323j 0.00341588+0.00131753j 0.00260886+0.00719346j -0.00190858+0.00426826j 0.0079013+0.000537616j 0.000648632+0.00142482j -0.00347902-0.00569852j -0.00607776-0.00672546j -0.000319693+0.000714223j 0.00131792-0.00408459j -0.00815844+5.25478e-05j -0.000694956-0.00860141j -0.00193524+0.00708636j -0.000469655+0.00108019j -0.00784742-0.00454106j 0.000601565+0.00180479j -0.0113519-0.00267354j 0.00590102+0.00115265j -0.0072566+0.00476638j -0.00470467-0.00722291j 0.00196803-0.0105968j -4.52224e-05-0.00457392j -0.0113686-0.000348506j -0.00497477-0.00104736j 0.0146676+0.00472966j 0.00566754+0.00810907j 0.00383546+0.00348822j -0.00739251-0.00812148j 0.00552685-0.00385355j -0.00755478+0.00457043j 0.00517827-0.00107421j -0.00869843+0.00588866j 0.0012151-0.00432764j -0.00375849-0.00847997j 0.0123529+0.00463065j -0.00898071-0.00510733j 0.00507109-0.00277674j -0.00250405-0.00196412j 0.00173582+0.001993j 0.00629143-0.00136461j -0.00878349+0.00378644j 0.00246925-0.00237589j 0.00459253+0.00579083j 0.00661936+0.000179057j -0.000663076-0.00186619j -0.0011932-0.00470345j 0.000976566-0.00239857j 0.00158963-0.00130348j -0.000432558+0.00195778j 
0.000273882+0.000714148j 0.00226312+0.000402798j 0.00162341-0.00160966j -0.000755875+1.2915e-05j -0.00166803+0.00533047j -0.00138907-0.00341254j -0.00183119+0.00219408j -0.00176072-0.00326147j -0.00150315-0.0025911j 0.0124061+0.000429044j -0.000639845+0.00882286j -0.00342653+0.00380946j 0.00440585-0.00127992j -0.0101439-0.00299281j -0.00125057+0.00406411j -0.0100941+0.00408762j -0.00378138-0.00592809j -0.000442869-0.00742291j -0.00266249+0.00179753j -0.00244225-0.00467921j 0.00329597-0.00534805j 0.00596001+0.000993306j 0.00545055-0.00608611j -0.000921475-0.0089414j -0.00503956+0.0045135j 0.000899298-0.0105579j 0.00563707-0.00737921j 0.00391941+0.00541267j -0.00468963-0.00183218j -0.0110192-0.00080659j 0.00738057-0.0143196j 0.0017498-0.00715347j -0.00354043-0.00791188j 0.00343805+0.00322528j -0.0124147+0.00252956j -0.000705006+0.00200655j -0.00564175+0.00118134j -0.000649182-0.00211017j -0.00175644-0.00478263j 0.00179673-0.00809273j -0.00879302+0.00949578j 0.000537165+0.00572512j -0.00712929+0.00187594j -0.00684025+0.0034446j -0.000830671-0.00461247j 0.00307693-0.00870827j 0.00588133+0.00311929j -0.00763565+0.000323672j 0.00491786-0.00276405j 0.00251714-0.00221399j 0.00266326-0.00481708j -0.0013505-0.00148966j -0.00186742+0.00159247j 0.00288319-0.00147323j -0.00147183+0.000611679j -0.00196361-0.000253171j 
0.00169157-0.00132914j 0.000406036-0.00113395j 0.00338608-0.000319483j 0.00421062-0.00143766j -0.00748666-0.00569249j 0.00530376-0.00315335j -0.000594691+0.00453788j 0.0078451+0.0038122j -0.00152554-0.00493418j 0.00408474-0.00408196j -0.000524823-0.000864041j -0.00325769+0.000841465j -0.00303112-0.00127961j 0.00429157+0.000316535j 0.0079493-0.00134394j 0.00196512+0.00197306j 0.00573621-0.0017137j 0.00644072-0.00525791j 0.00171326-0.0105673j 0.00534326-0.00607425j -0.000569229-0.00232002j 0.00358531+0.0108162j 0.000960497+0.00131239j 0.000308134+0.00755862j 0.00828317+0.000167059j 0.00971411-0.00409494j -0.00354759-0.00361279j 0.000580398-0.00225005j 0.00433023+0.00647121j 0.00336377+0.000488546j 0.00617637-0.00090899j -0.00370943-0.00265301j -0.000329173-0.00776429j 0.00360974+0.00237903j 0.000164472-0.00219389j 0.00337626-0.00154625j 0.00678922-0.00742196j -0.00485826+0.000779383j -0.000269816+0.000736346j -0.00136314-0.00113449j 0.0151917+0.00989173j 0.00535621+0.00206823j -0.00256169+0.00967254j -0.00270791-0.00424263j 0.00134933+0.000699606j 0.00474734+0.00191577j -0.00190175-0.000300087j 0.00216562+0.00130436j -0.00377124-0.000934805j 0.00182463+0.000398327j -0.00254751-0.00527621j -0.00218103-0.00128077j -0.000500468+0.000621963j -0.00149326+0.00192799j -0.00105145+0.00145625j -0.00155721-0.00200105j 
-0.000271606+0.00268299j -0.000303676-0.00217217j -0.00226485-0.00404323j -0.00339533+0.00125438j 0.000897341+0.00965035j -0.00874518-0.00361258j 0.00120977+0.000227663j -0.00087543-0.00507115j 0.00368797+0.00134309j 0.00165623+0.00804661j -0.0119027-0.00186417j 0.000481883-0.000564166j -0.000631994+0.00324572j 0.00997363+0.00401324j 0.00550724+0.00889828j -0.00790943+0.0059505j 0.00131678-0.00696688j 0.00566613+0.00396039j -0.00360317-0.000264427j 0.00337097+0.0100805j 0.00864651+0.000558315j 0.00120573+0.012704j 0.00241963-0.00226936j 0.00123077-0.00189003j 0.00787308-0.00623684j 0.00102652-0.00491434j 0.00342526+0.00354665j -0.0140862-0.00203437j 4.42672e-05-0.00440563j -0.00345975+0.0153778j -0.00213758-0.0100423j -0.00923852-0.000871836j 0.00938462+0.00352307j -0.0158986+0.0021502j -0.00604626+0.00549136j 0.00188038+0.014499j 0.00383669-0.00419206j -0.0071021+0.000533141j 0.00143757+0.0060269j -0.00191515+0.00421951j 0.00522008+0.0106674j -0.0131369+0.00114425j 0.00239495+0.00615407j 0.00453012-0.00639853j -0.000299321+0.00189652j 0.00357829+0.00288978j -0.00366917-0.000612793j 0.00467411-0.00225813j -0.00542066+0.00115431j -0.000644644-0.00156353j -0.0036971+0.00396136j -0.00145243-0.00165741j 0.000892064+0.000499241j -0.00066451+0.00412014j -0.000529215-0.00028708j 0.00120821-0.00189605j 
-0.00371043+0.00433157j 0.00436423-0.000791855j 0.00117333-0.00679829j -0.0092418+0.00488908j -0.00431001+0.0199602j -0.0146739-0.0036085j -0.00168082-0.00471209j -0.0114846-0.00859694j -0.00462514-0.00817498j 0.00433969+0.0103976j -0.0157784+0.0136197j 0.0106571-0.0157875j 0.00270524+0.00114015j 0.00242863-0.000869309j 0.0126485+0.0150473j -0.00440595-0.00689237j -0.012287+0.00548141j -0.00882232+0.00625296j 0.00366742+0.0136954j 0.00347117+0.00381859j 0.00814255-0.000728784j 0.00269233+0.00553429j 0.0060288-0.00456641j 0.00526965-0.00611924j 0.0016625-0.00623872j -0.00851193+0.00373021j 0.00306305-0.00783142j -0.0027912-0.00302486j -0.00721259-0.0144559j -0.0013567-0.00303355j 0.00183638+0.00413976j -0.00479419+0.00451957j -0.00175465-0.00197575j -0.0204701-0.00922051j 0.000213076-0.00729043j 0.00183928-0.00286744j 0.0049949+0.00536186j -0.000116024+0.0102583j -0.0059336+0.0104734j -0.00479274-0.00335158j -0.00772566+0.00449963j 0.0070074+0.00658057j 0.00148793-0.00367458j -0.00323458+0.000928714j 0.00226881+0.00270887j -0.0015982+0.00644548j -0.0067616-0.00016529j 0.00154004+0.00340766j -0.00390169-0.00583362j 0.00702508-0.00686889j -0.00112717+0.00349959j 0.00129045-0.00371614j -0.000784752+0.00599991j 0.00208015+0.00275352j -0.00310178-0.00252164j 0.00344674-0.00314582j 
0.00102409-0.000350983j 0.00192352+8.07231e-05j 0.00418978+0.00193951j 0.0022511-0.00402055j -0.00844675-0.00521038j 0.00353586-0.00640523j -0.00116747+0.00323436j 0.00811443-0.00254775j 0.00516649-0.00694469j 0.00301914+0.00703623j -0.00758809-0.00240744j -0.00328679+0.00325233j -0.002833-0.00151725j 0.00730073-0.00422168j 0.00635246+0.00379891j -0.00578569-0.00319155j 0.00403065-0.00265542j 0.00716296-0.00152489j 0.00504041-0.006076j 0.00482618-0.00380484j -0.00181501-0.00373091j 0.00485213+0.0115253j -0.000766524-0.00227934j 0.00110358+0.00199744j 0.00786685+0.00183308j 0.00623018+0.00468237j -0.000286464-0.00920398j 0.00282896-0.0024228j -7.26063e-05+0.00140534j -0.0051117+0.00220856j 0.00420169-0.00429612j -0.00983895-0.00509413j 0.00363681-0.00278289j -0.00109176+0.00334062j -0.00559478+0.00120211j 0.00362762+0.00426473j 0.0012531-0.00152247j -0.000982665-0.00049972j -0.00121278+0.0027371j 0.000218671-0.00496444j 0.00570688+0.0084731j 0.00267511+0.00113374j -0.00449146+0.00568154j 0.00308039-0.00332829j 0.0032355-0.00288007j 0.00643734+0.000990753j -0.00239179-0.00036981j 0.00168314-0.00100994j -0.00186479-0.00149938j 0.00218807+0.00266519j -0.00160802-0.00445307j -0.00109436-0.00205727j -0.000566492-0.00111878j -5.40055e-05-3.41108e-05j 0.000166898-0.000509976j -0.000832917-0.000492726j 
-0.00385839-0.00170906j 0.000731439+0.000725633j 0.0017973-0.000760764j -0.00759517-0.00218736j -0.0031069+0.00788424j -0.00636504-0.00894676j -0.00179157+0.000227638j -0.00662431-0.00660615j -0.00754758-0.00340049j 0.00484659-0.00323161j -0.00104929+0.00133706j 0.000594197-0.00102844j 0.0091162-0.00293675j -0.00608833-0.000316202j 0.00253758+0.00597349j 0.00108856+0.0082627j -0.00740108-0.000783144j -0.00101897-0.00162422j -0.00138511+0.012366j -0.00597548-0.00531208j 0.00891332-0.000321424j -0.00238031+0.00600539j 0.0088192-0.00625901j 0.00232962-0.00487716j -0.00214659-0.0027874j 0.00372914-0.0140158j 0.00675049+0.0113938j -0.00380503+0.00971157j -0.00584269+0.00277615j 0.00149649+0.00613303j 0.00316431-0.00403401j 0.00977245+0.000113815j -0.00357932-0.000122522j -0.000427565-0.0019878j -0.0049482-0.00105021j -0.00801426+0.00293874j 0.00375763+0.000267561j -0.0012629-0.000122174j 0.00155148-0.00409619j -0.00104566+0.00270505j -0.00875162+0.00458625j -0.00800205+0.000320318j -0.000712223+0.00219547j -0.0106872+0.000136876j 0.000962994-0.00134547j -0.00570251-0.00348607j 0.00317148-0.000232181j -0.00637049+0.000340664j 0.00244479-0.000401028j 0.00308672-0.00593463j -0.00235204+0.00235383j 0.00244149-0.00119712j 0.00148699+0.00531801j 0.00116472-0.00262018j -7.43389e-05-0.000389501j 0.00123831+0.000702435j 
-0.00169429+0.000579374j -0.00355985+0.0023678j -0.0090343+0.00202137j 0.000536648+0.0104001j 0.0168534+0.00198802j 0.00242429+0.0199404j -0.000922213+0.000124172j -0.0121707+0.0111749j -0.0101166+0.0101794j 0.0068279-0.0132123j 0.016952+0.00580113j -0.000807604-0.00530603j 0.00356354+0.00354204j -0.0144579+0.0056108j -0.00869751-0.00793065j 0.00213747+0.00463958j 0.0156326-0.00920012j -0.000354482-0.00646357j -0.0163672-0.00658311j 0.00372929+0.00983057j 0.0123673-0.00775635j -0.00427737-0.00544916j -0.00141264+0.0198801j 0.000248681+0.00470493j -0.0057941-0.000679596j 0.00937638-0.0173262j 0.000495806+0.00287656j -0.0104217-0.00838362j 0.0103396+0.0057552j -0.00175467-0.0111688j 0.0152958+0.00363451j 0.00892946+0.000169636j 0.00524989-0.017629j 0.0015096-0.00695316j 0.00516436-0.00127503j 0.00322592-0.0118236j 0.00903093+0.000784512j -0.00604618+0.00325668j -0.00438617-0.00225181j 0.00661606+4.21456e-05j 0.00366309+0.00657095j 0.00515334+0.00453066j 0.00128996+0.00097838j -0.00499362-0.00267446j -0.00923129+0.00586619j 0.000857816-0.00268017j 0.00240717+0.00426297j -0.00158387+0.00371354j -0.00590298+0.00447608j 0.00188997-0.00181264j -0.000978355+0.00284384j -0.00176487-0.00578173j -0.00051327-0.000619632j -0.000659668+0.00369326j 0.00154063-0.000841243j 0.000974237+0.000460482j 
0.000437416-0.0014177j -0.000153371-0.000463674j 0.000701402+0.00149953j -0.00194795-0.00078032j -0.00278688-0.00168011j 2.171e-05+0.00382704j -0.000934701-0.000518161j -0.00242835-0.000447964j -0.00298631-0.00553561j 0.00410999+0.00241163j -0.00159384+0.00604454j 0.00551987-0.00332455j 0.000972884+0.000314499j -0.00303699-0.00196343j 0.000367977+0.00104915j 0.000989627-0.0056159j 0.00143197+0.000676011j -0.00419636-0.0026722j 0.000529417-0.000581507j 0.00261063-0.000731054j 0.00267697-0.00497508j 0.0020587-0.000248156j 0.00129479+0.00412872j 0.000878835+0.000237377j -0.00121826-0.000450992j -0.000463067+0.00129753j -0.00120007-0.00891716j 0.00453255-0.00274032j -0.000833294-0.00314277j 0.000650921-0.0087447j 0.00403223+0.00501688j 0.000394098-0.000730315j 0.000595493-0.00635505j 0.00206738-0.00379056j 0.0014305-0.00106236j 0.00421246-0.00674296j 0.0010402+0.000147057j -0.00145636+0.00589324j -0.00399279+0.000901138j 0.00205979-0.00358497j -0.000912439+0.000628475j 0.00886501+0.00715247j -0.00109641+0.000179232j -0.00321139+0.00106949j 3.45087e-05+0.00129573j 0.00186051-1.071e-05j 0.000144123+0.00108187j -0.001909+0.00213413j 0.000964071-0.0044316j 0.00304905-0.0015402j 0.00253581-0.00318329j -0.00114893-0.00346392j 0.000519125+0.00100486j -0.00027423-0.00289972j 0.000507063+0.000839451j -0.00108859+0.000785453j 
0.00280891-0.000415438j 0.000770897+0.00176162j 0.000729664+0.00561627j 0.006674-0.00158543j 0.000308504-0.0141606j 0.00919202+0.000483281j -0.00412594+0.00497873j 0.00734393+0.00609616j 0.0049409-0.00657474j 0.00428295-0.00185453j 0.00251496+0.000958181j -0.00814661+0.00337246j -0.00116072-0.00420064j 0.00119627-0.00526456j 0.00828952-0.00509742j 0.00159871-0.00056723j 0.00269861+0.00336742j 0.00784281-0.00489758j 0.00891706-0.00822711j 0.00594548-0.00898359j -0.00811297-0.00449314j 0.00523048+0.00749154j -0.0034007-0.00217943j -0.00252101+0.00371206j 0.00396721+0.00381382j 0.00644664+0.00810434j -0.00310298-0.00801017j 0.00734162+0.00122619j -0.000161432+0.00758268j -0.000803864+0.000437649j 0.00338733-0.00186984j -0.00112893-0.00577782j 0.00301323-0.00489208j 0.00668899+0.00907846j -0.000875789-0.0024799j 0.00472225-0.0015119j -0.000709806+0.00100203j 0.0039128-0.0015517j -0.00240275-0.000819055j 0.00308951-0.00489255j 0.00547478+0.00697856j 0.00821415+0.00135094j -0.00805914+0.00137709j 0.000438698+0.00102047j 0.00477639-0.00223515j 0.0044912+0.00076042j 0.0016354-0.000323998j 0.000243384-0.00219006j 0.0023907-0.000921648j 0.00095239+0.00501353j 0.00268844-0.00632986j -0.000898784+0.000892084j -0.000508413-0.00183493j 0.00188828-0.00396198j -0.0010528+0.00099698j -0.00210489+0.00066035j 
0.00083695+0.000484091j 0.000560105+0.000633135j 9.47015e-06+0.00141231j 0.00239636+0.000124696j 0.000505049-0.00326496j 0.00164786-0.00056424j -0.00107456+0.0015695j 0.00113178+0.00151047j 0.00240687+0.000529045j -0.000854873-0.000523469j 0.0021236-0.000348801j -0.0032766+0.00145926j -0.000705077-0.00239192j 0.00153992-0.00182687j 0.00229174-0.0014372j 9.96752e-05-0.000406341j 0.00086197+0.000421448j 0.00308219-0.000185569j 0.00194269-0.00211694j 0.0011695-0.0025087j -0.00283835-0.000353031j 0.000968403+0.00173119j -0.00195215-0.00113211j -0.000991478+0.00213718j 0.000516236+0.00159369j 0.000367577+0.00267697j -0.000159826-0.00130821j 0.00186297+0.000535912j 0.00239575+0.00137049j -2.96843e-05-0.000262338j 0.000200154-0.00156331j -0.00401282-0.00145923j 0.000248995+2.66196e-05j 0.00148216+0.00310084j -0.000350384-0.000288511j 0.00266248-0.00068567j -0.000272045+0.00140603j 0.000792962-0.000288826j 0.000427145-0.000120909j -0.000529515+0.000576525j 0.00189961+0.000459025j 0.000972084-0.00171808j 0.00126729+0.000810479j 0.00126633-0.000906357j 0.00164369-0.000495599j 0.00157935-0.000156114j -0.000493631-0.00177023j 0.000999812-0.0015549j -0.000338687+0.00103119j -0.00168304+0.00172053j -0.000252851-0.000673042j -0.000569094+0.00121044j -2.6403e-06-3.21544e-05j -0.000284975-0.000301687j -0.000231135-0.000117942j 0.000860663-0.000591502j 
0.00119377-0.00310524j 0.000800235-0.00142644j 0.00484155+0.00145601j -0.00283169-0.00672141j -0.0103913-0.00424823j 0.00181185-0.00532539j -0.00306358+0.00139883j 0.000439726-0.00500774j -0.00397875-0.0120841j 0.00712806+0.00305236j -0.00473209+0.00640436j 0.00195186+0.00118688j 0.00540328+0.000393435j -0.0051351-0.00473593j 0.000891076+0.0027684j 0.000252811-0.00177341j -0.00611468+0.00253494j -0.00465616-0.00447986j 0.00458488+0.00627781j 0.00011294-0.00828288j 0.00518638-0.00194417j -0.00087759+0.00244499j 0.00857697-0.00244963j -0.00250241-0.00543941j -0.00255367+0.000666945j 0.00230721+0.000443856j -5.78901e-05-0.00519133j 0.00683424+0.0068048j -0.0124251-0.00233138j -0.000483824-0.0033178j 0.00201919+0.00094889j 0.00661124+0.00283977j -0.00279077-0.00327066j 0.00750314+0.001335j -0.00412531-0.00246852j -0.0018792-0.000431818j -0.00364922+0.000167651j -0.00122406+0.00499137j -0.00140758-0.00435974j 0.00298898-0.00217214j -0.00823958-0.000613629j 0.00499942+0.00512401j -0.00475369+7.97793e-05j -0.008543+0.00102445j 0.00289433-0.00108131j 0.000496589-0.00295845j 0.00500043-7.0345e-05j -0.00635316-0.000255941j 0.00628252-0.00691312j 0.00591947-0.00262605j 0.00550862-0.00484027j 0.000142626-0.00113022j 0.000165676+0.00447941j 0.000359722-0.00718469j -0.000823539+0.0031936j -0.00162614+0.000904061j 
-0.0012925+0.00128089j -0.00130689-0.000796313j -0.00467114-0.00392973j -0.00459028+0.00430994j 0.00733716+0.00806654j -0.00691509+0.00882391j 0.000485453-0.000940314j -0.00994823+0.000492835j -0.00821508+0.00550839j 0.00412991-0.00695893j 0.00853568+0.00684322j 0.00236281-0.00378236j 0.00100887+0.00124931j -0.0107516-0.000891236j -0.00170802-0.00587687j 0.00110912+0.00276345j 0.00870297+0.000650502j -0.000129726-0.00290653j -0.00562605-0.00322212j -0.000401255+0.0025504j 0.008788+0.00162497j 0.00256003-0.00534054j -0.00376839+0.00744356j 0.000783654+0.000207749j -0.00161306-0.00379326j 0.00482998-0.00634993j 0.00131931+0.0037121j -0.00542756-0.00440733j 0.00407143+0.00130608j 0.00327116-0.00301548j 0.00194234+0.00386963j 0.000705656+0.00453283j 0.00391541-0.00465728j -0.000869961-0.00360786j 0.00103529+0.00134062j 0.00162436-0.00582407j 0.00439764-0.000336395j -0.00347303-0.000534532j 0.000276552+0.00127471j 0.000107604+0.00422141j 0.000208688+0.00113541j -0.00142933+0.000830133j 0.000937545-7.98939e-05j -0.00119426-0.00143475j -0.00283847+0.00192231j -0.0017476-0.00019797j -0.00147311+0.000677j -0.000399175+0.00181488j -0.00467577+0.00100876j -0.00210652-0.00215048j -0.00117059+0.0022677j -0.000406002-0.000478104j 0.00163083-0.000857325j -0.00145678+0.00201703j 0.00130551-0.000800176j -0.000175792-0.000100174j 
-0.000280671+0.000119675j 0.00126784-0.00144769j 0.00247986-0.00279429j -0.00656133-0.00233653j -0.00763986+0.00443826j -0.00323912-0.00183656j -0.00232915+2.80646e-05j -0.0055971-0.00635963j -0.0105349-0.00570796j 0.00608022-0.00162534j 0.00042893+0.00788366j 0.00531411+0.000502835j 0.00820901+0.00206131j -0.0124248-0.00586508j -0.00573546-0.00238371j 0.0028065-0.00147076j -0.00290513+0.002513j -0.0120094-0.0088227j -0.00259616+0.00622512j -0.0022364-0.00382162j 0.0146043+0.00239824j 0.000855322-0.004033j 0.00911332+0.0040575j -0.00159281-0.00798201j -0.00824081-0.0030623j 0.00343761-0.00781397j 0.00152598-0.00126948j -0.000109408+0.00464049j -0.00826007-0.00690119j 0.00241751-0.00567696j 0.00115891+0.00182843j 0.00763644+0.0078359j -0.00132055-0.00697141j 0.00541567-0.00386528j -0.0032969-0.00206071j -0.00438973-0.00581585j -0.002353-0.00151735j -0.00521383+0.0042982j 0.000369219-0.00173538j 0.00170557-0.000404511j -0.00835651-0.00310979j 0.00270358+0.00587396j -0.0017502-3.24392e-05j -0.00910609-0.00096194j -0.0010072+0.0027127j -0.00214858-0.002524j 0.00413003+0.00054531j -0.00685443+0.00166391j 0.00282368-0.00479287j 0.00708077-0.00504665j 0.00249692-0.00121027j 0.00159413-0.00122009j 0.000191684+0.00499465j 0.000145513-0.00215844j -0.000740897+0.00148984j 0.000714361-0.00141504j 
