-0.0660802-0.0510563j -0.0618746+0.0721768j -0.013956+0.14376j -0.116894-0.046763j 0.0650266-0.0436856j 0.0168815+0.00249965j -0.0168828-0.0645164j -0.174217-0.0195394j -0.0543033-0.0578146j -0.0518399+0.11383j -0.024479-0.129505j 0.0453745-0.0332118j 0.0781679-0.0488559j -0.0306933-0.0168844j 0.0631107-0.00799214j 0.0907029-0.0123663j 0.00839901+0.0377013j 0.0664225-0.0319326j -0.0302487+0.0445982j -0.066384+0.0135767j -0.059023-0.0048433j 0.0323897-0.0362599j 0.0266836+0.00838023j 0.00407816-0.0846734j 0.027147+0.00245831j 0.0232832+0.0353005j -0.00663831+0.0211907j 0.00328956+0.0402933j -0.0192123+0.0587116j 0.00429818+0.0346356j -0.0276415-0.0421759j -0.00559265-0.0211304j -0.0251764-0.0354992j 0.0324589-0.0539876j -0.0115132-0.0223433j -0.0833242-0.00321256j 0.0262616+0.0307342j 0.0216036+0.00723007j 0.0654774+0.0677713j -0.0195889+0.063501j 0.00806968-0.0186668j -0.0189437-0.0179102j -0.0295485-0.0101835j -0.0204199-0.04623j 0.0111894-0.069364j -0.0152591-0.012419j 0.00326942+0.034712j 0.0381626+0.0287623j 0.0795294+0.0710173j 0.00978462-0.0295267j -0.0651366-0.0408321j 0.0843033-0.0715599j 0.112293+0.0367985j 0.04349-0.128801j 0.133201-0.00403998j 0.00590534+0.132679j 
0.00313224+0.00313977j 0.0035752-0.00445454j -0.00173095-0.00140331j -0.00433942+0.000763918j -0.00405069+0.00221689j -0.00790431-0.00213019j 0.000641809+0.00194182j 0.00387794-0.00459797j 0.00403049+0.00344952j 0.0067162+0.0075827j 0.00255702+0.00212411j -0.00411408-0.00206318j -0.00127023-0.00899027j 0.000270813+0.00747278j -0.00472309+0.000342995j -0.00945855+0.0082028j -0.00377076-0.00461564j -0.000761218+0.00786617j 0.00390273+0.00299034j 0.00388222-0.00401403j -0.00349106-0.00202402j -0.00617598-0.00474288j -0.00215793+0.00256303j 0.00319914+0.00668412j -0.00268829-0.00397279j -0.00306377-0.00133757j -0.00209101+0.00252322j 0.00132737+0.00801734j 0.00724444+0.00181006j 0.00498412-0.000614288j -0.00575434-0.00947858j 0.000119994-0.00372845j -0.0119104-0.00564112j -0.00544225+0.00225391j 0.000406133+0.000434204j 0.00329859+0.00936446j -0.00349511+0.00657872j 0.00171501+0.00388603j -0.000583077-0.00467782j 0.000271051+0.00668102j 0.00154093-0.0106264j -0.00987784-0.00504827j 0.00552278-0.00622815j -0.00256354-0.001432j 0.00229602+0.00446423j -0.000832921+0.00465267j -0.00274159-0.000143153j 0.00321621-0.0051627j -5.58085e-05-0.00850315j 0.00786684-0.00256963j 0.00324497-0.0012562j -0.00237175+0.00323869j -0.00265883+0.0080216j -0.00116004-0.00630117j -0.0071218+0.00275695j 0.00341406-0.000324663j 
-1.19819e-05-0.0035451j -0.00324113+0.00270642j 0.00188103+0.00619945j -0.000515569-0.00175605j 0.00324837-0.00643672j -0.00069534+0.00415829j 0.000381387+0.00929354j -0.0052918-0.000797975j -0.00343816+0.00337139j -0.00280183-0.00186436j 0.00311593-0.00169645j 0.00168617+0.000502843j 0.00599486+0.00244989j 0.00261658-0.00943877j -0.00491338+0.00453936j 0.00417398-0.00547089j 0.00370291+0.00420362j 0.0121953-0.00250801j 0.00180541+0.00167233j 0.00276483-0.00402681j 0.0102307+0.00713982j -0.00207246-0.000132298j 1.03282e-05-0.00365149j 0.0121394-0.0029133j -0.000791675+0.00101384j -0.00424275-0.00150785j -0.00713819+0.00992835j -0.00268927-0.00334435j -0.00383213-0.00122857j -0.00175291-0.00217192j -0.00280742-0.0051696j 0.0045297+0.00431173j -0.00483196+0.00178886j 0.0039656-0.00515408j -0.00963312+0.00824997j 0.0187808-0.00741703j 0.00386107-0.00298223j -0.00159798+0.000915853j -0.00446032-0.00653582j 0.00180766-0.00195041j 0.00763978+0.0134188j 0.00393145-0.00676401j -0.00325329+0.00122191j -0.00282413-0.000334673j -0.00745983+0.0022042j -0.00415944+0.00571106j -0.00836809-0.00271364j 0.00666952+0.00557157j 4.55544e-05-0.00281069j -0.00239899+0.011253j 0.0118742+0.00212618j 0.000706604-0.00237682j 0.0152864-0.00886838j 0.0019379-0.00265916j 0.00978357-0.00455524j -0.00393944-0.000977566j 
-0.00156121+0.00137342j 0.000939988+0.00194256j -0.000344712+0.000767386j 0.000224957-0.000348153j 0.00176524+0.000533467j -0.000892108-0.0024911j 0.000130237+0.00217434j 0.00090845-0.000547175j 0.00237284-0.000205029j -0.000639512-0.000859639j -0.00063724+0.000209097j -0.00243051-0.00126602j 0.00278753-0.000571995j -0.000890947-0.00103666j -0.00293163-0.00181845j -0.000458492-0.0018929j -0.000304729+0.000172875j -0.000834969+0.000626128j 0.00195388+0.00273265j 0.00172247-0.000204163j -0.000131805+0.00268447j 0.000152066-0.00344836j -0.000727937-0.00145861j 0.00118699-0.00300075j -0.00171213+0.00167792j 0.00144239+0.000437286j 0.00108446+0.00144096j -0.00315774+0.00188449j -0.00375159-0.00227587j 0.00304451+0.00174287j -0.00468006-0.00121666j 0.0028176+0.00288039j -0.00169537-0.0105337j 0.00214816-0.00332847j -0.00241863-0.00196009j 0.00119483+0.00637071j -0.00188345+0.000575715j -0.00204065+0.00310091j -0.000468424-0.000783675j 0.00349442+0.00477086j -0.000771068-0.00155468j 0.000899391+0.00128372j 2.33665e-05+0.000238432j -0.00184138-0.00314632j -0.00117607+0.00493782j 0.00363305+0.00366845j -0.000387151+0.000995051j 0.00373791-0.00039692j -0.00353839+0.000681567j 0.00416983-0.000413309j -0.00285318+0.00222067j -0.000175557-0.000488266j -0.00161585+0.00292176j 0.000624333-6.37206e-05j 0.000513983+0.000582286j 0.00225044+8.17009e-05j 
0.00195367-0.00160995j -6.33167e-05-0.00165398j -0.000307543-0.00537226j 0.00368159-0.00183661j -0.00179303+0.0043239j 0.00472771-0.00260949j 0.00278809-0.00447925j 1.34718e-05+0.00342914j -0.00521187+0.00114874j -0.00495965-0.00415713j -0.00323703-0.00131387j 0.00329238-0.00184002j -0.00504927+0.00156097j 0.00228209+0.00247913j 0.00891294+0.00085374j 0.00198498-0.00160057j 0.00439734+0.00145575j -0.000639941+0.00171823j -0.00597264-0.00204471j -0.00125411+0.00327488j -0.00482741-0.00449444j 0.00677541+0.00812701j 0.00314129+0.00255145j -0.00547219+0.00247013j 0.00656704+8.15349e-05j -0.000323022-0.00231347j 0.00491666-0.00148086j 0.0071373-0.00324853j 0.00372881-0.00246609j -0.00846472+0.00226165j 0.00519577+0.00701944j -0.00208406-0.0019349j 0.00356824+0.00728243j -0.00276253+0.00237573j 0.00753149+0.00517832j -0.00318603-0.000943098j 0.0022044-0.0011765j 0.00644833-0.00404656j 0.00358506+0.00214374j -0.00839622-0.00412682j -0.00284362+0.0072016j 0.010292+0.00371991j -0.00532964+0.00619942j 0.00269441+0.00599471j 0.00555463-0.00441859j -0.000239066-0.011804j 0.00426608-0.00285351j -0.00339573-0.00165799j 0.00539274+0.00114206j -0.00567626-0.00196786j 0.00411344-0.00853054j -0.00188278-0.00579665j 0.0015235-0.001844j 0.00178856+0.00254381j 0.00190217-0.0018611j -0.00544537-0.000631494j 
0.00449599-0.00398904j -0.00478377-0.00333879j -0.001161+0.000978915j -0.00794812-0.00388208j -0.00418126-0.00418006j -0.000271723+0.00504435j -0.0016339-0.00158503j -0.00379353-0.00284822j -0.00205086-0.00149895j 0.00469334+0.00667439j 0.00646839+0.00596264j 0.00228266+0.0021108j -0.0018238-0.00602183j 0.000165814+0.00213125j 0.00157212-0.00496475j 0.000302318+0.0127425j -0.000677572+0.00601057j -0.00304242+0.0117718j -0.000610059-0.000406461j 0.0040369-0.00458566j 0.00537234+0.00317741j -0.00401008-0.000448894j -0.00049412-0.00102296j -0.00117364+0.00779614j 0.00100019+0.000780567j 0.0025608-0.00731213j 0.0100704-0.0088794j 0.00516841-0.012721j 0.000764393+0.00417636j 0.000380358-0.00544706j -0.00313634+0.00473227j -0.00459893-0.00848965j 0.00375666+0.00148713j -0.000229097-0.00206261j 0.00614227-0.0134686j 0.00500416-0.0100953j 0.00862504-0.00125333j -0.00230485-0.00619109j 0.00118115-0.00830102j -0.0011143+0.00421499j 0.00651602+0.0035094j 0.000526761+0.00268253j 0.000513607-0.00546953j -0.0020942-0.00177717j 0.00338809-0.000155579j 0.00273463+0.00334927j -0.00226398+0.00323213j 0.00330934-0.0102291j 0.00136113-0.00545552j -0.00526749+0.00933679j 0.00897411+0.00227162j 0.00267545+0.00303137j 0.00577092-0.00217549j 0.00158224-0.00542812j 0.00183024+0.000280731j -0.00331556-0.000944557j 
-0.00170462+0.00226584j 0.00183649+0.00171947j 0.0015928+0.00121983j 0.00350251+0.00432005j 0.00132106-0.000420509j 0.000111158+0.00231077j -0.00302985+0.000444493j 0.000655499+0.0015258j 0.00116905+0.000203731j -0.00144194+0.000888556j -0.00115336-0.00015604j -0.00189485+0.00118936j -0.000253389+0.00162719j -0.000454397-0.00518748j -0.00647408+0.000513983j 0.00291772-0.00602313j 0.000404344-0.000876134j 0.00304808-0.00720917j 0.00431532+0.00053149j 0.00194322+0.000705554j 0.00233697+0.00241474j -0.00115621-0.00234717j -0.00427757-0.000131611j 0.00490249-0.00312237j -0.00358609-0.000972259j 0.00383978+0.00325047j -0.00560094-0.00088664j -0.00628819+0.00207897j -0.00590725+0.00164554j 0.00114277-0.00280594j 0.00163207-0.00138245j 0.00260799+0.00348003j 0.000210679-0.000726914j 0.00547612-0.00138441j -0.00262971-0.00132347j 0.00174073-0.00137404j -0.00185461-0.00401991j -0.00237011+0.00494889j -0.00269919-0.00258715j 0.00606663-0.00255884j -0.000796046+0.00720307j 0.00283463+0.00167134j 0.0033664+0.000887373j -0.00205345+0.0015544j -0.00511135+8.19033e-05j -0.00222165+0.00528249j -0.00222458-0.00301084j -0.00148781+0.00416884j -0.00198089+0.00163164j 0.0056278+0.000409168j 0.00125924-0.00262777j 0.00366052-0.00158313j -0.00188596-0.00048888j 0.0020749+0.00322034j -0.00107414-0.00180964j 0.00249774-0.000705333j 
-0.000488188+0.00100056j 0.00111018+0.000736528j 0.000861158-0.000682052j 0.00183783-0.00166447j -5.87335e-06+0.00238641j 0.00491737-0.00383995j 0.00194441+0.000236832j -0.00341+0.00101316j -0.00127859+0.000664858j -0.00442125-0.000146391j 0.0013711+0.00017243j -0.000754948+5.01098e-05j -0.00313462-0.00355197j -0.00108558-0.00207258j -0.00353201+0.000511408j -0.000879719-0.00255617j -0.00184262-0.00291119j 0.00335521-0.000152631j 0.00190799+0.00398144j -0.00113812-0.00174304j -0.00202368+0.00542927j -0.000502542-0.00606689j -0.00411571-0.00561203j 0.0015451-0.00469951j -0.00281723+0.00622852j 0.00393854+0.00224405j 0.00909069+7.47709e-05j -0.00434146+0.00304237j -0.00980732+0.000175488j -0.00360741-0.00422666j -0.00730252+0.00152249j 7.99656e-05-0.00258614j 0.00252259+0.000837445j 0.00390074-0.00192384j 0.00621616-0.0102595j 0.000635845+0.00407454j -0.00655534-0.00547182j 0.00415952+0.00266193j 0.00679821-0.00497304j 0.00179443+0.000740577j 0.00293478+0.00977636j 0.00676561+0.00272691j 0.00679649-0.000274374j -0.00204062+0.00686042j 0.00160149+0.000359573j -0.00115115-0.00208412j -0.00237079-0.00158738j -0.00326359-0.000500109j 0.00236342-0.000948546j 0.00163635-0.00259488j 0.00117235-0.00605606j -0.000108921-0.00392377j 0.00166929+0.000572178j 0.000610029-0.000803436j 0.00253072-0.00138795j 0.00162387+0.000419308j 
-0.000783704-0.00126749j -0.000702997+0.000689j -0.0016172-0.00105298j 0.000835904-0.00267292j 0.00245216+0.00183508j 0.000810905-0.00108968j 0.00291507+0.00106756j 0.000612118+0.000463116j 0.00179305-0.00189224j -0.000432948-0.0028834j 0.000843533+0.000747717j -0.0014074-0.00513205j 0.000888977+0.00230021j -0.00113478+0.00179989j -0.00199421-0.000318563j -0.00253494-0.00317378j 0.00226355-0.00314501j 0.0010311+0.00254917j -0.00141809+0.00710908j -0.00247665+0.00053165j -0.00507998-0.00270871j -0.000125327-0.00144001j -0.00298173+0.00176903j 0.00405562-0.002797j 0.00221908-0.000595714j -0.00105151-0.00137914j 0.00497791+0.00742758j 0.000911922+0.00254475j -0.000216795-0.00650271j -0.00345663+0.00497704j -0.00585849+0.00612324j 0.00026457+0.00653069j 0.00158894-0.012622j 0.00204801-0.000687025j -0.00506324+0.00355239j 0.00152753+0.010933j 0.0028031+0.000747986j 0.000921693+0.000903247j -0.00218165-0.00283999j -0.00236661+0.00747866j 0.000151761-0.00710358j 0.00171173+0.00295655j -0.00517331+0.00158752j 0.000981777-0.00331581j -0.00100925+0.00502011j 0.00659568-0.00122071j -0.000626491+0.00400211j 0.00337029-0.00126413j -0.00300621+0.00045094j -0.000876367-0.00197641j -0.00367598+0.00112474j -0.0016251-0.00208454j -0.0010119+0.00135296j -0.00130942+2.80103e-07j 0.00256851+0.000759106j 1.1913e-05+0.000737907j 
0.00284385+0.00159849j 0.00287052-0.00271394j -0.000892419-0.00103646j 0.000259954+0.0032716j -0.00166687-0.00146606j -0.00684658+0.00524447j -0.000716806+0.000290114j 0.00733078-0.000836061j 0.00191845+0.000294989j 0.00321278+0.00361373j 0.00338272+0.00328208j -0.000210678+0.00179512j -0.00256974-0.00271908j 0.000335613+0.00260071j -0.00813288+0.00225593j -0.00255891-0.000643511j 0.00172904-0.00271413j 0.00776909-0.00397806j 0.00317218+0.0035115j 0.00539757+0.00480507j 0.00387805-0.00390404j -0.00183406+0.00183958j -0.0109412+0.00572523j 0.00885218+0.00137404j 0.00292252-0.00771664j 0.00300818+0.00110867j -0.0109748-0.000804618j -0.00646422+0.00502482j 0.00191893+0.00232902j 0.00662518-0.000119947j 0.00122279+0.00127916j -0.00724091+0.00310801j -0.010232+0.00351322j 0.00115757+0.00388405j -0.00424845-0.00214033j 0.00857026-0.00231982j 0.00472525-0.00178997j -0.000764871+0.00306138j -0.0106353-0.00302744j 0.00253953+0.00612601j -0.00141478-0.00355396j -0.00238872-0.00269383j 0.000880956+0.00382015j -0.00301998-0.00186381j 0.00055111-0.00273768j -0.00520399+0.00351632j -0.00441862-0.00478623j -0.0020423+0.00295819j 0.0027914-0.00267596j -0.00155511+0.00303957j 0.00732601+0.00202034j 0.000452966+0.00303579j -0.000981746+0.0010192j -0.000666801+0.000700538j -0.00313594+0.000217807j -0.00136595-0.00158954j 
7.18655e-05-0.000977166j -0.00144242-0.000136779j -0.000797913+0.000446984j -0.0029341-2.50272e-05j 0.000602666-0.00247029j -0.00390514+0.000963123j 0.0016943+0.00212671j 0.000111744+0.000526893j -0.00105904+7.69354e-06j 0.000873606-0.0051337j -0.00255923-0.00585527j 0.00495855-0.0041549j -0.00182998+0.00572689j 0.00249496+0.00198883j 0.00831299+0.000795928j -0.000567669-0.00123094j -0.000849146+0.00171947j 0.00173926+0.00106646j 0.00156735+0.00287896j -0.00076624+0.00144064j 0.0134511-0.00260433j -0.00670172+0.00417924j 0.00516219+0.000998015j 0.00311165+0.0108267j 0.00174094-0.00700065j 0.00221767-0.00325505j -0.00500504+0.00506855j 0.00423185+0.0146302j -0.00408055-0.00185133j -0.00617904+0.0082342j 0.00185167-0.00396195j -5.21047e-05-0.00564496j -0.00820482-0.00873683j -0.00354905+0.00403685j -0.00220612+0.0153273j -0.00075373+0.0032366j -0.00515314+0.00881411j 0.00282618+0.00465005j 0.00200183-0.00303679j -0.00595891-0.00614199j 0.00204223-0.00126724j 0.000955558+0.00240919j -0.00998874-0.00494593j 0.0119481+0.000866093j -0.00737791-0.00639053j -0.0109734-0.000970676j 0.00206155-0.00638889j -0.00501355+0.0077666j 0.00166663-0.000769343j -0.00206632-0.00416362j 0.00267507+0.00115858j -0.000415873+0.00376596j -4.3805e-05-0.00387165j -0.00191577+0.000115811j 0.000451686+0.00106085j -0.0027892+0.00126405j 
0.00138428+3.57559e-05j -0.000260609-0.00200822j -0.000264999-0.00027096j -0.00260161-0.00033721j -0.00087047-0.00260348j -0.00735232+0.00138641j -0.00159872+0.00355627j 0.000656237-0.00210988j 0.00502122+0.00123531j 0.00165728+0.0103222j 0.00419929+0.00518913j -0.000358368+0.00413389j 0.00316389-0.00658586j -0.0013509+0.000172395j -0.00878668-0.00415522j -0.00591875+0.00301476j -0.00668105+0.00251388j 0.00282963+0.00564421j 0.00558515+0.00918521j 0.00713613+0.000872896j -0.00357108+0.00486884j -0.00569801-0.00976605j -0.00309672-0.00135928j 0.00733713+0.00705849j -0.00560822-0.00894764j -0.00127243+0.00588656j 0.00541169+0.00806119j -0.00128482-0.0021875j 0.00628926+0.00343807j 0.00446539-0.00161921j 0.00683936-0.00666973j 0.00203261+0.0104617j 0.00161327-0.00740624j 0.00607698-0.00255213j -0.00103468+0.00116154j 0.00558713+0.00419651j 0.00501163-0.00114958j -0.0077313+0.0101703j -0.00235879-0.0076879j -0.00204779+0.00386493j 0.00643503+0.00310282j 0.00233882-0.00123541j -0.00190266+0.000983646j -0.00376271-0.000703571j -0.00471834+0.00242036j 0.000554625+0.00923j -0.00818837-0.00101939j 0.00637353-0.00333101j 0.000895423-0.00839425j 0.00547371+0.00957879j 0.00751279-0.00028602j 0.000831314+0.00148215j 0.00387341+0.000760013j 0.00333617-0.00526179j -0.00154795-0.00175653j 0.00141093+0.000172788j 
0.000840152+0.000469969j -8.4782e-05-0.000126829j 0.000336019+0.000863361j 0.00267344+0.00224133j 0.000117418-0.000283594j 0.00276857+0.00419235j 0.000514806-0.00188086j -0.0033176+0.00230049j -0.00278435-0.00056903j -0.0004433-0.00560697j 0.000428067+0.000103296j 0.00340552+0.0064502j -0.00535283+0.000391494j 0.000729143-0.000817557j 0.00123823-0.00444834j 0.0031986+0.00354472j -0.00436084+0.00373916j 0.000782482-0.000194316j 0.000374593-0.00418117j -0.00349267+0.005191j -0.0038674+0.00658432j -0.00135347+0.00744764j -0.00129545+0.00249829j -0.00614458-0.00465678j 0.000953869-0.00759822j 0.00821583+0.0138542j 0.0109964-0.000146574j -0.000149294-0.000261006j 0.00783047+0.00215254j 0.00400292-0.000334297j 0.0124203+0.0055656j -0.009691+0.00139534j 0.00946678+0.00956702j 0.000416695+0.00294024j 0.00847898+0.00301976j -0.00335735-0.00692759j 0.00452458-0.0027312j -0.00358322+0.0100659j -0.000939469+0.000122188j -0.00415708+0.000535452j 0.000543834-0.000369616j 0.00628391+0.00496675j -0.00429221+0.00560127j 0.000801382+0.00145028j 0.00545103-0.000675906j -0.000734822-0.00795953j 0.00532713-0.00343141j -0.00796302-0.00308947j -0.00180513+0.00494296j -0.00758511-0.00459165j -0.00430723+0.000267752j 0.000692238+0.000517334j 0.000900391+0.000793669j -0.0024375+0.00285081j 0.000489104+0.00103541j 0.00174566-0.00236261j 
0.00123563+0.000669043j 0.000494513-0.00141897j -0.00136447+0.000798765j -0.00196959+0.000145998j 9.66843e-05+0.000171947j -0.00180667+5.59045e-05j -9.16588e-05-0.00232351j -0.00305377-0.00128334j -0.00147034+0.00243507j -0.00327448+0.00165913j -0.000660391+0.00139867j 0.00199732+0.000671153j -0.00288285-0.00387108j 0.00096292+0.0013705j 0.000538663+0.00226676j -0.000873086+0.0026292j 0.0021647-0.00364469j 0.00336683-0.00144878j -0.000953771-0.00598202j -0.00129813-0.00113596j 0.000869956+0.00193576j 0.00176217+7.23402e-05j -0.00111469-0.0047209j -0.00128367+0.00147023j 2.92762e-05+0.00311625j -0.00100345-0.000918379j -0.00446369-0.00678858j -0.005039-0.00140301j -0.000920071+0.00222869j 0.00154998-0.00237141j -0.00261873-0.0026739j -0.00262007-0.010837j -0.00626401+0.0148921j -0.00635035+0.00149064j 0.00750089-0.00741554j 0.00386773-0.00679764j -0.00357065-0.0016412j 0.00633061-0.00784568j 0.00181014+0.00259097j -0.00126693-0.00190038j -0.00140912+0.00207233j -0.00624846-0.0072134j 0.0115982-0.00491586j 0.000516319+0.00507627j 0.00664033-0.0065691j -0.00788439-0.00500474j -0.000923139-0.0056167j -0.00306525+0.00057145j 0.0055571-0.00192349j -0.00583087-0.00183902j 0.00225785+0.00201409j -0.0015577+0.0036167j 0.00353372-0.00218173j -0.00251091-0.000469156j -0.000175629+5.80764e-06j -0.000163088-2.24455e-05j 
-0.00241997+0.00110616j 0.000922817+0.00230663j 8.57426e-05+0.0010278j 0.00354601+0.00146287j 0.00191925+0.00165442j 0.00397966-0.000224238j -0.000402629-0.000747603j -0.00066625+0.00187052j -0.00044842-0.00292275j -0.00103493-0.00505551j -0.00376381-6.72183e-05j -0.00432962-2.0753e-05j -0.000253008+0.00301219j -0.00210404-0.0028354j -0.0030803+0.000519986j 0.00551114-0.00429546j 0.0034864-0.00174024j -0.00103725-0.00751672j -1.44436e-05-0.0012645j -0.00288566+0.000739948j -0.00371876-0.000441513j 0.0025229+0.000124623j -0.00274241+0.00238646j 0.000274785-0.0114806j 0.0020773+0.00645282j 0.0022561+0.0036216j 0.0021472-0.0047396j -0.00402855-0.00358196j -0.00512862-0.00384211j 0.00386525-0.000662363j -0.00405756+0.00748486j -0.000957293+0.00424452j 0.00609629+0.000785626j 0.00382271-0.00156859j -0.00108053-0.00505134j -0.00117049-0.0011295j 0.00290997-0.00308194j -0.00452225-0.00204631j -0.00168779+0.00430733j 0.00543455+0.00536065j -0.00598191-0.00320161j -0.00196393+0.00474381j 0.00188233+0.00402719j -0.00367563-0.00423567j 0.00048673+0.00603893j 0.00682804+0.00039989j 0.00558342+0.00477545j 0.000950617+0.00149012j -0.0060778+0.00388211j 0.00100112-0.00449731j -0.00652656-5.04825e-05j 0.00199562-0.0021376j -0.00422173+0.00310791j -0.00108653+0.00397831j 0.000401454+0.00112059j 0.00306544-0.000496151j 
0.00112737-0.00126551j -0.00273967-0.000915936j 0.00190688-0.00119866j -0.0034845+0.000758428j -0.00387363-0.000624834j -0.00073311+0.00372514j -0.00155455-0.00198995j -0.00194863-0.00312475j 0.000267456+0.00148032j -0.000912938+0.00800592j 0.00253211+0.00576709j 0.00141237+0.00754823j 0.0020467-0.00736323j -0.00477554+0.000436005j -0.0118668+8.43707e-05j -0.00666857+0.00408358j -2.61879e-05-0.00612461j 0.00338214+0.00350832j 0.000723855+0.00669376j -0.00371758+0.000655563j -0.00602802-0.00107615j -0.00352464-0.00706851j -0.00529172-0.0103333j 0.00350569-0.00406775j -0.00744705+7.62162e-05j 0.00573929+0.00247161j 0.010556-0.00117934j 0.00107765-0.00615257j 0.000400438-0.000683029j -0.00361007-0.0106635j 0.00361491-0.006399j -0.000495177+0.000200786j 0.00455016+0.00610459j 0.00494824-0.00024208j 0.00387055-0.00512089j -0.00104216-0.00751206j 0.00616269-0.0111992j 0.00963667+0.0066603j -0.00841634+0.000387987j -0.00462966-0.00197079j 0.00537709-0.000811525j 0.0015159-0.00401662j 0.00628787+0.005013j 0.00166186+0.0022116j 0.00542155-0.00314412j 0.00217311-0.00150574j -0.00279711+0.00074862j -0.00594227-0.00710957j 0.00465339+0.00252246j -0.00404993+0.00346929j 0.000930006+0.00185686j 0.00121583+0.00113004j 0.00240552-0.00281828j -0.000951454-0.0029573j 0.000711764-0.00103682j 0.000501566+0.000620851j 
-0.00200766+0.00162482j -0.000974076+0.00229861j -0.00109764+0.00324791j -0.000224932+0.00550727j 0.00264181-0.000794405j -0.0038395+0.00334084j -0.00324318-0.000361098j -0.0015537+0.000298007j -0.00152099+2.66912e-05j -0.00261751-3.61817e-05j -0.00297294+0.00151044j 0.00368553+0.00240212j 0.00509623+0.0051592j 0.00105657-0.000873227j -0.0110473+0.00274176j 0.00303743-0.0112149j -0.00160252-0.00113558j 0.0101674-0.00948808j 0.00357954-0.000823975j -0.00560891+0.00355386j 0.00463523-0.00179064j -0.00308298-0.0019835j -0.00348577+0.00109063j 0.00866446-0.00285093j -0.00585332-0.0048263j -0.00127958+0.0030449j -0.00940448+0.000684963j -0.0102277+0.00477647j -0.00265932-0.00213119j 0.00242465+0.00557942j 0.00289735-0.00475388j -0.00735525+0.00444117j -0.00423165+0.00207371j -0.00195768+0.00201136j -0.00815969-0.00106712j 0.00201951-0.000469811j -5.5405e-05-0.00132079j -0.00348764+0.00174738j -0.00747411+0.00281244j 0.000450239+0.000985699j 0.004435-0.0123931j -0.00792598-0.00868087j 0.00776806+0.00287347j 0.0037738-0.00201707j -0.00353494-0.00379113j -0.00454444-0.000717885j -0.00284835-0.00375191j -0.00587898+0.00544655j 0.00141468+0.00509777j -0.00469964-0.00684072j -0.00693176+0.00721843j 0.00121025+0.00389558j 8.97201e-05+0.000115638j -0.00655863+0.00385498j 7.14148e-05+0.00249971j 0.00524564-0.000746233j 
-0.00104208-0.00123119j -0.00167311+0.00173465j 0.000952155+0.000419897j 0.000654033-0.00115493j 6.06934e-05+0.00131117j 0.00386889-0.00228109j 0.00192494+0.00212029j -0.00212036-0.000168723j -0.00258437-0.000737359j 0.000448168-0.00426446j 5.10499e-05-0.00334484j 0.00501131-0.00150159j 0.00393033+0.00762109j 0.000736045+0.00165694j 0.00349196+0.00269945j 0.000267927-0.00669366j 0.00105644+0.0014371j -0.00107753+0.00268933j -0.00185529+0.000166951j -0.00642352+1.87233e-06j -0.000659278-0.00162771j -0.000739013-0.000580991j 0.0048795+0.00310667j -0.00114652+0.000447463j 0.000727767-0.0024176j -0.0048717-0.00199917j 0.00036194+0.00884592j 0.0057204+0.00576163j 0.00740067-0.00577107j -0.00795674+0.00505218j 0.00150483-0.000109866j -0.00241461+0.00436242j 0.0049307-0.00787252j -0.00390974-0.000905703j -0.0138576+0.0102323j -0.0052797+0.00474083j -0.00158978+0.00357564j 0.000132895+0.000940748j -0.000158329+0.00588823j -0.00561851-0.00310734j 0.00796378-0.0122175j -0.00145777-0.00296932j -0.0057897+0.000202074j 0.00615306-0.00101423j -0.00219254+0.00211462j 0.00393056-0.00436854j 0.000782284+0.00310717j -0.000424816+0.000230459j -0.00197976+0.00489456j -0.00263548-0.00434052j -0.00676964+0.00293737j -0.00132519-0.000761107j 0.000759491-0.000549289j -0.00469927+0.00173176j 0.00330868+0.00159959j 0.000901624-0.000434254j 
0.000993624-0.00104273j -0.00127205-0.00155339j -0.000566628-0.000953247j -0.00117463-0.00310105j -4.47021e-05-0.000486617j 0.00259508+0.000283573j 0.000676078+6.85846e-05j -0.00017983-0.000605569j 0.000125879-0.000297317j 0.00052458+0.000231795j 0.000843204-0.000950967j -0.00216718-0.0027041j -0.000863225+0.00163001j -0.000222196+0.00152529j 0.00519853+0.000270801j -0.000715207+0.00557404j 0.0038296+0.00250114j -0.00530959+0.000857028j -0.00318063-0.00309086j 0.00111843-0.0029781j -0.000937287-0.000957634j 0.00347644+0.00124542j 0.00566953+0.000129539j -0.00467321+0.00033311j 0.000935313+0.00357341j 0.000655191-0.00520572j 0.000514368-0.0056885j 0.00459242-0.00451683j 0.00568201-6.21651e-05j 0.00113353-0.00318423j -0.00099771-0.00160849j 0.006138-0.0021652j 0.00139742+0.000768075j 0.000640092-0.00171621j 0.00108769-0.000539342j -0.000924792-0.000561843j 0.0010947+0.000171621j 0.00339002-0.00458952j -0.000278888+0.00185573j -0.000471083-0.0010733j -0.00372446+0.00459539j 0.000210074-0.000527789j -0.00402936-0.00103438j -0.0022919-0.000610748j -0.000183119+0.0026701j 0.00368546+0.00257869j 0.000359762+0.00404414j 0.00677857-0.000236025j 0.000696374-0.00329338j 7.6371e-05+0.00371201j 0.00252514-0.00247803j -0.00181938-0.00104938j 0.00141549-0.00166349j 0.00326382-0.00299036j 0.000547666-0.000348257j -0.00352952+0.00162458j 
