-0.131066+0.142641j -0.147908-0.144408j -0.141125+0.179992j 0.187139+0.0568193j 0.0923991-0.0637281j 0.0620521+0.170897j 0.0143147-0.252556j -0.200209-0.0406304j 0.0360874+0.145877j 0.0340913+0.0789713j -0.0501805+0.0736164j -0.141918+0.0448186j -0.0729201+0.0568411j 0.064865-0.125913j -0.0636084-0.0396581j -0.120378-0.093895j 0.178815-0.0250016j -0.21961+0.0980193j -0.0569061+0.0907674j -0.0248881-0.0154816j -0.0944349+0.00637665j -0.0726223-0.0519419j 0.105986+0.165179j 0.00646872+0.00075163j -0.0258578-0.156816j 0.149418+0.0204173j 0.12317+0.0714643j -0.0345554+0.125579j 0.0531705+0.165734j -0.0933094+0.0241587j 0.206731+0.102086j -0.0928556+0.21089j -0.211523+0.127832j 0.128599+0.191544j 0.0255518+0.074482j -0.0563426+0.0315024j -0.0597186-0.000766493j -0.026376+0.0844468j 0.0462625-0.0388601j -0.0281221-0.0243649j -0.0164583-0.0144722j 0.0226539+0.0187826j -0.0369322-0.022014j 0.050702-0.00358244j 0.022798+0.020725j 0.0166408-0.00910737j -0.00308626+0.03438j 0.0178051+0.0536256j -0.00705429-0.000646019j 0.0129365-0.0192315j -0.0454408-0.0063341j -0.0171269+0.046594j -0.0303639-0.0119221j 0.0252997-0.0101185j 0.0049404+0.0215582j 0.00237661-0.00427848j 0.0122805-0.0204041j -0.0219538+0.022083j 0.0103964+0.0384173j 0.00439918+0.0147692j -0.0160019-0.00761885j 0.0373722-0.0163222j 0.00369192-0.0177921j 0.00197007+0.0171177j -0.0118776-0.0168156j -0.0061196+0.0297486j -0.0373526+0.00144636j -0.00837578+0.00050996j -0.0312737+0.00659219j -0.00725381-0.0326453j -0.0769516+0.0125854j 0.0113698+0.0761204j 
0.00389991-0.00404501j 0.0026001+0.00122112j -0.00066355-0.000720056j -0.00163531+9.48156e-05j 0.00116288+0.000974766j 0.00207018+0.00116918j -0.00113494+0.00160027j 0.000643928+7.72106e-05j -0.00471669-0.00115369j -0.000146461-5.93204e-05j 0.000271064-0.00279356j -0.00173854+0.000630631j -0.000482552-0.000549897j -0.000778659+0.00239648j -0.000191786+0.0036728j -0.00318522+0.000238776j -0.00101048+0.000621027j -8.40809e-05-3.93734e-05j 0.0023932-0.00382415j 0.000687952+0.000508117j 0.000131962+0.00240101j -0.00347224-0.000353489j 0.000169198-0.00394341j -0.00303051+0.000107717j 0.000895644-0.00346328j 0.00201861+0.00148741j 0.00156347+0.00246398j -0.00196319+0.0011357j 0.00359321-0.00405098j -0.00255153-0.00139024j -0.00342897+0.00152624j 0.00261693-0.00244868j -0.00133752-0.00239945j 0.00286076-0.000609357j -5.51049e-06-0.00165724j 0.00550957-0.00237619j 0.0017284-0.00387404j 0.00176168+0.000713832j -0.00356671+0.000268601j 0.002325+0.00470704j 0.00300827+5.01367e-05j 0.00172202+0.00410311j 0.00404004-0.00136041j 0.000436633-0.00290106j 0.00663066+0.00484823j 0.00557581+0.00793649j -0.00938485+0.000246416j -0.000524665-0.000421929j -0.00764301-0.00695141j -0.000318273-0.00229772j -0.00502653+0.00027742j 0.00167143+0.000412425j -0.00388686+0.00308894j 0.000302993+0.00127887j -0.0100463+0.00442443j -0.00431137-0.000106532j 0.00208841+0.00908666j 0.00590125+0.00366616j -0.00192811-0.0162557j 0.00931071+0.00484879j -0.00395708+0.00677165j -0.00483169-8.09912e-05j 0.00801174+0.00101948j -0.00132768+0.00581483j -0.0065876+0.009705j -0.00892732-0.00103836j 0.0100348+0.00543567j 0.000515927-0.0046689j -0.00511874+0.00325902j 0.00157665-0.00597522j 0.00359384+0.00245917j -0.00145539-0.00292401j 
0.000389054-0.00202976j 0.00461687-0.00159889j -0.00175241+0.00127644j 0.000634564+0.000701812j -0.000585335+0.00083869j -0.000131157-0.000619735j 0.00146036-0.00165513j 0.00293275+0.00364953j -0.00137546+0.000790519j 0.00234241+0.000221212j -0.00272724-0.00127906j -0.00143985+0.00147429j 0.0025431+0.00179686j 0.000902494+0.00303044j -0.00162342+0.00401511j -0.00411485+0.000708697j 0.00257479+0.00326883j -0.000990028+0.000710335j 0.000315358-0.00306676j 0.000549525-0.00204525j 0.00203907+0.00109229j -0.00222332-0.000299255j -0.00128972-0.00637205j -0.00152012+0.00216534j -0.0013209-0.00238696j 0.00136215+0.00334659j 0.00268276+0.000463744j 0.000276396+0.00354348j 0.00174169-0.00271549j 0.00115497+0.000133269j -0.00780481+0.000333345j 0.00207257-0.00134173j 0.00168482+0.00202721j -0.00105211+0.000748389j -0.000397743-0.00255175j -0.00107771+0.00122459j -0.00244601-0.00201505j 0.00263172-0.000191121j -0.00160064+0.0037852j -0.00791762+0.00368158j 0.000296569+0.00139378j 0.000420108+0.00159748j 0.00127858-0.00272916j -0.00261115-0.00229648j 0.0027028-0.000404846j 0.0104862+0.00708495j 8.26124e-05-0.00256197j -0.000963028+0.000140742j 0.000488863+0.00439017j 0.000670848-0.00333587j -0.00391812+0.00140809j 0.00303944+0.00435706j -0.00748347+0.000889002j 0.00204782-0.00291072j 0.00120872+0.00190104j -0.00211781-0.00528868j 0.00274556-0.000852268j -0.00895119-0.001759j -0.000192647-0.000950467j 0.00298513+0.00995739j 0.00262914+0.00234901j 0.00242151+0.00276487j -0.00202315-0.000772878j -0.00372793+0.00184082j 0.00207664+0.004589j -0.00467317+0.0036476j 0.00442388-0.0033008j -0.00245621+0.00687107j 0.00494706+0.00159498j 0.000139635+0.00705408j 0.00734283+0.00131622j -0.00374529-0.00448718j 
-0.0049816+0.0111684j -0.00764886-0.00536356j -0.00185238+0.0068683j 0.0138441-0.00028207j -0.000349255+0.00185445j -0.00283975+0.00029926j 0.000759096-0.00215644j -0.00301865+0.000986169j 0.00236162-0.000216219j 0.00760126+0.00143043j -0.00406364-0.00249191j 0.00349579+0.00108399j 0.00195491+0.0101862j 0.00405129-0.00220158j 0.000450012+0.000452633j -0.00298689+0.00166873j -0.000518836-0.00319012j -0.00215481+0.0029414j 0.00200768+0.00591171j -0.0106089-0.00785537j 0.00956636+0.00207308j -0.00454249+0.000116919j -0.00218543+0.00303308j 0.00354864-0.00146655j -0.00251866+0.00800308j 0.00253325-0.00161081j 0.000161425-0.0023079j 0.00286573+0.00470278j -0.00243677+0.00553798j 0.00567056-0.00577631j -0.0110834+0.00718267j -0.0108643+0.008406j -0.00311567+0.00289106j -0.0083115+0.00398952j 0.00670892-0.00198575j -0.00446819+0.00228419j -0.000831171-0.00289195j 0.00355977+0.00710914j 0.00487782-0.00137588j -0.00415246-0.0042284j 0.000361173-0.00270674j -0.00156832+0.00459277j -0.000400167-0.00162625j 0.0033077+0.00464788j -0.00363632+0.000363352j 0.00221221+0.000455341j 0.00319034-0.00519644j 0.000380907+0.00464589j 0.00459474-0.00202527j 0.00593707-0.00140733j -0.00168642-0.00363485j 0.00312048-0.00238128j -0.00268691+0.00129997j 0.000666611-0.00335088j 0.00507709-0.000437271j -0.00102209-0.00262991j 0.00665118-0.00351644j -0.00682402+0.00382112j 0.00493212+0.00350969j 0.000507308+0.00259289j -0.00297342-0.00240834j 0.00289683-0.000885882j -0.00322338-0.00759012j 0.000473009-0.00467766j 0.00142513-0.00262991j 0.00101772+0.000390831j -0.00434606-0.00137078j -0.00380408+0.00219858j -0.00430172+0.000572902j -0.000171056-0.00397385j -0.00979643+0.00497707j -0.00343495+0.0112484j 
-0.00192734-0.00356985j 0.00367249-0.0049583j -0.000913659+0.00245026j 0.00237064-0.00346342j -0.00080384+0.00191428j -0.00162532+0.00139781j 0.00210957-0.00521902j 0.00853906+0.00673687j 0.000399616-8.58765e-05j 0.00308902+0.0023511j -0.00423281-0.00618159j -0.000646804+0.00444446j 0.00604751+0.00243383j 0.00413605+0.00229433j 0.00225729+0.000140816j -0.00460239-0.00195545j -0.00346211+0.00229193j -0.000378507+0.00104671j -0.000818844+0.000844293j 0.00348989-0.00626474j 0.00276671+0.00247221j -0.00617875+0.00613673j 0.00242328-0.00283757j -0.00587337+0.00505483j -0.0040361+0.00612202j -0.00306768+0.00114002j 0.010063+0.00302915j 0.00246155+0.00544353j 0.00412206-0.00651385j -0.00356513+0.00599689j -0.0132467+0.00542686j 0.00973898+0.00080915j 0.00189881-0.00184952j -0.00310188+0.00871809j -0.0067308-0.000657581j -0.00204505+0.00442189j 0.00194585+0.000164063j -0.00260306-0.00185779j -0.0032471-0.000518709j 0.00213861+0.000243343j -0.00256891+0.000393707j -0.00152213-0.00329347j -0.000637714+0.000744255j -0.00170122+0.00657978j -0.00511591+0.00021845j -0.00703982-0.0023676j -0.00181752+0.00540946j -0.000288753-0.00154087j -0.00180101-0.000527498j -0.000150183+0.00581899j -0.00666109+0.00147853j -0.0055494+0.000309514j 0.000166398-0.00757667j -0.00357705+0.00644503j -0.00248714+0.000582346j 0.00228461+0.00490339j -0.00612926+0.00633634j 0.00448601-0.00456397j -0.00862239+0.00209781j -0.00591806-0.00530133j -0.00186132+0.000641357j -0.0071923-0.00137461j 0.00385528+0.00411082j 0.00217135-0.0027534j -0.0029216-0.00230699j 0.00106436-0.000113778j -0.00432061+0.00666315j -0.000546857-0.00186393j 0.00633381-0.000604673j -0.00681822+0.00215551j 0.003416-0.0059931j -0.00131652+0.00421612j 
-0.00355431-0.00539384j 0.00356494-0.00488678j -0.00315405+0.00533378j 0.00498967-0.0039114j -0.00158287+0.000115699j 0.00332037-0.00163944j 0.00127808-0.00511137j 0.0091155+0.00435081j -0.00882757-0.000115203j 0.000650612+0.00153532j -0.000153381-0.0061811j -0.00212948+0.00291191j 0.00248412+0.00562376j 0.00776028-0.00226711j 0.003041+0.00788947j -0.00774746+0.000160694j -0.00325918-0.00286029j -0.000298927+0.00725312j 0.000318634-0.00276737j -0.00161624-0.00730034j -0.000268039+0.00865027j -0.0104749+0.00181649j -0.0047914-0.00340591j -0.0090282-0.0010131j -0.00304973-0.00349109j 0.0044667-0.00114254j 0.00231195+0.00412464j -9.78122e-05-0.000608806j 0.00306799-0.000654044j -0.00440149+0.00331133j -0.00824+0.0110391j 0.00819259-0.0072006j 0.00606474-0.00474091j -0.00381424+0.00435994j 0.000112753-0.00402939j 0.00313612-0.00468227j -0.00221999-0.00118325j 0.00992519+0.000898286j 0.0025293-0.00405395j 0.00279264+0.000789325j 0.00527747-0.000359338j -0.0037319+0.00452382j -0.000686847-0.00117314j 0.00159969+0.00147982j 0.000655564-0.00208716j 5.53677e-06+0.00340323j -0.0068704-0.00430719j 0.00037653+0.00185168j -0.00138115+0.000555j 0.000164217-0.00350347j 0.00406295-0.00211278j -0.000235883-0.00399649j 0.00287851+0.00658417j -0.00258082+0.000280868j 0.000394301-0.00211739j -0.00759656+0.0020751j 0.00539352-0.00239531j 0.00157627+0.00533133j -0.000309604-0.00629726j 0.000653304-0.00164084j -0.000961592+0.000798901j 0.00142143-0.00426995j -0.000829746+0.0052692j 0.00324879-0.000606049j -0.000243885-3.73872e-05j -0.00228597+0.00578748j 0.00152996+0.00580332j 0.00053031-0.0052064j -0.00620607+0.00455217j -0.000154675-0.000142491j -0.000490647-0.00744781j -0.00605977+0.00379651j 
0.00273086+0.00269952j -0.00266416+0.0054516j -0.000693034-0.00208512j -0.00315802-0.00466749j -0.00269669-0.00038422j -0.00170112+0.00201441j -0.00138615+0.00352945j 0.00167981-0.000732869j -0.00257873-0.000889268j -0.00322337-0.00342719j 0.00327072+0.00267565j -1.01738e-05-0.00387813j 0.00240046-0.0042863j -0.00077034-0.00193491j 0.00061788-0.00041864j 0.00442056-0.00456885j 0.00338031+5.56888e-05j 0.0046021+0.00231344j -0.000844469+0.00138361j 0.00424212+0.00393987j -0.00621062-0.00132673j 0.00772538-0.00411315j 0.000777559+0.00441048j 0.000114026-0.00158249j 0.000385328-0.00661669j 0.000259346+3.58214e-05j -0.00719268+0.000344299j -0.00571438-0.00551729j -0.00759006-0.000935794j 0.00402394+0.0072426j 0.00664629-0.00609266j 0.00901619-0.00232671j 0.00455798-0.00514103j -0.00469252-0.000429113j -0.00390833+0.00426662j -0.00500406+0.00566065j 0.00738341-0.00410419j -0.000615222+0.000293321j -0.00206412-0.000929622j -0.00397402-0.000596089j 0.0001119+0.000782798j -0.00212792+0.00155824j -0.00349445+0.00287846j 0.00390354-0.00320731j -0.00426421-0.00174996j -0.0087595+0.00296247j 0.000277812-0.010863j -0.00459774-0.00456374j 0.00582429+8.23007e-05j -0.00413381-0.0048056j -0.00589276-0.00727262j -0.0014141-0.00486294j 0.000394074-0.00801052j -0.0060749-0.00195188j 0.00253004-0.000992494j 0.00620891-0.00252336j -0.00689356+0.00385022j -0.0171108-0.00504028j 0.0035546+0.00286009j 0.00309989+0.0101506j -0.00264747-0.0115158j -0.000852891+0.000532199j -0.00201097-0.00276963j 0.0045522-0.002759j 0.00126508-0.0018728j 0.00987317-0.00556099j -0.00303624-0.000947208j 0.00907532+0.0115195j 0.00900737-0.0143556j -0.00457125-0.0116164j 0.0023595-0.000450071j 0.0143231+0.00680706j 
-0.00149504+0.00212336j -0.00173051-0.00287414j -0.000249183+0.00331109j -0.0023551+0.00137093j -0.00176168+0.00470319j 0.0021558+0.00233529j -0.00176143+0.0028765j 0.00528414+0.00212803j 0.00358748+0.000643288j -0.00336524+0.00186911j 0.00296631+0.0052166j 0.00323351-0.00251144j -0.000295589-0.00497694j -0.00319041+0.00344289j -0.00466346-0.00287864j 0.00620129-0.00692413j 0.00310113+0.00631465j 0.00326107-0.00169501j -0.00704426+0.00119609j 0.00527274-0.00445921j -0.00503178-0.00433149j 0.0061059-0.00185919j -0.00159432+0.00519174j -0.00106277+0.00222135j -0.00910179+8.90133e-05j -7.7335e-05-0.00320346j -0.00174732-0.00775177j -0.00628814-0.000675033j 0.00384731+0.000462752j 0.00437328-0.00216018j 0.00517173-9.6897e-05j 0.00931177-0.00377886j 0.00654966-0.00782998j 5.88764e-05+0.000169772j -3.50018e-05-0.00357334j 0.00111758+0.00612212j -0.00391403+0.0033653j 0.0070074-0.0037691j -0.00404707+0.00197515j -0.00191354-0.00240319j -0.00150139+0.0015984j 0.00166384-0.00410157j 0.000339158+0.00311326j -0.00524028+0.00335928j -0.00458127+0.00357411j -0.0031598-0.0036235j 0.00980813-0.000187846j 0.00381889+0.00156897j 0.00231508+0.00375951j 0.0076025+0.00762296j 0.00522175-0.00121632j -0.00416536-0.000570104j 0.0034947+0.000357484j 0.000306903+0.000513133j 0.00335048-0.0004224j -0.00482151-0.000103737j -0.00557957-0.0030162j 0.00410563-0.000849677j -0.00123191+0.00616899j -0.00649277-0.00238439j 0.00517213+0.00160438j 0.00160704-0.00754982j -0.000681497+0.000177063j -0.00490241-0.00286984j -0.00364983-0.00370872j 0.00237537+4.46139e-05j -0.00694815-0.00349116j -0.00183297-0.00480407j -0.0026624-0.00403706j -0.000648105+0.00820997j -0.00531216-0.00620351j -0.00294585-0.0020471j 
0.00255966+0.000699801j -0.00101273+0.00271352j 0.00121716-0.00281665j 0.000203975+0.000211612j 0.00136423-0.00126472j -0.00285286+0.000387358j 0.00101825-0.00251526j -0.00461309-0.00173281j 0.00372204-0.000139687j 0.00274739-0.00116761j -0.00294561-0.00121098j -0.00144661+0.00229498j 0.00183757+0.000643677j -0.00215868-6.04049e-05j 0.000299654-0.00336829j -0.000822209+0.00292807j -0.00293907-0.0013343j -0.00148569-0.00392395j -0.000819973-0.001119j -0.00357348+0.0056563j 0.0063781-0.00307225j 0.000616047+0.00119515j 0.00530559-0.00369113j 0.00187954+0.000905861j 0.00474059+0.0042284j -0.00687912+0.00422475j 0.00395513+0.00471547j 0.00465918+0.00232286j -0.00258828-0.00182239j -0.00211552+0.00208815j 0.000274558-0.00436408j -0.00884422+0.00772361j -0.00577333+0.00534306j 0.000225257+0.000197677j -0.00225737+0.00384992j -0.000622192+0.00204205j 0.00389838-8.53718e-05j -0.011295-4.93135e-05j -0.00184493-0.0010783j 0.00326235-7.03877e-05j -0.00442639-0.00149739j 0.000729744-0.000909717j -0.00298515+0.00263763j -0.000681268+0.000120676j 1.35666e-05-3.09484e-05j -0.00154049-0.0058789j 0.00120743+0.00265319j -0.00256812+0.000702745j 0.000923566+0.000235247j -0.00508861+0.00439115j -0.00825889+0.00214657j -0.00238847+0.00546318j -0.000679904-0.00831753j -0.00179187+0.0082529j -0.00512081+0.00511134j 0.00427056+0.00353754j -0.00524594+0.00730535j 0.00602638-0.00410348j -0.003707+0.00105495j -0.00061092+0.00054581j -0.00532289-0.00166843j -0.00529405+0.00179174j 0.00312961+0.00443135j -0.00106013+0.00165783j 0.00139328+0.0017388j 0.000988634-0.00563611j 0.000155425-4.75618e-05j 0.00158748+0.00521696j 0.00232837-0.00127214j -0.00394202-0.00768255j 0.00186761+0.00500441j 0.00569139+0.001051j 
-0.00661192+0.0056347j -0.00194053-0.0073929j 0.00186724+0.00100135j 0.00182137-0.00263304j 0.00369731+0.00283339j 0.00161148-0.00190449j -0.00690269+0.00353885j -0.00589944-0.00428114j 7.88432e-05-0.00106777j 0.000878019-0.00532052j 0.000922207+0.00550071j 0.00394372-0.00357009j 0.00152145+0.00184094j -0.00587753+0.00056245j 0.000805082+0.000925249j 0.00419603+1.94266e-05j 0.00612846+0.0063612j 0.00105221+0.00170314j -0.000659239+0.00366496j -0.00126469+0.00353887j 0.00617615-0.00096007j -0.00202804-0.000327943j -0.00165778+0.00337668j 0.00424841+0.00226607j -0.00194006+0.00111041j 0.00253878-0.00654674j -0.00216399+0.000220384j 0.00202895-0.000966022j 0.00349511+0.0086018j 0.00288848-0.00158008j 0.000403356-0.000863388j -0.00479838+0.00502103j -0.00301307-0.000808102j -0.00309136-0.000363435j 0.00073226-0.00162672j 0.0031608-0.00543408j -0.000296858-0.00252782j 0.00754286+0.00448016j -0.00376418-0.00324487j -0.00387987-0.00483817j 0.0020849+0.00641256j 0.00690734+0.00593976j -0.0036352+0.00247724j -0.00484197+0.0119297j -0.00423772+0.00115809j -0.00394006-0.00271981j -0.00811389-0.00239176j 0.00434793+0.00645565j 0.00327789-0.000506709j 0.00360601+0.00152571j -0.00270217-0.00475375j 0.00751209-0.00959363j 0.00974969-0.00481698j 0.00341615-0.00391823j 0.0122173-0.00306149j -0.00225851+0.00634538j -0.00174599+0.00419765j -0.00532349+0.00205658j -0.0112471+0.0108928j 0.00217761-0.00378886j -0.0100416+0.0088337j -0.011301-0.0015759j 0.00720684+0.000903773j 0.00515851+0.00343067j -0.0058655-0.0083933j -0.00460759-0.00163759j -0.0140733+0.00269992j 0.00562126-0.00753467j -0.00284647+0.00180557j -0.00589663+0.00260346j -0.00930879-0.0031912j -0.00492595+0.00388237j 
0.00171273-0.00886777j 0.00645576+0.00222804j 0.000562502-0.00600128j -0.00303371-0.000152402j -0.00234156-0.000770507j 0.00303193-0.002195j 0.00246415-0.00180503j 0.000749472+0.00478263j -0.000910119+9.24023e-05j -0.00378051-0.000175235j 0.00242531+0.00216704j -0.00232177-2.63378e-05j 0.000651913-0.00339827j 0.000230691+0.00300866j -0.00127775+0.000864259j 0.00097704-0.00497616j 0.000649897+0.00483504j -0.000219962+0.00215598j -0.00350221-0.00280536j 0.0110223-0.00127525j -0.0102706-0.000315869j 0.00241099-0.00236903j -0.00289745-0.00174576j -0.00458209+0.00329305j -0.00574028-0.0101763j 0.00664143-0.00402518j -0.00278036-0.00187737j -0.0030213+0.00546592j -0.00101359-0.0118294j -0.00824266+0.00415159j 0.00178097-0.000672451j 0.00908338-0.0113709j 0.00482143-0.000426879j 0.00395609+0.000478636j -0.00325525-0.00777753j -0.00140608-0.0061498j 0.00200995+0.00174492j -0.00648164+6.96333e-05j 0.00255401-0.00291801j -0.00127134+0.00178294j -0.00700434-0.0035174j 0.000479162+0.00200273j -0.00216658-0.00264329j -0.00344783+0.000799592j 0.00803777-0.00763459j 0.0115253+0.00150598j -0.00461497+0.00351509j 2.82995e-05+0.00304348j -0.000149324+0.000410556j -0.00800717-0.000566061j 0.00243566+0.00639585j 0.00737143+0.00744954j -0.00598535-0.00268074j 0.00437244+0.000605584j 0.000468059+0.00719291j -0.0025054+0.0034805j 0.00456784+0.00684996j 0.000478023+0.00656927j -0.00428777+0.00494927j 0.00736492-0.00105762j -0.00628555+0.00800677j -0.00575482+0.00425939j 0.00078065+0.00359091j -0.000932057-0.00165911j 0.00109472-0.000169538j -0.00112829+0.000993468j -0.000492537-0.00462124j -0.00710499+0.00858877j 0.0145357+0.0158103j 0.00935939-0.00544838j 0.0177042+0.00141563j -0.00472723-0.00354375j 
-0.00268631-0.0100402j 0.00846783-0.00182111j 0.00174836-0.00385328j -0.00617263-1.1263e-05j 0.00226862-0.0012109j 0.001811+0.000828207j -0.00315718-0.00138281j -0.0002712-0.00210013j -0.00412458-0.000744912j -0.00494038-0.00099401j 0.00109335-0.00232982j -0.00309559+0.00449008j 0.000294342-0.00151544j 3.58121e-05-0.00272751j -0.000422392+0.000959392j -0.0010578+0.00140626j -0.00483362+0.000704922j -0.00208216+0.00112606j -0.000600723-0.00229736j 0.000129875+0.000577528j 0.00293423+0.00478227j -0.00420158+0.00565616j 0.00181102-0.0033623j -0.00539811+0.00268317j 0.00278187-0.000464608j -0.0016088-0.00160184j 0.00564023+0.00232548j 0.00235644+0.000953502j 0.0052648+0.00227693j -0.00538212+0.00401376j 0.000108798-0.00129336j 0.00308497-0.00367611j -0.00409047+0.0033227j 0.00585403+0.000669787j -0.00447636+0.00197341j 0.00359324-0.00550619j 0.00134216-0.00146691j 6.9646e-05+0.00202718j -0.00205299-0.00195802j 0.00375034-0.000118537j -0.00169052+0.00381258j 0.00669143-0.00205076j -0.00114216+0.000421055j -0.0038174+0.00369795j -0.00172143+0.00581j 0.00187235+0.00151518j -0.00189532+0.00186968j -0.000952148+0.00142703j -0.00664483+0.00114843j -0.000529153-0.00459537j 0.000877103-0.00107903j -0.00250318-0.00241126j -0.00173659-0.00685093j -0.00567141+0.00694699j 0.00238097+0.00744874j -0.000146011+0.00317223j -0.00265932+0.00352628j 0.00786872-0.0102597j -0.0104598-0.00731735j -0.0070426-0.00429985j 8.06047e-05+0.00688721j 0.000369507+0.00344523j 0.00680847+0.00586416j 0.000553765-0.00305091j -0.00264264+0.00285137j -0.00598441-0.00354793j 0.00255252+0.0094504j 0.00363513-0.00652932j 0.00379812+0.00623171j -0.00497675+0.00745027j 0.00486893-0.00366282j -0.00266182-0.0063924j 
-0.000976143-0.00104548j 0.000755621-0.00428064j -0.00059096-0.00475979j -0.00321766-0.000774595j 0.00311563+0.00241623j 0.000932053+0.00210084j -0.00169835+0.00613822j -0.00701554-0.00233946j 0.00222777-0.0024384j 0.0020871+0.000671718j -0.00159406+0.00438348j 0.00899339-0.00182787j -0.00257639-0.000714375j -0.00654683+0.00338103j -0.00399667-0.00415173j 0.0010285-0.00445226j -0.00294978+0.00479509j 0.00312678+0.00203061j -0.00097757+0.000907789j -0.00227828-0.00122683j 0.0100782-0.000267012j 0.00742448-0.000900776j 0.00374188+0.00144238j 0.0015338+0.0022414j -0.00550397-0.00535379j -0.00437276-0.00423477j -0.00291474-0.00242838j 0.00189178+0.00278323j 0.000556137-0.00109329j -0.000372571-0.00430856j -0.00156501-0.00275508j 0.00258853+0.00198946j -0.00261049+0.00120377j 0.00281622+0.00303027j -0.00476702+0.000266196j -0.00163966+0.00205311j 0.00337079-0.000893176j -0.00033036-0.000987732j 0.00110503-0.000413974j 0.00240043-0.00270709j -0.00665451+0.00256256j 0.00209348-0.00308538j -0.00255067+0.00256422j 0.000403283+0.00375367j -0.00452934+0.0045365j -0.000946304-0.000846244j 0.00479899-0.00457384j -0.00217838+0.00552916j -0.00128744-0.000270295j -0.00257988-0.00661174j 0.0124304+0.00168942j -0.0079551-0.00724946j -0.00403158-0.00670976j -0.00168128+0.00136497j 0.0097143+0.00308615j 0.000965011-0.00195083j -0.00606816-0.000603223j -0.00755667+0.000104295j 0.00410592+0.00821959j -0.00772907-0.000260172j 0.00404959-4.29993e-05j 0.00653591-0.00392762j -0.00386899+0.00421556j -0.0096218-0.0148217j 0.00377354-0.000862709j 0.0077129-0.00707359j -0.00428074-0.00102228j 0.00250455-0.0011768j 0.00694056+0.000584554j 0.00441061+0.00461495j 0.0034683+0.00127322j -0.00166789-0.00184894j 
-0.00145316+0.0011563j -0.00098172-0.00509943j -0.00175218-0.00330161j 0.000608296+0.00253706j 0.00357323+0.00222022j 0.00453801+7.99709e-05j -0.00301997+0.0121134j -0.0101282-0.00155472j -0.00129659-0.00109024j 0.00422242-0.00127643j 0.000161949+0.00463201j 0.00739655-0.0060933j -0.00145147-0.00144328j -0.0104853+0.00621061j -0.00297235+0.000264013j 0.00166548-0.00433775j 0.007026+0.00685464j 0.00241408+0.00264752j -0.000725743-0.00310962j -0.00174709+0.00329552j 0.00890823+0.000402405j 0.00336301-0.00410417j 0.00107919+0.00154137j 0.00456998+0.00176161j -0.00837797-0.0105775j 0.0026736-0.00585105j -0.00506933+7.90239e-05j -0.00124414+0.00446014j 0.00138942-0.00512818j 0.000171786-0.00466975j -0.00055163+0.001256j 0.000582928+0.000220395j -0.00312048+0.00217881j 0.00115939-0.00101996j -0.00102207-0.00235144j 0.00229199-0.00354647j -0.00127966-0.000758336j 0.00569125+0.00338407j 0.000387989-0.000223212j 0.00248055+0.00307354j -0.000240815+0.00175329j 0.00187996+0.00156082j 0.00211799+0.000156029j -0.000656972+0.00198022j 0.00388233+0.00163588j 0.00956923-0.0023405j -0.00741893+0.00333184j 0.00207528+0.00159524j -0.00834323-0.00427589j -0.00352005-0.00438144j 0.00317123+0.00238675j -0.000882991-0.004058j -0.00374431+0.00278298j -0.00108209+0.00035082j -0.000962361+0.00244392j 0.00137217+0.00051165j 0.00331312-0.00111857j 0.00283001-0.000537496j -0.00316353-0.00786581j 0.000535746-0.00326917j 0.00204598+0.00131971j 0.0029456-0.00155726j -0.000155766-0.00201581j -0.00232329+0.00135378j 0.000180274+0.00378269j -0.0083962+0.00157419j -0.000288247+0.00630339j -0.00245849-0.0045971j 0.000368107+0.00283654j -0.000426689+0.000860356j 0.0020925-0.00192919j -0.00398216+4.0068e-05j 
