-0.131066+0.142641j -0.147908-0.144408j -0.141125+0.179992j 0.187139+0.0568193j 0.0923991-0.0637281j 0.0620521+0.170897j 0.0143147-0.252556j -0.200209-0.0406304j 0.0360874+0.145877j 0.0340913+0.0789713j -0.0501805+0.0736164j -0.141918+0.0448186j -0.0729201+0.0568411j 0.064865-0.125913j -0.0636084-0.0396581j -0.120378-0.093895j 0.178815-0.0250016j -0.21961+0.0980193j -0.0569061+0.0907674j -0.0248881-0.0154816j -0.0944349+0.00637665j -0.0726223-0.0519419j 0.105986+0.165179j 0.00646872+0.00075163j -0.0258578-0.156816j 0.149418+0.0204173j 0.12317+0.0714643j -0.0345554+0.125579j 0.0531705+0.165734j -0.0933094+0.0241587j 0.206731+0.102086j -0.0928556+0.21089j -0.211523+0.127832j 0.128599+0.191544j 0.0255518+0.074482j -0.0563426+0.0315024j -0.0597186-0.000766493j -0.026376+0.0844468j 0.0462625-0.0388601j -0.0281221-0.0243649j -0.0164583-0.0144722j 0.0226539+0.0187826j -0.0369322-0.022014j 0.050702-0.00358244j 0.022798+0.020725j 0.0166408-0.00910737j -0.00308626+0.03438j 0.0178051+0.0536256j -0.00705429-0.000646019j 0.0129365-0.0192315j -0.0454408-0.0063341j -0.0171269+0.046594j -0.0303639-0.0119221j 0.0252997-0.0101185j 0.0049404+0.0215582j 0.00237661-0.00427848j 0.0122805-0.0204041j -0.0219538+0.022083j 0.0103964+0.0384173j 0.00439918+0.0147692j -0.0160019-0.00761885j 0.0373722-0.0163222j 0.00369192-0.0177921j 0.00197007+0.0171177j -0.0118776-0.0168156j -0.0061196+0.0297486j -0.0373526+0.00144636j -0.00837578+0.00050996j -0.0312737+0.00659219j -0.00725381-0.0326453j -0.0769516+0.0125854j 0.0113698+0.0761204j 
-0.0015912+0.000420286j 0.00179401-0.00369258j -0.00113272+0.00757819j 0.000650967-0.000833123j -0.00278028-0.00123187j -0.00185257+0.000613009j 0.00594068-0.0106168j 0.0100033+0.0028573j -0.00399256+0.00626633j 0.00454341+0.00392633j -0.00326517-0.00525778j -0.00067107+0.0011447j 0.00138692+0.00739712j 0.00574211-0.00813039j 0.0033919+0.00531041j -0.00867105+0.00662099j -0.00643902-0.0078583j 0.00361486+0.00487044j 0.00436383-0.00656068j -0.00979616-0.00342693j 0.00572395+0.000976831j -0.00233654-0.00298201j -0.00407237-0.00833752j -0.00189885-0.00409977j 0.00217695-0.00646704j -0.00149828+0.00826673j -0.000669152+0.00116186j 0.00368575-0.00242436j -0.00133562+0.00453639j -0.00264137+0.00121544j -0.00528837+0.00241801j 0.00123439-0.000767676j 0.00173455-0.00233097j -0.0015282+0.00244311j -0.00109698+0.0023457j -0.00280839+0.00553189j -0.0037163+0.00128193j 0.00212784-0.00204909j 0.00177165-0.000586554j -0.00394615+0.00182667j -0.00179821+0.00166936j 0.00174271+0.000243228j 0.000736692+0.000565684j 0.00155436-0.000117496j -0.00183641+0.00568861j -0.000709831-0.000895245j 0.00426247-0.00422239j -0.00051354+0.00210364j 0.000404202+0.000724467j -0.00399513-0.0062928j 0.00588954-0.00244887j -0.00739869-0.00138461j -0.00634629-0.00659444j -0.00445601+0.000106739j 0.00388751+0.000798032j 0.000920784-0.00393271j -0.00458859-0.0014382j -0.00383844+8.94225e-05j 0.00797523+0.00527044j -0.00372886+0.00333185j 0.00211462-0.0052853j 0.00341672-0.00307828j -0.00156654+0.00399844j -0.00808426-0.00502427j 0.00331317-0.00436335j 0.00611071-0.00478158j -0.00509922-0.00479926j -0.000486915+0.00241156j 0.00131065-0.00168281j -0.00309068+0.00160993j 0.00103347-0.00146534j -6.65384e-05+0.00250343j 
0.00432958+0.00341994j -0.00041152+0.00516983j 0.0011784-0.000693785j 0.00173914+0.00258492j -0.000449708+0.00178724j 0.00096821-0.00594156j 0.002211+0.00278265j -0.00506492+0.000576076j 0.000552378+3.23925e-05j -0.00675136-0.00152795j 0.0113616+0.00731071j -0.00341483-0.00359954j -0.0041792+0.00177297j 0.000975472-0.000313479j -0.00558412+0.00127817j 0.00570198-0.0038922j 0.00483893+0.000521208j 0.0020762-0.00296618j -0.00351496-0.000795452j 0.00148126+0.00247966j -0.0124319+0.000804859j 0.00536351-0.0110965j 0.000223538+0.00393097j 0.00314217-0.0034133j -0.0012705-0.00339505j 0.00437495-0.000820407j -0.00882216-0.00247294j -0.00356621+0.000317014j -0.00349706+0.000599621j 0.0039728-0.00547634j 0.00851839-0.00544795j -0.00547017-0.00357178j 0.00166049-0.000597653j 0.00236441-0.00782007j 0.00482056-0.00200331j 0.00081276-0.00420056j -0.00298092+0.00194559j 0.00117391+0.00404017j 0.00146129-0.00214738j 0.00340833+0.00184264j 0.000769747-0.00114974j 0.000331248+0.00229557j -0.00147966+0.000431488j 0.000692218-0.00524836j -0.000990335-0.00101064j 0.00593258-0.00303368j 0.0064399+0.00188888j 0.000947882-0.00104043j 0.00356945+0.00613983j 0.00499794+0.000721164j -0.000598899-0.000657278j 0.000900844+0.00093384j 0.00226423+0.00129358j -0.00359168+0.000935689j -0.00772564+0.0056334j -0.0102101+0.00224949j 0.00776747-0.00240051j 0.0129784-0.00103027j 0.000367092-0.0115992j 0.00453138+5.14292e-06j 0.00639495-0.00153387j 0.00713592-0.000474889j -0.00206217-0.000674797j 0.00323517+0.0032718j -0.000820124+0.00630339j -0.00425012+0.00451533j 0.00850759+0.00244777j -0.00234336-0.000133692j -0.00857367+0.00390196j -3.43061e-05-0.0089043j -0.00473149+0.00131056j -0.000568326-0.00110672j 
0.000253783+0.00523242j -0.00250567+0.00126621j 0.00214754+0.00407607j 0.00615057-0.00394049j -0.00144731-0.000576818j -0.00224905+0.000198722j -0.00147747-0.00316213j 0.00606728-0.00131543j 0.00277718+0.00205397j -0.00107023-0.00207093j -0.00149641-0.000102321j -0.00705691+0.00605385j 0.00858015+0.00420906j 0.00598842-0.00323823j -0.00192329+0.0021064j 0.00415477+0.00207585j -0.00209041+0.00566097j -0.00413371-0.000153039j -0.00356421+0.00435358j -0.000686076-0.00448791j -0.00155275+0.0026321j -0.00256675+0.00692218j -0.00155022-0.00060497j -0.00410222+0.00411067j 0.00364556+0.0109544j 0.00157155+0.00179533j 0.00294583+9.55633e-05j -0.00130369+0.0018677j 0.000858804+0.000365487j 0.0009734+0.00035272j -0.00475664+0.00697825j -0.00116219+0.00528734j 0.00135273-0.00173233j -0.00620144+0.00383742j 0.00276211+0.000236824j 0.00256866-0.000412734j 0.00286167-0.00281133j 0.00253413+0.0042569j 0.00206823-0.00082465j 0.00320391-0.00032315j 0.000868957+0.000912632j -0.000197468+0.000595942j -0.00587691+0.0042299j 0.00302609-0.00410086j -0.00181265-0.00129332j 0.000139021+0.00225038j 0.0040495-0.00311079j 0.00207031+0.00183183j 0.00918484+0.00357685j 0.0048985-0.000446748j -0.00851178-0.00424018j 0.00363288+0.000926488j 0.00494096-0.00757911j -0.00766483+0.00116514j -0.00553829+0.00149611j -0.00479253-9.34113e-05j 0.000980128+0.00672915j -0.00150983+0.00142571j 0.00180342-0.00747446j 0.00664718+0.0101672j -0.00064612-0.00396244j 0.00130957+0.00538419j -0.00146873-0.00149459j 0.00530839-0.00160925j -0.000964804+0.00536577j -0.000694066-0.00270327j -0.00074186+0.00241012j 0.00525687+0.00388034j -0.00643009-0.00564189j -0.00265452-0.00800198j -0.00369286+0.00116568j 0.00265964+0.00807427j 
-0.00338145+0.000849588j -0.000259082-0.00153439j -0.00130065-0.00404219j -0.000440793-0.00216245j 0.00125447-0.00281718j -0.00122203+0.00173438j -0.00708353+0.00604469j -0.00347772-0.00327018j -0.0013578-0.00184478j -0.00422769-0.0090527j 0.000126135-0.000747142j -0.00578835+0.00142351j 0.00889774-0.0013079j -0.0010468+0.000830051j 0.000839254+0.00238852j 0.00650041-0.000636862j 0.00671531+0.00316177j -0.00191596+0.000363472j -0.00425523-0.000260575j 0.00212447+0.000501216j 0.00543687+0.000651742j -0.00497452+0.00728295j -0.000965171-0.000844167j -0.00482019+0.00205296j -0.00350001+0.00452916j 0.00134621-0.0100209j 0.00166503+0.00326054j -0.00237713+0.000380182j 0.00268865+0.00286683j -0.00218036+0.00283784j -0.000310918+0.00359558j -0.0014278-0.000506449j -0.00184625+0.00380714j -0.00145178+0.00192891j 0.00125194+0.000938723j -0.00224668-0.00671072j 0.00434833-0.00412675j 0.00682778+0.00561498j 0.00118976-0.00178655j 0.00319576-0.00384808j -0.000724139+0.00126892j 0.00264785+0.00230819j -0.00280317+0.0042108j -0.000264484+0.00313342j 0.000764546+0.00103564j -0.00085489+0.00171184j 0.00435992-0.00249506j 0.00274921+0.00240057j 0.00758147+0.00259285j 0.00139338+0.00191248j -0.00113232-0.000491472j -0.000468418-1.42493e-05j -0.000419455-0.013145j -0.00608618+0.00514394j -0.000348388+0.00230965j -0.00518566+0.00297976j 0.00402814+0.00278315j 0.00513673+0.000416187j 0.000540897+0.00295929j -1.8427e-05-0.00204877j 0.00315062+0.00105449j -0.00489088+0.000850865j -0.00268706-0.000890551j -0.000854204-0.000633456j -0.00142225-0.00415151j -0.00325717-0.00068737j -0.00505639+0.00555234j -0.0014857-0.00632318j 0.00555403+0.00235611j -0.00401479-0.000774675j -0.000420952-0.000774871j -0.00281487+0.0022938j 
0.00329578+0.00281276j -0.000469271+0.00308358j -0.000823719-0.000796679j 0.00282596-0.000552236j -0.00217509-0.00142611j -0.00350055+0.00115668j 0.00268933-0.00199916j 0.00128536+0.00289292j 0.00217082+0.000522954j 0.00924323+0.00325069j -0.00321424-0.000306758j 0.00662304-0.00322393j 0.000790852+0.00167291j 0.00203378+0.000898153j 0.0061821-0.00161377j -0.00029371-0.00208729j 0.00318008-0.0051425j 0.00322127-0.000635399j 0.00917314+0.0023443j 0.000636613-0.00261244j -0.00395422-0.00167229j -0.000267324+0.000383421j -0.000915506+0.00803562j 0.00522699-0.00201576j -0.000887115+0.00230776j 0.00629091-0.00101503j 0.000516568-0.00546873j -0.00281801+0.00180464j -0.00500028-0.00162908j 0.0041185-0.00581146j -0.00681548+0.00425526j 0.00286135+0.00109921j 0.00173303+0.00270347j -0.00288243+0.0035037j 0.00207113+0.00163757j -0.00640269+0.00226278j -0.0012074+0.000372475j -0.00393674+0.00258434j -0.00135896+0.000491113j -0.00229651+0.000515579j 0.00321166-0.0033018j -0.00129361+0.00729988j 0.0060664-0.00314022j -0.00108541+0.00246346j -0.00373123+0.000911533j 0.00181061-0.00447382j -0.00558603+0.00330644j -0.00490819-0.00591632j -0.00312443-0.00690017j -0.00235007+0.00090818j -0.00342852+0.00775029j -0.000980935-0.00329726j -0.00558314+0.00449338j 0.00663521+0.00334004j -0.00168233-0.00194334j 0.00555259+0.00562848j 0.00470896-0.00348527j 0.00176423-0.00204495j -0.00151254-0.00118964j 0.00146139-0.00870028j -0.00353045+0.000244436j -0.00208594-0.00112001j -0.000169327-0.00117282j 0.00518558+0.00421344j 0.00117699+0.000618296j 0.00171685-0.000800473j 0.00310374+0.00621002j 0.000846477-3.35001e-05j -0.00179316-0.00227538j -0.00411216-0.00852451j 0.00041084+0.00180561j 0.00428937+0.00472486j 
-0.000757604+0.000824024j -0.00260476-0.00155109j -0.00480094-0.00305858j 0.00366192-0.000409854j 0.000933227-0.00105928j 0.00325289+0.000434442j 0.00166963-0.00140629j -0.00378308+0.000913562j -0.000363151-0.00308578j 0.00903606+0.00129224j -0.00178609+0.00220682j 0.00676899-0.000766217j 0.00167677+3.56737e-06j -0.00379121+0.00391536j -0.00794899+0.0028541j -0.00470155-0.00763198j -0.00611046-0.00212586j 0.00313211+0.00172352j -0.00985355-0.00161672j -0.013367-0.00225285j 0.0123822-0.00216454j 0.00523256-0.0055186j 0.00405806-0.000346783j 0.000482132-0.000179396j -0.00659046-0.00598883j -0.00395824+0.00283401j -0.00422821-0.00394858j 0.000213936+0.00115693j -0.00472833-0.00442689j -0.00109608-0.00258164j -0.00169319+0.00361387j 0.00266626+0.00107665j 0.000482215+0.00344882j -0.000982928+0.00273971j -0.000698746+0.000912658j 0.00120084-0.00407478j 0.00278419-0.00623222j -0.00348644+0.00122953j 0.00217888-0.00340494j 0.00413292-0.000595908j 0.00257201-0.00133246j -0.000673061-0.000254395j -0.00273072+0.00370439j -9.191e-05-0.00341054j -0.000430009-0.0037148j 0.000901061+0.00466923j 0.000416396-3.12198e-05j -0.00206259+0.00160499j -0.00100095+0.0039599j 0.000369192-7.36944e-06j -0.00632017+0.000676063j -0.000636002+0.001712j 0.00248393-0.000499961j -0.00486175+0.00356593j -0.00575718+0.00653259j 0.000401499-0.00123017j 0.00308916-0.00324363j 0.00368167-0.00301549j -0.00262987-0.00913397j -0.0012797+0.00277637j 9.34692e-05-0.00323568j 0.00324171+0.00284724j 0.000846734-0.000616311j 0.000495308+6.6751e-05j 5.5143e-05+0.00362905j -0.00780432+0.00295514j 0.00532268+0.00376158j 0.000831529+0.00127589j 0.000372624-0.00319061j -0.00220159-0.0035094j 0.00216092-0.000939057j 0.00262602+0.00245793j 
0.000778298-0.000861895j 0.00153941+0.0067609j 0.00196818-0.00120325j -0.000995481+0.00319842j -0.00600379-0.00112723j -0.000232232+0.003605j 0.00230803-0.0105283j 0.0082542-0.00204547j 0.00154206-0.000605391j -0.00405847-0.000267879j 0.00124788-0.00832489j -0.00626488+0.00375335j 0.00373429-0.0044414j -0.000112005-0.0011842j 0.00130223-0.00023471j 0.000751963-0.00373088j 0.00349354-0.0150575j 0.00464896-0.00229055j -0.0072083-0.00978635j -0.00554214-0.00179728j 0.000751051-0.00688331j 0.00171145-0.00206337j -0.005557-0.000362703j -0.00292444-0.00811282j -0.00142442-0.00556169j -1.11033e-05-0.000510949j 0.000288988-0.00517041j -0.00249784-0.00459121j -0.000753186+0.00317512j -0.000115947+0.00184898j 0.00759098-0.00347832j 0.000989018-0.00517027j 0.000554302-0.0017643j -0.000785359-0.00205487j 0.00347869+0.00367091j 0.000938582-0.00663307j 0.00527617+0.00532303j 0.00575195+0.00209907j 0.00420976-0.000743827j -0.0025147+0.00062339j 0.00406592-0.0054805j -0.00203037+0.00066578j 0.00482276+0.00619707j -0.0019548+0.00290998j 0.00218691+0.00519184j -0.00287203-0.00168157j -0.00273362-0.00640984j -0.00224538-0.00326665j -0.00170142-0.0110396j -0.0022203-0.00250638j 0.0103+0.00447904j -0.00368245-0.00433751j -0.00902413+2.34839e-05j -0.00200216+0.00404668j -0.00595807-0.000741397j 0.00289198+0.00732477j 0.00527293-0.00440577j 0.0108357+0.00230796j 0.009105+0.00136978j -0.00636968-0.00771598j 0.00410655-0.00153463j 0.00140109-0.00704579j -0.0011007-0.000856461j -0.00380861+0.00249592j 0.00362755-0.000117616j 0.00287557-0.00132989j -0.00192298+0.0012206j 0.0024237-0.000960571j -0.00440799-0.00113576j 0.00297432-0.00199794j -0.00454602-0.000416731j 0.00175816-0.000816368j 
-0.000343129-0.000736624j 0.000109216-0.000621119j -0.00155536+0.000847174j -0.000801287+0.00121006j 0.000976544+0.00221016j -0.000364709+0.0028486j -0.00388227+0.000687004j -0.000644527-0.000755151j 0.00373181-0.00842942j 0.000664774-0.000503354j -0.00640571+0.000299431j 0.00275571-0.00240265j 0.0046589-0.00894414j -0.00376328+0.00471005j 0.00161129-0.0085499j -0.00125746-0.00218781j 0.0082364-0.00622737j -0.00484633-0.00222462j -0.0114302-0.012374j -0.000192816+0.00257075j 0.00486643-0.00396385j -0.00303791+0.00436935j -0.00297955-0.00892719j 0.000785416+0.00270106j -0.00216728+0.00036481j -0.00853278+0.00263604j 0.0106814+0.00286878j 0.00398801+0.000929929j 0.00258528-0.00323012j 0.00235323+0.00317709j 0.000375962-0.00155424j -0.00393232+0.00700766j -0.000285374-9.62163e-05j -0.00112651+0.000141046j 0.000634275-0.00216948j -0.000574574+0.00353499j -0.000238758-0.000564056j 0.000986921+0.000545527j -0.00543146+0.00416875j -0.00236386-0.000744154j -0.00337636+0.00516132j 0.0025219+0.00225099j -0.00133149+0.00154783j -0.00646829+0.00756925j 0.00170072+0.00232909j 0.00117152-0.00786913j 0.00867754+0.00118678j 0.00522568-0.00407992j 0.00269423+0.00478115j 0.000534876+0.000397064j -0.00364121+0.00275628j -0.00221747+0.000219169j -0.00593764-0.00736742j 0.0015638+0.0026723j 0.00405126+0.00211632j -0.00198412+0.00595865j 0.000229862+0.00257233j 0.00427763-0.00521735j -0.000247944+0.00366841j -0.00062907-0.0057295j -0.000769893+0.00228744j -0.00297096+0.00238641j 0.00417377-0.000121721j -0.00207353+0.00626339j -0.00170176-0.000202316j -0.00182253-0.00174095j 0.000516694+0.000989047j -0.00034511+0.000788876j 0.00287116+0.000387785j -0.00252237+0.00151546j 0.000835508-5.02604e-05j -0.0020108-0.000455101j 
0.000358591+0.000886613j -0.000454163+0.00152042j -0.00199544-0.00258283j 0.00283528-0.00360364j 0.00350044-0.00187315j 0.00202566-0.00091555j -0.00155544+0.0038149j -0.00820772-0.00204262j -0.00381329-0.010162j 0.005321+0.00138458j -0.00187473+0.00023153j 0.0108431-0.0112308j 0.0016155-0.00511665j -0.00140924-0.00275598j 0.00480117-0.0097709j -0.00397925-0.00492068j 0.0012919-0.0165957j -0.00233787+0.00537725j -0.0058139-0.0110416j -0.00701432+0.00395386j 0.000488174+0.00467662j -0.00628682-0.0031421j -0.00413917+0.000300438j 0.000510283-0.00540553j -0.00215918-0.00360092j -0.00128446-0.00410795j -0.000999251+0.00125519j 0.000692199+0.000574465j -0.00444737-0.000554199j 0.00306739-0.00224688j -0.00169333+0.00477867j -0.00625807+0.00102587j -0.000698298+0.00153739j -0.00171264-0.000406093j 0.00290933+0.000670936j -0.00255856-0.00140876j 0.00145715-0.00475198j 0.00117902+0.00121879j -0.00178648+0.0023819j 0.00175319-0.00663912j 0.000816587+0.00245314j -0.00574563+0.0111241j 0.00089018-0.00125211j 0.00250782-0.00105624j 0.0028477-0.000962828j -0.00516668-0.00900847j 0.00225411-0.0015586j 0.00623784-0.00659684j 0.00340968+0.00099662j -0.00263033-0.0014968j 0.00543463+0.00205265j -0.000656677-0.00139492j -0.00335209-0.00052334j 0.00277464-0.000476072j -0.00138881-0.00237448j -0.00507056+0.00525373j 0.00495357+0.00201202j -0.0017538-1.21074e-05j 0.00501107+0.000987941j 0.00575047+0.00176074j -0.00710491-0.00385683j -0.00056558-0.00338612j -0.0042353+0.00288662j -0.00168001+0.00923226j 0.00312962+0.00194902j 0.00477612+9.55304e-05j 0.00459308-0.00134318j 0.000971469+0.00414018j -0.00328864+0.000119296j -0.00130327-0.00549194j -0.00054408+0.00205221j -0.000192041+0.00202468j 
-0.00291814-0.00222998j 0.00382467-0.00372244j 0.00134733+0.00505404j -0.00348577+0.0032772j -0.00483668+0.000993201j 0.00461036+0.000332121j -0.00228699-0.00928572j 0.0118321-0.0020433j 0.000826234+0.00228957j -0.00118778+0.0073899j 0.00301243-0.00307051j -0.00174647-0.00369149j -0.000926016-0.00400499j 0.00413311-0.00675061j 0.00274604-0.00284462j -0.00552887-0.00611664j 0.0020063-0.00439296j 0.00181889+0.00429801j -0.00593654-0.002422j 0.00353136-0.00844248j -0.0130037+0.00613007j -0.00176885-0.000997884j -0.00389991+0.00424215j -0.00380747+0.00297474j -0.00844217-0.00510691j 0.00366303+0.000314449j -0.00165809-0.00460319j -0.00319287+0.00312009j 0.00583415+0.00232162j -0.00265787+0.0026739j 0.00502099+0.00214332j 0.0122916-0.0123307j 0.00434873-0.00934236j 0.00246808+0.00101213j 0.00105177+0.000808749j 0.00249652+0.00189959j -0.00732639+0.00144582j 0.00171544-0.00630292j -0.00660844+0.00442027j 0.00265758-0.00335503j 0.00292062+0.00746222j 0.00644867-0.00141841j -0.00245251-0.000816179j 0.00184432+0.00700117j -0.00214326+0.00642148j -0.00640129-0.00346358j 0.00221592-0.00144333j 0.00730577-0.00195768j -0.001322+0.00548315j 0.00445318-0.00471209j -0.000626177-0.00720045j -0.00446665-0.0104396j 0.00747359+0.000239453j 0.00109305-0.00271905j 0.00753726-0.0057328j -0.00640078+0.00208295j -0.00578726-0.00073143j -0.00352034-0.00826629j -0.00346728-0.00303614j -0.00504159-0.000508038j 0.00237989+2.6703e-05j 0.00249567-0.000593914j 0.00446285-0.00133128j 0.00258957+0.000868857j -0.00706483+0.00230186j -0.0076789-0.00306511j -0.000802929+0.00849017j 0.00176428-0.00996583j -0.00854866+0.00260425j -0.00180887+0.00872679j -0.00430887-0.00881703j -0.00122393-0.00191032j 
0.000541268+0.000389315j 4.14342e-05+0.00238259j -0.00310846+0.00124744j -0.000791254-0.000109665j -0.00479395+0.000476432j -0.000319388+0.00140759j 0.0016786-0.00218006j 0.00141053+0.000897837j -0.00393137+0.00605825j 0.00928969-0.00650171j -0.00334488-0.00180224j -0.00480209-0.00256498j 0.000257075+0.00275834j -0.00350783+0.00424498j 0.00568215+0.00620699j -0.000440079+0.00294547j 0.00928379+7.35904e-05j 0.00803462-0.000710169j 0.00943771-0.000536522j 0.00169118+0.00433428j 0.00265712-0.00600048j -0.0018934-0.00329489j 0.000211205+0.00424949j 0.000844888-0.00591001j -0.00463226-0.0101406j 0.00580001-0.00210634j -0.00423932+0.00161415j -0.00542618-0.00270273j -0.00250613+0.00195347j 0.00146026+0.000551003j 0.00284662-0.00172429j 0.0016046-0.00265057j 0.00261286-0.00256039j -0.00163954+0.00111455j 0.000972357-0.00184946j 0.000277231-0.00143484j -0.000430593-0.000415846j 0.00205596-0.00110894j 0.00309207-0.00296111j -0.000732713+0.00485058j 0.0014182-0.00729323j -0.00318847-0.00416334j -0.00449259+0.0044265j -0.00594206-0.000703874j 0.00402793-0.00480968j -0.00447513+0.00441287j -0.0046386-0.00289215j -0.00919623+0.00147896j 0.000561602-0.00280288j 0.00590053+0.00539317j -0.00333199+0.00265523j 0.00603223+0.00714505j 0.00417842+0.00371608j -0.00386955+0.00449158j -0.0101028+0.00344935j 0.00396816+0.00190011j -0.00209489+0.000251897j 0.00966235+0.00211502j 0.000268431+0.00183585j -0.0046703-0.00117052j 0.000285147+0.00290941j -0.00291465+0.00168132j -0.000680012+0.00116667j 0.00266118+0.00295875j 6.13292e-05-0.00243135j 0.00240961+0.00270287j 0.00202821+0.000768206j -0.000182267+0.000517035j -0.00341893-0.00313561j 0.000694483-0.00220677j -0.00339106-0.00117401j 0.00196692+0.000391074j 
6.35115e-05+0.00237213j -0.00202758-0.00116997j -0.00365099+0.000932446j -0.000568714-0.00151072j -0.00177693+0.000300571j 0.00211525+0.00081398j -0.00411194+0.00754397j 0.000114496-0.00381912j -0.000858102-0.000872765j -0.00914019+0.00106422j 0.00117416-0.0013013j -0.00564834+0.00573174j 0.00433293-0.00501924j 0.00053848-0.00137431j -0.00447685+0.00527771j 0.00205282-0.0032601j 0.00387549+0.00777138j -0.00344949+0.00310957j -0.0107477+0.00165206j 0.00034557-0.00386009j 0.00203156+0.00551926j 0.00105664+0.00346203j 0.0001807-0.00300429j -0.00631958+0.00629739j -0.00282648+0.00185669j -0.00281155-0.00199443j 4.87482e-07+0.00448043j -0.00527952+0.00293535j 0.00364127-0.0040151j -0.00125861+0.00467222j 0.00385734+0.0034774j 0.00473355-0.00328335j 0.00302566-0.00347912j 0.000959112+0.00328285j 7.61047e-05-0.000485036j 0.000972463+0.00388706j 0.000558563+0.00222362j 0.00108463-0.00303884j 0.00312274-0.000386979j -0.000515524-0.00268128j 0.00158655-0.00361827j -0.00462255+0.00222694j 0.00613651-0.000725317j 0.000809552-0.00571727j -0.00109263-8.41076e-05j -0.000569063+0.00226791j 0.00565746+0.000619304j 0.00198885-0.00468463j 0.00292771+0.00203007j -0.00115872+0.00615294j 0.000753649+0.000422213j -0.00770219+0.00684922j -0.00390382-0.000241593j -0.00302388+0.00562167j -0.00284352-0.00414979j 0.00164242-0.000190676j 0.0024708-0.00414646j 0.00442399-0.000785054j 0.000515834-0.00274162j -0.00488187-0.000566325j 0.00246039-0.00786583j -0.000696549-0.00647689j -0.00133507+8.0498e-05j -0.00232908-0.00099695j 0.00420018-0.00353665j 0.00492967+0.00678649j 0.00132748-0.00179826j -0.000861193-0.00210981j -0.00353449-0.00369103j 9.19868e-05+0.00489684j -0.00299856-0.00210243j 0.00250076-2.08596e-05j 
-0.00121063-0.000182613j -0.00111559-0.00193848j -0.0013051+0.000965728j -8.3466e-05+0.00223495j 0.00149603-0.00122887j 0.00203124+0.00140817j 3.12396e-05-0.000888497j -0.00121+0.00202147j -0.00135752-0.00119271j 0.0106615+0.0011968j -0.00159936+0.000514508j 0.00394223-0.00517417j 0.00189477-0.00192605j -0.00257853+0.00215996j -0.00268218-0.000447338j -0.00611025-0.00334452j 0.00396665-0.00137975j 0.00283841+0.000305328j -0.00364596-0.00299246j -0.00495391+0.000985379j 0.0043099-0.00309082j -0.0016834-0.00581766j -0.00122289-0.000586123j 0.000829276-0.00181341j -0.00727476-0.00493857j -0.000541961+0.000707208j -0.00296285-0.000502912j -0.000923009+0.00167908j 0.00123604-0.000529225j -8.52804e-05-0.00388192j -0.00179694+0.00235981j 0.00101868-0.00124517j 0.00144018+0.000962667j -0.00230758-0.000401336j 0.00133458+0.00237775j 0.000368603+0.00383082j -0.00393199+0.000836602j 0.000316418-0.004422j -0.000498224+0.00142006j 7.88707e-05+0.00253126j -0.00286276+0.000858821j 0.00297723-0.00171365j -0.000591932+0.00196608j 0.00135716+0.00147309j 0.00256659+0.00399299j 0.00173431-0.00480994j 0.00299698-0.00452957j -0.00165557+0.00114504j -0.00301798+0.000707579j -2.7641e-05-0.00273015j 0.00477961-0.000911886j -0.00292017+0.000584726j -0.00587996+9.39869e-05j -0.00181301+0.0008435j -0.00104393+0.00385436j 0.000104823-0.00276365j -0.00439441-0.00256084j 0.00242358-0.00106586j 0.00693016+0.00164319j -0.0057996+0.00389135j 0.00649067-0.00409133j 0.00566611-0.00169866j -0.00298725+0.00243629j -0.00671856-0.00342596j 0.0024273+0.000659714j 0.000879612-0.00305493j -0.00281217-0.00271494j -1.2539e-05+0.00153235j -0.00234279+0.00145322j 0.00207752+0.00120707j 0.0013698+0.000799583j -0.00171578+0.000678006j 
