0.00415681+0.000152256j 0.00851042-0.00457167j 0.00609787-0.00621712j -0.00403987-0.00030873j 0.0013793-0.00509798j -0.00282232-0.000780827j 0.0044978+0.00323695j 0.00575842-0.0059591j -0.00536127+0.00159248j 0.00320109-0.00407613j 0.0043264-0.00311809j -0.00826008-0.00127758j 0.00384444-0.00620439j 0.00230741-0.00518383j 1.60299e-05+0.000739558j -0.00120668-0.00147245j 0.00463062-0.00228155j 0.00526137-0.000723723j 0.00363537-0.000179557j -0.00322212-0.00052191j -0.000193732-0.0045446j -0.00212996+0.00102708j 0.00203077-0.000688193j -0.00176137-0.000976098j 0.000216918-0.000219512j 0.00431558-0.00374945j 0.000400072-0.0016352j -0.00149974-0.00040445j -0.00185068+0.00430402j -0.00437589+0.00297289j 0.00394976-1.84324e-05j 0.00315516+0.00470686j 0.00403042-0.00153973j 0.00523994-0.00346924j -0.00452438+0.00115474j 0.0044699-0.00158898j -0.00384724+0.00128969j -0.00286942-0.00266756j 0.00245181+0.0069082j 0.000273003-0.00505618j 0.0158365-0.0135004j 0.00562398+0.00435104j -0.00208619+0.0174507j 0.0217871-0.00261698j -0.00206431+0.000151302j 0.00357962+0.0235847j 0.0191636+0.00897207j 0.00889782-0.0224754j -0.00862247+0.0258707j 0.030323+0.00275049j -0.00138276-0.0841269j 0.126033-0.00745862j 
-0.0041516+0.00405179j -0.00266688-0.00587537j 0.00201092+0.00850544j -0.00284166+0.00301098j 0.000735662+0.00164872j -0.00568424-2.6106e-05j -0.00358315-0.00581336j 0.00194507+0.00371891j -0.0015782+0.00569471j -0.0036629-0.00775219j -9.9815e-05-0.00810595j 0.00360589-0.00380422j -0.00161112+0.0104838j -0.00214064-0.00278479j -0.00198447-0.00873435j -0.00216354+0.00740508j -0.00148723-0.00294109j -0.0129275-0.00140757j 0.00480904+0.00276089j 0.00778851+0.000504738j 0.000638975-0.00274477j 0.000584044-0.00552873j 0.00229718+0.000528954j -0.00852952-0.00575948j 0.00677796+0.021444j -0.00393359-0.00441732j 0.00902881-0.00304216j -0.00152742-0.00633064j 0.000597967+0.0001148j 0.0043591+0.00838356j 0.0130753-0.0433452j -0.00258751-0.00164341j 0.0117719+0.0405499j -0.00254689-0.0161857j -0.0320271+0.0262503j -0.00481934+0.00889984j 0.000420852-0.0296204j -0.00615744-0.0405891j 0.0105989-0.0435025j -0.0146563-0.0855474j 0.0203003-0.0265901j -0.00525698-0.00372777j 0.0195495-0.0248224j 0.00412357+0.00236006j 0.00420174+0.0066591j -0.00249877+0.00705797j 0.0104053-0.0169193j -0.00410674+0.0084289j 0.00782255-0.00979739j -0.00741718+0.00679596j 0.0016621-0.00301459j -0.00107749-0.00015119j 
-0.000545556-0.00320215j 0.00170098-0.00077693j 0.00183401-0.00580441j 0.00177696+0.00696855j -8.67141e-05-0.000444453j -0.000940511-0.00216723j 0.00434824-0.00303247j 0.00229565+0.00473413j 0.00460969+0.00360568j 0.00239499-0.00839948j -0.000781114-0.00701273j -0.000340201+0.00872642j 0.00170971-0.00218135j 7.56153e-05+0.00680975j -0.000511865+0.000589732j 0.000503226+0.0110802j 0.00121937+0.00271518j 0.00280658+0.00917901j -0.000261454-0.0148384j -0.00323167-0.00566269j -0.00217435-0.00462627j -0.00266205+0.00983483j -0.00421316-0.0318064j 0.000810813+0.00219202j 0.00637971+0.0319441j 0.00972231-0.0100919j -0.000408113+0.0190448j 0.00025162+0.00363394j 0.00903032+0.0153898j -0.00249607-0.000515783j -0.00637407+0.00870488j 0.0117473+0.033939j -0.00689937+0.0184805j -0.0119021+0.032825j 0.000273328-0.0167756j 0.0150089+0.0300279j 0.0018136-0.00340438j -0.0238164+0.0663819j 0.0101098-0.0339887j 0.00976549+0.0136025j 0.0096585-0.0507747j 0.0262095-0.00923011j 0.00328919+0.0313767j 0.0238061-0.0351392j -0.00545732+0.00967696j -0.00737406-0.00519613j -0.00167253-0.0104867j 0.00469338-0.00749401j -0.00104791+0.00478558j -0.00412226-0.00279795j -0.00626128+0.000951001j 0.00400129+7.42481e-05j 
-0.00379892+0.00564946j -0.00278909-0.00526422j -0.00180323-0.00967636j 0.00420503-0.00462049j 0.000553853+0.000833862j -0.00532893-0.0116792j -0.000178248+0.00421213j 0.000819379-0.00133963j 0.0015092-7.7761e-06j -0.00356051-0.00818587j 0.00369029+0.014676j 0.000261739-0.0032661j 0.00469068-0.0137593j 0.0042793+0.0087985j -0.00464683-0.0190514j 0.00634763+0.0126969j 0.00112049+0.00151875j -0.00339333-0.00437779j -0.00184487-0.02015j -0.00128852-0.00152166j 0.00148175-0.00624109j -0.0057275+0.00435164j 0.00475522+0.0380523j -0.0043379+0.00587212j 0.00641504+0.0164203j 0.0221553-0.00138018j 0.0100207-0.00130403j -0.00470099-0.0601077j -0.00705223+0.0286007j -0.0137234-0.0243861j -0.00265047-0.00263594j -0.00537033-0.0322046j -0.00240267-0.002568j 0.00760428-0.0277895j -0.00801241+0.00448477j 0.00897005-0.0350592j -0.0142141-0.0116947j 0.0175944+0.0082075j -0.00938081+0.0158664j 0.0111937-0.0106001j 0.0273523-0.0148988j -0.0190451+0.0649988j -0.0124976+0.0134043j 0.00138679+0.0102857j -0.0129047+0.00724525j -0.00105164-0.00684853j 0.00877305-0.00566555j 0.00359234-0.000528513j -0.00186387-0.00337586j -0.00034508+0.00152616j 0.00961537-0.000271564j 0.00297902-0.00203895j 
-0.00349843-0.00113857j 0.00122387-0.00589802j 0.00306069+0.00336588j -0.00111561+0.00630287j -0.000333745-0.00554243j -0.0021772+0.00588083j -0.00084935+0.00318157j 0.00206461+0.00368897j -0.000332629+0.00234076j -0.00368209-0.00489078j 0.00197887-0.00583784j 0.00181448+0.00618129j -0.00184395-0.00494294j -0.00148477+0.00319059j -0.00192518-0.00292978j -0.00361588-0.0155801j 0.000949861-0.0024921j -0.00245439+0.0125086j 0.00388885+0.0143053j -0.00133232-0.0134721j -0.00776292-0.0422912j 0.00174034-0.00391785j 0.00407583-0.00641635j -0.00763078-0.00670202j -0.00451219-0.016244j 0.00154064-0.0269737j -0.00241301+0.0150519j 0.00466422-0.00104221j -0.000444327+0.00439622j -0.0104297-0.0457027j 0.00707466-0.00411327j 0.00555547-0.0389907j 0.00451772-0.0308204j 6.95255e-05+0.0434522j -0.00665659-0.0343799j 0.0123652-0.0587109j 0.021013-0.0149949j 0.00985456+0.000610885j -0.000664213+0.0446248j -0.00660422+0.00332305j 0.00672337-0.0292539j 0.0133878-0.0185555j -0.000465553-0.00887116j -0.00642501+0.0110176j 0.0032069+0.0015375j -0.0025972+0.00552169j -0.00123445-0.00141062j -0.00265187+0.00406943j 0.00592409-0.00720804j -0.0039923+0.00118737j 0.0014711-0.000127365j 0.00646971-0.000975711j 
0.000673148-0.00419079j 0.00292778-0.000271204j 0.000286731-0.00242832j 0.000336069+5.14658e-05j -0.000494487-0.00196897j 0.000791308+0.00959659j 0.000588037+0.00111232j -0.00082414-0.00736984j 0.00365878+0.00553792j 2.86184e-05-0.00521218j -0.00259552-0.00760143j -0.00400084+0.000160302j 0.0013152-0.0193658j 0.000897546+0.0100582j -0.00189273-0.00485581j -0.00272079-0.0116891j 0.0013262-0.00490976j 0.0132712+0.00617452j 0.000220994-0.000589002j -0.00913753-0.0164661j -0.0073006-0.0132095j -0.00230784+0.00738223j 0.00320356+0.00848742j -0.00439631+0.00379428j 0.0038518+0.0422643j 0.006546-0.0210385j -0.0117719-0.0163811j -0.00277885-0.0217632j -0.0135095-0.0575942j -0.00807086-0.0428649j -0.00316291-0.0138807j 0.00248471-0.0275037j -0.0256368+0.0292518j 0.0101474-0.037705j 0.0231001-0.0244504j -0.00154624+0.0188524j 0.00563822-0.0423744j 0.00961264-0.0353273j -0.00346677+0.00668435j -0.00471112+0.00644866j 0.00846809-0.0219737j 0.00351623+0.00323582j -0.0034073+0.0139558j 0.00427955-0.00451991j 0.00266025-0.00756383j 0.00140968-0.00469429j -0.00383969+0.00317776j -0.000480311+0.00312761j -0.00116767-0.00115434j 0.00554027-0.00572155j -0.00083201+0.00192075j 0.00698993-0.000769909j 
-0.00258034+0.00111786j -2.41728e-05-0.00404956j -0.000513131-0.00126282j 0.000752465-0.00361476j -0.000645679+0.0016975j -0.0047868-0.00395596j -0.00145816+0.000294046j 0.000227076-0.00819664j 0.00195943+0.013111j -0.00256956-0.00925238j -0.000758023-0.000119807j -0.0013301-0.00565815j 0.00371605-0.00602123j 0.000975975+0.00214158j -0.00605313-0.0182187j 0.000899375+0.00610176j 0.00448131+0.0137914j -0.000556741-0.001026j 0.00646678+0.00445559j -0.0021445-0.0187727j 0.000605978-0.00871978j -0.00363961+0.0226408j 0.00947269+0.0423516j -0.00230694+0.0457404j 0.00788954+0.00632225j 0.00122019+0.00896198j 0.00303506+0.0621674j 0.00818773+0.0522855j -0.0140423+0.0319778j 0.000335811+0.0340064j -0.0101737+0.000535786j -0.00169099+0.0136014j 0.000476052-0.0462145j 0.00312126+0.0420261j -0.00449647-0.00671158j 0.00527187+0.0240958j -0.0171865+0.0247045j 0.0151658-0.0330296j -0.00170324+0.0141963j -0.000490166+0.00658049j 0.0048909-0.0103075j 1.8855e-05+0.00481356j 0.000206807+0.00188235j 0.00058321-0.00187683j -0.00205474+0.000815183j 0.00113632-0.00248938j 0.0058742-0.00408107j -0.000306301+0.00329666j 0.000481013-0.00532106j 0.00226718-0.000363995j 0.00526542+0.000351772j 0.00452435-0.00174123j 
0.000104294+0.00467302j -0.00256866+0.000785469j -0.00139518-0.00366398j 0.00165478-0.00296959j 0.00122107+0.00265933j -0.000113752-0.00765759j -0.00105948+0.00634326j -0.00219573+0.00348925j -0.000630225+0.00941471j 0.000148949+0.00290974j 0.00240178+0.00878929j 0.00569287+0.00940313j 0.000828857-0.00636261j 0.00287411+0.00924654j 0.00116618+0.00443958j 0.00635126+0.0233016j 0.00310077+0.0223673j -0.00614492-0.00801985j 0.00518441+0.0186142j -0.0107329-0.0356339j 0.00795654+0.0271228j -0.0113874+0.0457217j 0.00242781-0.0248061j 0.00561339+0.00536644j 0.00519187-0.025199j 0.00764006-0.00232068j 0.00763235-0.0209264j -0.00828613-0.0122099j -0.00350921-0.001113j 0.00606238-0.00216007j -0.0175259-0.0521997j -0.00935681+0.0292986j -0.0161309+0.0461764j -0.0074654+0.0110109j 0.00173947-0.00106042j -0.00579651+0.032793j -0.00346936+0.019734j -0.00184484+0.0142181j -0.00445729+0.0135992j 0.00529874-0.00426448j -0.00071126-0.00714654j 0.00179712-0.00426718j 0.00126142-0.00331403j 0.000720284-0.00881764j -0.0030486+0.00153548j 0.000643191+0.000373518j 0.000495141+0.00615249j 0.0010667-0.00087485j -0.000595264-0.000465628j -0.000809351+0.0034679j 0.0076433+0.000599606j -0.00216678-0.000818198j 
-0.00369401-0.000414566j 0.00118393-0.00650216j 0.00091295+0.00475476j -0.00118378-0.00113505j -0.00242961-0.00332171j -0.00452941-0.000804169j -0.00150718-0.00053781j 0.00287677-0.00322916j -0.00115812+0.00512146j -0.00646764-0.011278j 0.00158135-0.00972223j -0.00207223-0.0185112j 0.000406611+0.00122512j -0.00298175-0.0168577j -0.0129769-0.027741j -0.00499878+0.00103875j 0.00606742-0.00966612j -0.00750192-0.0187609j 0.00541262-0.0287082j 0.00689958-0.0349436j 0.00322485+0.0281892j 0.00432539+0.00558019j 0.00298696-0.0173888j -0.0147946-0.0239882j 0.00523471-0.0320528j 0.00710395-0.00857543j 0.00647314+0.0350088j 0.00466147-0.0359383j -0.00369919-0.0546308j -0.00927329+0.0570817j -0.00129998+0.0318065j -0.00421212+0.0303219j 0.00662759-0.00686892j 0.00564014-0.00415012j -0.00498661+0.0125336j 0.00561734-0.00825477j -0.00331399+0.00198915j 0.00173081-0.0118455j 0.00079913-0.00775605j -0.00104689-0.00686795j 0.00597388-0.00389302j -0.00310329+0.00375596j 0.000562189-0.00178736j 0.000742035+0.00550113j 0.00219157-0.0023289j -0.00231609+0.00327933j 0.00608958-0.00815093j -0.00152028+0.00553216j 0.00408066-0.0074668j 0.0020149-0.000305537j 0.00312196-0.000714011j 0.00472287-0.00110958j 
0.00337147-0.00469646j 0.00186119+0.0042732j 0.000585429-0.00584657j 0.000850208+0.00347737j 0.00239948+0.00122787j 0.00290989+0.0155623j 0.00182963-0.00893525j -0.00201696-0.0135713j 0.00539163+0.000995688j 0.00762293+0.00144313j -0.00799422-0.0152257j -0.00842694+0.0125607j 0.00205782+0.0035505j 0.000324062+0.00990331j 0.000773211-0.0126802j -0.006982-0.0262087j 7.2701e-05+0.0204386j 0.0308092+0.021807j -0.00369123-0.0103573j -0.0191963-0.0320812j -0.00477081-0.00755256j -0.00404077-0.00357553j -0.000828565+0.0362423j 0.00184865-0.0595815j 0.00521177-0.0167079j -0.0337268+0.0180396j -0.0116242+0.0505762j -0.000860188+0.00125818j -0.00114595+0.00695892j 0.000612784+0.0296279j 0.00111269-0.0280841j 0.00580477+0.00304353j -0.00945717+0.0161652j -0.000159557+0.000269423j 0.0059951-0.000614534j 0.000621373-0.0134117j 0.00369029-0.00326639j 0.00341741-0.0183024j -0.000644432+0.00204151j -0.00300543+0.0135164j -0.0037131+0.00723239j 0.00305781-0.00398074j -0.00234389+0.0117998j 0.00217311-0.00531848j -0.000297002-7.6398e-05j 0.00513989-0.0116342j -0.00214388+0.000649693j -0.00186137+0.000583522j -0.00370582+0.00309911j 0.0024382-0.00701393j -0.00971255+0.00284883j 0.00632562+0.000635817j 
-0.0014586+0.00036224j 0.000180788-0.00197096j 0.00066009-0.0177068j 0.0059397+0.00242577j 0.00210241-0.00112063j -0.000833185-0.0113902j 0.00490064+0.0106154j 0.00401715-0.00492794j 0.00355476-0.00673988j 0.00454362+0.000714639j 0.0049823+0.0277292j -0.00539884-0.0122464j 0.0132741-0.0115255j 0.00472991-0.0294875j -0.00263347+0.00556012j 0.0178799+0.0124028j 0.004919+0.014481j 0.0150841-0.0253723j -0.00518739-0.025057j -0.00684517-0.0205212j 0.004387-0.00482102j -0.00936548-0.0422612j -7.40412e-05-0.0351042j -0.000185306-0.00924268j 0.00176036-0.0290048j 0.015062+0.00953303j 0.000786378+0.0164781j 8.5839e-05+0.021775j -0.00540694+0.00565622j -0.00363666-0.0211648j 0.000286215-0.020225j -0.00663318+0.043178j 0.00659752-0.0223669j 0.0094594-0.0324945j 0.000892254+0.00569299j -0.00140035+0.00593473j -0.00348549+0.00757903j 0.000229613+0.00112709j -0.00247337+0.00490723j 0.0028037+0.00405461j -0.000698119+0.00476478j -0.00343448+0.0145942j -0.0043413+0.00732871j -0.00177224+0.00330069j -0.00644594+0.00394411j 0.00252052-0.010779j 0.00299435+0.0020902j 0.00538582-0.00380662j -0.00903549+6.06345e-05j -0.00259789-0.00288467j 0.00132365+0.00346522j 0.0102926-0.00124809j 
-0.000836845-0.00238071j 0.00161002-0.00253473j 0.00169609-0.00634006j 0.00183577+0.00492265j 0.000367369-0.0085428j 0.000219922+0.00710107j 0.00214591-0.00485845j 0.00233627-0.00538825j 0.00114559-0.012737j 0.00039022-0.00669426j -0.00224786-0.0392571j -0.0138376-0.0271159j -0.000313214-0.00389202j -0.00441546-0.0165412j -0.00498687+0.0128471j 0.00586955+0.0416932j 0.00837632+0.0487245j 0.0112134-0.00766532j 0.001187+0.0362039j 0.00278774+0.0267212j 0.0052336+0.044276j -0.00146987-0.00781108j 0.0142029-0.0637527j 0.000371441+0.00671602j -0.00727618+0.0747276j 0.0144147-0.0168391j -0.00508977-0.00695609j 0.00419727-0.0386258j -0.0111557+0.0160035j 0.000667449+0.00838506j 0.00346188-0.00609897j -0.00873298+0.0216748j 0.00528037-0.00150894j -0.00256773+0.01601j -0.00138513+0.0105347j 0.00107292-0.0021088j -0.00149945+0.00341936j 0.000356778-0.0228238j 0.00167026-0.010992j 0.00232389-0.00446911j -0.00325142+0.00897572j -0.00019965-0.00126039j -0.00272907+0.00740161j 0.0034677+0.00135112j 0.00300797-0.00351969j 4.11849e-05-0.00510819j 0.00143776-0.00635876j -0.0016622+0.00293013j -0.000172244-0.00202518j -8.15063e-05-0.00434859j -0.00391384+0.00137338j 0.00922838+3.63459e-05j 
-0.00325394-0.00240367j 0.00197703-0.00588951j 0.000560764+0.00949323j -0.0029175-0.00271021j -0.00456815+0.00238586j -0.00567234-0.0108714j -0.00156956+0.00580112j 0.00355055+0.00126855j 0.00328802+0.0501913j -0.0101495+0.00135218j -0.00452831-0.0041489j 0.0065924+0.0323198j 0.00370128-0.020289j -0.00535383-0.0252211j -0.0165122-0.0263156j 0.00163513-0.0147084j -0.000755571+0.0424567j -0.0113364-0.00059239j 0.0115959+0.00768259j -0.0022556-0.0267965j -0.00814967+0.0468403j -0.00704029-0.00909596j 0.0017181-0.00420029j -0.00888199-0.0135014j 0.00244751+0.0146139j 0.00727458+0.004479j 0.00388459-0.0396808j -0.00701223+0.0349106j -0.00313128+0.0068228j -0.00600271+0.0334848j -0.005483-0.00429054j 0.00267677-0.00208759j -0.00353274+0.00264045j 0.00132847-0.0163549j -0.00445646-0.00469587j -0.000919731+0.00520898j -0.00282816+0.0112634j 6.28706e-05+0.00541492j 0.000213586+0.00652621j -0.00268682-5.54018e-05j 0.00825972-0.0125833j 0.00262438-0.000897092j 0.00690162-0.0135448j 0.000446278-0.00454882j 0.00108073-0.00246275j -0.0053324+0.008737j 0.00230743-0.00731901j 0.00299377-0.000479405j 0.00191906-0.00362073j 0.00399682-0.00138382j 0.000549977-0.000764926j 0.00147705-0.000558269j 
-0.0014767+0.00462594j -0.00187596-0.00218275j 0.00071663+0.00440332j -0.000233606+0.00217377j 0.000331046-0.00758154j -4.77627e-05-0.000762198j -0.00341755+0.00424177j -0.00120366+0.0156186j -0.00761477-0.0167909j -0.00640132+0.00312467j 0.00995558-0.000726829j 0.00941565-0.00369031j -0.0129323+0.0344473j -0.00497878-0.0312506j 0.001794+0.061872j 0.00135912-0.019318j 0.0126736+0.0397947j -0.0156524-0.0163047j -0.00676309-0.0563112j -0.00218224-0.0339299j 0.00897769-0.00495333j 0.00899517+0.0530299j 0.00587498+0.00107616j 0.0068278-0.0329079j 0.00167537-0.00299109j 0.00795499-0.0112629j 0.000716992+0.0273318j -0.00356991+0.0236754j 0.00472132-0.00730139j 0.003659-0.0145306j -0.00161843+0.016999j -0.00407135+0.00541375j 0.00237225+0.00462897j -0.0028374+0.014396j -0.000439916+0.00897036j 0.000507924-0.00485061j 0.000756178+0.000496399j -0.00239658+0.000843577j 0.00203629-0.00733716j 0.00167652-0.00427017j -0.00372654+0.0024622j 0.00122045-0.00963696j 0.00146081-0.00684103j -0.000707236+0.00388981j 0.00286514+0.000432644j -0.00279822+0.00664549j -0.00189948+0.00488688j -0.0030164+0.00316875j 0.00761793-0.00505887j -0.00397134+0.00611345j 0.0081899-0.000992634j -0.00202008-0.000838393j 
-0.00418073+0.00382036j -0.00057473-0.00753803j 0.000973537-0.000473565j 0.000845107-0.00312903j -0.000131404-0.00299723j -0.00660614-0.0063457j -0.00416176+0.00886207j 0.00409206+0.00520258j -0.00729178+0.0176438j -0.0135847-0.0355929j 0.00867936+0.0192254j 0.00031931-0.0111171j 0.0038134-0.0611838j 0.00706646+0.0726834j 0.0045585+0.0356301j 0.000716951-0.00537263j 0.00241736-0.0357756j -0.00874488+0.00553474j 0.00626166-0.0190603j 0.00600498+0.0237316j 0.00161215-0.0260326j -0.00676925-0.0182989j -0.00487093+0.0247648j 0.00109524-0.0369732j 0.00123709-0.00409087j 0.00797791-0.00247067j 0.00527094-0.0235282j 0.00656318-0.00823129j -0.00149689-0.00122982j -0.00214725-0.00229124j -0.00211522+0.00638581j 0.000925031-0.00321627j -0.00168401+4.5901e-05j 0.000436904+0.00496038j -0.000244521+0.000672377j -0.00135298+0.0110907j 0.000233361-0.00685437j 0.000266213+0.00626659j -0.00179922+0.00505501j -0.000405613+0.00446198j 0.0066618-0.00837361j -0.00148698+0.0044761j 0.001808-0.0043612j 0.000192706-5.89888e-05j -0.00288552+0.00110761j -0.00190275-0.000515347j 0.00567234-0.00189228j 0.000269918+0.00512116j 0.00303073-0.010298j -4.66779e-05+0.00115524j 0.00900359+0.00290929j 0.00997007-0.00215088j 
0.00518154+0.0042358j -0.00388878+0.0114596j -0.00352727+0.0121698j -0.00125861-0.00808104j 0.00444487+0.0311998j 0.00699887+0.0131344j -0.00887981-0.0405819j -0.0154408-0.00965995j -0.0015007+0.0344848j 0.012222+0.0258513j -0.0123215-0.0143883j 0.00152509-0.0626173j -0.013501-0.00305855j -0.000123423+0.0243581j 0.00993008-0.0411611j -0.0187516+0.01267j -0.00618799+0.00981465j 0.00644683-0.0283962j 0.00175941-0.0357632j -0.00649599+0.0112064j -0.00535537+0.0374108j 0.00141986-0.0130423j -0.00535065+0.000290828j 0.00405329-0.00310753j 0.00189792+0.00876842j -0.0134469+0.00126777j -0.00264127+0.00399571j 0.000753878-0.00780023j -0.000668368-0.0064855j 0.00489723+0.000592312j 0.00218925+0.00540632j 0.00114847-0.00697403j -0.00435746+0.000783158j -0.00575764+0.00843798j 0.00548905-0.0146499j 0.00100948-0.00625528j 0.00226807-0.00885122j 0.00168293-0.00400806j 0.00209496-0.00571153j -0.00324114-0.00501521j -0.00532943+0.00693118j -0.000601811-0.00649942j 0.000208073+0.00121119j 0.00163041-0.00772669j 0.00258481-0.00267264j 0.0038236+0.00246886j 0.000967975+0.00323295j -0.00250671+0.000822125j 0.000682623+0.00706202j 0.00224256+0.00518441j 0.00258889-0.00317694j -0.0175218+0.000594984j 
0.00181377-0.00815415j 0.002904+0.00305505j 2.65254e-05-0.00598679j -0.0011854+0.00393953j -0.000504516+0.00949097j 0.00697716+0.0096268j 0.0105143-0.0028336j 0.00400891-0.0252694j 0.00997957+0.0334379j 0.0015076-0.0637067j -0.00475408+0.0269147j -0.0120195+0.000820717j 0.0132785+0.0727652j -0.000144973+0.026133j 0.00728711+0.0316512j 0.00288379-0.0462129j 0.00434759-0.0334025j 0.00699501-0.0288702j 0.00416378-0.0288673j 0.00655981-0.0403314j -0.00533838-0.00895859j 0.00144461+0.00203093j 0.00285955-0.00457145j -0.00335975+0.00403105j 0.000210727-0.00915021j -0.00258376+0.00554381j 0.00297695-0.014024j 0.00173309-0.00428942j 0.00169635+0.00284935j -0.000857102+0.00156925j 5.83689e-05-0.0118562j 0.00374701-0.000106923j 0.0026007-0.0101994j 0.00265593-0.0108673j 0.000805448-0.00510914j 0.000673744+0.00229461j -0.00127074+0.00184947j 0.00157967-0.00374476j -0.000758479+0.00590809j -0.000400914+0.000577263j 0.00224624-0.00283024j 0.00151545+0.00652002j -0.00271027+0.00979965j 0.0017652-0.00422755j -0.00223461+0.00268316j 0.00061307-0.00362067j -0.000661822-0.00505706j 0.00473643-0.00796231j -0.0083984+0.00902168j 0.00104713-0.00577155j -0.0142646-0.00199776j -0.00295566+0.00187791j 
-7.29331e-05-0.00287527j 0.00198824-0.00177734j 0.00225565+0.0225443j -0.00452475+0.00741546j -0.0080842-0.0144844j 0.00214125+0.0611086j -0.000106325+0.00653773j -0.00579324+0.0198253j 0.000765862-0.000827876j -0.0162808-0.0123297j 0.0120373+0.0598382j 0.00036953+0.0195992j -0.0112817-0.019942j -0.012797+0.0429063j 0.0034796-0.02752j 0.0107652-0.0580655j 0.00113791+0.00791597j -0.00146512+0.0221573j 0.00206757-0.0112613j 0.0023566+0.00686835j -9.82063e-05-0.00217622j 0.000395858+0.00444853j 0.00536223-0.0183134j 0.000719032+0.00776611j -0.00333918+0.0085631j 0.0105792-0.0122851j 0.000936383+0.0094471j -0.00049161-0.00299935j 0.000660268+0.0024711j 0.000879525-0.00720868j -0.00204017+0.00864568j -0.00276253+0.0103565j -0.00157805+0.00675855j -0.00218623+0.00688908j 0.000100083+0.00961209j 0.0011245-0.00661203j 0.00388735-0.00754495j -0.00172156+0.00369235j -7.63432e-05-0.00279852j -0.00200477-0.00215919j -0.00312367+0.00434385j -0.00119715-0.00592167j 0.0029027-0.00192563j -0.000305179+0.000692738j 0.00657054-0.00407417j 0.00182014+0.00571414j 0.00121348-0.000896317j -0.00661792+0.00599706j 0.00924771-0.00419002j 0.00616367+0.000289509j -0.00144584-0.00204021j -0.00303349-0.000143828j 
-0.0064129+0.00301597j 0.000799591-0.0163536j 0.00327482+0.0169742j -0.000476877-0.0321754j -0.00828618-0.0287254j -0.0166631-0.0219692j -0.0183689-0.0323338j 0.0113469-0.0765761j -0.00435215+0.00642734j -0.0141086+0.00287757j 0.00305734+0.00205516j 0.00791459-0.0477906j 0.00396756+0.0327668j 0.0011981-0.0189866j -2.72185e-05-0.0157166j -0.00437558-0.0231007j 0.00131459-0.00126049j -0.00229828+0.00292981j 0.00406605-0.00271844j 0.000814997+0.0131843j -0.000757902+0.00822671j -0.00108693+0.00903633j -0.00166231+0.00390761j -0.00218769-0.00112848j 0.00338036-0.00603498j -0.00512852+0.00338206j 0.00315494-0.012627j -0.0008041+0.00867569j -0.00233024-0.00763808j 0.00109195-0.00115929j 0.00391759+0.00956633j 0.00117625-0.00615217j -0.00148025+0.0103932j 0.00076972+0.0109581j -0.00628495+0.00456878j 0.000570293+0.00262995j -0.00132986-0.0055627j 0.000457377-8.23156e-05j -0.000138318-0.00236739j -0.00854001+0.010573j 0.00674656+0.000593624j -0.00128482+0.00553716j 0.00365094-0.0153726j -0.00131209+0.00753098j 0.00614925-0.0112756j -0.00391126-0.00337829j 0.00946645-0.0124124j -0.00210453+0.011659j -0.000490947-0.0164106j 0.00508479-0.00379645j 0.00703631+0.00692967j 0.0268282-0.00124272j 
-0.000324855-0.0193949j 0.0067432-0.00406757j -0.00213632-0.00370008j -0.00847523-0.000653227j -0.0166246-0.0549045j 0.00141815-0.00577326j 0.00443041-0.0652782j 0.0223515+0.0380538j 0.0103184-0.0139024j -0.00782593+0.0354344j 0.00909283-0.0531141j -0.00467375-0.0207755j 0.00520543-0.030579j -0.00521993-0.00177153j -0.00719591+0.00102017j 0.00334676-0.00396056j 0.0016262-0.00619705j -0.00831102-0.00170418j 0.000985229-0.00254385j 0.0060521+0.00270987j -0.00286227-0.00400486j 0.00357256+0.00995055j 0.000325435+0.00641691j -0.00433982+0.00198091j 0.00338123-0.00960914j 0.00484924-0.000158436j 0.000147627-0.00903253j -0.000623986+0.000653136j -0.00160916+0.00325965j -0.00183424+0.00188635j 0.00292856-0.00459383j 0.00307301+0.000537002j 0.00137625-0.00451424j 0.000205372-0.00108512j -0.00501755+0.012189j 0.00123092-0.000532206j -0.00142283+0.00599661j -0.000397548-0.00506966j 0.00150974+0.000458824j 0.000514103+0.00695769j 0.00232419-0.00669209j 0.00223008+0.00493301j -0.000816938+0.00553422j 0.00181083+0.00190461j 0.000499775-0.00294741j -0.00160083+0.00307024j -0.00636117-0.00847772j 0.00575839-0.00915192j -0.00423261+0.0096728j 0.000135881-0.0112793j -0.0263517-0.00442499j -0.0047988+0.0059817j 
