0.00415681+0.000152256j 0.00851042-0.00457167j 0.00609787-0.00621712j -0.00403987-0.00030873j 0.0013793-0.00509798j -0.00282232-0.000780827j 0.0044978+0.00323695j 0.00575842-0.0059591j -0.00536127+0.00159248j 0.00320109-0.00407613j 0.0043264-0.00311809j -0.00826008-0.00127758j 0.00384444-0.00620439j 0.00230741-0.00518383j 1.60299e-05+0.000739558j -0.00120668-0.00147245j 0.00463062-0.00228155j 0.00526137-0.000723723j 0.00363537-0.000179557j -0.00322212-0.00052191j -0.000193732-0.0045446j -0.00212996+0.00102708j 0.00203077-0.000688193j -0.00176137-0.000976098j 0.000216918-0.000219512j 0.00431558-0.00374945j 0.000400072-0.0016352j -0.00149974-0.00040445j -0.00185068+0.00430402j -0.00437589+0.00297289j 0.00394976-1.84324e-05j 0.00315516+0.00470686j 0.00403042-0.00153973j 0.00523994-0.00346924j -0.00452438+0.00115474j 0.0044699-0.00158898j -0.00384724+0.00128969j -0.00286942-0.00266756j 0.00245181+0.0069082j 0.000273003-0.00505618j 0.0158365-0.0135004j 0.00562398+0.00435104j -0.00208619+0.0174507j 0.0217871-0.00261698j -0.00206431+0.000151302j 0.00357962+0.0235847j 0.0191636+0.00897207j 0.00889782-0.0224754j -0.00862247+0.0258707j 0.030323+0.00275049j -0.00138276-0.0841269j 0.126033-0.00745862j 
0.00278245-0.00197644j 0.0014886+0.00110841j 0.00215887-0.00210447j 0.00313-0.00021334j 0.00441281-0.00899841j -0.00606447+0.00430415j -0.00816661-0.00102832j 0.0103629-0.022703j -0.010427+0.0250486j -0.000662293+0.00347142j 0.000583697+0.00997672j -0.00145127+0.0113002j 0.0386376+0.00319734j -0.00358988+0.00442745j 0.0259895+0.00186659j 0.0749987+0.040697j -0.0304196-0.0028182j -0.0896651-0.0218327j 0.00998787-0.00338085j 0.0433581+0.0136166j -0.00233874+0.00481412j -0.0328377-0.00599076j 0.0162967+0.00423084j -0.0236118-0.00777801j -0.0140025-0.00403409j 0.0154569+0.0530016j 0.0301687+0.0219929j -0.00349757-0.0049139j 0.0128229+0.0018719j -0.00576954-0.00557265j -0.00725557-0.00554045j -0.00333461-0.00435266j -0.0027675+0.0070331j -0.00800733+0.0028977j -0.0153203-0.00777825j -0.0011166-0.004857j 0.00166685-0.00371732j -0.000992822-0.00803313j -0.0114911-0.00882339j -0.00132682+0.00894561j 0.013415+0.00871518j 0.00321628-0.00548548j 0.00387531+0.00149663j -0.00530193-0.00134606j -0.00173223-0.00645776j -0.00655358-0.00462888j -0.00287318-3.80495e-05j 0.0034937+0.00667399j 0.00148201-0.00120164j -0.000208611-0.00177243j 0.00262481+0.00219865j 0.0019291-0.00227119j 
-0.00220475-0.000364336j 0.00138703-0.00324067j -0.00797619+0.00981992j -0.005843-0.00314457j -0.00518188+0.0105969j -0.00755028-0.01384j 0.0156314-0.01729j -0.0101088+0.0205551j 0.0058371+0.0830077j 0.0277209-0.0526996j 0.0127536-0.00311335j 0.00262563+0.0315261j -0.0227512-0.00582079j -0.0100638+0.00594741j 0.0254584-0.0306582j 0.0366724+0.0338834j 0.0269776-0.00836985j 0.0381696+0.00825544j -0.0274866-0.00592431j -0.0488072-0.0127078j 0.0151545-0.00858994j 0.0211015+0.0177337j 0.0153472+0.00577522j 0.0300512+0.0176709j -0.0107271+0.008459j 0.000975428-0.0137405j 0.00161968-0.00478698j -0.0057029-0.0121887j 0.00248377-0.00194983j 0.00116495+0.00217917j 0.00344041+0.00454519j -0.00140154+0.00217836j 0.00713619-0.00161411j 0.00150074-0.0015338j 0.0129555+0.00283609j 0.000495101+0.00159876j 0.00702475+0.00691432j -0.00294226-0.00235184j 0.00141865+0.00248713j 0.00641337+0.0012549j -0.00660914-0.0111904j -0.00379155+0.0018975j -0.00463922-0.00156959j 0.000732697-0.00555393j -0.00385608+0.00265441j 0.00459294+0.0025311j -0.00338683-0.00689706j -0.00269542-0.00249267j 0.00178639-0.0013445j -0.00222058-0.00171015j -0.00110704-0.00125872j -0.000974082+0.000651919j 
0.00124053-0.00296995j 0.00129408-0.000653442j 0.000947675-0.00606871j 0.00318803-0.00631386j 0.000631052+0.00174272j -0.00249841+0.00386958j -0.00455671+0.00713406j -0.00227129-0.0137193j -0.0159301+0.0820463j 0.00733278+0.0463656j 0.00821999-0.0380154j 0.023165-0.0214408j 0.0234035+0.042663j -0.00720487+0.0203444j -0.0427819-0.0268042j -0.0317945+0.0163386j 0.0115636-0.0168419j 0.000541099+0.0312822j 0.0272702-0.00710209j -0.00880751-0.0082719j 0.00251795-0.0118761j -0.0556561-0.00951034j -0.0114153+0.0113671j -0.0144093-0.00612759j 0.0282317+0.0173758j 0.00329191+0.0242098j 0.00142088-0.00431351j 0.00722717+0.00388969j -0.0111052-0.007086j -0.0095313-0.00440964j -0.00952868-0.00571113j 0.00732236+0.00021465j -0.00775697+6.73739e-05j 0.00188649+0.0111376j -0.0015007+0.00508456j -0.000566579+0.00134106j -0.00537664-0.00450563j 0.00223218-0.00312865j -0.00460878-0.00350383j 0.00414134+0.00682679j 0.00561943-0.00397628j 0.00362563-0.00374565j -0.00151469-0.00612095j 0.00192923+0.0030397j -0.00302415-0.00052494j -0.000897116+0.00429348j 0.000731708-0.000440994j 0.00293025+0.00164155j -0.00298027-0.00508137j -0.000623441+0.00252738j -0.000202536-0.000800207j 0.000336268+0.000285043j 
6.00068e-05-0.00163637j 0.0024231+0.000982832j -0.00466205+0.00193134j 0.00208894-0.00561815j -0.00281589-0.00268609j -9.61619e-05-0.000595585j 0.00184083+0.00408242j 0.00295128-0.00496688j -0.0136466-0.00221299j -0.00612033+0.0917447j 0.0062078-0.0159007j 0.0152366+0.00796129j -0.0109555+0.0176773j -0.0148139+0.0144602j 0.067336+0.046266j 0.0539835+0.000475336j -0.00870249-0.0102343j 0.0499486+0.0426888j -0.0207549-0.0187226j -0.0299974-0.0243883j 0.00261762+0.0059251j -0.0462191-0.00684791j -0.0143787-0.0180084j 0.0261302+0.0170565j -0.0230856-0.00585624j 0.00635228-0.00495537j -0.000421519-0.0045515j -0.006766+0.00322297j 0.00779895+0.00111964j 0.00187363+0.00745407j 0.00364345+0.00657693j 0.000392693+0.00147101j -0.00685916-0.00134807j -0.00681896-0.00105477j 0.018586+0.01853j -0.00483832-0.00680747j -0.00460888+0.00104104j 0.00269954-0.000444242j -0.00609115-0.00382707j 0.0094293+0.00410554j -0.00376001-0.00563411j 0.00172495-0.00290805j -0.00260831-0.00946463j -0.00119305+0.00282008j -0.010856-0.00921075j 0.00177832+0.00734229j -0.000691966-0.0029513j 0.000831198+0.00179016j 0.000338657-0.00441364j -0.00258202-0.000715962j 0.000226887-0.00123704j -0.000693604-0.000386714j 
-0.000265117-0.00107183j 0.00389874-0.00148364j -0.000469269+0.00402574j -0.000650913+0.000734118j -0.00176244-0.00527404j 0.00514248-0.0131049j 0.00356146+0.00211009j 0.000348532-0.00465376j -0.011277+0.0253939j 0.00278177+0.00499819j -0.00969463+0.0110877j 0.00900302+0.0180255j -0.00245115-0.00015333j 0.0771829+0.020468j 0.0625579-0.00267436j -0.0308292+0.00717861j -0.0254881-0.0040378j 0.00960314+0.00974375j 0.0130821-0.00231125j -0.0280472-0.0110254j 0.0102385+0.00570756j -0.0115834-0.0020147j -0.0334528-0.0108825j 0.0217424+0.00623069j -0.00318308+0.0103283j -0.00453563-0.00257381j 0.00122884+0.00331042j -0.00763728-0.00852829j -0.000292089-0.00162458j -0.000597928-0.00207504j 0.00319044+0.000469655j -0.00330036-0.00152474j -0.00358717+0.000675229j -0.00511954+0.00161591j 0.00172404+0.00127857j -0.000223838-0.0017516j -0.00507203-0.00180574j 0.00340464-0.00082161j -0.000862303-0.00186631j 0.00607363+0.00526487j 0.000106419-0.00222229j 0.00029609-0.00195042j -0.000448865-0.00291802j -0.00170181-0.000909898j -0.00442702-0.00421872j -0.00214752+0.0012578j 0.00229681+0.000309891j 0.00203447+0.00171498j 0.000322174-0.00176757j -0.00112454-0.000614799j 0.00126486+0.000386685j 0.000347321-0.00051367j 
0.000354479+0.00380866j -0.00349307-0.00184481j -0.00873604+0.0148546j -0.0122867-0.00453507j 0.0073516+0.0137918j -0.0054798+0.0174086j 0.0168272-0.0511864j 0.000296546+0.102926j 0.0375935-0.0303019j 0.0100293-0.0139175j 0.0379217+0.00272169j -0.0118258-0.0114677j 0.0270718+0.06682j 0.0325395+0.000284682j -0.00567822+0.000918843j 0.0329631+0.00266088j -0.00368478+0.0072606j 0.0105746+0.00757039j 0.00488515+0.0136347j 0.00943234+0.00242604j 0.00532134+0.00340005j -0.026613-0.00766291j 0.00362235-0.00109582j -0.0113264-0.00828551j 0.00647019-0.000587199j 0.00532807+0.022559j 0.00241756-0.000425041j -0.00252879+0.00271479j -0.00519427-0.00790846j -0.0111421-0.00562185j -0.00756097+0.00269113j -0.000274259-0.00137256j -0.00196425-0.00126042j 0.00508686+0.00969247j 0.00151452+0.00512302j 0.00354294+0.000168448j -0.00257717-0.00810185j 0.00268078+0.00494229j -0.0031747-0.0068059j 0.00877083+0.0025634j 0.00141542+0.00209248j 0.00433809+0.00324679j -0.00477493-0.00860304j 0.00224156+0.0015701j -0.00271477-0.00110087j 0.000500246+0.000359738j -0.00486518-0.00302149j 0.0017204+0.00416027j -0.00301556-0.00743026j -0.00221634+0.000703997j -0.00255119+0.00106513j 0.00156706+0.00411455j 
0.0059794-0.00160273j -0.00254102+0.0109968j 0.00607942+0.00727242j -0.00595008+0.0155596j 0.0139168+0.00685774j -0.0283798+0.0140652j -0.00690302-0.125894j 0.0353363-0.106967j 0.00098961-0.00814799j 0.00303552+0.029963j 0.016056-0.00598612j -0.0265291+0.0226498j 0.0202139-0.0425253j 0.00876874+0.012345j -0.0176228+0.00576716j 0.0130373-0.0279716j 0.0122067-0.00754986j 0.00481461+0.00312299j -0.00661156+0.0029382j 0.0138754-0.00861196j 0.0102447+0.0108352j 0.0137525+0.00215653j 0.00617638+0.00910507j -0.000123729+0.00797496j 0.00156874-0.00737329j 0.0064372-0.00199495j 0.00229418-0.00740724j -0.00222668+0.0051138j -0.00265165+0.000532304j -0.00226741+0.0115318j 0.00439892-0.00233016j -0.00508446-0.0108024j 0.00706719+0.00282702j 0.00693695+0.00408961j -0.00171189-0.00397045j -0.000345134-0.00125922j 0.00328064+0.0011105j -0.0026155-0.00600177j -0.00258176-0.00290768j -0.00104367-0.00458637j 0.00159549-0.00162434j -0.00323621-0.00639679j -0.00400817+0.00312183j -0.000116011-0.00198513j 0.0013966+0.00505439j -1.96929e-05-0.00135214j -0.00128999+0.000240279j -0.000344033+0.000108224j 0.00101263+0.00267473j -0.000110843-0.000532185j 0.00117516+0.00369289j 0.00267825-0.000824994j 
-0.000245291+0.00580724j -0.00718498+0.00146277j -0.00812515+0.00578371j -0.00402164+0.00276011j -0.0200811+0.00836397j 0.0172854-0.122457j 0.0312747-0.00658026j 0.00596146+0.0170777j -0.0158259+0.000900777j 0.00858103-0.0132243j -0.0238669-0.00585382j -0.101195-0.0145596j 0.026212+0.0068891j -0.000673493+0.00806354j -0.00800874-0.0166342j -0.00432918+0.000474359j 0.00914401-0.000196236j 0.0434307+0.0126222j 0.0130588-0.000638754j 0.00103409-0.0103913j -0.00255715-0.00433342j -0.0111136-0.000145037j 0.0245337+0.0141638j -0.0165788-0.0022211j -0.0109874-0.00428661j -0.00104988-0.0030837j -0.0088374-0.0074162j 0.00768624+0.00556509j 0.000347511-0.00496123j -0.00363041-0.000633447j -0.00125848-0.00113829j -7.97953e-05-0.00229778j -0.00103533-0.00522135j 0.010595+0.00132215j 0.0135194+0.00530558j 0.00552948+0.00570334j -0.00159228+0.00842934j 0.00315722+0.00370908j 0.0017975-0.00070783j -0.00145169-0.00494115j -0.00312994-0.0020625j 0.00222535+0.00112959j -0.00302694-0.0059174j 0.0080831+0.00257252j -0.000670319+0.00167947j 0.00560324+0.00602796j 4.78508e-05-0.00582949j -0.00301407-0.00478633j -0.00190726+0.00331865j 0.00233084+0.00341107j -0.00491405-0.00138915j -0.0001666+0.00581003j 
-0.00361866+0.00515988j -0.00142881-0.000245419j 0.00176543+0.00631672j 6.36073e-05+0.00829637j 0.00205573-0.000603559j 0.00262412-0.0430622j 0.0133456-0.0590253j 0.0236354+0.037194j 0.00492477-0.0184611j 0.0182655-0.0169564j -0.0807941+0.0118634j 0.0499443+0.0462787j -0.0121039+0.0114726j -0.0326142+0.00282473j 0.0163898+0.00585548j -0.0196367-0.00331244j -0.0305519-0.00266408j -0.0386353-0.0228354j -0.00461079+0.00447783j -0.00925349+0.000310556j -0.0269569-0.00735934j 0.00618033-0.00249875j -0.0204112-0.0155588j -0.000102048+0.00137392j 0.00157665+0.00883191j -0.00792298+0.00991379j 0.00383177+0.0137201j 0.00801189-0.0039411j 0.00426131-0.00167881j 0.00816727-0.00391219j 0.000702686-0.000907315j 0.0099084+0.0040291j -0.00818975-0.00185213j -0.0173985-0.00210512j -0.00877493-0.00963326j -0.0024059-0.0045331j -1.78997e-05-0.00318997j 0.00437635-0.00201016j 0.00243422-0.00583857j -0.00448157+0.00114347j 0.00164546+0.00853652j 0.00264147-0.000526586j 0.00323915+0.00187861j -0.0069017-0.00603485j -0.000848087-0.00604307j -0.00251972-0.00479197j 0.00127475+0.00225291j 0.00179348+0.00475076j -0.000158694-0.00271712j 0.000302249-0.000364124j 0.00187832+0.00210227j 0.000214537-0.00140118j 
0.000291315-0.00262289j -0.00212186+0.00314034j 0.0045798-0.00733025j -0.000291645-0.000298594j 0.0152994+0.0308241j -0.00706699+0.0941268j -0.0134454-0.00223838j -0.0185214+0.0111311j 0.0176613+0.00919092j -0.0512372+0.0162224j -0.0815034-0.0478569j -0.066225-0.00249476j -0.000983611+0.0158436j -0.0111979-0.00865007j -0.0311953+0.00683729j -0.0250407-0.00715603j -0.0146514-0.010059j 0.0157263+0.0128509j 0.0184596+0.00972602j -0.0164389-0.0150866j -0.0212263-0.0180834j -0.016714+0.00218593j 0.0181979-0.00709323j -0.0102411-0.00138972j -0.00631383+0.000734004j 0.00208264+0.00426133j -0.0156475-0.00603002j 0.00828908+0.00304664j -0.00193135-0.00307893j 0.00779898-0.000740624j -0.00481377-0.000902019j 0.00427618+0.0101997j -0.0138867-0.00892736j -0.000103345+0.000180138j -0.00167636+0.00308978j 0.00777879+0.00137078j -0.00344772-0.00934246j -0.00128292+0.00287444j 2.11635e-05+0.0023152j -0.00459473+0.000223636j -0.00451917-0.00293001j 0.0030109+0.00521941j 0.00551501+0.00361501j 0.00126626+0.00106349j -0.000713644+0.000491525j 0.00129633+0.000448651j -0.00240988+0.00337761j 0.000867515+0.00136247j -0.00218091-0.00474658j 1.70213e-05+0.00349015j -0.00116677-0.00263376j -0.00170959-0.000876037j 
0.00184763+0.00276137j -0.00323601+0.00282081j -0.00502192-0.00862441j 0.00508034-0.0361776j -0.0170719+0.173273j -0.0454645+0.00274572j 0.0210623-0.0106342j -0.014312+0.0159637j -0.0222621-0.0410707j -0.0273778+0.0178118j 0.0265469-0.0133564j 0.0181045+0.00258935j -0.022775+0.00833378j -0.00936972+0.0227198j 0.00900332-0.00230813j 0.0129851-0.00216202j 0.00475367+0.00854789j -0.03251-0.00424182j 0.0029723-0.00168033j 0.00721908+0.00443174j 0.0057581+0.00226204j -0.0071909-0.00251376j 0.00101855-0.00495073j -0.00248095+0.00199224j -0.00191511+0.000489711j -0.0101813+0.0162349j 0.0061558+0.00372358j -0.00330239-0.00178475j 0.00311692-0.00376706j -0.00213166-0.003873j -0.00457702-0.00131491j -0.00196082+0.00117202j -0.00125011-0.00192002j -0.00813007-0.00262153j -0.00598609-0.00981687j 0.00148385+0.00157659j 0.00594964-0.00180641j 0.00233059-0.00217032j 0.00084263-0.00365437j 0.000239793+0.00323298j 0.00350887+0.00782445j 0.00345381+0.00316181j 0.0024758+0.00112824j -0.00399438+0.000321642j -0.000845575-0.0042014j -0.00265484-0.00594628j -0.00346978-0.00474981j -0.00159766+0.00428555j 0.00518305+0.000742147j 0.000627956-0.00534572j 0.000285852+0.00166905j 0.00155113+0.000436399j 
-0.00234538+0.00350175j -0.00502676+0.00131342j 0.00183613-0.0126581j 0.00827559-0.00121624j -0.00927833+0.00675643j -0.00764426-0.064958j 0.000959389+0.00117673j 0.00641951-0.010033j 0.0843248+0.0201659j -0.0893634-0.0119609j -0.0153834+0.0099847j 0.0376051+0.0139308j -0.0198092-0.00889062j -0.0178321+0.00718989j -0.0496127-0.0150672j 0.0335892+0.0163768j -0.00865122-0.00260108j -0.0324042-0.0160192j 0.00882932-0.0103814j 0.00737041+0.00652159j -0.0199191-0.00190786j 0.013572+0.000113775j 0.00530249+0.00167792j -0.00045456-0.00116662j 0.0134708+0.00335866j -0.00513468+0.00477637j 0.00513686+0.00442902j -0.00980714-0.00419833j -0.000497771+0.00149435j -0.00437982-0.000735252j -0.000392822-0.00259467j 0.0059967+0.000528237j -0.00293743+0.000786297j -0.00456966-0.00288855j -0.00739034-0.00634877j 0.000847685+0.000276231j 0.00466854+0.00456558j -0.00124012-0.00349454j 0.00306847-0.000822696j -0.00161533+0.000497005j -0.00371533+0.00130359j 0.000890106-0.000148599j 0.00358472+0.00332304j -0.00772814-0.00437577j 0.00522839+0.000443457j 0.000355805-0.00253813j -0.00143572-0.00288097j -0.00268582-0.000370236j 0.00020265+0.00209508j 0.00202286-0.000753897j 7.26717e-05+0.000608076j -0.000314155-0.000670428j 
-0.00328082+0.00478677j -0.000836036+0.000279841j -0.00190723+0.0110946j -0.00898965+0.00390373j 0.00054032+0.0490586j -0.0108111+0.014758j -0.00121768+0.0331602j -0.0135442-0.0152112j 0.0864179+0.00076177j 0.090082+0.0420743j -0.0409052-0.000897765j 0.00259818-0.0102285j 0.0474984+0.000992081j 0.0293+0.0162175j -0.000830249+0.0109158j 0.0208075+0.00364037j -0.0284623+0.00226386j 0.0488337+0.0288536j -0.0200117-0.0195698j -0.021685-0.00312853j -0.0100695+0.00572837j 0.000947794+0.00608894j -0.000362047+0.001149j 0.00779014+0.00637029j 0.00825242-0.00246753j 0.00761196+0.00221228j -0.0072982-0.00834776j 0.00299384+0.00162807j -0.00194523-2.03454e-05j 0.00264859+0.00338393j -0.00171549+0.00300036j 0.000779391-0.00341127j 0.00183285+0.00261259j 0.00512128+0.00288938j 0.0110024+0.0107704j -0.00163644-0.00130691j -0.00079178+0.0010403j -0.00479253-0.00153227j -0.00397775+0.000112335j 0.00961113+0.00418783j -0.00597615-0.00893825j -0.00412591-0.0039109j -0.00762885-0.0076496j 0.00308355+0.00391205j -0.00750371-0.000218834j 0.00479549+0.00696002j -0.00145998-0.00368422j 0.000923093+0.00155616j -0.00292846-0.00661153j -0.00435717-0.000723488j -0.00103506-0.00234661j -0.00197175+0.00020603j 
0.0082774-6.20668e-05j -0.00434023+0.0147042j 0.0502366-0.0708951j 0.00971273+0.15537j 0.0160476+0.0496966j 0.011225-0.00809645j 0.00875348+0.0216133j 0.0534522-0.0621168j -0.0107199-0.0202117j -0.0212491+0.00627078j 0.00954462-0.000263109j 0.0104016-0.00147408j 0.0209324-0.000460987j -0.00134074+0.0039288j -0.000433871+0.00633541j 0.00392765+0.00891099j 0.00398181+0.00334185j -0.00829725+0.00393475j 0.00622548-0.00909794j 0.00203446+0.00229579j -0.000206325+0.00254434j -0.00236776-0.00354485j -0.00471738-0.00380551j -0.00311878+0.00201012j 0.00329817+0.00245082j -0.000411163+0.003583j 0.0058015+0.00866471j -0.000408241-0.00539211j -0.00265258+0.0035363j -0.00321382-0.00446859j 0.00318428-0.00513862j 0.00176004+0.00121488j -0.000415142-0.00088124j -0.000337172-0.00161941j -0.00560468+0.000349419j 0.000422327-0.00290056j -0.00210081-0.000664654j 0.00385682+0.00313778j 0.000662316-0.000480372j -0.0040404+0.000266852j 0.00308154-0.000128955j -0.000551007-0.000202195j -0.00147582+0.00200528j -0.000724746-0.00694146j 0.00483937+0.00363657j -0.00165816-0.000962644j 0.00201271+0.00565373j 0.00188089-0.00163959j -0.0025271+0.000358881j 0.00106375+0.00262663j 0.000928095+0.00415652j 0.00308502+0.000238196j 
-0.000451391+0.0174037j -0.0128285+0.00444957j 0.00563088+0.171052j -0.0583918+0.0842929j 0.0113285-0.0384081j 0.00127079-0.0276142j 0.0459439-0.0370413j 0.0090875+0.00314014j 0.0091004-0.015703j -0.00500421-0.0132877j 0.00626799-0.00364548j -0.0171552+0.000774856j -0.00165021-0.00127013j -0.0029188-0.0010227j -0.0145279+0.00121842j -0.000102201-0.00282225j 0.006176+0.00141326j -0.00198747-0.00114818j -0.0014921+0.00405663j 0.0116532-0.000967169j 0.0015342+0.00465064j 0.00847281-0.00497126j 0.00384289+0.00199072j -0.00482757-0.0031491j 0.00144954+0.00196653j -6.46668e-05-0.00441456j -0.00370841+0.00220705j 0.00174841+0.00240362j -0.00433149-0.0024247j 0.00025667-0.000296723j 0.00556421+0.00117653j -0.00126924-0.00100123j 0.00248885-0.00020656j 0.00344744-0.000941781j 0.00067787-0.00579512j 0.00234799+0.00252565j 0.000894371+0.000512754j -0.000800963+0.00557019j 0.0013518+0.00328065j -0.000903267-0.00680265j -0.00029601+0.00200576j -0.00055704-0.00197336j -0.00349441-0.00278027j 0.00586033-0.000187824j 0.000215169+0.00785952j 0.00235484-0.00035342j -0.00430801+0.00250174j 0.000352505+0.000690302j -0.00105777-0.0028709j 0.000181548+0.00178901j -0.00358505+0.000961506j 0.000875142+0.00459313j 
0.00197735+0.00170341j -0.00571469+0.000228599j -0.00409284+0.0458846j -0.0174909-0.0337592j -0.000128718+0.027595j 0.0165048+0.0119803j -0.0433298+0.0153335j 0.117256+0.0531464j -0.0220286+0.00315566j -0.0483661-0.00374878j -0.00214252+0.00175007j 0.0124984+0.00270367j 0.0652103+0.0229412j -0.0138589+0.0124405j -0.00187977-0.0130522j 0.000647086+0.0101796j 0.00071636+0.00518639j -0.0151044+0.00419233j 0.0241177-0.00070588j -0.00151528+0.00300933j -0.00990367-0.00181913j -0.00688914+0.00296971j -0.00871011-0.000641918j -0.00802551-0.00149962j 0.00381551+0.00490687j 0.00533024+0.0135077j 0.00305746+0.00247419j 0.00092094-0.00177595j -0.00695099-0.0047187j -0.0066323-0.00542208j 0.00166886+0.00199318j 0.00647366+0.000952569j -0.00625209+0.000893794j 0.00241482+0.00425806j -0.000695074+0.00100772j 0.00124454+0.000266932j -0.00691702-0.00229762j 0.00494971+0.000836812j -0.00454982-0.0018382j 0.00118517+0.00345689j 0.00410978+0.000694187j 0.00758368+0.000534787j -0.00289723-0.0054594j -0.000973986+0.0027881j -0.00251545+0.000604776j -0.00130089+0.000563426j -0.00389226-0.0044703j 0.00179027+0.00388507j -0.00417249-0.00469688j -0.000466331+0.000158803j -0.00209164-0.00067116j 0.00127178+0.00360654j 
-0.00146784+0.00844466j 0.00369487-0.00523077j 0.0165366+0.0392092j -0.00982576+0.0425191j 0.00958437+0.00785293j 0.0322331-0.0335553j -0.132397-0.0360173j -0.0763364+0.00217121j -0.0202787-0.0146947j 0.00999304-0.0141843j -0.00940112-0.00403305j 0.0428295+0.025004j -0.0447403+0.00149728j -0.00050853+0.00437516j 0.0104907-0.00126962j -0.0316767-0.00340997j -0.00844184-0.00212691j -0.0195572-0.0144506j 0.0133502+0.00700444j -0.00439833-0.00255929j 0.00330078+0.000150504j 0.00192206-0.00518467j 0.000766115-0.00250415j 0.00450884-0.000692077j -0.00552611+0.00197682j -0.00593165+0.00228053j -0.00150479+0.00592464j 0.00486406+0.000175015j 0.00042431-0.00011201j 0.00879717+0.000180248j -0.000494591-0.00261554j -0.00607339+0.000136126j 0.000801682-8.68849e-05j -0.000289813-0.00272813j -0.010578-0.0105241j -0.00176718+0.000662454j -0.00052185-0.000245496j -0.00390434+1.65121e-05j -0.00211717-0.0010299j -0.0063532-0.00318739j 0.00343442+0.00638441j -0.00356915-0.00103434j 0.00501814+0.00359861j -0.00412641-0.00392141j 0.00436193+0.00160165j -0.00455872-0.00653433j 5.26682e-05+0.00156349j 0.00225291+0.00263004j 0.00150653+6.70545e-05j 0.000814932-0.00231772j 0.0030147+0.0044013j 0.0020253-0.00133824j 
0.00774984-0.0125217j 0.00104665-5.79438e-06j 0.00645409-0.00192691j -0.0018612+0.0120882j 0.0186286-0.0241811j -0.166232-0.0307419j -0.0406215+0.0115061j 0.023252+0.0161708j -0.0160346-0.00160464j -0.0404983-0.0152037j 0.0358059+0.0147631j 0.0294267+0.00396671j -0.00661192+0.0065683j 0.0175666-0.00544522j -0.0189867-0.0015675j 0.00221363+0.00862734j 0.00385504+0.00245875j -0.021735-0.00902937j -0.00264683+0.000168523j 0.00422682+0.00358629j 0.00234098-0.00010811j -0.00319683-0.00107956j 0.00496723-3.9379e-05j -0.000868128-0.00180409j 0.00161326-0.000225536j 0.00274296+0.00514735j 0.00643924+0.00339783j -0.00179293-0.00153022j -0.00278906+0.0005236j -0.00297762-0.00408456j -0.00124285-0.000524177j -0.00417568+0.000707753j -0.00039592-9.33428e-05j -0.00198565-0.00270798j -0.00806773-0.00250625j 0.00203432+9.82365e-05j 0.00909527+0.00306806j 0.00030498+0.00303403j -0.00302677+0.000769192j -0.00506882-0.0014429j 0.0054574+0.00390006j -0.000501786+0.0028046j -0.00211873-0.000459094j -0.00275037-0.00409945j 0.00173196-0.000210327j -5.46137e-05-0.00178394j -0.00507755-0.00302724j -0.00230854-0.0027272j 0.00363703+0.00619656j 0.00210642-0.000852725j -0.000481584+0.00235915j 0.00347724+0.0026751j 
-0.00515718-0.00254758j -0.00366426+0.00429786j 0.0177991+0.00635177j 0.00376514+0.0339167j -0.191829-0.022645j -0.0293171+0.00795609j -0.0047299-0.00510126j -0.0140245-0.00536968j 0.0388016-0.00587371j -0.0372048-0.00960209j 0.0258354-0.00593663j -0.000774033+0.00531809j -0.019018-0.00192985j -0.0264921-0.00858473j -0.00350311+0.00478239j -0.00362045-0.0039157j -0.0078312-0.0043077j -0.0126716-0.00678371j 0.00600955+0.00816993j 0.000105547-0.0017742j 0.000622987-0.00247496j 0.000101056-0.00192468j 0.00710919-0.000146145j -0.00400505-0.0030665j -0.00150292+0.000379722j -0.00895389-0.0137186j -0.00205902+0.000405369j 0.0021732+0.00110659j 0.00300535+0.000442144j 0.00531934+0.00175182j 0.00122211-0.000786425j -0.00354144+0.000384806j 0.00233131-0.00192839j 0.00112381-0.00201636j 0.00235385-0.00322704j -0.000580215+0.00056468j 0.00327757-0.000659j -0.000226128+0.00211569j 0.00238142+0.0030213j -0.00512198-0.00405419j -0.00317987-0.000381024j -0.00347163+0.000221528j 0.00126592+0.00297263j -0.000219776-0.00185079j 0.00212792+0.00391299j 0.00229674-0.00127125j 0.00355808+0.00605692j -0.00213656-0.00282554j 0.000934771+0.00153158j 0.00293663+0.00263571j 0.000171292+0.000842244j -0.000147669-0.000791131j 
