-0.017067+0.035507j -0.0337267-0.086864j -0.0174537-0.0652903j -0.0110618+0.0291555j 0.00048948+0.0165089j 0.00184833-0.0615457j 0.00117275-0.0210631j 0.00581399-0.0335244j -0.00439592-0.0218689j -0.0165155-0.00731254j -0.00508623+0.0194748j -0.0109054-0.0401669j -0.0389838+0.0498275j 0.09659-0.16583j -0.112405+0.0741552j 0.00623225-0.0505874j 0.0159756-0.00509112j -0.0203221-0.0255249j 0.0263375-0.0286856j 0.0136108+0.020498j 0.0125613+0.0162899j 0.0260287-0.0252076j -0.0241102+0.0168009j -0.00969511-0.00466743j -0.0124139+0.0097558j -0.0136367+0.0470043j -0.00205463+0.00963396j 0.00148365-0.0114802j 0.0292523-0.0125813j 0.00831179-0.0201995j 0.00101319+0.00987946j -0.00409464+0.0150093j -0.0102942+0.0304717j 0.015894-0.0273451j -0.0255469+0.0526794j -0.187412+0.11826j -0.0945673+0.143646j -0.017629+0.0345633j -0.0137423+0.0468434j 0.0119815-0.02589j 0.00151333-0.0191034j 0.0069611-0.00595136j 0.0110747-0.0256503j -0.0121073+0.0190689j 0.00150274-0.00626571j 0.0184409-0.029053j -0.00413806-0.00275912j -0.00772982+0.000871148j 0.00306604-0.00247038j 0.000807652-0.00196969j -0.0121963+0.0127459j 0.00296947-0.005981j -0.00597993+0.00312743j 0.00830185-0.00101571j 0.0136104-0.0154464j -0.00840517+0.00657792j -0.0029518+0.000301716j 0.000791616-0.00150753j 0.00902673-0.00407994j 0.00137777-0.00246189j -0.00407712-0.00115554j 0.00757911-0.00730838j 0.0058293-0.00477825j 0.00242832-0.000555551j 0.0038996-0.00114402j -0.00289826+0.00520814j -0.00250858+0.00332536j -0.0019117-0.00177077j -0.00359951-0.00179827j 0.00157955-0.00201082j 0.0120728-0.00655655j -0.00180689-0.0023549j 0.00659719-0.00797861j -0.00434857-0.000790457j 0.0065495-0.000992712j -0.00557695+0.00935314j 0.000747127+0.00252743j -0.0028949+0.0103957j 0.00254825-0.000492398j 0.00790437-0.00212073j -0.00253894-0.0032156j -0.0124966+0.0115647j -0.0168045-0.000484501j 0.0027498-0.00502651j 0.0247491-0.00278418j 0.0100136+0.0286503j 0.00539772+5.21834e-05j 0.00983476-0.0237368j -0.00117182+0.0147139j 0.00529971+0.0116967j 0.00974064-0.00774382j -0.0132193+0.0236225j -0.0280079+0.031162j -0.0635008+0.112691j -0.0927814+0.0484444j 
-0.0156972-0.0521521j -0.0306206+0.0332735j -0.0152621-0.00512216j 0.0224164-0.00672085j 0.0104089+0.00474373j -0.0195771+0.0221417j 0.0212163+0.00383237j 0.00703548+0.0188499j -0.0130072+0.00500799j -0.0160118+0.0300121j 0.0183757-0.00472591j -0.067703+0.0187841j -0.00317651+0.0664738j 0.0299093+0.0158151j -0.0125401-0.0507042j 0.0413041-0.119806j 0.0121878-0.0570135j -0.0263306+0.023401j 0.0293168+0.00906903j 0.00964133+0.0477492j 0.0137474-0.0264895j 0.0254109-0.00378944j -0.00929822+0.0152546j 0.000697401-0.0373027j -0.047177+0.0406643j -0.0343269+0.0808343j -0.0361195+0.015771j 0.00591362-0.00524286j -0.00988899+0.0363942j 0.0341957+0.0155737j -0.0375903+0.0288205j 0.0319711-0.114163j -0.0512659+0.0686703j 0.211153-0.0642057j -0.0936806-0.14448j 0.0642588+0.000969074j -0.00777544+0.0539322j 0.0397624-0.0758099j -0.0656788+0.0303023j -0.00231067+0.0142261j -0.0206986+0.00614021j -0.0233031-0.00545395j 0.00522758+0.00616476j 0.00904014+0.0219583j -0.0231985+0.0193772j -0.00731382+0.00166546j 0.0112835-0.00120392j 0.0106369+0.0025192j -0.00795296+0.00457285j 0.0119466-0.00494882j 0.00315448-0.013876j 0.00743899+0.00148667j -0.00787777-0.00310945j -0.0125479+0.0106379j -0.000558982+0.00566668j 0.00658051-0.0162871j -0.000630694+0.011114j -0.00323463-0.00312606j -0.00520048+0.00424378j 0.000495722+0.00154213j 0.00131761-0.0130054j -0.00401169+0.008212j 0.00244745-0.00436308j -0.00107776+0.00512346j -0.002657+0.00410927j 0.0064127-0.00748275j 0.00240453+0.00119826j 0.000777975-0.00667918j -0.00564097+0.00631522j 0.0109288-0.00346242j 0.0061865-0.00393244j 0.00224334+0.00762761j 0.00534197+0.000643984j -0.0113602+0.00441628j -0.00984379+0.0018063j 0.00188067-0.000799603j 0.0107499+0.00321583j 0.0152346+0.00721142j 0.0122578+0.00386937j 0.0091104+0.000272343j -0.00546173-0.00969267j 0.00762792+0.00179206j 0.0153441-0.00293715j 0.00998352-0.0320929j 0.0131082-0.0032667j -0.0241764-0.00997858j 0.038449-0.0053196j 0.0268948-0.0129556j -0.0604765+0.0208979j 0.0101676+0.014443j 0.0054981+0.0033213j 0.0076684+0.0276088j -0.00441261+0.0217359j -0.0164832+0.00518087j 0.0264006-0.0491269j 
0.0501478-0.0254276j 0.00212571-0.0592003j 0.00638083-0.00404495j -0.0103494-0.00918875j -0.0213156+0.028233j -0.00832655-0.0189008j -0.00465579+0.0019061j -0.0211327+0.0148558j -0.0105627+0.00342872j -0.0349759-0.011055j -0.00755184+0.0258746j 0.0397034-0.0371089j -0.0533757-0.0243561j 0.00684694+0.0113924j 0.0148745+0.0225271j -0.0162679+0.0565564j 0.0230513-0.121619j 0.0193509-0.0449828j -0.00253577+0.00525743j -0.0222124-0.0119373j 0.0321433-0.0536422j -0.0607191+0.00691627j 0.0107367+0.0144451j -0.0612564+0.0362616j 0.0224194-0.0153732j 0.00371307-0.0435789j 0.0316929+0.0319955j -0.0201026-0.013458j 0.153632-0.0649234j -0.0120977+0.000301341j -0.0469238+0.00101556j 0.138768-0.0435591j -0.10384-0.0984772j -0.0308964+0.200081j 0.2233-0.049318j 0.0128009-0.08099j -0.0841504+0.00445573j 0.0499681-0.0395286j 0.0210845-0.0789998j -0.00152346+0.00708168j 0.0155994-0.0136632j 0.0150353-0.0038233j -0.00226036-0.00368922j -0.03137-0.0121975j -0.00230911-0.0144278j -0.0188893+0.0181798j -0.00873754+0.0029284j -0.00950262-0.00484201j 0.0118194+0.0078396j -0.00773002+0.00432044j -0.00192469+0.00202474j -0.00305409+0.005047j -0.00101762+8.80843e-06j 0.00531352-0.00628874j -0.0123945-0.000195214j 0.012746-0.00981902j 0.00513227+0.00350115j 0.00199596+0.000182268j 0.00044142-0.00395307j -0.00220988-0.00512159j 0.00717189+0.0115564j -0.00954499-0.0101584j 0.00477538-0.00668282j 0.00381849-0.00435956j 0.00449389-0.0016033j 0.00470455+0.0116751j -0.00220146+0.00704067j 0.00253623+0.00641849j -0.00202122+0.00546102j -0.00734016-0.000178368j -0.00842528+0.0150375j -0.010083-0.00826918j -0.00559529+0.00015181j 0.00824635-0.00105095j -0.0070729+0.015992j 0.0155587-0.0221874j -0.027976+0.00893657j -0.0118385-0.02218j -0.01878-0.00546888j -0.0115887-0.00729526j 0.0246378+0.00667073j 0.0179897+0.00728234j -0.0101623+0.00718686j 0.0442698+0.0329156j -0.00442293-0.00525318j 0.00311386+0.00680339j 0.0154377+0.0109336j -0.00887636+0.0102818j 0.0169974-0.0521138j -0.00302212+0.00978154j -0.00153806-0.00535835j -0.047913+0.0525743j 0.037772-0.0292857j 0.00355023-0.04454j -0.00432839-0.0203786j 
-0.0254112-0.00582725j -0.00804427+0.0187973j -0.0116107-0.00248024j -0.00512801-0.00289172j 0.00428938-0.0016306j -0.0123989+0.00385726j 0.0160024+0.00667992j 0.0154351-0.01355j -0.0213939+0.0112817j -0.00173783+0.00054662j -0.00648861+0.0454838j 0.0202908+0.0132715j 0.00545923-0.0224225j -0.00305195+0.0218007j -0.0156584+0.0254451j 0.00646147-0.0825378j -0.0427062-0.00769341j -0.0445044+0.00756222j -0.0418967-0.0178548j -0.0437169-0.010079j 0.0584242-0.0193434j -0.0166715-0.00524908j 0.00226665-0.0215443j 0.0744768-0.00722935j 0.0907231+0.0330554j -0.0130664+0.0431876j 0.0785301+0.104775j -0.00400526-0.0383938j -0.181608-0.0300537j -0.00107875-0.0361524j -0.150966+0.0971765j -0.0413241-0.070781j -0.0543722-0.166226j 0.0539034+0.0722743j 0.0642504+0.00391649j 0.0201924+0.0261807j -0.00966899+0.137328j -0.0207444-0.0341071j -0.0471731+0.056438j -0.00238002-0.00693398j -0.0100588+0.00830918j -0.00531096+0.00107762j -0.019598-0.0217557j -0.0146139+0.00613811j -0.0124676-0.00971948j -0.00592746-0.00489724j 0.00128096+0.00460539j 0.00218569+0.00889079j -0.0121029-0.0114953j 0.0130903+0.00935558j 0.00785293+0.0216012j 0.00399483-0.0114172j 0.00526197+0.0221794j -0.00391268-0.0166481j -0.00462374+0.00208604j 0.00630405+0.00279299j -0.00648971+0.00147211j 0.0076671-0.00888577j -0.00269262-0.000443352j 0.00591635-0.0149249j -0.000776281+0.0149194j -0.000710754-0.0150454j 0.00398394+0.0037732j 0.000628087-0.0031592j -0.000991931+0.00354499j -0.00105486+0.0115974j -0.0028919+0.00241857j -0.00219277+0.00310465j -0.0106897+0.00948231j -0.00286504+0.00261377j 0.0125023+0.000419684j -0.0132572-0.00548352j 0.00463233+0.00424841j -0.0108445+0.0126721j -0.0164798-0.000428062j -0.00294376-0.0218601j -0.00682615+0.00649827j -0.0207624-0.00861037j 0.0187064-0.0292445j -0.00206474-0.0158029j 0.0155878+0.0125925j -0.0331193+0.039002j 0.00670216+0.0128718j 0.0142831+0.0452991j -0.00028434+0.00211634j 0.00503992+0.0169915j -0.00338718-0.0266947j 0.0294762-0.0118501j -0.0545929-0.0049636j 0.0144842+0.00740791j 0.0088022-0.0189204j 0.0114665+0.0128183j -0.0376665-0.0238658j 0.0337892-0.00763698j -0.0275649-0.0222177j 
0.00473556-0.0184676j -0.0228553-0.00615089j -0.0105019-0.028256j 0.0224635+0.0121264j 0.00227161-0.010452j -0.00869905-0.0196942j 0.0227907-0.00538446j 0.0200638+0.00602546j -0.0188544-0.0162142j -0.0338319-0.00474091j -0.0229225+0.0190467j -0.0194749+0.0248354j 0.0191981+0.0109825j 0.0153626+0.00694391j 0.00286437+0.025935j 0.00747819-0.0370877j -0.000366203-0.0285086j -0.0446392+0.0502357j -0.086172+0.0436818j -0.029789-0.0282535j -0.0118154+0.0338242j -0.121812+0.00244809j 0.134223-0.0555173j 0.100499-0.0674827j -0.0136177-0.0060375j 0.0131302+0.010784j -0.0517674+0.0542697j 0.0150293+0.0439238j -0.0229995-0.061676j 0.0649148+0.137957j -0.056405-0.199565j 0.0934328-0.0619598j 0.209353-0.0532218j 0.019591-0.0968909j -0.115419+0.103996j -0.0228481-0.0902j -0.0124487+0.0217433j 0.00706975-0.0383205j -0.0138587+0.0125616j -0.0175957+0.0120993j -0.00255479+0.00510814j 0.00326003-0.00393285j -0.0367864+0.0151852j 0.00758565-0.00329147j 0.0220383+0.00340863j -0.0137083-0.0231626j 0.00197727-0.00551759j 0.00128073+0.00284885j 0.00815779-0.00439962j 0.0021629+0.0109855j -0.0153995+0.00588677j 0.00801743+0.00672164j -0.00731073-0.00190767j 0.00667559-0.00411033j 0.00559706+0.000217551j -0.0108118-0.0213818j 0.0026214+0.00973164j -0.0026086+0.0122696j 0.00734792-0.00909435j -0.00176171-0.00232337j -0.00537829-0.00769696j 0.00551542+0.00782402j -0.00201329-0.0158152j 0.0091473-0.00122719j 0.000419061-0.00411643j 0.00440384-0.00739464j 0.00185851+0.00213267j -0.00489673+0.000659189j -0.0129389-0.00453838j -3.23162e-05-0.00724585j 0.00330299+0.00743277j 0.00412571+7.46923e-05j -0.000939945+0.0152073j -0.0251437-0.00127678j -0.00354015+0.00438853j 0.00452784+0.00340855j -0.00305164-0.0143611j 0.00316791+0.0009278j 0.0302694+0.02104j 0.0196279-0.0199375j -0.0270419+0.0128456j -0.0179662-0.0512271j 0.0144427+0.0143185j -0.0175075+0.00932184j 0.0104388-0.0274158j -0.0299204+0.0116649j 0.0379467-0.0331801j 0.0132678+0.03307j 0.00739176-0.0276585j 0.00506341-0.0102554j -0.0134259+0.000398697j -0.0458637+0.0236939j 0.0164261+0.0435205j -0.0402659-0.0281341j -0.0549969+0.0309709j 
0.00853761+0.0236095j 0.0210339-0.0052506j 0.0163003-0.015834j -0.00392074+0.0323617j 0.00417227-0.00751431j 0.0173634-0.00652981j 0.00236022-0.0238314j 0.00131227-0.0021725j 0.0339534-0.000139504j 0.027653-0.0042574j 0.0121801-0.0492422j -0.0308551-0.0170983j 0.0108256+0.0206227j -0.0238288-0.027051j 0.00403588+0.00483367j 0.00799259+0.0466991j -0.0441717+0.0589123j 0.0762365-0.11987j -0.0411357+0.0315687j -0.0806852+0.0777454j -0.0127705+0.0257192j -0.032431-0.0132017j 0.0955292+0.0601403j 0.0531377-0.0278844j -0.00483918-0.00314817j 0.00985051+0.0118954j 0.00344802-0.00676948j -0.0281574-0.0464423j -0.0257515+0.0513912j -0.141103-0.0500203j 0.183669+0.0307203j 0.0278685+0.141015j -0.0615518+0.206344j 0.0250614+0.0358903j -0.100517-0.131931j 0.00967315-0.0752116j -0.0707772-0.0493225j -0.0319589+0.0362149j -0.0187674-0.00636092j 0.00724902-0.024731j 0.0186423-0.0138174j 0.0239832-0.0061624j -0.000555395-0.0485131j -0.0252107+0.00248118j 0.000936046+0.00988493j 0.0240565-0.00536043j -0.00204925-0.00529407j -0.00730997-0.00841053j 0.0233155-0.00319355j -0.0104039-0.00105898j -0.0100873-0.0169437j 0.0153107-0.00131062j -0.0206872-0.00627714j -0.000532366+0.0162973j 0.0187823-0.0080902j 0.000107205+0.00659321j -0.00899954-0.00270927j -0.0167819+0.00854597j 0.00948157-0.00360851j 0.00597067+0.00548484j 0.00994605-0.00137503j 0.00750092+0.00280969j 0.00820576+0.00224075j 0.00808985-0.000481612j 0.00517177-0.000485826j 0.00318989-0.00115045j -0.00270637+0.00291077j 0.00347018+0.000504441j 0.00170912-0.00174686j 0.00570195-0.00640085j -0.00496302-0.00285709j 0.00382155+0.000475684j 0.00703441-0.00656366j 0.0101494-0.00313878j -0.0099578+0.00190524j 0.00651954+0.0195321j 0.0065754-0.0159961j 0.0210543-0.0114285j -0.0256493-0.000195438j 0.0107061+0.0138559j 0.00239852+0.00508937j 0.0463496-0.0029681j -0.0164855-0.0115773j 0.0126987-0.00476393j 0.0176015+0.013851j -0.0178974-0.0210221j 0.0420802+0.0530568j -0.00540613+0.0108271j -0.0409119-0.0124762j -0.00845476-0.00180185j 0.00244442+0.0171166j 0.0111972+0.0104516j 0.000276649-0.0123889j -0.0259494+0.0581854j 0.022386+0.0144717j 
-0.00524362+0.021649j 0.00564292+0.03017j -0.0133489+0.00451911j 0.0170524-0.00583607j -0.0100081+0.00238277j -0.0374579+0.00156911j -0.00939888+0.00766975j 0.00530354-0.0254786j -0.0106263-0.000264562j -0.0157626+0.0247588j 0.0321537+0.0357786j -0.0141791-0.0168279j -0.0425112-0.00738918j -0.00712764-0.00792065j 0.00159712-0.0241246j 0.0141099-0.10982j 0.00726887+0.0828101j 0.0572545-0.035651j 0.0347001-0.00620585j 0.0118207+0.0517963j 0.0143973+0.0234164j 0.0506097-0.027199j -0.00943538-0.0636891j -0.0372585-0.0807301j 0.00375528-0.030101j -0.0580575+0.0422616j -0.0367177-0.025815j 0.0174951-0.0483023j -0.0648642+0.127879j -0.00826794-0.0110263j -0.0927118+0.181473j -0.125657-0.0491167j -0.148207-0.090174j 0.0928294-0.00100259j 0.0425486+0.0395033j 0.113018+0.0694167j -0.0874045-0.0267412j -0.00740103+0.00819852j -0.0461607+0.0729409j 0.0194135-0.0148783j -0.00783784+0.00775157j -0.00996622+0.00328825j 0.0490493-0.0195123j 0.0112987+0.0123193j -0.0240028+0.0149948j -0.0110307-0.0100212j 0.0122238+0.00613928j 0.0172242-0.00118226j -0.019722+0.0202659j 0.0134968-0.0178797j 0.00101202-0.00846686j 0.000576546+0.00264351j 0.00174963-0.0170419j -0.00406755+0.00810148j -0.00252412+0.00423215j -0.00611947-0.00103376j 0.0115045+0.00212873j -0.00162101-0.00625179j -0.0071661+0.00912241j -0.0071766+0.00317488j 0.0055584+0.0080406j -0.0135752+0.00516983j -0.0105226+0.00206297j -0.0052456+0.00470233j -0.00705396+0.0149662j 0.00703308+0.000419599j 0.00906806-0.00688474j 0.00572157-0.00798706j 0.00807601+0.000895091j 0.00321091-0.00446279j 0.0200636-0.00959724j -0.00661607-0.0010431j 0.00805868-0.00437073j 0.0052019+0.00345171j 0.00904848-0.0100601j -0.0273887-0.00350034j 0.019083+0.0090053j -0.00212361+0.000321235j 0.00111979-0.00927718j -0.0155834+0.0110988j 0.0121133-0.00354857j 0.00127481+0.0338947j 0.0187455-0.0203776j 0.0218563-0.0174538j -0.00683588-0.00201068j 0.00900506-0.0129234j -0.021291+0.0184003j 0.00253983-0.0289277j 0.00170416+0.0198912j 0.0038164+0.0187696j 0.0156006+0.00949643j -0.0129097+0.00877828j 0.00564217+0.0449852j 0.0060826+0.0276843j 0.0167674-0.0404089j 
0.00179945-0.00111815j -0.0105926+0.000131752j 0.00933341+0.00930141j -0.00825551-0.00227318j 0.00752307+0.00693569j -0.00618356-0.00560798j -0.00797139+0.00578053j 0.0064085+0.00970216j 0.0248527-0.00300619j -0.0136741+0.027129j 0.0111585-0.00475404j -0.0292971+0.0211727j 0.0343383+0.00145085j 0.00813721+0.00605932j -0.0195141-0.00889867j -0.019688+0.00614311j 0.0170732+0.0606372j 0.0729269+0.0154715j 0.0118979-0.0682993j 0.00859066-0.0607626j 0.0595377-0.0106818j -0.00546404+0.0651421j 0.0434263+0.0308927j 0.0105919+0.0579352j 0.0819495-0.0684364j 0.0427748+0.0303759j 0.146489+0.0135077j -0.0141171+0.0390772j -0.00596462-0.0698068j 0.0771334+0.00640235j -0.0469051+0.059616j -0.0677068-0.108399j 0.00172692-0.0539481j -0.0121762-0.0128996j -0.0347243+0.185328j 0.02988-0.0062374j -0.0402852-0.0300808j -0.0193496+0.0384564j 0.0183969+0.0155029j 0.019147-0.012858j 0.00016798+0.00983482j -0.00542216+0.0154977j 0.0519323-0.0201153j 0.0249776-0.0138145j -0.000279866-0.0180336j -0.0297626+0.0114172j 0.0159936+0.00647073j 0.0170572+0.00336921j 0.0127641+0.013031j 0.000689297-0.0013643j 0.00359848+0.00772672j 0.00712156+0.0124265j -0.00136098-0.0161671j -0.00109096-0.00779911j 0.011923-4.48873e-05j -0.0514768-0.00780513j 0.00524466-0.00674368j 0.0264979+0.0122238j -0.0146842-0.0118785j -0.0223765-0.00519481j -0.00101748+0.0224843j 0.00335799+8.60809e-06j -0.0198652-0.00395258j -0.0126456-0.0142165j 0.0104966-0.000275978j -0.0137754+0.0033314j -0.00672993-0.00828267j -0.0131884+0.00586105j 0.0103001+0.00764328j -0.00613242-0.00435201j -0.010234-0.00796716j -0.00111058-0.0271916j 0.00156724-0.0030795j 0.00651913+0.0109885j -0.00307541+0.00921012j -0.00522093+0.00200295j -0.00159377-0.0261128j 0.00795907+0.000499456j 0.00302796-0.000528461j 0.00843259-0.00337658j -0.00396349+0.0163862j -0.00903138+0.0115382j 0.0015393-0.00550498j -0.0112143+0.0384296j -0.00702735+0.0112808j 0.0120628-0.00460257j -0.027586+0.0219329j 0.0128709-0.0180309j 0.00352988-0.0431425j 0.00317302-0.00127283j 0.00982149-0.00899668j 0.0160961-0.0283578j -0.0107989-0.0326404j 0.0144152+0.0054846j -0.00585267-0.0121231j 
0.0027946+0.00623081j 0.0279217+0.0114004j 0.00292962+0.00279704j -0.0066923-0.0164412j -0.00290365+0.000544981j -0.0124215+0.00110916j -0.0136127-0.0144612j -0.0371839-0.0240471j 0.0141702+0.0199476j 0.0230603-0.0163232j -0.0209126-0.0309848j 0.0183089-0.0199918j -0.0155288+0.0206385j 3.2546e-05+0.00473539j -0.0201889+0.000597281j -0.0271628-0.0902787j -0.0194749-0.0865835j 0.0293084-0.0342959j 0.0258061+0.00238094j 0.0207085+0.0421887j 0.0609636-0.0512157j -0.049828-0.0283608j -0.0611362-0.0174837j -0.0127757-0.0114694j 0.0214614+0.0575313j -0.0259186+0.0321211j 0.0854647+0.0213997j 0.13663+0.0699091j 0.00237484+0.0319904j 0.094456-0.129282j 0.063737-0.186545j 0.184233-0.080606j 0.0444225+0.0415466j -0.168087+0.0565051j 0.11628-0.0973097j 0.0106877-0.189351j 0.155215-0.0846521j 0.000321719-0.115718j 0.0218408+0.0108498j -0.0004086+0.0176723j 0.0125537+0.0139271j 0.0101648-0.00410188j 0.00347309+0.00897556j -0.0115174+0.00325343j 0.00587718+0.00875417j -0.026309+0.00927167j -0.0057233-0.00369248j -0.00273344-0.00473637j -0.00309894-0.000802355j -0.000788528+0.00398813j -0.00584182-0.00372273j -0.000996314-0.00607983j -0.000781644+0.0109076j 0.00692214-0.00069556j -0.00491163+0.0222949j 0.0128871-0.0173936j -0.00967958-0.0109622j 0.0214668+0.00479327j -0.00340508+0.00258728j 0.00505892+5.27029e-05j -0.00309377-0.012045j 0.00859099+0.00862604j 0.00746667+0.00188222j -0.00482161-0.00236705j 0.00867143-0.00706104j -0.00958438-0.0107318j -0.00937879-0.00723336j -0.00762702+0.00830536j -0.0078494+0.0114186j -0.0101972+0.00769168j -0.0128345-0.0142057j 0.00595161-0.00799177j 0.0118919-0.00693392j -0.0034552+0.0134633j -0.00963046+0.0188437j 0.0197221+0.0132446j -0.0110688-0.0181512j 0.00619621+0.0309286j -0.00280034+0.00242524j -0.0211458+0.00529069j 0.0106346-0.00660333j -0.0319813-0.0107221j -0.00482237+0.0183963j 0.00339115+0.0143132j 0.00223139+0.00582704j 0.0213704+0.00760079j -0.019216-0.0303888j 0.00962528+0.0193249j -0.019929-0.0107291j 0.00241333-0.0163442j -0.0123988-0.00240273j 0.016773-0.0176544j -0.0312678-0.036735j 0.0398335-0.0268236j -0.014663-0.057101j 
-0.0056891-0.0011864j 0.00918201+0.00278158j 0.016858+0.0148631j -0.0389225-0.000822416j -0.00871767+0.00164503j -0.00297022-0.0182172j -0.0412277+0.00709931j 0.00153874+0.0237002j -0.0226121+0.0529364j -0.00308851-0.00263214j 0.0155164+0.0201516j -0.0264305-0.0286016j 0.0166333-0.00517909j 0.0070598+0.00730529j -0.00542347-0.0022155j 0.00517001+0.00795721j -0.00814985+0.0623768j 0.00699383-0.0317262j 0.0537548-0.0733173j 0.0769665-0.0251193j -0.00917793+0.0458879j 0.124843-0.144893j 0.0712436+0.0711598j 0.0322295+0.0714576j -0.00844734+0.0712221j 0.0289633-0.0889611j 0.0840916+0.0455202j 0.107013+0.0753096j 0.0258518+0.00356869j 0.0349602-0.241207j 0.0344375+0.00797945j 0.120687-0.131795j -0.026393+0.0897569j 0.187674+0.174972j -0.077264+0.131467j -0.0612395-0.197173j 0.285035-0.0489402j -0.0161698+0.0274694j 0.0105555+0.0200748j -0.00264475-0.0160521j -0.0133652+0.0149006j -0.0162512+0.019783j -0.00922547-0.0312642j 0.0304533-0.0135494j 0.000462095+0.0215015j 0.0264232+0.00227635j 0.00314085-0.00691479j -0.00115936-0.00907751j 0.000505721+0.00724901j -0.00374108-0.0036572j -0.00397167-0.0247905j 0.0096676+0.00704285j -0.00686223-0.00536697j 0.00358831+0.0217275j -0.0196637+0.00174612j 0.0179686-0.00558915j 0.00491123+0.00459529j -0.00492876-0.00239294j -0.00107498+0.00829716j 0.0123245+0.0061976j -0.00850124+0.0101922j 0.00725373-0.0053619j 0.00961805+0.00589783j 0.00474043+0.00489764j 0.00995821-0.00541516j -0.00964205+0.0100205j -0.0076333+0.00374562j -0.0164927+0.00708338j 0.000916856+0.00749254j 0.000210982+0.00528716j -0.00652367+0.0115521j 0.000491043-0.0101744j 0.0172692+0.00065942j 0.00752126+0.00262555j -0.00474958+0.0237749j 0.00390697-0.0125028j 0.00222909+0.00617783j 0.0135485+0.0114994j -0.0238105+0.000430376j -0.0380091+0.000268639j 0.0131234-0.0013726j 0.000735995-0.00627469j -0.00724947+0.0169056j 0.0201486+0.0208888j 0.00300561-0.0137334j -0.00506125+0.00859428j -0.0169302-0.0131742j -0.0515621+0.00935192j -0.0021669+0.00376701j -0.00873278-0.0143477j -0.015582+0.00310558j 0.00482916-0.0279058j -0.0379173-0.00682874j 0.0493809+0.0296019j 0.0249253-0.037593j 
-0.0233051-0.0209055j 0.00368281+0.0276471j 0.0121774-0.0142541j -0.0195001+0.00109963j 0.0108649-0.0129968j -0.039052+0.0254726j -0.0257544-0.0114736j 0.00869185+0.0300826j 0.0171562-0.000196362j -0.0066915+0.0328065j -0.00423972-0.0343636j -0.0145777-0.0129121j 0.0047967-0.0344531j 0.0146299-0.0230524j -0.00413018+0.0079718j 0.038046-0.0249503j -0.0140964-0.0475985j -0.0526747-0.0526809j 0.0276486-0.0633282j 0.116008-0.177395j -0.010841-0.0965716j 0.0681341+0.0312007j 0.130752-0.0691311j 0.101326-0.161061j -0.00373189-0.0333908j -0.152556-0.104012j 0.0612314-0.083228j 0.00628341+0.0260233j -0.0195912-0.064493j -0.0478394-0.0108299j 0.137005+0.166411j -0.0652056-0.0483115j 0.214721+0.169723j 0.00162854-0.0706805j 0.335312+0.0574669j -0.173201+0.0372065j -0.00484061-0.132724j 0.0191467-0.0400643j -0.0290336-0.00802117j -0.00914214+0.0032099j -0.0122372+0.0115132j -0.00592424+0.0107116j -0.021943-0.0115902j 0.0175175-0.0433982j 0.00508458-0.000850841j -0.00272589+0.0194083j 0.00408624-0.0198065j -9.13977e-05-0.0126049j -0.00391865-0.0345985j 0.00616707+0.0111193j -0.0130801-0.0139569j 0.00511807-0.0178407j -0.010411+0.0169572j 0.00603639+0.0273966j 0.00912798-0.00262768j -0.000384844+0.00617065j -0.0132755+0.0180472j -0.00262216-0.00134077j 0.00368065+0.0128514j 0.00774765-0.0062599j 0.00424583-0.0114055j 0.0105369-0.00322302j 0.00831966+0.00452828j 0.00711661+0.00330242j -0.00737145+0.00695823j 4.44648e-05+0.000158628j 0.00192025+0.00351504j 0.00240902-0.00315697j -0.0101324+0.00512422j 0.00306674-0.00222543j 0.0218332+0.00176794j -0.00204404+0.00386358j 0.0309064+0.000822248j -0.00402276-0.00142743j -0.00024897+0.00785836j -0.0138926-0.0126207j 0.0143054+0.0164443j 0.00646601+0.00814667j 0.00176247-0.00219494j -0.0414071+0.00443713j 0.0175771-0.0127446j -0.0242629+0.000746664j 0.00497721-0.0111708j 0.0261355-0.0211223j -0.0105011+0.0058354j 0.0119532-0.0134854j 0.030441-0.00833959j -0.0224417-0.0153044j 0.0223861-0.014801j -0.00983805-0.00562235j -0.0137909+0.00831518j -0.0128199-0.0209869j -0.0448276+0.0263871j 0.011624-0.0188376j -0.0104417-0.00609004j 
