-0.017067+0.035507j -0.0337267-0.086864j -0.0174537-0.0652903j -0.0110618+0.0291555j 0.00048948+0.0165089j 0.00184833-0.0615457j 0.00117275-0.0210631j 0.00581399-0.0335244j -0.00439592-0.0218689j -0.0165155-0.00731254j -0.00508623+0.0194748j -0.0109054-0.0401669j -0.0389838+0.0498275j 0.09659-0.16583j -0.112405+0.0741552j 0.00623225-0.0505874j 0.0159756-0.00509112j -0.0203221-0.0255249j 0.0263375-0.0286856j 0.0136108+0.020498j 0.0125613+0.0162899j 0.0260287-0.0252076j -0.0241102+0.0168009j -0.00969511-0.00466743j -0.0124139+0.0097558j -0.0136367+0.0470043j -0.00205463+0.00963396j 0.00148365-0.0114802j 0.0292523-0.0125813j 0.00831179-0.0201995j 0.00101319+0.00987946j -0.00409464+0.0150093j -0.0102942+0.0304717j 0.015894-0.0273451j -0.0255469+0.0526794j -0.187412+0.11826j -0.0945673+0.143646j -0.017629+0.0345633j -0.0137423+0.0468434j 0.0119815-0.02589j 0.00151333-0.0191034j 0.0069611-0.00595136j 0.0110747-0.0256503j -0.0121073+0.0190689j 0.00150274-0.00626571j 0.0184409-0.029053j -0.00413806-0.00275912j -0.00772982+0.000871148j 0.00306604-0.00247038j 0.000807652-0.00196969j -0.0121963+0.0127459j 0.00296947-0.005981j -0.00597993+0.00312743j 0.00830185-0.00101571j 0.0136104-0.0154464j -0.00840517+0.00657792j -0.0029518+0.000301716j 0.000791616-0.00150753j 0.00902673-0.00407994j 0.00137777-0.00246189j -0.00407712-0.00115554j 0.00757911-0.00730838j 0.0058293-0.00477825j 0.00242832-0.000555551j 0.0038996-0.00114402j -0.00289826+0.00520814j -0.00250858+0.00332536j -0.0019117-0.00177077j -0.00359951-0.00179827j 0.00157955-0.00201082j 0.0120728-0.00655655j -0.00180689-0.0023549j 0.00659719-0.00797861j -0.00434857-0.000790457j 0.0065495-0.000992712j -0.00557695+0.00935314j 0.000747127+0.00252743j -0.0028949+0.0103957j 0.00254825-0.000492398j 0.00790437-0.00212073j -0.00253894-0.0032156j -0.0124966+0.0115647j -0.0168045-0.000484501j 0.0027498-0.00502651j 0.0247491-0.00278418j 0.0100136+0.0286503j 0.00539772+5.21834e-05j 0.00983476-0.0237368j -0.00117182+0.0147139j 0.00529971+0.0116967j 0.00974064-0.00774382j -0.0132193+0.0236225j -0.0280079+0.031162j -0.0635008+0.112691j -0.0927814+0.0484444j 
-0.0188687-0.0147532j -0.0218247-0.0244513j 0.00752951-0.0114009j 0.0118718+0.0428063j 0.00974918+0.00508511j -0.000753945-0.00401655j 0.0174445+0.0190467j 0.00774796-0.00363408j -0.0107123-0.00750432j -0.00709503-0.000565356j -0.0109184+0.00379581j -0.00405005+0.00250658j -0.0186269+0.00160656j -0.0128125-0.00824238j -0.01965-0.00933958j 0.0917808+0.013252j 0.0656014+0.0415458j -0.0654181-0.0940591j 0.0106664-0.0711468j 0.0443727-0.0406809j -0.131419+0.217754j -0.166295-0.115348j -0.0540747-0.0217726j 0.025752+0.037835j 0.0487583+0.0446441j 0.00603768+0.0264103j 0.0517786+0.0305211j 0.0340353+0.00216489j 0.00478128-0.121928j 0.0383688-0.0337241j 0.0166142+0.0392659j 0.0305586+0.00570782j -0.021797+0.0339466j -0.00824254-0.00292281j -0.0352189+0.0600544j 0.0101542+0.0968175j -0.0636515+0.0576095j 0.108304+0.00298243j 0.0138106+0.0337321j -0.0199293-0.015626j -0.00911765-0.00549546j 0.00792775+0.0222584j -0.0520493-0.0153805j -0.000107553-0.0154931j -0.002514-0.0183421j -0.00762533-0.047072j 0.00268451+0.0258161j 0.00417815+0.00991096j 0.0076437+0.00605287j -0.00990927-0.00250175j -0.0120459-0.0192254j 0.00367845+0.00745668j -0.0271694-0.0099802j -0.0013141+0.00925667j 0.00444566-0.00675915j 0.0169306-0.00240561j -0.0250017+0.00640139j 0.0198346+0.0100546j -0.0110571-0.00405515j 0.0135915+0.00188385j 0.00205033-0.000836126j 0.00599896+0.000870209j 0.00891094+0.000707376j -0.00873587-0.00654468j -0.00329625+0.00384574j -0.001439-0.00352288j 0.00302064-0.000704509j 0.00465572-0.00755907j 0.00336683+0.00573824j -0.00357873+0.000182747j -0.010045-0.008096j 0.00107935+0.00475176j -0.0157831-0.00529477j 0.00195531+0.00322213j 0.00562801-0.000587925j 0.0186679+0.00408624j -0.0172631+0.00107295j -0.00209021+0.00967133j 0.0027427-0.0053552j 0.0114175+0.011294j -0.00448979-0.010405j -0.00622555+0.014499j -0.00758778-0.0101017j -0.00996199-0.0141883j 0.00177537+0.000707265j 0.00872397-0.00490463j -0.00847556-0.00861774j -0.0118405-0.000947393j 0.00920399-0.00368564j -0.00122025+0.00265253j -0.00614898-0.00425158j -0.00235346+0.00195743j -0.00325619+0.00598882j -0.019384+0.0266125j 0.011876+0.0298129j 
-0.00525672+0.00472343j 0.0247606+0.0359779j -0.0027178-0.00248505j 0.0149756+0.00949304j 0.0165217-0.0101798j 0.021748+0.0076097j 0.00685302-0.013009j 0.00736413+0.00490474j 0.00216553-0.0107887j 0.00734986+0.0186186j 0.00466136-0.000154406j -0.0142468+0.012885j 0.00483435+0.00819949j -0.00043861-0.00761633j 0.00959281+0.00455655j 0.000575957-0.00227163j -0.0925816-0.043997j -0.0211346+0.0219923j 0.0209156-0.0693687j -0.145507-0.078279j 0.0840189+0.16307j -0.155145+0.260925j -0.0542433-0.0159476j -0.119764+0.0485195j 0.00672982-0.0860472j 0.00685527+0.00142656j 0.0303465-0.00877162j -0.00621643-0.00575347j 0.0765641-0.047213j 0.010529+0.0536506j -0.0175561+0.00779481j 0.0212515+0.0417361j -0.0656652-0.0427189j 0.10904+0.102525j 0.0251511+0.0255515j -0.0210919-0.0141144j -0.0354112-0.0527548j -0.00478006-0.00176391j -0.0889754+0.0134288j 0.00863959+0.0288566j 0.0166385-0.00160137j 0.0120686-0.00201884j -0.00561758+0.0185992j -0.011926-0.0205125j -0.0166346-0.0206888j -0.0363715+0.017847j 0.0149604-0.00225912j 0.0134922-0.00693659j -0.0239924-0.00585252j 0.00437418+0.0182381j -0.0254892+0.020317j -0.00357653+0.0162963j -0.00406187+0.00156341j 0.0229435-0.0114878j 0.0242146-0.000710981j -0.023561-0.0130122j -0.00666823+0.00995611j 0.0220318-0.0061804j 0.000804271-0.0053213j -0.00519815-0.00877928j 0.00329661+0.00777253j 0.0109277-0.00381781j -0.0064879-0.00988475j -0.00505791-0.00293326j -0.00523758-0.00198032j -0.00310104+0.00318788j 0.00275941-0.00157367j 0.00343211+0.00282925j 0.00874007-0.000531384j -0.00149966+0.003473j -0.00190669+0.0047912j 0.00370496-0.00808182j -0.00733834+0.0055451j 0.00191736-0.000837152j 0.0130005+0.00852107j -0.00243962-0.0042513j -0.00471193+0.000196976j 0.0050091+0.00838947j 0.00706758+0.00839819j 0.00709908-0.0107924j -0.0105199+0.00467909j 0.00328712-0.00876403j -0.00112334+0.00184389j -0.00770144+0.00152052j -0.00187621-0.00281518j 0.00165959-0.0112236j 0.000312048+0.00310626j -0.00177038-0.00315748j -0.00349879-0.0163075j 0.00127671-0.001298j 0.000970483+0.00325281j -0.00334749-0.0173468j -0.0204077-0.0035246j -0.010271-0.0161686j -0.00643338+0.0118888j 
0.0506595-0.0054283j -0.0393462-0.010404j 0.0334169+0.000318592j 0.00075598+0.0180992j 0.0118527-0.0275019j 0.0358899+0.00293173j -0.0120148-0.010133j -0.00372472+0.0113453j 0.00326719-0.00319997j 0.0177817-0.00157739j -0.00546034-0.00316239j -0.00267569+0.00273324j 0.0113803+0.00700789j -0.00821601+0.00237493j -0.00127788+0.00677243j -0.0707637-0.00112809j 0.0231044-0.0231759j 0.0449816+0.00381154j -0.051513-0.0817671j -0.112799+0.0640877j 0.176347-0.0923532j 0.156287+0.283145j -0.0351029+0.00810279j -0.029169+0.0795662j -0.00649226-0.0165563j 0.0280431+0.0157293j 0.107829-0.0182126j -0.0549011+0.0329007j -0.175975-0.0237658j -0.00341858-0.0515211j -0.0111314+0.0214099j -0.082853-0.0351369j 0.0311874-0.0162348j -0.00281971-0.00143875j -0.0404264-0.0259385j 0.00619859-0.0208268j 0.0156901+0.0304064j -0.0347533+0.0532306j -0.0263766-0.00970246j -0.000905832+0.0261362j 0.050462+0.0347715j 0.0392548+0.0271778j 0.014291+0.0406146j -0.00478657+0.0412835j -0.0162787-0.00430654j -0.00206518+0.0224492j -0.0160203+0.0101703j 0.00142621-0.00421806j -0.0247868+0.00468944j 0.00921129+0.00806095j 0.00972827+0.0432101j -0.0211569-0.00783665j 0.0341849+0.0164008j 0.0168217-0.0339406j 0.00205905-0.000443221j -0.00030587+0.0119677j -1.88168e-05-0.00910767j 0.00231219-0.0128264j 0.0104801-0.00354155j -0.00835847-0.0107855j -0.001779+0.00389952j 0.00058317-0.0109352j 0.00147123+0.00636349j 0.00437592-0.00347402j 0.000312843+0.000237026j 0.000174757+0.00451815j -0.00606295-0.00561057j 0.00218457+0.00314622j -0.00758267-0.00137907j -0.00122951+0.0135688j 0.00234392-0.000156643j -0.00598695-0.00620774j -0.00048227-0.000496306j -0.00449854-0.00360092j -0.0053367-0.00862838j -0.000627307-0.00484886j -0.00108808+0.0158143j -0.0150769+0.00838763j 0.00189467-0.000447525j -0.00247006+0.00569853j 0.00217698-0.0118453j 0.000509282+0.0086572j -0.00350418+0.0105251j -0.00490296-0.00451745j -0.00578499+0.00172795j 0.000364297+0.000999802j -0.0120775+0.000451729j -0.00399982+0.00872753j 0.0129563-0.0043817j 0.00398156-0.000246757j 0.000884946-0.00378447j 0.019542+0.00528535j -0.00604288-0.020133j -0.0117154-0.00684836j 0.000286822-0.000366171j 
-0.0374957-0.0287489j -0.0172287+0.0401552j 0.0434308-0.00767056j -0.010976+0.0254269j -0.00719583-0.0106447j 0.0200893-0.00690989j -0.00152298+0.00907491j 0.00204336+0.000185108j -0.00733926-0.00117518j 0.00100048-0.0146806j -0.00477253-0.00312396j 0.00488115+0.0132206j -0.00721473-0.012119j 0.0183707+0.00939163j 0.00368968-0.0103661j -0.0129883-0.0193874j 0.0155207-0.0455704j 0.10346-0.062393j -0.00851358-0.0419046j 0.00187252+0.154166j -0.048358-0.175836j 0.183046-0.103169j 0.00456235+0.051821j -0.0738397-0.000128294j -0.0208932-0.000446582j 0.0189978-0.0375869j -0.0382462-0.108905j -0.0691966+0.0387955j 0.174177+0.00642015j 0.0171882+0.00783246j 0.0711177-0.0246527j 0.0131726-0.0361125j -0.0682769+0.00795847j -0.051275-0.0419903j 0.025023-0.00769786j 0.00996466-0.0407249j -0.0318085+0.0185861j -0.0571624-0.0423297j 0.0157815-0.0540181j 0.00662798-0.0126998j 0.0193425+0.00724255j 0.0391636+0.00350265j 0.0324737-0.0178898j 0.0377104+0.0168393j 0.00777588+0.006989j 0.00351157+0.0276683j -0.000251823+0.0143514j 0.00671126-0.00709539j 0.0114784+0.0482035j -0.0127907-0.0342877j 0.0282162+0.00320267j -0.0112405+0.00489322j 0.00390298-0.0164153j -0.013372-0.0191232j -0.0193772+0.00425529j 0.0194787-0.00505978j 0.00329465-0.0127411j 0.00185006+0.000128529j -0.00891207-0.00478343j -0.0059537+0.0089344j -0.0053293-0.00156092j -0.0110265+0.00703273j 0.00102128+0.00293414j -0.0089838-0.00356262j 0.00342156+0.00130976j -0.00514667-0.00544248j -0.00279252-0.00666505j -0.00337242+0.00115453j 0.00827013+0.00547888j -0.00379878+0.00632646j -0.0120709-0.00677588j -0.00283469-0.00886936j -0.00663962-0.0109114j 0.0102419+0.00107332j 0.00277275-0.00612264j 0.00129655-0.00322974j -0.00711189+0.00789567j -0.00582961-0.00615754j -0.00752162-0.00293063j 0.0039037+0.0122006j 0.00666393-0.0114161j 0.00651359+0.00408961j -0.00684602-0.00600883j 0.000827251-0.0168804j 0.00244659-0.00520025j 0.00596307-0.000903182j -0.00658773-0.0146278j -0.00741875+0.00442626j 0.00696093-0.000657436j -0.00382352-0.00256493j 0.00327039+0.00378949j -0.00545682+0.00875961j -0.000285238+0.0102886j 0.000189317+0.00883896j -0.00317293-0.0189492j 
0.00747635+0.0665885j 0.0507784-0.0206736j 0.00104644-0.0402731j 0.0612126+0.0255184j 0.00734469-0.00662167j -0.00164359-0.0135585j 0.0208663+0.00133332j 0.01942-0.00887249j 0.00482084-0.00652938j -0.0124643-0.00649185j -0.0141482+0.00126048j -0.00873469+0.00665754j -0.0143842+0.00318652j -0.000464054-0.0168014j -0.0270321-0.00265179j -0.00969782-0.0554637j 0.00704775+0.0609799j 6.55323e-05-0.191899j -0.296752-0.115522j -0.0675263+0.156111j -0.0414737-0.028996j -0.0125418-0.00513736j 0.130172-0.0263502j 0.0698004-0.00174399j 0.0190759+0.00165183j 0.0576384+0.0469758j 0.0610859-0.000644815j -0.0571998-0.003624j -0.0515287-0.049433j -0.0497103+0.0176374j 0.0116022-0.0209328j 0.000630623-0.0201279j 0.0270608-0.0168994j 0.0765486+0.0435725j 0.00517767+0.0648485j 0.0729031+0.00573901j 0.000591688+0.0477319j 0.000404455-0.000655489j 0.0350323+0.0344172j -0.00814932-0.0457607j 0.0238059-0.0342341j 0.0392347-0.046651j -0.0224923-0.0782639j -0.0279466-0.00134936j -0.0158091-0.00184278j -4.70811e-05+0.012902j 0.0173545+0.00696055j 0.00801339+0.00232023j -0.0188258+0.0222551j 0.0120744-0.00268067j -0.00961917+0.0139998j -0.0113547+0.00350794j 0.00553063+0.00188025j 0.0104248-0.0165428j -6.64761e-05-0.00263214j 0.0147799-0.00845285j -0.00414665-0.00597191j 0.00648998+0.00758799j 0.00410819-0.00943402j -0.00183466-0.00307361j -0.00142162+0.00451774j -0.00243805+0.00165722j 0.0058022-0.00195296j 0.000395853-0.00640142j -0.00129759-6.25753e-05j 0.00186024-0.00244024j 0.00226294-0.00636903j 0.000945463+0.0015439j 0.00122302+0.00103208j -0.00275824-0.000290129j 0.00290978-0.00693939j 0.000400846-0.0128209j -0.00367302-0.00418027j -0.000702438+0.00123812j 0.0057429-0.00301358j -0.00480933+0.00518794j -0.00114044-0.0107104j -0.0115738-0.000753149j 0.00122803+0.00135653j -0.00153559-0.00198627j 0.00436607-0.0011849j 0.00488123+0.00166492j 0.000827167+0.00450145j 0.00941196+0.0141977j -0.0014766-0.00105567j -0.000904092+0.000555352j 0.00891533-0.00556006j -0.0104335-0.0132849j 0.00691855-0.0088466j 0.00146699-0.000643425j -0.00628102-0.00797824j 0.0132128+0.0001513j -0.00684051-0.00720019j -0.00531833+0.0288925j 0.0198237+0.0148488j 
0.00886952-0.0456248j -0.0512171-0.0369687j -0.0251246-0.0120236j 0.0166125-0.0167614j 0.0111723+0.00475475j -0.0204007-0.0186409j -0.00227223-0.00938103j -0.00148006-0.00292233j -0.00252985+0.00317882j -0.00653072+0.00530185j -0.00247168+0.00277108j -0.00832039+0.0114908j 0.00715754+0.0110409j -0.0208623-0.0110493j -0.00138269+0.0039315j 0.0574551+0.0760817j 0.0732915+0.0450085j -0.0948618-0.129712j -0.150119+0.117642j 0.101686+0.107418j 0.0452443+0.0626464j 0.0229282+0.0214213j -0.0248078-0.00703235j -0.00197605+0.0302497j 0.037299+0.042266j 0.0482504+0.0502503j 0.0906842+0.0354879j -0.0247224+0.00651427j -0.0370823-0.0457171j -0.00105187-0.0257287j -0.0229222-0.0259357j 0.0183027+0.0180605j 0.00949639+0.0186285j 0.0436714+0.0122371j -0.000909607+0.00289168j 0.0467584+0.062602j -0.0565744-0.0418326j 0.0792396+0.0403509j -0.000938025-0.0294011j -0.0303154-0.00872084j -0.0138006-0.0491103j 0.000873727-0.0419302j -0.0490682+0.00179527j -0.0354289+0.0142813j -0.0145855-0.0188657j 0.0223092-0.00877351j -0.0115386+0.0133787j -0.00768237+0.00588149j -0.0089403+0.00778264j 0.00640781-0.00246679j 0.0012046+0.00421313j -0.00843642+0.00460347j 0.0149883-0.00156678j 0.00358151-0.0103664j -0.0103307+0.0015384j 0.0225729-0.0020227j -0.00586295-0.0111015j -0.00163359+0.00706075j 0.0027772-0.00917997j 0.00577504-0.00119826j 0.000516117+0.00369846j -0.00485885-0.000873644j 0.0104627+0.00160857j 0.00323865-0.00909247j -0.00328668-0.000148534j 0.00666123-0.000990447j 0.00235067-0.00133404j 0.00398101-0.00124228j -0.00590076+0.00594133j 0.00447868+0.00332521j 0.0048588-0.00309014j 0.000368178-0.00394554j -0.00301409-0.00496992j -0.005552+0.00336275j -0.00413375-0.00221191j 0.00435032-0.00148302j 0.00280956+0.00068248j -0.00851518-0.00183967j -0.00117018-0.0048853j -0.000239635+0.0106208j 0.00236033-0.00713126j -0.0010771+0.0128915j -0.00260909+0.00110225j 0.00276468+0.000343918j -0.00192256+8.02679e-05j 0.00475642+0.000260848j -0.00207567+0.00340983j -0.00656834+0.00620684j 0.00705209+0.00828149j 0.00773659+0.00453926j -0.00432918+0.000932742j 0.00205075-0.00302402j -0.00250168-0.00304579j -0.0154961-0.00471585j 0.00821012+0.0376044j 
-0.0110269+0.0111862j 0.0654621+0.0132698j -0.0249555-0.00954304j -0.00769978-0.0401642j -0.00142815+0.0211829j -0.00484936+0.00201618j -0.016891-0.00913818j -0.012972-0.021583j -0.00162434+0.00208629j 0.00120737+0.0069714j 0.000394764+0.00859522j 0.0166967+0.00306612j 0.0120924+0.0139158j -0.013138-0.0101633j 0.00458025+0.0232115j 0.0245279-0.00509942j -0.155066-0.0279802j -0.200942-0.0302072j -0.0212486+0.353316j 0.146958-0.0486094j 0.0446701+0.0992115j 0.129904-0.0149523j -0.0259172-0.0984183j -0.0113159-0.06837j 0.0392284+0.00676703j 0.0547397-0.0415152j 0.0342156+0.0381325j -0.0305134+0.0032197j -0.0499439+0.0134468j 0.0234928+0.000619727j 0.0253706+0.00955474j -0.0731803+0.0207426j 0.0388062-0.0900853j 0.0642018+0.053149j -0.0332755+0.0159273j -0.0312576-0.0311837j 0.00112264-0.0376232j -0.0523788-0.0149617j -0.0875942+0.000978109j 0.00454642+0.0242225j -0.0340552-0.0402253j -0.036223-0.0520691j -0.0357252+0.0464119j 0.0186882+0.0640224j 0.00308187-0.0135221j 0.0428074+0.00366837j -0.00436636+0.0203697j -0.0140928+0.0108941j 0.00245989+0.00211585j 0.000237337-0.0191946j -0.0118194+0.00310893j 0.0159822+0.0188092j -0.005185-0.00903172j 0.00834482-0.0102655j -0.00152259+0.00384758j 0.00102822-0.0169494j 0.00313249+0.0128936j -0.00606597-0.00833443j 0.00281995-0.00207997j 0.0117613+0.000480499j -0.00440079-0.00688342j 0.00678601+0.00172271j 0.00606133-0.00906462j 0.00448474+0.00221718j 0.00322439+0.00366267j -0.000291279-0.00482519j 0.00255779-0.00490043j -0.00383026-0.00396299j -0.000371134+0.00231398j -0.000144246+0.00140806j 0.00226222+0.00198505j 0.00388836-0.0109411j 0.00290751+0.00310749j -0.00258591+0.000359621j 0.00493816-0.00216767j 0.0017962-0.0110526j -0.00218821+0.00605622j -0.00189407+0.000139971j 0.00729007+0.00503419j -0.000141413+0.00258344j 0.000827204-0.00907313j -0.00588239+0.000217013j 6.25452e-06-0.00319368j -0.00600468-0.0100281j -0.00441285+0.00265735j -0.00908017-0.00765822j 0.0107314-0.00371622j -0.00425368-0.00354262j 0.010163-0.020741j 0.00574416-0.000897584j 0.00189997-0.00166392j 0.0196556-0.0165447j -0.0216871-0.0176162j -0.00968766-0.0254919j -0.00703475+0.00953733j 
-0.0846779+0.00454271j -0.00338365+0.0623801j -0.0165123-0.00144006j 0.0162322-0.022502j 0.005763-0.00986841j 0.00715886-0.0176403j 0.00363543-0.00995724j 0.00603528-0.0107671j -0.00274718+0.00532969j 0.00499337-0.00683938j -0.000308387+0.0015913j -0.00491927+0.0121917j 0.00275282-0.00208811j 0.00521244-0.00637104j 0.00409237-0.00120589j 0.167642+0.00643343j -0.00189025-0.0972476j 0.0278796-0.0702692j -0.185278+0.00247479j -0.0214527+0.151007j 0.00166831+0.0665124j -0.0381449+0.0321813j -0.0462619-0.0322276j -0.0341447+0.00875194j -0.0306526+0.0211147j -0.0409321+0.0344675j 0.0149223+0.0042763j -0.00161944+0.0226965j 0.0205574+0.0241711j 0.00670488+0.0256641j 0.0147559-0.055182j 0.0226648-0.000960037j -0.0635266+0.0171204j 0.0449823-0.0111074j -0.00341831-0.0140523j -0.0344085+0.00263745j -0.0291445-0.0364905j 0.0843121-0.0664972j -0.0675887-0.0335056j -0.00436548+0.0047162j -0.00505449-0.0254078j 0.020646-0.0311718j -0.0163772-0.0181052j -0.0549258-0.0282682j -0.0191761-0.00814354j 0.0276712+0.0256305j -0.00462953-0.0173596j -0.00229935-0.0169466j 0.00341393+0.00923538j 0.00159434+0.00418041j -0.00428194+0.00428936j 0.0012863+0.00668251j 0.00240535+0.0125934j 9.52387e-05-0.00480669j 0.000507071-0.000704901j 0.0033065-0.00807461j -0.00339871+0.00256154j 0.00112147-0.00323014j -0.000680616-0.00124084j 0.00340825-0.00338844j 0.00454117+0.00377285j -0.000771905-0.00337695j 0.00098971+0.000624346j -0.000486888-0.00232359j -0.00127843-0.000840528j 0.00458206+0.00314377j 0.00154779+0.000333431j 0.00680996+0.00262924j 5.0735e-05+0.00215108j 0.00446047+0.00518139j 0.000316069+0.0044755j -0.00169322-0.00147341j -0.00608181+0.000242208j -0.00187978+0.000702184j -0.000376606+0.000276447j 0.00197946-0.0073607j 0.00329798+0.00632602j -0.00304884-0.00631262j -0.00135561-0.00448251j 0.00188624-0.00092265j -0.00147082+0.00619564j 0.00242958+0.00216055j -0.00265497-0.002134j 0.000922424+0.00747282j 0.00176485+0.000838942j 0.00190968-0.0035817j 0.00302341+0.000161558j -0.00349278+0.0165037j -0.016653-0.00133719j -0.00208221-0.00172941j 0.000291418+0.00375242j -0.0190296-0.00572339j -0.00801724+0.00353411j -0.00404394-0.0152507j -0.00517013+0.00397463j 
0.0457148+0.073749j 0.0666222-0.0160502j 0.0345809+0.00292412j 0.0169215-0.0162217j 0.0049398-0.00431127j 0.0133795-0.00532629j 0.0140413-0.000363781j 0.0121883-0.00964917j 0.00552937+0.002424j 0.00372785-0.00996115j -0.00798382-0.000762858j 0.00496433+0.00039973j -0.0163515-0.00890232j 0.0222276-0.00746367j -0.0186775-0.0080265j -0.102544-0.20075j -0.180729+0.0223014j 0.11595-0.0538961j -0.126764+0.0849874j -0.0951656+0.0498716j 0.00108871+0.0384042j -0.115929-0.0286639j 0.0774662-0.0363897j 0.0252417-0.0413593j 0.0350317-0.0162568j -0.00698349+0.0244331j -0.0261039-0.00752341j 0.0360535-0.0114235j 0.0163137+0.0714439j -0.0579283+0.0441132j 0.0622809-0.0541506j 0.0091019+0.031712j -0.0354117-0.0341555j -0.0540403+0.0295482j 0.0497554+0.0376782j 0.0324207-0.0123385j 0.0994782-0.0398359j -0.124928-0.0563831j -0.00554671+0.118023j 0.0072841-0.0105817j 0.0486416+0.0216898j 0.0397641+0.0126918j -0.0231379-0.0256487j 0.000141529+0.0171632j 0.0104197-0.00139284j 0.0114672-0.0253937j -0.0048814-0.00123103j 0.00041434+0.00214651j 0.00770093+0.00597944j -0.0101995+0.00168271j -0.00764578-6.24663e-05j 0.00440539+0.00145409j -0.00445426-0.00109835j 0.00675164+0.000506683j 0.00921386-0.000910364j -0.00111589+0.000555793j 0.000671866+0.00602047j -0.0014698-0.00353051j 0.00616045+0.00417959j 0.00165887-0.00430879j 0.00288118+0.00248792j 0.00508604-0.00364726j 0.0037516-0.000356883j 0.00112652+0.00347734j 0.000589286+0.00226089j -0.00169106+0.0022589j -0.00297223-0.00330583j 0.0015344+0.000936747j 0.00544075-0.00173122j 0.00210988+0.0017163j -0.00267738+0.000544264j -0.00280508-0.00484892j -0.0015497+0.00288662j 0.00463791+0.00194651j 0.00582224-7.30396e-05j -0.00684462+0.000770815j 0.0050471-0.00139941j 0.00760256+0.00246308j -0.00380894-0.00747916j -0.00379995-0.00794077j 0.000603263+0.0116993j 0.00749577+0.00122513j -0.00388048-0.00575325j -0.00307255+0.0163451j 0.00415552+0.00045561j -0.00366269+0.00195571j -0.00468478-0.0106908j -0.00321777+0.00400098j -0.0158048-0.00753746j -0.00841139+0.00147029j -0.00361127+0.00104841j 0.000542553+0.000903417j 0.00129969+0.0109755j 0.0268784+0.00678271j -0.00933268-0.0213767j 
0.0720946-0.0128829j -0.0590291-0.0580377j 8.89132e-05+0.0336907j 0.0314536+0.00428902j -0.00101247+0.00925477j -0.000688061-0.00151056j 0.00679951+0.00378456j -0.00121145+0.00634276j -0.000564854-0.00148126j -0.00923694-0.00106112j -0.00552717-0.00243026j -0.00560983-0.00895709j -0.0140823+0.000893957j -0.0118171-0.00864809j -0.0171603-0.0012027j -0.197143+0.0167868j 0.132308+0.187216j -0.0470277+0.132751j -0.101556+0.0253377j -0.0077466-0.07715j 0.0716371+0.0432574j -0.0182399+0.00978925j 0.0456454+0.0427491j 0.0249279+0.0599161j -0.0409812-0.00208827j 0.0165351-0.0305338j -0.000991329+0.044681j -0.0444126+0.0153091j -0.0468088-0.0425992j -0.0372332+4.70156e-06j 0.0117188+0.0113606j 0.0566524-0.00265066j 0.0241516-0.0230226j 0.0471324+0.0255246j 0.0395353-0.00695683j 0.107576-0.0290577j -0.037124+0.00825073j -0.0109355+0.107063j 0.143149+0.04825j -0.027418-0.0125762j 0.00512566-0.00893113j -0.0111461-0.0134669j -0.0191892-0.00128488j 0.0279309-0.00652663j 0.0140488-0.0131701j -0.0198073-0.0136178j 0.0027665-0.000501732j 0.0109649+0.0154468j 0.00372242-0.0102192j 0.00374296+0.00906608j 0.00979972+0.00775978j -0.00332162-0.00484068j 0.00689053+0.00385699j 0.00244399-0.00364707j -0.0074552-0.00803711j -0.00123927+0.0161471j 0.0112011-0.00542087j -0.00209385+0.00290451j 0.00270083-0.00385405j -0.0102+0.000655839j -0.00587993+0.00322689j -0.00648641-0.00703314j -0.00695551+0.00505482j 0.00221689-0.00154947j 0.000524033-0.00681555j -0.000187563+0.00637891j -0.00134158+0.00264667j -0.00183846+0.00582407j -0.00230718-0.00394797j 0.00113749+0.00457274j -0.00120607+0.0046241j 0.000246532-0.00136856j -0.000790764-0.00125062j -0.0033364-0.00500948j 0.00265732+0.000635024j -9.32696e-05+0.00275703j 0.00434239-0.00263777j 0.0128741+0.00266065j 0.00664134+0.00259586j 0.000588726-0.0019748j -0.00939481-0.00351178j 0.000385845+0.00235544j 0.00343044+0.0016303j -0.00668241+0.0105263j 0.000613647+0.00210152j -0.00348626-0.00050751j 1.52834e-07+0.00275478j -0.0140435-0.0157712j 0.0065056-0.00726405j 0.00334353+0.000545469j -0.00535341+0.00157562j 0.00358445-0.00268511j 0.00834901+0.00602459j 0.00944639+0.0222929j 0.0270246+0.00469854j 
