0.0109217+0.0175942j -0.00998756+0.0295978j -0.00704892+0.0271703j -0.00268055-0.010322j 0.00353332-0.010635j 0.00179956-0.0241325j -0.00352173-0.00856945j 0.00307617-0.0209388j 0.000174154+0.00665593j 0.00188287-0.00888108j 0.00357544+0.00137905j 9.20668e-05-0.0223464j -0.0013534-0.00153887j -0.00122407+0.0112039j 0.00145429-0.00698189j 0.000470623+0.00516617j 0.00119295-0.0202706j -2.89167e-05+0.00435025j 0.00239757+0.00389766j 0.000614812+0.000493115j 0.000632779-0.00237674j -0.00232124+0.0234443j 0.00187008-0.00714143j -0.0024885-0.00819708j 0.000793069-0.000698805j -0.000241196-0.00469066j 0.00222177-0.0216493j 0.00107323-0.0236256j 0.00184288+0.0076146j -0.00399432+0.00940889j -0.000179413+0.0238062j 0.00191892-0.00944704j -0.00145235-0.0454256j -0.0042279+0.0220364j -0.00347381-0.0385839j 0.00438188-0.0130731j -0.00330323-0.0642022j 0.0058979+0.112689j 0.0102715-0.258606j 0.00528751+0.175155j 0.000948869+0.510053j 0.00243711-0.0746949j -0.00345756-0.130065j 0.00672124-0.00656313j 0.00495377+0.00940135j -0.000717812+0.0454342j -0.00899538+0.0188697j -0.00637572-0.0512366j -0.00351497-0.00544875j 0.00143812-0.00794473j 0.00514516+0.0087842j -0.00286639+0.0421084j 0.00314984+0.0138684j -0.00824843-0.0104603j 0.00144403+0.00950373j -0.00195819-0.00552804j 0.00182201+0.0152041j 0.000515508-0.0332229j 0.00182258+0.00109947j -0.00161092-0.0159752j 0.00594961-0.00759413j 0.00270079+0.00411804j -0.00445665-0.0116054j 0.000798172-0.00892115j -1.40029e-05+0.000791057j -0.00131926-0.00794207j 0.00226032-0.0100025j -0.000592324+0.00295397j 0.00583703+0.000500585j 0.00292474+0.00997464j -0.00112992-0.010412j 0.00505074-0.0118711j -0.00317006+0.00999345j 0.000144461-0.00982443j -0.00145207+0.0042977j -0.0035373-0.0108454j 0.00176967+0.00633172j 0.00353113-0.00052455j -0.00578708+0.0100236j 0.00369934-0.00809365j 0.0110677+0.0027354j -0.000166618-0.0120143j -0.0107975-0.00296007j 0.00614018+0.0165146j 0.000696311+0.0142076j 0.0293248-0.0100105j -0.00516583-0.0356573j -0.0302733+0.0314263j 0.0632472+0.0142031j -0.0114439+0.039248j 0.071805+0.00534263j 0.0188753-0.13842j 
-0.000126504-0.00256503j -0.000584096+0.00320667j 0.000926588-0.0135647j -0.000753492-0.00344995j 0.000952858-0.00116896j -0.000690552-0.00265122j 0.000688807-0.000995635j 0.000460721+0.00633779j 0.000161366-0.00605125j 0.00145014-0.00344743j 0.000461228-0.00522221j -0.000155059-0.00506365j -0.000258149+0.00850797j 2.99754e-05-0.0476269j 0.000753417-0.0113243j -0.000215473-0.0146514j 0.000282672-0.0127207j -0.000362674-0.953782j -0.000376695+0.113512j 0.000712664+0.0136792j -0.00077318+0.00323821j -0.000525516+0.048311j -8.40335e-05-0.0147322j -3.44669e-05-0.0485764j -0.000228608+0.0226339j 0.000895949+0.00715638j 0.000597094-0.0329911j 0.000567218-0.0125261j 0.000171614+0.0152166j -0.00114308+0.0276136j -0.000100736-0.00325226j 0.000241245-0.0079658j -0.000560638-0.015577j 0.000349716-0.0146143j -0.000502738+0.0132231j -0.000100883+0.00194253j -3.57525e-06+0.000829437j -0.000480652+0.0186133j -0.000488434+0.00885375j -9.20568e-05-0.00428609j 0.000105463+0.00151525j 0.000667823-0.0156782j 0.000244202+0.0125256j 0.000701078-0.0161645j -4.55859e-05+0.00207529j -0.000144955+0.0100753j 0.000558487+0.00257144j -0.000410553+0.00521838j -0.000574665+0.00601396j 0.00042903-0.00230041j 3.13951e-05-0.00546081j -0.000298098+0.00158072j 0.000389828-0.00195498j 0.000637984-0.00498062j 0.000382687-0.00038284j -2.12061e-05-0.0115172j 0.000597732-0.0152432j -0.000382077+0.00456348j 0.000327902-0.016427j -0.000151884-0.00863547j -0.000144297-0.00426146j 0.000253294+0.00592389j -0.000461387-0.00149759j 0.000201359+0.00113981j 8.35564e-05+0.000715274j 0.00068551+0.00312383j 0.000550043+0.00133376j 0.00025635+0.00554123j -0.000247755+0.0040454j 3.17682e-06-0.00108537j -1.36695e-05+0.00252787j 0.000314033-0.00697436j -0.000658164+0.00296179j 0.000106157-0.00186327j -0.000133543-0.00205876j 0.000439397-0.00124269j -0.000317074-0.0009151j -0.000625018+0.00412457j 0.000603465+0.00215123j -0.000106545-0.00656689j 0.00032749+0.00820731j -0.000444365+0.00143623j -0.000302564-0.00316284j 0.000463192-0.000412922j 0.000248878+0.00319926j 0.000382437-0.000702873j 0.000840746+0.00575191j -6.51967e-05+0.00196701j 0.000485593-0.00157705j 0.00035221+0.00339882j 0.00018753+0.00083394j 4.27852e-05+0.000247088j 
-0.000208756+0.0117583j 0.00103828+0.00568923j 0.00161759-0.00689337j -0.00184913-0.00524227j 5.53042e-05-0.0168107j 0.000118942-0.00704578j 0.000961536-0.00114749j -0.00155821-0.0219j 0.000269657+0.000727514j -0.000595318-0.0105135j 0.000233085-0.0106217j -0.000140564-0.0293561j 0.00100744+0.0352129j 0.000366113+0.0891704j 9.30011e-05-0.161701j -6.21551e-05+0.00990364j 0.0016633-0.923167j -2.19756e-05+0.0165045j 0.000196861-0.0434887j -0.00136342+0.0911438j -0.00100697-0.0212612j -0.000389894-0.0606239j 1.36627e-05+0.0352346j -0.000291942-0.0257037j -0.00116239-0.0300954j 0.00132607+0.050127j -0.00046044+0.0277293j 0.00067897+0.0321275j -0.000853579-0.0115082j 0.000824333-0.00104797j 0.000627061-0.0213724j -0.000251845+0.000621824j -0.000490727-0.00157692j -0.000163864-0.0258516j -0.000378939+0.0281219j -0.000589132+0.0186111j -0.000423644+0.0190475j 0.000323409-0.0359739j -0.00152668+0.0256831j 0.000286638-0.0496239j -0.000250575+0.0052371j 0.000983258+0.0181864j 1.00564e-05+0.00470877j 0.000886379-0.0204878j -0.000669362+0.010456j 0.000621292-0.00410415j 0.0010069-0.00351706j 0.000322547-0.0122619j -0.000253255+0.0037761j -0.00026903-0.00520796j -4.38802e-05-0.00972797j 0.000297965-0.00827612j 0.000557496+0.00170745j 0.000716122-0.0223662j -0.000643014+0.00670037j -6.33047e-05-0.0175733j -0.000725989+0.0168344j 0.000105519-0.00458726j 0.000403091+0.00653574j 0.000669381-0.0123314j -0.000469464+0.0014345j 0.000984447+0.00683703j 0.000416335+0.000562614j -0.000528767-0.00108663j 0.000352698+0.00269294j -0.00106424-0.00165967j -0.000318115-0.00689793j 0.000508858+0.00219468j 0.000322833-0.00496832j -0.000221173-0.00499121j -0.000123798-0.00277738j -4.49616e-05+0.00122708j -0.000522332+0.00317796j 0.000670417+0.00349462j 0.000124515-0.00238592j 3.11636e-05+0.0052197j -0.000502995+0.00457919j 0.000140632-0.00193907j -0.000351263+0.00281816j -0.000267188-0.00884539j 0.000873427-0.00291564j 0.000330144+0.00442405j 0.000193674-0.000240438j 0.000735021+0.00181787j -0.000121986+0.00749722j -0.000708966-0.00348878j 0.000835354+0.00183983j -0.000921548+0.00645774j 0.00051794-0.00223548j 0.000373594-0.00131413j 0.000655309-0.00323547j -0.00112983-0.00748953j 
-0.000584776+0.00278908j 0.00111517+0.00495222j -0.000961585+0.00974851j 0.00124955+0.00918458j -0.000382961-0.00780266j 0.000897606-0.0236132j 0.000570727+0.0295497j 0.00101076+0.00200535j -0.000651061+0.0405471j 0.00055706+0.00530245j 0.000553328-0.0399492j -0.00067515+0.0267337j -0.000422929-0.00312227j -0.000287036+0.175398j 0.000256653-0.124674j 0.00148271-0.9095j -0.000995864+0.0136628j -0.000313495+0.00168161j 0.000152053+0.0679521j -0.000515003+0.0226001j 0.000375652-0.0152294j -2.7366e-05-0.0518762j 0.00014849-0.0333253j 0.000582825+0.00689567j 0.000533914-0.0816223j -0.000950907-0.00579363j 0.000461211-0.0183754j 0.000163164+0.0328218j 0.000278869-0.0273116j -0.00047973-0.00858854j 0.00011429+0.026616j 0.000315606-0.00850002j 0.000392786+0.00872128j 0.000759325-0.0367636j -0.000283333+0.000190814j -0.000165525+0.0015026j -0.00029879+0.0145967j -0.000286571+0.0192476j 0.00026946-0.00122344j 0.000385881-0.00206095j -0.000519425+0.0179631j -0.000971281+0.0195953j -5.04656e-05-0.00764852j -0.000204192+0.0162823j -0.000941282+0.0037134j -0.000604248+0.0258849j 0.00078435-0.0206117j -0.000116706+0.000699994j 7.55058e-05-0.0061745j 3.3748e-05-0.0113946j 0.000305003+0.00734306j -0.000699702+0.000722162j -0.000838016-0.00564519j 0.000475023+0.00075039j -0.000869051+0.00239517j 0.00152753-0.0162725j 2.32568e-05+0.00224814j -0.000306185+0.0259818j -0.000530926+0.00318539j -0.000555748+0.00397057j -0.000395667+0.000739969j -0.00117728-0.000235817j -0.000307882+0.0029548j -0.00100159+0.00259091j 0.000621635-0.0034398j 3.45507e-05-0.0029634j -0.000477213-0.00700135j 0.000983031+0.00355192j 0.000519529+0.00301864j -0.000264045+0.000214163j -0.000650898-0.00240585j 0.000168853-0.00387936j 0.000422061-0.00319169j -2.55393e-05-0.000528386j -0.000212615+0.00986355j 6.41121e-05+0.00192161j -0.000554505-0.00337184j 6.63407e-05+0.00399063j 0.00095018+0.00292062j -0.000254085+0.00192396j -0.000718189-0.0075416j -1.76025e-05-0.000670873j -0.000163586-0.00528902j 0.000288284+0.00370263j 0.000502708-0.00477893j -0.000313644-0.0104418j 0.00135716+0.00325008j 0.000695998+0.00345767j 0.00014667+0.00557611j 1.95219e-05+0.00496135j -0.00139493-0.00573688j -0.000524927+0.00289386j 
-0.000255633+0.00215701j 0.000946472+0.000523805j 0.00127394+0.00656799j 0.000728499+0.00607472j 0.000221277-0.0195409j 0.000462003-0.00245967j 0.00113431+0.00997021j -0.00141609-0.0332641j 0.000406987+0.00501226j -0.00133349-0.00182436j 0.00113144-0.0134977j 0.000445102+0.0300926j -0.00039243+0.045217j 5.7989e-05+0.294255j -0.000224849-0.849773j 0.000908559+0.197725j -0.00125415+0.206867j 0.000471066-0.00788722j 0.000481299+0.00120881j -0.00117312+0.0558726j 0.000606578-0.0155533j 0.000189803-0.000242255j -0.00134193+0.0156504j 0.00168139-0.0492131j -0.00157942-0.0217923j -0.00032708+0.0123336j -0.000961556+0.0212013j -1.71096e-05+0.0227248j -0.000648076+0.00259479j 0.00140272-0.0188442j 0.000751581-0.00772135j 0.000204597-0.0021795j 0.000890802-0.0168909j -0.00053382+0.00224383j 7.12653e-05+0.00589816j -0.000626949+0.026115j -0.000320535+0.000807744j 0.000732564-0.0242503j -0.000225924+0.00996567j -0.000170051+0.00341355j -0.000442904+0.00958553j -0.000345949+0.0184293j -0.00098836-0.00257466j -8.15832e-05+0.0086434j -0.000559641+0.00984697j -3.09258e-05-0.00654882j 0.000267138-0.019318j 0.000743333-0.0273697j 0.000593254-0.0053121j -0.00083777-0.00504343j 7.09056e-05-0.00465124j 0.000121037-0.0140993j -0.000483195+0.033263j -0.000181337-0.013818j -0.000170325-0.00528848j 0.00122738-0.012526j -0.00102858-0.0111439j -0.000299204+0.00766016j -3.44402e-05+0.00388928j -0.000259117+0.00223866j -0.00110172+2.61968e-05j 9.44794e-05-2.37359e-05j -0.000420017-0.0025105j -0.0010644+0.0046523j 0.00033846-0.000907647j -0.000189243+0.00189398j -0.000312249-0.0104687j 0.000520946-0.000955282j 0.000464235+0.00120454j -0.000249694-0.00290418j -0.000382446-0.00239934j 0.000253463+0.00165789j -0.000551378+0.00689875j 5.04679e-05-0.00453206j -0.000338102+0.00463201j 3.95765e-05-0.00222554j -0.000596485+0.00393921j -1.18125e-05-0.00291929j 0.000444656+0.00936301j 2.1175e-05-0.00173131j 5.83933e-05-0.00968169j 0.000506652+0.0029856j 0.000651712-0.00128837j 0.000395842+0.00297081j 1.18109e-05+0.00563945j -0.00125493-0.00181238j 1.00295e-06-0.00165456j -0.000216157+0.00750045j -0.00079795-0.00377005j -0.000243533-0.00449096j -0.00092886-0.003833j -0.000397375-0.000213607j 
0.000444434+0.007134j 0.00126526-0.00656864j -0.0018332+0.0193874j 0.00115581-0.000592077j -0.00200485-0.00247588j 0.000195798-0.00221396j -0.000737605+0.00973232j -6.04995e-05-0.0108608j 0.000734584+0.0331573j -0.00167711+0.0168909j -0.00139532+0.0355666j -0.00142392-0.019882j 0.000904691-0.0962313j -0.000806203+0.862831j -0.00112065+0.339075j -0.000134017+0.140283j -0.000527787+0.020284j -0.000687368-0.0942088j -0.000439104-0.0411142j -0.00101821+0.00448474j -0.000154723+0.00276941j -0.00014254-0.0636802j 0.000125711+0.0168366j 0.000687842+0.0307563j -0.000107681-0.0312358j -0.000763691-0.0150963j 0.000114413+0.0170478j 0.000379233+0.00460316j -0.000220244-0.0242202j -0.000110049-0.00132014j 0.000535516-0.0051447j 0.000190949-0.0159903j 0.000144633+0.0422569j 7.35938e-05+0.00140511j -0.000181329-0.0101451j -0.000405274+0.0111786j 0.000248643-0.0100522j 0.000530748-0.0344793j 0.000528718-0.0163071j 0.000316418-0.00119419j -8.8301e-05-0.00848322j -0.00105924+0.0289033j 7.55105e-05-0.0232984j -0.00113089+0.0123837j -0.000798094+0.00345626j 0.00069149-0.00371401j -0.000437472-0.0128804j -0.000148802+0.00600504j -0.000376201-0.00310007j 0.000732441-0.0126512j -0.000141684+0.00306632j -0.000589236+0.00834145j -0.000936208+0.00956293j 0.000583929-0.00665516j -0.00123053+0.0328106j -6.04524e-07+0.0237542j 0.000106878+0.00512252j -0.000535488+0.00582909j 0.000536243+0.00510288j 0.000766411+0.00153494j -0.000482951-5.17328e-05j -0.000672656+4.96495e-05j 0.000305419-0.000197609j -8.8468e-05+0.00443593j -0.000143582+0.00852517j -0.000714907+0.00184164j -0.000682733-0.00194477j 0.000855249-0.00248687j -0.000673939-0.0031097j 0.00104825-0.00514101j -0.000216614-0.00544246j 0.000286899+0.00100348j 0.000579916-0.000275937j 0.000275287+0.00458531j 0.000135326+0.00829912j 0.00047983+0.00259266j -0.000362564+0.00171807j 0.000927817-0.000391697j 0.00102186-0.0029004j -0.000163101+0.00374695j 0.000209733-0.00540469j -0.0002972+0.00163733j -0.000974069-0.00320952j -0.00105852-0.00378329j -0.00113349-0.0116064j -0.000633149-0.00581941j 2.42746e-05-0.00650963j 0.000282122-0.000125466j -0.000618492+9.93394e-05j -0.00016369-0.00545367j 3.66427e-05-0.000952764j -0.000314476-0.00219326j 
0.000771607+0.00615343j 0.000257718-0.010154j -0.00126569-0.000342662j -0.000151241-0.000981814j -0.000479861+0.000333881j -0.00047604-0.01501j -0.00069818-0.00877097j 0.000781818+0.0061088j 7.51739e-05+0.000576434j -0.000475901+0.00931275j 0.000495986+0.0564073j -0.000835561-0.0979165j 0.00135454-0.950771j -0.000493025-0.0943728j -0.000433719-0.100201j -0.000801168+0.00978176j 0.00129024-0.0141032j -0.000220537-0.020143j 0.000221774-0.0348487j 0.0006576-0.0127805j -0.000830453+0.0193686j 0.000130488-0.00135218j 0.000714926-0.000234746j -0.000287309+0.0352551j -0.000328338+0.0270485j -0.000303449-0.0114207j -4.89781e-06-0.0085965j -0.000288022+0.0106459j 0.000139947-0.00529631j -0.000394392+0.0171904j 1.50217e-05-0.0180837j -0.000224848-0.00289161j -0.000169032+0.0325102j 6.00015e-05+0.0165885j -0.000368088+0.0281973j 0.000359003-0.00791062j -8.26434e-05-0.0119597j 0.000114934-0.016378j 0.0002987-0.0307391j 0.000757032-0.00710638j -5.14114e-06-0.0170417j -0.000385198+0.0160443j 2.62363e-05+0.00832849j 0.000261825-0.00361146j -0.000575389-0.00347131j -0.00109696+0.0105481j 0.000447325+0.00270692j -0.000622182+0.00310942j -0.000123374+0.00588882j -0.000563817+0.00110894j 0.0008865+0.0105478j -0.00124928+0.0148204j -0.000816736+0.0183689j -0.000929612+0.029094j -4.04663e-05+0.0137236j 0.000985736-0.00718652j -0.000498059+0.00491977j -0.000415783-0.00186407j 1.04085e-05+4.72777e-06j -0.000350607-0.000825472j -0.000554499-0.000310238j -0.000696215+7.10367e-06j -0.000308519+0.00697223j -0.000113743+0.00548201j 0.000267666-0.00127291j 0.000260688+4.22594e-06j 0.00035839-0.00333316j -0.000293036-0.00196947j -0.000163895+0.00086412j 0.000237405-0.000185749j 0.000332032-0.00314107j 0.000371318+0.000605528j 0.000202005-0.00248749j -0.00020407+0.00401848j -0.000127373-0.00103804j 0.000111571+0.000582857j -2.06345e-05-0.00372471j 4.70985e-05+0.00392784j 0.000487387+0.0018655j 0.000705026+0.00260275j -0.000661949-0.000824612j -0.000434824-0.00085379j -0.000396376-3.07909e-05j -0.000193817-0.00325438j 4.64125e-05-0.00471382j 0.000797171+0.00149968j -0.000113785+0.0051689j -0.000445876-0.00354572j 0.000389161+0.00128854j -8.6914e-05-0.000758634j 0.000922821+0.00321099j 0.000134118-0.00294511j 
-0.00094945-0.0151222j 0.00025958+0.00615813j 8.62676e-05+0.0187156j 0.00315754+0.0221447j 0.000344358+0.00248802j 0.00131312+0.00920368j 0.00112336+0.0409134j -0.000291739-0.00627164j 0.000649559+0.0515547j -0.00099807+0.0833687j -0.000236145-0.197592j -0.000345222+0.89593j 0.00169621-0.130803j -0.000595387-0.00476062j -0.00150631+0.0342094j 0.000447083+0.0676147j 8.22038e-05-0.0656793j -0.000173444-0.0150288j -0.000128141+0.0335775j -0.000995847-0.0176996j 0.000992173-0.0341237j -0.000841316+0.0391089j -0.000307415-0.0230148j 0.00124091-0.0280922j 0.000133113-0.0523148j -0.000536244-0.00936774j 4.91663e-05-0.0150528j 0.000160379-0.00344905j -7.63609e-05-0.00891934j 7.40278e-05-0.00979718j 0.000331921+0.0555043j 0.000503603+0.00822668j 0.00073496-0.0352253j -0.000123232-0.0138393j 0.000112842-0.0365975j -0.000445493+0.00470918j 0.000176647+0.00580591j 0.000272424+0.0358536j 0.00106051+0.00733j -0.000924324+0.0555784j -0.000354329+0.0259035j -0.00128909-0.012589j -0.000847658-0.0172308j -0.00137598+0.0452083j 0.000267269-0.000261614j -0.000149865+0.00107813j -0.000823051-0.0242488j 0.00169955-0.00703648j -9.14079e-05-0.00569548j 0.00101347-0.00656564j -0.000803353-0.0253703j 0.00247548-0.0563812j -0.000445905-0.0118294j 0.00150665+0.0209694j 0.000579007-0.00420569j -0.000861928+0.00260232j 0.00131751-0.00270872j 0.000287316+0.00149271j -5.88392e-05+0.000686174j 0.000296489+0.00259904j 0.00158055+0.00354794j 0.000403261+0.0037821j 0.000682955-0.00835348j 7.53168e-05-0.00522614j -0.000663611+0.00525744j 0.000223149-0.00376899j -0.00102592-1.87591e-05j -0.000118874-0.000827805j 0.000210717-0.00079915j -0.00107219+0.00520915j -0.000387122+0.000984994j -0.00103497+0.00783524j -0.000147069+0.00531668j -0.000439579-0.0132851j 0.000254305+0.00955731j -0.00054679-0.0044521j 0.000255959-0.000434554j -0.000978711-0.00151666j -0.000484823-0.00164976j -0.000679128+0.00639226j 0.00045434-0.00321042j 0.000455386+0.00178687j 0.0011893-0.006879j 0.000995762+0.0130398j 9.71498e-06-0.00105038j -0.00100046-0.0060407j -2.73917e-05-0.00344554j 0.00096103+0.00254241j -0.0011764+0.00399297j -0.00101905+0.000421682j -0.00273645-0.00460423j 0.000426883+0.0109161j 
0.000750356-0.000305307j 9.08567e-05-0.0157337j -0.00149185+0.00540726j 0.00210833-0.00323284j 0.000864244+0.0168153j -0.000151041+0.0334025j -0.00146573-0.0116946j -0.000855833-0.00833062j 0.000948895+0.0128692j -0.000640932+0.108156j -0.00229016+0.906509j 0.000271274+0.217005j 0.00030066+0.0589445j -0.00114219-0.0310891j -0.0017143-0.032385j 6.51572e-05-0.065746j -0.000668408-0.0265439j -0.000123379-0.0113131j 0.000751329-0.0497944j -0.000535517-0.058616j 0.000678759+0.00560989j -0.000755939+0.0227677j 0.000811256+0.0322186j 0.000681563+0.0106561j 3.32095e-05+0.0222257j -0.00135267-0.0141479j -9.79194e-05+0.00392728j -5.79541e-05-0.00290831j -9.23825e-05-0.00931808j -0.000188308+0.0304676j 0.000224655-0.000934809j -0.000163121-0.0236782j 0.000803847+0.00293712j -0.000642964+0.0330859j -0.000310974+0.0108124j -0.00013285+0.000871352j 0.000304562-0.0189868j 0.00104486-0.0320504j 0.000973805-0.0443998j 0.000232079+0.020949j -0.000144671-0.0242039j -0.000244768-0.00564429j -0.000457424-0.00457482j -5.23259e-06+0.0135366j 0.000421013-0.00433723j -0.00011397-0.0297241j 5.62518e-05+0.00491968j 0.00029906+0.0093678j -0.000279719-0.0072038j -0.00045052-0.0260861j 0.00216947-0.0621794j 0.000786061+0.0333712j 0.0014644+0.00535435j -0.000804982+0.0083137j -0.000663225+0.00212264j 7.25786e-05+0.00200268j -0.000764407+0.000676797j 0.00155845-0.000278665j -0.00195974-0.00265323j 0.000113823+0.00289905j -0.000615995+0.00681405j -0.000139756-0.0015034j -0.000300474+0.003909j 0.00040673+0.00652942j 0.00206165-0.00536384j 0.000100926+0.00529242j 0.000126117+0.0013434j 0.00010936-0.00691023j -0.000300475-0.000450967j 0.00113427+0.00517111j -0.000504749-0.00150705j -0.000389892+0.00406438j -0.000750335+0.010888j 0.000789756-0.00106454j 0.000625543-0.00221712j 0.000366307+0.00590107j 0.00106638+0.00406249j 0.000237268-0.00109306j -0.000240632+0.00168379j 0.000331751+0.0097087j 0.0011388+0.00159599j -0.000400841+0.00356657j 7.84216e-05-0.00994262j 0.000663008-0.00350104j -0.00020961-0.00196114j -1.74052e-05+0.00220922j -0.00165039-0.00119318j -0.000326879-0.00144911j -0.000239552+0.00101376j -0.00140787-0.00802835j 0.000745533+0.00879707j 0.00138036+0.000300935j 
-0.000529879-0.000686954j -0.00118219+0.0116138j 0.0015908-0.0180885j -0.00175702-0.0154258j 0.0016232+0.00647266j 4.08079e-05+0.0304425j -0.000791224-0.026495j -0.00176096+0.00737249j 0.00154337-0.164951j 0.00162237-0.915549j 0.000368725+0.0837452j 0.000352941+0.1419j -6.73468e-06-0.0425274j 0.00109715+0.0614755j 0.000254787+0.0126261j 0.000630766-0.0405685j 0.000227733+0.00602612j 0.000958417-0.00705121j 0.000444583+0.0222751j 0.000672263+0.022944j 0.000251997+0.00979995j 0.000604619+0.00113587j -0.00021491-0.00204158j -0.00019786-0.00955704j 0.000470995+0.0173316j 0.000164681+0.00864993j -0.000321544+0.0192171j -0.000363366+0.000772859j 0.000403363+0.00960378j 0.000372071-0.0332365j -0.000369763-0.0266421j 0.000165926-0.00788833j 0.00020514-0.0267068j 0.000181311-0.00206644j 0.000723947-0.0166949j 0.00010835+0.000310698j -0.000175144+0.0143824j -0.000579193+0.0104304j -0.00102294+0.0330086j -0.000321162-0.0269054j 0.000191969+0.00872129j 0.00159042-0.0222917j 0.000506919+0.00853402j 0.00113463-0.0262184j 0.000816028-0.00149682j 0.00120938-0.0173767j 0.000743556+0.0241954j -0.00127827-0.00469579j 0.00131727-0.0555217j -0.000549436+0.0605507j -0.000228597+0.00494746j -0.00179086+0.00845747j 0.00212947+0.00296052j 0.000620147-0.00553729j -0.000294943+0.00366405j -4.60269e-05-0.0036416j 0.0016837+0.000671954j 0.000477497+0.00551814j -0.000215669+0.00343747j -0.00211294+0.00255609j 0.0011987-0.00465354j 0.000136311-0.00383348j 0.000888756-0.00388283j -2.71542e-05-0.00183983j -5.99779e-05-0.00642243j 3.10999e-05+0.000561452j 0.000621457+0.00101766j 0.00154483-0.0079069j 0.000148003+0.0015537j -0.000774497+0.00343332j 0.000516668+0.00248604j -0.000775112-0.0029724j -2.29832e-05-0.00507709j 0.000347803+0.00201727j 8.92273e-05-0.00958769j -0.000320894-0.00364558j 0.000855426+0.00194714j 0.000596413-0.00231823j 8.18651e-05+0.00163076j -0.000317401-0.00284127j 0.000121982-0.00308516j 0.000871181-0.00315894j -0.00047174+0.00905166j -0.000993442-0.0113915j 0.000584197+0.0104969j -0.000434969+0.00609375j -0.000148981-0.00517471j 0.000246842+0.00333488j 0.000525536-0.00377226j 0.000808999+0.00307391j 0.000532893-0.000147389j -0.000181161-0.00184515j 
-0.00112374+0.0125566j 0.00133175+0.00819609j -0.00176823+0.0158024j 0.000770061+0.0218206j -0.000200317+0.0216245j 0.000660574-0.0295584j 0.00146187+0.0412334j -0.000356667-0.00073411j -0.00247366+0.909584j 0.000675242-0.190292j 0.00166733+0.0457322j 0.00166784-0.0468823j 0.000230033+0.0130182j 0.00147338-0.0659643j -0.00144579-0.00611837j 0.000583785+0.0721834j -0.000998285-0.010391j -0.000433469-0.0285162j -0.000111601+0.00515164j 0.000960038-0.0166308j 0.000821318-0.0145007j -9.60941e-05-0.0396305j -0.000290842-0.021345j 0.000854293+0.0198455j 0.000800209-0.0518971j -0.000723869-0.00506154j 9.83138e-05+0.0128453j -0.000601316+0.0425922j 0.000613073-0.047987j -0.000504808-0.00223189j -4.73936e-05+0.0251064j 0.000412066-0.0235169j 0.00019982+0.029682j 0.000224963-0.0318266j -0.000470294-0.0084039j -4.03219e-05-0.0263214j -0.000679211+0.0515536j 0.000703836-0.0136751j -0.000168299+0.000604636j 0.0006685-0.0277561j -0.000461965+0.0127056j -0.000396626+0.0281691j 3.32013e-05+0.00166754j 6.9986e-05+0.0301911j 0.000472631-0.0192115j -0.00061897+0.00418732j 0.00123416+0.00266769j 0.00169003+0.0098136j 0.000349887-0.0712074j 0.00170655-0.0523478j 0.00162472+0.0240343j -0.000720205+0.00262451j -0.000185328-0.00666027j 0.00179488+0.00551869j 0.00206792+0.00204867j 0.000429717-0.00134856j 0.00117392-0.00543651j -0.000864916-0.00537243j 0.00046629-0.00478405j 0.000512128-0.00702308j 0.000995221-0.00616607j 0.000351983-0.0042869j -0.000303086-0.00163464j 0.00070693+0.000869332j 0.00117454-0.0087568j -0.000331375-0.00365948j 0.000446738+0.00262994j 0.00133956+0.00188142j -0.000198645+0.00302935j -0.000504159-0.00192132j -0.00022188+0.000999864j 0.000103393-0.0033025j 0.000601878+0.000228667j 0.000391286-0.00280211j -1.2519e-05+0.00285637j 0.000277573-0.000349943j 0.000764402-0.000219737j -0.000587944-0.00292266j 0.000325609-2.96609e-05j 0.000137283+0.00484142j 0.000588736-0.00835118j 0.000966763+0.00418799j -0.000292852-0.0087871j 0.000641602-0.000553587j 0.000152437-0.00363023j -0.00033299-0.00880682j -0.000134572-0.00308529j -0.000435033-0.00210261j 0.000895598+0.0160744j -0.00170958+0.000605149j -0.000104231-0.00502232j -0.000825436-0.00349258j 
