0.0109217+0.0175942j -0.00998756+0.0295978j -0.00704892+0.0271703j -0.00268055-0.010322j 0.00353332-0.010635j 0.00179956-0.0241325j -0.00352173-0.00856945j 0.00307617-0.0209388j 0.000174154+0.00665593j 0.00188287-0.00888108j 0.00357544+0.00137905j 9.20668e-05-0.0223464j -0.0013534-0.00153887j -0.00122407+0.0112039j 0.00145429-0.00698189j 0.000470623+0.00516617j 0.00119295-0.0202706j -2.89167e-05+0.00435025j 0.00239757+0.00389766j 0.000614812+0.000493115j 0.000632779-0.00237674j -0.00232124+0.0234443j 0.00187008-0.00714143j -0.0024885-0.00819708j 0.000793069-0.000698805j -0.000241196-0.00469066j 0.00222177-0.0216493j 0.00107323-0.0236256j 0.00184288+0.0076146j -0.00399432+0.00940889j -0.000179413+0.0238062j 0.00191892-0.00944704j -0.00145235-0.0454256j -0.0042279+0.0220364j -0.00347381-0.0385839j 0.00438188-0.0130731j -0.00330323-0.0642022j 0.0058979+0.112689j 0.0102715-0.258606j 0.00528751+0.175155j 0.000948869+0.510053j 0.00243711-0.0746949j -0.00345756-0.130065j 0.00672124-0.00656313j 0.00495377+0.00940135j -0.000717812+0.0454342j -0.00899538+0.0188697j -0.00637572-0.0512366j -0.00351497-0.00544875j 0.00143812-0.00794473j 0.00514516+0.0087842j -0.00286639+0.0421084j 0.00314984+0.0138684j -0.00824843-0.0104603j 0.00144403+0.00950373j -0.00195819-0.00552804j 0.00182201+0.0152041j 0.000515508-0.0332229j 0.00182258+0.00109947j -0.00161092-0.0159752j 0.00594961-0.00759413j 0.00270079+0.00411804j -0.00445665-0.0116054j 0.000798172-0.00892115j -1.40029e-05+0.000791057j -0.00131926-0.00794207j 0.00226032-0.0100025j -0.000592324+0.00295397j 0.00583703+0.000500585j 0.00292474+0.00997464j -0.00112992-0.010412j 0.00505074-0.0118711j -0.00317006+0.00999345j 0.000144461-0.00982443j -0.00145207+0.0042977j -0.0035373-0.0108454j 0.00176967+0.00633172j 0.00353113-0.00052455j -0.00578708+0.0100236j 0.00369934-0.00809365j 0.0110677+0.0027354j -0.000166618-0.0120143j -0.0107975-0.00296007j 0.00614018+0.0165146j 0.000696311+0.0142076j 0.0293248-0.0100105j -0.00516583-0.0356573j -0.0302733+0.0314263j 0.0632472+0.0142031j -0.0114439+0.039248j 0.071805+0.00534263j 0.0188753-0.13842j 
-0.00637683-0.00280975j 0.00571212-0.00856903j -0.00246071-0.0213041j 0.00540248-0.00666463j 0.000567692+0.01193j 0.00665989+0.0253558j 0.00505911-0.018334j 0.00359287+0.0787182j -0.00507475-0.12667j -0.0142799+0.0285833j 0.00387349-0.00198572j 0.00819307-0.0121518j -0.00893134-0.0124058j 0.00833493-0.0351601j -0.0054451+0.0545601j 0.00321787-0.0190732j -0.0054272-0.00336311j 0.00516165-0.0335944j -0.00534918+0.0174761j -0.00342557-0.00484547j 0.00167665+0.00160095j -0.00400845+0.0210177j 0.00196419-0.0117369j 0.00181143-0.0158859j -0.00264883+0.00706196j 0.00133225+0.00241013j 0.00183517+0.0129799j -0.00229474+0.00925521j 0.000162066-0.00409323j 0.00564089+0.00579035j 0.000453147+0.00248449j 0.0032355-0.00521464j 0.0037558-0.0187754j -0.00263751-0.00478006j 0.00135311-0.0127817j 0.000729976+0.00116018j -0.00124802-0.00583728j -0.00135426+0.0122478j 0.000287267+0.00176786j -0.000647212+0.00903536j -0.00318141-0.0114575j 0.00186987+0.00265656j -0.00462077+0.0142404j -0.00252472-0.0186211j 0.00370438+0.00114499j 0.00551556-0.00560832j 0.000950623+0.0195112j -0.0155415+0.0221777j 0.0385275+0.0226398j -0.0364538+0.0305105j 0.0142331-0.0118626j 0.0213662+0.00247045j -0.0794772-0.00294671j -0.0415191+0.00710641j -0.0264283+0.00411034j 0.00494776-0.000787824j -0.0312702-0.0044031j 0.0133196-0.0122369j -0.028085-0.00962506j 0.0145899-0.00426642j -0.0185017+0.00152801j 0.0082821-0.0064575j -0.0129734-0.00113871j -0.0379446-0.00226106j 0.00302872+0.00265425j -0.0208733-0.00410502j -0.0193672-0.0064438j 0.000152299-0.00290448j 0.00160415-0.000502478j -0.000255446-0.00208423j -0.00730775-0.00306958j 0.00375215+0.000107946j -0.00209533-0.000563017j -0.00130883+0.00105467j -0.00227788-0.00130554j -0.010875-0.000319688j -0.0022965-0.00186414j 0.00705283+0.00311847j 0.00744138-0.000684427j -0.0020487-0.00283934j -0.0112346+0.000865139j -0.00460817-0.00427991j -0.00308668+0.00149665j -0.00176446-0.00202851j 0.0050902+0.0014891j -0.00189297+0.00520163j -0.00386737+0.00103291j -0.000382362-0.00248144j 0.00425463-0.00289914j 0.00322073+0.000370538j -0.00133377+0.00933604j -0.000309674+0.00594523j 
0.00278213-0.0124628j 0.0123985+0.00143964j 0.00808032+0.00202642j -0.00708658+0.0278565j -0.014248+0.026298j 0.00293513+0.0826184j 0.0233515+0.132113j -0.00262993+0.0568756j -0.0169956-0.01388j -0.00680481-0.0294136j 0.0107678+0.00867424j -0.0119006+0.0515239j -0.00770933+0.036788j 0.00480542-0.0331866j 0.00192201+0.0414636j -0.00909882+0.0443316j -0.000864006+0.00329754j -0.00151048+0.0012822j -0.00580847-0.00530862j -0.00919184+0.0442839j -0.00289398-0.0179345j 0.00343842+0.00422567j -0.00412899-0.0102188j 0.00181404-0.00741345j 0.00280933-0.0156426j 0.00546734+0.00281736j -0.000105118-0.00535437j 0.000942134+0.0108688j -0.00250974+0.00106528j 0.0048555-0.00667464j -0.00112142+0.0030487j -0.000510075+0.00821939j 0.000614798-0.0190936j 0.00152268-0.0118987j 0.00125912-0.00627968j -0.00397042-0.00279624j 0.000398711+0.00801778j 0.000151569+0.0251641j -0.00492486+0.01656j 0.000762441-0.00214876j -0.00278912-0.0190246j -0.00352112-0.0207137j 0.0093399+0.0122606j -0.0024267+0.0206916j -0.0180216-0.00599002j 0.00668726-0.034141j 0.055096-0.0296092j -0.00420037+0.0499465j -0.00859542-0.00929774j -0.0529763+0.0235165j 0.0402997-0.0147003j -0.0557651-0.00562254j 0.00831161-0.0157044j -0.00216062+0.0058135j -0.0438677-0.00815302j 0.0260407+0.0213523j -0.0214728-0.00853375j -0.0146175+6.82903e-05j 0.0194441+0.000361628j -0.0194495-0.00327894j -0.0363974-0.00399287j -0.0140019-0.00241758j 0.0091344+0.00414428j 0.00170453+0.00120133j 0.00594466-0.00416707j 0.00189834+0.00144343j -0.012214-0.00235371j 0.00623798-0.00159888j -0.00857118+0.00111397j 0.00214081+0.00152837j 0.00793839-0.0010814j -0.0104234-0.00298351j -0.00440844-0.00222638j 0.0129552+0.00320447j 0.0106578+0.000566676j -0.00180531-0.00122966j 0.00480551+0.00198242j 0.00690703+0.00208002j 0.0106055-0.000165796j 0.0012635+0.0011842j -0.00750891+0.0021487j -0.0083486-0.00353525j 0.0034144-0.00374088j 0.00247011+0.000702718j 0.000689038-0.0024018j 0.000337918-0.000280445j -0.000312145-0.00644071j 0.00318236-0.00159091j 0.00195243+0.000245225j 3.31466e-05-0.00025473j 1.09095e-05-0.00490261j -0.00229318+0.0159855j 
0.0101289+0.000695905j -0.00465441+0.0137027j 0.00488187+0.0245024j -0.00260693+0.0138819j 0.00789541+0.00210418j -0.0132956-0.125198j -0.00950257+0.0652099j -0.00697359+0.0154979j 0.00221419+0.0182916j -0.0117836+0.0259057j 0.0023358-0.0471685j 0.00630852+0.00426461j -0.00581735+0.0170926j -0.0111462+0.02184j 0.00225802+0.0220244j -0.00509494+0.0115544j -0.000168907-0.00966578j 0.00747853-0.0254588j 0.00378011-0.00691356j -6.82578e-05-0.00195207j 0.00396387-0.0131223j 0.00054288+0.00345929j 0.00483663-0.00815061j -0.00436603+0.0113666j -0.00342025-0.00240587j -0.00163929+0.00687317j -0.00402602+0.0227495j -0.00265514-0.00342238j -1.33855e-05-0.0106895j 0.00198186+0.00280562j 0.0014302-0.000758025j -0.00444259-0.00490764j -0.000570614+0.0159824j -0.000910994-0.00284676j -0.000509052-0.00977574j 0.00184094+0.00369964j -0.00253346+0.00249395j 0.00273496-0.0158665j -2.7829e-05+0.00201486j 0.00101598-0.00935168j 0.00396119+0.0125356j -0.00325672-0.0142911j 0.00170233-0.0108096j -0.00221533+0.0199225j 0.0183942-0.00184441j -0.0234381+0.0517372j -0.0107265-0.031494j 0.0433004+0.00174502j 0.0464823-0.0111544j -0.0471269-0.0122244j 0.0218806+0.0140788j 0.0154182-0.0132178j 0.0503473-0.0112441j -0.0615138+0.000806973j 0.00373648+0.00991583j 0.0465219-0.00287832j -0.0232208+0.001249j 0.0290725+0.0118475j -0.0300923-0.00380223j -0.0258092-0.00421183j 0.00321707+0.00621148j 0.00849654+0.00458617j 0.00401222+0.00182925j 0.00941195+0.00142008j 0.00315724+0.00190068j -0.0133542-0.00335451j 0.0076223+0.00180848j -0.00565056-3.91371e-05j 0.000673687-0.000440286j -0.00328265+0.000713094j 0.0088371+0.0011302j 0.00365057-0.000289441j -0.00700074-0.000362106j 0.00467943-0.000183412j -0.00823855+0.00233997j -0.000992019-0.000141985j -0.00426228-0.00420218j -0.00646321+0.00103734j 2.14725e-05+0.0023132j 0.00422425+0.00322955j -0.00015781-0.00179435j -0.00159208-0.00185255j 0.00873192+0.000724302j -0.00388403+0.00407854j -0.000977671-0.0017182j 0.00521377-0.00185566j -0.00316477+0.00207986j 0.000422013-0.000924897j -0.0027955+0.00757767j -0.00582583+0.00397391j 0.00120645-0.0135661j -0.000170197-0.00518652j 
-0.00110233+0.000450507j -0.000748796-0.00164487j 0.0207838+0.021231j -0.00475212+0.0464892j 0.0105733+0.144573j 0.0241345-0.0255756j -0.00173415-0.0179277j -0.0159578+0.0563321j 0.00258613+0.0345472j -0.00127715+0.0540961j -0.0103557-0.0140914j -0.00420626-0.0206788j 0.00362856-0.0319399j 0.00396976-0.0102392j 0.0146269-0.025426j 0.00827372-0.0161472j 0.00210245+0.0101098j 0.0067041-0.0150143j 0.000305919-0.0105978j -0.00504179+0.0181341j 0.00498434+0.0146271j 8.52806e-05+0.00802973j -0.00188801+0.00917114j -0.00277811-0.00151819j -0.00038879-0.016398j 0.00435216-0.0127392j -0.00586958+0.00455705j 0.00364986-0.000688952j -0.000552607-0.00225591j 0.00516248-0.00506379j -0.00164676-0.00808195j 0.000158039-0.0103982j -0.00234204-0.00379136j -0.00209428-0.0031197j 0.00772576+0.00261836j -0.00365326+0.018048j 0.00220728-0.018722j 0.00487397+0.0139038j -0.00429327-0.00181906j -0.00265951-0.00175544j -0.001145-0.00800386j -0.000340956+0.00554648j 0.0158782+0.0106296j -0.0141152+0.0318153j 0.0269083-0.0641518j 0.0602277+0.0173641j 0.00063414+0.0102745j 0.0308036+0.0222947j 0.0038833+0.00775777j 0.00142442-0.0205726j -0.0394641+0.014171j 0.0104918-0.000666896j 0.0454806-0.00496694j 0.0231293+0.019519j -0.0260355-0.00602735j -0.05242-0.00549187j -0.00829701+0.000751327j 0.0195624+0.000387935j 0.00671927+0.00317415j -0.0107017-0.000110032j -0.0038667-0.000446258j 0.00657491-0.00176855j -0.0106257-0.000189944j -0.00737634+0.00133258j 0.00903982+0.00291193j -0.0147608-0.00424435j 0.0106696+0.00338572j 0.00123525+0.0020386j -0.000289424+0.00257414j -0.00318934+0.000315941j 0.00963014-0.000159508j 0.00627432-0.000765502j -0.00754851-0.00278597j 0.0106172+0.0011015j -0.00641074-0.00113072j -0.00712916-0.001459j 0.00934222-0.00268945j -0.00227638-9.39469e-06j 0.00229106-0.00105213j 0.00293075+0.00311014j -0.00278095+0.00181547j -0.00793469-0.00193393j 0.00338724-0.00151653j -0.00222313+0.00309479j -0.00324752-0.00496793j 0.00346206+0.00108909j -0.00586289-0.00472873j 0.00424681-0.00870884j -0.0063474+0.0107933j -0.00319314-0.00458965j 0.000427089-0.000644365j -0.000337298+0.00408907j 
0.00598789+0.018346j -0.0209559+0.00921107j 0.00646657+0.126147j -0.0381866-0.0555121j 0.0312229+0.0699297j -0.00807228-0.0416415j 0.0236609+0.0215358j 0.0136349-0.0899314j -0.000547204+0.0111397j -0.00216283+0.0220734j 0.0123921-0.00377003j -0.00828466+0.0303396j -0.00582705+0.0101972j 0.00543908+0.00736049j 0.00785722-0.00842476j -0.000197852+0.00410121j 0.0046711-0.00393472j 0.00175801+0.00199088j -8.86306e-05-0.0100136j 0.00010254+0.0269114j -0.0080135+0.00297426j 0.00295734+0.00788867j -0.000552592+0.00209341j -0.00432568-0.00823762j -0.00198622+0.0170056j 0.00251053+0.0138538j 0.00090809-0.00234305j 0.0004827-0.000571036j -0.00125389+0.00478404j 0.000798429+0.00775143j 0.00630397-0.0140685j 0.00181762-8.01264e-05j -0.000875317-0.00708471j -0.000359857+0.00855461j -0.00651343+0.0199354j -0.000856625-0.00327553j 0.000645984+0.00277478j -0.00130313-0.0194646j 0.0045186-0.0162031j 0.00254508-9.40643e-05j 0.00963061+0.0284568j 0.000811093+0.016026j 0.0350113-0.10124j 0.0439423+0.0356445j 0.0352561-0.050098j -0.0257631+0.0268088j 0.039995-0.0354631j -0.0615679-0.0242207j -0.00108659-0.00239959j -0.0033593-0.0194606j 0.0114773+0.00615052j -0.0365294-0.00362191j -0.0211843+0.000120249j -0.0154245-0.00393938j -0.0128514+0.000499779j -0.0222757-0.00194602j 0.00276984+0.00286759j 0.00184346-0.00279753j -0.00441926-0.00421354j -0.0123441+0.00231467j -0.00710438+0.000115967j 0.00860025-0.00240514j 0.00408317+0.00059997j 0.00585484+0.0016738j -0.00351225-0.000296331j 0.00961533-0.000610248j 0.00703371+0.00226598j -0.010597-0.00366208j -0.00664443-0.00117161j 0.00418146+0.00177387j 0.00992213+0.000787552j -0.00413783-0.00134694j -0.00692361+0.000637109j 0.0105683-0.00153329j -0.0061644+0.0044587j 0.00201405+0.00198922j 0.00277331-0.00109823j 0.00313429-0.00354212j 0.00050992-0.000557291j -0.00273069+0.00684921j 0.0019144-0.00217188j 0.000730553-0.00184523j 0.00761392+0.00180279j -0.0104892+0.00173632j 0.00555301-0.00944201j 0.00287821-0.00317753j 0.00816454-0.00146999j 0.00565058+0.00211754j -0.00758667+0.000975681j -0.00127961-0.0037869j 0.000442689-0.00656743j 0.00200182-0.0209794j 
-0.0208609+0.00409497j -0.00127267-0.0242475j -0.0185569-0.0658293j 0.00530128-0.103735j 0.0241131+0.0287342j -0.00523123+0.00962827j 0.014051-0.0546446j -0.0226885-0.0567784j -0.00627515-0.00251124j -0.00383166+0.0462497j 0.00642012-0.0275725j 0.00826409-0.000633366j 0.00224177-0.0159134j -0.0056378+0.0311443j -0.00297057+0.0131925j -0.00134164-0.0172296j 0.000749878+0.0116386j -0.00236365+0.012876j 0.00208716+0.00537379j 0.00149139+0.00707596j 0.00215556-0.0139362j -0.00460694+0.010109j 0.00105602+0.000949612j 0.0032898-0.0131159j -0.00294397+0.00916492j -0.00354665+0.0107633j 0.00230055+0.00139081j -0.000729496-0.00291932j 0.000348188+0.0027867j -0.0042846+0.0124059j -0.00211969+0.0156984j -0.000439559+0.0130131j 0.00418418+0.00641885j -0.00106994+0.00877776j 0.000764907-0.0159172j 0.00408214+0.000811517j -0.000417518-0.0168263j -0.00228959-0.000367942j 0.00169839-0.00319631j -0.00510521+0.0162009j -0.00365397-0.0226762j 0.00700466+0.0342676j -0.0336956-0.0142789j 0.0181709-0.0869779j 0.0563753-0.0189635j -0.00839845-0.0122309j 0.0543622+0.0160452j 0.0423352-0.0292414j 0.0231719+0.0182181j -0.0280428-0.000160969j 0.050042+0.00636223j -0.00306297+0.00861885j 0.0165217+0.00273404j -0.00919174+0.00379691j 0.0089638-0.000187222j -0.0018691-0.000693553j 0.00909771+0.00162357j -0.00564966+0.0012166j -0.00291486-0.00272734j 0.0031994+0.00248409j 0.00442133+0.00180288j 0.00538683+0.00121446j 0.00144718-0.000201211j -0.00205402+4.66511e-05j -0.00516385-0.000152262j 0.00485862+0.0019959j 0.00184599-0.000624242j -6.19831e-05-0.0010271j 0.00319189-0.0019201j 0.00386587-0.00122149j -0.00666697+0.000453772j -0.000583702+0.000740275j 0.0059285+0.000548163j -0.00436331+0.00188532j -0.00746131-0.00276901j -0.00269076+0.000911064j -0.00196179+0.000392347j 0.00353308+0.000405873j 0.000263487+0.000135943j -0.00623942-0.00213417j 0.00568479-2.48696e-05j 0.00387792+0.00253683j -0.00639058+0.00227541j 0.00343667-0.00535872j 0.00355661+0.00505684j -0.00050534+0.00300418j 0.00126567+0.00745105j -0.00539828+0.00127339j 0.00382604-0.00508025j 0.00591471-0.000771419j -0.00129309+0.0200394j -0.000408828+0.00216051j 
0.027601-0.0573738j 0.0514636+0.0476232j -0.0368295-0.0480406j -0.0225238+0.0404372j -0.0101842+0.0292164j -0.0168308+0.0288117j 0.0105487-0.00466374j -0.000400089-0.0149293j -0.00208854-0.0214857j -0.00753787+0.0128554j -0.00664052-0.00193271j -0.00271867+0.0077041j 0.00405436-0.00457555j -0.00141459+0.00229638j -0.00165362+0.00613829j 0.000487873+0.00576577j -0.00570435+0.0189654j -0.00219721+0.00114723j -0.00438393+6.3393e-05j -0.00178449+0.00677514j -0.000119755-0.0121227j 0.00382693-0.0130033j 0.00132876-0.0159326j 0.0010301+0.0107166j 0.00575269-0.0357109j -0.00165054+0.0115058j -0.000342435-0.000291204j -0.0035773+0.0209959j 0.00169612-0.0285642j 0.00390598+0.00578163j 0.000664177+0.00965732j 7.61046e-05-0.00918443j -0.00127936+0.0256336j 0.00781144-0.00962243j -0.00328202+0.0099207j 0.000773715-0.0211797j -0.0121485+0.0198231j 0.00240594-0.0142106j -0.0143423+0.00393143j 0.0274639+0.0437808j -0.0197247-0.00471421j 0.013477-0.158484j -0.0049027+0.040535j 0.0579385+0.00999673j -0.0191412-3.55485e-05j -0.0300526-0.019284j 0.0284685-0.0142449j 0.00113524+0.00128158j 0.00424365+0.000124897j -0.00739105+0.000122352j -0.00339841+0.0015165j 0.00622606-0.000213229j 0.00202682+0.00217916j 0.00607537-0.00432554j 0.00499688+9.44633e-05j -0.00513932-0.00161764j 0.00124294+0.00143836j 0.00347357-0.00178864j -0.00114412+0.00173649j 0.00744354-0.000922629j -0.00303158+0.00254046j -0.00533984+0.00166643j -0.00081287-0.00279595j -0.00510999-0.00132551j 0.000792932+0.00053271j -0.0016423-6.2354e-05j -0.000396164+0.000698852j 8.77668e-05+0.000174343j -0.00125312+0.00207782j 0.00330252+0.00358759j 0.00146619-0.000764764j -0.0052311+0.000628666j -0.00239528+0.000831909j 0.000769509-0.0015042j 0.00416595-0.00215122j 9.12402e-05-0.00344967j 0.00368909+0.00240895j -0.000148198+0.00235776j 0.00201891+0.000720254j -0.00220934-0.00226714j -0.00493429+0.00682337j -0.00557792-0.00386266j 0.000994386-0.00143027j 0.00184979+0.00200261j -0.00168789+0.00650465j -0.00686239+0.00338419j -0.00941085-0.00850087j 0.00451658+0.00495933j 0.00119541-0.00494646j -0.00634715+0.0141082j -0.00251828-0.0362619j 0.00298579+0.00323136j 
0.0488172+0.0386805j -0.0276103+0.0595575j -0.0227049+0.0373739j 0.0417241+0.0369211j 0.00262811-0.0423021j -0.01514+0.0183665j -0.0118168+0.00710996j -0.00233422+0.0124717j 0.004464-0.0157156j -0.00346733-0.0302837j 0.00159503-0.00939712j -0.00731268-0.0127092j -0.00253524+0.0141147j 0.0015799-0.0238727j -0.00171395+0.00243699j -0.000483539+0.00723383j -0.00345505-0.0108976j 0.000872289-0.0130517j 0.00294648-0.0173023j -0.00117722+0.00508043j 0.00111898-0.00408414j 0.00256745+0.00195868j 0.00228801+0.00513899j -0.00502976+0.00646445j 0.00175326+0.00899073j -0.0013625-0.00322996j -0.000807685+0.00649536j -0.00375064-0.000538489j 0.00429127-0.00255085j -0.00394425+0.0141304j 0.00184236+0.00371354j 0.000237735+0.00674159j -0.00874964+0.0225368j -0.00358978+0.0212393j -0.00583652+0.00082002j 0.00356151+0.00730724j 0.00321449-0.0128797j 0.0153173-0.0255974j 0.0215435+0.0226618j 0.0115753-0.0256076j -0.0105045+0.144984j -0.0254322-0.0206035j -0.0649792-0.0154376j -0.00935878+0.0398811j 0.0130494+0.0252562j -0.0294215+0.0108793j -0.0134086-0.0101327j 0.0162052-0.00412738j 0.0116391+0.00296734j -0.00164596+0.00321026j -0.0034817+0.00223301j -0.0060546+0.0050183j 0.000375947+0.00130338j 0.00644152-0.000231833j -0.00188014+0.00110474j 0.000816718-0.00157752j -0.00505509+0.00159209j 0.00368782-0.00260134j 0.00216242+0.00121323j 0.00130364-0.00168181j -0.00182952-0.00308007j -0.00499672-0.00107216j 0.00237968-0.000985502j 0.000840489-0.0022601j -0.00178324-0.000219991j 0.000238433-0.000956551j -0.0071861-0.00196858j 0.00133396-6.29126e-06j 5.78852e-05-0.000843122j -0.00478887+0.00141714j 0.000513788-0.000649619j -5.49527e-05-0.0041824j -0.00563573+0.000160926j 0.00441078-0.000546869j 0.00578079+0.00154483j 0.00422426-0.000758166j -0.000897004+0.000614025j 0.000170252-0.0011849j 0.000571748+0.00261876j 0.00103456-0.000997547j -0.00897109-0.00282981j 0.00394015-0.00336514j 0.00119021+0.00224901j -0.00331863+0.00291574j -0.0055753-0.000826331j -0.00459104-0.00758177j 0.00858955-0.000663117j 0.00316049+0.0049806j -0.00846249+0.0118013j -0.00400009+0.00462555j -0.00217405-0.00684606j 0.000479915-0.0360257j 
-0.00890904+0.0239396j 0.0170846+0.0131998j 0.00759931-0.013599j -0.00746125-0.0211468j -0.00793518+0.00520006j -5.80149e-05-0.00879998j 0.00148787-0.00973104j -0.00367494+0.0109058j -0.00237565+0.00624395j -0.00223866-0.00215066j -0.00334686+0.00492976j -0.0014943-0.00491674j 0.00121669-0.00300208j 0.00032274-0.00270239j -0.000979013+0.00524724j -0.000328219-0.00350024j -0.00164895-0.000420568j -0.00072384+0.000549616j -0.00195471+0.00243278j -0.000715144+0.00231504j -0.00143016+0.00265589j 0.00159187+0.00267317j -0.000946795+0.00805095j 0.00156059-0.00753888j -0.000467095+0.012147j 7.88711e-05-0.00184004j -0.00092395+0.00314708j -0.00110341-0.00776023j -0.00146701+0.0117817j 0.00275263-0.000225314j 0.00111874-0.00174168j -0.00108548+0.00596067j 0.002457-0.0109148j 0.00404204+0.0111098j 0.00161736-0.00863648j -0.00266201+0.0172123j 0.00442552-0.0415893j -0.00672768+0.0369576j -0.014535-0.0985337j 0.00216191+0.321205j 0.00353397+0.544935j 0.00300148+0.0597405j 0.0113395-0.101753j -0.0037475-0.0668771j -0.0102848+0.0033815j 0.00436732+0.0332229j 0.00889818+0.0396706j 0.00691384-0.0195574j 0.00015763-0.00555385j -0.00241273-0.0041946j -0.00461005+0.000606944j 0.00310144+0.036373j -0.00191246+0.00127591j 0.00743299+0.00487907j -0.00234902-7.5316e-05j 0.00383188+0.000226456j -0.00164865+0.00881913j -0.00163001-0.0177704j 0.000431111+0.00239936j 0.000637057-0.0143692j -0.00538343-0.0128245j -0.000723163+0.00286676j 0.00478623-0.00402316j -0.00191902-0.00392637j -0.00123536+0.00205202j 0.00254347-0.00288641j -0.0021106-0.00443501j 0.000464989-0.0025909j -0.00338688-0.00903225j -0.00235188+0.00463978j 0.00153462-0.00715878j -0.00401863-0.014488j 0.000650597+0.01496j -0.000651237-0.00503852j 0.00032785-0.00927059j 0.00265863-0.00839851j -0.00498085+0.0014355j -0.00140467-0.00914054j 0.00331851+0.0111358j -0.00243392-0.00396673j -0.0061529+0.0108001j 0.00189008-0.0124795j 0.00759686+0.0115554j -0.00264036+0.0126992j 0.000202802+0.00285549j -0.0164496-0.00193275j 0.0107188-0.00573102j 0.0106409+0.0141611j -0.024734+0.00740064j 0.0128602+0.0275675j -0.0308776+0.0532421j -0.0236457-0.168637j 
-0.0184457-0.0171583j -0.00676859+0.0315071j 0.0065382+0.0207705j 0.00759068-0.0143483j 0.00130656-0.0150647j 0.00757922-0.0110763j 0.00308808-0.00601366j -0.00261725-0.0082929j -0.00201837-0.00477802j 0.00157334-0.00833141j -0.000989535-0.00584955j 0.00443017-0.00977558j 0.00123538+0.00238911j 0.00134332-0.00235994j -0.00165937-0.000728516j 0.000593897+0.000598801j 0.00181061-0.00561514j 0.000411825-0.00236338j -0.00131661-0.00591549j -0.00190216-0.000685744j -0.000171168-0.00219768j -0.00137404+0.00455666j -0.00274251+0.000690464j 0.00362197+0.00247774j -0.00300906+0.00275392j 0.000791369+0.000776222j -0.00141649-0.000290444j 0.00320162-0.00206707j -0.00390144-0.00258443j 0.00217556+0.0102794j -0.000602618-0.00788438j -0.00205441-0.00405807j 0.00191581+0.0111059j -0.00199063+0.0216516j 0.00388041+0.0234087j -0.00532056-0.0014326j 0.00307586-0.0324847j 0.00228077-0.0778639j -0.0023839-0.403304j -0.0151491-0.100462j -0.0011175+0.019045j -0.00240106-0.479179j -0.00242927-0.0719085j -0.0111887+0.0990452j 0.00483189+0.0265771j 0.0142758+0.0391422j 0.00190049-0.0349477j -0.00105049-0.0452069j 0.000268165-0.0142653j -0.00190089+0.00647411j 0.00542112+0.0282694j 0.00772482+0.0133791j -0.00139298+0.011324j 0.00212717-0.0250655j 4.69643e-05+0.00331495j -0.00304456-0.00620645j 0.00336633+0.0110619j -0.00462652-0.0183525j -0.000374427+0.0026016j -0.00400254-0.0115729j -0.00186615+0.0153427j -0.000971518+0.00518122j -0.00449432-0.0170524j -0.00175036-0.000673034j 0.00210066+0.00153866j -0.000540884-0.00294306j -0.00675852-0.00924917j 0.000863941+0.0017906j -0.00216247+0.00973049j 0.00260114+0.00716777j -0.00289212-0.00617797j -0.0041964+0.00799273j 0.00285252+0.000552346j 0.000461177-0.00227867j 2.15819e-05-0.00129162j -0.00396717-0.0103189j 0.00630622+0.00629519j -0.000556496+0.00698488j 0.00568583+0.000840375j -0.00548881-0.000849344j 0.0025534+0.0126899j -0.00654985+0.00386459j 0.00534099-0.0125064j 0.00491961+0.00455498j 0.00417469+0.00539764j -0.00155584+0.010516j -0.0202672-0.00500115j 0.0160455+0.00101398j -0.0122938-0.0228572j -0.0202858-0.000617143j -0.0236606-0.167446j 0.0273958-0.0551333j 
