-0.121883+0.140833j -0.0136784+0.0475105j -0.0457658+0.0319012j 0.108997+0.0499742j 0.0117007+0.0383222j 0.0138152-0.0540282j 0.116373+0.0951872j -0.0420141-0.126539j -0.0105259+0.0208716j -0.0896003+0.0418244j -0.016189-0.049801j -0.134103-0.117985j 0.188513-0.010229j 0.0621905-0.167287j -0.0864334+0.157636j -0.00898285-0.00476935j -0.100936+0.0733825j -0.0932909+0.000802162j 0.00805338-0.0227695j 0.0403338+0.0248927j -0.0519586+0.0152198j -0.0321885-0.0138485j -0.0144932+0.00288048j -0.00333923+0.0132101j -0.0388481+0.0209962j 0.0229655+0.0388922j 0.0118546+0.0322718j 0.0391795-0.00175846j -0.0130123-0.0505081j 0.00507436-0.0110889j -0.0113942+0.000264117j -0.0228883+0.064621j -0.0048009+0.0961572j 0.155512+0.0312864j 0.068587-0.0869641j 0.00854148-0.112448j -0.0283485+0.0491267j -0.0264443+0.000413495j 0.07059-0.0352984j 0.0356207-0.0208156j -0.0206114-0.0247824j 0.00841064+0.0226949j -0.0392217-0.00314483j -0.0192303+0.0445246j 0.0135021+0.00665455j -0.0441839+0.0319533j 0.000818754+0.00339802j 0.00916086+0.00959643j 0.0151671+0.0311288j 0.0066596-0.00509249j -0.0236624+0.00410846j -0.00310251+0.0194749j -0.0152211+0.0190914j 0.000796318-0.00385126j 0.0214334-0.0117171j -0.0121771+0.0100665j 0.00676235+0.00364579j -0.0104953-0.0101838j -0.00266675-0.0118142j -0.00566295+0.00842442j 0.00351427+0.0122059j 0.0076872-0.0114835j -0.0023812-0.00799556j -0.00245058-0.0120243j 0.00174485+0.0167241j 0.00181585+0.00444287j -0.00863002-0.00816024j -0.005357+0.00401238j 0.00929277-0.010492j 0.0156093-0.000870005j -0.0209956+0.00699372j -0.00355977+0.00652589j 0.0096164-0.00289845j 0.00198211-0.00841157j 0.00739626-0.0114728j -0.00604215-0.00055867j 0.005071-0.00728446j 0.0276372-0.0273727j -0.00712492-0.0126646j -0.00162089-0.0125055j 0.0202522+0.0100762j 0.0333116-0.0358808j -0.000641124-0.00265265j 0.000277598-0.0264347j 0.03322-0.00301256j -0.012632-0.0475912j -0.0558842+0.0257374j -0.0340404-0.0266604j 0.0434175-0.113022j -0.0167482+0.0675729j 0.0275153+0.00767118j -0.0618232+0.200858j 0.189587+0.0235482j 0.0361902-0.0350597j -0.0704301-0.112874j 
0.0164135-0.0129601j 0.00405959-0.0165908j 0.00276683-0.0028882j 0.0063247+0.00969406j 0.00620081-0.00771945j -0.00335381-0.00316468j 0.00902143+0.0072739j -0.0061854+0.00388914j -0.00107093+0.000742926j 0.00525592+0.00101483j 0.000649616-0.005213j -0.0134469-0.00178598j -0.0145512+0.0282886j -0.0164448+0.00956315j 0.0291661+0.0203443j -0.0507238-0.022751j 0.0144784-0.00464758j 0.00773722-0.00374585j 0.00221299-0.00755186j 0.0294123+0.0126946j 0.00583966+0.0197044j 0.0183049+0.00313445j 0.0198192-0.00873407j -0.000890544-0.0107063j 0.039931-0.0112926j 0.0203281+0.0102076j 0.0248797+0.0337153j 0.00243903+0.0105161j 0.0528611+0.0326395j 0.00548533-0.00263154j 0.0120134+0.0313381j -0.0159885+0.0487435j 0.00141112-0.000989634j 0.00300226+0.0081637j -0.0276509-0.0140527j 0.0105533-0.0484665j -0.0163433-0.00190651j 0.0139599-0.0178396j 0.083353+0.0798027j 0.00597689-0.0783012j 0.0222266+0.0201721j 0.0207355+0.0656287j 0.0317045+0.12199j 0.0414769-0.0282725j 0.0138639+0.0350191j -0.0110679-0.0467128j -0.0148661+0.015726j -0.00154534-0.000377236j -0.0653198-0.0219603j 0.0199883-0.0108818j 0.0120664-0.0424781j -0.035362-0.0417346j -0.0563379-0.0369454j 0.00745432-0.0345724j 0.0230058+0.0182485j -0.0471512+0.0949288j 0.0257339+0.0177052j 0.0253121-0.0162644j -0.0084479+0.00971193j -0.0134806-0.0588995j -0.0237871-0.00879633j 0.0222187+0.00849022j 0.0410144+0.0885949j -0.00680705+0.0330338j 0.043309+0.0142406j -0.0169202-0.0276449j -0.015316+0.0118793j -0.017065-0.0380425j -0.013289+0.0212784j -0.0338004-0.0118414j -0.0244513+0.0448527j 0.0196878-0.0558345j -0.0171444-0.0173926j 0.0380958+0.00509063j 0.0167696+0.0395369j -0.00492793+0.168205j -0.0398071+0.0957076j -0.106496+0.0834942j -0.0885428+0.0757297j 0.0471998-0.162131j 0.0902873-0.00882622j 0.0480346-0.0027006j 0.116538-0.0416268j -0.0378821-0.122723j 0.200633-0.152197j 0.0206097+0.0654835j 0.0454652-0.00693325j -0.000949107+0.00479583j -0.0260789+0.0368779j -0.0922636-0.033038j -0.0350156+0.027132j -0.0466327+0.0549311j -0.0713463+0.0928732j -0.0779839+0.0255746j -0.0182149+0.133114j 
0.00341471-0.00221987j 0.00997739+0.0015064j 0.00506056+0.00399919j 0.00324925+0.0163752j -0.00206135-0.0012707j 0.00566207-0.00468158j 0.00332117+0.00486398j 0.00230518-0.017929j 0.00442707+0.00713055j -0.00338875-0.000231123j 0.000455114-0.00685236j -0.0191997+0.00545159j -0.0105966+0.00734806j -0.00550146-0.0192978j -0.00477867+0.0287267j 0.00590598+0.0155139j 0.0261664+0.0125233j 0.0288185-0.00766377j 0.0190349-0.00563358j 0.015544-0.0138062j -0.0150336-0.01768j -0.00727515-0.00211068j -0.00129701-0.0199561j 0.00672942+0.00406518j 0.0105911+0.018924j -0.00519587-0.0185313j 0.0173383+0.0160443j -0.0179385-0.00223522j 0.0211386-0.0514576j -0.0124593+0.0259786j 0.000288497-0.00267609j 0.0242596-0.0399174j -0.00818327-0.00684768j 0.0218447+0.036837j -0.0569096+0.0322865j -0.0184237+0.00202912j 0.0171628+0.0139007j 0.00661121-0.0202136j 0.00197487+0.0136047j 0.0325022+0.0435427j -0.018818-0.0208632j -0.00613736+0.0238072j 0.0272082+0.0129944j -0.00585849+0.087823j 0.0118937+0.00143227j -0.00924972+0.0151945j 0.0303042-0.0149312j 0.00913384-0.0553617j 0.0821298-0.0918773j -0.0579307+0.0836503j 0.0402874-0.0325665j 0.00970756-0.027297j 0.0350807-0.0126732j -0.0499688+0.00247451j 0.011465-0.0346314j 0.00398352-0.0906052j 0.00599564-0.0463008j -0.0339515+0.00344518j 0.00111399+0.00156276j -0.00350873-0.0317707j -0.0978409+0.0459512j -0.027677+0.0119404j -0.0150496+0.039447j 0.0316851+0.0110711j -0.0346893-0.00901469j -0.0136438-0.0135808j 0.0073806-0.0300896j -0.0197917+0.0662179j -0.00143434-0.00277714j 0.0383963-0.09912j -0.0077039-0.0551137j -0.108069-0.00478239j -0.0138628-0.0140804j -0.0372066+0.076384j 0.0792604-0.169102j -0.0381004+0.0129889j -0.00449262+0.117744j -0.0168573+0.0345692j 0.0873581-0.00636825j 0.0947855+0.00350133j 0.0628542+0.0429142j 0.092933+0.0429703j 0.0179357-0.124782j -0.00684274-0.150607j 0.139242-0.0769771j 0.0748667+0.161772j 0.00524389-0.0450597j 0.00931416-0.0298242j 0.0505116+0.00223074j -0.125175-0.0675178j -0.0285991-0.173739j -0.0256027+0.106137j -0.0403879-0.0478684j -0.106799-0.0487035j -0.0651895+0.0790058j 
0.00840076+0.0174629j -0.0168737-0.00378778j -0.0200311-0.00805279j -0.0140966+0.00671476j -0.00340703+0.0173846j -0.00420056-0.00188443j -0.0101428+0.0107977j 0.00243665-0.0157872j 0.0029859-0.00652684j -0.00104817+0.00505457j 0.00640236+0.0018997j 0.0121523-0.0181629j 0.00267257+0.00515664j -0.0237339-0.0226098j -0.0131969-0.00360934j -0.0182427-0.00896187j -0.0179192-0.00657337j -0.0410631-0.00426515j -0.0158132+0.0279358j -0.00591016+0.0161907j 0.0153077+0.0325757j 0.0134458-0.0357161j -0.000381573-0.0213212j -0.0187165-0.0348785j -0.0242267-0.0315967j 0.0103269+0.016542j -0.00159139-0.0510056j -0.0259035+0.0199206j 0.000592997-0.010265j 0.0157727-0.0406019j -0.00808632-0.0502854j -0.0171495+0.0291463j 0.0323429+0.011329j -0.0322957-0.0160292j 0.0356269+0.00253669j -0.014656-0.0166239j 0.00807894+0.0245812j -0.00201829+0.0425872j -0.0129808-0.0199075j 0.0136246+0.0252278j -0.00371457+0.0288258j -0.00701982+0.00155619j -0.0368332+0.0528323j 0.0249513-0.0517263j -0.0307115+0.0195871j 0.0413406+0.0369033j -0.0357309-0.0243157j 0.0134572+0.0149193j 0.0136834+0.0310038j -0.0739878+0.0454308j -0.050205+0.0427298j -0.0025973+0.0667111j -0.0438701+0.000676099j -0.0224454+0.0393947j -0.0389764+0.0357453j 0.00913564-0.083711j -0.00301776+0.0353924j -0.0158272+0.00499201j -0.0338545+0.0176894j -0.028689+0.0235676j 0.0681102-0.0579852j 0.0454533+0.0612375j -0.0293914+0.00375332j 0.0203237-0.0166121j -0.0367163-0.0135597j 0.0253052-0.00353717j 0.00715031+0.0131446j 0.0804106+0.097522j 0.0120888-0.0188809j 0.0776231-0.0552034j 0.0487713-0.100094j -0.0819295+0.0470501j 0.0505128+0.0795821j 0.00687913-0.0106364j 0.0194698+0.0164407j -0.0407119-0.0106527j 0.030267-0.00995966j 0.00976875+0.0633245j -0.0284214+0.0735364j 0.145936-0.0369659j 0.00321494+0.0359911j 0.0730956-0.182496j 0.0436176-0.0656971j -0.0981059+0.110448j 0.0521916-0.13271j -0.0690516+0.102298j -0.0491979-0.0930387j -0.0618766+0.0674267j 0.11222+0.00825414j -0.00985548-0.00698248j -0.0628242-0.0757367j -0.0466502-0.300995j 0.148153-0.0694111j 0.13446-0.0220077j -0.0206228-0.0318761j 
-0.0266616-0.000309735j -0.0251239-0.00657723j -0.012559-0.00499789j -0.00945549-0.00393611j -0.00527195+0.00353722j 0.00533907-0.0108133j -0.00902413-0.00096535j 0.0101091+0.00365851j -0.00996884+0.000558675j -0.0111619+0.00558637j 0.00207809-0.00932199j 0.00876073-0.0137391j 0.0191844-0.00440016j -0.0112252-0.0161311j 0.00802782-0.0102502j 0.0262425-0.00754249j -0.0330595+0.00583084j -0.0142327-0.00723982j -0.0413186-0.0449743j -0.026154-0.0278423j 0.00235017+0.00826076j -0.000564061+0.0402055j 0.021715+0.0581882j 0.0203519+0.0303818j -0.0226918-0.0181923j -0.0149643-0.010069j -0.0415528+0.00533605j 0.0495015-0.0147087j -0.0243584+0.067876j 0.00447041+0.00585235j -0.00873578+0.0241582j -0.0314594+0.0354093j -0.0345125-0.0237549j 0.00457994-0.0305474j 0.0230016+0.000491439j 0.00501609+0.0206519j 0.0144409-0.0120523j -0.00754178+0.00338254j -0.038004-0.0353209j -0.0320997+0.0472347j 0.0118724+0.0246753j 0.0048302+0.0348717j 0.0154726-0.0886141j -0.0909215+0.0559255j -0.0148332-0.0136189j 0.00576568-0.0218766j 0.0509579-0.0489879j -0.0202281+0.0207776j 0.0504162-0.0074408j -0.00881692+0.0254396j 0.0147139+0.0521342j 0.00611367+0.0758108j 0.0516316+0.0663218j -0.0244661-0.0242485j -0.0459379-0.0511898j -0.0166318+0.0269584j 0.0336498-0.0199817j 0.0164527-0.00174952j -0.0505168-0.0270582j -0.0493113+0.0873249j -0.0187851+0.0625596j 0.013932-0.0690606j -0.0346242+0.0169748j -0.0392499-0.0304415j 0.0643196+0.028357j 0.0540491+0.00737805j -0.0430155+0.00958311j -0.01064-0.0295727j 0.00202718+0.0306577j 0.0488137-0.132661j -0.00682934+0.0169762j 0.0832353+0.011158j 0.0699498-0.0182134j -0.0690377+0.0584866j -0.0553794+0.101192j -0.0258556+0.117346j 0.0103407-0.0537187j -0.125916+0.0321406j 0.18355+0.066212j 0.0228016-0.0690221j -0.0504814-0.105022j -0.0799918+0.00318756j 0.00485505+0.0499057j 0.137021-0.0961371j 0.0292671-0.102191j 0.0366426+0.118272j -0.141854+0.0871932j 0.0131634-0.0679845j -0.115632-0.0395482j -0.0544375+0.0200004j -0.0803636-0.0818241j 0.0260721+0.043075j 0.0753385+0.00517978j 0.0484733+0.121476j 0.142242-0.115309j 
0.00993608+0.00311236j 0.00477569+0.00459249j 0.0152261+0.0235368j 0.00857868+0.00961113j -0.000725614-0.00653479j 0.0110404+0.00161573j 0.0136987-0.00938998j -0.013326+0.00342331j -0.00184406+0.00445438j 0.00277311+0.00871079j 0.00753333-0.00231157j -0.0230093+0.0155004j -0.00813763-0.0176934j -0.00756467+0.0160175j 0.0159674+0.0133554j 0.0001192-0.00693704j -0.0162962+0.00104542j 0.00964565+0.0153715j -0.0150452-0.0144882j -0.033564-0.0150705j 0.00898309+0.0236855j 0.000383325+0.00280313j -0.0149398+0.0240141j -0.0110244-0.00652741j -0.0155022-0.0250322j 0.0064147+0.00170843j -0.0234915-0.0179156j -0.00123503+0.0033627j -0.0377577+0.0165337j 0.0193851-0.0271973j -0.0270835-0.00632753j -0.0449906+0.0218612j -0.0011185-0.0255848j 0.0102858-0.034934j 0.0194923-0.0108569j -0.00133123-0.0135835j -0.0278453-0.0162077j -0.00598727-0.0032011j -0.00440574-0.0081463j -0.00222761-0.0241703j -0.0198058-0.0368677j 0.0064352-0.0110921j -0.00533159-0.0519614j -0.00592044+0.0437345j -0.0177627+0.0469344j 0.0137703+0.0571576j 0.00138687+0.0169974j 0.00960944-0.0649442j -0.0257565-0.0499111j 0.00412054+0.0658562j 0.0351604-0.0381466j -0.022648+0.0415738j -0.0476433+0.136167j 0.0449839-0.0215393j -0.0158438+0.0320206j -0.00716657-0.0228939j -0.0658309+0.00754482j 0.10206+0.0590811j 0.0521809+0.0357046j -0.0498488+0.0496834j 0.016314+0.010477j -0.00536337-0.0161845j 0.00222066+0.0656375j 0.0261406-0.0108424j -0.0258241+0.0287417j 0.067134-0.0175688j 0.0140158-0.0187958j 0.0300379-0.00890762j -0.125324+0.0544994j 0.00796039+0.0418942j -0.0300357-0.00417766j 0.0664697+0.017363j -0.0908293+0.0707492j -0.0709616+0.0640206j -0.0523123+0.0209584j -0.0432668-0.0285955j 0.0184335-0.0231832j 0.0645159+0.0496847j -0.0130591+0.17936j -0.140121-0.0186303j 0.0544751+0.000283426j 0.0106923-0.0843202j 0.0143508-0.0624985j -0.0626217+0.0519994j -0.0768562+0.133364j 0.0200045-0.0541142j -0.105468-0.0431106j -0.02722+0.00871148j 0.011149+0.015416j -0.133976-0.240291j 0.265308-0.0136213j 0.0470892-0.00943908j 0.00549745+0.024902j 0.0541176-0.0352722j 0.00597618-0.0902325j 
0.0138119+0.000271442j 0.0121123+0.000259302j -0.000532045-0.0196422j 0.00192938-0.006359j 0.00643853+0.0092985j -0.0103781-0.00428227j 0.00653549+0.00241505j -0.00055536-0.00832684j -0.00248525-0.00131934j 0.0127064+0.0035024j -0.00281944-0.012547j -0.0112676+0.00593909j -0.0168053-0.0112732j 0.013487-0.0200714j 0.00101988+0.00159102j -0.0108245-0.00908042j -0.0121277-0.0110278j -0.0411893-0.044091j -0.0150415-0.019002j 0.0251208-0.000515576j 0.0063667+0.0169309j -0.00499061+6.04265e-05j 0.0276193-0.0205828j 0.0109061+0.0132207j -0.0118107-0.00677954j -0.0149231-0.00225152j 0.00159723+0.00111945j 0.0347196-0.00542606j 0.0504759-0.0123166j -0.0370225+0.0157109j 0.0169931+0.01147j 0.05694+0.0615597j -0.0238635+0.0172519j -0.00238769-0.0101531j -0.020913+0.0144753j 0.0208394-0.00429203j 0.0133576+0.0263199j 0.0207881+0.0346261j 0.028447+0.0482002j 0.0196037-0.00416784j -0.0114982-0.0372035j -0.0786146-0.0422528j -0.0505234+0.010387j 0.0114816-0.010454j 0.0179928-0.00240455j -0.00963153+0.0256183j -0.0646436-0.0926416j -0.000678076+0.0309353j -0.0315501+0.0249331j 0.0214042-0.0179709j 0.0293833+0.0327533j 0.0139861-0.0173564j 0.00239778-0.061837j -0.0504488-0.024824j 0.105894-0.04002j 0.0344174+0.0120459j -0.00985038+0.00522344j -0.0224377+0.00272092j 0.0157855-0.0200947j 0.0700697-0.0231353j 0.0395837-0.0602071j -0.0337118-0.0359277j -0.036068-0.0870947j 0.0246869-0.0272106j 0.0123246+0.0295585j 0.0146187-0.00834891j 0.00899999+0.0139765j -0.0481726-0.00187246j -0.00875858+0.00769445j 0.0195533+0.00568022j -0.011337-0.0176052j 0.070123-0.102045j 0.0184671+0.0259463j 0.00965282+0.0140204j 0.0958087+0.0954536j 0.186239+0.0875882j -0.0528116+0.0713412j -0.109097-0.0111191j 0.113994+0.109578j -0.0553776-0.0247396j 0.0553028-0.0655259j -0.209794+0.0633203j -0.0109319+0.106484j 0.0136247+0.0117851j -0.0540973+0.0937178j -0.0307616+0.0472903j -0.0598689+0.0193119j 0.0149716-0.0513756j -0.0930182+0.0164995j 0.0273944-0.0968824j 0.160091-0.00951685j -0.127305-0.0668141j 0.0322791-0.0549976j -0.0377706+0.146673j 0.043858+0.0898318j 
-0.0193449-0.00379671j 0.0189227-0.00363813j -0.00568928+0.0100882j 0.0102016+0.0238242j 0.00204093+0.0010518j 0.00783602-0.00179829j 0.00207525+0.00630045j 0.00154668-0.0123256j 0.00120299+0.00744709j -0.013192-0.00255486j 0.00327509-0.00566613j -0.0180704-0.0280556j 0.022263-0.00364087j -0.00187665-0.00968659j 0.00359544+0.0153556j -0.0149579-0.0182492j 0.000544171-0.0165121j -0.038571+0.00230773j 0.00516386+0.0152841j 0.00797872+0.00992782j 0.0138589+0.00116234j 0.0121381-0.0120784j 0.0179782-0.0364221j -0.00145694-0.0160932j -0.00184098+0.0013614j -0.00806264+0.00790815j 0.0129077-0.00593617j 0.000180757+0.00400697j 0.0267662-0.0204993j -0.0114772+0.000379039j 0.0178357+0.00354642j 0.0276449+0.000288363j -0.00742495+0.0155396j -0.0114301+0.00799084j 0.00651873-0.00974425j -0.0202049-0.00648184j 0.00306529+0.013981j -0.0101091+0.00911237j 0.0228738+0.0194953j -0.0423107-0.0900705j 0.0322614+0.0281471j -0.0108092+0.0161848j -0.0506688+0.0168551j 0.0331774-0.0220295j 0.0325132-0.00829107j 3.19815e-05+0.00116345j -0.0550034-0.068872j 0.0406987+0.0120894j -0.00951482-0.0248297j -0.00812246+0.0291949j 0.0414935-0.0397448j -0.0425947-0.0127241j 0.000758869-0.0680852j -0.0663713-0.0114776j 0.0201159+0.0387123j -0.000221467+0.0483817j 0.0256844+0.0255739j -0.00085479-0.0188867j 0.0328973+0.026602j -0.0485607+0.0188306j -0.0391071-0.000165157j -0.00148136+0.000449219j -0.0182712+0.0129143j 0.0554667-0.0748221j -0.0229883-0.0334089j 0.0106423+0.0417806j 0.0635885+0.0553771j 0.0194744-0.0985228j 0.0491193+0.0854189j -0.0850238+0.00968111j 0.041366+0.113344j 0.0426287+0.0565276j -0.0996509-0.00797144j 0.0909276+0.00679319j -0.0332674-0.0581914j 0.0707555+0.0243493j -0.097103-0.0594403j 0.00635588+0.0430062j 0.084258-0.0249977j 0.00695675-0.0216347j 0.123273-0.0945275j 0.0713225+0.00334435j 0.0676118-0.0621229j 0.0235653+0.0258109j -0.0690305-0.0500631j -0.0427144+0.0377395j 0.0141003+0.00543923j 0.0177629-0.0441478j -0.0248746+0.0460738j -0.25486+0.0451076j -0.0716708-0.119828j 0.0268067-0.0886741j 0.00201049+0.0196774j -0.0254298+0.0396978j 0.0240097+0.0845869j 
0.0161087+0.00402723j 0.0265024+0.00198062j 0.014663-0.00539571j 0.00547167-0.0131758j 0.00166528+0.0081246j 0.00386414-0.00833251j 0.000611546-0.00234099j -0.0118208+0.00230919j 0.00331261-0.00666883j -0.00493853+0.0147966j 0.0190411+0.00468393j -0.00636942-0.00757305j 0.0193482-0.0196568j -0.000558782-0.00367932j -0.00971357-0.0136782j -0.0247585+0.0147594j 0.0428229+0.0127455j 0.0663332+0.0135012j 0.0249121-0.0331916j 0.0172859-0.0159049j -0.0231443+0.00219254j -0.000463373+0.0192349j -0.0291697+0.0463531j -0.00727475+0.0285753j 0.0334315+0.00144526j 0.0390813-0.0163065j -0.0211542+0.0200435j -0.00806475-0.023258j -0.0237532-0.00331647j 9.96021e-05-0.00601308j -0.0247098+0.0218703j -0.0328043+0.0123585j -0.00957057-0.0343601j 0.0410728+0.0161995j -0.00710889-0.00693275j 0.0315778+0.00960675j -0.01006+0.00877342j -0.0357547-0.0329766j 0.0256058+0.0338832j -0.0129957-0.0349366j -0.018261-0.0345695j -0.0576205-0.035985j 0.011407+0.0284137j -0.0301931-0.0255058j -0.0139834-0.0753632j 0.0269057-0.0212912j 0.0462725-0.0813869j -0.00242275+0.0389149j 0.0317448+0.052201j 0.0346707-0.0265639j -0.025053+0.0455283j -0.0118419+0.0145521j -0.00722983-0.0250668j 0.0441887+0.0544673j -0.013006-0.0122818j -0.00795867+0.0286141j -0.0202152-0.0313243j 0.0888647-0.0595062j -0.0164826+0.0553367j 0.0291503+0.0319945j -0.00975012-0.0640272j -0.0541838+0.01308j -0.0753807-0.12379j -0.013621+0.0028948j 0.0565221-0.00609225j -0.03967+0.00607005j -0.00714868+0.0828693j 0.0430785-0.0436686j 0.0110061+0.0517795j -0.00874161+0.0532469j 0.0244168+0.0126255j 0.0249788+0.073684j 0.0200746+0.117355j 0.0125495-0.0790717j -0.152767+0.0185684j -0.13668+0.0413996j -0.105045-0.0726391j -0.0265985+0.00188079j -0.0305721+0.0143392j -0.0719407+0.0333234j 0.0246866+0.0853641j 0.0705509-0.0647898j -0.0481287+0.0511064j -0.0590518-0.0798298j -0.0137546+0.00125886j -0.0650241+0.109908j 0.0451148-0.0659884j -0.0363907-0.0144579j -0.0500274+0.101727j -0.036211+0.116774j -0.0863593-0.10985j 0.0163043+0.116796j -0.0820098+0.085236j 0.0151333+0.0257499j -0.0262767-0.110193j 
-0.00962982+0.0126642j 0.0152821+0.00218345j -0.00182213+0.0125528j 0.00186577+0.00533607j 0.00663515+0.00343288j 0.00151635-0.000983979j 0.00294757+0.00100614j -0.00181468-0.0138463j 0.00397151-0.000305144j -0.00337025+0.00177334j -0.00351825-0.0034936j -0.009085-0.00799145j 0.00498673-0.0123846j 0.00946812+0.00400691j -0.00197269+0.000311631j 0.0297608-0.0140163j -0.0280647-0.00888472j -0.0122281+0.03971j -0.0112684+0.0181616j -0.0327247+0.000641731j 0.0175434-0.0308392j 0.0022634+0.00819423j 0.00640899+0.00377244j -0.0024247-0.0170414j -0.0104341+0.0107029j -0.0197292+0.013079j 0.0152939-0.00209973j 0.00930452+0.0181322j -0.0165329+0.0341569j 0.0217979-0.0156378j 0.0388678-0.00846656j -0.0163714-0.0364418j 1.60929e-05+0.0316368j -0.0362507-0.0143905j 0.020083-0.052123j -0.0140134-0.00380485j -0.00912779-0.00188689j -0.0041071+0.000137582j -0.0380202-0.0544831j -0.0641676-0.0168313j -0.0547054-0.0172134j -0.0208544-0.0392222j -0.0146735-0.046503j -0.0338848-0.0445208j -0.0098191-0.0292334j -0.0528941-0.0598518j -0.0233499-0.0354938j 0.0218532-0.00117767j -0.0221882+0.0787448j -0.0434156+0.0178345j -0.0100254+0.0491384j 0.00222777+0.0386857j -0.0267534+0.0446872j -0.0125265-0.00254747j 0.000653214+0.000435431j 0.0753652+0.105889j 0.0429503+0.0393817j 0.0196003-0.0314653j 0.00361669+0.0301993j 0.00552827+0.0267953j 0.0310686+0.0544423j -0.0160902-0.0216849j 0.0270372-0.0468576j 0.0429181-0.0171604j 0.0192438+0.0461199j -0.012232+0.0315031j -0.0209738+0.0258552j 0.0202145-0.0233825j -0.036463-0.0121725j 0.0181662+0.0541998j -0.0383919-0.0321856j -0.0205721-0.0813404j -0.0329317+0.048582j 0.0590204-0.0175377j -0.0837778-0.0839336j 0.00922344-0.0461797j -0.00941696+0.00517353j 0.156725+0.0373998j -0.0238111-0.0791123j -0.0895828-0.0261581j -0.0596124+0.0340945j 0.0297456+0.0969352j -0.0737083-0.0144707j 0.0935747-0.0506106j -0.035332+0.129401j 0.0178262+0.0762842j 0.0179157-0.0422463j 0.105694-0.0661633j -0.017305-0.00703878j 0.00965155-0.028644j 0.0675864-0.058373j 0.20775-0.0422593j 0.0150549+0.0970862j -0.0193291-0.0599091j 0.0120053-0.00379972j 
0.0206905-0.00517566j -0.00384364+0.00383304j 0.00253963-0.0150593j -0.00112203-0.0143111j -0.00232815+0.00639839j -6.23798e-05+0.00755079j 0.000746439+0.00165645j -0.00542851+0.00328502j 0.00252759-0.00775794j 0.00157468-0.00556251j 0.00114091+0.00554937j -0.00474068-0.00943137j -0.00330657+0.00425519j -0.0158866-0.0036109j -0.00239219-0.0168857j -0.0323641+0.00707193j -0.00179015+0.00376804j -0.00789035-0.0310345j -0.00678161-0.025805j 0.00780673-0.0289788j -0.0152988+0.0483257j 0.000789833-0.0197031j -0.0128037+0.0151335j -0.00355523-0.00362381j 0.0139654-0.0179422j 0.0219869-0.0250415j 0.00911101-0.0211676j 0.0131907+0.0333553j -0.000388148-0.0218989j 0.0238066-0.0295924j 0.0186742-0.0503184j -0.0279322+0.0426481j 0.0341914+0.031934j -0.0117471+0.00601759j 0.0157773+0.0124597j 0.00334715+0.0314473j 0.0123214+0.0200109j -0.0102535+0.0126943j 0.0125262+0.0239768j 0.0278383+0.00859309j 0.0200398+0.0109732j -0.0119741-0.0238752j -0.0424893-0.00847161j 0.0206457-0.0131701j -0.00306373-0.0229876j 0.0108862+0.0858169j 0.0118122-0.0430582j -0.0139491+0.0149839j 0.0287233-0.0358593j 0.0258855+0.0065712j -0.0429268+0.00223991j -0.00870465-0.00809993j 0.0181747-0.0466575j 0.0605777+0.000358448j -0.0291828+0.0161833j 0.0101252-0.0340619j -0.0850213+0.018458j -0.00176945+0.0664746j 0.0547733-0.0208676j -0.0113202+0.0197967j 0.0124583+0.0222842j -0.0130875+0.00766937j -0.0326414-0.00062833j -0.0231714-0.0224927j -0.0731199-0.0627762j -0.00890327+0.0650239j -0.0253534+0.0716553j 0.045216+0.0575404j -0.00544731-0.0286737j 0.109413+0.00246962j -0.029619+0.111065j 0.0808604-0.0877298j 0.0251066-0.058475j -0.0323128-0.0943771j -0.121548-0.0545467j -0.15499+0.0574921j -0.0569797+0.194089j 0.0602585-0.0647898j -0.0518182-0.0296745j -0.00474406+0.0471973j 0.0255899+0.0109576j -0.034171-0.04685j -0.0786173+0.00974443j 0.128275-0.0148973j 0.0267655-0.10441j 0.0902198-0.0504207j 0.00846892-0.264669j 0.116843+0.0828312j -0.0310213-0.161557j -0.0396799+0.0285505j -0.00654051-0.0525918j -0.0799155+0.0825559j -0.115198-0.085771j 0.0776842+0.0534735j -0.00701648-0.0509875j 
