-0.121883+0.140833j -0.0136784+0.0475105j -0.0457658+0.0319012j 0.108997+0.0499742j 0.0117007+0.0383222j 0.0138152-0.0540282j 0.116373+0.0951872j -0.0420141-0.126539j -0.0105259+0.0208716j -0.0896003+0.0418244j -0.016189-0.049801j -0.134103-0.117985j 0.188513-0.010229j 0.0621905-0.167287j -0.0864334+0.157636j -0.00898285-0.00476935j -0.100936+0.0733825j -0.0932909+0.000802162j 0.00805338-0.0227695j 0.0403338+0.0248927j -0.0519586+0.0152198j -0.0321885-0.0138485j -0.0144932+0.00288048j -0.00333923+0.0132101j -0.0388481+0.0209962j 0.0229655+0.0388922j 0.0118546+0.0322718j 0.0391795-0.00175846j -0.0130123-0.0505081j 0.00507436-0.0110889j -0.0113942+0.000264117j -0.0228883+0.064621j -0.0048009+0.0961572j 0.155512+0.0312864j 0.068587-0.0869641j 0.00854148-0.112448j -0.0283485+0.0491267j -0.0264443+0.000413495j 0.07059-0.0352984j 0.0356207-0.0208156j -0.0206114-0.0247824j 0.00841064+0.0226949j -0.0392217-0.00314483j -0.0192303+0.0445246j 0.0135021+0.00665455j -0.0441839+0.0319533j 0.000818754+0.00339802j 0.00916086+0.00959643j 0.0151671+0.0311288j 0.0066596-0.00509249j -0.0236624+0.00410846j -0.00310251+0.0194749j -0.0152211+0.0190914j 0.000796318-0.00385126j 0.0214334-0.0117171j -0.0121771+0.0100665j 0.00676235+0.00364579j -0.0104953-0.0101838j -0.00266675-0.0118142j -0.00566295+0.00842442j 0.00351427+0.0122059j 0.0076872-0.0114835j -0.0023812-0.00799556j -0.00245058-0.0120243j 0.00174485+0.0167241j 0.00181585+0.00444287j -0.00863002-0.00816024j -0.005357+0.00401238j 0.00929277-0.010492j 0.0156093-0.000870005j -0.0209956+0.00699372j -0.00355977+0.00652589j 0.0096164-0.00289845j 0.00198211-0.00841157j 0.00739626-0.0114728j -0.00604215-0.00055867j 0.005071-0.00728446j 0.0276372-0.0273727j -0.00712492-0.0126646j -0.00162089-0.0125055j 0.0202522+0.0100762j 0.0333116-0.0358808j -0.000641124-0.00265265j 0.000277598-0.0264347j 0.03322-0.00301256j -0.012632-0.0475912j -0.0558842+0.0257374j -0.0340404-0.0266604j 0.0434175-0.113022j -0.0167482+0.0675729j 0.0275153+0.00767118j -0.0618232+0.200858j 0.189587+0.0235482j 0.0361902-0.0350597j -0.0704301-0.112874j 
0.0340433-0.00429958j -0.00986584+0.0436529j 0.00753703-0.0220002j 0.00364834+0.00702416j 0.0289936-0.00949232j -0.0184297+0.0333461j -0.0124257+0.0379186j 0.0368173+0.0207873j 0.0117323-0.030092j -0.0114995+0.029709j -0.0273581+0.00742527j -0.0281638+0.0079462j -0.00974251+0.00621031j -0.00041189-0.00579867j -0.00371845-0.00278682j -0.0108451-0.0183193j -0.0475832+0.0228425j 0.0310373-0.00730739j -0.000400322+0.0202444j 0.157874-0.108892j 0.270455+0.0954678j 0.029102-0.238416j 0.0608938-0.121205j 0.100291+0.0631387j 0.226822-0.077836j -0.118735+0.207722j -0.114696-0.0841819j 0.17334+0.198066j 0.145225+0.167186j -0.0131752+0.198351j 0.0302838+0.0821605j -0.144145+0.129846j 0.0432221-0.0245592j 0.0997673-0.0796331j 0.0194118+0.0326386j -0.0430681+0.00379253j -0.0527808+0.00654946j -0.0430254+0.00766696j -0.0128019-0.00998374j -0.00644844+0.0023867j 0.000774944-0.00183443j 0.00423372+0.00674754j 0.00246364+0.00806818j 0.0424101-0.0166286j -0.018923+0.0319005j -0.0454851-0.0410462j 0.0165672+0.0112462j -0.00616295-0.0114186j 0.0105145+0.0174758j 0.0204453+0.0219735j -0.00510574+0.0111584j -0.0111476-0.016416j -0.00610922-0.00255632j -0.00599791-0.00723606j 0.0334893-0.017997j -0.0485446+0.020861j 0.00619036-0.0170329j -8.77515e-05-0.00527963j 0.00232765-0.0128282j 0.00632933+0.0123951j 0.0184819-0.0288079j 0.0168149-0.0231328j -0.0269324+0.0106656j 0.0141068-0.0114908j 0.0208032-0.00132557j 0.0253933-0.0130549j -0.00456829+0.000524875j 0.00157414-0.00599051j -0.00304318-0.00489663j 0.0105252-0.00961675j 0.00448687-0.00031221j 0.0216656-0.000393169j 0.00169144+0.00386517j -0.017486-0.00203507j -0.00684349+0.00176549j 0.00493103-0.0027908j 0.00469125-0.0128569j -0.0174341+0.00434503j 0.0117257+0.00733071j -0.000688111-0.000623061j -0.00817198-0.0137059j 0.00447585-0.0023638j 0.0121868+0.0181917j -0.02106-0.017239j -0.00136482-0.00211832j -0.00921803-0.00497101j -0.00594601+0.00665319j -0.0106603-0.00912651j 0.000404309+0.00395219j 0.00188883-0.00276669j -8.4279e-05+0.00270387j -0.00175777-0.000686588j 0.00565829+0.00783567j 0.00515654+0.0031331j -0.000111347-0.0086566j 
-0.0440521+0.0374558j 0.0409897-0.0409496j 0.011101+0.0540026j -0.00299172+0.0180302j 0.00778174-0.0204574j -0.0192126-0.00373508j 0.00763254+0.00538073j 0.0131789+0.054249j 0.0020649-0.0123524j 0.0180098+0.00974817j -0.0196055+0.00249548j 0.00926085-0.0196506j -0.00668625+0.0119517j -0.00802815-0.0100817j -0.00919964+0.0235473j -0.00746441-0.0219253j 0.0940389+0.000794077j 0.0505197+0.0844637j -0.0136938+0.031506j 0.0189082-0.132325j -0.0203042-0.226274j -0.0524807-0.0638927j 0.194353+0.0403357j 0.117704+0.00816713j 0.0485688-0.205033j 0.0566709-0.287406j -0.0112906+0.231473j 0.0491423+0.0196562j -0.145773+0.0116415j 0.0620053+0.0381354j -0.0273934+0.0185527j -0.00915221+0.0929883j -0.0535554-0.0803224j -0.18135+0.0351j 0.00497514+0.0312301j 0.0595842+0.0202088j 0.124243+0.0492309j 0.101741+0.0432832j -0.012769+0.0135524j 0.0171822+0.0199073j 0.0215542+0.0155359j -0.0223613-0.00789411j -0.0180237-0.0391253j 0.0230964-0.0656736j -0.0271295+0.0488667j -0.010699+0.0246133j -0.00728484-0.0216985j -0.00455807+0.0149049j -0.0109704+0.00195375j -0.00903693+0.00270986j -0.00929691-0.00413785j -0.0164753-0.0237283j -0.0117299-0.041067j 0.00772216-0.00575444j 0.0179003-0.0333226j 0.0159113+0.0509037j 0.0276029+0.00851164j -0.0011645+0.0305859j -0.00041953-0.039885j -0.0136204-0.00769575j -0.0313629-0.0453626j 0.0139162-0.0324759j 0.0183347+0.0195588j 0.00502543-0.0327683j 0.0202967-0.0074764j -0.00269735-0.0241836j -0.00108362-0.00258811j -0.0266777-0.00141389j 0.0063677+0.00586579j -0.0128595-0.0145082j -0.0111225+0.00415052j 0.0154519-0.00892656j 0.0123983-0.00601923j -0.00297196+0.00601647j -0.0029445+0.00835699j 0.0123146+0.0186224j -0.0015675-0.00560948j -0.0147203-0.0141099j 0.0189806-0.00280363j -0.0168603-0.00776485j -0.00599782-0.00554594j -0.00887668+0.00264949j 0.00706737+0.0131012j 0.00786398-0.00514515j 0.002851-0.00095838j 0.00406518+0.00764074j 0.00697173+0.00565607j -0.0175483+0.00483531j -0.0034096+0.00604036j 0.00172211+0.00428408j 0.00838291+0.000425198j 0.027927+0.0097341j 0.0149029-0.00275004j -0.00406726+0.0268858j 0.037887-0.00606979j 
-0.00594805-0.0346085j 0.0319843+0.00626999j -0.0168751+0.0111092j 0.045713-0.0140427j -0.0022321+0.00720512j 0.0311257-0.00392069j -0.000688639-0.0123829j -0.0044452+0.00860506j -0.00105739-0.0102666j 0.0179836-0.00373917j 0.0108207-0.0108835j 0.00718193-0.00051881j 0.0158941+0.0156818j 0.0130739-0.0115101j -0.00963821-0.0157635j -0.0223068+0.068479j 0.0851126+0.0119917j -0.0459579-0.0646841j 0.278652+0.0311552j -0.0373952-0.0648565j 0.0593111+0.239884j 0.0401012+0.0366777j 0.271386+0.0178978j 0.211659-0.122961j 0.144503-0.0717193j 0.100881+0.161139j 0.102971+0.0752641j -0.0674384+0.130002j -0.0630136-0.0401404j 0.0822001+0.0144389j -0.0438877-0.00887194j 0.0854863-0.0269907j 0.0845587-0.00647494j -0.147119+0.201257j 0.0323623+0.119157j -0.0361384+0.031477j -0.0314528-8.49553e-05j 0.0781065-0.0264248j 0.0185762+0.0451883j 0.0111708-0.00300523j -0.0581181-0.0263654j 0.0687066+0.0127932j -0.021337-0.00784114j 0.0102531-0.0349074j -0.00925518+0.0175082j -0.0246726-0.0569418j 0.000545859+0.00631022j -0.023314-0.0268876j -0.0258042+0.00280737j -0.0251674+0.0120952j -0.0216727+0.0279339j -0.0165115+0.0075133j 0.00336734+0.0363884j 0.0152365-0.0248484j 0.000914466-0.0118379j -0.0380365-0.0138987j -0.0238084-0.0184086j -0.0171443-0.00437945j 0.0174935+0.000241444j 0.00772674+0.0262755j 0.0247668-0.0011166j -0.00418838-0.00794074j -0.00230742-0.00242977j 0.0197923+0.00157979j -0.00530751-0.0186958j 0.0101578-0.000626421j 0.00437459+0.0116127j 0.00406103+0.0194234j 0.00533307+0.000167304j 0.00498017-0.00825166j 0.00504831+0.00293553j 8.4927e-05-0.00721104j -0.00620497+0.0182329j -0.00256591+0.00812156j -0.00318345+0.0103477j -0.00104822-0.009956j 0.0155909-0.0196683j 0.0156188-0.0180912j -0.00196728-0.0121605j 0.0100754-0.0104682j -0.0175314+0.0262209j 0.0100432-0.00894657j 0.00677597-0.0151239j 0.00282966-0.00455212j -0.00168145+0.0173105j -0.00641613-0.0101181j -0.00876565+0.00290033j 0.0111679-0.0186616j -0.015453-0.00146029j 0.000362574+0.00691167j -0.000487828+0.00384644j 0.0110558+0.00988846j 0.0143569+0.0151378j 0.0241798-0.00197015j 0.00656942-0.0251805j 
0.0131853+0.0609852j -0.0135024+0.0487746j 0.0176565-0.0198764j -0.00366711+0.00597057j -0.036773+0.0162078j 0.00253063-0.0167308j 0.0312874-0.00791906j 0.00709602+0.00571204j -0.0292768-0.0013399j -0.000930617+0.00297037j 0.015296-0.0217608j -0.00979595+0.0129235j 0.000542279+0.00377579j -0.0135851-0.012717j -0.0134085+0.00265704j -0.0326414-0.0688181j 0.0141454+0.0616806j 0.0873242-0.119524j 0.0284182+0.0997638j 0.0140565+0.141836j -0.0653622+0.213377j 0.156101+0.023737j -0.0725879-0.048478j -0.0177471-0.110513j -0.0738335-0.0912858j 0.264273-0.0544985j -0.214251+0.00401818j 0.134923+0.00207562j -0.107573-0.131871j -0.0906692+0.0520271j -0.205331-0.0590437j -0.0174424-0.149962j -0.0717908+0.0164243j 0.00369605-0.115918j 0.0637294+0.0158125j 0.0455089-0.0469208j 0.042439-0.0275284j 0.0336488+0.0745349j -0.0237318-0.0167908j 0.00875016-0.0226424j 0.00393061-0.0289357j 0.0039413+0.0419786j -0.0333049+0.0556452j 0.0357817+0.0361413j -0.025289-0.0166862j 0.0199226-0.0663323j -0.00618269+0.0311816j 0.0124238-0.0263481j -0.0081115+0.0229656j -0.0329505-0.00501558j 0.00672668+0.0339447j 0.0379665+0.0157664j 0.035676+0.0230287j 0.00684284-0.0255599j -0.021834-0.0281255j 0.0194057+0.0500563j -0.0166365+0.0068076j -0.0212452-0.00589129j 0.0268778-0.00851327j -0.00905959+0.00262699j 0.0212823-0.00527131j 0.00671221-0.0279126j 0.00984314+0.012997j 0.0108048-0.00252404j 0.015479-0.00954062j 0.0194134-0.013297j 0.014784-0.00729412j -0.0127466+0.00520592j -0.0122672+0.0118438j -0.0170603+0.00407728j -0.00423936-0.00652174j -0.0231684+0.00981105j 0.00671313+0.00982563j -0.0163481+0.0101584j -0.0130866+0.0180181j 2.65121e-05-0.00266611j 0.0104651-0.0227063j -0.028098+0.00730822j 0.00471772+0.0125531j -0.00903583-0.00912111j -0.00518146+0.00785243j 0.00876366-0.0174776j -0.00662407-0.00384133j -0.00449762-0.0025229j 0.00913789-0.000901509j 0.00214903+0.00923365j 0.0155874+0.0140056j -0.00484952-0.00405937j 0.0017472-0.0108461j 0.000711834+0.00201048j 0.00951519+0.00233591j 0.00505339+0.0205706j 0.0163766-0.00343584j -0.0149044+0.000938965j 0.0149238-0.00754501j 
0.00571734+0.0343296j -0.0667698-0.0216524j -0.0144948-0.0220443j 0.0321175-0.0116954j -0.0210998+0.0466276j -0.00657608+0.00808406j 0.0319299-0.0145958j 0.000857105-0.00620087j -0.0171789+0.00531629j 0.00635237+0.0104565j 0.00414096-0.0127205j 0.0112486-0.0163811j -0.0262267-0.00940405j -0.00134956+0.00712838j -0.00468365-0.00167429j 0.0514007-0.053462j -0.128597-0.0863939j -0.00644221+0.164118j -0.0670077-0.0435392j 0.0504122+0.0358323j 0.0825705+0.159254j -0.00122569+0.0379751j 0.0655151+0.199411j -0.117893-0.163092j -0.278298-0.101798j 0.262024+0.0292024j 0.0304793+0.147577j 0.012176+0.0265009j 0.0955265+0.130193j 0.0145563-0.155722j -0.0734079-0.081398j -0.0498064+0.133273j -0.000359181+0.036688j 0.00698579+0.130529j -0.134583+0.0315832j -0.00343699+0.0199559j -0.133713-0.00401791j -0.133895-0.0437586j -0.018289-0.0807812j -0.0200795+0.0324348j 0.0209151+0.0426593j -0.0352231-0.0273532j 0.00697495-0.0826556j -0.0261543+0.0343977j 0.0272906-0.0305322j -0.0278042-0.0165878j 0.00215739-0.00298835j -0.0104158-0.00579562j -0.0259844-0.0264176j -0.0107598-0.00324335j -0.0135943-0.0191025j 0.0123106-0.0175132j -0.000751013-0.0502372j 0.0100636+0.0122608j -0.0113693+0.00155965j 0.000361201-0.0012474j -0.0221892+0.00969195j -0.00292073+0.032413j 0.00459457-0.017011j 0.0171698-0.00806831j -0.0171701-0.0245492j -0.00945644+0.0112549j -0.0148879+0.0101668j 0.00398903-0.0164815j -0.00384244-0.0164581j -0.0148254+0.000194008j -0.00732085+0.00252276j -0.0181801+0.0236614j -0.00365319-0.0112477j -0.0111604+0.0106936j 0.001192+0.00681643j 0.00993201-0.00836011j -9.71133e-05-0.00367582j 2.5584e-05-0.0113029j -0.00586476-0.0138419j 0.00773504-0.00146547j -0.0154901+0.0248408j -0.0268509+0.00288262j 0.00968991-0.0034659j 0.00612985+0.013129j 0.00263861-0.0122776j -0.0160856+0.0011424j -0.0053086+0.019782j 0.00671148+0.00363566j -0.0107136-0.000951617j 0.0074751-0.0103027j -0.0150011+0.00603495j 0.00471395-0.0118315j -0.00942907-0.00286641j 0.000614705-0.00197882j -0.00456868-0.00101836j -0.00274151+0.00762361j -0.0130321+0.00108045j -0.00571919+0.0104855j -0.00904556+0.0131175j 
0.00877987+0.0227638j -0.0234105+0.028115j -0.0479613+7.64958e-06j -0.0339803-0.0483887j -0.0312367-0.0244215j -0.0133548-0.0129474j 0.0476799+0.0177595j -0.0242576+0.0193718j -0.00741176-0.00594115j -0.00622308+0.0125804j 0.0214389+0.0171187j -0.0190416+0.00854679j 0.00559599-0.00070004j 0.00362589-0.00257202j 0.00163199-0.0114184j 0.0199278-0.0515773j -0.0393104+0.00236053j -0.167262-0.034481j -0.0458899-0.0988167j -0.0644034+0.0349793j -0.171932-0.0666902j -0.201759+0.0957294j 0.0113574+0.284423j 0.0610265-0.00702427j 0.096749-0.144715j 0.0581102+0.114128j -0.011374+0.12489j -0.0614505+0.110817j -0.0414357+0.147924j -0.0259662-0.0686784j 0.0892426-0.0165847j 0.115974-0.0291495j -0.0161134+0.0759835j 0.0685099-0.0650028j 0.00752346-0.0569498j 0.0127154-0.0386065j -0.00879318-0.0482503j -0.0359973-0.00283221j 0.0312004-0.0441338j -0.0382753-0.0225173j -0.0359652+0.0145306j 0.0322953-0.0189659j 0.0734981+0.0576521j 0.00757956+0.0136905j 0.0555368-0.0232195j 0.0236216+0.0111683j -0.0405805-0.00642253j 0.0367153-0.00116574j -0.0218956-0.0741345j -0.00966522-0.0756039j 0.0198489-0.0342416j -0.0162993+0.0242579j -0.0128268-0.00131329j -0.0349722+0.0541383j -0.0111418-0.0386257j -0.00513906-0.0150957j -0.00624984-0.0089543j -0.00935831+0.0205123j -0.0254148+0.00372271j -0.0127692+0.00528857j 0.0453222-0.0155436j 0.00881878-0.00425264j -0.0115725-0.00307615j -0.00387846+0.00647169j 0.0116298+0.0092331j 0.0242932+0.00192135j -0.00451843+0.00350492j 0.0129969-0.00262801j -0.00558365+0.00530611j -0.000157526-0.0123609j -0.00563378+0.0059493j 0.00535021+0.00704676j 0.0103818-0.000890216j 0.000118257+0.00192327j 0.00366823+0.0125924j -0.0054626+0.00306893j -0.0118917-0.00534132j -0.0153861-0.0229841j -0.00765801+0.00706254j -0.00249589+0.00295226j 0.00749824+0.00632543j 0.0069215-0.00182691j -0.0148232-0.0127943j -0.00397101-0.00745286j -0.000229164-0.00415577j -0.00850428+0.00430664j -0.00785105+0.00242701j 0.00109484-0.000193001j 0.0212111+0.00656894j -0.00327853-0.00676673j 0.00614007+0.00214155j -0.0274695-0.0138656j 0.010409-0.010252j -0.0122031-0.0323317j -0.026876+0.00962895j 
0.00862867-0.0113983j 0.0226399+0.0293771j -0.00375447+0.00562189j 0.013864+0.0579526j -0.0131621-0.0339167j 0.0223658+0.00722195j -0.0228365+0.0142852j -0.00527683+0.0229172j 0.00503206-0.00754491j -0.0206493+0.0162297j -0.000426066+0.00330162j 0.0134714+0.0087604j -0.0157182+0.000447984j 0.0171803-0.0107221j -0.0139371-0.00519339j 0.0258661+0.00661975j 0.032117-0.0060614j 0.0576969+0.103432j 0.0118284+0.269292j -0.360961-0.00922449j 0.0501177-0.158352j 0.142117+0.195609j 0.0699269-0.14182j 0.0188521+0.134119j 0.190459-0.106661j 0.0373776+0.0203661j -0.0437049-0.137197j 0.155645+0.0851577j -0.0398189+0.065679j -0.0521595-0.0212134j 0.0358169-0.046638j -0.0418389+0.0284096j 0.0376543-0.131803j -0.105243-0.0563765j -0.0480651+0.082264j -0.0379599+0.0320866j -0.0201912+0.0176011j 0.0108404-0.0291124j 0.0466317-0.00255849j 0.0239632+0.0319329j 0.0104851-0.0541304j 0.00170271+0.0589933j -0.0471512-0.104027j -0.114499+0.0147477j -0.0120859-0.0368496j 0.00752893+0.0729681j 0.0250917-0.00801219j -0.0353137+0.00520972j -0.00732177-0.0189865j -0.00421101-0.0366768j -0.0190497-0.00901606j 0.0169731+0.0303158j 0.0206023+0.0047308j 0.0368336+0.0244458j -7.16976e-05-0.0149038j -0.0127529+0.0127268j -0.024473+0.00682086j 0.0119132+0.00943435j 0.0119768+0.0237248j 0.00503781-0.000714239j 0.0176282-0.00612276j -0.00395313+0.000124397j -0.0113982-0.00397174j -0.000116869+0.00477925j 0.0111642+0.0215563j 0.00638527+0.00862533j -0.00428609+0.00945154j -0.000260996-0.0193352j -0.00747792-0.00183297j 0.00713458-0.00544105j -0.00485452-0.00310798j 0.0137792+0.00104309j 0.00457828-0.00674099j -0.00827011-0.00581448j -0.0164018-0.000490076j -0.0178047+0.00237903j -0.009306+0.00474961j -0.00891999+0.00747621j 0.00669953+0.00308766j -0.00983267+0.0102353j -0.00757128+0.000309808j -0.00567256-0.00178338j 0.00254211+0.00955662j 0.00559445-0.00797975j -0.0132801+0.00535241j 0.00354439-0.00120535j -0.00964774-0.0025832j 0.0122514+0.0103332j 0.0166593-0.0181252j -0.00836661+0.00527621j 0.00238412-0.00211492j -0.0221547+0.0196146j 0.0055915-0.00198072j 0.0179376-0.000319853j 0.00647841-0.0184562j 
0.0541035+0.0213352j -0.0622062+0.00174137j -0.00801089+0.0258776j -0.0142189-0.00279461j -0.0039705+0.00680575j 0.00212212-0.0064021j 0.00207251+0.0104515j 0.00682325+0.00132117j -0.00723711+0.00540424j -0.0117327+0.00883788j -0.00902798-0.00264688j 0.0143136-0.0100928j -0.00124157-0.0109916j 0.00832671+0.034246j 0.0171166-0.00199137j -0.143776-0.050143j -0.123391+0.103961j -0.00708027-0.0743891j 0.0609777+0.0244948j -0.247665-0.149238j -0.0385308+0.0977156j -0.1085+0.107294j -0.10059+0.0096912j -0.0984423-0.0609429j -0.104212+0.0847247j -0.0558371+0.0300135j -0.0444341+0.0766583j 0.0632819-0.0403125j -0.0489695+0.15114j 0.0254074+0.00234524j -0.114977-0.0227184j -0.010732+0.0698467j -0.0306852+0.0129665j 0.0357276+0.00268977j 0.00254104-0.0380893j -0.0585186+0.0137759j -0.0282267+0.0260696j 0.00683897+0.12725j -0.184307+0.0440887j -0.0088253-0.00878389j -0.00153223-0.0155762j 0.0345284+0.049587j -0.039427+0.0403145j -0.0613595-0.0457992j 0.0193537-0.0252369j -0.0137395-0.0900372j 0.00274273+0.036253j -0.0165463-0.0370273j 0.0136248+0.00813552j -0.00302563+0.00157195j 0.0326118-0.0051224j -0.00773265-0.00775931j -0.0151507+0.0339462j -0.00741688+0.00519196j -0.00857115-0.00236172j 0.0204879+0.00459385j -0.00560556-0.0305031j -0.00926329-0.0120312j -0.0123531+0.0032899j -0.00190406+0.00252617j -0.0379995+0.0257829j -0.00878987-0.0208588j -0.00147589+0.00510109j -0.00990306+0.00220917j 0.00787689-0.0079692j -0.0215453-0.0067588j -0.00620098-0.00971871j -0.0197835-0.00765254j 0.00894655-0.00844574j -0.00409737-0.0106815j 0.000344759-0.00061318j 0.00412727+0.00412612j -0.00567214-0.0124038j 0.00299453-0.00304725j 0.0118282-0.0102052j 0.0274699-0.00999556j 0.00205308-0.0179135j -0.0108033-0.00232422j 0.00696442+0.00760141j -0.00163323+0.00358546j -0.00161026-0.00546834j -0.00997949-0.00313758j 0.00307935+0.0109425j 0.00652786-0.0118861j 0.00337001-0.00668006j 0.0113118+0.000838001j 0.00522495+0.00516475j -0.00650458+0.0193558j -0.0172107+0.0245867j 0.00419847-0.00893098j -0.00798415-0.000479383j 0.00830543-0.016067j -0.0451551+0.0109725j -0.0245271+0.0147818j 0.00392222+0.0424723j 
0.109398-0.0454612j 0.0494827+0.0817264j -0.00300727+0.0325122j -0.00196109-0.0385249j -0.0210119-0.00104829j 0.0127353-0.0152798j -0.00816594+0.0319342j 0.0116998+0.00573331j -0.00107707-0.0107846j -0.00836679-0.00302294j 0.00647295-0.0108144j 0.0011284-0.0133779j 0.00703507+0.00395409j -0.0146216+0.00814968j 0.00186874+0.0148213j -0.199015+0.112006j 0.0961906+0.153984j -0.0119537+0.167178j -0.132855-0.198383j 0.108413-0.0145012j -0.262338+0.0478678j -0.124881+0.0430117j -0.0865217-0.225857j -0.0088421-0.0324989j 0.0401103-0.0563715j -0.159752+0.132523j -0.00364136-0.0169233j 0.13658+0.136143j 0.0107936-0.0556363j 0.0190287+0.0764283j -0.0858123-0.0902099j -0.0755294+0.0896559j -0.0829178+0.0451014j 0.0508111+0.109603j 0.0658286-0.0106281j -0.0243076+0.000317835j -0.00284007+0.050391j 0.177389+0.0377049j -0.0902897+0.171044j 0.0206325+0.0599456j 0.075284+0.0509461j -0.0581921-0.0804706j 0.02498-0.0658688j -0.0169698+0.00746685j 0.0316907+0.0378981j 0.0649138-0.0401372j -0.0149625-0.0236967j 0.0155515+0.023704j 0.00752569+0.0253906j 0.0162913+0.0112997j -0.00326735-0.000252734j 0.00691999+0.00648179j 0.0165305+0.0094333j 0.0253827-0.0159106j -0.0135049+0.00212452j 0.0101718-0.00197961j -0.00619965-0.00581323j 0.00539034+0.0109922j 0.0039008+0.00363564j 0.00143164+0.000825256j -0.0135556-0.0140688j -0.0104996+0.000426279j -0.00222263+0.00913613j 0.00396335-0.00692307j 0.00253522-0.00494674j -6.86593e-06-0.00156411j 0.00645622+0.0140558j -0.0017979-0.00231353j 0.00392707-0.00461815j -9.12249e-05-0.00746557j -0.00182218-0.00348398j 0.0150366-0.0200076j 0.00443355+0.0100609j -0.00555494+0.00676856j 0.000365723+0.0175945j 0.0135806-0.00430425j 0.00451293-0.0145137j -0.00830934+0.01627j 0.0120133-0.00177733j -0.0163895-0.0132953j -0.0194872-0.0140659j -0.00389735+0.00535279j 0.00513854+0.00320536j 0.010935+0.0184071j 0.00631223-0.000596541j 0.00150329-0.00200308j 0.00957921-0.001007j 0.0112751+0.0222781j -0.0214074+0.00935935j 0.00609853+0.0010109j -0.00633888-0.00429222j 0.0395281-0.00847589j -0.0040973+0.00652858j -0.000199764+0.0400412j 0.028044-0.00259828j 
0.00367058-0.0383178j 0.0388207-0.0413166j -0.0568249+0.0189421j 0.0169167-0.0169057j -0.0074186+0.00222797j 0.0129009+0.0175855j -0.00536131-0.0167401j 0.00202653+0.0227693j -0.0103366-0.00806919j -0.0102471-0.0137991j -0.00495403+0.0106836j 0.0118615+0.00254511j -0.00473916-0.000143909j -0.000572697+0.00706068j 0.00547561+0.0106414j 0.019165+0.151275j 0.123832-0.0944464j -0.0738455+0.217838j -0.0204764-0.0903875j 0.0408294+0.0666276j -0.148136+0.132544j 0.192005+0.0832825j -0.0536026+0.00346991j 0.00302136-0.0230218j -0.0360403-0.106042j -0.116827-0.188752j 0.1145-0.0261154j -0.0527399-0.0683442j -0.0120154+0.0564306j 0.0472583-0.0183423j -0.0118987+0.0322909j -0.0960509-0.00988957j -0.11312-0.123954j -0.0229294-0.0347044j 0.0159373-0.00702273j -0.0214784+0.0936401j 0.0035568+0.0117898j 0.0691779-0.210572j 0.136083+0.0554334j 0.00402496+0.0101304j -0.029176+0.0341835j 0.03081-0.0446929j -0.00768661-0.0283301j -0.00411214-0.0539746j -0.0281509+0.0136808j 0.0251791-0.0429536j -0.0183813+0.0317697j 0.009443+0.00835785j -0.0275926+0.0109489j -0.047011+0.0162863j -0.0128829-0.0261261j -0.00197437+0.0107442j -0.00535175-0.0147442j 0.00149476+0.00978185j -0.00922177+0.0176571j -0.0152403+0.00841436j 0.00828792+0.0286069j 0.019598+0.0178253j -0.00562693+0.00433734j -0.0139441-0.00448944j 0.0108481-0.0328084j 0.0155922+0.00117029j -0.021915+0.00294312j 0.0042137-0.00132887j 0.0023714+0.00458495j 0.022557-0.0131756j 0.00482946-0.00803556j 0.00442137-0.0148935j -0.000111484+0.00655843j 0.0139434+0.00139198j 0.012212-0.0090868j 0.00474366+0.00484903j -0.00468639-0.00755658j -0.00941797+0.00417112j 0.0142726+0.00305611j 0.0131099+0.00919313j 0.0160227+0.0119621j -0.00259884+0.0256407j -0.00395303+0.00939382j 0.00511437+0.0132754j 0.015987-0.014765j 0.00668063+0.00109666j -0.00855173+0.0113472j -0.0243564+0.0140973j 0.00456854-0.0043017j -0.000559686+0.0110473j -0.00290389-0.0131093j -0.0149318+0.0204258j 0.00514049+0.00266708j 0.0042248-0.00607399j 0.003343-0.00302369j 0.00370939-0.0244146j 0.0180341-0.0217728j 0.00481589+0.0115041j -0.00990876-0.00364049j 
