-0.0492456+0.0222277j -0.0115982-0.0333194j 0.045798+0.0613059j 0.0330475+0.0287491j -0.012794-0.0427017j 0.00879121-0.0312169j -0.0190814-0.0875204j 0.00624242+0.0485626j 0.0142056-0.0114078j -0.00822046-0.000870547j -0.00731654-0.00618115j 0.0184408+0.0290576j -0.0188344+0.0400275j 0.040242-0.0363279j -0.00978092+0.0415681j -0.0310234+0.056099j -0.029203+0.0299846j 0.00335552-0.0106724j 0.00566896+0.0156809j -0.00614281-0.00125659j 0.00393046+0.0378784j 0.0173309-0.00176679j 0.0247519+0.0335034j 0.0780713-0.0783576j -0.0136896-0.0176015j -0.0232397+0.0256884j -0.0290708-0.0032914j -0.0355857+0.0572922j 0.000584654+0.025422j 0.0220204+0.00766005j -0.0303117-5.22431e-05j 0.009252+0.0271873j -0.0148011-0.00411439j 0.0182678+0.0208922j 0.0239978+0.0186268j -0.038946+0.0126442j 0.00576962-0.018668j 0.0269591+0.000876783j 0.00906055-0.00578603j -0.0149418+0.0285945j -0.00582875+0.0232097j -0.0155972+0.0619703j 0.00758776-0.0127862j -0.0128761-0.0370507j -0.0182278-0.036515j -0.0310268+0.0131856j 0.0175269+0.0370378j 0.0189078+0.0319765j 0.0160317-0.032954j -0.0638488+0.00335388j -0.000500161+0.0291706j -0.0252548+0.00701523j -0.00680136-0.0247448j 0.0553589-0.0935875j -0.0489288+0.0395271j 0.0273738+0.0376918j 0.0227643-0.0401976j -0.00478904+0.0127815j -0.184727-0.0417949j 0.0969145+0.160629j 0.0583228-0.0878456j -0.0455728-0.0268316j -0.148052+0.0601984j -0.0486485+0.132839j -0.00625359-0.050059j -0.0524917+0.0307417j 0.00501445-0.0522236j 0.0937659+0.0138857j -0.0873382+0.0298641j -0.02249-0.132418j 0.039767-0.0696562j -0.0346324-0.0153003j -0.147736+0.0393128j -0.0646868+0.171638j 0.188375-0.0491331j -0.17141+0.274641j -0.206233+0.12255j 
0.0230256+0.0566603j 0.039307+0.0531815j 0.0549565+0.0717708j -0.0677307-0.0187209j 7.16933e-05-0.0540015j 0.0483054-0.00172239j -0.0495037-0.0213848j 0.0136247+0.0112095j 0.015134+1.25558e-05j -0.00601074-0.011985j 4.20039e-05+0.00695807j 0.018872-0.00634017j 0.0193678+0.00345926j -0.0372245-0.00277251j 0.0115639-0.0248711j -0.00781741+0.0517807j 0.0235353+0.0125676j -0.0115182-0.0314641j 0.00341817+0.0119734j -0.00130858-0.0109124j 0.031266+0.0218393j 0.0329626-0.0199106j -0.013441+0.0471209j -0.00284111+0.000274701j 0.033791+0.0277539j -0.0303031+0.0549552j -0.00845936-0.0166755j 0.0337868+0.003321j 0.0186641+0.0251486j 0.0241813+0.0532378j -0.0412915-0.030239j -0.00243197-0.013829j -0.00351083-0.039053j 0.0193408-0.014108j -0.00886579+0.0161357j -0.00456965+0.0301046j 0.0321029-0.0409859j -0.0086787+0.0404065j -0.0544923-0.0359313j -0.0231809+0.0307873j -0.00430749-0.0108695j 0.010456+0.00838957j -0.0230914+0.0295536j 0.0412184+0.0094285j 0.0101553-0.0252629j 0.0537374-0.00443854j 0.00898223+0.0263114j -0.0249613-0.00245591j -0.00115222+0.0200153j 0.0436509-0.0353996j 0.00600721-0.0355896j 0.022616-0.0159369j -0.0347598-0.0209754j -0.0120059-0.0574058j 0.0327873+0.0436289j 0.0395951-0.0385264j 0.0130835+0.00398043j 0.0126667+0.0257133j 0.00434731-0.0595464j -0.0190097-0.0261417j 0.0223087+0.0180655j -0.0214748+0.014999j -0.00804458-0.00323988j -0.00823021+0.0611428j 0.0416596-0.0228101j 0.0307915-0.00621297j -0.0109425-0.0618797j -0.0477983+0.0420492j -0.0232319-0.0179263j 0.00273813-0.0344695j 0.0219817-0.0595824j -0.019099+0.0140031j 0.0147574-0.00305374j -0.0380572+0.00851548j 0.000562141+0.0079407j 0.013526+0.0137512j 0.0150255+0.00972036j 
-0.00105989-0.0012984j -0.00971158-0.00940614j 0.00388281-0.0277524j -0.00515987-0.00452504j 0.0176854-0.0159429j -0.012538+0.00453471j 0.0208492-0.0377662j 0.0215619+0.00173799j 0.00970006-0.0154298j 0.0101832+0.00194741j 0.00319195-0.00445965j -0.0170549-0.0346315j 0.0269525-0.0294699j 0.0377113+0.017212j -0.0175831-0.0178472j -0.00376947-0.0145616j 0.0179348-0.00239207j -0.0412947+0.00900513j -0.00602101+0.0122981j 0.0083569+0.0175943j 0.0118003-0.0170972j 0.0307347-0.0185215j -0.0513339-0.0181085j 0.0117138+0.00358727j -0.0262468-0.000692625j -0.00956112+0.017485j -0.00983079-0.0211034j 0.009926-0.0253828j 0.00827678-0.0305512j 0.007232+0.00588496j -0.0116639+0.00588711j -0.0335418+0.0148841j -0.0177929-0.00298452j 0.0291705-0.00936761j 0.0028263-0.0309231j -0.00872571-0.0060182j -0.0106983+0.0226201j -0.000778645+0.0204376j 0.00704074-0.0379901j 0.00858093-0.00444734j 0.00129455+0.00293179j 0.0130898+0.00873154j -0.0268658+0.0193965j 0.00831336-0.00830502j 0.00249932-0.0150773j 0.0194267+0.00357072j 0.0177954-0.0209162j -0.0325094+0.0335308j -0.0125756+0.0432452j 0.0140307-0.00755095j 0.0213074+0.00684996j -0.0056089-0.00526354j 0.0379156+0.020055j 0.00332465+0.00435018j 0.00168263-0.00625607j 0.014088+0.0383581j 0.0319629+0.0113597j 0.0249168+0.0291635j 0.019341-0.00576396j -0.0336546-0.00759185j -0.00330174-0.00206246j -0.0179756+0.0246394j 0.00905461+0.0456288j 0.0216819+0.0100207j 0.0103871-0.0281405j -0.0132989-0.0396458j -0.0429263+0.0222494j 0.019067+0.0382117j -0.0376932+0.026791j -4.61108e-05+0.0211704j 0.00751248-0.00792023j -0.0206806+0.00759544j -0.000395081+0.00206593j 0.0118996+0.0012154j 0.0026429-0.00998412j 0.00140256-0.00389876j 0.000679903-0.00165857j 
0.00722202+0.00837901j 0.00765137-0.000811696j 0.0034658+0.0127828j 0.0163257+0.0059533j -0.0139349-0.0111508j 0.0102444-0.00903383j -0.0203143+0.00743332j -0.0393155-0.0264803j -0.014759+0.0177619j -0.0111122+0.0037478j -0.00722022+0.0172247j 0.0213159-0.0228587j 0.00718062+0.0211019j -0.00259367+0.0115807j -0.00593874-0.00343288j -0.0211978+0.0118437j -0.0166699-0.000283552j 0.000625339-0.0229148j -0.0168223-0.00644685j 0.004515+0.00425116j 0.0186943+0.00723991j -0.00453096+0.00391957j 0.00568873+0.0134343j 0.0128561-0.00254038j -0.0280437-0.00760149j 0.00787053+0.00449658j -0.00356455+0.0258554j 0.0452314-0.000841448j -0.00317504+0.0137004j 0.0195761+0.00757139j 0.000513202-0.0236214j 0.0207532+0.0181607j 0.0224417+0.00428167j 0.0233824-0.00451049j -0.00521041+0.013502j 0.0183361-0.00179712j 0.012851+0.0189719j 0.00154427+0.0149066j 0.0120541+0.00914984j -0.0105138-0.0456334j 0.0300977-0.0217247j -0.0119389-0.00756714j -0.0104279-0.0171496j 0.01768+0.000792931j -0.00959059+0.0244041j 0.0425118-0.0330531j -0.015863-0.000522652j 0.0415899+0.017068j -0.0209151+0.0463898j -0.0265014-0.0279711j -0.0240211-0.0207108j -0.0165777-0.00188906j 0.0093408-0.0339429j 0.0330193+0.0165619j 0.0179668-0.00651631j 0.0267757+0.00159351j 0.00116513-0.0120382j -0.0045505-0.0147358j 0.00311122-0.00325446j 0.0170456+0.0146273j -0.0222481+0.00201227j 0.0220156-0.00372542j 0.0237009-0.0244967j 0.0190685+0.00342029j -0.0106844-0.0314585j 0.0237118-0.0388849j -0.0319094+0.00410359j -0.0319046+0.0398709j -8.51741e-06-0.0122867j 0.00851597-0.00719762j -0.00421672+0.00291065j -0.000555642+0.0168922j 0.00803633+0.00113666j -0.00569635-0.00122921j 0.00597576-0.00602478j 0.00105005-0.0138874j 0.00379367+0.00714856j 
0.0323436+0.038256j 0.0214027+0.0215896j 0.0376084+0.0485544j -0.035995+0.0154579j -0.0191362+0.000780077j 0.0138642+0.000386033j 0.00717356+0.0163022j -0.016822+0.0132773j 0.0160242+0.00422829j 0.00611889+0.00510796j -0.0212573+0.00284728j -0.0187053+0.00807357j 0.0135646-0.00537403j 0.00770663-0.00635505j -0.0152606+0.00604871j -0.0282058+0.0273603j 0.0169717+0.0235623j -0.00393423-0.00629584j -0.028517-0.0272165j 0.0123462+0.00950077j 0.0214685+0.0137736j 0.00120574-0.0260632j 0.0170748+0.0345467j -0.00377052+0.0105167j 0.0182605+0.0251913j 0.0112417+0.00835168j -0.0301915+0.0297642j 0.035072+0.0169599j 0.0208965+0.0233832j 0.00520728+0.0130139j 0.0254209-0.000640497j 0.0196027-0.0204118j 0.0330095-0.0130596j 0.00795942-0.0261512j 0.0168132+0.00985147j 0.0105112+0.00264182j 0.00542586+0.0171487j -0.0170726+0.073279j 0.0203538-0.0136472j 0.00668265-0.0204603j 0.0103679-0.000189088j 0.0179814-0.0278634j 0.00437729+0.00190762j 0.0188653+0.0291091j -0.00507975-0.00061722j -0.0051644-0.000251015j -0.00509708+0.00756228j -0.0241234-0.0202977j -0.0342358-0.0210471j -0.0065102-0.0105261j -0.00278143-0.0297005j 0.00580264-0.0151717j 0.0131545-0.0235994j 0.0176745-0.0064732j 0.00245536+0.00126062j 0.0095913+0.0443217j 0.00921083-0.0120738j -0.0236321+0.0092899j -0.0213916+0.00366227j 0.0365056+0.00999188j -0.00146113+0.0177455j -0.00171928-0.0227836j 0.00466042-0.0405807j 0.0136069-0.0239038j -0.0365347-0.0336511j 0.00264414+0.00135984j -0.00847866-0.00864827j -0.00457401-0.0057427j -0.00758411-0.0294374j 0.00626451-0.0274659j 0.00327888+0.00432449j 0.0110565+0.00918172j -0.0113944+0.000162832j -0.0275988+0.0104578j 0.00954117+0.00423226j 0.00383485-0.00314893j 0.0101606-0.00435359j 
-0.010447-0.0180696j 0.0146354+0.02251j -0.0455743+0.0112122j -0.02377-0.0115976j -0.00945336+0.0272839j -0.00430145+0.0111268j 0.0283845+0.0435812j -0.0146956+0.0202259j 0.0102537+0.025378j 0.00618443-0.000614091j -0.0184138+0.00482129j 0.0104273+0.0028642j -0.00288678-0.00179054j 0.0021573+0.0111398j 0.00253383+0.00541307j -0.0051694+0.00386319j 0.00302725-0.0225275j -0.0150442-0.0221363j -0.00259681+0.0200683j 0.0152971+0.00872091j 0.0126004+0.0211652j -0.0200757-0.00333376j 0.00670232+0.00244923j -0.0219348-0.0152954j -0.00260658-0.0143613j 0.00853364+0.0218549j 0.00597562+0.0173006j -0.0116417+0.0203537j -0.00951036+0.0110614j -0.0181885-0.0341978j 0.00949021+0.0210731j -0.0274591+0.0181845j 0.00996479-0.0037984j -0.00752143-0.0154874j 0.01746+0.00399062j 0.0173153+0.00749164j -0.000277829-0.0118966j 0.0219788+0.0173795j 0.012151+0.00626481j -0.00389297+0.0134182j 0.0263079+0.0205477j 0.0053004+0.0329788j 0.03205+0.0187262j -0.0124852+0.0063045j -0.035364+0.0527423j 0.0347257-0.0109563j -0.00257457+0.0148236j -0.0353541+0.0216585j 0.00282214-0.0175175j 0.0363299-0.0126559j -0.00300932-0.00626293j -0.00629067+0.0131737j 0.0454425-0.00297714j 0.0158774-0.00827006j -0.0141497-0.00255002j 0.020172-0.0215952j 0.00666031-0.00951494j 0.0194163-0.0103283j -0.0116067+0.0415571j -0.0158667-0.0108014j 0.00521445-0.0224169j 0.0111779-0.0100129j -0.0307806+0.0213622j -0.0123493+0.0348257j 0.00761212+0.016918j 0.00479555+0.0162013j -0.0154312+0.0173372j -0.00758041-0.00724055j -0.00394145+0.00563743j 0.00225063+0.0101997j 0.00145609+0.00207534j 0.0284583-0.00908178j -0.00811291-0.0100895j -0.00461371-0.00207182j -0.00975824+0.0123385j 0.00362536-0.00121839j -0.0053441-0.0114693j 
0.0183494+0.0247262j 0.00335744+0.00384701j 0.0332844+0.0214822j -0.0139632+0.0142543j -0.00665048+0.00224551j 0.0128778-0.000754582j -0.00317486+0.000758403j 0.0060769+0.0149529j 0.0151449-0.0100971j -0.00168319+0.000195778j 0.00459788-0.00624651j -0.00931576+0.0202393j -0.0128538+0.00819565j -0.00755421-0.0157741j 0.00763342-0.00575646j -0.00738797+0.00796458j 0.0114713+0.0147832j 0.0221254-0.00458586j -0.0264661+0.0225895j 0.00376692+0.00233858j -0.00217233+0.00965503j -0.0176094-0.017395j 0.00385771-0.0106091j -0.00886662-0.00130533j 0.00767317-0.00150625j -0.000370473-0.0203104j -0.0297024-0.0216192j 0.0131551+0.00421486j -0.0106811+0.00946889j -0.0135348+0.00143282j -0.0115822+0.0181634j -0.0042932-0.0150137j -0.000594672-0.0338397j 0.00950204+0.00736242j 0.0231917+0.00939464j 0.0143656+0.015241j 0.0204239+0.0213726j -0.00474165+0.0202749j -0.0223035+0.0201746j 0.00621307-0.00825441j 0.0278948-0.0242391j -0.000881574-0.0157377j -0.0278036+0.0186743j 0.00793673-0.00491933j -0.0116178-0.0337021j -0.00267661-0.0166064j 0.0119122-0.013646j -0.0161782-0.0475966j -0.0188699-0.0216033j 0.0174977+0.00649828j -0.0109097-0.000207395j -0.0166725+0.00282409j -0.00735456-0.00439222j 0.00465448-0.0141511j -0.0120265-0.0158086j -0.00736048-0.0184584j 0.0102656-0.0506765j -0.00131328-0.0192243j 0.0137956-0.0148763j 0.000341912+0.0271993j 0.0133161-0.00330875j -0.00111308-0.00683125j -0.00670025+0.00208545j -0.0110903+0.0154369j -0.028113-0.00865519j -0.00122857-0.00697982j 0.00554324-0.00342236j 0.00674686+0.000796799j 0.000901689+0.000426995j 0.0076475-0.0124099j -0.000363219+0.00253294j -0.00180954+0.00149233j -0.00423669+0.00167311j -0.0147243+0.00812689j 0.0106204+0.000732486j -0.000959628+0.00548037j 0.00675084-0.0036253j 
0.00353856-0.00305085j -0.0138678-0.0189436j 0.00735151-0.0140164j 0.0198175+0.00701261j 0.000341585+0.00593656j -0.0103551-0.00597977j 0.00841271-0.0104727j -0.00668349-0.0143813j 0.00780481-0.0130388j 0.00366596+0.0105778j -0.00223522-0.00542101j -0.00611306-0.0167478j 0.00387638-0.0179221j 0.0132303+0.0108379j -0.025051+0.00549069j -0.0100482-0.00108135j 0.00586947-0.00761531j -0.00259836+0.0102909j 0.0216988-0.0261168j 0.00636177-0.00574749j -0.0108643-0.0196905j 0.0129321-0.00427256j -0.00574031-0.0109393j 0.00744092+0.0266224j 0.00823786-0.0132307j -0.00216272-0.0188837j 0.0236962-0.00129292j 0.0131475+0.00960565j 0.0189445-0.0116796j 0.00157202+0.0281857j -0.0156329+0.00325479j 0.00910399+0.00100323j -0.0019811+0.0128967j 0.000329221-0.00642348j 0.0086339+0.0107895j 0.0288597-0.00535847j -0.0110352+0.00097961j -0.00877405-0.0387889j 0.00498038-0.000694412j -0.0117772-0.0157102j -0.0106721-0.0178042j 0.00869532+0.00745285j 0.00561823-0.0351855j -0.0111955-0.00577552j -0.0106911-0.00750102j -0.0123538-0.0262988j 0.00578263+0.0319011j -0.00576293+0.00432664j 0.00437525+0.00456669j -0.00512516-0.00790981j -0.00940181+0.00435348j 0.0101168+0.0261462j 0.0213184-0.00359375j 0.00750972+0.00375852j -0.00720566+0.00310394j -0.0122288+0.00330483j 0.00814221+0.0156171j -0.00724688+0.00837411j -0.00974268-0.00443185j 0.0128091-0.0448341j 0.0146692-0.000680215j -0.0133008+0.0154221j -0.0097514+0.00149099j -0.0140143-0.0102747j 0.0158453+0.000764309j 0.0188952+0.00384148j 0.0320861-0.00456687j -0.0110261-0.030719j 0.00501151-0.0139867j -0.0157244-0.00579905j -0.00812963+0.00601865j 0.00283374+0.00330805j -0.00297331+0.00369343j 0.00700763-0.00785477j -0.000591922-0.00602069j -0.00366952-0.00499781j -0.00273505+0.000741015j 
-0.0259608-0.0183925j -6.73665e-05+0.0113304j -0.0305502-0.0241454j -0.0163856-0.0365305j 0.0334041-0.00655774j 0.0162457+0.0106684j -0.00287061-0.0166211j 0.0346007+0.0117523j 0.0157534-0.0128302j -0.00289544+0.00106042j 0.0128475-0.0294468j 0.0279715-0.00269273j -0.00269002+0.0101634j -0.00324814+0.00378933j 0.0182501-0.0249075j -0.00801857-0.0227363j 0.0081223+0.0101692j -0.0031784-0.0201578j -0.0169123+0.0118281j 0.00409828-0.0165981j -0.00133105+0.00542209j -0.021537+0.017679j -0.0100142-0.0357205j 0.0227455+0.0139329j -0.0132379-0.00444372j 0.00111396+0.0108146j 0.00575786+0.0131087j 0.00444403-0.0176821j 0.0295388+0.0286329j 0.0174767-0.0201341j -0.019754-0.00888016j 0.0215934+0.0186752j 0.00289913-1.6913e-05j -0.00449481+0.0171064j 0.0217004+0.00636483j 0.0213414+0.0171763j -0.024945-0.00920339j 0.0378427-0.0134634j 0.00529677+0.00408946j -0.0053795-0.0039423j -0.00497393-0.0144552j 0.0332801-0.00273001j 0.0334122+0.0206001j 0.0109048-0.0428069j 0.0179975-0.000906662j -0.0117677-0.0115822j 0.0172566-0.0017441j 0.00261965-0.00545508j 0.0215304-0.0048034j -0.0178583-0.0188041j -0.00947059-0.018737j -0.00300518+0.00337448j -0.00288108+0.0170105j -0.00250301-0.0176228j -0.00938264-0.0225659j -0.00573319-0.0118476j 0.009136-0.0235933j 0.012392-0.00899121j -0.0217554-0.00776714j -0.0169614-0.0270741j 0.00219307-0.00505738j -0.00524157+0.039234j 0.00941274-0.00889708j 0.0055242+0.0140299j 0.0162436+0.0258363j 0.0333785+0.00466847j 0.000911597-0.0256751j -0.0138829+0.0235618j 0.0013577-0.0106727j -0.00211442+0.0135571j -0.00790958-0.0144051j -0.00961661+0.00913403j 0.00930908-0.00218404j -0.00891291-0.0173584j -0.0160436-0.0030678j 0.00599261-0.00524275j 0.00122513-0.00484957j 
-0.00917809-0.0158812j -0.0154674-0.00842256j -0.0074313-0.0151713j 0.00558672-0.0103504j 0.0146666+0.00926193j -0.0146054-0.00512883j 0.0158392-0.0035189j 0.00560261-0.0056672j 0.00248297-0.00596449j 0.00296465-0.00225321j -0.00171362+0.000538291j -0.0213697-0.0094207j -0.0241037-0.0374162j 0.0258289+0.00810683j 0.00304736+0.00728001j -0.0055522-0.00089672j 0.00158683-0.0197721j 0.017248-0.00665239j -0.00199382+0.000994013j -0.0112054-0.00515303j -0.0198326+0.00121709j 0.00902301+0.0187154j -0.00835023+0.00102712j -0.0211673+0.00691472j -0.0189607-0.00888683j 0.00800849-0.0270467j -0.00976471+0.0482676j -0.0144127+0.000430774j -0.00491663-0.0139635j 0.0112018-0.0137288j -0.000227538-0.000307815j -0.00804536+0.0237414j 0.00744823-0.00794352j -0.00178091+0.0195646j 0.0161673-0.00229842j 0.0062321+0.0143384j 0.00659379-0.0234131j -0.00163495-0.0207603j 0.00238634+0.0244839j 0.00997892-0.0352824j -0.0127907+0.0194897j -0.0170741+0.00680321j 0.0187082-0.00258357j 0.00605856-0.0156145j -0.00613839+0.0164857j 0.0115019+0.0319806j 0.0224108-0.00723042j -0.0294694+0.0218035j -0.0102009+0.0125322j 0.00315337+0.00978167j 0.00258344+0.0131301j -0.0186104+0.0081912j -0.00673069+0.0239433j 0.000277767-0.00429405j -0.0148329-0.00347811j -0.00587719+0.00234219j 0.00902735-0.000626066j -0.0252594+0.0105503j -0.00401283+0.0292298j 0.00954502-0.0144378j 0.0117816-0.0017254j 0.00166726+0.00833407j -0.0108099+0.0462451j -0.0167844-0.0289487j -0.0203427-0.00639472j 0.00638007+0.0157182j 0.00678303+0.0221204j 0.0075916-0.0236655j 0.00115747-0.0019287j -0.00201392+0.000451193j -0.00771279+0.0181237j 0.00531876-0.00361422j -0.00139271-0.00393376j 0.00177347-0.00594281j -0.00719735+0.000270491j 4.33495e-05+0.00522417j -0.00136836-0.0119583j 
0.00133914+0.00920398j 0.00617171+0.00971699j 0.0112246+0.00485546j -0.0217989-0.00492521j 0.00869379-0.0126145j 0.00189923+0.0163929j 0.00259363-0.0250691j 0.0325575+0.00918737j 0.000909358+0.00149829j -6.29231e-05+0.00396092j 0.00222532+0.00138473j -0.00535918-0.0144859j 0.0013647-0.0103216j -0.00626882-0.00120233j -0.019323+0.0122104j -0.00578349+0.0319262j 0.0143298-0.00354596j -0.00966858+8.59391e-05j 0.00318571-0.019565j -0.00482827-0.0143287j 0.0140896+0.0201749j -0.00731116-0.00380397j 0.00738232+0.0325386j -0.0108488-0.00257349j -0.00657565+0.0326556j 0.0120029+0.0216806j -0.0126725+0.00592858j -0.0124503-0.0325001j -0.0115348+0.0169673j 0.0138086+0.00894203j -0.032532-0.0121379j 0.0115627-0.0179729j -0.0202874+0.00845678j 0.0157353+0.0170224j 0.0332539-0.00246843j 0.00416446+0.0168257j 0.00460807-0.00250279j -0.0189394+0.00895319j 0.0128876-0.00943053j -0.0287508-6.2429e-05j -0.00861919-0.013644j 0.00136581+0.015766j -0.00624592+0.0331632j 0.0160419+0.0370138j 0.0137593+0.00275658j 0.0230958+0.0171328j 0.00350908-0.0308597j 0.010857-0.0173346j 0.00464141+0.000571255j 0.0203949-0.0120735j 0.0303616+0.0060701j 0.00650089+0.0437768j -0.00199629+0.0106479j 0.00258657-0.00856051j -0.0266609-0.00521349j -0.030723+0.0086053j -0.0125622-0.00478747j -0.0116868+0.00373397j -0.00359587-0.016382j 0.0166569+0.0110508j 0.0177753-0.00767987j 0.0195347-0.0255012j 0.00510717-0.0134887j 0.0198968-0.0100749j 0.00153604-0.00912794j 0.00999532-0.00282453j -0.0175238-0.0181011j 0.00272332+0.0211282j -0.00232053-0.00059514j -0.00321448+0.000502921j 0.0134493-0.00547139j -0.00982162+0.00156143j -0.00124974+0.00327834j -0.00700314+0.00686937j 0.0002451+0.00486931j 0.00283916+0.00725288j 0.00297336-0.000907318j 
-0.0125489-0.00635992j 0.0210993+0.0275197j -0.0285878+0.00434889j -0.0368815-0.0259204j 0.0121608-0.0115667j 0.00629604+0.00861318j 0.00697946+0.00851105j 0.0129227+0.0166924j 0.00417462+0.00931745j 0.0068264-0.0132404j -0.00489694-0.000559706j 0.00976129+0.00187952j 0.00527551-0.0067937j 0.00547428+0.00269215j 0.00877697+0.000296052j 0.00979937-0.0117055j 0.00752131-0.000610379j -0.0293239-0.00915781j 0.000967947-0.000636568j 0.0271671+0.00952682j 0.00751353-0.00587928j 0.00755144-0.0172914j 0.00912279-0.00323605j 0.0140773+0.0105104j 0.0195167+0.0180528j 0.0276764+0.0578295j 0.00789935-0.00163816j -0.000404271+0.00875808j 0.0286283-0.00859437j 0.0202382-0.0193643j 0.0366892-0.0190537j 0.0112605+0.00890943j -0.0415998-0.00205443j -0.0159092-0.0159975j -0.0152652-0.00645872j -0.00850332-0.014869j 0.00301051+0.00133498j 0.00156086+0.0248146j 0.0236861+0.00788042j -0.0050148+0.00512081j -0.0076639+0.0142701j 0.00421531+0.0195325j -0.0154518-0.00500514j -0.0221824+0.00361714j -0.0330087-0.030475j -0.0236799-0.0120478j 0.00636834+0.00265437j -0.0145541+0.0110836j 0.00322096-0.00194591j 0.0278409+0.00872821j -0.00681871+0.0114907j -0.0377438-0.000343243j -0.00127854-0.00950387j -0.0208106-0.00601277j 0.00307414-0.0138914j -0.00306488-0.0260639j -0.0183119-0.00762819j -0.00357273+0.0168736j -0.0315573-0.011351j 0.023682+0.00855947j -0.005589+0.00869321j -0.00475294+0.0100875j 0.0175171-0.0070434j 0.0134799+0.0101375j 0.0169415+0.00838883j -0.00942267+0.0152349j 0.000590548-0.0213051j 0.00544442+0.0115064j -0.00753798-0.00899228j -0.000877413+0.00443684j 0.00378259-0.015146j 0.000445776-0.002905j 0.00236622-0.00806362j -0.00875262-0.007184j -0.01356+0.00559564j 0.00695546-0.0074385j 0.00152618-0.00319929j 
-0.00471219-0.00243691j 0.000146792+0.00280428j -0.00212661-0.00158105j -0.00338211-0.00372462j 0.00612119+0.00314487j 4.48212e-05+0.0104157j 0.00113911-0.010698j 0.0139311+0.0100261j -0.00347032-0.0072676j -0.00105648+0.0095741j -0.000569045-0.00793628j 0.0057864-0.00953787j 0.00941461+0.0190983j -0.0111303-0.00134566j -0.0102716+0.00184348j -0.0085333-0.00405461j 0.00502159+0.00350667j 0.0170597+0.015998j -0.00651801-0.00603627j -0.0145937-0.0200871j -0.0118623-0.00878893j 0.00306289+0.041286j 0.0206381+0.005219j 0.00638369-0.00707327j 0.00684414-0.0122555j 0.0125946-0.00389457j 0.00594732+0.0145342j -0.0297564+0.0186197j 0.0292561-0.0106291j -0.00318429-0.0112783j 0.00910395-0.00471257j 0.0219724-0.00229082j 0.0286005+0.026842j -0.00341828+0.021826j -0.0156737-0.0302166j -0.00981543+0.0221403j -0.00844423-0.0162376j -0.00869414+0.0239573j -0.00281048-0.0436265j -0.0185472+0.00453549j -0.0168272+0.022338j 0.00746488+0.00730379j -0.000405286+0.00263554j 0.00886129-0.00871852j 0.0118423+0.0134217j 0.00134808-0.0258243j 0.00138248+0.00889571j 0.00839002+0.00870219j -0.00816943+0.013043j 0.00106337-0.0182542j 0.00746662-0.0148018j -0.00481959+0.00513725j -0.0103456+0.0137011j -0.00828955-0.0161273j -0.00275495-0.00302698j -0.0012511-0.00477133j 0.00663061-0.00276804j -0.00225458-0.0126413j -0.00351038+0.0288401j -0.00627292-0.00969881j -0.00524863-0.0361628j 0.00857783-0.00771557j 0.0038464-0.00288085j 0.017+0.007904j -0.00446826-0.0045716j 0.00650353-0.0107658j -0.000816982-0.009718j -0.000600892+0.0170366j 0.00898667-0.000704865j -0.00211104+0.00472282j 0.00591179+0.00260403j 0.00232722-0.00282662j -0.00293703+0.00483209j -0.000302527+0.00380673j -0.000346214+0.00491366j 0.000627063+0.00484344j -0.000791917+0.000568265j 
0.023111+0.0278665j -0.000198199-0.00344171j 0.0343184+0.0149929j -0.0152844+0.0243529j -0.0231408+0.00202436j -0.00190388+0.0102975j 0.00886501-0.0032596j 0.00976603+0.0233553j 0.0135203-0.0076945j -0.00629001-0.00814395j 0.00714998+0.00189635j -0.0107457+0.00645045j 0.0103976-0.00588372j 0.000340514+0.00130487j 0.00781327-0.019972j -0.0137983-0.0144183j 0.0081691+0.011084j -0.00406715-0.0110993j -0.0305327+0.0219085j -0.0118639+0.0103276j -0.0161543-0.0103767j 0.0137992-0.00421871j -0.0461488-0.00322967j 0.0165263+0.0131615j 0.0180609+0.00935966j -0.0201414+0.00865599j -0.0180632-0.00378628j 0.0217179+0.0103305j 0.0134733+0.0170553j 0.0108995-0.032577j 0.015142-0.00242674j 0.00169043+0.00992272j 0.0442019-0.00309759j 0.0161701-0.0298672j -0.0120229+0.0132921j -0.00561361-0.0129562j 0.0167531-0.00921432j 0.012485+0.00458704j 0.00958258+0.0203839j -0.0151291-0.0153798j 0.0189575-0.00515382j -0.00277973-0.0116636j 0.00645509-0.00419338j -0.00125635+0.00428006j -0.00566862-0.0253136j -0.0101381+0.0196323j 0.0105509-0.000325442j 0.0147169-0.0116198j 0.0216938-0.0185826j -0.0109663+0.00804993j 0.0101727-0.00411113j 0.0339098+0.0116442j 0.0205911-0.000707043j 0.0115262+0.00302922j 0.0085354+0.0299719j -0.00220879+0.00846862j -0.00162135+0.0155269j -0.00632965+0.0092397j -0.0249225+0.00698627j -0.0232268-0.000819388j -0.00301269+0.0118874j -0.0259948+0.00468255j -0.00876084+0.00578407j 0.00130837+0.00792619j 0.016796-8.34922e-05j -0.0111927+0.00537255j 0.0201425+0.00431683j -0.00413506-0.0054924j -0.0110964+0.0138859j 0.0118817-0.00911575j -0.00298118-0.00990734j -0.0026183-9.22052e-06j -0.0186389-0.000846735j -0.00211658+0.00916059j 0.0145116-0.00503666j -0.00118938+0.00944278j 0.00480255-0.0105816j 
