-0.00405032-0.00889987j -0.0723927-0.101724j 0.0196776-0.107283j 0.0126889-0.0338165j -0.0164156+0.0368687j -0.00775156+0.0526394j 0.00202822-0.0131176j 0.0898676-0.0651962j -0.00399252-0.00150934j 0.0135431-0.00668947j 0.0233523-0.0196686j -0.0440849-0.0024181j -0.054238+0.00511215j 0.00468105-0.00335523j 0.0115827+0.00173864j -0.0183002-0.0016966j 0.0065031-0.0113591j -0.0519664-0.020452j 0.0139845-0.0174385j -0.00633606+0.00030333j -0.0235718+0.0116617j 0.0145286-0.00777531j -0.0314865-0.0283686j 0.0162137+0.00314701j -0.00712692-0.00237962j -0.00677445-0.0479897j -0.0459189-0.0194675j 0.00377027+0.0120529j 0.0132192-0.0124382j -0.00704123+0.017351j 0.0122089-0.0248908j 0.0374366+0.0170141j -0.0722593-0.0383928j -0.0394589-0.0139384j -0.0657533-0.0150748j 0.00726133+0.00524349j -0.00908857+0.000743561j 0.044652-0.0129047j 0.0352647+0.0242343j 0.0131025-0.00994332j -0.0357315-0.132907j 0.113615+0.061482j -0.0989204+0.164202j 0.11192+0.0188609j -0.0235133+0.134468j -0.0397449-0.0489952j 0.177024+0.0175574j 0.0200729+0.042956j 0.0206304+0.0628762j -0.145598-0.00536708j -0.0386807-0.0212097j -0.161033-0.128991j 
-0.022018+0.0178113j 0.00335563-0.00531051j -0.0132802-0.0116349j 0.005281-0.00305586j 0.0126775-0.0123373j 0.0165101-0.0053662j -0.0131755+0.00368736j -0.0164852-0.0140166j 0.00387-0.0166905j 0.00849496-0.00717724j 0.00648246-0.00268036j 0.0149668-0.0148706j 0.00197557-0.00501772j 0.000683806-0.00953406j -0.0139356-0.0012843j 0.00339112-0.00744784j 0.0198274-3.93689e-05j 0.00671492-0.00102666j -0.0152052-0.00984977j 0.00128811-0.00638853j 0.00634882-0.00208095j 0.0111049-0.00992191j 0.0127435-0.00225517j -0.0180037+0.0212156j -0.0185287-0.0057105j -0.000485176+0.0136785j 0.00612829-0.0149239j -0.0120799-0.0445275j 0.00417996-0.00981802j -0.012464+0.0239455j -0.0127685+0.00870085j 0.00460925+0.000730757j 0.0145525-0.00866804j -0.0143081+0.00466228j 0.017758+0.00304798j -0.0135112+0.0134183j -0.0230576-0.00144508j 0.00784575-0.0155134j 0.0158186+0.0077543j -0.0321403-0.0120155j -0.0155383+0.0611162j 0.00828114+0.0152727j -0.00741793+0.00802402j 0.0124621-0.00900573j 0.0069543+0.00351852j -0.0205594+0.00263132j -0.0109231-0.00191098j -0.00915274+0.0108365j -0.00592091+0.0261547j 0.0260758+0.00946656j -0.00425662-0.0071115j -0.0113287+0.00569813j 
0.0114414-0.00691621j 0.00534417+0.0190325j 0.00867977-0.0173341j 0.00575381+0.00783101j 0.00425045-0.000549922j -0.00627391+0.00949537j -0.0023156-0.0138057j 0.0131785-0.00365688j 0.00149275-0.00421935j 0.00314212+0.0060094j -0.0126201+0.0180038j 0.00274077+0.00429617j 0.0100099+0.000983535j -0.0115565-0.000510116j -0.0130546-0.00641978j -0.0155616-0.00896486j -0.00900591-0.00499883j -0.000924855-0.0106158j 0.0100163-0.00701222j -0.00412158+0.00463629j -0.00688214+0.00299745j -0.0172757-0.00190557j -9.9271e-05-0.00187548j 0.0135778+0.00139117j 0.00171965+0.0236609j 0.00306009-0.010962j 0.000520431-0.00443265j 0.00930196+0.00349572j -0.0024834+0.027196j -0.00281276-0.0126349j -0.0128296+0.0167373j 0.0163937-0.0112785j 0.00639529-7.83066e-05j 0.0111968-0.00109461j -0.00247826+0.000928154j -0.00488025-0.00255242j 0.0135603+0.00254608j 0.0173574-0.00529392j 0.00394535-0.0195637j 0.0238701+0.0201742j -0.00853672-0.000419403j 0.00772633-0.00737879j -0.00898599-0.00067005j -0.015325+0.0209367j -0.029838-0.00459028j -0.013093+0.0115191j -0.00549471-0.0234941j -0.0094875+0.0266682j 0.0272058-0.00289735j -0.00145095-0.0253294j -0.000867881+0.00121234j 0.00816449-0.00423771j 
0.00885095-0.00539348j -0.00138717+0.0227212j 0.00964085-0.0374213j 0.00898626-0.00872497j 0.0210603-0.00190032j 0.00860849+0.00541897j 0.00158216-0.010058j -0.00139418-0.00905956j 0.00484243+0.00140546j 0.00259074+0.00430349j 0.000754059+0.0119173j 0.0141456-0.00584433j -0.00708398+0.000331857j -0.0131677-0.00617344j 0.000787389-0.00245947j 0.0124349-0.0131529j -5.11895e-05-0.00284755j -0.0108331-0.00432138j -0.00766779+0.00727528j 0.00950088-0.0127916j -0.0278081-0.0175781j -0.00131282-0.0158764j 0.0151387-0.0108738j 0.00172476-0.00859243j 0.000349911-0.0255016j 0.0060064-0.00343783j 0.0279805+0.0229803j -0.000165768-0.000996162j -0.0105732+0.00493272j -0.00350611+0.010627j -0.0123666-0.0240771j -0.00672373+0.0158719j 0.00519085+0.0184998j -0.0123596-0.00124787j -0.00334038+0.037619j 0.0076678-0.0202165j 0.0111606-0.00460006j 0.0112345+0.00750253j 0.00605685-0.0123829j 0.0092114+0.0231331j -0.0140652-0.0100505j -0.017722-0.000210361j -0.0117226-0.00252957j 0.0195738-0.00408985j -0.00690334+0.00299784j -0.00403274+0.0222102j 0.0109843-0.0143686j -0.00593468-0.00220558j 0.0163921+0.0042192j 0.0105745-0.0094687j -0.00385967+0.00441049j -0.00354342+0.00310602j 
0.0150382-0.000528755j 0.00150226+0.0187241j 0.00930101+0.000852933j -0.0023327-0.00864998j 0.0102288-0.00697017j 0.00690999+0.000683053j 0.00243263+0.00605334j -0.00491333+0.00896555j 0.00151219-0.00347439j -0.0103021+0.0134502j 0.00672991+0.00101485j -0.00191174+0.00363902j 0.00849652-0.00207942j -0.0244752-0.00904914j 0.00899319-0.00175695j 0.0086115-0.00408174j 0.00492159+0.00153933j -0.0115225-0.00989446j 0.00487807+0.0173778j -0.00864963-0.00052815j -0.0209951-0.00695265j -0.000374008+0.00594495j -0.0111405-0.00945177j 0.0011718-0.0045369j 0.0194071+0.00521902j -0.000290409+0.00333697j -0.0174512+0.0111247j 0.00633556-0.018737j 0.0122407-0.00762363j -0.00936604-0.0502163j 0.00394714-0.0269272j 0.0198661-0.0202487j 0.0206359-0.00320525j -0.00742808-0.0187874j -0.00414702-0.0167372j -0.0201732+0.00117742j 0.000876986+0.0032603j 0.0256224-0.0343579j -0.00326885+0.00906171j -0.00515086-6.33765e-05j -0.00445812+0.00934225j -0.0125228-0.00303153j 0.0121809-0.0137854j 0.0136885-0.00466789j -0.0132903+0.0131665j 0.0207681+0.00488517j -0.00113773-0.020405j -0.0202803-0.00955482j 0.00125405+0.00574026j 0.00618734-0.00176745j -0.0068104+0.00497854j 0.00844743+0.00315825j 
0.00129963+0.00223181j -0.00216117-0.00148549j 0.00530622+0.0159924j -0.0155306+0.0135924j -0.0217707+0.00219996j 0.00289059-0.00344752j 0.00257188+0.00794397j 0.00293026+0.00803771j -0.0204759+0.00799806j -0.0126617-0.00450172j 0.00262+0.00304495j -0.00773077+0.00869024j 0.00274253-0.00497694j -0.0188178-0.00861482j 0.013183+0.0163598j 0.0130941+0.00337854j 0.00144366+0.00223953j 0.000257576+0.00452663j 0.00171214-0.00654778j -0.00720528+0.00718105j 0.003664+0.00851753j -0.00815445-0.00641503j -0.0365126-0.00519964j -0.00494841+0.00791943j 0.00532561+0.0193712j -0.00779188+0.022741j 0.00893106+0.0271349j 0.00783285-0.00787959j 0.0139616-0.000961164j -0.001368+0.0254617j -0.00416776+0.01871j 0.0120506-0.00457605j 0.0144304+0.00629387j -0.00541761-0.000782167j 0.00221097-0.0202383j -0.01438-0.0111248j -0.0196906+0.0183868j -0.00108806-0.00350942j -0.00574055+0.0101075j 0.00765961+0.00445179j -0.0155519-0.00584541j 0.00286844+0.00943509j 0.0148812+0.016597j -0.0134724+0.0259323j -0.015771-0.0275323j 0.00730853+0.0252506j 0.0288504-0.0103073j -0.0108256-0.0283849j -0.00765564+0.00570139j 0.0011191+0.0126565j 0.00173854-0.00402685j -0.00185338+0.00412735j 
0.0082345+0.00331186j -0.00768112+0.00638436j 0.00259487-0.00560349j 8.2087e-05-0.0090293j 0.00868076+0.000771075j -0.00660776+0.00391128j 0.00106832-0.00634985j -0.0019097+0.00617374j -0.0101237+0.0132543j 0.00371367+0.01093j -0.00481765+0.0122886j 0.0164479-0.00339606j 0.00122321-0.00388006j -0.0019529-0.00469452j 0.00980054-0.00582219j -0.00158752-0.000173864j 0.0297888+0.00510695j -0.0137126+0.00589145j 0.0096988+0.00634494j -0.00151226+0.00496211j -0.0368506+0.00132543j 0.00178554+0.00367473j 0.00927037+0.00385224j -0.0129734-0.015654j -0.0152086+0.0149012j 0.00451014+0.00761622j -0.00991813+0.000358443j 0.00751744-0.00225999j -0.0202612-0.0255918j -0.0250276-0.0134478j 0.0155785+0.00175995j -0.015618+0.00565876j -0.0250022-0.0220034j -0.0160266+0.0119373j -0.0131729+0.0197298j 0.0197798-0.0544518j 0.0119564+0.00710696j -0.0109117-0.000952451j 0.00434639-0.00580158j 0.00134597+0.0122449j 0.00919003-0.0118377j -0.0125675+0.00779754j -0.0156863-0.00317232j -0.00189782+0.000808109j 0.00210609+0.00577805j -0.000241398+0.00046445j 0.0105669+0.00334962j 0.00299877-0.00562933j 0.00397608-0.000560628j 0.00318624-0.00517158j -0.00255045+0.0067655j 0.00184585+0.00110551j 
-0.0197789+0.0161209j -0.00396821-0.0224156j -0.0157695+0.0166807j 0.00145833-0.00381475j -0.00745022-0.00822333j 0.0202208-0.0189608j -0.00745119+0.00282362j -0.00284329+0.00211163j 0.0201754-0.0083345j -0.00216902-0.00678209j -0.000629518-0.00449004j -0.00345003-0.0160413j 0.00650688-0.00684754j 0.00549702-0.00197452j -0.0139266+0.0128509j 0.00369196+0.00763539j -0.010274-0.00962048j -0.00374983+0.0011934j 0.00642129-0.00637353j 0.0130067+0.00976336j -0.0120554+0.00190593j 0.00860339-0.00568019j 0.0131874-0.00320087j -0.0028473+0.00389265j -0.0116221+0.0010269j 0.0220187-0.00612123j 0.00189012-0.0123217j -0.0017467-0.00752434j -0.0106037+0.0332255j 0.0132167+0.0120599j 0.0226754+0.00157336j -0.00278781-0.00740305j 0.00521724-0.0123828j 0.0239785+0.0187992j 0.014149+0.0631996j 0.0120442-0.00879983j -0.00306602-0.00611331j 0.00194321+0.017482j 0.00606749-0.0156939j -0.0121897+0.00337155j 0.00961534+0.010016j 0.0103083+0.00189343j 0.0100035-0.00751204j 0.00126597+0.00092713j 0.00302863+0.0129557j 0.0170091-0.0168683j -0.0218967-0.0101917j -0.0166791-0.000483364j -0.0122868+0.014165j 0.000401764+0.00768431j -0.00817795-0.00864271j -0.00381297+0.00675855j 
-0.00226186+0.00822285j -0.0111305-0.00433283j -0.00681989+0.00863932j -0.00619584+0.00386356j -0.0145957-0.00994432j 0.00122412-0.00086233j -0.00580461-0.0147737j 0.00672741+0.0193981j 0.00193901+0.00821144j -0.00182354+0.00345926j -0.0187661+0.0108979j -0.0182223-8.65451e-05j 0.00209331-0.00704079j 0.0148206+0.00963903j 0.00190233-0.00379701j -0.00485128+0.00366264j 0.00923042+0.00511237j 0.00616155+0.0189377j 0.0109396-0.00318205j -0.00567959+0.0150356j -0.010456+0.0129211j -0.00963039-0.0177561j 0.00475166-0.0109201j -0.00610239+0.0014005j 0.0125566+0.00219775j 0.0255808-0.0136211j -0.032604-0.0102771j 0.0230252-0.0267348j -0.0318677+0.0146182j -0.00773584+0.00404521j -0.00589784+0.00174666j -0.0143687-0.00940688j 0.013582-0.00142948j 0.010229-0.0414031j -0.015764-0.0154855j -0.0130655+0.00792972j -0.00334467-0.00230202j -0.0107387-0.0213414j -0.0137192-0.01021j -0.00397431-0.00711564j 0.0133738-0.00165253j -0.00567756-0.0118362j -0.00178641+0.000466093j -0.00116233+0.0117865j -0.0150515+0.00128235j -0.00583632+0.0126147j 0.0138203+0.00738664j 0.00288931+0.00720025j -0.00822717+0.00569068j -0.00821743+0.00420857j -0.00837557-0.00647837j 0.00399503+0.00604331j 
-0.000324916+0.00990156j 0.00716572+0.00122553j 0.00345571+0.011348j 0.000252608+0.00146738j 0.00570837+0.00674882j 0.00194518+0.0024129j -0.0011192+0.00954921j -0.00382448-0.000438282j -0.0108816+0.00667109j -0.00580001+0.00139665j 0.00310364-0.00116119j 0.00219039-0.00149395j -0.0023664+0.00361737j -0.017827-0.0089127j -0.00137235-0.00627907j -0.00576463-0.00467861j 0.00214799-0.00258598j 0.00395402-0.0158102j -0.00245052-0.00871596j -0.00151222-0.00342974j 0.0281894-0.00798188j -0.014166+0.0230318j 0.00858839-0.0115104j -0.0105844+0.00138903j -0.00793471-0.000128194j -0.0152331+0.0163034j -0.0169422-0.0123638j 0.0260664+0.0077858j -0.00214565+0.0466207j -0.0195364-0.01534j -0.011774-0.0148682j 0.0327855-0.0158596j 0.00896227+0.0284684j -0.011008+0.00855844j 0.00409487-0.00602779j 0.021482+0.0213965j 0.013201+0.00711824j -0.0201061-0.00235231j 0.00148199-0.0158226j -0.00153062+0.0118302j 0.014104-0.00215839j -0.0163687+0.000651167j -0.00320637-0.00331177j 0.000485979-0.00674507j 0.00091971+0.00116576j -0.00361254-0.00621861j 0.00805453+0.00459795j -0.00937937-0.0108385j -0.00361291-0.00276939j 0.00778998-0.00524395j -0.00433972+0.000352867j -8.4513e-05-0.00302015j 
-0.00524372+0.00339922j -0.0057053+0.0064982j 0.00318442-0.00102147j -0.013304-0.00481966j 0.0057895+0.00715587j 0.00308696+0.00511992j -0.00409828+0.00861424j 0.0145287-0.00354885j 0.00218232+0.00695493j 0.00173914-0.00826502j 0.00366813+0.0123256j 0.00893249+0.00688077j 0.0117778-0.00101937j 0.0061305-0.0152016j -0.0108269+0.0031327j 0.0114387+0.00293308j -0.0274873+0.00395731j -0.0136984-0.00611912j -0.0100312-0.00500826j 0.0265811-0.000447737j 0.0259851+0.00191267j -0.00436353-0.0180366j -0.00455591+0.00260178j -0.025292-0.0107849j 0.00857179+0.00418044j -0.0210653-0.0135026j 0.0108875+0.010772j -0.00474301-0.00638176j -0.00966122-0.00202442j -0.0354984+0.0124228j 0.0142008+0.00732801j -0.000467864-0.0371331j -0.0244919+0.0151962j -0.00764589-0.00714702j 0.00931432+0.00639048j -0.0157308+0.00247802j -0.00652168+0.00823488j 0.01025-0.0105913j -0.00620701+0.0173836j -0.00613951+0.00350588j -0.00103149-1.94226e-05j 0.00389252+0.00811174j -0.00607495+0.00355228j 0.00489498+0.00508027j 0.00353902+0.000855141j -0.0164975+0.000345749j -0.00955628-0.00155035j -0.00429921-7.76885e-05j 0.00620824-0.00198119j 0.00327101-0.0012028j -0.0041583+0.00169039j -0.00678511+0.00255893j 
-0.0015319-0.00767951j 0.00857662+0.00102746j 0.00454688+0.00503918j 0.0028623-0.00389156j 0.00660513-0.00539584j -0.00562695+0.00976882j 0.0137185+0.00218138j -0.0063056+0.0215779j -0.000235405-0.00245113j -0.00897553-0.0108147j -0.000117756-0.000373256j 0.00706554+0.00527818j 0.0140973-0.00763293j -0.00226459-0.0153559j 0.012507-0.00707528j -0.00990135+1.98346e-05j 0.00861135+0.00266078j 0.0183537+0.00295846j -0.00441984+0.0191422j -0.020164-0.0266248j 0.000995469+0.0160565j -0.0127439+0.00666564j -0.0154395+0.00962284j -0.00146586-0.016505j 0.0022972+8.09145e-05j -0.00397034+0.0154894j 0.00549986-0.00119966j -0.00439331+0.00916612j -0.00672216+0.00663587j 0.00565869-0.000505915j 0.0703053+0.00626181j 0.00416913+0.00497723j 0.00179214-0.00797759j 0.0155415+0.00569243j 0.0127017-0.00114708j -0.0114247-0.00801095j -0.00458829+0.0164784j -0.010739+0.0197926j 0.00518566+0.0223475j -0.00304536+0.00274907j -0.00226046+0.00826612j -0.00182911-0.0147232j 0.00779889+0.00374081j 0.0178255-0.00182567j -0.00971092+0.0105505j 0.00537357+0.00691831j 0.00433833+0.0107611j 0.00680454-0.0103239j -0.00898462-0.00277756j 0.00523449+0.000185594j -0.00111952-0.00130551j 0.00840768+0.00020707j 
-0.00157142+0.00261334j 0.00515624-0.00777936j -0.0026179-0.00317009j 0.00835687+0.0117575j -0.010686-0.00899001j 0.00294254-0.000581153j -9.76942e-05-0.000699055j -0.00777568-0.00375901j -0.00195035-0.00379598j 0.00303243-0.0127788j 0.0108012-0.0108156j 0.00699626-0.0138799j -0.00499557-0.0050346j -0.0115175-0.00322068j -0.00651386+0.00486052j -0.0271609-0.00376455j 0.00634162+0.000685613j 0.0118324-0.00184693j 0.00490761+0.0164168j 0.00684874+0.0130604j -0.0120179+0.000873802j -0.0156125+0.002923j -0.0135558+0.000437861j -0.0281089-0.0001597j -0.000527934+0.015021j -0.0122495+0.0244573j 0.00387855+0.00221373j -0.0181267-0.00403636j -0.00550757-0.00776739j -0.0071209+0.00460294j 0.00530988-0.00250992j -0.0241808+0.00649813j 0.0160583+0.00500567j -0.0133917+0.00239165j -0.000608792-0.0123132j -0.020891-0.0110353j -0.00270798-0.0213885j -0.00041362-0.0344983j -0.000726773+0.00832133j 0.000149089-0.0056739j 0.00472611-0.00574884j 0.00538283-0.00416598j 0.00586903-0.010393j 0.00612678-0.00302938j 0.0059043-0.00525773j 0.00933616-0.00357052j 0.00240295-0.00255953j 0.00128833-0.00343917j -0.006139+0.00282499j 0.0014498+0.00257801j 0.00554875-0.00313889j -0.00203966-0.00168379j 
-0.00832588-0.0123124j 0.00604975-0.00538098j 0.000570822-0.0121422j 0.00603552+0.00352691j 0.000761028-0.00219338j 0.00253651-0.00153371j 0.00617996+0.00753746j -0.00193095-0.00956642j -0.00114894-0.00674264j 0.010018-0.0180923j 0.00304059-0.00721468j 0.0170592+0.0155756j 0.0156284-0.00313154j -0.00694624-2.62126e-05j -0.00813819-0.00211133j -0.00426104+0.00415719j 0.0060997-0.0184345j 0.012074+0.00134783j 0.0100453+0.00210892j 0.018981-0.0015428j 0.0220307-0.0126077j 0.00677276-0.0176774j 0.018836+0.00118984j 0.0281648-0.00620718j 0.0172195+0.00743052j -0.0331316+9.79517e-05j 0.000218933-0.00911286j 0.00716873-0.00536837j 0.0173327+0.0112072j 0.00334527+0.0092593j -0.00409111+0.00133405j -0.00485835+0.00839792j -0.00136185+0.0479946j 0.0233478-0.00551349j -0.00994874+0.0268559j 0.0101379+0.0231841j 0.00945976-0.00583982j -0.00949578+0.00315131j 0.00599508+0.00734082j -0.00468525+0.0122442j 0.0030252-0.00690885j 0.0102744-0.00345106j 0.00214589-0.004898j 0.0118281+0.0132079j 0.00969179+0.00509493j 0.00147536+0.00107151j -0.0148157-0.00161171j 0.00396302-0.00393873j 0.00293312+0.00206048j 0.0012165+0.00566279j 0.00768848+0.000173613j -0.00534092+0.00105275j 
0.0011326+0.00615705j -0.00367839+0.00337225j -0.000713949-0.00566723j 0.00141127+0.00846769j -0.00118865-0.00829686j -0.00188567+0.000976178j -0.00443236-0.00577808j -0.00191311+0.0120209j 0.00488926-2.05278e-05j 0.0081711-0.0103364j 0.0110658+0.00820891j -0.0115997+0.000935561j -0.00653751+0.00406629j -0.00512579-0.0237617j 0.0198873-0.00285363j -0.00548357-0.0142398j -0.0167845-0.015168j -0.0125856+0.00182221j 0.0119036+0.00276926j -0.00392181+0.0039775j 0.00923887-0.0062288j 0.00195274-0.00610739j 0.00727268-0.00636418j -0.0157919-0.000566562j -0.00417936+0.00127104j 0.0100282-0.00579229j 0.00216942+0.0144753j -0.0293378+0.00185329j 0.00996772-0.00270549j 0.0173928+0.0121895j -0.00975584+0.00228671j 0.00390155+0.00975406j 0.0199531+0.00373716j -0.0196631+0.0177441j 0.00330987-0.00694405j -0.0106031+6.00316e-05j 0.00225855-0.00699044j -0.00634874+0.0119235j -0.00169877+0.00197275j 0.00445764-0.00418354j -0.00723085-0.0274489j 0.00528071+0.00130962j -0.00575343+0.0015317j 0.00579397-0.0106284j 0.00384147+0.00582726j 0.00091494-0.00237514j 0.0130765-0.00378627j -0.00343482-0.00029547j -0.00185997+0.00108185j 0.00317133-0.00177153j -0.00173764-0.00127307j 0.00148069+0.00117447j 
0.00769964-0.012319j 0.00910052+0.0101818j 0.008188-0.00521019j 0.00501469-0.00327506j 0.00144082+0.000393863j 0.00857769+0.00172042j 0.0108371+0.00346156j -0.000832682-0.00645684j 0.00687812-0.0103685j -0.0050663+0.010274j -0.0126423-0.00272656j 0.00638816-0.00421576j 0.0143525-0.0101944j 0.0109329-0.0197077j 0.00791795+0.00582302j -0.000776361+0.00988454j 0.0170657-0.003511j -0.00134359-0.00495099j 0.0296016-0.0023336j 0.02062-0.0238433j -0.0170489+0.00371605j -0.00280039-0.00310241j 0.00410985-0.00586201j 0.00622882+0.0141455j 0.000752449+0.0136113j 0.00862867+0.0302164j -0.0528811-0.00621846j -0.00547344-0.0203266j -0.00697737+0.0162875j -0.00348547-0.0127081j -0.00856368+0.00369087j 0.0168949+0.0123896j 0.0170358+0.0166383j -0.0219899-0.000485662j -0.0036038+0.0046001j -0.00496925+0.000444893j 0.00129584-0.00730968j -0.0149286+0.00554288j 0.0130121+0.0136507j -0.0023726-0.00303619j -0.00391713+0.0133519j 0.0116598+0.00136084j 0.00369017+0.00649067j -0.0102596+0.00475208j -0.00775981-0.00736053j -0.0029768+0.00213915j -0.0150615-0.00715326j 0.0033093+0.00112738j 0.000850291-0.00229615j 0.000197586-0.00177897j -0.000262541+0.00145522j 0.00474503+0.00134813j 
0.00227035+0.00486719j 0.00122062-0.00856488j -0.00231216-0.0276364j 0.0184754+0.00353941j -0.0073448-0.0108371j 0.0189885-0.00383718j -0.00809105-0.0155875j -0.00651476-0.0101135j 0.00999587+0.0125262j 0.00309782+0.00276446j 0.00064208-0.024845j 0.0136362-0.0134958j 0.00134393-0.00771041j -0.0139749-0.00638556j -0.0104355-0.000520007j 0.0138041-0.0211311j 0.0033869-0.0016307j -0.00562037+0.0196539j -0.0194338+0.0260761j -0.00673049-0.0114287j -0.0232142-0.013784j 0.0119004-0.00585581j 0.00526631-0.0321123j 0.0215485+0.0184048j 0.000552536+0.0069837j -0.0108372-0.00371426j -0.0133693+0.0122918j -0.00801988+0.00287007j -0.0136811+0.0173611j -0.0106686-0.0209749j 0.00245218+0.0140975j 0.016836-0.00667963j -0.00841057+0.011197j 0.00930342+0.0233078j 0.00383489-0.00954857j -0.00794915+0.00474159j 0.0141404+0.0147971j 0.00397746-0.00630253j -0.00465649-0.0111802j 0.000864592-0.00890771j 0.00529651+0.0035233j 0.0176023-0.00521328j -0.00620913+0.00228397j -0.00482535+0.00771073j 0.00240909-0.0026779j 0.0132087-0.0140275j -0.00564711-0.0148057j -0.00198867+0.00366333j -0.000102807+0.00625461j 0.00751301+0.00168961j -5.33854e-05+0.00428529j -0.00873573+0.00135731j 
0.00540958-0.000647386j -0.00022973+0.00839197j 0.00154462+0.0128599j -0.00948902-0.00822352j -0.000650099-0.00172383j 0.00729538+0.00591441j 0.00215484+0.012353j 0.00429815-0.004148j 0.00731342+0.0101422j -0.0149415+0.000397409j 0.013729+0.0129873j 0.00684558-0.0262608j 0.00179982+0.00356885j 0.00988565+0.00673148j -0.00438058-0.0136565j -0.00605699+0.00566279j -0.0104347+0.00518513j -0.00700887-0.0146854j -0.0191316-0.0274998j -0.0245336+0.00840923j 0.00752299-0.00335185j 0.00365604+0.00733984j 0.0179624-0.00650135j 0.0108478+0.00241189j 0.021822-0.0233271j 0.0150665+0.00639274j 0.00285677+0.00919947j 0.00755383-0.00329798j -0.0157264-0.0018442j 0.00253235+0.0174143j -0.00619441-0.00488605j 0.008769+0.00856236j 0.00784026-0.00114508j 0.00488528-0.00323499j 0.00752181-0.00310519j -0.0138381+0.0100049j -0.00470053-0.0142488j 0.00994964+0.00611235j 0.00477737-0.0208829j 0.00132803-0.00379767j 0.00807492+0.00698203j 0.0076896-0.00512648j 0.0150251+0.00810446j 0.00548633+0.00759325j -0.00609906-0.0143919j -0.0084961+0.00797077j -0.00444524+0.00315918j 0.00339785-0.00166453j -0.00326468+0.00283253j -0.00613148-0.000107139j -0.00176002-0.00224315j 0.003061+0.00156482j 
0.00537079+0.00587592j -0.00523818+0.011269j 0.00318198-0.00135426j -0.0033412-0.00207183j -0.00190875-0.0128435j 0.0148812+0.011302j -0.00197824+0.00492197j 0.000838337+0.00624043j -0.00921284+0.0213752j -0.00217799-0.00720115j -0.00881885+0.0102517j 0.00284979+0.00196851j 0.00168349+0.0142478j 0.00224386-0.00608916j 0.0047128+0.0158349j 0.0042279-0.00169788j -0.0210188+0.0215206j -0.0227188-0.0234499j -0.0251169-0.00465794j -0.0146987-0.0387191j -0.00977296+0.00280959j -0.013871-0.00324967j 0.00572693+0.0063235j -0.018451+0.00992901j 0.0156632-0.00016381j 0.00813571-0.0210613j 0.00364314+0.00700072j 0.0145425+0.00606343j -0.0362315+0.0045158j -0.0249701+0.00266557j 0.00751443+0.0145374j -0.0146736-0.0096061j 0.00766583+0.00202789j -0.0026675-0.00415915j 0.00323963-0.00152495j -0.00983584-0.0114243j 0.00689166-0.00226048j -0.0054143-0.00825581j -0.00404474-0.0117187j -0.00367293-0.00105211j 0.0161367-0.0159995j -0.000222034-0.00550412j -0.00066686-0.00372474j 0.00385145+0.00268923j -0.00399045-0.00802946j -0.0088147+0.00494951j 0.00265728-0.00622967j 0.00148202-0.00285296j -0.00285591+0.00514769j 0.00118223-0.00492313j -0.00622813+2.66818e-05j 0.000985236+0.00425683j 
0.00654197+0.00453892j -0.00191855-0.000192406j 0.000332686-0.0172511j 0.00564999-0.0106356j -0.00172277-0.0085981j -0.00400422+0.007503j -0.0050216-0.0183795j -0.00505957+0.002433j -0.0160856+0.011787j 0.00119247-0.0097741j -0.0182151-0.00614837j 0.00935668+0.0110199j 0.00310196-0.00364163j 0.0118407-0.0156189j 0.00713247-0.0368592j -0.0108477+0.0183271j 0.0221842+3.74499e-05j -0.0164326+0.0120004j -0.000972521+0.00153196j 0.0114848-0.0215883j 0.0326851+0.00579708j 0.00130647+0.00717212j 0.00930509+0.0207557j -0.00704492-0.0109489j -0.0168786+0.0190067j 0.0281604-0.0122055j -0.00651372-0.00236443j 0.00590955-0.00402175j 0.0187284+0.00620016j 0.00352297+0.000314724j -0.00999836+0.0138443j 0.00106249-0.00475369j 0.00411452-0.0120786j -0.0020043+0.00982942j 0.00546377-0.00228318j -0.00848618-0.00415758j -0.0229195-0.00773776j 0.00798732+0.00608841j -0.0088802+0.00328713j 0.00346404-0.00990175j 0.00540934-0.000724265j -0.00706239+0.00325868j -0.00781758-0.0152559j 0.00288555-0.00140576j -0.000684115+0.00175493j 0.00192288-0.00198848j 0.00404644+0.0040609j 0.00326964-0.00191834j 0.00203469+0.001894j 0.0043425-0.00289975j -0.00419025+0.00618128j -0.0025421-0.00314474j 
