0.0621754+0.146303j -0.189578-0.118202j -0.0829768-0.1891j 0.0256262-0.26257j 0.0548115+0.0170272j -0.0870015-0.133042j 0.0470222-0.0694939j 0.0866316+0.0413662j -0.182383+0.00679727j 0.209068+0.167643j 0.159256-0.197262j 0.0563469-0.0392938j -0.0908528-0.200359j 0.275329+0.0667986j 0.0784792-0.0173016j -0.043158-0.00735799j 0.0622434+0.104591j -0.0049692+0.0456194j 0.00677318-0.0483496j 0.03318-0.0368104j 0.00704032+0.0368054j -0.0518056+0.00557409j -0.0181295+0.013357j -0.00693768+0.0191199j -0.0218454-0.029685j 0.016366-0.0288288j 0.0454616+0.0203788j 0.0253564-0.0417411j 0.0312654-0.00311898j 0.00789936-0.00594613j -0.0909177-0.00935253j -0.00822729-0.0199297j -0.00412378+0.0710912j -0.0605976-0.020536j -0.0131104-0.0344929j 0.0448077+0.0129539j -0.0358653-0.0435185j -0.010331+0.0122933j -0.0286735-0.021016j -0.0275476-0.0285612j 0.0105597-0.00184512j -0.00161812+0.0051611j -0.0104244+0.0183247j -0.0110432+0.0207451j -0.0223105+0.00841878j -0.0104134+0.013187j 0.00531609+0.00400172j -0.00415512-0.0117151j -0.0112327+0.00645843j -0.0146644+0.00309526j -0.0419679+0.000851645j -0.000633922+0.00436492j -0.00100689-0.00246809j 0.0085534+0.00410799j 0.017036-0.00530971j -0.00141215-0.0116002j -0.019944-0.00252155j -0.02067-0.00272927j 0.0157892-0.000215533j 0.0220538+0.00410892j 0.00694923+0.00192343j -0.00142897-0.00335762j 0.0219501+0.00331669j -0.0108367+0.00751541j -0.0107999+0.00997239j 0.0159692+0.0103821j 0.00621432+0.00280926j -0.017452-0.0102703j 0.00330797+0.00116005j 0.00422053-0.0159649j -0.0253667+0.00492643j 0.00709465+0.0200322j 0.011348+0.00610693j -0.0003194-0.0150214j -0.0402244-0.0228937j -0.00528034+0.00115599j 0.00506443-0.0271314j 0.00381843-0.0357997j 0.00979718+0.0167644j 0.0163926-0.0127956j -0.0261771+0.0151909j -0.00481471+0.0161114j 0.0266788-0.0174498j -0.0288279-0.0106107j 0.00728758-0.00205492j -0.022201+0.0168287j -0.017098-0.0545196j -0.0617339-0.00432738j -0.00349276-0.00986764j 0.0127318-0.0320888j 0.00154278+0.0172927j -0.00545474-0.00291145j -0.0572808-0.0466896j 0.014911+0.00134338j 0.0515101+0.0656116j 
-0.0140074+0.00867378j -0.0983615-0.0654686j -0.0339834-0.101289j 0.0197135-0.0847352j 0.0341873+0.0155117j -0.0350156-0.100649j 0.0505674-0.032335j 0.0276466+0.0179992j -0.0880442-0.00441278j 0.0539995+0.0958123j 0.0949692-0.0489943j 0.0204897-0.0351659j -0.00497006-0.0750697j 0.114959+0.0336245j 0.0296712+0.0538774j 0.103843+0.105946j 0.039023-0.0097616j 0.0151773+0.040197j -0.0161088+0.162343j -0.0688185+0.0352151j -0.0108193-0.0673667j 0.0768325-0.111296j 0.000463036-0.0960668j 0.00341667-0.0497179j 0.023897+0.00388563j -0.0353663+0.0400448j -0.0213366+0.0349525j -0.0349836+0.0567278j -0.0670479-0.0708618j -0.0454866-0.00734395j 0.161884+0.0687094j -0.0664813+0.0115046j 0.0731495-0.122943j 0.0524033+0.0629299j 0.0721441+0.0847838j 0.0474184-0.0464198j 0.109615+0.0430516j 0.0371366+0.0324037j 0.0362871+0.0770173j -0.0203647+0.0301921j -0.00732495+0.021501j 4.65108e-05-0.0113146j 0.015223-0.0917064j 0.0250477-0.0339697j 0.0210176+0.0213085j 0.0164403-0.0522089j -0.0108275-0.00243875j 0.0261956-0.0305559j -0.00473829+0.00338429j 0.00225778+0.00427196j 0.0346985-0.0193246j -0.0023821-0.0211529j -0.00718552-0.00965697j -0.0438593-0.00296586j -0.0130485-0.00360251j 0.00179222+0.0143601j 0.00580365+0.0168648j 0.0185451+0.00878461j -0.0356473-0.0116416j 0.0122074-0.0137133j -0.0100472-0.00822376j -0.000655048+0.0104881j -0.00561477+0.0153176j -0.025462-0.00730914j -0.00531119-0.0103619j 0.0122471+0.00548045j 0.0177677+0.0063655j -0.00675304+0.00685869j 0.0202215+0.00375522j -0.0126069+0.021203j 0.00317264+0.0160825j -0.00613347-0.00489941j 0.00615648-0.0208966j 0.0247924+0.00816928j 0.0696685+0.0381113j 0.0315725+0.0244716j -0.0126589+0.0299388j -0.0217989+0.106988j -0.00487932-0.0186794j -0.011219+0.0615495j 0.0281183+0.031804j 0.024862-0.00951016j -0.0900214+0.00386425j 0.0592812+0.0301206j 0.0190084+0.0216631j 0.0472247+0.0409247j -0.0221561+0.083946j 0.139766+0.0304388j 0.00727462+0.0198288j -0.027602-0.00270107j 0.0206051-0.00704235j -0.0391738-0.0041461j 0.118198+0.0702177j -0.0712993-0.0523179j -0.0833892-0.107011j 
0.115413+0.0336226j 0.019097+0.0254762j 0.0402931+0.0138241j -0.00196368-0.056635j -0.00204682+0.0441086j 0.0419839-0.0192315j 0.062079-0.00521164j -0.0807128+0.0693308j -0.00363909-0.0595811j -0.0826565+0.0614217j 0.0567999+0.131636j 0.0337336-0.0250455j 0.0837981-0.0320513j -0.0748108-0.0253541j 0.0809172+5.37278e-05j 0.0435547-0.0448226j -0.13639-0.112954j -0.0425115-0.122959j -0.0257375-0.0278255j -0.0277969+0.0282115j 0.0491863-0.0711579j 0.0621734+0.0425637j 0.0433801-0.0598101j 0.0151124-0.0400648j -0.0334041+0.0230974j -0.0687764-0.00704653j -0.0823478+0.00154959j -0.0512762-0.0274935j 0.176104-0.0669415j -0.018408-0.00999284j -0.0465904+0.135332j -0.0681964-0.0674945j 0.108816+0.125284j -0.040793-0.0129017j -0.0518131+0.107978j 0.0952433+0.0401783j -0.0498247+0.0526638j -0.0547054-0.0762543j 0.0369115+0.0364518j -0.009923+0.010777j 0.0199429-0.0340177j 0.00356325+0.0496018j 0.0204766-0.029914j -0.0231909+0.0051542j -0.0190077+0.0288351j 0.0199844+0.000634029j 0.00876218-0.0303973j -0.0155787+0.0217201j -0.0515394+0.0114024j -0.0129811+0.00352194j -0.0138141+0.0172506j -0.0129794-0.00225852j -0.0253365+0.000554692j 0.0243134-0.0264571j 0.0152974-0.00928771j -0.0567954+0.00925586j -0.0254714+0.000907551j -0.0287928+0.00473238j 0.0310179-0.0148753j -0.0121394+0.00969705j -0.0157115-0.00383184j 0.0177432-0.00119078j -0.0263895-0.00143807j 0.0408932-0.00649925j -0.0144467-0.00870551j -0.0189775+0.00612069j -0.00154323+0.0173076j -0.00627787-0.00547517j 0.0305313+0.0252814j -0.002097-0.0175063j -0.0189385+0.00131745j -0.000771962-0.0066661j 0.0268374+0.00376986j 0.014927+0.0247419j 0.00391957+0.0584894j 0.0117912+0.0292097j -0.00586808-0.0171841j -0.0595391-0.0586857j 0.000479283+0.00344597j -0.0562108+0.0141636j -0.0643884+0.0722881j 0.0594761-0.014335j -0.0041521-0.0781382j 0.00974796+0.0259448j -0.0229505+0.0171609j -0.0227641+0.050547j -0.154659-0.00327534j -0.00371697+0.0706973j -0.0227975-0.0890064j -0.00842409+0.00499927j -0.0236139+0.0128759j -0.0781671-0.0317022j -0.0731018+0.0298749j -0.0751346-0.106664j 0.0807276+0.0365478j 
0.0235301-0.014926j -0.0489971+0.00546886j 0.0113588-0.0174374j -0.00681345+0.00690011j -0.00550406+0.00393148j 0.0349755-0.0152248j -0.0172018-0.00995258j 0.0222334-0.0277036j -0.0155621-0.0405927j -0.0133566-0.0412405j 0.019487-0.0395423j 0.00928339+0.0591488j 0.0714243-0.0460265j 0.00628467-0.0456374j 0.0495922-0.00224881j 0.0364758-0.0468299j -0.166126+0.00348502j -0.126852+0.0148862j -0.104053-0.064831j -0.00185538-0.208572j 0.0220816+0.0339061j 0.0601666+0.0516305j 0.189473+0.00145033j 0.117946-0.031458j 0.0365699-0.0338023j 0.0973708-0.0790132j -0.0193741+0.120197j 0.0473123-0.0377756j -0.0246672+0.235185j 0.0372629-0.0751695j 0.0260264+0.117461j 0.0105773+0.206921j -0.0165566-0.280228j -0.137148+0.00523114j -0.0670515-0.248198j 0.362332-0.173807j 0.0836482-0.298912j -0.059341+0.0165676j -0.0203316+0.041886j -0.042076+0.0279655j 0.014952+0.0106893j 0.00351341+0.00257647j 0.0629623-0.0187999j -0.00200669-0.0129155j -0.0454234+0.0320538j 0.0280876-0.0444751j 0.00233212-0.0124773j 0.00541856+0.013547j 0.0158571-0.00552203j -0.00236067-0.00194164j -0.0456856-0.00516734j 0.0386267-0.0412017j 0.0120229-0.0389487j 0.056544-0.0183211j 0.0185107+0.014258j 0.00493666-0.0541208j -0.000473182-0.018642j -0.00961403+0.00346904j 0.0454031-0.0321756j 0.00361154+0.0147784j 0.00708887-0.0154144j 0.0015057-0.0106701j 0.0181657-0.0520465j 0.0297254-0.016315j -0.0072076+0.0152287j -0.0150958-0.0109046j -0.00769382-0.024207j -0.012974-0.0321964j 0.00733467-0.0293065j -0.00637021+0.00159551j -0.015953-0.0108455j 0.0134138-0.014628j -0.0159251-0.0399945j 0.00826007-0.0249525j -0.0437364-0.0345609j 0.0125176-0.0521465j 0.0430336-0.00373938j -0.00116757+0.0365208j -0.0312922-0.00338077j 0.0359247+0.0221482j 0.0275992-0.0284976j 0.0443822-0.0500006j -0.0302407-0.0171894j 0.0211672+0.0308587j 0.0123512-0.00927665j -0.011079+0.0244231j 0.0157173+0.0168286j 0.0154018+0.0323187j 0.0720511+0.0607574j -0.0170266+0.00990196j 0.0120255-0.0325099j -0.0192154+0.0246885j -0.0285102-0.0895875j -0.0805127+0.181852j 0.165965+0.0169695j 
-0.0616395-0.00346819j -0.0329483+0.0232879j -0.0127197-0.00474339j -0.00216603+0.0237576j -0.0166793-0.0229294j 0.0256325+0.00466703j -0.00822928-0.0227111j 0.0324544-0.0122038j -0.0385332+0.0201547j -0.0608954+0.0172719j 0.0190432-0.0169774j -0.0311319+0.0514673j -0.0384107+0.0406828j 0.00975337+0.0065632j 0.00851007-0.012731j 0.146573-0.0858454j -0.0774776+0.0114946j -0.133165+0.106731j -0.0864318-0.0513277j -0.0506917-0.145966j -0.0102877+0.0601696j 0.00325387-0.0749741j 0.0412528+0.0261618j 0.0260982+0.0292146j -0.0552027+0.0984396j -0.185183+0.0505823j 0.0208897+0.0978849j -0.0305757-0.0688226j 0.15437-0.0615053j -0.0447291+0.196879j 0.152785-0.138352j 0.231555-0.0489984j -0.0595171+0.110365j -0.306785+0.116947j -0.0691167-0.115643j -0.271917+0.325755j 0.32829-0.0695216j -0.0654558+0.107576j 0.00931537-0.0366428j -0.0560172+0.0349203j -0.0142329+0.0525413j 0.00446655-0.017971j 0.0690898-0.0381399j -0.00505958+0.0256974j -0.0366632+0.0118074j 0.0335928-0.0779209j 0.00327365-0.00501318j 0.000375067+0.00612136j -0.0058484+0.0202469j 0.00183607+0.0018987j 0.00147742-0.02297j 0.0083209-0.0340778j -0.00902394-0.0233491j 0.0124405-0.00307712j -0.00615784+0.0287423j 0.00332925-0.00657656j 0.00476294+0.00798991j 0.0335417-0.00612255j -0.00594874-0.00196064j 0.00744744-0.0183688j -0.0110396+0.00125307j 0.0017431+0.0241274j 0.00892241+0.0114428j -0.00632863-0.00708366j 0.00257983-0.015595j -0.0022497+0.015215j -0.00429142+0.00988434j -0.0047323+0.0171445j -0.0106604-0.00414056j -0.0196956-0.00549564j -0.0164727-0.00392754j 0.00444731-0.0117366j -0.00863843+0.030589j -0.000711977-0.010943j 0.0055441+0.0128666j -0.0687059-0.0322554j -0.0556536-0.0458612j 0.0030523+0.0134284j -0.0293346+0.0564029j -0.00702203-0.0214422j 0.0181227+0.000139342j -0.0113992-0.0821971j -0.0290523+0.0281482j -0.0346671+0.0209311j -0.0118708-0.0113332j 0.0021211-0.0144157j -0.0138719-0.0569329j 0.0234962-0.0578956j -0.00897534-0.0113635j 0.033176-0.0237778j 0.00460177+0.00686202j 0.0462548+0.00850218j -0.0913687+0.0535741j -0.13277+0.0325176j -0.0351641+0.143242j 
0.0100152-0.000920792j 0.0326421+0.0132143j 0.00750809+0.0185225j -0.00103214+0.0131658j -0.0101488-0.016315j 0.00252027+0.0207415j -0.0116391-0.0473976j -0.026821-0.03043j 0.0108619+0.0213955j 0.0104986-0.0601318j 0.041717-0.00662619j 0.0170234+0.0172898j -0.00963445-0.0230878j 0.00611892+0.0389027j -0.0470999+0.00718063j -0.0492125-0.00459491j 0.0564558+0.0222363j 0.0312297+0.0781785j -0.0632198-0.0234744j -0.0691876-0.123411j 0.0464622+0.00917183j -0.0491742-0.0278238j 0.0441352-0.0529637j -0.0469592-0.0913166j 0.168189-0.211868j -0.168355-0.104803j -0.0571141+0.274088j 0.00150357+0.272483j 0.182409+0.223431j -0.0540189+0.189011j -0.157028-0.0485812j -0.161003+0.0389181j 0.244447+0.135786j 0.0631368-0.213781j -0.00937281-0.17287j -0.0735033-0.0574837j -0.106239+0.0374847j 0.0372875+0.0394015j -0.0247865-0.03627j 0.00911643+0.00641256j 0.0177917+0.0323762j -0.0158692-0.0313385j 0.00114014-0.00443342j -0.00343257-0.0269757j -0.0116022+0.011836j -0.0299528-0.0515935j 0.013186+0.00637346j -0.00685279-0.0129062j 0.0262436-0.0142676j 0.00500631-0.0243277j -0.0299857-0.0248361j -0.00534269-0.0175825j -0.00451084-0.0190348j 0.0367736+0.0270316j 0.000611127-0.0135676j -0.000917847-0.00231967j -0.0196437-0.000203377j 4.05998e-05+0.0326974j 0.0136217-0.0197383j -0.000104073+0.0097469j 0.0284281-0.0486348j 0.00421546-0.00784772j -0.00619376+0.013182j 0.0142217-0.0233131j -0.0115688-0.0167168j 0.0162385-0.0133131j 0.00840696-0.0050631j 0.019173+0.0153999j -0.002993-0.0149919j 0.00784408-0.00602618j 0.025312+0.019249j -0.0213842-0.000528981j -0.0188629-0.00596205j 0.00441109-0.00493075j 0.012251-0.0441972j -0.0101695-0.0443379j -0.00140297-0.00215906j 0.0330416-0.00290011j 0.0192259-0.0154243j 0.0167771+0.0316156j -0.00989553+0.052267j -0.00873562-0.0373159j 0.0196491-0.0228475j -0.00902662-0.011172j -0.00454163-0.0103893j -0.0108015+0.00493233j -0.0088766-0.00535899j 0.00148003+0.015256j -0.0160994-0.00465936j -0.00312144+0.00754374j -0.0111147-0.0104613j -0.0188531+0.0394889j -0.0251839-0.0393091j 0.0158556+0.0242021j 0.00607776+0.00462398j 
0.0119618+0.04092j 0.01406+0.000360182j -0.0132614+0.0195686j -0.0454656+0.00334607j -0.0234452-0.0132328j 0.0303862+0.00527286j 0.00491669+0.00677892j -0.0175407-0.0161553j -0.0338939+0.0349545j 0.00615883-0.00143729j 0.00839706+0.0356521j 0.0527078+0.0117742j 0.0255693-0.0194005j -0.0234456-0.00914695j -0.0171566-0.0211805j -0.0190071-0.0706079j 0.00520723-0.0346623j -0.0891717+0.0368299j -0.14563-0.0340318j -0.0292378+0.0688003j 0.153478+0.0270222j -0.054064-0.18299j 0.0823404+0.0476805j 0.0509004+0.000141972j -0.0839895-0.181046j 0.0174688+0.162021j 0.0573421-0.0821529j 0.0595608-0.113792j 0.183398+0.0258447j 0.294647+0.134959j 0.224488-0.215339j -0.294669+0.0778772j 0.0932411-0.0331724j -0.070242-0.163888j 0.130579-0.038691j 0.0740455-0.0332806j -0.17076+0.0704559j -0.0200787+0.00994342j -0.00794094-0.114868j -0.022002-0.0165396j 0.014946+0.0189294j -0.0211717-0.0084085j 0.042763+0.0227313j -0.0196272+0.0689744j -0.032349-0.0122466j -0.0317492-0.0376753j 0.0173273-0.00339731j -0.0258986+0.0125589j -0.0135918+0.00302164j 0.00871991-0.0229836j -0.00282301-0.0152556j -0.0272462-0.0130044j -0.0322749-0.00627676j 0.00410359+0.0109334j 0.00154409-0.0152816j -0.00630102+0.0159168j -0.00400258-0.0250901j 0.00170884-0.0356505j -0.00597223+0.0156508j 0.0161186-0.0164085j -0.0240243+0.00903294j -0.0110428+0.00198066j 0.00373919+0.00190695j -0.0124072+0.0147588j -0.0419531-0.00664201j -0.00551612-0.00684665j -0.00983554-0.0137628j 0.0441636+0.00992046j 0.00812546+0.000553483j 0.0253954+0.0172582j 0.0239712-0.00457231j 0.0414086+0.0472561j 0.0192651+0.0243269j -0.00707125-0.00231548j -0.0120044-0.0158098j 0.020036+0.0301819j 0.0172489-0.00551428j -0.0210136-0.0235487j 0.0211907-0.00168305j 0.00555657+0.00197399j 0.0213976-0.0263365j -0.0154012+0.0174109j -0.0233122+0.00232825j 0.0404486-0.0306608j 0.010802+0.00200285j 0.0224647+0.00496727j 0.010969+0.01498j 0.0300855+0.0248789j 0.0103754-0.0261146j -0.0132427+0.0022804j -0.00629755-0.00131968j -0.0582943+0.0283019j -0.0394842-0.052922j -0.0171653-0.0260073j -0.0101071+0.0383996j 
-0.0490912+0.0485624j 0.0130708-0.00990488j -0.0370449+0.0115594j -0.0252039+0.0185181j 0.0196715-0.0279636j -0.0137009-0.0136547j -0.0210674+0.00391243j 0.00749878+0.0153166j -0.0231798-0.0030999j -0.00492198+0.0233393j -0.0186571-0.0260123j -0.00669048+0.0153371j 0.0334361-0.00638754j 0.0321854-0.0136617j -0.0042653+0.0172332j 0.12979-0.133305j 0.00998517-0.0746328j -0.162177+0.0954425j -0.07526-0.0137899j 0.0867639+0.0258139j 0.0176053-0.0139826j 0.119482+0.0583911j -0.00189289-0.0722168j -0.0590392-0.075904j 0.170301+0.0388092j 0.115617-0.0924372j 0.0802917-0.00620305j -0.257753+0.0172181j 0.0528002-0.154427j 0.17022-0.17521j -0.150398-0.189259j -0.117719+0.166914j -0.0183255+0.184196j 0.012636+0.0305601j 0.104153-0.144998j -0.0470353+0.00750765j -0.0970925+0.0881909j -0.0354499+0.0633148j 0.0856338-0.118794j -0.0390792+0.0162436j -0.0294932+0.0362966j 0.0101919-0.000106467j 0.0476681-0.0365434j 0.0131303+0.0625925j -0.0322537-0.0268681j 0.0150548-0.00567188j 0.00232395+0.00895269j 3.14867e-05+0.0118242j -0.00495958+0.0168351j 0.00558418+0.00168235j 0.00896905+0.0184604j 0.00870685+0.00836897j 0.0190793+0.00786151j -0.00281449-0.0144822j 0.00288958+0.00979391j -0.0368719+0.0101652j -0.0139111+0.00564882j 0.0165961-0.0207843j 0.000995628+0.000151052j 0.0169954-0.00953091j 0.0397523+0.00135386j 0.0111392+0.00132576j -0.0243848-0.00239456j -0.00529141+0.0108552j -0.000792062+0.0168982j 0.031225-0.00608035j 0.0208321+0.0017199j -0.00404936-0.0148832j -0.00539181+0.0127833j 0.00885718-0.0153896j 0.00289523-0.00377596j -0.0202453-0.0216456j -0.0167209-0.00269333j -0.00932135+0.031811j 0.0324237+0.00581015j -0.0158812-0.00201012j -0.0201362-0.00922573j 0.0636765-0.00159264j 0.0518569-0.0282173j 0.0127271+0.0180202j -0.0174381+0.015041j -0.0376082+0.014945j 0.0152805-0.0320053j 0.0226997-0.0102286j 0.0155587+0.00250966j 0.0130031+0.00735585j 0.0178137+0.00322661j 0.000199285+0.027271j -0.00589033-0.0329019j 0.00416962+0.00314443j -0.00560103+0.00407337j -0.0283867+0.051573j -0.0545418+0.00440105j -0.0337027-0.00669958j -0.0185568+0.0392628j 
0.0121002+0.0346471j 0.000634021+0.0103032j -0.0153691-0.0107974j -0.0356464-0.0425889j -0.0216339+0.0101813j -0.0152358+0.0361442j -0.0154852-0.00130037j -0.0453109+0.018957j -0.00264552+0.033848j 0.0259713+0.0126768j -0.00883328-0.00705526j -0.00143615-0.0234284j -0.003802+0.0112783j 0.00291798-0.00801587j -0.000889217-0.0141887j 0.00125213-0.0845665j -0.0226004-0.0209789j -0.0749892-0.0403771j -0.108752-0.122037j -0.0313226-0.00930892j -0.111805+0.107998j 0.0609128-0.057443j 0.0514387-0.0972931j -0.125454+0.173369j 0.260159+0.243988j 0.133541-0.0706308j 0.0976136-0.0175123j 0.218441-0.0373495j 0.0415355-0.0929507j -0.0967503+0.162305j -0.0138531+0.236657j -0.0274116+0.0446991j 0.0249792+0.0248096j -0.0891153+0.0653396j -0.00981856+0.0542747j 0.0743538+0.00313152j -0.158569+0.0139443j -0.0109703+0.0357998j -0.00779284-0.0786236j -0.0140565-0.0142097j 0.0157837+0.0222143j -0.0138988-0.00944402j 0.0222941+0.0481042j -0.0239373+0.0400499j -0.0265676+0.00493646j 0.0329917-0.0230377j 0.00727206-0.00136481j -0.0100429+0.0133129j -0.029842+0.0237073j -0.00684985+0.0141443j -0.00695235+0.00329409j -0.00169857+0.000963118j -0.00464301+0.0169792j 0.018737-0.00259988j -0.0349509+0.0167239j -0.0114859-0.0259601j -0.0382524-0.00850398j 0.0202873-0.025601j -0.0165294+0.0226011j -0.00895143+0.00878693j 0.0349117+0.0102997j -0.00850229-0.00128517j -0.0161757-0.00431089j -0.00444793+0.0168262j 0.0203391-0.0420184j 0.0305709-0.000572005j 0.00850574-0.00844887j -0.0164283+0.0469465j 0.00488795+0.0225402j -0.0320633+0.0355212j 0.00586975-0.0112279j -0.0202916+0.0277554j 0.0046283+0.0198415j -0.0117099+0.014187j 0.0107269+0.0325422j 0.0134304+0.0106923j -0.0114178-0.0194732j -0.019822+0.0190744j 0.0104356-0.00641932j -0.00743074-0.0188636j -0.0170148-0.026129j 0.0126896+0.018401j 0.000626874+0.0161156j 0.00206931-0.0198925j 0.00137786+0.00566551j 0.00985282-0.0108872j 0.00315075-0.00709615j 0.0126869+0.000333134j -0.00897838-0.0218461j -0.00738332-0.000889114j -0.00563345+0.000558143j -0.00137182+0.0106858j -0.026075-0.00394293j -0.00485355+0.00121232j 0.0112714+0.0282894j 
0.0248183+0.0263523j -0.0175308+0.00770455j -0.00210986+0.0369556j -0.0234802-0.0236846j 0.00725686-0.0207136j -0.0290363-0.000818279j -0.0254261-0.0289559j -0.00840106+0.0138781j -0.0247615-0.00823335j -0.00907802+0.0241692j 0.0383191-0.00205876j 0.00781874-0.0301425j -0.00508111+0.00345291j -0.0146879+0.00361316j 0.00589386-0.015218j -0.0660653-0.00995669j -0.0360301+0.0351826j -0.0372765+0.0415217j -0.0322165-0.0733644j 0.116843+0.0151375j 0.168684+0.00392078j 0.133805-0.0316958j 0.161517+0.0921696j 0.0547025+0.144006j -0.226044-0.0242294j -0.0627635+0.16978j 0.0223797-0.381885j 0.140525+0.0388674j -0.0642548+0.0861401j -0.0494233-0.118963j 0.104695+0.027813j -0.0293107-0.100439j -0.123335+0.0409561j -0.0224074-0.0209842j -0.0258632+0.0899514j 0.0684542-0.0262066j -0.106352-0.0435802j -0.0199554-0.0171726j -0.0458048-0.0124843j -0.00994348-0.00753824j 0.0118544+0.00349967j -0.00637714-0.0152784j 0.0254917+0.0177049j 0.0121593+0.0274792j -0.0580932-0.0342884j -0.0217259+0.00047611j 0.0200588+0.00610233j -0.0278511-0.0015973j -0.0249062-0.00953977j -0.0216766-0.0165505j -0.025132-0.0315521j 0.00189229-0.00807411j -0.0359564-0.000748264j 0.0329567+0.0386132j -0.0309924+0.0198431j 0.0248858-0.0259515j 8.33926e-05-0.0136747j 0.02093-0.0368996j 0.000814095+0.0453065j -0.0118637-0.0128524j -0.0119755+0.0167069j -0.00898835+0.026646j 0.00862874-0.0122643j -0.00158738+0.0455472j -0.00497635+0.0316645j -0.00106212+0.00288486j 0.0252844+0.0189688j 0.0109165-0.043007j 0.00896879+0.00967554j -0.0133882-0.0267271j 0.00131056+0.00739695j -0.0203732-0.0369311j 0.00339361-0.00567753j 0.0174163+0.00464384j 0.0262486-0.00235306j -0.0199493-0.000343173j -0.0148601+0.00262109j 0.0255498-0.0193126j -0.00688881-0.000736683j 0.0109267-0.00129633j 0.014522+0.0111996j -0.0125926-0.00906702j -0.0191819-0.0206207j 0.0196168+0.0267231j -0.00340569+0.00470279j 0.00851761+0.00665703j -0.0030479-0.00941479j 0.0104154-0.00576082j 0.0176811-0.017052j -0.0108889+0.000902677j -0.00234508-0.00375931j -0.014983-0.00622487j 0.00170437-0.0338761j 0.00977111-0.00421277j 0.00335077+0.011284j 
-0.0241909-0.0168289j 0.0340507-0.00278808j -0.00305972-0.0364331j 0.0275448-0.00197773j 0.0227106+0.0052876j -0.022735-0.0229329j 0.0472362-0.0101492j -0.0131621-0.0115858j 0.00887775-0.00383505j 0.0123921+0.0120154j 0.000186025+0.0270483j 0.00360607-0.0226619j 0.00173182+0.00447257j 0.00301536+0.0109627j -0.0113908+3.03463e-05j 0.0324851+0.00897425j 0.0575631-0.00415966j 0.00667371-0.0684211j 0.0323064-0.00963807j 0.071498-0.000510933j -0.0872097-0.00503402j -0.0370511+0.156547j -0.139371-0.20895j 0.0885259+0.200543j 0.332471+0.0860077j 0.1265-0.0178418j 0.0142745-0.00945516j 0.280643-0.197104j 0.000714979-0.05345j 0.10137+0.190977j -0.137545+0.0664217j 0.0686782+0.145584j -0.133051+0.0203495j 0.00589319+0.101912j 0.050645-0.0448562j -0.0537356-0.0105516j -0.0450781+0.0257389j 0.025675+0.0212823j 0.0410563-0.00402778j 0.009717-0.0130149j -0.0180975+0.00459473j 0.00755488-0.00203177j -0.0147106+0.0271789j 0.0334067-0.0118675j 0.0178896-0.0299699j 0.015591+0.0250078j -0.0108307+0.0250029j 0.0169038-0.0184719j 0.000773426+0.0455993j 0.000771635+0.0761404j 0.0312221-0.00403488j 0.0182635-0.0335604j 0.0497183-0.0145202j -0.0235516-0.0234442j 0.0429784+0.0363883j -0.054414-0.00565175j 0.0194841-0.00393468j -0.0211897-0.0173444j 0.0161221+4.42456e-05j 0.0270995-0.020812j -0.00719168+0.0534392j 0.00594068+0.0260972j -0.00940316-0.024671j 0.00361495+0.0186987j 0.00869805+0.0406342j -0.00789032+0.0271984j 0.00410416-0.00488656j -0.0201989-0.0313501j -0.0065301+0.00105243j -0.0011758-0.00581412j -0.00279884-0.00841792j -0.0256841+0.000726942j -0.0168612-0.0120501j -0.00924198+0.00282842j -0.00478437+0.0011661j -0.0101045+0.0052082j 0.000786817+0.00269305j 0.0330829-6.74301e-05j -0.00993587-0.00240173j 0.0122198+0.0134459j -0.00113478+0.00970397j -0.00552246+0.00252625j 0.00910666-0.00817045j -0.0119029-0.00135575j 0.00635587+0.00447047j -0.00555512-0.000444697j 0.00536954+0.021195j -0.0125814-0.00568476j -0.0211241+0.00834558j 0.00648091+0.000487418j -0.00377237+0.00344709j 0.00591389+0.00911251j 0.00209778+0.0129399j 0.000212584+0.00253388j -0.0146492+0.000121065j 
