0.0621754+0.146303j -0.189578-0.118202j -0.0829768-0.1891j 0.0256262-0.26257j 0.0548115+0.0170272j -0.0870015-0.133042j 0.0470222-0.0694939j 0.0866316+0.0413662j -0.182383+0.00679727j 0.209068+0.167643j 0.159256-0.197262j 0.0563469-0.0392938j -0.0908528-0.200359j 0.275329+0.0667986j 0.0784792-0.0173016j -0.043158-0.00735799j 0.0622434+0.104591j -0.0049692+0.0456194j 0.00677318-0.0483496j 0.03318-0.0368104j 0.00704032+0.0368054j -0.0518056+0.00557409j -0.0181295+0.013357j -0.00693768+0.0191199j -0.0218454-0.029685j 0.016366-0.0288288j 0.0454616+0.0203788j 0.0253564-0.0417411j 0.0312654-0.00311898j 0.00789936-0.00594613j -0.0909177-0.00935253j -0.00822729-0.0199297j -0.00412378+0.0710912j -0.0605976-0.020536j -0.0131104-0.0344929j 0.0448077+0.0129539j -0.0358653-0.0435185j -0.010331+0.0122933j -0.0286735-0.021016j -0.0275476-0.0285612j 0.0105597-0.00184512j -0.00161812+0.0051611j -0.0104244+0.0183247j -0.0110432+0.0207451j -0.0223105+0.00841878j -0.0104134+0.013187j 0.00531609+0.00400172j -0.00415512-0.0117151j -0.0112327+0.00645843j -0.0146644+0.00309526j -0.0419679+0.000851645j -0.000633922+0.00436492j -0.00100689-0.00246809j 0.0085534+0.00410799j 0.017036-0.00530971j -0.00141215-0.0116002j -0.019944-0.00252155j -0.02067-0.00272927j 0.0157892-0.000215533j 0.0220538+0.00410892j 0.00694923+0.00192343j -0.00142897-0.00335762j 0.0219501+0.00331669j -0.0108367+0.00751541j -0.0107999+0.00997239j 0.0159692+0.0103821j 0.00621432+0.00280926j -0.017452-0.0102703j 0.00330797+0.00116005j 0.00422053-0.0159649j -0.0253667+0.00492643j 0.00709465+0.0200322j 0.011348+0.00610693j -0.0003194-0.0150214j -0.0402244-0.0228937j -0.00528034+0.00115599j 0.00506443-0.0271314j 0.00381843-0.0357997j 0.00979718+0.0167644j 0.0163926-0.0127956j -0.0261771+0.0151909j -0.00481471+0.0161114j 0.0266788-0.0174498j -0.0288279-0.0106107j 0.00728758-0.00205492j -0.022201+0.0168287j -0.017098-0.0545196j -0.0617339-0.00432738j -0.00349276-0.00986764j 0.0127318-0.0320888j 0.00154278+0.0172927j -0.00545474-0.00291145j -0.0572808-0.0466896j 0.014911+0.00134338j 0.0515101+0.0656116j 
-0.00205315+0.00906292j 0.00319426-0.00171055j 0.00513956+0.01034j -0.00357221+0.000712884j 0.00149848+0.00334187j -0.00192549+0.000836058j -0.00118661-0.000336082j -0.00547153-0.00323574j 0.00335244-0.00477943j 0.00481463-0.000286498j 0.00219755-0.000143756j 0.00125782+0.00106569j 0.00193759-0.00122812j -0.00660906-0.000220307j -0.00016941-0.00204136j -0.0153915-0.00670238j 0.00904531+0.00540273j -0.0102594-0.00100626j 0.00734578-0.0198248j 0.00542515+0.00374704j -0.000836115+0.0165802j -0.00190142+0.00152881j -0.00850306+0.00347563j -0.0041189+0.000469957j 0.00576138-0.00709523j 0.00263187+0.00596286j 0.00512517-0.00861137j -8.48049e-05+0.0062018j -0.0056687-0.00682119j 6.63744e-06-0.000217899j 0.000733857-0.00693317j 0.00480097-0.00374551j -0.00283372-0.00162592j 0.00328707+0.00251177j -0.00235797+0.00667169j -0.00332146+0.00884245j 0.000422992+0.0031956j -0.0126711-0.0224747j 0.0185288+0.00191733j -0.00530347+0.0134888j -0.00216578-0.00251548j 0.020871-0.00592866j 0.0107714-0.0258103j -0.0419319-0.0269671j 0.013478-0.0166871j -0.00764561+0.0251472j -0.00636251-0.0376675j -0.0360719-0.0160249j -0.0174905+0.0207501j 0.0038089-0.0130952j -0.0159106+0.00396512j -0.0113973+0.0270389j -0.0218646+0.0214971j 0.0122817+0.00280178j 0.00744327+0.0158207j -0.00514994-0.0139518j -0.0262136-0.00306332j -0.0134169+0.00390965j 0.0256012+0.00762317j 0.013428+0.00798702j -0.00908633+0.0376072j -0.00278896+0.00131387j -0.00613443+0.00261978j 0.00343095-0.00131808j -0.00960691+0.00700867j -0.00105165+0.0131665j -0.00108865+0.00209703j -0.0025403-0.00355633j 0.0103464-0.00997274j 0.0151855-0.00425593j -0.00407788+0.0146593j 0.0049863+0.00456435j -0.00986115-0.0104345j -0.00128472-0.00452632j 0.00360373-0.0128082j 0.00324007+0.00555941j 0.000260033+0.00113571j 0.00868397-0.0195084j 0.000849298-0.00388062j 0.00526346+0.0122631j 0.00151888+0.00829242j -0.00545768+0.000137341j 0.017194+0.00424175j -0.00161265-0.0275219j -0.00642863-0.00618757j 0.00477955-0.0211177j 0.00597064-0.00863379j -0.00496013+0.00853311j -0.0107137-0.00437358j 0.0019736-0.0126618j 0.00286109-0.00525332j 0.00579673+0.00186757j 0.0169359-0.000902375j 0.00258342-0.0101364j 0.00411858-0.0140086j 
-0.000992908+0.00830151j -0.0153101+0.000295355j -0.003923-0.0062451j 0.00431243-0.00207245j -0.000746211+0.00438299j -0.00172471+0.00633641j -0.00262384-0.00575957j 0.000511552-0.00268953j 2.0958e-05+0.00199496j 0.00935686+0.00147216j 0.00232638+0.000156731j 0.00415292-0.00121331j -0.00649217-0.00119339j -0.00349989+0.00276041j -0.00514175+0.000539112j -0.00184817-0.00979879j -0.0233459+0.0030538j -0.0280913-0.0120507j 0.00973195-0.0241575j -0.00768191+0.00133181j -0.00137339-0.0259171j -0.00603091-0.00750119j 0.00981935-0.00193129j -0.00112538+0.00322548j -0.00203482+0.0104281j -0.0137194-0.0139162j -0.00183948+0.002502j -0.0057088-0.00133766j 0.00615379+0.00755801j -0.0046083+0.00244697j 0.00630595+0.0028066j -0.00621512+0.00046775j -0.00121322+0.0054319j -0.00474407+0.00130483j 0.00416532+0.00172782j -0.000361124-0.00129536j 0.000771738+0.00500268j 0.0210891+0.00987452j -0.00781317+0.00468044j -0.00303731+0.000704588j -0.00482344+0.00322914j -0.00360651+0.0159457j -0.0351008-0.00248144j 0.0106738-0.00255733j 0.00197687-0.00767015j -0.00584256-0.0157251j 0.000862379+0.0100852j -0.0140777-0.0212845j 0.000137782+0.00491597j 0.00181918+0.00872114j 0.00107766+0.00250421j 0.0436948-0.00900878j 0.0158553+0.00238578j 0.0172086-0.0216477j -0.0104989-0.00640537j -0.00990705+0.0323291j 0.00108829+0.0253092j 0.0231125+0.0125231j 0.00706495+0.00749604j 0.000553069+0.0234199j 0.00306422-0.0329393j -0.00820544-0.00621652j -0.0113111+0.00621489j 0.0158209-0.00714395j 0.0100798-0.00109151j 0.0051143+0.00687702j 0.012239-0.0041649j -0.00674094-0.0026565j -0.0132514+0.00964835j -0.0094774+0.0041278j 0.00164271+0.000880163j -0.00203747-0.00507722j 0.00985815-0.00270216j -0.00735441-0.000116144j -0.00547317+0.0132636j -0.0121077-0.00446019j 0.0035617+0.00103265j -0.0167043+0.0174729j 0.00368954+0.00464032j -0.00673935-0.00784283j -0.00597066+0.00211552j 0.00492574-0.0069557j 0.000920636-0.00704285j 0.00846102+0.0132592j -0.00744937+0.00661152j 0.00306123+0.0130934j -0.000684257-0.00178471j 0.0133515-0.00285504j -0.00156456-0.00314286j -0.00687038+0.00511919j -0.0061131+0.00700012j 0.000528636+0.0031668j 0.00810144+0.00655j -0.00827052+0.0108557j 0.000370847+0.00269281j 
-0.00127706+0.00967164j -0.000218106-0.0103789j -0.00854839+0.000320233j -0.00227925-0.00780844j 0.00189741-0.00498872j 0.0021844-0.000329449j 0.00458194-0.00199124j -0.00582548+0.000903072j -0.00284952-0.00144953j -0.00438544-0.00271222j -0.000357+0.00425748j -0.00448251+0.00288476j 0.00203329+0.00107509j 0.0039107-0.00593002j 0.00187987-0.00187839j -0.00666043-0.0195377j -0.0140148-0.00763363j -0.00885842+2.48745e-05j 5.65572e-05-0.0117365j 0.0156101+0.00792595j -0.0210599-0.00661861j -0.00689333-0.00263628j -0.00213485-0.00131379j 0.0045752-0.00336199j 0.000560848-0.00206552j 0.00127996-0.00026018j 0.00310902-0.00126214j -0.00141608+0.00187623j -0.00901803-0.000405029j 0.000277045+0.00224387j 0.00273715-0.00495015j -0.00557137-0.00734188j 0.00504578-0.000935365j 0.00557198+0.00279937j 0.0045104+0.00629783j -0.0124422-0.000738947j 0.00113163+0.007105j 0.0128927-0.00155767j 0.00412338+0.00394453j 0.00404541+0.0213806j -0.00765451-0.0107585j 0.00970832+0.019625j -0.0213008-0.0121555j -0.01974-0.0302452j -0.0101639-0.0100463j -0.0144008+0.0102824j -0.00711073-0.00843812j -0.0161044-0.00886387j -0.0123369+0.00856876j -0.00164129-0.00330172j -0.01563+0.016867j 0.00458229+0.0174112j 0.00706184+0.00125555j 0.00782226-0.0169584j -0.00393806+0.00998115j -0.00498783+0.000398666j -0.00932405-0.00193142j -0.0079493+0.0025082j 0.0144852+0.00473846j -0.00398697+0.00417676j -0.0106039+0.00322892j -0.00637976+0.00177816j 0.000350923+0.00586313j 0.00493091-0.0112617j -0.00571075+0.00216113j 1.72866e-05+0.0112588j 0.00753482+0.00359733j -0.00460423+0.000469755j -0.00146347-0.00349701j 0.0022722-0.00886637j 0.00476251+0.00494361j -0.00070755+0.00579515j -0.00511194-0.0120335j -0.00516311+0.00587992j -0.00411983-0.0108088j 0.00220562+0.00715514j -0.0011388+0.00676382j 0.00242046+0.0045671j 0.00693561+0.00122671j -0.00092999+0.00515387j -0.000165715+0.00824909j -0.000991805-0.00244435j 0.00917155+0.0108886j 0.0101956-0.00527901j -0.00683626+0.00258697j -0.000599322+0.000286139j 0.00160731-0.000830417j -0.00524854-0.0013122j -0.00527164-0.0128685j -0.00263866+0.010918j 0.000328943-0.00187293j -0.000626482+0.00732868j 0.0144117+0.00336292j -0.00429148-0.00446823j -0.00573926-0.00857935j 
0.00452474-0.0103188j 0.00732655+0.00589471j -0.00164546+0.000808799j 0.00720285-0.00488065j -0.00142076+0.00364903j 0.00759123-0.00298735j -0.00321801+0.00903696j 0.000496732+0.0023834j 0.0023009-0.00384845j 0.000725452+0.00552653j 0.00251082-0.00173605j 0.00304919+0.00183417j -0.00673514-0.000976276j 0.000427005+0.000715502j -0.0105983+0.00321271j 0.00957188-0.00250605j -0.00207865-0.0210065j 0.00406317+0.01366j -0.00299299-0.0117579j -0.00608019+0.00269386j -0.00194004+0.00557535j -0.00559841-0.00557956j -0.0151383+0.00957267j -0.00578628-0.0061301j -0.00775259-0.0146889j 0.00503064-0.00330811j -0.00552892+0.00207981j 0.00476511-0.00131421j -0.00413598+0.00503255j -0.00102079+0.00276446j -0.000952899-0.00552189j 0.00084329-0.00350466j -0.00529501-0.00160533j 0.00123969-0.00325152j 0.00135525-0.0019404j 0.00453381+0.00222627j -0.00195205-0.00248215j 0.00995703+0.0153063j -0.00492225+0.00958725j -0.00368413-0.027145j -0.0206749-0.00692428j 0.00599746+0.0212073j -0.0110495+0.0217552j 0.0153757-0.0169532j -0.0144558+0.0318308j 0.00618293+0.0148724j 0.0125346+0.0289083j 0.00619369-0.00319744j 0.023542-0.00200312j -0.00720865+0.0297146j -0.012794-0.00620448j -0.0146913-0.0143057j -0.0216661+0.00572401j 6.5219e-05-0.0128522j 0.0156607+0.0214694j -0.000974831-0.00414506j 0.000453352-0.0162941j -0.0206075-0.00792409j 0.00110342-0.0010769j -0.00472544-0.00845616j -0.0233557+0.0122029j 0.00399973+0.0101625j 0.0164336-0.00699156j -0.00199702+0.00540965j -0.010924-0.00811357j -0.0171106-0.0049717j -0.00607028-0.00132574j 0.000820133+0.00722543j 0.00351062-0.00143637j 0.00182276+0.0157404j -0.000281565+0.00312346j -0.0104188+0.000772168j -0.00334736-0.000777757j 0.00552623-0.00201722j 0.0122067-0.0100873j 0.00706767-0.00272705j 0.00666309+0.00297594j 0.0152915-0.00318683j -0.00583595-0.00354834j 0.0113651-0.00368482j 0.00228682-0.000362142j -0.00425661-0.000351234j 0.00782544-0.00519564j -0.0056807-0.0143165j 0.00104551+0.00623763j 0.0019043-0.00240132j 0.00290015+0.00234762j -0.00633258-0.0127568j -0.00100453-0.00528403j -0.00394886-0.0010563j -0.00227004-0.00212456j -0.0016565+0.00626906j -0.00704786-0.00766702j 0.00472737-0.00144311j -0.00162015+0.00497029j 
0.00932811+0.00277883j -0.00156637-0.00828935j 0.00363826-0.00294693j 0.00321903+0.00331227j -0.00656704+0.00020995j -0.000590188+0.000609551j 0.00380841-0.00305635j 0.000241046+0.00308345j -0.00292047+0.00105366j -0.000197013+0.000528881j 0.000216008-0.00102144j 0.00238421+0.00447559j 0.00210784-0.000819542j -0.00187133-0.00109258j 0.00170038+0.000604986j -0.00273199+0.00584961j -0.00937784-0.0241458j 0.00563444+0.0190185j 0.00776799-0.013287j -0.00162201+0.0317242j 0.00462029-0.000712128j 0.000293743-0.00445706j -0.0074304-0.00314475j -0.000591672-0.0083079j -0.00769082-0.0158772j 0.00516006-0.000534049j -0.00615001+0.00779324j -3.36164e-05-0.007182j 0.00567833+0.00759321j 0.00476139-0.000448251j -0.00232067-0.000199111j -0.00979869-0.00623275j 0.00167163+0.00208653j -0.00906085-0.00155569j 0.000625146-0.00182048j 0.00217956-0.00578814j 0.000152301-0.00140227j 0.0207235+0.0200514j 0.0052442-0.00210522j -0.00473338-0.00205871j -0.0301334-0.0278793j 0.0215765+0.027649j 0.00342094+0.0276341j 0.00374557-0.0247824j -0.0095821+0.0136521j 0.0215421-0.0122982j -0.0170337+0.000932856j 0.0105183+0.0054779j -0.0269024-0.0361932j -0.0029096-0.0381073j -0.00519961+0.00397836j 0.00210646+0.0212486j -0.000210978+0.0374382j -0.0144105+0.0206881j -0.0161565+0.00115362j 0.0184114-0.0286334j -0.0185909-0.0134895j -0.0189585+0.00209475j 0.00270164-0.00133246j -0.0196926+0.0117657j 0.030839+0.00352614j 0.0155302-0.00482551j -0.0101626-0.0165311j 0.00585516+0.00682941j -0.00987221+0.020158j 0.00513283-0.000728124j -0.003312+0.0113194j 0.0149646-0.00884336j -0.00265766+0.00459468j 0.00663497-0.016005j 3.0712e-05-0.016316j 0.00565343-0.00611408j 0.00672291+0.00720853j 0.00658615+0.00312479j -0.000190492-0.00153273j 0.000668797-0.0142107j 0.000442167-0.00458801j 0.00404162-0.0087243j -0.0109147-0.000911009j 0.00946453-0.0113198j 0.00254194-0.000162074j 0.00929526+0.0125933j 0.0141391-0.00839594j -0.0058705+0.0137293j -0.0108255-0.00010689j -0.0137537+0.00584283j -0.0080708+0.00360458j -0.0114572+0.00810729j 0.0160185+0.000727467j -0.00217505+0.00536083j 0.00309617+0.00283111j -0.0128473-0.005795j -0.0099238-0.0146098j 0.00341882-0.00177765j -0.000669017-0.00118652j 
0.000686145+0.0118089j -0.00659455-0.00897225j -0.00920524-0.00418559j 0.00371634-0.0092327j -0.0045847-0.000664891j 0.0087148+0.00427658j -0.00124903-0.00644508j 0.00181825+0.00554096j -0.00711333+0.00177753j -0.00128303-0.00178064j 0.00358064+0.00179467j 0.00219332+0.00229083j -9.17426e-05-0.00177165j -0.00327491+0.00116741j -0.000410014-0.00183807j 0.019853-0.0207708j -0.0092628-0.0327592j 0.00751765-0.00559193j 0.00211087-0.00441673j 0.00987176-0.0061869j -0.00347489+0.00247503j -0.00527388-0.0105067j -0.00772624-0.000811964j -0.0070196-0.00823721j -0.00555475-0.00086093j -0.00390941-0.00738705j -0.00335624-0.00903819j -0.00398312+0.00294527j -0.00949549-0.0020642j -0.00411197-0.00246884j 0.000852927+0.000411531j -0.00307419+0.00055846j -0.00344263+0.00577541j 0.000625182+0.00378551j 0.000903438+0.00389135j -0.00358474+0.000826804j -0.00125258+0.00279553j -0.0078904+0.000596746j -0.0166228+0.00626567j 0.0165911-0.0292317j -0.0266381+0.00375267j -0.0261349+0.0208307j -0.0101465-0.0171625j -0.00979752-0.0344419j 0.00434594-0.00585342j -0.0236794-0.0185197j 0.000220955+0.0212242j -0.0193686+0.028145j -0.0296885+0.0162628j 0.0148797+0.010158j -0.020219+0.00194861j -0.0287026-0.0215139j 0.00488852+0.00989998j 0.0135894-0.00468815j 0.0102827-0.00748052j 0.00396093+0.0118154j -0.00237956-0.00416886j -0.00495413-0.000262462j 0.00768075+0.00473146j 0.00106619+0.00975684j -0.0149997+0.00791663j -0.0112871-0.0145953j -0.000823606+0.00317825j 0.00208378+0.00152251j 0.0025307-0.0173378j -0.00129676+0.00353388j 0.000615555-0.00502812j -0.0157542-0.00103759j 0.0100216-0.00142574j -0.00235978-0.00411343j 0.00524094+0.00783174j 0.0177635+0.0036948j -0.0140757-0.0096845j 0.00472482-0.00260805j 0.00451893+0.00144014j 0.0177638+0.00457465j 0.00395505+0.000445476j 0.00424608-0.00532527j 0.000530083+0.0123115j -0.0112264+0.00317484j -0.00550437+0.00645589j 0.00860844-0.0131108j 0.00385776+0.0100906j 0.0121135-0.0158403j 0.0027123+0.00743078j 0.00906877+0.000656434j -0.0126952+0.00105642j -0.000925181+0.00454271j -0.0170382-0.00995761j -0.00111687+0.010504j 0.00153104-0.00739885j 0.00575511+0.00230685j -0.000472999-0.00236174j -0.00378796-0.0144182j 0.0031541-0.00581259j 
-0.00462341-0.00967902j -0.00833218-0.00231233j -0.000400873+0.00368739j -0.00582259-0.0068706j 0.00380367+0.0068828j 0.00155814-0.00362999j -0.00418007+0.00456349j 0.00951041+0.00298942j 0.000905839-0.000558663j 0.00139155+0.00449929j -0.00352547+0.00128409j 0.00347413-0.00391776j -0.00490094-0.00104839j 0.000211123+0.0030836j -0.00121373-0.000612834j 0.00981222+0.0258651j -0.000379626-0.0049376j 0.0150444-0.0140908j -0.0213573-0.0104401j 0.00630581-0.00341016j 0.00950321+0.0188137j 0.000127786+3.00115e-05j 0.00116461+0.0134645j -0.00599858+0.00811951j -0.00874925+0.00265226j -0.0102211-0.000940446j 0.00131239+0.00682901j -0.00106112-0.00569353j 0.0103227+0.00947593j 0.00243343+0.00384992j 0.00108679+0.00540921j 0.00183225+0.00674183j -0.00589953+0.00305689j -0.000153057-0.000645355j 0.00121453-0.00108934j 0.0062985+0.00690004j 0.00631892+0.00010875j -0.00016805+0.00552651j 0.00103018-0.00278803j 0.0240591-0.0202883j -0.00314673-0.0295181j 0.00833875+0.0173352j -0.0248978-0.0455283j -0.0314546-0.000904847j -0.00473245-0.0018595j 0.0205897+0.00306293j 0.0415517-0.0252724j -0.0271729+0.00255958j 0.0250324+0.005585j 0.0010107-0.0113548j -0.00310114+0.00800468j 0.00680687+0.0306243j 0.00757462+0.0177895j 0.0279161+0.00930422j -0.0153684-0.017847j 0.00473936+0.00785601j -0.00642042-0.00512975j 0.00415654-0.0153287j -0.00380267+0.00609799j 0.00785787-0.0187354j 0.00843085+0.0032449j 0.00407534+0.00507475j 0.0105575+0.00067012j -0.00161767+0.0226168j 0.00613352+0.0188106j -0.00361664-0.0110733j -0.014596-0.00268958j 0.00448577-0.0149502j -0.000714593+0.0104373j 0.00494213+0.00531358j -0.0104211-0.0104249j 0.00160727-0.00713107j 0.00224938-0.00016534j 0.00356538-0.000880893j -0.0160602+0.00339716j -0.00873733-0.005602j 0.0117777+0.00636217j 0.00610082+0.00558717j -0.00752141-0.00339378j -0.0135786-0.00136512j -0.0162021-0.00434395j 0.00373186-0.0101489j -0.00617638-0.0125383j 0.0108018+0.00421034j -0.00166358+0.00417533j 0.00208437-0.00426926j -0.013849-0.00778482j 0.00930934-0.00997423j 0.000765908-0.00352697j -0.00330621-0.00761125j -0.00298942-0.00283616j -0.00842964-0.000398573j 0.00983562+0.00984618j -0.00417329+0.00867888j 0.00295943-0.00855995j 
0.00698621-0.0141857j 0.0142776+0.0134036j 0.0019736-0.0147541j 0.0111468-0.00282852j -0.000234512-0.005892j 0.00200597+0.00567068j 0.00710411-0.00396333j -0.00806568+0.00301533j -0.000399253+0.00255197j -0.00457705-0.00465636j 0.00169034+0.00334179j -0.00765942+0.0021873j 0.00278641+0.00288404j 0.00267226-0.00118978j 0.00197289+0.000348945j -0.00442251-0.00983764j -0.000660606+0.022157j 0.0119582-0.0268397j 0.0143263+0.0029185j 0.0150405-0.02426j 0.00308739-0.0035125j -0.00463441+0.00412412j -0.00276802+0.00643369j 0.00618858+0.00644802j -0.00675047+0.00152371j 0.0126172-0.00281794j -0.00400613+0.00589015j 0.00813265-0.00783191j -0.00106128-0.00744066j 0.00127382+0.00384864j -0.0069099-0.00718961j 0.00939226+0.0034038j -0.00237399-0.00843412j -0.000368847+0.00115867j -0.00513339-0.0015153j 0.0018147+0.00596291j -0.00253075-0.000980888j -0.00464811-0.0252805j -0.000712126+0.00490608j -0.0341656+0.0147643j 0.025954+0.0600967j -0.0194588+0.00401178j -0.0181604-0.0377993j -0.0388503+0.056126j 0.0298701+0.0283868j 0.0180874+0.00978313j -0.012431-0.00657232j -0.00657003+0.0105426j 0.00865548-9.71432e-05j -0.0161068-0.00560504j -0.0127263-0.0218456j 0.0139577+0.0341149j 0.00501223+0.0233086j 0.018455+0.0166462j -0.0099092+0.00223717j -0.00777149-0.00228562j -0.0168841+0.00824139j 0.0156251+0.0211681j 0.000799721-0.000909955j -0.0048316+0.00603886j 0.0328932+0.00871345j 0.0078742+0.00103025j 0.00139485+0.000623178j 0.0041693+0.000346433j 0.00730739+0.0218357j 0.00642913-0.000891429j -0.0109907-0.00114889j -0.00125824-0.0181328j -0.00544114+0.00189413j 0.00397582-0.0072556j -0.0077293-0.00130277j 0.0182308-0.00539398j 0.00440454-0.00870276j 0.00629692-0.00130228j -0.0126018-0.00149514j -9.53808e-05+0.00353085j 0.00454566+0.00320869j 0.00571266+0.00459646j -0.0133164+0.00533181j -0.0012957+9.7704e-05j 0.00290242-0.0153217j 0.0117009-0.00610175j 0.00427168+0.00610156j -0.00149838+0.0101208j 0.000496333-0.0045059j 0.0016777+0.00367137j -0.00794645-0.00863541j -0.0136888+0.00200643j -0.0132928-0.00448626j 0.00675389-0.00575949j -0.00622892-0.00182562j 0.00930258+0.00222604j 0.00858862-0.00128974j 0.00690146-0.00137345j 0.00552001-0.000617079j 
-0.0171308-0.021457j 0.00819508-0.00755437j 0.0105896+0.00981377j 0.00553802+0.0101392j -6.65646e-05-0.00204373j 0.000523228+0.00317187j -3.69541e-05+0.00168562j -0.00284791-0.00392291j 0.00227664+0.000539045j -0.00287983-0.00524264j -0.00409811-0.000729862j -0.00533253-0.00242648j 0.00243124+0.0067931j 0.00324849-0.00339927j 0.00375699+0.00322384j 0.0344579+0.0302034j 0.00695134-0.0270823j 0.040496+0.0446699j -0.00957441+0.0288448j -0.00514038+0.0110726j -0.00751197+0.00417304j 0.0105495+0.00177842j -0.000843287-0.000340468j -0.00140462-0.00701351j 0.00329938+0.00152065j -0.00990604+0.0142082j -0.00232919+0.00517279j -0.00980074+0.00962338j 0.00719407+0.00331852j -0.00597935-0.00427369j 0.0103972+0.00372608j -0.00808957+0.00354272j -5.47353e-05+0.00202393j -0.0004277-0.000748662j -0.0021426-0.00191136j 0.00515455-0.0116063j -0.010645-0.00423245j 0.00770409+0.0415693j -0.0295144+0.000646049j -0.0169682-0.0388j -0.00710264+0.010473j 0.0112063+0.00309954j 0.0273308+0.0521306j 0.0610221-0.020102j 0.0303765+0.0105206j 0.0156815-0.0113958j -0.0168026-0.0539987j -0.0380456-0.0245657j 0.000547066+0.00815616j 0.00247441-0.00492879j 0.0236027-0.0220371j -0.00646796-0.0107837j -0.0275618-0.0300895j -0.00827114+0.00674583j 0.00759128-0.000880799j 0.028176-0.0241592j 0.0128233-0.0144568j 0.00852108+0.00481793j 0.00190859+0.00287002j -0.000614363+0.00605477j -0.00342573-0.0135257j 0.0016822+0.00801403j 0.0210063+0.015581j 0.000543847-0.000629056j -0.00218662-0.00381447j -0.00154039+0.00428182j 0.004965+0.00610174j 0.000902796+0.0123326j 0.00396955+0.00104885j -0.00884864+0.00119408j -0.00251633+0.000301799j 0.000377492-0.00896462j -0.00583892+0.00833868j 0.0130653-0.00530305j 0.00549946-0.000339434j 0.0049163-0.00831624j 0.00366235+0.0118166j -0.00187899+0.00556531j -0.00376405-0.000631367j -6.32605e-05-0.00779724j 0.0058852-0.00896169j -0.00139066+0.00411371j 0.0139969-0.00628861j 0.011114+0.00938552j -0.00808181+0.00795386j -0.00831198-0.00275126j 0.010046+0.0135453j 0.00825947-0.000955237j 0.00224739+0.0163045j -0.00343499+0.000688679j -0.00806068-0.0147977j -0.000486361-0.0019788j -0.0134787-0.0121172j 0.0095279+0.0088418j -0.0162245+0.011035j 
0.000733348+0.0166544j 0.030172+0.0167654j -0.00212098-0.0027409j -0.00843819-0.00860354j 0.00417211-0.00315295j -0.00494593-0.00210676j -0.0019841+0.00101788j -0.00369557-0.00320224j 0.00196803+0.00221595j 0.00546303+0.000999889j -0.00233232+0.000988132j 0.00219245-0.00345512j -0.00287615-0.000644575j -0.00212924-0.00398661j 0.00111813-0.00155801j 0.00732127+0.0118297j -0.000562141-0.00205255j -0.00966174-0.0146897j 0.00412077+0.00782159j -0.00790607+0.015547j 0.0161025-0.0138694j 0.0107306-0.00965133j 0.00765214+0.00416532j 0.00216616+0.0079232j -0.000574145+0.00116306j -0.00124773+0.00392452j 0.000473896+0.00161916j -0.00151436+0.00234996j 0.0009864+0.00132154j 0.000128686-0.00347216j 0.00165947+0.00536835j 0.00134297-0.000441171j 0.000140968+0.00236567j 0.000433108+0.00421793j 0.00207639+0.00145132j 0.000529214-0.0031303j 0.0047208+0.00237392j 0.0184592+0.0202817j -0.00607911+0.0147398j -0.00620488-0.0313014j -0.013646-0.000255019j -0.0509991-0.0323128j 0.0152315-0.0075225j -0.00116589-0.00720387j 0.00907275-0.000720459j 0.0115664-0.0198455j 0.0140526+0.00763309j 0.00975166+0.00206801j -0.0155915-0.0101747j 0.0294245+0.00584427j 0.00103176-0.0112339j 0.0115439+0.0046938j 0.00919574+0.0243532j 0.0158189-0.0065221j -0.00587017-0.00350016j 0.00595974+0.0119385j 0.00317288+0.0100334j 0.0027493-0.0011798j 0.0122114+0.00155395j 0.00903469-0.00374445j 0.00600556-0.000447894j 0.00351741+0.000202122j 0.00675362+0.000359038j 0.00563087+0.00337831j 0.00208362+0.00363664j -0.00287882+0.00323657j -0.00269985+0.00209107j 0.00384498+0.00236342j 0.00406723-0.0034157j 0.000182483-0.00413486j -0.000996997+0.000177542j 0.00300346-0.0031189j -0.00465681+0.0052437j 0.0054431-0.00658441j -0.000827708+0.00566913j 0.00140538-0.00726089j -0.00135006-0.00235974j -0.00360852+0.00208934j -0.00394632-0.00202645j 0.00318385-0.00263829j -0.0040657-0.000608548j -0.00247945+0.0088679j 0.00583253-0.0148959j -0.00540068-0.00494785j -0.00596288+0.00286256j 0.00143377-0.0100469j 0.00744315-9.37863e-05j 0.00867406-0.000306873j -0.00993654+0.0107299j -0.00998187-0.00152331j 0.000357775+0.00530863j 0.0127482+7.31744e-05j 0.00383406-0.00386282j 0.00381217+0.00697631j -0.00350563+0.00372057j 
