0.111613+0.0906145j 0.0363342+0.0873947j 0.0157274-0.0410123j -0.0207326+0.14411j 0.0586539-0.0755446j 0.0221495+0.0642261j -0.070414+0.0965401j 0.00177604+0.039591j -0.0744582+0.0816007j -0.0383392+0.0033289j 0.0217251+0.0178825j -0.0139469-0.0398985j -0.0500983+0.0192289j 0.0146496-0.00606714j -0.0259712-0.0192647j -0.0409076+0.0136409j -0.0357294-0.0197743j -0.00970878+0.0744141j -0.0279745+0.0968797j 0.0144327-0.00141427j -0.0337575-0.08576j -0.0240367+0.00195831j -0.0763605+0.096441j -0.229638-0.0979755j 0.0356526-0.101516j 0.120824+0.0749353j -0.0162594-0.0336379j 0.0991781+0.0922746j 0.0408811-0.0288308j -0.0269744-0.0331801j 0.0434585+0.0596983j 0.025383-0.0777457j -0.000786937+0.0135032j -0.00314995+0.0143857j -0.0125005+0.0353887j 0.0214912+0.00369917j 0.0638639-0.0313173j -0.00325477-0.00239597j 0.0292038+0.0013891j -0.00078584-0.013302j -0.0434278-0.00854178j -0.0217224-0.00635064j -0.00396941+0.0025403j 0.0105911+0.00502141j -0.0406784-0.010073j 0.00398526+0.00559787j -0.000354124-0.0115085j -0.0358453+0.00195386j 0.00422801-0.00433603j 0.0634027+0.0308069j -0.0193754+0.00358927j -0.00529214-0.0215436j -0.0108414-0.0122924j -0.0600735-0.0176042j -0.0203612-0.0134753j -0.0533222+0.00347675j -0.00128694+0.0221889j -0.00554161-0.0522825j -0.0414495-0.121007j 0.031292-0.0828288j -0.127103+0.0446337j 0.0183623+0.0767424j -0.00230177-0.0619355j -0.144815-0.022932j -0.00075626+0.0263269j -0.0273493+0.0209343j -0.113545-0.0467028j -0.0469965-0.0367232j -0.121179-0.109752j 
0.00621472+0.0148689j -0.00167222-0.0235547j -0.0148376-0.0089047j -0.01328+0.000514146j 0.00910788+0.013728j -0.000188082+0.00197234j -0.0122147-0.00312774j -0.00931525+0.00555529j -0.00210299-0.0125265j 0.00296003-1.48783e-05j 0.00799509+0.0111027j 0.00686801-0.00518965j 0.00422107+0.00583708j 0.00178084-0.00210402j -0.00148403-0.00133047j 0.000165238-0.00440462j 0.00172481-0.00122625j 0.0053363+0.00154642j 0.00381739+0.0035341j 3.25151e-05-0.00194459j -0.00482135-0.00903764j -0.00213934-0.00138288j 0.00615137+0.00252139j -0.00101168-0.00243424j 0.00716738-0.000348916j 0.00327994+0.000296538j -0.00628103-0.000350496j 0.00357876-0.00333839j 0.00125911+0.000856548j 0.00267336+0.0010175j 0.000588137-0.0135136j -0.0154862-0.00436511j -0.0111036+0.00923439j -0.0201989-0.0347675j 0.00592843-0.00148962j 0.013981-0.00562201j -0.0303423-0.00696754j -0.0231995+0.0146596j -0.00967737-0.000240115j -0.00796709-0.0399855j -0.00489402-0.0179956j 0.01881+0.00518086j -0.0235638+0.0283703j -0.0204359+0.000204912j -0.0205974-0.0157916j -0.00562605+0.0171782j 0.0152091+0.00747809j -0.00819562+0.0179809j 0.00977703+0.00205725j -0.0267617+0.0146805j 0.0143074+0.00284828j 0.00210008-0.00936886j -0.00113959+0.00562866j -0.00302848-0.00216457j 0.00464737-0.0206194j -0.0105711+0.00533735j 0.00553597+0.00226955j 0.00291476-0.00495449j 0.0129089-0.00908114j -0.015199-0.00905837j -0.0231859+0.00251588j 0.0128621-0.00286359j -0.0125814-0.00120998j -0.013801+0.00980607j -0.00092711-0.00686304j 0.0020153+0.0115645j -0.00774034-0.0162962j -0.000218873+0.00468947j -0.00407729+0.0124724j 
-0.0217018-0.00576217j -0.00193623-0.0175117j -0.0156634-0.0112903j 0.0260476-0.0130377j 0.0120794+0.00245305j -0.00624253+0.0171801j -0.00341051-0.000815515j 0.0043942+0.0121027j 0.0122807-0.00388075j 0.0121083-0.00395835j 0.00717963-0.0122778j -0.0164707+0.00479313j -0.00300543-0.000521014j -0.0105026+0.000296403j 0.00147494+0.00212004j 0.00271647-0.00684468j -0.00380774+0.00157618j 0.00679557-0.00725908j 0.00353466-0.00680542j 0.00297032+0.00675623j 0.00156334+0.000121028j 0.00368336+0.0045474j -7.11054e-05-0.00247493j 0.00331775+0.00479904j 0.00759746-0.0094482j -0.00570284+0.00178962j 0.00065469+0.00128931j 0.00321768-0.00351017j -5.78883e-05-0.00189186j 0.00182988-0.00577742j 0.0183837-0.00922598j 0.0203569+0.0162572j 0.0126504-0.00559047j -0.0099426-0.0250926j -0.00559787-0.0047604j 0.0275719+0.00332757j 0.00176825+0.0109944j -0.00647211-0.00349902j -0.0137499-0.00740137j -0.00129826+0.0149879j 0.00475251-0.00285775j -0.00255368+0.00763895j -0.019673-0.014665j -0.00193637-0.0144111j 0.0131265-0.00832295j -0.0124878+0.00462828j -0.0141582+0.00177032j 0.00222672-0.0106724j -0.000646528+0.00861769j -0.00731475-0.0153313j -0.00741163-0.00520423j 0.000780789+0.00425756j -0.00760571+0.00376755j 0.00101613-0.00219663j 0.00929917-0.00051961j 0.00637205-0.00332405j -0.00393437+0.00318436j -0.000934587+0.00277437j -0.00183142+0.00404775j 0.00772796-0.00524353j 0.00283236-0.00618795j -0.00365481+0.000517047j 9.4217e-05+0.00177446j 0.0104016-0.00250307j -0.000102623-0.00234603j -0.000670838-0.00520191j 0.00105988-0.0116769j -0.000526846-0.000704083j 0.00916084+0.00109189j 
-0.00168753-0.0177425j -0.00321242-0.00952959j 0.00490394-0.00767321j 0.0175456+0.0234685j -0.00358585+0.013102j 0.00423938+0.00429588j -0.00126533+0.00794173j 0.00478262+0.0058977j -0.00321845+0.00201821j -0.00127083-0.00174182j 0.000418767+0.00619769j -0.00554182+0.000238467j 0.000462954-0.00148194j -0.00233442-0.000546571j -0.000112958-0.00329925j -0.00469298+0.000176126j -0.00107035+0.00330386j 0.00134584+0.00187042j -0.00507549-0.00103885j -0.00378749+0.00259584j -0.000198368-0.00384111j 0.00443381+0.00645913j -0.000794564+0.0022327j -0.00202706+0.000430105j 0.00119209+0.00146253j -0.00348745+0.000482068j -0.000357314-0.00216433j -0.00563281+0.000707833j -0.00344555-0.00130763j -0.01012-0.0207453j -0.00901392-0.0114049j 0.0282066-0.0256531j -0.0347651-0.0666261j -0.00368744-0.0350229j 0.0400766+0.000202876j 0.0138754-0.0136911j 0.0296701-0.0030437j -0.00530008+0.0121432j -0.0193278-0.0155852j 0.00835479-0.0236957j -0.00676975+0.000866028j -0.00420213+0.0371226j -0.0337586+0.0107431j 0.0146681+0.0204088j -0.0121649-0.0224881j -0.00600102+0.00155537j 0.014198+0.0111679j -0.00392376+0.00383579j 0.00134026-0.00369206j -0.00366767+0.0136082j 0.000715507+0.00426704j -0.00250393-0.00210189j -0.00207578-0.00691838j 0.00384393+0.0115372j 0.00703404+0.00326933j -0.0251604+0.00484688j -0.00139065+0.00178822j 0.0134613+0.00504145j -0.00623666-0.000679472j -0.0147054-0.0092018j 0.00476138+0.00325444j -0.00103981-0.0140919j -0.00905485-0.00746884j -0.00628491-0.00407396j -0.00464114+0.013129j 0.0110062-0.00418536j 0.0105364+0.00145451j 0.00195604-0.00333599j 0.00457837-0.000649692j 
0.00287939-0.0168117j -0.00033805+0.0159324j -0.0167934+0.00603837j 0.0134409+0.000858636j 0.0121763-0.0206796j 0.00440322-0.000188019j -0.000177532+0.0095662j 0.00892682+0.00464416j 0.000497847-0.00169791j -0.00987793-0.00129533j 0.00270771+3.94394e-05j -0.00354302-0.00125944j 0.00777257-0.00850014j 0.000908203-0.00429572j -0.00431859-0.00191072j -0.000573878+0.00522816j 0.00320304+0.0030029j 0.00044924+0.00148205j -0.00609943+0.00205797j -0.00154194-0.00201559j -0.00728223+0.00216951j 0.00172256+0.00166211j -0.00294221-0.00532443j -0.00397973-2.27249e-05j 0.00477329+0.0017714j 0.0040638+0.00174138j -0.00237407+0.000529979j 0.00161064+0.00859594j -0.00656041-0.00155125j 0.00615385-0.00424625j 0.00104715+0.0212895j -0.00350338+0.0181691j 0.00204219-0.0111467j -0.0185232+0.0560738j 0.0190045-0.0117675j -0.0482774-0.0246766j 0.0274264-0.0168921j -0.0089374-0.017024j 0.0160339+0.032249j -0.00273358-0.0292407j -0.0049976-0.00409146j 0.00343566+0.00662897j 0.0441465+0.012609j 0.0232307+0.0134051j -0.00697049+0.0172664j 0.00245621-0.0125987j 0.0199612-0.00499769j -0.0051904+0.0222463j 0.00143143-0.0267158j 0.0243615+0.0142992j 0.00331987-0.000234546j -0.00550738+0.0148432j -0.000996398-0.00564441j 0.008609-0.000936878j -0.00559304+0.0113819j -0.00508184+0.00747218j -0.00301426-0.00643508j 0.0113493-0.000692791j -0.00906878-0.0134594j -0.0176368+0.0161224j 0.00955797+0.0153792j 0.00676162-0.00190346j -0.00968948-0.00613314j 0.00104475+0.00371656j -6.05537e-05+0.00154301j 0.00330605+0.0040718j 4.42359e-05+0.0137298j 0.00124643-0.00499706j -0.0121056-0.00564867j 
-0.017937-0.00922749j 0.000779649-0.0269346j -0.00201849-0.0274271j 0.0257255-0.00625399j 0.0211989-0.0203389j -0.0200759-0.00772357j -0.0251379+0.0166547j -0.00964935-0.0121357j 0.00641553-0.00979633j 0.00507739+0.00773479j -0.00201015+0.00451276j 0.0101065+0.0038576j -0.00264878+0.00387033j 0.00196533-0.000392809j -0.000177553+0.00315911j 0.000866132+0.00375054j 0.00075687-0.00267743j 0.00596448-0.00118j -0.00141607-0.000216102j 0.00372564+0.000721225j -0.00210378-0.000913909j -0.00287374-0.000209569j 0.00783066+0.000184823j 0.00524232+0.00132118j -0.000540368+0.00454732j -0.00193581-0.00165972j 0.00177552+0.00238843j 0.00560223+0.00772997j 0.00584717+0.0035266j 0.00736269-0.00572634j 0.0106487+0.0116094j 0.00244856-0.0304245j -0.024561-0.0177756j 0.0183022-0.0208528j -0.0110036-0.00726782j 0.00836995+0.00498542j -0.0193699-0.0204657j 0.014812-0.023103j -0.00891101-0.00319711j 0.0288478+0.000867479j 0.00256861-0.00456327j -0.00191084-0.00933151j -0.00411943-0.00809388j 0.0010358+0.00396521j -0.00174083+0.00465114j -0.000959661+0.00391047j -0.00123286-0.000793666j 0.000789546+8.00527e-05j -0.00524462+0.00426806j -0.00660734-0.0104301j -0.00216213-0.000372895j 0.00277372-0.00416829j -0.00246243-0.00732977j -0.00288461-0.00479735j 0.00719686+0.00344339j 0.00202344-0.00423647j -0.00186565-0.00339625j 0.00482408-0.00413233j -0.00303264+0.00132168j 0.00118773+0.00473159j 0.0106678-0.00527017j -0.000241963-0.0135318j -0.00297562+0.00143482j -0.00728909+0.000665904j -0.00637944+0.00429374j 0.0077468+0.0010058j -0.00459988+0.000613698j 0.00154797+0.00714026j 0.00207363+0.000229107j 
0.0027744-0.0228042j 0.0202931+0.00732649j 0.0114574+0.0154026j -0.00337383+0.00964902j -0.0142788-0.0222739j 0.0058713+0.00322533j -0.0058881+0.0071464j -0.0251239+0.0157609j -0.00337915-0.00140249j 0.00657188-0.00857928j 0.0123653+0.0042387j -0.00352215-0.0106113j 0.00464952-0.00107216j 0.00289439+0.00255341j 0.00968584-0.000870363j 0.00502822-0.00216927j 0.000486146-0.00118481j -0.00614248+0.00381234j 0.0046465+0.0026946j -0.000504938-0.0117946j 0.00117672+0.00179452j -0.00628865-0.00470425j -0.00802186-0.00487984j 0.00646453-0.00543761j -0.00297602+0.00305145j 0.0014819-0.00287649j 0.00642463-0.000113435j 0.00740173-0.00104855j -0.00243467-0.00597731j 0.0108352+0.0207409j -0.00829467-0.00544487j 0.0187696+0.00433145j -0.0164591-0.0204559j -0.0192858-0.0234424j -0.00625634+0.000233758j 0.0251793+0.00249219j -0.0124388+0.0164753j -0.0141317-0.0136141j -0.000931828-0.00780094j -0.0032736-0.0168083j -0.00862472+0.000525358j -0.0042834+0.00684266j -0.00139231-0.00525291j 0.00664178+5.12389e-07j -0.000349306-0.00871175j -0.00584869-0.00820173j -0.003594-0.00161564j 0.00275357-0.000426584j -0.00219385+0.00191009j -0.00471836-0.0026101j -0.00015426+0.00666006j -0.00141385-0.00262621j -0.00341053+0.00179361j 0.00280041-0.00793348j 0.00327268-0.00143915j -0.000947329-0.00252151j -0.00166259-0.0010319j 0.000409334-0.00360578j 0.00443739-0.00160557j 0.00321189+0.00491169j -0.00328486-0.00177146j 0.00341456+0.0102073j -0.000255014+0.000148686j 0.00303455-0.00165303j 0.0100888-0.00246939j -0.00739343-0.00142346j 0.0103891+0.00500811j -0.00196416-0.0017315j -2.16127e-05+0.0125217j 
-0.00835062-0.0359924j 0.0205261+0.00507436j -0.0123682-0.045019j 0.0127452+0.00670119j -0.0179037+0.0109247j 0.000361897-0.00331735j 0.011123-0.0057946j 0.00135152+0.00603252j 0.00140911-0.0118323j 0.00235583-0.008537j -0.00113505+0.000508697j -0.00414843-0.000756173j 0.000508484+0.000693786j -0.00359042-0.00159084j 0.00386543+0.00287157j 0.00444056-0.000867877j -0.00209149-0.00457103j 0.00627159-0.00017775j 0.0023788-0.00651601j 0.00272359+0.0043581j -0.00210797-0.00367257j 0.000412492+0.00247878j 0.000232539-0.00027071j 0.00350933+0.00181752j 0.00886431+0.00368872j 0.00617872+0.00700306j -0.000855654-0.000181628j 0.0119873+0.00919032j -0.00396146+0.0104084j -0.0111098-0.0403123j 0.0193824-0.00605368j -0.0424548-0.10824j -0.0454363+0.0020752j 0.0657612-9.34685e-06j -0.0118832-0.0187544j -0.0405693+0.00509684j -0.00185528+0.00336566j 0.0106757-0.0254583j 0.00473303+0.0032834j 0.0474804-0.00771195j -0.0103771-0.0024079j -0.0189568-0.0215778j -0.00810098-0.0186596j -0.000615018-0.00472685j -0.00358821+0.0026363j 0.00844521+0.0214148j 0.00349535-0.00135519j 0.00526625+0.00430731j 0.00106385-0.00100542j -0.00563314+0.0182887j -0.0028412-0.00629244j 0.00690021-0.00279465j 0.0107078-0.00323982j -0.00528873+0.000314119j -0.00843988+0.00507715j 0.00519201-0.00477592j 0.00115369-0.00112647j 0.00296876+0.00270789j 0.00914858-0.0139308j -0.00545984+0.000369696j 0.010003+0.0106875j -0.00248567-0.00909748j 0.0057126-0.000816347j -0.0094847-0.00832298j -0.0222627-0.00770216j 0.0145116+0.0115212j -0.0225202+0.000393803j -0.0118928-0.0033265j -0.00952897-0.0135714j 
-0.0274761+0.00155867j -0.0316138-0.00842298j 0.00338115-0.000678666j 0.0148655-0.0313388j -0.00925262-0.00705608j 0.00964321+0.00771161j 0.0105441+0.00921338j -0.00782936+0.00412089j 0.000735571-0.00230951j 0.0100529-0.00684117j 0.00723406+0.00100531j -0.00155435+0.000388242j 0.000983743+0.000785433j -0.00197506+0.00166393j 0.00702576-6.73737e-06j -0.00064265-0.00308243j 0.00112963+0.000451018j 0.00436759-0.00317765j 0.00128755-0.00299583j -0.00218443-6.55353e-05j 0.00215342+7.43347e-05j -0.000416841+0.000778102j 0.00538586-0.00194565j 0.00655348+0.0027039j -0.0011143-0.00384186j -0.00738313+0.0019778j -0.000207014+0.00274565j -0.0074155-0.00426358j 0.00634562-0.00102336j -0.0411843+0.0340817j -0.0498296-0.0146747j -0.0166965+0.00199359j 0.0125458+0.0851269j 0.0365415+0.0207345j 0.0228201-0.00220119j -0.0519809-0.0487722j -0.0102157+0.00287416j 0.00890097+0.0043766j 0.00232757+0.00356137j 0.00307116+0.00922655j -0.0109268-0.0219829j -0.00869112-0.0121875j -0.0114921+0.002637j -0.008192+0.00734564j -0.010528+0.00513627j 0.00661729+0.0086494j 0.00533384+0.00746823j -0.0059644-0.0101411j 0.0127191+0.00337448j -0.00522365-0.0125865j 0.000179872-0.00748495j -0.00148484+0.00676277j 0.012588-0.000768579j -0.00111574+0.01268j -0.00707958+0.00357018j -0.00737377+0.00401023j 0.00762475+0.00195608j -0.0107468+0.0146637j 0.00659231+0.00817834j 0.00298959-0.00744556j 0.00377352+0.00470833j 0.00539364-0.0115017j 0.0146329+0.00435308j 0.00110126-0.00325765j -0.000558573-0.00304985j -0.0077625-0.00915171j 0.0131001-0.00327533j -0.0103573-0.0109094j 0.0250162-0.0140646j 
-0.0474064+0.0143854j 0.0197564-0.0358861j 0.0275825-0.0204868j -0.0172741+0.00361476j 0.00744436+0.00671004j -0.0072302-0.00699217j 0.0037597+0.00361432j 0.0040926+4.21737e-05j 0.000290968+0.0066432j -0.0071129-0.00554656j -0.0038518-0.00712158j 0.00234559+0.00951886j -0.000237787+0.00609692j 0.00599318-0.0011048j 0.000558024-0.00675918j -0.00442673+0.00545304j -0.000291354+0.00185097j -0.000738067-0.00459491j -0.00663701-0.00184054j 0.00145128+0.00256292j 0.00623024-0.00352309j 0.000223736+0.00327967j -0.00106118-0.00140749j 0.00454836-0.00290313j -0.00381751-0.00103609j -0.00855408+0.00537396j 0.00675763-0.00770162j 0.0018932-0.0108445j 0.0160615-0.00547741j -0.0540087-0.00505468j 0.044095-0.0653148j 0.0390637-0.0277215j 0.029373-0.00870112j -0.0231783-0.0133509j -0.0143607-0.026959j -0.0147064+0.0101368j 0.0182984+0.0320885j -0.00909171+0.0138908j 0.00986452+0.00506835j -0.000157445-0.000161168j -0.00270614+0.00876322j 0.0230399+0.00337719j 0.00457508+0.00710852j 0.0104593+0.0185986j 0.00926288+0.0132977j 0.00233135-0.00918533j 0.00801796-0.00512921j -0.00597996-0.00205419j 0.00328328-0.0208036j -0.00498039-0.010568j 0.00660408-0.00633182j 0.0105679+0.00544595j -0.00482829-0.015333j 0.0119714-0.0076441j 0.0170635+0.00539248j -0.00192158+0.00962273j 0.00387488-0.00894566j 0.0083273+0.00611004j 0.00697621-0.00699601j 0.00744542-0.00203448j -0.00578427-0.0086685j -0.0224246-0.00994891j -0.000569565-0.008746j -0.00514476+0.00716859j 0.0193786+0.00343073j -0.0158831+0.00117777j -0.00139849-0.0224433j -0.0134116+0.0209454j 0.00128095+0.00293403j 
-0.00356421-0.0349364j 0.0165734-0.0342397j -0.0243501+0.0253205j -0.0328603-0.00770104j 0.00578836-0.00179114j -0.000121814-0.00497296j -0.00928372+0.00882127j -0.00585079+0.000620769j -0.00354247+0.000155693j -0.00347929+0.00404905j 0.000432102+0.00550067j 0.0123892-0.00145999j 0.000271553+0.00359927j 0.00326489-2.79988e-05j -0.00292817-0.00136312j -0.000116218-0.000528414j 0.00136675-0.000302745j -0.00638217+0.00170744j 6.18572e-05-7.54512e-05j 0.00490946-0.0067506j 0.000293844+0.00105397j -0.00463652-0.00349444j -0.00073471+0.00562837j 0.00264751-0.000647343j -0.00961611+0.00482406j -0.00643348-0.0106139j 0.00777942-0.00202757j 0.00621608-0.0150567j 0.00770955+0.00928617j -0.00274098-0.0445362j 0.0151584-0.0198623j -0.0582584+0.0550952j 0.084255+0.0503352j -0.00235749+0.0340958j 0.0142879+0.0146849j -0.0119728-0.0292724j 0.0313327-0.0109323j 0.00859353+0.000644071j 0.00165077+0.0134658j 0.00537757+0.0196611j 0.000240488-0.0211198j 0.0125773-0.0181287j 0.008681+0.000684816j 0.00879428-0.00642277j 0.00704575-0.0152155j -0.0270539+2.24139e-05j -0.0145636+0.00292986j -0.00401995+0.00046662j -0.00729952-0.00368794j -0.0139339-0.00578844j -0.00427346-0.00724808j 0.000196351-0.000468376j -0.0128117+0.00860668j -0.00455122-0.0042136j 0.00866996-0.0127929j 0.00862325+0.00371431j -0.00769131+9.65361e-05j 0.00655017-0.00361358j -0.00840334+0.0083676j -0.00569205-0.00893887j -0.0133408+0.000391587j -0.00418359+0.00943612j -0.0108559+0.0059567j 0.0131985-0.00183523j 0.0110144-0.0237953j -0.00910974+0.0182769j 0.00116821+0.0026765j -0.00272002-0.0124868j 0.0128095+0.0130116j 
0.00988914-0.0264773j 0.0174497+0.0152908j 0.0243042+0.00032285j 0.0107493-0.0324041j 0.0160967+0.00444148j 0.0271897+0.00346282j -0.00487442+0.0150685j 0.00890513+0.00161772j -0.00304984+0.0134733j 0.0021175-0.00801425j 0.00557404+0.0148251j -0.000424035-0.00518893j 0.00873543+0.000829452j 0.00703099+0.00151826j 0.000731303+0.000605742j -0.00491988+9.27515e-06j 0.00197392-0.00297878j -0.00121928+0.00900299j -0.00162996+0.00467852j -0.00499176+0.00248572j -0.00424957-0.00596902j -0.00495635-0.0038979j 0.00202995+0.00814528j -0.00735435+0.00652883j 0.000430682+0.00438634j -0.00113699-0.0051051j -0.000740177+0.00436399j 0.000420886+0.00470381j 0.00107618+0.00207642j -0.00856679-0.00539713j 0.00890102-0.000885884j -0.0134499+0.00101999j 0.002082-0.00108554j -0.0125141-0.0198521j 0.0350545-0.0137908j 0.00370204-0.0139114j -0.000784705-0.0119158j 0.000427052+0.00307399j -0.00291683-0.00765717j 0.000642523-0.0118294j -0.00295511+0.000901485j 0.000103923-0.000292749j 3.02553e-05+0.00060332j 0.00117903-0.00390525j -0.00129036-0.00175492j 0.000739954-0.00087947j -0.00250876-0.00202713j 0.00223789+0.00443214j -0.00110941-0.0017338j -0.00567658+0.00289042j -0.00176588+0.000988544j 0.000737079-0.000362686j -0.00288113+0.00164629j -2.52261e-05+0.00562549j 0.000858422+0.00119706j 0.00216019+0.00302621j 0.000201541+0.000285011j 0.00117206+0.00385483j -0.00315666+0.00128498j -0.00415569-0.0059709j -0.000221478+0.00658716j 0.00475335+0.00622692j 0.00036016-0.00844384j -0.000724963+0.000602697j -0.00206654-0.00730611j -0.00511357+0.0115477j 0.000289414+0.00681013j 0.00140952-0.00709403j -0.013118-0.00147218j 
0.0145865+0.0167954j -0.0087154+0.029908j 0.0150693-0.0259816j -0.0257686-0.00305038j 0.0173492-0.0211531j 0.00234906-0.0139581j 0.0209036+0.0100795j -0.00221599-0.00739939j 0.0101626+0.00979808j -0.002803-0.00552152j 0.013473-0.0104199j -0.00518177-0.00329094j 0.000995878-0.00683146j -0.00100789-0.00671706j -0.000530062+0.00115072j 0.000429242+0.00562551j -0.00304659-0.00500807j 0.00564796-0.00294922j 0.00505566+0.00744892j 0.00127963+0.00391347j -0.00307388+0.00970178j -0.00155906+0.00489433j 0.00647886-0.0104462j 0.00436011+0.00528259j 0.000755893-0.00449345j 0.000723135+0.00653432j -0.00274872+0.00285432j 0.00134834+0.00404149j -0.0017425-0.00810049j 0.0112668+0.0100093j -0.00111813+0.00911963j -0.00332606+0.00627455j -0.00699467+0.00786338j -0.0131863+0.0244414j -0.00244216-0.0225439j -0.024964-0.00435175j -0.0159406-0.00518595j 0.00864981+0.000572773j -0.00331787+0.00016528j -0.00211932-0.00543602j 0.00776878+0.00634513j -0.00266775+0.00390827j 0.00159131+0.000840976j -0.000453065+0.00299881j 0.00952875+0.000650889j 0.00543937-0.00223742j 0.0029782+0.00311336j 0.00570264-0.000311068j 0.00200459+0.00129593j 0.00660172-0.00300106j 0.00543579+0.00304277j -0.00365804+0.000663231j 0.002387+0.00156634j 0.0033136+0.00228306j -0.00853408+0.00332368j -0.00019884-0.00322536j -0.000252869-0.00149695j -0.00216628+0.0048247j 0.00208943-0.00174611j -0.000443406+0.00389289j 0.00679012+0.00249797j 0.00564174+0.00589487j 0.0027146+0.000481416j -0.00561807+0.00384213j -0.00100742+0.00169781j 0.000872324-0.00788005j -0.00728888+0.0108458j 0.0148544-0.000284165j 0.00279019-0.00865505j 
-0.026256-0.0862445j 0.0453863-0.00271173j -0.0184109+0.00723682j -0.00569855+0.00575346j 0.0146862+0.00110968j -0.00892932-0.020174j -0.00608799+0.00353081j -0.00647225+0.00553204j 0.00382305-0.00548141j -0.00831304-0.00402138j 0.00747555+0.00174339j 0.0120529-0.000535013j 0.00215649+0.00354044j 0.00285391+0.000737893j 0.00327223+0.00132134j 0.000287632-0.00120213j -0.00510864-0.0028043j -0.00213198+0.00202698j 0.00348263-0.004715j 0.00492744-0.00524361j 0.00309035+0.00169234j -0.00873021-0.00195843j 0.000640099+0.00500425j 0.0128635+0.00303381j -0.0087754+0.00978111j -0.0137884-0.0130144j 0.0168734+0.0022394j 0.0114683-0.00561235j 0.011696+0.02063j -0.00378333-0.0975465j 0.0706125+0.0338028j -0.0385842+0.000964576j 0.000613065-0.0358104j -0.0469716-0.0385939j 0.00810465-0.043533j -0.0057888+0.0222877j 0.0413175+0.024281j 0.0406-0.00681255j 0.0071717+0.0151948j 0.00624954-0.0147576j -0.0137153+0.00622041j -0.015634-0.0139687j 0.000479071+0.00163342j 0.0137392-0.00661734j -0.00045607-0.00280498j -0.0153596+0.0201914j -0.00882347+0.0153453j -0.0145527+0.00370765j -0.0079727-0.00658582j -0.00978465-0.00684296j -0.0190191-0.00723399j 0.00293479+0.00200617j -0.00433504+0.0130897j -0.0121671+0.00896965j 0.00263584-0.0197101j 0.0071975+0.00264867j -0.00453119+0.00156446j 0.00278348+0.00401079j -0.0103563+0.0109959j -0.00561583-0.0105119j -0.00649174+0.0145794j -0.00746241+0.0148928j 0.00898763+0.0136333j 0.0163518-0.0233901j 0.00217906-0.0310484j -0.0158199+0.00870762j 0.00791316+0.00200631j -0.0326365-0.00895402j 0.0175925-0.015304j 
-0.0487217+0.0121501j -0.0433481-0.0866064j 0.0117365-0.0297968j 0.00805538+0.0152622j -0.00150293+0.0174546j -0.00211352-0.00563247j 0.00254203+0.0117234j 0.00626197-0.00942401j 0.00284015-0.000539918j 0.00796675+0.00449193j -0.00207183-0.0042997j 0.00764219+0.0112169j 0.000435919+0.00301095j 0.000481279-0.00565967j -0.00769827-0.00174504j -0.00359247+0.0031799j 0.00381152+0.00375597j 0.0047802-0.0110371j -0.00685882-0.00285675j 0.00357478+0.00687977j -0.00713147-0.000287919j 0.00444983+0.0045307j 0.0134421+0.000393448j -0.00329555+0.00364168j 0.00381091-0.0102565j -0.00783087+0.000526083j -0.0104311-0.00497349j -0.0110752-0.0185307j 0.00626576-0.00368773j -0.0770068-0.0340349j -0.017969-0.10118j 0.0198507-0.0559412j 0.000430582-0.0102076j 0.0547596-0.0524921j 0.0223933-0.0137344j -0.0121976-0.0112089j -0.00943946+0.0334794j 0.00118648+0.031258j -0.018934-0.00502527j 0.0109202+0.00881219j -0.0181483-0.00558999j 0.0113312-0.0122468j -0.00543314-0.00936736j 0.00285633+0.0132487j -0.0150971+0.0110503j -0.0291055-0.0142515j -0.0163103-0.00733334j -0.0088346-0.0155943j 3.6271e-05-0.00666197j -0.00116039-0.0147108j 0.00885943-0.0125469j -0.00447361+0.00145981j -0.011801-0.00913058j -0.0179435-0.0147806j 0.0225313+0.00684883j -0.00751786+0.00275186j -0.00700642-0.0093836j 0.00192737+0.0026837j -0.0250021-0.0039132j 0.0139663+0.00499381j -0.00663613-0.0113883j -0.00259852-0.0251824j -0.0117125+0.00703796j 0.0236234+0.0286173j 0.00914703+0.00351902j 0.00489734-0.00677033j 0.00901724+0.000486997j 0.020438-0.0168665j 0.0344632-0.00118507j 
