0.111613+0.0906145j 0.0363342+0.0873947j 0.0157274-0.0410123j -0.0207326+0.14411j 0.0586539-0.0755446j 0.0221495+0.0642261j -0.070414+0.0965401j 0.00177604+0.039591j -0.0744582+0.0816007j -0.0383392+0.0033289j 0.0217251+0.0178825j -0.0139469-0.0398985j -0.0500983+0.0192289j 0.0146496-0.00606714j -0.0259712-0.0192647j -0.0409076+0.0136409j -0.0357294-0.0197743j -0.00970878+0.0744141j -0.0279745+0.0968797j 0.0144327-0.00141427j -0.0337575-0.08576j -0.0240367+0.00195831j -0.0763605+0.096441j -0.229638-0.0979755j 0.0356526-0.101516j 0.120824+0.0749353j -0.0162594-0.0336379j 0.0991781+0.0922746j 0.0408811-0.0288308j -0.0269744-0.0331801j 0.0434585+0.0596983j 0.025383-0.0777457j -0.000786937+0.0135032j -0.00314995+0.0143857j -0.0125005+0.0353887j 0.0214912+0.00369917j 0.0638639-0.0313173j -0.00325477-0.00239597j 0.0292038+0.0013891j -0.00078584-0.013302j -0.0434278-0.00854178j -0.0217224-0.00635064j -0.00396941+0.0025403j 0.0105911+0.00502141j -0.0406784-0.010073j 0.00398526+0.00559787j -0.000354124-0.0115085j -0.0358453+0.00195386j 0.00422801-0.00433603j 0.0634027+0.0308069j -0.0193754+0.00358927j -0.00529214-0.0215436j -0.0108414-0.0122924j -0.0600735-0.0176042j -0.0203612-0.0134753j -0.0533222+0.00347675j -0.00128694+0.0221889j -0.00554161-0.0522825j -0.0414495-0.121007j 0.031292-0.0828288j -0.127103+0.0446337j 0.0183623+0.0767424j -0.00230177-0.0619355j -0.144815-0.022932j -0.00075626+0.0263269j -0.0273493+0.0209343j -0.113545-0.0467028j -0.0469965-0.0367232j -0.121179-0.109752j 
-0.00625248+0.0139473j -0.0154552-0.00183874j 0.0139961+0.000103824j -0.00228608-0.00280415j 0.0013887-0.000742746j 0.00235827-0.0011905j 0.00957834+0.00596777j 0.00389775+0.00211139j 0.011509+0.00995689j -0.00164202+0.00144588j 0.00226782-0.00291811j 0.00213266+0.0112893j 0.00921794-0.00013959j -0.00162608-0.00363922j -0.0121423-0.00257814j -0.00851915+0.00745317j -0.00539983+0.00820006j 0.0064274+0.00389864j -0.0118053+0.0113877j 0.00299125-0.00610287j -0.000777286+0.000925525j 0.0100223-0.0120993j -0.00701087-0.00388202j 0.00673459+0.0131622j 0.0138895+0.0103486j 0.00699633-0.00215209j 0.00170129-0.0090983j -0.011698-0.0225518j 0.00431331-0.014679j 0.013294-0.000576777j -0.0060274-0.00141052j 0.00679922-0.0133863j -0.00492239+0.00397509j 0.0126544+0.00235371j 0.00982811+0.00317365j -0.0013693-0.00354611j -0.0149505-0.00803551j 0.00282558+0.00882017j 0.00323378+0.00736537j 0.0131213+0.000546531j 0.0107278-0.000358354j 0.00704453+0.0106311j -0.00215552-0.00422021j -0.00128381+0.0107959j -0.00590921-0.0111207j 0.00512231-0.014381j 0.00992927+0.00446725j 0.00710076-7.26377e-05j -0.000523046+0.0123442j -0.0132794+0.0107309j -0.00227823-0.00513858j 0.0136066+0.00165774j -0.0131479-0.00376913j 0.0117794+0.00779641j -0.00716433+0.0257196j -0.0177435+0.00530936j -0.00515369+0.010894j 0.0108346+0.0281046j -0.0151318+0.0140025j 0.00222413+0.00387491j 0.0057193-0.00191741j 0.0191017-0.0110568j 0.00754617+0.00355918j 0.00445721-0.00159168j -0.00148061+0.000627258j 0.00563975+0.0228846j 0.0122291+0.0104938j 0.00477564+0.00361753j 0.00935427-0.00088981j 
-0.0209684+0.0201745j 0.00373486-0.0137386j 0.025658-0.00176138j -0.00417075-0.00120818j -0.00449144-0.0024807j 0.00267776+0.00254014j -0.00262149-0.00361929j 0.00303672-3.30366e-05j 0.00245143-0.00235158j -0.00437771+0.00559917j 0.0149002-0.00668604j -0.00963779+0.00810939j 0.00572856+0.00189476j -0.000591695-0.000994079j -0.000192477-0.0113368j -0.0157205-0.000676294j -0.00915162+0.0114842j 0.0100783-0.00708925j -0.000826654+0.0106309j -0.0136617-0.00554231j 0.00824551+0.00258664j 0.011834-0.00318133j 0.00549668-0.00745942j 0.00164596+0.00151135j -0.00514818-0.00427311j 0.00769226+0.00607975j -0.00803891-0.00680829j -0.0156517-0.00178688j 0.014377-0.0135238j -0.00879875+0.0100146j 0.00564056-0.0159532j 0.00799219-0.00436498j 0.0112373-0.00886541j 0.00244726+0.0162934j -0.0308232+0.0127169j -0.00314287+0.00743551j 0.0118839+0.013126j 0.00725101-0.00600743j -0.00217257+0.00149995j -0.0174041+0.0260318j -0.0151237+0.00912722j -0.00324157+0.00274767j 0.00763655-0.0053931j 0.00617289-0.0123037j 0.00525585-0.000374159j -0.001725-0.00587965j -0.0231711-0.0216741j -0.0060577+0.00337668j -0.0258102-0.0218537j 0.0241492-0.00925572j 0.00871908+0.00762048j -0.0310577+0.0130503j 0.0157872+0.0136494j -0.039175-0.00472894j 0.0109742+0.00424686j 0.0294997-0.0036111j 0.000976578-0.0282882j -0.00158382-0.0661464j 0.0143209-0.0253028j 0.0167434-0.00207495j -0.000850346-0.00290996j -0.0211933+0.00573705j 0.0223871+0.00794881j -0.00870324-0.00653891j 0.0109862-0.00866978j 0.00105475-0.0463426j -0.0344905+0.00651127j 0.0174279+0.00954453j 0.0129285-0.0154417j 
-0.000983775+0.000347405j -0.00446939+0.0111593j 0.00732262+0.00247896j 0.00905548-0.00553354j -0.00174711-0.00305004j 0.00501425-0.00566214j 0.00595144-0.00374831j 0.00298147-0.00367606j 0.00956566-0.00075026j -0.00307093+0.00224136j 0.00598972+0.00105162j -0.00713803+0.000342623j 0.00383217+0.0044498j 0.00105188-0.00179144j 0.00197353-0.00287224j -0.00286814-0.000113362j -0.00411585-0.00645978j 0.0107184+0.00730128j 0.0043154+0.00165936j -0.00343099-0.0109454j 0.00404774+0.00166074j 0.00545272-0.012724j 0.00328679-0.00282775j -0.00318309-0.00224329j 0.00414816-0.00250873j 0.00636424+0.00991448j -0.0246342-0.00204238j -0.00275261-0.0010077j 0.00648071+0.0113729j 0.0121614-0.00753806j -0.00575552+0.0346571j -0.0253869+0.0188678j -0.00521465+0.0102886j -0.0193549-0.0053033j 0.0172632-0.0234122j -0.0140862+0.000954748j -0.0107506+0.0174377j -0.0109191+0.00344863j -0.0103016+0.00262796j -0.0110858-0.00535592j 0.0012515-0.00319615j -0.0185123-0.00919013j -0.0106355+0.0192266j -0.00393704+0.00926294j 0.0195278+0.000888836j -0.019799+0.0169575j 0.00389304+0.0133921j -0.025818+0.0272664j 0.0312617+0.0204667j 0.026624+0.00249043j 0.00385803+0.00225331j 0.0152679-0.0181013j 0.00366304-0.0142068j 0.0496968-0.0219142j -0.0312644-0.0446519j -0.0288963-0.00357535j 0.0260253+0.034121j -0.00131665+0.0825403j -0.00703763-0.00704615j -0.0112473-0.0106579j 0.00437976+0.00634345j -0.00795843-0.00401302j -0.0104718+0.00115239j 0.0121368-0.0139579j -0.00190039-0.011264j -0.020809+0.00329598j 0.0176666+0.0153473j -0.00416974-0.00713486j -0.00469826+0.00460548j 
-0.00880103+0.00119587j 0.00311872-0.00583176j 0.00582569+0.0061061j -0.00553942-0.0042394j -0.00186228-0.00173705j -0.0040036+0.00657894j -0.00576719+0.00307273j -0.000636431-0.00242481j -0.00316991+0.000233524j -0.00153384+0.00278699j -0.00332613-0.00234985j 0.00120631+0.00366164j -0.00461548-0.00455003j 0.00133303+0.00404325j 6.00257e-05+0.00380301j -0.00509313+0.00210984j -0.00781972+0.00570068j -0.00945419-0.0113705j -0.00389561+0.00534704j -0.00501552-0.000738258j 0.000607832+0.00731785j -0.0012476-0.00512495j 0.00315927-0.00230974j 0.00162004-0.00233379j -0.00891993+0.00404499j 0.00236292-0.00799179j 0.00908925+0.000948866j -0.000351247-0.00510916j 0.00608039-0.00143979j -0.00989152-0.00124705j 0.00639286-0.0122556j 0.00587952+0.00119335j 0.00238221+0.0145991j 0.0179807+7.84687e-05j -0.0111757+0.0111374j 0.0155388+0.000348283j 0.00448309-0.00481291j 3.4366e-05-0.00983364j 0.000735611+0.00637048j 3.76413e-05+0.015142j 0.00169347+0.000192927j 0.0176126+0.0105327j 0.00370423-0.00555479j -0.0167204-0.027548j -0.0189069-0.00218017j -0.00999598-0.0010481j -0.00455017-0.0162009j -0.0368638-0.033865j 0.0116988-0.0248702j 0.000951509-0.0107681j -0.00796853+0.0207817j 0.0219935+0.0111974j -0.0224908-0.0254329j -0.0102713-0.0517679j -0.00268337-0.0131043j 0.00806267+0.00231389j -0.0395009+0.0648873j 0.0156442+0.0152064j -0.0116661+0.0151624j 0.0139449+0.0286003j 0.00108943+0.00149592j -0.000342152-0.00254753j 0.0156029-0.0336988j 0.00150656+0.000278649j 0.000852148+0.0139501j 0.00699608-0.0133994j -0.014447-0.00789073j -0.0016023+0.00680794j 0.0159989-0.00782609j 
-0.00301972+0.00542178j 4.7478e-05+0.0017926j 0.0102024-0.000875383j -0.00518303-0.00452159j 0.00484011-0.00432373j 0.000285126-0.00441953j 0.0059891+0.00349238j 0.0108084+0.00333697j 0.012025+0.00671096j -0.0171897+0.0015637j -0.000941807-1.79629e-05j 0.00123671+0.00485925j 0.00349681-0.00490385j -0.00315458-0.014851j -0.0040548-0.00459012j 0.00554237+0.017892j 0.0140783+0.00990993j 0.00131337-0.00176722j 0.00176049-0.00925198j 0.0173995-0.00746188j 0.0162959-0.000893276j -0.00119014-0.0090103j -0.00369882-0.00671562j -0.000519505+0.000283981j 0.00488625+0.0035423j -0.0127349+0.00202348j -0.00488901-0.00747021j 0.00355623-0.0192565j 0.0175364+0.00645065j 0.00794416-0.00111403j 0.000618539+0.00756947j 0.000698075+0.00277836j 0.00919191+0.0190663j 0.00112126+0.000419312j 0.00583284-0.00109452j -0.00520546+0.00581053j -0.0040074+0.0138031j 0.0194642-0.00227702j -0.00349539+1.52457e-05j -0.0126311+0.0146229j -0.00547561-0.00554226j 0.000478809+0.0152021j 0.00605497+0.00546258j 0.00172805-0.0155127j -0.0123946-0.0133951j 0.000213887-0.0184507j -0.0154376-0.00392646j -0.00170227-0.00308035j -0.0158752-0.009821j -0.0188097+0.0141767j -0.00949508+0.023681j 0.00754305+0.00274375j 0.0181031-0.0092927j 0.0182907+0.0141713j -0.0173339+0.000720901j -0.00135214+0.0268914j 0.00752849-0.0159671j 0.00401824-0.00555286j 0.00931537-0.0113481j -0.0148187+0.0242767j 0.00214095-0.00539824j 0.000608187+0.00947409j 0.0300646-0.00657515j -0.00665465+0.011303j -0.0169998-0.0199003j -0.00659302+0.00562091j 0.000667244-0.000549464j -0.00912288+0.00119901j 0.00933538+0.00362763j 
-0.00732722-0.00780437j 0.00584799-0.00575343j -0.00622677-0.0114856j -0.00646662-0.000119275j 0.00777468+0.012727j 0.0066198-0.00575567j 0.000996065-0.00161944j -0.00175042+0.00590994j -0.00649489+0.00658935j -0.00312459-0.00111281j 0.0171953-4.87894e-05j 0.0120962+0.00810281j 0.00387784+0.00896419j 3.51947e-05-0.00573694j 0.00933552-0.017543j -0.0165105+0.00192733j -0.00107087+0.00192555j 0.00652094-0.00766632j -0.00382054+0.0162545j -0.00729037+0.0121345j 0.012242-0.00459326j 0.0285891+0.0179868j 0.0215977-0.00018878j 0.00930272+0.00464503j 0.00688381-0.0148703j -0.00849374+0.00756262j -0.0163139-0.00435896j -0.00416225-0.00298216j -0.00379449-0.0102135j 0.00157335-0.00960367j 0.00840836-0.00333883j 0.00238443-0.0035044j -0.00170026-0.00675077j -0.0025264-0.00143797j -0.000898663+0.00141259j 0.00228052+0.00814958j -0.00148864-0.00455982j 0.0200646-0.00973636j 0.00345549+0.00269412j -0.000887859+0.0049363j -0.00791775-0.00632475j 0.00323192+0.000984814j 0.0084778+0.0104236j 0.00144162+0.00433507j -0.0241088+0.00628508j -0.00656282-0.00211938j 0.00584871+0.00362759j -0.00529688-0.00495025j 0.00953445-0.015528j -0.00733637-0.0091692j -0.00637544+0.00324826j 0.020287+0.0032106j -0.0083568-0.0149829j -0.00608614-0.00936958j 0.0147628-0.0151469j -0.014543+0.0112676j -0.00551009+0.0274382j -0.0219059+0.0040961j -0.00386003+0.0068301j -0.001694-0.00216736j 0.0150719-0.00762231j -0.0101365-0.00114884j 0.00772898+0.0091794j -0.00313133+0.0125157j -0.0134941+0.0039054j 0.0114629-0.000785995j -0.000432869-0.0152344j 0.0013125+0.00461257j 0.00703303-0.00165437j 
0.00484671+0.0092021j -0.0056149+0.0057692j 0.00127148-0.0172044j 0.00442104-0.00040032j -0.00479868+0.00276562j 0.00680398+0.00329558j 0.00962605-0.00933224j 0.00429765+0.00388722j 0.000702369-0.00448172j 0.00599513-0.000719073j 0.00991049+0.00480586j -0.00290659-0.00321908j 0.00173299+0.00377285j -0.00590763-0.00449582j 0.00217694-0.00248469j 0.001545-0.00250841j 0.00552337-0.00664586j 0.0156389-0.00171532j 0.00207674+0.00414586j 0.00442397+0.0064944j -0.0029939-0.00773305j 0.0171331+0.0107481j 0.0079637-0.00456507j -0.00551389-0.00217376j 0.00479641+0.00269755j -0.0142379+0.0117934j -0.0129139-0.0104633j -0.00247198+0.00141175j -0.0046468-0.0107277j 0.00501958+0.0106849j -0.00233564-0.00123846j 0.00925388-0.00278996j -0.00656213+0.00255197j 0.0191977+0.00966119j -0.00474273+0.00841437j 0.00207054-0.00272336j 0.0064644+0.00147654j -0.0299407+0.00288207j -0.000638133+0.00138163j 0.000620549+0.001108j 0.0204746+0.0152915j -0.00685334+0.012259j -0.0241282-0.010014j -0.00945457+0.00178181j 0.0190019-0.0115419j 0.03152-0.00572373j -0.0021671-0.0127127j 0.00791428+0.00121705j -0.00806887-0.00113231j 0.00883177+0.00120258j 0.019098-0.0273494j -0.0119171-0.00782068j -0.00271618+0.0016186j -0.000247832+0.0291362j -0.0364868+0.00472576j 0.00655663-0.0141351j 0.00720198-0.00203098j 0.0461203+0.00615814j 0.00770981+0.00706855j 0.0175625+0.02464j -0.0260489+0.0201602j 0.0194572+0.00408517j -0.0165231-0.031717j 0.0209335-0.0259514j 0.0187092+0.0155952j 0.00240452-0.00794239j -0.00396098-0.00168148j 0.0105297+0.00360293j 0.000370699-0.00399483j 
0.00689529-0.00420737j -0.00392523+0.0133477j -0.00123127+0.00337145j 0.00963716-0.000289003j 0.0026249-0.00546121j 0.00635145-1.92794e-05j -0.00155056+0.00435657j 0.00244613-0.00285113j 0.00504396+0.00487301j -0.000672497-0.000288995j 0.000866662+0.00248989j -0.00427178-0.00214958j 0.00742249-0.00712267j -0.00460128-2.10646e-05j -0.00105522+0.000788352j 0.00244501-0.00247282j 0.00436253-0.00435748j 0.00116966+0.0180333j 0.00661577+0.00250702j 0.000516651-0.00580931j 0.00512541-0.00161748j 0.0056827-0.00422305j 0.00117831-0.00713881j -0.00321638+0.00362826j -0.000310029+0.00568108j 0.00451567+0.00558762j -0.0132718-0.00542486j -0.000157216-0.00519011j 0.00299301+0.00667606j 0.00667939-0.0138615j -0.00332334+0.016648j -0.0130864-0.0064094j -0.0204458-0.00705647j -0.00710982-0.00300733j 0.0307483-0.000257821j 0.004244+0.00691936j 0.0141606-0.029195j -0.0232062-0.00714551j 0.000276931-0.001799j -0.00850672-0.0309607j 0.00342634-0.00918307j 0.0238505-0.0177063j -0.0243341+0.00333295j 0.00698562-0.0110098j 0.00543138+0.00718855j 0.0116507+0.0339992j 0.0209652+0.00413951j 0.0082692-0.0299306j 0.00507796+0.00956647j -0.00794173+0.0069032j -0.00352277+0.0312175j -0.0327992-0.0363334j 0.0220263+0.0142045j -0.0182082+0.030101j 0.0366412+0.0170822j 0.00816373-0.00701013j -0.00973347-0.0492749j 0.0151643-0.00972212j -0.0157796+0.0278667j 0.0110345-0.0062411j -0.000267083-0.0225321j -0.0158472+0.00696267j -0.0104872-0.0210252j 0.018408+0.00103182j -0.00286098+0.0344694j 0.00621423-0.00400875j -0.00387668-0.0056301j -0.0114704-0.00356303j -0.00444508+0.000140564j 
0.00293997-0.00418153j -0.00204651+0.0072248j -0.00315354-0.00499678j -0.00285207-0.00203225j 0.00552968+0.00364598j -0.000947241+0.00246904j 0.0024003-0.00491452j -0.0016312-0.000163748j -0.00527645+0.00218375j 0.00689338-0.00149453j -0.00772723-0.00246377j 0.000883066-0.00195058j 0.00252361+0.0124846j -0.000195407+0.010799j -0.00154363+0.00257143j 4.0069e-05-0.00552521j -0.00957394-0.00880962j -0.00592861+0.00367155j -0.0020015+0.00565256j -0.0131175+0.00174646j -0.00615419-0.000180982j -0.00854987+0.000470637j 0.00689943+0.00901675j 0.00526789-0.0108444j 0.00331811-0.00908477j 0.00955627-0.0118667j -0.00369332+0.00480701j 0.0127789+0.00490022j -0.0124421+0.00735259j 0.0106106-0.0110153j 0.0033567+0.0176132j -0.00889835+0.00362556j -0.00541688+0.0170731j -0.00281772-0.00606302j 0.0263361-0.0133236j -0.00471918+0.00894702j 0.0027587+0.00379899j 0.00222677-0.00210359j -0.00498321+0.00249236j -0.0189762-0.00465361j 0.00325187-0.0035827j 0.0085024+0.00963483j -0.0135966+0.00409459j 0.00373916-0.0180461j -0.0121386-0.00806098j 0.0219133-0.00548537j -0.0189353-0.00587684j 0.000411569-0.0173562j -0.0115605-0.00510882j -0.0192427+0.0126885j -0.0145225+0.0320094j 0.00779038-0.0127721j 0.0330618-0.00739271j -0.00625945+0.0485625j -0.0264777-0.00840337j -0.000674786+0.000196831j 0.00395497-0.0291873j 0.0235514+0.00462466j 0.0104487+0.0131267j -0.0161463+0.0236483j -0.00451092+0.00448306j 0.00472708+0.0127775j 0.00839922-0.023617j 0.0168715+0.00713402j -0.00766423-0.00148572j -0.00325294+0.00759905j 0.0104683-0.00834172j -0.0119445-0.00420008j 5.83703e-05+0.0067443j 
0.00075787-0.000174718j 0.00436866+0.0043976j -0.00287818+0.0145971j -0.00519476-0.0125223j 0.00431065-0.00605507j -0.0106259+0.00451431j -0.00473253+0.00536797j 0.00836359+0.00453396j 0.0043167+0.00842821j -0.0104864+0.00389978j 0.00244696+0.00469993j 0.00578791-0.00510418j -0.00789731-0.00841751j 0.00358659+0.00372594j -0.00504186+0.00216164j -0.00777116-0.00261676j -0.00804171+0.00650187j 0.00333947-0.00983414j -0.00253113+0.0286303j -0.0163754-0.00123516j 0.00268184+0.018153j 0.00471742+0.0114348j -0.00498847+0.00814936j -0.00191357-0.00622429j -0.00548636+0.000453506j -0.00573159-0.014933j 0.00536146-0.0122347j -0.0184774+0.00327767j -0.00593332-0.00478367j 0.00340358-0.000136457j -0.00601553+0.00535568j -0.00140314+0.0101996j 0.00333012+0.0172815j 0.00572318+0.00444603j -0.00366874-0.00327748j 0.000519182-0.00747719j -0.00777625-0.000759218j 0.00310994+0.00106613j 0.00230401+0.000120953j 0.00370236+0.00300801j 0.000641642-0.000591476j 0.00486451-0.000210963j -0.00882426-0.00599706j -0.00169833-0.00133092j 0.0107016-0.00661401j -0.00981684+0.00462302j 0.00627405+0.00416127j 0.0160476-0.00536531j 0.00450071+0.0212076j -0.0159928-0.00256694j -0.0143601-0.00543383j -0.0119471-0.0156909j 0.00667835+0.0118834j 0.00973644+0.0144471j -0.00446487+0.030012j -0.00519539-0.0137318j -0.00570413-0.0147118j 0.00415853-0.00187546j -0.00560396+0.0101243j 0.000291077-0.00395806j 0.0060889+0.00448329j 0.0105236-0.0101823j 0.00039772+0.000795183j -0.00148099-0.0116212j 0.00644121-0.00992032j -0.00456351+0.00927595j 0.00765985+0.00620194j -0.00250692-0.00313059j 0.00806536-0.0038494j 
-0.00924083+0.00677719j -0.00196693+0.00170974j 0.00718826-0.00211402j -0.00297048-0.00661553j 0.00179365-0.00318913j -0.0026286+0.00306536j 0.00674974-0.00355773j 0.00294979+0.00571116j 0.00618971-0.00857831j 0.00254879-0.0010085j -0.00129378+0.000609894j 0.00632283-0.0112177j 0.00197883+0.0115702j 0.00543413-0.00288766j 0.00511583+0.000292324j 0.00541029-0.00314028j -0.0106221-0.0120171j -0.00274676+0.00945483j -0.00941177+0.00120417j 0.008112-0.00997121j -0.0169294-0.00249953j 0.00319136-0.00950383j -0.00866957-0.010164j 0.00351298-0.00399293j -0.00816187-0.00111482j -0.0118853+0.00724149j -0.0165429-0.0119596j 0.00256982-0.000473755j -0.00646624+0.000196609j -0.00411898+0.00308011j 0.00113281-0.0146228j 0.00572482+0.00296879j 0.00436177-0.00293024j 0.00334613+0.0117282j -0.0162373+0.00848283j 0.00339901-0.000884994j -0.000214674-0.00824394j 0.013374-0.00453389j 0.000297743+0.00453239j 0.00722788+0.00623357j -0.00357368-0.00325072j -0.000875957-0.00752872j 0.0150146-0.0067116j -0.00157367-0.000784647j -0.00576761-0.0025323j -0.0099866-0.000805251j -0.00760952+0.00486005j -3.46561e-05-0.001978j 0.00284523+0.003709j -0.00214147-0.0175273j 0.00244664-0.00493032j -0.0013434+0.0202146j -0.00881535-0.000916769j -0.0118383-0.0295359j 0.0211921+0.00925187j 0.0104828-0.00119823j -0.0144786+0.00718465j -0.0164032-0.0308492j -0.0174497-0.0077946j 0.00965214-0.00495288j 0.00851667-0.00960289j -0.0078068-0.00222297j 0.00797714+0.00826352j -0.0114432+0.0029127j -0.00422926-0.000830691j 0.00523415-0.00861838j -0.0130324+0.00286513j 0.0114369-0.00111725j 0.00613524-0.00860688j 
-0.00578194-0.00195002j -0.0102918-0.00293945j 0.00511756+0.00273923j -0.00308953+0.00136423j -0.00462716-0.000690469j 0.000117436+0.00243913j 0.00696079-0.00274173j -0.00170835-0.00327519j -0.00739117-0.00341579j 0.00243584-0.00357638j -0.00203265-0.00417386j 0.00406642-0.00581574j 0.00374038+0.00231211j -0.00547759+0.00210013j -0.009833+0.0165509j -0.00658744-0.0131581j 0.0092859-0.0174792j -0.00107648-0.00530391j 0.00611439-0.0152981j 0.0126859-0.000200799j 0.00354978-0.00293892j 0.000740589+0.00464912j -0.00502295+0.0118877j 0.00727105+0.0137159j 0.0183771-0.010845j -0.00300867+0.000297763j -0.0048949+0.00364472j 0.00815972-0.00300109j -0.00105686+0.000687793j -0.00708057+0.00588414j -0.00200877-0.000426642j 0.00357661+0.0226097j 0.00600092+0.0150162j 0.00422308+0.00404012j -0.0122003-0.00381831j 0.00301027-0.0100132j -0.0106765+0.0028055j 0.0139856+0.0116531j -0.0022439+0.00406075j 0.0105729+0.0089732j -0.00839828-0.0083406j -0.0013867+0.00135384j 0.00111867-0.00438339j -0.0110334-0.0228733j 0.0198188-0.00862804j -0.0355268-0.00546845j 0.00720061-0.00351621j 0.0018706-0.00695028j 0.0239633+0.0211855j -0.00154184-0.0324088j -0.0228374-0.0029401j -0.00607388-0.0171252j 0.0112009+0.0246361j 0.0241505-0.0300984j 0.00157388+0.00956852j 0.0171135-0.00813031j -0.00873657-0.0058716j 0.00386215-0.00975633j -0.00559446-0.00840489j -0.00649969+0.000337782j 0.00860702+0.00620233j 0.00285926-0.0131739j 0.00975631-0.00272342j -0.00768214-0.00621176j -0.0105928-0.0168211j -0.00647147-0.000465913j 0.00341775-0.00213549j 0.00839924-0.00706854j 0.00174136-0.0046277j 
-0.000395049+0.00555068j 0.00143525-0.00182254j -0.00417738+0.00675066j -0.00235232-0.00695134j 0.00180606-0.000888055j -0.00732937-0.00361821j -0.000221459-0.00381384j -0.0027933+0.00362354j 0.0083294-0.00585726j 0.000475723-0.00488438j 0.00372118-0.00189986j -0.00217585-0.00167961j -0.00589443-0.0021543j 0.00487473+0.00059262j -0.0102065-0.0019023j -0.0101911-0.0164124j 0.00493198-0.00715411j 0.0257299+0.00991739j -0.000160246-0.00426219j 0.00236617+0.000112405j -0.000190498-0.00404949j 0.00277266+0.00817786j -0.0200743-0.00850816j 0.00109485+0.00455512j 0.0066314+0.00837125j -0.0132115+0.0057465j -0.00217889-0.012535j -0.00218136+0.00397594j -0.00791678+0.00249574j 0.00301496+0.00281004j -0.000370966-0.00554156j 0.00404699-0.00330797j 0.00529258+0.00214146j 0.00251136+0.00734741j 0.00656701-0.00819674j -0.00462316-0.00201217j -0.00121823-0.00483428j 0.00375872+0.000975348j -0.00542577+0.0130949j -0.0117994+0.00997128j -0.0077012+0.0104375j 0.0049539+0.00915968j 0.00996856+0.000823773j -0.0124936+0.0143121j -0.0102021-0.00273057j 0.0036422+0.00296028j 0.0271226-0.00872434j 0.00292755+0.00852042j -0.011537-0.0165327j 0.00292479+0.00904403j 0.0192352-0.00693014j -0.0119998-0.00435791j -0.000347616-0.00582408j -0.0166044+0.00846626j -6.33857e-05+0.0101867j -0.0115595-0.00255161j -0.00823382+0.0103672j -0.0165553+0.0118825j -0.021412-0.00449017j -0.00665332+0.0107354j 0.00781475-0.010262j 0.00295502+0.00591864j 0.00301709-0.00752753j 0.0154723+0.0175416j -0.000889368+0.00227159j 0.00594053+0.00582876j -0.00225662+0.00397007j 0.000100787+0.00316883j 0.00397356+0.00247151j 
0.00180821-0.00444146j 0.00769968+0.00422837j -0.00786347+0.00162318j 0.000839437-0.00487448j 0.00400345+0.000213754j -0.0144695-0.00333218j -0.00545728-0.000750719j 0.00548989+0.0063296j -0.0021039-0.00472125j -0.00718176+0.000491021j -0.00579166+0.000649538j -0.00372637-0.00993939j -0.000555363+0.00289724j -0.0157796-0.0132796j -0.00868143-0.00251642j -0.000835876-0.0019307j 0.00499181-0.00340581j 0.00904128+0.0137602j 0.0021671-0.00538954j 0.00620049-0.000165285j 0.0113398-0.000279581j -0.0119767+0.00675007j -0.0149988+0.0107875j 0.0177035+0.010333j 0.0188614-0.00990473j -0.00399421+0.000197333j -0.000789562-0.00965513j 0.000341108+0.00266186j -0.00288915+0.0062223j 0.00107203-0.00708646j 0.00361084-0.000989674j -0.00521368-0.00573383j 0.000696942-0.000348092j -0.00381788-0.00762521j 0.00344522+0.0144783j 0.00612566+0.010026j 0.00634628+0.000130402j -0.00443188-0.0174347j 0.00534089-0.0185204j -0.000942266-0.00868246j 0.0148869-0.00766606j -0.00913745-0.0164151j 0.00266221-0.000518049j 0.0144066-0.000144612j -0.0200635+0.000652429j 0.022862+0.000282748j -0.0623537+0.00714696j -0.00639277+0.00367302j -0.00948623-0.0112289j -0.019046+0.0144299j 0.000355487+0.00853645j 0.0293337+0.0274843j -0.0199371-0.0350751j -0.0162982-0.0130609j -0.0152905-0.0248954j 0.00279224+0.00640573j 0.0184242+0.0148751j 0.0217623-0.0128066j 0.0168421+0.0117296j 0.0157923-0.00636785j -0.00200913-0.00167971j -0.00392997+0.00698084j -0.00383695+0.0021429j -0.0162155-0.0033664j 0.0061648+0.00486359j 0.00256101+0.00128297j -0.00245797-0.00352581j -0.00588214+0.0020902j 0.0036376-0.00124631j 
