-0.0070329+0.0698612j 0.0112106+0.0300251j 0.00524648+0.0244249j -0.0105183+0.0225025j -0.00148163-0.0117599j 0.00589286+0.0132726j -0.00836437+0.025222j -0.00306969+0.00737344j 0.00358031+0.00632515j 0.0100227-0.0316669j 0.00324013-0.0199349j 0.00915361-0.00431556j 0.00784533-0.0718472j 0.0137351+0.062809j 0.018424-0.0926123j -0.00328189-0.0848655j 0.00573856-0.0491443j 0.0031629-0.0545698j 0.00473+0.0617499j 0.00128347+0.0360494j -0.000670853+0.0740636j 0.00481265+0.0452826j 0.00275144+0.0275389j -0.000189528+0.00233626j -0.000650163-0.0535513j -0.000240107-0.0358609j -0.00232062-0.0361036j 0.000658949+0.0566582j -0.00298762-0.0551113j -0.00189008-0.0161487j 0.00148136+0.0517576j 0.00148245-0.106055j -0.000160652-0.0248847j -0.00536558-0.134322j 0.00258663-0.152455j -0.00693439-0.492284j 0.0058177-0.0847677j 0.00957067-0.141373j 0.0106124+0.0898154j -0.0393764+0.0283686j 0.0153056+0.0854362j -0.00894417+0.0281138j -0.00255743+0.00815753j -0.00201981+0.0248388j -0.0164166-0.046986j 0.00747302-0.0474281j -0.027631+0.0148062j -0.000474461+0.0196331j -0.0110387-0.0202924j 0.00577956-0.00941128j 0.0028746+0.0364699j -0.0113571+0.00170626j -0.0185155-0.00146223j -0.00895438+0.0225589j 0.00310347-0.0380152j -0.00941778+0.0268854j -0.0180935+0.000857066j -0.00406299+0.00658666j -0.00205438-0.0211002j 0.0116404-0.00371548j -0.00957609+0.013852j 0.00349613+0.0195092j 0.00964881+0.0131479j -0.00411386-0.00186314j 0.00261622-0.0128859j 0.00893394+0.0153598j 0.0180725+0.00643317j -0.00660636+0.00452962j 0.0151882-0.0134768j -0.000102667-0.00490101j 0.00294376-0.0036333j -0.00225512-0.00592769j -0.0159378-0.00621868j 0.00905347-0.0103576j 0.00372739-0.0180695j 0.0104679+0.0174439j 0.0198248-0.0108863j -0.0049429+0.00585463j -0.0114962+0.00737817j 0.033522-0.00401465j 0.00313859+0.00088192j -0.0108791+0.0143638j -0.00268409+0.0177889j -0.017215+0.0224346j 0.00100848-0.0105455j 0.0802652-0.0105134j -0.0496502-0.0101066j 0.00606253-0.0336887j -0.00960047+0.021977j -0.151752+0.00751708j -0.331569+0.00677571j 0.0452246-0.00181648j -0.0777762-0.0551339j 0.1305+0.0359074j -0.0338123+0.293351j 
-0.013705+0.000145725j -0.00973828-0.00908345j -0.00448542+0.00449877j -0.00434489-0.00425253j 0.0234658+0.0040709j -0.0305548-0.0100924j 0.00665972-0.00203856j -0.0265604-0.0155243j 0.0546533+0.00668806j 0.00831668-0.00727481j 0.0308649-0.00563151j -0.0386647+1.56991e-05j 0.0120218-0.00316964j -0.00384583-0.00583942j -0.0166685+0.00874454j -0.00538866+0.0132438j -0.00185745+0.0113379j 0.00253893-0.00345921j 0.00334524+0.00188j 0.00310006-0.00737801j 0.00450791-0.0117306j -0.000281523+0.00904117j 0.00221684-0.000349608j -0.000793989+0.00221052j 0.00467155-0.00143578j -0.0012311+0.00813024j -0.00471379-0.0096474j -0.00243318+0.00884554j -0.00289754+0.00240457j -0.000465827+0.00249613j 0.000638533-0.012308j 0.00576652+0.0486826j 0.0068374-0.00213575j -0.00882461-0.0103852j 0.00855007+0.0104297j 0.00231973+0.0298469j 0.0116461-0.00797689j -0.0021692+0.00945403j 0.00670071+0.0395294j 0.0252171+0.00574107j 0.00751051-0.00259641j -0.010131+0.00115166j -0.0112955+0.0226271j -0.0175705-0.0277473j 0.0117407+0.0036086j 0.00117127-0.00586445j 0.00600413+0.00394565j 0.00864687-0.00231878j -0.013012+0.0118882j 0.0190363+0.0137701j -0.0125777-0.0210818j 0.00124233+0.000689941j 0.0132052-0.012071j 0.00621721-0.00777231j 0.0089279+0.011042j 0.0458292+0.0223417j -0.0273667-0.0218958j -0.00482889-0.00154086j -0.0250027-0.00847228j 0.0034615-0.00227856j 0.0265142+0.0097562j 0.0163449+0.0262738j 0.0112417+0.000669891j -0.00142146+0.00887552j -0.0669802-0.00945111j 0.0107037+0.00823183j -0.00479014+0.00760659j 0.17266+0.0536719j -0.114741-0.0498268j -0.28907-0.0309659j -0.429561-0.200664j -0.0299808+0.0848954j 0.256106-0.0644631j -0.14138+0.0365658j 0.0782501+0.0209917j -0.152621+0.41446j 0.147421-0.325439j 0.0384395+0.267302j -0.0128121+0.0234486j 0.0640627+0.0869827j -0.00964284+0.0222818j -0.02488-0.0652658j -0.0496587-0.00111956j 0.0116238+0.0156665j 0.029367+0.0240492j -0.00726543-0.0355094j -0.00393241-0.0336853j 0.00590605+0.0660554j 0.00549162-0.0478599j -0.00742979-0.0145041j -0.0426181-0.00151427j 0.00386178-0.0299691j -0.0110996-0.0226302j 0.00994035-0.00358021j 2.65423e-05+0.0467141j 
0.00829026+0.0108939j -0.00205359+0.00392119j 0.00291028+0.00681577j 0.00245668-0.00583108j -0.0203948-0.0125799j 0.0013246+0.00803655j -0.0180202-0.0188989j 0.0211649+0.00186637j 0.0329382+0.0044389j -0.0396162+0.00221804j -0.0590764-0.00414439j 0.0247887-0.0093541j 0.0169702-0.0051918j -0.00176696+0.000406853j 0.0148171-0.00522781j 0.00416137-0.0102758j -0.000875885+0.00737196j 0.000140117+0.000876037j 0.00144993+0.00798176j 0.00292367-0.00414792j -0.00156954+0.00863504j 0.00481762-0.00409066j 1.20487e-05+0.0169148j -0.00342231+0.0159544j -0.00107737-0.00134733j 0.000427311-0.000573319j -0.00504707+0.0155853j 0.00183607-0.00277343j -0.00234031-0.0324363j 0.00221556-0.0187477j 0.00429113+0.0173884j -0.0121755-0.0217965j -0.00452134-0.00972234j 0.00595158-0.011822j -0.00639636-0.0107325j 0.00192879-0.00584009j -0.00516148-0.00674295j -0.0030352-0.0232586j -0.00452091+0.00469556j 0.00264909+0.00429451j -0.0149258-0.00235753j 0.00674185-0.00695985j 0.0040084+0.0101164j -0.00863027-0.011339j 0.0185586+0.0252218j 0.00269125-0.00839466j -0.0114573-0.0172782j 0.00903963-0.00953939j -0.00171979-0.00440715j 0.0152255+0.0100598j -0.0335555-0.0293004j -0.0272809-0.0151994j -0.0168386+0.00482442j -0.0158539-0.0289414j 0.0218085+0.0232652j -0.0236055-0.021683j -0.00598747-0.00619407j -0.0546887-0.0406418j 0.0166303+0.0260528j 0.00668739+0.0190659j -0.0348699-0.0373371j 0.0290972-0.00815837j 0.0112639-4.53552e-05j -0.0183813-0.0193878j 0.00348247+0.00874976j 0.0331324+0.0114778j 0.210409+0.0798987j 0.049656-0.00212685j 0.494258+0.220911j 0.0322483-0.0922858j -0.0815863-0.00815683j -0.0859751-0.103001j 0.0926522-0.0700363j -0.279339+0.144951j -0.215745+0.475486j 0.0442504-0.176962j -0.0458609-0.19458j 0.00112832+0.0613717j 0.0494446+0.0945403j -0.0182419-0.0188567j 0.0302575-0.00570708j 0.00399129+0.0188559j 0.0052693+0.0515689j 0.00964271+0.0634539j 0.00755086-0.00134546j -0.0301532-0.0236242j 0.0272786-0.0212246j -0.00960266-0.0604218j 0.00822483+0.0149495j 0.000994506+0.0152065j 0.0358933+0.0135244j 0.00674738+0.00197155j 0.0102199-0.0421116j -0.0080659+0.0109221j 0.000330121-0.0364405j 
0.00246074+0.00569865j -0.00189825-0.00628958j -0.0012584+0.000506463j 0.0103749+0.00842837j -0.0114204-0.00198455j 0.00514833+0.00851262j -0.0197156+0.00800059j 0.036209+0.00327774j 0.0602172+0.00659789j 0.0152833+0.00453297j -0.0699624+0.00803j -0.0414562-0.00264927j -0.00835591+0.00660707j -0.00307703-0.00744778j -0.00105941+0.000857316j 0.00283446+0.00222834j -1.47412e-05+0.0082705j 0.000311849+0.00226411j -0.00203165+0.0121349j -0.00049079+0.0112948j -0.00167467-0.00713319j 0.0042866+0.000405421j -0.000549928-0.00154866j -0.000516122-0.00751657j 0.00254981-0.0154225j 0.00214402-0.00782098j -0.00353751-0.00154325j 0.0017717-0.0119181j 3.39496e-05+0.00435126j -0.0027583-0.0033929j 0.00285151-0.00170224j 0.000822072+0.0113625j -0.0119149-0.00925081j -0.00969329+0.00801129j 0.00228569+0.0264276j -0.00753479+0.0100741j 0.00245609+0.0187288j -0.00274212-0.00754601j 0.00334091+0.0235309j 0.0168811+0.00629016j 0.00114474+0.0134826j 0.00301719+0.0109568j -0.00300186+0.0167368j 0.00300978+0.0237537j 0.00804911-0.000770293j 0.0046206+0.00430956j 0.0199769+0.014579j 0.0054388+0.00531579j 0.0158491+0.0313343j -0.00734422+0.00312487j 5.60311e-05+0.00144109j 0.00842965+0.0181096j -0.0105265-0.0189025j 0.00456543+0.00733197j 0.00144158-0.0027895j 0.0322016+0.0114557j 0.0347861+0.0290747j -0.0131276-0.0150755j 0.0135689+0.0168377j -0.030514-0.0340561j 0.0308442+0.0210389j 0.0529042+0.0332195j -0.0528232-0.0307366j -0.00626331+0.0248672j 0.074967+0.0465786j -0.0391228-0.0175056j -0.434815-0.270253j 0.263515+0.119629j 0.227709+0.00666804j -0.234237+0.160598j 0.206775-0.160772j 0.180022-0.497873j 0.00733507-0.169421j -0.0477837+0.0361037j 0.00665643-0.0618104j 0.0509806-0.00340792j 0.0224582-0.0172742j 0.0251409-0.0435117j 0.0225768+0.0453869j 0.0125432+0.0241137j -0.00104941-0.010114j 0.0112368+0.00205858j -0.00196503-0.00706557j -0.0122534-0.0288691j 0.00616876+0.010729j 0.0248617+0.00343921j -0.00591699-0.0186176j -0.00751343-0.0140662j -0.0100004-0.00338217j -0.0383894-0.0186938j -0.0214104-0.000411091j 0.00214654-0.0155398j -0.0128008+0.0246787j 0.00635826+0.0307896j -0.00851179+0.0313167j 
-0.0166204-0.0127706j 0.002426-0.00306267j -0.0218305-0.00706761j 0.00828348-0.00123442j 0.0126478+0.00180321j 0.0212173-0.00277308j 0.0174445-0.00959172j -0.0225686-0.00713858j 0.0576578+0.0108396j 0.00234119-0.00462742j 0.0149534+0.00314182j 0.0111045+0.00790998j 0.0135817+0.00663334j -0.0130978+0.00745795j 0.00178939+0.00822024j -0.00465635+0.0140398j 0.00270334-0.00589651j -0.00307671+0.00950288j -0.00226143-0.0016914j -0.00434864+0.00933555j -0.00304614+0.00135007j -0.000122094-0.0115933j 0.00291191-0.00974216j 0.0025203-0.00117323j 0.00404049+0.0120982j -0.000438332-0.00705883j -0.00217295+0.0165491j -0.0020712-0.00431238j -0.000656766+0.0187992j 0.00188723+0.0104985j -0.00450021-0.00900085j 0.00482031-0.00425073j 0.00116463-0.00426596j 0.00723068+0.0246696j 0.00692442-0.0130326j 0.0122866+0.0172275j 0.00513976-0.031745j 0.00281707+0.0234104j 0.0028227+0.00712545j 0.00750659+0.00123005j 0.0197766-0.000963932j -0.0199025+0.00775149j -0.00384105-0.00939564j -0.00374574-0.00894746j -0.00797625-0.00496593j 0.00127854+0.0162467j 0.0103273+0.00398358j -0.0106391-0.000599077j -0.0198288-0.0303174j -0.00105544+0.00740173j 0.0235456+0.00872581j 0.00786071-0.0194545j 0.00600935+0.00139182j -0.00248372+8.1784e-05j -0.0144244-0.00640151j 0.00473686+0.0504806j -0.00762829-0.0407026j -0.020406-0.0255785j -0.00584842-0.0491407j 0.0264216+0.0620136j 0.0854802+0.125212j -0.00646597+0.0725283j 0.102003+0.0800427j 0.162979+0.0529263j -0.351696-0.36373j 0.226198+0.150164j -0.263949+0.108783j -0.369837+0.379785j 0.150024-0.0467084j -0.0307218+0.173826j -0.0748053+0.142124j 0.0332751-0.000129048j 0.00350354-0.0908003j 0.0160426-0.0493475j 0.00691163+0.0752816j 0.0302918-0.0270077j 0.00690736+0.057596j -0.0277309+0.0382175j -0.0110378+0.00338447j -0.00797086-0.000940135j -0.00935159-0.00508113j -0.0205712-0.00769279j -0.0166229-0.0153468j 0.00976908-0.0201649j -0.01281+0.00165518j 0.0126574+0.000165401j -0.00388614+0.0193095j 0.00473695+0.0151107j -0.00116477-0.0248012j 0.0506001+0.00368199j -0.0239147-0.0193564j -0.00987086+0.00654494j 0.00282365+0.0145895j 0.00393666-0.0573781j 0.0119052+0.0113722j 
0.0104332+0.00149422j 0.00354287+0.0100244j 0.0203867-0.00283329j -0.0234447-0.00570603j -0.000306333+0.00170393j -0.0530495-0.0119284j 0.0447841+0.00325642j -0.0255925+0.00616059j 0.0200838+0.00137528j 0.035703-0.00370547j -0.00599577+0.00584377j 0.00478236+0.00509314j 0.00652008-0.0084621j 0.0016128+0.00520582j 0.00131201-0.00376985j 0.00178478-0.0187909j -0.000979254-0.0116052j 0.000647578-0.0132291j 0.00203785-0.0121788j 0.00256092-0.00307947j 0.00584431-0.00884312j -0.00807022+0.00375608j -0.00578024-0.00592j -0.000711636-0.00140688j -0.000691361-0.0193965j 0.00229005+0.00278179j 0.00306971+0.0112798j 0.00389857+0.025572j 0.00454797-0.00790344j 0.00535027+0.00960349j -0.0035553-0.010559j -0.00186312-0.0149755j 0.00374499+0.0140761j 0.00579289-0.0129253j -0.00277096-0.0168821j 0.00165723-0.0109113j -0.00287827-0.000355225j 0.00243341-0.00964078j -0.00603257-0.033376j -0.0302955-0.0114787j -0.00692843-0.0105287j 0.0088136-0.0137138j 0.00412229-0.0277044j 0.0147226+0.00772664j -0.0224217-0.0218138j -0.0041104+0.0170811j -0.0340956-0.00877535j -0.00975251-0.000339922j -0.00085919-0.0187299j -0.0175917-0.0363345j 0.0191731+0.0277565j 0.0017131+0.00369689j 0.00300106+0.0190483j -0.00184067+0.00615626j -0.0344608+0.0160438j -0.028105-0.0855713j -0.027302-0.0338468j 0.106883+0.193805j -0.0266155-0.0643821j 0.0625675+0.0830958j -0.259143-0.371618j -0.175419-0.206113j 0.0441129+0.152511j -0.109227-0.00179107j 0.169547-0.238524j 0.534807-0.289219j -0.072744-0.0780782j 0.112682+0.0907962j -0.00790543+0.0518788j 0.0120048+0.0194942j -0.0304844-0.0381192j 0.0291756-0.0246132j 0.02592-0.00297626j 0.043099+0.0555134j -0.03296-0.0363694j -0.0272275+0.0154027j -0.0179667-0.0329032j 0.00826428+0.0169861j -0.0284038-0.0653588j -0.0273024-0.0182345j -0.00470205+0.0220322j -0.000900266+0.026734j 0.0222263+0.00766224j -0.0137521+0.0208922j -0.0187014-0.0233165j -0.0317742+0.018182j 0.00751146+0.0291061j 0.00433046+0.00791206j -0.00026471+0.0302026j 0.0172185+0.0181524j 0.0267486+0.00490549j -0.00248063+0.0332299j 0.0127594-0.0173006j -0.00630112-0.00917634j 0.00338563-0.0324499j 
0.00752474+0.0116851j -0.00449853-0.00589772j 0.00323799+0.0171547j 0.0113047+0.00379433j -0.0292472-0.0162887j -0.0250846+0.0086997j 0.0451654-0.00312193j -0.0409397+0.00167869j -0.0256134-0.00324256j -0.0146419-0.00345095j -0.0106012+0.00331412j 0.0162584-0.00754106j 0.00241768-0.00645455j 0.0213021-0.00560026j 0.00947035-0.011872j 0.00330223+0.00678835j -0.00206778+0.0206479j 0.00290844+0.00633197j 0.00127098+0.0209733j 0.00645662-0.0100327j -0.00305257+0.0179135j 0.00382351+0.0264988j 0.00610609+0.0160524j 0.00316392+0.00161979j -0.00474256-0.009221j 0.000126342+0.0100379j -0.00720802-0.0420755j 0.00504895+0.00457636j -0.00396388-0.0159591j -0.00361587-0.0103289j 0.00696108+0.0101877j -0.00922502-0.00132787j 0.00140734+0.0150668j -0.00331017-0.00798091j -0.00836739+0.00207418j -0.00908807-0.0340749j -0.01138+0.0101236j -0.00623929-0.00591075j 0.000630149+0.0223976j 0.0160333+0.0105562j -0.0147169+0.00870579j 0.00840514+0.000131852j 0.00652017+0.0381955j -0.0215176-0.0106852j 0.0435023+0.0530208j 0.00371023-0.0456834j 0.0138006-0.00931936j 0.0225313-0.00550919j 0.0200249+0.0539525j 0.0297111+0.0580485j -0.101955-0.0872508j -0.0309532-0.0268796j -0.0334248+0.0171834j -0.0172967-0.0603216j 0.104369+0.112055j -0.0308705-0.0505805j 0.0315096+0.0894039j -0.192582-0.33099j 0.0767438+0.261741j 0.0316301+0.11442j -0.123696-0.192021j 0.12137-0.108176j -0.0362416+0.045061j -0.519261+0.296007j -0.192677-0.00358851j 0.0282331+0.00902666j -0.0930689-0.0100922j -0.0923414+0.0533074j -0.11956-0.133669j -0.0344806-0.0215067j 0.0610382+0.0566339j -0.0440359+0.00276043j 0.00535266+0.0140646j -0.0647775-0.086027j -0.00458089-0.0535551j 0.00252517+0.0201743j -0.012027-0.0118244j 0.0295428-0.0256243j 0.0175919+0.053883j 0.0333445+0.0179838j 0.0427939-0.0153703j 0.0189694-0.0239138j 0.00394528+0.039813j 0.00982926+0.0345391j 0.0289658+0.00926803j -0.00643393-0.0211443j 0.00721551-0.0638497j -0.0150502-0.016498j 0.0130886+0.0175473j -0.0443849+0.000594431j 0.0427839+0.0220241j 0.0112211-0.0292894j -0.000742778-0.0208074j -0.0100368+0.0560709j -0.0089151-0.0308864j 
0.018511+0.00486804j -0.0256618-0.0110534j 0.0169309-0.00950852j 0.0184624+0.0165662j -0.0123321-0.00927446j 0.00238211+0.00361982j -0.0183111-0.00377942j 0.00890684+0.00256726j -0.0036236+0.00506851j -0.046244+0.00923899j 0.000619388+0.00487214j 0.011913+0.013865j 0.0114561+0.0144678j -0.00300207-0.0108497j -0.00150268+0.00956862j 0.00834584-0.00871192j -0.0124212+0.00819102j -9.82736e-05+0.011038j -0.00341444-0.010766j -0.00298036-0.0175206j -0.00116173+0.00286951j 0.00132066-0.0133831j 0.00201943-0.00798454j -2.63097e-05-0.00632192j -0.00646034-0.0161691j 0.00866977+0.0493463j 0.00094922+0.0142417j 0.000327978-0.0127597j -0.00264952+0.0159388j -0.00222063+0.010309j 0.00423298-0.0123751j -0.0109974-0.00974247j 0.00454411+0.0209173j 0.00100066+0.0266582j 0.00388019+0.0190736j -0.00820093+0.0469954j 0.0154887+0.0200441j -0.00423197-0.0193033j 0.00118371+0.0169236j 0.00996446-0.0244919j 0.000963785+0.00193005j 0.0116871+0.00506993j -0.0137275-0.0507094j 0.0400412+0.0544563j -0.0291495-0.0165777j -0.0239849-0.0462371j 0.00451122+0.0153985j -0.0154882+0.0339276j 0.0689919+0.00849924j -0.0628407-0.0559252j 0.00201461+0.0670008j 0.0592545+0.0306653j 0.0325675+0.127069j 0.0227621+0.065181j -0.0350016-0.169165j -0.129927-0.212162j 0.172363+0.365238j 0.0652049-0.107212j 0.0353713-0.0510367j -0.104063-0.180049j -0.0549724-0.071055j -0.0808157+0.190883j -0.538591+0.244087j 0.0430929+0.00186602j -0.212884+0.00841081j 0.0610636+0.0311671j 0.0868059+0.055467j 0.0373902+0.0458772j 0.00573838-0.00168576j -0.100409-0.0560947j -0.0231509-0.053809j -0.0154295+0.0482929j -0.0268465-0.0732221j 0.0655236+0.0359188j -0.0437478+0.00541636j 0.0155791+0.0193269j -0.000710282-0.0195481j -0.0330231-0.0490686j -0.0196482-0.03659j 0.0011827+0.0371819j 0.0179934+0.0232444j -0.0116748+0.0308551j 0.0497983-0.0200065j -0.0138073-0.0212279j -0.0401722-0.0214827j -0.00827848+0.0241375j -0.0117456+0.00328552j -0.00887667+0.0190267j -0.0011646+0.0507749j -0.0288514-0.00968611j -0.059598-0.00320155j 0.00651007+0.0497822j -0.0050796+0.0211445j 0.0156176+0.0134267j -0.00652935+0.0676348j 
-0.00850179-0.00977431j -0.0123337-0.00733668j -0.0313372-0.0132994j 4.81163e-05-0.00173276j -0.0946424-0.0143784j -0.00377585-0.000577312j -0.00455242+0.000488437j -0.0402803+0.000947487j -0.0584718+0.00898583j 0.0149237+0.00874983j -0.0159957+0.00894548j 0.00675714-0.00497687j 0.00238891+0.00693481j -0.00880155-0.00432109j -0.0089696+0.0131685j -0.00325017+0.00846146j -0.00381725+0.000793614j -0.00596578+0.0167698j 0.00159653-0.0253153j 0.00228687-0.0134738j -0.0122282+0.00938239j 0.000254936-0.00874893j -0.00105447-0.0202074j -0.0036263-0.00514705j 0.00312966+0.0365189j 0.00628252-0.00605792j -0.00358877+0.00575631j -0.0028346-0.00129003j 0.00512214+0.0271986j -0.00531098+0.00113279j 0.00654667-0.000111437j 0.00258584+0.0287466j 0.00091476-0.00131566j 0.00436991+0.00291475j 0.00450216+0.000672715j 0.00318205+0.0437851j 0.0171512+0.00179053j 0.000431516-1.52784e-05j 0.00406311+0.0106239j 0.0182267-0.00789722j 0.00789153-8.56012e-05j -0.00642121+0.0124672j -0.0114267-0.0286579j 0.0119037-0.00935089j -0.0223829-0.0102363j -0.0237072-0.00569009j 0.017527-0.000194064j -0.0170508+0.00522036j -0.0380019-0.0692266j -0.0215112-0.00468241j 0.027362+0.0669509j -0.0243319-0.0718338j 0.0889777+0.0035702j 0.0205768+0.0868713j -0.145651-0.284149j 0.0786296+0.443464j 0.136407+0.0920385j -0.159963-0.103719j 0.0638202-0.00623537j 0.00339749+0.149728j 0.249219-0.23455j -0.50618+0.092365j 0.0855489-0.11381j -0.201907+0.0269114j -0.00592564-0.00914301j -0.0463694-0.0446155j 0.00644629+0.0160778j 0.0368999-0.0504313j 0.0537367+0.037548j 0.0300961+0.0241481j -0.0336845-0.00147137j 0.0032508+0.00383955j -0.000869076+0.0021185j 0.022024+0.0187848j 0.00784153+0.0342703j 0.0459255-0.001399j 0.0210677+0.0239137j -0.0108295+0.010195j -0.00509562-0.0048293j 0.0271752+0.0101932j -0.018849+0.0168292j -0.025548-0.017474j -0.0131223-0.0239728j 0.00498254-0.0391182j -2.01917e-06+0.0103015j 0.00168023-0.0133019j -0.00741355+0.00872012j 0.00241085+0.0386147j -0.000571895-0.0213687j 0.0150635-0.0134365j -0.0609901-0.0128465j 0.00335829+0.00372087j -0.00653329+0.00036174j 0.0144701-0.0282882j 0.00278676+0.0583645j 
0.00879869-0.00297051j -0.00878595+0.00305426j -0.00806456-0.0173887j -0.000147295-0.00670764j 0.0277139+0.00246299j 0.0110667-0.00519143j 0.000987536-0.00869753j -0.068284-0.00095146j 0.0344735-0.00310646j 0.00417558-0.000462171j 0.00228303-0.00299028j 0.0324025-0.00828199j 0.00377016-0.0073735j -0.000859284-0.00341976j -0.00632368+8.46492e-05j -2.8293e-05-0.0230435j -0.00430076-0.00410676j -0.00752305+0.00857372j -0.000341745-0.0222542j -0.00641159+0.00313669j 0.00173596+0.00340662j -0.00329516-0.0116668j -0.00789033-0.0304051j -0.00403246-0.0361101j -0.00716077-0.0203956j 0.00209644-0.00146583j 0.00065698-0.00983975j 0.00192368-0.00208861j 0.00990505+0.0231311j 0.00071733-0.0118749j -0.00635881+0.00227576j -0.00556016+0.00118969j 0.00548776-0.00553056j 0.00967783-0.0290034j -0.00475485-0.0133832j -0.000970412+0.0092934j 0.00553015+0.0179904j -0.00262963-0.022378j -0.00664298-0.0364807j -0.0202662-0.0225013j -0.0188223-0.0189553j 0.0152371-0.0105999j 0.00315617-0.0557794j 0.0239275-0.0171727j -0.030278-0.0247921j -0.0289859+0.0200163j -0.0280168-0.036807j -0.00969851+0.0129523j -0.0687228-0.151673j -0.0440638-0.0114898j 0.063991+0.200816j -0.0453778-0.294051j 0.135572+0.402849j 0.0125631+0.0540309j -0.0344894+0.162745j -0.22691+0.00596575j 0.0531147-0.161172j -0.00571566-0.0553096j -0.0489036+0.116317j 0.564908-0.149556j 0.131868-0.0240266j 0.111038+0.0304864j -0.0811212-0.0734936j -0.0380881+0.00421467j 0.0632202+0.0186949j -0.0516717+0.0194906j -0.0421936-0.0301691j 0.0112688+0.000962491j 0.00677848+0.00271399j -0.0354997+0.0188564j -0.0378909-0.0250142j 0.00761473-0.0125337j -0.0244963-0.0332434j 0.0288589+0.00776174j -0.0238995-0.0118968j 0.00684845+0.0227804j -0.00170819+0.00187786j -0.00703545-0.00265302j -0.00779386-0.0209585j -0.0127843+0.0175424j -0.0235118-0.0128358j 0.00113163+0.0266611j 2.14557e-06-0.021757j 0.0077383-0.012038j -0.00330656-0.00798594j -0.0433286-0.0108397j 0.0186498+0.0389695j 0.0108296+0.00468681j 0.0108526-0.000165061j -1.24802e-05+0.00865748j 0.00781121+0.00990363j 0.0129382+0.022208j 0.0127816-0.0412953j -0.00203368+0.00612533j -0.00154865-0.00691272j 
-0.00159341-0.00493373j 0.0106594+0.00349527j 0.00729809-0.00556502j -0.0157532+0.0063905j -0.028973+0.0101907j 0.0332701+0.00895973j 0.0875117-0.00645061j 0.0108661-0.0142674j -0.00271912+0.00763816j 0.0264032+0.00687855j 0.00559335+0.000512011j -0.0160141+0.0155405j 0.0124583+0.00570928j -0.01277+0.00694978j 0.00573343+0.0051536j 0.00256845-0.000395071j 0.00260361-0.0155103j 0.000839826-0.01578j -0.00328599-0.00960715j -0.00238471-0.00103961j -0.00291377+0.00679539j -0.00344557-0.0319376j -0.0033556-0.0216474j 0.00385815+0.0118187j 0.00382187-0.00102603j -0.00275891+0.0158531j 0.000516152+0.0213504j 0.00051118-0.00559018j 0.00477363+0.0186209j -6.28331e-05+0.00317919j -0.00234307-0.00173248j 0.00710146-0.0176985j -0.0055525-0.00300076j 0.00288329+0.0338275j 0.00831675-0.000956712j 0.00604374+0.0078632j 0.000357231-0.0168874j 0.00485215+0.0103946j 0.000814285-0.00122822j -0.0104195-0.000280229j 0.0262088+0.011776j -0.0103616+0.00913907j -0.00376277-0.0172524j 0.0261403+0.0620176j -0.039126-0.0611811j 0.00168275+0.0419882j 0.00647001+0.0466831j -0.0241232+0.0124034j 0.0473188+0.059842j -0.0688173-0.154441j 0.101195+0.219615j 0.079379+0.207325j -0.0488656-0.121253j 0.0418535+0.393376j -0.031818+0.238282j 0.0472679+0.0155754j 0.0218154-0.105341j 0.244839-0.217106j 0.566777-0.0295494j 0.0608191+0.0368728j 0.0510229-0.0251994j 0.113055-0.042598j 0.102838-0.00494542j -0.0919053+0.0129071j -0.0294341+0.0264916j -0.00456553+0.00670676j 0.0537714+0.0346479j 0.0298676-0.000187022j 0.0311145+0.027506j -0.0267473-0.0378704j -0.0398991-0.0196749j 0.00631065+0.00540578j -0.00467281-0.0222629j 0.0300681+0.0287809j -0.0133475+0.0271908j 0.014407+0.014491j 0.00796393-0.0145941j -0.0186268-0.00478599j -0.00711334-0.0257672j -0.0389581-0.00053764j -0.0198073+0.00218882j 0.00785394+0.0166673j 0.0241-0.0226221j -0.028539-0.0352124j -0.0445031-0.0178943j 0.0208448+0.0327012j -0.0156218+0.0346123j -0.000481586-0.0147233j -0.0205704+0.0190416j 0.0383504+0.00410396j -0.0199923-0.0212793j -0.0202055+0.0394119j 2.10413e-05+0.0505841j 0.00484474-0.0470472j 0.00879203+0.00733772j 
