-0.0070329+0.0698612j 0.0112106+0.0300251j 0.00524648+0.0244249j -0.0105183+0.0225025j -0.00148163-0.0117599j 0.00589286+0.0132726j -0.00836437+0.025222j -0.00306969+0.00737344j 0.00358031+0.00632515j 0.0100227-0.0316669j 0.00324013-0.0199349j 0.00915361-0.00431556j 0.00784533-0.0718472j 0.0137351+0.062809j 0.018424-0.0926123j -0.00328189-0.0848655j 0.00573856-0.0491443j 0.0031629-0.0545698j 0.00473+0.0617499j 0.00128347+0.0360494j -0.000670853+0.0740636j 0.00481265+0.0452826j 0.00275144+0.0275389j -0.000189528+0.00233626j -0.000650163-0.0535513j -0.000240107-0.0358609j -0.00232062-0.0361036j 0.000658949+0.0566582j -0.00298762-0.0551113j -0.00189008-0.0161487j 0.00148136+0.0517576j 0.00148245-0.106055j -0.000160652-0.0248847j -0.00536558-0.134322j 0.00258663-0.152455j -0.00693439-0.492284j 0.0058177-0.0847677j 0.00957067-0.141373j 0.0106124+0.0898154j -0.0393764+0.0283686j 0.0153056+0.0854362j -0.00894417+0.0281138j -0.00255743+0.00815753j -0.00201981+0.0248388j -0.0164166-0.046986j 0.00747302-0.0474281j -0.027631+0.0148062j -0.000474461+0.0196331j -0.0110387-0.0202924j 0.00577956-0.00941128j 0.0028746+0.0364699j -0.0113571+0.00170626j -0.0185155-0.00146223j -0.00895438+0.0225589j 0.00310347-0.0380152j -0.00941778+0.0268854j -0.0180935+0.000857066j -0.00406299+0.00658666j -0.00205438-0.0211002j 0.0116404-0.00371548j -0.00957609+0.013852j 0.00349613+0.0195092j 0.00964881+0.0131479j -0.00411386-0.00186314j 0.00261622-0.0128859j 0.00893394+0.0153598j 0.0180725+0.00643317j -0.00660636+0.00452962j 0.0151882-0.0134768j -0.000102667-0.00490101j 0.00294376-0.0036333j -0.00225512-0.00592769j -0.0159378-0.00621868j 0.00905347-0.0103576j 0.00372739-0.0180695j 0.0104679+0.0174439j 0.0198248-0.0108863j -0.0049429+0.00585463j -0.0114962+0.00737817j 0.033522-0.00401465j 0.00313859+0.00088192j -0.0108791+0.0143638j -0.00268409+0.0177889j -0.017215+0.0224346j 0.00100848-0.0105455j 0.0802652-0.0105134j -0.0496502-0.0101066j 0.00606253-0.0336887j -0.00960047+0.021977j -0.151752+0.00751708j -0.331569+0.00677571j 0.0452246-0.00181648j -0.0777762-0.0551339j 0.1305+0.0359074j -0.0338123+0.293351j 
0.00392693+0.000635585j -0.00245089-0.00210708j 0.000310145-0.00184096j -0.00409569+0.00452982j -0.000330577-0.000361553j -0.00163254-0.00142044j -0.00476255+0.00129433j -0.0117581+0.00404647j -0.00570214-0.0107077j -0.00645509-0.00570911j -0.023952+0.0146818j 0.00253624+0.00160423j -0.00526237+0.0019236j -0.0181799+0.000719864j 0.00959733-0.0106269j 0.00207652-0.00187544j -0.00294601+0.00308659j -0.00828147+0.010868j -0.00311573+0.00374594j 0.00149893+0.0076614j -0.0064764-0.0045006j -0.00263966+0.0185972j -0.00544198-0.0014986j -0.00481318-0.00541377j -0.0123007-0.0217108j 0.00472445-0.00833565j 0.00849507-0.00981619j 0.0050278+0.0171871j -0.000258379-0.00649691j 0.00609735-0.00786036j -0.0189108-0.0257535j 0.0326818-0.0308338j 0.00703424-0.020157j 0.000797869-0.00655059j -0.00194664+0.0161342j -0.00186382+9.30918e-05j 0.000862003-0.00960558j 0.00240148+0.000724171j -0.00223925-2.87211e-05j -0.00104768+0.000548517j -0.000648321+0.00346646j 0.00282524+0.00491274j 0.00130124+0.00177666j 0.00318209-0.0102938j 0.000574794+0.0144624j 0.00139524+0.00246131j 0.00939388-0.0135377j -0.00288137-0.00276104j -0.0117276-0.0147126j 0.00139687+0.00503438j -0.00354214-0.0112621j -0.00877799-0.0151924j 0.00652198-0.000332371j 0.0145723-0.0133929j -0.0087852+0.00464611j -0.0125672+0.00889832j -0.00259832-0.0139156j -0.0106106-0.0125634j -0.0115138+0.00352988j 0.00545346+0.00717016j -0.000562079-0.00878407j 0.00120935-0.00255866j 0.00791169+0.0104649j -0.00703426-0.00209429j -0.0104058-0.0110765j 0.0118365+0.00854188j 0.0323213+0.0427113j -0.0194541+0.00367681j 0.0157814+0.0296204j 0.00319584-0.0435452j 0.000191059+0.000613049j -0.0352854+0.0190921j 0.0176862-0.0377326j -0.0136128+0.0460192j -0.0424464+0.0183221j -0.00120831+0.000890519j -0.00052211+0.0173067j 0.0399209-0.0208436j 0.0291272-0.000246841j -0.0305333+0.0175331j -0.00166303+0.000637184j -0.0222675+0.00642328j 0.0329295+0.0235844j 0.0472082+0.011437j -0.0033418+0.0111181j 0.00795163-0.000985713j 0.00279288-0.018116j -0.0311965-0.0178408j -0.0224573-0.00959326j 0.00822657+0.0005797j 0.000734626+0.0013365j 0.00432385-0.00216035j -0.0122417-0.00791517j -0.00209648-0.00604223j 0.000216262-0.0024406j 
-0.00317396-0.00271951j 0.000593749+0.00115713j 0.00409739+0.00247024j -0.00545876-0.00350774j -0.00179335-0.000571822j 0.00287379+0.00452599j -0.00496226+0.00332516j 0.00511139-0.0060231j -0.0101536-0.0212041j 0.00644974+0.0178808j -0.00685491-0.00762205j -0.0345289+0.00647118j 0.00907443-0.00721259j 0.0108302-0.0097442j 0.0212678-0.000925286j -0.00490024+0.00950744j -0.00021715-0.00453826j -0.00355015+0.0139342j -0.00206549-0.0096007j -0.00408998-0.00483346j 0.00198904+0.00917368j -0.00210047-0.0194304j -0.0022431-0.00703022j 0.00410005-0.00807942j 0.000749367+0.016079j 0.00605671+0.00637111j 0.00160263-0.00912317j 0.0138007-0.0282443j -0.00199508+0.0291535j -0.0181886-0.0243904j -0.00124802+0.0530688j -0.00455272-0.00956609j 0.0114339-0.0215363j 0.0109712+0.00893842j -0.00572318-0.00497987j 0.0032752-0.00130698j -0.00162238+0.00358711j -0.000477357+0.000287725j 0.00196201+0.0076731j 0.00745749+0.00343921j 0.00809907+0.0014065j -0.00722166+0.00601907j -0.00600614+0.00264068j 0.000171868-0.00319858j 0.000425606+0.00226099j 0.00257404+0.00566183j 0.0145819+0.00372641j -0.0077587+0.00521789j -0.0024117+0.0028538j -0.00518651+0.00790386j 0.0131271-0.00145739j -0.000766875+0.000911734j 0.00358997-0.000657782j -0.00404324+0.000835274j -0.00256727+0.00540262j 0.00880699+0.00546071j 0.00790701-0.00891057j 0.00153918+0.000693969j 0.0027228-0.00147815j 0.00377514+0.00041462j 0.00692927+0.00355699j 0.00182059+0.00983865j 0.00221747+0.00097112j 0.00588691+0.00534059j -0.00216843-0.0119442j -0.000655345+0.00617042j -0.0307126-0.00860435j 0.00188366+0.0256455j 0.00179493-0.00106971j -0.0114879+0.00357034j 0.00168644-0.026423j 0.0126591-0.02454j 0.0101959+0.0364824j -0.0107247+0.0307767j -0.00766107+0.00633611j -0.0405055+0.0426261j 0.00328991+0.0129868j 3.89563e-05-0.0155784j 0.00922679-0.00134461j 0.0191989+0.00225287j -0.0411712-0.0248829j 0.0343899+0.00635559j 0.02918-0.000611411j 0.0272946+0.00922143j 0.00210762-0.00893476j -8.69066e-05+0.00330989j -0.0175984-0.00928985j -0.000244054+0.00121867j 0.0063871-0.00587078j -0.00909308-0.00210571j -0.00216208-0.0011314j -0.0100193-0.00588463j -0.0110919-0.00187293j 0.00317192+0.00719354j -0.00462262+0.00504198j 
-0.00668142-0.00316003j -0.00383623-0.000540711j 0.00168173-0.00463882j -0.0103035+0.00127266j 0.000982539-0.00404118j -0.00673375-0.000448769j -0.00454537-0.00691864j -0.00669855+0.0170424j -0.00809671+0.0124719j -0.00884335-0.00417747j 0.0175112+0.0172847j -0.00851296-0.0129344j 0.0206312+0.0172855j 0.00503624-0.00383619j 0.00961333-0.010516j -0.00382998+0.00274792j -0.00399279-0.00304499j 0.00468642+0.00264448j 0.00850662+0.0054096j 0.0111761+0.0148767j 0.00280457+0.00418769j 0.00252186+0.00204901j 0.0030151-0.0165445j -0.00289607-0.0151695j 0.00112683+0.00495591j -0.0218064-0.0186888j 0.00193431-0.0161963j -0.0259806-0.00546638j -0.00354345+0.0265658j 0.0243608+0.00768932j -0.0328934+0.0112553j -0.0111121+0.0170343j -0.0267501+0.0152913j -0.0115604-0.00873425j -0.00624778-0.0119189j 0.00219742-0.00494121j 0.000769347+0.000972787j -0.00487741-0.00415373j -0.00210234+0.00413302j 0.00505808-0.00693144j 0.0056247-0.0096273j 0.00109558-0.00849246j -0.00630058-0.0113801j 0.00856845-0.0125768j -0.000719501+0.00972542j -0.000543793-0.0153799j -0.0138949-0.00896084j 0.00929353-0.00253303j -0.00613483-0.00805802j 0.0140117+0.00032736j -0.00975122-0.0143146j 0.00460483-0.00314079j 0.00447039+0.00209626j 0.0120296-0.00951159j -0.0074897-0.00136194j -0.00541693-0.00489701j -0.00779276-0.00261311j -0.0142278-0.00390734j -0.0099841-0.00108543j 0.00299783+0.00304082j -0.00185959-0.0159119j -0.00526633-0.0012959j -0.00369755+0.00401503j -0.0106047-0.00325798j -0.00566997+0.00057898j -0.00160019+0.00531841j 0.0454867+0.0429239j -0.0171107-0.0201399j -0.00105642+0.0153835j 0.00824845-0.0354186j -0.0273454+0.00585382j -0.0303811+0.0232191j -0.0203402+0.00485446j -0.0218869-0.0231189j -0.025246+0.0304499j 0.00266101+0.0122619j 0.0390825-0.00909705j 0.0175485-0.00017924j -0.0273608+0.0224136j -0.00856973+0.0220097j 0.00665023-0.0292281j 0.0180781+0.0190162j 0.00909903-0.00204747j 0.0161772-0.0165033j -0.00744885-0.0158932j -0.01058-0.0103764j -0.000122866+0.00369933j 0.0151642+0.00970336j 0.00818456-0.00019013j 0.000741916+0.00357354j -0.00483663+0.000556126j -0.0124499+0.00991691j 0.00454113-0.00397011j 0.00350208-0.00543125j 0.000351837+0.00306589j 
0.000515616-0.00335681j -0.00603052+0.000989359j 0.000859455-0.00728577j 0.00225835+0.00452617j 9.27477e-05+0.0109936j 0.00227372-0.00446001j 4.89447e-05+0.0193536j -0.00172705+0.000821717j 0.00533913+0.006133j -0.00971001-0.00776253j -0.0137642+0.00722002j -0.0140467+0.00758179j -0.0108507+0.00806135j -0.00164749-0.00194099j 0.00584481-0.00331542j 0.00574696+0.0198445j -0.0062334-0.00839164j 0.00930918+0.0177417j 0.000712187+0.000642831j 0.00398974-0.00862079j 0.00270631-0.00462429j 0.00552351+0.0114949j -0.00356823+0.00826305j -0.00401437+0.00246779j 0.0212203+0.00586466j -0.0081637+0.0132722j -0.0274442-0.0165045j -0.021623-0.00805537j 0.0263762+0.00659941j -0.00694087-0.0133916j -0.0123702-0.0212799j -0.0120038-0.0320807j 0.0373062+0.00604608j 0.00891156-0.0116198j 0.00415582+0.00849531j -0.00338439-0.00175507j -0.00191084-0.00109232j -0.00200019-0.0146948j -0.00926837+0.01737j 0.0238027+0.00294655j 0.00557572-0.00663172j -0.0125954-0.00371454j -0.014576+0.00114464j -0.0024475+0.00945401j 0.00572539+0.0014748j 0.00432437-0.00466875j 0.0032306+0.00629126j 0.00703143+0.00530592j 0.0110393+0.0155324j -0.00711543+0.00601378j -0.00381061-0.013241j -0.000574051+0.0075181j 0.000775713-0.0155684j -0.00251509-0.00537073j 0.00914871+0.00859262j 0.00955748-0.00296264j -0.00198401+0.0103639j 0.000845088-0.0202251j 0.00244318+0.0135066j -0.0167986-0.00642832j -0.00532855-0.000980489j 0.0105847+0.00836625j -0.00738451-0.0137312j -0.0177875-0.00222031j 0.00708464+0.0162585j -0.0223726-0.00571393j -0.0232337-0.0302268j 0.0284979+0.00257566j 0.0503252+0.043258j 0.0083226+0.0315937j -0.01039-0.0178397j 0.0524546-0.034484j -0.00683118-0.0140157j -0.0486108+0.0225104j -0.00563944+0.0331197j 0.0203522-0.0111209j -0.00152005+0.0120109j -0.0228948+0.0336844j 0.0148485+0.00960445j -0.00585705-0.0020269j 0.00665909-0.0180262j -0.00847339+0.00301619j 0.00757358+0.0213532j 0.0282143-0.0264176j 0.00488739-0.00324611j -0.00745773-0.0113349j -0.00356658-0.00538074j -0.0110465-0.00741055j -0.0152696-0.00661126j -0.00151797+0.00104102j 0.00223346+0.00170425j -0.00871301-0.000560678j -0.00635444-0.0051793j 0.0016927+0.000815526j -0.000317705-0.00163134j 
-0.00319315+0.000981889j 0.0023017-0.00406775j 0.00200903-0.00288377j -0.00662792+0.00173808j 0.00418129-0.00628462j -0.000924513-0.000533875j -0.00153856-0.0024587j -0.0146407-0.00275645j -8.67242e-05+0.0182822j 0.00582301+0.0114058j 0.000420688-0.0162818j -0.00319588+0.00854241j -0.014311-0.00614652j -0.0122579+0.000552332j 0.00944499-0.00637585j -0.00404336-0.0163518j 0.00148054+0.00526414j -0.000136056-0.00266671j 0.00486874+0.00312164j 0.00100091+0.00319438j 0.00977116+0.0138064j -0.00340159-0.0131944j 0.00661353-0.0110926j 0.00820364+0.000523576j 0.00846148+0.000661063j -0.0110331-0.00983829j 0.00582695+0.0148072j -0.0143289-0.0058121j -0.00548761+0.0194653j 0.0109348-0.015902j 0.00576084-0.034745j -0.0177476-0.0262744j -0.00621307-0.00835261j 0.00717777-0.00420916j 0.00197763+0.0039059j 0.00405043+0.00296727j 0.00353591+7.465e-05j -0.00183463+0.0138291j 0.00757903-0.00703106j -0.0213633-0.0120617j 0.00363687-0.000622399j 0.00980737-0.00509672j 0.00418361-0.0169161j 0.00691349-0.00287063j -0.00844692-0.0186522j -0.0128802+0.00672378j -0.00994283+0.00422605j 0.00198952+0.00337664j -0.00258418-0.00569881j 0.0017582-0.005257j 0.0174239+0.0200643j 0.00610678+0.00391416j 0.00597556+0.00517761j -0.00570858+0.0126396j -0.00624978-0.0149534j -0.00362486+0.0082942j 0.00955895-0.00266804j 0.00682483+0.0281868j 0.00766774-0.0150446j 0.00491189-0.00829328j 0.00727142+0.00893162j -0.0126084-0.00362627j -0.00315283+0.0026396j 0.0235473+0.0016729j 0.00761368+0.00630972j -0.00219817-0.00450744j -0.0207224-0.013517j -0.000789588-0.00652118j -0.0508116-0.0583123j 0.00350624-0.0127593j 0.0132329+0.0192935j -0.0057417-0.00417124j 0.00929799+0.0122481j 0.00378314-0.019667j 0.0684607-0.0357444j -0.0194878+0.0404495j -0.0105077+0.025232j 0.0332821+0.00980716j -0.02892+0.00425496j -0.00634494+0.00146526j 0.00330929-0.00914842j 0.0328663-0.0208435j -0.0109199+0.0292167j 0.00599124+0.00650092j 0.00214419-0.00311278j 0.00551388+0.0116434j 0.0102444-0.0109323j -0.00381254-0.0124901j -0.00692389-0.00568229j -0.00737246-0.00276845j 0.00292157-0.00230256j 0.00113043-0.00502663j -0.00878745+0.00245003j -0.00286745+0.00680423j -0.00390618+0.00155933j 
0.00252198+0.0105767j -0.00713031+0.00485064j -0.00325519+0.00479745j 0.00937134+0.00879014j -0.0016213-0.00154799j 0.0123548+0.00914704j 0.0140235+0.0119139j -0.00211347+0.012486j 0.00300642+0.00195271j 0.004531+0.0186122j 0.0195016+0.00488093j 0.00269063+0.00477838j 0.0138146-0.00543757j -0.010796+0.0117566j -0.01767-0.00588427j 0.000491455-0.00338808j -0.00383433-0.00955541j -0.0083147+0.0111875j -0.00621263+0.00795204j -0.0056473+0.0205456j -0.00105032+0.0211335j -0.00532412-2.28697e-05j 0.000514457-0.00859623j 0.000419553+3.29594e-06j -0.00142095+0.0190485j 0.0124132-0.0353125j -0.00723337-0.00460546j -0.0188191+0.014161j -0.00728337-0.00227771j -0.0223741-0.00396166j 0.00269225+0.0116882j -0.0184221+0.0150122j -0.00967685+0.0296341j 0.00524883+0.0175987j 0.00192154-0.0188874j 0.00164879+0.00621447j 0.00114924+0.00147101j -0.00318258-0.0122555j -0.00578918+0.0126178j 0.00585281+0.00714492j 0.00598046+0.0131349j -0.0076497+0.00615651j 0.00265243+0.000684449j -0.004162-0.00410762j 0.00426735-0.00145162j -0.00103836+0.00118534j 0.00753437-0.00288186j -0.00487212+0.000466954j -0.0163718-0.00273756j 0.00201047+0.00544661j 0.0121681+0.000672958j -0.00707161-0.00541408j 0.00593369+0.00480767j 0.0027127-0.00178078j -0.00649592-4.65409e-07j -0.0056906+0.0214924j 0.00802463-0.0084622j -0.00881933-0.00601526j -0.0014047-0.00214124j 0.00640432-0.00215197j 0.0117287+0.0115518j -0.0025305+0.0129204j 0.00969965+0.000131949j 0.00745252+0.000308779j -0.01152-0.0102505j -0.00488948+0.00461886j -0.0134979-0.0062772j -0.00169353+0.0263803j 0.0203972-0.00361199j -0.00261107-0.0313593j -0.000723914-0.0375527j 0.00632591-0.000716652j 0.0475184-0.0363334j 0.00965537-0.00959594j 0.00242731+0.0053442j -0.033014-0.00415757j 0.0225742+0.01156j -0.0168879+0.0381292j -0.0023228-0.00318435j -0.0361467-0.0384531j 0.0395607+0.0126754j -0.0321919+0.00861928j -0.00184708-0.00610591j 0.00703816+0.00782007j -0.00754495+0.0035044j 0.00259773+0.0104044j -0.0152745+0.00338271j 0.0229526+0.00942527j -0.000796323-0.00589873j 0.00467275-0.000971221j -0.000685545+0.00165957j 0.000220684-0.000748188j -0.00536817-0.000809476j -0.00082069-0.00049874j 0.00472966+0.00379336j 
0.00553027-0.000620587j 0.00334117+0.00961225j 0.00332338-0.00151595j 0.00111674-0.00031548j -0.00442698-0.00303583j 0.00574182-0.00752236j -0.00525816-0.00854273j 0.00592119+0.0149809j 0.0162354+0.0211061j -0.00447955+0.00552103j -0.0275443-0.00446078j -0.0075655+0.00853339j 0.01754-0.00121212j 0.0043649+0.00470254j -0.012754+0.00725776j 0.00136733-0.0134506j 0.00209161-0.014954j -0.00292002-0.00110614j -0.000486295-0.00110585j 0.000756463+0.00120811j 0.00460869+0.00636373j -0.00535474-0.00433716j -0.00406814+0.00934255j -0.00280034+0.00665234j 0.00716246+0.0059981j -0.00234028-0.0023422j -0.0072928+0.0193475j -0.0110042-0.00888553j 0.0163608-0.0190326j 0.00918148+0.0471952j -0.0165036+0.0338193j -0.0107055-0.0266279j -0.00316734-0.0164917j -0.00327336+0.0118252j 0.00176663+0.0113559j 0.000408839+0.00385309j 0.00101076+0.00114441j 0.00547552+0.0049523j -0.00258732-0.0158479j -0.0230662+0.00310043j 0.0063137-0.00276622j -0.00128441-0.00605738j 0.00408785-0.00831643j 0.00275301-0.0109952j -0.0066263-0.00301416j -0.00671052+0.00157692j -0.00776188-0.00397181j -4.6014e-05-0.00206886j -0.0126549-0.00702092j 0.00109191-0.000556621j 0.0105548+0.00717501j 0.000930844-0.0110967j 0.00543393+0.00917416j 0.000974907+0.000833626j -0.0124217-0.00221958j -0.00853168+0.0113138j 0.00627118-0.00448305j 0.00734204+0.00429082j -0.00608825+0.000349805j 0.0102562+0.00297819j 0.000547601+0.00145068j -0.0151979+0.00378866j 0.00514218+0.00119847j 0.00438333+0.000719901j 0.0068099-0.00725664j -0.000824256+0.00103106j 0.00745571-0.00199734j -0.0183995-0.0044827j -0.0155288-0.0197215j -0.0168412+0.00640294j 0.0150453-0.0279825j -0.0403998+0.0386254j 0.00420321-0.00759703j -0.0329681+0.0184102j 0.0288702+0.00046267j -0.00431279-0.011801j -0.0227529-0.00347857j -0.0228278-0.0222628j 0.0255457+0.014809j 0.00350242-0.0159539j 0.004538-0.0145389j -0.0169445-0.0417759j 0.000624122+0.0325205j 0.0106856+0.00189301j 0.00681616+0.0056866j 0.00143642+0.00362007j -0.0268251-0.0202511j -0.0154997-0.00318202j -0.0119352-0.00907091j 0.00724203-0.00037424j -0.00351624-0.00165241j 0.000513385-0.0109421j -0.0136377-0.000785854j 0.00322317-0.00281529j 0.0028478+0.00202978j 
-0.00450097-0.000807386j 0.00349349+0.00500167j -0.000227145+0.00826685j 0.00153741-0.00540948j -0.00125425-0.00291207j -0.00143633-0.00881283j -0.00625478+0.000794939j 0.0162498+0.00812307j -0.00105351+0.00412948j 0.00802691+0.0314716j 0.023098+0.00773801j 0.00978148-0.000344805j 0.00129096-0.00768414j 0.00349518-0.00265697j -0.00534646-1.6495e-05j -0.00648991+0.00789501j 0.00120807-0.013244j -0.00801779-0.0152162j -0.00354219-0.00679817j -0.00534264+0.00442165j 0.00456005-0.00192861j -0.00723452-0.00992714j -0.00379056+0.000968791j 0.000789851-0.00381221j -0.00407973+0.00447479j -0.00481306-0.00592493j -0.00516218-0.00202057j -0.0211967-0.0348636j 0.00179361-0.0218673j -0.0171064-0.0291688j 0.000653253-0.0420824j -0.00301522-0.00485515j -0.00762234-0.0270431j -0.0127064-0.00312185j -0.00610721+0.00451245j 0.00363017+8.94781e-05j -0.00168218-0.00210359j -0.00269513+0.00722019j 0.00498681+0.00830391j 0.00526505+0.004714j 0.0167372+0.00115964j -0.0161095+0.00590421j 2.95741e-05-0.000538052j 0.00177821-0.0136145j -0.0070765-0.00372946j -0.00685075+0.00667558j 0.00146555-0.00238699j -0.0075007-0.00453029j -0.00766347-0.0183547j 0.00454292+0.00116022j 0.00901704+0.000713483j 0.0078155-0.0172337j -0.00195457+0.0181396j -0.00180386-0.00318422j -0.00789569-0.00302726j -0.0142139+0.0065971j 0.00317128-0.00571904j -0.00469616-0.0141113j -0.0104657-0.00318421j 0.0168588+0.00826526j 0.0159286+0.0186271j -0.00607409+0.0146747j 0.00398477+0.00992038j 0.0161869+0.00374523j -0.0306867-0.038739j 0.00512176+0.023995j -0.00976308+0.033125j -0.0321506+0.023502j 0.00993146+0.0132305j -0.0278175+0.00575903j -0.0353197-0.0190202j -0.026767+0.0108878j 0.0123237+0.00434621j -0.0126817+0.000666388j -0.0370573+0.017536j -0.0111405+0.0126245j 0.0141149-0.0334695j -0.00990901-0.0046605j 0.00780364-0.00365101j 0.00829073+0.0170004j -0.0182618-0.000720021j 0.00171227-0.00761917j -0.00268393-0.00912805j -0.010186+0.00867951j 0.00329895+0.00736832j 0.000433195-0.00492921j -0.00426096+0.000361563j -0.00695564-0.00235907j 0.00527391+0.00387243j -0.000665873-0.00316782j -0.0166298-0.000578029j 0.00764634-4.88133e-05j 0.00352784-0.00253342j 0.00406725-0.00253686j 0.000699361+0.0128762j 
0.00505611-0.0015187j 0.000445156+0.00373599j -0.000958735+0.000273612j 0.00160596+0.000176721j -0.00489855+0.0015948j 0.0107934+0.00313381j 0.00121773-0.00209988j 0.00395022-0.00613518j -0.0231153-0.00655181j -0.0061585-0.0190944j 0.00532631+0.0034768j -0.00285437+0.00571822j 0.00389357+0.00629349j 0.00708601+0.00371634j 0.00282871+0.00473841j 0.00194621-0.00135625j 0.00243028-0.00239426j -0.00291801+0.00792713j 0.00110045-0.00301782j 0.00464566+0.00354449j -0.00825893-0.00165128j 0.00787107-0.00418576j -0.00425782-0.00024958j -0.00957163+0.00387305j -0.0314958+0.00882464j -0.00202205+0.000350409j -0.00322209+0.0214185j 0.00587037-0.0160372j -0.00720382-0.0191489j 0.0182904-0.037972j -0.0198325-0.0157153j 0.00412052-0.0293324j -0.00234231-0.0147444j 0.00213918+0.0186137j -0.000849713+0.00376456j -0.000391578-0.0008518j -0.00238668+0.0039375j 0.00643928-0.00134948j -0.0028924-0.0138788j -0.00725396+0.00402895j -0.00540307+0.00215212j 0.0040878+0.00263057j 0.00359016+0.000725317j -0.00323408+0.00363587j -0.000231629+0.0105465j 0.00889482+0.0011002j 0.00231179-0.00379404j -0.00604646-0.00233293j -0.0106487+0.00271028j -0.000620115-0.00638491j -0.0040695-0.00327469j -0.0122699+0.00868663j 0.000994342-0.00756917j 0.00240144+0.00208239j -0.0101805-0.00376459j 0.00641499+0.0134046j -0.00742324+0.00667954j -0.00213461+0.0089695j 0.00234453+0.00381143j -0.00796118-0.00861587j 0.00334981-0.00266409j -0.00565349+0.00313794j 0.00622888-0.0137969j -0.000377708-0.00735219j 0.0077148+0.0357368j -0.0100998-0.0142687j 0.0249648-0.0391939j 0.0207425+0.00702581j -0.00275312-0.0214661j -0.0218925+0.00849156j 0.0462857-0.0170452j 0.0115853+0.0167918j -0.0235849+0.0164254j 0.00222184-0.00418297j 0.0255294+0.00808421j -0.0175269-0.0152844j -0.0176179+0.00195832j -0.0316456-0.0409778j 0.00533248-0.0034893j 0.0179354-0.0127384j -0.00313259-0.018913j 0.0116405-0.00437039j -0.00302822-0.00544713j -0.00160696+0.000564937j 0.00044961-0.00207872j -0.000545762+0.00736978j -0.0296531-0.00683134j 0.00352682+0.0102639j 0.00648532-0.0024562j 0.00121601+5.06958e-05j -0.00123882-0.00329604j -0.00519895-0.00437201j -0.00822641+0.00486085j 0.00396848+0.00168104j -0.00129048+0.00181759j 
-0.000709347-0.00466779j 0.000759293+0.0008252j -0.000220209-0.00792963j -0.00272108+0.00419267j -0.0098304+0.000196243j 0.00295979+0.00287267j -0.00817936-0.00967514j 0.00955509+0.0180457j -0.00724858+0.00609251j -0.0116463+0.00227042j 0.0215291-0.0146262j -0.00788425-0.00145862j 0.0117179+0.000222809j 0.000128534-0.000944856j -0.00305708-0.000437079j 0.000491959-0.00317661j 4.99794e-05+0.00192875j 0.00510579+0.0102836j 0.00229263+0.0114111j 0.00094016+0.0110539j 0.0052609+0.00324188j -0.00140837-0.000933552j 0.00307622+0.00702423j 0.00337268-0.000175052j 0.032757+0.00277611j 0.0128352-0.0152795j 0.00174587+0.0278653j 0.0282597+0.0102033j 0.0177206-0.010218j 0.0242585+0.00349957j 0.0315992-0.0241664j 3.26903e-05-0.00527571j 0.000535505-0.0274848j 0.00160866-0.00294457j 0.0032934-0.0036082j -0.000752436-0.00125325j 0.00126987+0.00513498j 0.00207317-0.00508303j -0.00157124-0.0107332j -0.00468122-0.00216383j -0.00678348-0.00651023j 0.00775891-0.00615596j -0.00234571-0.00188298j -0.0002458-0.0001659j 0.00169879-0.000470861j 0.00464317-0.00272373j -0.00402118-0.00385099j 0.0113786+0.0021393j -0.00348858+0.00678686j 0.00361075+0.00941386j 0.00469948-0.00478051j 0.00181573-0.00535032j 0.000501619+0.00555218j 0.00121147-0.000260993j 0.00727242+0.0119742j 0.00426587-0.0107602j 0.00403197-0.0103973j 0.00468686+0.00444533j -0.0051671+0.00243184j 0.00762178+0.00989127j -0.00493339-0.0319698j 0.00774055-0.0191048j 0.00543844+0.00579984j -0.0151546-0.0083077j 0.0112121-0.00415027j 0.0252202-0.00780101j 0.0027314+0.0419971j 0.00604719-0.0184205j -0.00338115-0.00759736j 0.0407639-0.00514878j -0.00555754-0.000537429j -0.0429688+0.000742355j -0.00834107-0.00527938j 0.00174366-0.00192673j -0.00451202+0.00566158j 0.00841961-0.0127451j 0.00757958+0.0152844j 0.00220759+0.00368128j -0.00294804-0.00703703j -0.0133366-0.0134152j 0.00986151-0.010719j -0.00428639-0.0110546j -0.00191384+9.93513e-05j 0.0147715-0.00404016j 0.000450327-0.000290617j -0.00572018-0.00143257j -0.0161901-0.00433123j -0.00315839+0.0074314j 0.00760204-0.00236904j 0.00785982+0.00288414j 0.00504615+0.000222628j 0.000488061+0.00105341j -0.00280912-0.00512417j -0.000207558-0.00366439j 0.000902225-0.00680059j 
