-0.0321516-0j -0.00535859-0j -0.00328146-0j -0.000669824-0j -3.94698e-05-0j -0.0289641-0j -0.00467406-0j -0.00381636-0j -0.000550844-0j -0.000477045-0j -5.62202e-05-0j -2.56609e-06-0j -0.0186376-0j -0.0188307-0j -0.00294686-0j -0.0029774-0j -0.0023297-0j -0.00155313-0j -0.00235384-0j -0.000336263-0j -0.00156923-0j -0.000339748-0j -0.000388283-0j -0.000137279-0j -0.000392307-0j -3.2357e-05-0j -0.000138702-0j -3.43197e-05-0j -3.26923e-05-0j -3.46754e-05-0j -2.85998e-06-0j -2.88962e-06-0j -1.06585e-07-0j -1.0769e-07-0j -0.0140445-0j -0.0173792-0j -0.0101379-0j -0.00218957-0j -0.00270946-0j -0.00158052-0j -0.00169604-0j -0.000244802-0j -0.00154826-0j -0.00209874-0j -0.00122426-0j -0.000302927-0j -0.000273697-0j -0.00191588-0j -0.000176707-0j -0.000182464-0j -0.00111759-0j -2.28081e-05-0j -0.000158019-0j -0.000338682-0j -0.000225788-0j -3.22555e-05-0j -2.82235e-05-0j -0.000197565-0j -0.000195538-0j -1.61277e-05-0j -0.00013171-0j -1.90067e-06-0j -1.64637e-05-0j -0.000114064-0j -3.99141e-05-0j -2.32784e-06-0j -1.99571e-05-0j -2.32832e-05-0j -2.35196e-06-0j -1.50261e-07-0j -1.16416e-05-0j -2.88055e-06-0j -1.37198e-06-0j -4.73279e-09-0j -1.85939e-07-0j -1.68032e-06-0j -5.85652e-09-0j -1.08464e-07-0j -3.4163e-09-0j 
0.00263168-0j 0.000438613-0j -0.0516266-0j -0.0052417-0j 3.23069e-06-0j 4.10757e-05-0j 6.62856e-06-0j -0.000517434-0j 7.81184e-07-0j -0.000130035-0j -7.62252e-06-0j 3.63913e-09-0j -0.0014821-0j -0.00148793-0j -0.000234341-0j -0.000235262-0j 0.0177121-0j -0.000123508-0j 0.0177817-0j -2.67404e-05-0j -0.000123994-0j -2.68455e-05-0j 0.00295201-0j 0.00315291-0j 0.00296362-0j -2.57309e-06-0j 0.00316531-0j 0.000524576-0j -2.58321e-06-0j 0.000526638-0j 2.17436e-05-0j 2.18291e-05-0j -8.47587e-09-0j -8.50919e-09-0j 0.00114957-0j -2.39448e-05-0j -0.00161648-0j 0.000179221-0j -3.73306e-06-0j -0.000252014-0j -0.0132723-0j 2.00376e-05-0j 0.000126729-0j 0.000276453-0j 0.018663-0j -4.17369e-07-0j -0.00214181-0j -2.63967e-06-0j -2.8176e-05-0j 1.49351e-05-0j -0.0001782-0j 1.86689e-06-0j -0.00248608-0j 4.46124e-05-0j -3.11088e-07-0j -0.000252415-0j -3.8886e-08-0j 0.00301172-0j 5.17834e-05-0j -0.000381262-0j -2.10011e-05-0j 1.55574e-07-0j -2.62514e-06-0j 0.00349582-0j 5.25762e-06-0j -3.66235e-05-0j 7.94143e-06-0j 0.000354935-0j -3.2405e-09-0j -1.17587e-06-0j 0.000536115-0j 7.62841e-07-0j -2.18762e-07-0j 3.87389e-10-0j 2.44925e-08-0j 5.14984e-05-0j -8.06904e-12-0j 1.65345e-06-0j -5.4473e-10-0j 
0.00175445-0j 0.000292409-0j -0.0344177-0j -0.00349447-0j 2.15379e-06-0j 2.73838e-05-0j 4.41904e-06-0j -0.000344956-0j 5.20789e-07-0j -8.669e-05-0j -5.08168e-06-0j 2.42608e-09-0j 0.00101702-0j -0.000991952-0j 0.000160805-0j -0.000156841-0j -0.012154-0j 8.47516e-05-0j 0.0118545-0j 1.83493e-05-0j -8.26627e-05-0j -1.7897e-05-0j -0.00202567-0j -0.00216353-0j 0.00197574-0j 1.76566e-06-0j 0.00211021-0j -0.000359964-0j -1.72214e-06-0j 0.000351092-0j -1.49205e-05-0j 1.45527e-05-0j 5.81615e-09-0j -5.6728e-09-0j -0.00378073-0j 1.6431e-05-0j -0.00107766-0j -0.000589424-0j 2.56163e-06-0j -0.000168009-0j 0.0436501-0j -6.58997e-05-0j -0.000416786-0j -0.000189702-0j 0.012442-0j 2.86399e-07-0j 0.007044-0j 1.81135e-06-0j -1.8784e-05-0j -4.91187e-05-0j -0.0001188-0j -6.13984e-06-0j 0.00817624-0j -3.06131e-05-0j 2.13469e-07-0j 0.000830143-0j 2.66836e-08-0j 0.00200781-0j -3.55338e-05-0j 0.0012539-0j -1.40008e-05-0j -5.11653e-07-0j -1.75009e-06-0j 0.00233055-0j -3.60779e-06-0j 0.000120447-0j -5.44942e-06-0j 0.000236623-0j 2.22364e-09-0j 3.8672e-06-0j 0.00035741-0j -5.23463e-07-0j -1.45841e-07-0j -1.27405e-09-0j -1.68068e-08-0j 3.43322e-05-0j 5.53699e-12-0j 1.1023e-06-0j -3.63153e-10-0j 
-0.00153514-0j -0.000255857-0j 0.0301155-0j 0.00305766-0j -1.88457e-06-0j 0.00269402-0j 0.000434746-0j -0.0339368-0j 5.12353e-05-0j -0.00852858-0j -0.000499937-0j 2.38678e-07-0j -0.000889892-0j -0.000807266-0j -0.000140704-0j -0.00012764-0j 0.0106348-0j -7.41577e-05-0j 0.00964734-0j -1.60556e-05-0j -6.72722e-05-0j -1.45649e-05-0j 0.00177246-0j 0.00189309-0j 0.00160789-0j -1.54495e-06-0j 0.00171732-0j 0.000314969-0j -1.4015e-06-0j 0.000285724-0j 1.30554e-05-0j 1.18432e-05-0j -5.08913e-09-0j -4.61661e-09-0j -0.000670585-0j 0.00161648-0j -0.00186075-0j -0.000104546-0j 0.000252014-0j -0.000290096-0j 0.00774218-0j -1.16886e-05-0j -7.39251e-05-0j -0.018663-0j 0.0214831-0j 2.8176e-05-0j 0.00124939-0j 0.0001782-0j -3.24337e-05-0j -8.71215e-06-0j -0.000205129-0j -1.08902e-06-0j 0.00145022-0j -0.00301172-0j 2.10011e-05-0j 0.000147242-0j 2.62514e-06-0j 0.00346683-0j -0.00349582-0j 0.000222403-0j -2.41746e-05-0j -9.07516e-08-0j -3.02183e-06-0j 0.00402408-0j -0.000354935-0j 2.13637e-05-0j -0.000536115-0j 0.000408569-0j 2.18762e-07-0j 6.85923e-07-0j 0.000617128-0j -5.14984e-05-0j -2.51819e-07-0j -2.25977e-10-0j -1.65345e-06-0j 5.92803e-05-0j 5.4473e-10-0j 1.90331e-06-0j -6.27045e-10-0j 
-0.00037985-0j 0.00603341-0j -3.87683e-05-0j -0.0351792-0j -0.0127946-0j -5.92877e-06-0j 9.11803e-05-0j -7.81184e-07-0j -0.000501242-0j 9.30605e-06-0j -0.000156775-0j -2.41043e-05-0j 0.000213923-0j 0.000214764-0j -0.00322351-0j -0.00323619-0j 2.67404e-05-0j 1.78269e-05-0j 2.68455e-05-0j 0.0171578-0j 1.7897e-05-0j 0.0172253-0j -0.000424735-0j 1.57569e-06-0j -0.000426405-0j 0.00505958-0j 1.58189e-06-0j 0.00175116-0j 0.00507948-0j 0.00175805-0j 0.000900706-0j 0.000904248-0j 8.43878e-05-0j 8.47196e-05-0j -0.000165927-0j 3.45614e-06-0j 0.000233319-0j 0.00246531-0j -5.13507e-05-0j -0.00346661-0j -2.00376e-05-0j -0.012857-0j -1.82917e-05-0j 4.17369e-07-0j 2.8176e-05-0j 0.000267802-0j 0.000308164-0j 3.81004e-07-0j 0.0180789-0j 0.000205443-0j 2.5721e-05-0j -0.00367095-0j -1.86689e-06-0j -6.41884e-06-0j -4.27923e-06-0j -0.00169406-0j 7.64633e-05-0j -0.000433327-0j 3.8886e-08-0j 1.81587e-05-0j -0.000288885-0j -0.000616127-0j 0.00516193-0j 2.62514e-06-0j 3.5286e-05-0j -0.000374664-0j -3.78234e-07-0j 0.00238211-0j 1.28335e-05-0j -8.14656e-05-0j -2.5534e-05-0j 7.804e-06-0j 0.000866371-0j -5.40723e-06-0j 1.69687e-06-0j 0.000526837-0j 1.12629e-07-0j 0.000114553-0j 7.60341e-06-0j 
0.0015194-0j 0.000253233-0j -0.0298066-0j -0.0030263-0j 1.86524e-06-0j 0.00136877-0j 0.000220884-0j -0.0172425-0j 2.60314e-05-0j -0.00433316-0j -0.000254006-0j 1.21267e-07-0j -0.00259215-0j 0.000889892-0j -0.000409855-0j 0.000140704-0j 0.0309778-0j -0.000216012-0j -0.0106348-0j -4.6768e-05-0j 7.41577e-05-0j 1.60556e-05-0j 0.00516297-0j 0.00551434-0j -0.00177246-0j -4.50026e-06-0j -0.00189309-0j 0.000917466-0j 1.54495e-06-0j -0.000314969-0j 3.80289e-05-0j -1.30554e-05-0j -1.4824e-08-0j 5.08913e-09-0j -0.00130525-0j -0.00241713-0j 0.000479089-0j -0.000203491-0j -0.000376836-0j 7.46912e-05-0j 0.0150696-0j -2.2751e-05-0j -0.00014389-0j 0.0279067-0j -0.00553128-0j -4.21315e-05-0j 0.00243185-0j -0.000266463-0j 8.35073e-06-0j -1.69576e-05-0j 5.28146e-05-0j -2.1197e-06-0j 0.00282275-0j 0.00450343-0j -3.1403e-05-0j 0.000286597-0j -3.92537e-06-0j -0.000892607-0j 0.00522731-0j 0.000432893-0j 6.22426e-06-0j -1.76642e-07-0j 7.78033e-07-0j -0.00103608-0j 0.000530734-0j 4.1583e-05-0j 0.000801652-0j -0.000105195-0j -3.27114e-07-0j 1.3351e-06-0j -0.000158892-0j 7.70055e-05-0j 6.48361e-08-0j -4.39849e-10-0j 2.47241e-06-0j -1.5263e-05-0j -8.14535e-10-0j -4.90047e-07-0j 1.61446e-10-0j 
-0.000253233-0j 0.00402228-0j -2.58455e-05-0j -0.0234528-0j -0.00852976-0j -3.95251e-06-0j 6.07869e-05-0j -5.20789e-07-0j -0.000334161-0j 6.20404e-06-0j -0.000104517-0j -1.60695e-05-0j -0.000146794-0j 0.000143176-0j 0.00221198-0j -0.00215746-0j -1.83493e-05-0j -1.22328e-05-0j 1.7897e-05-0j -0.0117737-0j 1.19313e-05-0j 0.0114835-0j 0.000291454-0j -1.08124e-06-0j -0.00028427-0j -0.00347189-0j 1.05459e-06-0j -0.00120165-0j 0.00338632-0j 0.00117203-0j -0.000618066-0j 0.000602832-0j -5.7907e-05-0j 5.64797e-05-0j 0.000545701-0j -2.37161e-06-0j 0.000155546-0j -0.00810793-0j 3.52369e-05-0j -0.00231108-0j 6.58997e-05-0j 0.0422841-0j 6.01579e-05-0j -2.86399e-07-0j 1.8784e-05-0j -0.000183766-0j -0.00101349-0j -2.61445e-07-0j 0.0120526-0j -0.000675661-0j 1.71473e-05-0j 0.012073-0j 6.13984e-06-0j 4.40462e-06-0j 2.93641e-06-0j 0.00557142-0j -5.24692e-05-0j -0.000288885-0j -2.66836e-08-0j -5.97205e-05-0j -0.00019259-0j 0.00202632-0j 0.00344129-0j 1.75009e-06-0j -2.42133e-05-0j 0.0012322-0j 2.59544e-07-0j 0.00158807-0j -8.80636e-06-0j 0.000267925-0j -1.70227e-05-0j -5.35511e-06-0j 0.000577581-0j 1.77833e-05-0j -1.1644e-06-0j 0.000351225-0j -7.7286e-08-0j 7.6369e-05-0j 5.06894e-06-0j 
0.000221579-0j -0.00351949-0j 2.26148e-05-0j 0.0205212-0j 0.00746354-0j -0.000388849-0j 0.00598022-0j -5.12353e-05-0j -0.0328748-0j 0.000610354-0j -0.0102824-0j -0.00158092-0j 0.000128445-0j 0.000116519-0j -0.00193548-0j -0.00175577-0j 1.60556e-05-0j 1.07037e-05-0j 1.45649e-05-0j 0.010302-0j 9.7099e-06-0j 0.00934545-0j -0.000255022-0j 9.46086e-07-0j -0.000231343-0j 0.00303791-0j 8.58242e-07-0j 0.00105144-0j 0.00275584-0j 0.000953816-0j 0.000540807-0j 0.000490594-0j 5.06686e-05-0j 4.59641e-05-0j 9.67907e-05-0j -0.000233319-0j 0.000268576-0j -0.0014381-0j 0.00346661-0j -0.00399046-0j 1.16886e-05-0j 0.00749991-0j 1.06702e-05-0j -2.8176e-05-0j 3.24337e-05-0j -0.0180789-0j -0.000179762-0j -2.5721e-05-0j 0.0208109-0j -0.000119842-0j 2.96078e-05-0j 0.00214139-0j 1.08902e-06-0j 0.000433327-0j 0.000288885-0j 0.0009882-0j -0.00516193-0j -0.000498807-0j -2.62514e-06-0j -1.05926e-05-0j -0.000332538-0j 0.000359407-0j 0.00594195-0j 3.02183e-06-0j -0.00238211-0j 0.000218554-0j 2.5534e-05-0j 0.00274207-0j -0.000866371-0j 4.75216e-05-0j -2.93925e-05-0j -0.000526837-0j 0.00099729-0j 3.15422e-06-0j -0.000114553-0j 0.000606448-0j -7.60341e-06-0j 0.000131864-0j 8.75237e-06-0j 
-0.000219306-0j 0.00348339-0j -2.23829e-05-0j -0.0203107-0j -0.00738698-0j -0.000197565-0j 0.00303841-0j -2.60314e-05-0j -0.0167029-0j 0.000310106-0j -0.00522422-0j -0.000803228-0j 0.000374144-0j -0.000128445-0j -0.00563782-0j 0.00193548-0j 4.6768e-05-0j 3.11787e-05-0j -1.60556e-05-0j 0.0300084-0j -1.07037e-05-0j -0.010302-0j -0.000742849-0j 2.75583e-06-0j 0.000255022-0j 0.00884905-0j -9.46086e-07-0j 0.00306272-0j -0.00303791-0j -0.00105144-0j 0.00157531-0j -0.000540807-0j 0.000147592-0j -5.06686e-05-0j 0.000188397-0j 0.000348882-0j -6.91506e-05-0j -0.00279916-0j -0.00518363-0j 0.00102743-0j 2.2751e-05-0j 0.0145981-0j 2.07688e-05-0j 4.21315e-05-0j -8.35073e-06-0j 0.0270334-0j -0.000349895-0j 3.84607e-05-0j -0.00535819-0j -0.000233263-0j -7.62314e-06-0j 0.00416806-0j 2.1197e-06-0j -0.000647954-0j -0.000431969-0j 0.00192346-0j 0.00771863-0j 0.000128428-0j 3.92537e-06-0j -2.06178e-05-0j 8.56189e-05-0j 0.000699562-0j -0.00152988-0j -7.78033e-07-0j 0.00356197-0j 0.000425401-0j -3.8181e-05-0j -0.000706004-0j 0.00129549-0j 9.24976e-05-0j 7.56771e-06-0j 0.00078778-0j -0.000256773-0j 6.13947e-06-0j 0.000171292-0j -0.000156143-0j 1.13694e-05-0j -3.39511e-05-0j -2.25348e-06-0j 
-0.00217102-0j -0.000361837-0j 0.0425898-0j 0.00432418-0j -2.66518e-06-0j 0.00188802-0j 0.000304678-0j -0.0237835-0j 3.59066e-05-0j -0.00597698-0j -0.000350364-0j 1.6727e-07-0j 0.00122267-0j 0.00127078-0j 0.000193321-0j 0.000200927-0j -0.0146117-0j 0.000101889-0j -0.0151866-0j 2.20597e-05-0j 0.000105898-0j 2.29276e-05-0j -0.00243528-0j -0.00260102-0j -0.0025311-0j 2.12269e-06-0j -0.00270335-0j -0.000432753-0j 2.20621e-06-0j -0.000449779-0j -1.79376e-05-0j -1.86433e-05-0j 6.99223e-09-0j 7.26734e-09-0j 0.00186503-0j -0.00110061-0j -0.000614626-0j 0.000290763-0j -0.000171588-0j -9.58216e-05-0j -0.0215325-0j 3.25083e-05-0j 0.0002056-0j 0.012707-0j 0.00709611-0j -1.91841e-05-0j -0.0034748-0j -0.000121331-0j -1.07132e-05-0j 2.42302e-05-0j -6.77561e-05-0j 3.02878e-06-0j -0.00403334-0j 0.00205058-0j -1.4299e-05-0j -0.000409509-0j -1.78737e-06-0j 0.00114513-0j 0.00238019-0j -0.000618547-0j -7.98514e-06-0j 2.52398e-07-0j -9.98142e-07-0j 0.0013292-0j 0.000241663-0j -5.94167e-05-0j 0.000365023-0j 0.000134955-0j -1.48948e-07-0j -1.90769e-06-0j 0.000203844-0j 3.50635e-05-0j -8.31785e-08-0j 6.28486e-10-0j 1.12578e-06-0j 1.95809e-05-0j -3.70889e-10-0j 6.28683e-07-0j -2.07119e-10-0j 
-0.00108551-0j -0.000180919-0j 0.0212949-0j 0.00216209-0j -1.33259e-06-0j -1.69429e-05-0j -2.73414e-06-0j 0.000213431-0j -3.22222e-07-0j 5.36367e-05-0j 3.14413e-06-0j -1.50106e-09-0j 0.0030925-0j 0.000613739-0j 0.000488968-0j 9.70407e-05-0j -0.0369574-0j 0.000257709-0j -0.00733457-0j 5.57956e-05-0j 5.11449e-05-0j 1.10732e-05-0j -0.00615957-0j -0.00657876-0j -0.00122243-0j 5.36893e-06-0j -0.00130562-0j -0.00109456-0j 1.06552e-06-0j -0.000217227-0j -4.53695e-05-0j -9.00404e-06-0j 1.76855e-08-0j 3.50986e-09-0j -0.000474175-0j 4.99625e-05-0j 0.000666765-0j -7.39251e-05-0j 7.78928e-06-0j 0.00010395-0j 0.00547455-0j -8.26508e-06-0j -5.22729e-05-0j -0.000576838-0j -0.00769808-0j 8.70868e-07-0j 0.000883452-0j 5.50785e-06-0j 1.1622e-05-0j -6.16042e-06-0j 7.35039e-05-0j -7.70053e-07-0j 0.00102546-0j -9.30868e-05-0j 6.49107e-07-0j 0.000104116-0j 8.11383e-08-0j -0.00124227-0j -0.00010805-0j 0.000157263-0j 8.66252e-06-0j -6.41711e-08-0j 1.08282e-06-0j -0.00144195-0j -1.09704e-05-0j 1.51064e-05-0j -1.65703e-05-0j -0.000146403-0j 6.76153e-09-0j 4.85021e-07-0j -0.000221136-0j -1.59172e-06-0j 9.02346e-08-0j -1.5979e-10-0j -5.11053e-08-0j -2.1242e-05-0j 1.68366e-11-0j -6.82015e-07-0j 2.2469e-10-0j 
0.00031336-0j -0.00497731-0j 3.19822e-05-0j 0.0290213-0j 0.010555-0j -0.000272512-0j 0.00419105-0j -3.59066e-05-0j -0.0230393-0j 0.000427747-0j -0.00720607-0j -0.00110794-0j -0.000176477-0j -0.000183421-0j 0.00265926-0j 0.00276389-0j -2.20597e-05-0j -1.47064e-05-0j -2.29276e-05-0j -0.0141545-0j -1.52851e-05-0j -0.0147114-0j 0.000350389-0j -1.29988e-06-0j 0.000364174-0j -0.00417394-0j -1.35102e-06-0j -0.00144463-0j -0.00433816-0j -0.00150147-0j -0.000743045-0j -0.000772279-0j -6.96164e-05-0j -7.23553e-05-0j -0.000269194-0j 0.000158859-0j 8.87136e-05-0j 0.00399964-0j -0.0023603-0j -0.00131809-0j -3.25083e-05-0j -0.0208587-0j -2.96758e-05-0j 1.91841e-05-0j 1.07132e-05-0j 0.0123094-0j 0.000499954-0j 1.75126e-05-0j 0.00687405-0j 0.000333303-0j 9.77975e-06-0j -0.00595562-0j -3.02878e-06-0j -0.000295038-0j -0.000196692-0j -0.00274838-0j 0.00351459-0j -0.000164761-0j 1.78737e-06-0j 2.94601e-05-0j -0.000109841-0j -0.000999583-0j 0.00196269-0j 9.98142e-07-0j 0.0016219-0j -0.000607843-0j -1.73853e-05-0j 0.000905736-0j 0.000589884-0j -0.000132167-0j -9.70865e-06-0j 0.000358706-0j 0.000329415-0j -8.7725e-06-0j 7.79957e-05-0j 0.000200316-0j 5.17691e-06-0j 4.3556e-05-0j 2.891e-06-0j 
0.000895501-0j 0.00014925-0j -0.0175674-0j -0.00178363-0j 1.09933e-06-0j -0.00236426-0j -0.000381531-0j 0.0297828-0j -4.49638e-05-0j 0.00748463-0j 0.000438741-0j -2.09463e-07-0j 0.000519104-0j 0.00247891-0j 8.20775e-05-0j 0.00039195-0j -0.00620362-0j 4.32587e-05-0j -0.0296246-0j 9.36577e-06-0j 0.000206576-0j 4.4725e-05-0j -0.00103394-0j -0.0011043-0j -0.00493743-0j 9.01222e-07-0j -0.00527345-0j -0.000183732-0j 4.30367e-06-0j -0.000877387-0j -7.61566e-06-0j -3.63676e-05-0j 2.96866e-09-0j 1.41764e-08-0j -0.000769286-0j -0.00141862-0j 0.000338055-0j -0.000119933-0j -0.000221166-0j 5.27036e-05-0j 0.00888172-0j -1.3409e-05-0j -8.48058e-05-0j 0.0163785-0j -0.00390299-0j -2.47271e-05-0j 0.00143328-0j -0.000156388-0j 5.89244e-06-0j -9.99446e-06-0j 3.72671e-05-0j -1.24931e-06-0j 0.00166367-0j 0.00264307-0j -1.84305e-05-0j 0.000168914-0j -2.30381e-06-0j -0.000629842-0j 0.00306791-0j 0.000255138-0j 4.39197e-06-0j -1.04109e-07-0j 5.48996e-07-0j -0.000731082-0j 0.000311489-0j 2.45081e-05-0j 0.000470491-0j -7.42276e-05-0j -1.91984e-07-0j 7.86881e-07-0j -0.000112118-0j 4.51946e-05-0j 4.57497e-08-0j -2.59237e-10-0j 1.45106e-06-0j -1.07699e-05-0j -4.78052e-10-0j -3.45787e-07-0j 1.13919e-10-0j 
0.00015668-0j -0.00248866-0j 1.59911e-05-0j 0.0145107-0j 0.00527752-0j 2.44549e-06-0j -3.761e-05-0j 3.22222e-07-0j 0.000206752-0j -3.83855e-06-0j 6.46664e-05-0j 9.9425e-06-0j -0.000446365-0j -8.85856e-05-0j 0.00672608-0j 0.00133486-0j -5.57956e-05-0j -3.7197e-05-0j -1.10732e-05-0j -0.0358009-0j -7.38214e-06-0j -0.00710505-0j 0.000886239-0j -3.28779e-06-0j 0.000175883-0j -0.0105572-0j -6.52495e-07-0j -0.00365391-0j -0.00209518-0j -0.000725157-0j -0.00187938-0j -0.000372983-0j -0.000176081-0j -3.4945e-05-0j 6.84413e-05-0j -7.21147e-06-0j -9.62392e-05-0j -0.00101689-0j 0.000107147-0j 0.00142991-0j 8.26508e-06-0j 0.00530324-0j 7.54495e-06-0j -8.70868e-07-0j -1.1622e-05-0j -0.000558787-0j -0.000127111-0j -7.9499e-07-0j -0.00745718-0j -8.47407e-05-0j -1.06094e-05-0j 0.00151419-0j 7.70053e-07-0j 1.33933e-05-0j 8.92889e-06-0j 0.000698763-0j -0.000159546-0j 0.000178738-0j -8.11383e-08-0j -7.49009e-06-0j 0.000119159-0j 0.000254139-0j -0.00212919-0j -1.08282e-06-0j -7.36267e-05-0j 0.000154541-0j 7.8921e-07-0j -0.00098257-0j -2.6778e-05-0j 3.36029e-05-0j 1.05322e-05-0j -1.62836e-05-0j -0.00035736-0j 2.23037e-06-0j -3.54064e-06-0j -0.000217309-0j -2.35008e-07-0j -4.72509e-05-0j -3.13625e-06-0j 
0.00109676-0j 0.000182793-0j -0.0215156-0j -0.0021845-0j 1.3464e-06-0j -0.0019247-0j -0.000310598-0j 0.0242456-0j -3.66043e-05-0j 0.00609311-0j 0.000357172-0j -1.7052e-07-0j -0.00187111-0j 0.000576739-0j -0.000295849-0j 9.11904e-05-0j 0.022361-0j -0.000155926-0j -0.00689239-0j -3.3759e-05-0j 4.80616e-05-0j 1.04056e-05-0j 0.00372683-0j 0.00398046-0j -0.00114873-0j -3.24846e-06-0j -0.00122691-0j 0.000662262-0j 1.00128e-06-0j -0.000204131-0j 2.74507e-05-0j -8.46121e-06-0j -1.07005e-08-0j 3.29826e-09-0j 0.000479089-0j 0.00339886-0j 0.00132939-0j 7.46912e-05-0j 0.00052989-0j 0.000207254-0j -0.00553128-0j 8.35073e-06-0j 5.28146e-05-0j -0.0392412-0j -0.0153483-0j 5.92435e-05-0j -0.000892607-0j 0.000374689-0j 2.31717e-05-0j 6.22426e-06-0j 0.000146551-0j 7.78033e-07-0j -0.00103608-0j -0.00633253-0j 4.41575e-05-0j -0.000105195-0j 5.51969e-06-0j -0.00247682-0j -0.00735041-0j -0.000158892-0j 1.72712e-05-0j 6.48361e-08-0j 2.1589e-06-0j -0.00287494-0j -0.000746295-0j -1.5263e-05-0j -0.00112725-0j -0.000291896-0j 4.59974e-07-0j -4.90047e-07-0j -0.000440897-0j -0.000108282-0j 1.79908e-07-0j 1.61446e-10-0j -3.4766e-06-0j -4.23519e-05-0j 1.14536e-09-0j -1.35979e-06-0j 4.47982e-10-0j 
-0.000129254-0j 0.00205304-0j -1.3192e-05-0j -0.0119707-0j -0.00435373-0j 0.000341251-0j -0.00524821-0j 4.49638e-05-0j 0.0288508-0j -0.000535643-0j 0.00902375-0j 0.00138741-0j -7.49262e-05-0j -0.0003578-0j 0.00112903-0j 0.00539154-0j -9.36577e-06-0j -6.24385e-06-0j -4.4725e-05-0j -0.00600949-0j -2.98167e-05-0j -0.0286975-0j 0.000148763-0j -5.51883e-07-0j 0.000710398-0j -0.00177211-0j -2.63545e-06-0j -0.000613341-0j -0.00846249-0j -0.00292893-0j -0.000315471-0j -0.00150649-0j -2.95567e-05-0j -0.000141144-0j 0.000111037-0j 0.00020476-0j -4.87941e-05-0j -0.00164977-0j -0.00304228-0j 0.000724973-0j 1.3409e-05-0j 0.00860379-0j 1.22407e-05-0j 2.47271e-05-0j -5.89244e-06-0j 0.015866-0j -0.000206221-0j 2.25726e-05-0j -0.00378085-0j -0.00013748-0j -5.37904e-06-0j 0.00245657-0j 1.24931e-06-0j -0.000380285-0j -0.000253523-0j 0.00113365-0j 0.00453008-0j 9.06217e-05-0j 2.30381e-06-0j -1.21517e-05-0j 6.04145e-05-0j 0.000412307-0j -0.00107951-0j -5.48996e-07-0j 0.00209053-0j 0.000250722-0j -2.24085e-05-0j -0.000498171-0j 0.000760322-0j 5.45161e-05-0j 5.33993e-06-0j 0.000462349-0j -0.000181184-0j 3.61847e-06-0j 0.000100531-0j -0.000110178-0j 6.67271e-06-0j -2.39566e-05-0j -1.5901e-06-0j 
-0.000495569-0j -8.25949e-05-0j 0.00972176-0j 0.000987061-0j -6.08369e-07-0j 0.00174708-0j 0.000281934-0j -0.0220081-0j 3.32263e-05-0j -0.00553081-0j -0.00032421-0j 1.54784e-07-0j 0.000279093-0j -0.00304361-0j 4.41285e-05-0j -0.000481237-0j -0.00333534-0j 2.32578e-05-0j 0.0363731-0j 5.03546e-06-0j -0.000253634-0j -5.49134e-05-0j -0.000555891-0j -0.000593722-0j 0.00606218-0j 4.84537e-07-0j 0.00647475-0j -9.87824e-05-0j -5.28405e-06-0j 0.00107726-0j -4.09452e-06-0j 4.46522e-05-0j 1.59608e-09-0j -1.74059e-08-0j -0.000216476-0j -0.00101845-0j 0.00199017-0j -3.37491e-05-0j -0.000158779-0j 0.000310273-0j 0.0024993-0j -3.77326e-06-0j -2.38642e-05-0j 0.0117584-0j -0.0229774-0j -1.7752e-05-0j 0.000403323-0j -0.000112274-0j 3.46896e-05-0j -2.81242e-06-0j 0.000219396-0j -3.51553e-07-0j 0.000468153-0j 0.00189751-0j -1.32316e-05-0j 4.7532e-05-0j -1.65395e-06-0j -0.00370796-0j 0.00220251-0j 7.17952e-05-0j 2.58561e-05-0j -2.92961e-08-0j 3.23201e-06-0j -0.00430397-0j 0.000223624-0j 6.89654e-06-0j 0.000337774-0j -0.000436987-0j -1.37829e-07-0j 2.21427e-07-0j -0.000660051-0j 3.24461e-05-0j 2.69334e-07-0j -7.29489e-11-0j 1.04175e-06-0j -6.34035e-05-0j -3.43202e-10-0j -2.03569e-06-0j 6.70658e-10-0j 
