-0.0321516-0j -0.00518844-0j -0.00423634-0j -0.000611463-0j -0.000529543-0j -6.24072e-05-0j -2.84849e-06-0j -0.0295614-0j -0.00467406-0j -0.00369517-0j -0.00246345-0j -0.000533352-0j -0.000615862-0j -0.00021774-0j -5.13218e-05-0j -5.4435e-05-0j -4.53625e-06-0j -1.69056e-07-0j -0.0192918-0j -0.0194917-0j -0.00300763-0j -0.0030388-0j -0.0023297-0j -0.00235384-0j -0.000336263-0j -0.00212672-0j -0.000339748-0j -0.00214876-0j -0.000375954-0j -0.000250636-0j -0.00037985-0j -3.13295e-05-0j -0.000217057-0j -0.000253233-0j -3.16542e-05-0j -0.000219306-0j -4.43066e-05-0j -2.21533e-05-0j -4.47657e-05-0j -2.61079e-06-0j -3.19755e-06-0j -2.23829e-05-0j -2.63785e-06-0j -3.23069e-06-0j -2.06401e-07-0j -2.0854e-07-0j -6.50102e-09-0j -6.56839e-09-0j 
0.000228846-0j -0.00351949-0j 3.01531e-05-0j 0.0193476-0j -0.000359207-0j 0.0060514-0j 0.000930406-0j -0.000409883-0j 0.00617635-0j -5.12353e-05-0j -3.41569e-05-0j -0.0328748-0j 0.000813805-0j -3.01907e-06-0j -0.00969431-0j -0.00335527-0j -0.00172578-0j -0.000161689-0j 0.000137313-0j 0.000124564-0j -0.00204018-0j -0.00185075-0j 1.65822e-05-0j 1.50425e-05-0j 0.0106398-0j 1.51374e-05-0j 0.00965194-0j 1.37319e-05-0j -0.000255022-0j -0.000170015-0j -0.000231343-0j 0.00303791-0j 1.54495e-06-0j -0.000154229-0j 0.00275584-0j 1.4015e-06-0j 0.00140192-0j -1.50273e-05-0j 0.00127175-0j 0.000509878-0j 0.000310055-0j -1.3632e-05-0j 0.000462536-0j 0.000281266-0j 6.74172e-05-0j 6.11575e-05-0j 4.47477e-06-0j 4.05929e-06-0j 
0.000242728-0j -0.00373298-0j 3.19822e-05-0j 0.0205212-0j -0.000380996-0j 0.00641848-0j 0.000986844-0j -0.00021544-0j 0.00324637-0j -2.693e-05-0j -1.79533e-05-0j -0.0172795-0j 0.000427747-0j -1.58686e-06-0j -0.00509546-0j -0.00176358-0j -0.000907093-0j -8.49861e-05-0j -0.000428636-0j -0.000147064-0j 0.0063686-0j 0.00218505-0j -5.17627e-05-0j -1.77596e-05-0j -0.0332133-0j -4.72527e-05-0j -0.0113954-0j -1.62123e-05-0j 0.000796075-0j 0.000530717-0j 0.000273131-0j -0.0094831-0j -4.82271e-06-0j 0.000182087-0j -0.00325362-0j -1.65466e-06-0j -0.00437623-0j 4.69092e-05-0j -0.00150147-0j -0.00159163-0j -0.000967865-0j 1.60944e-05-0j -0.000546084-0j -0.000332071-0j -0.000210449-0j -7.22043e-05-0j -1.39684e-05-0j -4.79252e-06-0j 
0.000980972-0j 0.000158304-0j -0.0123574-0j 1.86563e-05-0j -0.0031055-0j -0.000182041-0j 8.69098e-08-0j -0.00264332-0j -0.000417946-0j 0.0315894-0j -0.000220277-0j -4.76913e-05-0j 0.0052649-0j 0.00562321-0j -4.5891e-06-0j 0.000935578-0j 3.87796e-05-0j -1.51167e-08-0j -0.000571852-0j 0.00281082-0j -8.91531e-05-0j 0.000438214-0j 0.00660227-0j -0.0324521-0j -9.96762e-06-0j -6.30408e-05-0j 4.89938e-05-0j 0.000309864-0j 0.00106544-0j -7.42943e-06-0j -0.00523693-0j -9.28678e-07-0j 0.00123669-0j 3.65178e-05-0j 4.56473e-06-0j -0.00607872-0j 0.000125563-0j 0.000189658-0j -0.000617179-0j -7.73899e-08-0j 1.82182e-05-0j -0.000932223-0j 3.80394e-07-0j -8.95479e-05-0j 5.84932e-07-0j -2.87511e-06-0j -1.92705e-10-0j 9.47204e-10-0j 
-0.000141591-0j 0.00217757-0j -1.86563e-05-0j -0.0119707-0j 0.000222248-0j -0.00374411-0j -0.000575659-0j 0.000381531-0j -0.00574913-0j 4.76913e-05-0j 3.17942e-05-0j 0.0306009-0j -0.000757514-0j 2.81024e-06-0j 0.00902375-0j 0.00312319-0j 0.00160641-0j 0.000150505-0j 8.25397e-05-0j -0.000405707-0j -0.00122636-0j 0.00602792-0j 9.96762e-06-0j -4.89938e-05-0j 0.00639566-0j 9.09915e-06-0j -0.0314366-0j -4.4725e-05-0j -0.000153295-0j -0.000102197-0j 0.000753491-0j 0.0018261-0j 9.28678e-07-0j 0.000502327-0j -0.00897582-0j -4.56473e-06-0j 0.000842703-0j -9.033e-06-0j -0.00414213-0j 0.00030649-0j 0.000186376-0j 4.43999e-05-0j -0.00150649-0j -0.000916091-0j 4.05248e-05-0j -0.000199191-0j 2.68981e-06-0j -1.32212e-05-0j 
-0.000255911-0j -4.12974e-05-0j 0.00322373-0j -4.86695e-06-0j 0.000810147-0j 4.749e-05-0j -2.26726e-08-0j 0.00115201-0j 0.000182149-0j -0.0137673-0j 9.60009e-05-0j 2.07848e-05-0j -0.00229454-0j -0.0024507-0j 2.00002e-06-0j -0.000407743-0j -1.69009e-05-0j 6.58814e-09-0j -0.000153553-0j -0.00282011-0j -2.39393e-05-0j -0.000439662-0j 0.00177283-0j 0.0325594-0j -2.67649e-06-0j -1.69276e-05-0j -4.91558e-05-0j -0.000310888-0j 0.00028609-0j -1.99494e-06-0j 0.00525425-0j -2.49367e-07-0j 0.000332075-0j -3.66385e-05-0j -4.57982e-06-0j 0.00609881-0j 3.3716e-05-0j 5.09266e-05-0j 0.000619219-0j -2.07806e-08-0j 4.89193e-06-0j 0.000935305-0j -3.81651e-07-0j 8.9844e-05-0j 1.57065e-07-0j 2.88462e-06-0j -5.1745e-11-0j -9.50335e-10-0j 
3.69375e-05-0j -0.000568074-0j 4.86695e-06-0j 0.00312285-0j -5.79788e-05-0j 0.000976743-0j 0.000150175-0j -0.000166278-0j 0.00250558-0j -2.07848e-05-0j -1.38565e-05-0j -0.0133364-0j 0.000330139-0j -1.22476e-06-0j -0.00393272-0j -0.00136114-0j -0.000700103-0j -6.55931e-05-0j 2.21635e-05-0j 0.000407048-0j -0.000329301-0j -0.00604785-0j 2.67649e-06-0j 4.91558e-05-0j 0.00171736-0j 2.44329e-06-0j 0.0315405-0j 4.48729e-05-0j -4.11626e-05-0j -2.74417e-05-0j -0.000755981-0j 0.000490342-0j 2.49367e-07-0j -0.000503988-0j 0.00900549-0j 4.57982e-06-0j 0.000226281-0j -2.42553e-06-0j 0.00415583-0j 8.22984e-05-0j 5.00453e-05-0j -4.45466e-05-0j 0.00151147-0j 0.000919119-0j 1.08817e-05-0j 0.00019985-0j 7.22264e-07-0j 1.32649e-05-0j 
0.00200636-0j 0.000323775-0j -0.0381641-0j -0.00550851-0j 3.30451e-05-0j 3.89441e-06-0j 1.77755e-07-0j 0.00184472-0j 0.000291676-0j 0.00023059-0j -0.0445389-0j 3.32829e-05-0j -0.00554814-0j 1.35877e-05-0j -0.000462345-0j 3.39692e-06-0j 2.83076e-07-0j 1.05496e-08-0j 0.00120387-0j 0.00121634-0j 0.000187686-0j 0.000189631-0j 0.000145381-0j 0.000146887-0j 2.09839e-05-0j -0.019159-0j 2.12014e-05-0j -0.0193576-0j 2.34607e-05-0j -0.00453147-0j 2.37038e-05-0j 1.95506e-06-0j -0.00195541-0j -0.00457843-0j 1.97532e-06-0j -0.00197568-0j -0.000399147-0j 1.38244e-06-0j -0.000403283-0j -2.35199e-05-0j 1.99537e-07-0j 1.39676e-06-0j -2.37637e-05-0j 2.01605e-07-0j 1.28801e-08-0j 1.30136e-08-0j 4.05684e-10-0j 4.09889e-10-0j 
-0.000354678-0j 0.00269873-0j 0.0044679-0j 0.000642842-0j -0.052942-0j -0.00944185-0j 7.53379e-06-0j -0.000326104-0j 0.00243118-0j 0.00389715-0j -2.71753e-05-0j 0.000560722-0j -0.0306258-0j 0.000693729-0j 8.12164e-05-0j -0.0109999-0j -0.000916673-0j 5.36925e-07-0j -0.000212816-0j -0.000215021-0j 0.0015644-0j 0.00158061-0j 0.00245704-0j 0.00248251-0j 0.00035352-0j -2.34607e-05-0j 0.000357183-0j -2.37038e-05-0j -0.0186956-0j 0.000130367-0j -0.0188893-0j 4.95787e-05-0j 0.000460237-0j 0.000131718-0j 5.00925e-05-0j 0.000465007-0j -0.00445331-0j -0.00332798-0j -0.00449946-0j 5.51834e-06-0j -0.000972603-0j -0.00336247-0j 5.57553e-06-0j -0.000982682-0j -5.21906e-05-0j -5.27315e-05-0j 2.41005e-08-0j 2.43503e-08-0j 
2.95565e-05-0j -0.000684222-0j 3.89441e-06-0j 0.00765774-0j -6.98331e-05-0j -0.036059-0j -0.0171777-0j 2.71753e-05-0j -0.000616389-0j 3.39692e-06-0j 2.26461e-06-0j 0.0066795-0j -8.12164e-05-0j 2.00165e-07-0j -0.0296539-0j 0.000681724-0j -0.0108275-0j -0.0020497-0j 1.77346e-05-0j 1.79184e-05-0j -0.000396629-0j -0.00040074-0j 2.14166e-06-0j 2.16385e-06-0j 0.00421124-0j 1.95506e-06-0j 0.00425488-0j 1.97532e-06-0j -4.95787e-05-0j -3.30524e-05-0j -5.00925e-05-0j -0.0181023-0j 1.99537e-07-0j -3.3395e-05-0j -0.0182898-0j 2.01605e-07-0j 0.000554879-0j -2.92145e-06-0j 0.00056063-0j -0.00623164-0j -0.00184755-0j -2.95173e-06-0j -0.00629622-0j -0.0018667-0j -0.0012447-0j -0.0012576-0j -0.00013837-0j -0.000139804-0j 
-0.00218957-0j -0.000353341-0j 0.0416491-0j 0.00601153-0j -3.60627e-05-0j -4.25003e-06-0j -1.93986e-07-0j -3.488e-05-0j -5.51501e-06-0j -4.36e-06-0j 0.00084214-0j -6.29312e-07-0j 0.000104904-0j -2.56915e-07-0j 8.74202e-06-0j -6.42289e-08-0j -5.3524e-09-0j -1.99472e-10-0j -0.0013138-0j 0.00128142-0j -0.000204825-0j 0.000199776-0j -0.000158656-0j 0.000154746-0j -2.29001e-05-0j 0.0209086-0j 2.23356e-05-0j -0.0203932-0j -2.56031e-05-0j 0.00494527-0j 2.4972e-05-0j -2.13359e-06-0j 0.00213397-0j -0.00482338-0j 2.081e-06-0j -0.00208138-0j 0.000435595-0j -1.50868e-06-0j -0.000424859-0j 2.56677e-05-0j -2.17758e-07-0j 1.47149e-06-0j -2.50351e-05-0j 2.12391e-07-0j -1.40563e-08-0j 1.37098e-08-0j -4.4273e-10-0j 4.31818e-10-0j 
0.000387066-0j -0.00294517-0j -0.00487589-0j -0.000701544-0j 0.0577765-0j 0.0103041-0j -8.22175e-06-0j 6.16597e-06-0j -4.59687e-05-0j -7.36873e-05-0j 5.13831e-07-0j -1.06021e-05-0j 0.000579072-0j -1.3117e-05-0j -1.53564e-06-0j 0.000207986-0j 1.73324e-05-0j -1.01522e-08-0j 0.000232249-0j -0.000226525-0j -0.00170725-0j 0.00166517-0j -0.00268141-0j 0.00261532-0j -0.000385802-0j 2.56031e-05-0j 0.000376293-0j -2.4972e-05-0j 0.0204028-0j -0.000142271-0j -0.0198999-0j -5.4106e-05-0j -0.000502265-0j 0.000138765-0j 5.27724e-05-0j 0.000489885-0j 0.00485998-0j 0.00363188-0j -0.00474019-0j -6.02226e-06-0j 0.00106142-0j -0.00354237-0j 5.87382e-06-0j -0.00103526-0j 5.69565e-05-0j -5.55527e-05-0j -2.63013e-08-0j 2.5653e-08-0j 
-3.22555e-05-0j 0.000746703-0j -4.25003e-06-0j -0.00835702-0j 7.621e-05-0j 0.0393518-0j 0.0187463-0j -5.13831e-07-0j 1.16547e-05-0j -6.42289e-08-0j -4.28192e-08-0j -0.000126296-0j 1.53564e-06-0j -3.78472e-09-0j 0.000560695-0j -1.289e-05-0j 0.000204726-0j 3.87557e-05-0j -1.93541e-05-0j 1.88771e-05-0j 0.000432848-0j -0.000422179-0j -2.33723e-06-0j 2.27962e-06-0j -0.0045958-0j -2.13359e-06-0j 0.00448252-0j 2.081e-06-0j 5.4106e-05-0j 3.60707e-05-0j -5.27724e-05-0j 0.0197553-0j -2.17758e-07-0j -3.51816e-05-0j -0.0192684-0j 2.12391e-07-0j -0.000605549-0j 3.18823e-06-0j 0.000590624-0j 0.0068007-0j 0.00201627-0j -3.10965e-06-0j -0.00663308-0j -0.00196657-0j 0.00135836-0j -0.00132488-0j 0.000151005-0j -0.000147283-0j 
-0.00169604-0j -0.000273697-0j 0.0322613-0j 0.00465651-0j -2.79341e-05-0j -3.29206e-06-0j -1.50261e-07-0j -0.0015594-0j -0.000246563-0j -0.000194925-0j 0.03765-0j -2.8135e-05-0j 0.00469001-0j -1.14861e-05-0j 0.000390834-0j -2.87152e-06-0j -2.39293e-07-0j -8.91793e-09-0j 0.000988694-0j -0.00102821-0j 0.00015414-0j -0.000160301-0j 0.000119396-0j -0.000124168-0j 1.72334e-05-0j -0.0157347-0j -1.79221e-05-0j 0.0163636-0j 1.92675e-05-0j -0.00372154-0j -2.00376e-05-0j 1.60562e-06-0j -0.00160591-0j 0.00387029-0j -1.6698e-06-0j 0.0016701-0j -0.000327806-0j 1.13535e-06-0j 0.000340907-0j -1.93161e-05-0j 1.63873e-07-0j -1.18073e-06-0j 2.00882e-05-0j -1.70423e-07-0j 1.0578e-08-0j -1.10008e-08-0j 3.33175e-10-0j -3.46491e-10-0j 
0.00171361-0j 0.000276533-0j -0.0325956-0j -0.00470477-0j 2.82235e-05-0j 3.32618e-06-0j 1.51818e-07-0j -0.00152096-0j -0.000240486-0j -0.000190121-0j 0.0367221-0j -2.74415e-05-0j 0.00457441-0j -1.1203e-05-0j 0.000381201-0j -2.80074e-06-0j -2.33395e-07-0j -8.69812e-09-0j 0.00102821-0j -0.00103824-0j 0.000160301-0j -0.000161864-0j 0.000124168-0j -0.00012538-0j 1.79221e-05-0j -0.0163636-0j -1.8097e-05-0j 0.0165232-0j 2.00376e-05-0j -0.00387029-0j -2.02331e-05-0j 1.6698e-06-0j -0.0016701-0j 0.00390805-0j -1.68609e-06-0j 0.00168639-0j -0.000340907-0j 1.18073e-06-0j 0.000344233-0j -2.00882e-05-0j 1.70423e-07-0j -1.19224e-06-0j 2.02841e-05-0j -1.72086e-07-0j 1.10008e-08-0j -1.11081e-08-0j 3.46491e-10-0j -3.49872e-10-0j 
-0.00154826-0j -0.00024985-0j 0.0294504-0j 0.0042508-0j -2.55002e-05-0j -3.00523e-06-0j -1.37169e-07-0j -0.00142353-0j -0.00022508-0j -0.000177941-0j 0.0343696-0j -2.56836e-05-0j 0.00428138-0j -1.04853e-05-0j 0.000356781-0j -2.62132e-06-0j -2.18444e-07-0j -8.14092e-09-0j -0.000928997-0j -0.000938624-0j -0.000144833-0j -0.000146334-0j -0.000112187-0j -0.00011335-0j -1.61928e-05-0j 0.0147846-0j -1.63606e-05-0j 0.0149378-0j -1.81041e-05-0j 0.00349683-0j -1.82917e-05-0j -1.50868e-06-0j 0.00150895-0j 0.00353307-0j -1.52431e-06-0j 0.00152458-0j 0.000308013-0j -1.06679e-06-0j 0.000311204-0j 1.81498e-05-0j -1.53979e-07-0j -1.07785e-06-0j 1.83379e-05-0j -1.55574e-07-0j -9.93927e-09-0j -1.00423e-08-0j -3.13058e-10-0j -3.16302e-10-0j 
0.00029982-0j -0.00228132-0j -0.00377685-0j -0.000543414-0j 0.0447534-0j 0.00798148-0j -6.36854e-06-0j 0.000275666-0j -0.00205515-0j -0.00329438-0j 2.29721e-05-0j -0.000473996-0j 0.0258889-0j -0.00058643-0j -6.86547e-05-0j 0.00929855-0j 0.000774892-0j -4.53879e-07-0j -0.000174778-0j 0.000181764-0j 0.00128479-0j -0.00133614-0j 0.00201789-0j -0.00209854-0j 0.000290334-0j -1.92675e-05-0j -0.000301938-0j 2.00376e-05-0j -0.015354-0j 0.000107066-0j 0.0159677-0j 4.07173e-05-0j 0.000377977-0j -0.000111345-0j -4.23447e-05-0j -0.000393084-0j -0.00365735-0j -0.00273316-0j 0.00380353-0j 4.53202e-06-0j -0.000798766-0j 0.0028424-0j -4.71316e-06-0j 0.000830691-0j -4.28624e-05-0j 4.45755e-05-0j 1.97929e-08-0j -2.0584e-08-0j 
-0.000302927-0j 0.00230496-0j 0.00381599-0j 0.000549045-0j -0.0452172-0j -0.0080642-0j 6.43454e-06-0j 0.000268871-0j -0.0020045-0j -0.00321318-0j 2.24059e-05-0j -0.000462313-0j 0.0252508-0j -0.000571976-0j -6.69625e-05-0j 0.00906936-0j 0.000755792-0j -4.42692e-07-0j -0.000181764-0j 0.000183537-0j 0.00133614-0j -0.00134917-0j 0.00209854-0j -0.00211901-0j 0.000301938-0j -2.00376e-05-0j -0.000304884-0j 2.02331e-05-0j -0.0159677-0j 0.000111345-0j 0.0161235-0j 4.23447e-05-0j 0.000393084-0j -0.000112431-0j -4.27578e-05-0j -0.000396919-0j -0.00380353-0j -0.0028424-0j 0.00384064-0j 4.71316e-06-0j -0.000830691-0j 0.00287013-0j -4.75915e-06-0j 0.000838795-0j -4.45755e-05-0j 4.50104e-05-0j 2.0584e-08-0j -2.07849e-08-0j 
-2.4985e-05-0j 0.000578393-0j -3.29206e-06-0j -0.00647332-0j 5.9032e-05-0j 0.0304818-0j 0.0145209-0j -2.29721e-05-0j 0.000521052-0j -2.87152e-06-0j -1.91434e-06-0j -0.00564639-0j 6.86547e-05-0j -1.69206e-07-0j 0.0250673-0j -0.000576282-0j 0.0091528-0j 0.00173267-0j 1.45648e-05-0j -1.5147e-05-0j -0.000325738-0j 0.000338757-0j 1.75887e-06-0j -1.82917e-06-0j 0.00345855-0j 1.60562e-06-0j -0.00359678-0j -1.6698e-06-0j -4.07173e-05-0j -2.71448e-05-0j 4.23447e-05-0j -0.0148668-0j 1.63873e-07-0j 2.82298e-05-0j 0.015461-0j -1.70423e-07-0j 0.000455703-0j -2.39929e-06-0j -0.000473917-0j -0.00511784-0j -0.00151733-0j 2.49518e-06-0j 0.00532239-0j 0.00157798-0j -0.00102223-0j 0.00106308-0j -0.000113638-0j 0.00011818-0j 
0.00191588-0j 0.000309173-0j -0.036443-0j -0.00526009-0j 3.15549e-05-0j 3.71878e-06-0j 1.69738e-07-0j 3.052e-05-0j 4.82563e-06-0j 3.815e-06-0j -0.000736873-0j 5.50648e-07-0j -9.17912e-05-0j 2.24801e-07-0j -7.64926e-06-0j 5.62002e-08-0j 4.68335e-09-0j 1.74538e-10-0j -0.00111685-0j -0.00112124-0j -0.000174119-0j -0.000174804-0j -0.000134872-0j -0.000135403-0j -1.94671e-05-0j 0.0177742-0j -1.95437e-05-0j 0.0178441-0j -2.17649e-05-0j 0.00420393-0j -2.18505e-05-0j -1.81374e-06-0j 0.00181407-0j 0.00422046-0j -1.82088e-06-0j 0.0018212-0j 0.000370296-0j -1.28251e-06-0j 0.000371752-0j 2.18199e-05-0j -1.85114e-07-0j -1.28755e-06-0j 2.19057e-05-0j -1.85842e-07-0j -1.19491e-08-0j -1.19961e-08-0j -3.76361e-10-0j -3.77841e-10-0j 
0.000273697-0j -0.00208255-0j -0.00344778-0j -0.000496067-0j 0.0408541-0j 0.00728606-0j -5.81366e-06-0j 0.000251647-0j -0.00187609-0j -0.00300734-0j 2.09706e-05-0j -0.000432697-0j 0.0236332-0j -0.000535335-0j -6.26728e-05-0j 0.00848837-0j 0.000707376-0j -4.14333e-07-0j 0.000164225-0j 0.000165927-0j -0.00120721-0j -0.00121972-0j -0.00189604-0j -0.00191569-0j -0.000272803-0j 1.81041e-05-0j -0.00027563-0j 1.82917e-05-0j 0.0144269-0j -0.000100601-0j 0.0145764-0j -3.82587e-05-0j -0.000355155-0j -0.000101643-0j -3.86552e-05-0j -0.000358835-0j 0.00343652-0j 0.00256813-0j 0.00347213-0j -4.25838e-06-0j 0.000750536-0j 0.00259474-0j -4.30251e-06-0j 0.000758314-0j 4.02743e-05-0j 4.06917e-05-0j -1.85978e-08-0j -1.87906e-08-0j 
2.52439e-05-0j -0.000584387-0j 3.32618e-06-0j 0.0065404-0j -5.96438e-05-0j -0.0307977-0j -0.0146713-0j -2.24059e-05-0j 0.000508209-0j -2.80074e-06-0j -1.86716e-06-0j -0.00550722-0j 6.69625e-05-0j -1.65035e-07-0j 0.0244495-0j -0.000562078-0j 0.00892721-0j 0.00168997-0j 1.5147e-05-0j -1.52948e-05-0j -0.000338757-0j 0.000342062-0j 1.82917e-06-0j -1.84702e-06-0j 0.00359678-0j 1.6698e-06-0j -0.00363187-0j -1.68609e-06-0j -4.23447e-05-0j -2.82298e-05-0j 4.27578e-05-0j -0.015461-0j 1.70423e-07-0j 2.85052e-05-0j 0.0156118-0j -1.72086e-07-0j 0.000473917-0j -2.49518e-06-0j -0.000478541-0j -0.00532239-0j -0.00157798-0j 2.51953e-06-0j 0.00537432-0j 0.00159337-0j -0.00106308-0j 0.00107346-0j -0.00011818-0j 0.000119333-0j 
0.00127725-0j 0.000206116-0j -0.0242953-0j -0.00350673-0j 2.10366e-05-0j 2.47918e-06-0j 1.13159e-07-0j 2.03467e-05-0j 3.21709e-06-0j 2.54333e-06-0j -0.000491248-0j 3.67098e-07-0j -6.11941e-05-0j 1.49867e-07-0j -5.09951e-06-0j 3.74668e-08-0j 3.12224e-09-0j 1.16359e-10-0j 0.000766383-0j -0.000747494-0j 0.000119481-0j -0.000116536-0j 9.25496e-05-0j -9.02684e-05-0j 1.33584e-05-0j -0.0121967-0j -1.30291e-05-0j 0.0118961-0j 1.49351e-05-0j -0.00288474-0j -1.4567e-05-0j 1.24459e-06-0j -0.00124482-0j 0.00281364-0j -1.21392e-06-0j 0.00121414-0j -0.000254097-0j 8.8006e-07-0j 0.000247834-0j -1.49728e-05-0j 1.27026e-07-0j -8.58369e-07-0j 1.46038e-05-0j -1.23895e-07-0j 8.19948e-09-0j -7.99738e-09-0j 2.58259e-10-0j -2.51894e-10-0j 
-0.00111759-0j -0.000180351-0j 0.0212584-0j 0.00306839-0j -1.8407e-05-0j -2.16929e-06-0j -9.90139e-08-0j 0.00200171-0j 0.000316498-0j 0.000250214-0j -0.0483291-0j 3.61152e-05-0j -0.00602029-0j 1.4744e-05-0j -0.000501691-0j 3.68599e-06-0j 3.07166e-07-0j 1.14474e-08-0j -0.000670585-0j -0.000608322-0j -0.000104546-0j -9.48388e-05-0j -8.09809e-05-0j -7.34618e-05-0j -1.16886e-05-0j 0.0106721-0j -1.06033e-05-0j 0.00968119-0j -1.30682e-05-0j 0.00252415-0j -1.18549e-05-0j -1.08902e-06-0j 0.00108922-0j 0.00228978-0j -9.87904e-07-0j 0.000988082-0j 0.000222335-0j -7.70053e-07-0j 0.000201691-0j 1.31012e-05-0j -1.11148e-07-0j -6.98554e-07-0j 1.18848e-05-0j -1.00828e-07-0j -7.17454e-09-0j -6.50839e-09-0j -2.25977e-10-0j -2.04995e-10-0j 
-2.28081e-05-0j 0.000527998-0j -3.00523e-06-0j -0.0059093-0j 5.38886e-05-0j 0.0278259-0j 0.0132557-0j -2.09706e-05-0j 0.000475653-0j -2.62132e-06-0j -1.74755e-06-0j -0.00515442-0j 6.26728e-05-0j -1.54463e-07-0j 0.0228832-0j -0.000526071-0j 0.00835533-0j 0.00158171-0j -1.36854e-05-0j -1.38272e-05-0j 0.00030607-0j 0.000309242-0j -1.65267e-06-0j -1.6698e-06-0j -0.00324972-0j -1.50868e-06-0j -0.00328339-0j -1.52431e-06-0j 3.82587e-05-0j 2.55058e-05-0j 3.86552e-05-0j 0.0139691-0j -1.53979e-07-0j 2.57701e-05-0j 0.0141139-0j -1.55574e-07-0j -0.000428188-0j 2.25442e-06-0j -0.000432625-0j 0.00480882-0j 0.00142572-0j 2.27778e-06-0j 0.00485865-0j 0.00144049-0j 0.000960505-0j 0.000970459-0j 0.000106777-0j 0.000107883-0j 
0.00110613-0j 0.000178501-0j -0.0210404-0j -0.00303692-0j 1.82182e-05-0j 2.14704e-06-0j 9.79984e-08-0j 0.00101702-0j 0.000160805-0j 0.000127127-0j -0.0245549-0j 1.83493e-05-0j -0.00305876-0j 7.49106e-06-0j -0.000254897-0j 1.87276e-06-0j 1.56064e-07-0j 5.81615e-09-0j -0.00195333-0j 0.000670585-0j -0.000304529-0j 0.000104546-0j -0.000235887-0j 8.09809e-05-0j -3.40474e-05-0j 0.0310865-0j 1.16886e-05-0j -0.0106721-0j -3.80662e-05-0j 0.00735254-0j 1.30682e-05-0j -3.17218e-06-0j 0.00317275-0j -0.00252415-0j 1.08902e-06-0j -0.00108922-0j 0.000647635-0j -2.24307e-06-0j -0.000222335-0j 3.81623e-05-0j -3.23759e-07-0j 7.70053e-07-0j -1.31012e-05-0j 1.11148e-07-0j -2.08986e-08-0j 7.17454e-09-0j -6.58243e-10-0j 2.25977e-10-0j 
-0.000338682-0j 0.00257702-0j 0.00426641-0j 0.000613851-0j -0.0505544-0j -0.00901604-0j 7.19403e-06-0j -5.39522e-06-0j 4.02226e-05-0j 6.44764e-05-0j -4.49602e-07-0j 9.27686e-06-0j -0.000506688-0j 1.14774e-05-0j 1.34368e-06-0j -0.000181988-0j -1.51659e-05-0j 8.88315e-09-0j 0.000197433-0j 0.000198209-0j -0.00145132-0j -0.00145703-0j -0.00227944-0j -0.00228841-0j -0.000327967-0j 2.17649e-05-0j -0.000329256-0j 2.18505e-05-0j 0.0173442-0j -0.000120943-0j 0.0174124-0j -4.5995e-05-0j -0.000426971-0j -0.000121419-0j -4.61759e-05-0j -0.000428649-0j 0.00413142-0j 0.00308743-0j 0.00414766-0j -5.11947e-06-0j 0.000902302-0j 0.00309957-0j -5.13959e-06-0j 0.000905849-0j 4.84182e-05-0j 4.86086e-05-0j -2.23585e-08-0j -2.24464e-08-0j 
-0.000225788-0j 0.00171801-0j 0.00284427-0j 0.000409234-0j -0.0337029-0j -0.0060107-0j 4.79602e-06-0j -3.59682e-06-0j 2.68151e-05-0j 4.29842e-05-0j -2.99735e-07-0j 6.18458e-06-0j -0.000337792-0j 7.6516e-06-0j 8.95789e-07-0j -0.000121325-0j -1.01106e-05-0j 5.9221e-09-0j -0.000135479-0j 0.000132139-0j 0.000995898-0j -0.000971352-0j 0.00156416-0j -0.0015256-0j 0.000225051-0j -1.49351e-05-0j -0.000219504-0j 1.4567e-05-0j -0.0119016-0j 8.29915e-05-0j 0.0116083-0j 3.15619e-05-0j 0.000292988-0j -8.0946e-05-0j -3.07839e-05-0j -0.000285766-0j -0.00283499-0j -0.0021186-0j 0.00276511-0j 3.51298e-06-0j -0.00061916-0j 0.00206638-0j -3.4264e-06-0j 0.0006039-0j -3.32246e-05-0j 3.24057e-05-0j 1.53424e-08-0j -1.49643e-08-0j 
-0.00158052-0j -0.000255055-0j 0.0300639-0j 0.00433935-0j -2.60314e-05-0j -3.06783e-06-0j -1.40027e-07-0j 0.00140283-0j 0.000221807-0j 0.000175354-0j -0.0338699-0j 2.53102e-05-0j -0.00421912-0j 1.03328e-05-0j -0.000351594-0j 2.58321e-06-0j 2.15267e-07-0j 8.02254e-09-0j 0.000921353-0j 0.000957603-0j 0.000143641-0j 0.000149293-0j 0.000111264-0j 0.000115642-0j 1.60596e-05-0j -0.014663-0j 1.66914e-05-0j -0.0152399-0j 1.79552e-05-0j -0.00346806-0j 1.86616e-05-0j 1.49626e-06-0j -0.00149653-0j -0.00360451-0j 1.55513e-06-0j -0.00155541-0j -0.000305478-0j 1.05802e-06-0j -0.000317497-0j -1.80005e-05-0j 1.52712e-07-0j 1.09964e-06-0j -1.87087e-05-0j 1.5872e-07-0j 9.8575e-09-0j 1.02453e-08-0j 3.10482e-10-0j 3.22698e-10-0j 
