-3.97361e-13-0.11371j -2.57718e-14-0.0400016j 2.96027e-15-0.166559j 6.19403e-16-0.0958549j -1.24795e-15+0.0877726j -3.88438e-15+0.183694j 1.49854e-15-0.10159j 1.5577e-15+0.0581754j 4.69109e-15+0.0533614j -1.78784e-14-0.180864j 1.68866e-14+0.159273j 5.60309e-15+0.148764j 5.59395e-15+0.0660818j 1.99825e-15-0.015846j 9.7128e-15-0.0639748j -2.02137e-15+0.202566j 4.36714e-15+0.0790305j 4.3094e-15-0.0692294j -1.70238e-14+0.202159j 3.15342e-15-0.0542536j -3.85614e-14-0.125531j -4.36134e-15+0.120792j 1.69825e-14-0.206096j -5.21586e-15-0.097021j -1.56435e-14+0.0213004j -1.78287e-14-0.0994035j -1.85313e-14+0.0445649j 9.77473e-14-0.210523j 1.78626e-14+0.116544j 3.79951e-14+0.0514376j -2.53086e-14-0.0915169j -5.81522e-15+0.045047j 2.37332e-13-0.0232603j 3.40455e-14+0.0341073j 8.03997e-14-0.177252j -8.88334e-13-0.110614j 4.18695e-14+0.0584187j -7.62841e-14-0.117461j 2.4976e-13-0.221476j -1.67286e-13+0.100599j -1.8027e-14+0.0372094j -1.19865e-13+0.123328j 2.19417e-14+0.159272j -1.12055e-14+0.0495772j 9.12074e-15-0.0134457j 7.43493e-15+0.00341901j 3.19797e-14-0.0601218j 1.55225e-14-0.0818393j -1.32964e-15-0.176214j -1.25458e-13-0.0582859j -6.26646e-14-0.143934j -4.75212e-14-0.105788j -1.16723e-15+0.0294212j 5.54264e-14-0.108307j 1.60227e-14-0.164021j 6.61413e-15-0.0425026j -1.27339e-12-0.136583j 8.39568e-15+0.0226944j 2.51052e-14+0.19533j -1.33222e-14-0.0484739j 4.19477e-15+0.0326991j 1.83805e-14+0.144392j -5.00507e-15-0.0779243j 5.69622e-15-0.0474371j 8.86834e-16+0.0804828j 6.44657e-15-0.132912j -2.15938e-14+0.146576j 9.32372e-14+0.15417j 3.56023e-15-0.0465075j 1.31721e-15-0.0560814j 3.75634e-15+0.0946577j -4.45587e-15-0.169037j -1.5455e-15-0.0802742j -3.77151e-15-0.0906984j 1.39138e-14+0.156161j -1.28366e-14-0.0386313j 1.87464e-13+0.109046j 
-7.06139e-16-0.00020207j -4.57983e-17-7.10856e-05j 5.26062e-18-0.000295987j 1.10072e-18-0.000170341j -2.21769e-18+0.000155978j -6.90282e-18+0.000326438j 2.66302e-18-0.000180532j 2.76814e-18+0.000103382j 8.3364e-18+9.4827e-05j -3.17712e-17-0.000321408j 3.00087e-17+0.00028304j 9.95709e-18+0.000264363j 9.94085e-18+0.000117432j 3.55104e-18-2.81594e-05j 1.72603e-17-0.000113688j -3.59212e-18+0.000359975j 7.76072e-18+0.000140443j 7.65811e-18-0.000123026j -3.02525e-17+0.00035925j 5.60385e-18-9.64125e-05j -6.85263e-17-0.000223078j -7.75042e-18+0.000214655j 3.01792e-17-0.000366247j -9.26896e-18-0.000172413j -2.77996e-17+3.78524e-05j -3.16828e-17-0.000176647j -3.29315e-17+7.91951e-05j 1.73704e-16-0.000374114j 3.17432e-17+0.000207107j 6.75201e-17+9.14082e-05j -4.49752e-17-0.000162632j -1.03341e-17+8.00517e-05j 4.21757e-16-4.13352e-05j 6.05014e-17+6.06112e-05j 1.42876e-16-0.00031499j -1.57863e-15-0.000196569j 7.44051e-17+0.000103814j -1.35562e-16-0.000208737j 4.43841e-16-0.000393578j -2.97279e-16+0.000178772j -3.20353e-17+6.61238e-05j -2.13008e-16+0.000219162j 3.8992e-17+0.000283038j -1.9913e-17+8.81023e-05j 1.62082e-17-2.38939e-05j 1.32124e-17+6.07582e-06j 5.68303e-17-0.000106841j 2.75845e-17-0.000145434j -2.36286e-18-0.000313145j -2.22947e-16-0.000103578j -1.11359e-16-0.000255781j -8.44486e-17-0.000187993j -2.07426e-18+5.22836e-05j 9.84966e-17-0.00019247j 2.84736e-17-0.000291478j 1.17538e-17-7.55301e-05j -2.2629e-15-0.000242717j 1.49197e-17+4.03296e-05j 4.46137e-17+0.000347116j -2.36744e-17-8.61415e-05j 7.45441e-18+5.81087e-05j 3.26635e-17+0.000256595j -8.89437e-18-0.000138477j 1.01226e-17-8.4299e-05j 1.57597e-18+0.000143024j 1.1456e-17-0.000236193j -3.83738e-17+0.000260475j 1.65689e-16+0.000273972j 6.32679e-18-8.26471e-05j 2.34079e-18-9.96606e-05j 6.67528e-18+0.000168214j -7.91841e-18-0.00030039j -2.74647e-18-0.000142653j -6.70225e-18-0.000161177j 2.47259e-17+0.000277509j -2.28115e-17-6.86507e-05j 3.33136e-16+0.000193783j 
-1.34284e-15-0.000384271j -8.70932e-17-0.000135181j 1.0004e-17-0.00056287j 2.09321e-18-0.000323932j -4.21732e-18+0.000296619j -1.31269e-17+0.000620777j 5.06418e-18-0.000343313j 5.2641e-18+0.000196598j 1.58531e-17+0.00018033j -6.04184e-17-0.000611212j 5.70666e-17+0.000538249j 1.89351e-17+0.000502732j 1.89042e-17+0.000223317j 6.7529e-18-5.355e-05j 3.28235e-17-0.000216197j -6.83102e-18+0.000684553j 1.47583e-17+0.000267076j 1.45632e-17-0.000233954j -5.75303e-17+0.000683175j 1.06567e-17-0.000183345j -1.30314e-16-0.000424221j -1.47387e-17+0.000408203j 5.73908e-17-0.00069648j -1.76265e-17-0.000327873j -5.28656e-17+7.19827e-05j -6.02503e-17-0.000335925j -6.26248e-17+0.000150603j 3.30327e-16-0.000711441j 6.0365e-17+0.000393848j 1.28401e-16+0.000173828j -8.5528e-17-0.000309272j -1.9652e-17+0.000152232j 8.02042e-16-7.86058e-05j 1.15054e-16+0.000115262j 2.71703e-16-0.000599007j -3.00204e-15-0.000373809j 1.41494e-16+0.00019742j -2.57795e-16-0.000396949j 8.44039e-16-0.000748456j -5.65326e-16+0.000339966j -6.09206e-17+0.000125746j -4.05071e-16+0.000416774j 7.41499e-17+0.000538244j -3.7868e-17+0.000167541j 3.08226e-17-4.54383e-05j 2.51256e-17+1.15542e-05j 1.08072e-16-0.000203176j 5.24567e-17-0.000276568j -4.49338e-18-0.000595499j -4.23972e-16-0.000196971j -2.11769e-16-0.000486411j -1.60593e-16-0.0003575j -3.94455e-18+9.9426e-05j 1.87308e-16-0.000366014j 5.41473e-17-0.000554295j 2.23518e-17-0.000143633j -4.30328e-15-0.000461568j 2.83724e-17+7.66936e-05j 8.48406e-17+0.0006601j -4.50209e-17-0.000163813j 1.41758e-17+0.000110504j 6.21151e-17+0.000487959j -1.69142e-17-0.000263338j 1.92498e-17-0.000160309j 2.99697e-18+0.000271984j 2.17856e-17-0.000449162j -7.29742e-17+0.000495338j 3.15086e-16+0.000521004j 1.20315e-17-0.000157168j 4.4514e-18-0.000189522j 1.26942e-17+0.000319887j -1.50582e-17-0.000571243j -5.22287e-18-0.000271279j -1.27455e-17-0.000306506j 4.70204e-17+0.00052773j -4.33799e-17-0.000130551j 6.33515e-16+0.000368512j 
-4.5965e-16-0.000131534j -2.98117e-17-4.62721e-05j 3.42432e-18-0.000192668j 7.16499e-19-0.000110881j -1.44357e-18+0.000101532j -4.49329e-18+0.00021249j 1.73345e-18-0.000117515j 1.80188e-18+6.72948e-05j 5.42645e-18+6.17262e-05j -2.0681e-17-0.000209215j 1.95337e-17+0.000184241j 6.48141e-18+0.000172083j 6.47084e-18+7.64406e-05j 2.31149e-18-1.833e-05j 1.12353e-17-7.40033e-05j -2.33823e-18+0.00023432j 5.05172e-18+9.1419e-05j 4.98492e-18-8.00816e-05j -1.96924e-17+0.000233848j 3.64774e-18-6.27582e-05j -4.46061e-17-0.000145209j -5.04502e-18+0.000139726j 1.96447e-17-0.000238403j -6.03348e-18-0.00011223j -1.80957e-17+2.46394e-05j -2.06235e-17-0.000114986j -2.14362e-17+5.15508e-05j 1.1307e-16-0.000243523j 2.06627e-17+0.000134813j 4.39511e-17+5.95008e-05j -2.92759e-17-0.000105863j -6.72679e-18+5.21084e-05j 2.74536e-16-2.69065e-05j 3.93824e-17+3.94539e-05j 9.30029e-17-0.000205038j -1.02759e-15-0.000127954j 4.84328e-17+6.75762e-05j -8.82422e-17-0.000135874j 2.88911e-16-0.000256194j -1.93509e-16+0.000116369j -2.08529e-17+4.30423e-05j -1.38654e-16+0.00014266j 2.53812e-17+0.000184239j -1.29621e-17+5.73488e-05j 1.05505e-17-1.55534e-05j 8.60041e-18+3.95496e-06j 3.69928e-17-6.95463e-05j 1.79557e-17-9.46682e-05j -1.53807e-18-0.000203837j -1.45124e-16-6.74226e-05j -7.24877e-17-0.000166497j -5.49705e-17-0.000122371j -1.35021e-18+3.40332e-05j 6.41148e-17-0.000125285j 1.85344e-17-0.000189733j 7.65094e-18-4.91651e-05j -1.473e-15-0.000157993j 9.71176e-18+2.62519e-05j 2.90406e-17+0.00022595j -1.54105e-17-5.60725e-05j 4.85233e-18+3.7825e-05j 2.12618e-17+0.000167027j -5.78965e-18-9.01395e-05j 6.58914e-18-5.48731e-05j 1.02585e-18+9.3099e-05j 7.45711e-18-0.000153746j -2.49788e-17+0.000169552j 1.07853e-16+0.000178338j 4.11832e-18-5.37979e-05j 1.5237e-18-6.48725e-05j 4.34517e-18+0.000109496j -5.15436e-18-0.000195534j -1.78777e-18-9.28578e-05j -4.36272e-18-0.000104916j 1.60949e-17+0.00018064j -1.48488e-17-4.46871e-05j 2.1685e-16+0.00012614j 
-9.03593e-16-0.000258574j -5.86046e-17-9.09629e-05j 6.73162e-18-0.000378753j 1.40851e-18-0.000217973j -2.83781e-18+0.000199593j -8.83302e-18+0.000417718j 3.40766e-18-0.000231014j 3.54219e-18+0.00013229j 1.06675e-17+0.000121343j -4.06553e-17-0.000411281j 3.83998e-17+0.000362185j 1.27413e-17+0.000338286j 1.27206e-17+0.000150269j 4.54399e-18-3.60335e-05j 2.20868e-17-0.000145478j -4.59656e-18+0.000460632j 9.93081e-18+0.000179714j 9.7995e-18-0.000157427j -3.87118e-17+0.000459706j 7.17083e-18-0.000123372j -8.7688e-17-0.000285456j -9.91763e-18+0.000274678j 3.8618e-17-0.000468658j -1.18608e-17-0.000220624j -3.5573e-17+4.84368e-05j -4.05421e-17-0.000226042j -4.214e-17+0.00010134j 2.22276e-16-0.000478725j 4.06193e-17+0.000265019j 8.64003e-17+0.000116968j -5.75514e-17-0.000208108j -1.32237e-17+0.000102436j 5.3969e-16-5.28935e-05j 7.7419e-17+7.75595e-05j 1.82828e-16-0.000403069j -2.02006e-15-0.000251535j 9.52106e-17+0.000132843j -1.73469e-16-0.000267105j 5.6795e-16-0.000503633j -3.80405e-16+0.000228762j -4.09932e-17+8.46137e-05j -2.7257e-16+0.000280445j 4.98951e-17+0.000362182j -2.54812e-17+0.000112738j 2.07404e-17-3.05752e-05j 1.69069e-17+7.77477e-06j 7.27214e-17-0.000136716j 3.52978e-17-0.000186101j -3.02357e-18-0.000400708j -2.85289e-16-0.000132541j -1.42498e-16-0.000327304j -1.08062e-16-0.00024056j -2.65427e-18+6.69033e-05j 1.26039e-16-0.000246289j 3.64355e-17-0.000372982j 1.50404e-17-9.66502e-05j -2.89566e-15-0.000310587j 1.90917e-17+5.16068e-05j 5.70888e-17+0.000444178j -3.02944e-17-0.000110229j 9.53884e-18+7.43574e-05j 4.1797e-17+0.000328345j -1.13815e-17-0.000177199j 1.29531e-17-0.000107871j 2.01665e-18+0.000183017j 1.46594e-17-0.000302239j -4.9104e-17+0.000333311j 2.1202e-16+0.000350581j 8.09591e-18-0.000105757j 2.99533e-18-0.000127528j 8.54185e-18+0.00021525j -1.01326e-17-0.000384387j -3.51445e-18-0.000182542j -8.57636e-18-0.000206247j 3.16398e-17+0.000355107j -2.91901e-17-8.78471e-05j 4.26289e-16+0.00024797j 
5.78598e-16+0.000165573j 3.75263e-17+5.82463e-05j -4.31046e-18+0.000242527j -9.01914e-19+0.000139574j 1.81714e-18-0.000127806j 5.65605e-18-0.000267478j -2.18203e-18+0.000147925j -2.26817e-18-8.47093e-05j -6.8307e-18-7.76996e-05j 2.60328e-17+0.000263356j -2.45886e-17-0.000231918j -8.15867e-18-0.000216615j -8.14536e-18-9.62219e-05j -2.90966e-18+2.30734e-05j -1.41428e-17+9.31538e-05j 2.94332e-18-0.000294957j -6.359e-18-0.000115076j -6.27492e-18+0.000100805j 2.47884e-17-0.000294364j -4.5917e-18+7.89987e-05j 5.61493e-17+0.000182786j 6.35056e-18-0.000175885j -2.47283e-17+0.000300096j 7.59482e-18+0.000141272j 2.27785e-17-3.10156e-05j 2.59604e-17+0.000144742j 2.69835e-17-6.48911e-05j -1.4233e-16+0.000306542j -2.60098e-17-0.0001697j -5.53248e-17-7.48983e-05j 3.68519e-17+0.000133258j 8.46755e-18-6.55929e-05j -3.4558e-16+3.38693e-05j -4.95738e-17-4.96637e-05j -1.1707e-16+0.000258098j 1.2935e-15+0.000161065j -6.09662e-17-8.50635e-05j 1.11077e-16+0.000171035j -3.63676e-16+0.000322491j 2.43585e-16-0.000146483j 2.62492e-17-5.41807e-05j 1.74535e-16-0.000179578j -3.19494e-17-0.000231916j 1.63164e-17-7.21895e-05j -1.32807e-17+1.95783e-05j -1.0826e-17-4.97842e-06j -4.65657e-17+8.75434e-05j -2.26023e-17+0.000119166j 1.93609e-18+0.000256586j 1.82679e-16+8.48701e-05j 9.1246e-17+0.000209582j 6.91957e-17+0.000154038j 1.69961e-18-4.28402e-05j -8.07064e-17+0.000157707j -2.33307e-17+0.000238832j -9.63084e-18+6.18881e-05j 1.85418e-15+0.000198878j -1.2225e-17-3.30454e-05j -3.65557e-17-0.000284421j 1.93984e-17+7.05829e-05j -6.10801e-18-4.76133e-05j -2.67639e-17-0.000210249j 7.28789e-18+0.000113466j -8.29427e-18+6.90732e-05j -1.29132e-18-0.000117191j -9.38686e-18+0.000193533j 3.14428e-17-0.000213429j -1.35763e-16-0.000224488j -5.18406e-18+6.77196e-05j -1.918e-18+8.16602e-05j -5.46961e-18-0.000137831j 6.4882e-18+0.000246135j 2.25041e-18+0.000116887j 5.49171e-18+0.000132066j -2.02599e-17-0.000227386j 1.86913e-17+5.62512e-05j -2.72966e-16-0.000158783j 
1.01395e-15+0.000290154j 6.5762e-17+0.000102072j -7.55376e-18+0.00042501j -1.58054e-18+0.000244594j 3.1844e-18-0.00022397j 9.91181e-18-0.000468735j -3.82384e-18+0.000259228j -3.9748e-18-0.000148447j -1.19703e-17-0.000136163j 4.56205e-17+0.000461512j -4.30897e-17-0.000406419j -1.42975e-17-0.000379601j -1.42741e-17-0.000168622j -5.09896e-18+4.04343e-05j -2.47842e-17+0.000163245j 5.15794e-18-0.00051689j -1.11437e-17-0.000201663j -1.09963e-17+0.000176653j 4.34398e-17-0.00051585j -8.04661e-18+0.000138439j 9.83974e-17+0.000320319j 1.11289e-17-0.000308225j -4.33345e-17+0.000525896j 1.33094e-17+0.000247569j 3.99176e-17-5.43525e-05j 4.54936e-17+0.000253649j 4.72866e-17-0.000113717j -2.49423e-16+0.000537192j -4.55802e-17-0.000297386j -9.69525e-17-0.000131254j 6.45802e-17+0.000233524j 1.48387e-17-0.000114947j -6.05603e-16+5.93534e-05j -8.68743e-17-8.7032e-05j -2.05157e-16+0.000452297j 2.26677e-15+0.000282255j -1.06839e-16-0.000149067j 1.94655e-16+0.000299727j -6.37314e-16+0.000565142j 4.26865e-16-0.000256701j 4.59997e-17-9.49477e-05j 3.0586e-16-0.000314696j -5.59889e-17-0.000406416j 2.85932e-17-0.000126507j -2.32735e-17+3.43094e-05j -1.89718e-17-8.72432e-06j -8.16029e-17+0.000153413j -3.96088e-17+0.00020883j 3.39284e-18+0.000449647j 3.20131e-16+0.000148729j 1.59902e-16+0.000367278j 1.2126e-16+0.00026994j 2.97844e-18-7.50743e-05j -1.41432e-16+0.000276369j -4.08854e-17+0.000418535j -1.68773e-17+0.000108454j 3.24931e-15+0.000348519j -2.14233e-17-5.79096e-05j -6.40612e-17-0.000498426j 3.39943e-17+0.000123691j -1.07038e-17-8.34387e-05j -4.69017e-17-0.000368447j 1.27715e-17+0.00019884j -1.45351e-17+0.000121046j -2.26294e-18-0.000205369j -1.64498e-17+0.000339152j 5.51011e-17-0.000374018j -2.37914e-16-0.000393398j -9.08468e-18+0.000118674j -3.36115e-18+0.000143103j -9.58508e-18-0.000241539j 1.13701e-17+0.000431333j 3.94367e-18+0.000204837j 9.6238e-18+0.000231436j -3.5504e-17-0.000398477j 3.27552e-17+9.8576e-05j -4.78352e-16-0.000278255j 
9.04624e-16+0.000258869j 5.86714e-17+9.10667e-05j -6.73929e-18+0.000379185j -1.41012e-18+0.000218221j 2.84105e-18-0.000199821j 8.8431e-18-0.000418195j -3.41155e-18+0.000231277j -3.54622e-18-0.000132441j -1.06796e-17-0.000121481j 4.07016e-17+0.00041175j -3.84436e-17-0.000362598j -1.27559e-17-0.000338672j -1.27351e-17-0.00015044j -4.54917e-18+3.60746e-05j -2.21119e-17+0.000145644j 4.6018e-18-0.000461158j -9.94214e-18-0.000179919j -9.81068e-18+0.000157606j 3.8756e-17-0.00046023j -7.17901e-18+0.000123512j 8.7788e-17+0.000285782j 9.92894e-18-0.000274991j -3.86621e-17+0.000469193j 1.18743e-17+0.000220876j 3.56136e-17-4.84921e-05j 4.05884e-17+0.0002263j 4.2188e-17-0.000101456j -2.22529e-16+0.000479271j -4.06656e-17-0.000265321j -8.64989e-17-0.000117102j 5.7617e-17+0.000208345j 1.32388e-17-0.000102553j -5.40305e-16+5.29538e-05j -7.75073e-17-7.7648e-05j -1.83036e-16+0.000403529j 2.02236e-15+0.000251821j -9.53191e-17-0.000132995j 1.73667e-16+0.000267409j -5.68597e-16+0.000504207j 3.80839e-16-0.000229023j 4.10399e-17-8.47102e-05j 2.72881e-16-0.000280765j -4.9952e-17-0.000362595j 2.55102e-17-0.000112866j -2.07641e-17+3.06101e-05j -1.69262e-17-7.78364e-06j -7.28043e-17+0.000136872j -3.53381e-17+0.000186314j 3.02702e-18+0.000401165j 2.85614e-16+0.000132692j 1.42661e-16+0.000327677j 1.08186e-16+0.000240835j 2.6573e-18-6.69796e-05j -1.26182e-16+0.00024657j -3.6477e-17+0.000373408j -1.50576e-17+9.67604e-05j 2.89896e-15+0.000310941j -1.91134e-17-5.16656e-05j -5.71539e-17-0.000444684j 3.03289e-17+0.000110355j -9.54972e-18-7.44421e-05j -4.18446e-17-0.00032872j 1.13944e-17+0.000177401j -1.29679e-17+0.000107994j -2.01895e-18-0.000183225j -1.46761e-17+0.000302583j 4.916e-17-0.000333691j -2.12262e-16-0.000350981j -8.10515e-18+0.000105878j -2.99874e-18+0.000127674j -8.55159e-18-0.000215496j 1.01441e-17+0.000384825j 3.51846e-18+0.000182751j 8.58614e-18+0.000206482j -3.16759e-17-0.000355512j 2.92234e-17+8.79473e-05j -4.26775e-16-0.000248253j 
1.04624e-15+0.000299395j 6.78565e-17+0.000105323j -7.79434e-18+0.000438546j -1.63088e-18+0.000252384j 3.28582e-18-0.000231103j 1.02275e-17-0.000483663j -3.94563e-18+0.000267484j -4.10139e-18-0.000153175j -1.23515e-17-0.000140499j 4.70735e-17+0.00047621j -4.4462e-17-0.000419364j -1.47528e-17-0.000391691j -1.47288e-17-0.000173992j -5.26135e-18+4.17221e-05j -2.55736e-17+0.000168444j 5.32222e-18-0.000533352j -1.14986e-17-0.000208086j -1.13465e-17+0.00018228j 4.48233e-17-0.000532279j -8.30289e-18+0.000142848j 1.01531e-16+0.000330521j 1.14833e-17-0.000318042j -4.47147e-17+0.000542646j 1.37332e-17+0.000255454j 4.11889e-17-5.60836e-05j 4.69425e-17+0.000261727j 4.87926e-17-0.000117339j -2.57366e-16+0.000554301j -4.70319e-17-0.000306857j -1.0004e-16-0.000135434j 6.6637e-17+0.000240962j 1.53113e-17-0.000118608j -6.24891e-16+6.12438e-05j -8.96412e-17-8.98039e-05j -2.11691e-16+0.000466702j 2.33896e-15+0.000291244j -1.10241e-16-0.000153815j 2.00854e-16+0.000309273j -6.57612e-16+0.000583141j 4.4046e-16-0.000264876j 4.74648e-17-9.79716e-05j 3.15601e-16-0.000324719j -5.7772e-17-0.00041936j 2.95039e-17-0.000130536j -2.40147e-17+3.54022e-05j -1.9576e-17-9.00218e-06j -8.42019e-17+0.000158299j -4.08703e-17+0.000215481j 3.5009e-18+0.000463968j 3.30327e-16+0.000153465j 1.64994e-16+0.000378975j 1.25122e-16+0.000278537j 3.0733e-18-7.74654e-05j -1.45936e-16+0.000285171j -4.21875e-17+0.000431865j -1.74149e-17+0.000111908j 3.3528e-15+0.000359619j -2.21057e-17-5.9754e-05j -6.61015e-17-0.0005143j 3.5077e-17+0.000127631j -1.10447e-17-8.60962e-05j -4.83955e-17-0.000380181j 1.31782e-17+0.000205173j -1.4998e-17+0.000124901j -2.33502e-18-0.000211909j -1.69737e-17+0.000349953j 5.68561e-17-0.000385931j -2.45492e-16-0.000405928j -9.37402e-18+0.000122453j -3.4682e-18+0.000147661j -9.89035e-18-0.000249232j 1.17322e-17+0.00044507j 4.06927e-18+0.00021136j 9.93031e-18+0.000238807j -3.66348e-17-0.000411168j 3.37984e-17+0.000101716j -4.93588e-16-0.000287117j 
3.04414e-16+8.71115e-05j 1.97434e-17+3.06447e-05j -2.26783e-18+0.000127599j -4.74517e-19+7.34333e-05j 9.56037e-19-6.72415e-05j 2.97578e-18-0.000140726j -1.14802e-18+7.78267e-05j -1.19333e-18-4.45674e-05j -3.59379e-18-4.08795e-05j 1.36964e-17+0.000138558j -1.29366e-17-0.000122017j -4.29246e-18-0.000113966j -4.28546e-18-5.06245e-05j -1.53084e-18+1.21394e-05j -7.44086e-18+4.90103e-05j 1.54855e-18-0.000155183j -3.34561e-18-6.05443e-05j -3.30138e-18+5.30358e-05j 1.30417e-17-0.000154871j -2.4158e-18+4.1563e-05j 2.95414e-17+9.6168e-05j 3.34117e-18-9.25369e-05j -1.30101e-17+0.000157887j 3.99581e-18+7.43266e-05j 1.19843e-17-1.6318e-05j 1.36583e-17+7.61518e-05j 1.41966e-17-3.41407e-05j -7.4883e-17+0.000161279j -1.36843e-17-8.92827e-05j -2.91076e-17-3.94057e-05j 1.93886e-17+7.011e-05j 4.45497e-18-3.45099e-05j -1.81817e-16+1.78194e-05j -2.60819e-17-2.61292e-05j -6.15932e-17+0.000135791j 6.80542e-16+8.474e-05j -3.20757e-17-4.47538e-05j 5.84403e-17+8.99855e-05j -1.91338e-16+0.00016967j 1.28156e-16-7.7068e-05j 1.38103e-17-2.85057e-05j 9.18268e-17-9.44799e-05j -1.68093e-17-0.000122016j 8.58441e-18-3.79805e-05j -6.98729e-18+1.03006e-05j -5.69581e-18-2.61926e-06j -2.44993e-17+4.60586e-05j -1.18916e-17+6.26961e-05j 1.01862e-18+0.000134996j 9.61115e-17+4.46521e-05j 4.80066e-17+0.000110266j 3.64054e-17+8.10429e-05j 8.94203e-19-2.25392e-05j -4.24615e-17+8.2973e-05j -1.22748e-17+0.000125655j -5.067e-18+3.25607e-05j 9.75525e-16+0.000104634j -6.43183e-18-1.73859e-05j -1.92328e-17-0.00014964j 1.02059e-17+3.71352e-05j -3.21356e-18-2.50504e-05j -1.40811e-17-0.000110617j 3.83432e-18+5.96968e-05j -4.3638e-18+3.63409e-05j -6.79393e-19-6.16569e-05j -4.93864e-18+0.000101822j 1.65428e-17-0.00011229j -7.14279e-17-0.000118108j -2.72745e-18+3.56288e-05j -1.0091e-18+4.29633e-05j -2.87768e-18-7.25161e-05j 3.41359e-18+0.000129497j 1.18399e-18+6.14971e-05j 2.88931e-18+6.94829e-05j -1.06592e-17-0.000119633j 9.83393e-18+2.9595e-05j -1.43614e-16-8.35392e-05j 
-1.59757e-16-4.57164e-05j -1.03614e-17-1.60824e-05j 1.19016e-18-6.69642e-05j 2.49028e-19-3.8538e-05j -5.01731e-19+3.52885e-05j -1.5617e-18+7.38534e-05j 6.02482e-19-4.08437e-05j 6.26266e-19+2.33891e-05j 1.88603e-18+2.14537e-05j -7.18793e-18-7.27154e-05j 6.78917e-18+6.40351e-05j 2.25269e-18+5.98096e-05j 2.24902e-18+2.65679e-05j 8.03387e-19-6.3708e-06j 3.90498e-18-2.57207e-05j -8.12681e-19+8.14407e-05j 1.75579e-18+3.17738e-05j 1.73257e-18-2.78333e-05j -6.84433e-18+8.12769e-05j 1.26782e-18-2.18124e-05j -1.55034e-17-5.04692e-05j -1.75346e-18+4.85636e-05j 6.82774e-18-8.28598e-05j -2.09701e-18-3.90068e-05j -6.28938e-18+8.56373e-06j -7.16793e-18-3.99647e-05j -7.45043e-18+1.79171e-05j 3.92988e-17-8.46396e-05j 7.18158e-18+4.68558e-05j 1.52758e-17+2.06802e-05j -1.01752e-17-3.67939e-05j -2.33798e-18+1.81109e-05j 9.54183e-17-9.35167e-06j 1.36878e-17+1.37127e-05j 3.23243e-17-7.12635e-05j -3.5715e-16-4.44718e-05j 1.68334e-17+2.34869e-05j -3.06697e-17-4.72247e-05j 1.00415e-16-8.90433e-05j -6.72564e-17+4.04455e-05j -7.24767e-18+1.49599e-05j -4.8191e-17+4.95833e-05j 8.82155e-18+6.40345e-05j -4.50512e-18+1.99323e-05j 3.66695e-18-5.40576e-06j 2.98918e-18+1.3746e-06j 1.28573e-17-2.41717e-05j 6.24073e-18-3.29031e-05j -5.34574e-19-7.0846e-05j -5.04396e-17-2.34335e-05j -2.5194e-17-5.78679e-05j -1.91057e-17-4.25315e-05j -4.6928e-19+1.18286e-05j 2.22839e-17-4.35445e-05j 6.44186e-18-6.5944e-05j 2.65918e-18-1.70879e-05j -5.11958e-16-5.49124e-05j 3.37544e-18+9.12419e-06j 1.00934e-17+7.85316e-05j -5.35611e-18-1.94887e-05j 1.68649e-18+1.31465e-05j 7.38979e-18+5.80521e-05j -2.01226e-18-3.13291e-05j 2.29014e-18-1.90718e-05j 3.56547e-19+3.23577e-05j 2.59181e-18-5.34364e-05j -8.68169e-18+5.893e-05j 3.74856e-17+6.19835e-05j 1.43137e-18-1.86981e-05j 5.2958e-19-2.25472e-05j 1.51022e-18+3.80567e-05j -1.79146e-18-6.79604e-05j -6.21362e-19-3.22739e-05j -1.51632e-18-3.64648e-05j 5.59398e-18+6.27837e-05j -5.16088e-18-1.55315e-05j 7.53688e-17+4.38416e-05j 
