-3.97361e-13-0.11371j -2.57718e-14-0.0400016j 2.96027e-15-0.166559j 6.19403e-16-0.0958549j -1.24795e-15+0.0877726j -3.88438e-15+0.183694j 1.49854e-15-0.10159j 1.5577e-15+0.0581754j 4.69109e-15+0.0533614j -1.78784e-14-0.180864j 1.68866e-14+0.159273j 5.60309e-15+0.148764j 5.59395e-15+0.0660818j 1.99825e-15-0.015846j 9.7128e-15-0.0639748j -2.02137e-15+0.202566j 4.36714e-15+0.0790305j 4.3094e-15-0.0692294j -1.70238e-14+0.202159j 3.15342e-15-0.0542536j -3.85614e-14-0.125531j -4.36134e-15+0.120792j 1.69825e-14-0.206096j -5.21586e-15-0.097021j -1.56435e-14+0.0213004j -1.78287e-14-0.0994035j -1.85313e-14+0.0445649j 9.77473e-14-0.210523j 1.78626e-14+0.116544j 3.79951e-14+0.0514376j -2.53086e-14-0.0915169j -5.81522e-15+0.045047j 2.37332e-13-0.0232603j 3.40455e-14+0.0341073j 8.03997e-14-0.177252j -8.88334e-13-0.110614j 4.18695e-14+0.0584187j -7.62841e-14-0.117461j 2.4976e-13-0.221476j -1.67286e-13+0.100599j -1.8027e-14+0.0372094j -1.19865e-13+0.123328j 2.19417e-14+0.159272j -1.12055e-14+0.0495772j 9.12074e-15-0.0134457j 7.43493e-15+0.00341901j 3.19797e-14-0.0601218j 1.55225e-14-0.0818393j -1.32964e-15-0.176214j -1.25458e-13-0.0582859j -6.26646e-14-0.143934j -4.75212e-14-0.105788j -1.16723e-15+0.0294212j 5.54264e-14-0.108307j 1.60227e-14-0.164021j 6.61413e-15-0.0425026j -1.27339e-12-0.136583j 8.39568e-15+0.0226944j 2.51052e-14+0.19533j -1.33222e-14-0.0484739j 4.19477e-15+0.0326991j 1.83805e-14+0.144392j -5.00507e-15-0.0779243j 5.69622e-15-0.0474371j 8.86834e-16+0.0804828j 6.44657e-15-0.132912j -2.15938e-14+0.146576j 9.32372e-14+0.15417j 3.56023e-15-0.0465075j 1.31721e-15-0.0560814j 3.75634e-15+0.0946577j -4.45587e-15-0.169037j -1.5455e-15-0.0802742j -3.77151e-15-0.0906984j 1.39138e-14+0.156161j -1.28366e-14-0.0386313j 1.87464e-13+0.109046j 
1.57023e-15+0.00044934j 1.01841e-16+0.000158072j -1.16979e-17+0.000658182j -2.44766e-18+0.000378784j 4.93144e-18-0.000346846j 1.53497e-17-0.000725895j -5.92171e-18+0.000401447j -6.15547e-18-0.000229888j -1.85375e-17-0.000210865j 7.06492e-17+0.000714709j -6.67298e-17-0.000629392j -2.21414e-17-0.00058786j -2.21053e-17-0.000261132j -7.89638e-18+6.26177e-05j -3.83815e-17+0.000252806j 7.98773e-18-0.000800469j -1.72574e-17-0.0003123j -1.70292e-17+0.00027357j 6.7272e-17-0.000798859j -1.24612e-17+0.000214391j 1.52381e-16+0.000496055j 1.72345e-17-0.000477325j -6.71089e-17+0.000814417j 2.06112e-17+0.000383393j 6.18174e-17-8.41717e-05j 7.04526e-17+0.000392807j 7.32292e-17-0.000176105j -3.86262e-16+0.00083191j -7.05867e-17-0.000460539j -1.50143e-16-0.000203263j 1.00011e-16+0.000361642j 2.29797e-17-0.000178009j -9.37853e-16+9.19163e-05j -1.34536e-16-0.00013478j -3.17711e-16+0.000700438j 3.51038e-15+0.000437107j -1.65453e-16-0.00023085j 3.01448e-16+0.000464165j -9.86961e-16+0.000875194j 6.61054e-16-0.000397533j 7.12364e-17-0.000147038j 4.73662e-16-0.000487347j -8.67058e-17-0.000629386j 4.42802e-17-0.000195912j -3.60419e-17+5.31325e-05j -2.93802e-17-1.35107e-05j -1.26372e-16+0.00023758j -6.13392e-17+0.0003234j 5.25425e-18+0.000696335j 4.95764e-16+0.000230325j 2.47628e-16+0.000568776j 1.87787e-16+0.000418036j 4.61249e-18-0.000116262j -2.19025e-16+0.000427992j -6.33162e-17+0.000648154j -2.61367e-17+0.000167955j 5.03196e-15+0.000539726j -3.31767e-17-8.96803e-05j -9.92068e-17-0.000771875j 5.26444e-17+0.000191551j -1.65762e-17-0.000129215j -7.26332e-17-0.000570586j 1.97783e-17+0.000307929j -2.25094e-17+0.000187454j -3.50445e-18-0.000318039j -2.54745e-17+0.000525219j 8.53311e-17-0.000579215j -3.6844e-16-0.000609227j -1.40688e-17+0.000183781j -5.20516e-18+0.000221614j -1.48437e-17-0.000374053j 1.7608e-17+0.000667973j 6.10727e-18+0.000317215j 1.49037e-17+0.000358408j -5.49825e-17-0.000617092j 5.07255e-17+0.000152657j -7.40789e-16-0.000430913j 
3.76311e-15+0.00107686j 2.44065e-16+0.000378825j -2.80345e-17+0.00157735j -5.8659e-18+0.000907769j 1.18184e-17-0.000831228j 3.6786e-17-0.00173963j -1.41916e-17+0.000962081j -1.47518e-17-0.000550935j -4.44258e-17-0.000505345j 1.69313e-16+0.00171282j -1.5992e-16-0.00150836j -5.30626e-17-0.00140883j -5.29761e-17-0.000625811j -1.89239e-17+0.000150065j -9.19826e-17+0.000605857j 1.91429e-17-0.00191835j -4.13579e-17-0.000748438j -4.0811e-17+0.000655619j 1.61219e-16-0.00191449j -2.98637e-17+0.000513794j 3.65186e-16+0.00118881j 4.1303e-17-0.00114393j -1.60829e-16+0.00195178j 4.93955e-17+0.000918813j 1.48147e-16-0.00020172j 1.68842e-16+0.000941375j 1.75496e-16-0.000422041j -9.2569e-16+0.0019937j -1.69163e-16-0.0011037j -3.59823e-16-0.000487126j 2.39679e-16+0.000866687j 5.50715e-17-0.000426606j -2.24759e-15+0.00022028j -3.2242e-16-0.000323005j -7.61405e-16+0.00167862j 8.41274e-15+0.00104754j -3.96514e-16-0.000553239j 7.22429e-16+0.00111239j -2.36529e-15+0.00209743j 1.58424e-15-0.000952701j 1.7072e-16-0.000352382j 1.13515e-15-0.00116794j -2.07793e-16-0.00150834j 1.06119e-16-0.000469508j -8.63756e-17+0.000127334j -7.04106e-17-3.23788e-05j -3.02856e-16+0.000569368j -1.47002e-16+0.000775038j 1.2592e-17+0.00166879j 1.18811e-15+0.000551981j 5.93449e-16+0.00136309j 4.50037e-16+0.00100184j 1.1054e-17-0.000278626j -5.24901e-16+0.0010257j -1.51739e-16+0.00155332j -6.26374e-17+0.00040251j 1.20593e-14+0.00129347j -7.95091e-17-0.000214922j -2.37752e-16-0.00184982j 1.26164e-16+0.000459059j -3.97255e-17-0.000309669j -1.74068e-16-0.00136743j 4.73992e-17+0.000737962j -5.39445e-17+0.00044924j -8.39854e-18-0.000762191j -6.10506e-17+0.0012587j 2.04499e-16-0.00138811j -8.82979e-16-0.00146003j -3.37163e-17+0.000440437j -1.24743e-17+0.000531104j -3.55734e-17-0.000896431j 4.21982e-17+0.00160082j 1.46363e-17+0.000760217j 3.57171e-17+0.000858935j -1.31767e-16-0.00147888j 1.21565e-16+0.000365848j -1.77533e-15-0.0010327j 
1.00499e-16+2.87589e-05j 6.51808e-18+1.0117e-05j -7.487e-19+4.21254e-05j -1.56657e-19+2.42432e-05j 3.15625e-19-2.21991e-05j 9.82421e-19-4.64592e-05j -3.79005e-19+2.56937e-05j -3.93967e-19-1.47135e-05j -1.18645e-18-1.34959e-05j 4.52174e-18+4.57433e-05j -4.27088e-18-4.02828e-05j -1.41711e-18-3.76246e-05j -1.4148e-18-1.67131e-05j -5.05389e-19+4.0077e-06j -2.45652e-18+1.61802e-05j 5.11236e-19-5.12322e-05j -1.10452e-18-1.9988e-05j -1.08991e-18+1.75092e-05j 4.30558e-18-5.11291e-05j -7.9755e-19+1.37216e-05j 9.75278e-18+3.17488e-05j 1.10305e-18-3.05501e-05j -4.29515e-18+5.21248e-05j 1.31917e-18+2.45381e-05j 3.95648e-18-5.38721e-06j 4.50915e-18+2.51407e-05j 4.68686e-18-1.12712e-05j -2.47218e-17+5.32445e-05j -4.51774e-18-2.94757e-05j -9.60957e-18-1.30094e-05j 6.40095e-18+2.31461e-05j 1.47076e-18-1.13931e-05j -6.00251e-17+5.88289e-06j -8.61065e-18-8.62628e-06j -2.03343e-17+4.48299e-05j 2.24674e-16+2.7976e-05j -1.05895e-17-1.4775e-05j 1.92935e-17+2.97078e-05j -6.31682e-17+5.60147e-05j 4.23092e-17-2.54432e-05j 4.55932e-18-9.41085e-06j 3.03157e-17-3.11915e-05j -5.5494e-18-4.02824e-05j 2.83405e-18-1.25389e-05j -2.30678e-18+3.40062e-06j -1.88041e-18-8.64721e-07j -8.08817e-18+1.52057e-05j -3.92588e-18+2.06985e-05j 3.36286e-19+4.45673e-05j 3.17302e-17+1.47414e-05j 1.58489e-17+3.64032e-05j 1.20189e-17+2.67554e-05j 2.95212e-19-7.44108e-06j -1.40182e-17+2.73926e-05j -4.0524e-18+4.14836e-05j -1.67282e-18+1.07496e-05j 3.22059e-16+3.45439e-05j -2.1234e-18-5.73978e-06j -6.3495e-18-4.94021e-05j 3.36938e-18+1.22598e-05j -1.06092e-18-8.27013e-06j -4.64872e-18-3.6519e-05j 1.26586e-18+1.97083e-05j -1.44066e-18+1.19976e-05j -2.24294e-19-2.03554e-05j -1.63044e-18+3.36154e-05j 5.46142e-18-3.70713e-05j -2.35812e-17-3.89921e-05j -9.00439e-19+1.17625e-05j -3.33144e-19+1.41839e-05j -9.50037e-19-2.39404e-05j 1.12696e-18+4.2752e-05j 3.90882e-19+2.03026e-05j 9.53875e-19+2.2939e-05j -3.51902e-18-3.94955e-05j 3.24657e-18+9.77047e-06j -4.74125e-17-2.75796e-05j 
7.77431e-16+0.000222471j 5.0422e-17+7.82624e-05j -5.79173e-18+0.00032587j -1.21185e-18+0.000187539j 2.44159e-18-0.000171726j 7.59973e-18-0.000359395j -2.93187e-18+0.000198759j -3.04761e-18-0.000113819j -9.17804e-18-0.000104401j 3.49788e-17+0.000353857j -3.30383e-17-0.000311616j -1.09624e-17-0.000291053j -1.09445e-17-0.000129288j -3.90955e-18+3.10024e-05j -1.90029e-17+0.000125166j 3.95477e-18-0.000396317j -8.54424e-18-0.000154622j -8.43126e-18+0.000135446j 3.33068e-17-0.00039552j -6.16961e-18+0.000106146j 7.54447e-17+0.0002456j 8.5329e-18-0.000236327j -3.3226e-17+0.000403223j 1.02047e-17+0.00018982j 3.06062e-17-4.16739e-05j 3.48815e-17+0.000194481j 3.62562e-17-8.71906e-05j -1.91241e-16+0.000411884j -3.49479e-17-0.000228016j -7.43368e-17-0.000100637j 4.95159e-17+0.000179051j 1.13774e-17-8.81336e-05j -4.64337e-16+4.55083e-05j -6.66095e-17-6.67304e-05j -1.57301e-16+0.000346791j 1.73801e-15+0.000216414j -8.19169e-17-0.000114295j 1.49249e-16+0.000229811j -4.88651e-16+0.000433314j 3.27292e-16-0.000196821j 3.52696e-17-7.27996e-05j 2.34513e-16-0.000241289j -4.29286e-17-0.000311613j 2.19234e-17-9.6997e-05j -1.78446e-17+2.63062e-05j -1.45463e-17-6.68923e-06j -6.25678e-17+0.000117627j -3.03694e-17+0.000160117j 2.60141e-18+0.00034476j 2.45456e-16+0.000114035j 1.22602e-16+0.000281604j 9.29744e-17+0.000206972j 2.28367e-18-5.75621e-05j -1.08441e-16+0.000211902j -3.13482e-17+0.000320905j -1.29404e-17+8.31556e-05j 2.49136e-15+0.000267222j -1.6426e-17-4.44013e-05j -4.91179e-17-0.00038216j 2.60646e-17+9.48383e-05j -8.207e-18-6.39753e-05j -3.59611e-17-0.000282501j 9.79234e-18+0.000152458j -1.11445e-17+9.28098e-05j -1.73508e-18-0.000157463j -1.26126e-17+0.000260039j 4.22479e-17-0.000286773j -1.82417e-16-0.000301632j -6.96554e-18+9.09911e-05j -2.57711e-18+0.000109722j -7.34921e-18-0.000185196j 8.71784e-18+0.000330717j 3.02375e-18+0.000157055j 7.3789e-18+0.00017745j -2.72222e-17-0.000305526j 2.51145e-17+7.55816e-05j -3.66769e-16-0.000213348j 
1.36304e-15+0.000390051j 8.84032e-17+0.000137215j -1.01544e-17+0.000571337j -2.1247e-18+0.000328805j 4.28075e-18-0.000301081j 1.33243e-17-0.000630115j -5.14035e-18+0.000348477j -5.34328e-18-0.000199555j -1.60915e-17-0.000183042j 6.13272e-17+0.000620405j -5.7925e-17-0.000546345j -1.92199e-17-0.000510294j -1.91886e-17-0.000226676j -6.85447e-18+5.43554e-05j -3.33172e-17+0.000219449j 6.93377e-18-0.00069485j -1.49803e-17-0.000271093j -1.47822e-17+0.000237473j 5.83956e-17-0.000693452j -1.0817e-17+0.000186102j 1.32275e-16+0.000430602j 1.49604e-17-0.000414343j -5.82541e-17+0.000706957j 1.78916e-17+0.000332805j 5.36608e-17-7.30655e-05j 6.11566e-17+0.000340977j 6.35668e-17-0.000152868j -3.35296e-16+0.000722142j -6.1273e-17-0.000399772j -1.30332e-16-0.000176443j 8.68145e-17+0.000313924j 1.99476e-17-0.000154522j -8.14106e-16+7.97882e-05j -1.16784e-16-0.000116996j -2.7579e-16+0.000608018j 3.0472e-15+0.000379432j -1.43622e-16-0.00020039j 2.61673e-16+0.000402919j -8.56735e-16+0.000759714j 5.7383e-16-0.00034508j 6.18369e-17-0.000127637j 4.11164e-16-0.000423043j -7.52652e-17-0.00054634j 3.84376e-17-0.000170062j -3.12863e-17+4.61218e-05j -2.55036e-17-1.1728e-05j -1.09698e-16+0.000206232j -5.32457e-17+0.000280728j 4.56096e-18+0.000604456j 4.30349e-16+0.000199934j 2.14954e-16+0.000493727j 1.63009e-16+0.000362878j 4.00388e-18-0.000100922j -1.90125e-16+0.00037152j -5.49618e-17+0.000562632j -2.2688e-17+0.000145794j 4.36801e-15+0.000468511j -2.87992e-17-7.78473e-05j -8.61167e-17-0.000670029j 4.56981e-17+0.000166277j -1.4389e-17-0.000112166j -6.30494e-17-0.000495299j 1.71686e-17+0.000267299j -1.95394e-17+0.00016272j -3.04205e-18-0.000276075j -2.21132e-17+0.000455918j 7.40719e-17-0.000502789j -3.19826e-16-0.000528841j -1.22124e-17+0.000159532j -4.51836e-18+0.000192372j -1.28851e-17-0.000324698j 1.52847e-17+0.000579836j 5.30144e-18+0.00027536j 1.29372e-17+0.000311117j -4.77277e-17-0.000535668j 4.40324e-17+0.000132515j -6.43044e-16-0.000374055j 
5.29559e-16+0.000151539j 3.43457e-17+5.33096e-05j -3.94512e-18+0.000221971j -8.25471e-19+0.000127745j 1.66312e-18-0.000116973j 5.17667e-18-0.000244807j -1.99709e-18+0.000135388j -2.07593e-18-7.75296e-05j -6.25176e-18-7.11141e-05j 2.38264e-17+0.000241035j -2.25046e-17-0.000212262j -7.46717e-18-0.000198255j -7.45499e-18-8.80665e-05j -2.66305e-18+2.11178e-05j -1.29441e-17+8.52584e-05j 2.69385e-18-0.000269958j -5.82004e-18-0.000105323j -5.74308e-18+9.22612e-05j 2.26874e-17-0.000269414j -4.20253e-18+7.23031e-05j 5.13903e-17+0.000167294j 5.81231e-18-0.000160977j -2.26324e-17+0.000274661j 6.95111e-18+0.000129299j 2.08479e-17-2.83868e-05j 2.37601e-17+0.000132474j 2.46965e-17-5.93912e-05j -1.30267e-16+0.000280561j -2.38053e-17-0.000155316j -5.06357e-17-6.85502e-05j 3.37285e-17+0.000121963j 7.74987e-18-6.00335e-05j -3.1629e-16+3.09987e-05j -4.53721e-17-4.54544e-05j -1.07148e-16+0.000236222j 1.18387e-15+0.000147414j -5.5799e-17-7.78539e-05j 1.01663e-16+0.000156539j -3.32852e-16+0.000295158j 2.2294e-16-0.000134068j 2.40244e-17-4.95886e-05j 1.59742e-16-0.000164357j -2.92415e-17-0.00021226j 1.49335e-17-6.6071e-05j -1.21551e-17+1.79189e-05j -9.90844e-18-4.55647e-06j -4.2619e-17+8.01236e-05j -2.06866e-17+0.000109066j 1.77199e-18+0.000234838j 1.67196e-16+7.76769e-05j 8.35123e-17+0.000191819j 6.33309e-17+0.000140982j 1.55556e-18-3.92093e-05j -7.3866e-17+0.00014434j -2.13533e-17+0.000218589j -8.81457e-18+5.66427e-05j 1.69703e-15+0.000182022j -1.11888e-17-3.02446e-05j -3.34574e-17-0.000260314j 1.77543e-17+6.46005e-05j -5.59032e-18-4.35778e-05j -2.44955e-17-0.00019243j 6.6702e-18+0.000103849j -7.59128e-18+6.32188e-05j -1.18187e-18-0.000107258j -8.59126e-18+0.00017713j 2.87778e-17-0.00019534j -1.24256e-16-0.000205461j -4.74468e-18+6.198e-05j -1.75544e-18+7.4739e-05j -5.00602e-18-0.000126149j 5.93829e-18+0.000225273j 2.05967e-18+0.000106981j 5.02625e-18+0.000120873j -1.85428e-17-0.000208114j 1.71071e-17+5.14835e-05j -2.4983e-16-0.000145325j 
-3.0898e-16-8.84184e-05j -2.00396e-17-3.11044e-05j 2.30185e-18-0.000129513j 4.81636e-19-7.45349e-05j -9.70379e-19+6.82502e-05j -3.02042e-18+0.000142837j 1.16524e-18-7.89943e-05j 1.21124e-18+4.5236e-05j 3.6477e-18+4.14928e-05j -1.39019e-17-0.000140636j 1.31307e-17+0.000123848j 4.35685e-18+0.000115676j 4.34975e-18+5.13839e-05j 1.5538e-18-1.23215e-05j 7.55248e-18-4.97456e-05j -1.57178e-18+0.000157511j 3.3958e-18+6.14525e-05j 3.3509e-18-5.38314e-05j -1.32374e-17+0.000157195j 2.45204e-18-4.21865e-05j -2.99846e-17-9.76107e-05j -3.3913e-18+9.39251e-05j 1.32053e-17-0.000160256j -4.05575e-18-7.54417e-05j -1.21641e-17+1.65628e-05j -1.38632e-17-7.72942e-05j -1.44096e-17+3.46528e-05j 7.60064e-17-0.000163698j 1.38896e-17+9.06221e-05j 2.95443e-17+3.99968e-05j -1.96795e-17-7.11617e-05j -4.5218e-18+3.50276e-05j 1.84545e-16-1.80867e-05j 2.64731e-17+2.65212e-05j 6.25172e-17-0.000137828j -6.90751e-16-8.60113e-05j 3.25569e-17+4.54252e-05j -5.93171e-17-9.13355e-05j 1.94208e-16-0.000172215j -1.30078e-16+7.82242e-05j -1.40175e-17+2.89333e-05j -9.32044e-17+9.58972e-05j 1.70614e-17+0.000123847j -8.71319e-18+3.85503e-05j 7.09211e-18-1.04551e-05j 5.78126e-18+2.65855e-06j 2.48668e-17-4.67495e-05j 1.207e-17-6.36367e-05j -1.0339e-18-0.000137021j -9.75533e-17-4.5322e-05j -4.87267e-17-0.00011192j -3.69515e-17-8.22587e-05j -9.07618e-19+2.28773e-05j 4.30985e-17-8.42177e-05j 1.2459e-17-0.00012754j 5.14302e-18-3.30492e-05j -9.9016e-16-0.000106204j 6.52832e-18+1.76468e-05j 1.95213e-17+0.000151885j -1.0359e-17-3.76923e-05j 3.26177e-18+2.54262e-05j 1.42923e-17+0.000112276j -3.89185e-18-6.05924e-05j 4.42927e-18-3.68861e-05j 6.89585e-19+6.25818e-05j 5.01273e-18-0.000103349j -1.67909e-17+0.000113974j 7.24994e-17+0.00011988j 2.76837e-18-3.61633e-05j 1.02424e-18-4.36078e-05j 2.92085e-18+7.3604e-05j -3.4648e-18-0.00013144j -1.20175e-18-6.24197e-05j -2.93265e-18-7.05253e-05j 1.08191e-17+0.000121428j -9.98146e-18-3.0039e-05j 1.45768e-16+8.47924e-05j 
-5.70534e-16-0.000163265j -3.70033e-17-5.74346e-05j 4.25038e-18-0.000239147j 8.89344e-19-0.000137629j -1.79181e-18+0.000126025j -5.57723e-18+0.00026375j 2.15162e-18-0.000145864j 2.23656e-18+8.35287e-05j 6.7355e-18+7.66167e-05j -2.567e-17-0.000259686j 2.42459e-17+0.000228686j 8.04496e-18+0.000213596j 8.03184e-18+9.48808e-05j 2.86911e-18-2.27518e-05j 1.39457e-17-9.18555e-05j -2.9023e-18+0.000290846j 6.27038e-18+0.000113473j 6.18747e-18-9.94001e-05j -2.44429e-17+0.000290261j 4.52771e-18-7.78977e-05j -5.53667e-17-0.000180239j -6.26205e-18+0.000173433j 2.43837e-17-0.000295914j -7.48897e-18-0.000139304j -2.2461e-17+3.05833e-05j -2.55986e-17-0.000142724j -2.66074e-17+6.39867e-05j 1.40346e-16-0.00030227j 2.56473e-17+0.000167334j 5.45537e-17+7.38545e-05j -3.63383e-17-0.000131401j -8.34954e-18+6.46788e-05j 3.40764e-16-3.33973e-05j 4.88829e-17+4.89716e-05j 1.15439e-16-0.0002545j -1.27548e-15-0.00015882j 6.01165e-17+8.3878e-05j -1.09529e-16-0.000168652j 3.58607e-16-0.000317997j -2.4019e-16+0.000144442j -2.58833e-17+5.34256e-05j -1.72103e-16+0.000177075j 3.15041e-17+0.000228684j -1.6089e-17+7.11834e-05j 1.30956e-17-1.93054e-05j 1.06751e-17+4.90904e-06j 4.59167e-17-8.63233e-05j 2.22873e-17-0.000117506j -1.9091e-18-0.00025301j -1.80133e-16-8.36873e-05j -8.99743e-17-0.000206662j -6.82313e-17-0.000151891j -1.67592e-18+4.22432e-05j 7.95816e-17-0.000155509j 2.30056e-17-0.000235503j 9.49662e-18-6.10255e-05j -1.82834e-15-0.000196107j 1.20546e-17+3.25848e-05j 3.60462e-17+0.000280457j -1.91281e-17-6.95992e-05j 6.02288e-18+4.69497e-05j 2.63909e-17+0.000207319j -7.18632e-18-0.000111884j 8.17867e-18-6.81105e-05j 1.27332e-18+0.000115558j 9.25603e-18-0.000190835j -3.10046e-17+0.000210454j 1.33871e-16+0.000221359j 5.11181e-18-6.67758e-05j 1.89127e-18-8.05221e-05j 5.39338e-18+0.00013591j -6.39778e-18-0.000242704j -2.21904e-18-0.000115258j -5.41517e-18-0.000130225j 1.99776e-17+0.000224217j -1.84308e-17-5.54672e-05j 2.69162e-16+0.00015657j 
-4.30128e-16-0.000123086j -2.78969e-17-4.33001e-05j 3.20438e-18-0.000180294j 6.7048e-19-0.000103759j -1.35085e-18+9.50104e-05j -4.20469e-18+0.000198842j 1.62211e-18-0.000109967j 1.68615e-18+6.29726e-05j 5.07792e-18+5.77616e-05j -1.93527e-17-0.000195778j 1.82791e-17+0.000172407j 6.06513e-18+0.000161031j 6.05524e-18+7.1531e-05j 2.16303e-18-1.71527e-05j 1.05137e-17-6.92502e-05j -2.18805e-18+0.00021927j 4.72726e-18+8.55474e-05j 4.66475e-18-7.49381e-05j -1.84276e-17+0.000218829j 3.41346e-18-5.87274e-05j -4.17412e-17-0.000135883j -4.72099e-18+0.000130752j 1.83829e-17-0.000223091j -5.64597e-18-0.000105021j -1.69334e-17+2.30569e-05j -1.92989e-17-0.0001076j -2.00594e-17+4.82398e-05j 1.05808e-16-0.000227882j 1.93356e-17+0.000126154j 4.11283e-17+5.56792e-05j -2.73956e-17-9.90635e-05j -6.29475e-18+4.87616e-05j 2.56903e-16-2.51783e-05j 3.6853e-17+3.69199e-05j 8.70295e-17-0.000191869j -9.61587e-16-0.000119735j 4.53221e-17+6.32359e-05j -8.25746e-17-0.000127147j 2.70355e-16-0.000239739j -1.8108e-16+0.000108895j -1.95135e-17+4.02778e-05j -1.29749e-16+0.000133497j 2.3751e-17+0.000172406j -1.21295e-17+5.36654e-05j 9.87284e-18-1.45544e-05j 8.04802e-18+3.70094e-06j 3.46168e-17-6.50795e-05j 1.68025e-17-8.85879e-05j -1.43928e-18-0.000190745j -1.35803e-16-6.30922e-05j -6.78319e-17-0.000155803j -5.14398e-17-0.000114511j -1.26348e-18+3.18473e-05j 5.99969e-17-0.000117239j 1.7344e-17-0.000177547j 7.15954e-18-4.60074e-05j -1.37839e-15-0.000147845j 9.088e-18+2.45658e-05j 2.71754e-17+0.000211437j -1.44207e-17-5.24711e-05j 4.54067e-18+3.53956e-05j 1.98962e-17+0.000156299j -5.41779e-18-8.435e-05j 6.16593e-18-5.13488e-05j 9.59964e-19+8.71195e-05j 6.97816e-18-0.000143872j -2.33745e-17+0.000158662j 1.00926e-16+0.000166884j 3.85381e-18-5.03425e-05j 1.42583e-18-6.07059e-05j 4.06609e-18+0.000102463j -4.82331e-18-0.000182976j -1.67295e-18-8.68937e-05j -4.08252e-18-9.81774e-05j 1.50612e-17+0.000169038j -1.38951e-17-4.18169e-05j 2.02922e-16+0.000118039j 
-4.59545e-16-0.000131504j -2.98048e-17-4.62615e-05j 3.42353e-18-0.000192624j 7.16335e-19-0.000110855j -1.44324e-18+0.000101508j -4.49226e-18+0.000212441j 1.73305e-18-0.000117488j 1.80147e-18+6.72794e-05j 5.42521e-18+6.1712e-05j -2.06763e-17-0.000209168j 1.95292e-17+0.000184198j 6.47993e-18+0.000172044j 6.46936e-18+7.64231e-05j 2.31096e-18-1.83258e-05j 1.12328e-17-7.39863e-05j -2.3377e-18+0.000234266j 5.05057e-18+9.13981e-05j 4.98378e-18-8.00632e-05j -1.96879e-17+0.000233795j 3.64691e-18-6.27438e-05j -4.45959e-17-0.000145176j -5.04386e-18+0.000139694j 1.96402e-17-0.000238348j -6.0321e-18-0.000112204j -1.80915e-17+2.46338e-05j -2.06187e-17-0.000114959j -2.14313e-17+5.1539e-05j 1.13044e-16-0.000243468j 2.0658e-17+0.000134782j 4.39411e-17+5.94871e-05j -2.92692e-17-0.000105839j -6.72525e-18+5.20964e-05j 2.74473e-16-2.69003e-05j 3.93734e-17+3.94449e-05j 9.29816e-17-0.000204991j -1.02735e-15-0.000127924j 4.84217e-17+6.75607e-05j -8.8222e-17-0.000135843j 2.88845e-16-0.000256135j -1.93465e-16+0.000116342j -2.08481e-17+4.30324e-05j -1.38623e-16+0.000142628j 2.53754e-17+0.000184197j -1.29591e-17+5.73357e-05j 1.05481e-17-1.55498e-05j 8.59844e-18+3.95406e-06j 3.69843e-17-6.95303e-05j 1.79516e-17-9.46465e-05j -1.53771e-18-0.00020379j -1.45091e-16-6.74071e-05j -7.24711e-17-0.000166458j -5.49579e-17-0.000122343j -1.3499e-18+3.40254e-05j 6.41001e-17-0.000125257j 1.85302e-17-0.00018969j 7.64919e-18-4.91539e-05j -1.47266e-15-0.000157957j 9.70954e-18+2.62459e-05j 2.9034e-17+0.000225898j -1.5407e-17-5.60596e-05j 4.85122e-18+3.78163e-05j 2.12569e-17+0.000166988j -5.78832e-18-9.01188e-05j 6.58763e-18-5.48606e-05j 1.02562e-18+9.30777e-05j 7.4554e-18-0.000153711j -2.49731e-17+0.000169514j 1.07828e-16+0.000178297j 4.11738e-18-5.37855e-05j 1.52335e-18-6.48577e-05j 4.34417e-18+0.000109471j -5.15318e-18-0.00019549j -1.78736e-18-9.28365e-05j -4.36172e-18-0.000104892j 1.60912e-17+0.000180599j -1.48454e-17-4.46768e-05j 2.168e-16+0.000126111j 
