-0.0669592-0j -0.0141897-0j -0.134595-0j -0.0581453-0j -0.120131-0j 0.125277-0j -0.104708-0j 0.0748645-0j -0.201874-0j -0.161389-0j 0.217346-0j 0.0708899-0j -0.0805882-0j -0.308021-0j -0.295607-0j 0.063888-0j 0.0553386-0j -0.164882-0j 0.000252305-0j -0.129765-0j 0.104856-0j -0.0627572-0j 0.00666074-0j 0.0182288-0j 0.0953366-0j 0.159464-0j -0.108728-0j -0.376888-0j -0.00744132-0j -0.0894862-0j 0.12348-0j -0.06439-0j 0.0152021-0j -0.0271911-0j 0.0779342-0j -0.113735-0j -0.132003-0j 0.103324-0j -0.141203-0j -0.0350735-0j 0.203836-0j -0.183633-0j 0.243476-0j -0.0922743-0j 0.104645-0j -0.156368-0j -0.116497-0j -0.137277-0j 0.0702878-0j -0.087528-0j 0.108728-0j -0.102479-0j 0.0543818-0j -0.119803-0j 0.013549-0j -0.0626664-0j 
-2.89941e-05-0j -6.1443e-06-0j -5.82812e-05-0j -2.51776e-05-0j -5.20181e-05-0j 5.42465e-05-0j -4.53399e-05-0j 3.24172e-05-0j -8.74138e-05-0j -6.98833e-05-0j 9.41134e-05-0j 3.06962e-05-0j -3.48957e-05-0j -0.000133377-0j -0.000128001-0j 2.76643e-05-0j 2.39623e-05-0j -7.13961e-05-0j 1.09251e-07-0j -5.619e-05-0j 4.54038e-05-0j -2.71746e-05-0j 2.88418e-06-0j 7.89328e-06-0j 4.12819e-05-0j 6.90496e-05-0j -4.70807e-05-0j -0.000163197-0j -3.22218e-06-0j -3.87486e-05-0j 5.34683e-05-0j -2.78816e-05-0j 6.58269e-06-0j -1.17741e-05-0j 3.37464e-05-0j -4.92485e-05-0j -5.71589e-05-0j 4.47406e-05-0j -6.11425e-05-0j -1.51872e-05-0j 8.82635e-05-0j -7.95154e-05-0j 0.000105428-0j -3.99559e-05-0j 4.53127e-05-0j -6.77094e-05-0j -5.04445e-05-0j -5.94424e-05-0j 3.04355e-05-0j -3.79007e-05-0j 4.70805e-05-0j -4.43748e-05-0j 2.3548e-05-0j -5.18762e-05-0j 5.86686e-06-0j -2.71353e-05-0j 
-0.000119588-0j -2.53425e-05-0j -0.000240384-0j -0.000103846-0j -0.000214551-0j 0.000223743-0j -0.000187007-0j 0.000133706-0j -0.000360543-0j -0.000288237-0j 0.000388175-0j 0.000126608-0j -0.000143929-0j -0.000550119-0j -0.000527948-0j 0.000114103-0j 9.88336e-05-0j -0.000294477-0j 4.50612e-07-0j -0.000231759-0j 0.00018727-0j -0.000112083-0j 1.1896e-05-0j 3.25562e-05-0j 0.000170269-0j 0.000284799-0j -0.000194187-0j -0.000673114-0j -1.329e-05-0j -0.000159821-0j 0.000220533-0j -0.000114999-0j 2.71507e-05-0j -4.85628e-05-0j 0.000139189-0j -0.000203128-0j -0.000235755-0j 0.000184535-0j -0.000252185-0j -6.26406e-05-0j 0.000364047-0j -0.000327966-0j 0.000434843-0j -0.0001648-0j 0.000186895-0j -0.000279271-0j -0.000208061-0j -0.000245173-0j 0.000125533-0j -0.000156323-0j 0.000194186-0j -0.000183026-0j 9.71249e-05-0j -0.000213966-0j 2.41982e-05-0j -0.000111921-0j 
0.000181838-0j 3.85343e-05-0j 0.000365514-0j 0.000157903-0j 0.000326234-0j -0.00034021-0j 0.000284352-0j -0.000203306-0j 0.00054822-0j 0.000438277-0j -0.000590237-0j -0.000192513-0j 0.00021885-0j 0.000836479-0j 0.000802768-0j -0.000173498-0j -0.000150281-0j 0.000447764-0j -6.85174e-07-0j 0.000352399-0j -0.000284753-0j 0.000170427-0j -1.80883e-05-0j -4.95031e-05-0j -0.000258902-0j -0.000433048-0j 0.000295269-0j 0.0010235-0j 2.02081e-05-0j 0.000243014-0j -0.000335329-0j 0.000174861-0j -4.12837e-05-0j 7.38418e-05-0j -0.000211643-0j 0.000308864-0j 0.000358475-0j -0.000280593-0j 0.000383459-0j 9.52476e-05-0j -0.000553549-0j 0.000498685-0j -0.000661197-0j 0.000250585-0j -0.000284181-0j 0.000424643-0j 0.000316366-0j 0.000372796-0j -0.000190878-0j 0.000237696-0j -0.000295268-0j 0.000278299-0j -0.000147682-0j 0.000325344-0j -3.67943e-05-0j 0.00017018-0j 
-2.41231e-17-0j -5.11206e-18-0j -4.849e-17-0j -2.09478e-17-0j -4.32791e-17-0j 4.51331e-17-0j -3.77229e-17-0j 2.69711e-17-0j -7.27283e-17-0j -5.8143e-17-0j 7.83024e-17-0j 2.55392e-17-0j -2.90332e-17-0j -1.10969e-16-0j -1.06497e-16-0j 2.30167e-17-0j 1.99366e-17-0j -5.94016e-17-0j 9.08969e-20-0j -4.67501e-17-0j 3.7776e-17-0j -2.26093e-17-0j 2.39964e-18-0j 6.56721e-18-0j 3.43466e-17-0j 5.74493e-17-0j -3.91712e-17-0j -1.3578e-16-0j -2.68085e-18-0j -3.22388e-17-0j 4.44856e-17-0j -2.31975e-17-0j 5.4768e-18-0j -9.79604e-18-0j 2.80771e-17-0j -4.09747e-17-0j -4.75563e-17-0j 3.72242e-17-0j -5.08706e-17-0j -1.26358e-17-0j 7.34353e-17-0j -6.61569e-17-0j 8.77161e-17-0j -3.32433e-17-0j 3.77002e-17-0j -5.63342e-17-0j -4.19699e-17-0j -4.94561e-17-0j 2.53223e-17-0j -3.15334e-17-0j 3.9171e-17-0j -3.69198e-17-0j 1.95919e-17-0j -4.3161e-17-0j 4.88123e-18-0j -2.25766e-17-0j 
9.92319e-05-0j 2.10288e-05-0j 0.000199467-0j 8.61699e-05-0j 0.000178031-0j -0.000185658-0j 0.000155175-0j -0.000110947-0j 0.000299172-0j 0.000239175-0j -0.000322102-0j -0.000105057-0j 0.00011943-0j 0.00045648-0j 0.000438083-0j -9.46805e-05-0j -8.20105e-05-0j 0.000244352-0j -3.7391e-07-0j 0.000192309-0j -0.000155394-0j 9.30047e-05-0j -9.87106e-06-0j -2.70146e-05-0j -0.000141287-0j -0.000236321-0j 0.000161133-0j 0.000558539-0j 1.10279e-05-0j 0.000132616-0j -0.000182994-0j 9.54245e-05-0j -2.25292e-05-0j 4.02966e-05-0j -0.000115497-0j 0.000168552-0j 0.000195626-0j -0.000153124-0j 0.000209259-0j 5.19781e-05-0j -0.00030208-0j 0.00027214-0j -0.000360825-0j 0.000136748-0j -0.000155082-0j 0.000231734-0j 0.000172646-0j 0.000203441-0j -0.000104165-0j 0.000129714-0j -0.000161132-0j 0.000151872-0j -8.05926e-05-0j 0.000177545-0j -2.00792e-05-0j 9.28701e-05-0j 
2.44152e-17-0j 5.17395e-18-0j 4.9077e-17-0j 2.12014e-17-0j 4.3803e-17-0j -4.56795e-17-0j 3.81795e-17-0j -2.72977e-17-0j 7.36088e-17-0j 5.88469e-17-0j -7.92503e-17-0j -2.58484e-17-0j 2.93847e-17-0j 1.12313e-16-0j 1.07787e-16-0j -2.32953e-17-0j -2.0178e-17-0j 6.01207e-17-0j -9.19973e-20-0j 4.73161e-17-0j -3.82333e-17-0j 2.2883e-17-0j -2.42869e-18-0j -6.64672e-18-0j -3.47624e-17-0j -5.81448e-17-0j 3.96454e-17-0j 1.37424e-16-0j 2.71331e-18-0j 3.26291e-17-0j -4.50242e-17-0j 2.34784e-17-0j -5.54311e-18-0j 9.91463e-18-0j -2.8417e-17-0j 4.14708e-17-0j 4.8132e-17-0j -3.76748e-17-0j 5.14865e-17-0j 1.27888e-17-0j -7.43243e-17-0j 6.69578e-17-0j -8.8778e-17-0j 3.36458e-17-0j -3.81566e-17-0j 5.70163e-17-0j 4.2478e-17-0j 5.00548e-17-0j -2.56289e-17-0j 3.19151e-17-0j -3.96452e-17-0j 3.73668e-17-0j -1.98291e-17-0j 4.36835e-17-0j -4.94032e-18-0j 2.28499e-17-0j 
-3.15458e-18-0j -6.68504e-19-0j -6.34103e-18-0j -2.73934e-18-0j -5.6596e-18-0j 5.90205e-18-0j -4.93301e-18-0j 3.52701e-18-0j -9.51067e-18-0j -7.60335e-18-0j 1.02396e-17-0j 3.33976e-18-0j -3.79667e-18-0j -1.45115e-17-0j -1.39266e-17-0j 3.00989e-18-0j 2.60711e-18-0j -7.76794e-18-0j 1.18866e-20-0j -6.11351e-18-0j 4.93996e-18-0j -2.95662e-18-0j 3.13801e-19-0j 8.58794e-19-0j 4.4915e-18-0j 7.51264e-18-0j -5.12241e-18-0j -1.77559e-17-0j -3.50575e-19-0j -4.21587e-18-0j 5.81738e-18-0j -3.03354e-18-0j 7.16201e-19-0j -1.28103e-18-0j 3.67164e-18-0j -5.35826e-18-0j -6.21893e-18-0j 4.8678e-18-0j -6.65234e-18-0j -1.65238e-18-0j 9.60312e-18-0j -8.65133e-18-0j 1.14706e-17-0j -4.34722e-18-0j 4.93005e-18-0j -7.36683e-18-0j -5.4884e-18-0j -6.46737e-18-0j 3.3114e-18-0j -4.12362e-18-0j 5.12239e-18-0j -4.828e-18-0j 2.56203e-18-0j -5.64416e-18-0j 6.38318e-19-0j -2.95234e-18-0j 
-2.53512e-05-0j -5.3723e-06-0j -5.09585e-05-0j -2.20142e-05-0j -4.54823e-05-0j 4.74307e-05-0j -3.96432e-05-0j 2.83441e-05-0j -7.64307e-05-0j -6.11028e-05-0j 8.22885e-05-0j 2.68393e-05-0j -3.05112e-05-0j -0.000116619-0j -0.000111919-0j 2.41884e-05-0j 2.09515e-05-0j -6.24255e-05-0j 9.55242e-08-0j -4.913e-05-0j 3.96991e-05-0j -2.37603e-05-0j 2.5218e-06-0j 6.90153e-06-0j 3.6095e-05-0j 6.03739e-05-0j -4.11652e-05-0j -0.000142692-0j -2.81733e-06-0j -3.388e-05-0j 4.67502e-05-0j -2.43785e-05-0j 5.75561e-06-0j -1.02947e-05-0j 2.95064e-05-0j -4.30606e-05-0j -4.99772e-05-0j 3.91192e-05-0j -5.34603e-05-0j -1.3279e-05-0j 7.71736e-05-0j -6.95247e-05-0j 9.21814e-05-0j -3.49356e-05-0j 3.96194e-05-0j -5.92021e-05-0j -4.41064e-05-0j -5.19737e-05-0j 2.66114e-05-0j -3.31386e-05-0j 4.11651e-05-0j -3.87993e-05-0j 2.05893e-05-0j -4.53582e-05-0j 5.12972e-06-0j -2.37259e-05-0j 
-3.20272e-18-0j -6.78706e-19-0j -6.43781e-18-0j -2.78115e-18-0j -5.74597e-18-0j 5.99213e-18-0j -5.0083e-18-0j 3.58084e-18-0j -9.65582e-18-0j -7.71939e-18-0j 1.03959e-17-0j 3.39073e-18-0j -3.85461e-18-0j -1.47329e-17-0j -1.41392e-17-0j 3.05582e-18-0j 2.6469e-18-0j -7.88649e-18-0j 1.2068e-20-0j -6.20681e-18-0j 5.01536e-18-0j -3.00174e-18-0j 3.1859e-19-0j 8.719e-19-0j 4.56004e-18-0j 7.6273e-18-0j -5.20059e-18-0j -1.80269e-17-0j -3.55925e-19-0j -4.28021e-18-0j 5.90616e-18-0j -3.07984e-18-0j 7.27132e-19-0j -1.30058e-18-0j 3.72767e-18-0j -5.44004e-18-0j -6.31384e-18-0j 4.94209e-18-0j -6.75387e-18-0j -1.6776e-18-0j 9.74968e-18-0j -8.78336e-18-0j 1.16457e-17-0j -4.41357e-18-0j 5.00529e-18-0j -7.47925e-18-0j -5.57216e-18-0j -6.56607e-18-0j 3.36193e-18-0j -4.18655e-18-0j 5.20057e-18-0j -4.90169e-18-0j 2.60114e-18-0j -5.7303e-18-0j 6.4806e-19-0j -2.99739e-18-0j 
2.00698e-05-0j 4.25309e-06-0j 4.03424e-05-0j 1.7428e-05-0j 3.6007e-05-0j -3.75495e-05-0j 3.13844e-05-0j -2.24392e-05-0j 6.0508e-05-0j 4.83734e-05-0j -6.51454e-05-0j -2.12479e-05-0j 2.41548e-05-0j 9.23236e-05-0j 8.86028e-05-0j -1.91492e-05-0j -1.65867e-05-0j 4.94205e-05-0j -7.56237e-08-0j 3.88948e-05-0j -3.14286e-05-0j 1.88103e-05-0j -1.99643e-06-0j -5.46374e-06-0j -2.85754e-05-0j -4.77962e-05-0j 3.25893e-05-0j 0.000112965-0j 2.2304e-06-0j 2.68218e-05-0j -3.70108e-05-0j 1.92997e-05-0j -4.55655e-06-0j 8.15004e-06-0j -2.33593e-05-0j 3.40899e-05-0j 3.95655e-05-0j -3.09695e-05-0j 4.23229e-05-0j 1.05126e-05-0j -6.10961e-05-0j 5.50407e-05-0j -7.29774e-05-0j 2.76575e-05-0j -3.13655e-05-0j 4.68686e-05-0j 3.49178e-05-0j 4.11461e-05-0j -2.10675e-05-0j 2.62349e-05-0j -3.25892e-05-0j 3.07163e-05-0j -1.62999e-05-0j 3.59088e-05-0j -4.06105e-06-0j 1.87831e-05-0j 
-4.85881e-18-0j -1.02966e-18-0j -9.76672e-18-0j -4.21924e-18-0j -8.71715e-18-0j 9.09059e-18-0j -7.59803e-18-0j 5.43245e-18-0j -1.46487e-17-0j -1.1711e-17-0j 1.57714e-17-0j 5.14404e-18-0j -5.84779e-18-0j -2.23512e-17-0j -2.14504e-17-0j 4.63596e-18-0j 4.01558e-18-0j -1.19645e-17-0j 1.83082e-20-0j -9.41628e-18-0j 7.60874e-18-0j -4.5539e-18-0j 4.83329e-19-0j 1.32275e-18-0j 6.91799e-18-0j 1.15713e-17-0j -7.88975e-18-0j -2.73484e-17-0j -5.3997e-19-0j -6.49346e-18-0j 8.96017e-18-0j -4.67239e-18-0j 1.10312e-18-0j -1.97309e-18-0j 5.6552e-18-0j -8.25302e-18-0j -9.57865e-18-0j 7.49759e-18-0j -1.02462e-17-0j -2.54507e-18-0j 1.47911e-17-0j -1.33251e-17-0j 1.76675e-17-0j -6.69577e-18-0j 7.59346e-18-0j -1.13467e-17-0j -8.45346e-18-0j -9.96131e-18-0j 5.10035e-18-0j -6.35136e-18-0j 7.88972e-18-0j -7.43629e-18-0j 3.94615e-18-0j -8.69337e-18-0j 9.83164e-19-0j -4.54731e-18-0j 
6.74366e-05-0j 1.42908e-05-0j 0.000135555-0j 5.85598e-05-0j 0.000120987-0j -0.00012617-0j 0.000105455-0j -7.53982e-05-0j 0.000203313-0j 0.00016254-0j -0.000218895-0j -7.13953e-05-0j 8.11628e-05-0j 0.000310217-0j 0.000297714-0j -6.43435e-05-0j -5.57331e-05-0j 0.000166058-0j -2.54104e-07-0j 0.000130691-0j -0.000105603-0j 6.32046e-05-0j -6.70823e-06-0j -1.83587e-05-0j -9.60163e-05-0j -0.0001606-0j 0.000109504-0j 0.000379575-0j 7.49437e-06-0j 9.01242e-05-0j -0.00012436-0j 6.48491e-05-0j -1.53105e-05-0j 2.7385e-05-0j -7.84898e-05-0j 0.000114546-0j 0.000132944-0j -0.000104061-0j 0.00014221-0j 3.53235e-05-0j -0.000205289-0j 0.000184943-0j -0.000245212-0j 9.29321e-05-0j -0.000105391-0j 0.000157483-0j 0.000117327-0j 0.000138255-0j -7.07889e-05-0j 8.8152e-05-0j -0.000109503-0j 0.00010321-0j -5.47695e-05-0j 0.000120657-0j -1.36455e-05-0j 6.31131e-05-0j 
-0.000110218-0j -2.33568e-05-0j -0.000221549-0j -9.57095e-05-0j -0.00019774-0j 0.000206211-0j -0.000172354-0j 0.00012323-0j -0.000332293-0j -0.000265653-0j 0.00035776-0j 0.000116688-0j -0.000132652-0j -0.000507015-0j -0.000486581-0j 0.000105162-0j 9.10896e-05-0j -0.000271403-0j 4.15304e-07-0j -0.000213599-0j 0.000172597-0j -0.000103301-0j 1.09639e-05-0j 3.00053e-05-0j 0.000156928-0j 0.000262484-0j -0.000178971-0j -0.000620373-0j -1.22487e-05-0j -0.000147298-0j 0.000203253-0j -0.000105989-0j 2.50233e-05-0j -4.47577e-05-0j 0.000128283-0j -0.000187212-0j -0.000217283-0j 0.000170076-0j -0.000232426-0j -5.77324e-05-0j 0.000335523-0j -0.000302268-0j 0.000400771-0j -0.000151887-0j 0.000172251-0j -0.000257389-0j -0.000191759-0j -0.000225963-0j 0.000115697-0j -0.000144075-0j 0.000178971-0j -0.000168685-0j 8.95147e-05-0j -0.000197201-0j 2.23021e-05-0j -0.000103151-0j 
-7.27381e-18-0j -1.54143e-18-0j -1.46211e-17-0j -6.31635e-18-0j -1.30499e-17-0j 1.36089e-17-0j -1.13745e-17-0j 8.13256e-18-0j -2.19297e-17-0j -1.75318e-17-0j 2.36104e-17-0j 7.7008e-18-0j -8.75434e-18-0j -3.34605e-17-0j -3.21119e-17-0j 6.94018e-18-0j 6.01146e-18-0j -1.79113e-17-0j 2.7408e-20-0j -1.40965e-17-0j 1.13905e-17-0j -6.81735e-18-0j 7.2356e-19-0j 1.9802e-18-0j 1.03565e-17-0j 1.73226e-17-0j -1.18112e-17-0j -4.09415e-17-0j -8.08354e-19-0j -9.72093e-18-0j 1.34137e-17-0j -6.99472e-18-0j 1.65141e-18-0j -2.95378e-18-0j 8.46603e-18-0j -1.23551e-17-0j -1.43396e-17-0j 1.12242e-17-0j -1.53389e-17-0j -3.81005e-18-0j 2.21428e-17-0j -1.99482e-17-0j 2.64489e-17-0j -1.00238e-17-0j 1.13677e-17-0j -1.69864e-17-0j -1.26551e-17-0j -1.49124e-17-0j 7.6354e-18-0j -9.50821e-18-0j 1.18112e-17-0j -1.11324e-17-0j 5.90752e-18-0j -1.30143e-17-0j 1.47183e-18-0j -6.80748e-18-0j 
-4.84298e-05-0j -1.0263e-05-0j -9.7349e-05-0j -4.20549e-05-0j -8.68874e-05-0j 9.06096e-05-0j -7.57327e-05-0j 5.41475e-05-0j -0.00014601-0j -0.000116728-0j 0.000157201-0j 5.12728e-05-0j -5.82873e-05-0j -0.000222783-0j -0.000213805-0j 4.62085e-05-0j 4.00249e-05-0j -0.000119255-0j 1.82485e-07-0j -9.38559e-05-0j 7.58394e-05-0j -4.53906e-05-0j 4.81754e-06-0j 1.31844e-05-0j 6.89545e-05-0j 0.000115336-0j -7.86404e-05-0j -0.000272593-0j -5.38211e-06-0j -6.4723e-05-0j 8.93097e-05-0j -4.65716e-05-0j 1.09953e-05-0j -1.96666e-05-0j 5.63678e-05-0j -8.22613e-05-0j -9.54744e-05-0j 7.47316e-05-0j -0.000102128-0j -2.53677e-05-0j 0.000147429-0j -0.000132817-0j 0.0001761-0j -6.67395e-05-0j 7.56872e-05-0j -0.000113097-0j -8.42591e-05-0j -9.92885e-05-0j 5.08373e-05-0j -6.33067e-05-0j 7.86401e-05-0j -7.41206e-05-0j 3.93329e-05-0j -8.66504e-05-0j 9.7996e-06-0j -4.53249e-05-0j 
-2.65229e-18-0j -5.6206e-19-0j -5.33137e-18-0j -2.30316e-18-0j -4.75844e-18-0j 4.96229e-18-0j -4.14755e-18-0j 2.96542e-18-0j -7.99632e-18-0j -6.3927e-18-0j 8.60918e-18-0j 2.80798e-18-0j -3.19214e-18-0j -1.22009e-17-0j -1.17091e-17-0j 2.53064e-18-0j 2.19199e-18-0j -6.53108e-18-0j 9.99392e-21-0j -5.14008e-18-0j 4.15339e-18-0j -2.48585e-18-0j 2.63835e-19-0j 7.22051e-19-0j 3.77633e-18-0j 6.31643e-18-0j -4.30679e-18-0j -1.49287e-17-0j -2.94754e-19-0j -3.54459e-18-0j 4.8911e-18-0j -2.55052e-18-0j 6.02163e-19-0j -1.07705e-18-0j 3.08701e-18-0j -4.50509e-18-0j -5.22871e-18-0j 4.09272e-18-0j -5.59312e-18-0j -1.38928e-18-0j 8.07405e-18-0j -7.27381e-18-0j 9.6442e-18-0j -3.65503e-18-0j 4.14505e-18-0j -6.19383e-18-0j -4.6145e-18-0j -5.43759e-18-0j 2.78414e-18-0j -3.46703e-18-0j 4.30677e-18-0j -4.05926e-18-0j 2.15409e-18-0j -4.74546e-18-0j 5.36681e-19-0j -2.48225e-18-0j 
-9.74406e-05-0j -2.06492e-05-0j -0.000195866-0j -8.46144e-05-0j -0.000174817-0j 0.000182306-0j -0.000152374-0j 0.000108945-0j -0.000293772-0j -0.000234857-0j 0.000316287-0j 0.000103161-0j -0.000117274-0j -0.000448239-0j -0.000430174-0j 9.29713e-05-0j 8.053e-05-0j -0.000239941-0j 3.6716e-07-0j -0.000188838-0j 0.000152589-0j -9.13258e-05-0j 9.69287e-06-0j 2.65269e-05-0j 0.000138736-0j 0.000232055-0j -0.000158224-0j -0.000548456-0j -1.08288e-05-0j -0.000130222-0j 0.000179691-0j -9.37019e-05-0j 2.21225e-05-0j -3.95692e-05-0j 0.000113412-0j -0.000165509-0j -0.000192094-0j 0.00015036-0j -0.000205482-0j -5.10398e-05-0j 0.000296627-0j -0.000267228-0j 0.000354312-0j -0.00013428-0j 0.000152282-0j -0.000227551-0j -0.000169529-0j -0.000199768-0j 0.000102284-0j -0.000127373-0j 0.000158224-0j -0.00014913-0j 7.91377e-05-0j -0.00017434-0j 1.97168e-05-0j -9.11936e-05-0j 
1.06376e-17-0j 2.25427e-18-0j 2.13827e-17-0j 9.23735e-18-0j 1.90848e-17-0j -1.99024e-17-0j 1.66347e-17-0j -1.18935e-17-0j 3.2071e-17-0j 2.56393e-17-0j -3.4529e-17-0j -1.1262e-17-0j 1.28028e-17-0j 4.89343e-17-0j 4.69621e-17-0j -1.01497e-17-0j -8.79146e-18-0j 2.61943e-17-0j -4.00829e-20-0j 2.06154e-17-0j -1.66581e-17-0j 9.97004e-18-0j -1.05817e-18-0j -2.89595e-18-0j -1.51458e-17-0j -2.53335e-17-0j 1.72733e-17-0j 5.98749e-17-0j 1.18218e-18-0j 1.42164e-17-0j -1.96168e-17-0j 1.02294e-17-0j -2.41511e-18-0j 4.31976e-18-0j -1.23812e-17-0j 1.80687e-17-0j 2.09709e-17-0j -1.64148e-17-0j 2.24324e-17-0j 5.57201e-18-0j -3.23828e-17-0j 2.91732e-17-0j -3.86802e-17-0j 1.46593e-17-0j -1.66247e-17-0j 2.48417e-17-0j 1.85075e-17-0j 2.18087e-17-0j -1.11664e-17-0j 1.39053e-17-0j -1.72733e-17-0j 1.62806e-17-0j -8.63946e-18-0j 1.90327e-17-0j -2.15248e-18-0j 9.9556e-18-0j 
6.32478e-05-0j 1.34032e-05-0j 0.000127135-0j 5.49224e-05-0j 0.000113472-0j -0.000118333-0j 9.89045e-05-0j -7.07149e-05-0j 0.000190684-0j 0.000152443-0j -0.000205299-0j -6.69606e-05-0j 7.61214e-05-0j 0.000290948-0j 0.000279222-0j -6.03468e-05-0j -5.22713e-05-0j 0.000155743-0j -2.3832e-07-0j 0.000122573-0j -9.90439e-05-0j 5.92787e-05-0j -6.29155e-06-0j -1.72184e-05-0j -9.00523e-05-0j -0.000150625-0j 0.000102702-0j 0.000355998-0j 7.02886e-06-0j 8.45262e-05-0j -0.000116636-0j 6.0821e-05-0j -1.43595e-05-0j 2.5684e-05-0j -7.36145e-05-0j 0.000107431-0j 0.000124686-0j -9.75971e-05-0j 0.000133376-0j 3.31294e-05-0j -0.000192538-0j 0.000173455-0j -0.00022998-0j 8.71597e-05-0j -9.8845e-05-0j 0.000147701-0j 0.00011004-0j 0.000129668-0j -6.63919e-05-0j 8.26765e-05-0j -0.000102701-0j 9.67991e-05-0j -5.13675e-05-0j 0.000113163-0j -1.2798e-05-0j 5.91929e-05-0j 
-1.43773e-17-0j -3.04678e-18-0j -2.89e-17-0j -1.24848e-17-0j -2.57943e-17-0j 2.68993e-17-0j -2.24828e-17-0j 1.60748e-17-0j -4.3346e-17-0j -3.46531e-17-0j 4.66681e-17-0j 1.52213e-17-0j -1.73037e-17-0j -6.61377e-17-0j -6.34722e-17-0j 1.37179e-17-0j 1.18822e-17-0j -3.54033e-17-0j 5.41744e-20-0j -2.7863e-17-0j 2.25144e-17-0j -1.34751e-17-0j 1.43018e-18-0j 3.91405e-18-0j 2.04705e-17-0j 3.42397e-17-0j -2.3346e-17-0j -8.09246e-17-0j -1.59779e-18-0j -1.92143e-17-0j 2.65134e-17-0j -1.38257e-17-0j 3.26417e-18-0j -5.83843e-18-0j 1.67339e-17-0j -2.44209e-17-0j -2.83435e-17-0j 2.21856e-17-0j -3.03188e-17-0j -7.53091e-18-0j 4.37673e-17-0j -3.94294e-17-0j 5.22787e-17-0j -1.9813e-17-0j 2.24692e-17-0j -3.35751e-17-0j -2.5014e-17-0j -2.94758e-17-0j 1.50921e-17-0j -1.87938e-17-0j 2.33459e-17-0j -2.20042e-17-0j 1.16768e-17-0j -2.57239e-17-0j 2.90921e-18-0j -1.34556e-17-0j 
-7.14439e-05-0j -1.514e-05-0j -0.00014361-0j -6.20396e-05-0j -0.000128177-0j 0.000133668-0j -0.000111721-0j 7.98786e-05-0j -0.000215395-0j -0.000172198-0j 0.000231903-0j 7.56378e-05-0j -8.59857e-05-0j -0.000328651-0j -0.000315406-0j 6.8167e-05-0j 5.9045e-05-0j -0.000175926-0j 2.69203e-07-0j -0.000138457-0j 0.000111879-0j -6.69605e-05-0j 7.10685e-06-0j 1.94497e-05-0j 0.000101722-0j 0.000170144-0j -0.000116011-0j -0.00040213-0j -7.93971e-06-0j -9.54797e-05-0j 0.00013175-0j -6.87026e-05-0j 1.62203e-05-0j -2.90123e-05-0j 8.3154e-05-0j -0.000121352-0j -0.000140844-0j 0.000110244-0j -0.00015066-0j -3.74226e-05-0j 0.000217488-0j -0.000195932-0j 0.000259783-0j -9.84545e-05-0j 0.000111654-0j -0.000166841-0j -0.000124299-0j -0.000146471-0j 7.49954e-05-0j -9.33903e-05-0j 0.00011601-0j -0.000109343-0j 5.80241e-05-0j -0.000127827-0j 1.44564e-05-0j -6.68635e-05-0j 
3.11833e-17-0j 6.60821e-18-0j 6.26817e-17-0j 2.70786e-17-0j 5.59456e-17-0j -5.83423e-17-0j 4.87633e-17-0j -3.48648e-17-0j 9.40138e-17-0j 7.51598e-17-0j -1.01219e-16-0j -3.30138e-17-0j 3.75304e-17-0j 1.43447e-16-0j 1.37666e-16-0j -2.9753e-17-0j -2.57715e-17-0j 7.67867e-17-0j -1.175e-19-0j 6.04325e-17-0j -4.8832e-17-0j 2.92264e-17-0j -3.10195e-18-0j -8.48925e-18-0j -4.43988e-17-0j -7.42631e-17-0j 5.06355e-17-0j 1.75519e-16-0j 3.46546e-18-0j 4.16742e-17-0j -5.75053e-17-0j 2.99868e-17-0j -7.07971e-18-0j 1.26631e-17-0j -3.62944e-17-0j 5.29669e-17-0j 6.14746e-17-0j -4.81187e-17-0j 6.5759e-17-0j 1.63339e-17-0j -9.49277e-17-0j 8.55191e-17-0j -1.13388e-16-0j 4.29727e-17-0j -4.87339e-17-0j 7.28217e-17-0j 5.42533e-17-0j 6.39305e-17-0j -3.27334e-17-0j 4.07623e-17-0j -5.06353e-17-0j 4.77252e-17-0j -2.53259e-17-0j 5.5793e-17-0j -6.30983e-18-0j 2.91841e-17-0j 
-6.46265e-05-0j -1.36953e-05-0j -0.000129906-0j -5.61196e-05-0j -0.000115946-0j 0.000120913-0j -0.000101061-0j 7.22564e-05-0j -0.000194841-0j -0.000155767-0j 0.000209774-0j 6.84202e-05-0j -7.77807e-05-0j -0.00029729-0j -0.000285309-0j 6.16623e-05-0j 5.34107e-05-0j -0.000159138-0j 2.43515e-07-0j -0.000125245-0j 0.000101203-0j -6.05709e-05-0j 6.4287e-06-0j 1.75937e-05-0j 9.20153e-05-0j 0.000153908-0j -0.000104941-0j -0.000363758-0j -7.18208e-06-0j -8.63687e-05-0j 0.000119178-0j -6.21468e-05-0j 1.46725e-05-0j -2.62438e-05-0j 7.52192e-05-0j -0.000109772-0j -0.000127404-0j 9.97246e-05-0j -0.000136284-0j -3.38516e-05-0j 0.000196735-0j -0.000177236-0j 0.000234994-0j -8.90596e-05-0j 0.000101-0j -0.000150921-0j -0.000112438-0j -0.000132494-0j 6.78391e-05-0j -8.44787e-05-0j 0.00010494-0j -9.89092e-05-0j 5.24873e-05-0j -0.000115629-0j 1.30769e-05-0j -6.04832e-05-0j 
