-0.0669592-0j -0.0141897-0j -0.134595-0j -0.0581453-0j -0.120131-0j 0.125277-0j -0.104708-0j 0.0748645-0j -0.201874-0j -0.161389-0j 0.217346-0j 0.0708899-0j -0.0805882-0j -0.308021-0j -0.295607-0j 0.063888-0j 0.0553386-0j -0.164882-0j 0.000252305-0j -0.129765-0j 0.104856-0j -0.0627572-0j 0.00666074-0j 0.0182288-0j 0.0953366-0j 0.159464-0j -0.108728-0j -0.376888-0j -0.00744132-0j -0.0894862-0j 0.12348-0j -0.06439-0j 0.0152021-0j -0.0271911-0j 0.0779342-0j -0.113735-0j -0.132003-0j 0.103324-0j -0.141203-0j -0.0350735-0j 0.203836-0j -0.183633-0j 0.243476-0j -0.0922743-0j 0.104645-0j -0.156368-0j -0.116497-0j -0.137277-0j 0.0702878-0j -0.087528-0j 0.108728-0j -0.102479-0j 0.0543818-0j -0.119803-0j 0.013549-0j -0.0626664-0j 
9.35221e-18-0j 1.98188e-18-0j 1.87989e-17-0j 8.12117e-18-0j 1.67787e-17-0j -1.74975e-17-0j 1.46246e-17-0j -1.04563e-17-0j 2.81958e-17-0j 2.25412e-17-0j -3.03568e-17-0j -9.90121e-18-0j 1.12558e-17-0j 4.30214e-17-0j 4.12875e-17-0j -8.92326e-18-0j -7.72916e-18-0j 2.30292e-17-0j -3.52395e-20-0j 1.81244e-17-0j -1.46452e-17-0j 8.76532e-18-0j -9.30308e-19-0j -2.54602e-18-0j -1.33157e-17-0j -2.22723e-17-0j 1.51861e-17-0j 5.264e-17-0j 1.03933e-18-0j 1.24986e-17-0j -1.72465e-17-0j 8.99338e-18-0j -2.12328e-18-0j 3.79779e-18-0j -1.08851e-17-0j 1.58854e-17-0j 1.84369e-17-0j -1.44313e-17-0j 1.97218e-17-0j 4.89873e-18-0j -2.84699e-17-0j 2.56481e-17-0j -3.40063e-17-0j 1.2888e-17-0j -1.46159e-17-0j 2.184e-17-0j 1.62712e-17-0j 1.91735e-17-0j -9.81712e-18-0j 1.22251e-17-0j -1.51861e-17-0j 1.43133e-17-0j -7.59553e-18-0j 1.67329e-17-0j -1.89239e-18-0j 8.75263e-18-0j 
2.40361e-05-0j 5.09361e-06-0j 4.8315e-05-0j 2.08722e-05-0j 4.31229e-05-0j -4.49702e-05-0j 3.75867e-05-0j -2.68738e-05-0j 7.24658e-05-0j 5.79331e-05-0j -7.80198e-05-0j -2.54471e-05-0j 2.89284e-05-0j 0.000110569-0j 0.000106113-0j -2.29336e-05-0j -1.98647e-05-0j 5.91872e-05-0j -9.05689e-08-0j 4.65814e-05-0j -3.76397e-05-0j 2.25277e-05-0j -2.39098e-06-0j -6.54351e-06-0j -3.42226e-05-0j -5.7242e-05-0j 3.90298e-05-0j 0.00013529-0j 2.67118e-06-0j 3.21225e-05-0j -4.43251e-05-0j 2.31138e-05-0j -5.45704e-06-0j 9.76069e-06-0j -2.79757e-05-0j 4.08269e-05-0j 4.73846e-05-0j -3.70899e-05-0j 5.0687e-05-0j 1.25902e-05-0j -7.31702e-05-0j 6.59181e-05-0j -8.73995e-05-0j 3.31233e-05-0j -3.75641e-05-0j 5.6131e-05-0j 4.18184e-05-0j 4.92776e-05-0j -2.52309e-05-0j 3.14196e-05-0j -3.90296e-05-0j 3.67866e-05-0j -1.95212e-05-0j 4.30052e-05-0j -4.86361e-06-0j 2.24951e-05-0j 
0.000206296-0j 4.37174e-05-0j 0.000414677-0j 0.000179141-0j 0.000370114-0j -0.00038597-0j 0.000322599-0j -0.000230652-0j 0.000621959-0j 0.000497228-0j -0.000669627-0j -0.000218407-0j 0.000248286-0j 0.00094899-0j 0.000910744-0j -0.000196834-0j -0.000170494-0j 0.000507991-0j -7.77333e-07-0j 0.000399798-0j -0.000323053-0j 0.00019335-0j -2.05213e-05-0j -5.61615e-05-0j -0.000293725-0j -0.000491296-0j 0.000334984-0j 0.00116116-0j 2.29262e-05-0j 0.000275701-0j -0.000380433-0j 0.000198381-0j -4.68366e-05-0j 8.37739e-05-0j -0.00024011-0j 0.000350408-0j 0.000406692-0j -0.000318334-0j 0.000435036-0j 0.000108059-0j -0.000628004-0j 0.000565761-0j -0.000750131-0j 0.00028429-0j -0.000322405-0j 0.00048176-0j 0.000358918-0j 0.000422939-0j -0.000216552-0j 0.000269667-0j -0.000334983-0j 0.000315731-0j -0.000167546-0j 0.000369105-0j -4.17433e-05-0j 0.000193071-0j 
4.11655e-17-0j 8.7236e-18-0j 8.2747e-17-0j 3.57468e-17-0j 7.38546e-17-0j -7.70185e-17-0j 6.43731e-17-0j -4.60255e-17-0j 1.24109e-16-0j 9.92195e-17-0j -1.33621e-16-0j -4.3582e-17-0j 4.95444e-17-0j 1.89367e-16-0j 1.81735e-16-0j -3.92774e-17-0j -3.40213e-17-0j 1.01367e-16-0j -1.55113e-19-0j 7.97779e-17-0j -6.44638e-17-0j 3.85822e-17-0j -4.09492e-18-0j -1.12068e-17-0j -5.86115e-17-0j -9.80358e-17-0j 6.68446e-17-0j 2.31705e-16-0j 4.57481e-18-0j 5.50148e-17-0j -7.59136e-17-0j 3.9586e-17-0j -9.34603e-18-0j 1.67167e-17-0j -4.79128e-17-0j 6.99224e-17-0j 8.11535e-17-0j -6.35221e-17-0j 8.68094e-17-0j 2.15627e-17-0j -1.25315e-16-0j 1.12895e-16-0j -1.49685e-16-0j 5.67288e-17-0j -6.43344e-17-0j 9.6133e-17-0j 7.16205e-17-0j 8.43955e-17-0j -4.32119e-17-0j 5.38109e-17-0j -6.68443e-17-0j 6.30028e-17-0j -3.34331e-17-0j 7.36531e-17-0j -8.32969e-18-0j 3.85263e-17-0j 
1.70791e-17-0j 3.61933e-18-0j 3.43308e-17-0j 1.4831e-17-0j 3.06415e-17-0j -3.19542e-17-0j 2.67077e-17-0j -1.90955e-17-0j 5.14915e-17-0j 4.11651e-17-0j -5.54379e-17-0j -1.80817e-17-0j 2.05555e-17-0j 7.85662e-17-0j 7.53998e-17-0j -1.62958e-17-0j -1.41151e-17-0j 4.20562e-17-0j -6.43548e-20-0j 3.3099e-17-0j -2.67453e-17-0j 1.60073e-17-0j -1.69894e-18-0j -4.64957e-18-0j -2.43173e-17-0j -4.0674e-17-0j 2.77331e-17-0j 9.61319e-17-0j 1.89804e-18-0j 2.2825e-17-0j -3.14957e-17-0j 1.64238e-17-0j -3.87757e-18-0j 6.93558e-18-0j -1.98785e-17-0j 2.901e-17-0j 3.36697e-17-0j -2.63547e-17-0j 3.60163e-17-0j 8.94612e-18-0j -5.1992e-17-0j 4.68389e-17-0j -6.21028e-17-0j 2.35362e-17-0j -2.66917e-17-0j 3.98845e-17-0j 2.97146e-17-0j 3.50148e-17-0j -1.79282e-17-0j 2.23256e-17-0j -2.7733e-17-0j 2.61392e-17-0j -1.3871e-17-0j 3.05579e-17-0j -3.4559e-18-0j 1.59842e-17-0j 
-4.20445e-05-0j -8.90987e-06-0j -8.45138e-05-0j -3.65101e-05-0j -7.54316e-05-0j 7.86631e-05-0j -6.57476e-05-0j 4.70083e-05-0j -0.000126759-0j -0.000101338-0j 0.000136474-0j 4.45126e-05-0j -5.06023e-05-0j -0.00019341-0j -0.000185615-0j 4.01161e-05-0j 3.47478e-05-0j -0.000103532-0j 1.58425e-07-0j -8.14814e-05-0j 6.58403e-05-0j -3.9406e-05-0j 4.18236e-06-0j 1.14461e-05-0j 5.98631e-05-0j 0.000100129-0j -6.82719e-05-0j -0.000236652-0j -4.67249e-06-0j -5.61895e-05-0j 7.75345e-05-0j -4.04313e-05-0j 9.54559e-06-0j -1.70736e-05-0j 4.89359e-05-0j -7.14154e-05-0j -8.28864e-05-0j 6.48785e-05-0j -8.8663e-05-0j -2.20231e-05-0j 0.000127991-0j -0.000115306-0j 0.000152881-0j -5.79402e-05-0j 6.57081e-05-0j -9.81857e-05-0j -7.31498e-05-0j -8.61976e-05-0j 4.41346e-05-0j -5.49599e-05-0j 6.82717e-05-0j -6.43481e-05-0j 3.4147e-05-0j -7.52258e-05-0j 8.50756e-06-0j -3.9349e-05-0j 
1.88615e-18-0j 3.99705e-19-0j 3.79136e-18-0j 1.63788e-18-0j 3.38393e-18-0j -3.52889e-18-0j 2.9495e-18-0j -2.10883e-18-0j 5.68652e-18-0j 4.54611e-18-0j -6.12235e-18-0j -1.99687e-18-0j 2.27006e-18-0j 8.67654e-18-0j 8.32686e-18-0j -1.79964e-18-0j -1.55882e-18-0j 4.64452e-18-0j -7.1071e-21-0j 3.65532e-18-0j -2.95365e-18-0j 1.76779e-18-0j -1.87624e-19-0j -5.13481e-19-0j -2.68551e-18-0j -4.49188e-18-0j 3.06274e-18-0j 1.06164e-17-0j 2.09612e-19-0j 2.52071e-18-0j -3.47827e-18-0j 1.81378e-18-0j -4.28223e-19-0j 7.65938e-19-0j -2.1953e-18-0j 3.20376e-18-0j 3.71835e-18-0j -2.91051e-18-0j 3.9775e-18-0j 9.87974e-19-0j -5.7418e-18-0j 5.17271e-18-0j -6.85839e-18-0j 2.59924e-18-0j -2.94772e-18-0j 4.40469e-18-0j 3.28156e-18-0j 3.8669e-18-0j -1.97992e-18-0j 2.46555e-18-0j -3.06272e-18-0j 2.88671e-18-0j -1.53186e-18-0j 3.3747e-18-0j -3.81656e-19-0j 1.76523e-18-0j 
-0.000241744-0j -5.12293e-05-0j -0.000485931-0j -0.000209923-0j -0.000433711-0j 0.000452291-0j -0.000378031-0j 0.000270285-0j -0.000728829-0j -0.000582666-0j 0.000784688-0j 0.000255935-0j -0.000290949-0j -0.00111205-0j -0.00106724-0j 0.000230656-0j 0.00019979-0j -0.000595279-0j 9.10901e-07-0j -0.000468495-0j 0.000378563-0j -0.000226574-0j 2.40474e-05-0j 6.58117e-05-0j 0.000344196-0j 0.000575714-0j -0.000392544-0j -0.00136069-0j -2.68655e-05-0j -0.000323074-0j 0.000445802-0j -0.000232469-0j 5.48845e-05-0j -9.81686e-05-0j 0.000281367-0j -0.000410619-0j -0.000476574-0j 0.000373033-0j -0.000509787-0j -0.000126627-0j 0.000735914-0j -0.000662975-0j 0.000879025-0j -0.00033314-0j 0.000377803-0j -0.00056454-0j -0.000420591-0j -0.000495612-0j 0.000253761-0j -0.000316004-0j 0.000392543-0j -0.000369983-0j 0.000196336-0j -0.000432527-0j 4.89161e-05-0j -0.000226246-0j 
5.18786e-05-0j 1.09939e-05-0j 0.000104281-0j 4.50497e-05-0j 9.30748e-05-0j -9.70621e-05-0j 8.11258e-05-0j -5.80034e-05-0j 0.000156408-0j 0.000125041-0j -0.000168395-0j -5.4924e-05-0j 6.2438e-05-0j 0.000238648-0j 0.00022903-0j -4.94991e-05-0j -4.28752e-05-0j 0.000127747-0j -1.9548e-07-0j 0.00010054-0j -8.12401e-05-0j 4.8623e-05-0j -5.1606e-06-0j -1.41233e-05-0j -7.38648e-05-0j -0.000123549-0j 8.42405e-05-0j 0.000292005-0j 5.76537e-06-0j 6.9332e-05-0j -9.56696e-05-0j 4.9888e-05-0j -1.17783e-05-0j 2.10671e-05-0j -6.03818e-05-0j 8.81192e-05-0j 0.000102273-0j -8.00534e-05-0j 0.000109401-0j 2.71742e-05-0j -0.000157928-0j 0.000142275-0j -0.00018864-0j 7.14922e-05-0j -8.1077e-05-0j 0.000121151-0j 9.02593e-05-0j 0.000106359-0j -5.44575e-05-0j 6.78148e-05-0j -8.42401e-05-0j 7.93988e-05-0j -4.21339e-05-0j 9.28209e-05-0j -1.04974e-05-0j 4.85526e-05-0j 
-7.01982e-17-0j -1.48761e-17-0j -1.41106e-16-0j -6.09579e-17-0j -1.25942e-16-0j 1.31337e-16-0j -1.09773e-16-0j 7.84859e-17-0j -2.11639e-16-0j -1.69196e-16-0j 2.2786e-16-0j 7.4319e-17-0j -8.44865e-17-0j -3.22921e-16-0j -3.09906e-16-0j 6.69784e-17-0j 5.80155e-17-0j -1.72858e-16-0j 2.6451e-19-0j -1.36043e-16-0j 1.09928e-16-0j -6.5793e-17-0j 6.98294e-18-0j 1.91106e-17-0j 9.99484e-17-0j 1.67177e-16-0j -1.13988e-16-0j -3.95119e-16-0j -7.80127e-18-0j -9.38149e-17-0j 1.29453e-16-0j -6.75048e-17-0j 1.59375e-17-0j -2.85064e-17-0j 8.17041e-17-0j -1.19236e-16-0j -1.38389e-16-0j 1.08322e-16-0j -1.48033e-16-0j -3.67701e-17-0j 2.13696e-16-0j -1.92516e-16-0j 2.55253e-16-0j -9.67379e-17-0j 1.09707e-16-0j -1.63932e-16-0j -1.22132e-16-0j -1.43917e-16-0j 7.36878e-17-0j -9.1762e-17-0j 1.13987e-16-0j -1.07437e-16-0j 5.70124e-17-0j -1.25598e-16-0j 1.42044e-17-0j -6.56977e-17-0j 
-9.69878e-05-0j -2.05532e-05-0j -0.000194956-0j -8.42212e-05-0j -0.000174005-0j 0.000181459-0j -0.000151666-0j 0.000108438-0j -0.000292407-0j -0.000233766-0j 0.000314817-0j 0.000102681-0j -0.000116729-0j -0.000446157-0j -0.000428176-0j 9.25393e-05-0j 8.01558e-05-0j -0.000238826-0j 3.65454e-07-0j -0.00018796-0j 0.00015188-0j -9.09015e-05-0j 9.64783e-06-0j 2.64037e-05-0j 0.000138092-0j 0.000230977-0j -0.000157489-0j -0.000545908-0j -1.07785e-05-0j -0.000129617-0j 0.000178856-0j -9.32665e-05-0j 2.20197e-05-0j -3.93853e-05-0j 0.000112885-0j -0.00016474-0j -0.000191202-0j 0.000149661-0j -0.000204527-0j -5.08026e-05-0j 0.000295249-0j -0.000265986-0j 0.000352665-0j -0.000133656-0j 0.000151575-0j -0.000226494-0j -0.000168741-0j -0.00019884-0j 0.000101809-0j -0.000126781-0j 0.000157488-0j -0.000148437-0j 7.877e-05-0j -0.00017353-0j 1.96251e-05-0j -9.07699e-05-0j 
3.41864e-05-0j 7.24463e-06-0j 6.87183e-05-0j 2.96864e-05-0j 6.13335e-05-0j -6.3961e-05-0j 5.34595e-05-0j -3.82225e-05-0j 0.000103068-0j 8.23981e-05-0j -0.000110967-0j -3.61933e-05-0j 4.11448e-05-0j 0.000157262-0j 0.000150924-0j -3.26184e-05-0j -2.82535e-05-0j 8.41818e-05-0j -1.28816e-07-0j 6.62526e-05-0j -5.35348e-05-0j 3.20411e-05-0j -3.40068e-06-0j -9.30682e-06-0j -4.86747e-05-0j -8.14151e-05-0j 5.5512e-05-0j 0.000192422-0j 3.79921e-06-0j 4.56877e-05-0j -6.30434e-05-0j 3.28747e-05-0j -7.76153e-06-0j 1.38826e-05-0j -3.97898e-05-0j 5.80679e-05-0j 6.7395e-05-0j -5.27528e-05-0j 7.2092e-05-0j 1.7907e-05-0j -0.00010407-0j 9.37551e-05-0j -0.000124308-0j 4.71112e-05-0j -5.34273e-05-0j 7.98349e-05-0j 5.94782e-05-0j 7.00874e-05-0j -3.58859e-05-0j 4.46879e-05-0j -5.55117e-05-0j 5.23215e-05-0j -2.7765e-05-0j 6.11662e-05-0j -6.9175e-06-0j 3.19947e-05-0j 
-2.35894e-05-0j -4.99896e-06-0j -4.74173e-05-0j -2.04843e-05-0j -4.23216e-05-0j 4.41346e-05-0j -3.68883e-05-0j 2.63744e-05-0j -7.11193e-05-0j -5.68567e-05-0j 7.65701e-05-0j 2.49742e-05-0j -2.83909e-05-0j -0.000108514-0j -0.000104141-0j 2.25075e-05-0j 1.94956e-05-0j -5.80874e-05-0j 8.8886e-08-0j -4.57159e-05-0j 3.69403e-05-0j -2.21091e-05-0j 2.34655e-06-0j 6.42192e-06-0j 3.35867e-05-0j 5.61783e-05-0j -3.83046e-05-0j -0.000132776-0j -2.62154e-06-0j -3.15256e-05-0j 4.35015e-05-0j -2.26843e-05-0j 5.35564e-06-0j -9.57932e-06-0j 2.74559e-05-0j -4.00683e-05-0j -4.65042e-05-0j 3.64007e-05-0j -4.97452e-05-0j -1.23562e-05-0j 7.18106e-05-0j -6.46933e-05-0j 8.57755e-05-0j -3.25078e-05-0j 3.68661e-05-0j -5.5088e-05-0j -4.10414e-05-0j -4.8362e-05-0j 2.47621e-05-0j -3.08357e-05-0j 3.83044e-05-0j -3.61031e-05-0j 1.91585e-05-0j -4.22061e-05-0j 4.77324e-06-0j -2.20771e-05-0j 
-3.15198e-18-0j -6.67953e-19-0j -6.33581e-18-0j -2.73708e-18-0j -5.65494e-18-0j 5.89719e-18-0j -4.92895e-18-0j 3.52411e-18-0j -9.50284e-18-0j -7.59709e-18-0j 1.02312e-17-0j 3.33701e-18-0j -3.79354e-18-0j -1.44995e-17-0j -1.39152e-17-0j 3.00741e-18-0j 2.60496e-18-0j -7.76154e-18-0j 1.18768e-20-0j -6.10847e-18-0j 4.93589e-18-0j -2.95418e-18-0j 3.13542e-19-0j 8.58086e-19-0j 4.4878e-18-0j 7.50645e-18-0j -5.11819e-18-0j -1.77413e-17-0j -3.50286e-19-0j -4.2124e-18-0j 5.81259e-18-0j -3.03104e-18-0j 7.15611e-19-0j -1.27997e-18-0j 3.66861e-18-0j -5.35385e-18-0j -6.2138e-18-0j 4.86379e-18-0j -6.64686e-18-0j -1.65102e-18-0j 9.59521e-18-0j -8.6442e-18-0j 1.14612e-17-0j -4.34364e-18-0j 4.92599e-18-0j -7.36076e-18-0j -5.48388e-18-0j -6.46204e-18-0j 3.30867e-18-0j -4.12022e-18-0j 5.11817e-18-0j -4.82403e-18-0j 2.55992e-18-0j -5.63951e-18-0j 6.37792e-19-0j -2.9499e-18-0j 
-1.37802e-18-0j -2.92023e-19-0j -2.76996e-18-0j -1.19663e-18-0j -2.47229e-18-0j 2.5782e-18-0j -2.15489e-18-0j 1.54071e-18-0j -4.15456e-18-0j -3.32138e-18-0j 4.47297e-18-0j 1.45891e-18-0j -1.6585e-18-0j -6.33906e-18-0j -6.08358e-18-0j 1.31481e-18-0j 1.13887e-18-0j -3.39328e-18-0j 5.19243e-21-0j -2.67057e-18-0j 2.15793e-18-0j -1.29154e-18-0j 1.37078e-19-0j 3.75148e-19-0j 1.96202e-18-0j 3.28175e-18-0j -2.23763e-18-0j -7.75633e-18-0j -1.53142e-19-0j -1.84162e-18-0j 2.54121e-18-0j -1.32514e-18-0j 3.12859e-19-0j -5.59592e-19-0j 1.60388e-18-0j -2.34066e-18-0j -2.71662e-18-0j 2.12641e-18-0j -2.90595e-18-0j -7.21811e-19-0j 4.19494e-18-0j -3.77917e-18-0j 5.01072e-18-0j -1.899e-18-0j 2.1536e-18-0j -3.21806e-18-0j -2.3975e-18-0j -2.82515e-18-0j 1.44652e-18-0j -1.80132e-18-0j 2.23762e-18-0j -2.10902e-18-0j 1.11918e-18-0j -2.46554e-18-0j 2.78837e-19-0j -1.28967e-18-0j 
-2.43212e-06-0j -5.15403e-07-0j -4.88881e-06-0j -2.11197e-06-0j -4.36344e-06-0j 4.55036e-06-0j -3.80325e-06-0j 2.71926e-06-0j -7.33254e-06-0j -5.86203e-06-0j 7.89452e-06-0j 2.57489e-06-0j -2.92716e-06-0j -1.11881e-05-0j -1.07371e-05-0j 2.32056e-06-0j 2.01003e-06-0j -5.98892e-06-0j 9.16431e-09-0j -4.71339e-06-0j 3.80861e-06-0j -2.27949e-06-0j 2.41934e-07-0j 6.62113e-07-0j 3.46285e-06-0j 5.79209e-06-0j -3.94927e-06-0j -1.36895e-05-0j -2.70286e-07-0j -3.25035e-06-0j 4.48508e-06-0j -2.3388e-06-0j 5.52177e-07-0j -9.87646e-07-0j 2.83076e-06-0j -4.13111e-06-0j -4.79467e-06-0j 3.75298e-06-0j -5.12882e-06-0j -1.27395e-06-0j 7.40381e-06-0j -6.67e-06-0j 8.84362e-06-0j -3.35162e-06-0j 3.80097e-06-0j -5.67967e-06-0j -4.23144e-06-0j -4.98621e-06-0j 2.55302e-06-0j -3.17922e-06-0j 3.94926e-06-0j -3.72229e-06-0j 1.97528e-06-0j -4.35153e-06-0j 4.9213e-07-0j -2.27619e-06-0j 
4.87717e-06-0j 1.03355e-06-0j 9.80362e-06-0j 4.23518e-06-0j 8.75008e-06-0j -9.12493e-06-0j 7.62674e-06-0j -5.45297e-06-0j 1.47041e-05-0j 1.17552e-05-0j -1.5831e-05-0j -5.16347e-06-0j 5.86988e-06-0j 2.24356e-05-0j 2.15314e-05-0j -4.65347e-06-0j -4.03075e-06-0j 1.20097e-05-0j -1.83774e-08-0j 9.45185e-06-0j -7.63748e-06-0j 4.57111e-06-0j -4.85155e-07-0j -1.32775e-06-0j -6.94412e-06-0j -1.1615e-05-0j 7.91955e-06-0j 2.74517e-05-0j 5.4201e-07-0j 6.51799e-06-0j -8.99402e-06-0j 4.69004e-06-0j -1.10729e-06-0j 1.98054e-06-0j -5.67657e-06-0j 8.2842e-06-0j 9.61483e-06-0j -7.52592e-06-0j 1.02849e-05-0j 2.55468e-06-0j -1.4847e-05-0j 1.33755e-05-0j -1.77343e-05-0j 6.72107e-06-0j -7.62215e-06-0j 1.13896e-05-0j 8.48539e-06-0j 9.99894e-06-0j -5.11962e-06-0j 6.37536e-06-0j -7.91952e-06-0j 7.46438e-06-0j -3.96106e-06-0j 8.72621e-06-0j -9.86878e-07-0j 4.56449e-06-0j 
-3.0457e-18-0j -6.45431e-19-0j -6.12218e-18-0j -2.64479e-18-0j -5.46426e-18-0j 5.69835e-18-0j -4.76276e-18-0j 3.40528e-18-0j -9.18242e-18-0j -7.34093e-18-0j 9.88618e-18-0j 3.22449e-18-0j -3.66563e-18-0j -1.40106e-17-0j -1.3446e-17-0j 2.906e-18-0j 2.51713e-18-0j -7.49983e-18-0j 1.14763e-20-0j -5.90251e-18-0j 4.76947e-18-0j -2.85457e-18-0j 3.0297e-19-0j 8.29153e-19-0j 4.33648e-18-0j 7.25335e-18-0j -4.94561e-18-0j -1.71431e-17-0j -3.38475e-19-0j -4.07036e-18-0j 5.6166e-18-0j -2.92884e-18-0j 6.91482e-19-0j -1.23681e-18-0j 3.54491e-18-0j -5.17333e-18-0j -6.00429e-18-0j 4.6998e-18-0j -6.42274e-18-0j -1.59535e-18-0j 9.27168e-18-0j -8.35274e-18-0j 1.10747e-17-0j -4.19718e-18-0j 4.75989e-18-0j -7.11257e-18-0j -5.29897e-18-0j -6.24415e-18-0j 3.19711e-18-0j -3.98129e-18-0j 4.94559e-18-0j -4.66137e-18-0j 2.47361e-18-0j -5.44936e-18-0j 6.16287e-19-0j -2.85044e-18-0j 
-0.000176226-0j -3.73451e-05-0j -0.000354233-0j -0.00015303-0j -0.000316166-0j 0.00032971-0j -0.000275576-0j 0.000197032-0j -0.000531301-0j -0.000424751-0j 0.000572021-0j 0.000186571-0j -0.000212096-0j -0.000810664-0j -0.000777993-0j 0.000168143-0j 0.000145643-0j -0.000433946-0j 6.64028e-07-0j -0.000341523-0j 0.000275965-0j -0.000165167-0j 1.75301e-05-0j 4.79754e-05-0j 0.000250912-0j 0.000419684-0j -0.000286157-0j -0.000991911-0j -1.95844e-05-0j -0.000235514-0j 0.00032498-0j -0.000169465-0j 4.00096e-05-0j -7.15629e-05-0j 0.000205111-0j -0.000299332-0j -0.000347412-0j 0.000271933-0j -0.000371624-0j -9.23081e-05-0j 0.000536466-0j -0.000483295-0j 0.000640791-0j -0.000242852-0j 0.000275411-0j -0.000411538-0j -0.000306602-0j -0.000361291-0j 0.000184987-0j -0.00023036-0j 0.000286156-0j -0.00026971-0j 0.000143125-0j -0.000315304-0j 3.56588e-05-0j -0.000164928-0j 
6.53449e-18-0j 1.38476e-18-0j 1.3135e-17-0j 5.67435e-18-0j 1.17235e-17-0j -1.22257e-17-0j 1.02184e-17-0j -7.30596e-18-0j 1.97007e-17-0j 1.57498e-17-0j -2.12106e-17-0j -6.91809e-18-0j 7.86454e-18-0j 3.00595e-17-0j 2.88481e-17-0j -6.23478e-18-0j -5.40045e-18-0j 1.60908e-17-0j -2.46222e-20-0j 1.26637e-17-0j -1.02328e-17-0j 6.12443e-18-0j -6.50017e-19-0j -1.77893e-18-0j -9.30383e-18-0j -1.55619e-17-0j 1.06107e-17-0j 3.67802e-17-0j 7.26192e-19-0j 8.73289e-18-0j -1.20503e-17-0j 6.28377e-18-0j -1.48356e-18-0j 2.65356e-18-0j -7.60554e-18-0j 1.10993e-17-0j 1.28821e-17-0j -1.00833e-17-0j 1.37799e-17-0j 3.42279e-18-0j -1.98922e-17-0j 1.79206e-17-0j -2.37606e-17-0j 9.00497e-18-0j -1.02123e-17-0j 1.52599e-17-0j 1.13688e-17-0j 1.33967e-17-0j -6.85933e-18-0j 8.54178e-18-0j -1.06107e-17-0j 1.00009e-17-0j -5.30708e-18-0j 1.16915e-17-0j -1.32223e-18-0j 6.11556e-18-0j 
-4.01221e-05-0j -8.50248e-06-0j -8.06495e-05-0j -3.48408e-05-0j -7.19826e-05-0j 7.50663e-05-0j -6.27414e-05-0j 4.48589e-05-0j -0.000120963-0j -9.67045e-05-0j 0.000130234-0j 4.24773e-05-0j -4.82886e-05-0j -0.000184567-0j -0.000177128-0j 3.82818e-05-0j 3.3159e-05-0j -9.87979e-05-0j 1.51182e-07-0j -7.77557e-05-0j 6.28298e-05-0j -3.76042e-05-0j 3.99113e-06-0j 1.09227e-05-0j 5.71259e-05-0j 9.55508e-05-0j -6.51503e-05-0j -0.000225832-0j -4.45885e-06-0j -5.36203e-05-0j 7.39894e-05-0j -3.85826e-05-0j 9.10913e-06-0j -1.6293e-05-0j 4.66983e-05-0j -6.815e-05-0j -7.90965e-05-0j 6.1912e-05-0j -8.4609e-05-0j -2.10161e-05-0j 0.000122139-0j -0.000110033-0j 0.000145891-0j -5.52909e-05-0j 6.27037e-05-0j -9.36963e-05-0j -6.98051e-05-0j -8.22563e-05-0j 4.21166e-05-0j -5.24469e-05-0j 6.515e-05-0j -6.14058e-05-0j 3.25857e-05-0j -7.17862e-05-0j 8.11856e-06-0j -3.75498e-05-0j 
-0.00012639-0j -2.67839e-05-0j -0.000254057-0j -0.000109753-0j -0.000226755-0j 0.000236469-0j -0.000197644-0j 0.000141312-0j -0.00038105-0j -0.000304632-0j 0.000410254-0j 0.000133809-0j -0.000152115-0j -0.000581409-0j -0.000557977-0j 0.000120593-0j 0.000104455-0j -0.000311226-0j 4.76242e-07-0j -0.000244941-0j 0.000197922-0j -0.000118458-0j 1.25726e-05-0j 3.4408e-05-0j 0.000179954-0j 0.000300998-0j -0.000205232-0j -0.0007114-0j -1.4046e-05-0j -0.000168911-0j 0.000233076-0j -0.00012154-0j 2.8695e-05-0j -5.1325e-05-0j 0.000147106-0j -0.000214682-0j -0.000249164-0j 0.000195031-0j -0.000266529-0j -6.62035e-05-0j 0.000384754-0j -0.00034662-0j 0.000459576-0j -0.000174174-0j 0.000197525-0j -0.000295156-0j -0.000219895-0j -0.000259118-0j 0.000132673-0j -0.000165215-0j 0.000205231-0j -0.000193436-0j 0.000102649-0j -0.000226136-0j 2.55745e-05-0j -0.000118287-0j 
