1.04769-6.45275e-14j -0.374295-3.08916e-14j -0.503032-4.29325e-15j 0.000302542+3.37138e-15j 0.101259+3.34608e-16j 0.147911+1.10787e-15j -0.0969584+2.14548e-17j -0.0738962-1.20684e-15j 0.108497+9.11928e-16j -0.0575744+3.94908e-17j 0.00401247+4.84474e-16j -0.0459957-7.16736e-16j 0.000486198-1.63432e-16j -0.00893453+3.97327e-16j 0.0620654+7.7533e-16j 0.0329806+3.04655e-16j 0.0316117+1.89796e-16j -0.00298755-8.51803e-17j 0.0413277+1.75865e-16j 0.00249171+9.90299e-17j 0.031875+8.73974e-18j -0.0282854-9.28999e-16j -0.014804-3.4237e-17j -0.00382871-4.07533e-17j 0.022966+1.54009e-16j -0.0175679-8.00763e-16j 0.0151538+2.834e-16j -0.032014-9.15849e-17j 0.0192598+3.77066e-16j -0.00943288+8.2557e-17j -0.0219441-1.17127e-15j -0.00267273+2.50765e-16j 0.00268654-3.01064e-16j -0.00404669-3.5636e-17j -0.0100763-6.94205e-15j -0.0195999-1.43569e-16j -0.0102577-3.01779e-16j 0.0340844+8.57223e-16j -0.00965283-6.09366e-16j -0.00506182+2.21897e-15j 0.0212167+3.80357e-15j 0.00962529-1.63399e-16j 0.0122261+4.97595e-16j -0.0210786-2.3227e-16j 0.002918+3.99059e-16j 0.0311421+3.79315e-16j -0.0202355-3.83543e-16j 0.000211387-8.94981e-17j 0.0385032-3.86676e-15j 0.00994971-1.49968e-16j 0.00619349-1.97726e-16j 0.0382684+1.21234e-16j 0.0312499+1.07395e-16j 0.000776081-5.58582e-17j 0.0514523+2.43325e-15j 0.0128854+9.11236e-15j -0.00520481-2.98131e-17j 0.0749369+5.19467e-16j 0.00173196+2.4452e-16j -0.0179031-7.4685e-17j -0.0625246+3.60032e-17j -0.000605282-1.66614e-16j -0.0273072-2.2089e-16j -0.00612497-1.78998e-16j -0.0902749-6.62641e-16j 0.0103829-6.28097e-16j -0.0815593-5.14817e-16j 0.0328175+3.2301e-16j -0.0437431+1.97398e-16j -0.125136-1.51701e-15j 0.152488+2.65442e-15j 0.100726-2.20746e-15j 
0.0798965-5.2904e-15j -0.0641944-5.072e-16j 0.0219001-2.21382e-15j -0.0440324+2.6348e-15j 0.0403727-4.28606e-16j 0.0551546+4.37888e-15j 0.10352-6.66762e-15j -0.108399+5.93896e-16j -0.0353439-1.64984e-15j 0.0725269-4.09951e-15j 0.00220225-7.60891e-15j 0.0357721-3.81055e-15j -0.0926718+6.41622e-15j 0.00930112-4.47931e-15j -0.0120405-5.90831e-15j -0.0251286+2.1547e-15j -0.0148962-3.51542e-15j 0.0590977-1.13187e-15j -0.130144+1.76844e-15j -0.0124976+1.84126e-15j -0.0576535+6.89917e-15j -0.0422642-8.0218e-16j -0.0707395+3.56317e-15j -0.12563+4.56255e-15j -0.109265+3.35111e-15j -0.0390491+7.33384e-16j -0.027254+2.7478e-15j 0.0428263-7.43181e-15j 0.127676-6.04781e-15j -0.0409393+2.00402e-15j -0.000131124+4.15655e-15j -0.101068-2.62782e-15j -0.142851+1.17228e-14j 0.157004+2.57879e-15j 0.206911+1.42309e-13j 0.047442-2.83977e-15j 0.22318-9.09628e-16j 0.0162546+7.65928e-16j 0.242768-1.81568e-15j -0.0279711-2.07597e-14j -0.134537-2.63655e-14j -0.137206+2.96305e-15j 0.224797-6.83116e-15j 0.14527-2.17871e-15j 0.0125576-1.00717e-14j 0.0650877-6.00532e-15j -0.0113596-4.60048e-15j -0.264167+6.27862e-16j -0.140199+1.48235e-14j -0.172606+3.19986e-15j 0.0659071-2.68297e-15j 0.0799005-3.58138e-15j -0.315997+8.5612e-15j -0.0260248-6.12888e-15j -0.0533418+3.7604e-15j 0.00124882-1.51495e-15j -0.0814932-8.35655e-16j -0.103119+1.15641e-14j 0.165716-4.49572e-15j -0.153266+7.68169e-15j -0.194832+2.35457e-15j -0.0105418+4.72064e-15j -0.210467+4.60461e-15j -0.114179-8.69541e-16j 0.170561-9.65728e-15j 0.133089+1.46921e-15j 0.0834381-2.875e-15j -0.263501+6.95123e-15j -0.0274831-6.03915e-16j 0.0809112-2.4009e-15j -0.0590934+6.94884e-16j -0.00312003+1.04962e-15j 
-0.0528802+7.84888e-15j -0.0266351+4.45773e-16j -0.126564-3.05469e-16j 0.11764-4.24489e-15j 0.0589554-7.62128e-15j -0.115999+7.12185e-15j -0.212923+1.13641e-14j -0.048492-1.88692e-15j -0.0954613+3.88957e-15j 0.028942-9.48761e-15j 0.0640883-5.04636e-15j 0.0483495-2.37777e-15j -0.0447073+3.70833e-15j -0.0151041-1.58452e-16j 0.103137-2.37685e-15j -0.0431459+4.57891e-15j 0.021039+1.11208e-15j -0.0245143+3.07353e-15j -0.0492304-1.23979e-15j -0.00360875-2.82619e-15j 0.0194566+3.40753e-15j 0.0792052-4.79817e-15j -0.0924679+3.09937e-15j -0.0408446-9.74171e-16j -0.0861276+2.12939e-15j 0.0831862+5.26091e-15j 0.0391161+9.9959e-16j 0.0523262-1.76324e-15j 0.0992432+2.49959e-15j 0.112811-4.36328e-16j 0.0233086+1.20135e-15j 0.157442-4.47662e-15j 0.105096-1.44207e-14j -0.0853312+1.24806e-14j -0.0295576-1.69609e-14j -0.12248+9.92555e-16j -0.00714901-6.60577e-15j -0.0733904+5.13256e-15j 0.173433-6.68518e-15j -0.131428+5.01685e-15j 0.157409+1.64867e-15j 0.0206311+9.31522e-15j 0.301144+9.97723e-15j 0.399275-2.08819e-14j 0.128469-3.87092e-14j -0.0592559-6.01411e-15j -0.262402+2.26969e-14j 0.237987-1.35486e-14j -0.106352+9.6547e-15j 0.0203523+2.07468e-14j -0.142858-8.21212e-16j -0.01098-7.46669e-15j 0.0322832+1.65263e-14j 0.0402943+6.12961e-15j 0.0679035-3.8382e-15j -0.0332074-2.33781e-14j -0.12799-2.30827e-15j -0.0199794+3.08854e-15j 0.2241-1.27001e-14j -0.291169+1.47549e-15j 0.0522624-1.6198e-15j -0.37653+1.50635e-14j -0.202218+1.59793e-14j -0.031641+4.38645e-15j -0.122784-2.55277e-16j 0.0301199-3.56817e-15j -0.103017-3.30416e-15j 0.00462873+5.23983e-15j -0.0312384-3.98028e-15j 0.0314407+5.76986e-15j -0.0809982-4.06593e-15j -0.0226683+6.11323e-16j 
0.00842895-5.10611e-16j 0.0499726-7.21473e-16j 0.107904-2.21567e-15j 0.00683774-4.00442e-15j 0.0951725-1.02133e-14j 0.0487348+4.40357e-15j -0.0726562+8.6024e-15j 0.0689217-1.31306e-15j -0.0238031+3.54022e-15j 0.201602-8.03172e-15j 0.020338-6.24294e-15j -0.0361891-2.71553e-15j -0.06761+6.37748e-15j 0.00700246-4.88799e-17j -0.0839981-3.80689e-15j -0.0124796+1.55418e-15j -0.0914016+2.26512e-15j -0.0188097+1.4401e-15j 0.084519-2.33393e-15j 0.124792-2.52193e-15j -0.000722622+3.18258e-15j 0.0671362-2.75591e-15j 0.0149375+4.38031e-15j 0.0945516-4.4787e-15j 0.0475618+2.4398e-15j -0.208708+6.25731e-15j -0.0529327+1.05273e-16j -0.0330632-2.88555e-15j -0.107936-8.36742e-16j -0.0880191+4.00932e-15j 0.00975301+8.10582e-16j -0.0338744-1.04032e-14j 0.217106-1.33145e-14j -0.0757524+1.05602e-14j -0.0343805-2.21268e-14j 0.0802172+3.53186e-15j 0.0569891+3.78465e-16j -0.0991362+5.77139e-15j -0.00828524-3.69067e-15j 0.21085+2.82834e-14j 0.0893129+3.72959e-14j -0.221285+1.05886e-15j -0.483352+2.95854e-15j 0.00285295-1.60648e-14j 0.0293385-1.37495e-14j 0.115619-6.73445e-15j -0.444212+2.03628e-14j 0.0485798-1.34151e-14j 0.0786329-2.94015e-15j -0.390103+1.16035e-14j 0.102244+1.96591e-15j 0.166206-9.23456e-15j -0.308803+1.14438e-14j -0.11656-1.12352e-14j 0.0562856+9.82606e-16j -0.00888843-1.28811e-15j 0.153378-2.95528e-16j 0.0577468+1.67498e-15j -0.0698199-4.75999e-15j 0.292103-1.13785e-15j -0.00583173-3.65751e-15j 0.0475406+1.47133e-14j -0.0986832+1.12815e-14j -0.0924193+6.07605e-15j 0.00208017+2.41874e-15j 0.107827-2.7063e-15j 0.112916-2.70807e-15j -0.0897013+5.58364e-15j 0.0731481-2.13048e-15j -0.154336+5.95178e-15j 0.117441-2.10329e-15j 0.0223139+2.28144e-15j 
-0.021035+1.05456e-14j 0.0737569-4.13226e-14j 0.0971583-5.36202e-14j -0.0441207+2.3955e-14j 0.171955-9.68904e-14j -0.171048+9.62367e-14j 0.0202188-9.33203e-15j 0.156726-8.7483e-14j -0.115138+6.71248e-14j -0.114748+6.41467e-14j 0.052336-3.01091e-14j 0.152444-8.45852e-14j 0.129217-7.2364e-14j -0.146183+8.31431e-14j 0.0298014-1.81278e-14j -0.0556484+3.23701e-14j 0.00343721-2.25413e-15j -0.00502399+2.37907e-15j -0.022945+1.37123e-14j -0.0690879+3.78707e-14j -0.0707125+4.05552e-14j 0.189584-1.03034e-13j -0.037679+2.09013e-14j -0.0849373+5.08253e-14j -0.0337882+2.18708e-14j -0.0125183+5.9826e-15j 0.0480865-2.74495e-14j 0.0154276-8.16702e-15j -0.151921+8.44293e-14j -0.0205182+9.74864e-15j -0.0961371+5.03578e-14j -0.0424919+2.1202e-14j 0.094432-5.92085e-14j -0.335126+1.9144e-13j -0.111408-1.6933e-14j 0.040278-2.21559e-14j 0.22915-1.26682e-13j -0.039298+2.31217e-14j -0.00511796-2.69501e-15j 0.0371728+4.87349e-15j 0.165218-5.74146e-14j 0.00815224-8.71544e-15j -0.300092+1.62841e-13j -0.221441+1.18565e-13j 0.0429114-2.49066e-14j -0.12509+7.1893e-14j 0.30874-1.64305e-13j 0.292352-1.60221e-13j 0.0710955-4.45355e-14j -0.0736843+4.50835e-14j 0.0840966-4.94342e-14j 0.0373954-2.0495e-14j -0.251059+1.43617e-13j -0.129628+5.87328e-14j -0.00792777+5.84692e-15j 0.0293747+2.15222e-15j 0.0610277-3.47081e-14j -0.273464+1.53967e-13j 0.156244-9.16014e-14j -0.00442158+4.60725e-15j 0.232381-1.33816e-13j 0.185023-1.04612e-13j -0.101388+6.05381e-14j -0.0318159+1.81509e-14j 0.285293-1.59733e-13j -0.208952+1.16317e-13j 0.338906-1.92558e-13j -0.0550974+3.1558e-14j 0.113607-6.21678e-14j -0.116752+6.53129e-14j 0.158928-9.19505e-14j -0.0689127+4.77126e-14j 
0.0329229-7.87952e-16j -0.0491325-7.87901e-16j -0.0966278-1.7981e-16j 0.127589-3.17802e-17j 0.0404516+1.52546e-16j 0.105068+3.10335e-16j -0.00313995-2.62567e-16j -0.191065-4.22039e-16j -0.0655975-1.86704e-16j -0.0197929+8.86588e-18j -0.0321492-6.69522e-16j 0.0188909-2.115e-16j -0.0109621-4.84328e-16j 0.0570198-3.798e-16j 0.0599313-1.21551e-15j 0.0747483+5.79507e-16j 0.0101853-1.87722e-15j 0.064971-1.40206e-15j 0.0639694+4.73055e-16j -0.0282176+2.04443e-16j 0.0518054+3.98135e-16j -0.0281529-6.67239e-16j -0.0815857+1.19133e-15j -0.0520587+8.54227e-16j -0.0611722+1.55252e-16j 0.0757041+1.44857e-15j -0.0198401-1.55779e-15j -0.153145+8.78944e-16j 0.0735622+8.41303e-16j 0.0619396-2.38213e-15j -0.057542-9.01162e-16j -0.147403-1.02972e-15j 0.198552-4.0694e-16j 0.0750284+2.1737e-15j -0.0494445-3.2495e-14j -0.0416324-1.64043e-15j 0.0632654+4.97587e-16j -0.0941602-4.58522e-15j 0.124443+2.28879e-15j -0.0529433+8.93066e-15j 0.094183+1.26569e-14j -0.0918831+1.05846e-16j -0.0201631+4.67628e-16j 0.111703+4.56909e-15j -0.106438+1.2543e-14j -0.0308948-2.04886e-15j -0.12516-7.70919e-15j -0.135189-5.68902e-15j -0.179144+1.67604e-14j 0.018541+2.69273e-15j 0.479969-1.53461e-15j -0.0251639-2.72395e-15j 0.245888+1.14794e-15j -0.120342-1.46912e-14j 0.0357795+3.29052e-15j 0.285042+2.03197e-13j 0.317269+1.0669e-15j 0.118022-2.65944e-16j -0.162691+1.26913e-15j 0.170533+1.62857e-16j -0.00944494-1.59061e-15j 0.244839-1.81088e-15j 0.154384-4.51828e-16j 0.0543685+3.29652e-16j -0.227352-2.12921e-15j -0.0778705+8.09437e-16j -0.0303321-1.87294e-15j -0.0399879+6.63046e-17j -0.283613-1.91801e-15j -0.157965-5.83985e-16j -0.121837+3.10778e-15j 0.0843663-8.05539e-15j 
-0.089651+1.70663e-14j -0.110966+1.30516e-14j -0.166739+1.10842e-14j -0.0643331+5.49428e-15j -0.163059+9.37185e-15j 0.0613726-5.23296e-15j -0.0506825+3.69414e-15j -0.0557978+3.46862e-15j 0.0204338+5.51399e-16j 0.0331828-3.34053e-15j -0.000836692+2.86189e-15j -0.115408+6.56445e-15j 0.158836-1.07922e-14j -0.0562145+4.8584e-15j 0.1592-8.60641e-15j -0.0605738+4.20884e-15j 0.114504-4.97998e-15j 0.00867113-2.03885e-15j -0.0332513-4.68834e-16j 0.0114019-1.63044e-15j 0.143174-8.88526e-15j -0.0457296+7.63367e-16j -0.0338007+2.27685e-15j 0.0472713-6.20588e-15j -0.0585145+3.49824e-15j -0.0179778-4.43124e-17j 0.193273-1.24423e-14j -0.0549517+6.02148e-15j -0.00891352+2.26502e-15j 0.0461417-1.64062e-15j 0.0373253+7.75202e-16j -0.109071+7.50044e-15j 0.0823946-9.64224e-15j -0.000708736-6.03591e-16j 0.024949+1.48873e-14j 0.165543-8.35379e-15j -0.0914347+3.42148e-15j 0.0261031+4.39113e-16j -0.0314082-2.22143e-16j -0.235746+5.7918e-15j 0.0724149-1.87044e-14j -0.228788+1.86575e-14j -0.105625+9.53038e-15j 0.0320481-3.20249e-15j 0.00174686-4.046e-17j 0.0234784+4.66113e-15j 0.11041-2.23061e-15j -0.0244074+6.68104e-15j -0.203799+3.30877e-14j -0.0205181+3.01637e-15j -0.195878+9.90241e-15j -0.0105243+5.98348e-15j -0.261889+1.53554e-14j -0.204791-5.82095e-15j -0.477813+1.49774e-14j -0.308159-2.0374e-13j -0.00197751-5.47872e-15j -0.0717006+6.60885e-15j -0.441972+3.41905e-14j -0.00613651+4.60942e-16j 0.191851-1.52981e-14j 0.119213-1.00093e-14j 0.0165077-2.31154e-15j -0.186072+9.05477e-15j 0.0845308-3.58279e-15j 0.0647254-5.51662e-15j 0.276535-1.77892e-14j 0.197742-1.35957e-14j -0.00850563+3.83717e-15j 0.271724-1.65616e-14j -0.187869+1.21898e-14j -0.122195+1.02372e-14j 
0.0582516-1.80673e-15j -0.060545+4.66106e-16j -0.0942847+8.6922e-16j -0.0412409+1.61155e-15j 0.0324581+8.20675e-16j 0.0287206-9.10942e-16j 0.0713256-1.05978e-15j -0.00122601-7.2625e-16j -0.182+8.60444e-16j -0.0491122+1.61894e-15j -0.0151485-2.77158e-16j 0.130444+4.37546e-16j -0.134604+3.83987e-18j 0.0116872-6.1361e-16j -0.177733+2.02123e-15j 0.195542-4.01566e-15j -0.234944+5.61776e-16j 0.119129-2.00529e-15j 0.0399049-5.89339e-16j -0.0310031-1.06562e-16j -0.0460794+3.07664e-16j 0.0611007+3.23054e-15j -0.104777+5.59489e-16j -0.0239247+8.23685e-16j -0.0314748-6.68265e-17j -0.0403721+1.01977e-15j -0.124403-2.36064e-16j -0.0401385+1.60958e-15j 0.0849174-2.69882e-18j -0.0312944-1.5974e-15j 0.0489811+1.89488e-15j 0.004794+7.34807e-16j 0.124235-2.33497e-16j 0.0902685+5.4585e-16j -0.0599626-4.17124e-14j 0.0206383+1.16254e-16j -0.130215-1.20933e-15j 0.0325304-1.29543e-15j 0.0867294+1.40931e-15j 0.160362+1.77217e-14j 0.0203316+2.53047e-14j -0.0940687+4.62356e-16j 0.0189845+8.29518e-16j 0.197088+1.33963e-15j -0.0808158+7.57277e-15j -0.179779-1.48041e-15j 0.00324216-7.36158e-15j -0.153958-3.66501e-15j -0.211858+2.52713e-14j -0.0142722+6.38731e-16j -0.097639+6.61139e-15j -0.164815+2.62365e-15j 0.0771073+4.47495e-15j 0.018739+4.85414e-15j -0.23367-4.12846e-15j 0.0480182+3.91638e-14j 0.274+4.76363e-16j -0.203717-3.30086e-17j -0.178586+5.00418e-15j 0.2512-2.75736e-15j 0.227303-4.67673e-15j -0.272657-1.82845e-17j -0.00440353-1.98517e-16j -0.0683262+3.01108e-15j -0.00446078-1.93836e-15j -0.0768994+8.50408e-16j -0.00209212-4.63382e-15j -0.0504284-1.36765e-15j -0.127085-8.05809e-16j 0.0121559-2.56463e-15j -0.129051+3.85863e-15j -0.00533109-1.59804e-15j 
-0.00640196+1.75202e-15j -0.0155521+7.2351e-16j -0.0867956-4.47465e-16j -0.0250588-8.38741e-16j -0.195467-2.35478e-15j -0.0255333-1.10993e-15j -0.143885-2.95636e-15j 0.0117178+1.59662e-15j -0.0147602-2.11594e-15j 0.130306+2.4754e-15j -0.122065-4.11242e-15j -0.100843-3.6337e-16j 0.0154619-2.01742e-15j -0.0437646-1.4414e-17j 0.0165605-3.68016e-15j -0.140065-3.67069e-16j 0.0243447-2.3306e-15j -0.0209738+4.61213e-16j 0.0175183+1.74226e-15j 0.0843869+4.0299e-15j 0.143888+2.12838e-15j 0.0731211+7.45484e-15j -0.0158038-1.38198e-15j 0.0855921-3.05028e-16j 0.0452095+1.52834e-15j -0.070306-5.59217e-15j 0.169656+3.08754e-15j 0.0353256-5.75157e-16j 0.0523473+2.42429e-16j -0.210543-2.45913e-15j 0.0746803+5.37182e-15j 0.00665166-7.46927e-16j 0.125188+3.70832e-15j 0.104852+3.44923e-15j -0.0739368-5.43635e-14j 0.0103998+1.20194e-15j 0.00682251-5.91325e-16j -0.0301682-1.44499e-15j 0.0106657+1.1891e-15j 0.157977+1.81188e-14j -0.012866+1.70286e-14j 0.0362545-5.98333e-16j -0.18887-5.696e-15j 0.0526426+4.95375e-15j -0.0804151+8.3345e-15j -0.318184-1.20611e-14j -0.16369-1.4307e-14j -0.216043-8.34046e-15j 0.202278-1.30599e-14j 0.104716+9.0007e-16j 0.140055+3.6733e-15j -0.155314-5.84176e-15j 0.228938+9.28945e-15j -0.175539-2.23506e-14j -0.0255094+5.38672e-15j 0.272634+2.0166e-13j 0.0635278+2.21563e-15j -0.23923-1.00516e-14j -0.253535-6.03312e-15j -0.518434-1.05028e-14j -0.26007-1.08138e-14j 0.13666+1.43848e-15j 0.10576+4.51694e-15j 0.153232+2.32418e-15j -0.212085-6.28485e-15j 0.135996+3.15805e-15j -0.15796-8.54211e-15j 0.10531+4.46496e-17j -0.146379-3.972e-15j -0.000588918-2.69434e-15j -0.0342041+3.64892e-15j 0.0732238-2.20077e-15j 
-0.0106982+1.52251e-15j -0.0293458+2.8952e-15j -0.0748392+2.27254e-15j 0.0824302+5.13423e-16j 0.0533385+3.73787e-16j -0.146831+9.34823e-15j -0.0387283+2.68853e-15j -0.00964913-1.99937e-15j -0.111966+6.21056e-16j 0.00949405-2.54397e-15j 0.0261145+1.83579e-15j 0.194787-7.37087e-15j -0.200928+9.88514e-15j 0.0558292-2.64186e-15j -0.0675168+7.01353e-15j 0.0191106+1.38556e-15j -0.0352229+1.54036e-16j -0.112275+7.34959e-15j -0.128336+3.78373e-15j -0.147587+3.11684e-15j -0.00208317-2.66473e-15j -0.0509766-5.03617e-16j -0.134533+3.24984e-15j -0.110452+4.10702e-15j -0.0157842-9.51687e-16j -0.0140843-1.19201e-15j -0.126374+6.77706e-15j -0.0274739+6.11108e-16j 0.0735326-3.29647e-15j 0.0610149-1.6509e-15j 0.0500638+3.40027e-15j -0.049249+2.98613e-15j -0.105666+3.49448e-15j 0.00649042-4.51609e-15j -0.0192115-1.61902e-14j 0.179375+1.35801e-15j -0.169168+1.33677e-15j 0.099183+2.91862e-15j -0.27879+9.73367e-16j 0.247546-1.97668e-14j -0.254832-1.24733e-14j 0.0798131-4.30499e-15j -0.223367+6.26993e-16j -0.0381071+1.46032e-15j -0.173933+2.97703e-14j 0.133042-3.7448e-16j -0.116736-2.12968e-16j -0.0479153+2.86347e-15j -0.217864+2.21174e-14j 0.137773+4.39232e-16j -0.31248+1.58518e-14j 0.0395079+9.36387e-15j -0.21276+1.76793e-15j 0.0758334+8.54724e-15j -0.316459-7.70963e-15j -0.142178-9.52801e-14j 0.0624671-6.75964e-15j -0.18506+3.41517e-15j -0.482126+2.1032e-14j -0.237106+6.27712e-15j -0.0494396+3.00254e-15j -0.247245+8.02298e-15j 0.131975-1.43957e-15j -0.102381-2.10946e-15j 0.00621647-1.9985e-15j -0.115832+6.17766e-16j -0.124902+4.40005e-15j -0.160924-1.76782e-15j 0.0447963-8.44712e-16j -0.0884999-3.4527e-15j -0.0908781+2.67463e-15j -0.0185158-1.98626e-15j 
-0.0211731+5.57282e-16j 0.0374992-8.55365e-16j -0.00316387-1.35992e-15j 0.171511-4.24424e-16j 0.0539733+1.23638e-15j 0.164368-6.3488e-15j 0.0989956-2.43299e-15j -0.126013+1.72457e-15j -0.159178+1.24823e-16j -0.12365+1.81501e-15j 0.116541-9.24372e-16j -0.0758395+5.1977e-15j 0.122037-5.38183e-15j -0.0428808+2.17346e-15j 0.145572-4.53312e-15j 0.128615-1.67755e-15j -0.110115+3.44949e-16j 0.091197-4.45874e-15j -0.0719116-1.81309e-15j -0.0223239-2.75735e-15j -0.0614914-8.41391e-16j -0.0180824-1.75306e-15j -0.052235-8.45428e-16j -0.016349-1.76402e-15j -0.0122195+2.16068e-16j -0.0703351-2.10504e-15j 0.115921-3.21062e-15j -0.0172848+2.59606e-15j -0.0533798+3.90487e-15j 0.0900571-9.96028e-16j 0.126428+2.86784e-15j 0.0790274-2.19627e-15j -0.0735531-1.4591e-15j -0.0781006-7.27969e-16j -0.0254711-2.05238e-14j 0.159662+3.54846e-15j -0.118097-2.90865e-15j -0.037812+4.78528e-15j -0.321131-8.0134e-16j 0.112939+2.11717e-15j -0.0771691-2.71104e-15j -0.0165387+1.03064e-15j -0.239143+9.7363e-16j -0.166892+4.0158e-15j -0.0754121+1.57871e-14j 0.114752+1.99042e-15j -0.0777303-1.60003e-15j 0.0487758-3.01309e-15j -0.305561+2.84507e-14j 0.314269-2.05604e-16j 0.263987-1.1023e-14j 0.435898-5.9174e-15j -0.242241-1.5404e-15j -0.0405781-1.40036e-16j -0.185396-1.03727e-14j 0.0934457+6.19283e-14j -0.203377+5.98968e-15j -0.0772241-1.47238e-15j 0.264738-1.31017e-14j -0.106739-2.51899e-15j 0.00690989+8.2458e-16j -0.0786209-3.04019e-15j 0.127243-2.07667e-16j -0.279075+4.30924e-15j -0.126311+3.87057e-15j -0.16572-1.18473e-16j -0.0755378+1.02607e-15j -0.413045+3.34473e-15j -0.0272256+1.63211e-15j -0.335043+2.81228e-15j -0.0718961+3.21813e-16j 0.00784156-3.46295e-15j 
-0.0194659+4.69728e-15j -0.0820049+1.87424e-15j -0.0396109-1.14186e-17j -0.0344258-8.51492e-16j 0.0796924-4.88496e-16j -0.0956077+4.25245e-16j -0.0213449-1.13331e-15j 0.112684+4.28627e-16j -0.0522777+5.77507e-16j -0.0847886+1.18615e-15j 0.0501001+1.41677e-16j 0.104123-2.87505e-16j -0.0566818+2.4277e-17j 0.00659635-1.0595e-15j -0.039134+3.09118e-16j 0.0524478-1.67265e-15j 0.0829129-1.02224e-16j -0.0167442+5.95277e-16j -0.00519941-1.42496e-15j -0.00382129+5.66107e-16j 0.0129623+1.47643e-16j -0.00172495+5.08606e-17j -0.0851183-2.00423e-16j -0.0158751+5.78981e-16j -0.0439678+7.57397e-16j -0.0357068-2.53324e-15j 0.0590938+2.70288e-15j -0.0135158+9.36313e-16j 0.0772943+1.02881e-15j 0.00556885-4.0719e-16j 0.000987061+9.99341e-16j 0.00396424+4.03069e-16j -0.0291972-6.30824e-16j -0.0597665+2.10714e-16j -0.127246-9.02431e-14j 0.0784045+2.56464e-15j 0.015344-1.30389e-15j 0.0930576+1.42903e-15j -0.0121189-4.88878e-16j -0.337934-1.50791e-14j 0.0951647-2.19215e-14j -0.0473235+1.27907e-15j 0.352228+2.31126e-15j 0.00887556-5.48391e-15j 0.2114-2.96577e-14j 0.0727699-1.90591e-15j -0.0340974-7.11734e-17j 0.115975-1.20637e-15j 0.0827036-8.77727e-15j 0.145101-2.71543e-15j 0.155871+8.57529e-16j 0.201098-2.41955e-15j 0.3425-2.41728e-16j 0.133936+1.28867e-14j 0.159987+4.75776e-15j -0.082734-5.43863e-14j 0.0256381+2.20459e-15j -0.241897-8.58146e-16j -0.364584+6.18009e-16j -0.175505-8.10694e-16j -0.3412+1.31209e-15j 0.192171+9.15736e-16j 0.433191-1.97399e-15j -0.123011+2.92189e-15j 0.0259131-5.95758e-16j 0.0537831-4.54396e-16j -0.0277384+1.78135e-15j -0.0620517+6.71083e-16j 0.00311135-1.67408e-15j 0.0890239-5.90382e-16j -0.113052-1.00334e-16j -0.0202204-2.45096e-15j 
-0.0667771+4.60275e-15j 0.0468781+1.3147e-15j -0.00276226-9.0123e-16j 0.0789404-1.01373e-15j -0.156238+5.47413e-16j -0.0090276+5.03555e-16j 0.0775521-8.53331e-16j -0.06719-1.19797e-15j -0.0612991+1.75037e-15j -0.109443+3.11288e-15j 0.0335921-9.18981e-16j -0.0581061-6.58927e-16j -0.0403553+2.01674e-15j -0.00100249+1.36055e-15j 0.0538785+2.13118e-15j 0.0891158-2.21837e-15j -0.0464217+5.94941e-16j 0.0653981-1.0781e-15j 0.118344-8.6905e-16j -0.00261309+8.61273e-17j 0.11735-9.86405e-16j 0.0265395+1.24295e-15j -0.0191318-3.39803e-16j -0.0871519+2.06138e-15j -0.0294445+5.32351e-16j 0.0707712+2.13999e-15j -0.0937122+8.49406e-16j -0.126339+3.37566e-15j -0.0680169+2.46652e-15j 0.0409163-3.89559e-15j 0.0503828+8.3179e-17j 0.0575546-4.81149e-16j 0.00615816+1.51854e-15j 0.0355951-2.85605e-16j -0.0589223-3.99595e-14j -0.00255386+1.99868e-16j -0.0948666+1.05635e-16j 0.0519291+2.80158e-15j -0.22717+1.54429e-15j 0.24071+7.2736e-15j -0.0865932+1.13691e-14j 0.210073-4.38953e-15j -0.217585-1.45923e-15j -0.0473783+4.9391e-15j -0.0874294+1.36507e-14j 0.0111169+1.14578e-15j 0.114879+3.58185e-15j 0.109114+1.67226e-15j 0.0738097-8.89361e-15j 0.254609-4.00449e-15j -0.395555+2.03881e-15j 0.0189198-2.57402e-15j -0.0881341-1.13417e-15j -0.13407-1.55325e-14j 0.0854454+2.44097e-15j -0.340877-2.39182e-13j -0.322441+3.15905e-15j -0.0936107+1.40963e-15j -0.132911+5.66624e-16j -0.282643+7.39304e-16j -0.237448+6.12154e-15j 0.0119436-2.35795e-16j -0.0082914-2.32454e-15j -0.282271+6.82034e-15j -0.00576605-7.63306e-16j -0.0390478+8.09251e-16j -0.0354881-2.1044e-16j -0.101133+4.1157e-15j 0.135461-2.68839e-15j -0.0645083+2.20596e-15j 0.0785982-1.30339e-15j 0.0464885-1.44918e-15j 
